Orthogroup	CAEEL	ORYLA
OG0005318	CAEEL11412	ORYLA18364, ORYLA18363
OG0005319	CAEEL01211	ORYLA04663
OG0005323	CAEEL14840	ORYLA17504
OG0005324	CAEEL15302	ORYLA13260
OG0005325	CAEEL20386	ORYLA07254
OG0005360	CAEEL01919	ORYLA18657
OG0005366	CAEEL12942	ORYLA04350
OG0005369	CAEEL05707	ORYLA04832
OG0005370	CAEEL00421	ORYLA14176
OG0005371	CAEEL03912	ORYLA17689
OG0005373	CAEEL09399	ORYLA00607
OG0005374	CAEEL02806	ORYLA11740
OG0005375	CAEEL19544, CAEEL14120	ORYLA16500
OG0005377	CAEEL06685	ORYLA04520, ORYLA18089
OG0005378	CAEEL20215, CAEEL20216	ORYLA20177
OG0005379	CAEEL09264	ORYLA16702
OG0005383	CAEEL07506	ORYLA09205
OG0005384	CAEEL02931	ORYLA09062
OG0005385	CAEEL08714	ORYLA03458
OG0005386	CAEEL10538	ORYLA18232
OG0005388	CAEEL01742	ORYLA13163
OG0005389	CAEEL06878	ORYLA04454
OG0005390	CAEEL04490	ORYLA13255
OG0005394	CAEEL17986	ORYLA01678
OG0005396	CAEEL08913	ORYLA09039
OG0005398	CAEEL07255	ORYLA09840
OG0005399	CAEEL03245	ORYLA07418
OG0005402	CAEEL05349	ORYLA03644
OG0005403	CAEEL01879	ORYLA14816
OG0005404	CAEEL05358	ORYLA09049
OG0005406	CAEEL08083	ORYLA02019, ORYLA03127
OG0005408	CAEEL07280	ORYLA14076
OG0005409	CAEEL02913	ORYLA15254
OG0005414	CAEEL00252	ORYLA07810, ORYLA07809
OG0005417	CAEEL00029	ORYLA16933
OG0005421	CAEEL14199	ORYLA15113
OG0005422	CAEEL16015	ORYLA00193
OG0005423	CAEEL08794	ORYLA00166, ORYLA01471, ORYLA09515, ORYLA01397
OG0005425	CAEEL08174	ORYLA18483, ORYLA18482
OG0005431	CAEEL09902	ORYLA05407
OG0005432	CAEEL04969	ORYLA04013, ORYLA03261
OG0005433	CAEEL02529	ORYLA02482, ORYLA17419
OG0005434	CAEEL07593	ORYLA15326
OG0005435	CAEEL07714	ORYLA08560
OG0005436	CAEEL01615	ORYLA17711, ORYLA14980
OG0005441	CAEEL19512	ORYLA05390
OG0005442	CAEEL02528	ORYLA14354
OG0005443	CAEEL06163	ORYLA11746, ORYLA11844
OG0005445	CAEEL10809	ORYLA05469, ORYLA01554
OG0005446	CAEEL01571, CAEEL20779	ORYLA11516
OG0005448	CAEEL08780	ORYLA17477
OG0005450	CAEEL09047	ORYLA04299
OG0005451	CAEEL06444	ORYLA07063
OG0005452	CAEEL10226, CAEEL12298	ORYLA14801
OG0005455	CAEEL09268	ORYLA09253
OG0005457	CAEEL07347	ORYLA19960
OG0005459	CAEEL16135	ORYLA15096
OG0005462	CAEEL10748	ORYLA17192
OG0005464	CAEEL09892	ORYLA12835
OG0005465	CAEEL16426	ORYLA10420
OG0005466	CAEEL08021	ORYLA13757
OG0005468	CAEEL02934	ORYLA06255
OG0005469	CAEEL07069	ORYLA10970
OG0005470	CAEEL06305	ORYLA01384
OG0005471	CAEEL12162	ORYLA03452
OG0005472	CAEEL18620	ORYLA12827
OG0005474	CAEEL07485	ORYLA19917
OG0005475	CAEEL16459	ORYLA15452, ORYLA15451
OG0005476	CAEEL11680	ORYLA19518
OG0005479	CAEEL07488	ORYLA12294
OG0005481	CAEEL02594	ORYLA01247
OG0005482	CAEEL15422	ORYLA03008
OG0005484	CAEEL15470	ORYLA00526
OG0005486	CAEEL19474, CAEEL05557	ORYLA02555
OG0005487	CAEEL12473, CAEEL12474	ORYLA09657
OG0005488	CAEEL04375	ORYLA02291
OG0005490	CAEEL08623	ORYLA06693
OG0005491	CAEEL05923	ORYLA02523
OG0005492	CAEEL02699	ORYLA01955
OG0005493	CAEEL04269	ORYLA10439
OG0005494	CAEEL09928	ORYLA03120
OG0005495	CAEEL05689	ORYLA04132
OG0005498	CAEEL08908	ORYLA05681
OG0005499	CAEEL10000	ORYLA17379
OG0005500	CAEEL13757, CAEEL03036	ORYLA13890
OG0005502	CAEEL19896, CAEEL15449	ORYLA06930, ORYLA20469
OG0005504	CAEEL10085	ORYLA03502
OG0005506	CAEEL05736	ORYLA02612
OG0005508	CAEEL08671	ORYLA02123
OG0005517	CAEEL00403	ORYLA14384, ORYLA08842
OG0005518	CAEEL11871	ORYLA12121
OG0005519	CAEEL04739	ORYLA14876
OG0005520	CAEEL05044	ORYLA10875
OG0005522	CAEEL11025	ORYLA02434
OG0005525	CAEEL06342	ORYLA08095
OG0005527	CAEEL07576	ORYLA14629, ORYLA10945
OG0005529	CAEEL19121	ORYLA19223
OG0005531	CAEEL05616	ORYLA18240
OG0005533	CAEEL07641	ORYLA15088
OG0005534	CAEEL09833	ORYLA03728
OG0005535	CAEEL05743	ORYLA03963
OG0005537	CAEEL05177	ORYLA01980
OG0005539	CAEEL00571	ORYLA02050
OG0005543	CAEEL01669	ORYLA13589, ORYLA02936
OG0005545	CAEEL11935	ORYLA14533
OG0005547	CAEEL05548	ORYLA08211, ORYLA05018
OG0005548	CAEEL11105	ORYLA05075, ORYLA19909, ORYLA18160
OG0005550	CAEEL01408	ORYLA08972
OG0005552	CAEEL20765	ORYLA01660
OG0005553	CAEEL00572	ORYLA02730
OG0005554	CAEEL04828	ORYLA12388
OG0005556	CAEEL12122	ORYLA12069
OG0005558	CAEEL01488	ORYLA10063
OG0005559	CAEEL02868	ORYLA02239
OG0005560	CAEEL01956	ORYLA14278
OG0005561	CAEEL11687	ORYLA19786
OG0005562	CAEEL08427	ORYLA04125
OG0005563	CAEEL08448	ORYLA09992
OG0005566	CAEEL08840	ORYLA17974, ORYLA02685
OG0005569	CAEEL09364	ORYLA14847
OG0005570	CAEEL08043	ORYLA09366, ORYLA08749
OG0005572	CAEEL00043	ORYLA08784
OG0005575	CAEEL05562	ORYLA07924
OG0005576	CAEEL13925	ORYLA09579
OG0005577	CAEEL19904	ORYLA13137, ORYLA16135
OG0005578	CAEEL07544	ORYLA05383, ORYLA05382
OG0005580	CAEEL08013	ORYLA10325
OG0005581	CAEEL08031	ORYLA00865
OG0005582	CAEEL06866	ORYLA10241
OG0005587	CAEEL04788	ORYLA14788
OG0005588	CAEEL07160	ORYLA18649
OG0005589	CAEEL08776	ORYLA09870
OG0005592	CAEEL12369	ORYLA16597
OG0005593	CAEEL09723	ORYLA09600
OG0005594	CAEEL07851	ORYLA05359
OG0005595	CAEEL11031	ORYLA11765
OG0005597	CAEEL01169	ORYLA12279
OG0005598	CAEEL08627, CAEEL14483	ORYLA14645
OG0005599	CAEEL10759	ORYLA13854
OG0005603	CAEEL15468	ORYLA07341
OG0005604	CAEEL01765	ORYLA08546
OG0005605	CAEEL10783	ORYLA19011
OG0005607	CAEEL05214	ORYLA13045, ORYLA04192, ORYLA04876
OG0005608	CAEEL07825	ORYLA11957
OG0005609	CAEEL08579	ORYLA12137
OG0005610	CAEEL00725	ORYLA01244, ORYLA04278
OG0005613	CAEEL14670	ORYLA04705, ORYLA00127
OG0005614	CAEEL17617	ORYLA10704
OG0005615	CAEEL04368	ORYLA10994
OG0005617	CAEEL05647	ORYLA13237, ORYLA02749
OG0005618	CAEEL02988	ORYLA02960
OG0005620	CAEEL11400	ORYLA11087
OG0005622	CAEEL01750	ORYLA11349
OG0005623	CAEEL07150, CAEEL08358	ORYLA05069
OG0005625	CAEEL14326	ORYLA14474
OG0005626	CAEEL07559	ORYLA03603
OG0005627	CAEEL12992	ORYLA00779
OG0005629	CAEEL06251	ORYLA20125
OG0005631	CAEEL09720	ORYLA05644
OG0005632	CAEEL16405	ORYLA11796
OG0005633	CAEEL16151	ORYLA10109
OG0005636	CAEEL10088	ORYLA12123
OG0005639	CAEEL07472	ORYLA11914
OG0005640	CAEEL16150	ORYLA10162
OG0005641	CAEEL11862	ORYLA00103
OG0005644	CAEEL09242	ORYLA03977, ORYLA03459
OG0005645	CAEEL07575	ORYLA19943
OG0005646	CAEEL08001	ORYLA10031, ORYLA10030
OG0005648	CAEEL04930	ORYLA16024, ORYLA13049
OG0005649	CAEEL12678	ORYLA20074
OG0005650	CAEEL18626	ORYLA14445
OG0005652	CAEEL02073	ORYLA14413
OG0005655	CAEEL06868	ORYLA15856
OG0005656	CAEEL07991	ORYLA10723
OG0005660	CAEEL02202	ORYLA04405
OG0005661	CAEEL05585	ORYLA13889, ORYLA06911, ORYLA03511
OG0005681	CAEEL18801	ORYLA04888
OG0005685	CAEEL18876	ORYLA10800
OG0005690	CAEEL07345	ORYLA06115
OG0005692	CAEEL02905	ORYLA08643, ORYLA09530
OG0005696	CAEEL12982	ORYLA12255
OG0005697	CAEEL02949	ORYLA18939
OG0005698	CAEEL01389	ORYLA02906
OG0005700	CAEEL16180, CAEEL15258, CAEEL19243, CAEEL07130, CAEEL15701, CAEEL11368, CAEEL14259, CAEEL14258, CAEEL16361, CAEEL12676	ORYLA19145
OG0005701	CAEEL20630, CAEEL20628	ORYLA05083
OG0005702	CAEEL15894, CAEEL18106	ORYLA03576
OG0005704	CAEEL18454	ORYLA09597
OG0005707	CAEEL01062	ORYLA06810, ORYLA13030
OG0005712	CAEEL10147	ORYLA18989
OG0005715	CAEEL06260	ORYLA17805
OG0005719	CAEEL05019	ORYLA19328
OG0005721	CAEEL02751	ORYLA04577
OG0005723	CAEEL12411	ORYLA15901
OG0005724	CAEEL06660	ORYLA04176
OG0005725	CAEEL16182	ORYLA07793
OG0005726	CAEEL02137	ORYLA06770, ORYLA09046
OG0005728	CAEEL00225	ORYLA14263
OG0005729	CAEEL01552	ORYLA11545
OG0005730	CAEEL20471	ORYLA03772, ORYLA16956, ORYLA16955, ORYLA00644
OG0005731	CAEEL09042	ORYLA16981
OG0005732	CAEEL07314	ORYLA00704, ORYLA00703
OG0005733	CAEEL11874	ORYLA08056
OG0005734	CAEEL05372	ORYLA15387, ORYLA20126
OG0005737	CAEEL00178	ORYLA05474, ORYLA05475, ORYLA05473
OG0005738	CAEEL19157	ORYLA06339
OG0005744	CAEEL10825, CAEEL00882	ORYLA05679
OG0005746	CAEEL04218	ORYLA00433
OG0005747	CAEEL11656	ORYLA15631
OG0005749	CAEEL14477	ORYLA20160
OG0005750	CAEEL02930	ORYLA01346
OG0005758	CAEEL07383, CAEEL07219	ORYLA03344
OG0005759	CAEEL04976	ORYLA18537, ORYLA18536
OG0005761	CAEEL02084	ORYLA17928
OG0005764	CAEEL00440	ORYLA05922
OG0005766	CAEEL03004	ORYLA03635
OG0005771	CAEEL18103	ORYLA01975
OG0005774	CAEEL07710	ORYLA15970
OG0005775	CAEEL08185	ORYLA07737
OG0005776	CAEEL08611, CAEEL02852	ORYLA05092
OG0005777	CAEEL09325	ORYLA04808
OG0005779	CAEEL11742	ORYLA17816
OG0005781	CAEEL16564	ORYLA09496, ORYLA09495
OG0005783	CAEEL15350	ORYLA14100
OG0005784	CAEEL06573	ORYLA05072
OG0005786	CAEEL10727	ORYLA20339
OG0005787	CAEEL09127, CAEEL07672	ORYLA19947
OG0005788	CAEEL10819	ORYLA15415
OG0005789	CAEEL03291	ORYLA12435
OG0005790	CAEEL02850	ORYLA05159
OG0005792	CAEEL16683	ORYLA18637
OG0005793	CAEEL01631	ORYLA07054
OG0005794	CAEEL07859	ORYLA09326
OG0005796	CAEEL03619	ORYLA17559
OG0005797	CAEEL01710	ORYLA18216
OG0005798	CAEEL07896	ORYLA13859
OG0005799	CAEEL16039	ORYLA01072
OG0005800	CAEEL07429	ORYLA01809
OG0005802	CAEEL08747	ORYLA09753
OG0005803	CAEEL05218	ORYLA09410
OG0005804	CAEEL00293	ORYLA12290, ORYLA06566
OG0005805	CAEEL07935	ORYLA04527
OG0005807	CAEEL00886	ORYLA01224
OG0005811	CAEEL09170	ORYLA11574
OG0005812	CAEEL15514	ORYLA01100
OG0005813	CAEEL04957	ORYLA17924
OG0005814	CAEEL05572	ORYLA02975
OG0005815	CAEEL08558	ORYLA02282
OG0005816	CAEEL07974	ORYLA17256, ORYLA15374
OG0005817	CAEEL09003	ORYLA02525
OG0005818	CAEEL06548	ORYLA15368
OG0005819	CAEEL05194	ORYLA17070
OG0005821	CAEEL06500	ORYLA05556
OG0005822	CAEEL08544	ORYLA19296
OG0005823	CAEEL11398	ORYLA04103
OG0005824	CAEEL01511	ORYLA12812
OG0005826	CAEEL11564	ORYLA10997
OG0005827	CAEEL15915	ORYLA04867
OG0005829	CAEEL01850, CAEEL14048	ORYLA11889
OG0005831	CAEEL07627	ORYLA19768
OG0005832	CAEEL01641	ORYLA20295
OG0005833	CAEEL14838	ORYLA12552
OG0005835	CAEEL06739, CAEEL08580	ORYLA15968
OG0005836	CAEEL15554	ORYLA02705
OG0005837	CAEEL01073	ORYLA17100
OG0005838	CAEEL01222	ORYLA15364
OG0005840	CAEEL06791	ORYLA04946
OG0005843	CAEEL06200	ORYLA06467
OG0005845	CAEEL04187	ORYLA03266
OG0005846	CAEEL06779	ORYLA04854
OG0005847	CAEEL00400	ORYLA11529
OG0005848	CAEEL00240	ORYLA16342
OG0005849	CAEEL07640	ORYLA09685
OG0005850	CAEEL07059	ORYLA13872
OG0005851	CAEEL19454, CAEEL03023	ORYLA13639
OG0005853	CAEEL05937	ORYLA10472, ORYLA11336
OG0005854	CAEEL10962	ORYLA15268
OG0005857	CAEEL08143	ORYLA03540
OG0005858	CAEEL08865	ORYLA17612
OG0005859	CAEEL09237	ORYLA17362
OG0005860	CAEEL11464	ORYLA17529
OG0005861	CAEEL07847	ORYLA12932
OG0005863	CAEEL02059	ORYLA16762
OG0005864	CAEEL03066	ORYLA02335, ORYLA02336
OG0005865	CAEEL10526	ORYLA18711
OG0005866	CAEEL03116	ORYLA10406
OG0005869	CAEEL01472	ORYLA14537
OG0005870	CAEEL18863	ORYLA06800
OG0005871	CAEEL07046	ORYLA00937
OG0005874	CAEEL06734	ORYLA08436, ORYLA08808
OG0005875	CAEEL11121	ORYLA03096
OG0005876	CAEEL12583	ORYLA13721
OG0005877	CAEEL03535	ORYLA12771
OG0005878	CAEEL00506	ORYLA11425, ORYLA11426
OG0005879	CAEEL05884	ORYLA06023
OG0005880	CAEEL09863	ORYLA20156
OG0005883	CAEEL06255	ORYLA18088
OG0005884	CAEEL16531	ORYLA11455
OG0005886	CAEEL01824	ORYLA10508
OG0005888	CAEEL00435	ORYLA16571
OG0005889	CAEEL02553	ORYLA07548
OG0005890	CAEEL06540	ORYLA11535
OG0005892	CAEEL01618	ORYLA12431
OG0005893	CAEEL11380	ORYLA04914
OG0005895	CAEEL06441	ORYLA04519
OG0005897	CAEEL01303	ORYLA19507
OG0005898	CAEEL01957	ORYLA09769
OG0005899	CAEEL11728	ORYLA16594
OG0005901	CAEEL01230	ORYLA15179
OG0005903	CAEEL02733	ORYLA03025
OG0005909	CAEEL09260	ORYLA13661
OG0005914	CAEEL12252	ORYLA14072
OG0005918	CAEEL07911	ORYLA06801
OG0005919	CAEEL15775	ORYLA06790
OG0005921	CAEEL07408	ORYLA03161
OG0005922	CAEEL15520	ORYLA14270
OG0005923	CAEEL02858	ORYLA07288
OG0005924	CAEEL10631	ORYLA10431
OG0005928	CAEEL04878	ORYLA13174
OG0005929	CAEEL05898	ORYLA17102
OG0005931	CAEEL09476	ORYLA12693
OG0005932	CAEEL11316	ORYLA15050
OG0005933	CAEEL14434	ORYLA04204
OG0005936	CAEEL07303	ORYLA00036
OG0005937	CAEEL10539	ORYLA15356
OG0005938	CAEEL06000, CAEEL09583	ORYLA02948
OG0005940	CAEEL04134	ORYLA11953
OG0005941	CAEEL08713	ORYLA11974
OG0005943	CAEEL02014	ORYLA17027
OG0005946	CAEEL11452, CAEEL11968	ORYLA16047
OG0005947	CAEEL19240	ORYLA04618
OG0005949	CAEEL12005	ORYLA17627
OG0005950	CAEEL02721	ORYLA10694
OG0005952	CAEEL08042	ORYLA17339
OG0005953	CAEEL01826	ORYLA17714
OG0005957	CAEEL13678, CAEEL02860	ORYLA07508
OG0005960	CAEEL18529, CAEEL16584	ORYLA14080
OG0005963	CAEEL02429, CAEEL11102	ORYLA13333
OG0005965	CAEEL17925	ORYLA00501
OG0005966	CAEEL05490	ORYLA16765
OG0005967	CAEEL08429	ORYLA16334, ORYLA16335, ORYLA16336
OG0005968	CAEEL01646	ORYLA06981
OG0005969	CAEEL01577	ORYLA05253
OG0005970	CAEEL16383	ORYLA12936
OG0005973	CAEEL13364	ORYLA10086
OG0005974	CAEEL11184	ORYLA12871
OG0005975	CAEEL05822	ORYLA09620
OG0005976	CAEEL15581	ORYLA10048
OG0005977	CAEEL04186	ORYLA11110
OG0005978	CAEEL08320	ORYLA18813
OG0005980	CAEEL05471	ORYLA16160
OG0005982	CAEEL04709	ORYLA02398
OG0005984	CAEEL06514, CAEEL07173	ORYLA02487
OG0005985	CAEEL11206	ORYLA17726
OG0005987	CAEEL05677	ORYLA04335
OG0005989	CAEEL14108	ORYLA14612, ORYLA14611
OG0005991	CAEEL07604	ORYLA14694
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	ORYLA15988
OG0005995	CAEEL09469	ORYLA05250
OG0005997	CAEEL11505, CAEEL13118	ORYLA14583, ORYLA12455
OG0005998	CAEEL12651	ORYLA02760
OG0006000	CAEEL06731	ORYLA11444
OG0006003	CAEEL12475	ORYLA00268
OG0006004	CAEEL01451	ORYLA16105
OG0006005	CAEEL08818	ORYLA04614
OG0006008	CAEEL11432	ORYLA00733
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	ORYLA19597, ORYLA18623
OG0006010	CAEEL07462	ORYLA01122
OG0006011	CAEEL06588	ORYLA04360
OG0006013	CAEEL11082	ORYLA02084
OG0006022	CAEEL20451	ORYLA09959, ORYLA07563, ORYLA06724
OG0006025	CAEEL03361, CAEEL12698	ORYLA01585, ORYLA20387, ORYLA01586, ORYLA14299, ORYLA15844
OG0006031	CAEEL00264	ORYLA12601
OG0006059	CAEEL09710	ORYLA09031
OG0006062	CAEEL08027	ORYLA16708
OG0006063	CAEEL09563	ORYLA03877
OG0006064	CAEEL11646	ORYLA04445
OG0006066	CAEEL07776	ORYLA09975
OG0006069	CAEEL08597	ORYLA16979
OG0006072	CAEEL09063	ORYLA12315
OG0006073	CAEEL15279	ORYLA03080
OG0006074	CAEEL15694	ORYLA11388
OG0006075	CAEEL05481	ORYLA04806
OG0006079	CAEEL06022	ORYLA15110
OG0006083	CAEEL10880	ORYLA20342
OG0006085	CAEEL07121	ORYLA15317
OG0006086	CAEEL05357	ORYLA01922, ORYLA01921
OG0006087	CAEEL10339	ORYLA07572
OG0006095	CAEEL03714	ORYLA00577
OG0006096	CAEEL08930	ORYLA02341
OG0006098	CAEEL17792	ORYLA08847
OG0006102	CAEEL01860	ORYLA14108
OG0006104	CAEEL15552	ORYLA19385
OG0006106	CAEEL09939	ORYLA08883, ORYLA08882
OG0006108	CAEEL07908	ORYLA05895
OG0006110	CAEEL15606	ORYLA14511, ORYLA14510
OG0006111	CAEEL06592	ORYLA04074, ORYLA03212
OG0006113	CAEEL00297	ORYLA07029
OG0006117	CAEEL15839	ORYLA00077
OG0006118	CAEEL05175	ORYLA18840, ORYLA05452
OG0006120	CAEEL19875	ORYLA10724
OG0006121	CAEEL01535	ORYLA19436
OG0006122	CAEEL06423	ORYLA08367
OG0006124	CAEEL00683	ORYLA11506
OG0006125	CAEEL12098	ORYLA09691
OG0006127	CAEEL08699	ORYLA15251
OG0006128	CAEEL01734	ORYLA15261
OG0006129	CAEEL15436	ORYLA00354
OG0006130	CAEEL19047	ORYLA14031
OG0006131	CAEEL08997	ORYLA16375, ORYLA07912
OG0006134	CAEEL05080	ORYLA05638
OG0006137	CAEEL01021	ORYLA02042
OG0006140	CAEEL06530	ORYLA15551
OG0006141	CAEEL00813	ORYLA12129
OG0006144	CAEEL12775	ORYLA07543
OG0006145	CAEEL00765, CAEEL00923	ORYLA20229
OG0006152	CAEEL01636	ORYLA11733
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	ORYLA20426
OG0006156	CAEEL13825	ORYLA00926
OG0006160	CAEEL08936	ORYLA19637
OG0006163	CAEEL00653	ORYLA14800, ORYLA12332
OG0006164	CAEEL01158	ORYLA19800
OG0006165	CAEEL15774	ORYLA20003
OG0006168	CAEEL05152	ORYLA16569
OG0006169	CAEEL08537	ORYLA04271
OG0006171	CAEEL01756	ORYLA02054
OG0006172	CAEEL14351	ORYLA10481
OG0006176	CAEEL05930	ORYLA10315
OG0006177	CAEEL04212	ORYLA12090
OG0006180	CAEEL09925	ORYLA06973
OG0006181	CAEEL14722	ORYLA03672
OG0006182	CAEEL06387	ORYLA08344
OG0006183	CAEEL19366	ORYLA16825
OG0006185	CAEEL01692	ORYLA06316
OG0006187	CAEEL00902	ORYLA18889
OG0006188	CAEEL02058	ORYLA20449
OG0006191	CAEEL06280, CAEEL06279	ORYLA17482
OG0006195	CAEEL08079	ORYLA17204
OG0006196	CAEEL06224, CAEEL06189	ORYLA03362
OG0006198	CAEEL00819	ORYLA05262
OG0006200	CAEEL11329	ORYLA00176
OG0006202	CAEEL07568	ORYLA06744
OG0006208	CAEEL00204	ORYLA03811, ORYLA13086
OG0006209	CAEEL11287	ORYLA18078
OG0006210	CAEEL00160	ORYLA02264
OG0006214	CAEEL12120	ORYLA11041
OG0006215	CAEEL04734	ORYLA08889
OG0006216	CAEEL16326	ORYLA19823
OG0006217	CAEEL05235	ORYLA13873, ORYLA13874
OG0006220	CAEEL08309	ORYLA18843
OG0006224	CAEEL11548	ORYLA15635
OG0006226	CAEEL02716	ORYLA02359
OG0006229	CAEEL06963	ORYLA00480
OG0006230	CAEEL08542	ORYLA20084
OG0006231	CAEEL20582	ORYLA08845
OG0006234	CAEEL05918	ORYLA13453
OG0006235	CAEEL04462	ORYLA14597
OG0006237	CAEEL04160	ORYLA15408
OG0006240	CAEEL08852	ORYLA20183
OG0006245	CAEEL00941	ORYLA08633
OG0006247	CAEEL11988	ORYLA14475
OG0006249	CAEEL10060	ORYLA07428
OG0006254	CAEEL11539	ORYLA01467
OG0006257	CAEEL15240	ORYLA05204
OG0006259	CAEEL09792	ORYLA13353
OG0006260	CAEEL09587	ORYLA18938
OG0006262	CAEEL01377	ORYLA15136, ORYLA05395, ORYLA01853
OG0006263	CAEEL09474	ORYLA09051
OG0006264	CAEEL11589	ORYLA17584
OG0006267	CAEEL09521	ORYLA02355
OG0006268	CAEEL09373, CAEEL09395	ORYLA16048
OG0006269	CAEEL11344	ORYLA19375
OG0006270	CAEEL01876	ORYLA02562, ORYLA02561
OG0006271	CAEEL08264	ORYLA08585
OG0006275	CAEEL01989	ORYLA10683
OG0006277	CAEEL08057	ORYLA03972, ORYLA03476
OG0006279	CAEEL00237	ORYLA09965
OG0006280	CAEEL17987	ORYLA11567
OG0006281	CAEEL04765	ORYLA20123
OG0006283	CAEEL00881	ORYLA09291
OG0006284	CAEEL08923	ORYLA09690
OG0006285	CAEEL04794	ORYLA17251
OG0006286	CAEEL00158	ORYLA07043
OG0006288	CAEEL08712	ORYLA10709
OG0006289	CAEEL07964	ORYLA14057, ORYLA16007
OG0006290	CAEEL04712	ORYLA16144
OG0006291	CAEEL00609	ORYLA13632
OG0006294	CAEEL14462	ORYLA11427
OG0006295	CAEEL09568	ORYLA20007
OG0006297	CAEEL11872	ORYLA13740
OG0006301	CAEEL17598	ORYLA10259
OG0006306	CAEEL01065	ORYLA05428
OG0006307	CAEEL06264	ORYLA17332
OG0006309	CAEEL05232	ORYLA11286
OG0006311	CAEEL17612	ORYLA14691
OG0006313	CAEEL05123	ORYLA18940
OG0006315	CAEEL15905	ORYLA04829
OG0006322	CAEEL09507	ORYLA20137
OG0006323	CAEEL02251	ORYLA08641
OG0006326	CAEEL15323	ORYLA06678
OG0006329	CAEEL02571	ORYLA17793
OG0006331	CAEEL13794	ORYLA03044
OG0006332	CAEEL10865	ORYLA12489
OG0006334	CAEEL08411, CAEEL18378	ORYLA00853
OG0006339	CAEEL08069	ORYLA02765
OG0006340	CAEEL11454	ORYLA05277
OG0006341	CAEEL06023	ORYLA17094
OG0006343	CAEEL05583, CAEEL02498	ORYLA00514
OG0006344	CAEEL14876	ORYLA09235, ORYLA07107
OG0006345	CAEEL06549	ORYLA06394
OG0006346	CAEEL05783	ORYLA03560
OG0006347	CAEEL07567	ORYLA08655
OG0006350	CAEEL07674	ORYLA05826
OG0006352	CAEEL02603	ORYLA00408, ORYLA01498
OG0006353	CAEEL19140, CAEEL05676	ORYLA03383
OG0006354	CAEEL18116	ORYLA17693
OG0006356	CAEEL07675	ORYLA04352
OG0006360	CAEEL05277	ORYLA11287
OG0006361	CAEEL09060	ORYLA15180
OG0006362	CAEEL00998	ORYLA05430
OG0006363	CAEEL00971	ORYLA04345
OG0006365	CAEEL12631	ORYLA07547
OG0006370	CAEEL05220	ORYLA09199
OG0006372	CAEEL09848	ORYLA10156
OG0006375	CAEEL00741	ORYLA07773
OG0006376	CAEEL15051	ORYLA18136
OG0006377	CAEEL09247	ORYLA02527
OG0006381	CAEEL09800	ORYLA11043, ORYLA15094
OG0006386	CAEEL02065	ORYLA19015
OG0006387	CAEEL00319	ORYLA10627
OG0006389	CAEEL07348	ORYLA12499
OG0006390	CAEEL13360	ORYLA19642
OG0006391	CAEEL16380, CAEEL11908	ORYLA03666
OG0006392	CAEEL07571	ORYLA09388
OG0006393	CAEEL14337	ORYLA00411, ORYLA13211
OG0006395	CAEEL11636	ORYLA19863
OG0006405	CAEEL04608	ORYLA01525, ORYLA14866
OG0006407	CAEEL20555	ORYLA05579
OG0006408	CAEEL15120	ORYLA11884, ORYLA11885
OG0006414	CAEEL18847	ORYLA02371, ORYLA14953, ORYLA14955, ORYLA17953, ORYLA19069
OG0006415	CAEEL20504	ORYLA00661, ORYLA01125, ORYLA04012, ORYLA03262
OG0006443	CAEEL07304	ORYLA04866
OG0006448	CAEEL07841	ORYLA06428, ORYLA06429
OG0006449	CAEEL02036	ORYLA02199
OG0006454	CAEEL06995	ORYLA04312
OG0006456	CAEEL09794	ORYLA01861
OG0006457	CAEEL05605	ORYLA14262
OG0006459	CAEEL00244	ORYLA14803
OG0006461	CAEEL11863	ORYLA15523
OG0006462	CAEEL05709	ORYLA07799
OG0006464	CAEEL01413	ORYLA13278
OG0006465	CAEEL10921	ORYLA00104
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	ORYLA19099
OG0006472	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340	ORYLA07638
OG0006474	CAEEL07206	ORYLA17369
OG0006475	CAEEL07548	ORYLA09150
OG0006476	CAEEL12092	ORYLA04028
OG0006478	CAEEL06158	ORYLA18550
OG0006479	CAEEL05626	ORYLA15648
OG0006480	CAEEL10265, CAEEL10266	ORYLA00896
OG0006481	CAEEL19099, CAEEL01638	ORYLA04413
OG0006482	CAEEL10834	ORYLA17211
OG0006485	CAEEL14223	ORYLA07384, ORYLA07383
OG0006488	CAEEL17648	ORYLA03055
OG0006490	CAEEL11637	ORYLA14766
OG0006491	CAEEL13015	ORYLA08851
OG0006496	CAEEL08493	ORYLA06776
OG0006497	CAEEL06461	ORYLA04913
OG0006498	CAEEL02503	ORYLA10742
OG0006499	CAEEL20101	ORYLA13225
OG0006501	CAEEL16016	ORYLA03041
OG0006503	CAEEL07188	ORYLA00936
OG0006505	CAEEL06783	ORYLA08906, ORYLA06614
OG0006506	CAEEL03029	ORYLA08840
OG0006509	CAEEL00006, CAEEL15373	ORYLA07227
OG0006511	CAEEL02676	ORYLA14129, ORYLA14130
OG0006512	CAEEL07313	ORYLA01466
OG0006514	CAEEL07858	ORYLA20423
OG0006515	CAEEL02554	ORYLA10705
