Orthogroup	CAEEL	NEMVE
OG0001007	CAEEL19587, CAEEL00596	NEMVE00044, NEMVE10735
OG0001008	CAEEL05786	NEMVE24531
OG0001009	CAEEL20001	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111, NEMVE22406, NEMVE02505, NEMVE03146, NEMVE16504
OG0001013	CAEEL16541	NEMVE02022
OG0001015	CAEEL16067, CAEEL20263	NEMVE07976
OG0001016	CAEEL09313	NEMVE14344
OG0001016	CAEEL08789, CAEEL11986	NEMVE14850
OG0001017	CAEEL09308	NEMVE08837
OG0001018	CAEEL00183	NEMVE25537
OG0001018	CAEEL07047	NEMVE07573
OG0001019	CAEEL13859, CAEEL13858	NEMVE09159, NEMVE02711
OG0001022	CAEEL06254, CAEEL20075, CAEEL20775	NEMVE24828
OG0001023	CAEEL05078	NEMVE12107
OG0001024	CAEEL11623	NEMVE22572
OG0001028	CAEEL01212	NEMVE25953, NEMVE14639
OG0001029	CAEEL01262	NEMVE03131, NEMVE01675
OG0001030	CAEEL11812	NEMVE13370, NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380
OG0001031	CAEEL12448	NEMVE13279
OG0001032	CAEEL20070, CAEEL15717	NEMVE14168
OG0001033	CAEEL10717	NEMVE03845
OG0001034	CAEEL07054, CAEEL07055	NEMVE23685
OG0001035	CAEEL07768	NEMVE25598
OG0001036	CAEEL18611	NEMVE07958
OG0001037	CAEEL18600	NEMVE13835
OG0001039	CAEEL08415	NEMVE05718, NEMVE05729
OG0001039	CAEEL10624	NEMVE14813
OG0001042	CAEEL09943	NEMVE20161, NEMVE25296
OG0001050	CAEEL14076, CAEEL15706	NEMVE01027, NEMVE01054, NEMVE13960, NEMVE08719, NEMVE08733, NEMVE11321
OG0001052	CAEEL09647	NEMVE21906
OG0001053	CAEEL07572, CAEEL09742	NEMVE01408
OG0001059	CAEEL00192	NEMVE05294
OG0001060	CAEEL15786	NEMVE02960, NEMVE14652, NEMVE13876
OG0001062	CAEEL08101	NEMVE01533
OG0001063	CAEEL15713, CAEEL15714, CAEEL08167	NEMVE08862
OG0001064	CAEEL17997, CAEEL05359, CAEEL16315, CAEEL04825, CAEEL15110, CAEEL20751	NEMVE03288
OG0001065	CAEEL00960, CAEEL15059	NEMVE18639
OG0001066	CAEEL12576	NEMVE24583
OG0001072	CAEEL08406	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521
OG0001075	CAEEL11648, CAEEL18873	NEMVE07705, NEMVE15967
OG0001076	CAEEL07541	NEMVE01471
OG0001077	CAEEL18659	NEMVE06665
OG0001078	CAEEL19295	NEMVE21841, NEMVE03024
OG0001079	CAEEL10503	NEMVE10902
OG0001080	CAEEL08359	NEMVE25549
OG0001082	CAEEL19080, CAEEL19079, CAEEL09741	NEMVE13496
OG0001083	CAEEL06682	NEMVE07865
OG0001084	CAEEL01831	NEMVE15577, NEMVE10374, NEMVE06345
OG0001085	CAEEL09995, CAEEL09996	NEMVE23730
OG0001086	CAEEL07731	NEMVE10921
OG0001091	CAEEL07358	NEMVE05727
OG0001092	CAEEL07387	NEMVE00964, NEMVE07353, NEMVE01451
OG0001093	CAEEL00638, CAEEL00637	NEMVE01792
OG0001095	CAEEL07595	NEMVE24881
OG0001096	CAEEL04621, CAEEL17752	NEMVE22598, NEMVE10292, NEMVE12692
OG0001101	CAEEL11585	NEMVE14957
OG0001102	CAEEL08853	NEMVE01649, NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408
OG0001103	CAEEL18815	NEMVE05814
OG0001104	CAEEL09176, CAEEL09177	NEMVE04017, NEMVE06719
OG0001104	CAEEL20081	NEMVE25846
OG0001107	CAEEL18427	NEMVE00952
OG0001108	CAEEL09307	NEMVE14019, NEMVE25264, NEMVE22820, NEMVE03343
OG0001109	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118	NEMVE17631
OG0001111	CAEEL13201	NEMVE12657, NEMVE05880
OG0001111	CAEEL05876	NEMVE18142
OG0001112	CAEEL19902, CAEEL19901	NEMVE18988
OG0001113	CAEEL15158	NEMVE11789, NEMVE13858
OG0001113	CAEEL01128	NEMVE14477
OG0001113	CAEEL07385	NEMVE22434
OG0001114	CAEEL11582, CAEEL01758, CAEEL01759	NEMVE13059
OG0001116	CAEEL04351	NEMVE14342
OG0001117	CAEEL08762	NEMVE24913, NEMVE17548
OG0001118	CAEEL18824	NEMVE08045
OG0001119	CAEEL14710	NEMVE00905, NEMVE12022
OG0001123	CAEEL02049	NEMVE07317
OG0001124	CAEEL08814	NEMVE14042, NEMVE14572
OG0001126	CAEEL04859	NEMVE21706
OG0001127	CAEEL07664	NEMVE23507
OG0001130	CAEEL00952, CAEEL00232	NEMVE21964, NEMVE14047
OG0001131	CAEEL14208	NEMVE02265
OG0001133	CAEEL11294	NEMVE22361
OG0001136	CAEEL02001	NEMVE14986
OG0001137	CAEEL04790	NEMVE09544, NEMVE24640, NEMVE09543
OG0001138	CAEEL07800, CAEEL07799	NEMVE25571, NEMVE23415, NEMVE15977
OG0001139	CAEEL06928, CAEEL15457	NEMVE14993
OG0001140	CAEEL14389	NEMVE06552, NEMVE12189, NEMVE00314
OG0001141	CAEEL01107, CAEEL01106	NEMVE13888
OG0001142	CAEEL12657	NEMVE20807, NEMVE13380
OG0001143	CAEEL01013	NEMVE07319
OG0001148	CAEEL13935, CAEEL13934, CAEEL01993	NEMVE24407
OG0001155	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526	NEMVE18709
OG0001155	CAEEL10113, CAEEL05596, CAEEL04102, CAEEL10015, CAEEL12717, CAEEL10146	NEMVE02706, NEMVE25245
OG0001156	CAEEL20728	NEMVE14927
OG0001158	CAEEL00147	NEMVE13124
OG0001159	CAEEL07987, CAEEL18966	NEMVE02254
OG0001161	CAEEL00221	NEMVE13207
OG0001162	CAEEL18096	NEMVE23909, NEMVE23908, NEMVE22577
OG0001163	CAEEL11823, CAEEL14454, CAEEL17374	NEMVE01640
OG0001164	CAEEL07306	NEMVE07314
OG0001165	CAEEL19696	NEMVE15007
OG0001167	CAEEL04546	NEMVE01035
OG0001168	CAEEL02000	NEMVE14002
OG0001171	CAEEL20677	NEMVE08775
OG0001172	CAEEL13596	NEMVE14607
OG0001172	CAEEL01942	NEMVE13977
OG0001175	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718	NEMVE18808, NEMVE00944
OG0001176	CAEEL11466	NEMVE04714
OG0001177	CAEEL08262, CAEEL18706	NEMVE07007
OG0001178	CAEEL05306	NEMVE13445, NEMVE00910, NEMVE11867
OG0001181	CAEEL08327	NEMVE04930
OG0001184	CAEEL20576	NEMVE23775
OG0001184	CAEEL19676	NEMVE05038
OG0001185	CAEEL01778	NEMVE15207
OG0001186	CAEEL00480	NEMVE07796
OG0001186	CAEEL09703	NEMVE14205
OG0001188	CAEEL14362	NEMVE13134, NEMVE04912
OG0001189	CAEEL01928	NEMVE24274
OG0001191	CAEEL09751, CAEEL20476, CAEEL09505	NEMVE02357
OG0001197	CAEEL11613	NEMVE01874
OG0001200	CAEEL05263	NEMVE09033
OG0001201	CAEEL02666	NEMVE09573
OG0001203	CAEEL12408, CAEEL09769	NEMVE06946
OG0001204	CAEEL09132	NEMVE16401
OG0001208	CAEEL10574	NEMVE13141
OG0001209	CAEEL00442	NEMVE13903
OG0001210	CAEEL06380	NEMVE24102
OG0001211	CAEEL08708, CAEEL01747, CAEEL04910, CAEEL02891, CAEEL08232, CAEEL07906	NEMVE14313
OG0001213	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430	NEMVE09096
OG0001214	CAEEL08401	NEMVE06648
OG0001215	CAEEL11249	NEMVE25378
OG0001216	CAEEL04644	NEMVE13574
OG0001218	CAEEL20131, CAEEL14167	NEMVE21894
OG0001219	CAEEL20379	NEMVE22457
OG0001220	CAEEL07890	NEMVE01931
OG0001221	CAEEL13124	NEMVE10455, NEMVE21175
OG0001224	CAEEL07196	NEMVE18437
OG0001225	CAEEL02873	NEMVE24191
OG0001230	CAEEL03172, CAEEL20318, CAEEL12987, CAEEL17236, CAEEL15243, CAEEL01949	NEMVE14462
OG0001231	CAEEL15401	NEMVE18418
OG0001233	CAEEL03755, CAEEL04189	NEMVE05554
OG0001234	CAEEL00806	NEMVE18230, NEMVE12291
OG0001236	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588	NEMVE24358
OG0001238	CAEEL05166, CAEEL11182	NEMVE14613, NEMVE05651
OG0001239	CAEEL12011	NEMVE13393
OG0001241	CAEEL01749	NEMVE23698
OG0001241	CAEEL19375	NEMVE22413
OG0001243	CAEEL01806	NEMVE04580
OG0001244	CAEEL14192, CAEEL15055	NEMVE19059
OG0001244	CAEEL12407, CAEEL20165, CAEEL12480, CAEEL20162, CAEEL20164, CAEEL11488, CAEEL15771, CAEEL15366	NEMVE18953, NEMVE13181, NEMVE05200, NEMVE06276, NEMVE06601, NEMVE25505, NEMVE07927, NEMVE07933, NEMVE25684, NEMVE03017, NEMVE10603, NEMVE13558, NEMVE14877
OG0001247	CAEEL10570	NEMVE03420
OG0001248	CAEEL08830	NEMVE14608
OG0001249	CAEEL06406	NEMVE08338
OG0001250	CAEEL18712	NEMVE07058
OG0001251	CAEEL10205	NEMVE15250
OG0001251	CAEEL01802	NEMVE05777
OG0001252	CAEEL05030	NEMVE05179
OG0001253	CAEEL10888, CAEEL10887	NEMVE14445
OG0001254	CAEEL00935	NEMVE20396, NEMVE01446, NEMVE14277
OG0001256	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997	NEMVE11467, NEMVE20435
OG0001258	CAEEL03914, CAEEL02638, CAEEL12608, CAEEL02613, CAEEL02212, CAEEL16969, CAEEL02645, CAEEL17856, CAEEL16870, CAEEL13001, CAEEL02641, CAEEL02642, CAEEL02574, CAEEL02575, CAEEL02572, CAEEL02183, CAEEL17808, CAEEL17778, CAEEL17485, CAEEL07453, CAEEL11177, CAEEL07452, CAEEL15594, CAEEL13919, CAEEL12706, CAEEL12707, CAEEL17028, CAEEL17029, CAEEL17461, CAEEL17460, CAEEL05961, CAEEL03110, CAEEL17264, CAEEL17187, CAEEL17185, CAEEL17295, CAEEL17203, CAEEL17204, CAEEL03916, CAEEL03934, CAEEL17480, CAEEL17265, CAEEL03829, CAEEL02198, CAEEL02197, CAEEL03928, CAEEL03773, CAEEL03929, CAEEL03932, CAEEL03772, CAEEL03930, CAEEL03931, CAEEL03933, CAEEL02200, CAEEL02199, CAEEL10996, CAEEL03915, CAEEL02195, CAEEL02194, CAEEL02193, CAEEL02196, CAEEL13920, CAEEL02538, CAEEL13194, CAEEL13193	NEMVE15650
OG0001261	CAEEL07850	NEMVE12600, NEMVE24381
OG0001262	CAEEL15249, CAEEL20627	NEMVE20477, NEMVE18940, NEMVE25315
OG0001266	CAEEL20839, CAEEL20838, CAEEL07143	NEMVE14615, NEMVE13420, NEMVE23687
OG0001267	CAEEL14111	NEMVE22271
OG0001268	CAEEL11342	NEMVE13796, NEMVE10358
OG0001270	CAEEL01959	NEMVE21909, NEMVE12078, NEMVE22554
OG0001271	CAEEL08717, CAEEL00634	NEMVE16016, NEMVE12266
OG0001272	CAEEL07720, CAEEL09293	NEMVE24865
OG0001274	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981	NEMVE24783
OG0001278	CAEEL20013	NEMVE22456
OG0001278	CAEEL10735	NEMVE08441
OG0001279	CAEEL15321, CAEEL15322, CAEEL20353	NEMVE06730
OG0001280	CAEEL00726	NEMVE15111, NEMVE13261
OG0001281	CAEEL05459	NEMVE06870, NEMVE11367
OG0001282	CAEEL04296	NEMVE13494
OG0001284	CAEEL08223	NEMVE15039
OG0001284	CAEEL01272	NEMVE12745, NEMVE19495
OG0001285	CAEEL06501	NEMVE07034
OG0001286	CAEEL20246	NEMVE08364
OG0001287	CAEEL16475	NEMVE13851
OG0001288	CAEEL18355	NEMVE21102, NEMVE22721, NEMVE20273
OG0001290	CAEEL12280	NEMVE20389
OG0001290	CAEEL12279	NEMVE22813, NEMVE07506
OG0001291	CAEEL11483	NEMVE25091
OG0001293	CAEEL07048	NEMVE24929
OG0001294	CAEEL15893	NEMVE21404, NEMVE10810
OG0001296	CAEEL00003, CAEEL14758	NEMVE10339
OG0001297	CAEEL07748, CAEEL07749	NEMVE00713, NEMVE18614, NEMVE04552, NEMVE09620
OG0001300	CAEEL09562	NEMVE10660
OG0001302	CAEEL01736	NEMVE13962, NEMVE18411, NEMVE11902
OG0001302	CAEEL12633	NEMVE17610
OG0001304	CAEEL00728	NEMVE01937
OG0001305	CAEEL19700	NEMVE06825
OG0001306	CAEEL05042	NEMVE16218
OG0001306	CAEEL06741	NEMVE08625
OG0001310	CAEEL16286	NEMVE22452
OG0001311	CAEEL07271, CAEEL18160	NEMVE05964, NEMVE03793
OG0001318	CAEEL06153	NEMVE22575
OG0001318	CAEEL02686	NEMVE14651
OG0001319	CAEEL15967	NEMVE01465
OG0001320	CAEEL02958	NEMVE10295
OG0001320	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907	NEMVE25688
OG0001323	CAEEL15888	NEMVE17138
OG0001326	CAEEL18463, CAEEL12672, CAEEL19447	NEMVE14355
OG0001327	CAEEL12070	NEMVE15997
OG0001329	CAEEL03625, CAEEL07934	NEMVE06386
OG0001330	CAEEL07772	NEMVE14535
OG0001335	CAEEL01950	NEMVE06061
OG0001337	CAEEL08858	NEMVE05602
OG0001339	CAEEL01555	NEMVE09406
OG0001341	CAEEL12273	NEMVE08679, NEMVE02363, NEMVE00960, NEMVE01284
OG0001344	CAEEL12166	NEMVE22371
OG0001348	CAEEL20290	NEMVE25188
OG0001350	CAEEL06068	NEMVE14117
OG0001351	CAEEL20071, CAEEL20072	NEMVE17590
OG0001353	CAEEL07231	NEMVE14645
OG0001354	CAEEL18385	NEMVE15993
OG0001355	CAEEL19633	NEMVE14405
OG0001356	CAEEL10619	NEMVE04630
OG0001357	CAEEL15128	NEMVE07199
OG0001360	CAEEL17002, CAEEL19681, CAEEL19680	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456
OG0001361	CAEEL05269, CAEEL05268	NEMVE13054
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	NEMVE24406
OG0001364	CAEEL16269	NEMVE25546, NEMVE21006
OG0001366	CAEEL07140	NEMVE02077, NEMVE15255, NEMVE13095
OG0001367	CAEEL16176	NEMVE10311
OG0001368	CAEEL15247	NEMVE04773, NEMVE01407
OG0001369	CAEEL05836	NEMVE07342
OG0001370	CAEEL19838	NEMVE16952
OG0001370	CAEEL11201	NEMVE14662
OG0001372	CAEEL04824, CAEEL16917	NEMVE14621, NEMVE12678
OG0001372	CAEEL01785	NEMVE24235
OG0001373	CAEEL18831	NEMVE13198
OG0001375	CAEEL01718	NEMVE06380
OG0001376	CAEEL18806	NEMVE14506
OG0001378	CAEEL01898	NEMVE14996
OG0001379	CAEEL20800, CAEEL08440	NEMVE14262
OG0001380	CAEEL07027	NEMVE10957
OG0001381	CAEEL01510	NEMVE08816
OG0001383	CAEEL18479	NEMVE09447
OG0001386	CAEEL05969, CAEEL04816	NEMVE06344
OG0001386	CAEEL08301	NEMVE13418
OG0001388	CAEEL06695	NEMVE06267
OG0001389	CAEEL06582	NEMVE07341
OG0001394	CAEEL16146	NEMVE08699
OG0001395	CAEEL01604	NEMVE10872, NEMVE02945
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	NEMVE22946
OG0001397	CAEEL19290	NEMVE25397
OG0001398	CAEEL14339	NEMVE01787
OG0001399	CAEEL00972	NEMVE23382
OG0001402	CAEEL04844, CAEEL04850	NEMVE22752
OG0001404	CAEEL15778	NEMVE25280
OG0001405	CAEEL00987	NEMVE25349
OG0001405	CAEEL02297	NEMVE08567
OG0001408	CAEEL19513	NEMVE25885
OG0001409	CAEEL02567	NEMVE14897
OG0001410	CAEEL16277	NEMVE03165
OG0001411	CAEEL07405	NEMVE25920
OG0001413	CAEEL08368	NEMVE06553, NEMVE06540
OG0001413	CAEEL04716	NEMVE23533, NEMVE20094
OG0001414	CAEEL13823	NEMVE11734
OG0001415	CAEEL07146	NEMVE04278
OG0001416	CAEEL04141, CAEEL04142	NEMVE15378
OG0001417	CAEEL02921	NEMVE02519
OG0001418	CAEEL11722	NEMVE12090, NEMVE01985
OG0001421	CAEEL14241	NEMVE00612
OG0001422	CAEEL06778	NEMVE07209
OG0001423	CAEEL18493	NEMVE08632
OG0001424	CAEEL12121	NEMVE01171
OG0001424	CAEEL10850	NEMVE19994, NEMVE02440
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	NEMVE19543, NEMVE14280
OG0001426	CAEEL06005, CAEEL06004	NEMVE13859, NEMVE08760
OG0001428	CAEEL05279	NEMVE21876
OG0001430	CAEEL14236	NEMVE13108
OG0001431	CAEEL01932, CAEEL07478	NEMVE23887
OG0001432	CAEEL18746	NEMVE01898
OG0001433	CAEEL01226	NEMVE06558
OG0001437	CAEEL01346, CAEEL01345	NEMVE13628
OG0001439	CAEEL14010	NEMVE06751
OG0001439	CAEEL19443	NEMVE03395
OG0001440	CAEEL02919	NEMVE03715
OG0001442	CAEEL02131, CAEEL02130, CAEEL02129	NEMVE02309, NEMVE00471, NEMVE11175, NEMVE12421
OG0001445	CAEEL10043, CAEEL10044	NEMVE05296
OG0001446	CAEEL19040, CAEEL19039	NEMVE13345, NEMVE13458
OG0001449	CAEEL05216	NEMVE14841, NEMVE20272
OG0001450	CAEEL12602	NEMVE17373
OG0001452	CAEEL02837	NEMVE10972
OG0001454	CAEEL07513	NEMVE14180
OG0001455	CAEEL04493	NEMVE14951
OG0001456	CAEEL15148	NEMVE07444, NEMVE12431
OG0001459	CAEEL20135, CAEEL17975	NEMVE25233, NEMVE00289
OG0001460	CAEEL11040, CAEEL11027	NEMVE00841, NEMVE16041
OG0001461	CAEEL09368	NEMVE22415, NEMVE00568
OG0001462	CAEEL14714, CAEEL03309	NEMVE11473
OG0001464	CAEEL07180	NEMVE06290, NEMVE07201, NEMVE10766
OG0001465	CAEEL06490	NEMVE09468
OG0001466	CAEEL00165	NEMVE11395, NEMVE24631, NEMVE04483
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	NEMVE03519
OG0001469	CAEEL06147	NEMVE13119
OG0001469	CAEEL06502	NEMVE05710
OG0001472	CAEEL07491	NEMVE05967
OG0001472	CAEEL02663	NEMVE23386
OG0001473	CAEEL15728, CAEEL16017	NEMVE12413
OG0001474	CAEEL07328	NEMVE03081, NEMVE10570
OG0001475	CAEEL05298	NEMVE23631
OG0001476	CAEEL00667	NEMVE10280, NEMVE10281
OG0001478	CAEEL11433	NEMVE11979
OG0001479	CAEEL19245	NEMVE06797, NEMVE06784
OG0001480	CAEEL01047	NEMVE16556
OG0001482	CAEEL08859	NEMVE13241
OG0001484	CAEEL01076, CAEEL01075	NEMVE23070
OG0001485	CAEEL01187	NEMVE05976
OG0001486	CAEEL06199	NEMVE22710
OG0001489	CAEEL05101	NEMVE23571, NEMVE21444
OG0001492	CAEEL08792	NEMVE17956
OG0001493	CAEEL18137, CAEEL03082, CAEEL11731, CAEEL18338	NEMVE14619
OG0001500	CAEEL11009	NEMVE07759
OG0001501	CAEEL00103	NEMVE20248, NEMVE10383, NEMVE02681
OG0001502	CAEEL06434, CAEEL06435	NEMVE23663, NEMVE06312
OG0001503	CAEEL04111	NEMVE13535
OG0001503	CAEEL08520	NEMVE15019
OG0001504	CAEEL05392	NEMVE10459
OG0001505	CAEEL05185, CAEEL08607	NEMVE14234
OG0001506	CAEEL04371	NEMVE16287
OG0001507	CAEEL02101	NEMVE18318
OG0001508	CAEEL19670	NEMVE06884
OG0001510	CAEEL19165	NEMVE00716, NEMVE23759, NEMVE11988
OG0001512	CAEEL01283	NEMVE14517
OG0001513	CAEEL08114	NEMVE06320
OG0001515	CAEEL07033	NEMVE14908
OG0001516	CAEEL05831	NEMVE23626
OG0001517	CAEEL20700	NEMVE14577, NEMVE14581
OG0001522	CAEEL01881	NEMVE03232, NEMVE14033
OG0001523	CAEEL20306	NEMVE04670
OG0001524	CAEEL20737, CAEEL20736	NEMVE25396
OG0001524	CAEEL18987, CAEEL00715	NEMVE05484
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	NEMVE02407
OG0001526	CAEEL19873	NEMVE00906
OG0001527	CAEEL08026	NEMVE14422
OG0001527	CAEEL02029	NEMVE03078
OG0001528	CAEEL20795	NEMVE14401
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	NEMVE02084, NEMVE24342
OG0001530	CAEEL11993	NEMVE08975
OG0001531	CAEEL08503	NEMVE05034
OG0001532	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090	NEMVE02971
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	NEMVE10443, NEMVE01320
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	NEMVE11894, NEMVE05661
OG0001538	CAEEL15530, CAEEL14286	NEMVE11486
OG0001546	CAEEL14468	NEMVE08644
OG0001551	CAEEL13359	NEMVE01664
OG0001552	CAEEL09513	NEMVE15633
OG0001553	CAEEL10745	NEMVE15083
OG0001554	CAEEL00812	NEMVE07256
OG0001557	CAEEL09508	NEMVE19058, NEMVE25522, NEMVE15026
OG0001558	CAEEL05103, CAEEL08374	NEMVE08767
OG0001559	CAEEL16062	NEMVE10463
OG0001560	CAEEL01011	NEMVE07241
OG0001561	CAEEL11007	NEMVE13680
OG0001562	CAEEL18783	NEMVE22143
OG0001562	CAEEL04167	NEMVE13576
OG0001567	CAEEL04524	NEMVE07133
OG0001568	CAEEL15339	NEMVE12145, NEMVE13029, NEMVE04566
OG0001569	CAEEL19014, CAEEL18168	NEMVE22103
OG0001570	CAEEL11034	NEMVE10457, NEMVE19638
OG0001571	CAEEL18118	NEMVE09690
OG0001572	CAEEL00311	NEMVE21698
OG0001575	CAEEL09642	NEMVE08150
OG0001576	CAEEL00120	NEMVE10771
OG0001578	CAEEL10814, CAEEL18928	NEMVE02073
OG0001580	CAEEL02579	NEMVE04880
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	NEMVE09495, NEMVE13982, NEMVE20122
OG0001582	CAEEL07031, CAEEL00211	NEMVE14586, NEMVE16677
OG0001583	CAEEL19802	NEMVE12298, NEMVE07434
OG0001589	CAEEL18417	NEMVE15586
OG0001590	CAEEL15262, CAEEL15263	NEMVE15049
OG0001593	CAEEL02963, CAEEL13946	NEMVE07459
OG0001594	CAEEL08545	NEMVE20923, NEMVE00343
OG0001594	CAEEL04807, CAEEL04125	NEMVE22378
OG0001596	CAEEL10536	NEMVE06150
OG0001597	CAEEL10283	NEMVE17805
OG0001599	CAEEL20479	NEMVE14138
OG0001602	CAEEL18101	NEMVE04820
OG0001604	CAEEL04879	NEMVE20359, NEMVE13990, NEMVE11011, NEMVE01133
OG0001605	CAEEL09382	NEMVE21422
OG0001606	CAEEL14239	NEMVE13096
OG0001606	CAEEL15795	NEMVE14918
OG0001609	CAEEL19774	NEMVE17441
OG0001609	CAEEL10790	NEMVE13471
OG0001610	CAEEL02035, CAEEL20252	NEMVE21979
OG0001611	CAEEL15699	NEMVE04740
OG0001612	CAEEL02577	NEMVE00995
OG0001614	CAEEL01012	NEMVE02024
OG0001615	CAEEL04670	NEMVE00681, NEMVE24769
OG0001617	CAEEL10780	NEMVE25980
OG0001620	CAEEL18514, CAEEL18862	NEMVE05238, NEMVE07316
OG0001621	CAEEL08615	NEMVE07688
OG0001624	CAEEL05179	NEMVE04107
OG0001625	CAEEL05727	NEMVE18968
OG0001627	CAEEL00684	NEMVE04823
OG0001628	CAEEL00193	NEMVE19330, NEMVE08310, NEMVE19331
OG0001629	CAEEL19941	NEMVE06795
OG0001630	CAEEL05563	NEMVE22382
OG0001632	CAEEL16035	NEMVE05187
OG0001635	CAEEL08024	NEMVE14440
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	NEMVE24596
OG0001641	CAEEL00743	NEMVE14484, NEMVE06204, NEMVE20026
OG0001642	CAEEL15818	NEMVE25922
OG0001643	CAEEL19599	NEMVE20743, NEMVE11046
OG0001651	CAEEL10611	NEMVE10191, NEMVE06095
OG0001652	CAEEL15806	NEMVE12395, NEMVE00956, NEMVE05109
OG0001653	CAEEL03026	NEMVE00904
OG0001654	CAEEL20359, CAEEL20360	NEMVE09044, NEMVE16312
OG0001655	CAEEL05314	NEMVE19053
OG0001656	CAEEL07456	NEMVE04660
OG0001657	CAEEL08928, CAEEL08927	NEMVE13455
OG0001659	CAEEL00855	NEMVE11319
OG0001661	CAEEL14147	NEMVE07312, NEMVE10092, NEMVE22246
OG0001662	CAEEL00357	NEMVE13811
OG0001663	CAEEL10899, CAEEL10898	NEMVE21018, NEMVE23853
OG0001664	CAEEL04260	NEMVE25426
OG0001665	CAEEL07716	NEMVE09117, NEMVE05163
OG0001666	CAEEL07781	NEMVE25558
OG0001668	CAEEL00277	NEMVE14155
OG0001671	CAEEL19781	NEMVE21602, NEMVE24836, NEMVE17943
OG0001672	CAEEL08375	NEMVE22147
OG0001673	CAEEL17134, CAEEL17133	NEMVE07546
OG0001675	CAEEL00808	NEMVE03414
OG0001676	CAEEL01617	NEMVE17801
OG0001677	CAEEL07860	NEMVE08811
OG0001679	CAEEL18912	NEMVE06179
OG0001680	CAEEL15664	NEMVE10805
OG0001682	CAEEL17995	NEMVE18688
OG0001683	CAEEL00875	NEMVE22487
OG0001685	CAEEL06629, CAEEL19461	NEMVE22402
OG0001688	CAEEL06653	NEMVE01983
OG0001689	CAEEL08769	NEMVE13426
OG0001690	CAEEL02923	NEMVE10364
OG0001691	CAEEL09136, CAEEL09137	NEMVE08246
OG0001692	CAEEL00815	NEMVE05217
OG0001700	CAEEL04175, CAEEL17128, CAEEL17159, CAEEL17152, CAEEL17151, CAEEL17149, CAEEL17154, CAEEL17156, CAEEL17129, CAEEL17148, CAEEL17158, CAEEL17157, CAEEL17155, CAEEL17150, CAEEL17153, CAEEL17130, CAEEL17127, CAEEL17147, CAEEL17462, CAEEL16055, CAEEL03193, CAEEL03185, CAEEL04174, CAEEL03064, CAEEL02491, CAEEL02474, CAEEL02525, CAEEL02526, CAEEL02485, CAEEL02432, CAEEL06120, CAEEL17118, CAEEL03396, CAEEL03331, CAEEL03328, CAEEL06121, CAEEL03751, CAEEL03752, CAEEL07474, CAEEL07473, CAEEL14507, CAEEL03327	NEMVE08525, NEMVE25028
OG0001706	CAEEL00824	NEMVE23731
OG0001706	CAEEL07216	NEMVE05030
OG0001707	CAEEL18144, CAEEL17802	NEMVE04981, NEMVE14075
OG0001709	CAEEL07646, CAEEL07650	NEMVE00183, NEMVE02103, NEMVE13278
OG0001710	CAEEL11053	NEMVE05195
OG0001711	CAEEL15052	NEMVE10176, NEMVE10178
OG0001713	CAEEL04261	NEMVE19673
OG0001713	CAEEL02704	NEMVE15326
OG0001714	CAEEL12772	NEMVE20785, NEMVE14822
OG0001714	CAEEL15825	NEMVE15425
OG0001718	CAEEL12769	NEMVE15484, NEMVE25579
OG0001720	CAEEL07819	NEMVE00978, NEMVE05172
OG0001721	CAEEL10104, CAEEL11043	NEMVE14398
OG0001723	CAEEL19731	NEMVE01559, NEMVE07760
OG0001724	CAEEL00188, CAEEL09412	NEMVE13963
OG0001726	CAEEL15546	NEMVE04744
OG0001727	CAEEL15354	NEMVE05094, NEMVE01092
