Orthogroup	CAEEL	NEMVE
OG0003128	CAEEL04713	NEMVE24270
OG0003129	CAEEL06414, CAEEL06415	NEMVE13080, NEMVE11504
OG0003130	CAEEL08052	NEMVE01488, NEMVE21603
OG0003131	CAEEL08023	NEMVE22604
OG0003132	CAEEL15119	NEMVE18843
OG0003135	CAEEL06639, CAEEL06638	NEMVE14450
OG0003136	CAEEL10810	NEMVE18312
OG0003141	CAEEL03719, CAEEL03720	NEMVE13946
OG0003142	CAEEL00482	NEMVE18327
OG0003143	CAEEL11409	NEMVE19688
OG0003144	CAEEL01625	NEMVE13803
OG0003145	CAEEL05190	NEMVE00755, NEMVE22594, NEMVE14437
OG0003146	CAEEL20170	NEMVE21927
OG0003147	CAEEL17136, CAEEL18421	NEMVE02983
OG0003148	CAEEL16560	NEMVE09246
OG0003149	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530	NEMVE13799
OG0003150	CAEEL11024	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919
OG0003151	CAEEL04570, CAEEL14681, CAEEL04711	NEMVE16806, NEMVE23231
OG0003153	CAEEL07561	NEMVE14674
OG0003154	CAEEL15184	NEMVE25099
OG0003156	CAEEL00516	NEMVE21986
OG0003157	CAEEL07518, CAEEL07519	NEMVE04632
OG0003158	CAEEL08310	NEMVE04924
OG0003160	CAEEL18381, CAEEL02061	NEMVE13326
OG0003161	CAEEL15582, CAEEL20219	NEMVE04772
OG0003164	CAEEL08130	NEMVE17247
OG0003169	CAEEL11868	NEMVE23426
OG0003171	CAEEL08054	NEMVE00958
OG0003172	CAEEL06299	NEMVE13880
OG0003173	CAEEL09228	NEMVE25437
OG0003174	CAEEL11561	NEMVE00181, NEMVE14667
OG0003176	CAEEL02038	NEMVE05784, NEMVE14676
OG0003177	CAEEL19619	NEMVE21516
OG0003178	CAEEL14891	NEMVE05084
OG0003179	CAEEL12173	NEMVE14494, NEMVE20675
OG0003181	CAEEL11684	NEMVE09804
OG0003182	CAEEL01167	NEMVE14953
OG0003184	CAEEL10967	NEMVE14706
OG0003185	CAEEL04813	NEMVE11278
OG0003187	CAEEL16181	NEMVE20444, NEMVE23086
OG0003188	CAEEL00953	NEMVE13336
OG0003189	CAEEL04624	NEMVE07613
OG0003191	CAEEL09839	NEMVE13976
OG0003193	CAEEL17615	NEMVE09272
OG0003197	CAEEL11467	NEMVE09274
OG0003199	CAEEL11688	NEMVE25466
OG0003202	CAEEL12123	NEMVE08285
OG0003203	CAEEL08247	NEMVE23504
OG0003206	CAEEL08436	NEMVE13786
OG0003207	CAEEL11116	NEMVE13760
OG0003210	CAEEL11876	NEMVE12348
OG0003212	CAEEL11323	NEMVE08610
OG0003213	CAEEL18737	NEMVE20699, NEMVE15231, NEMVE07326, NEMVE05132, NEMVE04700, NEMVE04710, NEMVE08152, NEMVE07683, NEMVE06438, NEMVE09861, NEMVE25336
OG0003214	CAEEL08551	NEMVE19887
OG0003215	CAEEL02895	NEMVE05074
OG0003217	CAEEL06035, CAEEL06032	NEMVE25774
OG0003218	CAEEL08847	NEMVE06170
OG0003219	CAEEL16215	NEMVE24114
OG0003221	CAEEL00088	NEMVE24005
OG0003223	CAEEL00485	NEMVE13687
OG0003224	CAEEL05675	NEMVE07475
OG0003225	CAEEL04615, CAEEL20133	NEMVE14015
OG0003226	CAEEL04904, CAEEL04903	NEMVE20833, NEMVE10372, NEMVE19663
OG0003227	CAEEL01213	NEMVE10942
OG0003228	CAEEL14683	NEMVE06914
OG0003230	CAEEL06311	NEMVE21692
OG0003231	CAEEL02077	NEMVE13764
OG0003235	CAEEL11765	NEMVE11954, NEMVE22173
OG0003236	CAEEL15067, CAEEL07719	NEMVE24262
OG0003251	CAEEL01743	NEMVE01548
OG0003252	CAEEL19657, CAEEL14287	NEMVE13979
OG0003254	CAEEL15715	NEMVE05092
OG0003255	CAEEL01327	NEMVE09782
OG0003257	CAEEL04888	NEMVE12072, NEMVE13838
OG0003258	CAEEL04539	NEMVE07151
OG0003263	CAEEL12235	NEMVE22513
OG0003266	CAEEL05061	NEMVE14097
OG0003267	CAEEL11406	NEMVE16965
OG0003268	CAEEL00711	NEMVE11716, NEMVE22429
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	NEMVE24476
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	NEMVE21786
OG0003272	CAEEL19188, CAEEL20088	NEMVE06426
OG0003273	CAEEL08538	NEMVE13710
OG0003276	CAEEL05343	NEMVE23236
OG0003277	CAEEL10684	NEMVE24088
OG0003279	CAEEL09246	NEMVE14441
OG0003281	CAEEL19540	NEMVE23592
OG0003283	CAEEL10540	NEMVE00381, NEMVE23430
OG0003284	CAEEL20144	NEMVE16097, NEMVE21149
OG0003286	CAEEL11061	NEMVE10573
OG0003287	CAEEL09759	NEMVE08529
OG0003288	CAEEL07836	NEMVE04690, NEMVE13954
OG0003290	CAEEL07995, CAEEL07996	NEMVE01103
OG0003291	CAEEL07282	NEMVE10692, NEMVE20230
OG0003293	CAEEL09078	NEMVE04909, NEMVE20380
OG0003296	CAEEL07972	NEMVE22460
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	NEMVE11100
OG0003298	CAEEL00404	NEMVE04703
OG0003301	CAEEL11183	NEMVE21850, NEMVE21705
OG0003302	CAEEL11405	NEMVE13748, NEMVE24532
OG0003303	CAEEL08080	NEMVE22702, NEMVE04361
OG0003305	CAEEL04396	NEMVE13992
OG0003306	CAEEL11131	NEMVE24655
OG0003309	CAEEL07134	NEMVE14486
OG0003311	CAEEL06729	NEMVE17780
OG0003316	CAEEL06426	NEMVE07618
OG0003317	CAEEL11191	NEMVE05254, NEMVE21332
OG0003318	CAEEL00777	NEMVE22763
OG0003319	CAEEL00055	NEMVE09347
OG0003320	CAEEL05307	NEMVE13147
OG0003325	CAEEL11598	NEMVE07678
OG0003327	CAEEL15863	NEMVE06800
OG0003328	CAEEL07600, CAEEL14983, CAEEL18520	NEMVE14055
OG0003330	CAEEL02745	NEMVE17547
OG0003331	CAEEL07758	NEMVE24492
OG0003332	CAEEL15994, CAEEL15100	NEMVE25694
OG0003333	CAEEL05869	NEMVE00058
OG0003335	CAEEL06219	NEMVE01928, NEMVE19241
OG0003336	CAEEL18158	NEMVE06507
OG0003337	CAEEL05608	NEMVE13578
OG0003338	CAEEL07554	NEMVE06602
OG0003340	CAEEL05767	NEMVE15762, NEMVE20934
OG0003341	CAEEL15411	NEMVE01952
OG0003343	CAEEL02966	NEMVE24170
OG0003344	CAEEL04271	NEMVE24619
OG0003348	CAEEL00995	NEMVE23418
OG0003349	CAEEL11343	NEMVE14973
OG0003354	CAEEL07057	NEMVE14304
OG0003356	CAEEL05068	NEMVE06309
OG0003357	CAEEL05202	NEMVE22497, NEMVE12768
OG0003358	CAEEL15398	NEMVE23739
OG0003359	CAEEL08412	NEMVE13744
OG0003360	CAEEL09119	NEMVE07902, NEMVE20499
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	NEMVE14739
OG0003363	CAEEL04399	NEMVE10901
OG0003364	CAEEL06262	NEMVE01971
OG0003366	CAEEL13316, CAEEL13290	NEMVE21908
OG0003368	CAEEL04652	NEMVE21767, NEMVE00061
OG0003369	CAEEL11911	NEMVE09534, NEMVE11386
OG0003370	CAEEL19630, CAEEL09274	NEMVE18949, NEMVE19237
OG0003372	CAEEL04956	NEMVE24037, NEMVE01226
OG0003374	CAEEL09698	NEMVE13211
OG0003375	CAEEL19093, CAEEL04860	NEMVE19185
OG0003377	CAEEL19646	NEMVE15318
OG0003378	CAEEL04638	NEMVE16798
OG0003380	CAEEL07698, CAEEL08643	NEMVE22683
OG0003384	CAEEL12353	NEMVE00423
OG0003386	CAEEL04616	NEMVE24105
OG0003387	CAEEL12649, CAEEL12648	NEMVE13639
OG0003392	CAEEL18713	NEMVE09110
OG0003394	CAEEL09212	NEMVE16445
OG0003401	CAEEL18173, CAEEL19529	NEMVE11233
OG0003419	CAEEL20583, CAEEL07865	NEMVE08218, NEMVE13021
OG0003421	CAEEL18393	NEMVE04651
OG0003425	CAEEL12188	NEMVE02069
OG0003426	CAEEL06462	NEMVE04788
OG0003429	CAEEL00390	NEMVE22490
OG0003430	CAEEL05290	NEMVE24395
OG0003431	CAEEL20649	NEMVE04794
OG0003433	CAEEL17744	NEMVE22730
OG0003434	CAEEL08434	NEMVE19996, NEMVE14429
OG0003435	CAEEL04157	NEMVE13652
OG0003439	CAEEL10524	NEMVE25599
OG0003443	CAEEL18884	NEMVE23998, NEMVE21086
OG0003444	CAEEL04842	NEMVE04612
OG0003448	CAEEL01220	NEMVE10129
OG0003450	CAEEL06420	NEMVE23497
OG0003451	CAEEL02776, CAEEL02805	NEMVE07235
OG0003452	CAEEL02730	NEMVE21083, NEMVE23965
OG0003453	CAEEL11697	NEMVE20495
OG0003454	CAEEL07771	NEMVE14065
OG0003455	CAEEL01134	NEMVE24559, NEMVE20985, NEMVE20509, NEMVE17543
OG0003456	CAEEL00212, CAEEL00213	NEMVE14823
OG0003457	CAEEL19244	NEMVE18246, NEMVE18245
OG0003458	CAEEL14113	NEMVE17272
OG0003459	CAEEL16050	NEMVE06913, NEMVE20106
OG0003460	CAEEL19133	NEMVE05656, NEMVE12240
OG0003461	CAEEL00702	NEMVE23166
OG0003462	CAEEL11837	NEMVE20879, NEMVE19614, NEMVE15109
OG0003463	CAEEL07464	NEMVE08123
OG0003464	CAEEL15673	NEMVE21995, NEMVE25422
OG0003465	CAEEL00222	NEMVE00981
OG0003466	CAEEL06482	NEMVE19302
OG0003467	CAEEL09664	NEMVE14975, NEMVE20626, NEMVE11976
OG0003468	CAEEL10655	NEMVE01447, NEMVE21354
OG0003469	CAEEL09108	NEMVE23482
OG0003472	CAEEL07680, CAEEL07681	NEMVE23741
OG0003473	CAEEL09171	NEMVE05125
OG0003474	CAEEL03909, CAEEL19331	NEMVE05269
OG0003475	CAEEL01731	NEMVE00257, NEMVE23354
OG0003477	CAEEL02502	NEMVE15677, NEMVE14421
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	NEMVE14744
OG0003479	CAEEL12384	NEMVE22549
OG0003480	CAEEL01792	NEMVE09026
OG0003484	CAEEL02712	NEMVE21744
OG0003486	CAEEL04926	NEMVE08417, NEMVE11925
OG0003487	CAEEL02123	NEMVE22483
OG0003489	CAEEL00223	NEMVE05755
OG0003491	CAEEL18627, CAEEL05479	NEMVE14708
OG0003496	CAEEL01506	NEMVE20920
OG0003498	CAEEL16452	NEMVE10613, NEMVE20419
OG0003500	CAEEL01125	NEMVE05089, NEMVE12196
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	NEMVE13383
OG0003502	CAEEL02400, CAEEL02281	NEMVE06419
OG0003503	CAEEL04457, CAEEL04454	NEMVE14218, NEMVE14261
OG0003505	CAEEL07950	NEMVE05913
OG0003506	CAEEL05248	NEMVE25216
OG0003507	CAEEL05679	NEMVE06192
OG0003508	CAEEL17418	NEMVE10416
OG0003509	CAEEL04891	NEMVE10409
OG0003510	CAEEL01116	NEMVE09335
OG0003511	CAEEL08351	NEMVE22014, NEMVE01517
OG0003513	CAEEL07182	NEMVE14528
OG0003515	CAEEL06636	NEMVE07802
OG0003517	CAEEL05196	NEMVE22199
OG0003518	CAEEL01719	NEMVE07929
OG0003519	CAEEL07239	NEMVE22344
OG0003522	CAEEL06276	NEMVE24059
OG0003523	CAEEL18694	NEMVE07334
OG0003524	CAEEL04264, CAEEL04265	NEMVE20753, NEMVE23630
OG0003528	CAEEL00365	NEMVE12358, NEMVE13793
OG0003531	CAEEL15168, CAEEL18062	NEMVE23009
OG0003532	CAEEL05027	NEMVE01942
OG0003538	CAEEL11099	NEMVE24834
OG0003539	CAEEL05895	NEMVE14225
OG0003541	CAEEL01632	NEMVE05768
OG0003542	CAEEL01115	NEMVE05244
OG0003543	CAEEL08637	NEMVE21904
OG0003544	CAEEL06236, CAEEL08896	NEMVE21778
OG0003545	CAEEL12984	NEMVE09118
OG0003548	CAEEL19888	NEMVE24045
OG0003550	CAEEL06728	NEMVE14633
OG0003551	CAEEL05919	NEMVE25468
OG0003552	CAEEL18151	NEMVE13583
OG0003554	CAEEL05099	NEMVE05007
OG0003556	CAEEL11919	NEMVE17151
OG0003560	CAEEL04113	NEMVE06594
OG0003561	CAEEL01643	NEMVE01009, NEMVE02397
OG0003562	CAEEL19208, CAEEL04183	NEMVE13820
OG0003563	CAEEL07782	NEMVE09047
OG0003564	CAEEL18104	NEMVE07651, NEMVE05001
OG0003566	CAEEL04245	NEMVE24534
OG0003567	CAEEL15549	NEMVE14039
OG0003570	CAEEL08761	NEMVE24756
OG0003571	CAEEL00659	NEMVE07104, NEMVE21760
OG0003573	CAEEL10174, CAEEL18886	NEMVE15669
OG0003577	CAEEL07169	NEMVE01484
OG0003578	CAEEL08037	NEMVE14882, NEMVE12325
OG0003579	CAEEL10103	NEMVE14468
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	NEMVE02408
OG0003582	CAEEL10165, CAEEL10958	NEMVE05180
OG0003597	CAEEL05204	NEMVE06178, NEMVE07749
OG0003598	CAEEL20069	NEMVE09849
OG0003599	CAEEL01022	NEMVE20749, NEMVE06057, NEMVE00164
OG0003603	CAEEL00903	NEMVE12029
OG0003604	CAEEL08873	NEMVE14417
OG0003606	CAEEL01180	NEMVE07584
OG0003607	CAEEL05764	NEMVE25182, NEMVE12941, NEMVE12994
OG0003611	CAEEL15351	NEMVE07655, NEMVE15407
OG0003612	CAEEL12107	NEMVE22973
OG0003613	CAEEL10330	NEMVE08287
OG0003615	CAEEL04572	NEMVE03122
OG0003617	CAEEL00622	NEMVE02770
OG0003618	CAEEL10379	NEMVE14538
OG0003619	CAEEL19948, CAEEL09130	NEMVE25213
OG0003620	CAEEL05074	NEMVE14400
OG0003621	CAEEL18738	NEMVE24715
OG0003624	CAEEL11456	NEMVE13806, NEMVE20665
OG0003626	CAEEL01251	NEMVE11761
OG0003629	CAEEL18064	NEMVE13677
OG0003630	CAEEL01945	NEMVE01474
OG0003632	CAEEL04287	NEMVE09812
OG0003634	CAEEL05819, CAEEL05206, CAEEL08505	NEMVE09286, NEMVE17797
OG0003638	CAEEL14206	NEMVE14258
OG0003639	CAEEL07019	NEMVE05431
OG0003640	CAEEL01151	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097
OG0003641	CAEEL02290	NEMVE25925, NEMVE21020
OG0003644	CAEEL07060	NEMVE14219, NEMVE19898
OG0003645	CAEEL08952	NEMVE06456, NEMVE06446
OG0003646	CAEEL04268	NEMVE06017
OG0003647	CAEEL08061	NEMVE10850, NEMVE18107
OG0003649	CAEEL02106	NEMVE10970
OG0003650	CAEEL01596	NEMVE01779
OG0003652	CAEEL00198, CAEEL00197	NEMVE14170
OG0003655	CAEEL01543	NEMVE21782
OG0003656	CAEEL00717	NEMVE23361
OG0003658	CAEEL17892	NEMVE14339
OG0003659	CAEEL00820	NEMVE01974
OG0003661	CAEEL11758	NEMVE00922, NEMVE12947
OG0003664	CAEEL10164	NEMVE01033, NEMVE07963
OG0003667	CAEEL14775	NEMVE05425
OG0003668	CAEEL09161, CAEEL09163	NEMVE14297
OG0003669	CAEEL08786, CAEEL08784	NEMVE07090
OG0003672	CAEEL12653	NEMVE08668
OG0003676	CAEEL00672	NEMVE21802
OG0003677	CAEEL08632	NEMVE22425
OG0003678	CAEEL03764	NEMVE25356
OG0003679	CAEEL14380	NEMVE11368
OG0003680	CAEEL10627	NEMVE13143
OG0003681	CAEEL03276	NEMVE01693
OG0003682	CAEEL13670	NEMVE12062
OG0003683	CAEEL06697	NEMVE25273
OG0003686	CAEEL01983	NEMVE09181
OG0003689	CAEEL07514	NEMVE15357
OG0003690	CAEEL08798	NEMVE15068
OG0003692	CAEEL09322	NEMVE20806, NEMVE11090
OG0003693	CAEEL09517	NEMVE09308
OG0003694	CAEEL08779	NEMVE22408
OG0003695	CAEEL18980	NEMVE01731
OG0003696	CAEEL15341	NEMVE11320
OG0003697	CAEEL07546	NEMVE17845
OG0003698	CAEEL05872	NEMVE22878
OG0003700	CAEEL08489	NEMVE05136, NEMVE03153
OG0003701	CAEEL04838	NEMVE05754
OG0003704	CAEEL02747	NEMVE24279
OG0003708	CAEEL02697, CAEEL19979	NEMVE12380, NEMVE07588
OG0003710	CAEEL05057	NEMVE22261
OG0003712	CAEEL12274	NEMVE13197
OG0003716	CAEEL00239	NEMVE21119, NEMVE13656
OG0003718	CAEEL00456	NEMVE22937
OG0003719	CAEEL01088	NEMVE08960
OG0003720	CAEEL18727	NEMVE09562
OG0003721	CAEEL19092	NEMVE13053, NEMVE10208, NEMVE18963
OG0003724	CAEEL04996	NEMVE13663, NEMVE17013, NEMVE22380
OG0003725	CAEEL04639	NEMVE14781
OG0003729	CAEEL01397	NEMVE25381
OG0003731	CAEEL14842	NEMVE23012
OG0003732	CAEEL10948	NEMVE13725, NEMVE12470
OG0003733	CAEEL05542	NEMVE13938, NEMVE18879
OG0003734	CAEEL18003, CAEEL10089	NEMVE22526
OG0003735	CAEEL04830, CAEEL04829	NEMVE02733, NEMVE23342
OG0003736	CAEEL10845	NEMVE22403
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	NEMVE15745
OG0003739	CAEEL06789	NEMVE09958
OG0003740	CAEEL07837	NEMVE22455
OG0003741	CAEEL07870	NEMVE00260, NEMVE22579
OG0003743	CAEEL12238	NEMVE21709
OG0003745	CAEEL16018, CAEEL17606	NEMVE24615
OG0003746	CAEEL07398	NEMVE04748
OG0003747	CAEEL02767	NEMVE17516
OG0003749	CAEEL20507	NEMVE12728, NEMVE22325
OG0003750	CAEEL05076	NEMVE13166
OG0003752	CAEEL04520	NEMVE01099, NEMVE09376
OG0003753	CAEEL18657	NEMVE23093
OG0003754	CAEEL19668, CAEEL05669	NEMVE12822, NEMVE01565
OG0003755	CAEEL09173	NEMVE07225
OG0003756	CAEEL01606	NEMVE08256
OG0003758	CAEEL05748	NEMVE24097
OG0003759	CAEEL09625	NEMVE07147
OG0003761	CAEEL19863	NEMVE06273
OG0003763	CAEEL02008, CAEEL02007, CAEEL02011	NEMVE18331
OG0003764	CAEEL15954	NEMVE01625, NEMVE08664
OG0003766	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439	NEMVE12147
OG0003767	CAEEL07794	NEMVE24136
OG0003768	CAEEL07458	NEMVE13220
OG0003771	CAEEL18560, CAEEL05367	NEMVE24800
OG0003775	CAEEL06672	NEMVE06322
OG0003776	CAEEL14271	NEMVE25761
OG0003778	CAEEL10576	NEMVE22626
OG0003779	CAEEL12785	NEMVE22651
OG0003795	CAEEL09855	NEMVE20355, NEMVE20909, NEMVE06474
OG0003798	CAEEL11938	NEMVE14516
OG0003803	CAEEL19629	NEMVE24989
OG0003806	CAEEL10842	NEMVE14378
OG0003807	CAEEL06933	NEMVE13183
OG0003808	CAEEL08177	NEMVE11383
OG0003811	CAEEL07020	NEMVE12033, NEMVE10353
OG0003812	CAEEL07296	NEMVE18581
OG0003813	CAEEL10820	NEMVE22400
OG0003817	CAEEL02053	NEMVE12881, NEMVE22126
OG0003818	CAEEL15512	NEMVE20836, NEMVE05581
OG0003821	CAEEL09346	NEMVE22804
OG0003824	CAEEL17849	NEMVE12681, NEMVE22639
OG0003825	CAEEL18577	NEMVE06848
OG0003826	CAEEL02634	NEMVE08019
OG0003827	CAEEL04098	NEMVE22358
OG0003829	CAEEL08428	NEMVE16467, NEMVE20813, NEMVE16466
OG0003831	CAEEL08097	NEMVE24194
OG0003832	CAEEL11899	NEMVE07346
OG0003833	CAEEL05813, CAEEL14180	NEMVE22798
OG0003834	CAEEL00145	NEMVE25157
OG0003837	CAEEL11909, CAEEL11910	NEMVE15152
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	NEMVE07828
OG0003839	CAEEL11415	NEMVE09947
OG0003840	CAEEL01767	NEMVE14763, NEMVE17541
OG0003841	CAEEL10859, CAEEL18915	NEMVE13973
OG0003843	CAEEL14293	NEMVE14695
OG0003846	CAEEL00811, CAEEL18648	NEMVE07025
OG0003847	CAEEL07371	NEMVE04903
OG0003847	CAEEL06874	NEMVE23780
OG0003848	CAEEL08837	NEMVE03237
OG0003850	CAEEL11705	NEMVE14788
OG0003851	CAEEL08777	NEMVE13091
OG0003852	CAEEL00155	NEMVE07134
OG0003853	CAEEL13793	NEMVE09522
OG0003854	CAEEL01789	NEMVE18328
OG0003855	CAEEL18132	NEMVE01478
OG0003856	CAEEL07428	NEMVE15583
OG0003857	CAEEL19675	NEMVE20217, NEMVE25998, NEMVE20326
OG0003858	CAEEL06932	NEMVE07192
OG0003863	CAEEL18943	NEMVE15299
OG0003864	CAEEL01846	NEMVE12479, NEMVE05255
OG0003865	CAEEL02514	NEMVE08854
OG0003866	CAEEL00295	NEMVE14786
OG0003867	CAEEL15761	NEMVE02347, NEMVE14855
OG0003868	CAEEL18485	NEMVE23932
OG0003869	CAEEL00094	NEMVE25452
OG0003870	CAEEL17745	NEMVE09270
OG0003871	CAEEL20153	NEMVE02634
OG0003872	CAEEL14869	NEMVE06420
OG0003873	CAEEL07437	NEMVE07141, NEMVE02237
OG0003875	CAEEL00868	NEMVE04885
OG0003876	CAEEL04369	NEMVE06222, NEMVE12361
OG0003877	CAEEL18175	NEMVE20725, NEMVE07878
OG0003879	CAEEL00338, CAEEL01399	NEMVE00015
OG0003881	CAEEL12169	NEMVE21229, NEMVE25591
OG0003884	CAEEL01060	NEMVE04622
OG0003885	CAEEL01791	NEMVE07560, NEMVE00344
OG0003886	CAEEL10383	NEMVE07112
OG0003887	CAEEL09306, CAEEL09446	NEMVE13010
OG0003892	CAEEL11760	NEMVE22031, NEMVE14752
OG0003893	CAEEL05797	NEMVE17393, NEMVE17391
OG0003894	CAEEL01425	NEMVE13262
OG0003895	CAEEL15379	NEMVE10938
OG0003897	CAEEL07613	NEMVE01514
OG0003898	CAEEL05728	NEMVE00029, NEMVE20445
OG0003900	CAEEL08813	NEMVE17139
OG0003901	CAEEL00786, CAEEL18671	NEMVE14163
OG0003904	CAEEL00419	NEMVE13657
OG0003905	CAEEL00484	NEMVE01485, NEMVE19789, NEMVE20803
OG0003906	CAEEL00814	NEMVE08844
OG0003908	CAEEL00218	NEMVE15062
OG0003908	CAEEL08148	NEMVE13469
OG0003909	CAEEL09488, CAEEL14422	NEMVE12977
OG0003910	CAEEL08553	NEMVE11947, NEMVE14228
OG0003911	CAEEL20590	NEMVE13548
OG0003912	CAEEL02731	NEMVE23480
OG0003913	CAEEL05199	NEMVE06219
OG0003914	CAEEL19029	NEMVE11785
OG0003915	CAEEL04887	NEMVE13987
OG0003916	CAEEL07068	NEMVE04869
OG0003917	CAEEL07507	NEMVE07359
OG0003918	CAEEL11925, CAEEL11924	NEMVE15132
OG0003920	CAEEL00358	NEMVE13794
OG0003921	CAEEL14832, CAEEL18358	NEMVE13546, NEMVE03026
OG0003922	CAEEL11421, CAEEL11420	NEMVE11796
OG0003923	CAEEL08718	NEMVE01001, NEMVE12285
OG0003925	CAEEL04108	NEMVE14404
OG0003926	CAEEL10754, CAEEL19332	NEMVE18036
OG0003929	CAEEL00949	NEMVE15034
OG0003930	CAEEL05047	NEMVE11142
OG0003931	CAEEL15548	NEMVE05283
OG0003932	CAEEL12182, CAEEL12183	NEMVE10145
OG0003933	CAEEL11609	NEMVE16001
OG0003934	CAEEL10046	NEMVE10808
OG0003937	CAEEL19289	NEMVE18859
OG0003938	CAEEL07167	NEMVE14790
OG0003939	CAEEL04128	NEMVE25295, NEMVE20805, NEMVE20363
OG0003940	CAEEL15126, CAEEL19780	NEMVE16875
OG0003944	CAEEL05219	NEMVE25693, NEMVE10205, NEMVE21561
OG0003945	CAEEL17988	NEMVE14589
OG0003946	CAEEL18782	NEMVE09626
OG0003947	CAEEL16177	NEMVE01496, NEMVE12187
OG0003949	CAEEL02494	NEMVE07570, NEMVE23133
OG0003950	CAEEL05823	NEMVE04576
OG0003951	CAEEL10367	NEMVE21774
OG0003954	CAEEL11860	NEMVE08288, NEMVE00930
OG0003955	CAEEL08204	NEMVE06429
OG0003959	CAEEL18903	NEMVE23777
OG0003961	CAEEL10706	NEMVE15127
OG0003964	CAEEL20597	NEMVE15732
OG0003965	CAEEL09858, CAEEL18478	NEMVE25502
OG0003967	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713	NEMVE23105, NEMVE23282
OG0003968	CAEEL18441	NEMVE08572
OG0003969	CAEEL01428, CAEEL15342	NEMVE07890
OG0003970	CAEEL00141, CAEEL08636	NEMVE23326
OG0003971	CAEEL03035	NEMVE22272
OG0003972	CAEEL09414	NEMVE13775
OG0003973	CAEEL17822	NEMVE14779
OG0003974	CAEEL05003, CAEEL05004, CAEEL05002	NEMVE22748
OG0003976	CAEEL09819	NEMVE24965
OG0003999	CAEEL08414	NEMVE21965
OG0004004	CAEEL09931	NEMVE06251
OG0004005	CAEEL09757	NEMVE23848
OG0004007	CAEEL08380, CAEEL20738	NEMVE13953
OG0004009	CAEEL10425	NEMVE21729
OG0004010	CAEEL11606	NEMVE14978, NEMVE12830
OG0004012	CAEEL08889	NEMVE12899, NEMVE22318
OG0004014	CAEEL07353	NEMVE18256
OG0004015	CAEEL03765	NEMVE09359
OG0004016	CAEEL09802	NEMVE08938
OG0004017	CAEEL08935	NEMVE14537
OG0004021	CAEEL07321	NEMVE03953, NEMVE00245, NEMVE06416
OG0004023	CAEEL00807	NEMVE10125
OG0004025	CAEEL20824	NEMVE14321
OG0004028	CAEEL11434	NEMVE00045, NEMVE01939
OG0004030	CAEEL15803	NEMVE09561
OG0004031	CAEEL15887	NEMVE09520
OG0004032	CAEEL15185	NEMVE11647, NEMVE08726
OG0004033	CAEEL15848	NEMVE05049
OG0004035	CAEEL06509	NEMVE23476
OG0004036	CAEEL05364	NEMVE22269
OG0004037	CAEEL05545	NEMVE24489
OG0004038	CAEEL04280	NEMVE25168
OG0004040	CAEEL09311	NEMVE01924
OG0004041	CAEEL06388	NEMVE07183
OG0004042	CAEEL00958	NEMVE24907
OG0004044	CAEEL07379	NEMVE14670
OG0004047	CAEEL19277, CAEEL00270	NEMVE14207
OG0004048	CAEEL05729	NEMVE04894
OG0004051	CAEEL06861	NEMVE12658, NEMVE16748
OG0004052	CAEEL02741	NEMVE04588
OG0004053	CAEEL01273	NEMVE10589, NEMVE19218
OG0004056	CAEEL01652	NEMVE11824, NEMVE12001, NEMVE17803
OG0004057	CAEEL03603	NEMVE14174
OG0004059	CAEEL14867	NEMVE10461
OG0004061	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319	NEMVE09085
OG0004063	CAEEL02350	NEMVE10277
OG0004064	CAEEL00654	NEMVE23672
OG0004065	CAEEL05056	NEMVE13633
OG0004068	CAEEL10640	NEMVE14104
OG0004069	CAEEL01498	NEMVE10503
OG0004071	CAEEL00928	NEMVE14977
OG0004072	CAEEL09095, CAEEL07075	NEMVE15269
OG0004074	CAEEL01304	NEMVE21072
OG0004076	CAEEL07566	NEMVE11675, NEMVE01100
OG0004080	CAEEL12810	NEMVE06984
OG0004081	CAEEL18163	NEMVE22578
OG0004084	CAEEL14072	NEMVE14693
OG0004085	CAEEL04587	NEMVE14248, NEMVE19893, NEMVE17924
OG0004087	CAEEL07761	NEMVE04747
OG0004089	CAEEL11769, CAEEL11770	NEMVE22289, NEMVE23169
OG0004090	CAEEL02918	NEMVE14306
OG0004091	CAEEL04573	NEMVE14085, NEMVE18417, NEMVE16497, NEMVE21080, NEMVE00934
OG0004092	CAEEL07326	NEMVE12115, NEMVE21794
OG0004093	CAEEL18523	NEMVE00957
