Orthogroup	CAEEL	SCHMD
OG0000341	CAEEL02829	SCHMD01891
OG0000343	CAEEL00542	SCHMD10731, SCHMD08099
OG0000345	CAEEL13165	SCHMD15266
OG0000346	CAEEL10353	SCHMD02546
OG0000346	CAEEL04767	SCHMD26404
OG0000352	CAEEL05587	SCHMD07814
OG0000353	CAEEL10431	SCHMD00282, SCHMD11621
OG0000353	CAEEL10430	SCHMD09276, SCHMD00283, SCHMD07604
OG0000356	CAEEL10812	SCHMD05389, SCHMD00245
OG0000356	CAEEL12330	SCHMD01166
OG0000357	CAEEL07861	SCHMD22062, SCHMD19961
OG0000357	CAEEL10151, CAEEL05953	SCHMD01155
OG0000358	CAEEL13826	SCHMD28430, SCHMD13052, SCHMD26873
OG0000363	CAEEL12357, CAEEL16480	SCHMD01296, SCHMD20653, SCHMD29224, SCHMD24626, SCHMD24587, SCHMD26634
OG0000364	CAEEL18153, CAEEL18154	SCHMD15142, SCHMD27939
OG0000367	CAEEL11241	SCHMD09947
OG0000372	CAEEL09938	SCHMD26866, SCHMD11546
OG0000372	CAEEL11042	SCHMD21831, SCHMD11336
OG0000373	CAEEL08053	SCHMD08646, SCHMD00201
OG0000373	CAEEL15439	SCHMD13176, SCHMD08271
OG0000373	CAEEL15442	SCHMD23955, SCHMD12688, SCHMD08645
OG0000373	CAEEL15129, CAEEL10313, CAEEL08693, CAEEL00731, CAEEL00550, CAEEL14746, CAEEL12229, CAEEL14071, CAEEL05508, CAEEL05560, CAEEL16400, CAEEL10659	SCHMD03859, SCHMD00977, SCHMD18293, SCHMD14409, SCHMD07551, SCHMD03251, SCHMD23180, SCHMD15539, SCHMD16011
OG0000374	CAEEL09348	SCHMD06423
OG0000374	CAEEL04637	SCHMD04677, SCHMD23864
OG0000375	CAEEL04597	SCHMD00715
OG0000378	CAEEL01589	SCHMD07011, SCHMD12188
OG0000378	CAEEL18606	SCHMD05583
OG0000379	CAEEL18625	SCHMD24201, SCHMD26339, SCHMD04411
OG0000380	CAEEL07128	SCHMD01720, SCHMD16935, SCHMD05875, SCHMD04175
OG0000382	CAEEL10275	SCHMD02292
OG0000385	CAEEL19151	SCHMD15490, SCHMD02711, SCHMD02709
OG0000385	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992	SCHMD02710, SCHMD19251, SCHMD20652, SCHMD23399, SCHMD15491
OG0000389	CAEEL08944, CAEEL11888	SCHMD03232, SCHMD09731
OG0000391	CAEEL07480, CAEEL01186	SCHMD22690
OG0000392	CAEEL03273	SCHMD08120
OG0000393	CAEEL00138	SCHMD10497
OG0000395	CAEEL11086	SCHMD07915
OG0000399	CAEEL18399	SCHMD00926
OG0000399	CAEEL01136	SCHMD23059
OG0000402	CAEEL09914, CAEEL09915	SCHMD02881, SCHMD11412
OG0000403	CAEEL13991	SCHMD02225, SCHMD03301
OG0000404	CAEEL04503	SCHMD02429
OG0000404	CAEEL16075, CAEEL12808	SCHMD06033
OG0000404	CAEEL20480	SCHMD09283
OG0000405	CAEEL01740	SCHMD26927, SCHMD22788, SCHMD20823
OG0000409	CAEEL09896	SCHMD04012, SCHMD22098
OG0000409	CAEEL15456, CAEEL10905, CAEEL20533, CAEEL10710	SCHMD03752, SCHMD03753
OG0000411	CAEEL02373	SCHMD01429, SCHMD11962, SCHMD08731, SCHMD19533
OG0000412	CAEEL11655	SCHMD08478
OG0000412	CAEEL09909	SCHMD11584
OG0000413	CAEEL15525	SCHMD18816, SCHMD03327, SCHMD18461, SCHMD19663, SCHMD03328
OG0000413	CAEEL18945	SCHMD18817, SCHMD28614
OG0000413	CAEEL06206, CAEEL06205	SCHMD22416
OG0000417	CAEEL13248	SCHMD09163
OG0000419	CAEEL19090	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157
OG0000424	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568
OG0000425	CAEEL13865, CAEEL13864	SCHMD21986, SCHMD08031, SCHMD08030, SCHMD29141, SCHMD24534, SCHMD24026, SCHMD08029
OG0000426	CAEEL19943	SCHMD02251
OG0000426	CAEEL20473	SCHMD19378, SCHMD08176
OG0000427	CAEEL05100	SCHMD07526, SCHMD14108, SCHMD05143
OG0000430	CAEEL14592, CAEEL00514	SCHMD11436
OG0000431	CAEEL07320	SCHMD00614
OG0000432	CAEEL08239	SCHMD11313
OG0000433	CAEEL18122	SCHMD05136
OG0000433	CAEEL00915, CAEEL00914	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790
OG0000436	CAEEL08451, CAEEL08483, CAEEL08086	SCHMD13323, SCHMD09381
OG0000442	CAEEL10760	SCHMD12679
OG0000442	CAEEL01105	SCHMD07580
OG0000443	CAEEL07750	SCHMD09029
OG0000444	CAEEL18555	SCHMD00767, SCHMD00766
OG0000446	CAEEL08845	SCHMD07122, SCHMD07123, SCHMD11163
OG0000446	CAEEL11745	SCHMD12871
OG0000447	CAEEL07754, CAEEL07753	SCHMD15169, SCHMD15170, SCHMD24266
OG0000449	CAEEL19368, CAEEL19369	SCHMD07671
OG0000450	CAEEL09221	SCHMD15839, SCHMD21713
OG0000454	CAEEL02888, CAEEL02886	SCHMD11564
OG0000454	CAEEL02877, CAEEL02880, CAEEL02881, CAEEL02883, CAEEL02884, CAEEL02885, CAEEL02878, CAEEL02887, CAEEL02879, CAEEL02882	SCHMD20156, SCHMD03653, SCHMD17914
OG0000458	CAEEL19373	SCHMD04852, SCHMD04851
OG0000461	CAEEL06628	SCHMD03515
OG0000461	CAEEL08066	SCHMD06358
OG0000463	CAEEL00961	SCHMD09096
OG0000465	CAEEL08932	SCHMD27578, SCHMD03407, SCHMD17039
OG0000467	CAEEL10426, CAEEL00823	SCHMD17174, SCHMD20889, SCHMD15139, SCHMD03258, SCHMD22899, SCHMD16369
OG0000469	CAEEL09645	SCHMD15597
OG0000470	CAEEL01892	SCHMD05493
OG0000470	CAEEL15886	SCHMD03185
OG0000472	CAEEL04041, CAEEL06168	SCHMD01784
OG0000474	CAEEL20370, CAEEL09301	SCHMD05095
OG0000476	CAEEL20693, CAEEL00887	SCHMD25720, SCHMD19904
OG0000476	CAEEL13996, CAEEL04770	SCHMD04015
OG0000476	CAEEL11253, CAEEL00175	SCHMD17256, SCHMD07489, SCHMD04014
OG0000477	CAEEL19743	SCHMD07515, SCHMD25843, SCHMD09497, SCHMD13098, SCHMD26143, SCHMD09496
OG0000479	CAEEL00963	SCHMD16083
OG0000479	CAEEL02339	SCHMD10108
OG0000479	CAEEL09202	SCHMD14823, SCHMD04174
OG0000480	CAEEL10994, CAEEL19312, CAEEL11292	SCHMD19204, SCHMD14582, SCHMD09535
OG0000481	CAEEL09089, CAEEL09097	SCHMD19063, SCHMD18615, SCHMD19165, SCHMD12328
OG0000481	CAEEL07158	SCHMD11352, SCHMD11001
OG0000481	CAEEL11815	SCHMD06297
OG0000482	CAEEL12763	SCHMD06210, SCHMD03012, SCHMD24519, SCHMD16548
OG0000482	CAEEL16609	SCHMD03011, SCHMD06211, SCHMD06212, SCHMD17358
OG0000484	CAEEL04965, CAEEL04966	SCHMD03948, SCHMD20175, SCHMD12364, SCHMD25776, SCHMD16669, SCHMD23292, SCHMD20173, SCHMD20110
OG0000485	CAEEL19088, CAEEL15576	SCHMD13016, SCHMD17436
OG0000486	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738	SCHMD19250
OG0000487	CAEEL16728, CAEEL12342	SCHMD20744
OG0000488	CAEEL05865, CAEEL05866	SCHMD01306, SCHMD17798, SCHMD16340
OG0000489	CAEEL19170	SCHMD11850, SCHMD24502, SCHMD26324
OG0000490	CAEEL00687, CAEEL19730	SCHMD03484, SCHMD03477, SCHMD21870, SCHMD21871
OG0000490	CAEEL18080	SCHMD23364, SCHMD22228
OG0000491	CAEEL06407	SCHMD15788
OG0000491	CAEEL07820	SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998
OG0000497	CAEEL11475, CAEEL02002	SCHMD07173
OG0000497	CAEEL19219	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018
OG0000503	CAEEL18781, CAEEL18780	SCHMD01390, SCHMD06719
OG0000503	CAEEL01216	SCHMD11669, SCHMD06049, SCHMD28480, SCHMD07183, SCHMD28610, SCHMD20959
OG0000504	CAEEL11210	SCHMD19827, SCHMD05293, SCHMD22132
OG0000506	CAEEL18864	SCHMD05024
OG0000510	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413	SCHMD10006
OG0000513	CAEEL00380	SCHMD06574, SCHMD06575
OG0000514	CAEEL07294, CAEEL18391	SCHMD15950, SCHMD28993
OG0000514	CAEEL14359	SCHMD17111
OG0000519	CAEEL01270	SCHMD19355, SCHMD25526
OG0000519	CAEEL18558, CAEEL05173	SCHMD21661, SCHMD23283
OG0000520	CAEEL07490	SCHMD05955, SCHMD05956, SCHMD29599, SCHMD27845
OG0000521	CAEEL14050	SCHMD05864, SCHMD18629, SCHMD05165, SCHMD05168, SCHMD05167, SCHMD05164
OG0000521	CAEEL17824	SCHMD02720, SCHMD02513
OG0000523	CAEEL07536, CAEEL13092	SCHMD13520
OG0000524	CAEEL17529	SCHMD01087, SCHMD12691
OG0000525	CAEEL19149	SCHMD04369
OG0000525	CAEEL19113	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149
OG0000528	CAEEL17966	SCHMD02315, SCHMD09612
OG0000529	CAEEL14327	SCHMD06409
OG0000529	CAEEL15849	SCHMD24374
OG0000530	CAEEL05713, CAEEL05714	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369
OG0000531	CAEEL07670	SCHMD13749
OG0000534	CAEEL06960	SCHMD04873, SCHMD16884, SCHMD09514
OG0000538	CAEEL07439	SCHMD23313
OG0000542	CAEEL09055	SCHMD05340, SCHMD05911, SCHMD06819
OG0000545	CAEEL15746	SCHMD20709
OG0000545	CAEEL14386	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257
OG0000546	CAEEL11922, CAEEL11556, CAEEL09379, CAEEL10245, CAEEL10244, CAEEL02817, CAEEL09934, CAEEL12457, CAEEL06679, CAEEL10675, CAEEL11668, CAEEL08595, CAEEL08734, CAEEL12100, CAEEL12099, CAEEL08159, CAEEL02972, CAEEL02973	SCHMD01112, SCHMD00287, SCHMD17563, SCHMD02461, SCHMD02852, SCHMD24193, SCHMD21696, SCHMD15674, SCHMD15371, SCHMD10579
OG0000546	CAEEL05028, CAEEL10535, CAEEL11324, CAEEL15408	SCHMD22243, SCHMD01369, SCHMD24503
OG0000548	CAEEL10591, CAEEL10590	SCHMD11369, SCHMD02725, SCHMD00205
OG0000550	CAEEL19304, CAEEL19439	SCHMD04194
OG0000550	CAEEL11841	SCHMD24742
OG0000551	CAEEL05226	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979, SCHMD18976, SCHMD28799, SCHMD28338
OG0000552	CAEEL08432	SCHMD12173, SCHMD26203, SCHMD19357, SCHMD01116
OG0000553	CAEEL01952	SCHMD18290
OG0000554	CAEEL09891	SCHMD06339
OG0000560	CAEEL00689	SCHMD20487, SCHMD15920, SCHMD12681, SCHMD24482
OG0000561	CAEEL15785	SCHMD09766
OG0000562	CAEEL12354	SCHMD10853
OG0000563	CAEEL11870	SCHMD25177, SCHMD22478
OG0000563	CAEEL10514	SCHMD19010, SCHMD18961, SCHMD13906, SCHMD19772, SCHMD04138, SCHMD13630
OG0000563	CAEEL07864	SCHMD27006, SCHMD25371, SCHMD26550, SCHMD20849, SCHMD11824, SCHMD20039, SCHMD21297, SCHMD02175, SCHMD21596, SCHMD14777, SCHMD04135, SCHMD05410, SCHMD16749, SCHMD27088, SCHMD13743, SCHMD13510, SCHMD05417, SCHMD00956, SCHMD23940
OG0000564	CAEEL20341	SCHMD26462
OG0000564	CAEEL13516, CAEEL18277	SCHMD28181, SCHMD14170, SCHMD15197, SCHMD18017, SCHMD18014
OG0000566	CAEEL15091	SCHMD24931, SCHMD26489
OG0000567	CAEEL02967	SCHMD27076, SCHMD27355, SCHMD13533
OG0000567	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553	SCHMD00241, SCHMD03989
OG0000567	CAEEL04491	SCHMD19236, SCHMD27026
OG0000572	CAEEL13663	SCHMD10816
OG0000572	CAEEL04776	SCHMD25603
OG0000573	CAEEL05940	SCHMD01043, SCHMD15213, SCHMD24610
OG0000573	CAEEL01355	SCHMD16187
OG0000574	CAEEL19269	SCHMD01583, SCHMD12209
OG0000574	CAEEL19209, CAEEL18848	SCHMD05508, SCHMD00489
OG0000575	CAEEL12522	SCHMD10050, SCHMD14865
OG0000576	CAEEL06802	SCHMD15710
OG0000578	CAEEL16491, CAEEL16492, CAEEL16490	SCHMD00300, SCHMD17617
OG0000579	CAEEL11246, CAEEL09670, CAEEL09822	SCHMD26692, SCHMD29307, SCHMD26446, SCHMD01160, SCHMD01878, SCHMD11162, SCHMD25933, SCHMD01879, SCHMD16027, SCHMD27820, SCHMD26175
OG0000580	CAEEL19061	SCHMD26439, SCHMD25576, SCHMD24766, SCHMD25098, SCHMD14475, SCHMD02203, SCHMD27384
OG0000580	CAEEL06306	SCHMD23258, SCHMD14664, SCHMD05333
OG0000581	CAEEL15703	SCHMD10093, SCHMD11595, SCHMD08712
OG0000581	CAEEL14055, CAEEL14054	SCHMD03457, SCHMD08167, SCHMD28022
OG0000582	CAEEL19553, CAEEL19552	SCHMD16063, SCHMD04882
OG0000583	CAEEL01762, CAEEL01763	SCHMD01121
OG0000584	CAEEL04633, CAEEL05854, CAEEL04153, CAEEL04154, CAEEL06443	SCHMD07152
OG0000585	CAEEL11782, CAEEL11783	SCHMD24793, SCHMD28810, SCHMD24792, SCHMD27773, SCHMD04336
OG0000586	CAEEL05852	SCHMD16050, SCHMD19532
OG0000587	CAEEL14207	SCHMD03879, SCHMD05571
OG0000588	CAEEL05897	SCHMD01542, SCHMD09247, SCHMD07021, SCHMD07022
OG0000589	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281	SCHMD15105, SCHMD03706, SCHMD08912
OG0000590	CAEEL01780	SCHMD08634
OG0000591	CAEEL19878	SCHMD10835
OG0000591	CAEEL18367	SCHMD09048, SCHMD27550, SCHMD09047
OG0000592	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244	SCHMD11895, SCHMD04777
OG0000592	CAEEL18530, CAEEL04398	SCHMD09289, SCHMD17605, SCHMD11894
OG0000594	CAEEL11331	SCHMD01864
OG0000597	CAEEL08741	SCHMD00271
OG0000600	CAEEL02285, CAEEL02284	SCHMD24344, SCHMD16882
OG0000602	CAEEL20599	SCHMD08918, SCHMD16862
OG0000603	CAEEL15474	SCHMD15890
OG0000603	CAEEL15475	SCHMD18934, SCHMD26022, SCHMD15888
OG0000604	CAEEL14390	SCHMD27467, SCHMD15254, SCHMD15897
OG0000607	CAEEL05374	SCHMD10894, SCHMD16300
OG0000608	CAEEL06882	SCHMD15186
OG0000609	CAEEL11904	SCHMD24245, SCHMD16443, SCHMD17568
OG0000611	CAEEL08225	SCHMD07468
OG0000611	CAEEL09831	SCHMD10118
OG0000612	CAEEL07651	SCHMD03892, SCHMD04363, SCHMD09119
OG0000612	CAEEL06875	SCHMD12368
OG0000613	CAEEL14429, CAEEL16442	SCHMD11333
OG0000614	CAEEL16724	SCHMD02000, SCHMD19846, SCHMD14215, SCHMD02001
OG0000615	CAEEL19705	SCHMD18570, SCHMD15390, SCHMD03881, SCHMD24438, SCHMD15895, SCHMD15391, SCHMD21719, SCHMD22476
OG0000619	CAEEL02635	SCHMD20094
OG0000623	CAEEL16178, CAEEL06411	SCHMD06017, SCHMD06018
OG0000623	CAEEL16276	SCHMD05599, SCHMD06718, SCHMD03445, SCHMD22744, SCHMD24118, SCHMD17727, SCHMD12585
OG0000624	CAEEL08547	SCHMD01951
OG0000626	CAEEL19740	SCHMD22993, SCHMD02730, SCHMD02477
OG0000627	CAEEL01126	SCHMD09127
OG0000636	CAEEL19659	SCHMD23842, SCHMD07652, SCHMD03198
OG0000637	CAEEL18181	SCHMD05589, SCHMD10644, SCHMD20645, SCHMD23793, SCHMD25329, SCHMD16174, SCHMD06815, SCHMD14376, SCHMD24038
OG0000639	CAEEL00195	SCHMD15823
OG0000639	CAEEL00077	SCHMD12604, SCHMD12603
OG0000645	CAEEL02916	SCHMD29005, SCHMD05528
OG0000646	CAEEL06213, CAEEL06212	SCHMD24176
OG0000647	CAEEL14095, CAEEL17996	SCHMD29494
OG0000649	CAEEL08770	SCHMD18549, SCHMD18847, SCHMD16842, SCHMD03271
OG0000651	CAEEL08479	SCHMD02428
OG0000652	CAEEL09392, CAEEL09393	SCHMD03400, SCHMD03280, SCHMD23460, SCHMD03282, SCHMD27558, SCHMD03401, SCHMD03285, SCHMD29341, SCHMD05205, SCHMD08162
OG0000653	CAEEL20136	SCHMD07619, SCHMD08845
OG0000654	CAEEL00509	SCHMD01650, SCHMD19469
OG0000657	CAEEL01693	SCHMD06576, SCHMD14158, SCHMD14159, SCHMD28173, SCHMD18210
OG0000660	CAEEL06994	SCHMD02770
OG0000660	CAEEL18909, CAEEL08649	SCHMD14151, SCHMD11195, SCHMD19605, SCHMD07974, SCHMD15853
OG0000660	CAEEL01886, CAEEL01416	SCHMD20422, SCHMD27193
OG0000662	CAEEL07265	SCHMD04360
OG0000662	CAEEL20546	SCHMD05635
OG0000663	CAEEL07269	SCHMD28509, SCHMD28508, SCHMD08739
OG0000664	CAEEL10897, CAEEL10896	SCHMD04491, SCHMD14555
OG0000664	CAEEL00118, CAEEL00117	SCHMD04182
OG0000665	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744	SCHMD09294
OG0000666	CAEEL11143	SCHMD26735, SCHMD04900, SCHMD10850, SCHMD10849
OG0000670	CAEEL01804, CAEEL20294	SCHMD21177, SCHMD16575, SCHMD24810, SCHMD18592, SCHMD04685, SCHMD22152, SCHMD02150, SCHMD05669, SCHMD12381, SCHMD13315, SCHMD13316, SCHMD12100
OG0000671	CAEEL20492, CAEEL02522	SCHMD11717
OG0000672	CAEEL07948, CAEEL07943	SCHMD28683, SCHMD11622, SCHMD29250, SCHMD22471, SCHMD16139, SCHMD10377, SCHMD17197, SCHMD10307, SCHMD15500
OG0000672	CAEEL00089, CAEEL00988	SCHMD03901
OG0000674	CAEEL01995	SCHMD14256
OG0000676	CAEEL18677, CAEEL18678	SCHMD18867
OG0000678	CAEEL19275	SCHMD26583, SCHMD26584, SCHMD12017, SCHMD12018, SCHMD28149, SCHMD21688, SCHMD26696, SCHMD23542, SCHMD23509, SCHMD26582
OG0000680	CAEEL01896	SCHMD25925
OG0000681	CAEEL06701, CAEEL06700	SCHMD26784, SCHMD03976
OG0000682	CAEEL18765	SCHMD04644, SCHMD08708, SCHMD25504, SCHMD17552, SCHMD21787, SCHMD07246, SCHMD25376, SCHMD05512
OG0000683	CAEEL18608	SCHMD21601
OG0000683	CAEEL02948	SCHMD28199, SCHMD24958
OG0000684	CAEEL11185	SCHMD07574, SCHMD07399, SCHMD07458, SCHMD23235, SCHMD27158, SCHMD07403
OG0000685	CAEEL19728	SCHMD02797, SCHMD09882
OG0000688	CAEEL04340	SCHMD13264
OG0000690	CAEEL02355, CAEEL16430	SCHMD24354
OG0000690	CAEEL05043	SCHMD17313, SCHMD21259, SCHMD18093
OG0000691	CAEEL17188	SCHMD06271
OG0000692	CAEEL05111, CAEEL03292	SCHMD11826
OG0000692	CAEEL01603	SCHMD02580
OG0000694	CAEEL18784, CAEEL02081, CAEEL02961	SCHMD02121, SCHMD02119
OG0000696	CAEEL19612	SCHMD10590
OG0000697	CAEEL10883	SCHMD10349, SCHMD08041
OG0000699	CAEEL07103, CAEEL17353, CAEEL15074, CAEEL14285	SCHMD20380, SCHMD24169, SCHMD20675, SCHMD24967
OG0000701	CAEEL01775, CAEEL09588, CAEEL02242	SCHMD15836
OG0000702	CAEEL01313	SCHMD21765, SCHMD21766
OG0000703	CAEEL12761	SCHMD03880
OG0000708	CAEEL04786, CAEEL04785	SCHMD25653
OG0000709	CAEEL11350, CAEEL18734, CAEEL12228, CAEEL16334, CAEEL20586, CAEEL11767	SCHMD20599, SCHMD21920
OG0000709	CAEEL01769	SCHMD21257
OG0000710	CAEEL20648, CAEEL19117	SCHMD02362, SCHMD00177
OG0000710	CAEEL19785	SCHMD02354, SCHMD10827, SCHMD18803, SCHMD02525, SCHMD27616, SCHMD13241
OG0000711	CAEEL04946	SCHMD16082
OG0000711	CAEEL03027	SCHMD02785
OG0000712	CAEEL07921	SCHMD23626
OG0000713	CAEEL15727	SCHMD17095
OG0000715	CAEEL07311	SCHMD26861, SCHMD05460
OG0000716	CAEEL00463	SCHMD04462, SCHMD22884, SCHMD19144, SCHMD07207, SCHMD17723
OG0000717	CAEEL20044, CAEEL07958	SCHMD26760, SCHMD12553
OG0000718	CAEEL16052	SCHMD05665, SCHMD05692, SCHMD05688, SCHMD24218, SCHMD05666, SCHMD25000, SCHMD11831
OG0000718	CAEEL06479	SCHMD03691
OG0000721	CAEEL07780, CAEEL00853	SCHMD15260, SCHMD29752, SCHMD09543
OG0000722	CAEEL16439	SCHMD24922, SCHMD24923, SCHMD24635, SCHMD22124
OG0000722	CAEEL19041, CAEEL07826	SCHMD23554, SCHMD18534, SCHMD17531, SCHMD00837, SCHMD05194, SCHMD15343, SCHMD28550
OG0000724	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753	SCHMD01876, SCHMD11468, SCHMD08667, SCHMD14292, SCHMD17982, SCHMD00128, SCHMD07525, SCHMD08666
OG0000725	CAEEL01386	SCHMD11698
OG0000730	CAEEL06574	SCHMD22617, SCHMD17182, SCHMD08320, SCHMD02965
OG0000731	CAEEL18982	SCHMD03063
OG0000732	CAEEL02711	SCHMD09651
OG0000732	CAEEL11771	SCHMD05249
OG0000733	CAEEL17006	SCHMD28225, SCHMD15626
OG0000733	CAEEL15524	SCHMD13904, SCHMD02163
OG0000734	CAEEL18835	SCHMD11583, SCHMD14768, SCHMD09332, SCHMD02937, SCHMD07242, SCHMD04118, SCHMD01513, SCHMD07878, SCHMD24039, SCHMD13942, SCHMD22315, SCHMD14455, SCHMD27004, SCHMD20850, SCHMD13509, SCHMD10084, SCHMD08723, SCHMD14485, SCHMD25295, SCHMD26519, SCHMD04103, SCHMD26949, SCHMD09270, SCHMD20387, SCHMD03648, SCHMD09683, SCHMD10543, SCHMD08018, SCHMD27636, SCHMD18698, SCHMD07342, SCHMD09685, SCHMD09684, SCHMD15319, SCHMD24961, SCHMD26040, SCHMD09274, SCHMD04119
OG0000735	CAEEL14834, CAEEL14835	SCHMD07620
OG0000737	CAEEL19663	SCHMD13872, SCHMD06037, SCHMD06036, SCHMD13871, SCHMD06038, SCHMD26765, SCHMD20700, SCHMD19426, SCHMD19425, SCHMD16484, SCHMD24684
OG0000740	CAEEL18076	SCHMD13587
OG0000740	CAEEL18356	SCHMD16462
OG0000745	CAEEL12683, CAEEL06489	SCHMD29471
OG0000749	CAEEL11624, CAEEL14107	SCHMD08684, SCHMD14779, SCHMD14096, SCHMD26558, SCHMD10778, SCHMD24530, SCHMD14780
OG0000751	CAEEL09020	SCHMD12293, SCHMD13329, SCHMD18701, SCHMD04693, SCHMD17218, SCHMD17217, SCHMD03838, SCHMD03689, SCHMD13065, SCHMD14600, SCHMD18030, SCHMD13408
OG0000752	CAEEL07346	SCHMD03946
OG0000752	CAEEL04370	SCHMD12645
OG0000753	CAEEL17415	SCHMD14739, SCHMD19308, SCHMD17874, SCHMD17873, SCHMD19309
OG0000757	CAEEL20030	SCHMD13979, SCHMD10753, SCHMD18486
OG0000759	CAEEL20475, CAEEL16710	SCHMD21958
OG0000760	CAEEL09851	SCHMD20920, SCHMD16709
OG0000762	CAEEL02671	SCHMD18828
OG0000763	CAEEL01521, CAEEL01520, CAEEL01519	SCHMD13003, SCHMD01910, SCHMD15104, SCHMD01491, SCHMD17696, SCHMD22978, SCHMD08138, SCHMD27445, SCHMD08139, SCHMD14202
OG0000764	CAEEL19739	SCHMD28742, SCHMD23511
OG0000765	CAEEL08924, CAEEL20292	SCHMD21723, SCHMD22880
OG0000765	CAEEL19163	SCHMD29001
OG0000766	CAEEL01660	SCHMD07087
OG0000766	CAEEL18773, CAEEL19845, CAEEL20678, CAEEL20679, CAEEL04502	SCHMD23662, SCHMD13714, SCHMD13716, SCHMD13715, SCHMD28470, SCHMD22621, SCHMD06546
OG0000767	CAEEL18584	SCHMD28206, SCHMD09263, SCHMD04586, SCHMD04585
OG0000773	CAEEL10074	SCHMD11397
OG0000774	CAEEL03062	SCHMD13406
OG0000774	CAEEL12020, CAEEL14163, CAEEL12021	SCHMD04364
OG0000775	CAEEL09740	SCHMD02633, SCHMD02632
OG0000776	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206, CAEEL19691, CAEEL14134, CAEEL11345	SCHMD10487
OG0000777	CAEEL19291	SCHMD17125
OG0000778	CAEEL04054	SCHMD17919, SCHMD25026, SCHMD16452, SCHMD20513
OG0000780	CAEEL00305	SCHMD13998, SCHMD18889, SCHMD10385, SCHMD10386
OG0000782	CAEEL01741	SCHMD01655, SCHMD14818
OG0000784	CAEEL03006	SCHMD16579
OG0000784	CAEEL19472	SCHMD19992, SCHMD27743
OG0000787	CAEEL10362	SCHMD22606, SCHMD20069, SCHMD13786
OG0000788	CAEEL04328, CAEEL04329, CAEEL04327	SCHMD11830, SCHMD18844
OG0000788	CAEEL01175	SCHMD06628
OG0000789	CAEEL18858	SCHMD29403
OG0000791	CAEEL05549	SCHMD20330, SCHMD18169, SCHMD20086
OG0000791	CAEEL20749, CAEEL18452	SCHMD12436
OG0000791	CAEEL09121	SCHMD12437
OG0000794	CAEEL14272, CAEEL13170	SCHMD10042
OG0000797	CAEEL11404	SCHMD19270, SCHMD16320
OG0000798	CAEEL08562, CAEEL08561	SCHMD16249, SCHMD19563, SCHMD17465, SCHMD04713
OG0000801	CAEEL00950	SCHMD09238
OG0000803	CAEEL18447	SCHMD13498, SCHMD13620, SCHMD26336
OG0000809	CAEEL06250	SCHMD21850, SCHMD00682
OG0000810	CAEEL00977	SCHMD03195, SCHMD03113
OG0000813	CAEEL10975, CAEEL10973, CAEEL01084	SCHMD04629, SCHMD20034
OG0000814	CAEEL07659, CAEEL07658	SCHMD03060, SCHMD13676, SCHMD13183, SCHMD07986
OG0000814	CAEEL11834, CAEEL05113	SCHMD07352
OG0000817	CAEEL00472	SCHMD18475, SCHMD11029
OG0000817	CAEEL09272	SCHMD22983
OG0000819	CAEEL09262	SCHMD26932, SCHMD11456, SCHMD22577, SCHMD16618
OG0000820	CAEEL08726	SCHMD19766
