Orthogroup	CAEEL	BRALA
OG0001113	CAEEL15158	BRALA08129
OG0001113	CAEEL07385	BRALA16554
OG0001114	CAEEL11582, CAEEL01758, CAEEL01759	BRALA27031
OG0001116	CAEEL04351	BRALA34250
OG0001117	CAEEL08762	BRALA15421
OG0001118	CAEEL18824	BRALA07680
OG0001119	CAEEL14710	BRALA13802
OG0001122	CAEEL18238	BRALA17533, BRALA01448, BRALA13661, BRALA18878, BRALA13663, BRALA13662, BRALA13664
OG0001124	CAEEL08814	BRALA23017, BRALA07725
OG0001126	CAEEL04859	BRALA16208
OG0001127	CAEEL07664	BRALA34184
OG0001130	CAEEL00952, CAEEL00232	BRALA01930, BRALA15598
OG0001130	CAEEL00767	BRALA16826
OG0001131	CAEEL14208	BRALA13327
OG0001132	CAEEL04290	BRALA13540
OG0001133	CAEEL11641	BRALA03023
OG0001133	CAEEL11294	BRALA00752
OG0001136	CAEEL02001	BRALA18520
OG0001137	CAEEL04790	BRALA13309
OG0001138	CAEEL07800, CAEEL07799	BRALA00020, BRALA11821
OG0001139	CAEEL06928, CAEEL15457	BRALA06120
OG0001139	CAEEL07849	BRALA34348
OG0001140	CAEEL14389	BRALA16639
OG0001141	CAEEL01107, CAEEL01106	BRALA09514
OG0001142	CAEEL12657	BRALA14735
OG0001143	CAEEL01013	BRALA04133
OG0001148	CAEEL13935, CAEEL13934, CAEEL01993	BRALA32277, BRALA19677, BRALA32275, BRALA34454, BRALA32276, BRALA12465, BRALA12466
OG0001155	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526, CAEEL10113, CAEEL05596, CAEEL04102, CAEEL10015, CAEEL12717, CAEEL10146	BRALA32774
OG0001156	CAEEL20728	BRALA24884
OG0001158	CAEEL00147	BRALA32010, BRALA34638
OG0001159	CAEEL07987, CAEEL18966	BRALA12859, BRALA12862
OG0001160	CAEEL16381, CAEEL20121	BRALA07607, BRALA18147, BRALA18618, BRALA19127, BRALA07606
OG0001162	CAEEL18096	BRALA29065
OG0001163	CAEEL11823, CAEEL14454, CAEEL17374	BRALA18082, BRALA03606, BRALA12377, BRALA20672, BRALA12378
OG0001164	CAEEL07306	BRALA14948
OG0001165	CAEEL19696	BRALA14768
OG0001167	CAEEL04546	BRALA30313
OG0001168	CAEEL02000	BRALA29323, BRALA27661, BRALA20565
OG0001171	CAEEL20677	BRALA30065
OG0001172	CAEEL13596	BRALA06911
OG0001172	CAEEL01942	BRALA04692
OG0001173	CAEEL15708	BRALA04333
OG0001173	CAEEL14248	BRALA34444
OG0001175	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718	BRALA00132, BRALA00133, BRALA17481
OG0001176	CAEEL11466	BRALA04002
OG0001177	CAEEL08262, CAEEL18706	BRALA12880
OG0001178	CAEEL05306	BRALA05138
OG0001179	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939	BRALA03116, BRALA20573
OG0001180	CAEEL13860, CAEEL19829, CAEEL12500, CAEEL16391	BRALA14580, BRALA22836
OG0001180	CAEEL00751	BRALA14556, BRALA34405
OG0001181	CAEEL08327	BRALA18132
OG0001184	CAEEL20576	BRALA10129
OG0001184	CAEEL19676	BRALA21684
OG0001186	CAEEL00480	BRALA19974
OG0001186	CAEEL09703	BRALA16139
OG0001188	CAEEL14362	BRALA31774, BRALA10757
OG0001189	CAEEL01928	BRALA16685
OG0001191	CAEEL09751, CAEEL20476, CAEEL09505	BRALA27930
OG0001197	CAEEL11613	BRALA24133
OG0001201	CAEEL02666	BRALA03561, BRALA28095
OG0001203	CAEEL12408	BRALA13355
OG0001204	CAEEL09132	BRALA24154, BRALA24153
OG0001205	CAEEL06787	BRALA15935
OG0001208	CAEEL10574	BRALA01086
OG0001209	CAEEL00442	BRALA26756
OG0001210	CAEEL06396	BRALA17839
OG0001210	CAEEL06380	BRALA15850
OG0001211	CAEEL08708	BRALA26659
OG0001213	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430	BRALA28371
OG0001214	CAEEL08401	BRALA28235
OG0001215	CAEEL11249	BRALA00597
OG0001216	CAEEL04644	BRALA05650
OG0001217	CAEEL08746	BRALA28081
OG0001219	CAEEL20379	BRALA10294
OG0001220	CAEEL07890	BRALA31139, BRALA34263
OG0001221	CAEEL13124	BRALA22011
OG0001223	CAEEL02795	BRALA03165
OG0001224	CAEEL07196	BRALA26622
OG0001225	CAEEL02873	BRALA04168
OG0001226	CAEEL02848, CAEEL02849	BRALA29243
OG0001230	CAEEL03172, CAEEL20318, CAEEL12987, CAEEL17236, CAEEL15243, CAEEL01949	BRALA09760
OG0001231	CAEEL15401	BRALA31220
OG0001233	CAEEL03755, CAEEL04189	BRALA20387
OG0001234	CAEEL00806	BRALA12494
OG0001236	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588	BRALA27296, BRALA03699
OG0001238	CAEEL05166, CAEEL11182	BRALA16537, BRALA10747
OG0001241	CAEEL01749	BRALA15125
OG0001241	CAEEL19375	BRALA14260
OG0001243	CAEEL01806	BRALA07764
OG0001244	CAEEL12407	BRALA14601, BRALA11415, BRALA16821, BRALA15289, BRALA18332
OG0001247	CAEEL10570	BRALA17334
OG0001248	CAEEL08830	BRALA00477
OG0001249	CAEEL06406	BRALA00961
OG0001250	CAEEL18712	BRALA25027
OG0001251	CAEEL01802	BRALA03569
OG0001252	CAEEL05030	BRALA05331
OG0001253	CAEEL10888, CAEEL10887	BRALA09366
OG0001256	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997	BRALA27869
OG0001261	CAEEL07850	BRALA16992, BRALA16993, BRALA34932
OG0001262	CAEEL15249, CAEEL20627	BRALA35145, BRALA34134
OG0001266	CAEEL20839, CAEEL20838	BRALA18491, BRALA13354
OG0001267	CAEEL14111	BRALA24251
OG0001268	CAEEL11342	BRALA01606, BRALA34950, BRALA34874
OG0001270	CAEEL01959	BRALA25030, BRALA18973, BRALA13955
OG0001271	CAEEL08717, CAEEL00634	BRALA17017
OG0001274	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981	BRALA10091
OG0001278	CAEEL20013	BRALA04581, BRALA14775
OG0001279	CAEEL15321, CAEEL15322, CAEEL20353	BRALA24710
OG0001280	CAEEL00726	BRALA09515
OG0001281	CAEEL05459	BRALA30159
OG0001282	CAEEL04296	BRALA02372
OG0001284	CAEEL08223	BRALA14486
OG0001284	CAEEL01272	BRALA09529
OG0001285	CAEEL06501	BRALA34036, BRALA33761, BRALA33984, BRALA34161, BRALA34142
OG0001286	CAEEL20246	BRALA27842
OG0001287	CAEEL16475	BRALA08199
OG0001288	CAEEL18355	BRALA01436, BRALA01437, BRALA20905, BRALA01391
OG0001289	CAEEL10515	BRALA17557
OG0001290	CAEEL12279	BRALA17572
OG0001291	CAEEL11483	BRALA17947, BRALA32920
OG0001292	CAEEL07942	BRALA14445
OG0001293	CAEEL07048	BRALA33561, BRALA26881
OG0001294	CAEEL15893	BRALA29575
OG0001296	CAEEL00003, CAEEL14758	BRALA22582
OG0001300	CAEEL09562	BRALA05943, BRALA27824
OG0001302	CAEEL01736	BRALA01346
OG0001302	CAEEL12633	BRALA17951
OG0001304	CAEEL00728	BRALA22379
OG0001305	CAEEL19700	BRALA10194, BRALA10193
OG0001306	CAEEL05042	BRALA05038
OG0001306	CAEEL06741	BRALA19534
OG0001310	CAEEL16286	BRALA22585
OG0001311	CAEEL07271, CAEEL18160	BRALA14115
OG0001315	CAEEL20540	BRALA13047
OG0001318	CAEEL06153	BRALA08906
OG0001318	CAEEL02686	BRALA01956
OG0001319	CAEEL15967	BRALA24213
OG0001320	CAEEL02958	BRALA11528
OG0001320	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907	BRALA25109
OG0001323	CAEEL15888	BRALA31053
OG0001325	CAEEL12980	BRALA04015
OG0001326	CAEEL18463, CAEEL12672, CAEEL19447	BRALA24571, BRALA24570
OG0001327	CAEEL12070	BRALA19771
OG0001329	CAEEL03625, CAEEL07934	BRALA32195, BRALA12680
OG0001330	CAEEL07772	BRALA23942
OG0001333	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153	BRALA25392
OG0001335	CAEEL01950	BRALA21645
OG0001337	CAEEL08858	BRALA01268
OG0001339	CAEEL01555	BRALA35366, BRALA34173, BRALA33697
OG0001341	CAEEL12273	BRALA12816
OG0001344	CAEEL12166	BRALA03869
OG0001348	CAEEL20290	BRALA16187
OG0001350	CAEEL06068	BRALA27720
OG0001351	CAEEL20071, CAEEL20072	BRALA24199
OG0001353	CAEEL07231	BRALA23222, BRALA23221
OG0001354	CAEEL18385	BRALA17798
OG0001355	CAEEL19633	BRALA32786
OG0001356	CAEEL10619	BRALA19061
OG0001357	CAEEL15128	BRALA15175
OG0001360	CAEEL17002, CAEEL19681, CAEEL19680	BRALA24912
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	BRALA22242, BRALA22243
OG0001364	CAEEL16269	BRALA08614
OG0001366	CAEEL07140	BRALA16997
OG0001367	CAEEL16176	BRALA15242
OG0001368	CAEEL15247	BRALA10834
OG0001369	CAEEL05836	BRALA10956
OG0001370	CAEEL19838	BRALA16806
OG0001370	CAEEL11201	BRALA14045
OG0001372	CAEEL04824, CAEEL16917	BRALA00784
OG0001372	CAEEL01785	BRALA19110
OG0001373	CAEEL18831	BRALA10384
OG0001374	CAEEL02048	BRALA26737
OG0001375	CAEEL01718	BRALA15116
OG0001376	CAEEL18806	BRALA20906
OG0001378	CAEEL01898	BRALA16333
OG0001379	CAEEL20800, CAEEL08440	BRALA23817
OG0001380	CAEEL07027	BRALA19207, BRALA19208
OG0001381	CAEEL01510	BRALA09523
OG0001387	CAEEL01449, CAEEL05040, CAEEL06498	BRALA12192
OG0001389	CAEEL06582	BRALA22941
OG0001394	CAEEL16146	BRALA31862
OG0001395	CAEEL01604	BRALA15754
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	BRALA25855
OG0001397	CAEEL19290	BRALA09927
OG0001398	CAEEL14339	BRALA10918, BRALA10792
OG0001399	CAEEL00972	BRALA06146, BRALA22380
OG0001402	CAEEL04844, CAEEL04850	BRALA26708
OG0001404	CAEEL15778	BRALA06453
OG0001405	CAEEL00987	BRALA22383
OG0001405	CAEEL02297	BRALA05583
OG0001408	CAEEL19513	BRALA20622
OG0001409	CAEEL02567	BRALA33418, BRALA30797
OG0001410	CAEEL16277	BRALA31201
OG0001411	CAEEL07405	BRALA11764
OG0001412	CAEEL09044	BRALA00239
OG0001413	CAEEL08368	BRALA29483
OG0001413	CAEEL04716	BRALA13507
OG0001414	CAEEL13823	BRALA32132, BRALA13859
OG0001418	CAEEL11722	BRALA01078
OG0001421	CAEEL14241	BRALA21204
OG0001422	CAEEL06778	BRALA00576
OG0001423	CAEEL18493	BRALA27549
OG0001424	CAEEL12121	BRALA07796
OG0001424	CAEEL10850	BRALA01936
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	BRALA01395, BRALA23464
OG0001426	CAEEL06005, CAEEL06004	BRALA05645
OG0001428	CAEEL05279	BRALA05407
OG0001429	CAEEL04279	BRALA31269
OG0001430	CAEEL14236	BRALA24398
OG0001431	CAEEL01932, CAEEL07478	BRALA18565
OG0001432	CAEEL18746	BRALA34894, BRALA35861
OG0001433	CAEEL01226	BRALA16638
OG0001436	CAEEL01644, CAEEL01645	BRALA04579
OG0001437	CAEEL01346, CAEEL01345	BRALA17173, BRALA21217
OG0001439	CAEEL14010	BRALA18888
OG0001439	CAEEL19443	BRALA11220
OG0001440	CAEEL02919	BRALA04659
OG0001445	CAEEL10043, CAEEL10044	BRALA11531
OG0001447	CAEEL00798, CAEEL00797	BRALA06941, BRALA06898
OG0001449	CAEEL05216	BRALA16673
OG0001450	CAEEL12602	BRALA05939, BRALA18042
OG0001452	CAEEL02837	BRALA16822
OG0001454	CAEEL07513	BRALA22945
OG0001455	CAEEL04493	BRALA05122
OG0001459	CAEEL20135, CAEEL17975	BRALA19924
OG0001460	CAEEL11040, CAEEL11027	BRALA14211, BRALA14210
OG0001461	CAEEL09368	BRALA27194, BRALA06116, BRALA30847
OG0001462	CAEEL03309	BRALA13313
OG0001464	CAEEL07180	BRALA06889
OG0001465	CAEEL06490	BRALA08552
OG0001466	CAEEL00165	BRALA02000, BRALA06618
OG0001467	CAEEL08160, CAEEL08126	BRALA11204, BRALA15279
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	BRALA04572
OG0001469	CAEEL06147	BRALA25074
OG0001469	CAEEL06502	BRALA11811
OG0001472	CAEEL07491	BRALA14063
OG0001472	CAEEL02663	BRALA22363
OG0001473	CAEEL15728, CAEEL16017	BRALA03292, BRALA33985
OG0001474	CAEEL07328	BRALA10385
OG0001475	CAEEL05298	BRALA05604
OG0001476	CAEEL00667	BRALA24804
OG0001478	CAEEL11433	BRALA15252, BRALA21973
OG0001479	CAEEL19246, CAEEL09400, CAEEL19245	BRALA03008
OG0001480	CAEEL01047	BRALA11374
OG0001482	CAEEL08859	BRALA29699
OG0001484	CAEEL01076, CAEEL01075	BRALA22671
OG0001486	CAEEL06199	BRALA08931
OG0001489	CAEEL05101	BRALA05316
OG0001490	CAEEL16486	BRALA26116
OG0001492	CAEEL08792	BRALA14954
OG0001493	CAEEL11731	BRALA03715
OG0001500	CAEEL11009	BRALA11705
OG0001502	CAEEL06434, CAEEL06435	BRALA06309
OG0001503	CAEEL04111	BRALA13476
OG0001503	CAEEL08520	BRALA11114
OG0001504	CAEEL05392	BRALA03543, BRALA27268, BRALA26326, BRALA17671, BRALA28116, BRALA35187
OG0001505	CAEEL05185, CAEEL08607	BRALA04433, BRALA27762, BRALA26671, BRALA17368
OG0001506	CAEEL04371	BRALA05725
OG0001507	CAEEL02101	BRALA31056
OG0001508	CAEEL19670	BRALA28941
OG0001510	CAEEL19165	BRALA34652, BRALA01122
OG0001512	CAEEL01283	BRALA04162
OG0001513	CAEEL08114	BRALA10671
OG0001515	CAEEL07033	BRALA14332
OG0001516	CAEEL05831	BRALA05014
OG0001517	CAEEL20700	BRALA15345, BRALA01055, BRALA01054
OG0001522	CAEEL01881	BRALA29452, BRALA29451, BRALA01706, BRALA15136
OG0001523	CAEEL20306	BRALA25534
OG0001524	CAEEL18987, CAEEL00715	BRALA27325
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	BRALA14939
OG0001526	CAEEL19873	BRALA10086
OG0001527	CAEEL08026	BRALA23937
OG0001527	CAEEL02029	BRALA19992
OG0001528	CAEEL20795	BRALA26789
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	BRALA15428
OG0001530	CAEEL11993	BRALA33210
OG0001531	CAEEL08503	BRALA21412
OG0001532	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090	BRALA15767
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	BRALA11358, BRALA21080, BRALA17503, BRALA03658
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	BRALA06104, BRALA20689, BRALA13363
OG0001538	CAEEL15530	BRALA30154, BRALA10212, BRALA19183
OG0001538	CAEEL14286	BRALA04991, BRALA10213, BRALA10214, BRALA19182, BRALA29463
OG0001546	CAEEL14468	BRALA35704
OG0001549	CAEEL18956	BRALA09715
OG0001550	CAEEL12391, CAEEL06493	BRALA00672, BRALA22087
OG0001551	CAEEL13359	BRALA31004
OG0001552	CAEEL09513	BRALA12708
OG0001553	CAEEL10745	BRALA03739
OG0001554	CAEEL00812	BRALA35460, BRALA27979
OG0001555	CAEEL17420, CAEEL04181	BRALA29965
OG0001557	CAEEL09005	BRALA07630
OG0001557	CAEEL09508	BRALA18983
OG0001558	CAEEL05103, CAEEL08374	BRALA21818
OG0001559	CAEEL16062	BRALA30365
OG0001560	CAEEL01011	BRALA27054
OG0001561	CAEEL11007	BRALA27873, BRALA35814, BRALA27872
OG0001562	CAEEL04167	BRALA08590
OG0001565	CAEEL18401	BRALA18811
OG0001567	CAEEL04524	BRALA05651
OG0001568	CAEEL15339	BRALA13964
OG0001569	CAEEL19014, CAEEL18168	BRALA14283, BRALA14287, BRALA06617, BRALA01274, BRALA06766, BRALA06767, BRALA06768, BRALA03911, BRALA06770, BRALA06769
OG0001570	CAEEL11034	BRALA00935
OG0001571	CAEEL18118	BRALA16523
OG0001572	CAEEL00311	BRALA16186
OG0001575	CAEEL09642	BRALA12711
OG0001576	CAEEL00120	BRALA09477
OG0001578	CAEEL10814, CAEEL18928	BRALA11454
OG0001580	CAEEL02579	BRALA20586
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	BRALA25126, BRALA24401, BRALA23458, BRALA23457, BRALA23456
OG0001583	CAEEL19802	BRALA27471
OG0001589	CAEEL18417	BRALA16725
OG0001590	CAEEL15262, CAEEL15263	BRALA12314, BRALA01640, BRALA01639, BRALA01637
OG0001593	CAEEL02963, CAEEL13946	BRALA07984
OG0001594	CAEEL08545	BRALA08965, BRALA24791
OG0001596	CAEEL10536	BRALA09229
OG0001597	CAEEL10283	BRALA14157
OG0001599	CAEEL20479	BRALA13133
OG0001602	CAEEL18101	BRALA13844
OG0001604	CAEEL04879	BRALA34521, BRALA35748, BRALA35294
OG0001605	CAEEL09382	BRALA16476, BRALA16475
OG0001606	CAEEL14239	BRALA04341
OG0001606	CAEEL15795	BRALA25595
OG0001609	CAEEL19774	BRALA06092
OG0001609	CAEEL10790	BRALA12725
OG0001610	CAEEL02035, CAEEL20252	BRALA09621
OG0001611	CAEEL15699	BRALA15161
OG0001612	CAEEL02577	BRALA19006
OG0001614	CAEEL01012	BRALA18528
OG0001615	CAEEL04670	BRALA01957
OG0001621	CAEEL08615	BRALA34714, BRALA35774
OG0001627	CAEEL00684	BRALA29988, BRALA29989
OG0001628	CAEEL00193	BRALA13390, BRALA19573
OG0001629	CAEEL19941	BRALA32222
OG0001630	CAEEL05563	BRALA29673
OG0001632	CAEEL16035	BRALA09279
OG0001635	CAEEL08024	BRALA33508, BRALA35025
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	BRALA28932
OG0001640	CAEEL10788	BRALA20358, BRALA28121
OG0001641	CAEEL00743	BRALA30662, BRALA13229
OG0001642	CAEEL15818	BRALA26951
OG0001643	CAEEL19599	BRALA23075
OG0001651	CAEEL10611	BRALA04011
OG0001652	CAEEL15806	BRALA23461
OG0001653	CAEEL03026	BRALA27721, BRALA33197, BRALA27722
OG0001655	CAEEL05314	BRALA11878, BRALA33466
OG0001656	CAEEL07456	BRALA04651
OG0001657	CAEEL08928, CAEEL08927	BRALA34847, BRALA35457, BRALA34242
OG0001659	CAEEL00855	BRALA25428
OG0001661	CAEEL14147	BRALA27100
OG0001663	CAEEL10899, CAEEL10898	BRALA35192, BRALA31880, BRALA33567
OG0001664	CAEEL04260	BRALA01214
OG0001665	CAEEL07716	BRALA06391, BRALA16749
OG0001666	CAEEL07781	BRALA00367
OG0001668	CAEEL00277	BRALA22974
OG0001671	CAEEL19781	BRALA17308, BRALA17315
OG0001672	CAEEL08375	BRALA00365
OG0001673	CAEEL17134, CAEEL17133	BRALA23470, BRALA33336
OG0001675	CAEEL00808	BRALA16675
OG0001676	CAEEL01617	BRALA08008, BRALA08006
OG0001677	CAEEL07860	BRALA31138
OG0001679	CAEEL18912	BRALA23834
OG0001680	CAEEL15664	BRALA32159
OG0001683	CAEEL00875	BRALA24816
OG0001684	CAEEL08513, CAEEL19560	BRALA02822, BRALA03672
OG0001688	CAEEL06653	BRALA11794
OG0001689	CAEEL08769	BRALA33887
OG0001690	CAEEL02923	BRALA02846
OG0001691	CAEEL09136, CAEEL09137	BRALA07231
OG0001706	CAEEL00824	BRALA22821
OG0001707	CAEEL18144, CAEEL17802	BRALA12974, BRALA12971, BRALA12976
OG0001709	CAEEL07646, CAEEL07650	BRALA05359, BRALA11774
OG0001710	CAEEL11053	BRALA10938
OG0001711	CAEEL15052	BRALA31838, BRALA21578
OG0001713	CAEEL04261	BRALA05685
OG0001713	CAEEL02704	BRALA13740
OG0001714	CAEEL12772	BRALA13029
OG0001714	CAEEL15825	BRALA23437
OG0001718	CAEEL12769	BRALA10817, BRALA10903
OG0001720	CAEEL07819	BRALA27104
OG0001721	CAEEL10104, CAEEL11043	BRALA19032
OG0001724	CAEEL00188, CAEEL09412	BRALA32012, BRALA34008
OG0001726	CAEEL15546	BRALA10761
OG0001727	CAEEL15354	BRALA11932
OG0001732	CAEEL05337	BRALA24214
OG0001733	CAEEL11586	BRALA35601, BRALA34693, BRALA27459, BRALA27461, BRALA27460
OG0001734	CAEEL11289	BRALA15547, BRALA16158
OG0001735	CAEEL08598	BRALA07452
OG0001736	CAEEL20331	BRALA19982
OG0001738	CAEEL09745, CAEEL09746	BRALA23388
OG0001739	CAEEL10953	BRALA22905
OG0001743	CAEEL18830	BRALA27397, BRALA34917, BRALA27398
OG0001744	CAEEL18540	BRALA09906, BRALA09907
OG0001745	CAEEL15294	BRALA16660, BRALA16661
OG0001746	CAEEL09374	BRALA01974
OG0001747	CAEEL13414, CAEEL14611, CAEEL15557	BRALA21850, BRALA18554, BRALA18056, BRALA18055
OG0001748	CAEEL12231, CAEEL12232	BRALA17956
OG0001749	CAEEL07118	BRALA08133
OG0001750	CAEEL08294	BRALA21004
OG0001752	CAEEL02282	BRALA27069
OG0001754	CAEEL06405	BRALA33871, BRALA34601
OG0001755	CAEEL12716	BRALA30977
OG0001755	CAEEL16403	BRALA10335
OG0001756	CAEEL02757	BRALA32677, BRALA33790, BRALA03693, BRALA34986
OG0001758	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164	BRALA20386
OG0001769	CAEEL12367	BRALA06836
OG0001770	CAEEL12180	BRALA33462, BRALA22471
OG0001774	CAEEL20358	BRALA11491
OG0001774	CAEEL07377, CAEEL01266	BRALA20453
OG0001775	CAEEL01757	BRALA21646
OG0001776	CAEEL20827	BRALA09910, BRALA25529, BRALA09923, BRALA31402
OG0001777	CAEEL07037	BRALA33083, BRALA22762
OG0001779	CAEEL00025, CAEEL00024	BRALA15084
OG0001780	CAEEL12979	BRALA15214
OG0001781	CAEEL06468	BRALA02795
OG0001782	CAEEL11605	BRALA35797, BRALA35480, BRALA35381
OG0001783	CAEEL18807	BRALA23810, BRALA23809, BRALA23807
OG0001785	CAEEL10450, CAEEL07502	BRALA02411
OG0001785	CAEEL07424	BRALA02410
OG0001786	CAEEL15765	BRALA20166
OG0001786	CAEEL18388	BRALA27624
OG0001787	CAEEL07669	BRALA22039
OG0001790	CAEEL19999	BRALA25700
OG0001792	CAEEL00159	BRALA18508
OG0001793	CAEEL07806	BRALA00316
OG0001798	CAEEL02504	BRALA11427
OG0001799	CAEEL07172	BRALA34118, BRALA22818
OG0001800	CAEEL10920, CAEEL02655, CAEEL10124	BRALA20533
OG0001805	CAEEL10422, CAEEL19401	BRALA23850, BRALA23847, BRALA23846, BRALA23848
OG0001808	CAEEL18904	BRALA30144
OG0001809	CAEEL18133	BRALA23647
OG0001810	CAEEL00534	BRALA04842
OG0001811	CAEEL12329	BRALA00154
OG0001814	CAEEL07743, CAEEL12567, CAEEL07744	BRALA05626, BRALA08000, BRALA08002
OG0001815	CAEEL15383	BRALA20868
OG0001816	CAEEL05710	BRALA05148
OG0001818	CAEEL16460	BRALA12031, BRALA23438
OG0001819	CAEEL08110	BRALA00196
OG0001820	CAEEL00161	BRALA23960
OG0001821	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600	BRALA10468
OG0001822	CAEEL14275, CAEEL14276	BRALA03090
OG0001823	CAEEL18465	BRALA04091, BRALA22312
OG0001824	CAEEL20525	BRALA02591, BRALA22639, BRALA22640
OG0001826	CAEEL08005, CAEEL18927	BRALA16175
OG0001827	CAEEL12511	BRALA02872
OG0001828	CAEEL02658, CAEEL07411	BRALA07406
OG0001830	CAEEL00742	BRALA26029, BRALA16627
OG0001831	CAEEL10161, CAEEL19257	BRALA25354
OG0001832	CAEEL05995	BRALA11061
OG0001834	CAEEL08270	BRALA14532
OG0001835	CAEEL15709	BRALA15076
OG0001842	CAEEL06944	BRALA26095, BRALA08852, BRALA26094, BRALA26092, BRALA26091, BRALA20499, BRALA20514, BRALA20497, BRALA20513, BRALA18791, BRALA18792, BRALA24488
OG0001846	CAEEL02581, CAEEL02580	BRALA01789
OG0001849	CAEEL04779	BRALA01071, BRALA01070
OG0001849	CAEEL07132	BRALA07421
OG0001850	CAEEL04901	BRALA03142
OG0001852	CAEEL10571	BRALA35095, BRALA18937
OG0001853	CAEEL00334, CAEEL01622	BRALA09444, BRALA17066, BRALA15525, BRALA03265, BRALA08942
OG0001854	CAEEL12618	BRALA28650
OG0001857	CAEEL04635	BRALA08335
OG0001860	CAEEL19534	BRALA24290
OG0001863	CAEEL11286	BRALA07880
OG0001864	CAEEL00359	BRALA08212
OG0001866	CAEEL12131	BRALA34934, BRALA33651
OG0001867	CAEEL18932	BRALA13098
OG0001870	CAEEL18619	BRALA09761
OG0001872	CAEEL20718	BRALA20547
OG0001873	CAEEL14280, CAEEL14281, CAEEL15718	BRALA33467, BRALA10007, BRALA33548
OG0001874	CAEEL00933	BRALA09243
OG0001875	CAEEL09917	BRALA04016
OG0001876	CAEEL11614	BRALA15947
OG0001878	CAEEL07138	BRALA22747
OG0001879	CAEEL07021, CAEEL20524, CAEEL09154	BRALA34811, BRALA34183, BRALA33781
OG0001881	CAEEL18890	BRALA19925
OG0001883	CAEEL19810	BRALA21969
OG0001884	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922	BRALA19935
OG0001886	CAEEL20566, CAEEL20351	BRALA10021
OG0001887	CAEEL05740	BRALA19248
OG0001888	CAEEL18672, CAEEL11639	BRALA01341
OG0001889	CAEEL11129, CAEEL11128	BRALA16751
OG0001890	CAEEL18655	BRALA26409
OG0001895	CAEEL00352, CAEEL16104	BRALA19090, BRALA27263, BRALA28261
OG0001898	CAEEL15099	BRALA30385
OG0001899	CAEEL14131	BRALA30884
OG0001900	CAEEL16160	BRALA13708, BRALA22276
OG0001903	CAEEL12995	BRALA07353
OG0001905	CAEEL18799	BRALA25950
OG0001913	CAEEL00139	BRALA24497
OG0001914	CAEEL15938	BRALA02840
OG0001915	CAEEL10189	BRALA35550, BRALA35655
OG0001916	CAEEL14482	BRALA13432, BRALA13431
OG0001916	CAEEL16425, CAEEL07131	BRALA13430
OG0001917	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321	BRALA00831
OG0001918	CAEEL07844	BRALA14482, BRALA16247
OG0001919	CAEEL18092	BRALA06853
OG0001920	CAEEL03600	BRALA05363
OG0001923	CAEEL00866, CAEEL02499	BRALA01345
OG0001926	CAEEL05295	BRALA01100
OG0001928	CAEEL19148	BRALA13253, BRALA13805
OG0001930	CAEEL01812	BRALA01543, BRALA16547
OG0001932	CAEEL18548, CAEEL17132	BRALA12072
OG0001932	CAEEL20531	BRALA12075
OG0001933	CAEEL05724	BRALA28907
OG0001934	CAEEL04980, CAEEL04981	BRALA10404
OG0001935	CAEEL01455	BRALA21169, BRALA05971, BRALA05972
OG0001939	CAEEL05317	BRALA25625
OG0001940	CAEEL08846	BRALA29696
OG0001945	CAEEL05071	BRALA27519
OG0001946	CAEEL11023	BRALA24921, BRALA24922
OG0001947	CAEEL20697	BRALA12828
OG0001948	CAEEL15692	BRALA31032
OG0001949	CAEEL19721	BRALA24727
OG0001950	CAEEL05818	BRALA26750, BRALA05287
OG0001951	CAEEL08644, CAEEL02798	BRALA10600
OG0001952	CAEEL00959	BRALA16632, BRALA28198
