Orthogroup	CAEEL	BRALA
OG0005618	CAEEL02988	BRALA05369
OG0005620	CAEEL11400	BRALA20033
OG0005622	CAEEL01750	BRALA28846
OG0005623	CAEEL07150, CAEEL08358	BRALA24263
OG0005625	CAEEL14326	BRALA16271
OG0005626	CAEEL07559	BRALA34323
OG0005627	CAEEL12992	BRALA21305
OG0005629	CAEEL06251	BRALA05441
OG0005631	CAEEL09720	BRALA10696
OG0005632	CAEEL16405	BRALA17395
OG0005633	CAEEL16151	BRALA35097
OG0005634	CAEEL10824	BRALA10076
OG0005636	CAEEL10088	BRALA08890
OG0005637	CAEEL05733	BRALA15180
OG0005639	CAEEL07472	BRALA13288
OG0005640	CAEEL16150	BRALA11975
OG0005641	CAEEL11862	BRALA25936
OG0005644	CAEEL09242	BRALA23247
OG0005645	CAEEL07575	BRALA18342
OG0005646	CAEEL08001	BRALA14098
OG0005648	CAEEL04930	BRALA08600
OG0005649	CAEEL12678	BRALA18887
OG0005650	CAEEL18626	BRALA00321
OG0005652	CAEEL02073	BRALA01979
OG0005655	CAEEL06868	BRALA25112
OG0005656	CAEEL07991	BRALA35004, BRALA35887
OG0005660	CAEEL02202	BRALA17720
OG0005661	CAEEL05585	BRALA24467
OG0005668	CAEEL11838	BRALA27841, BRALA19915, BRALA19916, BRALA19888
OG0005681	CAEEL18801	BRALA14263
OG0005685	CAEEL18876	BRALA12967
OG0005690	CAEEL07345	BRALA34602, BRALA16216
OG0005692	CAEEL02905	BRALA24381
OG0005696	CAEEL12982	BRALA12660, BRALA12659
OG0005698	CAEEL01389	BRALA14828, BRALA14827
OG0005700	CAEEL16180, CAEEL15258, CAEEL19243, CAEEL07130, CAEEL15701, CAEEL11368, CAEEL14259, CAEEL14258, CAEEL16361, CAEEL12676	BRALA08071
OG0005701	CAEEL20630, CAEEL20628	BRALA06261
OG0005702	CAEEL15894, CAEEL18106	BRALA16971
OG0005703	CAEEL09229	BRALA21952
OG0005704	CAEEL18454	BRALA22973
OG0005707	CAEEL01062	BRALA14659
OG0005712	CAEEL10147	BRALA12191
OG0005715	CAEEL06260	BRALA04368
OG0005719	CAEEL05019	BRALA05482
OG0005721	CAEEL02751	BRALA21175
OG0005723	CAEEL12411	BRALA28137
OG0005724	CAEEL06660	BRALA27289
OG0005725	CAEEL16182	BRALA35541
OG0005727	CAEEL08283	BRALA22181
OG0005728	CAEEL00225	BRALA03308
OG0005729	CAEEL01552	BRALA19644
OG0005730	CAEEL20471	BRALA06259
OG0005731	CAEEL09042	BRALA06257
OG0005732	CAEEL07314	BRALA06368
OG0005733	CAEEL11874	BRALA18100
OG0005734	CAEEL05372	BRALA15823
OG0005738	CAEEL19157	BRALA29956
OG0005744	CAEEL10825, CAEEL00882	BRALA06893, BRALA06946
OG0005746	CAEEL04218	BRALA18735
OG0005747	CAEEL11656	BRALA05558
OG0005748	CAEEL05688	BRALA05680
OG0005749	CAEEL14477	BRALA33198
OG0005750	CAEEL02930	BRALA12584
OG0005758	CAEEL07383, CAEEL07219	BRALA11683
OG0005759	CAEEL04976	BRALA27481
OG0005760	CAEEL11990	BRALA25864, BRALA05398
OG0005761	CAEEL02084	BRALA02117
OG0005764	CAEEL00440	BRALA07420
OG0005766	CAEEL03004	BRALA05401
OG0005771	CAEEL18103	BRALA16619
OG0005774	CAEEL07710	BRALA14466
OG0005775	CAEEL08185	BRALA13137
OG0005776	CAEEL08611, CAEEL02852	BRALA18974
OG0005777	CAEEL09325	BRALA33601, BRALA34541, BRALA02555, BRALA02556
OG0005779	CAEEL11742	BRALA10414
OG0005781	CAEEL16564	BRALA14280
OG0005783	CAEEL15350	BRALA11501
OG0005784	CAEEL06573	BRALA25587
OG0005787	CAEEL09127, CAEEL07672	BRALA30801, BRALA04456
OG0005788	CAEEL10819	BRALA27401, BRALA27406
OG0005789	CAEEL03291	BRALA19084
OG0005790	CAEEL02850	BRALA11916
OG0005792	CAEEL16683	BRALA22283
OG0005793	CAEEL01631	BRALA02122
OG0005794	CAEEL07859	BRALA14065
OG0005796	CAEEL03619	BRALA03853
OG0005797	CAEEL01710	BRALA16284
OG0005798	CAEEL07896	BRALA17318
OG0005799	CAEEL16039	BRALA13423
OG0005800	CAEEL07429	BRALA00385
OG0005802	CAEEL08747	BRALA00338
OG0005803	CAEEL05218	BRALA09014
OG0005804	CAEEL00293	BRALA16544, BRALA23077
OG0005805	CAEEL07935	BRALA14991
OG0005807	CAEEL00886	BRALA12255
OG0005811	CAEEL09170	BRALA13358
OG0005812	CAEEL15514	BRALA24432
OG0005813	CAEEL04957	BRALA14935
OG0005814	CAEEL05572	BRALA01036
OG0005815	CAEEL08558	BRALA30105
OG0005816	CAEEL07974	BRALA24265
OG0005817	CAEEL09003	BRALA25567
OG0005818	CAEEL06548	BRALA20030
OG0005819	CAEEL05194	BRALA05131
OG0005821	CAEEL06500	BRALA20900
OG0005822	CAEEL08544	BRALA23444
OG0005824	CAEEL01511	BRALA17116
OG0005826	CAEEL11564	BRALA16406
OG0005827	CAEEL15915	BRALA17772
OG0005829	CAEEL01850, CAEEL14048	BRALA19303
OG0005831	CAEEL07627	BRALA21956
OG0005832	CAEEL01641	BRALA12528
OG0005833	CAEEL14838	BRALA21174
OG0005835	CAEEL06739, CAEEL08580	BRALA06897, BRALA06942
OG0005836	CAEEL15554	BRALA32790, BRALA29302
OG0005837	CAEEL01073	BRALA06744
OG0005838	CAEEL01222	BRALA26875, BRALA35802
OG0005840	CAEEL06791	BRALA16042
OG0005843	CAEEL06200	BRALA10293
OG0005845	CAEEL04187	BRALA25738
OG0005846	CAEEL06779	BRALA21182
OG0005847	CAEEL00400	BRALA24711
OG0005848	CAEEL00240	BRALA21006
OG0005849	CAEEL07640	BRALA10677
OG0005850	CAEEL07059	BRALA25474, BRALA00191
OG0005851	CAEEL19454, CAEEL03023	BRALA01150
OG0005853	CAEEL05937	BRALA10839
OG0005854	CAEEL10962	BRALA19959
OG0005857	CAEEL08143	BRALA17703
OG0005858	CAEEL08865	BRALA21975
OG0005859	CAEEL09237	BRALA04279
OG0005860	CAEEL11464	BRALA04150
OG0005861	CAEEL07847	BRALA25786
OG0005863	CAEEL02059	BRALA06337
OG0005864	CAEEL03066	BRALA24581
OG0005865	CAEEL10526	BRALA05582
OG0005866	CAEEL03116	BRALA23872
OG0005867	CAEEL20688	BRALA11018, BRALA11017, BRALA11060
OG0005869	CAEEL01472	BRALA03523
OG0005870	CAEEL18863	BRALA01038
OG0005871	CAEEL07046	BRALA19437
OG0005874	CAEEL06734	BRALA14156
OG0005875	CAEEL11121	BRALA05960
OG0005876	CAEEL12583	BRALA17147
OG0005877	CAEEL03535	BRALA00760
OG0005878	CAEEL00506	BRALA22633
OG0005879	CAEEL05884	BRALA03313
OG0005880	CAEEL09863	BRALA12747
OG0005883	CAEEL06255	BRALA13840
OG0005884	CAEEL16531	BRALA30969
OG0005886	CAEEL01824	BRALA34303
OG0005888	CAEEL00435, CAEEL00746	BRALA10153
OG0005889	CAEEL02553	BRALA22990
OG0005890	CAEEL06540	BRALA25707
OG0005892	CAEEL01618	BRALA17641
OG0005893	CAEEL11380	BRALA08108
OG0005895	CAEEL06441	BRALA33695
OG0005897	CAEEL01303	BRALA26845
OG0005898	CAEEL01957	BRALA19509
OG0005899	CAEEL11728	BRALA10069
OG0005903	CAEEL02733	BRALA06128
OG0005904	CAEEL18351	BRALA34831, BRALA34174, BRALA35454
OG0005909	CAEEL09260	BRALA01890
OG0005914	CAEEL12252	BRALA25653
OG0005918	CAEEL07911	BRALA10112
OG0005919	CAEEL15775	BRALA02787
OG0005921	CAEEL07408	BRALA06798
OG0005922	CAEEL15520	BRALA18988
OG0005924	CAEEL10631	BRALA03255
OG0005925	CAEEL18159	BRALA13125, BRALA19319
OG0005928	CAEEL04878	BRALA05644
OG0005929	CAEEL05898	BRALA01239
OG0005930	CAEEL00275	BRALA17578, BRALA17576
OG0005931	CAEEL09476	BRALA18962
OG0005932	CAEEL11316	BRALA22702
OG0005933	CAEEL14434	BRALA32133
OG0005936	CAEEL07303	BRALA20570
OG0005937	CAEEL10539	BRALA20317
OG0005938	CAEEL06000, CAEEL09583	BRALA00756
OG0005940	CAEEL04134	BRALA08107
OG0005941	CAEEL08713	BRALA24417
OG0005943	CAEEL02014	BRALA04787
OG0005946	CAEEL11452, CAEEL11968	BRALA26890
OG0005947	CAEEL19240	BRALA06034
OG0005949	CAEEL12005	BRALA33058
OG0005950	CAEEL02721	BRALA01794
OG0005952	CAEEL08042	BRALA21655
OG0005953	CAEEL01826	BRALA18225
OG0005957	CAEEL13678, CAEEL02860	BRALA15027
OG0005960	CAEEL18529, CAEEL16584	BRALA27463
OG0005963	CAEEL02429, CAEEL11102	BRALA20104, BRALA23156, BRALA03262
OG0005965	CAEEL17925	BRALA34261
OG0005966	CAEEL05490	BRALA13003
OG0005967	CAEEL08429	BRALA23015
OG0005968	CAEEL01646	BRALA21244
OG0005969	CAEEL01577	BRALA29569
OG0005970	CAEEL16383	BRALA05175
OG0005973	CAEEL13364	BRALA28986
OG0005974	CAEEL11184	BRALA28872
OG0005975	CAEEL05822	BRALA05898
OG0005976	CAEEL15581	BRALA18697
OG0005977	CAEEL04186	BRALA02503, BRALA02505
OG0005978	CAEEL08320	BRALA24850, BRALA30513
OG0005980	CAEEL05471	BRALA02131
OG0005982	CAEEL04709	BRALA22089, BRALA00674
OG0005984	CAEEL06514, CAEEL07173	BRALA01064
OG0005985	CAEEL11206	BRALA07951
OG0005987	CAEEL05677	BRALA05961, BRALA05962
OG0005989	CAEEL14108	BRALA02066
OG0005991	CAEEL07604	BRALA18686
OG0005993	CAEEL18661, CAEEL01298, CAEEL08795	BRALA23689
OG0005995	CAEEL09469	BRALA18996
OG0005997	CAEEL11505, CAEEL13118	BRALA18701
OG0005998	CAEEL12651	BRALA11971
OG0005999	CAEEL06284	BRALA07873, BRALA07865, BRALA08222, BRALA07558, BRALA26698, BRALA27272, BRALA24541, BRALA26030, BRALA24542, BRALA21404, BRALA31306, BRALA17433, BRALA19133
OG0006000	CAEEL06731	BRALA22625
OG0006003	CAEEL12475	BRALA00858
OG0006004	CAEEL01451	BRALA31968
OG0006005	CAEEL08818	BRALA19444
OG0006009	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257	BRALA13530
OG0006010	CAEEL07462	BRALA16402
OG0006011	CAEEL06588	BRALA22172
OG0006025	CAEEL03361, CAEEL12698	BRALA16525
OG0006031	CAEEL00264	BRALA18226
OG0006059	CAEEL09710	BRALA20592
OG0006060	CAEEL01415, CAEEL02381, CAEEL01414, CAEEL05082	BRALA28512, BRALA06251, BRALA02655, BRALA13303, BRALA06248, BRALA06253, BRALA06240
OG0006062	CAEEL08027	BRALA15941
OG0006063	CAEEL09563	BRALA06734
OG0006064	CAEEL11646	BRALA14773
OG0006066	CAEEL07776	BRALA19215, BRALA08225, BRALA19214
OG0006069	CAEEL08597	BRALA18661
OG0006072	CAEEL09063	BRALA21649
OG0006073	CAEEL15279	BRALA10787, BRALA10912
OG0006074	CAEEL15694	BRALA11978
OG0006075	CAEEL05481	BRALA35365, BRALA35269
OG0006079	CAEEL06022	BRALA15093
OG0006083	CAEEL10880	BRALA20328, BRALA35248, BRALA20329
OG0006085	CAEEL07121	BRALA07626
OG0006086	CAEEL05357	BRALA22009
OG0006087	CAEEL10339	BRALA19067
OG0006090	CAEEL06249	BRALA24696
OG0006095	CAEEL03714	BRALA21272
OG0006096	CAEEL08930	BRALA22177
OG0006098	CAEEL17792	BRALA17662
OG0006101	CAEEL04363	BRALA15206
OG0006102	CAEEL01860	BRALA16591
OG0006104	CAEEL15552	BRALA11198
OG0006106	CAEEL09939	BRALA01211, BRALA33233
OG0006108	CAEEL07908	BRALA21328
OG0006110	CAEEL15606	BRALA26803
OG0006111	CAEEL06592	BRALA18696
OG0006113	CAEEL00297	BRALA03133
OG0006116	CAEEL14600	BRALA25932
OG0006117	CAEEL15839	BRALA04726
OG0006118	CAEEL05175	BRALA16477
OG0006120	CAEEL19875	BRALA33378, BRALA33685
OG0006121	CAEEL01535	BRALA05259
OG0006122	CAEEL06423	BRALA25033
OG0006124	CAEEL00683	BRALA25408
OG0006125	CAEEL12098	BRALA32023
OG0006126	CAEEL09062	BRALA11842
OG0006127	CAEEL08699	BRALA16273
OG0006128	CAEEL01734	BRALA13158, BRALA13157
OG0006129	CAEEL15436	BRALA07415
OG0006130	CAEEL19047	BRALA33305
OG0006131	CAEEL08997	BRALA32298
OG0006134	CAEEL05080	BRALA19095
OG0006135	CAEEL16406	BRALA16417
OG0006137	CAEEL01021	BRALA15657
OG0006140	CAEEL06530	BRALA12260
OG0006141	CAEEL00813	BRALA08424
OG0006144	CAEEL12775	BRALA13419
OG0006145	CAEEL00765, CAEEL00923	BRALA05627
OG0006147	CAEEL11314	BRALA15350
OG0006152	CAEEL01636	BRALA01808
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	BRALA08321, BRALA08319
OG0006156	CAEEL13825	BRALA13633
OG0006159	CAEEL07854	BRALA35947
OG0006163	CAEEL00653	BRALA04410
OG0006164	CAEEL01158	BRALA26593
OG0006165	CAEEL15774	BRALA35762, BRALA35272, BRALA35968
OG0006168	CAEEL05152	BRALA10032
OG0006169	CAEEL08537	BRALA30756
OG0006172	CAEEL14351	BRALA24107
OG0006176	CAEEL05930	BRALA35451, BRALA34545
OG0006177	CAEEL04212	BRALA11337, BRALA11340
OG0006180	CAEEL09925	BRALA34420
OG0006181	CAEEL14722	BRALA23439
OG0006182	CAEEL06387	BRALA05121
OG0006183	CAEEL19366	BRALA06437
OG0006185	CAEEL01692	BRALA17091
OG0006187	CAEEL00902	BRALA18223
OG0006188	CAEEL02058	BRALA05015
OG0006191	CAEEL06280, CAEEL06279	BRALA21722
OG0006192	CAEEL01776	BRALA07356
OG0006195	CAEEL08079	BRALA07312
OG0006199	CAEEL05929	BRALA15509
OG0006200	CAEEL11329	BRALA06667
OG0006202	CAEEL07568	BRALA22394
OG0006208	CAEEL00204	BRALA13508
OG0006209	CAEEL11287	BRALA18227
OG0006210	CAEEL00160	BRALA20208
OG0006213	CAEEL01145	BRALA04557
OG0006214	CAEEL12120	BRALA03387
OG0006215	CAEEL04734	BRALA01061
OG0006216	CAEEL16326	BRALA06312
OG0006217	CAEEL05235	BRALA05528
OG0006220	CAEEL08309	BRALA18564
OG0006224	CAEEL11548	BRALA05440
OG0006226	CAEEL02716	BRALA01075
OG0006229	CAEEL06963	BRALA22434
OG0006230	CAEEL08542	BRALA00506
OG0006231	CAEEL20582	BRALA34256
OG0006234	CAEEL05918	BRALA05039
OG0006235	CAEEL04462	BRALA02255
OG0006237	CAEEL04160	BRALA19627
OG0006239	CAEEL01539	BRALA12452
OG0006240	CAEEL08852	BRALA21843
OG0006245	CAEEL00941	BRALA06871
OG0006247	CAEEL11988	BRALA35139, BRALA09607
OG0006248	CAEEL05883	BRALA24689
OG0006254	CAEEL11539	BRALA06528
OG0006257	CAEEL15240	BRALA22284
OG0006259	CAEEL09792	BRALA09660
OG0006260	CAEEL09587	BRALA19733
OG0006262	CAEEL01377	BRALA19086
OG0006263	CAEEL09474	BRALA19960
OG0006264	CAEEL11589	BRALA14988
OG0006265	CAEEL01463	BRALA04894
OG0006267	CAEEL09521	BRALA27926
OG0006268	CAEEL09373, CAEEL09395	BRALA05496
OG0006269	CAEEL11344	BRALA30664
OG0006270	CAEEL01876	BRALA21824
OG0006271	CAEEL08264	BRALA30606
OG0006275	CAEEL01989	BRALA22474
OG0006277	CAEEL08057	BRALA28928
OG0006279	CAEEL00237	BRALA23718
OG0006280	CAEEL17987	BRALA11947
OG0006281	CAEEL04765	BRALA05664
OG0006283	CAEEL00881	BRALA10662
OG0006284	CAEEL08923	BRALA24402
OG0006285	CAEEL04794	BRALA02914
OG0006286	CAEEL00158	BRALA20294
OG0006288	CAEEL08712	BRALA24258
OG0006289	CAEEL07964	BRALA19745
OG0006290	CAEEL04712	BRALA15792
OG0006291	CAEEL00609	BRALA11851
OG0006293	CAEEL07928	BRALA33794, BRALA34618, BRALA34423
OG0006294	CAEEL14462	BRALA15247
OG0006295	CAEEL09568	BRALA22152
OG0006297	CAEEL11872	BRALA25722
OG0006301	CAEEL17598	BRALA22608
OG0006306	CAEEL01065	BRALA28080
OG0006307	CAEEL06264	BRALA00986
OG0006309	CAEEL05232	BRALA08741
OG0006311	CAEEL17612	BRALA04781
OG0006313	CAEEL05123	BRALA04098
OG0006315	CAEEL15905	BRALA17398
OG0006319	CAEEL13894	BRALA18740
OG0006322	CAEEL09507	BRALA15375
OG0006323	CAEEL02251	BRALA22948
OG0006326	CAEEL15323	BRALA10024
OG0006329	CAEEL02571	BRALA25075
OG0006331	CAEEL13794	BRALA23061
OG0006332	CAEEL10865	BRALA15040
OG0006334	CAEEL08411, CAEEL18378	BRALA05128
OG0006339	CAEEL08069	BRALA07229
OG0006340	CAEEL11454	BRALA03730
OG0006341	CAEEL06023	BRALA04141
OG0006343	CAEEL05583, CAEEL02498	BRALA30764, BRALA30765, BRALA13148
OG0006344	CAEEL14876	BRALA00595
OG0006345	CAEEL06549	BRALA13758
OG0006346	CAEEL05783	BRALA12899
OG0006347	CAEEL07567	BRALA09195
OG0006350	CAEEL07674	BRALA04268
OG0006352	CAEEL02603	BRALA04530
OG0006353	CAEEL19140, CAEEL05676	BRALA13425
OG0006354	CAEEL18116	BRALA11438
OG0006355	CAEEL16514	BRALA19754
OG0006356	CAEEL07675	BRALA22173
OG0006360	CAEEL05277	BRALA02301
OG0006361	CAEEL09060	BRALA14582, BRALA35163
OG0006362	CAEEL00998	BRALA22988
OG0006363	CAEEL00971	BRALA27462
OG0006365	CAEEL12631	BRALA11762
OG0006370	CAEEL05220	BRALA01047
OG0006372	CAEEL09848	BRALA03212
OG0006375	CAEEL00741	BRALA35312, BRALA16704
OG0006376	CAEEL15051	BRALA02582
OG0006377	CAEEL09247	BRALA12745
OG0006378	CAEEL04747	BRALA21690
OG0006381	CAEEL09800	BRALA28145
OG0006385	CAEEL17878	BRALA13372
OG0006386	CAEEL02065	BRALA17118
OG0006387	CAEEL00319	BRALA30260
OG0006389	CAEEL07348	BRALA15656
OG0006390	CAEEL13360	BRALA18000
OG0006391	CAEEL16380, CAEEL11908	BRALA25117
OG0006392	CAEEL07571	BRALA12289
OG0006393	CAEEL14337	BRALA13557
OG0006395	CAEEL11636	BRALA16655
OG0006402	CAEEL14843	BRALA16948
OG0006405	CAEEL04608	BRALA02502
OG0006406	CAEEL04927, CAEEL07538	BRALA16985
OG0006407	CAEEL20555	BRALA14528
OG0006408	CAEEL15120	BRALA30169, BRALA30167
OG0006414	CAEEL18847	BRALA21306
OG0006443	CAEEL07304	BRALA15942
OG0006448	CAEEL07841	BRALA14481
OG0006449	CAEEL02036	BRALA12969
OG0006454	CAEEL06995	BRALA31920
OG0006456	CAEEL09794	BRALA07627
OG0006457	CAEEL05605	BRALA14722
OG0006459	CAEEL00244	BRALA21741
OG0006461	CAEEL11863	BRALA17215
OG0006462	CAEEL05709	BRALA21972
OG0006464	CAEEL01413	BRALA11660
OG0006465	CAEEL10921	BRALA11934
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	BRALA20024
OG0006472	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340	BRALA01349
OG0006473	CAEEL02240	BRALA31811, BRALA25330, BRALA29726, BRALA29224, BRALA29929, BRALA21520
OG0006474	CAEEL07206	BRALA29415
OG0006475	CAEEL07548	BRALA07446
OG0006476	CAEEL12092	BRALA08067
OG0006478	CAEEL06158	BRALA20796
OG0006479	CAEEL05626	BRALA32335
OG0006480	CAEEL10265, CAEEL10266	BRALA00269
OG0006481	CAEEL19099, CAEEL01638	BRALA01853
OG0006482	CAEEL10834	BRALA23441
OG0006485	CAEEL14223	BRALA20858
OG0006488	CAEEL17648	BRALA22110
OG0006490	CAEEL11637	BRALA09290
OG0006491	CAEEL13015	BRALA16671
OG0006496	CAEEL08493	BRALA20624
OG0006497	CAEEL06461	BRALA29776
OG0006498	CAEEL02503	BRALA29822
OG0006499	CAEEL20101	BRALA02653
OG0006501	CAEEL16016	BRALA21471
OG0006503	CAEEL07188	BRALA13583
OG0006505	CAEEL06783	BRALA14552
OG0006506	CAEEL03029	BRALA02261
OG0006509	CAEEL00006, CAEEL15373	BRALA11787
OG0006511	CAEEL02676	BRALA26583
OG0006512	CAEEL07313	BRALA15201
OG0006514	CAEEL07858	BRALA16975
OG0006516	CAEEL15132	BRALA22526
OG0006517	CAEEL01423	BRALA05623
OG0006520	CAEEL13792	BRALA26806
OG0006522	CAEEL07957	BRALA19190
OG0006523	CAEEL15760	BRALA28068
OG0006528	CAEEL14466	BRALA07058
OG0006532	CAEEL05678	BRALA05058
OG0006533	CAEEL19649	BRALA12416
OG0006536	CAEEL05174	BRALA24028
OG0006538	CAEEL07903, CAEEL04060	BRALA05308
OG0006540	CAEEL19898	BRALA14264
OG0006542	CAEEL04749	BRALA26807
OG0006543	CAEEL05304	BRALA21134
OG0006544	CAEEL02597	BRALA08406
OG0006545	CAEEL08394	BRALA23681
OG0006546	CAEEL16446	BRALA13326
OG0006547	CAEEL09736	BRALA21713
OG0006550	CAEEL02186	BRALA27195
OG0006552	CAEEL02725	BRALA18527
OG0006553	CAEEL06508	BRALA06295
OG0006554	CAEEL09071	BRALA14992
OG0006556	CAEEL00553	BRALA24801
OG0006557	CAEEL07597	BRALA24618
OG0006560	CAEEL14360	BRALA24104, BRALA34102
OG0006561	CAEEL16404	BRALA12061
OG0006565	CAEEL12176	BRALA12752
OG0006567	CAEEL15749	BRALA30066
OG0006568	CAEEL01944	BRALA01715
OG0006569	CAEEL03290	BRALA10919, BRALA10793
OG0006570	CAEEL15966	BRALA10044
OG0006571	CAEEL05447	BRALA01588
OG0006572	CAEEL09940, CAEEL09371	BRALA01125
OG0006573	CAEEL05442	BRALA25563
OG0006574	CAEEL01738	BRALA09517
OG0006577	CAEEL15281	BRALA10957
OG0006578	CAEEL00045	BRALA24046
OG0006579	CAEEL07922	BRALA01184
OG0006583	CAEEL01627	BRALA12341
OG0006584	CAEEL05880	BRALA19370
OG0006587	CAEEL17957	BRALA22287
OG0006589	CAEEL10276	BRALA28041
OG0006590	CAEEL15655	BRALA22902
OG0006591	CAEEL01066	BRALA17121
OG0006594	CAEEL00833	BRALA24225
OG0006595	CAEEL10661	BRALA04703
OG0006596	CAEEL00560	BRALA26574
OG0006597	CAEEL10448	BRALA15919
OG0006598	CAEEL03295	BRALA18182
OG0006602	CAEEL16562	BRALA19036
OG0006603	CAEEL00624	BRALA03443
OG0006604	CAEEL07198	BRALA33757
OG0006606	CAEEL07376	BRALA27981
OG0006607	CAEEL01560	BRALA15151
OG0006608	CAEEL05698	BRALA16177
OG0006609	CAEEL02187	BRALA07455
OG0006610	CAEEL11386	BRALA23008, BRALA25297
OG0006611	CAEEL07953	BRALA14061
OG0006613	CAEEL01845	BRALA04025
OG0006614	CAEEL05124	BRALA01003
OG0006615	CAEEL09131	BRALA13677
OG0006621	CAEEL07639	BRALA28416
OG0006622	CAEEL05834	BRALA12099
OG0006624	CAEEL07631	BRALA20284
OG0006625	CAEEL08791	BRALA20997
OG0006626	CAEEL07560	BRALA15000
OG0006627	CAEEL11375	BRALA28820
OG0006628	CAEEL07329	BRALA05802
OG0006630	CAEEL11696	BRALA04522
OG0006631	CAEEL00720	BRALA21370
OG0006632	CAEEL20160, CAEEL00199	BRALA11411
OG0006633	CAEEL00427	BRALA15776
OG0006634	CAEEL07770	BRALA35230
OG0006636	CAEEL07724	BRALA13097
OG0006637	CAEEL12125	BRALA26648
OG0006645	CAEEL17855	BRALA06945, BRALA06894
OG0006646	CAEEL15891	BRALA13446
OG0006647	CAEEL07174	BRALA03119
OG0006648	CAEEL01435	BRALA24820
OG0006649	CAEEL13032	BRALA28980
OG0006651	CAEEL09522	BRALA18794
OG0006655	CAEEL00324	BRALA00574
OG0006658	CAEEL00269	BRALA16629
OG0006660	CAEEL09560, CAEEL09561	BRALA10958
OG0006662	CAEEL12773	BRALA14712
OG0006663	CAEEL08458	BRALA16974
OG0006664	CAEEL01906	BRALA24834
OG0006666	CAEEL05999	BRALA34133
OG0006667	CAEEL01250	BRALA05144
OG0006668	CAEEL06992	BRALA08318
OG0006669	CAEEL08205	BRALA00985
OG0006670	CAEEL05160	BRALA02659
OG0006673	CAEEL00769	BRALA29976
OG0006675	CAEEL09407, CAEEL09408, CAEEL18361	BRALA09831
OG0006678	CAEEL12368	BRALA06274
OG0006680	CAEEL09390	BRALA25853
OG0006681	CAEEL05335	BRALA20996
OG0006683	CAEEL00441	BRALA26678
OG0006684	CAEEL11224	BRALA12717
OG0006686	CAEEL20085	BRALA03046
OG0006690	CAEEL11346	BRALA17356
OG0006691	CAEEL07500	BRALA14546
OG0006692	CAEEL00770	BRALA17480
OG0006693	CAEEL13049, CAEEL08528, CAEEL19542	BRALA06823
OG0006694	CAEEL01422	BRALA16849
OG0006695	CAEEL17851	BRALA18862
OG0006702	CAEEL08311	BRALA01475
OG0006705	CAEEL04478	BRALA15796
OG0006706	CAEEL11633	BRALA02737
OG0006709	CAEEL07440	BRALA09059
OG0006710	CAEEL07165	BRALA14570
OG0006712	CAEEL01534	BRALA20215, BRALA20214
OG0006716	CAEEL01171	BRALA24459
OG0006717	CAEEL00315	BRALA26122
OG0006720	CAEEL09628	BRALA12683
OG0006722	CAEEL04109	BRALA01042
OG0006723	CAEEL07804	BRALA05735
OG0006726	CAEEL18959	BRALA16670
OG0006727	CAEEL10628	BRALA01476
OG0006730	CAEEL07386, CAEEL18705	BRALA02164
OG0006732	CAEEL07406	BRALA00142
OG0006735	CAEEL20573	BRALA27074
OG0006737	CAEEL18816	BRALA03436
OG0006741	CAEEL11903	BRALA09365
OG0006742	CAEEL06688, CAEEL06689	BRALA11740
OG0006749	CAEEL08028	BRALA22769
OG0006750	CAEEL02998	BRALA09668
OG0006752	CAEEL12417	BRALA22950
OG0006753	CAEEL06421	BRALA24992
OG0006754	CAEEL15551	BRALA20552
OG0006755	CAEEL08754	BRALA22940
OG0006758	CAEEL05308	BRALA00417
OG0006760	CAEEL14472	BRALA17052
OG0006762	CAEEL06780, CAEEL14299	BRALA22489
OG0006763	CAEEL12476	BRALA14476
OG0006765	CAEEL01561	BRALA03187
OG0006766	CAEEL04604	BRALA12385
OG0006768	CAEEL07976	BRALA24120
OG0006769	CAEEL00344	BRALA16226
OG0006772	CAEEL06744, CAEEL20464	BRALA21416
OG0006774	CAEEL01586	BRALA19991
OG0006777	CAEEL17985	BRALA21484
OG0006780	CAEEL03293	BRALA11976
OG0006784	CAEEL12328	BRALA09110
OG0006791	CAEEL11174	BRALA16274
OG0006826	CAEEL07305	BRALA11906
OG0006828	CAEEL01547	BRALA17108
OG0006830	CAEEL01610	BRALA28939
OG0006832	CAEEL18365	BRALA22293
OG0006833	CAEEL01607	BRALA25618
OG0006835	CAEEL10984	BRALA28202
OG0006838	CAEEL04815	BRALA19458
OG0006842	CAEEL01401	BRALA01039
OG0006843	CAEEL01030	BRALA21641
OG0006844	CAEEL01019	BRALA09600
OG0006845	CAEEL16127	BRALA20898
OG0006846	CAEEL15729	BRALA29210
OG0006849	CAEEL06259	BRALA22479
OG0006851	CAEEL12983	BRALA27931
OG0006860	CAEEL08670	BRALA03297
OG0006864	CAEEL08583	BRALA31204
OG0006867	CAEEL15109	BRALA30972
OG0006868	CAEEL07835	BRALA31290, BRALA34596
OG0006870	CAEEL08613	BRALA20395, BRALA20394
OG0006875	CAEEL10848	BRALA22498
OG0006876	CAEEL04447	BRALA05364
OG0006878	CAEEL06314	BRALA00734
OG0006881	CAEEL09403	BRALA19408
