Orthogroup	CAEEL	APOSC_ok
OG0001176	CAEEL11466	APOSC_09966
OG0001177	CAEEL08262, CAEEL18706	APOSC_05829, APOSC_27862, APOSC_09067
OG0001178	CAEEL05306	APOSC_13380
OG0001179	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939	APOSC_24042, APOSC_00450
OG0001180	CAEEL13860, CAEEL19829, CAEEL12500, CAEEL16391	APOSC_06660
OG0001181	CAEEL08327	APOSC_08671
OG0001184	CAEEL20576	APOSC_28467
OG0001184	CAEEL19676	APOSC_19647
OG0001185	CAEEL01778	APOSC_20961, APOSC_20963, APOSC_20960, APOSC_20962, APOSC_20964, APOSC_02697
OG0001186	CAEEL00480	APOSC_22932
OG0001186	CAEEL09703	APOSC_07366
OG0001188	CAEEL14362	APOSC_22816, APOSC_01840
OG0001189	CAEEL01928	APOSC_16284, APOSC_02204
OG0001191	CAEEL09751, CAEEL20476, CAEEL09505	APOSC_16893
OG0001197	CAEEL11613	APOSC_08492
OG0001200	CAEEL05263	APOSC_05559, APOSC_05558
OG0001201	CAEEL02666	APOSC_09437, APOSC_09439, APOSC_09438, APOSC_03781, APOSC_23148, APOSC_21279, APOSC_09441, APOSC_09436, APOSC_09435, APOSC_09440, APOSC_12369, APOSC_21883, APOSC_22185, APOSC_21884, APOSC_05515, APOSC_24393, APOSC_24392
OG0001204	CAEEL09132	APOSC_02297, APOSC_24480
OG0001208	CAEEL10574	APOSC_16730
OG0001209	CAEEL00442	APOSC_10899
OG0001210	CAEEL06396	APOSC_23126
OG0001210	CAEEL06380	APOSC_24521, APOSC_24519, APOSC_24520
OG0001211	CAEEL01747, CAEEL04910, CAEEL02891, CAEEL08232, CAEEL07906	APOSC_18687, APOSC_18686
OG0001212	CAEEL00496	APOSC_25574
OG0001213	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430	APOSC_26742
OG0001215	CAEEL11249	APOSC_13978
OG0001216	CAEEL04644	APOSC_27402, APOSC_27401, APOSC_24924
OG0001217	CAEEL08746	APOSC_19625
OG0001218	CAEEL20131, CAEEL14167	APOSC_27369, APOSC_27373, APOSC_27371, APOSC_27368
OG0001219	CAEEL20379	APOSC_17654
OG0001220	CAEEL07890	APOSC_05642
OG0001221	CAEEL13124	APOSC_24815
OG0001221	CAEEL16003	APOSC_27593, APOSC_11972, APOSC_06598
OG0001223	CAEEL02795	APOSC_26454
OG0001224	CAEEL07196	APOSC_21055
OG0001225	CAEEL02873	APOSC_15265
OG0001231	CAEEL15401	APOSC_20643
OG0001234	CAEEL00806	APOSC_26853, APOSC_26851, APOSC_26852, APOSC_26850, APOSC_26849
OG0001236	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588	APOSC_08290, APOSC_12875
OG0001238	CAEEL05166, CAEEL11182	APOSC_09179
OG0001239	CAEEL12011	APOSC_03435
OG0001241	CAEEL01749	APOSC_23343
OG0001241	CAEEL19375	APOSC_04462
OG0001243	CAEEL01806	APOSC_18938
OG0001247	CAEEL10570	APOSC_08850
OG0001248	CAEEL08830	APOSC_19998
OG0001249	CAEEL06406	APOSC_06543
OG0001250	CAEEL18712	APOSC_01792
OG0001251	CAEEL01802	APOSC_09632
OG0001252	CAEEL05030	APOSC_19009
OG0001253	CAEEL10888, CAEEL10887	APOSC_11036
OG0001254	CAEEL00935	APOSC_13372
OG0001256	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997	APOSC_14777, APOSC_14776
OG0001262	CAEEL15249, CAEEL20627	APOSC_09805, APOSC_09807, APOSC_09806, APOSC_09804, APOSC_24190
OG0001266	CAEEL20839, CAEEL20838	APOSC_19801, APOSC_19802
OG0001266	CAEEL07143	APOSC_00128, APOSC_00129
OG0001267	CAEEL14111	APOSC_02561
OG0001268	CAEEL11342	APOSC_21922, APOSC_07653
OG0001270	CAEEL01959	APOSC_07392, APOSC_26062
OG0001271	CAEEL08717, CAEEL00634	APOSC_28116
OG0001272	CAEEL07720, CAEEL09293	APOSC_02691, APOSC_10352, APOSC_17558
OG0001274	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981	APOSC_21306, APOSC_21305
OG0001278	CAEEL20013	APOSC_09194
OG0001278	CAEEL10735	APOSC_22330
OG0001279	CAEEL15321, CAEEL15322, CAEEL20353	APOSC_10702, APOSC_10701
OG0001280	CAEEL00726	APOSC_27519, APOSC_27518
OG0001281	CAEEL05459	APOSC_05353
OG0001282	CAEEL04296	APOSC_02603, APOSC_02605
OG0001284	CAEEL08223	APOSC_07511
OG0001284	CAEEL01272	APOSC_23659
OG0001285	CAEEL06501	APOSC_22604, APOSC_22605
OG0001286	CAEEL20246	APOSC_05067
OG0001287	CAEEL16475	APOSC_06831
OG0001288	CAEEL18355	APOSC_05127
OG0001289	CAEEL10515	APOSC_26710, APOSC_18302
OG0001290	CAEEL12279	APOSC_26089
OG0001291	CAEEL11483	APOSC_25701
OG0001292	CAEEL07942	APOSC_09434, APOSC_09433
OG0001293	CAEEL07048	APOSC_02639
OG0001294	CAEEL15893	APOSC_15979, APOSC_15980, APOSC_15981
OG0001296	CAEEL00003, CAEEL14758	APOSC_21716
OG0001300	CAEEL09562	APOSC_24410
OG0001302	CAEEL01736	APOSC_13642
OG0001302	CAEEL12633	APOSC_27436
OG0001304	CAEEL00728	APOSC_15954, APOSC_15955
OG0001305	CAEEL19700	APOSC_04550
OG0001306	CAEEL05042	APOSC_25565
OG0001306	CAEEL06741	APOSC_16313
OG0001310	CAEEL16286	APOSC_08777, APOSC_16039
OG0001311	CAEEL07271, CAEEL18160	APOSC_06535, APOSC_06536
OG0001315	CAEEL20540	APOSC_18374, APOSC_17332, APOSC_10891, APOSC_19465, APOSC_23156, APOSC_08359, APOSC_08360, APOSC_13377, APOSC_11677, APOSC_04724, APOSC_21291
OG0001318	CAEEL06153	APOSC_20047
OG0001318	CAEEL02686	APOSC_08207
OG0001319	CAEEL15967	APOSC_07704
OG0001320	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907	APOSC_12164
OG0001323	CAEEL15888	APOSC_20876
OG0001325	CAEEL12980	APOSC_01729
OG0001326	CAEEL18463, CAEEL12672, CAEEL19447	APOSC_23911
OG0001327	CAEEL12070	APOSC_16461
OG0001329	CAEEL03625, CAEEL07934	APOSC_28234
OG0001330	CAEEL07772	APOSC_03934, APOSC_03936, APOSC_03935
OG0001333	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153	APOSC_19820, APOSC_18829
OG0001335	CAEEL01950	APOSC_04738
OG0001337	CAEEL08858	APOSC_06896
OG0001341	CAEEL12273	APOSC_25206
OG0001344	CAEEL12166	APOSC_01831
OG0001348	CAEEL20290	APOSC_29006, APOSC_29007, APOSC_29008
OG0001350	CAEEL05555	APOSC_01928, APOSC_01807, APOSC_12828, APOSC_28227
OG0001351	CAEEL20071, CAEEL20072	APOSC_12255, APOSC_12254
OG0001353	CAEEL07231	APOSC_25721
OG0001354	CAEEL18385	APOSC_27231
OG0001355	CAEEL19633	APOSC_12249
OG0001356	CAEEL10619	APOSC_18143
OG0001357	CAEEL15128	APOSC_06611
OG0001360	CAEEL17002, CAEEL19681, CAEEL19680	APOSC_03141, APOSC_03140
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	APOSC_13047, APOSC_04146, APOSC_25033
OG0001364	CAEEL16269	APOSC_01652
OG0001366	CAEEL07140	APOSC_16257, APOSC_27251
OG0001367	CAEEL16176	APOSC_02909
OG0001368	CAEEL15247	APOSC_19224
OG0001369	CAEEL05836	APOSC_00594, APOSC_00593
OG0001370	CAEEL19838	APOSC_20803, APOSC_20802, APOSC_05081
OG0001370	CAEEL11201	APOSC_27098, APOSC_10358, APOSC_27099
OG0001372	CAEEL04824, CAEEL16917	APOSC_13607
OG0001372	CAEEL01785	APOSC_07222
OG0001373	CAEEL18831	APOSC_10593
OG0001374	CAEEL02048	APOSC_13404
OG0001375	CAEEL01718	APOSC_01077
OG0001376	CAEEL18806	APOSC_00252
OG0001378	CAEEL01898	APOSC_25235
OG0001379	CAEEL20800, CAEEL08440	APOSC_16176
OG0001380	CAEEL07027	APOSC_08860, APOSC_27915
OG0001381	CAEEL01510	APOSC_12542, APOSC_12541, APOSC_12540, APOSC_12539
OG0001383	CAEEL18479	APOSC_03991
OG0001388	CAEEL06695	APOSC_08589
OG0001389	CAEEL06582	APOSC_23942
OG0001394	CAEEL16146	APOSC_06779, APOSC_06780
OG0001395	CAEEL01604	APOSC_17993
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	APOSC_16804
OG0001397	CAEEL19290	APOSC_15929
OG0001398	CAEEL14339	APOSC_28642
OG0001399	CAEEL00972	APOSC_04275, APOSC_15359
OG0001402	CAEEL04844, CAEEL04850	APOSC_08403, APOSC_08404
OG0001404	CAEEL15778	APOSC_08601
OG0001405	CAEEL00987	APOSC_27750
OG0001405	CAEEL02297	APOSC_16445
OG0001408	CAEEL19513	APOSC_19450, APOSC_19451
OG0001409	CAEEL02567	APOSC_14068, APOSC_14069
OG0001410	CAEEL16277	APOSC_18435
OG0001411	CAEEL07405	APOSC_10503, APOSC_27904
OG0001413	CAEEL08368	APOSC_20512
OG0001413	CAEEL04716	APOSC_06316
OG0001414	CAEEL13823	APOSC_07127, APOSC_08515
OG0001417	CAEEL02921	APOSC_06594
OG0001418	CAEEL11722	APOSC_27061
OG0001421	CAEEL14241	APOSC_15996
OG0001422	CAEEL06778	APOSC_14929
OG0001423	CAEEL18493	APOSC_06986, APOSC_06987
OG0001424	CAEEL12121	APOSC_09916
OG0001424	CAEEL10850	APOSC_21376
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	APOSC_26741, APOSC_26740
OG0001426	CAEEL06005, CAEEL06004	APOSC_20670, APOSC_20669
OG0001427	CAEEL17428, CAEEL17430	APOSC_07659
OG0001428	CAEEL05279	APOSC_06360, APOSC_19650, APOSC_18933, APOSC_19652, APOSC_19651
OG0001429	CAEEL04279	APOSC_27009, APOSC_22153
OG0001430	CAEEL14236	APOSC_10425
OG0001431	CAEEL01932, CAEEL07478	APOSC_03549, APOSC_03550
OG0001432	CAEEL18746	APOSC_10777
OG0001433	CAEEL01226	APOSC_21534, APOSC_21533
OG0001437	CAEEL01346, CAEEL01345	APOSC_06789
OG0001439	CAEEL19443	APOSC_11256
OG0001440	CAEEL02919	APOSC_20481
OG0001445	CAEEL10043, CAEEL10044	APOSC_01766
OG0001446	CAEEL19040, CAEEL19039	APOSC_00923, APOSC_00922, APOSC_10170, APOSC_16223, APOSC_07679
OG0001449	CAEEL05216	APOSC_12099
OG0001452	CAEEL02837	APOSC_06149
OG0001455	CAEEL04493	APOSC_20486
OG0001459	CAEEL20135, CAEEL17975	APOSC_03007, APOSC_19515, APOSC_11819
OG0001460	CAEEL11040, CAEEL11027	APOSC_17898
OG0001461	CAEEL09368	APOSC_22593, APOSC_22594
OG0001462	CAEEL14714	APOSC_19567
OG0001462	CAEEL03309	APOSC_13848
OG0001464	CAEEL07180	APOSC_00690
OG0001465	CAEEL06490	APOSC_28148, APOSC_09134
OG0001466	CAEEL00165	APOSC_10971, APOSC_14104
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	APOSC_26571
OG0001469	CAEEL06147	APOSC_21558
OG0001469	CAEEL06502	APOSC_12521
OG0001472	CAEEL07491	APOSC_03478
OG0001472	CAEEL02663	APOSC_26882
OG0001473	CAEEL15728, CAEEL16017	APOSC_25378, APOSC_24554
OG0001474	CAEEL07328	APOSC_28339
OG0001475	CAEEL04851, CAEEL05298	APOSC_19285, APOSC_00671
OG0001476	CAEEL00667	APOSC_20045
OG0001478	CAEEL11433	APOSC_12978, APOSC_11937
OG0001479	CAEEL19245	APOSC_29168
OG0001480	CAEEL01047	APOSC_05352
OG0001482	CAEEL08859	APOSC_19050
OG0001484	CAEEL01076, CAEEL01075	APOSC_25021, APOSC_13556
OG0001485	CAEEL01187	APOSC_23085, APOSC_23084, APOSC_23083
OG0001486	CAEEL06199	APOSC_27432
OG0001489	CAEEL05101	APOSC_17497, APOSC_17496
OG0001490	CAEEL16486	APOSC_22165
OG0001492	CAEEL08792	APOSC_14714
OG0001500	CAEEL11009	APOSC_10163, APOSC_10164
OG0001501	CAEEL00103	APOSC_12105
OG0001503	CAEEL04111	APOSC_07503
OG0001503	CAEEL08520	APOSC_29093
OG0001504	CAEEL05392	APOSC_05548
OG0001505	CAEEL05185, CAEEL08607	APOSC_22405, APOSC_28266, APOSC_14626, APOSC_02151, APOSC_07032, APOSC_21083, APOSC_06533
OG0001506	CAEEL04371	APOSC_17974, APOSC_17975, APOSC_17976
OG0001508	CAEEL19670	APOSC_21339, APOSC_21338
OG0001510	CAEEL19165	APOSC_12053, APOSC_12055
OG0001512	CAEEL01283	APOSC_13901
OG0001514	CAEEL18917	APOSC_20210
OG0001515	CAEEL07598	APOSC_23285
OG0001516	CAEEL05831	APOSC_04613, APOSC_04614
OG0001517	CAEEL20700	APOSC_10273
OG0001522	CAEEL01881	APOSC_05577, APOSC_16037
OG0001523	CAEEL20306	APOSC_03544, APOSC_08741
OG0001524	CAEEL18987, CAEEL00715	APOSC_18631
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	APOSC_11644
OG0001526	CAEEL19873	APOSC_21222, APOSC_12286
OG0001527	CAEEL08026	APOSC_26650
OG0001527	CAEEL02029	APOSC_04022
OG0001528	CAEEL20795	APOSC_14510
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	APOSC_17321, APOSC_03920
OG0001530	CAEEL11993	APOSC_25625
OG0001531	CAEEL08503	APOSC_14320
OG0001532	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090	APOSC_13448
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	APOSC_28817, APOSC_28816
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	APOSC_15383
OG0001538	CAEEL15530	APOSC_23666, APOSC_28290, APOSC_04002, APOSC_24317
OG0001538	CAEEL14286	APOSC_00066
OG0001551	CAEEL13359	APOSC_25143
OG0001553	CAEEL10745	APOSC_17818, APOSC_17817, APOSC_17816
OG0001554	CAEEL00812	APOSC_12359
OG0001555	CAEEL17420, CAEEL04181	APOSC_16440, APOSC_01345, APOSC_17506
OG0001557	CAEEL09005	APOSC_10213
OG0001557	CAEEL09508	APOSC_21247
OG0001558	CAEEL05103, CAEEL08374	APOSC_12692
OG0001559	CAEEL16062	APOSC_06915
OG0001560	CAEEL01011	APOSC_19389
OG0001561	CAEEL11007	APOSC_03964
OG0001566	CAEEL17613	APOSC_18245
OG0001567	CAEEL04524	APOSC_14453
OG0001568	CAEEL15339	APOSC_28643
OG0001570	CAEEL11034	APOSC_29138
OG0001571	CAEEL18118	APOSC_08835
OG0001572	CAEEL00311	APOSC_16015, APOSC_16016
OG0001575	CAEEL09642	APOSC_20344
OG0001576	CAEEL00120	APOSC_19353, APOSC_19354
OG0001578	CAEEL10814, CAEEL18928	APOSC_25871
OG0001580	CAEEL02579	APOSC_04582, APOSC_04583
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	APOSC_12012
OG0001582	CAEEL07031, CAEEL00211	APOSC_09174
OG0001583	CAEEL19802	APOSC_05042, APOSC_05043, APOSC_05041
OG0001589	CAEEL18417	APOSC_14644
OG0001590	CAEEL15262, CAEEL15263	APOSC_05334, APOSC_06008, APOSC_06664
OG0001593	CAEEL02963, CAEEL13946	APOSC_01201, APOSC_17370
OG0001594	CAEEL08545	APOSC_14190, APOSC_13045
OG0001594	CAEEL04807, CAEEL04125	APOSC_20977
OG0001597	CAEEL10283	APOSC_09081
OG0001599	CAEEL20479	APOSC_03974
OG0001602	CAEEL18101	APOSC_07763, APOSC_07762
OG0001604	CAEEL04879	APOSC_20538, APOSC_08984
OG0001606	CAEEL14239	APOSC_09729
OG0001606	CAEEL15795	APOSC_24157
OG0001608	CAEEL02190, CAEEL02191	APOSC_05915, APOSC_24452
OG0001609	CAEEL19774	APOSC_15382
OG0001609	CAEEL10790	APOSC_18863
OG0001610	CAEEL02035, CAEEL20252	APOSC_11669, APOSC_11668, APOSC_17468
OG0001611	CAEEL15699	APOSC_16863
OG0001614	CAEEL01012	APOSC_25539
OG0001615	CAEEL04670	APOSC_22981, APOSC_22982
OG0001620	CAEEL18514, CAEEL18862	APOSC_25992
OG0001621	CAEEL08615	APOSC_06290, APOSC_06292, APOSC_06291
OG0001627	CAEEL00684	APOSC_09790, APOSC_14367
OG0001628	CAEEL00193	APOSC_13343, APOSC_17522
OG0001629	CAEEL19941	APOSC_27623
OG0001630	CAEEL05563	APOSC_00299
OG0001635	CAEEL08024	APOSC_00598
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	APOSC_28340
OG0001640	CAEEL10788	APOSC_08604, APOSC_08605
OG0001641	CAEEL00743	APOSC_16997
OG0001642	CAEEL15818	APOSC_01391, APOSC_01390
OG0001643	CAEEL19599	APOSC_19563
OG0001651	CAEEL10611	APOSC_18928, APOSC_18929
OG0001652	CAEEL15806	APOSC_23882, APOSC_23883, APOSC_28560
OG0001653	CAEEL03026	APOSC_25182, APOSC_08056, APOSC_08321
OG0001654	CAEEL20359, CAEEL20360	APOSC_10444, APOSC_10443, APOSC_10445, APOSC_10446, APOSC_10447
OG0001655	CAEEL05314	APOSC_19955
OG0001656	CAEEL07456	APOSC_15673
OG0001657	CAEEL08928, CAEEL08927	APOSC_20037
OG0001661	CAEEL14147	APOSC_05078
OG0001663	CAEEL10899, CAEEL10898	APOSC_14512, APOSC_14513, APOSC_19966, APOSC_00664
OG0001665	CAEEL07716	APOSC_03053, APOSC_26736
OG0001666	CAEEL07781	APOSC_19309, APOSC_18453, APOSC_20901
OG0001668	CAEEL00277	APOSC_25820
OG0001671	CAEEL19781	APOSC_08987, APOSC_20652
OG0001672	CAEEL08375	APOSC_09103, APOSC_09104
OG0001673	CAEEL17134, CAEEL17133	APOSC_21746
OG0001675	CAEEL00808	APOSC_15911, APOSC_00269, APOSC_15910
OG0001676	CAEEL01617	APOSC_18551
OG0001677	CAEEL07860	APOSC_19672, APOSC_08955, APOSC_00896, APOSC_10740, APOSC_06257
OG0001679	CAEEL18912	APOSC_20310, APOSC_22953, APOSC_12720, APOSC_11611, APOSC_27365, APOSC_06847
OG0001680	CAEEL15664	APOSC_05052
OG0001683	CAEEL00875	APOSC_24984
OG0001684	CAEEL08513, CAEEL19560	APOSC_05984, APOSC_05985
OG0001685	CAEEL06629, CAEEL19461	APOSC_17276, APOSC_03873
OG0001688	CAEEL06653	APOSC_10916
OG0001690	CAEEL02923	APOSC_11666, APOSC_21256
OG0001691	CAEEL09136, CAEEL09137	APOSC_09746, APOSC_09745, APOSC_09749, APOSC_09748
OG0001706	CAEEL00824	APOSC_11809, APOSC_11808
OG0001707	CAEEL18144, CAEEL17802	APOSC_26684
OG0001709	CAEEL07646, CAEEL07650	APOSC_04296, APOSC_04297, APOSC_04295, APOSC_19317
OG0001710	CAEEL11053	APOSC_13811
OG0001711	CAEEL15052	APOSC_08529
OG0001713	CAEEL04261	APOSC_19043
OG0001713	CAEEL02704	APOSC_26360
OG0001714	CAEEL12772	APOSC_05609
OG0001714	CAEEL15825	APOSC_27772
OG0001718	CAEEL12769	APOSC_01586, APOSC_06428
OG0001720	CAEEL07819	APOSC_02735
OG0001721	CAEEL10104, CAEEL11043	APOSC_23771
OG0001723	CAEEL19731	APOSC_21374
OG0001724	CAEEL00188, CAEEL09412	APOSC_17946
OG0001726	CAEEL15546	APOSC_03226
OG0001727	CAEEL15354	APOSC_18118
OG0001728	CAEEL20444	APOSC_21719
OG0001730	CAEEL04519	APOSC_18068, APOSC_18069
OG0001732	CAEEL05337	APOSC_07953
OG0001733	CAEEL11586	APOSC_23430, APOSC_24440, APOSC_23429
OG0001734	CAEEL11289	APOSC_04069
OG0001735	CAEEL08598	APOSC_28608
OG0001736	CAEEL20331	APOSC_19300
OG0001736	CAEEL15724, CAEEL15493	APOSC_23753
OG0001738	CAEEL09745, CAEEL09746	APOSC_01320
OG0001739	CAEEL10953	APOSC_04485
OG0001743	CAEEL18830	APOSC_24356
OG0001744	CAEEL18540	APOSC_15916
OG0001746	CAEEL09374	APOSC_21933
OG0001747	CAEEL13414, CAEEL14611, CAEEL15557	APOSC_26846
OG0001748	CAEEL12231, CAEEL12232	APOSC_01934
OG0001749	CAEEL07118	APOSC_08196
OG0001750	CAEEL08294	APOSC_05785
OG0001754	CAEEL06405	APOSC_02170
OG0001755	CAEEL12716	APOSC_20267
OG0001755	CAEEL16403	APOSC_01191
OG0001756	CAEEL02757	APOSC_02548, APOSC_08277
OG0001769	CAEEL12367	APOSC_25926
OG0001770	CAEEL12180	APOSC_21836, APOSC_21835
OG0001774	CAEEL20358	APOSC_20306
OG0001774	CAEEL07377, CAEEL01266	APOSC_14597
OG0001775	CAEEL01757	APOSC_26681, APOSC_26577
OG0001776	CAEEL20827	APOSC_21500
OG0001777	CAEEL07037	APOSC_22376
OG0001780	CAEEL12979	APOSC_18675
OG0001781	CAEEL04378	APOSC_12405
OG0001781	CAEEL06468	APOSC_25815
OG0001782	CAEEL11605	APOSC_15653
OG0001783	CAEEL18807	APOSC_07401
OG0001785	CAEEL10450, CAEEL07502	APOSC_05919, APOSC_05920
OG0001786	CAEEL18388	APOSC_22789
OG0001787	CAEEL07669	APOSC_00374
OG0001790	CAEEL19999	APOSC_02096
OG0001792	CAEEL00159	APOSC_10659
OG0001793	CAEEL07806	APOSC_11265
OG0001797	CAEEL19521, CAEEL11913, CAEEL20460	APOSC_08522, APOSC_28716
OG0001798	CAEEL02504	APOSC_22877
OG0001799	CAEEL07172	APOSC_18784
OG0001800	CAEEL10920, CAEEL02655, CAEEL10124	APOSC_07734
OG0001805	CAEEL10422, CAEEL19401	APOSC_14981
OG0001809	CAEEL18133	APOSC_18192
OG0001810	CAEEL00534	APOSC_01275, APOSC_17059
OG0001811	CAEEL12329	APOSC_12495, APOSC_02839, APOSC_24756, APOSC_19380
OG0001815	CAEEL15383	APOSC_09860
OG0001816	CAEEL05710	APOSC_13560, APOSC_20034, APOSC_13559
OG0001818	CAEEL16460	APOSC_28601, APOSC_28600, APOSC_28602, APOSC_18594
OG0001819	CAEEL08110	APOSC_10403
OG0001820	CAEEL00161	APOSC_05874
OG0001821	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600	APOSC_23412, APOSC_15833, APOSC_06619, APOSC_05524
OG0001822	CAEEL14275, CAEEL14276	APOSC_18765, APOSC_02285
OG0001823	CAEEL18465	APOSC_21506
OG0001824	CAEEL20525	APOSC_09554, APOSC_14261
OG0001825	CAEEL00895	APOSC_10436
OG0001826	CAEEL08005, CAEEL18927	APOSC_12940
OG0001827	CAEEL12511	APOSC_01013
OG0001830	CAEEL00742	APOSC_05587
OG0001831	CAEEL10161, CAEEL19257	APOSC_23596
OG0001832	CAEEL05995	APOSC_14000
OG0001834	CAEEL08270	APOSC_01951
OG0001846	CAEEL02581, CAEEL02580	APOSC_12218
OG0001849	CAEEL04779	APOSC_12413, APOSC_12414
OG0001849	CAEEL07132	APOSC_13748, APOSC_14428, APOSC_18179
OG0001850	CAEEL04901	APOSC_24800, APOSC_00640
OG0001852	CAEEL10571	APOSC_08845
OG0001853	CAEEL00334, CAEEL01622	APOSC_26386, APOSC_12727
OG0001857	CAEEL04635	APOSC_18896
OG0001860	CAEEL19534	APOSC_14509
OG0001862	CAEEL07094	APOSC_00024
OG0001864	CAEEL00359	APOSC_12878, APOSC_12877
OG0001866	CAEEL12131	APOSC_28307
OG0001867	CAEEL18932	APOSC_02450
OG0001869	CAEEL04506	APOSC_08608
OG0001870	CAEEL18619	APOSC_28584, APOSC_28583
OG0001872	CAEEL20718	APOSC_25675
OG0001873	CAEEL14280, CAEEL14281, CAEEL15718	APOSC_24589, APOSC_02615, APOSC_02614
OG0001874	CAEEL00933	APOSC_27397
OG0001875	CAEEL09917	APOSC_02272
OG0001876	CAEEL11614	APOSC_01394
OG0001878	CAEEL07138	APOSC_07100
OG0001879	CAEEL07021, CAEEL20524, CAEEL09154	APOSC_04307
OG0001881	CAEEL18890	APOSC_22033, APOSC_14037
OG0001883	CAEEL19810	APOSC_24533
OG0001884	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922	APOSC_19753
OG0001886	CAEEL20566, CAEEL20351	APOSC_24954
OG0001887	CAEEL05740	APOSC_12244
OG0001888	CAEEL18672, CAEEL11639	APOSC_16509, APOSC_16510
OG0001890	CAEEL18655	APOSC_08626
OG0001895	CAEEL00352, CAEEL16104	APOSC_15357
OG0001897	CAEEL00130	APOSC_27280, APOSC_27281, APOSC_27279
OG0001898	CAEEL15099	APOSC_22780
OG0001899	CAEEL14131	APOSC_20088, APOSC_20089
OG0001900	CAEEL16160	APOSC_23428, APOSC_09065, APOSC_09064, APOSC_09066
OG0001901	CAEEL08532, CAEEL08531	APOSC_00350
OG0001903	CAEEL12995	APOSC_14862, APOSC_01387
OG0001913	CAEEL00139	APOSC_27752, APOSC_27753, APOSC_27754
OG0001914	CAEEL15938	APOSC_20774
OG0001915	CAEEL10189	APOSC_20247, APOSC_07947
OG0001916	CAEEL14482	APOSC_23888
OG0001916	CAEEL07131	APOSC_24601
OG0001917	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321	APOSC_15433
OG0001918	CAEEL07844	APOSC_27914, APOSC_18647
OG0001919	CAEEL18092	APOSC_05472
OG0001923	CAEEL00866, CAEEL02499	APOSC_09651
OG0001926	CAEEL05295	APOSC_03347
OG0001928	CAEEL19148	APOSC_07496, APOSC_05354
OG0001930	CAEEL01812	APOSC_03335
OG0001932	CAEEL18548, CAEEL17132	APOSC_17044, APOSC_21184
OG0001932	CAEEL20531	APOSC_21185
OG0001934	CAEEL04980, CAEEL04981	APOSC_08263
OG0001935	CAEEL01455	APOSC_26841, APOSC_26842
OG0001939	CAEEL05317	APOSC_04076, APOSC_15167
OG0001940	CAEEL08846	APOSC_10905, APOSC_14288, APOSC_14537, APOSC_10863, APOSC_14287
OG0001945	CAEEL05071	APOSC_02753
OG0001946	CAEEL11023	APOSC_00484
OG0001947	CAEEL20697	APOSC_08756, APOSC_08755
OG0001948	CAEEL15692	APOSC_15727, APOSC_25491
OG0001949	CAEEL19721	APOSC_01974, APOSC_01975
OG0001950	CAEEL05818	APOSC_16167, APOSC_01274
OG0001951	CAEEL08644, CAEEL02798	APOSC_14703
OG0001952	CAEEL00959	APOSC_03402, APOSC_22985
OG0001953	CAEEL01457	APOSC_21413
OG0001958	CAEEL19146	APOSC_19898
OG0001961	CAEEL11703	APOSC_07087, APOSC_07086
OG0001962	CAEEL07745	APOSC_22007, APOSC_22008, APOSC_22006, APOSC_22009
OG0001963	CAEEL09651	APOSC_19972
OG0001964	CAEEL12015, CAEEL18880	APOSC_19437
OG0001965	CAEEL15340	APOSC_21927
OG0001966	CAEEL15352, CAEEL06723	APOSC_00471, APOSC_23471
OG0001968	CAEEL10639	APOSC_28315
OG0001969	CAEEL09244, CAEEL09472, CAEEL00361	APOSC_03017, APOSC_04453
OG0001971	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583	APOSC_11314, APOSC_11315
OG0001974	CAEEL10261	APOSC_06743, APOSC_06742, APOSC_06745
OG0001985	CAEEL08373, CAEEL02584, CAEEL02585	APOSC_05664
OG0001987	CAEEL06766	APOSC_11764
OG0001988	CAEEL02095	APOSC_25583, APOSC_25582
OG0001989	CAEEL20436	APOSC_18146, APOSC_17367
