Orthogroup	CAEEL	APOSC_ok
OG0003268	CAEEL00711	APOSC_18926
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	APOSC_01010
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	APOSC_23736
OG0003273	CAEEL08538	APOSC_20401, APOSC_15189, APOSC_15132, APOSC_16564, APOSC_05214, APOSC_09042, APOSC_18523, APOSC_15131, APOSC_08864
OG0003275	CAEEL01894	APOSC_26815
OG0003276	CAEEL05343	APOSC_08702, APOSC_01002, APOSC_13257
OG0003277	CAEEL10684	APOSC_07098, APOSC_19318
OG0003279	CAEEL09246	APOSC_03598
OG0003280	CAEEL20448	APOSC_08149
OG0003281	CAEEL19540	APOSC_22860, APOSC_22859
OG0003282	CAEEL04466	APOSC_22425, APOSC_22426
OG0003283	CAEEL10540	APOSC_05350
OG0003284	CAEEL20144	APOSC_08125
OG0003286	CAEEL11061	APOSC_28119
OG0003287	CAEEL09759	APOSC_11817, APOSC_11816
OG0003288	CAEEL07836	APOSC_08027, APOSC_08028
OG0003289	CAEEL00474	APOSC_25294
OG0003290	CAEEL07995, CAEEL07996	APOSC_22357
OG0003291	CAEEL07282	APOSC_19509
OG0003293	CAEEL09078	APOSC_18462
OG0003294	CAEEL08966, CAEEL08900	APOSC_08073, APOSC_03218
OG0003296	CAEEL07972	APOSC_07542, APOSC_20409
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	APOSC_19537
OG0003298	CAEEL00404	APOSC_05046, APOSC_05047
OG0003300	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626	APOSC_17961, APOSC_10134, APOSC_10022, APOSC_12616
OG0003301	CAEEL11183	APOSC_20684
OG0003302	CAEEL11405	APOSC_20273, APOSC_02476, APOSC_03947, APOSC_22845, APOSC_17191, APOSC_16365, APOSC_16978, APOSC_02616, APOSC_11566
OG0003303	CAEEL08080	APOSC_18665, APOSC_00584, APOSC_00585
OG0003306	CAEEL11131	APOSC_13804
OG0003307	CAEEL09527	APOSC_25176
OG0003309	CAEEL07134	APOSC_07262, APOSC_04916
OG0003311	CAEEL06729	APOSC_08614
OG0003316	CAEEL06426	APOSC_24704
OG0003317	CAEEL11191	APOSC_27860, APOSC_27859
OG0003318	CAEEL00777	APOSC_06088
OG0003320	CAEEL05307	APOSC_18916
OG0003323	CAEEL08557, CAEEL08556	APOSC_10997, APOSC_19153
OG0003325	CAEEL11598	APOSC_20628
OG0003327	CAEEL15863	APOSC_25953
OG0003330	CAEEL02745	APOSC_12519, APOSC_12520
OG0003331	CAEEL07758	APOSC_14662
OG0003332	CAEEL15994, CAEEL15100	APOSC_06501, APOSC_11037
OG0003333	CAEEL05869	APOSC_20676, APOSC_20675
OG0003335	CAEEL06219	APOSC_22973, APOSC_26808, APOSC_25100
OG0003336	CAEEL18158	APOSC_12100
OG0003337	CAEEL05608	APOSC_17322
OG0003340	CAEEL05767	APOSC_00595
OG0003341	CAEEL15411	APOSC_08089
OG0003343	CAEEL02966	APOSC_10154
OG0003344	CAEEL04271	APOSC_02014, APOSC_02015
OG0003348	CAEEL00995	APOSC_25980
OG0003349	CAEEL11343	APOSC_12458
OG0003354	CAEEL07057	APOSC_02148
OG0003356	CAEEL05068	APOSC_06969
OG0003357	CAEEL05202	APOSC_19085, APOSC_00799, APOSC_00798, APOSC_00797, APOSC_00800, APOSC_17048
OG0003358	CAEEL15398	APOSC_16536
OG0003359	CAEEL08412	APOSC_26597, APOSC_26598
OG0003360	CAEEL09119	APOSC_10951, APOSC_10952, APOSC_10953
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	APOSC_00516, APOSC_06798
OG0003364	CAEEL06262	APOSC_20943, APOSC_20944
OG0003366	CAEEL13316, CAEEL13290	APOSC_22846
OG0003368	CAEEL04652	APOSC_23104
OG0003369	CAEEL11911	APOSC_17312
OG0003370	CAEEL19630, CAEEL09274	APOSC_27440
OG0003372	CAEEL04956	APOSC_25151
OG0003374	CAEEL09698	APOSC_04421
OG0003375	CAEEL04860	APOSC_12301, APOSC_12302
OG0003377	CAEEL19646	APOSC_20950, APOSC_06534
OG0003378	CAEEL04638	APOSC_14216
OG0003380	CAEEL07698, CAEEL08643	APOSC_06475
OG0003384	CAEEL12353	APOSC_09692
OG0003386	CAEEL04616	APOSC_04892
OG0003387	CAEEL12649, CAEEL12648	APOSC_15335
OG0003392	CAEEL18713	APOSC_15035, APOSC_15037, APOSC_15038, APOSC_15036
OG0003394	CAEEL09212	APOSC_04303
OG0003419	CAEEL20583, CAEEL07865	APOSC_24829
OG0003421	CAEEL18393	APOSC_20464
OG0003425	CAEEL12188	APOSC_20861
OG0003426	CAEEL06462	APOSC_14543, APOSC_14542
OG0003429	CAEEL00390	APOSC_26522, APOSC_02739, APOSC_15613, APOSC_04157, APOSC_08528, APOSC_02740, APOSC_17184, APOSC_08273
OG0003430	CAEEL05290	APOSC_02277
OG0003431	CAEEL20649	APOSC_05302
OG0003433	CAEEL17744	APOSC_10843
OG0003434	CAEEL08434	APOSC_08572
OG0003435	CAEEL04157	APOSC_16233
OG0003443	CAEEL18884	APOSC_21858
OG0003444	CAEEL04842	APOSC_27190, APOSC_27191
OG0003448	CAEEL01220	APOSC_12959, APOSC_12960, APOSC_13687
OG0003450	CAEEL06420	APOSC_01467
OG0003451	CAEEL02776, CAEEL02805	APOSC_14787
OG0003452	CAEEL02730	APOSC_23506
OG0003453	CAEEL11697	APOSC_04336
OG0003454	CAEEL07771	APOSC_03485
OG0003455	CAEEL01134	APOSC_04973
OG0003456	CAEEL00212, CAEEL00213	APOSC_10391
OG0003457	CAEEL19244	APOSC_25499
OG0003459	CAEEL16050	APOSC_19131
OG0003460	CAEEL19133	APOSC_09556
OG0003461	CAEEL00702	APOSC_01453, APOSC_09700, APOSC_12570
OG0003462	CAEEL11837	APOSC_12605
OG0003463	CAEEL07464	APOSC_18574, APOSC_13277
OG0003464	CAEEL15673	APOSC_02590
OG0003465	CAEEL00222	APOSC_17657
OG0003466	CAEEL06482	APOSC_05316
OG0003467	CAEEL09664	APOSC_08484, APOSC_08485
OG0003468	CAEEL10655	APOSC_06032
OG0003472	CAEEL07680, CAEEL07681	APOSC_28983
OG0003475	CAEEL01731	APOSC_12044
OG0003477	CAEEL02502	APOSC_28136, APOSC_28137
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	APOSC_06956
OG0003479	CAEEL12384	APOSC_11579
OG0003480	CAEEL01792	APOSC_22791, APOSC_22792
OG0003486	CAEEL04926	APOSC_15150
OG0003487	CAEEL02123	APOSC_24508
OG0003489	CAEEL00223	APOSC_01163
OG0003491	CAEEL18627, CAEEL05479	APOSC_27592
OG0003496	CAEEL01506	APOSC_16107
OG0003498	CAEEL16452	APOSC_07920
OG0003500	CAEEL01330	APOSC_22294, APOSC_22295
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	APOSC_23234
OG0003502	CAEEL02400, CAEEL02281	APOSC_18703
OG0003503	CAEEL04457, CAEEL04454	APOSC_02298
OG0003505	CAEEL07950	APOSC_27791
OG0003506	CAEEL05248	APOSC_20588, APOSC_20589
OG0003507	CAEEL05679	APOSC_14632
OG0003508	CAEEL17418	APOSC_16687
OG0003509	CAEEL04891	APOSC_01600
OG0003511	CAEEL08351	APOSC_17361
OG0003513	CAEEL07182	APOSC_23790
OG0003514	CAEEL12733, CAEEL12734	APOSC_25842
OG0003515	CAEEL06636	APOSC_28363
OG0003517	CAEEL05196	APOSC_08762
OG0003518	CAEEL01719	APOSC_13189
OG0003519	CAEEL07239	APOSC_26019, APOSC_26017, APOSC_26018
OG0003522	CAEEL06276	APOSC_15737
OG0003523	CAEEL18694	APOSC_24946, APOSC_24945
OG0003524	CAEEL04264, CAEEL04265	APOSC_25697
OG0003526	CAEEL16001	APOSC_03620
OG0003528	CAEEL00365	APOSC_25058
OG0003531	CAEEL15168, CAEEL18062	APOSC_06749
OG0003532	CAEEL05027	APOSC_12900, APOSC_12899, APOSC_18857, APOSC_05700
OG0003538	CAEEL11099	APOSC_12153, APOSC_21059
OG0003539	CAEEL05895	APOSC_28124, APOSC_28123
OG0003541	CAEEL01632	APOSC_12528, APOSC_12526, APOSC_12527
OG0003542	CAEEL01115	APOSC_25446
OG0003543	CAEEL08637	APOSC_20594
OG0003544	CAEEL06236, CAEEL08896	APOSC_15667
OG0003545	CAEEL12984	APOSC_01423
OG0003548	CAEEL19888	APOSC_05144
OG0003550	CAEEL06728	APOSC_23937
OG0003551	CAEEL05919	APOSC_24999
OG0003552	CAEEL18151	APOSC_13079
OG0003554	CAEEL05099	APOSC_07264
OG0003556	CAEEL11919	APOSC_16589
OG0003560	CAEEL04113	APOSC_23803
OG0003561	CAEEL01643	APOSC_05634, APOSC_05633
OG0003562	CAEEL19208, CAEEL04183	APOSC_04504
OG0003563	CAEEL07782	APOSC_21769
OG0003564	CAEEL18104	APOSC_26128
OG0003566	CAEEL04245	APOSC_14118
OG0003567	CAEEL15549	APOSC_27651
OG0003569	CAEEL10722	APOSC_26818
OG0003570	CAEEL08761	APOSC_11684
OG0003571	CAEEL00659	APOSC_19334
OG0003573	CAEEL10174, CAEEL18886	APOSC_22721
OG0003577	CAEEL07169	APOSC_13313
OG0003578	CAEEL08037	APOSC_25298, APOSC_25297, APOSC_25299
OG0003579	CAEEL10103	APOSC_20893
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	APOSC_04452
OG0003582	CAEEL10165, CAEEL10958	APOSC_10258
OG0003597	CAEEL05204	APOSC_28836
OG0003598	CAEEL20069	APOSC_04757
OG0003599	CAEEL01022	APOSC_02977
OG0003604	CAEEL08873	APOSC_19879
OG0003606	CAEEL01180	APOSC_24339, APOSC_23931
OG0003607	CAEEL05764	APOSC_08230
OG0003611	CAEEL15351	APOSC_27392
OG0003612	CAEEL12107	APOSC_26359
OG0003613	CAEEL10330	APOSC_02881
OG0003615	CAEEL04572	APOSC_11360
OG0003618	CAEEL10379	APOSC_27107
OG0003619	CAEEL19948, CAEEL09130	APOSC_04035, APOSC_04036
OG0003620	CAEEL05074	APOSC_04440
OG0003621	CAEEL18738	APOSC_23124, APOSC_23123
OG0003623	CAEEL11847	APOSC_05900
OG0003624	CAEEL11456	APOSC_08169
OG0003629	CAEEL18064	APOSC_26137
OG0003630	CAEEL01945	APOSC_17756, APOSC_17755, APOSC_17757
OG0003632	CAEEL04287	APOSC_29018, APOSC_16472, APOSC_27508
OG0003638	CAEEL14206	APOSC_04672
OG0003639	CAEEL07019	APOSC_03331
OG0003640	CAEEL01151	APOSC_20632
OG0003641	CAEEL02290	APOSC_28507
OG0003644	CAEEL07060	APOSC_13766
OG0003645	CAEEL08952	APOSC_17297
OG0003647	CAEEL08061	APOSC_23544, APOSC_13796
OG0003649	CAEEL02106	APOSC_04280, APOSC_04281
OG0003650	CAEEL01596	APOSC_01121, APOSC_01120
OG0003652	CAEEL00198, CAEEL00197	APOSC_11361
OG0003655	CAEEL01543	APOSC_11993
OG0003656	CAEEL00717	APOSC_18739
OG0003657	CAEEL18724	APOSC_24280
OG0003658	CAEEL17892	APOSC_03798
OG0003659	CAEEL00820	APOSC_18860
OG0003661	CAEEL11758	APOSC_25047, APOSC_25048
OG0003664	CAEEL10164	APOSC_08966
OG0003667	CAEEL14775	APOSC_08066
OG0003668	CAEEL09161, CAEEL09163	APOSC_25254
OG0003669	CAEEL08786, CAEEL08784	APOSC_15477
OG0003672	CAEEL12653	APOSC_19065
OG0003677	CAEEL08632	APOSC_09551
OG0003678	CAEEL03764	APOSC_24849
OG0003679	CAEEL14380	APOSC_05717
OG0003680	CAEEL10627	APOSC_16106
OG0003681	CAEEL03276	APOSC_15622, APOSC_06679
OG0003683	CAEEL06697	APOSC_17206
OG0003686	CAEEL01983	APOSC_08575
OG0003688	CAEEL03025	APOSC_12988, APOSC_12989
OG0003689	CAEEL07514	APOSC_14402
OG0003690	CAEEL08798	APOSC_12760
OG0003692	CAEEL09322	APOSC_29035
OG0003693	CAEEL09517	APOSC_02780
OG0003694	CAEEL08779	APOSC_22584, APOSC_22583
OG0003695	CAEEL18980	APOSC_04824
OG0003696	CAEEL15341	APOSC_01727
OG0003697	CAEEL07546	APOSC_19087
OG0003698	CAEEL05872	APOSC_02793, APOSC_02794
OG0003700	CAEEL08489	APOSC_13023
OG0003701	CAEEL04838	APOSC_12893
OG0003702	CAEEL19917	APOSC_17129
OG0003704	CAEEL02747	APOSC_20184
OG0003708	CAEEL02697, CAEEL19979	APOSC_15736
OG0003710	CAEEL05057	APOSC_14492, APOSC_14493
OG0003712	CAEEL12274	APOSC_02385
OG0003716	CAEEL00239	APOSC_21311
OG0003718	CAEEL00456	APOSC_00053
OG0003719	CAEEL01088	APOSC_22019
OG0003721	CAEEL19092	APOSC_17333
OG0003724	CAEEL04996	APOSC_21114
OG0003725	CAEEL04639	APOSC_21258
OG0003727	CAEEL20128	APOSC_07996
OG0003729	CAEEL01397	APOSC_17222
OG0003731	CAEEL14842	APOSC_22671
OG0003732	CAEEL10948	APOSC_11996, APOSC_11995, APOSC_09876
OG0003733	CAEEL05542	APOSC_16729
OG0003734	CAEEL18003	APOSC_13258, APOSC_04893
OG0003735	CAEEL04830, CAEEL04829	APOSC_09644, APOSC_04977, APOSC_04976, APOSC_04975
OG0003736	CAEEL10845	APOSC_13821
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	APOSC_02922
OG0003739	CAEEL06789	APOSC_28370
OG0003740	CAEEL07837	APOSC_24391, APOSC_10911, APOSC_12585, APOSC_18389, APOSC_07561, APOSC_08481, APOSC_07560, APOSC_10879, APOSC_15112
OG0003741	CAEEL07870	APOSC_01091, APOSC_01092
OG0003743	CAEEL12238	APOSC_27109
OG0003745	CAEEL16018, CAEEL17606	APOSC_14669, APOSC_14668
OG0003746	CAEEL07398	APOSC_24125
OG0003747	CAEEL02767	APOSC_04812
OG0003748	CAEEL00242	APOSC_18301, APOSC_24509
OG0003749	CAEEL20507	APOSC_00198
OG0003750	CAEEL05076	APOSC_11143
OG0003752	CAEEL04520	APOSC_24363
OG0003753	CAEEL18657	APOSC_21092, APOSC_19186, APOSC_19185
OG0003754	CAEEL19668, CAEEL05669	APOSC_02726, APOSC_02725
OG0003755	CAEEL09173	APOSC_08866
OG0003756	CAEEL01606	APOSC_14136, APOSC_14135
OG0003758	CAEEL05748	APOSC_02734
OG0003759	CAEEL09625	APOSC_17081
OG0003761	CAEEL19863	APOSC_03791, APOSC_03790
OG0003764	CAEEL15954	APOSC_01401
OG0003766	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439	APOSC_09732
OG0003766	CAEEL02710	APOSC_21164
OG0003767	CAEEL07794	APOSC_23704
OG0003768	CAEEL07458	APOSC_28826
OG0003771	CAEEL18560, CAEEL05367	APOSC_21005
OG0003776	CAEEL14271	APOSC_27686, APOSC_02987, APOSC_01377
OG0003778	CAEEL10576	APOSC_25204
OG0003779	CAEEL12785	APOSC_23333, APOSC_23332, APOSC_23334
OG0003780	CAEEL20711	APOSC_24719
OG0003795	CAEEL09855	APOSC_01022
OG0003798	CAEEL11938	APOSC_08296
OG0003803	CAEEL19629	APOSC_17027
OG0003806	CAEEL10842	APOSC_10907, APOSC_13794, APOSC_10906, APOSC_27759
OG0003807	CAEEL06933	APOSC_00860, APOSC_00859
OG0003808	CAEEL08177	APOSC_06171, APOSC_06172
OG0003811	CAEEL07020	APOSC_28788, APOSC_28789
OG0003812	CAEEL07296	APOSC_18903
OG0003813	CAEEL10820	APOSC_14390
OG0003818	CAEEL15512	APOSC_12257
OG0003821	CAEEL09346	APOSC_20352
OG0003824	CAEEL17849	APOSC_04795, APOSC_04794
OG0003825	CAEEL18577	APOSC_18536
OG0003826	CAEEL02634	APOSC_17419
OG0003827	CAEEL04098	APOSC_07833
OG0003829	CAEEL08428	APOSC_19129
OG0003831	CAEEL08097	APOSC_04801, APOSC_16984, APOSC_00627, APOSC_18338, APOSC_25951, APOSC_17003
OG0003832	CAEEL11899	APOSC_12737
OG0003833	CAEEL05813, CAEEL14180	APOSC_14015, APOSC_26614
OG0003834	CAEEL00145	APOSC_25052
OG0003837	CAEEL11909, CAEEL11910	APOSC_12128
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	APOSC_00842
OG0003839	CAEEL11415	APOSC_26720
OG0003840	CAEEL01767	APOSC_03583
OG0003841	CAEEL10859, CAEEL18915	APOSC_15694
OG0003843	CAEEL14293	APOSC_17245, APOSC_07123, APOSC_07122
OG0003844	CAEEL02775	APOSC_16163, APOSC_16164, APOSC_06586, APOSC_27111, APOSC_16165
OG0003846	CAEEL00811, CAEEL18648	APOSC_01229
OG0003847	CAEEL06874	APOSC_00975, APOSC_05469
OG0003848	CAEEL08837	APOSC_12433
OG0003850	CAEEL11705	APOSC_06463
OG0003851	CAEEL08777	APOSC_27756
OG0003852	CAEEL00155	APOSC_27352
OG0003853	CAEEL13793	APOSC_04073
OG0003854	CAEEL01789	APOSC_14713
OG0003856	CAEEL07428	APOSC_18475, APOSC_18474, APOSC_18473, APOSC_18472
OG0003857	CAEEL19675	APOSC_04358
OG0003858	CAEEL06932	APOSC_25588
OG0003863	CAEEL18943	APOSC_19667
OG0003864	CAEEL01846	APOSC_02644, APOSC_02643
OG0003865	CAEEL02514	APOSC_28988
OG0003866	CAEEL00295	APOSC_22466
OG0003867	CAEEL15761	APOSC_04424
OG0003868	CAEEL18485	APOSC_27663
OG0003869	CAEEL00094	APOSC_00347, APOSC_00348
OG0003870	CAEEL17745	APOSC_17219
OG0003872	CAEEL14869	APOSC_02701
OG0003873	CAEEL07437	APOSC_19201
OG0003875	CAEEL00868	APOSC_05969
OG0003876	CAEEL04369	APOSC_09137
OG0003877	CAEEL18175	APOSC_00794, APOSC_00795, APOSC_00278
OG0003879	CAEEL00338, CAEEL01399	APOSC_27983, APOSC_26925
OG0003881	CAEEL12169	APOSC_23136
OG0003884	CAEEL01060	APOSC_05090
OG0003885	CAEEL01791	APOSC_18039
OG0003886	CAEEL10383	APOSC_23174
OG0003887	CAEEL09446	APOSC_03357
OG0003892	CAEEL11760	APOSC_27794, APOSC_27793
OG0003893	CAEEL05797	APOSC_23559
OG0003894	CAEEL01425	APOSC_10489, APOSC_10490, APOSC_19937
OG0003895	CAEEL15379	APOSC_12472
OG0003897	CAEEL07613	APOSC_21763
OG0003898	CAEEL05728	APOSC_19432
OG0003900	CAEEL08813	APOSC_04165
OG0003901	CAEEL00786, CAEEL18671	APOSC_21632
OG0003902	CAEEL07968, CAEEL07686	APOSC_11133, APOSC_27071, APOSC_23314, APOSC_23315, APOSC_10549, APOSC_08442, APOSC_08441, APOSC_08440
OG0003904	CAEEL00419	APOSC_15257
OG0003906	CAEEL00814	APOSC_08587
OG0003910	CAEEL08553	APOSC_21565
OG0003911	CAEEL20590	APOSC_27900, APOSC_05120
OG0003912	CAEEL02731	APOSC_15763, APOSC_28939
OG0003913	CAEEL05199	APOSC_05119
OG0003915	CAEEL04887	APOSC_24329, APOSC_24330
OG0003916	CAEEL07068	APOSC_10822
OG0003917	CAEEL07507	APOSC_06187
OG0003918	CAEEL11925, CAEEL11924	APOSC_02265
OG0003920	CAEEL00358	APOSC_10746
OG0003921	CAEEL14832, CAEEL18358	APOSC_12515, APOSC_12516
OG0003922	CAEEL11421, CAEEL11420	APOSC_11194, APOSC_28594
OG0003923	CAEEL08718	APOSC_27950
OG0003924	CAEEL01297	APOSC_06886, APOSC_06885
OG0003925	CAEEL04108	APOSC_07611
OG0003926	CAEEL10754, CAEEL19332	APOSC_26826
OG0003929	CAEEL00949	APOSC_06476
OG0003930	CAEEL05047	APOSC_13770, APOSC_13771
OG0003931	CAEEL15548	APOSC_13164, APOSC_13163, APOSC_13162
OG0003932	CAEEL12182, CAEEL12183	APOSC_27565, APOSC_27566
OG0003933	CAEEL11609	APOSC_18503
OG0003934	CAEEL10046	APOSC_16202
OG0003936	CAEEL00465	APOSC_20913, APOSC_20914
OG0003937	CAEEL19289	APOSC_15204
OG0003938	CAEEL07167	APOSC_18586, APOSC_24798, APOSC_19288
OG0003939	CAEEL04128	APOSC_20627
OG0003943	CAEEL00131	APOSC_15785
OG0003944	CAEEL05219	APOSC_04799
OG0003945	CAEEL17988	APOSC_03054
OG0003946	CAEEL18782	APOSC_04056
OG0003947	CAEEL16177	APOSC_09900
OG0003949	CAEEL02494	APOSC_07284
OG0003950	CAEEL05823	APOSC_26777, APOSC_26776
OG0003951	CAEEL10367	APOSC_02492
OG0003954	CAEEL11860	APOSC_02411, APOSC_02412, APOSC_02413
OG0003955	CAEEL08204	APOSC_20455
OG0003959	CAEEL18903	APOSC_17473
OG0003960	CAEEL19635	APOSC_21635
OG0003961	CAEEL10706	APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945
OG0003964	CAEEL20597	APOSC_02451
OG0003965	CAEEL09858, CAEEL18478	APOSC_27311, APOSC_04938, APOSC_21685
OG0003967	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713	APOSC_26278, APOSC_00755
OG0003968	CAEEL18441	APOSC_18591
OG0003969	CAEEL01428, CAEEL15342	APOSC_28380
OG0003970	CAEEL00141, CAEEL08636	APOSC_12020, APOSC_03630, APOSC_20767, APOSC_12019
OG0003971	CAEEL03035	APOSC_13871, APOSC_13872
OG0003972	CAEEL09414	APOSC_12719
OG0003973	CAEEL17822	APOSC_26122
OG0003976	CAEEL09819	APOSC_10421, APOSC_09389, APOSC_19130
OG0003999	CAEEL08414	APOSC_26670, APOSC_28991
OG0004000	CAEEL02254	APOSC_16851, APOSC_16850
OG0004004	CAEEL09931	APOSC_12248
OG0004005	CAEEL09757	APOSC_22073
OG0004007	CAEEL08380, CAEEL20738	APOSC_15413
OG0004009	CAEEL10425	APOSC_06993
OG0004010	CAEEL11606	APOSC_29079
OG0004012	CAEEL08889	APOSC_16235
OG0004015	CAEEL03765	APOSC_17115, APOSC_17114
OG0004017	CAEEL08935	APOSC_19336
OG0004021	CAEEL07321	APOSC_11091
OG0004023	CAEEL00807	APOSC_09668
OG0004025	CAEEL20824	APOSC_18540
OG0004027	CAEEL07583	APOSC_22364, APOSC_17364
OG0004028	CAEEL11434	APOSC_12300
OG0004031	CAEEL15887	APOSC_23905
OG0004032	CAEEL15185	APOSC_10005
OG0004033	CAEEL15848	APOSC_11152
OG0004035	CAEEL06509	APOSC_20229
OG0004036	CAEEL05364	APOSC_26656
OG0004037	CAEEL05545	APOSC_28831
OG0004038	CAEEL04280	APOSC_01523
OG0004041	CAEEL06388	APOSC_21580
OG0004042	CAEEL00958	APOSC_19825
OG0004044	CAEEL07379	APOSC_05770
OG0004047	CAEEL19277, CAEEL00270	APOSC_21433
OG0004048	CAEEL05729	APOSC_03269
OG0004051	CAEEL06861	APOSC_25343
OG0004052	CAEEL02741	APOSC_23309
OG0004053	CAEEL01273	APOSC_19964
OG0004054	CAEEL15244	APOSC_22506
OG0004056	CAEEL01652	APOSC_26145, APOSC_12387
OG0004057	CAEEL03603	APOSC_25009
OG0004059	CAEEL14867	APOSC_17749
OG0004061	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319	APOSC_15590
OG0004063	CAEEL02350	APOSC_25045
OG0004064	CAEEL00654	APOSC_04465
OG0004065	CAEEL05056	APOSC_27712
OG0004067	CAEEL02869	APOSC_24467
OG0004068	CAEEL10640	APOSC_03690, APOSC_21467, APOSC_17543, APOSC_26334, APOSC_26328, APOSC_08080, APOSC_18086, APOSC_17542
OG0004071	CAEEL00928	APOSC_26899
OG0004072	CAEEL09095, CAEEL07075	APOSC_16871
OG0004076	CAEEL07566	APOSC_17521
OG0004080	CAEEL12810	APOSC_26211, APOSC_26210
OG0004081	CAEEL18163	APOSC_09127
OG0004084	CAEEL14072	APOSC_14613
OG0004085	CAEEL04587	APOSC_16126
OG0004087	CAEEL07761	APOSC_05303
OG0004089	CAEEL11769, CAEEL11770	APOSC_13671
OG0004090	CAEEL02918	APOSC_23195, APOSC_23133, APOSC_03622, APOSC_14816, APOSC_24285, APOSC_20269, APOSC_12223
OG0004091	CAEEL04573	APOSC_20232, APOSC_12845
OG0004092	CAEEL07326	APOSC_18299
OG0004093	CAEEL18523	APOSC_16358
OG0004095	CAEEL02755	APOSC_23518, APOSC_16725
OG0004096	CAEEL09363	APOSC_13674
OG0004097	CAEEL05789	APOSC_02415, APOSC_15719
OG0004098	CAEEL05361	APOSC_08501, APOSC_08500
OG0004099	CAEEL07071	APOSC_18713
OG0004100	CAEEL19773	APOSC_15294
OG0004101	CAEEL10753	APOSC_13319
OG0004102	CAEEL20123	APOSC_25199
OG0004104	CAEEL04801	APOSC_18419
OG0004105	CAEEL05115	APOSC_20157, APOSC_20158
OG0004106	CAEEL04225	APOSC_10773
OG0004110	CAEEL01260	APOSC_06208, APOSC_11200
OG0004112	CAEEL00522	APOSC_07040
OG0004113	CAEEL09663	APOSC_14445
OG0004114	CAEEL13365	APOSC_10050
OG0004115	CAEEL05975	APOSC_10833
OG0004116	CAEEL17798	APOSC_01511, APOSC_01512
OG0004118	CAEEL09754	APOSC_06300
OG0004119	CAEEL00177	APOSC_04401, APOSC_04402
OG0004120	CAEEL09396	APOSC_26476, APOSC_11774, APOSC_09682, APOSC_11750, APOSC_22566, APOSC_22567, APOSC_22568
OG0004121	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569	APOSC_26762
OG0004122	CAEEL20018	APOSC_10900, APOSC_03202, APOSC_03201, APOSC_03203
OG0004123	CAEEL05731	APOSC_21789, APOSC_21790
OG0004124	CAEEL02724, CAEEL02723	APOSC_08825
OG0004127	CAEEL19955, CAEEL18275, CAEEL06860	APOSC_07047
OG0004130	CAEEL02356	APOSC_15010
OG0004133	CAEEL05363	APOSC_04232
OG0004134	CAEEL07495	APOSC_03000
OG0004135	CAEEL19516	APOSC_06031
OG0004136	CAEEL04479	APOSC_21530
OG0004137	CAEEL00169, CAEEL00170	APOSC_00636
OG0004142	CAEEL10168	APOSC_18291, APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815
OG0004144	CAEEL00709	APOSC_00660
OG0004145	CAEEL14333	APOSC_15326
OG0004147	CAEEL07109	APOSC_19122
OG0004148	CAEEL07951	APOSC_15043, APOSC_15044
OG0004151	CAEEL01499	APOSC_00107
OG0004153	CAEEL11562	APOSC_08022
OG0004156	CAEEL05393	APOSC_06425
OG0004158	CAEEL00394	APOSC_10209
OG0004159	CAEEL16103	APOSC_12951
OG0004160	CAEEL08700	APOSC_03754
OG0004161	CAEEL18958	APOSC_20917
OG0004164	CAEEL10119	APOSC_18496
OG0004166	CAEEL04359	APOSC_13131
OG0004167	CAEEL14218	APOSC_00650
OG0004168	CAEEL08233	APOSC_04235
OG0004169	CAEEL01556	APOSC_25303
OG0004170	CAEEL10605	APOSC_18036, APOSC_03003
OG0004171	CAEEL11852	APOSC_27996, APOSC_27995
OG0004176	CAEEL01489	APOSC_27087
OG0004178	CAEEL09854	APOSC_21497
OG0004179	CAEEL10656	APOSC_26029
OG0004180	CAEEL08381	APOSC_05627
OG0004181	CAEEL13830	APOSC_19299
OG0004182	CAEEL14269	APOSC_22372, APOSC_24923
OG0004184	CAEEL15780, CAEEL15781	APOSC_01611
OG0004185	CAEEL19854	APOSC_24657
OG0004186	CAEEL13926	APOSC_12750
OG0004187	CAEEL02068	APOSC_18178
OG0004188	CAEEL15410	APOSC_19051
OG0004189	CAEEL17811	APOSC_00415
OG0004215	CAEEL08870	APOSC_16447
OG0004216	CAEEL02995	APOSC_18234
OG0004217	CAEEL08020	APOSC_15366, APOSC_15365
