source	target	weight
TCONS_00030624	TCONS_00003894	0.0033809599999999884
TCONS_00028953	TCONS_00026219	0.9344325
TCONS_00045354	TCONS_00015665	0.9344329
TCONS_00057143	TCONS_00047773	0.9344335
TCONS_00011491	TCONS_00051202	0.008690230000000021
TCONS_00057143	TCONS_00007513	0.93443763
TCONS_00014206	TCONS_00003612	0.9344391
TCONS_00045354	TCONS_00009373	0.93444
TCONS_00057143	TCONS_00031698	0.93444246
TCONS_00006235	TCONS_00053291	0.93444574
TCONS_00009689	TCONS_00006495	0.9344482
TCONS_00021202	TCONS_00009676	0.9344491
TCONS_00011489	TCONS_00056040	0.9344513
TCONS_00028953	TCONS_00045407	0.9344517
TCONS_00041694	TCONS_00020195	0.93445194
TCONS_00041694	TCONS_00048758	0.93445265
TCONS_00006235	TCONS_00045377	0.9344533
TCONS_00009611	TCONS_00048612	0.93445534
TCONS_00021202	TCONS_00039917	0.9344579
TCONS_00041694	TCONS_00031070	0.9344596
TCONS_00009689	TCONS_00029227	0.93446
TCONS_00047299	TCONS_00021701	0.9344608
TCONS_00021202	TCONS_00056405	0.934461
TCONS_00009689	TCONS_00008058	0.9344636
TCONS_00041695	TCONS_00043254	0.057550670000000026
TCONS_00009689	TCONS_00051254	0.93446505
TCONS_00027932	TCONS_00043707	0.9344652
TCONS_00021202	TCONS_00000121	0.9344678
TCONS_00045354	TCONS_00005425	0.9344679
TCONS_00021998	TCONS_00009253	0.93446803
TCONS_00056455	TCONS_00052265	0.93446934
TCONS_00021202	TCONS_00010910	0.9344722
TCONS_00021998	TCONS_00037583	0.9344748
TCONS_00028953	TCONS_00037584	0.93447554
TCONS_00045275	TCONS_00014149	0.9344762
TCONS_00009611	TCONS_00019158	0.9344779
TCONS_00041694	TCONS_00054857	0.93447906
TCONS_00057143	TCONS_00024074	0.9344793
TCONS_00045354	TCONS_00053895	0.9344805
TCONS_00030624	TCONS_00006497	0.9344806
TCONS_00028953	TCONS_00037094	0.93448114
TCONS_00011489	TCONS_00045051	0.93448126
TCONS_00006235	TCONS_00012390	0.04153953999999993
TCONS_00054588	TCONS_00030410	0.93448436
TCONS_00057143	TCONS_00002547	0.9344849
TCONS_00020167	TCONS_00010164	0.044001159999999984
TCONS_00011580	TCONS_00054329	0.93449014
TCONS_00037097	TCONS_00042715	0.93449014
TCONS_00028953	TCONS_00053785	0.9344911
TCONS_00020167	TCONS_00047376	0.9344935
TCONS_00006235	TCONS_00007005	0.9344946
TCONS_00009611	TCONS_00015665	0.9344962
TCONS_00045275	TCONS_00019680	0.033230369999999954
TCONS_00041694	TCONS_00044148	0.93450147
TCONS_00057143	TCONS_00051574	0.93450415
TCONS_00027932	TCONS_00023533	0.93450415
TCONS_00047299	TCONS_00053708	0.9345059
TCONS_00021998	TCONS_00052139	0.9345091
TCONS_00014206	TCONS_00008906	0.93450975
TCONS_00041695	TCONS_00008916	0.040474300000000074
TCONS_00021202	TCONS_00034983	0.9345141
TCONS_00011491	TCONS_00045626	0.050499659999999946
TCONS_00021202	TCONS_00011868	0.93451416
TCONS_00009611	TCONS_00027604	0.05766899999999997
TCONS_00011489	TCONS_00055759	0.9345158
TCONS_00011491	TCONS_00046120	0.030356800000000073
TCONS_00019617	TCONS_00057205	0.9345189
TCONS_00045275	TCONS_00020597	0.009143670000000048
TCONS_00021202	TCONS_00012002	0.93452287
TCONS_00019617	TCONS_00044055	0.93452567
TCONS_00021994	TCONS_00043960	0.057781259999999945
TCONS_00001951	TCONS_00054282	0.006318089999999943
TCONS_00045354	TCONS_00039977	0.934531
TCONS_00047299	TCONS_00037584	0.006585350000000045
TCONS_00014206	TCONS_00052761	0.9345321
TCONS_00021998	TCONS_00021310	0.9345322
TCONS_00037097	TCONS_00012715	0.93453306
TCONS_00021202	TCONS_00020601	0.93453413
TCONS_00027932	TCONS_00008044	0.9345356
TCONS_00027932	TCONS_00028717	0.934536
TCONS_00027932	TCONS_00042430	0.93453777
TCONS_00009611	TCONS_00018080	0.9345384
TCONS_00045354	TCONS_00001080	0.9345391
TCONS_00041695	TCONS_00030971	0.93453985
TCONS_00045354	TCONS_00020074	0.9345408
TCONS_00011489	TCONS_00007992	0.93454105
TCONS_00011489	TCONS_00002895	0.9345418
TCONS_00045354	TCONS_00052055	0.9345445
TCONS_00053431	TCONS_00056683	0.9345469
TCONS_00047299	TCONS_00008016	0.9345526
TCONS_00021202	TCONS_00027134	0.9345531
TCONS_00011491	TCONS_00047444	0.051005099999999914
TCONS_00011491	TCONS_00040485	0.93455464
TCONS_00009611	TCONS_00004419	0.9345547
TCONS_00045354	TCONS_00026088	0.93455666
TCONS_00014206	TCONS_00012715	0.93455863
TCONS_00041695	TCONS_00048042	0.03838467000000001
TCONS_00055417	TCONS_00025327	0.93456334
TCONS_00014249	TCONS_00051923	0.02427206999999998
TCONS_00045275	TCONS_00014556	0.039201229999999976
TCONS_00006235	TCONS_00027508	0.93456846
TCONS_00042488	TCONS_00019208	0.9345685
TCONS_00053431	TCONS_00046802	0.93456894
TCONS_00045275	TCONS_00015707	0.010237869999999982
TCONS_00021998	TCONS_00047934	0.93457335
TCONS_00041695	TCONS_00031031	0.9345736
TCONS_00027932	TCONS_00012275	0.93457407
TCONS_00009611	TCONS_00050792	0.93457407
TCONS_00009611	TCONS_00014217	0.05654530000000002
TCONS_00045354	TCONS_00009042	0.93458205
TCONS_00027932	TCONS_00008504	0.9345821
TCONS_00020167	TCONS_00030626	0.93458253
TCONS_00009611	TCONS_00025276	0.042096259999999996
TCONS_00027932	TCONS_00011082	0.93458456
TCONS_00030624	TCONS_00008036	0.017761949999999915
TCONS_00021998	TCONS_00021418	0.93458956
TCONS_00027932	TCONS_00048368	0.93459
TCONS_00027932	TCONS_00008495	0.9345905
TCONS_00027932	TCONS_00011650	0.9345923
TCONS_00021202	TCONS_00053285	0.9345926
TCONS_00020167	TCONS_00050937	0.03310795
TCONS_00021202	TCONS_00032791	0.9345984
TCONS_00019617	TCONS_00056790	0.93459904
TCONS_00021202	TCONS_00029913	0.9345992
TCONS_00027932	TCONS_00002996	0.93460053
TCONS_00037097	TCONS_00052266	0.93460083
TCONS_00045354	TCONS_00018018	0.9346027
TCONS_00047299	TCONS_00022414	0.0016038999999999914
TCONS_00041694	TCONS_00050689	0.9346046
TCONS_00057143	TCONS_00016768	0.9346083
TCONS_00009689	TCONS_00015008	0.9346103
TCONS_00045275	TCONS_00020313	0.0011700000000000044
TCONS_00009611	TCONS_00026252	0.9346126
TCONS_00045275	TCONS_00009053	0.9346126
TCONS_00020167	TCONS_00011567	0.046850549999999935
TCONS_00009611	TCONS_00034837	0.93461347
TCONS_00009611	TCONS_00030570	0.93461376
TCONS_00006235	TCONS_00028196	0.9346139
TCONS_00009689	TCONS_00057205	0.9346144
TCONS_00045275	TCONS_00019944	0.014570340000000015
TCONS_00021998	TCONS_00049467	0.93461496
TCONS_00041694	TCONS_00014370	0.9346152
TCONS_00018547	TCONS_00017291	0.93461585
TCONS_00009689	TCONS_00023794	0.9346159
TCONS_00028953	TCONS_00032888	0.93461686
TCONS_00045275	TCONS_00050034	0.009313950000000015
TCONS_00053431	TCONS_00030001	0.0351431499999999
TCONS_00045354	TCONS_00009521	0.93462497
TCONS_00021994	TCONS_00052874	0.9346255
TCONS_00018547	TCONS_00041695	0.9346278
TCONS_00054588	TCONS_00045275	0.93462986
TCONS_00021998	TCONS_00021470	0.9346309
TCONS_00045275	TCONS_00041915	0.93463194
TCONS_00057143	TCONS_00003020	0.93463296
TCONS_00037097	TCONS_00022583	0.9346398
TCONS_00011491	TCONS_00039818	0.93464375
TCONS_00018547	TCONS_00000128	0.93464434
TCONS_00041695	TCONS_00036436	0.9346445
TCONS_00045354	TCONS_00022298	0.9346449
TCONS_00021994	TCONS_00044888	0.034924899999999925
TCONS_00045354	TCONS_00016604	0.934646
TCONS_00047299	TCONS_00054929	0.0202266499999999
TCONS_00011489	TCONS_00026109	0.93464726
TCONS_00021998	TCONS_00052215	0.9346485
TCONS_00011580	TCONS_00029624	0.9346485
TCONS_00011491	TCONS_00028211	0.041576559999999985
TCONS_00021994	TCONS_00010281	0.93465984
TCONS_00011491	TCONS_00051197	0.93466
TCONS_00021994	TCONS_00051822	0.0043876600000000154
TCONS_00030624	TCONS_00001790	0.01573229999999992
TCONS_00027932	TCONS_00021749	0.93466306
TCONS_00021994	TCONS_00045868	0.9346663
TCONS_00018547	TCONS_00057120	0.9346686
TCONS_00045354	TCONS_00047873	0.9346713
TCONS_00041694	TCONS_00053261	0.934673
TCONS_00027932	TCONS_00034795	0.9346732
TCONS_00009689	TCONS_00005605	0.93467695
TCONS_00021202	TCONS_00013390	0.9346781
TCONS_00055417	TCONS_00030413	0.01892724999999995
TCONS_00030624	TCONS_00010726	0.057606859999999926
TCONS_00018547	TCONS_00031080	0.9346796
TCONS_00021994	TCONS_00031180	0.015531740000000016
TCONS_00021994	TCONS_00030961	0.9346846
TCONS_00047299	TCONS_00024127	0.05071052999999992
TCONS_00054588	TCONS_00048934	0.9346866
TCONS_00045354	TCONS_00056543	0.9346881
TCONS_00018547	TCONS_00053189	0.9346882
TCONS_00009611	TCONS_00003642	0.9346924
TCONS_00045354	TCONS_00056410	0.9346932
TCONS_00021202	TCONS_00017266	0.9346957
TCONS_00027932	TCONS_00007247	0.9346988
TCONS_00055417	TCONS_00012104	0.004380400000000062
TCONS_00021202	TCONS_00055003	0.93469983
TCONS_00055417	TCONS_00048456	0.0060698999999999614
TCONS_00028953	TCONS_00054929	0.93470055
TCONS_00045354	TCONS_00014672	0.9347009
TCONS_00028953	TCONS_00008016	0.9347043
TCONS_00028953	TCONS_00050691	0.9347043
TCONS_00045354	TCONS_00011336	0.9347044
TCONS_00011491	TCONS_00019680	0.9347067
TCONS_00037097	TCONS_00003612	0.9347067
TCONS_00009611	TCONS_00022208	0.050965999999999956
TCONS_00020167	TCONS_00029082	0.9347082
TCONS_00045275	TCONS_00008904	0.012604469999999979
TCONS_00020167	TCONS_00017547	0.9347108
TCONS_00021202	TCONS_00055417	0.9347141
TCONS_00009611	TCONS_00050689	0.9347171
TCONS_00009611	TCONS_00044218	0.934718
TCONS_00001951	TCONS_00044055	0.04742500000000005
TCONS_00011491	TCONS_00010891	0.050719620000000076
TCONS_00028953	TCONS_00004451	0.93472195
TCONS_00021202	TCONS_00050672	0.93472487
TCONS_00019617	TCONS_00037671	0.93472743
TCONS_00045354	TCONS_00007514	0.9347288
TCONS_00011491	TCONS_00046401	0.010621439999999982
TCONS_00028953	TCONS_00024697	0.9347312
TCONS_00045354	TCONS_00041961	0.9347315
TCONS_00045354	TCONS_00037499	0.93473244
TCONS_00019617	TCONS_00052646	0.9347348
TCONS_00028953	TCONS_00013566	0.9347379
TCONS_00045354	TCONS_00054331	0.93473995
TCONS_00041694	TCONS_00037000	0.0537417
TCONS_00041694	TCONS_00009756	0.9347432
TCONS_00027932	TCONS_00009041	0.9347444
TCONS_00045275	TCONS_00027968	0.009458500000000036
TCONS_00011491	TCONS_00052038	0.05763607999999998
TCONS_00021994	TCONS_00028238	0.01551526000000003
TCONS_00009689	TCONS_00053574	0.9347506
TCONS_00021202	TCONS_00015892	0.9347536
TCONS_00028953	TCONS_00027569	0.9347551
TCONS_00037097	TCONS_00032031	0.9347554
TCONS_00021998	TCONS_00030971	0.9347575
TCONS_00009611	TCONS_00047963	0.93475974
TCONS_00027932	TCONS_00028766	0.9347606
TCONS_00057143	TCONS_00000199	0.9347608
TCONS_00009611	TCONS_00016725	0.9347635
TCONS_00054588	TCONS_00055755	0.9347638
TCONS_00021998	TCONS_00047444	0.9347644
TCONS_00014206	TCONS_00032031	0.9347644
TCONS_00028953	TCONS_00030374	0.93476474
TCONS_00014249	TCONS_00032650	0.934766
TCONS_00045354	TCONS_00011698	0.9347681
TCONS_00021998	TCONS_00050735	0.9347689
TCONS_00021998	TCONS_00042618	0.9347696
TCONS_00028953	TCONS_00022899	0.9347708
TCONS_00011489	TCONS_00049776	0.93477273
TCONS_00055417	TCONS_00004961	0.9347764
TCONS_00006235	TCONS_00026389	0.9347785
TCONS_00027932	TCONS_00014028	0.93477917
TCONS_00028953	TCONS_00019581	0.9347814
TCONS_00028953	TCONS_00012670	0.93478173
TCONS_00041695	TCONS_00047986	0.93478346
TCONS_00054588	TCONS_00018638	0.9347899
TCONS_00053431	TCONS_00020737	0.040323599999999904
TCONS_00020167	TCONS_00030978	0.93479484
TCONS_00019617	TCONS_00021202	0.93479615
TCONS_00021202	TCONS_00014361	0.93479747
TCONS_00027932	TCONS_00016891	0.9347986
TCONS_00055417	TCONS_00045404	0.011750200000000044
TCONS_00009611	TCONS_00028058	0.9348013
TCONS_00009689	TCONS_00029689	0.9348015
TCONS_00006235	TCONS_00004419	0.9348021
TCONS_00009611	TCONS_00007054	0.9348058
TCONS_00006235	TCONS_00028627	0.93480664
TCONS_00041694	TCONS_00042095	0.9348082
TCONS_00054588	TCONS_00012353	0.93480897
TCONS_00021994	TCONS_00010306	0.934809
TCONS_00045354	TCONS_00016805	0.93481106
TCONS_00020167	TCONS_00011541	0.036766100000000024
TCONS_00019617	TCONS_00031698	0.9348137
TCONS_00009689	TCONS_00029057	0.9348154
TCONS_00041695	TCONS_00010763	0.9348155
TCONS_00057143	TCONS_00029000	0.9348159
TCONS_00054588	TCONS_00053391	0.934817
TCONS_00011489	TCONS_00028069	0.9348173
TCONS_00011491	TCONS_00029577	0.93481797
TCONS_00006235	TCONS_00000403	0.93482023
TCONS_00011489	TCONS_00031453	0.93482035
TCONS_00047299	TCONS_00037487	0.0404409
TCONS_00006235	TCONS_00017224	0.9348218
TCONS_00045354	TCONS_00055129	0.9348239
TCONS_00045275	TCONS_00009253	0.04446812999999994
TCONS_00041694	TCONS_00001307	0.9348261
TCONS_00027932	TCONS_00052514	0.93482846
TCONS_00021202	TCONS_00002305	0.93482965
TCONS_00041694	TCONS_00037790	0.93482995
TCONS_00045275	TCONS_00037583	0.93483067
TCONS_00009611	TCONS_00021914	0.93483114
TCONS_00021994	TCONS_00000635	0.006531900000000035
TCONS_00021202	TCONS_00004980	0.93483657
TCONS_00045354	TCONS_00020160	0.9348378
TCONS_00057143	TCONS_00053896	0.9348418
TCONS_00019617	TCONS_00029548	0.93484235
TCONS_00021202	TCONS_00014970	0.9348435
TCONS_00027932	TCONS_00022938	0.934844
TCONS_00009689	TCONS_00056668	0.9348488
TCONS_00045354	TCONS_00026671	0.93484896
TCONS_00037097	TCONS_00046122	0.93484914
TCONS_00011489	TCONS_00040352	0.93485034
TCONS_00047299	TCONS_00039538	0.034205299999999994
TCONS_00006235	TCONS_00044635	0.9348516
TCONS_00011489	TCONS_00019691	0.93485206
TCONS_00027932	TCONS_00049528	0.9348564
TCONS_00041694	TCONS_00013728	0.9348578
TCONS_00041694	TCONS_00043433	0.9348597
TCONS_00042488	TCONS_00042715	0.0019082400000000055
TCONS_00014206	TCONS_00022583	0.9348627
TCONS_00011491	TCONS_00012740	0.9348628
TCONS_00041695	TCONS_00015610	0.9348648
TCONS_00045275	TCONS_00052139	0.018253999999999992
TCONS_00030624	TCONS_00031729	0.93486613
TCONS_00021998	TCONS_00051631	0.93486726
TCONS_00021998	TCONS_00036202	0.9348679
TCONS_00018547	TCONS_00000577	0.9348721
TCONS_00011491	TCONS_00045439	0.9348723
TCONS_00041695	TCONS_00050625	0.03132900000000005
TCONS_00021994	TCONS_00030196	0.052112600000000064
TCONS_00045354	TCONS_00010320	0.93487483
TCONS_00009689	TCONS_00027226	0.9348749
TCONS_00014206	TCONS_00046122	0.9348756
TCONS_00055417	TCONS_00013831	0.008274800000000027
TCONS_00021998	TCONS_00028638	0.93487644
TCONS_00037097	TCONS_00008145	0.9348777
TCONS_00014206	TCONS_00051437	0.9348798
TCONS_00041695	TCONS_00026284	0.9348802
TCONS_00009689	TCONS_00051236	0.9348831
TCONS_00057143	TCONS_00027634	0.9348896
TCONS_00018547	TCONS_00024598	0.93489075
TCONS_00021998	TCONS_00012061	0.93489075
TCONS_00021202	TCONS_00027920	0.9348923
TCONS_00020167	TCONS_00045407	0.93489337
TCONS_00028953	TCONS_00042105	0.93489844
TCONS_00011491	TCONS_00046671	0.04534579999999999
TCONS_00027932	TCONS_00029645	0.93490446
TCONS_00006235	TCONS_00051943	0.93490493
TCONS_00009611	TCONS_00019245	0.9349068
TCONS_00041694	TCONS_00030513	0.93490785
TCONS_00021994	TCONS_00031689	0.0028507400000000738
TCONS_00006235	TCONS_00009756	0.04421439999999999
TCONS_00011491	TCONS_00053625	0.048905960000000026
TCONS_00047299	TCONS_00047595	0.03404399999999996
TCONS_00037097	TCONS_00023662	0.9349137
TCONS_00006235	TCONS_00009918	0.056237739999999925
TCONS_00021998	TCONS_00029577	0.9349169
TCONS_00057143	TCONS_00037037	0.9349179
TCONS_00021998	TCONS_00030290	0.9349188
TCONS_00041695	TCONS_00049781	0.9349255
TCONS_00027932	TCONS_00049680	0.9349281
TCONS_00021994	TCONS_00031421	0.044302880000000044
TCONS_00045275	TCONS_00047934	0.02746504999999999
TCONS_00006235	TCONS_00029682	0.9349306
TCONS_00053431	TCONS_00006191	0.047246599999999916
TCONS_00021994	TCONS_00017780	0.0028215000000000323
TCONS_00041695	TCONS_00021749	0.022287999999999974
TCONS_00021998	TCONS_00047302	0.9349345
TCONS_00011489	TCONS_00007513	0.9349345
TCONS_00037097	TCONS_00016209	0.93493515
TCONS_00041695	TCONS_00018925	0.93493533
TCONS_00054588	TCONS_00006190	0.9349377
TCONS_00045354	TCONS_00012500	0.9349385
TCONS_00017780	TCONS_00051594	0.013604410000000011
TCONS_00027932	TCONS_00001909	0.9349391
TCONS_00009611	TCONS_00038044	0.93494064
TCONS_00006235	TCONS_00028086	0.9349433
TCONS_00001951	TCONS_00037671	0.93494445
TCONS_00045275	TCONS_00021418	0.05562400000000001
TCONS_00045354	TCONS_00008160	0.9349462
TCONS_00011489	TCONS_00007492	0.93494725
TCONS_00021998	TCONS_00017532	0.9349479
TCONS_00021202	TCONS_00029146	0.9349479
TCONS_00054588	TCONS_00005618	0.93494934
TCONS_00018547	TCONS_00046850	0.9349495
TCONS_00054588	TCONS_00002528	0.93495065
TCONS_00057143	TCONS_00011493	0.93495435
TCONS_00021998	TCONS_00021816	0.93495816
TCONS_00021994	TCONS_00025843	0.012618039999999997
TCONS_00020167	TCONS_00019234	0.036284399999999994
TCONS_00027932	TCONS_00055593	0.9349592
TCONS_00030624	TCONS_00006106	0.9349602
TCONS_00027932	TCONS_00002980	0.93496233
TCONS_00057143	TCONS_00003105	0.93496424
TCONS_00045354	TCONS_00042807	0.93496495
TCONS_00011489	TCONS_00018435	0.9349676
TCONS_00009611	TCONS_00052574	0.02304420000000007
TCONS_00021202	TCONS_00026389	0.9349689
TCONS_00018547	TCONS_00054563	0.93496907
TCONS_00045354	TCONS_00027796	0.9349706
TCONS_00045275	TCONS_00049467	0.029372300000000018
TCONS_00037097	TCONS_00019282	0.93497205
TCONS_00021998	TCONS_00016455	0.93497217
TCONS_00011491	TCONS_00054523	0.04193005000000005
TCONS_00021202	TCONS_00008009	0.93497425
TCONS_00006235	TCONS_00004896	0.9349744
TCONS_00054588	TCONS_00053250	0.9349762
TCONS_00019617	TCONS_00035384	0.93498325
TCONS_00009689	TCONS_00009887	0.9349856
TCONS_00009611	TCONS_00007841	0.048232839999999944
TCONS_00045275	TCONS_00021470	0.004387909999999939
TCONS_00009611	TCONS_00032852	0.02918299999999996
TCONS_00021202	TCONS_00048183	0.93498755
TCONS_00009689	TCONS_00026030	0.9349931
TCONS_00021202	TCONS_00044894	0.934996
TCONS_00047299	TCONS_00055858	0.9349963
TCONS_00053431	TCONS_00026655	0.038872070000000036
TCONS_00027932	TCONS_00043550	0.9349972
TCONS_00047299	TCONS_00022935	0.93499726
TCONS_00021202	TCONS_00009645	0.9349979
TCONS_00009689	TCONS_00048949	0.9349994
TCONS_00053431	TCONS_00029935	0.9350001
TCONS_00057143	TCONS_00031729	0.93500084
TCONS_00011491	TCONS_00020622	0.032399600000000084
TCONS_00009611	TCONS_00007057	0.93500364
TCONS_00021202	TCONS_00027363	0.93500906
TCONS_00021202	TCONS_00006450	0.93501157
TCONS_00027932	TCONS_00015610	0.93501407
TCONS_00020167	TCONS_00013838	0.05242935999999998
TCONS_00045354	TCONS_00047259	0.9350177
TCONS_00009611	TCONS_00055579	0.055712360000000016
TCONS_00041695	TCONS_00056009	0.9350198
TCONS_00057143	TCONS_00050691	0.93502194
TCONS_00054588	TCONS_00028290	0.9350272
TCONS_00011491	TCONS_00054356	0.9350286
TCONS_00047299	TCONS_00054329	0.93503207
TCONS_00041694	TCONS_00030283	0.93503404
TCONS_00055417	TCONS_00025493	0.01868417
TCONS_00006235	TCONS_00013018	0.9350355
TCONS_00009611	TCONS_00022590	0.93503636
TCONS_00030624	TCONS_00003964	0.03604375000000004
TCONS_00021202	TCONS_00007731	0.9350441
TCONS_00009611	TCONS_00010263	0.056776599999999955
TCONS_00037097	TCONS_00021994	0.93504596
TCONS_00011491	TCONS_00028796	0.9350504
TCONS_00014206	TCONS_00001951	0.9350519
TCONS_00011491	TCONS_00030797	0.9350528
TCONS_00055417	TCONS_00005536	0.009457900000000019
TCONS_00006235	TCONS_00029716	0.9350562
TCONS_00006235	TCONS_00008724	0.93505657
TCONS_00028953	TCONS_00047376	0.9350588
TCONS_00021994	TCONS_00025891	0.04228160000000003
TCONS_00009689	TCONS_00045051	0.9350643
TCONS_00006235	TCONS_00022590	0.9350643
TCONS_00054588	TCONS_00046000	0.9350648
TCONS_00028953	TCONS_00053091	0.9350673
TCONS_00057143	TCONS_00012593	0.9350679
TCONS_00021998	TCONS_00021686	0.93506867
TCONS_00006235	TCONS_00037709	0.05303711
TCONS_00021994	TCONS_00010852	0.05561552999999997
TCONS_00017780	TCONS_00016209	0.93507296
TCONS_00045354	TCONS_00054523	0.93507344
TCONS_00019617	TCONS_00007666	0.93507385
TCONS_00011489	TCONS_00023283	0.93507445
TCONS_00021998	TCONS_00026075	0.9350746
TCONS_00009689	TCONS_00055221	0.93507516
TCONS_00047299	TCONS_00028481	0.9350752
TCONS_00021994	TCONS_00007176	0.93507713
TCONS_00030624	TCONS_00045190	0.93507874
TCONS_00021998	TCONS_00055016	0.9350793
TCONS_00011491	TCONS_00039126	0.9350798
TCONS_00009689	TCONS_00042217	0.9350798
TCONS_00011489	TCONS_00010700	0.9350801
TCONS_00027932	TCONS_00049715	0.93508077
TCONS_00009689	TCONS_00019368	0.93508345
TCONS_00021998	TCONS_00021336	0.9350867
TCONS_00018547	TCONS_00050691	0.9350885
TCONS_00009689	TCONS_00007492	0.9350901
TCONS_00027932	TCONS_00012267	0.93509257
TCONS_00006235	TCONS_00038044	0.9350944
TCONS_00011491	TCONS_00018785	0.93509495
TCONS_00028953	TCONS_00029492	0.93509656
TCONS_00053431	TCONS_00029082	0.04333042999999992
TCONS_00020167	TCONS_00026655	0.0412248999999999
TCONS_00041694	TCONS_00048612	0.93510324
TCONS_00030624	TCONS_00055405	0.057602270000000066
TCONS_00041694	TCONS_00045323	0.9351044
TCONS_00014206	TCONS_00012341	0.9351064
TCONS_00045354	TCONS_00015439	0.9351124
TCONS_00021998	TCONS_00045439	0.93511283
TCONS_00045275	TCONS_00030971	0.9351134
TCONS_00021994	TCONS_00026127	0.003117150000000013
TCONS_00020167	TCONS_00019581	0.9351141
TCONS_00011580	TCONS_00042859	0.0030867399999999767
TCONS_00018547	TCONS_00021610	0.9351156
TCONS_00011489	TCONS_00011252	0.93511665
TCONS_00014206	TCONS_00035180	0.93511707
TCONS_00009689	TCONS_00033299	0.9351186
TCONS_00045275	TCONS_00047444	0.01320739999999998
TCONS_00021998	TCONS_00021067	0.9351215
TCONS_00009611	TCONS_00037979	0.030159710000000062
TCONS_00045275	TCONS_00050735	0.0030178499999999886
TCONS_00045275	TCONS_00042618	0.010288999999999993
TCONS_00020167	TCONS_00046533	0.93512696
TCONS_00030624	TCONS_00029628	0.93512785
TCONS_00054588	TCONS_00017908	0.9351314
TCONS_00037097	TCONS_00026063	0.93513167
TCONS_00055417	TCONS_00019380	0.9351332
TCONS_00041695	TCONS_00018586	0.9351336
TCONS_00045354	TCONS_00014345	0.9351346
TCONS_00009611	TCONS_00023144	0.05817547000000001
TCONS_00020167	TCONS_00018355	0.93513536
TCONS_00011491	TCONS_00007577	0.04389125999999999
TCONS_00021998	TCONS_00026100	0.9351385
TCONS_00006235	TCONS_00010891	0.93513864
TCONS_00027932	TCONS_00000855	0.9351396
TCONS_00054588	TCONS_00025941	0.93513995
TCONS_00027932	TCONS_00008045	0.9351444
TCONS_00019617	TCONS_00042619	0.93514496
TCONS_00021994	TCONS_00043713	0.9351463
TCONS_00041695	TCONS_00015753	0.05061959999999999
TCONS_00057143	TCONS_00055221	0.93514717
TCONS_00014249	TCONS_00012341	0.05573806999999997
TCONS_00028953	TCONS_00011541	0.935148
TCONS_00009611	TCONS_00027470	0.9351482
TCONS_00041695	TCONS_00048894	0.9351482
TCONS_00011489	TCONS_00008156	0.93514824
TCONS_00028953	TCONS_00046367	0.93514866
TCONS_00054588	TCONS_00029792	0.9351489
TCONS_00041695	TCONS_00043227	0.9351501
TCONS_00014206	TCONS_00021408	0.9351505
TCONS_00011491	TCONS_00048898	0.0068469999999999365
TCONS_00011491	TCONS_00041622	0.93515646
TCONS_00030624	TCONS_00009329	0.03391769999999994
TCONS_00045354	TCONS_00010102	0.93515736
TCONS_00047299	TCONS_00017834	0.002278950000000002
TCONS_00021998	TCONS_00004493	0.93516487
TCONS_00021998	TCONS_00034159	0.935169
TCONS_00041694	TCONS_00057045	0.9351704
TCONS_00014249	TCONS_00019208	0.9351708
TCONS_00018547	TCONS_00008119	0.9351738
TCONS_00027932	TCONS_00004943	0.9351754
TCONS_00057143	TCONS_00017334	0.9351762
TCONS_00021994	TCONS_00045365	0.016497459999999964
TCONS_00011491	TCONS_00026937	0.9351768
TCONS_00041695	TCONS_00007679	0.93517804
TCONS_00018547	TCONS_00033865	0.9351782
TCONS_00055417	TCONS_00008016	0.9351802
TCONS_00020167	TCONS_00027569	0.9351817
TCONS_00014249	TCONS_00046180	0.012177290000000007
TCONS_00009611	TCONS_00032809	0.93518275
TCONS_00053431	TCONS_00001576	0.93518627
TCONS_00020167	TCONS_00055858	0.93519026
TCONS_00019617	TCONS_00020570	0.9351922
TCONS_00057143	TCONS_00003964	0.93519366
TCONS_00041695	TCONS_00014313	0.032513899999999984
TCONS_00011491	TCONS_00038041	0.03383976000000011
TCONS_00009689	TCONS_00019894	0.93519694
TCONS_00054588	TCONS_00013382	0.9351983
TCONS_00041695	TCONS_00003833	0.93520194
TCONS_00021998	TCONS_00027562	0.93520653
TCONS_00047299	TCONS_00013838	0.012951849999999987
TCONS_00009611	TCONS_00027479	0.9352074
TCONS_00041695	TCONS_00021731	0.04892064000000007
TCONS_00021998	TCONS_00033332	0.93521106
TCONS_00011489	TCONS_00051574	0.93521124
TCONS_00009689	TCONS_00051741	0.93521184
TCONS_00021994	TCONS_00045086	0.04920185999999993
TCONS_00021998	TCONS_00048368	0.93521225
TCONS_00009689	TCONS_00027634	0.9352128
TCONS_00019617	TCONS_00025522	0.05155344000000006
TCONS_00045354	TCONS_00055327	0.9352157
TCONS_00001951	TCONS_00039474	0.9352164
TCONS_00021994	TCONS_00010778	0.013690890000000011
TCONS_00021998	TCONS_00022727	0.9352174
TCONS_00027932	TCONS_00021336	0.9352174
TCONS_00045354	TCONS_00014951	0.9352192
TCONS_00041695	TCONS_00054249	0.9352219
TCONS_00021998	TCONS_00026172	0.9352221
TCONS_00001951	TCONS_00016102	0.05831609999999998
TCONS_00045275	TCONS_00036202	0.93522376
TCONS_00057143	TCONS_00056668	0.9352254
