source	target	weight
TCONS_00042488	TCONS_00013613	0.894993
TCONS_00027108	TCONS_00048864	0.8949931
TCONS_00011489	TCONS_00047301	0.89499414
TCONS_00028163	TCONS_00047773	0.8949953
TCONS_00056455	TCONS_00015366	0.8949954
TCONS_00047299	TCONS_00054523	0.008355620000000008
TCONS_00046850	TCONS_00053708	0.8949958
TCONS_00056455	TCONS_00047768	0.89499587
TCONS_00011489	TCONS_00006673	0.894996
TCONS_00018547	TCONS_00043001	0.89499605
TCONS_00045354	TCONS_00022443	0.8949962
TCONS_00012881	TCONS_00002304	0.89499635
TCONS_00012754	TCONS_00047350	0.8949967
TCONS_00041694	TCONS_00026429	0.8949967
TCONS_00053708	TCONS_00051923	0.8949972
TCONS_00041694	TCONS_00009339	0.89499724
TCONS_00029143	TCONS_00015492	0.8949973
TCONS_00021998	TCONS_00002256	0.8949997
TCONS_00003964	TCONS_00043323	0.89499986
TCONS_00041695	TCONS_00009538	0.895
TCONS_00006235	TCONS_00012553	0.895
TCONS_00028953	TCONS_00030135	0.89500046
TCONS_00024115	TCONS_00008062	0.005982799999999955
TCONS_00045275	TCONS_00015238	0.8950007
TCONS_00027932	TCONS_00002077	0.8950013
TCONS_00030912	TCONS_00000780	0.89500135
TCONS_00014206	TCONS_00046510	0.8950019
TCONS_00037097	TCONS_00044218	0.89500356
TCONS_00019617	TCONS_00009996	0.89500403
TCONS_00013726	TCONS_00013831	0.8950043
TCONS_00011491	TCONS_00002725	0.89500535
TCONS_00012881	TCONS_00047768	0.8950057
TCONS_00056455	TCONS_00048301	0.8950063
TCONS_00057143	TCONS_00015833	0.89500695
TCONS_00008966	TCONS_00051999	0.89500713
TCONS_00045275	TCONS_00041453	0.006789439999999924
TCONS_00055417	TCONS_00045866	0.895009
TCONS_00046850	TCONS_00053389	0.8950091
TCONS_00056455	TCONS_00006707	0.89500916
TCONS_00011491	TCONS_00040341	0.005323900000000048
TCONS_00009689	TCONS_00002029	0.89500946
TCONS_00020216	TCONS_00055755	0.89500946
TCONS_00041695	TCONS_00017154	0.89500976
TCONS_00020167	TCONS_00021480	0.89501053
TCONS_00006235	TCONS_00009745	0.89501065
TCONS_00029143	TCONS_00015708	0.89501077
TCONS_00013726	TCONS_00001790	0.89501095
TCONS_00003964	TCONS_00019433	0.8950119
TCONS_00011491	TCONS_00042834	0.89501274
TCONS_00019617	TCONS_00029925	0.89501274
TCONS_00010310	TCONS_00003654	0.89501333
TCONS_00021998	TCONS_00018323	0.8950139
TCONS_00027931	TCONS_00055759	0.895014
TCONS_00003964	TCONS_00054358	0.006860850000000029
TCONS_00055417	TCONS_00011262	0.89501446
TCONS_00027932	TCONS_00055925	0.8950148
TCONS_00029143	TCONS_00021409	0.8950158
TCONS_00021998	TCONS_00017198	0.8950169
TCONS_00021581	TCONS_00029082	0.89501756
TCONS_00023551	TCONS_00004922	0.89501834
TCONS_00012881	TCONS_00013390	0.8950189
TCONS_00010310	TCONS_00031698	0.8950189
TCONS_00014206	TCONS_00051865	0.89501894
TCONS_00014206	TCONS_00007054	0.89501995
TCONS_00046850	TCONS_00022899	0.0023737999999999815
TCONS_00009611	TCONS_00006518	0.8950206
TCONS_00003964	TCONS_00028315	0.8950215
TCONS_00018823	TCONS_00010996	0.8950219
TCONS_00014206	TCONS_00057188	0.89502203
TCONS_00018209	TCONS_00037890	0.007970000000000033
TCONS_00006235	TCONS_00016881	0.01104090000000002
TCONS_00019811	TCONS_00011017	0.89502335
TCONS_00041695	TCONS_00012957	0.89502376
TCONS_00010310	TCONS_00011252	0.8950238
TCONS_00006235	TCONS_00003718	0.89502406
TCONS_00055417	TCONS_00018159	0.009794949999999969
TCONS_00021202	TCONS_00051137	0.89502454
TCONS_00029574	TCONS_00024047	0.8950246
TCONS_00024115	TCONS_00009860	0.014310899999999904
TCONS_00029830	TCONS_00046367	0.8950251
TCONS_00011478	TCONS_00005654	0.89502513
TCONS_00003964	TCONS_00002083	0.8950264
TCONS_00027108	TCONS_00023283	0.8950266
TCONS_00041694	TCONS_00026834	0.895027
TCONS_00056455	TCONS_00026217	0.89502794
TCONS_00011580	TCONS_00029430	0.8950281
TCONS_00006235	TCONS_00039418	0.89502895
TCONS_00029830	TCONS_00011565	0.8950295
TCONS_00008968	TCONS_00021410	0.8950298
TCONS_00021994	TCONS_00056850	0.8950299
TCONS_00018209	TCONS_00002937	0.8950301
TCONS_00027932	TCONS_00026487	0.8950336
TCONS_00001141	TCONS_00030413	0.8950338
TCONS_00027108	TCONS_00037037	0.89503384
TCONS_00041694	TCONS_00046617	0.89503396
TCONS_00020167	TCONS_00019683	0.8950349
TCONS_00008734	TCONS_00027949	0.89503515
TCONS_00014249	TCONS_00017046	0.8950352
TCONS_00029574	TCONS_00028212	0.89503556
TCONS_00014249	TCONS_00056676	0.8950356
TCONS_00008966	TCONS_00002547	0.8950359
TCONS_00020805	TCONS_00008906	0.89503634
TCONS_00029143	TCONS_00053174	0.89503664
TCONS_00009689	TCONS_00010956	0.89503783
TCONS_00009611	TCONS_00009665	0.89503884
TCONS_00010310	TCONS_00040405	0.89503896
TCONS_00027931	TCONS_00007992	0.89503926
TCONS_00027931	TCONS_00002895	0.89504004
TCONS_00041694	TCONS_00042862	0.89504105
TCONS_00020167	TCONS_00052703	0.016575050000000036
TCONS_00012881	TCONS_00002544	0.8950412
TCONS_00028163	TCONS_00009329	0.8950414
TCONS_00011489	TCONS_00012273	0.89504164
TCONS_00019617	TCONS_00053218	0.8950419
TCONS_00021581	TCONS_00042417	0.89504224
TCONS_00009611	TCONS_00028350	0.89504254
TCONS_00028953	TCONS_00029084	0.89504284
TCONS_00013726	TCONS_00048396	0.8950435
TCONS_00031046	TCONS_00002051	0.8950437
TCONS_00009611	TCONS_00011237	0.89504385
TCONS_00011491	TCONS_00038727	0.014574659999999962
TCONS_00029143	TCONS_00029316	0.8950442
TCONS_00047299	TCONS_00022938	0.014060199999999967
TCONS_00009689	TCONS_00001365	0.8950459
TCONS_00053431	TCONS_00052498	0.002796099999999968
TCONS_00047299	TCONS_00003642	0.89505017
TCONS_00055417	TCONS_00051197	0.8950504
TCONS_00021994	TCONS_00023516	0.895051
TCONS_00054588	TCONS_00049717	0.8950516
TCONS_00025375	TCONS_00039826	0.012108929999999907
TCONS_00025066	TCONS_00056526	0.8950526
TCONS_00057143	TCONS_00005104	0.89505297
TCONS_00009611	TCONS_00025570	0.89505357
TCONS_00017780	TCONS_00003642	0.8950542
TCONS_00008968	TCONS_00012458	0.8950548
TCONS_00055417	TCONS_00021480	0.007022239999999957
TCONS_00057143	TCONS_00025906	0.89505535
TCONS_00055417	TCONS_00049775	0.8950554
TCONS_00053533	TCONS_00048864	0.8950554
TCONS_00021998	TCONS_00013615	0.8950565
TCONS_00011491	TCONS_00014599	0.89505696
TCONS_00001951	TCONS_00010852	0.8950572
TCONS_00017780	TCONS_00028006	0.895058
TCONS_00028163	TCONS_00015187	0.8950581
TCONS_00021998	TCONS_00011975	0.8950583
TCONS_00054588	TCONS_00052055	0.89505893
TCONS_00054588	TCONS_00054356	0.8950592
TCONS_00046850	TCONS_00029492	0.89505935
TCONS_00009689	TCONS_00038206	0.89505994
TCONS_00018209	TCONS_00002264	0.014192439999999973
TCONS_00029574	TCONS_00027023	0.89506084
TCONS_00019620	TCONS_00013597	0.89506155
TCONS_00028502	TCONS_00011489	0.8950623
TCONS_00009611	TCONS_00052011	0.89506274
TCONS_00044915	TCONS_00013597	0.8950631
TCONS_00011336	TCONS_00002895	0.8950633
TCONS_00037097	TCONS_00003740	0.89506453
TCONS_00019617	TCONS_00002346	0.8950646
TCONS_00041694	TCONS_00020206	0.89506483
TCONS_00053533	TCONS_00021349	0.89506525
TCONS_00009611	TCONS_00008448	0.8950679
TCONS_00008464	TCONS_00016669	0.89506793
TCONS_00019578	TCONS_00029610	0.8950682
TCONS_00045354	TCONS_00052832	0.8950685
TCONS_00030624	TCONS_00053138	0.89506865
TCONS_00008966	TCONS_00016323	0.8950695
TCONS_00056455	TCONS_00012754	0.8950699
TCONS_00009689	TCONS_00025515	0.89507
TCONS_00021581	TCONS_00023661	0.8950702
TCONS_00014206	TCONS_00011685	0.8950703
TCONS_00014206	TCONS_00048758	0.89507157
TCONS_00029830	TCONS_00021349	0.8950721
TCONS_00054588	TCONS_00004348	0.8950722
TCONS_00011489	TCONS_00048894	0.8950723
TCONS_00028953	TCONS_00018509	0.8950725
TCONS_00008734	TCONS_00042859	0.89507294
TCONS_00021994	TCONS_00008298	0.89507383
TCONS_00023551	TCONS_00011122	0.8950746
TCONS_00018209	TCONS_00008051	0.8950747
TCONS_00027932	TCONS_00014673	0.8950749
TCONS_00041694	TCONS_00017200	0.8950754
TCONS_00057143	TCONS_00007573	0.89507544
TCONS_00031046	TCONS_00002699	0.89507717
TCONS_00056455	TCONS_00014693	0.89507735
TCONS_00045275	TCONS_00025963	0.0015386400000000355
TCONS_00009689	TCONS_00022836	0.8950778
TCONS_00056455	TCONS_00027604	0.8950779
TCONS_00020167	TCONS_00012267	0.007288599999999978
TCONS_00011491	TCONS_00034273	0.89507854
TCONS_00003964	TCONS_00009645	0.89507896
TCONS_00011489	TCONS_00055012	0.8950804
TCONS_00009689	TCONS_00053622	0.8950805
TCONS_00014249	TCONS_00005699	0.8950806
TCONS_00020167	TCONS_00047963	0.89508075
TCONS_00041694	TCONS_00055694	0.8950808
TCONS_00021994	TCONS_00051112	0.01730193999999996
TCONS_00027932	TCONS_00036835	0.8950812
TCONS_00019617	TCONS_00033802	0.8950828
TCONS_00024115	TCONS_00002892	0.89508283
TCONS_00053431	TCONS_00009863	0.895083
TCONS_00028502	TCONS_00012094	0.8950839
TCONS_00041694	TCONS_00020603	0.89508414
TCONS_00021998	TCONS_00042081	0.8950844
TCONS_00021202	TCONS_00007008	0.89508444
TCONS_00045354	TCONS_00016021	0.8950849
TCONS_00007046	TCONS_00016167	0.89508635
TCONS_00011491	TCONS_00002032	0.8950868
TCONS_00012881	TCONS_00000403	0.8950894
TCONS_00018547	TCONS_00021749	0.8950899
TCONS_00042488	TCONS_00037369	0.89509
TCONS_00003964	TCONS_00023915	0.8950911
TCONS_00028163	TCONS_00029492	0.89509135
TCONS_00031046	TCONS_00012347	0.8950914
TCONS_00041694	TCONS_00013197	0.89509153
TCONS_00009689	TCONS_00028768	0.8950917
TCONS_00021581	TCONS_00039538	0.89509183
TCONS_00014249	TCONS_00022372	0.005257830000000019
TCONS_00056455	TCONS_00009605	0.8950922
TCONS_00014249	TCONS_00055898	0.8950927
TCONS_00021202	TCONS_00047987	0.895093
TCONS_00008966	TCONS_00047360	0.89509344
TCONS_00029143	TCONS_00043698	0.8950938
TCONS_00019617	TCONS_00007176	0.89509386
TCONS_00001951	TCONS_00026252	0.89509386
TCONS_00029830	TCONS_00010726	0.895094
TCONS_00030624	TCONS_00026602	0.895095
TCONS_00053431	TCONS_00042618	0.8950952
TCONS_00011489	TCONS_00056105	0.8950956
TCONS_00012881	TCONS_00026419	0.8950982
TCONS_00009689	TCONS_00017402	0.89509887
TCONS_00011491	TCONS_00007095	0.895099
TCONS_00011491	TCONS_00055707	0.8950992
TCONS_00020216	TCONS_00006191	0.89509946
TCONS_00057143	TCONS_00022939	0.8951002
TCONS_00021202	TCONS_00043979	0.8951004
TCONS_00011491	TCONS_00047357	0.8951006
TCONS_00027108	TCONS_00029627	0.8951011
TCONS_00006235	TCONS_00015362	0.8951012
TCONS_00029143	TCONS_00040405	0.89510125
TCONS_00017780	TCONS_00001646	0.89510155
TCONS_00025375	TCONS_00041056	0.89510185
TCONS_00014249	TCONS_00015452	0.016678849999999912
TCONS_00011491	TCONS_00025523	0.8951021
TCONS_00011491	TCONS_00017292	0.8951033
TCONS_00011478	TCONS_00005147	0.89510345
TCONS_00052518	TCONS_00003868	0.89510393
TCONS_00019617	TCONS_00003234	0.8951053
TCONS_00045275	TCONS_00026925	0.0010486599999999235
TCONS_00023551	TCONS_00006191	0.89510614
TCONS_00027932	TCONS_00008753	0.8951065
TCONS_00014206	TCONS_00038044	0.89510655
TCONS_00044915	TCONS_00036034	0.015803829999999963
TCONS_00028953	TCONS_00054221	0.8951068
TCONS_00045275	TCONS_00044010	0.8951069
TCONS_00053533	TCONS_00003654	0.8951071
TCONS_00009611	TCONS_00019805	0.8951074
TCONS_00021202	TCONS_00048163	0.895108
TCONS_00053708	TCONS_00008906	0.89510816
TCONS_00009689	TCONS_00056322	0.89510834
TCONS_00019811	TCONS_00046000	0.8951085
TCONS_00008967	TCONS_00015008	0.8951085
TCONS_00021994	TCONS_00019533	0.89510864
TCONS_00006235	TCONS_00034601	0.89510906
TCONS_00003964	TCONS_00031434	0.89510924
TCONS_00029574	TCONS_00053093	0.8951099
TCONS_00011478	TCONS_00048612	0.8951106
TCONS_00008734	TCONS_00012101	0.8951108
TCONS_00021581	TCONS_00010351	0.89511114
TCONS_00053533	TCONS_00049724	0.8951113
TCONS_00008833	TCONS_00049778	0.89511245
TCONS_00008967	TCONS_00057205	0.89511263
TCONS_00027108	TCONS_00018825	0.8951129
TCONS_00045354	TCONS_00023242	0.89511317
TCONS_00008734	TCONS_00056040	0.8951133
TCONS_00008967	TCONS_00023794	0.8951141
TCONS_00018547	TCONS_00012267	0.8951143
TCONS_00045275	TCONS_00020899	0.01089119999999999
TCONS_00053431	TCONS_00021418	0.89511496
TCONS_00018209	TCONS_00031058	0.895115
TCONS_00021202	TCONS_00018865	0.8951157
TCONS_00008833	TCONS_00004922	0.89511573
TCONS_00041695	TCONS_00005329	0.89511585
TCONS_00053533	TCONS_00017201	0.89511585
TCONS_00018547	TCONS_00048592	0.895116
TCONS_00019578	TCONS_00021411	0.89511704
TCONS_00021998	TCONS_00007979	0.8951172
TCONS_00008966	TCONS_00015896	0.8951174
TCONS_00024115	TCONS_00055953	0.8951176
TCONS_00020167	TCONS_00028996	0.8951184
TCONS_00011491	TCONS_00054229	0.89511853
TCONS_00027932	TCONS_00044933	0.89511853
TCONS_00011491	TCONS_00007017	0.89511865
TCONS_00028163	TCONS_00048396	0.89511955
TCONS_00052518	TCONS_00007992	0.89512014
TCONS_00053533	TCONS_00003577	0.8951202
TCONS_00046850	TCONS_00019581	0.89512056
TCONS_00019617	TCONS_00003858	0.8951208
TCONS_00052518	TCONS_00043700	0.89512265
TCONS_00009611	TCONS_00048168	0.89512277
TCONS_00028953	TCONS_00016601	0.8951229
TCONS_00010310	TCONS_00017334	0.89512295
TCONS_00020805	TCONS_00051437	0.89512336
TCONS_00027932	TCONS_00014355	0.89512336
TCONS_00057143	TCONS_00018045	0.89512414
TCONS_00027932	TCONS_00026444	0.8951243
TCONS_00009611	TCONS_00028322	0.8951246
TCONS_00041695	TCONS_00056759	0.89512634
TCONS_00008464	TCONS_00019229	0.8951284
TCONS_00037097	TCONS_00016811	0.8951285
TCONS_00053431	TCONS_00008754	0.8951324
TCONS_00010310	TCONS_00010453	0.8951326
TCONS_00054588	TCONS_00011689	0.89513296
TCONS_00019617	TCONS_00020037	0.89513355
TCONS_00027932	TCONS_00026768	0.8951336
TCONS_00012881	TCONS_00023437	0.8951337
TCONS_00037097	TCONS_00049680	0.8951338
TCONS_00011489	TCONS_00010728	0.89513487
TCONS_00025375	TCONS_00027482	0.8951353
TCONS_00020167	TCONS_00023333	0.89513534
TCONS_00021581	TCONS_00051204	0.8951381
TCONS_00009611	TCONS_00047224	0.89513826
TCONS_00027108	TCONS_00020749	0.8951393
TCONS_00013726	TCONS_00009356	0.8951397
TCONS_00025375	TCONS_00017320	0.89514065
TCONS_00027932	TCONS_00050120	0.8951407
TCONS_00045275	TCONS_00002725	0.89514077
TCONS_00037097	TCONS_00048612	0.8951409
TCONS_00011478	TCONS_00043433	0.01611079999999998
TCONS_00011489	TCONS_00053005	0.8951416
TCONS_00053708	TCONS_00019208	0.895142
TCONS_00041695	TCONS_00029041	0.8951431
TCONS_00020805	TCONS_00032031	0.8951436
TCONS_00025066	TCONS_00009356	0.005100749999999987
TCONS_00008966	TCONS_00011494	0.8951451
TCONS_00019617	TCONS_00031421	0.89514524
TCONS_00027931	TCONS_00026109	0.8951455
TCONS_00006235	TCONS_00031298	0.89514565
TCONS_00053708	TCONS_00052761	0.8951461
TCONS_00053431	TCONS_00044257	0.89514613
TCONS_00011489	TCONS_00020741	0.8951466
TCONS_00052518	TCONS_00000199	0.89514667
TCONS_00021998	TCONS_00015437	0.89514774
TCONS_00056455	TCONS_00015728	0.89514774
TCONS_00021998	TCONS_00047599	0.8951486
TCONS_00020805	TCONS_00035180	0.8951488
TCONS_00031046	TCONS_00010164	0.8951506
TCONS_00028953	TCONS_00037578	0.8951509
TCONS_00011580	TCONS_00022571	0.89515114
TCONS_00008734	TCONS_00006896	0.8951512
TCONS_00054588	TCONS_00008160	0.89515173
TCONS_00021998	TCONS_00004795	0.8951529
TCONS_00008966	TCONS_00022906	0.8951536
TCONS_00006235	TCONS_00016811	0.89515394
TCONS_00041695	TCONS_00000295	0.89515424
TCONS_00045354	TCONS_00013395	0.89515483
TCONS_00041695	TCONS_00048400	0.89515483
TCONS_00013726	TCONS_00007087	0.8951554
TCONS_00021998	TCONS_00016010	0.89515597
TCONS_00041695	TCONS_00054061	0.89515615
TCONS_00020216	TCONS_00042087	0.89515626
TCONS_00018209	TCONS_00049504	0.017061899999999963
TCONS_00020167	TCONS_00010038	0.0042420600000000475
TCONS_00009611	TCONS_00029922	0.89515764
TCONS_00027932	TCONS_00002390	0.8951581
TCONS_00011491	TCONS_00052659	0.8951581
TCONS_00018209	TCONS_00019026	0.016320330000000105
TCONS_00028502	TCONS_00031429	0.8951588
TCONS_00029830	TCONS_00046374	0.8951592
TCONS_00041695	TCONS_00029922	0.8951596
TCONS_00019617	TCONS_00021629	0.895161
TCONS_00030912	TCONS_00006497	0.8951616
TCONS_00008464	TCONS_00049629	0.89516187
TCONS_00055417	TCONS_00021831	0.8951622
TCONS_00006235	TCONS_00015451	0.8951623
TCONS_00057143	TCONS_00012139	0.8951625
TCONS_00057143	TCONS_00045081	0.8951629
TCONS_00047299	TCONS_00003013	0.8951636
TCONS_00001141	TCONS_00009329	0.8951636
TCONS_00009611	TCONS_00042181	0.8951645
TCONS_00012754	TCONS_00009657	0.89516485
TCONS_00056455	TCONS_00003900	0.8951652
TCONS_00009611	TCONS_00034601	0.89516574
TCONS_00014249	TCONS_00031323	0.89516586
TCONS_00021202	TCONS_00008081	0.8951666
TCONS_00009689	TCONS_00011169	0.89516705
TCONS_00041694	TCONS_00054229	0.89516723
TCONS_00052518	TCONS_00035384	0.89516824
TCONS_00056455	TCONS_00017266	0.8951691
TCONS_00057143	TCONS_00027285	0.8951695
TCONS_00041694	TCONS_00019855	0.8951696
TCONS_00029143	TCONS_00030893	0.89517033
TCONS_00021998	TCONS_00055841	0.89517045
TCONS_00005618	TCONS_00011252	0.015372469999999971
TCONS_00029143	TCONS_00006015	0.8951712
TCONS_00018547	TCONS_00002264	0.8951713
TCONS_00007046	TCONS_00054421	0.8951713
TCONS_00029143	TCONS_00053896	0.8951719
TCONS_00027932	TCONS_00015563	0.89517254
TCONS_00044915	TCONS_00013382	0.89517266
TCONS_00011478	TCONS_00012094	0.89517295
TCONS_00013726	TCONS_00013354	0.8951731
TCONS_00011336	TCONS_00044907	0.004475659999999992
TCONS_00028502	TCONS_00029325	0.8951732
TCONS_00052518	TCONS_00007399	0.89517385
TCONS_00027108	TCONS_00009195	0.8951744
TCONS_00008734	TCONS_00003563	0.89517444
TCONS_00037097	TCONS_00021310	0.8951749
TCONS_00041694	TCONS_00047532	0.89517516
TCONS_00008967	TCONS_00005605	0.8951752
TCONS_00006235	TCONS_00045211	0.8951756
TCONS_00037097	TCONS_00037979	0.8951761
TCONS_00011491	TCONS_00022853	0.8951765
TCONS_00003964	TCONS_00023667	0.89517814
TCONS_00011478	TCONS_00055791	0.8951782
TCONS_00037097	TCONS_00017389	0.8951787
TCONS_00021202	TCONS_00032674	0.8951792
TCONS_00008966	TCONS_00056846	0.89517975
TCONS_00006235	TCONS_00009196	0.8951803
TCONS_00053533	TCONS_00015699	0.8951808
TCONS_00006235	TCONS_00036465	0.89518094
TCONS_00031046	TCONS_00056683	0.89518106
TCONS_00011336	TCONS_00011509	0.8951816
TCONS_00009611	TCONS_00007656	0.89518195
TCONS_00028502	TCONS_00009657	0.89518225
TCONS_00024002	TCONS_00047773	0.8951825
TCONS_00012754	TCONS_00052540	0.8951827
TCONS_00028502	TCONS_00054358	0.8951829
TCONS_00019620	TCONS_00031004	0.8951836
TCONS_00011489	TCONS_00004934	0.8951836
TCONS_00006235	TCONS_00005104	0.89518386
TCONS_00008464	TCONS_00020216	0.8951842
TCONS_00045354	TCONS_00036890	0.89518434
TCONS_00053431	TCONS_00034268	0.8951844
TCONS_00009611	TCONS_00055917	0.89518607
TCONS_00010310	TCONS_00010753	0.89518714
TCONS_00009611	TCONS_00006119	0.89518714
TCONS_00030624	TCONS_00045388	0.89518785
TCONS_00010310	TCONS_00020906	0.8951879
TCONS_00011580	TCONS_00012136	0.8951881
TCONS_00028953	TCONS_00004493	0.8951899
TCONS_00053533	TCONS_00052043	0.8951905
TCONS_00011491	TCONS_00010265	0.895192
TCONS_00037097	TCONS_00045555	0.8951921
TCONS_00019620	TCONS_00003563	0.8951926
TCONS_00027108	TCONS_00006431	0.89519274
TCONS_00028502	TCONS_00030152	0.8951933
TCONS_00047299	TCONS_00027826	0.89519334
TCONS_00019620	TCONS_00013382	0.8951936
TCONS_00011491	TCONS_00036167	0.89519435
TCONS_00017780	TCONS_00027508	0.8951947
TCONS_00029143	TCONS_00032030	0.89519495
TCONS_00021994	TCONS_00042666	0.015044639999999943
TCONS_00052518	TCONS_00045360	0.89519536
TCONS_00014206	TCONS_00019695	0.89519703
TCONS_00027932	TCONS_00010985	0.8951971
TCONS_00008464	TCONS_00009356	0.89519733
TCONS_00028163	TCONS_00022803	0.8951982
TCONS_00030912	TCONS_00010351	0.8951986
TCONS_00001141	TCONS_00041898	0.89519894
TCONS_00053708	TCONS_00012341	0.89519954
TCONS_00031046	TCONS_00019229	0.89519966
TCONS_00017529	TCONS_00037525	0.89519995
TCONS_00045275	TCONS_00047626	0.006088230000000028
TCONS_00014249	TCONS_00014979	0.8952009
TCONS_00045275	TCONS_00042834	0.006138459999999957
TCONS_00023551	TCONS_00033906	0.8952012
TCONS_00028502	TCONS_00041854	0.8952014
TCONS_00041695	TCONS_00021210	0.8952016
TCONS_00009611	TCONS_00001877	0.89520305
TCONS_00041694	TCONS_00015059	0.8952031
TCONS_00011491	TCONS_00012581	0.89520353
TCONS_00047299	TCONS_00021480	0.8952036
TCONS_00028953	TCONS_00013533	0.8952036
TCONS_00018547	TCONS_00054857	0.8952039
TCONS_00045275	TCONS_00007117	0.013413560000000047
TCONS_00045354	TCONS_00007656	0.8952055
TCONS_00028502	TCONS_00054291	0.89520556
TCONS_00057143	TCONS_00041622	0.8952058
TCONS_00021994	TCONS_00046666	0.895206
TCONS_00021994	TCONS_00030064	0.8952062
TCONS_00030912	TCONS_00015699	0.89520645
TCONS_00011491	TCONS_00031180	0.89520663
TCONS_00053533	TCONS_00028730	0.8952067
TCONS_00011491	TCONS_00050643	0.8952075
TCONS_00052518	TCONS_00018435	0.8952086
TCONS_00011489	TCONS_00013946	0.8952093
TCONS_00021581	TCONS_00027411	0.89521
TCONS_00025375	TCONS_00052926	0.017306750000000037
TCONS_00042488	TCONS_00027470	0.015346630000000028
TCONS_00041695	TCONS_00022520	0.8952131
TCONS_00023551	TCONS_00027949	0.8952137
TCONS_00037097	TCONS_00030971	0.8952143
TCONS_00008968	TCONS_00014788	0.8952146
TCONS_00021202	TCONS_00053428	0.8952153
TCONS_00018823	TCONS_00027099	0.8952153
TCONS_00006235	TCONS_00026085	0.8952156
TCONS_00056455	TCONS_00021882	0.8952157
TCONS_00056455	TCONS_00050381	0.89521766
TCONS_00009611	TCONS_00020742	0.8952187
TCONS_00052518	TCONS_00005144	0.89522004
TCONS_00053431	TCONS_00047350	0.008567209999999936
TCONS_00021202	TCONS_00045273	0.89522105
TCONS_00008966	TCONS_00006362	0.89522123
TCONS_00029143	TCONS_00055346	0.8952219
TCONS_00021202	TCONS_00029491	0.89522266
TCONS_00011336	TCONS_00050798	0.005429640000000013
TCONS_00025375	TCONS_00049440	0.8952229
TCONS_00054588	TCONS_00043944	0.8952229
TCONS_00011491	TCONS_00027105	0.89522296
TCONS_00009689	TCONS_00041665	0.8952232
TCONS_00053431	TCONS_00040765	0.8952234
TCONS_00053533	TCONS_00008734	0.89522403
TCONS_00020805	TCONS_00052761	0.8952254
TCONS_00006235	TCONS_00027696	0.89522606
TCONS_00018823	TCONS_00011252	0.89522684
TCONS_00014249	TCONS_00049715	0.89522696
TCONS_00011478	TCONS_00009779	0.0015940500000000135
TCONS_00010310	TCONS_00053285	0.89522755
TCONS_00018209	TCONS_00024093	0.8952283
TCONS_00029143	TCONS_00048110	0.8952287
TCONS_00031046	TCONS_00031080	0.8952288
TCONS_00025375	TCONS_00039493	0.8952293
TCONS_00052518	TCONS_00055759	0.89522964
TCONS_00057143	TCONS_00026913	0.8952299
TCONS_00028953	TCONS_00025375	0.89522994
TCONS_00012754	TCONS_00030152	0.89523
TCONS_00054588	TCONS_00010910	0.89523005
TCONS_00028163	TCONS_00027023	0.8952315
TCONS_00047299	TCONS_00043459	0.014182200000000034
TCONS_00045275	TCONS_00011384	0.8952323
TCONS_00024115	TCONS_00015728	0.89523375
TCONS_00021202	TCONS_00024408	0.8952343
TCONS_00056455	TCONS_00030189	0.8952348
TCONS_00052518	TCONS_00003548	0.8952352
TCONS_00006235	TCONS_00050679	0.8952354
TCONS_00037097	TCONS_00022208	0.8952359
TCONS_00023551	TCONS_00007186	0.8952365
TCONS_00012881	TCONS_00001920	0.89523655
TCONS_00020167	TCONS_00002221	0.89523757
TCONS_00055417	TCONS_00003511	0.895238
TCONS_00008464	TCONS_00046533	0.89523864
TCONS_00009611	TCONS_00045211	0.895239
TCONS_00003964	TCONS_00015124	0.015929230000000016
TCONS_00025375	TCONS_00051479	0.004078799999999938
TCONS_00057143	TCONS_00031706	0.89524055
TCONS_00021998	TCONS_00005460	0.89524156
TCONS_00057143	TCONS_00025066	0.89524174
TCONS_00045275	TCONS_00053241	0.89524186
TCONS_00001141	TCONS_00008036	0.89524215
TCONS_00057143	TCONS_00014093	0.89524335
TCONS_00025066	TCONS_00014718	0.89524364
TCONS_00028953	TCONS_00040791	0.89524454
TCONS_00018547	TCONS_00053971	0.8952447
TCONS_00010310	TCONS_00026217	0.8952451
TCONS_00017529	TCONS_00012922	0.01762134999999998
TCONS_00020167	TCONS_00047768	0.8952465
TCONS_00010310	TCONS_00005147	0.89524704
TCONS_00019617	TCONS_00050867	0.8952471
TCONS_00056455	TCONS_00026270	0.89524716
TCONS_00014206	TCONS_00050381	0.8952474
TCONS_00027932	TCONS_00011501	0.89524746
TCONS_00008967	TCONS_00053574	0.8952489
TCONS_00009611	TCONS_00027421	0.89524996
TCONS_00052518	TCONS_00038002	0.89525056
TCONS_00014249	TCONS_00028510	0.8952509
TCONS_00009611	TCONS_00003682	0.8952511
TCONS_00027932	TCONS_00015116	0.8952523
TCONS_00045275	TCONS_00005639	0.89525247
TCONS_00041694	TCONS_00053892	0.89525265
TCONS_00053533	TCONS_00030158	0.8952532
TCONS_00027932	TCONS_00029120	0.8952532
TCONS_00019620	TCONS_00019232	0.89525443
TCONS_00056455	TCONS_00053462	0.8952552
TCONS_00045354	TCONS_00023671	0.8952553
TCONS_00021998	TCONS_00004810	0.89525604
TCONS_00021994	TCONS_00010246	0.89525634
TCONS_00053431	TCONS_00026626	0.8952566
TCONS_00023551	TCONS_00054466	0.89525676
