factor	influence_score	influence_score_raw	target_score	target_score_scaled	G_score	G_score_scaled	direct_targets	factor_fc
TCONS_00020805	0.16666666666666666	3430.843130613713	3428.668252057348	0.18749999999999997	2.17487855636506	0.2916666666666667	104	2.17487855636506
TCONS_00027823	0.14285714285714285	2649.683324483235	2647.3369946751272	0.08333333333333333	2.34632980810794	0.3541666666666667	6	2.34632980810794
TCONS_00049440	0.11904761904761904	2.76249318240883	0.0	0.0	2.76249318240883	0.4166666666666667	1	2.76249318240883
TCONS_00020216	0.09523809523809523	3918.277215326348	3917.569690221989	0.3541666666666667	0.707525104359235	0.04166666666666667	280	0.707525104359235
TCONS_00033865	0.07142857142857142	2654.589680448127	2652.675410782001	0.10416666666666667	1.91426966612589	0.2708333333333333	7	1.91426966612589
TCONS_00047036	0.07142857142857142	103.8382778627208	101.62218328229224	0.0625	2.21609458042856	0.3125	15	2.21609458042856
TCONS_00051631	0.047619047619047616	3593.725781174484	3592.581822446028	0.20833333333333331	1.14395872845593	0.14583333333333331	126	1.14395872845593
TCONS_00001049	0.047619047619047616	67.14828729489481	64.86042738066118	0.020833333333333332	2.28785991423363	0.3333333333333333	8	2.28785991423363
TCONS_00005618	0.023809523809523808	3664.7233793930695	3663.966092281263	0.24999999999999997	0.757287111806196	0.08333333333333333	165	0.757287111806196
TCONS_00007126	0.0	87.7890876913803	86.38668160924016	0.04166666666666667	1.40240608214014	0.18749999999999997	15	1.40240608214014
