Orthogroup	DROME	OWEFU
OG0000575	DROME03938	OFUSG09886.2.p1, OFUSG09886.1.p1
OG0000576	DROME12649, DROME12657, DROME12653, DROME12651, DROME12650, DROME12655, DROME12654, DROME12648, DROME12652, DROME12656	OFUSG17044.1.p1
OG0000578	DROME00903, DROME00906, DROME00904, DROME00909, DROME00905, DROME00907, DROME00908	OFUSG11308.1.p1
OG0000579	DROME18276, DROME18279, DROME18282, DROME18281, DROME18280, DROME18278, DROME18277	OFUSG06590.1.p1
OG0000580	DROME05049, DROME05053, DROME05052, DROME05051, DROME05054, DROME05047, DROME05050, DROME05048, DROME05055	OFUSG00135.1.p1, OFUSG23311.1.p1
OG0000581	DROME04316	OFUSG25173.1.p1
OG0000581	DROME12403	OFUSG21596.1.p1
OG0000582	DROME21391, DROME21390, DROME21388, DROME21389, DROME21385, DROME21387, DROME21386, DROME21392, DROME21393	OFUSG07318.2.p1, OFUSG07318.1.p1
OG0000583	DROME06718	OFUSG05815.1.p1
OG0000584	DROME06387, DROME06386	OFUSG16411.1.p1, OFUSG16411.2.p1, OFUSG13099.1.p1, OFUSG13099.2.p1, OFUSG13097.1.p1
OG0000585	DROME07476	OFUSG19304.1.p1
OG0000587	DROME16670, DROME16671, DROME16672	OFUSG26859.1.p1, OFUSG26859.2.p1
OG0000587	DROME16137	OFUSG11281.1.p1
OG0000588	DROME00241, DROME00240, DROME20059, DROME09587	OFUSG23263.1.p1, OFUSG23263.2.p1
OG0000589	DROME21469, DROME21464, DROME21466, DROME21463, DROME21468, DROME21471, DROME21470, DROME21465, DROME21467	OFUSG08007.3.p1, OFUSG08007.4.p1, OFUSG08007.2.p1, OFUSG08007.1.p1
OG0000590	DROME00417	OFUSG24583.1.p1
OG0000591	DROME20132, DROME20133, DROME20134	OFUSG18333.1.p1
OG0000591	DROME12861	OFUSG11315.1.p1
OG0000591	DROME02758	OFUSG14784.1.p1
OG0000592	DROME19640	OFUSG08220.1.p1, OFUSG08220.2.p1
OG0000593	DROME07365, DROME07366	OFUSG11138.1.p1
OG0000594	DROME15095, DROME15096, DROME15094	OFUSG06784.1.p1
OG0000597	DROME04131, DROME04129, DROME04130	OFUSG24146.1.p1, OFUSG24148.1.p1
OG0000600	DROME15794, DROME15792, DROME15791, DROME15789, DROME15786, DROME15790, DROME15788, DROME15787, DROME15793, DROME15795, DROME15797, DROME15796	OFUSG01055.1.p1
OG0000601	DROME21591, DROME21589, DROME21590	OFUSG06003.1.p1
OG0000602	DROME10244	OFUSG14405.1.p1
OG0000602	DROME11259, DROME11258	OFUSG14404.1.p1
OG0000603	DROME16375, DROME16373, DROME16372, DROME16376, DROME16374	OFUSG04731.1.p1, OFUSG11716.1.p1, OFUSG11716.2.p1
OG0000604	DROME04675, DROME04678, DROME04673, DROME04681, DROME04677, DROME04672, DROME04674, DROME04680, DROME04676, DROME04679	OFUSG21656.1.p1, OFUSG21649.1.p1
OG0000607	DROME11536, DROME11535, DROME11529, DROME11531, DROME11530, DROME11526, DROME11524, DROME11534, DROME11525, DROME11533, DROME11528, DROME11532, DROME11527	OFUSG00975.1.p1
OG0000608	DROME19052, DROME19054	OFUSG01950.1.p1
OG0000610	DROME02040, DROME02039, DROME02041	OFUSG20066.1.p1, OFUSG09506.1.p1
OG0000611	DROME19843, DROME19842, DROME19846, DROME19847, DROME19844, DROME19845, DROME19841	OFUSG02645.4.p1, OFUSG02645.1.p1, OFUSG02645.3.p1, OFUSG02645.2.p1, OFUSG02645.5.p1
OG0000611	DROME01553, DROME01552, DROME01554	OFUSG22889.2.p1, OFUSG22889.1.p1, OFUSG22888.1.p1
OG0000612	DROME04304	OFUSG06644.1.p1
OG0000612	DROME00841	OFUSG23094.1.p1
OG0000613	DROME11661, DROME11657, DROME11660, DROME11656, DROME11658, DROME11659	OFUSG12632.1.p1
OG0000614	DROME20120, DROME20121, DROME20122, DROME20119	OFUSG25046.1.p1, OFUSG06189.1.p1, OFUSG21971.1.p1
OG0000615	DROME09018, DROME09015, DROME09017, DROME09016, DROME09014, DROME09019	OFUSG13992.1.p1, OFUSG13992.2.p1
OG0000616	DROME06628, DROME06631, DROME06630, DROME06629	OFUSG19762.4.p1, OFUSG19762.2.p1, OFUSG19762.5.p1, OFUSG19762.3.p1, OFUSG19762.1.p1
OG0000619	DROME01411, DROME01409, DROME01406, DROME01407, DROME01404, DROME01403, DROME01408, DROME01405, DROME01410	OFUSG13853.1.p1, OFUSG13853.2.p1
OG0000622	DROME02917	OFUSG10556.1.p1, OFUSG02071.1.p1, OFUSG02070.1.p1, OFUSG15189.1.p1, OFUSG21737.1.p1
OG0000623	DROME13642	OFUSG17186.1.p1
OG0000623	DROME13267, DROME13269, DROME13273, DROME13272, DROME13270, DROME13271, DROME13268, DROME13266, DROME19458, DROME19644, DROME09777, DROME09776	OFUSG24609.2.p1, OFUSG24609.3.p1, OFUSG24609.1.p1
OG0000624	DROME08947, DROME08946, DROME08945	OFUSG24408.1.p1, OFUSG24408.2.p1
OG0000625	DROME07819, DROME00264, DROME00265, DROME00249	OFUSG19939.1.p1
OG0000628	DROME13958	OFUSG00909.1.p1
OG0000628	DROME17423	OFUSG11121.1.p1, OFUSG13391.1.p1
OG0000629	DROME03521	OFUSG07455.1.p1
OG0000629	DROME15755	OFUSG01023.1.p1
OG0000635	DROME14325, DROME14327, DROME14326	OFUSG20393.1.p1, OFUSG20393.3.p1, OFUSG20393.2.p1, OFUSG20394.1.p1
OG0000635	DROME10346, DROME10345, DROME09950, DROME20244, DROME20945, DROME11733, DROME11732, DROME11731	OFUSG03398.2.p1, OFUSG03398.1.p1, OFUSG03399.1.p1, OFUSG03393.1.p1, OFUSG03395.1.p1, OFUSG03397.1.p1, OFUSG03390.1.p1, OFUSG03392.1.p1, OFUSG03392.2.p1
OG0000635	DROME04651, DROME04649, DROME04652	OFUSG23741.1.p1, OFUSG23735.1.p1, OFUSG09557.1.p1, OFUSG09558.1.p1, OFUSG04843.1.p1, OFUSG01426.1.p1, OFUSG09659.1.p1
OG0000636	DROME13985, DROME13986, DROME13982, DROME13979, DROME13976, DROME13972, DROME13974, DROME13975, DROME13973, DROME13981, DROME13984, DROME13980, DROME13983	OFUSG19283.1.p1
OG0000639	DROME11868, DROME11860, DROME11862, DROME11861, DROME11863, DROME11866, DROME11867, DROME11864, DROME11865	OFUSG09740.1.p1
OG0000639	DROME00355	OFUSG05397.1.p1
OG0000643	DROME03064, DROME03054, DROME03067, DROME03065, DROME03063, DROME03061, DROME03066, DROME03062, DROME03060, DROME03059, DROME03058, DROME03057, DROME03056, DROME03055	OFUSG26510.1.p1, OFUSG24224.2.p1, OFUSG24224.4.p1, OFUSG24224.1.p1, OFUSG24224.3.p1, OFUSG24224.5.p1
OG0000645	DROME14720	OFUSG04671.1.p1
OG0000646	DROME18383, DROME18382, DROME18385, DROME18384	OFUSG17652.1.p1
OG0000646	DROME20633, DROME20634, DROME20635	OFUSG20855.1.p1
OG0000647	DROME13736	OFUSG06075.1.p1
OG0000648	DROME08636	OFUSG23086.1.p1, OFUSG23087.1.p1
OG0000649	DROME08643, DROME00503	OFUSG03689.1.p1, OFUSG10822.1.p1, OFUSG04063.1.p1, OFUSG05062.1.p1, OFUSG04064.1.p1, OFUSG04062.1.p1, OFUSG05061.1.p1, OFUSG05061.2.p1, OFUSG10971.1.p1, OFUSG16766.1.p1, OFUSG07315.1.p1, OFUSG07687.1.p1, OFUSG07537.1.p1, OFUSG03255.1.p1, OFUSG11210.1.p1
OG0000650	DROME12896, DROME12897, DROME12895	OFUSG18209.1.p1
OG0000651	DROME04446, DROME04444, DROME04448, DROME04445, DROME04443, DROME04449, DROME04447	OFUSG13240.2.p1, OFUSG13240.3.p1, OFUSG13240.1.p1
OG0000652	DROME15382, DROME15380, DROME15381, DROME15386, DROME15385, DROME15379, DROME15384, DROME15383	OFUSG13483.3.p1, OFUSG13483.2.p1, OFUSG13483.1.p1
OG0000654	DROME02198, DROME02200, DROME02201, DROME02196, DROME02197, DROME02204, DROME02203, DROME02199, DROME02202	OFUSG04714.1.p1
OG0000657	DROME04361	OFUSG00339.1.p1, OFUSG04303.1.p1, OFUSG00337.1.p1
OG0000660	DROME08489	OFUSG16300.1.p1
OG0000660	DROME17870	OFUSG00254.1.p1
OG0000662	DROME13127, DROME03101, DROME20426	OFUSG19351.1.p1
OG0000662	DROME18061	OFUSG11101.1.p1
OG0000663	DROME05436	OFUSG26455.1.p1
OG0000664	DROME09223, DROME09224, DROME09222, DROME09220, DROME09221, DROME09219	OFUSG16644.1.p1
OG0000666	DROME12576, DROME12575	OFUSG06195.2.p1, OFUSG06195.1.p1, OFUSG06195.3.p1, OFUSG06195.5.p1, OFUSG06195.4.p1
OG0000670	DROME01272, DROME01274, DROME01273, DROME03671, DROME03670	OFUSG24801.2.p1, OFUSG24801.1.p1, OFUSG24764.1.p1, OFUSG24763.1.p1
OG0000671	DROME17183	OFUSG24508.1.p1, OFUSG24509.2.p1, OFUSG24509.1.p1
OG0000672	DROME01096, DROME01095	OFUSG14378.5.p1, OFUSG14378.3.p1, OFUSG14378.2.p1, OFUSG14378.1.p1, OFUSG14378.4.p1
OG0000672	DROME13682	OFUSG12085.1.p1
OG0000674	DROME13823	OFUSG08473.1.p1
OG0000674	DROME12190	OFUSG07969.1.p1
OG0000676	DROME07205	OFUSG21048.1.p1
OG0000676	DROME15377	OFUSG14430.1.p1
OG0000678	DROME19369, DROME19367, DROME19365, DROME19366, DROME19368	OFUSG10078.1.p1, OFUSG10078.2.p1
OG0000680	DROME15155, DROME20131	OFUSG26520.1.p1, OFUSG01684.1.p1, OFUSG01687.1.p1
OG0000681	DROME11874, DROME11876, DROME11877, DROME11875	OFUSG02151.1.p1
OG0000682	DROME07174, DROME07172, DROME07169, DROME07171, DROME07170, DROME07173, DROME07175	OFUSG06498.1.p1
OG0000683	DROME11493, DROME11492	OFUSG25839.2.p1, OFUSG25839.1.p1
OG0000683	DROME01831	OFUSG17452.5.p1, OFUSG17452.4.p1, OFUSG17452.2.p1, OFUSG17452.3.p1, OFUSG17452.1.p1
OG0000685	DROME01255, DROME01256, DROME01253, DROME01254	OFUSG07501.2.p1, OFUSG07501.4.p1, OFUSG07501.3.p1, OFUSG07501.5.p1, OFUSG07501.1.p1
OG0000686	DROME18140, DROME18139, DROME02489	OFUSG07661.1.p1
OG0000690	DROME09460	OFUSG21408.1.p1
OG0000690	DROME13136	OFUSG17680.1.p1
OG0000692	DROME13871, DROME13870	OFUSG17216.1.p1
OG0000693	DROME01415, DROME01416, DROME01417, DROME01418	OFUSG17230.1.p1, OFUSG17230.2.p1
OG0000694	DROME18910	OFUSG08082.1.p1
OG0000695	DROME02480	OFUSG03580.2.p1, OFUSG03580.1.p1
OG0000696	DROME04806, DROME04805, DROME04807, DROME04804, DROME04808	OFUSG17219.1.p1
OG0000699	DROME04408, DROME04407, DROME04406	OFUSG11422.1.p1
OG0000700	DROME00190, DROME00191, DROME15357, DROME15356	OFUSG11440.1.p1, OFUSG06990.1.p1, OFUSG06990.2.p1, OFUSG06990.4.p1, OFUSG06990.3.p1
OG0000701	DROME19925, DROME19926, DROME06204, DROME17248	OFUSG09694.1.p1, OFUSG26676.1.p1, OFUSG19007.2.p1, OFUSG19007.4.p1, OFUSG19007.1.p1, OFUSG19007.3.p1, OFUSG09370.1.p1
OG0000702	DROME02010	OFUSG04071.1.p1, OFUSG04071.2.p1, OFUSG04071.5.p1, OFUSG04071.4.p1, OFUSG04071.3.p1
OG0000703	DROME18602, DROME10089, DROME09744, DROME10003, DROME10370, DROME10371, DROME17633	OFUSG18539.1.p1
OG0000708	DROME21751, DROME21752	OFUSG21283.1.p1
OG0000708	DROME18239	OFUSG18936.1.p1
OG0000709	DROME01206	OFUSG06507.1.p1
OG0000711	DROME08678	OFUSG00761.1.p1
OG0000711	DROME09749, DROME09750	OFUSG00164.1.p1
OG0000712	DROME20363, DROME20365, DROME20364, DROME20366, DROME20367, DROME12698, DROME12699, DROME12697	OFUSG02312.2.p1, OFUSG02312.1.p1
OG0000713	DROME14995	OFUSG13986.1.p1
OG0000715	DROME09525, DROME09528, DROME09523, DROME09527, DROME09526, DROME09524	OFUSG24400.1.p1, OFUSG24400.3.p1, OFUSG24400.2.p1, OFUSG24400.4.p1
OG0000717	DROME21009	OFUSG07273.3.p1, OFUSG07273.1.p1, OFUSG07273.2.p1, OFUSG07273.4.p1, OFUSG07273.5.p1
OG0000718	DROME16064, DROME16063, DROME16059, DROME16062, DROME16061, DROME16060	OFUSG19609.1.p1, OFUSG19609.2.p1
OG0000720	DROME08828	OFUSG24445.4.p1, OFUSG24445.2.p1, OFUSG24445.3.p1, OFUSG24445.5.p1, OFUSG24445.1.p1
OG0000721	DROME21732	OFUSG22702.2.p1, OFUSG22702.1.p1
OG0000722	DROME08261, DROME08260	OFUSG11385.1.p1
OG0000722	DROME13636, DROME13637	OFUSG17120.1.p1, OFUSG17120.2.p1
OG0000724	DROME18296, DROME18300, DROME18301, DROME18294, DROME18295, DROME18297, DROME18299, DROME18298	OFUSG12294.1.p1, OFUSG12294.2.p1
OG0000725	DROME01937	OFUSG07689.1.p1
OG0000725	DROME21529, DROME21530, DROME21531, DROME21532	OFUSG07873.1.p1
OG0000726	DROME21495, DROME21494, DROME21492, DROME21493	OFUSG16555.1.p1
OG0000730	DROME18332	OFUSG15932.1.p1, OFUSG20088.1.p1
OG0000730	DROME00495	OFUSG17597.1.p1
OG0000730	DROME18387	OFUSG16513.1.p1
OG0000731	DROME03051, DROME03053, DROME03052	OFUSG14224.4.p1, OFUSG14224.1.p1, OFUSG14224.2.p1, OFUSG14224.3.p1, OFUSG14224.5.p1
OG0000732	DROME00208, DROME00209	OFUSG24914.1.p1
OG0000732	DROME15061	OFUSG26355.1.p1, OFUSG26355.2.p1
OG0000733	DROME17454	OFUSG22012.1.p1
OG0000733	DROME15558, DROME15560, DROME15556, DROME15557, DROME15561, DROME15562, DROME15564, DROME15563, DROME15559	OFUSG11826.1.p1
OG0000734	DROME17455	OFUSG08307.1.p1
OG0000735	DROME13083, DROME13084, DROME13089, DROME13086, DROME13097, DROME13098, DROME13085, DROME13100, DROME13096, DROME13092, DROME13101, DROME13102, DROME13090, DROME13099, DROME13091, DROME13095, DROME13087, DROME13094, DROME13088, DROME13093	OFUSG16966.1.p1, OFUSG16966.2.p1
OG0000736	DROME02615, DROME02614	OFUSG17139.1.p1, OFUSG17140.1.p1, OFUSG21337.1.p1
OG0000736	DROME09313	OFUSG13076.1.p1
OG0000737	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533	OFUSG06204.2.p1, OFUSG06204.1.p1
OG0000740	DROME19981	OFUSG16696.1.p1
OG0000740	DROME17246	OFUSG11518.1.p1
OG0000740	DROME03194	OFUSG17833.1.p1
OG0000744	DROME09899	OFUSG23163.1.p1
OG0000745	DROME04604, DROME04605, DROME04603, DROME04602, DROME04600, DROME04601, DROME04599, DROME04598, DROME04596, DROME04597, DROME02290, DROME02291	OFUSG03164.1.p1
OG0000747	DROME04467	OFUSG01556.1.p1, OFUSG01548.1.p1, OFUSG06100.1.p1, OFUSG17491.1.p1, OFUSG16945.2.p1, OFUSG16945.1.p1, OFUSG16946.1.p1, OFUSG00244.1.p1, OFUSG25616.1.p1, OFUSG25615.1.p1, OFUSG25614.1.p1
OG0000747	DROME04468	OFUSG12175.1.p1, OFUSG07235.1.p1, OFUSG04947.1.p1, OFUSG04948.1.p1, OFUSG22379.1.p1, OFUSG22378.1.p1, OFUSG22380.1.p1, OFUSG07688.1.p1, OFUSG03262.1.p1
OG0000749	DROME10988, DROME10987	OFUSG11790.1.p1
OG0000751	DROME06060, DROME06059, DROME06061, DROME06062	OFUSG16377.1.p1, OFUSG16377.2.p1
OG0000752	DROME15461	OFUSG06577.1.p1
OG0000752	DROME09086	OFUSG01816.1.p1
OG0000752	DROME20521, DROME11363	OFUSG23281.1.p1
OG0000753	DROME16114, DROME16113	OFUSG03990.1.p1
OG0000753	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021	OFUSG09322.2.p1, OFUSG09322.1.p1
OG0000755	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399	OFUSG22904.1.p1
OG0000757	DROME07057	OFUSG15507.1.p1
OG0000758	DROME04523, DROME04522, DROME04521	OFUSG26565.1.p1
OG0000759	DROME11263, DROME11264, DROME11262, DROME11261, DROME01055, DROME03914, DROME03913, DROME01209, DROME01208	OFUSG04506.3.p1, OFUSG04506.2.p1, OFUSG04506.5.p1, OFUSG04506.4.p1, OFUSG04506.1.p1
OG0000761	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783	OFUSG08030.3.p1, OFUSG08030.1.p1, OFUSG08030.2.p1
OG0000763	DROME19244, DROME19245, DROME19240, DROME19243, DROME19242, DROME19241, DROME19239, DROME19232, DROME19237, DROME19234, DROME19238, DROME19233, DROME19236, DROME19235	OFUSG08828.1.p1
OG0000765	DROME04789, DROME04788	OFUSG21598.1.p1, OFUSG21598.2.p1
OG0000766	DROME06054, DROME06055, DROME01015	OFUSG19864.1.p1
OG0000767	DROME14005, DROME12823, DROME12824	OFUSG07632.1.p1, OFUSG11580.1.p1
OG0000772	DROME13216	OFUSG02068.1.p1
OG0000772	DROME03561, DROME03562, DROME03559, DROME03560, DROME03558, DROME03563	OFUSG05265.1.p1
OG0000774	DROME18935, DROME18934	OFUSG18867.1.p1
OG0000775	DROME05200	OFUSG00272.1.p1, OFUSG09449.1.p1, OFUSG01304.1.p1, OFUSG05327.1.p1, OFUSG15943.1.p1, OFUSG26561.1.p1, OFUSG26560.1.p1
OG0000776	DROME20100, DROME20102, DROME20101	OFUSG17361.1.p1, OFUSG17361.2.p1, OFUSG17632.1.p1
OG0000777	DROME05836	OFUSG10317.1.p1, OFUSG10318.1.p1
OG0000778	DROME11783, DROME11782	OFUSG11453.1.p1
OG0000779	DROME13622	OFUSG07668.1.p1
OG0000779	DROME20961	OFUSG25635.2.p1, OFUSG25635.1.p1
OG0000780	DROME16908	OFUSG11326.1.p1, OFUSG16803.1.p1, OFUSG12906.1.p1
OG0000782	DROME04768, DROME04767, DROME04769, DROME04770, DROME04778, DROME04776, DROME04766, DROME04773, DROME04772, DROME04765, DROME04775, DROME04771, DROME04774, DROME04777	OFUSG08693.1.p1
OG0000784	DROME16135	OFUSG06112.1.p1
OG0000784	DROME14707, DROME14708, DROME14827	OFUSG01425.1.p1, OFUSG01425.2.p1, OFUSG13540.1.p1
OG0000786	DROME17888, DROME17889	OFUSG15626.2.p1, OFUSG15626.1.p1
OG0000787	DROME06230	OFUSG11014.1.p1
OG0000788	DROME11403	OFUSG00699.1.p1
OG0000791	DROME16118, DROME16117, DROME16116, DROME16119, DROME16121, DROME16120	OFUSG04398.4.p1, OFUSG04398.3.p1, OFUSG04398.2.p1, OFUSG04398.5.p1, OFUSG04398.1.p1
OG0000792	DROME20865	OFUSG22559.1.p1
OG0000793	DROME20859, DROME20860	OFUSG09289.1.p1
OG0000794	DROME04329, DROME04334, DROME04330, DROME04337, DROME04333, DROME04335, DROME04336, DROME04331, DROME04332	OFUSG08224.1.p1, OFUSG08224.2.p1
OG0000795	DROME09200	OFUSG26685.1.p1, OFUSG23098.1.p1, OFUSG08900.1.p1, OFUSG06424.1.p1, OFUSG10160.1.p1, OFUSG00297.1.p1, OFUSG26040.1.p1, OFUSG09244.1.p1, OFUSG26041.1.p1, OFUSG06946.1.p1, OFUSG21508.1.p1
OG0000796	DROME18203	OFUSG14797.1.p1, OFUSG14797.2.p1, OFUSG14797.3.p1
OG0000797	DROME01160, DROME01161, DROME01159	OFUSG10229.1.p1
OG0000798	DROME10020, DROME10018, DROME10014, DROME10015, DROME10021, DROME10016, DROME10019, DROME10022, DROME10017, DROME10013	OFUSG02728.2.p1, OFUSG02728.5.p1, OFUSG02728.1.p1, OFUSG02728.3.p1, OFUSG02728.4.p1
OG0000799	DROME17162	OFUSG06054.2.p1, OFUSG06054.1.p1, OFUSG06052.2.p1, OFUSG06052.1.p1
OG0000800	DROME19714	OFUSG22750.1.p1, OFUSG06584.1.p1
OG0000801	DROME05596, DROME05595, DROME05594	OFUSG04291.1.p1, OFUSG04291.2.p1
OG0000803	DROME06528, DROME04971, DROME16667, DROME08404, DROME08406, DROME08405, DROME06525, DROME06526, DROME15315, DROME15314, DROME15313, DROME14537, DROME01677, DROME14535, DROME14536, DROME17631, DROME09542, DROME09543, DROME19328, DROME18830, DROME15873	OFUSG07577.1.p1
OG0000809	DROME15572, DROME15573	OFUSG17351.1.p1, OFUSG17351.2.p1
OG0000810	DROME04963, DROME04962, DROME04964	OFUSG13316.1.p1
OG0000810	DROME08670	OFUSG25434.3.p1, OFUSG25434.2.p1, OFUSG25434.1.p1
OG0000813	DROME18040, DROME18039	OFUSG10957.1.p1, OFUSG10956.1.p1
OG0000814	DROME05066, DROME05065	OFUSG16546.1.p1
OG0000814	DROME03302, DROME03301	OFUSG25287.1.p1, OFUSG25288.1.p1, OFUSG25696.1.p1, OFUSG25695.1.p1
OG0000814	DROME04088, DROME04090	OFUSG20971.1.p1
OG0000815	DROME01377, DROME01376	OFUSG04646.2.p1, OFUSG04646.1.p1
OG0000816	DROME03072, DROME03071, DROME03076, DROME03075	OFUSG12543.1.p1
OG0000817	DROME16006	OFUSG23697.1.p1
OG0000817	DROME02008	OFUSG18100.1.p1
OG0000817	DROME06292	OFUSG04259.1.p1
OG0000818	DROME03806, DROME03805	OFUSG10058.1.p1, OFUSG10058.3.p1, OFUSG10058.2.p1
OG0000819	DROME19692	OFUSG25384.2.p1, OFUSG25384.1.p1
OG0000819	DROME00768, DROME00769	OFUSG22325.2.p1, OFUSG22325.1.p1
OG0000822	DROME01380	OFUSG12185.1.p1
OG0000822	DROME09748, DROME09747	OFUSG03485.1.p1
OG0000825	DROME11281	OFUSG03447.3.p1, OFUSG03447.2.p1, OFUSG03447.1.p1
OG0000826	DROME12091	OFUSG20773.1.p1, OFUSG20775.1.p1
OG0000827	DROME19293, DROME19294, DROME19292	OFUSG09504.1.p1, OFUSG08806.1.p1
OG0000827	DROME17067	OFUSG12430.2.p1, OFUSG12430.1.p1
OG0000828	DROME20305	OFUSG16610.1.p1
OG0000828	DROME19137	OFUSG14927.1.p1
OG0000829	DROME18116, DROME07642	OFUSG05943.1.p1
OG0000833	DROME15101	OFUSG25526.1.p1
OG0000833	DROME00525, DROME00524, DROME00526, DROME20451, DROME20452, DROME18499, DROME18498	OFUSG12738.1.p1
OG0000834	DROME13922	OFUSG04057.5.p1, OFUSG04057.2.p1, OFUSG04057.3.p1, OFUSG04057.1.p1, OFUSG04057.4.p1
OG0000835	DROME14049, DROME14051, DROME14048, DROME14057, DROME14058	OFUSG01553.1.p1, OFUSG01553.2.p1, OFUSG21973.1.p1
OG0000836	DROME02582, DROME02579, DROME02580, DROME02581	OFUSG04483.1.p1
OG0000836	DROME17758, DROME17759	OFUSG16444.1.p1
OG0000837	DROME05419, DROME18149	OFUSG01837.1.p1, OFUSG13636.1.p1, OFUSG01835.1.p1
OG0000838	DROME18797	OFUSG26011.1.p1, OFUSG26011.2.p1
OG0000841	DROME06878, DROME06876, DROME06877, DROME06879	OFUSG20856.1.p1, OFUSG20856.4.p1, OFUSG20856.2.p1, OFUSG20856.3.p1
OG0000842	DROME10888, DROME10889	OFUSG17660.1.p1
OG0000844	DROME14407, DROME14403, DROME14406, DROME14408, DROME14404, DROME14409	OFUSG21494.2.p1, OFUSG21494.1.p1
OG0000847	DROME16726	OFUSG15294.1.p1
OG0000847	DROME03898, DROME03895, DROME03896, DROME03897	OFUSG24225.1.p1, OFUSG24225.2.p1
OG0000848	DROME00579, DROME00580	OFUSG02732.1.p1
OG0000848	DROME19683	OFUSG03989.1.p1, OFUSG03989.2.p1
OG0000849	DROME20644, DROME20643, DROME20641, DROME20642, DROME20640, DROME20638, DROME20637, DROME20639	OFUSG09067.1.p1
OG0000850	DROME12440, DROME20308	OFUSG12712.1.p1
OG0000850	DROME12322	OFUSG06085.1.p1
OG0000851	DROME20685, DROME20686	OFUSG02239.1.p1, OFUSG02239.2.p1
OG0000852	DROME03192, DROME03193, DROME03191	OFUSG09153.1.p1, OFUSG09153.2.p1
OG0000852	DROME08938, DROME08937	OFUSG04815.3.p1, OFUSG04815.2.p1, OFUSG04815.1.p1
OG0000853	DROME21372, DROME21371, DROME21369, DROME21373, DROME21370	OFUSG07722.2.p1, OFUSG07722.1.p1, OFUSG07722.4.p1, OFUSG07722.3.p1
OG0000854	DROME12664, DROME12665, DROME13117, DROME13118	OFUSG10592.2.p1, OFUSG10592.1.p1, OFUSG25461.1.p1, OFUSG16035.1.p1, OFUSG16036.1.p1
OG0000855	DROME19819, DROME20290, DROME16140, DROME01127, DROME11147, DROME22053, DROME22054, DROME22052, DROME20174, DROME16331	OFUSG08911.2.p1, OFUSG08911.1.p1, OFUSG10909.1.p1, OFUSG18514.1.p1, OFUSG14975.1.p1, OFUSG14975.2.p1
OG0000857	DROME20946, DROME20950, DROME20948, DROME20947, DROME20949, DROME20951	OFUSG01227.1.p1
OG0000858	DROME07517, DROME07518	OFUSG19764.2.p1, OFUSG19764.1.p1
OG0000859	DROME03370, DROME03371	OFUSG09251.1.p1
OG0000860	DROME09397, DROME09396, DROME09404, DROME09403, DROME09399, DROME09402, DROME09401, DROME09400, DROME09405, DROME09398	OFUSG07489.1.p1, OFUSG07489.2.p1
OG0000863	DROME11655, DROME11652, DROME11654, DROME11653, DROME11650, DROME11651	OFUSG04268.1.p1, OFUSG04268.2.p1, OFUSG04258.1.p1, OFUSG17976.1.p1, OFUSG24572.1.p1, OFUSG19627.1.p1
OG0000867	DROME16640, DROME16641, DROME14164, DROME14165, DROME14167, DROME14088	OFUSG06020.2.p1, OFUSG06020.1.p1, OFUSG06020.3.p1
OG0000869	DROME06391	OFUSG16947.1.p1
OG0000870	DROME20283	OFUSG20438.1.p1
OG0000871	DROME14585	OFUSG00730.1.p1
OG0000871	DROME03028	OFUSG06537.1.p1
OG0000872	DROME09696, DROME09697, DROME09695	OFUSG00869.2.p1, OFUSG00869.3.p1, OFUSG00869.5.p1, OFUSG00869.1.p1, OFUSG00869.4.p1
OG0000873	DROME18354, DROME18352	OFUSG09850.1.p1
OG0000874	DROME04338	OFUSG03220.1.p1, OFUSG08483.1.p1
OG0000875	DROME06587	OFUSG16237.1.p1
OG0000876	DROME08528, DROME08526, DROME08524, DROME08527, DROME08525	OFUSG16334.1.p1
OG0000878	DROME07549	OFUSG01895.1.p1, OFUSG01893.1.p1, OFUSG01893.2.p1, OFUSG01894.1.p1, OFUSG16664.1.p1
OG0000879	DROME00001, DROME21621, DROME11009	OFUSG04088.1.p1
OG0000880	DROME13991, DROME13992	OFUSG05701.1.p1
OG0000881	DROME06288, DROME06289	OFUSG25601.3.p1, OFUSG25601.2.p1, OFUSG25601.4.p1, OFUSG25601.1.p1, OFUSG25601.5.p1
OG0000881	DROME20749, DROME20746, DROME20750, DROME20748, DROME20747, DROME20751, DROME20752, DROME20753	OFUSG22311.1.p1
OG0000888	DROME13818	OFUSG09295.1.p1
OG0000888	DROME15657	OFUSG10796.1.p1
OG0000889	DROME20531, DROME20532	OFUSG12102.1.p1
OG0000896	DROME07637, DROME07636	OFUSG11490.1.p1, OFUSG11490.3.p1, OFUSG11490.2.p1
OG0000897	DROME09205, DROME09206	OFUSG18741.1.p1
OG0000904	DROME14411, DROME14410	OFUSG17921.1.p1
OG0000905	DROME11749	OFUSG01251.1.p1
OG0000906	DROME09411	OFUSG07758.1.p1, OFUSG24653.1.p1, OFUSG20410.1.p1, OFUSG20404.1.p1, OFUSG03306.1.p1, OFUSG09788.1.p1
