Orthogroup	DROME	OWEFU
OG0003473	DROME00049	OFUSG09701.1.p1
OG0003475	DROME02190	OFUSG01118.2.p1, OFUSG01118.1.p1
OG0003477	DROME12317	OFUSG16889.1.p1
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	OFUSG11376.1.p1, OFUSG11376.2.p1
OG0003479	DROME13645	OFUSG18679.1.p1
OG0003481	DROME01114	OFUSG05255.1.p1
OG0003482	DROME08487	OFUSG07809.1.p1
OG0003483	DROME09876, DROME09877	OFUSG10301.1.p1
OG0003484	DROME18666, DROME18665	OFUSG15881.3.p1, OFUSG15881.1.p1, OFUSG15881.2.p1
OG0003485	DROME19488, DROME19487, DROME19486, DROME19489	OFUSG17960.1.p1
OG0003487	DROME12571	OFUSG19263.1.p1
OG0003489	DROME01312	OFUSG16880.2.p1, OFUSG16880.1.p1
OG0003490	DROME13468	OFUSG22551.1.p1
OG0003491	DROME11698	OFUSG14265.1.p1, OFUSG14263.1.p1
OG0003492	DROME17943	OFUSG10309.1.p1
OG0003493	DROME09294	OFUSG16867.1.p1
OG0003496	DROME03124	OFUSG02218.1.p1
OG0003497	DROME08732	OFUSG09698.1.p1
OG0003498	DROME13034, DROME13035	OFUSG16874.1.p1
OG0003502	DROME19567, DROME14375	OFUSG24055.1.p1
OG0003503	DROME17101, DROME17102	OFUSG18080.1.p1
OG0003504	DROME06794	OFUSG11194.1.p1
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	OFUSG05340.1.p1
OG0003506	DROME18707	OFUSG02297.1.p1, OFUSG02297.2.p1
OG0003507	DROME14387, DROME14388	OFUSG26289.1.p1
OG0003508	DROME15658	OFUSG15813.1.p1, OFUSG15813.3.p1, OFUSG15813.2.p1
OG0003509	DROME21960, DROME21962, DROME21961	OFUSG17524.1.p1
OG0003510	DROME19505	OFUSG20850.1.p1
OG0003513	DROME08556	OFUSG16489.1.p1, OFUSG16489.2.p1
OG0003515	DROME21652	OFUSG03772.1.p1
OG0003518	DROME08309	OFUSG20266.1.p1
OG0003519	DROME06802	OFUSG16099.1.p1
OG0003520	DROME21807, DROME02028	OFUSG25302.1.p1
OG0003523	DROME16368	OFUSG12732.1.p1
OG0003524	DROME09643, DROME09639, DROME09640	OFUSG17157.1.p1
OG0003526	DROME05107	OFUSG21956.1.p1
OG0003528	DROME21047, DROME06070	OFUSG01447.2.p1, OFUSG01447.1.p1, OFUSG01447.3.p1, OFUSG16266.1.p1
OG0003531	DROME21993	OFUSG12011.1.p1
OG0003532	DROME08605	OFUSG18965.1.p1
OG0003533	DROME04480, DROME04479, DROME04481	OFUSG18691.1.p1
OG0003535	DROME12323, DROME12324, DROME12325	OFUSG05602.1.p1
OG0003536	DROME06045, DROME06046, DROME06044, DROME06047	OFUSG13226.1.p1
OG0003538	DROME20330	OFUSG03109.1.p1
OG0003539	DROME09387, DROME09386	OFUSG03901.1.p1
OG0003541	DROME10049, DROME10048	OFUSG05329.2.p1, OFUSG05329.1.p1
OG0003543	DROME18669	OFUSG08206.1.p1
OG0003544	DROME05896	OFUSG00118.1.p1
OG0003545	DROME08949	OFUSG10958.1.p1
OG0003547	DROME10735, DROME10734, DROME10733, DROME10732	OFUSG08232.1.p1
OG0003548	DROME15072	OFUSG18862.1.p1
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	OFUSG26575.1.p1
OG0003551	DROME18271, DROME18270, DROME16713	OFUSG20908.1.p1
OG0003552	DROME18554, DROME18555	OFUSG09931.1.p1
OG0003553	DROME17708	OFUSG06674.1.p1
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945	OFUSG06869.1.p1
OG0003556	DROME06703, DROME06702	OFUSG23492.1.p1
OG0003557	DROME19532	OFUSG07715.2.p1, OFUSG07715.1.p1
OG0003558	DROME06037	OFUSG09260.1.p1
OG0003561	DROME10510	OFUSG00906.1.p1
OG0003562	DROME12847, DROME12848	OFUSG12910.2.p1, OFUSG12910.1.p1
OG0003564	DROME16736	OFUSG18905.1.p1
OG0003566	DROME08493, DROME08492	OFUSG01327.1.p1
OG0003567	DROME20360, DROME20359	OFUSG10595.1.p1
OG0003568	DROME08773	OFUSG22628.1.p1
OG0003569	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128	OFUSG06908.1.p1
OG0003570	DROME14267, DROME14246	OFUSG09014.1.p1, OFUSG09014.2.p1
OG0003571	DROME19608	OFUSG20726.1.p1
OG0003573	DROME07521	OFUSG24084.1.p1
OG0003577	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611	OFUSG26536.2.p1, OFUSG26536.1.p1
OG0003578	DROME16703	OFUSG22248.1.p1
OG0003579	DROME17312	OFUSG10676.1.p1
OG0003581	DROME08243, DROME08242, DROME08244, DROME08245	OFUSG15076.2.p1, OFUSG15076.1.p1
OG0003581	DROME17935, DROME17934	OFUSG13771.3.p1, OFUSG13771.2.p1, OFUSG13771.1.p1
OG0003582	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104	OFUSG18764.1.p1
OG0003584	DROME18930	OFUSG17484.2.p1, OFUSG17484.1.p1
OG0003597	DROME16622, DROME16621	OFUSG19568.2.p1, OFUSG19568.3.p1, OFUSG19568.1.p1
OG0003599	DROME08018	OFUSG19669.1.p1
OG0003603	DROME05424	OFUSG10841.1.p1, OFUSG10841.2.p1
OG0003604	DROME19568	OFUSG15335.1.p1
OG0003606	DROME07484, DROME07483, DROME07482	OFUSG00045.1.p1
OG0003610	DROME07982, DROME07983	OFUSG17078.1.p1
OG0003611	DROME17638	OFUSG05675.1.p1
OG0003613	DROME00856	OFUSG06331.1.p1
OG0003615	DROME16618, DROME16617	OFUSG23707.1.p1, OFUSG23707.2.p1
OG0003617	DROME16095	OFUSG09939.1.p1, OFUSG13257.1.p1
OG0003619	DROME13589, DROME13590	OFUSG02086.1.p1
OG0003620	DROME17770	OFUSG16976.2.p1, OFUSG16976.1.p1
OG0003621	DROME13714, DROME13715, DROME13713	OFUSG01532.2.p1, OFUSG01532.3.p1, OFUSG01532.4.p1, OFUSG01532.1.p1
OG0003623	DROME01675	OFUSG26432.1.p1
OG0003624	DROME12696	OFUSG06588.1.p1, OFUSG06588.2.p1
OG0003629	DROME03564	OFUSG24613.1.p1
OG0003630	DROME06784	OFUSG24001.2.p1, OFUSG24001.1.p1
OG0003631	DROME07363	OFUSG03026.1.p1
OG0003632	DROME18545	OFUSG12731.1.p1
OG0003634	DROME03378	OFUSG23671.1.p1
OG0003635	DROME04946	OFUSG10052.1.p1, OFUSG03012.1.p1
OG0003638	DROME16659	OFUSG08839.1.p1
OG0003639	DROME16964	OFUSG15339.1.p1
OG0003641	DROME01116	OFUSG04999.1.p1
OG0003642	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938	OFUSG19621.1.p1
OG0003644	DROME00616	OFUSG08254.1.p1
OG0003645	DROME12178	OFUSG02977.1.p1, OFUSG02977.2.p1
OG0003646	DROME09249, DROME09250	OFUSG13054.2.p1, OFUSG13054.1.p1
OG0003647	DROME16616	OFUSG09021.1.p1
OG0003649	DROME12148, DROME12149	OFUSG09804.1.p1
OG0003650	DROME10934, DROME10933	OFUSG17294.1.p1
OG0003655	DROME13069, DROME13070	OFUSG01510.2.p1, OFUSG01510.1.p1
OG0003656	DROME14867, DROME14868	OFUSG04633.1.p1
OG0003657	DROME04619	OFUSG13329.1.p1, OFUSG13329.2.p1
OG0003658	DROME07032	OFUSG13331.1.p1
OG0003659	DROME09855	OFUSG16187.1.p1
OG0003660	DROME02231, DROME02233, DROME02232	OFUSG18031.1.p1
OG0003661	DROME07051	OFUSG21299.1.p1
OG0003664	DROME05104	OFUSG09947.1.p1
OG0003666	DROME11426	OFUSG06309.1.p1
OG0003667	DROME18793, DROME18792, DROME03291	OFUSG22163.1.p1
OG0003668	DROME15022, DROME15023	OFUSG20064.1.p1
OG0003669	DROME05487	OFUSG17201.1.p1
OG0003671	DROME13120	OFUSG06897.2.p1, OFUSG06897.1.p1
OG0003672	DROME03649	OFUSG10902.1.p1
OG0003673	DROME11788	OFUSG00664.1.p1, OFUSG00664.2.p1
OG0003676	DROME05478	OFUSG25502.1.p1
OG0003677	DROME10098	OFUSG16450.1.p1
OG0003678	DROME20450	OFUSG26385.1.p1, OFUSG26385.2.p1
OG0003679	DROME02313	OFUSG13359.1.p1
OG0003680	DROME01384	OFUSG15795.1.p1, OFUSG15795.2.p1
OG0003681	DROME08680, DROME08681	OFUSG01429.2.p1, OFUSG01429.3.p1, OFUSG01429.1.p1
OG0003682	DROME12564	OFUSG11924.1.p1
OG0003685	DROME05381	OFUSG04005.1.p1
OG0003686	DROME06762	OFUSG20794.1.p1
OG0003687	DROME12601	OFUSG03946.1.p1
OG0003690	DROME00439	OFUSG11565.1.p1
OG0003692	DROME11124	OFUSG05600.1.p1
OG0003693	DROME08115	OFUSG06103.1.p1
OG0003694	DROME12215, DROME12216	OFUSG16805.1.p1
OG0003695	DROME01947	OFUSG25573.1.p1
OG0003696	DROME10156	OFUSG05739.1.p1
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	OFUSG20990.1.p1
OG0003698	DROME17520	OFUSG06501.1.p1
OG0003700	DROME01181, DROME01182	OFUSG10293.1.p1
OG0003701	DROME18636, DROME18637	OFUSG23496.1.p1
OG0003703	DROME15370	OFUSG00686.1.p1
OG0003704	DROME02181, DROME02180	OFUSG13029.1.p1
OG0003708	DROME12282, DROME12281	OFUSG01108.1.p1
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	OFUSG00436.1.p1, OFUSG00436.2.p1
OG0003712	DROME10970	OFUSG10374.1.p1
OG0003713	DROME05410	OFUSG13204.1.p1
OG0003714	DROME02517	OFUSG23674.1.p1
OG0003716	DROME18657	OFUSG23366.1.p1
OG0003717	DROME10046	OFUSG12896.3.p1, OFUSG12896.2.p1, OFUSG12896.1.p1, OFUSG12896.4.p1
OG0003718	DROME01297	OFUSG16508.1.p1
OG0003719	DROME14563	OFUSG08809.1.p1
OG0003720	DROME17484	OFUSG17956.1.p1
OG0003721	DROME09052	OFUSG25364.1.p1
OG0003722	DROME05995	OFUSG08157.1.p1
OG0003729	DROME04356, DROME06341	OFUSG16645.2.p1, OFUSG16645.1.p1
OG0003730	DROME12908	OFUSG20230.1.p1
OG0003731	DROME02907	OFUSG12284.1.p1
OG0003732	DROME10070	OFUSG14808.2.p1, OFUSG14808.1.p1
OG0003733	DROME00230	OFUSG23436.1.p1
OG0003734	DROME19430	OFUSG07747.1.p1
OG0003735	DROME19631	OFUSG07143.1.p1
OG0003737	DROME05769, DROME16282, DROME16607, DROME16283	OFUSG09928.1.p1
OG0003738	DROME11561, DROME11562	OFUSG18301.1.p1, OFUSG18301.2.p1
OG0003740	DROME01620	OFUSG07576.1.p1
OG0003741	DROME20156	OFUSG12262.1.p1
OG0003742	DROME17331, DROME17332	OFUSG17127.2.p1, OFUSG17127.1.p1
OG0003743	DROME13785	OFUSG01059.1.p1
OG0003744	DROME08150	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1
OG0003745	DROME20574, DROME20575	OFUSG23746.1.p1, OFUSG23969.1.p1
OG0003746	DROME01977	OFUSG03863.1.p1
OG0003747	DROME00997, DROME00995, DROME00994, DROME00996	OFUSG12626.1.p1
OG0003748	DROME01784	OFUSG18694.1.p1
OG0003749	DROME18502, DROME18501	OFUSG07087.2.p1, OFUSG07087.1.p1
OG0003750	DROME15590	OFUSG09220.1.p1
OG0003753	DROME12522, DROME12521, DROME12523	OFUSG10261.1.p1
OG0003754	DROME08228, DROME08227	OFUSG07080.1.p1
OG0003755	DROME10789, DROME20093, DROME20094	OFUSG15040.1.p1
OG0003756	DROME21916, DROME21915, DROME03180, DROME21917	OFUSG22980.1.p1
OG0003758	DROME11710, DROME11712, DROME11711	OFUSG17693.1.p1
OG0003759	DROME06383	OFUSG12849.1.p1
OG0003761	DROME14154, DROME16436	OFUSG16012.1.p1, OFUSG16012.2.p1
OG0003763	DROME19350	OFUSG00488.1.p1
OG0003764	DROME21578	OFUSG18151.3.p1, OFUSG18151.1.p1, OFUSG18151.2.p1
OG0003767	DROME02791	OFUSG13414.1.p1
OG0003769	DROME11691, DROME11690, DROME11693, DROME11692	OFUSG20297.1.p1
OG0003771	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018	OFUSG11060.1.p1
OG0003772	DROME12948	OFUSG23284.1.p1
OG0003773	DROME05209	OFUSG09985.1.p1
OG0003776	DROME09504, DROME16551	OFUSG09068.1.p1
OG0003778	DROME13171	OFUSG01438.1.p1
OG0003779	DROME17898	OFUSG13787.1.p1, OFUSG13787.2.p1
OG0003794	DROME03810, DROME03820	OFUSG04954.1.p1
OG0003795	DROME10754, DROME10753, DROME10755	OFUSG06423.1.p1
OG0003798	DROME12695	OFUSG25667.1.p1
OG0003803	DROME02481, DROME02482	OFUSG06983.1.p1
OG0003805	DROME01815	OFUSG05195.1.p1
OG0003806	DROME01868	OFUSG10861.1.p1
OG0003807	DROME20522, DROME05215	OFUSG10356.1.p1
OG0003808	DROME08174	OFUSG17077.1.p1
OG0003809	DROME04169, DROME04168	OFUSG10992.1.p1
OG0003811	DROME14988, DROME14990, DROME14989	OFUSG03655.1.p1
OG0003813	DROME10056	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1
OG0003817	DROME00653	OFUSG09065.1.p1
OG0003818	DROME11129	OFUSG03705.1.p1
OG0003820	DROME07987	OFUSG08762.1.p1
OG0003821	DROME04477	OFUSG19123.1.p1
OG0003823	DROME12335	OFUSG23560.1.p1
OG0003824	DROME17215	OFUSG05766.1.p1
OG0003826	DROME12869, DROME12870, DROME12868	OFUSG22650.1.p1
OG0003827	DROME06883, DROME06884	OFUSG17366.1.p1
OG0003828	DROME10911	OFUSG05118.1.p1
OG0003829	DROME01864	OFUSG07448.1.p1
OG0003831	DROME02158	OFUSG05930.2.p1, OFUSG05930.1.p1
OG0003832	DROME22043	OFUSG06066.1.p1
OG0003834	DROME21433	OFUSG05404.1.p1
OG0003836	DROME15123	OFUSG03236.1.p1
OG0003837	DROME14236, DROME08398	OFUSG05284.1.p1, OFUSG11129.1.p1
OG0003838	DROME00382, DROME00383	OFUSG02211.1.p1
OG0003839	DROME21710	OFUSG14221.1.p1
OG0003840	DROME00482	OFUSG26167.1.p1
OG0003841	DROME10377, DROME10376, DROME21784	OFUSG25707.1.p1
OG0003843	DROME02011	OFUSG25141.1.p1
OG0003844	DROME19636, DROME19637	OFUSG19682.1.p1
OG0003845	DROME21374	OFUSG11473.1.p1
OG0003846	DROME14576	OFUSG06704.1.p1
OG0003847	DROME04113	OFUSG24334.1.p1
OG0003848	DROME19059, DROME03440, DROME21451, DROME09630	OFUSG07600.1.p1
OG0003849	DROME18363, DROME18362	OFUSG02757.1.p1, OFUSG08843.1.p1
OG0003850	DROME19645	OFUSG01254.1.p1
OG0003851	DROME07873, DROME07872, DROME07874	OFUSG13241.1.p1
OG0003852	DROME08152	OFUSG04274.2.p1, OFUSG04274.1.p1
OG0003853	DROME00889	OFUSG11282.1.p1
OG0003854	DROME11356	OFUSG09820.1.p1
OG0003856	DROME18670	OFUSG18199.1.p1
OG0003857	DROME21963	OFUSG18520.1.p1
OG0003858	DROME12659	OFUSG11682.1.p1
OG0003860	DROME03956	OFUSG03969.1.p1
OG0003861	DROME13113	OFUSG01289.1.p1, OFUSG01289.2.p1
OG0003863	DROME16970, DROME16972, DROME16971	OFUSG06768.1.p1
OG0003864	DROME16687, DROME16688	OFUSG21533.1.p1, OFUSG21530.1.p1
OG0003865	DROME12154, DROME12155	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1
OG0003866	DROME15012, DROME15013	OFUSG01635.2.p1, OFUSG01635.1.p1
OG0003867	DROME04382	OFUSG26425.1.p1
OG0003868	DROME05264, DROME05265, DROME05263	OFUSG25488.1.p1
OG0003869	DROME09592	OFUSG04233.1.p1
OG0003870	DROME12586, DROME12587	OFUSG26220.1.p1, OFUSG26220.2.p1
OG0003871	DROME19904, DROME19903	OFUSG14206.1.p1
OG0003872	DROME05404	OFUSG00219.1.p1
OG0003873	DROME21721	OFUSG12835.1.p1
OG0003874	DROME06608	OFUSG08683.1.p1
OG0003875	DROME19790, DROME19791	OFUSG26181.1.p1
OG0003876	DROME09112	OFUSG23627.1.p1
OG0003877	DROME03255, DROME03256	OFUSG14257.1.p1
OG0003879	DROME15863, DROME15864	OFUSG20056.1.p1
OG0003881	DROME06398	OFUSG18789.1.p1
OG0003883	DROME12952, DROME12953	OFUSG06274.1.p1
OG0003884	DROME16036	OFUSG16361.1.p1
OG0003885	DROME01881, DROME01880	OFUSG23663.1.p1
OG0003886	DROME16702	OFUSG04059.1.p1
OG0003887	DROME16856	OFUSG17832.1.p1
OG0003888	DROME14996	OFUSG00031.1.p1
OG0003889	DROME06390	OFUSG17908.2.p1, OFUSG17908.1.p1, OFUSG24139.1.p1, OFUSG21925.1.p1, OFUSG11313.1.p1
OG0003892	DROME03882, DROME03883, DROME03881	OFUSG05645.1.p1
OG0003893	DROME20864	OFUSG11743.1.p1
OG0003894	DROME08816	OFUSG07444.1.p1
OG0003897	DROME08504, DROME08505	OFUSG17722.1.p1
OG0003898	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007	OFUSG14490.1.p1
OG0003899	DROME15608	OFUSG03698.1.p1
OG0003903	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503	OFUSG19115.1.p1
OG0003904	DROME13386	OFUSG15953.1.p1
OG0003906	DROME10315	OFUSG09780.1.p1
OG0003909	DROME12680	OFUSG05066.1.p1
OG0003910	DROME10387	OFUSG00367.1.p1
OG0003911	DROME11361	OFUSG12915.1.p1
OG0003912	DROME03970, DROME03969, DROME03443	OFUSG22772.1.p1
OG0003913	DROME04350	OFUSG16854.1.p1, OFUSG16854.2.p1
OG0003915	DROME04519	OFUSG24695.1.p1
OG0003916	DROME10524, DROME10523	OFUSG20296.1.p1
OG0003917	DROME06379	OFUSG02661.1.p1, OFUSG02661.2.p1
OG0003918	DROME16748, DROME16746, DROME16745, DROME16747	OFUSG18006.1.p1
OG0003919	DROME21549	OFUSG14973.1.p1
OG0003920	DROME16629, DROME16630	OFUSG00473.1.p1
OG0003921	DROME02956, DROME02955, DROME02957	OFUSG21463.2.p1, OFUSG21463.1.p1
OG0003923	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714	OFUSG04254.1.p1
OG0003925	DROME01564, DROME01563	OFUSG16954.1.p1
OG0003926	DROME01565, DROME01567, DROME01566	OFUSG21486.1.p1, OFUSG12876.1.p1
OG0003929	DROME08880	OFUSG20846.1.p1
OG0003930	DROME20922	OFUSG01262.1.p1
OG0003931	DROME02384, DROME02385	OFUSG10879.1.p1
OG0003933	DROME03669	OFUSG18990.1.p1, OFUSG18990.2.p1, OFUSG17884.1.p1
OG0003934	DROME11280	OFUSG21104.1.p1
OG0003935	DROME00302	OFUSG12376.1.p1
OG0003936	DROME02177	OFUSG05427.1.p1
OG0003938	DROME13183	OFUSG01428.1.p1
OG0003939	DROME01287	OFUSG23620.1.p1
OG0003940	DROME13675	OFUSG06736.1.p1, OFUSG17406.1.p1
OG0003942	DROME15620	OFUSG01619.1.p1
OG0003944	DROME18760	OFUSG25022.1.p1
OG0003945	DROME01863	OFUSG25387.2.p1, OFUSG25387.1.p1
OG0003946	DROME13159, DROME13158	OFUSG05456.1.p1
OG0003947	DROME08292	OFUSG06825.1.p1
OG0003949	DROME09152	OFUSG01552.1.p1
OG0003950	DROME16615	OFUSG00160.1.p1
OG0003951	DROME07725	OFUSG18740.1.p1
OG0003953	DROME09054, DROME00634, DROME11448	OFUSG02993.1.p1
OG0003955	DROME16756	OFUSG02744.1.p1
OG0003959	DROME15055	OFUSG08034.1.p1
OG0003961	DROME17804	OFUSG13571.1.p1
OG0003962	DROME09201	OFUSG02999.1.p1
OG0003964	DROME09409	OFUSG05524.1.p1
OG0003965	DROME07977, DROME07971, DROME07972	OFUSG13482.2.p1, OFUSG13482.1.p1
OG0003967	DROME15281	OFUSG17824.1.p1
OG0003968	DROME04759, DROME04758	OFUSG19570.1.p1
OG0003969	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767	OFUSG11226.1.p1
OG0003970	DROME08299	OFUSG14929.1.p1
OG0003971	DROME06198	OFUSG09521.1.p1
OG0003972	DROME03377	OFUSG05144.1.p1
OG0003973	DROME13196, DROME13195, DROME13194	OFUSG11220.1.p1
OG0003974	DROME04925	OFUSG00134.1.p1
OG0003978	DROME14494, DROME17669, DROME16351, DROME16350, DROME16349	OFUSG18906.1.p1
OG0003998	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849	OFUSG22075.1.p1
OG0003999	DROME14381, DROME14380	OFUSG13249.1.p1, OFUSG26421.1.p1
OG0004000	DROME11283	OFUSG16319.1.p1, OFUSG16318.1.p1
OG0004002	DROME08892	OFUSG26830.1.p1
OG0004004	DROME11755, DROME11754	OFUSG25436.1.p1
OG0004005	DROME14778, DROME14779, DROME14780	OFUSG08227.1.p1
OG0004007	DROME18644	OFUSG13400.1.p1
OG0004009	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735	OFUSG18112.1.p1
OG0004011	DROME02697, DROME02696, DROME02701	OFUSG10690.1.p1
OG0004012	DROME11288	OFUSG05810.1.p1
OG0004014	DROME02886, DROME02837	OFUSG16971.1.p1
OG0004015	DROME07793	OFUSG23645.1.p1, OFUSG23645.2.p1
OG0004017	DROME02036	OFUSG22331.1.p1
OG0004019	DROME01647	OFUSG25454.1.p1
OG0004020	DROME17726, DROME17727	OFUSG13879.1.p1
OG0004021	DROME19870	OFUSG15028.1.p1
OG0004022	DROME10913, DROME10915, DROME10912, DROME10914	OFUSG16401.2.p1, OFUSG16401.1.p1
OG0004023	DROME19067	OFUSG20348.1.p1
OG0004025	DROME16102	OFUSG11341.1.p1
OG0004027	DROME13967	OFUSG16592.1.p1
OG0004028	DROME21582, DROME21583	OFUSG11042.2.p1, OFUSG11042.1.p1
OG0004029	DROME07976	OFUSG16671.1.p1, OFUSG16671.2.p1
OG0004030	DROME00135, DROME00134	OFUSG18316.1.p1
OG0004031	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216	OFUSG21709.1.p1
OG0004032	DROME08117	OFUSG24694.1.p1
OG0004033	DROME14180, DROME12245	OFUSG12090.1.p1
OG0004035	DROME03941, DROME03943, DROME03942, DROME03940	OFUSG04760.1.p1
OG0004036	DROME19609	OFUSG01682.1.p1
OG0004037	DROME06863	OFUSG14252.1.p1, OFUSG14252.2.p1
OG0004038	DROME02888	OFUSG23417.1.p1
OG0004039	DROME19307	OFUSG01900.1.p1
OG0004040	DROME07203	OFUSG02275.1.p1, OFUSG02275.2.p1
OG0004041	DROME05936	OFUSG11618.1.p1
OG0004042	DROME16619	OFUSG09669.1.p1
OG0004044	DROME05299, DROME05298	OFUSG00446.1.p1
OG0004045	DROME06772	OFUSG19170.5.p1, OFUSG19170.1.p1, OFUSG19170.4.p1, OFUSG19170.2.p1, OFUSG19170.3.p1
OG0004047	DROME02487, DROME02484, DROME02486, DROME02485	OFUSG18610.1.p1
OG0004048	DROME17671	OFUSG19554.1.p1
OG0004051	DROME18087, DROME18086	OFUSG26463.1.p1
OG0004053	DROME21730	OFUSG09713.1.p1
OG0004054	DROME15059	OFUSG25074.1.p1
OG0004056	DROME15287	OFUSG04179.1.p1, OFUSG04179.2.p1
OG0004057	DROME00479	OFUSG00824.1.p1
OG0004059	DROME13217	OFUSG25150.1.p1
OG0004060	DROME20687	OFUSG16459.1.p1
OG0004061	DROME03990	OFUSG13064.1.p1
OG0004062	DROME16212	OFUSG05949.1.p1, OFUSG06583.1.p1
OG0004064	DROME06301	OFUSG24453.1.p1, OFUSG24453.2.p1
OG0004065	DROME02456	OFUSG16929.1.p1
OG0004067	DROME14860	OFUSG11070.1.p1
OG0004069	DROME10101	OFUSG24301.1.p1
OG0004070	DROME04845	OFUSG10593.1.p1
OG0004071	DROME15812	OFUSG25471.1.p1
OG0004072	DROME21957, DROME17982	OFUSG16756.1.p1
OG0004073	DROME01650	OFUSG00778.1.p1
OG0004074	DROME06751	OFUSG13092.1.p1
OG0004075	DROME21242	OFUSG10667.1.p1
OG0004076	DROME00303	OFUSG17470.1.p1, OFUSG17470.2.p1
OG0004079	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265	OFUSG02739.1.p1
OG0004080	DROME06468, DROME06467	OFUSG04397.1.p1
OG0004081	DROME16707, DROME16708, DROME16709, DROME16710	OFUSG14219.1.p1
OG0004082	DROME08161	OFUSG16877.1.p1
OG0004084	DROME12357	OFUSG13172.1.p1
OG0004085	DROME05732, DROME05731, DROME05733	OFUSG24648.1.p1
OG0004089	DROME00381	OFUSG26253.5.p1, OFUSG26253.1.p1, OFUSG26253.3.p1, OFUSG26253.2.p1, OFUSG26253.4.p1, OFUSG09130.1.p1
OG0004091	DROME14119	OFUSG17304.1.p1
OG0004092	DROME12563	OFUSG16191.1.p1
OG0004093	DROME15725	OFUSG06671.1.p1
OG0004095	DROME13735	OFUSG07584.1.p1
OG0004096	DROME00515	OFUSG25572.1.p1
OG0004097	DROME01515	OFUSG00034.1.p1
OG0004098	DROME01948	OFUSG21100.1.p1
OG0004099	DROME19388	OFUSG10944.1.p1
OG0004101	DROME08755, DROME08757, DROME08756	OFUSG04654.2.p1, OFUSG04654.1.p1, OFUSG04654.3.p1
OG0004102	DROME12666	OFUSG19005.1.p1
OG0004105	DROME04809, DROME04810, DROME04811	OFUSG23643.2.p1, OFUSG23643.1.p1
OG0004106	DROME05999	OFUSG26433.1.p1
OG0004107	DROME12701, DROME19212	OFUSG08885.1.p1
OG0004108	DROME07361	OFUSG21004.1.p1
OG0004110	DROME17755	OFUSG08891.1.p1
OG0004111	DROME04654, DROME04653	OFUSG13311.1.p1
OG0004112	DROME12140	OFUSG17318.2.p1, OFUSG17318.1.p1, OFUSG09769.1.p1
OG0004113	DROME06222, DROME06223	OFUSG18704.1.p1
OG0004114	DROME16337	OFUSG21821.1.p1
OG0004115	DROME13846, DROME13845, DROME13844	OFUSG12847.1.p1
OG0004116	DROME02477	OFUSG09323.1.p1
OG0004119	DROME14543	OFUSG20234.1.p1
OG0004120	DROME07794	OFUSG10176.1.p1, OFUSG10176.2.p1
OG0004121	DROME03957	OFUSG13719.1.p1
OG0004122	DROME08383	OFUSG07267.2.p1, OFUSG07267.1.p1
OG0004123	DROME12798	OFUSG21171.1.p1, OFUSG21171.2.p1
OG0004124	DROME02608	OFUSG17737.1.p1
OG0004130	DROME05314	OFUSG08210.1.p1, OFUSG00974.1.p1
OG0004131	DROME18904, DROME18905	OFUSG23809.1.p1, OFUSG23809.2.p1
OG0004132	DROME06798	OFUSG20258.1.p1
OG0004133	DROME02029	OFUSG14516.1.p1
OG0004134	DROME14839	OFUSG06800.1.p1
OG0004135	DROME03879	OFUSG18236.1.p1
OG0004136	DROME17670	OFUSG26327.1.p1
OG0004139	DROME14020	OFUSG21376.2.p1, OFUSG21376.1.p1, OFUSG21378.1.p1
OG0004140	DROME02610	OFUSG00701.1.p1
OG0004142	DROME06754	OFUSG19191.1.p1
OG0004143	DROME13621	OFUSG09777.1.p1, OFUSG09777.2.p1
OG0004144	DROME04309, DROME04310	OFUSG24310.1.p1
OG0004145	DROME15893, DROME08647, DROME14074, DROME14075	OFUSG25041.1.p1
OG0004147	DROME06149	OFUSG21150.1.p1
OG0004148	DROME06090, DROME06089	OFUSG24269.1.p1
