Orthogroup	DROME	APOSC_ok
OG0003132	DROME12375	APOSC_17640, APOSC_17639
OG0003135	DROME07491	APOSC_19629
OG0003136	DROME17171	APOSC_03102
OG0003137	DROME01904, DROME12782	APOSC_20540
OG0003138	DROME18809	APOSC_19584
OG0003141	DROME21226, DROME21227	APOSC_23843, APOSC_23842
OG0003142	DROME11840	APOSC_07232
OG0003144	DROME13433	APOSC_16927, APOSC_16926
OG0003145	DROME03862	APOSC_08126, APOSC_10484, APOSC_10319, APOSC_20874
OG0003146	DROME01929	APOSC_07075
OG0003147	DROME16290, DROME16289	APOSC_18397
OG0003148	DROME18800, DROME18799	APOSC_21523
OG0003149	DROME16606, DROME16608	APOSC_14351, APOSC_15734
OG0003150	DROME19300	APOSC_07694
OG0003151	DROME04792	APOSC_16617
OG0003152	DROME17760	APOSC_22513
OG0003153	DROME21845	APOSC_26183
OG0003154	DROME05761	APOSC_06994
OG0003156	DROME13943	APOSC_18642, APOSC_18644
OG0003157	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126	APOSC_12815
OG0003158	DROME02271	APOSC_00782
OG0003159	DROME05071	APOSC_07797
OG0003160	DROME17382	APOSC_27572
OG0003161	DROME12081	APOSC_28138
OG0003164	DROME01606	APOSC_27781
OG0003165	DROME00374, DROME00377, DROME00375, DROME00376	APOSC_27104
OG0003169	DROME03939	APOSC_20189
OG0003172	DROME02195	APOSC_05273
OG0003173	DROME20160, DROME20161	APOSC_18974
OG0003174	DROME21527, DROME21526, DROME21528	APOSC_05372
OG0003175	DROME00251, DROME02106	APOSC_19430
OG0003177	DROME17587	APOSC_27339
OG0003178	DROME10286, DROME10285	APOSC_23982
OG0003179	DROME19635	APOSC_10676
OG0003180	DROME11167, DROME11166	APOSC_00703
OG0003181	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969	APOSC_25121
OG0003182	DROME01632	APOSC_25417
OG0003183	DROME05040, DROME05042, DROME05041	APOSC_12138
OG0003184	DROME11152	APOSC_10064
OG0003185	DROME08767, DROME08766	APOSC_17234
OG0003188	DROME03250, DROME03249	APOSC_27314, APOSC_27313
OG0003189	DROME13140, DROME13139, DROME13141, DROME13138	APOSC_13962
OG0003191	DROME09590	APOSC_21528, APOSC_28691
OG0003192	DROME12610	APOSC_15341
OG0003193	DROME14192	APOSC_05846
OG0003194	DROME19483	APOSC_21816
OG0003197	DROME21048	APOSC_23003, APOSC_23004
OG0003198	DROME07357	APOSC_27357, APOSC_27358
OG0003199	DROME12668, DROME21725, DROME21726	APOSC_20188
OG0003202	DROME05838, DROME05839	APOSC_27051
OG0003203	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384	APOSC_00928, APOSC_00929
OG0003205	DROME06205, DROME06206	APOSC_24249
OG0003206	DROME21836, DROME21837	APOSC_00694, APOSC_00693
OG0003207	DROME14952	APOSC_24531, APOSC_20290
OG0003210	DROME16773, DROME16774	APOSC_17493
OG0003212	DROME16100	APOSC_29099
OG0003214	DROME00548	APOSC_18366
OG0003215	DROME09352	APOSC_16838, APOSC_16839
OG0003217	DROME21077	APOSC_13005
OG0003218	DROME08231, DROME08230	APOSC_15489
OG0003220	DROME11342, DROME11341	APOSC_10137
OG0003221	DROME00225, DROME00224	APOSC_10483
OG0003222	DROME18303, DROME18302, DROME18304	APOSC_28884
OG0003223	DROME09209	APOSC_03309
OG0003224	DROME09348, DROME09349, DROME09347	APOSC_27710
OG0003225	DROME18849	APOSC_07724, APOSC_01072, APOSC_05344
OG0003226	DROME19617, DROME08490	APOSC_20312
OG0003228	DROME21008	APOSC_12201
OG0003229	DROME01144	APOSC_02006
OG0003230	DROME17741	APOSC_16300
OG0003231	DROME19301	APOSC_23792
OG0003235	DROME05661, DROME05663, DROME05662	APOSC_02018, APOSC_02019
OG0003238	DROME10776	APOSC_06592
OG0003240	DROME12807	APOSC_19551
OG0003251	DROME19769, DROME19768, DROME16949	APOSC_01087, APOSC_20351
OG0003252	DROME18445	APOSC_22505, APOSC_18332
OG0003254	DROME02901	APOSC_25008
OG0003255	DROME06336	APOSC_13275, APOSC_13276
OG0003257	DROME15418	APOSC_01324
OG0003261	DROME07634, DROME07633	APOSC_23715
OG0003262	DROME21043, DROME21045, DROME21044	APOSC_01608
OG0003263	DROME09851	APOSC_06856, APOSC_10864, APOSC_04917, APOSC_05065, APOSC_13158, APOSC_00448, APOSC_10954, APOSC_09315
OG0003264	DROME08076	APOSC_10052
OG0003267	DROME01973, DROME01974, DROME02727	APOSC_05198, APOSC_15562
OG0003268	DROME20306	APOSC_18926
OG0003269	DROME11682	APOSC_01010
OG0003272	DROME19754, DROME19755, DROME00829	APOSC_11506
OG0003273	DROME01509	APOSC_20401, APOSC_15189, APOSC_15132, APOSC_16564, APOSC_05214, APOSC_09042, APOSC_18523, APOSC_15131, APOSC_08864
OG0003275	DROME11988, DROME11987	APOSC_26815
OG0003277	DROME07456	APOSC_19318
OG0003279	DROME01016, DROME01017, DROME01018	APOSC_03598
OG0003280	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669	APOSC_08149
OG0003281	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832	APOSC_22860, APOSC_22859
OG0003282	DROME17686	APOSC_22425, APOSC_22426
OG0003283	DROME12472	APOSC_05350
OG0003284	DROME06818	APOSC_08125
OG0003286	DROME09199, DROME09198	APOSC_28119
OG0003287	DROME04328, DROME08276	APOSC_11817, APOSC_11816
OG0003288	DROME00366, DROME00364, DROME00365	APOSC_08027, APOSC_08028
OG0003289	DROME20541, DROME20542	APOSC_25294
OG0003290	DROME00517	APOSC_22357
OG0003291	DROME20523	APOSC_19509
OG0003293	DROME14676	APOSC_18462
OG0003294	DROME01659, DROME01660	APOSC_08073, APOSC_03218
OG0003296	DROME06822, DROME13531	APOSC_07542, APOSC_20409
OG0003296	DROME09502	APOSC_13951
OG0003297	DROME19465	APOSC_19537
OG0003298	DROME08089	APOSC_05046, APOSC_05047
OG0003300	DROME16959	APOSC_10134, APOSC_10022
OG0003301	DROME18741	APOSC_20684
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	APOSC_18665, APOSC_00584, APOSC_00585
OG0003304	DROME02914, DROME02913	APOSC_15762
OG0003306	DROME10136	APOSC_13804
OG0003307	DROME17313	APOSC_25176
OG0003309	DROME19043, DROME19042	APOSC_07262, APOSC_04916
OG0003311	DROME15213	APOSC_08614
OG0003314	DROME09986, DROME09988, DROME09987, DROME09985	APOSC_23701
OG0003316	DROME13200	APOSC_24704
OG0003317	DROME19362	APOSC_27860
OG0003318	DROME16706	APOSC_06088
OG0003320	DROME12326	APOSC_18916
OG0003323	DROME03630	APOSC_19153
OG0003327	DROME19734	APOSC_25953
OG0003330	DROME03252, DROME03251	APOSC_12519, APOSC_12520
OG0003331	DROME12208, DROME12210, DROME12207, DROME12209	APOSC_14662
OG0003332	DROME00791	APOSC_06501
OG0003333	DROME10886, DROME10885, DROME10884	APOSC_20676, APOSC_20675
OG0003335	DROME18113, DROME18112	APOSC_22973, APOSC_26808, APOSC_25100
OG0003336	DROME10919, DROME10920, DROME10917	APOSC_12100
OG0003337	DROME15232	APOSC_17322
OG0003340	DROME16534, DROME16533	APOSC_00595
OG0003341	DROME01797	APOSC_08089
OG0003343	DROME09151	APOSC_10154
OG0003344	DROME04462, DROME04461	APOSC_02014, APOSC_02015
OG0003345	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046	APOSC_05069
OG0003347	DROME11879, DROME11880	APOSC_20227
OG0003348	DROME02128	APOSC_25980
OG0003349	DROME08306, DROME08305, DROME08304	APOSC_12458
OG0003352	DROME13172	APOSC_05072
OG0003353	DROME11820, DROME11822, DROME11821	APOSC_04886, APOSC_04887
OG0003354	DROME19858	APOSC_02148
OG0003356	DROME15849	APOSC_06969
OG0003357	DROME12029	APOSC_19085, APOSC_00799, APOSC_00798, APOSC_00797, APOSC_00800
OG0003358	DROME16921	APOSC_16536
OG0003359	DROME18758	APOSC_26597, APOSC_26598
OG0003360	DROME20878, DROME20879	APOSC_10951, APOSC_10952, APOSC_10953
OG0003361	DROME13197	APOSC_00516, APOSC_06798
OG0003363	DROME10311, DROME10310, DROME10313, DROME10312	APOSC_23809
OG0003364	DROME00064	APOSC_20943, APOSC_20944
OG0003365	DROME04108	APOSC_14128
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	APOSC_22846
OG0003367	DROME12239	APOSC_08856
OG0003368	DROME16106, DROME16107	APOSC_23104
OG0003370	DROME12377, DROME12378	APOSC_27440
OG0003371	DROME09945, DROME09943, DROME09944, DROME09946	APOSC_19267
OG0003372	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188	APOSC_25151
OG0003374	DROME06476, DROME06475, DROME06474	APOSC_04421
OG0003375	DROME21029	APOSC_12301, APOSC_12302, APOSC_16084
OG0003376	DROME16130, DROME16131, DROME16129	APOSC_26385
OG0003377	DROME20606	APOSC_20950, APOSC_06534
OG0003378	DROME18533	APOSC_14216
OG0003380	DROME14333	APOSC_06475
OG0003381	DROME10051	APOSC_25031
OG0003384	DROME17249, DROME17250	APOSC_09692
OG0003386	DROME07039, DROME07040, DROME07041	APOSC_04892
OG0003388	DROME11674, DROME19363	APOSC_18890
OG0003392	DROME11355	APOSC_15035, APOSC_15037, APOSC_15038, APOSC_15036
OG0003394	DROME14094	APOSC_04303
OG0003396	DROME21609	APOSC_01679
OG0003419	DROME18310	APOSC_24829
OG0003421	DROME04908, DROME07137, DROME07651	APOSC_20464
OG0003422	DROME04814	APOSC_08655, APOSC_12687
OG0003425	DROME11464, DROME11465, DROME11463	APOSC_20861
OG0003426	DROME12495	APOSC_14543, APOSC_14542
OG0003429	DROME10812	APOSC_08273
OG0003430	DROME19610, DROME04057	APOSC_02277
OG0003431	DROME13747	APOSC_05302
OG0003433	DROME02216, DROME02219, DROME02218, DROME02217	APOSC_10843
OG0003434	DROME00166, DROME15353	APOSC_08572
OG0003437	DROME09807	APOSC_08994, APOSC_23604
OG0003443	DROME18500	APOSC_21858
OG0003444	DROME05516, DROME05517, DROME05515, DROME06639	APOSC_27190, APOSC_27191
OG0003445	DROME01285	APOSC_06753
OG0003448	DROME02828, DROME02829, DROME02830	APOSC_12959, APOSC_12960, APOSC_13687
OG0003450	DROME03280	APOSC_01467
OG0003452	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215	APOSC_23506
OG0003453	DROME19225	APOSC_04336
OG0003454	DROME10067	APOSC_03485
OG0003456	DROME19556	APOSC_10391
OG0003457	DROME06510, DROME06508, DROME06509	APOSC_25499
OG0003458	DROME04148	APOSC_17177
OG0003459	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556	APOSC_19131
OG0003460	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134	APOSC_09556
OG0003461	DROME17474, DROME21694	APOSC_23855, APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582
OG0003462	DROME00239	APOSC_12605
OG0003463	DROME20444	APOSC_18574, APOSC_13277
OG0003464	DROME06231	APOSC_02590
OG0003465	DROME04464	APOSC_17657
OG0003466	DROME16278	APOSC_03599
OG0003467	DROME06043, DROME06042	APOSC_08484, APOSC_08485
OG0003468	DROME01968	APOSC_06032
OG0003470	DROME13653	APOSC_06657
OG0003472	DROME09631, DROME09633	APOSC_28983
OG0003473	DROME00049	APOSC_09713
OG0003475	DROME02190	APOSC_12044
OG0003477	DROME12317	APOSC_28136, APOSC_28137
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	APOSC_06956
OG0003479	DROME13645	APOSC_11579
OG0003481	DROME01114	APOSC_05224, APOSC_08004
OG0003482	DROME08487	APOSC_05017
OG0003483	DROME09876, DROME09877	APOSC_24644
OG0003485	DROME19488, DROME19487, DROME19486, DROME19489	APOSC_29059
OG0003487	DROME12571	APOSC_24508
OG0003489	DROME01312	APOSC_01163
OG0003490	DROME13468	APOSC_17078
OG0003491	DROME11698	APOSC_27592
OG0003492	DROME17943	APOSC_12490
OG0003493	DROME09294	APOSC_07930
OG0003496	DROME03124	APOSC_16107
OG0003497	DROME08732	APOSC_06959
OG0003498	DROME13034, DROME13035	APOSC_07920
OG0003499	DROME14561	APOSC_23653
OG0003500	DROME04015, DROME00982	APOSC_22294, APOSC_22295
OG0003501	DROME13347, DROME13346, DROME13348	APOSC_23234
OG0003502	DROME19567, DROME14375	APOSC_18703
OG0003503	DROME17101, DROME17102	APOSC_02298
OG0003504	DROME06794	APOSC_12706
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	APOSC_27791
OG0003506	DROME18707	APOSC_20588, APOSC_20589
OG0003507	DROME14387, DROME14388	APOSC_14632
OG0003508	DROME15658	APOSC_16687
OG0003509	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961	APOSC_01600
OG0003510	DROME19505	APOSC_02259
OG0003513	DROME08556	APOSC_23790
OG0003515	DROME21652	APOSC_28363
OG0003518	DROME08309	APOSC_13189
OG0003519	DROME06802	APOSC_26019, APOSC_26017, APOSC_26018
OG0003520	DROME21807, DROME02028	APOSC_27298, APOSC_09597
OG0003523	DROME16368	APOSC_24946, APOSC_24945
OG0003524	DROME09643, DROME09639, DROME09640	APOSC_25697
OG0003526	DROME05107	APOSC_03620
OG0003528	DROME21047, DROME06070	APOSC_25058
OG0003531	DROME21993	APOSC_06749
OG0003532	DROME08605	APOSC_12900, APOSC_12899, APOSC_18857, APOSC_05700
OG0003533	DROME04480, DROME04479, DROME04481	APOSC_20660
OG0003535	DROME12323, DROME12324, DROME12325	APOSC_27157
OG0003536	DROME06045, DROME06046, DROME06044, DROME06047	APOSC_10287
OG0003538	DROME20330	APOSC_12153, APOSC_21059
OG0003539	DROME09387, DROME09386	APOSC_28124, APOSC_28123
OG0003541	DROME10049, DROME10048	APOSC_12528, APOSC_12526, APOSC_12527
OG0003543	DROME18669	APOSC_20594
OG0003544	DROME05896	APOSC_15667
OG0003545	DROME08949	APOSC_01423
OG0003547	DROME10735, DROME10734, DROME10733, DROME10732	APOSC_28667, APOSC_28666
OG0003548	DROME15072	APOSC_05144
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	APOSC_23937
OG0003551	DROME18271, DROME18270, DROME16713	APOSC_24999
OG0003552	DROME18554, DROME18555	APOSC_13079
OG0003553	DROME17708	APOSC_25557
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945	APOSC_07264
OG0003556	DROME06703, DROME06702	APOSC_16589
OG0003558	DROME06037	APOSC_07078
OG0003560	DROME18173	APOSC_23803
OG0003561	DROME10510	APOSC_05634, APOSC_05633
OG0003562	DROME12847, DROME12848	APOSC_04504
OG0003564	DROME16736	APOSC_26128
OG0003566	DROME08493, DROME08492	APOSC_14118
OG0003567	DROME20360, DROME20359	APOSC_27651
OG0003568	DROME08773	APOSC_24669
OG0003569	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128	APOSC_26818
OG0003570	DROME14267, DROME14246	APOSC_11684
OG0003571	DROME19608	APOSC_19334
OG0003573	DROME07521	APOSC_22721
OG0003577	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611	APOSC_13313
OG0003578	DROME16703	APOSC_25298, APOSC_25297, APOSC_25299
OG0003579	DROME17312	APOSC_20893
OG0003581	DROME17935, DROME17934	APOSC_04452
OG0003582	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104	APOSC_10258
OG0003597	DROME16622, DROME16621	APOSC_28836
OG0003599	DROME08018	APOSC_02977
OG0003603	DROME05424	APOSC_26660
OG0003604	DROME19568	APOSC_19879
OG0003606	DROME07484, DROME07483, DROME07482	APOSC_24339, APOSC_23931
OG0003610	DROME07982, DROME07983	APOSC_06489
OG0003611	DROME17638	APOSC_27392
OG0003613	DROME00856	APOSC_02881
OG0003615	DROME16618, DROME16617	APOSC_11360
OG0003617	DROME16095	APOSC_11452
OG0003618	DROME15284, DROME15283	APOSC_27107
OG0003619	DROME13589, DROME13590	APOSC_04035, APOSC_04036
OG0003620	DROME17770	APOSC_04440
OG0003621	DROME13714, DROME13715, DROME13713	APOSC_23124, APOSC_23123
OG0003623	DROME01675	APOSC_05900
OG0003624	DROME12696	APOSC_08169
OG0003629	DROME03564	APOSC_26137
OG0003630	DROME06784	APOSC_17756, APOSC_17755, APOSC_17757
OG0003631	DROME07363	APOSC_17097
OG0003632	DROME18545	APOSC_29018, APOSC_16472
OG0003635	DROME04946	APOSC_01899, APOSC_01900, APOSC_21380
OG0003638	DROME16659	APOSC_04672
OG0003639	DROME16964	APOSC_03331
OG0003641	DROME01116	APOSC_28507
OG0003642	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938	APOSC_21992
OG0003644	DROME00616	APOSC_13766
OG0003645	DROME12178	APOSC_17297
OG0003647	DROME16616	APOSC_13796
OG0003649	DROME12148, DROME12149	APOSC_04280, APOSC_04281
OG0003650	DROME10934, DROME10933	APOSC_01121, APOSC_01120
OG0003655	DROME13069, DROME13070	APOSC_11993
OG0003656	DROME14867, DROME14868, DROME19174	APOSC_18739
OG0003657	DROME04619	APOSC_24280
OG0003658	DROME07032	APOSC_03798
OG0003659	DROME09855	APOSC_18860
OG0003660	DROME02231, DROME02233, DROME02232	APOSC_09904, APOSC_09903
OG0003661	DROME07051	APOSC_25047, APOSC_25048
OG0003664	DROME05104	APOSC_08966
OG0003666	DROME11426	APOSC_05812
OG0003667	DROME18793, DROME18792, DROME03291	APOSC_08066
OG0003668	DROME15022, DROME15023	APOSC_25254
OG0003669	DROME05487	APOSC_15477
OG0003671	DROME13120	APOSC_08142
OG0003672	DROME03649	APOSC_19065
OG0003674	DROME09782	APOSC_28517
OG0003677	DROME10098	APOSC_09551
OG0003678	DROME20450	APOSC_24849
OG0003679	DROME02313	APOSC_05717
OG0003680	DROME01384	APOSC_16106
OG0003681	DROME08680, DROME08681	APOSC_15622, APOSC_06679
OG0003682	DROME12564	APOSC_08734, APOSC_08733
OG0003683	DROME03935	APOSC_17206
OG0003686	DROME06762	APOSC_08575
OG0003687	DROME12601	APOSC_02961
OG0003690	DROME00439	APOSC_12760
OG0003692	DROME11124	APOSC_29035
OG0003693	DROME08115	APOSC_02780
OG0003694	DROME12215, DROME12216	APOSC_22584, APOSC_22583
OG0003695	DROME01947	APOSC_04824
OG0003696	DROME10156	APOSC_01727
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	APOSC_19087
OG0003698	DROME17520	APOSC_02793, APOSC_02794
OG0003700	DROME01181, DROME01182	APOSC_13023
OG0003701	DROME18636, DROME18637	APOSC_12893
OG0003703	DROME15370	APOSC_27805
OG0003704	DROME02181, DROME02180	APOSC_20184
OG0003708	DROME12282, DROME12281	APOSC_15736
OG0003709	DROME13668, DROME18688	APOSC_15334, APOSC_13159, APOSC_12769
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	APOSC_14492, APOSC_14493
OG0003712	DROME10970	APOSC_02385
OG0003713	DROME05410	APOSC_27942
OG0003714	DROME02517	APOSC_14044, APOSC_17805, APOSC_10687, APOSC_05091, APOSC_29083, APOSC_21985, APOSC_29084, APOSC_01371
OG0003716	DROME18657	APOSC_21311
OG0003717	DROME10046	APOSC_07881
OG0003718	DROME01297	APOSC_00053
OG0003719	DROME14563	APOSC_22019
OG0003720	DROME17484	APOSC_08724
OG0003721	DROME09052	APOSC_17333
OG0003722	DROME05995	APOSC_05010
OG0003724	DROME10712	APOSC_21113
OG0003729	DROME04356, DROME06341	APOSC_17222
OG0003731	DROME02907	APOSC_22671
OG0003732	DROME10070	APOSC_11996, APOSC_11995, APOSC_09876
OG0003733	DROME00230	APOSC_16729
OG0003734	DROME19430	APOSC_06802, APOSC_03895, APOSC_26658, APOSC_13258, APOSC_04893
OG0003735	DROME19631	APOSC_04977, APOSC_04976, APOSC_04975
OG0003737	DROME05769, DROME16282, DROME16607, DROME16283	APOSC_02922
OG0003738	DROME11561, DROME11562	APOSC_26676
OG0003740	DROME01620	APOSC_24391, APOSC_10911, APOSC_12585, APOSC_18389, APOSC_07561, APOSC_08481, APOSC_07560, APOSC_10879, APOSC_15112
OG0003741	DROME14002, DROME20156	APOSC_01091, APOSC_01092
OG0003742	DROME17331, DROME17332	APOSC_22045
OG0003743	DROME13785	APOSC_27109
OG0003744	DROME08150	APOSC_22292, APOSC_22293
OG0003745	DROME20574, DROME20575	APOSC_14669, APOSC_14668
OG0003746	DROME01977	APOSC_24125
OG0003747	DROME00997, DROME00995, DROME00994, DROME00996	APOSC_04812
OG0003748	DROME01784	APOSC_18301, APOSC_24509
OG0003749	DROME18502, DROME18501	APOSC_00198
OG0003750	DROME15590	APOSC_11143
OG0003753	DROME12522, DROME12521, DROME12523	APOSC_21092, APOSC_19186
OG0003754	DROME08228, DROME08227	APOSC_02725
OG0003755	DROME10789, DROME20093, DROME20094	APOSC_08866
OG0003756	DROME21916, DROME21915, DROME03180, DROME21917	APOSC_14136, APOSC_14135
OG0003758	DROME11710, DROME11712, DROME11711	APOSC_02734
OG0003759	DROME06383	APOSC_17081
OG0003761	DROME14154, DROME16436	APOSC_03791, APOSC_03790
OG0003763	DROME19350	APOSC_01290, APOSC_09581
OG0003764	DROME21578	APOSC_01401
OG0003767	DROME02791	APOSC_23704, APOSC_02560
OG0003769	DROME11691, DROME11690, DROME11693, DROME11692	APOSC_02783, APOSC_02782
OG0003771	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018	APOSC_21005
OG0003772	DROME12948	APOSC_14317, APOSC_14318
OG0003773	DROME05209	APOSC_22519
OG0003776	DROME09504, DROME16551	APOSC_01377
OG0003777	DROME18238, DROME18237, DROME18236	APOSC_05890
OG0003778	DROME13171	APOSC_25204
OG0003779	DROME17898	APOSC_23333, APOSC_23332, APOSC_23334
OG0003795	DROME10754, DROME10753, DROME10755	APOSC_01022
OG0003798	DROME12695	APOSC_08296
OG0003803	DROME02481, DROME02482	APOSC_17027
OG0003805	DROME01815	APOSC_15953
OG0003806	DROME01868	APOSC_10907, APOSC_13794, APOSC_10906, APOSC_27759
OG0003807	DROME20522, DROME05215	APOSC_00860, APOSC_00859
OG0003808	DROME08174	APOSC_06171, APOSC_06172
OG0003809	DROME04169, DROME04168	APOSC_19356
OG0003811	DROME14988, DROME14990, DROME14989	APOSC_28788, APOSC_28789
OG0003813	DROME10056	APOSC_14390
OG0003817	DROME00653	APOSC_04119, APOSC_21991
OG0003818	DROME11129	APOSC_12257
OG0003820	DROME07987	APOSC_23379
OG0003821	DROME04477	APOSC_20352
OG0003823	DROME12335	APOSC_21830
OG0003824	DROME17215	APOSC_04795, APOSC_04794
OG0003826	DROME12869, DROME12870, DROME12868	APOSC_17419
OG0003827	DROME06883, DROME06884	APOSC_07833
OG0003828	DROME10911	APOSC_14010
OG0003829	DROME01864	APOSC_19129
OG0003831	DROME02158	APOSC_18338, APOSC_25951, APOSC_17003
OG0003832	DROME22043	APOSC_12737
OG0003834	DROME21433	APOSC_25052
OG0003836	DROME15123	APOSC_03836
OG0003837	DROME14236, DROME08398	APOSC_12128
OG0003838	DROME00382, DROME00383	APOSC_00842
OG0003839	DROME21710	APOSC_26720
OG0003841	DROME10377, DROME10376, DROME21784	APOSC_15694
OG0003843	DROME02011	APOSC_17245, APOSC_07123, APOSC_07122
OG0003844	DROME19636, DROME19637	APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569
OG0003845	DROME21374	APOSC_23847
OG0003846	DROME14576	APOSC_01229
OG0003848	DROME19059, DROME03440, DROME21451, DROME09630	APOSC_12433
OG0003849	DROME18363, DROME18362	APOSC_02184
OG0003850	DROME19645	APOSC_06463
OG0003851	DROME07873, DROME07872, DROME07874	APOSC_27756
OG0003852	DROME08152	APOSC_27352
OG0003853	DROME00889	APOSC_04073
OG0003854	DROME11356	APOSC_14713
OG0003856	DROME18670	APOSC_18475, APOSC_18474, APOSC_18473, APOSC_18472
OG0003857	DROME21963	APOSC_04358
OG0003858	DROME12659	APOSC_25588
OG0003860	DROME03956	APOSC_03734, APOSC_20475, APOSC_24245
OG0003861	DROME13113	APOSC_21656
OG0003863	DROME16970, DROME16972, DROME16971	APOSC_19667
OG0003864	DROME16687, DROME16688	APOSC_02644, APOSC_02643
OG0003865	DROME12154, DROME12155	APOSC_28988
OG0003866	DROME15012, DROME15013	APOSC_22466
OG0003867	DROME04382	APOSC_04424
OG0003868	DROME05264, DROME05265, DROME05263	APOSC_27663
OG0003869	DROME09592	APOSC_00347, APOSC_00348
OG0003870	DROME12586, DROME12587	APOSC_17219
OG0003871	DROME19904, DROME19903	APOSC_11807
OG0003872	DROME05404	APOSC_02701
OG0003873	DROME21721	APOSC_19201
OG0003874	DROME06608	APOSC_04239
OG0003875	DROME19790, DROME19791	APOSC_05969
OG0003876	DROME09112	APOSC_09137
OG0003877	DROME03255, DROME03256	APOSC_00794, APOSC_00795, APOSC_00278
OG0003879	DROME15863, DROME15864	APOSC_26925
OG0003881	DROME06398	APOSC_23136
OG0003883	DROME12952, DROME12953	APOSC_26942
OG0003884	DROME16036	APOSC_05090
OG0003885	DROME01881, DROME01880	APOSC_18039
OG0003886	DROME16702	APOSC_23174
OG0003887	DROME16856	APOSC_03357
OG0003888	DROME14996	APOSC_24599
OG0003889	DROME06390	APOSC_27027
OG0003892	DROME03882, DROME03883, DROME03881	APOSC_27794, APOSC_27793
OG0003893	DROME20864	APOSC_23559
OG0003894	DROME08816	APOSC_10489, APOSC_10490
OG0003895	DROME02851, DROME08609, DROME08610, DROME02850	APOSC_12472
OG0003897	DROME08504, DROME08505	APOSC_21763
OG0003898	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007	APOSC_19432
OG0003899	DROME15608	APOSC_22343
OG0003903	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503	APOSC_19999
OG0003904	DROME13386	APOSC_15257
OG0003906	DROME10315	APOSC_08587
OG0003909	DROME12680	APOSC_27081
OG0003910	DROME10387	APOSC_21565
OG0003911	DROME11361	APOSC_27900, APOSC_05120
OG0003912	DROME03970, DROME03969, DROME03443	APOSC_15763, APOSC_28939
OG0003913	DROME04350	APOSC_05119
OG0003915	DROME04519	APOSC_24329, APOSC_24330
OG0003916	DROME10524, DROME10523	APOSC_10822
OG0003918	DROME16748, DROME16746, DROME16745, DROME16747	APOSC_02265
OG0003919	DROME21549	APOSC_15353
OG0003920	DROME16629, DROME16630	APOSC_10746
OG0003921	DROME02956, DROME02955, DROME02957	APOSC_12515, APOSC_12516
OG0003923	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714	APOSC_27950
OG0003925	DROME01564, DROME01563	APOSC_07611
OG0003926	DROME01565, DROME01567, DROME01566	APOSC_26826
OG0003929	DROME08880	APOSC_06476
OG0003930	DROME20922	APOSC_13770, APOSC_13771
OG0003931	DROME02384, DROME02385	APOSC_13164, APOSC_13163, APOSC_13162
OG0003933	DROME03669	APOSC_18503
OG0003934	DROME11280	APOSC_16202
OG0003935	DROME00302	APOSC_16375, APOSC_10688
OG0003936	DROME02177	APOSC_20913, APOSC_20914
OG0003938	DROME13183	APOSC_18586, APOSC_24798, APOSC_19288
OG0003939	DROME01287	APOSC_20627
OG0003942	DROME15620	APOSC_06273
OG0003944	DROME18760	APOSC_04799
OG0003945	DROME01863	APOSC_03054
OG0003946	DROME13159, DROME13158	APOSC_04056
OG0003947	DROME08292	APOSC_09900
OG0003949	DROME09152	APOSC_07284
OG0003950	DROME16615	APOSC_26776
OG0003951	DROME07725	APOSC_02492
OG0003955	DROME16756	APOSC_20455
