Orthogroup	DROME	APOSC_ok
OG0000623	DROME13267, DROME13269, DROME13273, DROME13272, DROME13270, DROME13271, DROME13268, DROME13266, DROME19458, DROME19644, DROME09777, DROME09776	APOSC_25178, APOSC_25179, APOSC_28396
OG0000624	DROME05635, DROME05636, DROME05638, DROME05634, DROME05639, DROME05637, DROME08947, DROME08946, DROME08945	APOSC_18585, APOSC_18584, APOSC_27695, APOSC_23239, APOSC_12046
OG0000628	DROME13958	APOSC_24447
OG0000628	DROME17423	APOSC_27023, APOSC_27022
OG0000629	DROME03521	APOSC_10100
OG0000629	DROME15755	APOSC_14556
OG0000635	DROME14325, DROME14327, DROME14326	APOSC_02843
OG0000635	DROME10346, DROME10345, DROME09950, DROME20244, DROME20945, DROME11733, DROME11732, DROME11731, DROME04651, DROME04649, DROME04652	APOSC_15936, APOSC_06479, APOSC_28121
OG0000636	DROME13985, DROME13986, DROME13982, DROME13979, DROME13976, DROME13972, DROME13974, DROME13975, DROME13973, DROME13981, DROME13984, DROME13980, DROME13983	APOSC_03996, APOSC_09371
OG0000639	DROME11868, DROME11860, DROME11862, DROME11861, DROME11863, DROME11866, DROME11867, DROME11864, DROME11865	APOSC_28763
OG0000639	DROME00355	APOSC_01472
OG0000643	DROME03064, DROME03054, DROME03067, DROME03065, DROME03063, DROME03061, DROME03066, DROME03062, DROME03060, DROME03059, DROME03058, DROME03057, DROME03056, DROME03055	APOSC_16933
OG0000645	DROME14720	APOSC_00638, APOSC_09352
OG0000646	DROME18383, DROME18382, DROME18385, DROME18384	APOSC_25529
OG0000646	DROME20633, DROME20634, DROME20635	APOSC_19310
OG0000647	DROME03300, DROME11896, DROME11895, DROME10272, DROME05266, DROME05267, DROME13736	APOSC_09611
OG0000648	DROME08636	APOSC_03595, APOSC_17710, APOSC_17709, APOSC_15129, APOSC_14173, APOSC_08045
OG0000649	DROME08643, DROME00503	APOSC_23750, APOSC_19161
OG0000651	DROME04446, DROME04444, DROME04448, DROME04445, DROME04443, DROME04449, DROME04447	APOSC_26297
OG0000652	DROME15382, DROME15380, DROME15381, DROME15386, DROME15385, DROME15379, DROME15384, DROME15383	APOSC_19590
OG0000654	DROME02198, DROME02200, DROME02201, DROME02196, DROME02197, DROME02204, DROME02203, DROME02199, DROME02202	APOSC_25621
OG0000657	DROME04361	APOSC_07236, APOSC_28772, APOSC_17511, APOSC_28771
OG0000660	DROME13641, DROME13640	APOSC_15989
OG0000660	DROME08489	APOSC_26737
OG0000660	DROME17870	APOSC_25408
OG0000662	DROME13127, DROME03101, DROME20426	APOSC_10023, APOSC_20576
OG0000662	DROME18061	APOSC_08470, APOSC_08472
OG0000663	DROME05436	APOSC_03380
OG0000664	DROME09223, DROME09224, DROME09222, DROME09220, DROME09221, DROME09219	APOSC_04413
OG0000666	DROME12576, DROME12575	APOSC_18128, APOSC_14812, APOSC_14811, APOSC_14810, APOSC_14813
OG0000670	DROME01272, DROME01274, DROME01273, DROME03671, DROME03670	APOSC_25403, APOSC_25404
OG0000671	DROME17183	APOSC_09469
OG0000672	DROME01096, DROME01095	APOSC_13094, APOSC_20369, APOSC_17793, APOSC_27234, APOSC_11490
OG0000672	DROME13682	APOSC_05056
OG0000674	DROME13823	APOSC_02855, APOSC_02854
OG0000674	DROME12190	APOSC_00193
OG0000676	DROME07205	APOSC_12565
OG0000676	DROME15377	APOSC_24592
OG0000678	DROME19369, DROME19367, DROME19365, DROME19366, DROME19368	APOSC_17592, APOSC_03701
OG0000680	DROME15155, DROME20131	APOSC_19829
OG0000681	DROME11874, DROME11876, DROME11877, DROME11875	APOSC_08978
OG0000682	DROME07174, DROME07172, DROME07169, DROME07171, DROME07170, DROME07173, DROME07175	APOSC_12467, APOSC_12466, APOSC_12470, APOSC_12471, APOSC_12468
OG0000683	DROME11493, DROME11492	APOSC_06085
OG0000683	DROME01831	APOSC_22743
OG0000685	DROME01255, DROME01256, DROME01253, DROME01254	APOSC_25083
OG0000690	DROME09460	APOSC_12924
OG0000690	DROME13136	APOSC_28021, APOSC_06077
OG0000692	DROME13871, DROME13870	APOSC_26279
OG0000693	DROME01415, DROME01416, DROME01417, DROME01418	APOSC_14532, APOSC_14531
OG0000694	DROME18910	APOSC_21845
OG0000696	DROME04806, DROME04805, DROME04807, DROME04804, DROME04808	APOSC_00235
OG0000701	DROME19925, DROME19926, DROME06204, DROME17248	APOSC_29144, APOSC_29143
OG0000702	DROME02010	APOSC_28891, APOSC_28892
OG0000703	DROME18602, DROME10089, DROME09744, DROME10003, DROME10370, DROME10371, DROME17633	APOSC_08255
OG0000708	DROME21751, DROME21752	APOSC_22565
OG0000708	DROME18239	APOSC_04164
OG0000709	DROME01206	APOSC_01261
OG0000711	DROME09984, DROME09982, DROME09983	APOSC_04623
OG0000711	DROME08678	APOSC_16041
OG0000711	DROME09749, DROME09750	APOSC_24576
OG0000712	DROME20363, DROME20365, DROME20364, DROME20366, DROME20367, DROME12698, DROME12699, DROME12697	APOSC_01997
OG0000713	DROME14995	APOSC_02458, APOSC_19823, APOSC_04674
OG0000715	DROME09525, DROME09528, DROME09523, DROME09527, DROME09526, DROME09524	APOSC_24729
OG0000717	DROME21009	APOSC_08974, APOSC_08975
OG0000720	DROME08828	APOSC_13819, APOSC_02916, APOSC_01360, APOSC_23941, APOSC_14908
OG0000721	DROME21732	APOSC_27562
OG0000721	DROME19802, DROME19803, DROME19797, DROME19800, DROME19798, DROME19799, DROME19801	APOSC_25361
OG0000722	DROME08261, DROME08260	APOSC_27863
OG0000725	DROME01937	APOSC_00094
OG0000726	DROME21495, DROME21494, DROME21492, DROME21493	APOSC_20907
OG0000730	DROME18332	APOSC_16492, APOSC_28131
OG0000730	DROME00495	APOSC_24312
OG0000730	DROME18387	APOSC_22249
OG0000731	DROME03051, DROME03053, DROME03052	APOSC_14089, APOSC_13977, APOSC_13252, APOSC_13253
OG0000732	DROME00208, DROME00209	APOSC_01005
OG0000732	DROME15061	APOSC_22697, APOSC_22696
OG0000733	DROME17454	APOSC_15598
OG0000733	DROME15558, DROME15560, DROME15556, DROME15557, DROME15561, DROME15562, DROME15564, DROME15563, DROME15559	APOSC_14468
OG0000734	DROME17455	APOSC_27033
OG0000735	DROME13083, DROME13084, DROME13089, DROME13086, DROME13097, DROME13098, DROME13085, DROME13100, DROME13096, DROME13092, DROME13101, DROME13102, DROME13090, DROME13099, DROME13091, DROME13095, DROME13087, DROME13094, DROME13088, DROME13093	APOSC_08541, APOSC_08542
OG0000736	DROME02615, DROME02614	APOSC_24942, APOSC_27355
OG0000736	DROME12312, DROME12313	APOSC_25326, APOSC_24761, APOSC_27354
OG0000737	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533	APOSC_18824, APOSC_08933, APOSC_08934, APOSC_08935
OG0000740	DROME19981	APOSC_20786
OG0000740	DROME17246	APOSC_14263
OG0000744	DROME09899	APOSC_21453, APOSC_21454, APOSC_22851
OG0000745	DROME04604, DROME04605, DROME04603, DROME04602, DROME04600, DROME04601, DROME04599, DROME04598, DROME04596, DROME04597, DROME02290, DROME02291	APOSC_02392
OG0000747	DROME04467	APOSC_10377, APOSC_22793, APOSC_01421, APOSC_04166, APOSC_09294, APOSC_09295, APOSC_26831, APOSC_21163
OG0000749	DROME10988, DROME10987	APOSC_09299, APOSC_09298
OG0000751	DROME06060, DROME06059, DROME06061, DROME06062	APOSC_10279
OG0000752	DROME15461	APOSC_04900
OG0000752	DROME09086	APOSC_11897
OG0000752	DROME20521, DROME11363	APOSC_20705
OG0000753	DROME16114, DROME16113	APOSC_17933
OG0000753	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021	APOSC_23432
OG0000755	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399	APOSC_02841, APOSC_02836, APOSC_02842, APOSC_02838
OG0000757	DROME07057	APOSC_21066
OG0000758	DROME04523, DROME04522, DROME04521	APOSC_04627, APOSC_04628, APOSC_04626
OG0000759	DROME11263, DROME11264, DROME11262, DROME11261, DROME01055, DROME03914, DROME03913, DROME01209, DROME01208	APOSC_10203
OG0000761	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182
OG0000762	DROME02274, DROME02276, DROME02279, DROME02278, DROME02272, DROME02275, DROME02277, DROME02273	APOSC_21996, APOSC_27690
OG0000763	DROME19244, DROME19245, DROME19240, DROME19243, DROME19242, DROME19241, DROME19239, DROME19232, DROME19237, DROME19234, DROME19238, DROME19233, DROME19236, DROME19235	APOSC_11369
OG0000765	DROME04789, DROME04788	APOSC_08832
OG0000766	DROME06054, DROME06055, DROME01015	APOSC_02628, APOSC_02629, APOSC_02626, APOSC_02627
OG0000767	DROME14005, DROME12823, DROME12824	APOSC_19311, APOSC_22136, APOSC_22137
OG0000772	DROME13216	APOSC_24323
OG0000772	DROME03561, DROME03562, DROME03559, DROME03560, DROME03558, DROME03563	APOSC_04766, APOSC_17782
OG0000774	DROME18935, DROME18934	APOSC_14965
OG0000775	DROME05200	APOSC_15715, APOSC_15716, APOSC_15714, APOSC_10384
OG0000776	DROME20100, DROME20102, DROME20101	APOSC_14658, APOSC_04219, APOSC_04218, APOSC_26884, APOSC_23547, APOSC_14259, APOSC_20069, APOSC_25314, APOSC_15172
OG0000777	DROME05836	APOSC_06075
OG0000779	DROME13622	APOSC_20892
OG0000779	DROME20961	APOSC_15142
OG0000780	DROME16908	APOSC_06109, APOSC_07773, APOSC_00388, APOSC_21502, APOSC_21503
OG0000782	DROME04768, DROME04767, DROME04769, DROME04770, DROME04778, DROME04776, DROME04766, DROME04773, DROME04772, DROME04765, DROME04775, DROME04771, DROME04774, DROME04777	APOSC_02046, APOSC_02045
OG0000784	DROME16135, DROME14707, DROME14708, DROME14827	APOSC_17182, APOSC_20175
OG0000787	DROME06230	APOSC_24396
OG0000788	DROME11403	APOSC_18949
OG0000791	DROME16118, DROME16117, DROME16116, DROME16119, DROME16121, DROME16120	APOSC_26179, APOSC_26180
OG0000792	DROME20865	APOSC_04163
OG0000793	DROME20859, DROME20860	APOSC_28727, APOSC_28728, APOSC_28729
OG0000794	DROME04329, DROME04334, DROME04330, DROME04337, DROME04333, DROME04335, DROME04336, DROME04331, DROME04332	APOSC_25175, APOSC_12304, APOSC_28540, APOSC_17611, APOSC_08351, APOSC_01861, APOSC_03932
OG0000795	DROME09200	APOSC_03415
OG0000796	DROME18203	APOSC_17748
OG0000797	DROME01160, DROME01161, DROME01159	APOSC_05552, APOSC_02654
OG0000798	DROME10020, DROME10018, DROME10014, DROME10015, DROME10021, DROME10016, DROME10019, DROME10022, DROME10017, DROME10013	APOSC_20553
OG0000799	DROME17162	APOSC_20835
OG0000800	DROME19714	APOSC_27669
OG0000801	DROME05596, DROME05595, DROME05594	APOSC_13410, APOSC_22125
OG0000809	DROME15572, DROME15573	APOSC_01372
OG0000810	DROME04963, DROME04962, DROME04964	APOSC_15514
OG0000810	DROME08670	APOSC_02955, APOSC_02954, APOSC_02956
OG0000813	DROME18040, DROME18039	APOSC_22749, APOSC_28682, APOSC_28679, APOSC_28681, APOSC_28678, APOSC_28677, APOSC_28680, APOSC_10674, APOSC_03337, APOSC_07707
OG0000814	DROME05066, DROME05065	APOSC_19527
OG0000816	DROME03072, DROME03071, DROME03076, DROME03075	APOSC_05809
OG0000817	DROME16006	APOSC_13738
OG0000817	DROME02008	APOSC_22901
OG0000817	DROME06292	APOSC_07767
OG0000818	DROME03806, DROME03805	APOSC_14407, APOSC_14408, APOSC_14409
OG0000819	DROME19692	APOSC_17700
OG0000819	DROME00768, DROME00769	APOSC_05516
OG0000820	DROME04117, DROME04116, DROME04115	APOSC_11841
OG0000822	DROME01380	APOSC_20678
OG0000822	DROME09748, DROME09747	APOSC_02360, APOSC_25612
OG0000825	DROME11281	APOSC_17271
OG0000826	DROME12091	APOSC_07568, APOSC_07567, APOSC_22497, APOSC_26704
OG0000827	DROME17067	APOSC_24620, APOSC_19492
OG0000828	DROME20305	APOSC_05791
OG0000828	DROME19137	APOSC_22977, APOSC_11571
OG0000829	DROME18116, DROME07642	APOSC_25803, APOSC_25804
OG0000833	DROME00525, DROME00524, DROME00526, DROME20451, DROME20452, DROME18499, DROME18498	APOSC_26082, APOSC_26081
OG0000834	DROME13922	APOSC_04739, APOSC_27269
OG0000835	DROME14049, DROME14051, DROME14048, DROME14057, DROME14058	APOSC_04775, APOSC_05126, APOSC_22110
OG0000836	DROME02582, DROME02579, DROME02580, DROME02581	APOSC_15778
OG0000837	DROME05419, DROME18149	APOSC_12041, APOSC_06484, APOSC_27044, APOSC_21308
OG0000841	DROME06878, DROME06876, DROME06877, DROME06879	APOSC_23985, APOSC_23987, APOSC_23986
OG0000842	DROME10888, DROME10889	APOSC_09796
OG0000844	DROME14407, DROME14403, DROME14406, DROME14408, DROME14404, DROME14409	APOSC_10362
OG0000844	DROME14405	APOSC_10363
OG0000847	DROME16726	APOSC_10143
OG0000847	DROME03898, DROME03895, DROME03896, DROME03897	APOSC_11562
OG0000848	DROME00579, DROME00580	APOSC_20382
OG0000848	DROME19683	APOSC_28316, APOSC_18151, APOSC_18150
OG0000849	DROME20644, DROME20643, DROME20641, DROME20642, DROME20640, DROME20638, DROME20637, DROME20639	APOSC_27634, APOSC_09266, APOSC_03689
OG0000850	DROME12440, DROME20308	APOSC_08264, APOSC_00774
OG0000850	DROME12322	APOSC_23927
OG0000851	DROME20685, DROME20686	APOSC_19702, APOSC_19703, APOSC_19701
OG0000852	DROME03192, DROME03193, DROME03191	APOSC_20285, APOSC_20286
OG0000852	DROME08938, DROME08937	APOSC_02824
OG0000855	DROME19819, DROME20290, DROME16140, DROME01127, DROME11147, DROME22053, DROME22054, DROME22052, DROME20174, DROME16331	APOSC_08922, APOSC_08923, APOSC_26256
OG0000857	DROME20946, DROME20950, DROME20948, DROME20947, DROME20949, DROME20951	APOSC_24744
OG0000858	DROME07517, DROME07518	APOSC_23576
OG0000860	DROME09397, DROME09396, DROME09404, DROME09403, DROME09399, DROME09402, DROME09401, DROME09400, DROME09405, DROME09398	APOSC_17954
OG0000867	DROME16640, DROME16641, DROME14164, DROME14165, DROME14167, DROME14088	APOSC_22652, APOSC_19357, APOSC_05981, APOSC_15581, APOSC_15020, APOSC_02622, APOSC_01914, APOSC_05317
OG0000869	DROME06391	APOSC_18698
OG0000871	DROME14585	APOSC_16796, APOSC_20272, APOSC_28302, APOSC_27777, APOSC_03183
OG0000871	DROME03028	APOSC_14488
OG0000872	DROME09696, DROME09697, DROME09695	APOSC_01621, APOSC_01620
OG0000874	DROME04338	APOSC_24109, APOSC_09520
OG0000875	DROME01940, DROME01939	APOSC_10108
OG0000875	DROME06587	APOSC_10816, APOSC_05938
OG0000876	DROME08528, DROME08526, DROME08524, DROME08527, DROME08525	APOSC_13414
OG0000878	DROME07549	APOSC_19700, APOSC_12538
OG0000879	DROME00001, DROME21621, DROME11009	APOSC_13173, APOSC_26037, APOSC_25589, APOSC_19618
OG0000880	DROME13991, DROME13992	APOSC_11063
OG0000888	DROME13818	APOSC_22842
OG0000888	DROME15657	APOSC_02163
OG0000889	DROME20531, DROME20532	APOSC_15049, APOSC_07753, APOSC_09768
OG0000889	DROME20008	APOSC_28468
OG0000894	DROME01898, DROME01895, DROME01896, DROME01894, DROME01897	APOSC_05906, APOSC_06317
OG0000894	DROME08778, DROME08777	APOSC_02796, APOSC_02797
OG0000896	DROME07637, DROME07636	APOSC_16669
OG0000897	DROME09205, DROME09206	APOSC_09636
OG0000904	DROME14411, DROME14410	APOSC_17702, APOSC_14302, APOSC_14303, APOSC_06457, APOSC_06456, APOSC_06458
OG0000905	DROME11749	APOSC_09225, APOSC_09226
OG0000906	DROME09411	APOSC_04764, APOSC_07017
OG0000907	DROME01472, DROME01473, DROME01474, DROME01471	APOSC_00840
OG0000908	DROME05842, DROME05841	APOSC_14771
OG0000908	DROME15683	APOSC_27466
OG0000909	DROME21889, DROME21890, DROME21873, DROME21876, DROME21877, DROME21875	APOSC_25304, APOSC_25305, APOSC_25306
OG0000913	DROME01636, DROME01633, DROME01634, DROME01635, DROME10634, DROME10638, DROME10637, DROME10636, DROME10635, DROME10633, DROME05629, DROME10407, DROME10406, DROME08899, DROME10631, DROME10640, DROME10639, DROME21277, DROME21276, DROME21275	APOSC_04388
OG0000914	DROME06233, DROME06234, DROME06235	APOSC_12098
OG0000921	DROME01540	APOSC_26555
OG0000921	DROME21958	APOSC_24063
OG0000923	DROME19914	APOSC_26447
OG0000923	DROME04554, DROME04553	APOSC_00356
OG0000925	DROME02762, DROME02761	APOSC_04534
OG0000925	DROME13733, DROME13734	APOSC_05628
OG0000926	DROME13962, DROME13964, DROME13963, DROME13961	APOSC_08443
OG0000927	DROME15912, DROME15911, DROME13544, DROME01290	APOSC_02135
OG0000929	DROME02144, DROME02147, DROME02145, DROME02146, DROME02148, DROME02143	APOSC_07152, APOSC_28960
OG0000931	DROME06107, DROME06103, DROME06106, DROME06105, DROME06104	APOSC_10285
OG0000933	DROME00363	APOSC_28945
OG0000934	DROME18021	APOSC_15771
OG0000934	DROME12197, DROME12198	APOSC_01130
OG0000935	DROME19387	APOSC_07475
OG0000944	DROME05002, DROME05004, DROME05003, DROME05001, DROME05005, DROME04999, DROME05000	APOSC_18987
OG0000945	DROME11635, DROME10522	APOSC_00213
OG0000946	DROME18472, DROME18473, DROME18474, DROME18476	APOSC_29057
OG0000947	DROME14910, DROME14909	APOSC_14595
OG0000949	DROME20631	APOSC_12498
OG0000950	DROME15080, DROME15081, DROME15075, DROME15077, DROME15078, DROME15076, DROME15082, DROME15083, DROME15079	APOSC_07812, APOSC_23885, APOSC_28280
OG0000953	DROME12838, DROME10330	APOSC_11055, APOSC_00862
OG0000954	DROME12405, DROME12406, DROME12407	APOSC_17406, APOSC_17405
OG0000955	DROME04991, DROME04992, DROME04993, DROME04990	APOSC_05735
OG0000957	DROME11550, DROME11548, DROME11549	APOSC_18814
OG0000958	DROME14600, DROME14604, DROME14602, DROME14603, DROME14601, DROME14605, DROME10611, DROME10609, DROME10610, DROME10608, DROME12027	APOSC_18169
OG0000960	DROME04151, DROME04150, DROME04154, DROME04153, DROME04158, DROME04156, DROME04161, DROME04149, DROME04152, DROME04155, DROME04157, DROME04160, DROME04159	APOSC_11917, APOSC_11916
OG0000963	DROME09182, DROME09184, DROME09183, DROME07082	APOSC_02511, APOSC_02848
OG0000965	DROME10303	APOSC_23312, APOSC_23311
OG0000965	DROME10622	APOSC_09972
OG0000967	DROME01950, DROME01951, DROME01952	APOSC_16830, APOSC_16829, APOSC_28756
OG0000968	DROME19457	APOSC_20513
OG0000969	DROME17496	APOSC_12423, APOSC_09810, APOSC_13652, APOSC_17711, APOSC_15123
OG0000972	DROME12808, DROME12809	APOSC_06797
OG0000974	DROME20587, DROME20537, DROME20538	APOSC_23144, APOSC_06310, APOSC_20150, APOSC_13468
OG0000976	DROME15676	APOSC_05275
OG0000979	DROME10162, DROME10163, DROME10160, DROME10161, DROME10164	APOSC_15019, APOSC_17422
OG0000984	DROME12019, DROME07638	APOSC_25696, APOSC_17895, APOSC_25912, APOSC_05077, APOSC_01560
OG0000985	DROME16403, DROME16400, DROME16401, DROME16404, DROME16402	APOSC_19761
OG0000986	DROME00031, DROME00030, DROME00032	APOSC_14087
OG0000987	DROME05032, DROME05034, DROME05033, DROME05035, DROME05036	APOSC_18102
OG0000988	DROME19158	APOSC_04357, APOSC_13757
OG0000992	DROME02382, DROME02383	APOSC_10110, APOSC_22971, APOSC_24901
OG0000994	DROME20689	APOSC_21838
OG0000994	DROME05396	APOSC_16646
OG0000999	DROME05157, DROME05156	APOSC_24853, APOSC_24852
OG0001000	DROME14938, DROME14943, DROME14945, DROME14944, DROME14942, DROME14939, DROME14940, DROME14941	APOSC_22545, APOSC_22546
OG0001001	DROME01963, DROME01964, DROME01966, DROME01965	APOSC_09664
OG0001003	DROME20428, DROME20429	APOSC_02292
OG0001004	DROME18265, DROME18264	APOSC_07819
OG0001005	DROME16898	APOSC_05744, APOSC_05743, APOSC_05745
OG0001006	DROME12303	APOSC_03092, APOSC_20430
OG0001008	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438	APOSC_03246, APOSC_08619
OG0001016	DROME03793	APOSC_19695
OG0001016	DROME04453	APOSC_06741
OG0001017	DROME18747, DROME18746, DROME08120, DROME08121	APOSC_27698, APOSC_27697
OG0001018	DROME08789	APOSC_00082
OG0001018	DROME19524	APOSC_00204
OG0001022	DROME02393, DROME02395, DROME02392, DROME02397, DROME02396, DROME02398, DROME02391, DROME02394, DROME02390	APOSC_27056, APOSC_27057
OG0001023	DROME07472, DROME07471	APOSC_14370
OG0001024	DROME14925	APOSC_15001
OG0001027	DROME20791, DROME20790, DROME20789, DROME21920, DROME21919	APOSC_27148, APOSC_06988, APOSC_05293, APOSC_24821, APOSC_27692
OG0001028	DROME17206, DROME17210, DROME17209, DROME17205, DROME17207, DROME17208	APOSC_08654
OG0001029	DROME15897, DROME08324	APOSC_00202
OG0001030	DROME15420, DROME15421, DROME15419	APOSC_11729
OG0001031	DROME02372	APOSC_26056
OG0001032	DROME10930, DROME10931, DROME10932	APOSC_22643, APOSC_22642
OG0001033	DROME16359	APOSC_15664
OG0001033	DROME01958	APOSC_27603
OG0001034	DROME18698, DROME18697, DROME18692, DROME18699, DROME18696, DROME18690, DROME18691, DROME18695, DROME18700, DROME18694, DROME18693	APOSC_15657, APOSC_15659, APOSC_15656, APOSC_15658
OG0001036	DROME21959	APOSC_22682
OG0001037	DROME07145, DROME07148, DROME07147, DROME07146	APOSC_08095, APOSC_08094
OG0001038	DROME06346, DROME06343, DROME06345, DROME06344	APOSC_19793
OG0001039	DROME19717, DROME19715, DROME19716, DROME12713	APOSC_04027
OG0001042	DROME12465, DROME12464, DROME12463, DROME12462	APOSC_11804, APOSC_11802, APOSC_11803
OG0001046	DROME05889	APOSC_10057
OG0001049	DROME15991	APOSC_00313
OG0001050	DROME09499, DROME09500	APOSC_28063
OG0001052	DROME00663, DROME00661, DROME00662	APOSC_21889
OG0001052	DROME00167	APOSC_07407
OG0001053	DROME11830	APOSC_25635, APOSC_21499
OG0001056	DROME10790	APOSC_00339
OG0001058	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763	APOSC_03274, APOSC_08093, APOSC_03275
OG0001059	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570	APOSC_04077
OG0001060	DROME06478, DROME01930	APOSC_24256, APOSC_24254, APOSC_24252, APOSC_24253
OG0001062	DROME12175, DROME12172	APOSC_18657
OG0001063	DROME16034, DROME16033	APOSC_26968, APOSC_06298, APOSC_18602
OG0001063	DROME14111	APOSC_15370, APOSC_25113, APOSC_25112
OG0001065	DROME13255	APOSC_06320
OG0001066	DROME06399	APOSC_18530
OG0001072	DROME08170	APOSC_21913
OG0001073	DROME03543, DROME03544, DROME03542	APOSC_26376
OG0001075	DROME05007, DROME05008	APOSC_01609
OG0001076	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432	APOSC_12173
OG0001077	DROME13463, DROME13462	APOSC_11437
OG0001077	DROME14374	APOSC_00506
OG0001078	DROME16039, DROME16040	APOSC_27568
OG0001079	DROME12134, DROME12135, DROME12136	APOSC_10027
OG0001081	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997	APOSC_07539
OG0001082	DROME16087, DROME16088, DROME16090, DROME16089	APOSC_13677
OG0001083	DROME07895	APOSC_11163
OG0001084	DROME15262, DROME15263	APOSC_05222
OG0001085	DROME18407, DROME18408, DROME18409	APOSC_12993, APOSC_12994
OG0001086	DROME03964, DROME03962, DROME03963, DROME03961	APOSC_17266, APOSC_17267
OG0001091	DROME08376, DROME08378, DROME08377	APOSC_06445
OG0001092	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203	APOSC_09742
OG0001094	DROME08185, DROME21556	APOSC_16150, APOSC_26607, APOSC_01941
OG0001096	DROME20588, DROME20589, DROME02389	APOSC_12731
OG0001101	DROME01099	APOSC_01614
OG0001102	DROME11539	APOSC_16629
OG0001102	DROME20883	APOSC_08185, APOSC_22291
OG0001103	DROME13242, DROME13241, DROME13243, DROME13244	APOSC_04714
OG0001104	DROME04004	APOSC_01233, APOSC_01232
OG0001105	DROME22092, DROME02326	APOSC_22089, APOSC_10933
OG0001108	DROME12857, DROME12858, DROME12856, DROME12855	APOSC_04910
OG0001108	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011	APOSC_18668
OG0001109	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274	APOSC_01699
OG0001111	DROME01145	APOSC_27166
OG0001111	DROME15662	APOSC_13725
OG0001113	DROME18531, DROME18532	APOSC_04032
OG0001113	DROME05388	APOSC_01852
OG0001113	DROME01680	APOSC_23610
OG0001114	DROME00496, DROME16340, DROME16339	APOSC_06726
OG0001118	DROME14402, DROME14401	APOSC_16049, APOSC_28446
OG0001119	DROME17259, DROME17271, DROME17273, DROME17270, DROME17257, DROME17260, DROME17272, DROME17265, DROME17267, DROME17258, DROME17266, DROME17262, DROME17261, DROME17268, DROME17263, DROME17264, DROME17269	APOSC_27988
OG0001121	DROME11643, DROME11644, DROME11645, DROME11642	APOSC_08497, APOSC_08496
OG0001124	DROME13810	APOSC_05655
OG0001126	DROME07144	APOSC_00716, APOSC_00715, APOSC_12884
OG0001127	DROME21295, DROME21293, DROME21294, DROME21292	APOSC_22052
OG0001128	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100	APOSC_17039
OG0001129	DROME06610	APOSC_09504, APOSC_09503, APOSC_09505
OG0001130	DROME08159	APOSC_10394
OG0001130	DROME08055, DROME04983, DROME04982	APOSC_19470, APOSC_05583
OG0001131	DROME00544	APOSC_10660
OG0001132	DROME12585, DROME12584, DROME12583, DROME12582	APOSC_22214
OG0001133	DROME02832	APOSC_26387
OG0001135	DROME18153, DROME18152	APOSC_26040, APOSC_23817, APOSC_07139, APOSC_21672, APOSC_23479
OG0001136	DROME15241, DROME15244, DROME15239, DROME15245, DROME15243, DROME15240, DROME15238, DROME15242, DROME15236, DROME15237	APOSC_27527
OG0001137	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225	APOSC_03121, APOSC_03122
OG0001138	DROME16831, DROME16832, DROME16830, DROME16829	APOSC_17070, APOSC_17069
OG0001139	DROME11285, DROME11284, DROME20784	APOSC_20729, APOSC_20730, APOSC_22795
OG0001140	DROME04492, DROME04491	APOSC_21510
OG0001141	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356	APOSC_05629, APOSC_15128
OG0001142	DROME15460, DROME15458, DROME15459	APOSC_21301, APOSC_21304, APOSC_21300, APOSC_21302
OG0001143	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977	APOSC_15154
OG0001144	DROME08380	APOSC_19392
OG0001148	DROME04431, DROME04432	APOSC_26031
OG0001149	DROME20514	APOSC_21673, APOSC_19665
OG0001156	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510	APOSC_02186
OG0001158	DROME08138, DROME08137	APOSC_02675, APOSC_10531
OG0001159	DROME00704, DROME00657, DROME00658	APOSC_12530
OG0001160	DROME05833, DROME05832, DROME05835, DROME05834	APOSC_19351
