Orthogroup	DROME	ASTMX
OG0005140	DROME16893	ASTMX13245
OG0005141	DROME19023, DROME19024	ASTMX22911
OG0005142	DROME12779	ASTMX18327
OG0005143	DROME18172, DROME18171	ASTMX11158
OG0005144	DROME16396	ASTMX02847
OG0005145	DROME02051	ASTMX20549, ASTMX20548
OG0005146	DROME01676	ASTMX16525
OG0005147	DROME14510, DROME14511	ASTMX19494, ASTMX03331
OG0005149	DROME13939, DROME13941, DROME13940, DROME03013	ASTMX00118, ASTMX22181
OG0005151	DROME21402	ASTMX01693
OG0005152	DROME02100	ASTMX17467
OG0005154	DROME08186, DROME14086	ASTMX02669, ASTMX17834
OG0005155	DROME13946	ASTMX05603, ASTMX12964, ASTMX12965
OG0005157	DROME20357, DROME10521	ASTMX13223, ASTMX20193
OG0005158	DROME15148	ASTMX17101, ASTMX16749
OG0005160	DROME13926	ASTMX09653
OG0005161	DROME01304	ASTMX16300, ASTMX05211
OG0005163	DROME09973	ASTMX03172
OG0005164	DROME17784	ASTMX08734
OG0005167	DROME21743, DROME21744	ASTMX19913
OG0005168	DROME21709, DROME21708, DROME02504, DROME02503	ASTMX01259
OG0005169	DROME00581	ASTMX04846
OG0005172	DROME03475	ASTMX06251
OG0005174	DROME05374	ASTMX18224, ASTMX13607, ASTMX13122, ASTMX08022
OG0005175	DROME18164	ASTMX22227
OG0005176	DROME19605	ASTMX10615, ASTMX10614
OG0005178	DROME17186	ASTMX11220
OG0005179	DROME12341	ASTMX22758
OG0005180	DROME10314	ASTMX01614
OG0005181	DROME13882	ASTMX19497
OG0005182	DROME14044	ASTMX18969, ASTMX10026
OG0005183	DROME08717	ASTMX09009
OG0005184	DROME11560	ASTMX00015
OG0005185	DROME14578	ASTMX07424
OG0005187	DROME14003	ASTMX16233
OG0005188	DROME10586	ASTMX05449, ASTMX05450
OG0005192	DROME06272	ASTMX17319
OG0005194	DROME04866	ASTMX18820, ASTMX20809
OG0005195	DROME01261, DROME03136, DROME05867, DROME13248, DROME13247, DROME13249	ASTMX16373
OG0005196	DROME08964	ASTMX00351
OG0005197	DROME13698	ASTMX03591
OG0005198	DROME10991	ASTMX22151
OG0005199	DROME17844, DROME17845	ASTMX07592, ASTMX17538
OG0005200	DROME17886, DROME17887	ASTMX14747, ASTMX06789
OG0005201	DROME12308	ASTMX09265
OG0005202	DROME20495	ASTMX01441
OG0005204	DROME11843	ASTMX09774
OG0005205	DROME03877, DROME03878	ASTMX22828, ASTMX11962
OG0005206	DROME19412	ASTMX19711
OG0005209	DROME02411, DROME02410, DROME02409	ASTMX20888
OG0005210	DROME04803, DROME04802	ASTMX12339
OG0005212	DROME05395	ASTMX05143
OG0005214	DROME10787	ASTMX03908
OG0005216	DROME02551	ASTMX19239
OG0005217	DROME13024	ASTMX16210, ASTMX16211
OG0005219	DROME11647, DROME11648	ASTMX17024, ASTMX11625
OG0005220	DROME01905, DROME01906	ASTMX16391
OG0005221	DROME13777	ASTMX02710
OG0005222	DROME20001	ASTMX02585
OG0005223	DROME06805	ASTMX12005
OG0005224	DROME09621	ASTMX12266
OG0005225	DROME01306	ASTMX21217
OG0005226	DROME15233	ASTMX19789
OG0005227	DROME19504	ASTMX06120
OG0005228	DROME12549, DROME12550	ASTMX09952
OG0005229	DROME21401	ASTMX03904
OG0005230	DROME07282, DROME04954, DROME04955, DROME04956	ASTMX00194
OG0005231	DROME13341	ASTMX19976
OG0005232	DROME01110, DROME01111	ASTMX11246, ASTMX03687, ASTMX11245
OG0005233	DROME13588, DROME13587	ASTMX05278
OG0005234	DROME09471, DROME09470, DROME17729	ASTMX22434
OG0005235	DROME21186, DROME01045	ASTMX07862, ASTMX17725
OG0005237	DROME13694, DROME13695	ASTMX03931
OG0005238	DROME03305	ASTMX07794
OG0005239	DROME16969	ASTMX12889
OG0005240	DROME05667	ASTMX06424
OG0005243	DROME13760	ASTMX12679
OG0005244	DROME11413	ASTMX15820
OG0005245	DROME15633	ASTMX02634
OG0005247	DROME11577	ASTMX15805
OG0005249	DROME17651	ASTMX14339, ASTMX15074
OG0005250	DROME06885	ASTMX20937, ASTMX20938
OG0005251	DROME15484, DROME15485	ASTMX11424
OG0005253	DROME20955	ASTMX15216, ASTMX15217
OG0005254	DROME13236	ASTMX22805, ASTMX15508
OG0005255	DROME17385, DROME17386	ASTMX08497
OG0005256	DROME10816	ASTMX01097, ASTMX04783
OG0005257	DROME12885, DROME12886, DROME12884	ASTMX18110
OG0005258	DROME07551	ASTMX09450
OG0005259	DROME01189	ASTMX09417, ASTMX00937
OG0005261	DROME19226, DROME19227	ASTMX03799
OG0005262	DROME14948	ASTMX05707
OG0005264	DROME11198	ASTMX11998
OG0005265	DROME00702, DROME00700, DROME00699, DROME00701, DROME00697, DROME00698	ASTMX10582
OG0005267	DROME04420, DROME19231	ASTMX04206
OG0005268	DROME14171	ASTMX00234
OG0005269	DROME02004	ASTMX13957
OG0005270	DROME08224	ASTMX04634
OG0005273	DROME12536	ASTMX12139
OG0005275	DROME01626	ASTMX09473
OG0005276	DROME03971	ASTMX04224
OG0005277	DROME18936	ASTMX12888
OG0005278	DROME19885	ASTMX07074
OG0005279	DROME20688	ASTMX00419
OG0005280	DROME12955	ASTMX22026
OG0005281	DROME05856	ASTMX09323, ASTMX20039
OG0005283	DROME14544, DROME14545	ASTMX22446, ASTMX05511, ASTMX08460
OG0005284	DROME10358, DROME10359	ASTMX18139
OG0005285	DROME15354	ASTMX05026
OG0005286	DROME18908	ASTMX04119
OG0005287	DROME02138	ASTMX06861, ASTMX20892
OG0005289	DROME14959, DROME14958, DROME21287	ASTMX19644
OG0005290	DROME07550	ASTMX02825
OG0005292	DROME11303, DROME11304	ASTMX00560
OG0005293	DROME18824	ASTMX11714
OG0005294	DROME21633, DROME21631, DROME21632	ASTMX06056, ASTMX21746
OG0005295	DROME18631, DROME18632	ASTMX15102, ASTMX08476
OG0005296	DROME16680	ASTMX09491, ASTMX04684
OG0005298	DROME06419	ASTMX10269
OG0005300	DROME02618	ASTMX15884
OG0005301	DROME13549	ASTMX22011, ASTMX20565
OG0005303	DROME01514	ASTMX16315
OG0005304	DROME13378	ASTMX06911
OG0005305	DROME00028	ASTMX21922
OG0005307	DROME10402	ASTMX22881, ASTMX06746, ASTMX13781
OG0005309	DROME21996, DROME22002, DROME21999	ASTMX02733, ASTMX17559
OG0005310	DROME16261, DROME16262	ASTMX07734
OG0005312	DROME17116	ASTMX10751
OG0005314	DROME10353	ASTMX16432, ASTMX07287
OG0005315	DROME20516, DROME20515, DROME20517	ASTMX18049
OG0005316	DROME02492	ASTMX20099
OG0005318	DROME20590	ASTMX08983
OG0005319	DROME02700, DROME01499	ASTMX06590
OG0005321	DROME10451, DROME10452	ASTMX20881, ASTMX21862
OG0005322	DROME12599, DROME12598, DROME12600	ASTMX02667, ASTMX18301
OG0005323	DROME08220, DROME08221	ASTMX18846
OG0005324	DROME20416	ASTMX17566
OG0005325	DROME12067	ASTMX02689, ASTMX21716
OG0005359	DROME09862	ASTMX16089
OG0005360	DROME11664	ASTMX11012
OG0005362	DROME03399, DROME03398, DROME03400, DROME03397	ASTMX19439, ASTMX16086
OG0005364	DROME01517, DROME01516	ASTMX16228
OG0005365	DROME01607	ASTMX22649
OG0005366	DROME00089	ASTMX09738
OG0005368	DROME20281, DROME20282	ASTMX12616
OG0005370	DROME19849	ASTMX01058
OG0005371	DROME12636	ASTMX08633
OG0005372	DROME21608	ASTMX18341
OG0005373	DROME11662	ASTMX21823
OG0005374	DROME09881	ASTMX10258
OG0005375	DROME09535	ASTMX14091
OG0005377	DROME03217	ASTMX12160, ASTMX13200, ASTMX13201
OG0005378	DROME19277, DROME19276	ASTMX09455
OG0005379	DROME19618, DROME15166	ASTMX14846
OG0005383	DROME06443	ASTMX13760
OG0005384	DROME05202, DROME05201	ASTMX12741, ASTMX08030
OG0005385	DROME06183	ASTMX04396
OG0005386	DROME11412	ASTMX16279
OG0005387	DROME10654, DROME10653	ASTMX22087
OG0005388	DROME21007, DROME17717	ASTMX02945
OG0005390	DROME18084	ASTMX06470
OG0005391	DROME14955, DROME20632	ASTMX06259
OG0005393	DROME09489	ASTMX20231
OG0005394	DROME06384	ASTMX20505
OG0005395	DROME02476	ASTMX07719
OG0005396	DROME16226	ASTMX07932
OG0005397	DROME17328	ASTMX15388, ASTMX11465, ASTMX10662
OG0005398	DROME19824, DROME19822, DROME19823, DROME19821, DROME19825	ASTMX14665
OG0005399	DROME08948	ASTMX05671
OG0005400	DROME15813	ASTMX07937
OG0005401	DROME13199	ASTMX09640
OG0005402	DROME11740	ASTMX14661
OG0005403	DROME14315	ASTMX00644
OG0005404	DROME15277	ASTMX09585
OG0005405	DROME11751	ASTMX21637
OG0005406	DROME01944, DROME01943	ASTMX11527, ASTMX05740, ASTMX11284
OG0005407	DROME16210, DROME16209, DROME16207, DROME16208	ASTMX06592, ASTMX04654, ASTMX04136
OG0005408	DROME05105	ASTMX20869
OG0005409	DROME11573, DROME11574	ASTMX07231
OG0005410	DROME10686	ASTMX15384
OG0005412	DROME14813	ASTMX04878
OG0005413	DROME18095	ASTMX21458
OG0005414	DROME07541	ASTMX01538
OG0005416	DROME05882, DROME05883	ASTMX13421
OG0005417	DROME21749, DROME21750	ASTMX04990
OG0005421	DROME10396	ASTMX00385
OG0005422	DROME14313	ASTMX00525
OG0005424	DROME11089, DROME11088	ASTMX21474
OG0005427	DROME00646	ASTMX07383
OG0005430	DROME08640, DROME08641	ASTMX18791
OG0005431	DROME10519	ASTMX09720, ASTMX22147
OG0005432	DROME13664	ASTMX04378
OG0005433	DROME07842	ASTMX10384
OG0005434	DROME01961	ASTMX10268
OG0005436	DROME04381	ASTMX09013
OG0005437	DROME05038, DROME05039	ASTMX21353
OG0005440	DROME13146, DROME13143, DROME13144, DROME13145	ASTMX19707
OG0005441	DROME09657, DROME18854	ASTMX07422
OG0005442	DROME09304	ASTMX05293
OG0005443	DROME17086, DROME17085	ASTMX13009, ASTMX14080
OG0005445	DROME03875, DROME03876, DROME03874, DROME03872, DROME03873	ASTMX15602, ASTMX10151
OG0005446	DROME06564	ASTMX13422
OG0005448	DROME01872	ASTMX15632, ASTMX10315
OG0005450	DROME00371, DROME00369, DROME00370	ASTMX10696
OG0005451	DROME01979	ASTMX08636
OG0005452	DROME09371	ASTMX05147
OG0005455	DROME20906	ASTMX21048, ASTMX14029
OG0005456	DROME01162	ASTMX01397, ASTMX18302
OG0005457	DROME11164	ASTMX03562
OG0005461	DROME03211	ASTMX16039, ASTMX01431
OG0005462	DROME21497	ASTMX07344
OG0005464	DROME13050	ASTMX01955
OG0005465	DROME09126	ASTMX04578
OG0005466	DROME16377	ASTMX09405
OG0005468	DROME01889	ASTMX21236
OG0005469	DROME11630	ASTMX13280
OG0005470	DROME06057	ASTMX16610
OG0005471	DROME10379	ASTMX16198
OG0005472	DROME03320, DROME03319, DROME03325, DROME05720	ASTMX08767
OG0005474	DROME12946	ASTMX12678
OG0005475	DROME17508	ASTMX15460
OG0005476	DROME18593	ASTMX01980
OG0005477	DROME20889	ASTMX13551
OG0005479	DROME10657	ASTMX17649
OG0005481	DROME09611, DROME09612	ASTMX10714, ASTMX22614
OG0005482	DROME03827, DROME18948, DROME08539	ASTMX04444
OG0005483	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042	ASTMX06036
OG0005484	DROME20358	ASTMX19894
OG0005486	DROME03539	ASTMX18225
OG0005487	DROME08183, DROME08182	ASTMX16707
OG0005488	DROME15752, DROME15753	ASTMX05975
OG0005489	DROME07861	ASTMX15875
OG0005490	DROME19466	ASTMX15030
OG0005491	DROME04711	ASTMX07770
OG0005492	DROME06578	ASTMX13572
OG0005493	DROME12922	ASTMX08492
OG0005494	DROME21649	ASTMX11292, ASTMX11293
OG0005495	DROME17019	ASTMX03482
OG0005497	DROME04924	ASTMX06595
OG0005498	DROME19676	ASTMX14607
OG0005499	DROME03401, DROME07297	ASTMX09972
OG0005500	DROME05919, DROME18022	ASTMX00746
OG0005502	DROME00912	ASTMX06489, ASTMX17689, ASTMX16374
OG0005503	DROME16857	ASTMX20306
OG0005504	DROME15054	ASTMX18809
OG0005505	DROME09144	ASTMX07987
OG0005506	DROME12679	ASTMX14714
OG0005508	DROME17492	ASTMX04270
OG0005509	DROME05301	ASTMX13585, ASTMX22644
OG0005510	DROME15194	ASTMX18783
OG0005511	DROME15312	ASTMX02822
OG0005512	DROME15424, DROME15423	ASTMX09558
OG0005514	DROME04631	ASTMX13464
OG0005516	DROME19606	ASTMX14348
OG0005517	DROME19919	ASTMX05340, ASTMX18352
OG0005518	DROME14670	ASTMX06341
OG0005519	DROME18312	ASTMX10271
OG0005520	DROME04068	ASTMX19035
OG0005521	DROME16855, DROME16854	ASTMX20332
OG0005524	DROME11985	ASTMX16131, ASTMX21239
OG0005525	DROME19467	ASTMX21372
OG0005527	DROME06165	ASTMX08332, ASTMX16170
OG0005528	DROME12253	ASTMX00336
OG0005529	DROME06637, DROME06638	ASTMX22339, ASTMX14438
OG0005531	DROME06302	ASTMX03067
OG0005533	DROME05452	ASTMX07259
OG0005535	DROME21244	ASTMX09345
OG0005536	DROME18846	ASTMX03369
OG0005537	DROME13170	ASTMX19675
OG0005538	DROME17495, DROME17493, DROME17494	ASTMX16038, ASTMX16040
OG0005539	DROME00462, DROME00460, DROME02960	ASTMX05009
OG0005541	DROME13352	ASTMX05011
OG0005543	DROME17862, DROME17863	ASTMX03850, ASTMX03418
OG0005545	DROME05987	ASTMX00772
OG0005546	DROME05705	ASTMX18692, ASTMX22004, ASTMX16029
OG0005550	DROME07358	ASTMX12756
OG0005551	DROME07232, DROME17410	ASTMX01435
OG0005553	DROME10357	ASTMX13094
OG0005554	DROME19929, DROME19930	ASTMX16599
OG0005556	DROME08193	ASTMX11200
OG0005558	DROME10652	ASTMX08517, ASTMX09740
OG0005559	DROME11663	ASTMX00829
OG0005560	DROME07606, DROME07948	ASTMX00944
OG0005562	DROME16835	ASTMX06106
OG0005563	DROME12068	ASTMX00176
OG0005565	DROME07683, DROME07684	ASTMX10175
OG0005566	DROME17778, DROME19582, DROME08765	ASTMX05096, ASTMX12856
OG0005569	DROME06020	ASTMX02226
OG0005570	DROME12597	ASTMX04162
OG0005572	DROME12985	ASTMX21476
OG0005573	DROME00274, DROME00275	ASTMX02220
OG0005574	DROME07973	ASTMX11029
OG0005575	DROME07769	ASTMX17507
OG0005576	DROME00716, DROME00717	ASTMX09543
OG0005577	DROME13949, DROME13950	ASTMX20188, ASTMX07173, ASTMX20654
OG0005578	DROME13162	ASTMX01842
OG0005580	DROME06425	ASTMX11943
OG0005581	DROME15143	ASTMX10963
OG0005582	DROME17006	ASTMX22965, ASTMX12271
OG0005586	DROME01782	ASTMX02425, ASTMX07781, ASTMX14732
OG0005587	DROME13836	ASTMX08305
OG0005588	DROME02584	ASTMX07390
OG0005589	DROME13235	ASTMX08668
OG0005590	DROME20583	ASTMX13325
OG0005592	DROME20112	ASTMX14187
OG0005594	DROME19266	ASTMX16856
OG0005595	DROME10967	ASTMX10283
OG0005596	DROME08093, DROME06032	ASTMX03471
OG0005597	DROME01657	ASTMX19498
OG0005598	DROME14004	ASTMX02232
OG0005599	DROME21243	ASTMX00948
OG0005603	DROME13173, DROME13174, DROME13175	ASTMX10081
OG0005604	DROME06435	ASTMX08556
OG0005605	DROME13674	ASTMX19759
OG0005607	DROME16439, DROME16438	ASTMX16802, ASTMX21659, ASTMX04203
OG0005609	DROME05252, DROME05251	ASTMX02236
OG0005610	DROME17081, DROME17082	ASTMX01166, ASTMX10712
OG0005611	DROME09603, DROME09604	ASTMX10215
OG0005613	DROME01648	ASTMX20883, ASTMX11580
OG0005614	DROME18745	ASTMX02759
OG0005615	DROME05560	ASTMX12601
OG0005616	DROME12151	ASTMX11088
OG0005617	DROME14239	ASTMX05490
OG0005618	DROME05739	ASTMX10588
OG0005619	DROME08173	ASTMX07174
OG0005620	DROME18122, DROME18121, DROME18124, DROME18123	ASTMX10869
OG0005622	DROME01204	ASTMX14101
OG0005623	DROME00550	ASTMX02813
OG0005625	DROME16840	ASTMX20872
OG0005626	DROME01163, DROME01164	ASTMX11685
OG0005627	DROME05020	ASTMX11436
OG0005629	DROME11049	ASTMX09236
OG0005631	DROME17841	ASTMX10133
OG0005632	DROME10651	ASTMX01250
OG0005633	DROME17761	ASTMX04544
OG0005636	DROME08136	ASTMX06340
OG0005637	DROME21544	ASTMX15689, ASTMX15690
OG0005639	DROME06385	ASTMX11008, ASTMX17549
OG0005640	DROME13728	ASTMX04853
OG0005642	DROME03379	ASTMX16842, ASTMX08363
OG0005644	DROME06427	ASTMX13040, ASTMX04395
OG0005646	DROME16294	ASTMX14598
OG0005648	DROME03181, DROME03182	ASTMX00728, ASTMX04810, ASTMX02403
OG0005649	DROME10772	ASTMX12988
OG0005652	DROME06700	ASTMX08365
OG0005655	DROME06091	ASTMX04329, ASTMX13730, ASTMX01751
OG0005656	DROME07968	ASTMX14794
OG0005660	DROME15890, DROME15891	ASTMX16002
OG0005661	DROME08445, DROME08446	ASTMX00745, ASTMX05281
OG0005665	DROME09179	ASTMX04945, ASTMX18198, ASTMX20774
OG0005681	DROME00945	ASTMX13692
OG0005685	DROME08832	ASTMX04568
OG0005690	DROME04761	ASTMX01862
OG0005692	DROME13230	ASTMX10520, ASTMX00048
OG0005694	DROME13864, DROME13863	ASTMX07072
OG0005696	DROME11286	ASTMX01686
OG0005698	DROME09665	ASTMX17236
OG0005700	DROME09873	ASTMX19163, ASTMX19162
OG0005702	DROME10890	ASTMX05847
OG0005703	DROME19473	ASTMX13705
OG0005707	DROME15744, DROME15745	ASTMX18190, ASTMX04931
OG0005710	DROME07052	ASTMX17920
OG0005712	DROME16333, DROME16334	ASTMX18784
OG0005714	DROME20712, DROME20711, DROME20713	ASTMX13095
OG0005715	DROME18763, DROME18764, DROME18762	ASTMX18983
OG0005717	DROME06471	ASTMX11427
OG0005718	DROME16901, DROME15117, DROME15116, DROME13404	ASTMX12361
OG0005719	DROME19860	ASTMX05228
OG0005721	DROME00178	ASTMX03523
OG0005723	DROME17035	ASTMX05710
OG0005724	DROME03509, DROME03507	ASTMX19819
OG0005725	DROME09268	ASTMX07676
OG0005726	DROME08962	ASTMX11743
OG0005727	DROME20877	ASTMX20411
OG0005728	DROME04547	ASTMX07467
OG0005729	DROME00800	ASTMX18666
OG0005731	DROME03369	ASTMX04986
OG0005732	DROME03588	ASTMX13145
OG0005733	DROME14541, DROME14542, DROME10332	ASTMX01508
OG0005734	DROME21588, DROME04119	ASTMX09235
OG0005735	DROME09661, DROME09662, DROME09660	ASTMX15760
OG0005737	DROME06704	ASTMX11419
OG0005738	DROME09090, DROME09091, DROME09093, DROME09092	ASTMX10341
OG0005741	DROME10077	ASTMX10456
OG0005742	DROME15851	ASTMX01912
OG0005744	DROME21042, DROME21041, DROME13505	ASTMX14609
OG0005746	DROME19187	ASTMX17304
OG0005747	DROME12400	ASTMX04789
OG0005749	DROME00192	ASTMX19269
OG0005750	DROME14187	ASTMX08835
OG0005751	DROME11468	ASTMX01382
OG0005752	DROME20074	ASTMX06902
OG0005754	DROME07364	ASTMX13032
OG0005755	DROME09852	ASTMX22796, ASTMX07457
OG0005758	DROME02962	ASTMX11709
OG0005759	DROME06016	ASTMX01450
OG0005761	DROME18137, DROME18138	ASTMX22199, ASTMX11984
OG0005762	DROME15581	ASTMX16116
OG0005764	DROME08532	ASTMX16221
OG0005765	DROME14596	ASTMX18105
OG0005766	DROME09826, DROME09825, DROME09827	ASTMX15164
OG0005767	DROME01379	ASTMX21667, ASTMX21668
OG0005769	DROME03529, DROME03528	ASTMX20051, ASTMX19409
OG0005770	DROME01271, DROME01270	ASTMX06264
OG0005771	DROME11559	ASTMX18560
OG0005772	DROME11383	ASTMX17944
OG0005774	DROME03197	ASTMX13739
OG0005775	DROME14248, DROME03634	ASTMX14322, ASTMX07738
OG0005776	DROME05892	ASTMX05832
OG0005777	DROME12481	ASTMX04242
OG0005778	DROME21770, DROME21769, DROME21768, DROME21767	ASTMX16487
OG0005779	DROME08845	ASTMX05027
OG0005783	DROME16358	ASTMX03385
OG0005784	DROME20576	ASTMX06658
OG0005787	DROME16644, DROME18583	ASTMX21620
OG0005788	DROME01890	ASTMX02885
OG0005790	DROME02319	ASTMX01629
OG0005791	DROME09196, DROME09195	ASTMX13552
OG0005792	DROME04031	ASTMX21053
OG0005793	DROME13741	ASTMX15045
OG0005794	DROME20570	ASTMX22973
OG0005795	DROME00921	ASTMX19722
OG0005796	DROME21579	ASTMX17980
OG0005797	DROME13677	ASTMX18725, ASTMX04724
OG0005798	DROME00436	ASTMX19366
OG0005799	DROME17772	ASTMX04694
OG0005800	DROME14692	ASTMX19939
OG0005801	DROME20251, DROME13442	ASTMX09055
OG0005802	DROME18658	ASTMX07877
OG0005803	DROME06804	ASTMX00035
OG0005804	DROME00221	ASTMX04182
OG0005805	DROME18523	ASTMX19263
OG0005807	DROME15016	ASTMX00062
OG0005808	DROME15577	ASTMX09423
OG0005811	DROME15005, DROME15004	ASTMX20920
OG0005812	DROME17684	ASTMX04748, ASTMX06754
OG0005813	DROME18740, DROME18739, DROME08278	ASTMX20803
OG0005815	DROME17829	ASTMX19022
OG0005817	DROME00446	ASTMX04424
OG0005818	DROME21049	ASTMX05192
OG0005819	DROME10881	ASTMX17354
OG0005821	DROME18765	ASTMX06716
OG0005822	DROME00384	ASTMX09677
OG0005823	DROME16943	ASTMX12224
OG0005824	DROME14993	ASTMX22745, ASTMX19708
OG0005827	DROME03179	ASTMX10593
OG0005829	DROME17916, DROME17917, DROME17918	ASTMX03865
OG0005830	DROME09394	ASTMX16026, ASTMX20899
OG0005831	DROME02056	ASTMX11648
OG0005832	DROME03903	ASTMX10891
OG0005833	DROME14025	ASTMX13374, ASTMX06309
OG0005834	DROME09861, DROME09860	ASTMX12604
OG0005835	DROME10113	ASTMX06426
OG0005836	DROME02540	ASTMX10318
OG0005837	DROME19685	ASTMX22792, ASTMX21697
OG0005840	DROME12810, DROME12811	ASTMX12287
OG0005842	DROME03001	ASTMX11260
OG0005843	DROME07738	ASTMX18756
OG0005845	DROME12524	ASTMX04382
OG0005846	DROME18114	ASTMX01580
OG0005847	DROME12864	ASTMX08949
OG0005848	DROME17120	ASTMX19733
OG0005849	DROME15063, DROME15062	ASTMX07876
OG0005850	DROME15741, DROME15742	ASTMX15848
OG0005851	DROME06389, DROME06388	ASTMX14047
OG0005853	DROME18489, DROME18488	ASTMX16546
OG0005857	DROME13133, DROME13132	ASTMX16007, ASTMX04410
OG0005859	DROME01874	ASTMX13468, ASTMX13466
OG0005860	DROME13592	ASTMX12500
OG0005861	DROME20036	ASTMX00506
OG0005864	DROME21983	ASTMX05926
OG0005865	DROME21095	ASTMX09430
OG0005866	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050	ASTMX18464
OG0005867	DROME18293	ASTMX02025
OG0005869	DROME01674	ASTMX11468
OG0005870	DROME19873	ASTMX07409
OG0005871	DROME05632, DROME05631	ASTMX17242
OG0005872	DROME00389	ASTMX01886
OG0005874	DROME03501	ASTMX22939, ASTMX00564, ASTMX16735
OG0005875	DROME06773	ASTMX03020, ASTMX09190
OG0005877	DROME06392	ASTMX02902
OG0005878	DROME19123	ASTMX01268
OG0005879	DROME20321	ASTMX13909
OG0005880	DROME17652, DROME17653	ASTMX14254
OG0005883	DROME19395	ASTMX13202
OG0005884	DROME08061	ASTMX01288
OG0005886	DROME01867	ASTMX01343
OG0005889	DROME14304, DROME07617	ASTMX07012
OG0005890	DROME19088	ASTMX17642
OG0005893	DROME16783	ASTMX04147, ASTMX20266, ASTMX04146
OG0005894	DROME11886	ASTMX14500, ASTMX04093, ASTMX11487
OG0005895	DROME02103	ASTMX13988
OG0005896	DROME06811	ASTMX11038, ASTMX12748
OG0005897	DROME19090	ASTMX21129
OG0005898	DROME06116	ASTMX00076
OG0005899	DROME02184	ASTMX14192
OG0005901	DROME08625, DROME08624	ASTMX06245
OG0005902	DROME12748	ASTMX00896
OG0005903	DROME19765	ASTMX09187
OG0005904	DROME00138	ASTMX08292
OG0005906	DROME04737, DROME04735, DROME04736	ASTMX12059
OG0005909	DROME01192	ASTMX06496
OG0005914	DROME08503, DROME08502	ASTMX13941
OG0005919	DROME03002	ASTMX17322
OG0005921	DROME05740	ASTMX02238
OG0005922	DROME13644, DROME13643	ASTMX14273
OG0005923	DROME01141, DROME01142	ASTMX06971
OG0005926	DROME12066, DROME12065	ASTMX16056
OG0005928	DROME02019	ASTMX02357
OG0005929	DROME01196	ASTMX21522
OG0005931	DROME08847	ASTMX04907
OG0005932	DROME15731	ASTMX16557
OG0005933	DROME19096, DROME19097	ASTMX09736
OG0005936	DROME12077	ASTMX12418
OG0005937	DROME14657	ASTMX07248
OG0005938	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752	ASTMX06092
OG0005940	DROME18687	ASTMX15640
OG0005941	DROME14278	ASTMX01249
OG0005942	DROME17395	ASTMX12161
OG0005943	DROME01109	ASTMX17665
OG0005944	DROME21720	ASTMX17388
OG0005946	DROME15326	ASTMX17105
OG0005949	DROME10426	ASTMX01038
OG0005950	DROME10950	ASTMX01327
OG0005952	DROME19643	ASTMX15940, ASTMX05925
OG0005953	DROME11680	ASTMX12080
OG0005957	DROME02682, DROME02681, DROME02683, DROME02684	ASTMX16955
OG0005960	DROME11094, DROME11095	ASTMX11608
OG0005963	DROME00894	ASTMX11121
OG0005965	DROME15552	ASTMX19565, ASTMX01612
OG0005966	DROME04950	ASTMX21448
OG0005967	DROME16596, DROME14482	ASTMX15403
OG0005968	DROME21030, DROME16013, DROME08290	ASTMX17140, ASTMX16410
OG0005969	DROME08256, DROME08257	ASTMX05797, ASTMX16905
OG0005970	DROME13325	ASTMX02839
OG0005972	DROME16733	ASTMX21731
OG0005973	DROME03261	ASTMX04612
OG0005974	DROME09177	ASTMX20049
OG0005975	DROME01949	ASTMX00556, ASTMX00123, ASTMX04122
OG0005976	DROME19287	ASTMX19859
OG0005977	DROME08531	ASTMX03076
OG0005978	DROME03284	ASTMX15362
OG0005980	DROME21461	ASTMX11783
OG0005981	DROME05700	ASTMX18672
OG0005982	DROME01959	ASTMX10015
OG0005984	DROME20805	ASTMX10388
OG0005986	DROME07616	ASTMX08502
OG0005987	DROME16681	ASTMX04120
OG0005988	DROME04858	ASTMX05836
OG0005989	DROME01935, DROME02497	ASTMX20821
OG0005993	DROME01845	ASTMX19846
OG0005995	DROME10672	ASTMX04613
OG0005997	DROME05226	ASTMX11085, ASTMX00585, ASTMX02576
OG0005998	DROME05475	ASTMX16012
OG0006002	DROME16784	ASTMX15878
OG0006003	DROME10360	ASTMX15486
OG0006004	DROME09659	ASTMX05388, ASTMX08408, ASTMX17736
OG0006005	DROME21221	ASTMX03888
OG0006010	DROME07208	ASTMX17586, ASTMX10955
OG0006011	DROME05625	ASTMX09627
OG0006012	DROME04986	ASTMX05158, ASTMX03554
OG0006021	DROME09479	ASTMX14826, ASTMX08091, ASTMX09739, ASTMX04698, ASTMX02475
OG0006031	DROME15258	ASTMX09024
OG0006059	DROME07767	ASTMX20069
OG0006061	DROME04698	ASTMX18424
OG0006062	DROME04067	ASTMX21362
OG0006063	DROME20838	ASTMX19817
OG0006064	DROME01128	ASTMX09308
OG0006065	DROME06304	ASTMX05085
OG0006066	DROME20062	ASTMX16436, ASTMX07300
OG0006069	DROME20187	ASTMX04982
OG0006070	DROME16601, DROME16602	ASTMX07840
OG0006072	DROME01673	ASTMX14707
OG0006073	DROME14553	ASTMX04426
OG0006074	DROME19848	ASTMX21669
OG0006077	DROME09385	ASTMX12045
OG0006078	DROME02001	ASTMX03321, ASTMX15383
