Orthogroup	DROME	ASTMX
OG0001081	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997	ASTMX07534, ASTMX20170, ASTMX20169
OG0001082	DROME16087, DROME16088, DROME16090, DROME16089	ASTMX05356
OG0001083	DROME07895, DROME07890, DROME07893, DROME07892, DROME07896, DROME07887, DROME07888, DROME07889, DROME07891, DROME07885, DROME07886, DROME07894	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493
OG0001084	DROME15262, DROME15263	ASTMX13267, ASTMX14596, ASTMX13269
OG0001085	DROME18407, DROME18408, DROME18409	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559
OG0001086	DROME20573	ASTMX13682
OG0001089	DROME21284, DROME21282, DROME21280, DROME21281, DROME21283	ASTMX11862, ASTMX12798, ASTMX07940, ASTMX13996
OG0001091	DROME08376, DROME08378, DROME08377	ASTMX04144, ASTMX08666, ASTMX21338, ASTMX12021, ASTMX21337, ASTMX12020, ASTMX08667
OG0001092	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203	ASTMX11230, ASTMX13973, ASTMX21247, ASTMX01637, ASTMX11224, ASTMX11225, ASTMX11227
OG0001093	DROME09012, DROME09005, DROME09009, DROME09004, DROME09007, DROME09010, DROME09011, DROME09006, DROME09008	ASTMX12014, ASTMX12657, ASTMX16037, ASTMX04141, ASTMX08672
OG0001094	DROME08185, DROME21556	ASTMX20728, ASTMX11817, ASTMX22892
OG0001096	DROME20588, DROME20589, DROME02389	ASTMX18205, ASTMX09790
OG0001097	DROME12546, DROME12547	ASTMX08081
OG0001101	DROME01099	ASTMX18645
OG0001102	DROME20883	ASTMX10946, ASTMX06585
OG0001103	DROME13242, DROME13241, DROME13243, DROME13244	ASTMX01362
OG0001105	DROME22092, DROME02326	ASTMX16452
OG0001107	DROME03977	ASTMX07154
OG0001108	DROME12857, DROME12858, DROME12856, DROME12855	ASTMX10776
OG0001108	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011	ASTMX02283
OG0001109	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274	ASTMX22098, ASTMX18693, ASTMX16851, ASTMX20867
OG0001112	DROME13039, DROME13038, DROME13037, DROME13036	ASTMX04106
OG0001113	DROME18531, DROME18532	ASTMX19887
OG0001113	DROME05388	ASTMX17682
OG0001113	DROME01680	ASTMX17433
OG0001114	DROME00496, DROME16340, DROME16339	ASTMX20168, ASTMX05200, ASTMX10656
OG0001118	DROME14402, DROME14401	ASTMX16590, ASTMX07119, ASTMX16591, ASTMX16589
OG0001119	DROME17259, DROME17271, DROME17273, DROME17270, DROME17257, DROME17260, DROME17272, DROME17265, DROME17267, DROME17258, DROME17266, DROME17262, DROME17261, DROME17268, DROME17263, DROME17264, DROME17269	ASTMX21339, ASTMX20001
OG0001121	DROME11643, DROME11644, DROME11645, DROME11642	ASTMX15268, ASTMX07286
OG0001124	DROME13810	ASTMX11649
OG0001126	DROME07144	ASTMX15842, ASTMX02684
OG0001127	DROME21295, DROME21293, DROME21294, DROME21292	ASTMX12680, ASTMX16751, ASTMX02660, ASTMX13770
OG0001128	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100	ASTMX18460, ASTMX16489, ASTMX06330, ASTMX08219, ASTMX03840
OG0001129	DROME06610	ASTMX10908, ASTMX12420, ASTMX13922
OG0001130	DROME08159	ASTMX10575
OG0001131	DROME00544	ASTMX07608, ASTMX14403, ASTMX04858
OG0001132	DROME12585, DROME12584, DROME12583, DROME12582	ASTMX10021
OG0001133	DROME02832	ASTMX12861
OG0001135	DROME18153, DROME18152	ASTMX15353, ASTMX19619, ASTMX18867
OG0001136	DROME15241, DROME15244, DROME15239, DROME15245, DROME15243, DROME15240, DROME15238, DROME15242, DROME15236, DROME15237	ASTMX03984, ASTMX03125, ASTMX00617, ASTMX01730
OG0001138	DROME16831, DROME16832, DROME16830, DROME16829	ASTMX18696, ASTMX18698, ASTMX19043, ASTMX13761, ASTMX15448, ASTMX17720
OG0001139	DROME11285, DROME11284, DROME20784	ASTMX08590, ASTMX08334, ASTMX02193, ASTMX16174
OG0001140	DROME04492, DROME04491	ASTMX00871, ASTMX01335
OG0001141	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356	ASTMX18850, ASTMX15737
OG0001142	DROME15460, DROME15458, DROME15459	ASTMX06998
OG0001143	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862
OG0001144	DROME08380	ASTMX11062, ASTMX09403, ASTMX17694, ASTMX01911, ASTMX19825
OG0001148	DROME04431, DROME04432	ASTMX07421
OG0001149	DROME20514	ASTMX19645, ASTMX17794
OG0001156	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559
OG0001158	DROME08138, DROME08137	ASTMX02087, ASTMX17173, ASTMX12628
OG0001159	DROME00658	ASTMX04571, ASTMX16858
OG0001160	DROME05833, DROME05832, DROME05835, DROME05834	ASTMX03036, ASTMX02042, ASTMX09272
OG0001162	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107	ASTMX14904, ASTMX06131, ASTMX00151, ASTMX17408, ASTMX18039
OG0001163	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899	ASTMX21149, ASTMX13397, ASTMX06626
OG0001164	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759	ASTMX15332, ASTMX23034
OG0001165	DROME20938, DROME07288	ASTMX13025, ASTMX00124
OG0001167	DROME17311	ASTMX18844, ASTMX18845, ASTMX07609
OG0001168	DROME02336	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562
OG0001170	DROME16781	ASTMX11047
OG0001172	DROME12074, DROME12075	ASTMX02640, ASTMX12998
OG0001173	DROME08477, DROME08476, DROME08478, DROME08741	ASTMX06808
OG0001174	DROME01257, DROME01258	ASTMX00942
OG0001175	DROME10674	ASTMX15626, ASTMX17938, ASTMX10319
OG0001177	DROME01933, DROME01934, DROME21906	ASTMX14125, ASTMX15939
OG0001178	DROME18168, DROME18169, DROME18170, DROME18167	ASTMX00134, ASTMX00554
OG0001180	DROME01245, DROME01246	ASTMX12027, ASTMX19199, ASTMX09020
OG0001184	DROME03279	ASTMX19302
OG0001184	DROME17805	ASTMX00228
OG0001185	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238	ASTMX10936
OG0001186	DROME11811, DROME11812	ASTMX18547, ASTMX02567
OG0001186	DROME18932	ASTMX13845
OG0001188	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118	ASTMX10472, ASTMX16516, ASTMX05803, ASTMX14514, ASTMX03224
OG0001190	DROME21340, DROME21342, DROME21339, DROME21341	ASTMX11323, ASTMX13686, ASTMX05267
OG0001191	DROME15546, DROME15547, DROME15549, DROME15548	ASTMX19829, ASTMX17768, ASTMX05237, ASTMX10430, ASTMX15730
OG0001197	DROME14364	ASTMX03942
OG0001197	DROME07563	ASTMX01914, ASTMX20138
OG0001201	DROME20824, DROME20825, DROME20823, DROME20822	ASTMX07237, ASTMX15800, ASTMX18361, ASTMX18598
OG0001203	DROME16841	ASTMX14697, ASTMX11816, ASTMX05804, ASTMX02785, ASTMX14698
OG0001204	DROME15252	ASTMX05907, ASTMX05878, ASTMX12225
OG0001205	DROME09818, DROME09817	ASTMX01662, ASTMX03694, ASTMX01184
OG0001208	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017
OG0001210	DROME01292	ASTMX01254
OG0001210	DROME21654, DROME21653	ASTMX10342, ASTMX10343
OG0001211	DROME14817, DROME14816, DROME14814, DROME14815	ASTMX18975, ASTMX16242
OG0001212	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021	ASTMX22528, ASTMX14804, ASTMX14803
OG0001213	DROME12028	ASTMX13388
OG0001213	DROME15857	ASTMX21450
OG0001214	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226	ASTMX09593, ASTMX12596
OG0001215	DROME05613, DROME05611, DROME05612	ASTMX20085, ASTMX00530, ASTMX12692, ASTMX15468, ASTMX06044
OG0001216	DROME20096, DROME20097, DROME20095, DROME15498	ASTMX20220, ASTMX20446
OG0001217	DROME06701	ASTMX09378, ASTMX07954, ASTMX01127, ASTMX10707, ASTMX01247, ASTMX16527, ASTMX07955
OG0001218	DROME12211, DROME12213, DROME12212	ASTMX10642, ASTMX14744, ASTMX13687, ASTMX05605
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	ASTMX14886, ASTMX03969, ASTMX10652, ASTMX14229
OG0001220	DROME02744, DROME20493, DROME20492	ASTMX05948, ASTMX05949, ASTMX18183, ASTMX07915
OG0001221	DROME09514	ASTMX07026
OG0001223	DROME08781, DROME08780	ASTMX03153, ASTMX00191, ASTMX01647, ASTMX07473
OG0001225	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794	ASTMX05153, ASTMX03549, ASTMX13437, ASTMX10024, ASTMX07916
OG0001226	DROME09885, DROME09884, DROME09883, DROME09882	ASTMX15119, ASTMX01133, ASTMX11042
OG0001227	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419	ASTMX05520, ASTMX02118, ASTMX00885, ASTMX09802, ASTMX20461
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	ASTMX10826, ASTMX10594, ASTMX16865, ASTMX13823, ASTMX06066
OG0001232	DROME01876, DROME01877, DROME01878	ASTMX03619
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	ASTMX08429, ASTMX22078, ASTMX21091, ASTMX21910, ASTMX21709, ASTMX00219, ASTMX21708, ASTMX20381
OG0001236	DROME06609, DROME04424, DROME20964	ASTMX01850, ASTMX11510, ASTMX06878
OG0001237	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481	ASTMX04904, ASTMX20913, ASTMX01867, ASTMX07784, ASTMX12070, ASTMX02167
OG0001238	DROME21058	ASTMX03666
OG0001238	DROME14293, DROME05136, DROME05137, DROME05138, DROME14291, DROME14292	ASTMX13748, ASTMX05355
OG0001239	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414	ASTMX05182, ASTMX13945, ASTMX09470
OG0001241	DROME02596	ASTMX06697
OG0001241	DROME03537	ASTMX04159, ASTMX18901
OG0001243	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535	ASTMX17034, ASTMX02160, ASTMX19994
OG0001245	DROME06795	ASTMX04711, ASTMX08255, ASTMX15831, ASTMX03252
OG0001247	DROME18852	ASTMX12611, ASTMX14275, ASTMX19073, ASTMX16338
OG0001249	DROME05745, DROME05744, DROME04456, DROME04455	ASTMX20180, ASTMX00503, ASTMX20181, ASTMX10323, ASTMX00502, ASTMX04928
OG0001250	DROME10391, DROME10390, DROME10392	ASTMX15491, ASTMX07689, ASTMX20710
OG0001251	DROME04532	ASTMX13849, ASTMX12740
OG0001253	DROME16727, DROME02601	ASTMX13288, ASTMX07246, ASTMX13330, ASTMX10772, ASTMX13287, ASTMX05532, ASTMX01786
OG0001254	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033	ASTMX21459, ASTMX10576, ASTMX17225
OG0001255	DROME11892	ASTMX06824, ASTMX12253, ASTMX12915, ASTMX22403, ASTMX15660, ASTMX11198, ASTMX08567, ASTMX14314, ASTMX05306, ASTMX16297, ASTMX08714, ASTMX09718
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	ASTMX12301, ASTMX04241, ASTMX01544
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	ASTMX19187, ASTMX01634, ASTMX00068
OG0001262	DROME20437	ASTMX21377
OG0001263	DROME01386, DROME01387	ASTMX17278
OG0001264	DROME08249, DROME08250, DROME08248	ASTMX07471, ASTMX13848, ASTMX00881
OG0001266	DROME19377	ASTMX20652, ASTMX13871, ASTMX00959, ASTMX01967
OG0001267	DROME13068	ASTMX03508, ASTMX05999, ASTMX19426, ASTMX13889
OG0001268	DROME04920, DROME04921	ASTMX20034
OG0001270	DROME12379	ASTMX19479
OG0001270	DROME02961	ASTMX03630
OG0001271	DROME20484	ASTMX14027, ASTMX21049, ASTMX10446, ASTMX00815
OG0001272	DROME17237, DROME17236, DROME17235, DROME17243	ASTMX04472, ASTMX05879, ASTMX12223, ASTMX15726
OG0001273	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251	ASTMX02897, ASTMX18194, ASTMX07779, ASTMX03354
OG0001274	DROME06585, DROME06586, DROME06584	ASTMX22021, ASTMX13163, ASTMX06912
OG0001276	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322	ASTMX03010, ASTMX09183
OG0001278	DROME15730	ASTMX10228
OG0001279	DROME15211, DROME15210	ASTMX06329, ASTMX08064, ASTMX13662, ASTMX17711, ASTMX11584
OG0001280	DROME15706	ASTMX19448, ASTMX11018, ASTMX16795, ASTMX21805, ASTMX18435
OG0001281	DROME19100	ASTMX02972, ASTMX13937, ASTMX06587, ASTMX05626
OG0001282	DROME04060, DROME04059, DROME04058	ASTMX11350, ASTMX00096, ASTMX03184, ASTMX16656
OG0001284	DROME05418	ASTMX06818, ASTMX13787, ASTMX17233
OG0001287	DROME15976, DROME15975, DROME04476	ASTMX04102, ASTMX08011, ASTMX16698, ASTMX10733, ASTMX08804
OG0001288	DROME19787, DROME09388, DROME09389	ASTMX00451, ASTMX12396
OG0001289	DROME16010, DROME16008, DROME16009	ASTMX08475, ASTMX15265, ASTMX01501
OG0001290	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924	ASTMX23021, ASTMX13626, ASTMX08208, ASTMX06258, ASTMX08455
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302
OG0001292	DROME20956	ASTMX02486, ASTMX00034, ASTMX22402, ASTMX11449
OG0001293	DROME19380, DROME19378, DROME19379	ASTMX05019, ASTMX19347, ASTMX18808, ASTMX16101, ASTMX16100, ASTMX05018, ASTMX03515
OG0001294	DROME19278	ASTMX01279
OG0001295	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521	ASTMX12041, ASTMX05413, ASTMX05412, ASTMX21791
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113
OG0001300	DROME21326, DROME21325, DROME21324	ASTMX06507, ASTMX16708, ASTMX01169
OG0001302	DROME00539	ASTMX00499
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	ASTMX10044, ASTMX00193, ASTMX03156, ASTMX11455
OG0001305	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831	ASTMX08560, ASTMX14309, ASTMX09612, ASTMX19863, ASTMX03148
OG0001306	DROME08751, DROME08752	ASTMX07805
OG0001308	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399	ASTMX12136, ASTMX14880, ASTMX11270
OG0001310	DROME15600	ASTMX09500
OG0001311	DROME20740, DROME20738, DROME20739, DROME20741	ASTMX15821, ASTMX19766
OG0001311	DROME06164	ASTMX21056, ASTMX12561
OG0001315	DROME16592	ASTMX16453, ASTMX21035, ASTMX07687, ASTMX17931
OG0001318	DROME17213	ASTMX01432
OG0001318	DROME09513	ASTMX07560, ASTMX04187
OG0001319	DROME01307	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136
OG0001319	DROME08745	ASTMX21713
OG0001321	DROME16103	ASTMX06232, ASTMX07920, ASTMX01880
OG0001322	DROME15932	ASTMX16188
OG0001325	DROME14232	ASTMX03760, ASTMX19330, ASTMX19332, ASTMX19329, ASTMX03771, ASTMX19331
OG0001326	DROME03927	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581
OG0001327	DROME02674, DROME02673, DROME02675	ASTMX01100
OG0001330	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683	ASTMX04462, ASTMX17075, ASTMX04383, ASTMX12196, ASTMX19685, ASTMX12195
OG0001337	DROME20158	ASTMX05953, ASTMX13440, ASTMX17317
OG0001341	DROME19896, DROME19897, DROME19895	ASTMX04021, ASTMX18606
OG0001344	DROME04657, DROME04656	ASTMX12839, ASTMX12838
OG0001348	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496	ASTMX09799, ASTMX08553, ASTMX19294
OG0001350	DROME03240, DROME03239	ASTMX06475
OG0001350	DROME20607	ASTMX15964
OG0001351	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249	ASTMX15206, ASTMX00127, ASTMX00552
OG0001352	DROME11579, DROME11580	ASTMX15667, ASTMX15246, ASTMX15247, ASTMX00804
OG0001353	DROME12504, DROME12505	ASTMX11924, ASTMX13745
OG0001354	DROME19155, DROME19156	ASTMX11901
OG0001354	DROME18928	ASTMX15487, ASTMX02827, ASTMX19253
OG0001355	DROME18115	ASTMX21361, ASTMX17683, ASTMX22296, ASTMX03894, ASTMX05031, ASTMX05922
OG0001356	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094
OG0001358	DROME16322, DROME16324, DROME16323, DROME16316, DROME16315, DROME16314, DROME16318, DROME16317, DROME16319	ASTMX08140
OG0001359	DROME20396, DROME20399, DROME20398, DROME20397	ASTMX02428, ASTMX11942, ASTMX17796, ASTMX09162
OG0001362	DROME17431, DROME22085	ASTMX20468
OG0001362	DROME16079, DROME16080	ASTMX05422
OG0001363	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044	ASTMX08285, ASTMX10326, ASTMX03420
OG0001364	DROME18347, DROME18348	ASTMX17782, ASTMX06972, ASTMX17850
OG0001366	DROME19931, DROME19932, DROME19933, DROME19934	ASTMX14130, ASTMX01928, ASTMX19346, ASTMX14132, ASTMX14131, ASTMX19344, ASTMX18739, ASTMX02673
OG0001367	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536	ASTMX00960, ASTMX11729, ASTMX19617, ASTMX13008, ASTMX20021
OG0001368	DROME00518, DROME00521, DROME00519, DROME00520	ASTMX03257, ASTMX15096, ASTMX16548
OG0001370	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126	ASTMX12996
OG0001371	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809	ASTMX10538
OG0001372	DROME06987	ASTMX06020
OG0001373	DROME15869, DROME15867, DROME15866, DROME15868	ASTMX07702, ASTMX20451, ASTMX17338, ASTMX22761, ASTMX07731
OG0001375	DROME11058	ASTMX15348
OG0001375	DROME12544	ASTMX12879, ASTMX05755, ASTMX08713
OG0001376	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506	ASTMX11290, ASTMX15861, ASTMX00150, ASTMX18887
OG0001378	DROME14090, DROME14089	ASTMX05115, ASTMX18038, ASTMX12590, ASTMX15728, ASTMX14012, ASTMX04632
OG0001379	DROME02340	ASTMX03133, ASTMX08769, ASTMX08803, ASTMX08802, ASTMX03013, ASTMX03014
OG0001387	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640	ASTMX07864, ASTMX13262, ASTMX14247, ASTMX08858
OG0001388	DROME15512	ASTMX09590, ASTMX20153, ASTMX01154
OG0001388	DROME19691, DROME08323, DROME06473, DROME06382	ASTMX17868
OG0001389	DROME08448, DROME08449, DROME08447	ASTMX20254, ASTMX01112, ASTMX08261, ASTMX17570, ASTMX03746
OG0001390	DROME06967, DROME06966	ASTMX20982, ASTMX17481, ASTMX20981, ASTMX22009, ASTMX10198, ASTMX21093, ASTMX07276, ASTMX15839, ASTMX15918
OG0001394	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848	ASTMX11802, ASTMX15905
OG0001395	DROME22042	ASTMX02518, ASTMX01129, ASTMX06152, ASTMX20147, ASTMX19549
OG0001397	DROME12938	ASTMX08012, ASTMX19505
OG0001397	DROME12061	ASTMX01488
OG0001399	DROME18551, DROME15177	ASTMX06124, ASTMX11454, ASTMX00428
OG0001401	DROME07715	ASTMX06505, ASTMX08424, ASTMX22162
OG0001403	DROME02115, DROME02116, DROME02114	ASTMX21751, ASTMX11295, ASTMX18514, ASTMX13183
OG0001404	DROME05603	ASTMX03622
OG0001405	DROME06373	ASTMX02582, ASTMX17235, ASTMX07521, ASTMX17122, ASTMX07520
OG0001405	DROME02126	ASTMX21998
OG0001406	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083	ASTMX11154, ASTMX06992, ASTMX15717
OG0001408	DROME21635, DROME21636, DROME21634	ASTMX08971, ASTMX19130, ASTMX19997, ASTMX18382, ASTMX18903, ASTMX19996
OG0001409	DROME18107	ASTMX06764, ASTMX08743, ASTMX16438, ASTMX11918
OG0001410	DROME00626	ASTMX14683
OG0001411	DROME13591, DROME09768, DROME09769	ASTMX12471
OG0001413	DROME21681, DROME21682	ASTMX19024
OG0001414	DROME00599	ASTMX02756
OG0001416	DROME04879, DROME04878, DROME04877, DROME04874, DROME04873, DROME04875, DROME04876	ASTMX16935, ASTMX00724, ASTMX04812
OG0001417	DROME21398, DROME21399	ASTMX15359, ASTMX02876
OG0001418	DROME11411	ASTMX11591, ASTMX19434, ASTMX05467, ASTMX02896, ASTMX19463
OG0001419	DROME00719	ASTMX03238, ASTMX11069, ASTMX03239, ASTMX17546, ASTMX11003
OG0001421	DROME08210	ASTMX10787, ASTMX08122, ASTMX03810
OG0001422	DROME19262, DROME19263	ASTMX17695, ASTMX01913
OG0001423	DROME11161, DROME11163, DROME11162	ASTMX01856, ASTMX07807, ASTMX04010, ASTMX11404, ASTMX22608
OG0001424	DROME10397	ASTMX17288
OG0001425	DROME10455	ASTMX03298, ASTMX08956, ASTMX13239, ASTMX13087, ASTMX06948
OG0001426	DROME16504, DROME16505	ASTMX11150, ASTMX19183, ASTMX05528, ASTMX15051, ASTMX19182, ASTMX02679, ASTMX19079
OG0001427	DROME04112, DROME04111, DROME04110	ASTMX01765, ASTMX17165
OG0001428	DROME00299, DROME00300	ASTMX05247, ASTMX09437, ASTMX16939, ASTMX14746
OG0001430	DROME14607, DROME14606	ASTMX21020, ASTMX21443, ASTMX04688, ASTMX10990, ASTMX18254, ASTMX13065
OG0001431	DROME08311, DROME08313, DROME08312	ASTMX15509, ASTMX15371
OG0001432	DROME12684, DROME12683, DROME12682, DROME12685	ASTMX06431, ASTMX01758, ASTMX06145
OG0001433	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764	ASTMX02460, ASTMX00906, ASTMX19534, ASTMX10945
OG0001435	DROME00261, DROME00262	ASTMX16673, ASTMX07968
OG0001436	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804	ASTMX01918
OG0001437	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502	ASTMX02671, ASTMX18553, ASTMX12632
OG0001438	DROME02079, DROME08565	ASTMX16984, ASTMX08969, ASTMX20091, ASTMX02810, ASTMX03899
OG0001440	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858	ASTMX06448, ASTMX19471, ASTMX02877
OG0001441	DROME01135, DROME01136, DROME01138, DROME01137	ASTMX07478, ASTMX16318, ASTMX01057, ASTMX00844, ASTMX10140, ASTMX21644, ASTMX03800
OG0001442	DROME14822, DROME14823, DROME14821	ASTMX08146, ASTMX10253, ASTMX02244, ASTMX12174, ASTMX11820, ASTMX19670, ASTMX05757
OG0001445	DROME19218	ASTMX04130, ASTMX07057
OG0001447	DROME20519, DROME20520, DROME20518	ASTMX09669, ASTMX06060, ASTMX07055, ASTMX19124
OG0001447	DROME01853, DROME01852	ASTMX04644
OG0001449	DROME21187	ASTMX21017, ASTMX21018
OG0001455	DROME05198	ASTMX18526, ASTMX02821, ASTMX21962, ASTMX02358, ASTMX03190, ASTMX04167
OG0001456	DROME21079	ASTMX18388, ASTMX18389, ASTMX18392, ASTMX18390
OG0001458	DROME12558, DROME12557, DROME12559, DROME12561, DROME12560, DROME12556	ASTMX19929, ASTMX03755, ASTMX18146, ASTMX01176, ASTMX00012, ASTMX13313, ASTMX00013
OG0001459	DROME20534	ASTMX20587, ASTMX19737
OG0001460	DROME19034	ASTMX06612
OG0001461	DROME01468	ASTMX05184
OG0001462	DROME07618, DROME07619	ASTMX19123
OG0001463	DROME17238, DROME10819	ASTMX00203, ASTMX01706
OG0001464	DROME03533, DROME03534	ASTMX08410, ASTMX05385, ASTMX14611, ASTMX17735, ASTMX05304, ASTMX22688
OG0001465	DROME18897, DROME18898, DROME18892, DROME18885, DROME18884, DROME18891, DROME18890, DROME18896, DROME18881, DROME18886, DROME18879, DROME18888, DROME18893, DROME18894, DROME18880, DROME18889, DROME18882, DROME18887, DROME18878, DROME18883, DROME18877, DROME18895	ASTMX22228
OG0001466	DROME20715	ASTMX10811, ASTMX14884
OG0001467	DROME03510	ASTMX02258
OG0001468	DROME11512, DROME11513	ASTMX14778, ASTMX06215, ASTMX18545
OG0001469	DROME11498	ASTMX17940
OG0001469	DROME15100	ASTMX05748
OG0001470	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191	ASTMX22480, ASTMX02997, ASTMX02333
OG0001472	DROME03418	ASTMX14550
OG0001472	DROME01627	ASTMX17138
OG0001474	DROME02835, DROME02834	ASTMX07703
OG0001475	DROME11371, DROME08104, DROME08103	ASTMX01033, ASTMX04792
OG0001476	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575	ASTMX01244, ASTMX04837, ASTMX14359, ASTMX03706
OG0001478	DROME17873, DROME17872	ASTMX12885, ASTMX07723
OG0001479	DROME09340	ASTMX01954, ASTMX14199, ASTMX14335, ASTMX15077
OG0001480	DROME01335, DROME01336, DROME01334, DROME01333	ASTMX00479, ASTMX02869, ASTMX03656, ASTMX07426
OG0001482	DROME08131, DROME08132, DROME08133	ASTMX17250, ASTMX10958, ASTMX07796, ASTMX13431, ASTMX13296, ASTMX22753, ASTMX17504
OG0001483	DROME17221	ASTMX15156, ASTMX00093
OG0001484	DROME00233, DROME00235, DROME00237	ASTMX17553, ASTMX17552, ASTMX18774
OG0001485	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031	ASTMX04894, ASTMX10882, ASTMX03334, ASTMX21672
OG0001486	DROME20978	ASTMX09250, ASTMX10289, ASTMX01104, ASTMX08981
