Orthogroup	DROME	CAEEL
OG0000730	DROME18332	CAEEL06720
OG0000730	DROME18387	CAEEL06574
OG0000731	DROME03051, DROME03053, DROME03052	CAEEL18982
OG0000732	DROME00208, DROME00209	CAEEL02711
OG0000732	DROME15061	CAEEL11771
OG0000733	DROME17454	CAEEL17006
OG0000733	DROME15558, DROME15560, DROME15556, DROME15557, DROME15561, DROME15562, DROME15564, DROME15563, DROME15559	CAEEL15524
OG0000734	DROME17455	CAEEL18835
OG0000735	DROME13083, DROME13084, DROME13089, DROME13086, DROME13097, DROME13098, DROME13085, DROME13100, DROME13096, DROME13092, DROME13101, DROME13102, DROME13090, DROME13099, DROME13091, DROME13095, DROME13087, DROME13094, DROME13088, DROME13093	CAEEL14834, CAEEL14835
OG0000736	DROME09313	CAEEL09174
OG0000737	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533	CAEEL06154, CAEEL04487, CAEEL04486
OG0000740	DROME19981	CAEEL18076
OG0000740	DROME03194	CAEEL18356
OG0000744	DROME09899	CAEEL01254
OG0000747	DROME04467	CAEEL02279
OG0000749	DROME10988, DROME10987	CAEEL11624, CAEEL14107
OG0000751	DROME06060, DROME06059, DROME06061, DROME06062	CAEEL09020
OG0000752	DROME15461	CAEEL07346
OG0000752	DROME09086	CAEEL04370
OG0000753	DROME16114, DROME16113, DROME22017, DROME22016, DROME22019, DROME22018, DROME22021, DROME22020	CAEEL17415
OG0000755	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399, DROME04395	CAEEL01302
OG0000757	DROME07057	CAEEL20030
OG0000759	DROME11263, DROME11264, DROME11262, DROME11261, DROME01055, DROME03914, DROME03913, DROME01209, DROME01208	CAEEL20475, CAEEL16710
OG0000761	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783	CAEEL19698
OG0000762	DROME02274, DROME02276, DROME02279, DROME02278, DROME02272, DROME02275, DROME02277, DROME02273	CAEEL02671
OG0000763	DROME19244, DROME19245, DROME19240, DROME19243, DROME19242, DROME19241, DROME19239, DROME19232, DROME19237, DROME19234, DROME19238, DROME19233, DROME19236, DROME19235	CAEEL01521, CAEEL01520, CAEEL01519
OG0000764	DROME10902, DROME10903	CAEEL19849
OG0000765	DROME04789, DROME04788	CAEEL08924, CAEEL20292
OG0000766	DROME06054, DROME06055, DROME01015	CAEEL01660
OG0000767	DROME14005, DROME12823, DROME12824	CAEEL15327, CAEEL15326
OG0000774	DROME18935, DROME18934	CAEEL12020, CAEEL14163, CAEEL12021
OG0000775	DROME05200	CAEEL17384, CAEEL14551, CAEEL07888, CAEEL14550
OG0000775	DROME01281, DROME01282	CAEEL09740
OG0000776	DROME20100, DROME20102, DROME20101	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206
OG0000777	DROME05836	CAEEL19291
OG0000778	DROME11783, DROME11782	CAEEL04054
OG0000779	DROME13622	CAEEL01706
OG0000780	DROME16908	CAEEL00305, CAEEL01193
OG0000782	DROME04768, DROME04767, DROME04769, DROME04770, DROME04778, DROME04776, DROME04766, DROME04773, DROME04772, DROME04765, DROME04775, DROME04771, DROME04774, DROME04777	CAEEL01741
OG0000784	DROME16135, DROME14707, DROME14708, DROME14827, DROME12579, DROME12578	CAEEL19472
OG0000786	DROME17888, DROME17889	CAEEL06097
OG0000787	DROME06230	CAEEL10362
OG0000788	DROME11403	CAEEL04328, CAEEL04329, CAEEL04327
OG0000791	DROME16118, DROME16117, DROME16116, DROME16119, DROME16121, DROME16120	CAEEL09121
OG0000792	DROME20865	CAEEL06858, CAEEL06859
OG0000793	DROME20859, DROME20860	CAEEL00246
OG0000794	DROME04329, DROME04334, DROME04330, DROME04337, DROME04333, DROME04335, DROME04336, DROME04331, DROME04332	CAEEL14272, CAEEL13170
OG0000796	DROME18203	CAEEL18138
OG0000797	DROME01160, DROME01161, DROME01159	CAEEL11404
OG0000798	DROME10020, DROME10018, DROME10014, DROME10015, DROME10021, DROME10016, DROME10019, DROME10022, DROME10017, DROME10013	CAEEL08562, CAEEL08561
OG0000800	DROME19714	CAEEL15658, CAEEL15660, CAEEL15659, CAEEL15657, CAEEL15661, CAEEL04883, CAEEL16200, CAEEL16199, CAEEL13121, CAEEL11360, CAEEL11396
OG0000801	DROME05596, DROME05595, DROME05594	CAEEL00950
OG0000803	DROME06528, DROME04971, DROME16667, DROME08404, DROME08406, DROME08405, DROME06525, DROME06526, DROME15315, DROME15314, DROME15313, DROME14537, DROME01677, DROME14535, DROME14536, DROME17631, DROME09542, DROME09543, DROME19328, DROME18830, DROME15873	CAEEL18447
OG0000809	DROME15572, DROME15573	CAEEL06250
OG0000810	DROME04963, DROME04962, DROME04964	CAEEL00977
OG0000813	DROME18040, DROME18039	CAEEL10975, CAEEL10973, CAEEL01084
OG0000814	DROME03302, DROME03301, DROME03299, DROME03298	CAEEL07659, CAEEL07658
OG0000814	DROME04088, DROME04090	CAEEL11834, CAEEL05113
OG0000817	DROME16006, DROME02008	CAEEL08608
OG0000817	DROME06292	CAEEL09272
OG0000818	DROME03806, DROME03805	CAEEL08212
OG0000820	DROME04117, DROME04116, DROME04115	CAEEL08726
OG0000826	DROME12091	CAEEL04414
OG0000828	DROME20305	CAEEL01170
OG0000828	DROME19137	CAEEL14806
OG0000833	DROME00525, DROME00524, DROME00526, DROME20451, DROME20452, DROME18499, DROME18498	CAEEL05439
OG0000834	DROME13922	CAEEL00924
OG0000836	DROME02582, DROME02579, DROME02580, DROME02581	CAEEL01665
OG0000837	DROME05419, DROME18149	CAEEL19270, CAEEL07955
OG0000838	DROME18797	CAEEL20556
OG0000842	DROME10888, DROME10889	CAEEL11884
OG0000844	DROME14407, DROME14403, DROME14406, DROME14408, DROME14404, DROME14409, DROME14405	CAEEL04872, CAEEL18631, CAEEL05964, CAEEL05848
OG0000847	DROME16726	CAEEL04304, CAEEL04305, CAEEL19991
OG0000847	DROME03898, DROME03895, DROME03896, DROME03897	CAEEL07299
OG0000848	DROME19683	CAEEL08378
OG0000849	DROME20644, DROME20643, DROME20641, DROME20642, DROME20640, DROME20638, DROME20637, DROME20639	CAEEL04333
OG0000850	DROME12440, DROME20308, DROME12322	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935
OG0000851	DROME20685, DROME20686	CAEEL08745
OG0000852	DROME03192, DROME03193, DROME03191, DROME08938, DROME08937	CAEEL08255
OG0000854	DROME12664, DROME12665, DROME13117, DROME13118	CAEEL03021
OG0000857	DROME20946, DROME20950, DROME20948, DROME20947, DROME20949, DROME20951	CAEEL04547
OG0000860	DROME09397, DROME09396, DROME09404, DROME09403, DROME09399, DROME09402, DROME09401, DROME09400, DROME09405, DROME09398	CAEEL09321, CAEEL18240
OG0000863	DROME11655, DROME11652, DROME11654, DROME11653, DROME11650, DROME11651	CAEEL06033, CAEEL00018, CAEEL04473, CAEEL06248
OG0000867	DROME14166	CAEEL18894, CAEEL20247
OG0000869	DROME06391	CAEEL04725
OG0000870	DROME20283	CAEEL05330
OG0000871	DROME14585	CAEEL00780
OG0000871	DROME03028	CAEEL00781, CAEEL13789
OG0000873	DROME18354, DROME18352	CAEEL01374
OG0000874	DROME04338	CAEEL03105
OG0000875	DROME01940, DROME01939, DROME06587	CAEEL08184, CAEEL12416
OG0000876	DROME08528, DROME08526, DROME08524, DROME08527, DROME08525	CAEEL00773, CAEEL00774
OG0000879	DROME00001, DROME21621, DROME11009	CAEEL07550
OG0000882	DROME12593, DROME12592, DROME12589, DROME12588, DROME12591, DROME12590	CAEEL04669
OG0000887	DROME18142, DROME18141	CAEEL20268, CAEEL06748
OG0000888	DROME13818	CAEEL00418
OG0000889	DROME20531, DROME20532	CAEEL09857, CAEEL09856
OG0000889	DROME20008	CAEEL07245
OG0000890	DROME03618, DROME03621, DROME03619, DROME03616, DROME03617, DROME03620	CAEEL12661
OG0000894	DROME08778, DROME08777	CAEEL20455
OG0000904	DROME14411, DROME14410	CAEEL10501
OG0000905	DROME11749	CAEEL09890
OG0000907	DROME01472, DROME01473, DROME01474, DROME01471	CAEEL04446, CAEEL04445
OG0000908	DROME05842, DROME05841	CAEEL18895
OG0000908	DROME15683	CAEEL09910
OG0000909	DROME21889, DROME21890, DROME21873, DROME21876, DROME21877, DROME21875, DROME19901, DROME19900	CAEEL00966
OG0000911	DROME15954, DROME15951, DROME15953, DROME15956, DROME15955, DROME15952, DROME15957	CAEEL15173, CAEEL12593
OG0000913	DROME01636, DROME01633, DROME01634, DROME01635, DROME10634, DROME10638, DROME10637, DROME10636, DROME10635, DROME10633, DROME05629, DROME10407, DROME10406, DROME08899, DROME10631, DROME10640, DROME10639, DROME21277, DROME21276, DROME21275	CAEEL03086, CAEEL09227, CAEEL01751, CAEEL17909, CAEEL04783, CAEEL08435
OG0000914	DROME20954, DROME12686, DROME12687, DROME12688, DROME12689, DROME12694, DROME12693, DROME12692, DROME12691, DROME12690, DROME06233, DROME06234, DROME06235	CAEEL08534, CAEEL08535
OG0000921	DROME21958	CAEEL05986
OG0000921	DROME09824	CAEEL00714
OG0000923	DROME19914	CAEEL01410
OG0000923	DROME04554, DROME04553	CAEEL00580
OG0000925	DROME02762	CAEEL01239, CAEEL01153, CAEEL00968
OG0000925	DROME02761	CAEEL00439, CAEEL07058
OG0000927	DROME13545, DROME15912, DROME15911, DROME13544, DROME01290	CAEEL20274
OG0000929	DROME02144, DROME02147, DROME02145, DROME02146, DROME02148, DROME02143	CAEEL02357
OG0000931	DROME06107, DROME06103, DROME06106, DROME06105, DROME06104	CAEEL20467
OG0000932	DROME19600, DROME19599, DROME19601, DROME19598	CAEEL07026, CAEEL07025
OG0000933	DROME00363	CAEEL13637
OG0000934	DROME18021	CAEEL20095, CAEEL02005
OG0000934	DROME12197, DROME12198	CAEEL18567
OG0000935	DROME19387	CAEEL10988, CAEEL18743
OG0000944	DROME05002, DROME05004, DROME05003, DROME05001, DROME05005, DROME04999, DROME05000	CAEEL08647, CAEEL08646
OG0000945	DROME11635, DROME10522	CAEEL00537
OG0000947	DROME14910, DROME14909	CAEEL07660
OG0000949	DROME20631	CAEEL02872
OG0000950	DROME15080, DROME15081, DROME15075, DROME15077, DROME15078, DROME15076, DROME15082, DROME15083, DROME15079	CAEEL06912
OG0000952	DROME18132	CAEEL07628
OG0000954	DROME12405, DROME12406, DROME12407	CAEEL05990
OG0000955	DROME04991, DROME04992, DROME04993, DROME04990	CAEEL05680, CAEEL05073
OG0000955	DROME02414	CAEEL01495
OG0000957	DROME11550, DROME11548, DROME11549	CAEEL00119
OG0000960	DROME04151, DROME04150, DROME04154, DROME04153, DROME04158, DROME04156, DROME04161, DROME04149, DROME04152, DROME04155, DROME04157, DROME04160, DROME04159	CAEEL00749
OG0000963	DROME09182, DROME09184, DROME09183, DROME07082	CAEEL02132, CAEEL19266, CAEEL06520, CAEEL01905, CAEEL10906
OG0000965	DROME10303	CAEEL09524
OG0000965	DROME10622	CAEEL02685
OG0000967	DROME01950, DROME01951, DROME01952	CAEEL09409
OG0000969	DROME17496	CAEEL17140, CAEEL19686
OG0000972	DROME02149, DROME02155, DROME02156	CAEEL01404, CAEEL10528
OG0000974	DROME20587, DROME20537, DROME20538	CAEEL05136, CAEEL05137
OG0000976	DROME15676	CAEEL12118
OG0000978	DROME08128, DROME08129, DROME08130, DROME08127, DROME08125, DROME08126	CAEEL10436, CAEEL10678, CAEEL04915
OG0000979	DROME10162, DROME10163, DROME10160, DROME10161, DROME10164	CAEEL17012, CAEEL08335, CAEEL08336, CAEEL08175, CAEEL06649
OG0000982	DROME07397, DROME07866, DROME07869, DROME07868, DROME07870, DROME07867	CAEEL00871
OG0000984	DROME12019, DROME07638	CAEEL00142, CAEEL20825, CAEEL07596, CAEEL10900
OG0000985	DROME16403, DROME16400, DROME16401, DROME16404, DROME16402	CAEEL11989
OG0000986	DROME00033, DROME00029, DROME00034	CAEEL10478, CAEEL10407, CAEEL10408, CAEEL19984
OG0000987	DROME05032, DROME05034, DROME05033, DROME05035, DROME05036	CAEEL18448
OG0000988	DROME19158	CAEEL12259, CAEEL12260, CAEEL05294
OG0000992	DROME02382, DROME02383	CAEEL04373
OG0000994	DROME20689	CAEEL01877
OG0000994	DROME05396	CAEEL05339, CAEEL08529
OG0000995	DROME02709, DROME02710, DROME02712, DROME02711	CAEEL01961
OG0000997	DROME00173	CAEEL06202
OG0000999	DROME05157, DROME05156	CAEEL12779, CAEEL06159
OG0001001	DROME01963, DROME01964, DROME01966, DROME01965	CAEEL19402, CAEEL20405, CAEEL20234, CAEEL19403
OG0001002	DROME16267, DROME12122, DROME12123, DROME12119, DROME12118, DROME12121, DROME12120, DROME17836, DROME17837	CAEEL08041
OG0001004	DROME18265, DROME18264	CAEEL04943
OG0001005	DROME16898	CAEEL01384
OG0001006	DROME12303	CAEEL08218, CAEEL00364, CAEEL10732
OG0001008	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438	CAEEL05786
OG0001009	DROME10731	CAEEL20001
OG0001013	DROME18675, DROME18672, DROME18676, DROME18674, DROME18673	CAEEL16541
OG0001015	DROME02246	CAEEL16067
OG0001016	DROME03793	CAEEL09313
OG0001016	DROME04453	CAEEL08789, CAEEL11986
OG0001017	DROME18747, DROME18746	CAEEL09308
OG0001018	DROME08789	CAEEL00183
OG0001018	DROME19524	CAEEL07047
OG0001019	DROME18178	CAEEL13859, CAEEL13858
OG0001022	DROME02393, DROME02395, DROME02392, DROME02397, DROME02396, DROME02398, DROME02391, DROME02394, DROME02390	CAEEL06254, CAEEL20075, CAEEL20775
OG0001023	DROME07472, DROME07471	CAEEL05078
OG0001024	DROME14925	CAEEL11623
OG0001028	DROME17206, DROME17210, DROME17209, DROME17205, DROME17207, DROME17208	CAEEL01212
OG0001029	DROME15897, DROME08324	CAEEL01262
OG0001030	DROME15420, DROME15421, DROME15419	CAEEL11812
OG0001031	DROME02372	CAEEL12448
OG0001032	DROME10930, DROME10931, DROME10932	CAEEL20070, CAEEL15717
OG0001033	DROME01958	CAEEL10717
OG0001034	DROME18698, DROME18697, DROME18692, DROME18699, DROME18696, DROME18690, DROME18691, DROME18695, DROME18700, DROME18694, DROME18693	CAEEL07054, CAEEL07055
OG0001036	DROME21959	CAEEL18611
OG0001037	DROME07145, DROME07148, DROME07147, DROME07146	CAEEL18600
OG0001038	DROME06346, DROME06343, DROME06345, DROME06344	CAEEL20450
OG0001039	DROME19717, DROME19715, DROME19716, DROME12713	CAEEL08415
OG0001042	DROME12465, DROME12464, DROME12463, DROME12462	CAEEL09943
OG0001046	DROME05889	CAEEL19183
OG0001050	DROME09499, DROME09500	CAEEL14076, CAEEL15706
OG0001052	DROME00167	CAEEL09647
OG0001052	DROME01922	CAEEL10987
OG0001053	DROME11830	CAEEL07572, CAEEL09742
OG0001054	DROME21929	CAEEL05567
OG0001058	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763	CAEEL19015
OG0001059	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570	CAEEL00192
OG0001060	DROME06478, DROME01930	CAEEL15786
OG0001062	DROME12175, DROME12172	CAEEL08101
OG0001063	DROME16034, DROME16033	CAEEL15713, CAEEL15714
OG0001063	DROME14111	CAEEL08167
OG0001064	DROME20769	CAEEL18665, CAEEL17997, CAEEL05359, CAEEL16315, CAEEL04825, CAEEL15110, CAEEL20751
OG0001066	DROME06399	CAEEL12576
OG0001072	DROME08170	CAEEL08406
OG0001075	DROME05007, DROME05008	CAEEL11648, CAEEL18873
OG0001076	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432	CAEEL07541
OG0001077	DROME15216, DROME15217, DROME15215, DROME15218	CAEEL18659
OG0001078	DROME16039, DROME16040	CAEEL19295
OG0001079	DROME12134, DROME12135, DROME12136	CAEEL10503
OG0001082	DROME16087, DROME16088, DROME16090, DROME16089	CAEEL19080, CAEEL19079, CAEEL09741
OG0001083	DROME07895, DROME07890, DROME07893, DROME07892, DROME07896, DROME07887, DROME07888, DROME07889, DROME07891, DROME07885, DROME07886, DROME07894	CAEEL06682
OG0001084	DROME15262, DROME15263	CAEEL01831
OG0001085	DROME18407, DROME18408, DROME18409	CAEEL09995, CAEEL09996
OG0001086	DROME03964, DROME03962, DROME03963, DROME03961	CAEEL07731
OG0001091	DROME08376, DROME08378, DROME08377	CAEEL07358
OG0001092	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203	CAEEL07387
OG0001093	DROME09012, DROME09005, DROME09009, DROME09004, DROME09007, DROME09010, DROME09011, DROME09006, DROME09008	CAEEL00637
OG0001094	DROME08185, DROME21556	CAEEL13053, CAEEL13054
OG0001095	DROME09258, DROME09254, DROME09255, DROME09256, DROME09257, DROME09253	CAEEL07595
OG0001096	DROME20588, DROME20589, DROME02389	CAEEL04621, CAEEL17752
OG0001101	DROME01099	CAEEL11585
OG0001102	DROME11539, DROME20883	CAEEL08853
OG0001104	DROME04004	CAEEL09176, CAEEL09177
OG0001104	DROME02777, DROME02778, DROME02350, DROME02351	CAEEL20081
OG0001108	DROME12857, DROME12858, DROME12856, DROME12855, DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011	CAEEL09307
OG0001109	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118
OG0001112	DROME13039, DROME13038, DROME13037, DROME13036	CAEEL19901
OG0001113	DROME08567, DROME18531, DROME18532	CAEEL15158
OG0001113	DROME05388	CAEEL01128
OG0001113	DROME01680	CAEEL07385
OG0001114	DROME00496, DROME16340, DROME16339, DROME14934, DROME16341	CAEEL11582, CAEEL01758, CAEEL01759
OG0001116	DROME11717, DROME11714, DROME11715, DROME11716	CAEEL08324
OG0001118	DROME14402, DROME14401	CAEEL18824
OG0001119	DROME17259, DROME17271, DROME17273, DROME17270, DROME17257, DROME17260, DROME17272, DROME17265, DROME17267, DROME17258, DROME17266, DROME17262, DROME17261, DROME17268, DROME17263, DROME17264, DROME17269	CAEEL14710
OG0001123	DROME20601	CAEEL02049
OG0001124	DROME13810	CAEEL08814
OG0001126	DROME07144	CAEEL04859
OG0001127	DROME21295, DROME21293, DROME21294, DROME21292	CAEEL07664
OG0001130	DROME08159	CAEEL00232
OG0001130	DROME08055	CAEEL00767
OG0001131	DROME00544	CAEEL14208
OG0001132	DROME12585, DROME12584, DROME12583, DROME12582	CAEEL04290
OG0001133	DROME16631	CAEEL11641
OG0001133	DROME02832	CAEEL11294
OG0001135	DROME18153, DROME18152	CAEEL02069
OG0001137	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225	CAEEL04790
OG0001138	DROME16831, DROME16832, DROME16830, DROME16829	CAEEL07800, CAEEL07799
OG0001139	DROME11285, DROME11284, DROME20784	CAEEL06928, CAEEL15457
OG0001140	DROME04492, DROME04491	CAEEL14389
OG0001141	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356	CAEEL01107, CAEEL01106
OG0001142	DROME15460, DROME15458, DROME15459	CAEEL12657
OG0001143	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977	CAEEL01013
OG0001148	DROME04431, DROME04432	CAEEL13935, CAEEL13934, CAEEL01993
OG0001156	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510	CAEEL20728
OG0001158	DROME08138, DROME08137	CAEEL00147
OG0001159	DROME00704, DROME00657, DROME00658	CAEEL07987, CAEEL18966
OG0001160	DROME05833, DROME05832, DROME05835, DROME05834	CAEEL16381, CAEEL20121
OG0001161	DROME10169, DROME10171, DROME10167, DROME10168, DROME10170	CAEEL00221
OG0001162	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107	CAEEL18096
OG0001163	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899	CAEEL11823, CAEEL14454, CAEEL17374
OG0001164	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759	CAEEL07306
OG0001165	DROME20938, DROME07288	CAEEL19696
OG0001167	DROME17311	CAEEL04546
OG0001168	DROME02336	CAEEL02000
OG0001172	DROME12074, DROME12075	CAEEL13596
OG0001172	DROME11227, DROME11226	CAEEL01942
OG0001173	DROME08477, DROME08476, DROME08478, DROME08741	CAEEL15708
OG0001175	DROME10674	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718
OG0001177	DROME01933, DROME01934, DROME21906	CAEEL08262, CAEEL18706
OG0001180	DROME10923, DROME10922	CAEEL13860, CAEEL19829, CAEEL12500, CAEEL16391
OG0001180	DROME01245, DROME01246	CAEEL00751
OG0001184	DROME03279	CAEEL20576
OG0001184	DROME17805	CAEEL19676
OG0001186	DROME11811, DROME11812	CAEEL00480
OG0001186	DROME18932	CAEEL09703
OG0001188	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118	CAEEL14362
OG0001191	DROME15546, DROME15547, DROME15549, DROME15548	CAEEL09751, CAEEL20476, CAEEL09505
OG0001197	DROME14364	CAEEL11613
OG0001201	DROME20824, DROME20825, DROME20823, DROME20822	CAEEL02666
OG0001203	DROME16841	CAEEL12408, CAEEL09769
OG0001204	DROME15252	CAEEL09132
OG0001208	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816	CAEEL10574
OG0001209	DROME03307	CAEEL00442
OG0001210	DROME01292	CAEEL06396
OG0001210	DROME21654, DROME21653	CAEEL06380
OG0001211	DROME14817, DROME14816, DROME14814, DROME14815	CAEEL08708, CAEEL01747, CAEEL04910, CAEEL02891, CAEEL08232, CAEEL07906
OG0001213	DROME12028	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430
OG0001214	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226	CAEEL08401
OG0001215	DROME05613, DROME05611, DROME05612	CAEEL11249
OG0001216	DROME20096, DROME20097, DROME20095, DROME15498	CAEEL04644
OG0001217	DROME06701	CAEEL08746
OG0001218	DROME12108, DROME12211, DROME12213, DROME12212	CAEEL20131, CAEEL14167
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	CAEEL20379
OG0001220	DROME02744, DROME20493, DROME20492	CAEEL07890
OG0001221	DROME09514	CAEEL13124
OG0001223	DROME08781, DROME08780	CAEEL02795
OG0001225	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794	CAEEL02873
OG0001226	DROME09885, DROME09884, DROME09883, DROME09882	CAEEL02848, CAEEL02849
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	CAEEL15401
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	CAEEL00806
OG0001236	DROME06609, DROME04424, DROME20964	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588
OG0001238	DROME21058, DROME14293, DROME05136, DROME05137, DROME05138, DROME14291, DROME14292	CAEEL05166, CAEEL11182
OG0001239	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414	CAEEL12011
OG0001241	DROME02596	CAEEL01749
OG0001241	DROME03537	CAEEL19375
OG0001243	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535	CAEEL01806
OG0001244	DROME15047	CAEEL12407
OG0001244	DROME00314, DROME03813, DROME14424, DROME00499, DROME03809, DROME02175, DROME02174, DROME08742, DROME03464, DROME17576, DROME01734, DROME01735, DROME01736, DROME16041, DROME10132, DROME10131	CAEEL20165, CAEEL12480, CAEEL20162, CAEEL20164, CAEEL11488, CAEEL15771, CAEEL15366
OG0001247	DROME18852	CAEEL10570
OG0001248	DROME02625, DROME02624, DROME02623	CAEEL08830
OG0001249	DROME05745, DROME05744, DROME04456, DROME04455	CAEEL06406
OG0001250	DROME10391, DROME10390, DROME10392	CAEEL18712
OG0001251	DROME08364	CAEEL10205
OG0001251	DROME04532	CAEEL01802
OG0001253	DROME16727, DROME02601	CAEEL10888, CAEEL10887
OG0001254	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033	CAEEL00935
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	CAEEL07850
OG0001262	DROME20437, DROME01661	CAEEL15249, CAEEL20627
OG0001266	DROME19377	CAEEL07143
OG0001267	DROME13068	CAEEL14111
OG0001268	DROME04920, DROME04921	CAEEL11342
OG0001270	DROME12379, DROME02961	CAEEL01959
OG0001271	DROME20484	CAEEL08717, CAEEL00634
OG0001272	DROME17237, DROME17236, DROME17235, DROME17243	CAEEL07720, CAEEL09293
OG0001274	DROME06585, DROME06586, DROME06584	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981
OG0001278	DROME15730	CAEEL10735
OG0001279	DROME15211, DROME15210	CAEEL15321, CAEEL15322, CAEEL20353
OG0001280	DROME15706	CAEEL00726
OG0001281	DROME19100	CAEEL05459
OG0001282	DROME04060, DROME04059, DROME04058	CAEEL04296
OG0001284	DROME05418	CAEEL01272
OG0001286	DROME11490, DROME11489, DROME11491	CAEEL20246
OG0001287	DROME15976, DROME15975, DROME04476	CAEEL16475
OG0001288	DROME19787, DROME09388, DROME09389	CAEEL18355
OG0001290	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924	CAEEL12279
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	CAEEL11483
OG0001292	DROME20956	CAEEL07942
OG0001293	DROME19380, DROME19378, DROME19379	CAEEL07048
OG0001294	DROME19278	CAEEL15893
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	CAEEL00003, CAEEL14758
OG0001297	DROME13456, DROME08203, DROME08204	CAEEL07748, CAEEL07749
OG0001300	DROME21326, DROME21325, DROME21324	CAEEL09562
OG0001302	DROME00539	CAEEL01736
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	CAEEL00728
OG0001305	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831	CAEEL19700
OG0001306	DROME08751, DROME08752	CAEEL06741
OG0001310	DROME15600	CAEEL16286
OG0001311	DROME20740, DROME20738, DROME20739, DROME20741	CAEEL07271, CAEEL18160
OG0001315	DROME16592	CAEEL20540
OG0001318	DROME17213	CAEEL06153
OG0001318	DROME09513	CAEEL02686
OG0001319	DROME01307	CAEEL15967
OG0001323	DROME18781, DROME18779, DROME18782, DROME18780	CAEEL15888
OG0001325	DROME14232	CAEEL12980
OG0001326	DROME03927	CAEEL18463, CAEEL12672, CAEEL19447
OG0001330	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683	CAEEL07772
OG0001332	DROME01823	CAEEL00462
OG0001332	DROME19220, DROME11272	CAEEL04986, CAEEL04987
