Orthogroup	DROME	CAEEL
OG0005569	DROME06020	CAEEL09364
OG0005570	DROME12597	CAEEL08043
OG0005572	DROME12985	CAEEL00043
OG0005574	DROME07973	CAEEL01999
OG0005575	DROME07769	CAEEL05562
OG0005576	DROME00716, DROME00717	CAEEL13925
OG0005577	DROME13949, DROME13950	CAEEL19904
OG0005578	DROME13162	CAEEL07544
OG0005580	DROME06425	CAEEL08013
OG0005581	DROME15143	CAEEL08031
OG0005582	DROME17006	CAEEL06866
OG0005584	DROME19482	CAEEL00156
OG0005586	DROME13746, DROME01782	CAEEL10986
OG0005587	DROME13836	CAEEL04788
OG0005588	DROME02584	CAEEL07160
OG0005589	DROME13235	CAEEL08776
OG0005592	DROME20112	CAEEL12369
OG0005594	DROME19266	CAEEL07851
OG0005595	DROME10967	CAEEL11031
OG0005597	DROME01657	CAEEL01169
OG0005598	DROME14004	CAEEL08627, CAEEL14483
OG0005599	DROME21243	CAEEL10759
OG0005604	DROME06435	CAEEL01765
OG0005605	DROME13674	CAEEL10783
OG0005607	DROME16439, DROME16438	CAEEL05214
OG0005609	DROME05252, DROME05251	CAEEL08579
OG0005610	DROME17081, DROME17082	CAEEL00725
OG0005613	DROME01648	CAEEL14670
OG0005614	DROME18745	CAEEL17617
OG0005615	DROME05560	CAEEL04368
OG0005617	DROME14239	CAEEL05647
OG0005618	DROME05739	CAEEL02988
OG0005620	DROME18122, DROME18121, DROME18124, DROME18123	CAEEL11400
OG0005622	DROME01204	CAEEL01750
OG0005623	DROME00550	CAEEL07150, CAEEL08358
OG0005624	DROME03085	CAEEL00643
OG0005625	DROME16840	CAEEL14326
OG0005626	DROME01163, DROME01164	CAEEL07559
OG0005627	DROME05020	CAEEL12992
OG0005629	DROME11049	CAEEL06251
OG0005631	DROME17841	CAEEL09720
OG0005632	DROME10651	CAEEL16405
OG0005633	DROME17761	CAEEL16151
OG0005634	DROME21460	CAEEL10824
OG0005636	DROME08136	CAEEL10088
OG0005637	DROME21544	CAEEL05733
OG0005639	DROME06385	CAEEL07472
OG0005640	DROME13728	CAEEL16150
OG0005644	DROME06427	CAEEL09242
OG0005645	DROME18577	CAEEL07575
OG0005646	DROME16294	CAEEL08001
OG0005648	DROME03181, DROME03182	CAEEL04930
OG0005649	DROME10772	CAEEL12678
OG0005652	DROME06700	CAEEL02073
OG0005655	DROME06091	CAEEL06868
OG0005656	DROME07968	CAEEL07991
OG0005660	DROME15890, DROME15891	CAEEL02202
OG0005661	DROME08445, DROME08446	CAEEL05585
OG0005668	DROME04352, DROME04353	CAEEL11838
OG0005681	DROME00945	CAEEL18801
OG0005685	DROME08832	CAEEL18876
OG0005690	DROME04761	CAEEL07345
OG0005692	DROME13230	CAEEL02905
OG0005696	DROME11286	CAEEL12982
OG0005698	DROME09665	CAEEL01389
OG0005700	DROME09873	CAEEL16180, CAEEL15258, CAEEL19243, CAEEL07130, CAEEL15701, CAEEL11368, CAEEL14259, CAEEL14258, CAEEL16361, CAEEL12676
OG0005702	DROME10890	CAEEL15894, CAEEL18106
OG0005703	DROME19473	CAEEL09229
OG0005704	DROME03784, DROME03785	CAEEL18454
OG0005707	DROME15744, DROME15745	CAEEL01062
OG0005712	DROME16333, DROME16334	CAEEL10147
OG0005713	DROME09588, DROME09589	CAEEL05051
OG0005715	DROME18763, DROME18764, DROME18762	CAEEL06260
OG0005719	DROME19860	CAEEL05019
OG0005721	DROME00178	CAEEL02751
OG0005723	DROME17035	CAEEL12411
OG0005724	DROME03509, DROME03507	CAEEL06660
OG0005725	DROME09268	CAEEL16182
OG0005726	DROME08962	CAEEL02137
OG0005727	DROME20877	CAEEL08283
OG0005728	DROME04547	CAEEL00225
OG0005729	DROME00800	CAEEL01552
OG0005731	DROME03369	CAEEL09042
OG0005732	DROME03588	CAEEL07314
OG0005733	DROME14541, DROME14542, DROME10332	CAEEL11874
OG0005734	DROME21588, DROME04119	CAEEL05372
OG0005737	DROME06704	CAEEL00178
OG0005738	DROME09090, DROME09091, DROME09093, DROME09092	CAEEL19157
OG0005744	DROME21042, DROME21041, DROME13505	CAEEL10825, CAEEL00882
OG0005746	DROME19187	CAEEL04218
OG0005747	DROME12400	CAEEL11656
OG0005748	DROME17506	CAEEL05688
OG0005749	DROME00192	CAEEL14477
OG0005750	DROME14187	CAEEL02930
OG0005758	DROME02962	CAEEL07383, CAEEL07219
OG0005759	DROME06016	CAEEL04976
OG0005760	DROME05727, DROME05728, DROME05730, DROME05729	CAEEL11990
OG0005761	DROME18137, DROME18138	CAEEL02084
OG0005764	DROME08532	CAEEL00440
OG0005766	DROME09826, DROME09825, DROME09827	CAEEL03004
OG0005769	DROME03529, DROME03528	CAEEL00626
OG0005771	DROME11559	CAEEL18103
OG0005774	DROME03197	CAEEL07710
OG0005775	DROME14248, DROME03634	CAEEL08185
OG0005776	DROME05892	CAEEL08611, CAEEL02852
OG0005777	DROME12481	CAEEL09325
OG0005779	DROME08845	CAEEL11742
OG0005783	DROME16358	CAEEL15350
OG0005784	DROME20576	CAEEL06573
OG0005787	DROME16644, DROME18583	CAEEL09127, CAEEL07672
OG0005788	DROME01890	CAEEL10819
OG0005789	DROME02052	CAEEL03291
OG0005790	DROME02319	CAEEL02850
OG0005792	DROME04031	CAEEL16683
OG0005793	DROME13741	CAEEL01631
OG0005794	DROME20570	CAEEL07859
OG0005796	DROME21579	CAEEL03619
OG0005797	DROME13677	CAEEL01710
OG0005798	DROME00436	CAEEL07896
OG0005799	DROME17772	CAEEL16039
OG0005800	DROME14692	CAEEL07429
OG0005802	DROME18658	CAEEL08747
OG0005803	DROME06804	CAEEL05218
OG0005804	DROME00221	CAEEL00293
OG0005805	DROME18523	CAEEL07935
OG0005807	DROME15016	CAEEL00886
OG0005811	DROME15005, DROME15004	CAEEL09170
OG0005812	DROME17684	CAEEL15514
OG0005813	DROME18740, DROME18739, DROME08278	CAEEL04957
OG0005815	DROME17829	CAEEL08558
OG0005817	DROME00446	CAEEL09003
OG0005818	DROME21049	CAEEL06548
OG0005819	DROME10881	CAEEL05194
OG0005821	DROME18765	CAEEL06500
OG0005822	DROME00384	CAEEL08544
OG0005823	DROME16943	CAEEL11398
OG0005824	DROME14993	CAEEL01511
OG0005827	DROME03179, DROME18655	CAEEL15915
OG0005829	DROME17916, DROME17917, DROME17918	CAEEL01850, CAEEL14048
OG0005831	DROME02056	CAEEL07627
OG0005832	DROME03903	CAEEL01641
OG0005833	DROME14025	CAEEL14838
OG0005834	DROME09861, DROME09860	CAEEL18574
OG0005835	DROME10113	CAEEL06739, CAEEL08580
OG0005836	DROME02540	CAEEL15554
OG0005837	DROME19685	CAEEL01073
OG0005840	DROME12810, DROME12811	CAEEL06791
OG0005843	DROME07738	CAEEL06200
OG0005845	DROME12524	CAEEL04187
OG0005846	DROME18114	CAEEL06779
OG0005847	DROME12864	CAEEL00400
OG0005848	DROME17120	CAEEL00240
OG0005849	DROME15063, DROME15062	CAEEL07640
OG0005850	DROME15741, DROME15742	CAEEL07059
OG0005851	DROME06389, DROME06388	CAEEL19454, CAEEL03023
OG0005853	DROME18489, DROME18488	CAEEL05937
OG0005857	DROME13133, DROME13132	CAEEL08143
OG0005858	DROME10288, DROME10287	CAEEL08865
OG0005859	DROME01874	CAEEL09237
OG0005860	DROME13592	CAEEL11464
OG0005861	DROME20036	CAEEL07847
OG0005863	DROME00631	CAEEL02059
OG0005864	DROME21983	CAEEL03066
OG0005865	DROME21095	CAEEL10526
OG0005866	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050	CAEEL03116
OG0005867	DROME18293	CAEEL20688
OG0005869	DROME01674	CAEEL01472
OG0005870	DROME19873	CAEEL18863
OG0005871	DROME05632, DROME05631	CAEEL07046
OG0005874	DROME03501	CAEEL06734
OG0005875	DROME06773	CAEEL11121
OG0005877	DROME06392	CAEEL03535
OG0005878	DROME19123	CAEEL00506
OG0005879	DROME20321	CAEEL05884
OG0005880	DROME17652, DROME17653	CAEEL09863
OG0005883	DROME19395	CAEEL06255
OG0005884	DROME08061	CAEEL16531
OG0005886	DROME01867	CAEEL01824
OG0005888	DROME16104	CAEEL00435
OG0005889	DROME14304, DROME07617	CAEEL02553
OG0005890	DROME19088	CAEEL06540
OG0005892	DROME10375, DROME10374	CAEEL01618
OG0005893	DROME16783	CAEEL11380
OG0005895	DROME02103	CAEEL06441
OG0005896	DROME06811	CAEEL15064
OG0005897	DROME19090	CAEEL01303
OG0005898	DROME06116	CAEEL01957
OG0005899	DROME02184	CAEEL11728
OG0005901	DROME08625	CAEEL01230
OG0005903	DROME19765	CAEEL02733
OG0005904	DROME00138	CAEEL18351
OG0005909	DROME01192	CAEEL09260
OG0005914	DROME08503, DROME08502	CAEEL12252
OG0005919	DROME03002	CAEEL15775
OG0005921	DROME05740	CAEEL07408
OG0005922	DROME13644, DROME13643	CAEEL15520
OG0005923	DROME01141, DROME01142	CAEEL02858
OG0005925	DROME01094	CAEEL18159
OG0005928	DROME02019	CAEEL04878
OG0005929	DROME01196	CAEEL05898
OG0005931	DROME08847	CAEEL09476
OG0005932	DROME15731	CAEEL11316
OG0005933	DROME19096, DROME19097	CAEEL14434
OG0005936	DROME12077	CAEEL07303
OG0005937	DROME14657	CAEEL10539
OG0005938	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752	CAEEL06000, CAEEL09583
OG0005940	DROME18687	CAEEL04134
OG0005941	DROME14278	CAEEL08713
OG0005943	DROME01109	CAEEL02014
OG0005946	DROME15326	CAEEL11452, CAEEL11968
OG0005949	DROME10426	CAEEL12005
OG0005950	DROME10950	CAEEL02721
OG0005952	DROME19643	CAEEL08042
OG0005953	DROME11680	CAEEL01826
OG0005957	DROME02682, DROME02681, DROME02683, DROME02684	CAEEL13678, CAEEL02860
OG0005960	DROME11094, DROME11095	CAEEL18529, CAEEL16584
OG0005963	DROME00894	CAEEL02429, CAEEL11102
OG0005965	DROME15552	CAEEL17925
OG0005966	DROME04950	CAEEL05490
OG0005967	DROME16596, DROME14482	CAEEL08429
OG0005968	DROME21030, DROME16013, DROME08290	CAEEL01646
OG0005969	DROME08256, DROME08257	CAEEL01577
OG0005970	DROME13325	CAEEL16383
OG0005973	DROME03261	CAEEL13364
OG0005974	DROME09177	CAEEL11184
OG0005975	DROME01949	CAEEL05822
OG0005976	DROME19287	CAEEL15581
OG0005977	DROME08531	CAEEL04186
OG0005978	DROME03284	CAEEL08320
OG0005980	DROME21461	CAEEL05471
OG0005982	DROME01959	CAEEL04709
OG0005984	DROME20805	CAEEL06514, CAEEL07173
OG0005985	DROME12892	CAEEL11206
OG0005987	DROME16681	CAEEL05677
OG0005989	DROME01935, DROME02497	CAEEL14108
OG0005993	DROME01845	CAEEL18661, CAEEL01298, CAEEL08795
OG0005995	DROME10672	CAEEL09469
OG0005997	DROME05226	CAEEL11505, CAEEL13118
OG0005998	DROME05475	CAEEL12651
OG0006003	DROME10360	CAEEL12475
OG0006004	DROME09659	CAEEL01451
OG0006005	DROME21221	CAEEL08818
OG0006009	DROME04529, DROME04530	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257
OG0006010	DROME07208	CAEEL07462
OG0006011	DROME05625	CAEEL06588
OG0006013	DROME08145	CAEEL11082
OG0006031	DROME15258	CAEEL00264
OG0006059	DROME07767	CAEEL09710
OG0006062	DROME04067	CAEEL08027
OG0006063	DROME20838	CAEEL09563
OG0006064	DROME01128	CAEEL11646
OG0006066	DROME20062	CAEEL07776
OG0006069	DROME20187	CAEEL08597
OG0006072	DROME01673	CAEEL09063
OG0006073	DROME14553	CAEEL15279
OG0006074	DROME19848	CAEEL15694
OG0006079	DROME02616	CAEEL06022
OG0006085	DROME12364	CAEEL07121
OG0006087	DROME12774	CAEEL10339
OG0006090	DROME09888, DROME09890, DROME09891, DROME09889	CAEEL06249
OG0006095	DROME21969	CAEEL03714
OG0006096	DROME21245	CAEEL08930
OG0006098	DROME05931	CAEEL17792
OG0006101	DROME04360	CAEEL04363
OG0006102	DROME01980	CAEEL01860
OG0006104	DROME06504, DROME15737	CAEEL15552
OG0006106	DROME20870	CAEEL09939
OG0006108	DROME09376	CAEEL07908
OG0006111	DROME12496	CAEEL06592
OG0006113	DROME04342	CAEEL00297
OG0006114	DROME20935	CAEEL02929
OG0006115	DROME16296	CAEEL02174, CAEEL09766
OG0006116	DROME02301, DROME02300	CAEEL14600
OG0006117	DROME10279	CAEEL15839
OG0006118	DROME20483	CAEEL05175
OG0006119	DROME12941	CAEEL19837
OG0006120	DROME13128, DROME13130, DROME13129	CAEEL19875
OG0006121	DROME18148	CAEEL01535
OG0006122	DROME00796	CAEEL06423
OG0006124	DROME13739	CAEEL00683
OG0006125	DROME02053	CAEEL12098
OG0006127	DROME03260	CAEEL08699
OG0006128	DROME07922	CAEEL01734
OG0006129	DROME09781	CAEEL15436
OG0006130	DROME17498, DROME17499	CAEEL19047
OG0006131	DROME15971	CAEEL08997
OG0006134	DROME13718	CAEEL05080
OG0006135	DROME08697	CAEEL16406
OG0006137	DROME09569	CAEEL01021
OG0006140	DROME15748	CAEEL06530
OG0006141	DROME18067, DROME07431	CAEEL00813
OG0006144	DROME00549	CAEEL12775
OG0006145	DROME11050	CAEEL00765, CAEEL00923
OG0006148	DROME10799	CAEEL05997
OG0006152	DROME08871	CAEEL01636
OG0006156	DROME10247	CAEEL13825
OG0006160	DROME03637	CAEEL08936
OG0006164	DROME09119	CAEEL01158
OG0006165	DROME18757, DROME18756	CAEEL15774
OG0006168	DROME15944, DROME18911	CAEEL05152
OG0006169	DROME10283	CAEEL08537
OG0006171	DROME09393	CAEEL01756
OG0006172	DROME00114	CAEEL14351
OG0006176	DROME04325	CAEEL05930
OG0006180	DROME17033	CAEEL09925
OG0006181	DROME14871	CAEEL14722
OG0006182	DROME01649	CAEEL06387
OG0006183	DROME14997	CAEEL19366
OG0006185	DROME15598	CAEEL01692
OG0006187	DROME00876	CAEEL00902
OG0006188	DROME00301	CAEEL02058
OG0006191	DROME00877, DROME00878	CAEEL06280, CAEEL06279
OG0006192	DROME00106	CAEEL01776
OG0006194	DROME10099	CAEEL20600
OG0006195	DROME11802, DROME11801	CAEEL08079
OG0006199	DROME19122	CAEEL05929
OG0006200	DROME03216, DROME03215	CAEEL11329
OG0006202	DROME06452, DROME06451	CAEEL07568
OG0006208	DROME15732	CAEEL00204
OG0006209	DROME01562	CAEEL11287
OG0006210	DROME19094	CAEEL00160
OG0006213	DROME10052	CAEEL01145
OG0006214	DROME05227	CAEEL12120
OG0006216	DROME02380	CAEEL16326
OG0006217	DROME19224	CAEEL05235
OG0006220	DROME10027	CAEEL08309
OG0006224	DROME18810	CAEEL11548
OG0006225	DROME05230, DROME05229	CAEEL13901
OG0006226	DROME08310	CAEEL02716
OG0006229	DROME16720	CAEEL06963
OG0006230	DROME05693	CAEEL08542
OG0006231	DROME06401, DROME06402, DROME06407	CAEEL20582
OG0006232	DROME06119	CAEEL07512, CAEEL07511
OG0006234	DROME22062, DROME22061	CAEEL05918
OG0006235	DROME20311	CAEEL04462
OG0006239	DROME10114	CAEEL01539
OG0006240	DROME19140, DROME08600	CAEEL08852
OG0006245	DROME02108, DROME02107	CAEEL00941
OG0006247	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200	CAEEL11988
OG0006248	DROME03264	CAEEL05883
OG0006249	DROME20245	CAEEL10060
OG0006254	DROME10801	CAEEL11539
OG0006259	DROME00749, DROME00747, DROME00746, DROME00748	CAEEL09792
OG0006260	DROME16552	CAEEL09587
OG0006262	DROME05994	CAEEL01377
OG0006263	DROME01003	CAEEL09474
OG0006264	DROME01178	CAEEL11589
OG0006265	DROME08925, DROME08926	CAEEL01463
OG0006267	DROME04482	CAEEL09521
OG0006268	DROME16986	CAEEL09373, CAEEL09395
OG0006270	DROME07884	CAEEL01876
OG0006271	DROME13584	CAEEL08264
OG0006275	DROME11545	CAEEL01989
OG0006277	DROME15668	CAEEL08057
OG0006279	DROME05154	CAEEL00237
OG0006280	DROME02801, DROME07680, DROME07679, DROME07678	CAEEL17987
OG0006281	DROME21723, DROME21724	CAEEL04765
OG0006283	DROME18093	CAEEL00881
OG0006284	DROME06978	CAEEL08923
OG0006285	DROME05155	CAEEL04794
OG0006286	DROME20409	CAEEL00158
OG0006288	DROME00223	CAEEL08712
OG0006289	DROME05895	CAEEL07964
OG0006290	DROME15754	CAEEL04712
OG0006291	DROME16421	CAEEL00609
OG0006293	DROME15892	CAEEL07928
OG0006294	DROME17637	CAEEL14462
OG0006295	DROME09339	CAEEL09568
OG0006297	DROME14064	CAEEL11872
OG0006301	DROME14417, DROME14418	CAEEL17598
OG0006306	DROME06607	CAEEL01065
OG0006309	DROME22059, DROME22060	CAEEL05232
OG0006311	DROME09053	CAEEL17612
OG0006313	DROME09638	CAEEL05123
OG0006315	DROME12826	CAEEL15905
OG0006319	DROME00483, DROME00484	CAEEL13894
OG0006322	DROME19674	CAEEL09507
OG0006323	DROME00186	CAEEL02251
OG0006329	DROME06117	CAEEL02571
OG0006331	DROME16655, DROME16654, DROME16657, DROME16656	CAEEL13794
OG0006332	DROME01006	CAEEL10865
OG0006334	DROME04357	CAEEL08411, CAEEL18378
OG0006335	DROME09585	CAEEL04124, CAEEL00475
OG0006339	DROME19031, DROME19030	CAEEL08069
OG0006340	DROME02471	CAEEL11454
OG0006341	DROME06095	CAEEL06023
OG0006344	DROME11878	CAEEL14876
OG0006345	DROME01528	CAEEL06549
OG0006346	DROME16623	CAEEL05783
OG0006347	DROME18372, DROME18373	CAEEL07567
OG0006350	DROME10882	CAEEL07674
OG0006352	DROME15718	CAEEL02603
OG0006353	DROME00751	CAEEL19140, CAEEL05676
OG0006355	DROME00424	CAEEL16514
OG0006356	DROME02890	CAEEL07675
OG0006360	DROME19840	CAEEL05277
OG0006362	DROME11093	CAEEL00998
OG0006363	DROME07012	CAEEL00971
OG0006365	DROME21616, DROME21617	CAEEL12631
OG0006370	DROME08234	CAEEL05220
OG0006372	DROME08788	CAEEL09848
OG0006375	DROME19928	CAEEL00741
OG0006376	DROME13198	CAEEL15051
OG0006377	DROME08417	CAEEL09247
OG0006378	DROME17931	CAEEL04747
OG0006381	DROME02707, DROME20650	CAEEL09800
OG0006385	DROME09556	CAEEL17878
OG0006387	DROME09390	CAEEL00319
OG0006389	DROME15710	CAEEL07348
OG0006392	DROME11920	CAEEL07571
OG0006393	DROME03463, DROME03462	CAEEL14337
OG0006395	DROME00130	CAEEL11636
OG0006402	DROME17310	CAEEL14843
OG0006405	DROME13750, DROME13751	CAEEL04608
OG0006406	DROME19952, DROME19616	CAEEL04927, CAEEL07538
OG0006408	DROME17398, DROME17397	CAEEL15120
OG0006443	DROME16038	CAEEL07304
OG0006448	DROME21414	CAEEL07841
OG0006449	DROME03272	CAEEL02036
OG0006454	DROME19164	CAEEL06995
OG0006456	DROME00779	CAEEL09794
OG0006459	DROME10282	CAEEL00244
OG0006461	DROME01188	CAEEL11863
OG0006462	DROME01832	CAEEL05709
OG0006464	DROME15553	CAEEL01413
OG0006465	DROME04025	CAEEL10921
OG0006472	DROME01113	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340
OG0006474	DROME18594	CAEEL07206
OG0006475	DROME11340, DROME11339	CAEEL07548
OG0006476	DROME02188	CAEEL12092
OG0006478	DROME10803	CAEEL06158
OG0006479	DROME03631	CAEEL05626
OG0006480	DROME15425, DROME15426	CAEEL10265, CAEEL10266
OG0006481	DROME02142, DROME01455	CAEEL19099, CAEEL01638
OG0006482	DROME21719	CAEEL10834
OG0006485	DROME17756	CAEEL14223
OG0006488	DROME14000	CAEEL17648
OG0006490	DROME17521	CAEEL11637
OG0006491	DROME09727	CAEEL13015
OG0006497	DROME11986	CAEEL06461
OG0006498	DROME00774	CAEEL02503
OG0006501	DROME07620	CAEEL16016
OG0006505	DROME19279	CAEEL06783
OG0006509	DROME06735	CAEEL00006, CAEEL15373
OG0006511	DROME02030	CAEEL02676
OG0006512	DROME14203	CAEEL07313
OG0006514	DROME04973	CAEEL07858
OG0006515	DROME17220	CAEEL02554
OG0006516	DROME18956, DROME07746	CAEEL15132
OG0006517	DROME16077, DROME16076	CAEEL01423
OG0006519	DROME10463	CAEEL05908
OG0006520	DROME01601	CAEEL13792
OG0006522	DROME21565, DROME21563, DROME21564	CAEEL07957
OG0006523	DROME13324	CAEEL15760
OG0006525	DROME16242	CAEEL11800
OG0006528	DROME03901, DROME03902, DROME03900	CAEEL14466
OG0006532	DROME18743	CAEEL05678
OG0006533	DROME11744, DROME11742, DROME11745, DROME11743	CAEEL19649
OG0006535	DROME21449, DROME21448	CAEEL19419
OG0006536	DROME00110	CAEEL05174
OG0006538	DROME00930	CAEEL07903, CAEEL04060
OG0006540	DROME04024	CAEEL19898
OG0006543	DROME19675	CAEEL05304
OG0006544	DROME08098	CAEEL02597
OG0006545	DROME14793	CAEEL08394
OG0006546	DROME03836	CAEEL16446
OG0006547	DROME21566	CAEEL09736
OG0006550	DROME12314	CAEEL02186
OG0006552	DROME02022	CAEEL02725
OG0006553	DROME06750	CAEEL06508
OG0006554	DROME13465	CAEEL09071
OG0006556	DROME10784	CAEEL00553
OG0006557	DROME08144	CAEEL07597
OG0006560	DROME17786	CAEEL14360
OG0006561	DROME15269	CAEEL16404
OG0006567	DROME01202	CAEEL15749
OG0006568	DROME05220	CAEEL01944
OG0006569	DROME20993	CAEEL03290
OG0006570	DROME20261	CAEEL15966
OG0006571	DROME05601	CAEEL05447
OG0006573	DROME14640	CAEEL05442
OG0006574	DROME19778	CAEEL01738
OG0006577	DROME16628	CAEEL15281
OG0006578	DROME15457	CAEEL00045
OG0006580	DROME00474	CAEEL07590
OG0006583	DROME16903	CAEEL01627
OG0006584	DROME07289	CAEEL05880
OG0006587	DROME02493	CAEEL17957
OG0006588	DROME21457	CAEEL11640
OG0006590	DROME17574	CAEEL15655
OG0006594	DROME12981	CAEEL00833
OG0006595	DROME20933	CAEEL10661
OG0006596	DROME13730, DROME13731	CAEEL00560
OG0006597	DROME19349	CAEEL10448
OG0006598	DROME15235	CAEEL03295
OG0006602	DROME18117	CAEEL16562
OG0006603	DROME08268, DROME08267	CAEEL00624
OG0006604	DROME10779	CAEEL07198
OG0006607	DROME06763	CAEEL01560
OG0006608	DROME15074	CAEEL05698
OG0006609	DROME08965	CAEEL02187
OG0006610	DROME00685	CAEEL11386
OG0006611	DROME04706, DROME04707	CAEEL07953
OG0006613	DROME02162, DROME02161	CAEEL01845
OG0006614	DROME03471	CAEEL05124
OG0006615	DROME05191	CAEEL09131
OG0006618	DROME08665	CAEEL00041
OG0006621	DROME01854	CAEEL07639
OG0006622	DROME13807	CAEEL05834
OG0006625	DROME13491	CAEEL08791
OG0006628	DROME04083, DROME04082	CAEEL07329
OG0006630	DROME13179	CAEEL11696
OG0006631	DROME06287	CAEEL00720
OG0006633	DROME10769	CAEEL00427
OG0006634	DROME05352	CAEEL07770
OG0006636	DROME02119	CAEEL07724
OG0006637	DROME01008	CAEEL12125
OG0006642	DROME08951	CAEEL19634
OG0006646	DROME15373	CAEEL15891
OG0006647	DROME02033	CAEEL07174
OG0006649	DROME00086	CAEEL13032
OG0006651	DROME04694	CAEEL09522
OG0006655	DROME18847	CAEEL00324
OG0006658	DROME21096	CAEEL00269
OG0006662	DROME19864	CAEEL12773
OG0006663	DROME13134	CAEEL08458
OG0006664	DROME04463	CAEEL01906
OG0006666	DROME07406, DROME07405, DROME07404, DROME07403	CAEEL05999
OG0006667	DROME06736	CAEEL01250
OG0006668	DROME09203, DROME09202, DROME09204	CAEEL06992
OG0006669	DROME09383	CAEEL08205
OG0006670	DROME03282	CAEEL05160
OG0006673	DROME03524	CAEEL00769
OG0006678	DROME02009	CAEEL12368
OG0006681	DROME07359, DROME07360	CAEEL05335
OG0006684	DROME10607	CAEEL11224
OG0006686	DROME10194	CAEEL20085
OG0006690	DROME00556	CAEEL11346
OG0006691	DROME16256	CAEEL07500
OG0006692	DROME03538	CAEEL00770
OG0006694	DROME08808	CAEEL01422
OG0006695	DROME15570	CAEEL17851
OG0006702	DROME02407	CAEEL08311
OG0006703	DROME12345	CAEEL00186
OG0006705	DROME10883	CAEEL04478
OG0006706	DROME18775	CAEEL11633
OG0006709	DROME12082	CAEEL07440
OG0006710	DROME13063, DROME13065, DROME13064	CAEEL07165
OG0006712	DROME09518, DROME09519	CAEEL01534
OG0006714	DROME13246	CAEEL06631
OG0006717	DROME10030	CAEEL00315
OG0006718	DROME15073	CAEEL08308
OG0006722	DROME04394	CAEEL04109
OG0006723	DROME17509	CAEEL07804
OG0006726	DROME11357	CAEEL18959
OG0006727	DROME13434	CAEEL10628
OG0006730	DROME11063, DROME10467	CAEEL07386, CAEEL18705
OG0006732	DROME16398	CAEEL07406
OG0006735	DROME21577	CAEEL20573
OG0006736	DROME10186	CAEEL01882
OG0006737	DROME08119	CAEEL18816
OG0006741	DROME13025	CAEEL11903
OG0006742	DROME17425	CAEEL06688, CAEEL06689
OG0006748	DROME00422	CAEEL02500
OG0006749	DROME18950	CAEEL08028
OG0006750	DROME09705	CAEEL02998
OG0006753	DROME16826	CAEEL06421
OG0006754	DROME03000	CAEEL15551
OG0006755	DROME13740	CAEEL08754
OG0006757	DROME14155	CAEEL05691
OG0006758	DROME17868, DROME17867	CAEEL05308
OG0006760	DROME19427	CAEEL14472
OG0006762	DROME14028	CAEEL06780, CAEEL14299
OG0006765	DROME10592, DROME10591	CAEEL01561
OG0006766	DROME03426	CAEEL04604
OG0006768	DROME02900	CAEEL07976
OG0006769	DROME06420	CAEEL00344
OG0006772	DROME15798, DROME09251	CAEEL06744, CAEEL20464
OG0006777	DROME18870, DROME18871	CAEEL17985
OG0006780	DROME20962	CAEEL03293
OG0006791	DROME09378, DROME09358, DROME12573	CAEEL11174
OG0006826	DROME14383	CAEEL07305
OG0006828	DROME21318	CAEEL01547
OG0006830	DROME11906	CAEEL01610
OG0006832	DROME16492, DROME16493	CAEEL18365
OG0006833	DROME06375	CAEEL01607
OG0006835	DROME02280, DROME02306	CAEEL10984
OG0006838	DROME08307	CAEEL04815
OG0006842	DROME20782	CAEEL01401
OG0006843	DROME06952	CAEEL01030
OG0006844	DROME01743	CAEEL01019
OG0006845	DROME17007	CAEEL16127
OG0006846	DROME08329	CAEEL15729
OG0006849	DROME03499	CAEEL06259
OG0006851	DROME10053	CAEEL12983
OG0006860	DROME20680, DROME20679	CAEEL08670
OG0006864	DROME02889	CAEEL08583
OG0006868	DROME14011, DROME14010	CAEEL07835
OG0006870	DROME14456	CAEEL08613
OG0006875	DROME18909	CAEEL10848
OG0006876	DROME04074	CAEEL04447
OG0006878	DROME10685, DROME10684	CAEEL06314
OG0006881	DROME07121	CAEEL09403
OG0006882	DROME09123	CAEEL09595
OG0006886	DROME21253	CAEEL05972, CAEEL05973
OG0006887	DROME13817	CAEEL04262
OG0006888	DROME19638	CAEEL07944
OG0006890	DROME08143	CAEEL05820
OG0006891	DROME18748	CAEEL07412
OG0006892	DROME00140	CAEEL07307
OG0006894	DROME05303	CAEEL12154
OG0006895	DROME01866	CAEEL18907
OG0006897	DROME19217	CAEEL00287
OG0006898	DROME10588, DROME10587	CAEEL01473
OG0006901	DROME11048, DROME14826	CAEEL06883
OG0006902	DROME14332	CAEEL02536
OG0006905	DROME14624, DROME14623	CAEEL08307
OG0006906	DROME15670	CAEEL05830
OG0006908	DROME20394	CAEEL07115
OG0006914	DROME08141	CAEEL01820
OG0006918	DROME03248	CAEEL01349
OG0006919	DROME06069	CAEEL05782
OG0006920	DROME01129	CAEEL08877
OG0006923	DROME11746	CAEEL09234
OG0006924	DROME14721	CAEEL12241
OG0006926	DROME00053	CAEEL19851, CAEEL00630
OG0006927	DROME11010	CAEEL11861
