Orthogroup	DROME	SCHMD
OG0001030	DROME15420, DROME15421, DROME15419	SCHMD08464
OG0001031	DROME02372	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644
OG0001032	DROME10930, DROME10931, DROME10932	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282
OG0001033	DROME16359	SCHMD11399, SCHMD23908
OG0001033	DROME01958	SCHMD10492
OG0001036	DROME21959	SCHMD03745, SCHMD20768, SCHMD09235, SCHMD05156
OG0001037	DROME07145, DROME07148, DROME07147, DROME07146	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259
OG0001038	DROME06346, DROME06343, DROME06345, DROME06344	SCHMD26628, SCHMD09164, SCHMD14733, SCHMD14734
OG0001039	DROME19717, DROME19715, DROME19716, DROME12713	SCHMD01765
OG0001042	DROME12465, DROME12464, DROME12463, DROME12462	SCHMD11839
OG0001046	DROME05889	SCHMD05104, SCHMD02045, SCHMD11124
OG0001050	DROME09499, DROME09500	SCHMD03458
OG0001052	DROME01922	SCHMD09988
OG0001053	DROME11830	SCHMD25503, SCHMD22630
OG0001054	DROME21929	SCHMD24047
OG0001056	DROME10790	SCHMD02897
OG0001059	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570	SCHMD18021
OG0001060	DROME06478, DROME01930	SCHMD12337, SCHMD14762, SCHMD05051
OG0001062	DROME12175, DROME12172	SCHMD24440, SCHMD23600, SCHMD17910
OG0001063	DROME14111	SCHMD00703
OG0001064	DROME16728	SCHMD00355, SCHMD00354
OG0001064	DROME20769	SCHMD28345
OG0001072	DROME08170	SCHMD24459, SCHMD27893
OG0001073	DROME03543, DROME03544, DROME03542	SCHMD00478
OG0001075	DROME05007, DROME05008	SCHMD20153, SCHMD20154, SCHMD04393, SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771
OG0001076	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432	SCHMD11877, SCHMD11878, SCHMD07132, SCHMD07131
OG0001077	DROME14374	SCHMD18584, SCHMD01953
OG0001077	DROME15216, DROME15217, DROME15215, DROME15218	SCHMD18407, SCHMD17122
OG0001078	DROME16039, DROME16040	SCHMD20731, SCHMD25766
OG0001079	DROME12134, DROME12135, DROME12136	SCHMD27223
OG0001080	DROME21548, DROME21547	SCHMD05782, SCHMD22091
OG0001081	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997	SCHMD05425
OG0001083	DROME07895	SCHMD07690
OG0001084	DROME15262, DROME15263	SCHMD10718
OG0001085	DROME18407, DROME18408, DROME18409	SCHMD03894
OG0001086	DROME20573	SCHMD14120
OG0001086	DROME03964, DROME03962, DROME03963, DROME03961	SCHMD22447, SCHMD28850, SCHMD24214
OG0001091	DROME08376, DROME08378, DROME08377	SCHMD13206, SCHMD15908
OG0001092	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203	SCHMD18000, SCHMD17999, SCHMD18945, SCHMD28277, SCHMD28278, SCHMD18946
OG0001093	DROME09012, DROME09005, DROME09009, DROME09004, DROME09007, DROME09010, DROME09011, DROME09006, DROME09008	SCHMD16772
OG0001094	DROME08185, DROME21556	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662
OG0001096	DROME20588, DROME20589, DROME02389	SCHMD11467, SCHMD14874
OG0001101	DROME01099	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685
OG0001102	DROME11539	SCHMD06311
OG0001103	DROME13242, DROME13241, DROME13243, DROME13244	SCHMD10595
OG0001104	DROME02777, DROME02778	SCHMD11885
OG0001104	DROME02350, DROME02351	SCHMD14895, SCHMD18516, SCHMD03705
OG0001108	DROME12857, DROME12858, DROME12856, DROME12855, DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011	SCHMD08133
OG0001112	DROME13039, DROME13038, DROME13037, DROME13036	SCHMD12345, SCHMD07656, SCHMD07657, SCHMD23860, SCHMD19548, SCHMD19654, SCHMD19655
OG0001113	DROME18531, DROME18532	SCHMD04717
OG0001113	DROME05388	SCHMD10085
OG0001113	DROME01680	SCHMD08665, SCHMD03992
OG0001114	DROME00496, DROME16340, DROME16339	SCHMD27710, SCHMD15592, SCHMD14156, SCHMD02552, SCHMD07391
OG0001114	DROME14934, DROME16341	SCHMD18228, SCHMD14100, SCHMD15222
OG0001118	DROME14402, DROME14401	SCHMD16905, SCHMD07256, SCHMD20803, SCHMD22443
OG0001119	DROME17259, DROME17271, DROME17273, DROME17270, DROME17257, DROME17260, DROME17272, DROME17265, DROME17267, DROME17258, DROME17266, DROME17262, DROME17261, DROME17268, DROME17263, DROME17264, DROME17269	SCHMD23322, SCHMD22988, SCHMD23323
OG0001121	DROME11643, DROME11644, DROME11645, DROME11642	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994
OG0001123	DROME20601	SCHMD02755, SCHMD22573, SCHMD28528, SCHMD01636, SCHMD08373
OG0001124	DROME13810	SCHMD24013
OG0001126	DROME07144	SCHMD17193, SCHMD24674, SCHMD17192
OG0001127	DROME21295, DROME21293, DROME21294, DROME21292	SCHMD06664
OG0001128	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100	SCHMD08323
OG0001129	DROME06610	SCHMD15504, SCHMD18282, SCHMD05846
OG0001130	DROME08159	SCHMD04030
OG0001130	DROME08055	SCHMD13287
OG0001130	DROME04983, DROME04982	SCHMD04031
OG0001133	DROME16631	SCHMD18643
OG0001133	DROME02832	SCHMD29299, SCHMD19714
OG0001135	DROME18153, DROME18152	SCHMD28946, SCHMD01011, SCHMD22792
OG0001137	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243
OG0001138	DROME16831, DROME16832, DROME16830, DROME16829	SCHMD00170
OG0001139	DROME11285, DROME11284, DROME20784	SCHMD00334
OG0001140	DROME04492, DROME04491	SCHMD22679, SCHMD17712, SCHMD14631, SCHMD02111, SCHMD16673, SCHMD18031, SCHMD24981, SCHMD17350, SCHMD11695, SCHMD21848, SCHMD22963, SCHMD14630, SCHMD17713, SCHMD26239, SCHMD04472
OG0001141	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658
OG0001142	DROME15460, DROME15458, DROME15459	SCHMD12785, SCHMD19807, SCHMD09379
OG0001143	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977	SCHMD05178
OG0001148	DROME04431, DROME04432	SCHMD02133, SCHMD02134, SCHMD22264, SCHMD25588
OG0001149	DROME20514	SCHMD16336, SCHMD29633
OG0001156	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510	SCHMD11390
OG0001158	DROME08138, DROME08137	SCHMD01514, SCHMD06104, SCHMD00376
OG0001159	DROME00704	SCHMD21936
OG0001159	DROME00654, DROME00655	SCHMD26551, SCHMD23487
OG0001160	DROME05833, DROME05832, DROME05835, DROME05834	SCHMD20666
OG0001161	DROME10169, DROME10171, DROME10167, DROME10168, DROME10170	SCHMD10427, SCHMD25982, SCHMD11638
OG0001162	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107	SCHMD04355, SCHMD04356
OG0001164	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759	SCHMD22065
OG0001165	DROME20938, DROME07288	SCHMD11819, SCHMD07378, SCHMD22157, SCHMD03644, SCHMD08052, SCHMD12131
OG0001167	DROME17311	SCHMD08043, SCHMD04406
OG0001168	DROME02336	SCHMD13073
OG0001172	DROME12074, DROME12075	SCHMD19335
OG0001172	DROME11227, DROME11226	SCHMD00291
OG0001174	DROME01257, DROME01258	SCHMD01912, SCHMD10503, SCHMD10504, SCHMD01914
OG0001175	DROME10674	SCHMD29294, SCHMD29072, SCHMD18473
OG0001177	DROME01933, DROME01934, DROME21906	SCHMD07014, SCHMD07016, SCHMD07017, SCHMD07015
OG0001178	DROME18168, DROME18169, DROME18170, DROME18167	SCHMD13713
OG0001180	DROME10923, DROME10922	SCHMD06758, SCHMD11099, SCHMD23467, SCHMD27444, SCHMD17396
OG0001184	DROME03279	SCHMD09255, SCHMD12752
OG0001184	DROME17805	SCHMD29753, SCHMD15110, SCHMD23640
OG0001185	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238	SCHMD23236
OG0001185	DROME09245	SCHMD12839
OG0001186	DROME11811, DROME11812	SCHMD20610
OG0001186	DROME18932	SCHMD05037
OG0001188	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118	SCHMD18590, SCHMD05961, SCHMD05963, SCHMD14167
OG0001191	DROME15546, DROME15547, DROME15549, DROME15548	SCHMD11387
OG0001197	DROME14364	SCHMD06230
OG0001197	DROME07563	SCHMD16253
OG0001201	DROME20824, DROME20825, DROME20823, DROME20822	SCHMD18644
OG0001203	DROME16841	SCHMD00135, SCHMD00546, SCHMD10565, SCHMD27661, SCHMD10341
OG0001204	DROME15252	SCHMD08657, SCHMD22624, SCHMD10325
OG0001208	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816	SCHMD11671, SCHMD13440, SCHMD22806
OG0001209	DROME03307	SCHMD22043, SCHMD28492
OG0001210	DROME01292	SCHMD19441
OG0001210	DROME21654, DROME21653	SCHMD03204
OG0001211	DROME14817, DROME14816, DROME14814, DROME14815	SCHMD16385, SCHMD14428, SCHMD25192, SCHMD09586
OG0001213	DROME12028	SCHMD01086
OG0001213	DROME15857	SCHMD23993, SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675
OG0001214	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226	SCHMD22221
OG0001215	DROME05613, DROME05611, DROME05612	SCHMD25774
OG0001217	DROME06701	SCHMD18537
OG0001218	DROME12108, DROME12211, DROME12213, DROME12212	SCHMD03255
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	SCHMD09614, SCHMD00713
OG0001220	DROME02744, DROME20493, DROME20492	SCHMD07712
OG0001221	DROME09514	SCHMD16690, SCHMD16872
OG0001223	DROME08781, DROME08780	SCHMD08671
OG0001226	DROME09885, DROME09884, DROME09883, DROME09882	SCHMD21222
OG0001230	DROME05921, DROME05920	SCHMD18159
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	SCHMD01688
OG0001236	DROME06609, DROME04424, DROME20964	SCHMD08913, SCHMD03442, SCHMD05776, SCHMD14035
OG0001238	DROME21058, DROME14293, DROME05136, DROME05137, DROME05138, DROME14291, DROME14292	SCHMD09688
OG0001239	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414	SCHMD22060, SCHMD22059, SCHMD04401, SCHMD16791
OG0001241	DROME02596	SCHMD04757, SCHMD04223
OG0001241	DROME03537	SCHMD16327
OG0001245	DROME06795	SCHMD24743, SCHMD24744
OG0001247	DROME18852	SCHMD01541, SCHMD06119, SCHMD06121
OG0001248	DROME02625, DROME02624, DROME02623	SCHMD28672, SCHMD29190, SCHMD17657
OG0001249	DROME05745, DROME05744, DROME04456, DROME04455	SCHMD01150, SCHMD03693, SCHMD01149
OG0001250	DROME10391, DROME10390, DROME10392	SCHMD08101, SCHMD04347
OG0001251	DROME04532	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715
OG0001254	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033	SCHMD14258, SCHMD09217
OG0001255	DROME11892	SCHMD24572, SCHMD15801
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	SCHMD13436
OG0001262	DROME20437	SCHMD20011
OG0001262	DROME01661	SCHMD20259
OG0001263	DROME01386, DROME01387	SCHMD17470
OG0001264	DROME08249, DROME08250, DROME08248	SCHMD27230, SCHMD17432
OG0001266	DROME19377	SCHMD10438
OG0001267	DROME13068	SCHMD05399
OG0001271	DROME20484	SCHMD05357
OG0001272	DROME17237, DROME17236, DROME17235, DROME17243	SCHMD22716, SCHMD09459
OG0001273	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251	SCHMD13838, SCHMD25918, SCHMD21739
OG0001274	DROME06585, DROME06586, DROME06584	SCHMD04927, SCHMD06016
OG0001278	DROME15455, DROME15454, DROME15456	SCHMD25706, SCHMD22381
OG0001279	DROME15211, DROME15210	SCHMD06836
OG0001280	DROME15706	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884
OG0001281	DROME19100	SCHMD05572
OG0001282	DROME04060, DROME04059, DROME04058	SCHMD08025
OG0001284	DROME05418	SCHMD00434
OG0001286	DROME11490, DROME11489, DROME11491	SCHMD05790
OG0001287	DROME15976, DROME15975, DROME04476	SCHMD07530
OG0001288	DROME19787, DROME09388, DROME09389	SCHMD25110, SCHMD25219, SCHMD07329, SCHMD24194, SCHMD28204
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	SCHMD20641, SCHMD11793
OG0001294	DROME19278	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	SCHMD20454, SCHMD11060
OG0001300	DROME21326, DROME21325, DROME21324	SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202
OG0001302	DROME00539	SCHMD13885
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	SCHMD00876, SCHMD13840
OG0001308	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399	SCHMD08020
OG0001310	DROME15600	SCHMD19422
OG0001311	DROME20740, DROME20738, DROME20739, DROME20741	SCHMD05801
OG0001318	DROME17213	SCHMD07054
OG0001318	DROME09513	SCHMD16802
OG0001319	DROME01307	SCHMD14764
OG0001321	DROME16103	SCHMD23818
OG0001322	DROME15932	SCHMD09506
OG0001323	DROME18781, DROME18779, DROME18782, DROME18780	SCHMD18380, SCHMD28053
OG0001325	DROME14232	SCHMD05728
OG0001326	DROME03927	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423
OG0001327	DROME18410	SCHMD02379
OG0001328	DROME20058, DROME14994	SCHMD23086
OG0001331	DROME17517, DROME17519, DROME17518	SCHMD14545
OG0001332	DROME11272	SCHMD08288
OG0001333	DROME11917, DROME07724, DROME09080, DROME09081, DROME11916, DROME20312, DROME20313, DROME18937	SCHMD15673, SCHMD23155
OG0001335	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042	SCHMD26447
OG0001337	DROME07933, DROME07937	SCHMD01703
OG0001337	DROME20158	SCHMD11229, SCHMD01704, SCHMD14444
OG0001339	DROME19223, DROME16443, DROME14812, DROME07497, DROME07496	SCHMD08909
OG0001341	DROME00588	SCHMD02609, SCHMD12794
OG0001341	DROME19896, DROME19897, DROME19895	SCHMD01188, SCHMD02608
OG0001348	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496	SCHMD24331, SCHMD29399
OG0001350	DROME03240, DROME03239	SCHMD16735, SCHMD15485
OG0001350	DROME20607	SCHMD17071, SCHMD29804, SCHMD10618
OG0001351	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249	SCHMD20739, SCHMD24185, SCHMD24241
OG0001353	DROME12504, DROME12505	SCHMD10586
OG0001354	DROME19155, DROME19156	SCHMD11475, SCHMD26080
OG0001354	DROME18928	SCHMD12063
OG0001355	DROME18115	SCHMD23781
OG0001356	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202	SCHMD21598, SCHMD19916
OG0001359	DROME20396, DROME20399, DROME20398, DROME20397	SCHMD11507, SCHMD14841
OG0001361	DROME10441	SCHMD25345
OG0001362	DROME17431, DROME22085	SCHMD26327, SCHMD13619, SCHMD27588, SCHMD05644
OG0001363	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044	SCHMD05287, SCHMD16288, SCHMD05291, SCHMD05173
OG0001367	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536	SCHMD04624
OG0001368	DROME00518, DROME00521, DROME00519, DROME00520	SCHMD02343
OG0001370	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126	SCHMD18225, SCHMD11963
OG0001371	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809	SCHMD02523
OG0001372	DROME06987	SCHMD12917, SCHMD12353, SCHMD23970
OG0001375	DROME11058, DROME12544	SCHMD18333
OG0001376	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506	SCHMD14191, SCHMD01800
OG0001378	DROME14090, DROME14089	SCHMD12504, SCHMD07107
OG0001379	DROME02340	SCHMD15234
OG0001381	DROME21356, DROME21357, DROME21358, DROME21359, DROME20082, DROME20083, DROME20084	SCHMD02869, SCHMD02871, SCHMD02870
OG0001383	DROME08849, DROME08848, DROME08850, DROME08851	SCHMD28197, SCHMD18572
OG0001386	DROME03356	SCHMD14821
OG0001387	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640	SCHMD01336
OG0001388	DROME15512	SCHMD08532
OG0001389	DROME08448, DROME08449, DROME08447	SCHMD02031, SCHMD17776
OG0001389	DROME18786	SCHMD02030
OG0001394	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848	SCHMD23211, SCHMD24249
OG0001395	DROME22042	SCHMD08832
OG0001397	DROME12938	SCHMD08548, SCHMD08095
OG0001399	DROME18551, DROME15177	SCHMD20091, SCHMD16432
OG0001401	DROME07715	SCHMD15712
OG0001402	DROME14376, DROME21039	SCHMD06853
OG0001404	DROME05603	SCHMD14854
OG0001405	DROME02126	SCHMD16175
OG0001406	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083	SCHMD13359, SCHMD19152
OG0001408	DROME21635, DROME21636, DROME21634	SCHMD23659, SCHMD15840, SCHMD15841
OG0001409	DROME18923, DROME18920, DROME18919, DROME18918, DROME18921, DROME18927, DROME18922, DROME18926, DROME18925, DROME18924	SCHMD20637, SCHMD16856
OG0001409	DROME18107	SCHMD04792
OG0001410	DROME00626	SCHMD09832
OG0001411	DROME13591, DROME09768, DROME09769	SCHMD13416, SCHMD19137
OG0001413	DROME21681, DROME21682	SCHMD02827
OG0001413	DROME17078	SCHMD02718
OG0001414	DROME00599	SCHMD19649
OG0001415	DROME17030, DROME17031	SCHMD01522, SCHMD16066, SCHMD16500, SCHMD15947
OG0001416	DROME04879, DROME04878, DROME04877, DROME04874, DROME04873, DROME04875, DROME04876	SCHMD01722
OG0001417	DROME21398, DROME21399	SCHMD06429, SCHMD24380, SCHMD19840
OG0001421	DROME08210	SCHMD14208
OG0001422	DROME19262, DROME19263	SCHMD18897, SCHMD04981, SCHMD04982
OG0001424	DROME21291	SCHMD23260, SCHMD24676
OG0001425	DROME10455	SCHMD16287, SCHMD09188, SCHMD09187
OG0001426	DROME16504, DROME16505	SCHMD02033
OG0001427	DROME04112, DROME04111, DROME04110	SCHMD03939, SCHMD00575
OG0001428	DROME00299, DROME00300	SCHMD09370, SCHMD15075, SCHMD06126, SCHMD06125
OG0001429	DROME15859, DROME15858	SCHMD14419, SCHMD19373
OG0001430	DROME14607, DROME14606	SCHMD00026
OG0001432	DROME12684, DROME12683, DROME12682, DROME12685	SCHMD08255
OG0001433	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242
OG0001434	DROME05416	SCHMD28634
OG0001437	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502	SCHMD15768, SCHMD19785
OG0001438	DROME02079, DROME08565	SCHMD03715, SCHMD17114
OG0001440	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858	SCHMD08958, SCHMD08957
OG0001442	DROME14822, DROME14823, DROME14821	SCHMD22956, SCHMD25864
OG0001445	DROME19218	SCHMD04082
OG0001447	DROME20519, DROME20520, DROME20518	SCHMD14223
OG0001449	DROME21187	SCHMD11900
OG0001454	DROME17550, DROME17549, DROME17548	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145
OG0001455	DROME05198	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110
OG0001456	DROME21079	SCHMD22269, SCHMD26154
OG0001458	DROME12558, DROME12557, DROME12559, DROME12561, DROME12560, DROME12556	SCHMD07871
OG0001460	DROME19034	SCHMD10312, SCHMD23646
OG0001461	DROME01468	SCHMD05456, SCHMD05457, SCHMD13257
OG0001464	DROME03533, DROME03534	SCHMD20463
OG0001466	DROME20715	SCHMD12996, SCHMD13074, SCHMD25318, SCHMD17860, SCHMD03273
OG0001467	DROME03510	SCHMD19099
OG0001468	DROME11512, DROME11513	SCHMD00390
OG0001469	DROME11498	SCHMD09394
OG0001469	DROME15100	SCHMD24067, SCHMD10449
OG0001470	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191	SCHMD02321
OG0001472	DROME03418	SCHMD12948
OG0001472	DROME01627	SCHMD13936, SCHMD13397, SCHMD27432
OG0001474	DROME02835, DROME02834	SCHMD11576, SCHMD26877
OG0001475	DROME11371, DROME08104, DROME08103	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348
OG0001478	DROME17873, DROME17872	SCHMD22576, SCHMD26017
OG0001479	DROME09340	SCHMD12413, SCHMD08686
OG0001480	DROME01335, DROME01336, DROME01334, DROME01333	SCHMD13493
OG0001482	DROME08131, DROME08132, DROME08133	SCHMD02244, SCHMD09593, SCHMD10073, SCHMD09185, SCHMD02242
OG0001483	DROME17221	SCHMD00397
OG0001484	DROME00233, DROME00235, DROME00237	SCHMD14277
OG0001490	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065	SCHMD08286, SCHMD07637
OG0001492	DROME03966	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591
OG0001493	DROME09887	SCHMD11122
OG0001496	DROME19745	SCHMD04335
OG0001501	DROME17335, DROME17336	SCHMD02704
OG0001502	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520	SCHMD06697
OG0001503	DROME04749	SCHMD25279, SCHMD19928
OG0001503	DROME03622	SCHMD25148
OG0001504	DROME21429, DROME21424, DROME21428, DROME21422	SCHMD05964
OG0001505	DROME08192	SCHMD11449, SCHMD14373, SCHMD09878, SCHMD13864, SCHMD07951, SCHMD16094
OG0001506	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156	SCHMD04881
OG0001507	DROME18836, DROME18837	SCHMD00992
OG0001508	DROME11905	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374
OG0001510	DROME00025	SCHMD18904, SCHMD27815, SCHMD18903
OG0001511	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184	SCHMD14385
OG0001512	DROME19876, DROME13867, DROME13866	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450
OG0001513	DROME05379	SCHMD16029
OG0001514	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650	SCHMD13607, SCHMD17180, SCHMD05979
OG0001516	DROME13883	SCHMD07784
OG0001517	DROME03470	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460
OG0001517	DROME02323	SCHMD07463
OG0001518	DROME10968	SCHMD00912, SCHMD00913, SCHMD08704, SCHMD08705
OG0001519	DROME20785, DROME20788, DROME20786, DROME20787	SCHMD01453, SCHMD11573
OG0001522	DROME02905, DROME02904	SCHMD06814
OG0001524	DROME06417, DROME06418	SCHMD08154, SCHMD08155
OG0001524	DROME00342, DROME00343	SCHMD06432
OG0001525	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288	SCHMD22768, SCHMD18999, SCHMD19000, SCHMD08330
OG0001526	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110	SCHMD16302, SCHMD16303, SCHMD16304
OG0001527	DROME15289	SCHMD05435
OG0001527	DROME00338	SCHMD08837
OG0001530	DROME01073	SCHMD09337
OG0001531	DROME10267, DROME10266	SCHMD25753
OG0001532	DROME20201	SCHMD11604
OG0001533	DROME19066, DROME19064, DROME19065, DROME19063, DROME19062, DROME19060, DROME19061, DROME13969	SCHMD04796
OG0001534	DROME09046, DROME09047	SCHMD13063
OG0001538	DROME07056, DROME07054, DROME07055	SCHMD03672
OG0001546	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623	SCHMD23904
OG0001551	DROME08057	SCHMD21975
OG0001553	DROME02123, DROME02122	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566
OG0001554	DROME16741	SCHMD11035
OG0001557	DROME07367	SCHMD13972
OG0001558	DROME19656, DROME19657	SCHMD18412, SCHMD28405
OG0001559	DROME02902	SCHMD02521
OG0001560	DROME14810, DROME17871	SCHMD19288, SCHMD02478
OG0001561	DROME04222	SCHMD21318
OG0001562	DROME16718	SCHMD20732, SCHMD29309
OG0001563	DROME03209	SCHMD18145
OG0001565	DROME18953, DROME18978	SCHMD26958, SCHMD27759, SCHMD17155
OG0001566	DROME02178, DROME02179	SCHMD15713
OG0001567	DROME19417, DROME19416, DROME16526	SCHMD03492, SCHMD11013, SCHMD12195
OG0001568	DROME19219	SCHMD04206
OG0001569	DROME03783	SCHMD19450
OG0001570	DROME13692	SCHMD04583
OG0001572	DROME11998	SCHMD04033
OG0001575	DROME14105, DROME14107, DROME14106, DROME14108	SCHMD13351
OG0001576	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049	SCHMD17230, SCHMD23672
OG0001577	DROME17515, DROME17516	SCHMD02297, SCHMD06744, SCHMD18430, SCHMD08006
OG0001580	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958	SCHMD08362, SCHMD08361, SCHMD16167, SCHMD15393
OG0001582	DROME15756, DROME15757	SCHMD10962, SCHMD17543, SCHMD18112
OG0001583	DROME08180, DROME08179	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526
OG0001589	DROME16983, DROME16982, DROME16981, DROME09858	SCHMD27652, SCHMD23084
