Orthogroup	DROME	SCHMD
OG0005445	DROME03875, DROME03876, DROME03874, DROME03872, DROME03873	SCHMD12973, SCHMD27880
OG0005446	DROME06564	SCHMD03912, SCHMD04431
OG0005448	DROME01872	SCHMD02156, SCHMD08498, SCHMD08499
OG0005449	DROME06889	SCHMD27768, SCHMD25656, SCHMD14880, SCHMD28697
OG0005450	DROME00371, DROME00369, DROME00370	SCHMD01978
OG0005451	DROME01979	SCHMD18931
OG0005452	DROME09371	SCHMD13827, SCHMD09318
OG0005455	DROME20906	SCHMD16604
OG0005462	DROME21497	SCHMD23988, SCHMD09428
OG0005464	DROME13050	SCHMD09632, SCHMD22634
OG0005465	DROME09126	SCHMD16366, SCHMD08907, SCHMD16365
OG0005466	DROME16377	SCHMD10972
OG0005468	DROME01889	SCHMD06356
OG0005469	DROME11630	SCHMD25678
OG0005470	DROME06057	SCHMD00405
OG0005471	DROME10379	SCHMD09088
OG0005474	DROME12946	SCHMD08436
OG0005475	DROME17508	SCHMD16923, SCHMD14366, SCHMD27066
OG0005476	DROME18593	SCHMD22714, SCHMD28208
OG0005477	DROME20889	SCHMD18881, SCHMD11325, SCHMD11327, SCHMD11326
OG0005479	DROME10657	SCHMD12305
OG0005481	DROME09611, DROME09612	SCHMD02765
OG0005482	DROME03827, DROME18948, DROME08539	SCHMD03117
OG0005483	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042	SCHMD19171
OG0005486	DROME03539	SCHMD06308, SCHMD07820
OG0005487	DROME08183, DROME08182	SCHMD07720, SCHMD07721
OG0005488	DROME15752, DROME15753	SCHMD00795
OG0005489	DROME07861	SCHMD03018
OG0005490	DROME19466	SCHMD06570
OG0005491	DROME04711	SCHMD02400, SCHMD01109
OG0005493	DROME12922	SCHMD12670
OG0005495	DROME17019	SCHMD07327
OG0005499	DROME03401, DROME07297	SCHMD09102, SCHMD11466, SCHMD05063
OG0005500	DROME05919, DROME18022	SCHMD03248, SCHMD03247
OG0005502	DROME00912	SCHMD02196
OG0005503	DROME16857	SCHMD18082, SCHMD10352
OG0005504	DROME15054	SCHMD22943, SCHMD16672, SCHMD20938
OG0005508	DROME17492	SCHMD24609
OG0005509	DROME05301	SCHMD18235
OG0005513	DROME21296, DROME09467	SCHMD03373
OG0005514	DROME04631	SCHMD07379
OG0005517	DROME19919	SCHMD04227
OG0005518	DROME14670	SCHMD04288
OG0005520	DROME04068	SCHMD03910, SCHMD19272, SCHMD19544, SCHMD03909
OG0005521	DROME16855, DROME16854	SCHMD18209, SCHMD20942
OG0005523	DROME17840	SCHMD26643, SCHMD21426
OG0005524	DROME11985	SCHMD06781
OG0005525	DROME19467	SCHMD03055
OG0005527	DROME06165	SCHMD04109
OG0005528	DROME12253	SCHMD02186
OG0005529	DROME06637, DROME06638	SCHMD00457
OG0005531	DROME06302	SCHMD03252
OG0005533	DROME05452	SCHMD00593
OG0005536	DROME18846	SCHMD08816
OG0005537	DROME13170	SCHMD12765
OG0005538	DROME17495, DROME17493, DROME17494	SCHMD07816
OG0005539	DROME00462, DROME00460, DROME02960	SCHMD05501, SCHMD05502
OG0005545	DROME05987	SCHMD09667
OG0005546	DROME05705	SCHMD22923
OG0005551	DROME07232, DROME17410	SCHMD03096
OG0005554	DROME19929, DROME19930	SCHMD05734
OG0005556	DROME08193	SCHMD10870, SCHMD18170
OG0005557	DROME17083	SCHMD05482
OG0005560	DROME07606, DROME07948	SCHMD09834
OG0005562	DROME16835	SCHMD14801, SCHMD19132
OG0005563	DROME12068	SCHMD12379
OG0005565	DROME07683, DROME07684	SCHMD16708, SCHMD23869
OG0005566	DROME17778, DROME19582, DROME08765	SCHMD17800
OG0005569	DROME06020	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087
OG0005570	DROME12597	SCHMD09421, SCHMD03639
OG0005572	DROME12985	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142
OG0005573	DROME00274, DROME00275	SCHMD02930
OG0005574	DROME07973	SCHMD12377
OG0005575	DROME07769	SCHMD29678
OG0005576	DROME00716, DROME00717	SCHMD07029, SCHMD07030
OG0005580	DROME06425	SCHMD13326
OG0005581	DROME15143	SCHMD04114
OG0005582	DROME17006	SCHMD14269
OG0005584	DROME19482	SCHMD02439
OG0005586	DROME13746	SCHMD06799
OG0005588	DROME02584	SCHMD14537
OG0005589	DROME13235	SCHMD00570
OG0005590	DROME20583	SCHMD15965
OG0005592	DROME20112	SCHMD29641, SCHMD06507
OG0005594	DROME19266	SCHMD01628
OG0005595	DROME10967	SCHMD01173, SCHMD01177, SCHMD01176, SCHMD01179
OG0005596	DROME08093, DROME06032	SCHMD05215
OG0005597	DROME01657	SCHMD15948
OG0005598	DROME14004	SCHMD28546, SCHMD03623
OG0005599	DROME21243	SCHMD02438
OG0005601	DROME09490	SCHMD00451
OG0005603	DROME13173, DROME13174, DROME13175	SCHMD21236, SCHMD25008
OG0005604	DROME06435	SCHMD13641, SCHMD16141
OG0005605	DROME13674	SCHMD17079
OG0005609	DROME05252, DROME05251	SCHMD10661, SCHMD10660
OG0005610	DROME17081, DROME17082	SCHMD05436, SCHMD09492
OG0005611	DROME09603, DROME09604	SCHMD22528, SCHMD19557
OG0005613	DROME01648	SCHMD01673
OG0005614	DROME18745	SCHMD23859
OG0005615	DROME05560	SCHMD24965, SCHMD20148
OG0005616	DROME12151	SCHMD20956
OG0005617	DROME14239	SCHMD04518
OG0005618	DROME05739	SCHMD26702, SCHMD22563, SCHMD19841
OG0005620	DROME18122, DROME18121, DROME18124, DROME18123	SCHMD00996
OG0005622	DROME01204	SCHMD09799
OG0005623	DROME00550	SCHMD04874
OG0005624	DROME03085	SCHMD03490
OG0005625	DROME16840	SCHMD01610
OG0005626	DROME01163, DROME01164	SCHMD07068
OG0005627	DROME05020	SCHMD08756
OG0005629	DROME11049	SCHMD09552
OG0005632	DROME10651	SCHMD14616, SCHMD19534
OG0005633	DROME17761	SCHMD07099
OG0005634	DROME21460	SCHMD20586
OG0005636	DROME08136	SCHMD19328, SCHMD18481
OG0005637	DROME21544	SCHMD23112
OG0005639	DROME06385	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579
OG0005641	DROME03027	SCHMD00359
OG0005642	DROME03379	SCHMD13411
OG0005644	DROME06427	SCHMD04718
OG0005645	DROME18577	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665
OG0005649	DROME10772	SCHMD08195, SCHMD22964
OG0005652	DROME06700	SCHMD16380, SCHMD06971
OG0005656	DROME07968	SCHMD27371
OG0005681	DROME00945	SCHMD11619
OG0005685	DROME08832	SCHMD11471
OG0005690	DROME04761	SCHMD02487
OG0005692	DROME13230	SCHMD02679
OG0005696	DROME11286	SCHMD00584
OG0005697	DROME17682	SCHMD05678
OG0005702	DROME10890	SCHMD14141
OG0005703	DROME19473	SCHMD17404
OG0005704	DROME03784, DROME03785	SCHMD11470
OG0005707	DROME15744, DROME15745	SCHMD05853
OG0005712	DROME16333, DROME16334	SCHMD07067
OG0005714	DROME20712, DROME20711, DROME20713	SCHMD01804
OG0005715	DROME18763, DROME18764, DROME18762	SCHMD12420, SCHMD17206
OG0005718	DROME16901, DROME15117, DROME15116, DROME13404	SCHMD10737
OG0005721	DROME00178	SCHMD19295, SCHMD23759, SCHMD06424
OG0005723	DROME17035	SCHMD06963
OG0005724	DROME03509, DROME03507	SCHMD16415, SCHMD22314
OG0005725	DROME09268	SCHMD15122, SCHMD20635
OG0005727	DROME20877	SCHMD10634, SCHMD08590
OG0005728	DROME04547	SCHMD03714
OG0005729	DROME00800	SCHMD24969
OG0005732	DROME03588	SCHMD17368, SCHMD29400, SCHMD29134
OG0005733	DROME14541, DROME14542, DROME10332	SCHMD03723
OG0005734	DROME21588, DROME04119	SCHMD02857
OG0005735	DROME09661, DROME09662, DROME09660	SCHMD03046, SCHMD03043
OG0005737	DROME06704	SCHMD03849
OG0005740	DROME12219, DROME12220	SCHMD24212, SCHMD05560
OG0005744	DROME21042, DROME21041, DROME13505	SCHMD03440, SCHMD17406
OG0005746	DROME19187	SCHMD18155, SCHMD18086, SCHMD23732, SCHMD18087
OG0005748	DROME17506	SCHMD10607
OG0005749	DROME00192	SCHMD01444, SCHMD00011
OG0005750	DROME14187	SCHMD13471, SCHMD16445
OG0005754	DROME07364	SCHMD05805
OG0005755	DROME09852	SCHMD12048
OG0005758	DROME02962	SCHMD02273, SCHMD02272
OG0005761	DROME18137, DROME18138	SCHMD17717
OG0005762	DROME15581	SCHMD02446
OG0005764	DROME08532	SCHMD24702
OG0005765	DROME14596	SCHMD18072, SCHMD07191
OG0005767	DROME01379	SCHMD22984, SCHMD09841
OG0005770	DROME01271, DROME01270	SCHMD08433, SCHMD15883
OG0005771	DROME11559	SCHMD04988
OG0005772	DROME11383	SCHMD05049
OG0005774	DROME03197	SCHMD08709
OG0005775	DROME14248, DROME03634	SCHMD29828
OG0005776	DROME05892	SCHMD03919
OG0005779	DROME08845	SCHMD09046
OG0005783	DROME16358	SCHMD10823
OG0005788	DROME01890	SCHMD17492
OG0005789	DROME02052	SCHMD07616, SCHMD07618
OG0005790	DROME02319	SCHMD05737, SCHMD05738
OG0005791	DROME09196, DROME09195	SCHMD25739
OG0005793	DROME13741	SCHMD01801
OG0005795	DROME00921	SCHMD13893
OG0005796	DROME21579	SCHMD07390
OG0005797	DROME13677	SCHMD07039
OG0005799	DROME17772	SCHMD10267
OG0005800	DROME14692	SCHMD00983
OG0005801	DROME20251, DROME13442	SCHMD02270
OG0005802	DROME18658	SCHMD00774
OG0005803	DROME06804	SCHMD24297, SCHMD20737
OG0005804	DROME00221	SCHMD08064, SCHMD11360
OG0005807	DROME15016	SCHMD05422
OG0005811	DROME15005, DROME15004	SCHMD09652
OG0005812	DROME17684	SCHMD11310
OG0005813	DROME18740, DROME18739, DROME08278	SCHMD26029, SCHMD16035, SCHMD18052
OG0005814	DROME21970	SCHMD01776
OG0005815	DROME17829	SCHMD14928, SCHMD17547
OG0005817	DROME00446	SCHMD05597, SCHMD01856
OG0005818	DROME21049	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815
OG0005823	DROME16943	SCHMD08649
OG0005824	DROME14993	SCHMD01009
OG0005829	DROME17916, DROME17917, DROME17918	SCHMD10491
OG0005831	DROME02056	SCHMD04560
OG0005835	DROME10113	SCHMD06972
OG0005836	DROME02540	SCHMD24405, SCHMD15794, SCHMD14431
OG0005837	DROME19685	SCHMD28753
OG0005840	DROME12810, DROME12811	SCHMD07247
OG0005842	DROME03001	SCHMD15622
OG0005843	DROME07738	SCHMD06491
OG0005845	DROME12524	SCHMD05449
OG0005847	DROME12864	SCHMD14907
OG0005848	DROME17120	SCHMD10194, SCHMD07261
OG0005849	DROME15063, DROME15062	SCHMD07252
OG0005850	DROME15741, DROME15742	SCHMD04093
OG0005851	DROME06389, DROME06388	SCHMD25831, SCHMD26851
OG0005853	DROME18489, DROME18488	SCHMD29663, SCHMD04997
OG0005858	DROME10288, DROME10287	SCHMD20485
OG0005859	DROME01874	SCHMD08568, SCHMD09228
OG0005860	DROME13592	SCHMD03591
OG0005863	DROME00631	SCHMD02497
OG0005864	DROME21983	SCHMD10925
OG0005865	DROME21095	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050	SCHMD03734
OG0005869	DROME01674	SCHMD26507, SCHMD23591
OG0005870	DROME19873	SCHMD09476
OG0005871	DROME05632, DROME05631	SCHMD00778
OG0005874	DROME03501	SCHMD05420
OG0005875	DROME06773	SCHMD00264
OG0005877	DROME06392	SCHMD25314
OG0005880	DROME17652, DROME17653	SCHMD04126
OG0005883	DROME19395	SCHMD01141
OG0005884	DROME08061	SCHMD11959, SCHMD17761
OG0005886	DROME01867	SCHMD18383
OG0005888	DROME16104	SCHMD13482
OG0005889	DROME14304, DROME07617	SCHMD11972
OG0005890	DROME19088	SCHMD09184, SCHMD12140
OG0005895	DROME02103	SCHMD12191
OG0005897	DROME19090	SCHMD08042
OG0005899	DROME02184	SCHMD12882, SCHMD12880
OG0005901	DROME08625	SCHMD15462
OG0005903	DROME19765	SCHMD00050
OG0005909	DROME01192	SCHMD20781
OG0005919	DROME03002	SCHMD24140, SCHMD26763
OG0005921	DROME05740	SCHMD20283
OG0005922	DROME13644, DROME13643	SCHMD00392
OG0005923	DROME01141, DROME01142	SCHMD07170
OG0005926	DROME12066, DROME12065	SCHMD04836
OG0005928	DROME02019	SCHMD22733, SCHMD16359
OG0005929	DROME01196	SCHMD10353, SCHMD25481, SCHMD18026
OG0005932	DROME15731	SCHMD11131, SCHMD00511
OG0005933	DROME19096, DROME19097	SCHMD09471
OG0005936	DROME12077	SCHMD24148, SCHMD16917
OG0005937	DROME14657, DROME14658	SCHMD13453
OG0005940	DROME18687	SCHMD20079
OG0005942	DROME17395	SCHMD23166
OG0005946	DROME15326	SCHMD17764, SCHMD14112
OG0005949	DROME10426	SCHMD04688
OG0005950	DROME10950	SCHMD24842
OG0005952	DROME19643	SCHMD14057
OG0005963	DROME00894	SCHMD01826
OG0005965	DROME15552	SCHMD08437
OG0005966	DROME04950	SCHMD21323, SCHMD27755
OG0005967	DROME16596, DROME14482	SCHMD05472
OG0005969	DROME08256, DROME08257	SCHMD09557
OG0005970	DROME13325	SCHMD01213
OG0005973	DROME03261	SCHMD13962
OG0005974	DROME09177	SCHMD07776
OG0005977	DROME08531	SCHMD05710, SCHMD05711
OG0005978	DROME03284	SCHMD07295, SCHMD07297
OG0005982	DROME01959	SCHMD25871, SCHMD22233
OG0005984	DROME20805, DROME07929	SCHMD15039, SCHMD22394
OG0005986	DROME07616	SCHMD08044
OG0005987	DROME16681	SCHMD00944
OG0005989	DROME01935, DROME02497	SCHMD16692, SCHMD13968, SCHMD16691
OG0005993	DROME01845	SCHMD11427, SCHMD18715
OG0005995	DROME10672	SCHMD08037
OG0005998	DROME05475	SCHMD02380, SCHMD09950
OG0006002	DROME16784	SCHMD03942
OG0006003	DROME10360	SCHMD28801, SCHMD05202
OG0006005	DROME21221	SCHMD22182, SCHMD08878
OG0006009	DROME04529, DROME04530	SCHMD19529
OG0006010	DROME07208	SCHMD15502
OG0006011	DROME05625	SCHMD19974, SCHMD20066
OG0006012	DROME04986	SCHMD04480, SCHMD08297, SCHMD18940
OG0006021	DROME09479	SCHMD03610, SCHMD01661, SCHMD05816
OG0006031	DROME15258	SCHMD16657
OG0006062	DROME04067	SCHMD23812, SCHMD24107
OG0006063	DROME20838	SCHMD23310, SCHMD03030
OG0006064	DROME01128	SCHMD10442
OG0006065	DROME06304	SCHMD02636
OG0006066	DROME20062	SCHMD10156
OG0006069	DROME20187	SCHMD21283, SCHMD11183, SCHMD05080
OG0006070	DROME16601, DROME16602	SCHMD12482, SCHMD20456
OG0006074	DROME19848	SCHMD10253
OG0006079	DROME02616	SCHMD03358, SCHMD04497
OG0006081	DROME14279	SCHMD03767, SCHMD03768
OG0006085	DROME12364	SCHMD06820, SCHMD25134
OG0006087	DROME12774	SCHMD02837
OG0006094	DROME09863, DROME00849, DROME00848	SCHMD00777, SCHMD21575
OG0006095	DROME21969	SCHMD01933
OG0006098	DROME05931	SCHMD03761
OG0006099	DROME11739	SCHMD01333, SCHMD00446
OG0006100	DROME05018	SCHMD13497
OG0006101	DROME04360	SCHMD20998, SCHMD13053
OG0006102	DROME01980	SCHMD05671
OG0006104	DROME06504, DROME15737	SCHMD02621
OG0006106	DROME20870	SCHMD07924
OG0006108	DROME09376	SCHMD01135
OG0006111	DROME12496	SCHMD08002
OG0006113	DROME04342	SCHMD19939, SCHMD12223
OG0006115	DROME16296	SCHMD11076, SCHMD17247
OG0006116	DROME02301, DROME02300	SCHMD23071, SCHMD20841
OG0006118	DROME20483	SCHMD01132
OG0006119	DROME12941	SCHMD11970
OG0006120	DROME13128, DROME13130, DROME13129	SCHMD01574
OG0006121	DROME18148	SCHMD07418
OG0006122	DROME00796	SCHMD04954
OG0006123	DROME16430	SCHMD01986
OG0006124	DROME13739	SCHMD06412
OG0006125	DROME02053	SCHMD18618
OG0006127	DROME03260	SCHMD21305
OG0006128	DROME07922	SCHMD10897
OG0006129	DROME09781	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	DROME13718	SCHMD03678
OG0006136	DROME10851	SCHMD24287, SCHMD09864
OG0006137	DROME09569	SCHMD12111, SCHMD06962
OG0006141	DROME18067, DROME07431	SCHMD14525
OG0006144	DROME00549	SCHMD00428, SCHMD04861
OG0006145	DROME11050	SCHMD01605
OG0006148	DROME10799	SCHMD13560, SCHMD22230
OG0006152	DROME08871	SCHMD06866
OG0006155	DROME18085	SCHMD16795, SCHMD26962
OG0006156	DROME10247	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006159	DROME13858	SCHMD22266
OG0006160	DROME03637	SCHMD05454
OG0006164	DROME09119	SCHMD06001
OG0006165	DROME18757, DROME18756	SCHMD04332
OG0006168	DROME15944, DROME18911	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	DROME10283	SCHMD23567
OG0006171	DROME09393	SCHMD11398
OG0006172	DROME00114	SCHMD10620, SCHMD16388
OG0006180	DROME17033	SCHMD14399, SCHMD04884
OG0006181	DROME14871	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	DROME14997	SCHMD11899
OG0006184	DROME06994, DROME06993	SCHMD09309
OG0006185	DROME15598	SCHMD16220, SCHMD19381
OG0006186	DROME01316	SCHMD00394
OG0006187	DROME00876	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	DROME00301	SCHMD05423
OG0006191	DROME00877, DROME00878	SCHMD07313
OG0006192	DROME00106	SCHMD08338, SCHMD08339
OG0006199	DROME19122	SCHMD04415, SCHMD04413
OG0006202	DROME06452, DROME06451	SCHMD08868
OG0006204	DROME02906	SCHMD16863
OG0006208	DROME15732	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749
OG0006209	DROME01562	SCHMD08326, SCHMD23138
OG0006216	DROME02380	SCHMD09510
OG0006217	DROME19224	SCHMD21927, SCHMD16840
OG0006220	DROME10027	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006224	DROME18810	SCHMD09262, SCHMD00470, SCHMD00469
OG0006225	DROME05230, DROME05229	SCHMD06338
OG0006226	DROME08310	SCHMD17067, SCHMD16763
OG0006227	DROME03457	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	DROME16720	SCHMD17318, SCHMD23866
OG0006230	DROME05693	SCHMD02493
OG0006232	DROME06119	SCHMD02032
OG0006233	DROME13881	SCHMD06976, SCHMD06979, SCHMD25784, SCHMD06980
OG0006234	DROME22062, DROME22061	SCHMD13683, SCHMD14118
OG0006235	DROME20311	SCHMD04538
OG0006239	DROME10114	SCHMD01406
OG0006240	DROME19140, DROME08600	SCHMD29814
OG0006245	DROME02108, DROME02107	SCHMD05704
OG0006246	DROME19004	SCHMD00484
OG0006247	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200	SCHMD22174
OG0006248	DROME03264	SCHMD12206, SCHMD10060
OG0006249	DROME20245	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	DROME17023	SCHMD16390
OG0006254	DROME10801	SCHMD04705, SCHMD29411
OG0006258	DROME18180, DROME18181, DROME18179	SCHMD05887
OG0006259	DROME00749, DROME00747, DROME00746, DROME00748	SCHMD06837
OG0006260	DROME16552	SCHMD09985, SCHMD17439
OG0006263	DROME01003	SCHMD00121
OG0006267	DROME04482	SCHMD03685
OG0006268	DROME16986	SCHMD06847
OG0006271	DROME13584	SCHMD07857
OG0006275	DROME11545	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	DROME15668	SCHMD24774
OG0006279	DROME05154	SCHMD04231
OG0006280	DROME02801, DROME07680, DROME07679, DROME07678	SCHMD15524, SCHMD19210
OG0006281	DROME21723, DROME21724	SCHMD02340
OG0006283	DROME18093	SCHMD06325
OG0006284	DROME06978	SCHMD20607, SCHMD19598
OG0006285	DROME05155	SCHMD01607, SCHMD01606
OG0006286	DROME20409	SCHMD01297, SCHMD01298
OG0006287	DROME15138	SCHMD02772
OG0006289	DROME05895	SCHMD08039
OG0006290	DROME15754	SCHMD00955
OG0006291	DROME16421	SCHMD09043
OG0006293	DROME15892	SCHMD16297
OG0006294	DROME17637	SCHMD15450, SCHMD16229
OG0006295	DROME09339	SCHMD02966
OG0006297	DROME14064	SCHMD09759
OG0006298	DROME10104, DROME10103	SCHMD01046, SCHMD24624
OG0006301	DROME14417, DROME14418	SCHMD09923
OG0006305	DROME20608	SCHMD12627
OG0006306	DROME06607	SCHMD12510, SCHMD15396
OG0006309	DROME22059, DROME22060	SCHMD24369, SCHMD08923
OG0006311	DROME09053	SCHMD23312
OG0006313	DROME09638	SCHMD09169
OG0006315	DROME12826	SCHMD05407
OG0006315	DROME12827	SCHMD29837
OG0006319	DROME00483, DROME00484	SCHMD10541, SCHMD13166
OG0006321	DROME00074	SCHMD08365
OG0006322	DROME19674	SCHMD10221
OG0006323	DROME00186	SCHMD04105
OG0006329	DROME06117	SCHMD08342
OG0006330	DROME21856, DROME21857	SCHMD08411
OG0006331	DROME16655, DROME16654, DROME16657, DROME16656	SCHMD09182, SCHMD12138
OG0006332	DROME01006	SCHMD14581
OG0006334	DROME04357	SCHMD05752, SCHMD05753
OG0006335	DROME09585	SCHMD11650, SCHMD08469
OG0006340	DROME02471	SCHMD19432
OG0006341	DROME06095	SCHMD05125
OG0006344	DROME11878	SCHMD21084, SCHMD09358
OG0006346	DROME16623	SCHMD01626
OG0006347	DROME18372, DROME18373	SCHMD07723
OG0006350	DROME10882	SCHMD09296
OG0006351	DROME17575	SCHMD06816
OG0006352	DROME15718	SCHMD07373
OG0006353	DROME00751	SCHMD10639
OG0006360	DROME19840	SCHMD08060
OG0006362	DROME11093	SCHMD03337
OG0006363	DROME07012	SCHMD19238
OG0006364	DROME14912	SCHMD06510, SCHMD06511
OG0006365	DROME21616, DROME21617	SCHMD14860
OG0006370	DROME08234	SCHMD28920
OG0006372	DROME08788	SCHMD07447
OG0006375	DROME19928	SCHMD00652
OG0006376	DROME13198	SCHMD06608
OG0006377	DROME08417	SCHMD10116
OG0006378	DROME17931	SCHMD10668, SCHMD11255
OG0006379	DROME02858, DROME04856	SCHMD18267
OG0006381	DROME02707, DROME20650	SCHMD24227, SCHMD16114
OG0006383	DROME12394	SCHMD26033, SCHMD18774
OG0006387	DROME09390	SCHMD14692
OG0006392	DROME11920	SCHMD15116, SCHMD12579
OG0006395	DROME00130	SCHMD08199
OG0006402	DROME17310	SCHMD13826, SCHMD09114
OG0006406	DROME19952, DROME19616	SCHMD27566
OG0006408	DROME17398, DROME17397	SCHMD11225
OG0006443	DROME16038	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	DROME21414	SCHMD18654
OG0006449	DROME03272	SCHMD06362
OG0006454	DROME19164	SCHMD07698, SCHMD07699
OG0006456	DROME00779	SCHMD11711, SCHMD17298, SCHMD12535
OG0006459	DROME10282	SCHMD21368, SCHMD10905
OG0006461	DROME01188	SCHMD19693, SCHMD11861
OG0006462	DROME01832	SCHMD07729
OG0006463	DROME10850	SCHMD07130
OG0006464	DROME15553	SCHMD12787, SCHMD19777
OG0006465	DROME04025	SCHMD28077, SCHMD07507
OG0006469	DROME02304	SCHMD02780
OG0006470	DROME05726, DROME05725	SCHMD16861
OG0006472	DROME01113	SCHMD23852, SCHMD12162
OG0006474	DROME18594	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	DROME11340, DROME11339	SCHMD12763
OG0006476	DROME02188	SCHMD29103, SCHMD25388
OG0006478	DROME10803	SCHMD01744
OG0006479	DROME03631	SCHMD20030
OG0006480	DROME15425, DROME15426	SCHMD01088
OG0006481	DROME02142, DROME01455	SCHMD02855
OG0006482	DROME21719	SCHMD06492
OG0006488	DROME14000	SCHMD29514, SCHMD21588
OG0006490	DROME17521	SCHMD00433
OG0006494	DROME13014	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967
OG0006501	DROME07620	SCHMD05406
OG0006504	DROME01726	SCHMD04702, SCHMD29580
OG0006505	DROME19279	SCHMD08554, SCHMD08796
OG0006507	DROME11241, DROME13160	SCHMD22063
OG0006509	DROME06735	SCHMD13705
OG0006510	DROME21078	SCHMD11921
OG0006511	DROME02030	SCHMD03048
OG0006512	DROME14203	SCHMD12217, SCHMD11205
OG0006514	DROME04973	SCHMD08264
OG0006515	DROME17220	SCHMD03249
OG0006517	DROME16077, DROME16076	SCHMD00950
OG0006518	DROME12457	SCHMD03959
OG0006519	DROME10463	SCHMD25528
OG0006520	DROME01601	SCHMD00155
OG0006523	DROME13324	SCHMD12246, SCHMD13301
OG0006526	DROME10066	SCHMD14233
OG0006528	DROME03901, DROME03902, DROME03900	SCHMD09670
OG0006532	DROME18743	SCHMD27245
OG0006533	DROME11744, DROME11742, DROME11745, DROME11743	SCHMD18625
OG0006536	DROME00110	SCHMD28548
OG0006537	DROME17569	SCHMD07012
OG0006538	DROME00930	SCHMD09434
OG0006540	DROME04024	SCHMD24252, SCHMD19265
OG0006543	DROME19675	SCHMD05909
OG0006544	DROME08098	SCHMD05488
OG0006545	DROME14793	SCHMD08819
OG0006546	DROME03836	SCHMD22666, SCHMD26503
OG0006547	DROME21566	SCHMD01454
OG0006549	DROME08226	SCHMD07432
OG0006550	DROME12314	SCHMD05608
OG0006552	DROME02022	SCHMD16090
OG0006553	DROME06750	SCHMD03817
OG0006554	DROME13465	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006556	DROME10784	SCHMD10898, SCHMD08118
OG0006557	DROME08144	SCHMD15751
OG0006561	DROME15269	SCHMD07629
OG0006567	DROME01202	SCHMD25728, SCHMD21897, SCHMD15731
OG0006570	DROME20261	SCHMD12205, SCHMD05328
OG0006571	DROME05601	SCHMD00180, SCHMD27487
OG0006573	DROME14640	SCHMD10554
OG0006574	DROME19778	SCHMD18201
OG0006583	DROME16903	SCHMD08738
OG0006586	DROME11738, DROME02891	SCHMD14590
OG0006588	DROME21457	SCHMD29130
OG0006588	DROME21456	SCHMD23279, SCHMD26887
OG0006590	DROME17574	SCHMD02740
OG0006591	DROME11557, DROME11556	SCHMD02097
OG0006593	DROME11713	SCHMD08560
OG0006594	DROME12981	SCHMD00507
OG0006595	DROME20933	SCHMD08252
OG0006596	DROME13730, DROME13731	SCHMD05657
OG0006597	DROME19349	SCHMD04098
OG0006598	DROME15235	SCHMD23134
OG0006599	DROME13830, DROME13829	SCHMD28680
OG0006603	DROME08268, DROME08267	SCHMD13311, SCHMD24906
OG0006604	DROME10779	SCHMD12610
OG0006607	DROME06763	SCHMD00025
OG0006608	DROME15074	SCHMD21063
OG0006610	DROME00685	SCHMD10412
OG0006614	DROME03471	SCHMD05476
OG0006615	DROME05191	SCHMD02189
OG0006616	DROME04436, DROME04435	SCHMD12397
OG0006619	DROME20837, DROME20836	SCHMD14686
OG0006621	DROME01854	SCHMD06932
OG0006622	DROME13807	SCHMD16418, SCHMD16456
OG0006623	DROME03084	SCHMD00154
OG0006628	DROME04083, DROME04082	SCHMD10378
OG0006630	DROME13179	SCHMD02436
OG0006631	DROME06287	SCHMD24627, SCHMD24745
OG0006633	DROME10769	SCHMD06460
OG0006636	DROME02119	SCHMD09363
OG0006637	DROME01008	SCHMD17064, SCHMD26047
OG0006640	DROME00615	SCHMD09877
OG0006646	DROME15373	SCHMD10329
OG0006647	DROME02033	SCHMD12770, SCHMD12371
OG0006648	DROME03907, DROME03908	SCHMD23341
OG0006651	DROME04694	SCHMD07289, SCHMD06082
OG0006653	DROME10989, DROME10990	SCHMD04276, SCHMD04275
OG0006655	DROME18847	SCHMD00645
