Orthogroup	MOUSE	BRAFL
OG0006474	MOUSE15358, MOUSE15357, MOUSE15356	bflo_20828
OG0006475	MOUSE39872	bflo_18753
OG0006476	MOUSE38897	bflo_15113
OG0006477	MOUSE47325	bflo_07560
OG0006478	MOUSE18471, MOUSE18472	bflo_25612
OG0006479	MOUSE35163, MOUSE35164	bflo_24039
OG0006480	MOUSE21333	bflo_00678
OG0006481	MOUSE02030, MOUSE51052	bflo_06049
OG0006482	MOUSE07260, MOUSE07262	bflo_20797
OG0006483	MOUSE07206, MOUSE07204	bflo_06037
OG0006485	MOUSE20333	bflo_07585
OG0006486	MOUSE40716, MOUSE40715, MOUSE01974, MOUSE01975	bflo_11432
OG0006487	MOUSE52846, MOUSE52845, MOUSE52844	bflo_11592
OG0006488	MOUSE42690, MOUSE42689	bflo_19816
OG0006490	MOUSE01816	bflo_10870, bflo_05896
OG0006491	MOUSE18971	bflo_06140
OG0006492	MOUSE49785, MOUSE49782, MOUSE49781, MOUSE49784	bflo_13531
OG0006493	MOUSE45214, MOUSE45215, MOUSE45212, MOUSE45216, MOUSE45213	bflo_21776
OG0006494	MOUSE29560	bflo_21293
OG0006496	MOUSE23975, MOUSE23974, MOUSE23972, MOUSE23971	bflo_17077
OG0006497	MOUSE12999, MOUSE12998, MOUSE13000	bflo_10177
OG0006498	MOUSE54568, MOUSE54567	bflo_04405
OG0006499	MOUSE23782, MOUSE23784, MOUSE23783	bflo_16614
OG0006501	MOUSE43340, MOUSE43338, MOUSE43339, MOUSE43337	bflo_17311
OG0006502	MOUSE04763, MOUSE04764, MOUSE04765	bflo_17569
OG0006503	MOUSE47999	bflo_21277
OG0006505	MOUSE18917	bflo_19259
OG0006506	MOUSE15973, MOUSE15972	bflo_04731
OG0006507	MOUSE21775	bflo_11054
OG0006508	MOUSE36086, MOUSE36085	bflo_20287
OG0006509	MOUSE48743	bflo_14958
OG0006510	MOUSE28964, MOUSE28965	bflo_13854
OG0006511	MOUSE27840, MOUSE44519	bflo_13916
OG0006512	MOUSE48697	bflo_23985
OG0006513	MOUSE48944, MOUSE48943	bflo_12858
OG0006514	MOUSE30039, MOUSE30040	bflo_14347
OG0006515	MOUSE08195, MOUSE08193, MOUSE08194	bflo_11505
OG0006516	MOUSE27482	bflo_10198
OG0006517	MOUSE18538	bflo_24897
OG0006518	MOUSE00593, MOUSE00594, MOUSE00592, MOUSE00595	bflo_18085
OG0006519	MOUSE24786	bflo_22646
OG0006520	MOUSE29790, MOUSE29789	bflo_14783
OG0006522	MOUSE04682	bflo_03056
OG0006523	MOUSE42761	bflo_18015
OG0006524	MOUSE39018, MOUSE39019	bflo_11060
OG0006525	MOUSE09825, MOUSE09824, MOUSE09827, MOUSE09823, MOUSE09826	bflo_11570
OG0006526	MOUSE13960	bflo_12926, bflo_12565
OG0006527	MOUSE06472, MOUSE06471, MOUSE06470	bflo_23012
OG0006528	MOUSE22560, MOUSE22559, MOUSE22558	bflo_02407
OG0006530	MOUSE30223, MOUSE30222	bflo_01033
OG0006531	MOUSE41542	bflo_03959
OG0006532	MOUSE01404	bflo_25565
OG0006534	MOUSE21167	bflo_09361
OG0006535	MOUSE41980, MOUSE41979, MOUSE41981	bflo_08988
OG0006536	MOUSE48901, MOUSE48899, MOUSE48900, MOUSE48898	bflo_10319
OG0006537	MOUSE48761	bflo_14316
OG0006538	MOUSE26266	bflo_25710
OG0006540	MOUSE55045, MOUSE55046, MOUSE55043, MOUSE55042, MOUSE55044	bflo_21685
OG0006541	MOUSE10561, MOUSE10557, MOUSE10558, MOUSE10559, MOUSE10560	bflo_10367
OG0006542	MOUSE29787, MOUSE29788, MOUSE29786	bflo_14786
OG0006543	MOUSE52038	bflo_01627, bflo_01968
OG0006544	MOUSE28396, MOUSE28393	bflo_05615
OG0006545	MOUSE32676, MOUSE32674	bflo_18669
OG0006546	MOUSE08071	bflo_24638
OG0006548	MOUSE15932, MOUSE15934, MOUSE15933	bflo_09400
OG0006549	MOUSE14545	bflo_11330
OG0006550	MOUSE24976	bflo_11678
OG0006551	MOUSE30944, MOUSE30943, MOUSE30942	bflo_16493
OG0006552	MOUSE10340, MOUSE10339	bflo_05852
OG0006553	MOUSE38559, MOUSE38560	bflo_05354
OG0006554	MOUSE37728, MOUSE37726, MOUSE37727	bflo_20165
OG0006555	MOUSE22556	bflo_00300
OG0006556	MOUSE16511	bflo_18303
OG0006557	MOUSE02772, MOUSE02771, MOUSE02773	bflo_20634
OG0006559	MOUSE18425, MOUSE18426, MOUSE20855, MOUSE20856	bflo_25601
OG0006560	MOUSE07751, MOUSE07752	bflo_19406
OG0006561	MOUSE07407, MOUSE07406	bflo_16142
OG0006562	MOUSE54431, MOUSE02138, MOUSE54430, MOUSE54429	bflo_22495
OG0006563	MOUSE11016, MOUSE11018, MOUSE11017	bflo_22541
OG0006564	MOUSE38057	bflo_20335
OG0006565	MOUSE39122, MOUSE10893, MOUSE10894	bflo_12076
OG0006566	MOUSE05111, MOUSE05110, MOUSE05119, MOUSE05121, MOUSE05120, MOUSE05118	bflo_23421
OG0006568	MOUSE00150	bflo_05595
OG0006569	MOUSE02949, MOUSE02948	bflo_15213
OG0006570	MOUSE17869, MOUSE17870	bflo_15564
OG0006571	MOUSE10425, MOUSE10423	bflo_06463
OG0006572	MOUSE33656, MOUSE33655, MOUSE33654	bflo_25786
OG0006573	MOUSE04658	bflo_20873
OG0006574	MOUSE18407	bflo_05538
OG0006575	MOUSE25413, MOUSE25411, MOUSE25410, MOUSE25409, MOUSE25412	bflo_13757
OG0006576	MOUSE30033	bflo_07719
OG0006577	MOUSE51174, MOUSE51175, MOUSE51176, MOUSE51173	bflo_11522
OG0006578	MOUSE35928, MOUSE35927	bflo_09529
OG0006579	MOUSE32954, MOUSE32953, MOUSE32952, MOUSE32955	bflo_25912
OG0006580	MOUSE05305, MOUSE05304, MOUSE05303	bflo_02508
OG0006581	MOUSE51836	bflo_18745
OG0006583	MOUSE00099	bflo_17843
OG0006584	MOUSE11385, MOUSE11380, MOUSE11382, MOUSE11381	bflo_03876
OG0006585	MOUSE02985, MOUSE02986	bflo_13346
OG0006586	MOUSE49584	bflo_14224
OG0006587	MOUSE43220, MOUSE43217, MOUSE43218, MOUSE43219, MOUSE43216	bflo_09439
OG0006588	MOUSE55160, MOUSE55159	bflo_11458
OG0006589	MOUSE40526, MOUSE40528, MOUSE40527, MOUSE40525, MOUSE40524	bflo_12455
OG0006590	MOUSE41529, MOUSE41530	bflo_10285
OG0006591	MOUSE13632	bflo_06635
OG0006592	MOUSE31031, MOUSE31033, MOUSE31034, MOUSE31030, MOUSE31032	bflo_13940
OG0006593	MOUSE53333, MOUSE53332, MOUSE53331	bflo_00243
OG0006594	MOUSE46304, MOUSE46303	bflo_20278
OG0006595	MOUSE11155, MOUSE11154	bflo_02350
OG0006596	MOUSE28680, MOUSE28681, MOUSE28682, MOUSE28679	bflo_13930
OG0006597	MOUSE28239, MOUSE53941	bflo_15494
OG0006598	MOUSE32270	bflo_05586
OG0006599	MOUSE40426, MOUSE36734	bflo_08682
OG0006600	MOUSE06170	bflo_23846
OG0006601	MOUSE22934, MOUSE22935, MOUSE22936	bflo_19636
OG0006602	MOUSE48843, MOUSE48842, MOUSE48844	bflo_17654
OG0006603	MOUSE49497	bflo_14044
OG0006604	MOUSE04487, MOUSE04486	bflo_20173
OG0006605	MOUSE32522, MOUSE32521, MOUSE32523	bflo_16556
OG0006606	MOUSE49675	bflo_18082
OG0006607	MOUSE33913, MOUSE33912	bflo_05639
OG0006608	MOUSE30020, MOUSE30018, MOUSE30019	bflo_21845
OG0006610	MOUSE17087, MOUSE17086, MOUSE17088	bflo_23392
OG0006611	MOUSE02492, MOUSE02494, MOUSE02493	bflo_19675
OG0006612	MOUSE18460	bflo_25815
OG0006613	MOUSE27701, MOUSE27702	bflo_08658
OG0006614	MOUSE41919	bflo_25283
OG0006615	MOUSE19081	bflo_21623
OG0006617	MOUSE06872, MOUSE06873	bflo_05821
OG0006618	MOUSE19921	bflo_12721, bflo_22567, bflo_23892
OG0006619	MOUSE09213	bflo_06530
OG0006620	MOUSE34069, MOUSE12640	bflo_01619
OG0006621	MOUSE38258, MOUSE38257, MOUSE38259, MOUSE38255, MOUSE38256	bflo_20270
OG0006622	MOUSE33010, MOUSE55184	bflo_21805
OG0006623	MOUSE27138	bflo_23824
OG0006624	MOUSE10945, MOUSE10944, MOUSE10946	bflo_18996
OG0006625	MOUSE22589, MOUSE22587, MOUSE22586, MOUSE22588, MOUSE22585, MOUSE22590	bflo_19250
OG0006626	MOUSE17467, MOUSE02715, MOUSE02716, MOUSE15964	bflo_20620
OG0006627	MOUSE18618	bflo_17602
OG0006628	MOUSE51627	bflo_24042
OG0006630	MOUSE51996	bflo_08331
OG0006631	MOUSE23336, MOUSE23337, MOUSE23338	bflo_02399
OG0006633	MOUSE09178, MOUSE09174	bflo_24067, bflo_24065
OG0006635	MOUSE12744, MOUSE12742, MOUSE12746, MOUSE12743, MOUSE12747	bflo_24666
OG0006636	MOUSE42187, MOUSE42189	bflo_23809
OG0006637	MOUSE05078, MOUSE05077	bflo_00907
OG0006638	MOUSE13820	bflo_12844
OG0006639	MOUSE32544, MOUSE32543	bflo_01275, bflo_01274, bflo_01273
OG0006640	MOUSE31547	bflo_07124
OG0006641	MOUSE07840, MOUSE07838, MOUSE07839	bflo_02883, bflo_20181, bflo_12582
OG0006642	MOUSE11001, MOUSE11000	bflo_22844
OG0006644	MOUSE52483, MOUSE52481, MOUSE52482, MOUSE52480	bflo_13102
OG0006645	MOUSE32599, MOUSE32598	bflo_02249, bflo_02885
OG0006646	MOUSE44700, MOUSE44699	bflo_03757
OG0006647	MOUSE49192	bflo_13233
OG0006647	MOUSE49193, MOUSE49195, MOUSE49196	bflo_13427
OG0006648	MOUSE52136, MOUSE52135	bflo_17710
OG0006649	MOUSE08158	bflo_17183, bflo_10439
OG0006650	MOUSE49345, MOUSE49347, MOUSE49346	bflo_26644, bflo_01837
OG0006651	MOUSE16196, MOUSE16198	bflo_17634
OG0006652	MOUSE07624, MOUSE07622, MOUSE07625, MOUSE07623	bflo_20329
OG0006653	MOUSE49822, MOUSE18541, MOUSE18540	bflo_12918
OG0006654	MOUSE00565	bflo_12052
OG0006655	MOUSE10356	bflo_00135
OG0006656	MOUSE41568, MOUSE41567	bflo_10486
OG0006657	MOUSE37737, MOUSE37736	bflo_04947
OG0006658	MOUSE07435	bflo_06383
OG0006660	MOUSE52656, MOUSE52657	bflo_11529
OG0006661	MOUSE55051, MOUSE55050, MOUSE55049, MOUSE45211, MOUSE45210, MOUSE45209	bflo_21775
OG0006662	MOUSE51152, MOUSE51153, MOUSE51154	bflo_01575
OG0006663	MOUSE22698	bflo_14425
OG0006664	MOUSE13287	bflo_15928
OG0006666	MOUSE09373, MOUSE09374, MOUSE09372	bflo_09187
OG0006668	MOUSE21920	bflo_14166
OG0006669	MOUSE13244	bflo_25294
OG0006670	MOUSE24192, MOUSE24191	bflo_16533
OG0006672	MOUSE34328	bflo_13866
OG0006673	MOUSE27959	bflo_02561
OG0006675	MOUSE48029, MOUSE48028, MOUSE48027	bflo_10555
OG0006677	MOUSE42274, MOUSE42275, MOUSE42276, MOUSE42277	bflo_23397
OG0006678	MOUSE06118	bflo_23848
OG0006680	MOUSE28338, MOUSE28337	bflo_09207
OG0006681	MOUSE12651	bflo_19242
OG0006683	MOUSE35000, MOUSE34999, MOUSE34997, MOUSE34998	bflo_24698
OG0006684	MOUSE39139, MOUSE39138	bflo_11878
OG0006685	MOUSE35612, MOUSE19040	bflo_06808
OG0006686	MOUSE25607	bflo_17040
OG0006687	MOUSE33931, MOUSE33932, MOUSE33930, MOUSE33929	bflo_17541
OG0006688	MOUSE12007, MOUSE12001, MOUSE12000	bflo_13298
OG0006689	MOUSE44918, MOUSE44919, MOUSE44917	bflo_02432
OG0006690	MOUSE31222, MOUSE31224, MOUSE31225, MOUSE31223	bflo_11580
OG0006691	MOUSE05202, MOUSE05203	bflo_19257
OG0006692	MOUSE05269	bflo_02897
OG0006693	MOUSE31556	bflo_07011
OG0006694	MOUSE00171, MOUSE00170, MOUSE00172	bflo_18353
OG0006695	MOUSE50174, MOUSE50175, MOUSE50173	bflo_14487
OG0006697	MOUSE46752, MOUSE46753, MOUSE46751	bflo_09979
OG0006698	MOUSE32106, MOUSE32107	bflo_12723
OG0006699	MOUSE37865, MOUSE37866	bflo_20072
OG0006700	MOUSE22788	bflo_21306, bflo_27375
OG0006702	MOUSE34380, MOUSE34381, MOUSE34382	bflo_01001
OG0006703	MOUSE21491, MOUSE21488, MOUSE21489	bflo_01171
OG0006704	MOUSE37071, MOUSE37068, MOUSE37069	bflo_20746
OG0006705	MOUSE29539, MOUSE29536, MOUSE29535, MOUSE29540, MOUSE29541	bflo_24434
OG0006706	MOUSE31890, MOUSE31891, MOUSE31893, MOUSE31892	bflo_16963
OG0006707	MOUSE40954	bflo_16382
OG0006708	MOUSE32301, MOUSE32300	bflo_15553
OG0006709	MOUSE26376, MOUSE26377	bflo_19084
OG0006710	MOUSE32429, MOUSE32428	bflo_05942
OG0006711	MOUSE16007, MOUSE16011, MOUSE16012, MOUSE16009	bflo_17546
OG0006712	MOUSE28628	bflo_12812, bflo_12813
OG0006713	MOUSE07554, MOUSE07555	bflo_15567
OG0006714	MOUSE17204, MOUSE17202, MOUSE17200, MOUSE17201	bflo_09041
OG0006715	MOUSE09346, MOUSE55145	bflo_11134
OG0006716	MOUSE32261, MOUSE32263, MOUSE32262	bflo_23946
OG0006717	MOUSE20433	bflo_18859
OG0006718	MOUSE21129, MOUSE21128, MOUSE21127	bflo_10197
OG0006719	MOUSE03965, MOUSE03966, MOUSE03967	bflo_22960
OG0006720	MOUSE53739, MOUSE53741, MOUSE53742, MOUSE53740	bflo_14691
OG0006721	MOUSE48435, MOUSE48434	bflo_06291
OG0006722	MOUSE44584, MOUSE44583	bflo_25547
OG0006723	MOUSE31003	bflo_24515
OG0006725	MOUSE52635, MOUSE52636	bflo_11101
OG0006726	MOUSE00160, MOUSE00159, MOUSE00161, MOUSE00158	bflo_05430
OG0006727	MOUSE32170, MOUSE32169	bflo_00991
OG0006728	MOUSE19071, MOUSE19070, MOUSE19068	bflo_04467
OG0006729	MOUSE13150	bflo_26172
OG0006730	MOUSE31099, MOUSE31097	bflo_03962
OG0006731	MOUSE43497, MOUSE43495, MOUSE43496	bflo_11375
OG0006732	MOUSE23249, MOUSE23247, MOUSE23248	bflo_00438
OG0006733	MOUSE20140, MOUSE20141	bflo_12538
OG0006734	MOUSE18229	bflo_16972
OG0006735	MOUSE02545	bflo_07008
OG0006736	MOUSE53272, MOUSE53273	bflo_13100
OG0006737	MOUSE46126, MOUSE46125	bflo_14048
OG0006738	MOUSE23304, MOUSE23306, MOUSE23305	bflo_18621
OG0006739	MOUSE32563	bflo_08902
OG0006740	MOUSE07457, MOUSE07458	bflo_17055
OG0006741	MOUSE52752	bflo_11667
OG0006742	MOUSE54682, MOUSE36508	bflo_14418
OG0006743	MOUSE25506, MOUSE25507	bflo_00682
OG0006743	MOUSE51950	bflo_12443
OG0006744	MOUSE23065, MOUSE23068, MOUSE23070, MOUSE23610, MOUSE23609	bflo_16482
OG0006745	MOUSE29402, MOUSE29401	bflo_21271
OG0006747	MOUSE27492, MOUSE27491, MOUSE43136, MOUSE43138, MOUSE43137, MOUSE27808	bflo_10926
OG0006748	MOUSE23094, MOUSE23095, MOUSE23093	bflo_06822
OG0006749	MOUSE17020	bflo_14082
OG0006750	MOUSE06621, MOUSE06620	bflo_01070
OG0006751	MOUSE20034	bflo_20349
OG0006752	MOUSE51249, MOUSE51248, MOUSE51250, MOUSE51251	bflo_14648
OG0006753	MOUSE07646, MOUSE07644	bflo_09892
OG0006754	MOUSE13935, MOUSE13936	bflo_13351
OG0006755	MOUSE21891, MOUSE21890, MOUSE21889, MOUSE21888	bflo_14829
OG0006756	MOUSE17117, MOUSE17118	bflo_22769
OG0006757	MOUSE43120, MOUSE43121, MOUSE43119	bflo_24956
OG0006758	MOUSE41066	bflo_00186
OG0006759	MOUSE02243	bflo_09138
OG0006761	MOUSE29704, MOUSE29701, MOUSE29703	bflo_15513, bflo_27154
OG0006762	MOUSE18804, MOUSE18805	bflo_23253
OG0006763	MOUSE53131, MOUSE05491, MOUSE05490	bflo_18843
OG0006764	MOUSE03580	bflo_11734, bflo_11479
OG0006765	MOUSE48980, MOUSE48979, MOUSE48978, MOUSE48977	bflo_12543
OG0006766	MOUSE54011	bflo_18339
OG0006768	MOUSE43544, MOUSE43541, MOUSE43545, MOUSE43542, MOUSE43543, MOUSE43540	bflo_18488
OG0006769	MOUSE47278, MOUSE47276	bflo_21934
OG0006770	MOUSE51480, MOUSE51483, MOUSE51482, MOUSE51481, MOUSE51478, MOUSE51479, MOUSE51477	bflo_03014
OG0006772	MOUSE40319	bflo_10630
OG0006774	MOUSE37175	bflo_12777
OG0006775	MOUSE38636, MOUSE38637, MOUSE38641, MOUSE38640, MOUSE38639, MOUSE38638	bflo_23577
OG0006776	MOUSE05553, MOUSE05552	bflo_18625
OG0006777	MOUSE43306, MOUSE43305	bflo_17793, bflo_19104
OG0006780	MOUSE07762, MOUSE07758	bflo_04849
OG0006784	MOUSE32682	bflo_27295
OG0006786	MOUSE48716, MOUSE13045	bflo_14516
OG0006787	MOUSE39792, MOUSE39794, MOUSE39795, MOUSE39793, MOUSE05229, MOUSE05230	bflo_00335, bflo_26553
OG0006791	MOUSE39692, MOUSE39691, MOUSE17195	bflo_10577
OG0006792	MOUSE07388, MOUSE07389, MOUSE07387, MOUSE07390, MOUSE00013	bflo_15974, bflo_15976
OG0006796	MOUSE23519, MOUSE45971, MOUSE45972, MOUSE45967, MOUSE45966, MOUSE45962, MOUSE45965, MOUSE45969, MOUSE45968, MOUSE45970, MOUSE45974	bflo_09118, bflo_09119
OG0006824	MOUSE41067, MOUSE41069, MOUSE41068	bflo_12084, bflo_11904
OG0006826	MOUSE19257	bflo_15514
OG0006827	MOUSE33336, MOUSE33338	bflo_26115
OG0006828	MOUSE19446, MOUSE19445	bflo_05590
OG0006829	MOUSE40217, MOUSE40216	bflo_10123
OG0006830	MOUSE04883	bflo_20502
OG0006831	MOUSE21450	bflo_11563
OG0006832	MOUSE07236	bflo_10679
OG0006833	MOUSE49351, MOUSE49350, MOUSE49349, MOUSE49348	bflo_13923
OG0006835	MOUSE45015, MOUSE45014, MOUSE45016	bflo_18063
OG0006837	MOUSE51224, MOUSE51226, MOUSE51225, MOUSE51223	bflo_17582
OG0006838	MOUSE16969	bflo_22711
OG0006842	MOUSE48778	bflo_26032
OG0006843	MOUSE32360, MOUSE32362, MOUSE32361	bflo_05656
OG0006844	MOUSE27711, MOUSE27712, MOUSE27713	bflo_02086
OG0006845	MOUSE20190, MOUSE20189	bflo_16282
OG0006846	MOUSE07807	bflo_05424
OG0006847	MOUSE01040, MOUSE01041, MOUSE01042, MOUSE01044, MOUSE01043	bflo_20417
OG0006848	MOUSE00822, MOUSE09570, MOUSE09569	bflo_07388
OG0006849	MOUSE18767	bflo_23476
OG0006850	MOUSE31600, MOUSE31599	bflo_18002
OG0006851	MOUSE00928	bflo_08893
OG0006852	MOUSE39158, MOUSE39157, MOUSE39159	bflo_07139
OG0006856	MOUSE46141, MOUSE46142	bflo_08265
OG0006857	MOUSE53691	bflo_22461
OG0006858	MOUSE52288	bflo_22306
OG0006860	MOUSE49501	bflo_13831
OG0006862	MOUSE08221, MOUSE08220, MOUSE08219	bflo_07506
OG0006863	MOUSE15893	bflo_25340, bflo_26074
OG0006864	MOUSE14979	bflo_14254
OG0006865	MOUSE12914	bflo_21505, bflo_21504
OG0006866	MOUSE34492, MOUSE34491	bflo_24867, bflo_24869, bflo_25058
OG0006867	MOUSE18748	bflo_17074
OG0006868	MOUSE52669, MOUSE52667, MOUSE52668	bflo_13873
OG0006869	MOUSE40651	bflo_11211
OG0006870	MOUSE00722, MOUSE00723, MOUSE00718, MOUSE00720, MOUSE00721	bflo_14756
OG0006871	MOUSE24103, MOUSE24102	bflo_21815
OG0006872	MOUSE49857, MOUSE49858, MOUSE49859, MOUSE49856	bflo_13623
OG0006873	MOUSE37651, MOUSE37646, MOUSE37647, MOUSE37649, MOUSE37648, MOUSE37644, MOUSE37645	bflo_02792
OG0006874	MOUSE40813, MOUSE40812	bflo_23619
OG0006875	MOUSE51191	bflo_24959
OG0006876	MOUSE33297, MOUSE33298, MOUSE33299	bflo_25862
OG0006877	MOUSE51332, MOUSE51334	bflo_07384
OG0006878	MOUSE31982	bflo_25700, bflo_25466
OG0006880	MOUSE40621, MOUSE40622	bflo_22152
OG0006881	MOUSE45680, MOUSE45679	bflo_14289
OG0006882	MOUSE49656	bflo_13224
OG0006883	MOUSE06617, MOUSE06618, MOUSE06619	bflo_17686
OG0006884	MOUSE06612, MOUSE06615, MOUSE06616, MOUSE06614, MOUSE06613	bflo_17331
OG0006885	MOUSE14091, MOUSE14092, MOUSE14088, MOUSE14089, MOUSE14087, MOUSE14084, MOUSE14085, MOUSE14086, MOUSE14090	bflo_01373
OG0006886	MOUSE54545, MOUSE54546, MOUSE54547	bflo_18390
OG0006887	MOUSE19492, MOUSE05301	bflo_19380
OG0006888	MOUSE18268	bflo_21809
OG0006889	MOUSE49701, MOUSE49700	bflo_13410
OG0006890	MOUSE21126	bflo_10189
OG0006891	MOUSE20564	bflo_20531
OG0006892	MOUSE22133	bflo_19210
OG0006893	MOUSE05930, MOUSE05929	bflo_22850
OG0006894	MOUSE06080	bflo_23771
OG0006895	MOUSE21170	bflo_03293
OG0006896	MOUSE35953, MOUSE35951, MOUSE35954, MOUSE35952	bflo_07051
OG0006897	MOUSE10431, MOUSE10432	bflo_06445
OG0006898	MOUSE49458, MOUSE49461	bflo_12617
OG0006899	MOUSE54071, MOUSE54066, MOUSE54063, MOUSE01868, MOUSE01869, MOUSE01867	bflo_10493
OG0006900	MOUSE16574, MOUSE16558	bflo_17774
OG0006901	MOUSE22140	bflo_19215
OG0006902	MOUSE12823, MOUSE12825, MOUSE12824	bflo_16739
OG0006903	MOUSE05186	bflo_25124, bflo_24851, bflo_02392
OG0006904	MOUSE36413, MOUSE36412, MOUSE36414	bflo_08783
OG0006905	MOUSE28950	bflo_13409
OG0006907	MOUSE35649, MOUSE35648	bflo_05668
OG0006908	MOUSE05017	bflo_20369
OG0006909	MOUSE53609, MOUSE53608, MOUSE53610	bflo_11161
OG0006911	MOUSE20440	bflo_16763
OG0006912	MOUSE24083, MOUSE24084	bflo_16818
OG0006913	MOUSE37136, MOUSE37137	bflo_16845
OG0006914	MOUSE32366, MOUSE32365, MOUSE32364, MOUSE32363	bflo_06676
OG0006915	MOUSE44315, MOUSE44316, MOUSE44314, MOUSE44317	bflo_12701, bflo_24776
OG0006916	MOUSE49691, MOUSE49690	bflo_05711
OG0006917	MOUSE23023, MOUSE23022, MOUSE23024	bflo_24966
OG0006918	MOUSE13577, MOUSE13576, MOUSE13578	bflo_06388
OG0006919	MOUSE36218, MOUSE36216, MOUSE36217	bflo_10781
OG0006920	MOUSE12512	bflo_18393
OG0006921	MOUSE29807, MOUSE29808, MOUSE29804, MOUSE29805, MOUSE29806	bflo_17039
OG0006922	MOUSE46130, MOUSE46129	bflo_22907, bflo_22906, bflo_16709
OG0006924	MOUSE19139, MOUSE19140	bflo_14841
OG0006925	MOUSE27502, MOUSE27499	bflo_01234
OG0006926	MOUSE34131	bflo_01326
OG0006927	MOUSE01549, MOUSE01548, MOUSE01547	bflo_25864
OG0006928	MOUSE35623	bflo_21086
OG0006930	MOUSE09636	bflo_18159
OG0006931	MOUSE12676	bflo_03880
OG0006932	MOUSE14249, MOUSE14250	bflo_23118, bflo_22872
OG0006934	MOUSE12905, MOUSE12906	bflo_22320
OG0006935	MOUSE32527, MOUSE32526	bflo_10058
OG0006936	MOUSE00847, MOUSE00846	bflo_10276, bflo_09616
OG0006937	MOUSE35606	bflo_06019
OG0006938	MOUSE41043, MOUSE41042, MOUSE41040, MOUSE41041	bflo_11763
OG0006939	MOUSE34061, MOUSE34060	bflo_05623
OG0006940	MOUSE05605, MOUSE05603, MOUSE05604	bflo_00686
OG0006942	MOUSE20201, MOUSE20202	bflo_16437
OG0006943	MOUSE21146	bflo_06674
OG0006944	MOUSE52613, MOUSE52615, MOUSE52614	bflo_11099
OG0006945	MOUSE22142, MOUSE22143, MOUSE22141, MOUSE22145	bflo_18670
OG0006946	MOUSE25480	bflo_16430
OG0006947	MOUSE05975, MOUSE05974	bflo_23439
OG0006947	MOUSE38579, MOUSE38578	bflo_10825
OG0006948	MOUSE14082	bflo_23320
OG0006949	MOUSE51685	bflo_08640
OG0006951	MOUSE38916	bflo_02466
OG0006952	MOUSE54586, MOUSE32099, MOUSE32100	bflo_12669
OG0006953	MOUSE04485	bflo_23341
OG0006954	MOUSE07137, MOUSE07136	bflo_17503
OG0006955	MOUSE35292	bflo_10967
OG0006956	MOUSE46848, MOUSE46846, MOUSE46847, MOUSE46845	bflo_09317
OG0006957	MOUSE09556, MOUSE09555, MOUSE09557	bflo_08841
OG0006958	MOUSE25854	bflo_15840, bflo_15252, bflo_15171
OG0006960	MOUSE15811, MOUSE15812	bflo_06033
OG0006962	MOUSE33764	bflo_19179
OG0006964	MOUSE00609	bflo_18137
OG0006965	MOUSE36896, MOUSE36897	bflo_07273
OG0006966	MOUSE29849, MOUSE29852	bflo_21938
OG0006967	MOUSE14234	bflo_23381
OG0006968	MOUSE13899, MOUSE13901	bflo_12636
OG0006969	MOUSE35832, MOUSE35830, MOUSE35829	bflo_09435
OG0006970	MOUSE26650	bflo_20527
OG0006971	MOUSE37465	bflo_20344
OG0006972	MOUSE49561, MOUSE49562	bflo_13495
OG0006973	MOUSE00510, MOUSE00509, MOUSE00508, MOUSE00507, MOUSE00506	bflo_17571
OG0006975	MOUSE33904, MOUSE33903	bflo_18089
OG0006976	MOUSE00665, MOUSE00662, MOUSE00664, MOUSE00663	bflo_18136
OG0006977	MOUSE10916, MOUSE10917	bflo_11476
OG0006978	MOUSE10225, MOUSE10227	bflo_06276
OG0006979	MOUSE27624, MOUSE27625	bflo_08448
OG0006980	MOUSE15424	bflo_24447
OG0006981	MOUSE27032, MOUSE27031, MOUSE27030	bflo_09863
OG0006982	MOUSE27876, MOUSE27877	bflo_09169
OG0006983	MOUSE34876, MOUSE34874, MOUSE34875	bflo_24722
OG0006984	MOUSE14526	bflo_09857
OG0006985	MOUSE40889	bflo_11656
OG0006987	MOUSE23790, MOUSE23791	bflo_15760
OG0006988	MOUSE43131, MOUSE43132	bflo_09353
OG0006989	MOUSE22512	bflo_04780
OG0006990	MOUSE21147	bflo_07372
OG0006991	MOUSE29125	bflo_06043
OG0006993	MOUSE22722	bflo_22403
OG0006994	MOUSE26596	bflo_02112
OG0006995	MOUSE10952, MOUSE10951, MOUSE10949	bflo_02848
OG0006996	MOUSE18752	bflo_10719
OG0006997	MOUSE14368	bflo_11454
OG0006998	MOUSE05846	bflo_23590
OG0006999	MOUSE13476	bflo_01138
OG0007000	MOUSE27781	bflo_10483
OG0007001	MOUSE41846	bflo_03475
OG0007002	MOUSE25836, MOUSE25835	bflo_15746
OG0007003	MOUSE09049	bflo_13387
OG0007004	MOUSE19936	bflo_05403, bflo_13198, bflo_13009
OG0007005	MOUSE38053, MOUSE38054, MOUSE38052	bflo_20341
OG0007006	MOUSE15876, MOUSE15875	bflo_15545
OG0007007	MOUSE50660, MOUSE50659, MOUSE50658	bflo_18247
OG0007009	MOUSE20677, MOUSE20678, MOUSE20679	bflo_07642
OG0007010	MOUSE36520, MOUSE36523, MOUSE36522	bflo_14446
OG0007011	MOUSE50033	bflo_15254
OG0007012	MOUSE31649	bflo_08408
