Orthogroup	MOUSE	BRAFL
OG0001063	MOUSE18788, MOUSE18787, MOUSE18786, MOUSE18785	bflo_10992
OG0001065	MOUSE27426, MOUSE24670	bflo_24302
OG0001066	MOUSE31058, MOUSE31059, MOUSE52782, MOUSE52781, MOUSE31057	bflo_07352
OG0001068	MOUSE41302, MOUSE41301, MOUSE41300	bflo_24364
OG0001072	MOUSE37374, MOUSE37375	bflo_20583
OG0001072	MOUSE39399	bflo_01344
OG0001073	MOUSE19348, MOUSE19347, MOUSE19349, MOUSE19345, MOUSE19346, MOUSE54847, MOUSE54846, MOUSE54845, MOUSE12977, MOUSE12979, MOUSE12976	bflo_14186
OG0001075	MOUSE09043, MOUSE06818, MOUSE06819, MOUSE06820, MOUSE06821	bflo_01789
OG0001076	MOUSE38870, MOUSE38871, MOUSE38872, MOUSE36450, MOUSE36452, MOUSE36451, MOUSE36453, MOUSE36454	bflo_14398
OG0001077	MOUSE25115	bflo_19161, bflo_19130
OG0001077	MOUSE06925	bflo_15522
OG0001078	MOUSE14310, MOUSE17245, MOUSE27022, MOUSE27027	bflo_10417
OG0001079	MOUSE31079, MOUSE31080, MOUSE39091, MOUSE53562	bflo_11561
OG0001080	MOUSE50489, MOUSE50488, MOUSE50490	bflo_06623
OG0001080	MOUSE43745, MOUSE32058, MOUSE32057, MOUSE32055, MOUSE32056, MOUSE43743	bflo_21619
OG0001081	MOUSE44218, MOUSE44217	bflo_15729, bflo_03684
OG0001082	MOUSE22504, MOUSE22503, MOUSE14725, MOUSE14727, MOUSE14726	bflo_19096
OG0001083	MOUSE00912, MOUSE00913, MOUSE19180, MOUSE12820, MOUSE12819, MOUSE40225, MOUSE40226	bflo_10562
OG0001084	MOUSE06940	bflo_04559
OG0001084	MOUSE06941	bflo_26439
OG0001085	MOUSE40824, MOUSE40823, MOUSE40825, MOUSE40826, MOUSE40827, MOUSE40829, MOUSE53553, MOUSE53556, MOUSE53552, MOUSE53551, MOUSE39040, MOUSE39039, MOUSE18292, MOUSE18283, MOUSE18291, MOUSE18285	bflo_11120
OG0001088	MOUSE07723, MOUSE07722, MOUSE07721	bflo_18566
OG0001089	MOUSE43018, MOUSE15947	bflo_05776
OG0001090	MOUSE22596, MOUSE22597, MOUSE22595, MOUSE22594, MOUSE22593	bflo_03656
OG0001091	MOUSE26429, MOUSE05169, MOUSE38963, MOUSE38962, MOUSE38960, MOUSE38961, MOUSE26427, MOUSE26428, MOUSE26425, MOUSE05170, MOUSE26426	bflo_26460
OG0001092	MOUSE29822, MOUSE30125, MOUSE30123, MOUSE30126, MOUSE30124	bflo_15467
OG0001093	MOUSE38937, MOUSE38936, MOUSE38933, MOUSE38940, MOUSE38938, MOUSE38934, MOUSE38935, MOUSE38932, MOUSE38939, MOUSE05160, MOUSE05161	bflo_02494
OG0001094	MOUSE28049, MOUSE07073, MOUSE20159, MOUSE20160, MOUSE07072	bflo_10325
OG0001095	MOUSE23369, MOUSE23364, MOUSE02408, MOUSE02419, MOUSE02417, MOUSE02410, MOUSE02413, MOUSE02415, MOUSE02412, MOUSE02418, MOUSE23367, MOUSE23365, MOUSE23371, MOUSE23370, MOUSE23366, MOUSE53105, MOUSE53107, MOUSE53109, MOUSE53106, MOUSE53110, MOUSE23368	bflo_26605, bflo_00827, bflo_26602
OG0001101	MOUSE55171	bflo_12035
OG0001102	MOUSE28026, MOUSE28027	bflo_23676
OG0001103	MOUSE00149, MOUSE29284, MOUSE29285	bflo_01225
OG0001104	MOUSE27676, MOUSE27677	bflo_00423
OG0001104	MOUSE13548, MOUSE34311, MOUSE34309, MOUSE34310, MOUSE35692, MOUSE35691, MOUSE35688, MOUSE35687, MOUSE35689, MOUSE35690	bflo_01201
OG0001105	MOUSE30017, MOUSE30016	bflo_10029
OG0001105	MOUSE28297	bflo_23443, bflo_02480
OG0001106	MOUSE44590, MOUSE44591	bflo_06185
OG0001107	MOUSE54131, MOUSE54133, MOUSE54132, MOUSE54134, MOUSE47567, MOUSE47571, MOUSE47570, MOUSE47568, MOUSE47573, MOUSE47572, MOUSE47564, MOUSE47565, MOUSE47569, MOUSE47562, MOUSE47563, MOUSE47566	bflo_22127
OG0001108	MOUSE14807	bflo_00378
OG0001108	MOUSE38129, MOUSE38128	bflo_20433
OG0001109	MOUSE06082, MOUSE06085, MOUSE06084, MOUSE36088, MOUSE36087	bflo_14803, bflo_14804
OG0001110	MOUSE31269, MOUSE31270, MOUSE31274, MOUSE31267, MOUSE31276, MOUSE31268, MOUSE31272, MOUSE31273, MOUSE31271, MOUSE31275, MOUSE25541, MOUSE25546, MOUSE25545, MOUSE25543, MOUSE25544, MOUSE25542	bflo_16461, bflo_16317
OG0001111	MOUSE12418, MOUSE12417, MOUSE12423, MOUSE12422, MOUSE12421, MOUSE12419, MOUSE12420	bflo_13059
OG0001111	MOUSE15293, MOUSE15294	bflo_21070, bflo_22350
OG0001112	MOUSE23123, MOUSE23122, MOUSE13097, MOUSE54032	bflo_22501
OG0001113	MOUSE14213	bflo_14797
OG0001113	MOUSE00908, MOUSE52286	bflo_22426
OG0001113	MOUSE06432	bflo_26422
OG0001114	MOUSE51574, MOUSE51573, MOUSE30316, MOUSE30317, MOUSE51577, MOUSE51576, MOUSE51579, MOUSE51580, MOUSE51575, MOUSE51581, MOUSE30318	bflo_04550
OG0001115	MOUSE41051, MOUSE17268, MOUSE41049, MOUSE41052, MOUSE14373, MOUSE17269	bflo_02490
OG0001117	MOUSE23208, MOUSE23207, MOUSE28243, MOUSE28244, MOUSE28247, MOUSE28248, MOUSE28246, MOUSE28245, MOUSE12315, MOUSE12314, MOUSE12312, MOUSE12313	bflo_18874
OG0001119	MOUSE52034, MOUSE52033, MOUSE52035, MOUSE13851, MOUSE13853, MOUSE13852, MOUSE13854	bflo_01654
OG0001121	MOUSE16615, MOUSE01274, MOUSE01275, MOUSE16614, MOUSE16616, MOUSE01272	bflo_24945, bflo_17622, bflo_24293, bflo_04825
OG0001123	MOUSE52428, MOUSE52427, MOUSE52429	bflo_09074
OG0001123	MOUSE10104, MOUSE10103, MOUSE10102, MOUSE10101	bflo_20201
OG0001124	MOUSE06528, MOUSE06527, MOUSE06526	bflo_23639
OG0001124	MOUSE53543, MOUSE53521, MOUSE53533, MOUSE53525, MOUSE53529, MOUSE53532, MOUSE53519, MOUSE53542, MOUSE53524, MOUSE53530, MOUSE53536, MOUSE53535, MOUSE53523, MOUSE53527, MOUSE53528, MOUSE53534, MOUSE53522, MOUSE53544, MOUSE53545, MOUSE53546	bflo_10476
OG0001126	MOUSE04156, MOUSE04157	bflo_21937
OG0001126	MOUSE29593, MOUSE29594	bflo_12463, bflo_10927
OG0001127	MOUSE22299, MOUSE22300, MOUSE22301, MOUSE49977, MOUSE49964, MOUSE49979, MOUSE49972, MOUSE49973, MOUSE49971, MOUSE49980, MOUSE49963, MOUSE49976, MOUSE49975, MOUSE49974, MOUSE49968, MOUSE49962, MOUSE49961, MOUSE49970, MOUSE49965, MOUSE49969, MOUSE49978	bflo_19588
OG0001127	MOUSE49981	bflo_19589
OG0001128	MOUSE08081, MOUSE08083, MOUSE08084, MOUSE08085, MOUSE08082, MOUSE42773, MOUSE24638, MOUSE24639, MOUSE24641, MOUSE24642, MOUSE24646, MOUSE24644, MOUSE24640, MOUSE24645, MOUSE24643	bflo_09982
OG0001129	MOUSE49537, MOUSE49538, MOUSE32104	bflo_12819
OG0001129	MOUSE08951, MOUSE08950	bflo_13264
OG0001130	MOUSE23183, MOUSE23181, MOUSE23179, MOUSE23180, MOUSE23178, MOUSE23182	bflo_03852, bflo_06407, bflo_04255
OG0001131	MOUSE03057, MOUSE03058, MOUSE03056, MOUSE03059, MOUSE03060, MOUSE03061, MOUSE08073, MOUSE08072	bflo_25190
OG0001132	MOUSE20734, MOUSE20732, MOUSE20733	bflo_06192
OG0001133	MOUSE17666, MOUSE17665	bflo_17034
OG0001133	MOUSE10581	bflo_25491
OG0001134	MOUSE45585, MOUSE45586, MOUSE45589, MOUSE45473, MOUSE45481, MOUSE45482, MOUSE45588, MOUSE45587, MOUSE06312, MOUSE06311, MOUSE38657	bflo_22790
OG0001135	MOUSE05096	bflo_14080
OG0001136	MOUSE01519, MOUSE01518, MOUSE19515, MOUSE51766, MOUSE51761, MOUSE51768, MOUSE51767, MOUSE51763, MOUSE51762	bflo_06069
OG0001137	MOUSE43319, MOUSE43318, MOUSE43321, MOUSE43320, MOUSE43322, MOUSE18704, MOUSE18705, MOUSE18703	bflo_23646
OG0001138	MOUSE02531, MOUSE02530, MOUSE08511, MOUSE08510, MOUSE08509, MOUSE52336, MOUSE52335	bflo_00349, bflo_14068, bflo_00161
OG0001139	MOUSE14337, MOUSE14338, MOUSE47081, MOUSE47084, MOUSE47083, MOUSE47085	bflo_09826
OG0001141	MOUSE09631, MOUSE09629, MOUSE09627, MOUSE09626, MOUSE09630, MOUSE09633, MOUSE09632, MOUSE09634, MOUSE09635, MOUSE09628, MOUSE09625, MOUSE09623, MOUSE09621, MOUSE09619, MOUSE09620, MOUSE09624, MOUSE09622	bflo_03254
OG0001142	MOUSE20269, MOUSE20265, MOUSE20263, MOUSE20266, MOUSE20264	bflo_01437
OG0001143	MOUSE39141, MOUSE51998, MOUSE51999, MOUSE52002, MOUSE52001, MOUSE52000, MOUSE51997, MOUSE32545, MOUSE30698, MOUSE30699	bflo_07319
OG0001144	MOUSE14867, MOUSE14868, MOUSE14873, MOUSE14874, MOUSE14871, MOUSE14869, MOUSE14872, MOUSE26472, MOUSE26474, MOUSE26475, MOUSE26469, MOUSE26468, MOUSE26470, MOUSE26471, MOUSE26473, MOUSE39831, MOUSE39830, MOUSE39832	bflo_00201
OG0001146	MOUSE15550, MOUSE15549, MOUSE15547, MOUSE15548, MOUSE15551, MOUSE15552, MOUSE15553, MOUSE15554, MOUSE35011, MOUSE35010, MOUSE35009, MOUSE35008, MOUSE35006, MOUSE35007, MOUSE35012, MOUSE04052, MOUSE04050, MOUSE04051, MOUSE04053	bflo_25096, bflo_22204
OG0001148	MOUSE53365	bflo_18428, bflo_17694, bflo_17724, bflo_27225, bflo_17202, bflo_17203, bflo_12826, bflo_12827
OG0001149	MOUSE17721, MOUSE17720, MOUSE17719, MOUSE31773, MOUSE31774	bflo_16620, bflo_02962, bflo_01361, bflo_02409, bflo_00024, bflo_02408, bflo_24981, bflo_24690, bflo_09301, bflo_12993, bflo_24100, bflo_02029, bflo_07202, bflo_17094, bflo_13951, bflo_13488, bflo_16513, bflo_16878
OG0001155	MOUSE04565	bflo_20442
OG0001156	MOUSE14565, MOUSE14566, MOUSE14560, MOUSE14564, MOUSE14562, MOUSE14568, MOUSE14567, MOUSE14561, MOUSE14563, MOUSE05676, MOUSE05671, MOUSE05675, MOUSE05672, MOUSE06929, MOUSE06928, MOUSE06927, MOUSE06930, MOUSE06931, MOUSE23041, MOUSE23040	bflo_18549
OG0001157	MOUSE18647	bflo_04821, bflo_19940, bflo_20881, bflo_20767, bflo_20880, bflo_16213, bflo_10961, bflo_11394, bflo_12016, bflo_11393, bflo_12015, bflo_24250, bflo_16503, bflo_08909, bflo_02822, bflo_11112, bflo_19937, bflo_20794, bflo_19947, bflo_20768, bflo_19948, bflo_19939, bflo_19935, bflo_19946, bflo_19927, bflo_19870, bflo_02763, bflo_16780
OG0001158	MOUSE28961, MOUSE28960, MOUSE28959, MOUSE19682, MOUSE19683	bflo_13300, bflo_11159
OG0001159	MOUSE06681, MOUSE06680, MOUSE13400, MOUSE13401	bflo_01553
OG0001160	MOUSE01860	bflo_09781, bflo_25996, bflo_26928, bflo_09780
OG0001161	MOUSE11704, MOUSE51823, MOUSE51825, MOUSE51822, MOUSE51824, MOUSE51821, MOUSE32420, MOUSE32421, MOUSE32419	bflo_08066
OG0001162	MOUSE51204, MOUSE51206, MOUSE51207, MOUSE51209, MOUSE51205, MOUSE16164, MOUSE16165	bflo_17404
OG0001163	MOUSE21150, MOUSE21152, MOUSE21149, MOUSE21151	bflo_06913, bflo_07427
OG0001165	MOUSE21674	bflo_01574
OG0001165	MOUSE53722	bflo_22236
OG0001166	MOUSE18158, MOUSE18154, MOUSE18157, MOUSE18161, MOUSE18155, MOUSE18159, MOUSE18160, MOUSE18156, MOUSE07672, MOUSE07673, MOUSE20319, MOUSE20320	bflo_14820, bflo_15448
OG0001167	MOUSE08062, MOUSE08061, MOUSE08060, MOUSE08059, MOUSE08058, MOUSE03052	bflo_16326
OG0001168	MOUSE08773, MOUSE08775, MOUSE08772, MOUSE28772, MOUSE28774, MOUSE28776, MOUSE28778, MOUSE28777, MOUSE49342, MOUSE28775, MOUSE28773, MOUSE49343, MOUSE49344	bflo_20423, bflo_20474, bflo_13463
OG0001169	MOUSE45327, MOUSE45328, MOUSE45326, MOUSE45332, MOUSE45333, MOUSE45331, MOUSE45330, MOUSE45329, MOUSE50165, MOUSE50167, MOUSE50164, MOUSE50163, MOUSE50166	bflo_14076, bflo_12639
OG0001170	MOUSE16455	bflo_11360
OG0001171	MOUSE21547, MOUSE21549, MOUSE21548, MOUSE00273, MOUSE00265, MOUSE00271, MOUSE00268, MOUSE00270, MOUSE00272, MOUSE28610, MOUSE28611	bflo_05953
OG0001172	MOUSE18937, MOUSE22349	bflo_02862
OG0001172	MOUSE22242, MOUSE35215, MOUSE05716	bflo_02443
OG0001173	MOUSE30376	bflo_06950
OG0001173	MOUSE30375	bflo_04050, bflo_04048
OG0001174	MOUSE14404, MOUSE40968, MOUSE40967, MOUSE40966, MOUSE40969	bflo_11141
OG0001176	MOUSE48355, MOUSE48354, MOUSE11547, MOUSE11548	bflo_07517
OG0001177	MOUSE18974	bflo_01608
OG0001178	MOUSE33286, MOUSE33287	bflo_25556
OG0001178	MOUSE53699	bflo_22453
OG0001179	MOUSE28734, MOUSE28732, MOUSE28733, MOUSE28729, MOUSE28730	bflo_13513
OG0001180	MOUSE36605, MOUSE36606, MOUSE36604	bflo_06736, bflo_00350
OG0001181	MOUSE25133, MOUSE25132, MOUSE25129, MOUSE25130, MOUSE25131, MOUSE05285, MOUSE05284, MOUSE05286, MOUSE05283	bflo_18914
OG0001182	MOUSE18698	bflo_03435
OG0001183	MOUSE05711, MOUSE05710, MOUSE05708, MOUSE05709	bflo_19634
OG0001184	MOUSE17556, MOUSE17557	bflo_15772
OG0001184	MOUSE26991, MOUSE26992, MOUSE26989, MOUSE26990	bflo_09793
OG0001185	MOUSE00151, MOUSE00154, MOUSE00152, MOUSE00153	bflo_06562
OG0001186	MOUSE19689, MOUSE49888, MOUSE49887	bflo_12657
OG0001186	MOUSE49824, MOUSE49829, MOUSE49825, MOUSE49826, MOUSE49828	bflo_12919
OG0001187	MOUSE40796, MOUSE40797, MOUSE40798	bflo_18352, bflo_17267, bflo_06600, bflo_06585, bflo_06590, bflo_06591, bflo_18234, bflo_25290, bflo_26120, bflo_06592, bflo_18465, bflo_18461, bflo_18463, bflo_18462, bflo_08800, bflo_10438, bflo_10068, bflo_12634, bflo_12633, bflo_04140, bflo_10069, bflo_12876, bflo_17352, bflo_04133, bflo_04125, bflo_09603, bflo_05471
OG0001188	MOUSE18724, MOUSE18725	bflo_05292
OG0001189	MOUSE29267, MOUSE29265, MOUSE29266, MOUSE29261, MOUSE29264, MOUSE29262, MOUSE06856, MOUSE06854, MOUSE06855, MOUSE21523, MOUSE06857	bflo_06318
OG0001190	MOUSE47657, MOUSE47658, MOUSE47659, MOUSE47660, MOUSE34550, MOUSE34553, MOUSE34551, MOUSE34549, MOUSE34547, MOUSE34546, MOUSE34548, MOUSE34552	bflo_25067
OG0001191	MOUSE12783, MOUSE12784, MOUSE00924, MOUSE00927, MOUSE19181	bflo_10001
OG0001196	MOUSE43590, MOUSE43587, MOUSE43586, MOUSE43588, MOUSE43591, MOUSE24318, MOUSE24319, MOUSE24316	bflo_09773
OG0001198	MOUSE01331, MOUSE51388, MOUSE51389	bflo_02095
OG0001198	MOUSE46948, MOUSE46947	bflo_03034
OG0001199	MOUSE00199, MOUSE00196, MOUSE00198, MOUSE00197	bflo_17249
OG0001200	MOUSE07973, MOUSE07972, MOUSE07970, MOUSE07971	bflo_09896, bflo_19272
OG0001200	MOUSE07974	bflo_21205
OG0001202	MOUSE36133, MOUSE36134, MOUSE36132	bflo_02498
OG0001204	MOUSE05024, MOUSE05026, MOUSE05025	bflo_20309, bflo_20315
OG0001205	MOUSE08235, MOUSE08237	bflo_14061, bflo_27112
OG0001207	MOUSE23357, MOUSE23358	bflo_21743
OG0001207	MOUSE05847, MOUSE19129	bflo_02422
OG0001208	MOUSE26418, MOUSE26416, MOUSE26415, MOUSE26419, MOUSE26417, MOUSE38954, MOUSE38955, MOUSE38952, MOUSE38953	bflo_25733
OG0001209	MOUSE48013, MOUSE48016, MOUSE48015, MOUSE48017, MOUSE48014	bflo_26894
OG0001210	MOUSE28107	bflo_07894
OG0001210	MOUSE52269	bflo_24464
OG0001210	MOUSE52270, MOUSE52268, MOUSE52267	bflo_04429
OG0001211	MOUSE25178, MOUSE25179, MOUSE05184, MOUSE25180, MOUSE05183, MOUSE30599, MOUSE30606, MOUSE30604, MOUSE30608, MOUSE30610, MOUSE30609, MOUSE30607, MOUSE30602, MOUSE30603, MOUSE30605, MOUSE30598, MOUSE30600, MOUSE30597, MOUSE30601, MOUSE30577, MOUSE30578, MOUSE25177, MOUSE05182	bflo_00897
OG0001212	MOUSE29621, MOUSE29618, MOUSE29620, MOUSE29619	bflo_15260
OG0001213	MOUSE46717, MOUSE46716, MOUSE46715	bflo_10680
OG0001213	MOUSE37458	bflo_20590
OG0001214	MOUSE25114, MOUSE02294, MOUSE02293	bflo_11103
OG0001215	MOUSE08734, MOUSE08735, MOUSE19131, MOUSE19132, MOUSE14747, MOUSE14748, MOUSE14746, MOUSE14745, MOUSE14744	bflo_00807
OG0001216	MOUSE04150, MOUSE41652, MOUSE04149	bflo_24683
OG0001216	MOUSE49613	bflo_13216
OG0001217	MOUSE55237, MOUSE55236, MOUSE00073, MOUSE00072	bflo_17953
OG0001218	MOUSE41470, MOUSE41466, MOUSE41467, MOUSE41468, MOUSE34978, MOUSE34980, MOUSE34979, MOUSE04035, MOUSE04034, MOUSE04033	bflo_24854
OG0001219	MOUSE30324, MOUSE30320, MOUSE30322	bflo_01008
OG0001220	MOUSE37900, MOUSE37901, MOUSE37902, MOUSE37904, MOUSE37898, MOUSE37899	bflo_20837
OG0001221	MOUSE12352, MOUSE12358, MOUSE12355, MOUSE12353	bflo_13343
OG0001223	MOUSE32020, MOUSE49000, MOUSE49002, MOUSE49001, MOUSE11999, MOUSE28618, MOUSE28617, MOUSE28619, MOUSE28620, MOUSE28621	bflo_12732
OG0001224	MOUSE43304, MOUSE43303, MOUSE43301, MOUSE43300, MOUSE43298, MOUSE43299	bflo_04929
OG0001225	MOUSE44566, MOUSE44565, MOUSE44564, MOUSE20743, MOUSE01626	bflo_08317
OG0001226	MOUSE16467, MOUSE16468, MOUSE16465, MOUSE16466, MOUSE54761, MOUSE52127, MOUSE52129, MOUSE52128	bflo_18009
OG0001227	MOUSE54626, MOUSE54628, MOUSE54627, MOUSE54629, MOUSE54622, MOUSE54625, MOUSE54623, MOUSE54624	bflo_17418
OG0001230	MOUSE33961	bflo_16407
OG0001231	MOUSE07311, MOUSE07310, MOUSE18761, MOUSE18760, MOUSE18763, MOUSE18762	bflo_03798
OG0001232	MOUSE16918	bflo_23005, bflo_23685
OG0001236	MOUSE43548, MOUSE43547	bflo_24082
OG0001237	MOUSE44675, MOUSE30819, MOUSE10307, MOUSE10308	bflo_08453
OG0001238	MOUSE09449	bflo_06313
OG0001238	MOUSE53338, MOUSE53337, MOUSE53334, MOUSE53336, MOUSE53335, MOUSE05724, MOUSE14724	bflo_26480
OG0001239	MOUSE39125, MOUSE39126, MOUSE39130, MOUSE39124, MOUSE39127, MOUSE39128, MOUSE39123, MOUSE39129, MOUSE10900, MOUSE10899, MOUSE10897, MOUSE10896, MOUSE10898, MOUSE10895, MOUSE39131	bflo_10959
OG0001240	MOUSE44694, MOUSE44691, MOUSE44692, MOUSE44689, MOUSE30170, MOUSE09640, MOUSE09641, MOUSE09643, MOUSE09642, MOUSE09644	bflo_06423
OG0001241	MOUSE28271	bflo_06240
OG0001241	MOUSE13111, MOUSE13112, MOUSE13113, MOUSE54117	bflo_21597
OG0001243	MOUSE48006, MOUSE48010, MOUSE48011, MOUSE48005, MOUSE48012, MOUSE51749, MOUSE51750, MOUSE51747, MOUSE51748	bflo_08723
OG0001247	MOUSE53759, MOUSE39462, MOUSE39463, MOUSE41058, MOUSE53757, MOUSE53755, MOUSE53758, MOUSE53756, MOUSE41059, MOUSE41060	bflo_12136
OG0001248	MOUSE22966, MOUSE22967, MOUSE22968, MOUSE35498, MOUSE35495, MOUSE02365, MOUSE02364, MOUSE35496, MOUSE22969	bflo_00177
OG0001249	MOUSE18428	bflo_25407
OG0001249	MOUSE32916, MOUSE32917, MOUSE33692, MOUSE33693, MOUSE18429, MOUSE18431, MOUSE18430	bflo_25542
OG0001250	MOUSE05083, MOUSE05082, MOUSE05080, MOUSE05081, MOUSE05079, MOUSE48689, MOUSE48694, MOUSE48691, MOUSE48693, MOUSE03759, MOUSE03761, MOUSE03762, MOUSE03760, MOUSE03758, MOUSE03757, MOUSE03763, MOUSE03764, MOUSE48692	bflo_23893
OG0001251	MOUSE12317, MOUSE12318, MOUSE12320, MOUSE12319, MOUSE12322, MOUSE12323, MOUSE12316	bflo_13478
OG0001252	MOUSE48386, MOUSE48387, MOUSE48388, MOUSE31394, MOUSE31395, MOUSE31396, MOUSE31397, MOUSE31393, MOUSE01415, MOUSE01416, MOUSE01414	bflo_25844
OG0001253	MOUSE14428, MOUSE17305, MOUSE17304, MOUSE14429, MOUSE17299, MOUSE17303, MOUSE17301, MOUSE17300, MOUSE17302	bflo_11668, bflo_06734
OG0001254	MOUSE23171, MOUSE23169, MOUSE23170, MOUSE27590, MOUSE27591, MOUSE27592	bflo_16683
OG0001255	MOUSE13698, MOUSE13696, MOUSE00483, MOUSE31772, MOUSE28644, MOUSE00320, MOUSE00319, MOUSE00318, MOUSE13558	bflo_16332
OG0001256	MOUSE16607, MOUSE16606	bflo_27204, bflo_17356
OG0001261	MOUSE30117, MOUSE30118, MOUSE45624, MOUSE45621, MOUSE45627, MOUSE45626, MOUSE45623, MOUSE45625	bflo_27125, bflo_14339
OG0001262	MOUSE25437, MOUSE17627, MOUSE17628, MOUSE17631, MOUSE17629, MOUSE17630	bflo_15864
OG0001263	MOUSE47783, MOUSE11081, MOUSE11080	bflo_07084
OG0001263	MOUSE05175, MOUSE05174, MOUSE05173, MOUSE05176, MOUSE05172	bflo_10303
OG0001264	MOUSE49815, MOUSE28325, MOUSE28323, MOUSE28324, MOUSE28327, MOUSE28322, MOUSE28326, MOUSE49812, MOUSE49814, MOUSE49813, MOUSE32092, MOUSE32093, MOUSE32094	bflo_13401
OG0001266	MOUSE18603, MOUSE18604, MOUSE28501	bflo_05662
OG0001267	MOUSE48061	bflo_14627, bflo_14348
OG0001267	MOUSE38165, MOUSE38164, MOUSE37871, MOUSE20495	bflo_20420
OG0001268	MOUSE36602, MOUSE36603	bflo_06467
OG0001268	MOUSE55418, MOUSE53751	bflo_11029
OG0001270	MOUSE16996	bflo_23365
OG0001270	MOUSE15064	bflo_22891
OG0001271	MOUSE35510, MOUSE35509, MOUSE05864, MOUSE05862, MOUSE05863, MOUSE14691	bflo_11260, bflo_18970
OG0001272	MOUSE07100, MOUSE46331, MOUSE32891, MOUSE32892, MOUSE46332, MOUSE04684, MOUSE32617	bflo_20203
OG0001273	MOUSE44880, MOUSE44879, MOUSE44878, MOUSE44882, MOUSE44881, MOUSE48442, MOUSE48441, MOUSE48440, MOUSE10259, MOUSE10261, MOUSE10257, MOUSE10254, MOUSE10251, MOUSE10258, MOUSE10252, MOUSE10260, MOUSE10253	bflo_00724, bflo_03191
OG0001274	MOUSE31851, MOUSE31850, MOUSE31857, MOUSE31856, MOUSE31852, MOUSE31854, MOUSE31853, MOUSE31858, MOUSE18476, MOUSE25711, MOUSE25713, MOUSE25714, MOUSE25708	bflo_15721
OG0001276	MOUSE45279, MOUSE45280, MOUSE45278, MOUSE19359	bflo_14135
OG0001278	MOUSE06444, MOUSE06445, MOUSE06443, MOUSE06442, MOUSE24602	bflo_02941, bflo_01205
OG0001279	MOUSE43221, MOUSE43228, MOUSE43223, MOUSE43226, MOUSE43225, MOUSE08244, MOUSE08245, MOUSE43227, MOUSE43224, MOUSE43222, MOUSE08243, MOUSE08242, MOUSE24506, MOUSE24507	bflo_08526
OG0001280	MOUSE44896, MOUSE44895, MOUSE44898, MOUSE18406, MOUSE33000, MOUSE33001, MOUSE33002, MOUSE32998, MOUSE32999	bflo_05584
OG0001282	MOUSE04240, MOUSE29444, MOUSE04236, MOUSE04239, MOUSE04238, MOUSE04237, MOUSE29443, MOUSE29440, MOUSE29442, MOUSE29441	bflo_26722, bflo_03069
OG0001284	MOUSE39659	bflo_19270
OG0001284	MOUSE27610	bflo_06254
OG0001285	MOUSE47851	bflo_10129
OG0001286	MOUSE47132	bflo_10170, bflo_26942
OG0001287	MOUSE03490, MOUSE03492, MOUSE03491, MOUSE03488, MOUSE03489, MOUSE36811, MOUSE00735, MOUSE00733, MOUSE00734, MOUSE38003, MOUSE38002, MOUSE36810, MOUSE36815, MOUSE36813, MOUSE36812, MOUSE36809, MOUSE53856, MOUSE53855, MOUSE53857	bflo_14817
OG0001288	MOUSE51561, MOUSE10349	bflo_06118
OG0001289	MOUSE11820, MOUSE11822, MOUSE11823, MOUSE11821, MOUSE49953	bflo_21364
OG0001290	MOUSE19544, MOUSE27700, MOUSE27699, MOUSE27698, MOUSE49084, MOUSE49085	bflo_05691
OG0001291	MOUSE12798, MOUSE12799, MOUSE31626, MOUSE31627, MOUSE11027, MOUSE11026, MOUSE11025, MOUSE11024	bflo_08573
OG0001292	MOUSE53091, MOUSE53085, MOUSE53090, MOUSE53086, MOUSE53089, MOUSE53094, MOUSE53093, MOUSE53092, MOUSE53088, MOUSE53087, MOUSE22996, MOUSE23000, MOUSE22997, MOUSE23001, MOUSE22995, MOUSE22994, MOUSE22998	bflo_18759
OG0001293	MOUSE37967, MOUSE37970, MOUSE37968, MOUSE37979, MOUSE37969, MOUSE20502, MOUSE20501, MOUSE04801, MOUSE04802	bflo_20495
OG0001294	MOUSE07556, MOUSE07561, MOUSE07558	bflo_18510
OG0001295	MOUSE26503	bflo_00207
OG0001296	MOUSE08152, MOUSE08153, MOUSE20336, MOUSE20335, MOUSE24806, MOUSE24807, MOUSE24802, MOUSE24803, MOUSE24809, MOUSE24801, MOUSE24808, MOUSE24805	bflo_12324
OG0001297	MOUSE02143, MOUSE02148, MOUSE02147, MOUSE44433, MOUSE02145, MOUSE02146, MOUSE02144, MOUSE23625, MOUSE44432	bflo_10353
OG0001300	MOUSE52263, MOUSE12894, MOUSE54438, MOUSE54437, MOUSE54436	bflo_05339, bflo_05337, bflo_26790, bflo_20405
OG0001302	MOUSE33570	bflo_25165
OG0001302	MOUSE32071, MOUSE32070	bflo_08709
OG0001304	MOUSE11990, MOUSE11992, MOUSE49007, MOUSE49008, MOUSE49004, MOUSE49005, MOUSE32024, MOUSE32027, MOUSE28599, MOUSE28598	bflo_13694
OG0001305	MOUSE48792, MOUSE48793, MOUSE48791, MOUSE25601, MOUSE31727, MOUSE31724, MOUSE31726	bflo_15741
OG0001306	MOUSE33396, MOUSE33395, MOUSE33394, MOUSE33397	bflo_25980
OG0001306	MOUSE25604, MOUSE25605	bflo_16344
OG0001308	MOUSE00882, MOUSE00883, MOUSE00881, MOUSE00884, MOUSE00885, MOUSE03386, MOUSE36680, MOUSE36681, MOUSE36679, MOUSE36678	bflo_08681
