Orthogroup	MOUSE	CAEEL
OG0000155	MOUSE00137, MOUSE07365, MOUSE13874, MOUSE13880, MOUSE13869, MOUSE13873, MOUSE13870, MOUSE13877, MOUSE13876, MOUSE13878, MOUSE13872, MOUSE13875, MOUSE13871, MOUSE13879, MOUSE13881, MOUSE13883, MOUSE13882, MOUSE13884, MOUSE13885, MOUSE21763, MOUSE21764	CAEEL02327, CAEEL02328, CAEEL02326, CAEEL10961, CAEEL10957
OG0000157	MOUSE20681, MOUSE01676	CAEEL00241
OG0000157	MOUSE49056, MOUSE49057, MOUSE49058	CAEEL01390
OG0000158	MOUSE29248	CAEEL04589
OG0000158	MOUSE23738	CAEEL18898
OG0000158	MOUSE23741, MOUSE23747, MOUSE23838, MOUSE23840, MOUSE23844, MOUSE24208, MOUSE24206, MOUSE32827, MOUSE32828, MOUSE23739, MOUSE23737, MOUSE23748, MOUSE23740, MOUSE29251, MOUSE29249, MOUSE29250, MOUSE29247, MOUSE00038, MOUSE00039, MOUSE00040, MOUSE21506, MOUSE21503, MOUSE21502, MOUSE21504	CAEEL20117, CAEEL08684
OG0000158	MOUSE46608, MOUSE46610, MOUSE46609	CAEEL06141
OG0000159	MOUSE21603	CAEEL19486
OG0000159	MOUSE00612, MOUSE00610, MOUSE00611	CAEEL02031
OG0000159	MOUSE34639, MOUSE34638, MOUSE25717, MOUSE27101, MOUSE27099, MOUSE16708, MOUSE16707	CAEEL05281
OG0000160	MOUSE28371, MOUSE28372, MOUSE28373, MOUSE01089, MOUSE01088, MOUSE01087, MOUSE01081	CAEEL00042, CAEEL17979, CAEEL14963, CAEEL12528
OG0000163	MOUSE14140, MOUSE14139, MOUSE14141, MOUSE06340, MOUSE14142, MOUSE06339	CAEEL08313
OG0000163	MOUSE05232, MOUSE05233, MOUSE05231, MOUSE14893, MOUSE39789, MOUSE39790, MOUSE39791	CAEEL20194, CAEEL08850
OG0000164	MOUSE48534	CAEEL17300, CAEEL20334, CAEEL08421, CAEEL05391, CAEEL18768, CAEEL06090, CAEEL13575, CAEEL06317, CAEEL13576, CAEEL13551, CAEEL06316, CAEEL13587, CAEEL13550, CAEEL06318, CAEEL20325, CAEEL20324, CAEEL06001, CAEEL06002, CAEEL09114, CAEEL05510, CAEEL06315
OG0000165	MOUSE41531, MOUSE47335, MOUSE36894, MOUSE36895, MOUSE47333, MOUSE47332, MOUSE27722, MOUSE10636, MOUSE01353, MOUSE01354, MOUSE01352, MOUSE54126, MOUSE54125, MOUSE54124, MOUSE04088, MOUSE04089, MOUSE15572, MOUSE13139, MOUSE13138	CAEEL07846
OG0000167	MOUSE00471	CAEEL00196
OG0000168	MOUSE01297, MOUSE01296, MOUSE13205, MOUSE33379, MOUSE20806, MOUSE27171, MOUSE02968, MOUSE02969, MOUSE42668	CAEEL19018
OG0000171	MOUSE48309	CAEEL11480
OG0000173	MOUSE16104, MOUSE39556, MOUSE38333, MOUSE38332, MOUSE38331, MOUSE15474, MOUSE52385, MOUSE52384, MOUSE34416, MOUSE34413, MOUSE34415, MOUSE34414, MOUSE22661, MOUSE36595, MOUSE36598, MOUSE36593, MOUSE36596, MOUSE36597, MOUSE36594, MOUSE16111, MOUSE16103, MOUSE52386, MOUSE33906, MOUSE34420, MOUSE34587, MOUSE39602, MOUSE39601, MOUSE33907, MOUSE32174, MOUSE32176, MOUSE32177, MOUSE32175	CAEEL04156
OG0000174	MOUSE13944, MOUSE25057, MOUSE25058	CAEEL12711
OG0000174	MOUSE12800, MOUSE12801, MOUSE31622	CAEEL09479
OG0000175	MOUSE37007, MOUSE37008, MOUSE37004, MOUSE37005, MOUSE37006	CAEEL19241
OG0000175	MOUSE21629, MOUSE32004, MOUSE32003	CAEEL15650, CAEEL01525, CAEEL01870
OG0000179	MOUSE02858, MOUSE18997, MOUSE02856, MOUSE11162	CAEEL13640
OG0000179	MOUSE19509, MOUSE51773	CAEEL02965, CAEEL06713
OG0000179	MOUSE30037, MOUSE26366, MOUSE53320	CAEEL19466, CAEEL07193
OG0000180	MOUSE15253, MOUSE15255, MOUSE15254, MOUSE15252, MOUSE15251	CAEEL03002, CAEEL02981, CAEEL03753
OG0000181	MOUSE14627, MOUSE03706, MOUSE05783	CAEEL07684
OG0000181	MOUSE39163, MOUSE11210, MOUSE11208	CAEEL10858
OG0000181	MOUSE12600, MOUSE29996	CAEEL10772
OG0000181	MOUSE07217	CAEEL12632
OG0000183	MOUSE20350, MOUSE08188, MOUSE42801, MOUSE08189, MOUSE08186, MOUSE08187, MOUSE08190, MOUSE20337, MOUSE20343, MOUSE20344, MOUSE20338, MOUSE20339, MOUSE20341, MOUSE20340, MOUSE24700, MOUSE24701	CAEEL16310, CAEEL16311, CAEEL16312
OG0000183	MOUSE51267, MOUSE51268, MOUSE51266, MOUSE17403, MOUSE51137, MOUSE51138, MOUSE51136, MOUSE51139	CAEEL18435
OG0000184	MOUSE24064, MOUSE24056, MOUSE24057, MOUSE24065, MOUSE24062, MOUSE24061, MOUSE24063, MOUSE24060, MOUSE24059, MOUSE24067, MOUSE24068, MOUSE24181, MOUSE24180, MOUSE24179, MOUSE24178, MOUSE30888	CAEEL11515, CAEEL12978, CAEEL08834, CAEEL11519, CAEEL16164
OG0000185	MOUSE48986, MOUSE48987, MOUSE12446, MOUSE09959	CAEEL14200
OG0000186	MOUSE08549	CAEEL18013
OG0000188	MOUSE12814, MOUSE21053, MOUSE21052, MOUSE48307	CAEEL20699
OG0000193	MOUSE38224, MOUSE38223, MOUSE37517, MOUSE10603, MOUSE43494, MOUSE51242, MOUSE51243, MOUSE17401, MOUSE17402	CAEEL11204, CAEEL11203, CAEEL08224, CAEEL02079
OG0000194	MOUSE29883, MOUSE29879, MOUSE29880, MOUSE29881, MOUSE29882, MOUSE29432, MOUSE29433, MOUSE29431, MOUSE34698, MOUSE34700, MOUSE34701, MOUSE34699, MOUSE34696, MOUSE34697, MOUSE34695	CAEEL11235, CAEEL19589, CAEEL17687, CAEEL19382
OG0000197	MOUSE30186, MOUSE51336	CAEEL04387
OG0000197	MOUSE34129, MOUSE00710, MOUSE00709, MOUSE29305, MOUSE29309, MOUSE29308, MOUSE29310, MOUSE29311, MOUSE29313, MOUSE29307, MOUSE29312	CAEEL01207, CAEEL01205, CAEEL16235, CAEEL16239, CAEEL13188
OG0000198	MOUSE37485, MOUSE37483, MOUSE37486, MOUSE37484, MOUSE34504, MOUSE34500, MOUSE34499, MOUSE34498, MOUSE34502, MOUSE34501, MOUSE34496, MOUSE34497, MOUSE15130, MOUSE15131	CAEEL03057, CAEEL05629, CAEEL09718
OG0000200	MOUSE30022, MOUSE30021	CAEEL12936, CAEEL14770, CAEEL14767, CAEEL14769, CAEEL14768, CAEEL14529, CAEEL12940, CAEEL13152
OG0000201	MOUSE02711, MOUSE02710, MOUSE02712, MOUSE02709, MOUSE04353, MOUSE04354, MOUSE26660	CAEEL07587
OG0000202	MOUSE07511, MOUSE48067, MOUSE48245, MOUSE47837, MOUSE47835, MOUSE47833, MOUSE47834, MOUSE12756, MOUSE12757, MOUSE12758, MOUSE12754, MOUSE46869, MOUSE46868, MOUSE46870, MOUSE27899, MOUSE27900, MOUSE27898, MOUSE03258, MOUSE46792, MOUSE46791, MOUSE30371, MOUSE30372, MOUSE30373, MOUSE30374	CAEEL20283
OG0000203	MOUSE15592, MOUSE34963, MOUSE04014, MOUSE35047	CAEEL09812
OG0000205	MOUSE07349, MOUSE24811, MOUSE24810	CAEEL13029
OG0000205	MOUSE05844, MOUSE05843, MOUSE05842, MOUSE35468, MOUSE35467, MOUSE26285, MOUSE26286, MOUSE26284	CAEEL07272, CAEEL07274, CAEEL07273
OG0000207	MOUSE19031, MOUSE28832, MOUSE28833, MOUSE32259, MOUSE32258, MOUSE33675, MOUSE33676, MOUSE33674, MOUSE15842, MOUSE15840, MOUSE15841, MOUSE24286, MOUSE24289	CAEEL05874, CAEEL00203
OG0000209	MOUSE46040, MOUSE46041, MOUSE46039	CAEEL07432
OG0000210	MOUSE15655, MOUSE15654	CAEEL19469
OG0000211	MOUSE28046	CAEEL15290
OG0000211	MOUSE10073, MOUSE10072	CAEEL01111, CAEEL01112
OG0000211	MOUSE01466, MOUSE44832, MOUSE44578	CAEEL02311
OG0000215	MOUSE19203, MOUSE27957	CAEEL10179, CAEEL11490, CAEEL11487, CAEEL11489, CAEEL10284, CAEEL15289
OG0000218	MOUSE10867, MOUSE45082	CAEEL07824, CAEEL20213
OG0000218	MOUSE22179	CAEEL19795
OG0000220	MOUSE29601, MOUSE29602, MOUSE40568, MOUSE40569, MOUSE40573, MOUSE40572, MOUSE40571, MOUSE40570, MOUSE11165, MOUSE11164, MOUSE36880	CAEEL07565, CAEEL08758
OG0000221	MOUSE22515, MOUSE22518, MOUSE22513, MOUSE22517, MOUSE22516, MOUSE22514, MOUSE53204, MOUSE53205, MOUSE53203, MOUSE05742, MOUSE05741	CAEEL10747
OG0000221	MOUSE22156, MOUSE18361	CAEEL06648
OG0000223	MOUSE20967	CAEEL01621, CAEEL00892
OG0000225	MOUSE06880, MOUSE06881, MOUSE06882, MOUSE06888, MOUSE23452, MOUSE23453, MOUSE23451, MOUSE52882, MOUSE52881, MOUSE52880, MOUSE35428, MOUSE35429, MOUSE35426, MOUSE35427, MOUSE02372, MOUSE02371, MOUSE32095, MOUSE37168, MOUSE37169, MOUSE37170, MOUSE19594, MOUSE19593, MOUSE19595	CAEEL00458, CAEEL19815, CAEEL15154, CAEEL15740, CAEEL15741, CAEEL19370, CAEEL18881
OG0000226	MOUSE18638	CAEEL12318
OG0000227	MOUSE48942, MOUSE01608, MOUSE22121, MOUSE22120, MOUSE01605, MOUSE01607, MOUSE01606, MOUSE51778, MOUSE15731, MOUSE48941, MOUSE48940, MOUSE48939, MOUSE09066, MOUSE28250	CAEEL19645
OG0000229	MOUSE06543, MOUSE55219	CAEEL06197, CAEEL17603, CAEEL13012, CAEEL06557, CAEEL18948, CAEEL14398, CAEEL00944, CAEEL00539, CAEEL02569, CAEEL04344, CAEEL20487, CAEEL15045, CAEEL08855, CAEEL08478
OG0000230	MOUSE06858, MOUSE06860, MOUSE06859	CAEEL14845, CAEEL19792
OG0000231	MOUSE54203, MOUSE21875, MOUSE21876, MOUSE36429, MOUSE45631, MOUSE45630	CAEEL08481
OG0000231	MOUSE49173, MOUSE32117	CAEEL01724
OG0000231	MOUSE21874	CAEEL09666, CAEEL09673
OG0000232	MOUSE19430, MOUSE19625, MOUSE19431, MOUSE19432, MOUSE19623, MOUSE19434, MOUSE19435, MOUSE32260, MOUSE36564, MOUSE36563, MOUSE19424	CAEEL18532, CAEEL19887
OG0000234	MOUSE19093, MOUSE19092, MOUSE19095, MOUSE19096, MOUSE19094, MOUSE51563, MOUSE51565, MOUSE51566, MOUSE51567, MOUSE30639, MOUSE30638, MOUSE30635, MOUSE30636, MOUSE30637	CAEEL02295
OG0000234	MOUSE24948, MOUSE24946, MOUSE24950, MOUSE24944, MOUSE24952, MOUSE24951, MOUSE24954, MOUSE24945, MOUSE24953, MOUSE24947, MOUSE24949, MOUSE24959, MOUSE24956, MOUSE26980, MOUSE26977, MOUSE26979, MOUSE26978	CAEEL03013, CAEEL03014
OG0000235	MOUSE51674, MOUSE51673, MOUSE51675, MOUSE36295, MOUSE36296, MOUSE38889, MOUSE23374	CAEEL10795, CAEEL07012
OG0000236	MOUSE31733	CAEEL19835
OG0000238	MOUSE46195, MOUSE46196	CAEEL15430, CAEEL15432, CAEEL15171, CAEEL15387
OG0000239	MOUSE07433	CAEEL14926
OG0000239	MOUSE05662, MOUSE05661, MOUSE39765, MOUSE39768, MOUSE39766	CAEEL00570
OG0000242	MOUSE21781	CAEEL05291
OG0000242	MOUSE41838, MOUSE41839, MOUSE02203, MOUSE02202, MOUSE26960, MOUSE26962, MOUSE26961, MOUSE42234	CAEEL05302
OG0000242	MOUSE21780, MOUSE21779, MOUSE35398	CAEEL01149, CAEEL01953, CAEEL01038, CAEEL11304, CAEEL00585, CAEEL01041, CAEEL01477
OG0000243	MOUSE09637, MOUSE09639	CAEEL13597, CAEEL13598
OG0000244	MOUSE17322, MOUSE14484, MOUSE14482, MOUSE17321, MOUSE14483, MOUSE40945, MOUSE12365, MOUSE12363, MOUSE12364, MOUSE49833, MOUSE52466, MOUSE52468, MOUSE52465, MOUSE28443, MOUSE49097, MOUSE49096, MOUSE28439, MOUSE28440, MOUSE28444, MOUSE28445, MOUSE28442, MOUSE28446, MOUSE28447, MOUSE28438, MOUSE28448, MOUSE28449, MOUSE32118	CAEEL11789, CAEEL12688
OG0000249	MOUSE27685, MOUSE27686, MOUSE27684, MOUSE27687, MOUSE27689, MOUSE27688, MOUSE18417, MOUSE19472, MOUSE19470, MOUSE19471, MOUSE19469, MOUSE19467, MOUSE19468	CAEEL02928
OG0000250	MOUSE06159, MOUSE06158, MOUSE06161, MOUSE06160	CAEEL07261
OG0000250	MOUSE47989, MOUSE47988	CAEEL04698
OG0000250	MOUSE41925, MOUSE41926, MOUSE41921, MOUSE41920, MOUSE41923, MOUSE41922	CAEEL06732
OG0000251	MOUSE55223, MOUSE55224, MOUSE35036, MOUSE35038, MOUSE35037, MOUSE35034, MOUSE35035, MOUSE29909	CAEEL03882, CAEEL05921, CAEEL16332, CAEEL04207
OG0000255	MOUSE55667	CAEEL05168
OG0000255	MOUSE27280, MOUSE27279	CAEEL05715
OG0000256	MOUSE25569, MOUSE48599	CAEEL11937, CAEEL19468
OG0000257	MOUSE33024, MOUSE33022, MOUSE33026, MOUSE33023, MOUSE33025, MOUSE51708	CAEEL01910, CAEEL15386
OG0000258	MOUSE42102, MOUSE42101, MOUSE05944, MOUSE46166, MOUSE46165, MOUSE42103	CAEEL19537
OG0000258	MOUSE11272, MOUSE11273, MOUSE11274, MOUSE11276, MOUSE11275, MOUSE11271, MOUSE24985, MOUSE24984	CAEEL09342
OG0000258	MOUSE07336, MOUSE18772	CAEEL15770
OG0000260	MOUSE46803, MOUSE07000, MOUSE06999, MOUSE52627, MOUSE52624, MOUSE52625, MOUSE12750, MOUSE46802, MOUSE03191, MOUSE46801, MOUSE03189, MOUSE03190, MOUSE03188, MOUSE52628	CAEEL11482
OG0000265	MOUSE50385, MOUSE50384, MOUSE50383, MOUSE50386, MOUSE50379, MOUSE50380, MOUSE50381, MOUSE25766, MOUSE25769, MOUSE25767, MOUSE25771, MOUSE25773, MOUSE25770, MOUSE25768, MOUSE24034, MOUSE24037, MOUSE25772, MOUSE50387	CAEEL20581
OG0000265	MOUSE15187, MOUSE15189, MOUSE15188	CAEEL10364
OG0000266	MOUSE14998, MOUSE14999, MOUSE15000	CAEEL02705, CAEEL19379, CAEEL09158
OG0000268	MOUSE26202, MOUSE26203, MOUSE19072	CAEEL08164
OG0000272	MOUSE06800, MOUSE06802, MOUSE06801, MOUSE34249, MOUSE13424, MOUSE28648	CAEEL11804, CAEEL19905
OG0000273	MOUSE48516	CAEEL18644
OG0000273	MOUSE35701, MOUSE35704, MOUSE35700, MOUSE35702, MOUSE35699, MOUSE35703	CAEEL20077
OG0000275	MOUSE28112, MOUSE28111, MOUSE07115	CAEEL14783
OG0000275	MOUSE21166, MOUSE21164, MOUSE21165, MOUSE32485, MOUSE32486, MOUSE32492, MOUSE32482, MOUSE32484, MOUSE32489, MOUSE32488, MOUSE32490, MOUSE32483, MOUSE32487, MOUSE32493, MOUSE32481, MOUSE32494, MOUSE32491, MOUSE32495, MOUSE25205, MOUSE25202, MOUSE25203, MOUSE25204, MOUSE25201	CAEEL11381, CAEEL10050
OG0000277	MOUSE46595, MOUSE46588, MOUSE46593, MOUSE46589, MOUSE46591, MOUSE20616, MOUSE37493, MOUSE37488, MOUSE37489	CAEEL07730, CAEEL07729
OG0000277	MOUSE11509, MOUSE11511, MOUSE11512, MOUSE11510, MOUSE11513, MOUSE31700, MOUSE31698, MOUSE31701, MOUSE31702, MOUSE31699, MOUSE31697, MOUSE31696, MOUSE09541	CAEEL11066
OG0000278	MOUSE37958	CAEEL07740
OG0000278	MOUSE48469, MOUSE32002, MOUSE19188	CAEEL09180
OG0000278	MOUSE03084	CAEEL07099
OG0000278	MOUSE12425	CAEEL02024
OG0000282	MOUSE25102, MOUSE25103, MOUSE25101, MOUSE05300, MOUSE05299, MOUSE25104, MOUSE25105, MOUSE40389, MOUSE40390, MOUSE40391, MOUSE40388, MOUSE40387, MOUSE21276, MOUSE37148, MOUSE37147, MOUSE20932, MOUSE20929, MOUSE20933, MOUSE20930, MOUSE20931	CAEEL11864
OG0000284	MOUSE31918, MOUSE17694, MOUSE17693, MOUSE50359, MOUSE50358, MOUSE50357, MOUSE50360, MOUSE50361	CAEEL18846
OG0000287	MOUSE25965, MOUSE29763, MOUSE23907, MOUSE23906	CAEEL19227, CAEEL19907, CAEEL20741, CAEEL18156
OG0000295	MOUSE39491, MOUSE39492, MOUSE39490, MOUSE39489, MOUSE39488, MOUSE30005	CAEEL04248, CAEEL10950
OG0000296	MOUSE07567, MOUSE07566	CAEEL14675
OG0000297	MOUSE09212	CAEEL01293, CAEEL01292, CAEEL02458, CAEEL02457, CAEEL05755, CAEEL02487, CAEEL02488
OG0000301	MOUSE11549, MOUSE09483, MOUSE09484, MOUSE09490, MOUSE09485, MOUSE09486, MOUSE09487, MOUSE09488, MOUSE09489, MOUSE31680, MOUSE31678, MOUSE31676, MOUSE31679, MOUSE31681, MOUSE31682, MOUSE31675	CAEEL11399
OG0000301	MOUSE39233, MOUSE39234	CAEEL18767
OG0000302	MOUSE22090, MOUSE22089, MOUSE22091	CAEEL08099
OG0000305	MOUSE02286, MOUSE02288, MOUSE02287	CAEEL19499
OG0000305	MOUSE35196, MOUSE35195, MOUSE35197, MOUSE35194, MOUSE13890, MOUSE22497, MOUSE22496, MOUSE14678	CAEEL15162, CAEEL10872, CAEEL15163
OG0000306	MOUSE19585, MOUSE19586, MOUSE31468, MOUSE31467	CAEEL11447, CAEEL11444, CAEEL11445
OG0000306	MOUSE31462, MOUSE31461	CAEEL11448
OG0000306	MOUSE19584	CAEEL11446
OG0000308	MOUSE35252, MOUSE35253, MOUSE26283, MOUSE43439, MOUSE43438, MOUSE49040, MOUSE34117, MOUSE10045, MOUSE10046	CAEEL00748
OG0000312	MOUSE53493	CAEEL16684
OG0000312	MOUSE29611, MOUSE29612, MOUSE29610, MOUSE29795, MOUSE29796	CAEEL08464
OG0000315	MOUSE38163, MOUSE35599	CAEEL07409
OG0000315	MOUSE22601, MOUSE22603, MOUSE22602, MOUSE40631, MOUSE40632, MOUSE22950, MOUSE14212, MOUSE35597, MOUSE35598, MOUSE35595, MOUSE35594, MOUSE35600	CAEEL07609
OG0000315	MOUSE35596	CAEEL14839
OG0000315	MOUSE07004, MOUSE07005, MOUSE45241, MOUSE34619	CAEEL07292
OG0000316	MOUSE19532, MOUSE19533, MOUSE17505, MOUSE17506, MOUSE17507, MOUSE17503, MOUSE17508, MOUSE17501, MOUSE17502, MOUSE17504	CAEEL01799
OG0000319	MOUSE21480	CAEEL10346
OG0000321	MOUSE13117, MOUSE52229, MOUSE54119, MOUSE54122, MOUSE54120, MOUSE54121, MOUSE13116, MOUSE52234, MOUSE52233, MOUSE52230, MOUSE52231, MOUSE52232	CAEEL19255
OG0000322	MOUSE37956, MOUSE37955, MOUSE37954	CAEEL18855, CAEEL09291, CAEEL09109
OG0000323	MOUSE50372, MOUSE49692, MOUSE29628, MOUSE29626, MOUSE29627, MOUSE30410, MOUSE30411, MOUSE30408, MOUSE30409, MOUSE30412, MOUSE08592, MOUSE08593, MOUSE01184, MOUSE01183	CAEEL08030
OG0000325	MOUSE32242, MOUSE32243	CAEEL01448, CAEEL10554
OG0000327	MOUSE31111, MOUSE31110, MOUSE31114, MOUSE31112, MOUSE31109, MOUSE31107, MOUSE31115, MOUSE23563, MOUSE23562, MOUSE23566, MOUSE23567, MOUSE23568, MOUSE23564, MOUSE23565, MOUSE31104, MOUSE31103	CAEEL18527
OG0000327	MOUSE31113	CAEEL06891
OG0000328	MOUSE49209	CAEEL20663
OG0000329	MOUSE02538, MOUSE22417, MOUSE22415, MOUSE22416, MOUSE02938, MOUSE02936, MOUSE02937, MOUSE05357	CAEEL05342
OG0000332	MOUSE36699, MOUSE00809	CAEEL10794
OG0000333	MOUSE25479	CAEEL20574
OG0000338	MOUSE04991, MOUSE04988, MOUSE04987, MOUSE04990, MOUSE04992, MOUSE04989, MOUSE15354, MOUSE46432, MOUSE46431, MOUSE46433, MOUSE23117, MOUSE23120, MOUSE23116, MOUSE23114, MOUSE23113, MOUSE23111, MOUSE23115	CAEEL02726
OG0000343	MOUSE52159, MOUSE52158, MOUSE52157, MOUSE52156, MOUSE52160, MOUSE45023, MOUSE45020, MOUSE45019, MOUSE45017, MOUSE45022, MOUSE45018, MOUSE45025, MOUSE45024, MOUSE45021	CAEEL00542
OG0000345	MOUSE03544, MOUSE03543, MOUSE03545, MOUSE03542, MOUSE03547, MOUSE03549, MOUSE03548, MOUSE03546, MOUSE03540, MOUSE03541, MOUSE48175, MOUSE48171, MOUSE21343	CAEEL09288
OG0000346	MOUSE50407, MOUSE50408, MOUSE33363, MOUSE33364, MOUSE33362, MOUSE33361, MOUSE33359, MOUSE33360, MOUSE20795, MOUSE20792, MOUSE20791, MOUSE20793	CAEEL04767
OG0000350	MOUSE28919, MOUSE09183, MOUSE09184, MOUSE52010, MOUSE33857, MOUSE33858, MOUSE33844	CAEEL13904
OG0000352	MOUSE20799, MOUSE20798, MOUSE20800, MOUSE18465, MOUSE18464, MOUSE48828, MOUSE48827	CAEEL05587
OG0000353	MOUSE00978, MOUSE00979	CAEEL10431
OG0000353	MOUSE47795, MOUSE47786, MOUSE47788, MOUSE47789, MOUSE47787, MOUSE47792, MOUSE47785, MOUSE47793, MOUSE47791, MOUSE47784	CAEEL10430
OG0000356	MOUSE05368, MOUSE17318, MOUSE17317	CAEEL10812
OG0000357	MOUSE20055, MOUSE20054, MOUSE20050, MOUSE37778, MOUSE37783, MOUSE37784, MOUSE37779, MOUSE37781, MOUSE37782, MOUSE37777, MOUSE37776, MOUSE20051, MOUSE46513, MOUSE46514, MOUSE46515, MOUSE46511	CAEEL07861
OG0000357	MOUSE39437, MOUSE55151, MOUSE09345, MOUSE17463, MOUSE55149, MOUSE55148, MOUSE55147, MOUSE55152, MOUSE55150, MOUSE55146	CAEEL10151, CAEEL05953
OG0000358	MOUSE02067, MOUSE02068, MOUSE02069, MOUSE02117	CAEEL13826
OG0000358	MOUSE42054, MOUSE42056, MOUSE42055, MOUSE42053, MOUSE13132, MOUSE13131	CAEEL19072
OG0000359	MOUSE49669, MOUSE49668, MOUSE46110	CAEEL02740, CAEEL18786, CAEEL18785
OG0000363	MOUSE17584, MOUSE17582, MOUSE17583, MOUSE37872, MOUSE17587	CAEEL04898, CAEEL01034, CAEEL00066
OG0000364	MOUSE00293, MOUSE00294, MOUSE00296, MOUSE00295	CAEEL18153, CAEEL18154
OG0000365	MOUSE51118, MOUSE51117, MOUSE24387, MOUSE24386, MOUSE15939	CAEEL03052
OG0000367	MOUSE40630	CAEEL13915, CAEEL16273, CAEEL20317
OG0000367	MOUSE24961, MOUSE24960, MOUSE40629, MOUSE53593, MOUSE29122, MOUSE18961, MOUSE12636, MOUSE12635, MOUSE12634	CAEEL11241
OG0000371	MOUSE05840, MOUSE05841	CAEEL18802
OG0000372	MOUSE34480, MOUSE34479, MOUSE34478	CAEEL09938
OG0000372	MOUSE03497, MOUSE03494, MOUSE03493, MOUSE03495, MOUSE03496	CAEEL06634
OG0000372	MOUSE28281, MOUSE06545, MOUSE06546	CAEEL11042
OG0000373	MOUSE20030	CAEEL08053
OG0000373	MOUSE35785	CAEEL15439
OG0000374	MOUSE14767, MOUSE26220	CAEEL04637
OG0000375	MOUSE36106, MOUSE36105, MOUSE36104	CAEEL04597
OG0000378	MOUSE33886, MOUSE32153, MOUSE21992, MOUSE54764	CAEEL01589
OG0000378	MOUSE50906, MOUSE50905, MOUSE24152, MOUSE24147, MOUSE24153, MOUSE24148, MOUSE24157, MOUSE24150, MOUSE24156, MOUSE24151, MOUSE24149, MOUSE43067, MOUSE43064, MOUSE43066, MOUSE43061, MOUSE43068, MOUSE43062, MOUSE43065, MOUSE43063, MOUSE24154, MOUSE43069	CAEEL18606
OG0000379	MOUSE33957	CAEEL18625
OG0000382	MOUSE06877, MOUSE06876, MOUSE52801	CAEEL10275
OG0000385	MOUSE26354, MOUSE26353, MOUSE35288, MOUSE35289, MOUSE35284, MOUSE35286, MOUSE08532	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992
OG0000389	MOUSE45223	CAEEL17145, CAEEL18283, CAEEL17728, CAEEL17729
OG0000389	MOUSE03530, MOUSE03531, MOUSE00739, MOUSE00738, MOUSE00737	CAEEL08944, CAEEL11888
OG0000391	MOUSE46712, MOUSE46713, MOUSE46711, MOUSE46710, MOUSE46709, MOUSE05361, MOUSE02543, MOUSE02540, MOUSE02541, MOUSE02909, MOUSE02908, MOUSE02907, MOUSE02906, MOUSE22423, MOUSE22420, MOUSE22422, MOUSE22421, MOUSE22418, MOUSE22419, MOUSE46714	CAEEL07480, CAEEL01186
OG0000392	MOUSE48622, MOUSE48620, MOUSE48623, MOUSE10378, MOUSE10373, MOUSE10376, MOUSE10377, MOUSE10375, MOUSE10374, MOUSE48618, MOUSE48619, MOUSE33244, MOUSE33239, MOUSE33238, MOUSE33243, MOUSE33241	CAEEL03273
OG0000393	MOUSE37529, MOUSE37530, MOUSE37528, MOUSE41790	CAEEL14690
OG0000393	MOUSE12782	CAEEL11594
OG0000393	MOUSE06185	CAEEL00138
OG0000396	MOUSE25504	CAEEL02940, CAEEL01085
OG0000399	MOUSE07411, MOUSE07410, MOUSE07412, MOUSE07413, MOUSE07409	CAEEL18399
OG0000399	MOUSE30468, MOUSE06544	CAEEL01136
OG0000399	MOUSE30469, MOUSE51796, MOUSE48644	CAEEL00515
OG0000401	MOUSE05326, MOUSE05325, MOUSE25077, MOUSE25075, MOUSE25076	CAEEL07254
OG0000402	MOUSE48026, MOUSE20939	CAEEL20859
OG0000402	MOUSE29094, MOUSE12311	CAEEL09914, CAEEL09915
OG0000403	MOUSE50086, MOUSE50085, MOUSE50089, MOUSE50088, MOUSE50087, MOUSE50083	CAEEL13991
OG0000404	MOUSE33081, MOUSE33455	CAEEL04503
OG0000405	MOUSE30202, MOUSE30201, MOUSE30203, MOUSE30204, MOUSE44618, MOUSE44617, MOUSE44620, MOUSE44616, MOUSE44621, MOUSE10163, MOUSE10157, MOUSE10159, MOUSE10167, MOUSE10169, MOUSE10166, MOUSE10165, MOUSE10144, MOUSE10148, MOUSE10161, MOUSE10149, MOUSE10145, MOUSE10152, MOUSE10153, MOUSE10155, MOUSE10156, MOUSE10168, MOUSE10162, MOUSE10164, MOUSE10151, MOUSE10158, MOUSE10150, MOUSE10160, MOUSE44619, MOUSE10154	CAEEL01740
OG0000411	MOUSE34395, MOUSE34396, MOUSE52176, MOUSE52182, MOUSE52175, MOUSE52179, MOUSE52178, MOUSE52177, MOUSE52183, MOUSE34399, MOUSE52181, MOUSE30078, MOUSE30077, MOUSE30076, MOUSE20866, MOUSE20865, MOUSE20867, MOUSE20864, MOUSE19258, MOUSE36329, MOUSE36328, MOUSE36327	CAEEL02373
OG0000412	MOUSE33377, MOUSE33375	CAEEL11655
OG0000412	MOUSE11433, MOUSE11432	CAEEL09909
OG0000412	MOUSE25648, MOUSE25646	CAEEL20650
OG0000413	MOUSE55055, MOUSE27417, MOUSE28007, MOUSE43292	CAEEL15525
