Orthogroup	MOUSE	DROME
OG0000736	MOUSE53161, MOUSE53162, MOUSE14814	DROME02615, DROME02614
OG0000736	MOUSE26390, MOUSE25145	DROME09313
OG0000737	MOUSE46613, MOUSE46612, MOUSE46617, MOUSE46614, MOUSE40553, MOUSE46611, MOUSE40552, MOUSE40548, MOUSE40546, MOUSE40545, MOUSE40549, MOUSE40551, MOUSE40547, MOUSE46619, MOUSE46616, MOUSE46615, MOUSE40550	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533
OG0000740	MOUSE28205, MOUSE13925	DROME19981
OG0000740	MOUSE39996	DROME13667
OG0000740	MOUSE00896	DROME06456
OG0000744	MOUSE11975, MOUSE11971, MOUSE11972, MOUSE11974, MOUSE11973, MOUSE11976, MOUSE29332, MOUSE29329, MOUSE29331, MOUSE29330, MOUSE29334, MOUSE29333, MOUSE29335, MOUSE28348, MOUSE28346, MOUSE28345, MOUSE28349, MOUSE28347, MOUSE11977	DROME09899
OG0000745	MOUSE18764	DROME04604, DROME04605, DROME04603, DROME04602, DROME04600, DROME04601, DROME04599, DROME04598, DROME04596, DROME04597, DROME02290, DROME02291
OG0000749	MOUSE18217, MOUSE20120, MOUSE20122, MOUSE20121, MOUSE08204, MOUSE08206, MOUSE08207, MOUSE08203, MOUSE08205, MOUSE42798, MOUSE42797	DROME10988, DROME10987
OG0000751	MOUSE39754, MOUSE39752, MOUSE15496, MOUSE15495	DROME06060, DROME06059, DROME06061, DROME06062
OG0000752	MOUSE21464	DROME15461
OG0000752	MOUSE55217, MOUSE55218	DROME09086
OG0000752	MOUSE33600, MOUSE33598, MOUSE33597, MOUSE48905, MOUSE48904	DROME20521, DROME11363
OG0000753	MOUSE27739, MOUSE27738	DROME16114, DROME16113
OG0000753	MOUSE24295, MOUSE24293, MOUSE24296, MOUSE24294, MOUSE50919, MOUSE50920, MOUSE50917	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021
OG0000755	MOUSE12361, MOUSE08954, MOUSE08955, MOUSE08952	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399
OG0000755	MOUSE12362	DROME04395
OG0000757	MOUSE06107, MOUSE06110, MOUSE01204, MOUSE01202, MOUSE01200, MOUSE01207, MOUSE01201, MOUSE01203, MOUSE06109, MOUSE06108, MOUSE01205, MOUSE46249, MOUSE46248	DROME07057
OG0000758	MOUSE34388, MOUSE13666, MOUSE13663, MOUSE13662, MOUSE13667, MOUSE13664, MOUSE13661, MOUSE13658, MOUSE13659, MOUSE13668, MOUSE13665, MOUSE13660, MOUSE13669, MOUSE06777, MOUSE06779, MOUSE06780, MOUSE06778	DROME04523, DROME04522, DROME04521
OG0000759	MOUSE35555	DROME01056
OG0000759	MOUSE35556, MOUSE35553, MOUSE35552, MOUSE35554, MOUSE23327, MOUSE23328	DROME03914, DROME03913, DROME01209, DROME01208
OG0000761	MOUSE26055, MOUSE26056, MOUSE18487, MOUSE23696, MOUSE23693, MOUSE23695, MOUSE23694, MOUSE23692	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783
OG0000762	MOUSE39900, MOUSE14916, MOUSE14919, MOUSE14917, MOUSE26582, MOUSE26581, MOUSE26580, MOUSE26579, MOUSE26583, MOUSE39898, MOUSE39901, MOUSE39903, MOUSE39902, MOUSE39899, MOUSE39896, MOUSE39897	DROME02274, DROME02276, DROME02279, DROME02278, DROME02272, DROME02275, DROME02277, DROME02273
OG0000763	MOUSE30407, MOUSE19448, MOUSE19447, MOUSE48537, MOUSE48539, MOUSE48536, MOUSE48535, MOUSE48538, MOUSE19449, MOUSE48540, MOUSE42999, MOUSE42998	DROME19244, DROME19245, DROME19240, DROME19243, DROME19242, DROME19241, DROME19239, DROME19232, DROME19237, DROME19234, DROME19238, DROME19233, DROME19236, DROME19235
OG0000764	MOUSE31889, MOUSE18475, MOUSE25826, MOUSE25823	DROME10902, DROME10903
OG0000765	MOUSE30890, MOUSE30889, MOUSE37512, MOUSE37513	DROME04789, DROME04788
OG0000766	MOUSE30248, MOUSE30247, MOUSE30246, MOUSE30245, MOUSE01575, MOUSE01574, MOUSE01576, MOUSE19531	DROME06054, DROME06055, DROME01015
OG0000767	MOUSE27533, MOUSE27537, MOUSE27534, MOUSE28011, MOUSE28012	DROME14005, DROME12823, DROME12824
OG0000772	MOUSE32505, MOUSE32506, MOUSE32503	DROME13216
OG0000774	MOUSE53571, MOUSE53570, MOUSE53576, MOUSE53579	DROME18935, DROME18934
OG0000775	MOUSE00528, MOUSE00529, MOUSE00525, MOUSE00526, MOUSE00527, MOUSE00524, MOUSE37373, MOUSE37372, MOUSE37371	DROME05200
OG0000776	MOUSE29664, MOUSE48168, MOUSE53845	DROME20100, DROME20102, DROME20101
OG0000777	MOUSE06130, MOUSE06129, MOUSE06128	DROME05836
OG0000779	MOUSE25408, MOUSE25407, MOUSE25406	DROME13622
OG0000779	MOUSE28614, MOUSE28615, MOUSE00255, MOUSE00256, MOUSE21545, MOUSE21544, MOUSE21543	DROME20961
OG0000780	MOUSE07684, MOUSE04663, MOUSE04662	DROME16908
OG0000782	MOUSE01601, MOUSE19835, MOUSE19834, MOUSE19833, MOUSE30860, MOUSE30856, MOUSE30859, MOUSE30857, MOUSE51653, MOUSE51654, MOUSE51651	DROME04768, DROME04767, DROME04769, DROME04770, DROME04778, DROME04776, DROME04766, DROME04773, DROME04772, DROME04765, DROME04775, DROME04771, DROME04774, DROME04777
OG0000784	MOUSE29124	DROME16135
OG0000787	MOUSE47961, MOUSE47965, MOUSE47964, MOUSE47963, MOUSE47962, MOUSE09494, MOUSE09492, MOUSE09493, MOUSE09491, MOUSE00783, MOUSE00784, MOUSE31692, MOUSE31693, MOUSE31691	DROME06230
OG0000788	MOUSE27064, MOUSE39394	DROME11403
OG0000791	MOUSE35519, MOUSE35517, MOUSE35518, MOUSE35520, MOUSE35521, MOUSE14635, MOUSE22542, MOUSE22544, MOUSE22543	DROME16118, DROME16117, DROME16116, DROME16119, DROME16121, DROME16120
OG0000792	MOUSE37419, MOUSE37420, MOUSE37418	DROME20865
OG0000793	MOUSE30326, MOUSE30328, MOUSE30327, MOUSE10274, MOUSE10275, MOUSE10273, MOUSE51447, MOUSE51446, MOUSE01511, MOUSE51436, MOUSE01510, MOUSE01514, MOUSE01512, MOUSE51437, MOUSE51438	DROME20859, DROME20860
OG0000794	MOUSE03809, MOUSE03810, MOUSE03812, MOUSE03813, MOUSE19985, MOUSE19991, MOUSE19988	DROME04329, DROME04334, DROME04330, DROME04337, DROME04333, DROME04335, DROME04336, DROME04331, DROME04332
OG0000795	MOUSE54169, MOUSE54168	DROME09200
OG0000796	MOUSE45184, MOUSE45185, MOUSE54592	DROME03139, DROME03140, DROME10211
OG0000797	MOUSE03559, MOUSE03560, MOUSE03554, MOUSE03557, MOUSE03556, MOUSE03555, MOUSE03558, MOUSE30031, MOUSE30030, MOUSE30029	DROME01160, DROME01161, DROME01159
OG0000798	MOUSE05107, MOUSE05104, MOUSE05105, MOUSE05101, MOUSE05102, MOUSE05103, MOUSE05106, MOUSE05100, MOUSE17009, MOUSE17008, MOUSE17015, MOUSE17007, MOUSE17010, MOUSE17012, MOUSE17013, MOUSE17011, MOUSE17016, MOUSE17014	DROME10020, DROME10018, DROME10014, DROME10015, DROME10021, DROME10016, DROME10019, DROME10022, DROME10017, DROME10013
OG0000799	MOUSE21207, MOUSE21210, MOUSE21211, MOUSE21206, MOUSE21208, MOUSE21205, MOUSE03180, MOUSE03181, MOUSE03179, MOUSE36189, MOUSE36192, MOUSE36191, MOUSE36190, MOUSE36188, MOUSE27783, MOUSE27782, MOUSE27784	DROME17162
OG0000801	MOUSE51551, MOUSE51550, MOUSE51549, MOUSE19777, MOUSE19776	DROME05596, DROME05595, DROME05594
OG0000803	MOUSE45919, MOUSE45921, MOUSE45922	DROME06528, DROME04971, DROME16667, DROME08404, DROME08406, DROME08405, DROME06525, DROME06526, DROME15315, DROME15314, DROME15313, DROME14537, DROME01677, DROME14535, DROME14536, DROME17631, DROME09542, DROME09543, DROME19328, DROME18830, DROME15873
OG0000809	MOUSE48492, MOUSE48491	DROME15572, DROME15573
OG0000810	MOUSE33430, MOUSE33432, MOUSE33426, MOUSE33428, MOUSE33433, MOUSE33429, MOUSE33431, MOUSE33427	DROME04963, DROME04962, DROME04964
OG0000810	MOUSE15700, MOUSE53153, MOUSE53154, MOUSE53158	DROME08670
OG0000813	MOUSE00769, MOUSE00766, MOUSE00768, MOUSE00767, MOUSE00765, MOUSE35999	DROME18040, DROME18039
OG0000814	MOUSE27730	DROME05066, DROME05065
OG0000815	MOUSE26383, MOUSE26382, MOUSE25143, MOUSE25142	DROME01377, DROME01376
OG0000816	MOUSE20168, MOUSE03037, MOUSE42824, MOUSE42825, MOUSE42827, MOUSE42826, MOUSE42822, MOUSE42823	DROME03072, DROME03071, DROME03076, DROME03075
OG0000817	MOUSE06193, MOUSE02547, MOUSE02548	DROME16006
OG0000817	MOUSE00951, MOUSE00950	DROME02008
OG0000817	MOUSE35479, MOUSE35480	DROME06292
OG0000818	MOUSE44299, MOUSE38656, MOUSE38652, MOUSE06308, MOUSE06309, MOUSE06306, MOUSE06307, MOUSE44296, MOUSE44300, MOUSE38654, MOUSE44295, MOUSE44297, MOUSE44298, MOUSE44293, MOUSE44294	DROME03806, DROME03805
OG0000819	MOUSE27150	DROME19692
OG0000819	MOUSE04661	DROME00768, DROME00769
OG0000820	MOUSE14548, MOUSE14550, MOUSE14549, MOUSE14551	DROME04117, DROME04116, DROME04115
OG0000822	MOUSE41870	DROME09748, DROME09747
OG0000825	MOUSE21894, MOUSE21892, MOUSE21893, MOUSE03373, MOUSE03374	DROME11281
OG0000825	MOUSE21896	DROME11282
OG0000826	MOUSE28518, MOUSE28520, MOUSE28521, MOUSE28522, MOUSE28519	DROME12091
OG0000827	MOUSE32285	DROME17067
OG0000828	MOUSE52206, MOUSE19456, MOUSE19457	DROME20305
OG0000828	MOUSE37921, MOUSE37922, MOUSE37919	DROME19137
OG0000829	MOUSE51529, MOUSE19495, MOUSE21109, MOUSE21110, MOUSE12776, MOUSE40370, MOUSE40369	DROME18116, DROME07642
OG0000833	MOUSE47468, MOUSE50443, MOUSE50445, MOUSE33083, MOUSE33090, MOUSE33085, MOUSE33086, MOUSE33089, MOUSE33084, MOUSE33087, MOUSE33088, MOUSE33457, MOUSE33462, MOUSE33458, MOUSE33459, MOUSE33460, MOUSE33456, MOUSE33461	DROME00525, DROME00524, DROME00526, DROME20451, DROME20452, DROME18499, DROME18498
OG0000834	MOUSE05405	DROME13922
OG0000835	MOUSE00540, MOUSE00541, MOUSE00539, MOUSE00542	DROME14049, DROME14051, DROME14048, DROME14057, DROME14058
OG0000836	MOUSE51876, MOUSE51875, MOUSE51874	DROME02582, DROME02579, DROME02580, DROME02581
OG0000837	MOUSE52076, MOUSE29173	DROME05419, DROME18149
OG0000841	MOUSE49333, MOUSE49334, MOUSE49330, MOUSE49335, MOUSE49336, MOUSE49331, MOUSE49332, MOUSE13927, MOUSE13926, MOUSE13932, MOUSE13929, MOUSE13928, MOUSE13931, MOUSE13930, MOUSE13933, MOUSE13934, MOUSE00701, MOUSE00702, MOUSE00700	DROME06878, DROME06876, DROME06877, DROME06879
OG0000842	MOUSE49622, MOUSE49623, MOUSE09830, MOUSE23188, MOUSE23187, MOUSE18508, MOUSE23238, MOUSE05563, MOUSE39641	DROME10888, DROME10889
OG0000844	MOUSE34589, MOUSE34590, MOUSE34593, MOUSE34592, MOUSE15465, MOUSE15466, MOUSE15467, MOUSE39588, MOUSE39585, MOUSE39586, MOUSE39589, MOUSE39587, MOUSE39590, MOUSE39591	DROME14407, DROME14403, DROME14406, DROME14408, DROME14404, DROME14409
OG0000844	MOUSE34591, MOUSE39592	DROME14405
OG0000847	MOUSE03824, MOUSE03827, MOUSE03826, MOUSE03825	DROME16726
OG0000847	MOUSE15209, MOUSE46317, MOUSE46313, MOUSE46314, MOUSE46315, MOUSE46316	DROME03898, DROME03895, DROME03896, DROME03897
OG0000848	MOUSE29791, MOUSE48738, MOUSE48739, MOUSE09586	DROME00579, DROME00580
OG0000848	MOUSE51667, MOUSE19811, MOUSE19814, MOUSE19815, MOUSE19810, MOUSE51669	DROME19683
OG0000849	MOUSE31195, MOUSE31194, MOUSE31000, MOUSE30998, MOUSE30997, MOUSE45859, MOUSE45858	DROME20644, DROME20643, DROME20641, DROME20642, DROME20640, DROME20638, DROME20637, DROME20639
OG0000850	MOUSE33425, MOUSE33423, MOUSE33422, MOUSE33424	DROME12440, DROME20308
OG0000850	MOUSE20959	DROME12322
OG0000851	MOUSE21881, MOUSE21886, MOUSE21884, MOUSE21885, MOUSE21878, MOUSE21877, MOUSE21880, MOUSE21879, MOUSE21883, MOUSE21882, MOUSE48757, MOUSE48751, MOUSE48756, MOUSE48754, MOUSE48752, MOUSE48755	DROME20685, DROME20686
OG0000852	MOUSE30781, MOUSE30779, MOUSE30780	DROME03192, DROME03193, DROME03191
OG0000852	MOUSE28548, MOUSE28549, MOUSE28544, MOUSE28546, MOUSE28547, MOUSE28545, MOUSE19077	DROME08938, DROME08937
OG0000855	MOUSE04905, MOUSE04906	DROME19819, DROME20290, DROME16140, DROME01127, DROME11147, DROME22053, DROME22054, DROME22052, DROME20174, DROME16331
OG0000857	MOUSE44164, MOUSE44161, MOUSE44157, MOUSE17281, MOUSE17282, MOUSE17280, MOUSE41554, MOUSE41553, MOUSE45900, MOUSE45901, MOUSE45907, MOUSE45904, MOUSE45905, MOUSE45902, MOUSE45906	DROME20946, DROME20950, DROME20948, DROME20947, DROME20949, DROME20951
OG0000858	MOUSE17374, MOUSE50676, MOUSE50675	DROME07517, DROME07518
OG0000859	MOUSE30273, MOUSE30268, MOUSE30267, MOUSE30269, MOUSE30270, MOUSE30271, MOUSE30262, MOUSE30266, MOUSE30265, MOUSE44682, MOUSE10352, MOUSE10353, MOUSE47359	DROME03370, DROME03371
OG0000860	MOUSE18498, MOUSE18497, MOUSE18499, MOUSE18501, MOUSE25687, MOUSE25692, MOUSE25691, MOUSE25690, MOUSE25694, MOUSE25695, MOUSE25689, MOUSE25697, MOUSE25688, MOUSE25693, MOUSE25696, MOUSE25698, MOUSE25700, MOUSE25699, MOUSE31411, MOUSE31410, MOUSE31412	DROME09397, DROME09396, DROME09404, DROME09403, DROME09399, DROME09402, DROME09401, DROME09400, DROME09405, DROME09398
OG0000869	MOUSE13194, MOUSE13195	DROME06391
OG0000870	MOUSE06045	DROME20283
OG0000871	MOUSE53990, MOUSE53988, MOUSE53989	DROME14585
OG0000871	MOUSE21316, MOUSE21314	DROME03028
OG0000872	MOUSE19959, MOUSE14433, MOUSE19954, MOUSE19956, MOUSE19957, MOUSE19958, MOUSE19955, MOUSE42241, MOUSE42242, MOUSE42239, MOUSE42240, MOUSE14434	DROME09696, DROME09697, DROME09695
OG0000874	MOUSE30098, MOUSE30099, MOUSE30100, MOUSE30095, MOUSE30096, MOUSE30097, MOUSE45656, MOUSE45655, MOUSE45657, MOUSE53137	DROME04338
OG0000875	MOUSE13832, MOUSE13831, MOUSE13833, MOUSE13830, MOUSE13824, MOUSE13829, MOUSE13825, MOUSE13828	DROME01940, DROME01939
OG0000875	MOUSE22325, MOUSE22324, MOUSE22319, MOUSE22321	DROME06587
OG0000878	MOUSE20493, MOUSE39219, MOUSE39221, MOUSE39222, MOUSE39224, MOUSE39220, MOUSE50484, MOUSE50483	DROME07549
OG0000879	MOUSE15627, MOUSE15628, MOUSE15626, MOUSE04069, MOUSE04070, MOUSE14580, MOUSE14582, MOUSE47637, MOUSE00274, MOUSE21746, MOUSE15959, MOUSE15976, MOUSE15492	DROME00001, DROME21621, DROME11009
OG0000880	MOUSE40833, MOUSE40836, MOUSE40842, MOUSE40832, MOUSE40837, MOUSE40831, MOUSE40841, MOUSE40838, MOUSE40839, MOUSE40843, MOUSE40840, MOUSE40835, MOUSE40834, MOUSE18302, MOUSE18299, MOUSE18300, MOUSE18301, MOUSE39028, MOUSE39023, MOUSE39027	DROME13991, DROME13992
OG0000881	MOUSE17831, MOUSE17832, MOUSE17830, MOUSE17829, MOUSE17828, MOUSE17827	DROME06288, DROME06289
OG0000881	MOUSE04654, MOUSE04657, MOUSE04656	DROME20749, DROME20746, DROME20750, DROME20748, DROME20747, DROME20751, DROME20752, DROME20753
OG0000887	MOUSE28799	DROME05592
OG0000888	MOUSE30870, MOUSE01355	DROME13818
OG0000888	MOUSE40267, MOUSE40264, MOUSE40268, MOUSE40272, MOUSE40265	DROME15657
OG0000889	MOUSE18628	DROME20531, DROME20532
OG0000889	MOUSE26653, MOUSE46319, MOUSE46321, MOUSE04967, MOUSE15211, MOUSE15213, MOUSE15214, MOUSE15212, MOUSE46320, MOUSE26654	DROME20008
OG0000894	MOUSE48713, MOUSE48715, MOUSE48714	DROME01898, DROME01895, DROME01896, DROME01894, DROME01897
OG0000894	MOUSE14107, MOUSE14108, MOUSE38541, MOUSE38542	DROME08778, DROME08777
OG0000896	MOUSE24632, MOUSE24633	DROME07637, DROME07636
OG0000897	MOUSE14410, MOUSE14409, MOUSE14408	DROME09205, DROME09206
OG0000904	MOUSE41151, MOUSE41152, MOUSE41148, MOUSE03385, MOUSE03384, MOUSE54890, MOUSE00887, MOUSE00886, MOUSE36682, MOUSE36683, MOUSE36685, MOUSE36684	DROME14411, DROME14410
OG0000906	MOUSE17633, MOUSE17632, MOUSE17634, MOUSE25430, MOUSE25426, MOUSE25429, MOUSE25431, MOUSE25428, MOUSE25427, MOUSE25436, MOUSE25435, MOUSE25434	DROME09411
OG0000907	MOUSE31312, MOUSE31311, MOUSE09807, MOUSE09808, MOUSE09809	DROME01472, DROME01473, DROME01474, DROME01471
OG0000908	MOUSE21442, MOUSE48364	DROME05842, DROME05841
OG0000908	MOUSE11435	DROME15683
OG0000908	MOUSE48365	DROME16604
OG0000909	MOUSE16370, MOUSE18098, MOUSE18107, MOUSE18106, MOUSE18102, MOUSE18103, MOUSE18101, MOUSE18099, MOUSE18100, MOUSE18104, MOUSE16369, MOUSE16368, MOUSE16367, MOUSE34339, MOUSE34338	DROME21889, DROME21890, DROME21873, DROME21876, DROME21877, DROME21875
OG0000911	MOUSE02433, MOUSE02434, MOUSE05532, MOUSE05533, MOUSE22069, MOUSE22072	DROME15954, DROME15951, DROME15953, DROME15956, DROME15955, DROME15952, DROME15957
OG0000913	MOUSE03584, MOUSE03581, MOUSE03586, MOUSE03585, MOUSE50198, MOUSE50196, MOUSE50197	DROME01636, DROME01633, DROME01634, DROME01635, DROME10634, DROME10638, DROME10637, DROME10636, DROME10635, DROME10633, DROME05629, DROME10407, DROME10406, DROME08899, DROME10631, DROME10640, DROME10639, DROME21277, DROME21276, DROME21275
OG0000914	MOUSE54271, MOUSE17295, MOUSE17296, MOUSE35445, MOUSE35444, MOUSE35443	DROME06233, DROME06234, DROME06235
OG0000921	MOUSE24877, MOUSE24878	DROME09822, DROME10234, DROME09821, DROME09823
OG0000921	MOUSE23301, MOUSE23303, MOUSE23302, MOUSE23300	DROME01540
OG0000921	MOUSE23881, MOUSE23879, MOUSE23880	DROME21958
OG0000923	MOUSE26356, MOUSE26357	DROME19914
OG0000923	MOUSE02431, MOUSE02432, MOUSE02428, MOUSE26100, MOUSE26096, MOUSE26101	DROME04554, DROME04553
OG0000925	MOUSE10575, MOUSE10576	DROME02761
OG0000925	MOUSE55432, MOUSE24719, MOUSE53700	DROME13733, DROME13734
OG0000926	MOUSE17360	DROME13962, DROME13964, DROME13963, DROME13961
OG0000927	MOUSE29419, MOUSE29420, MOUSE54617, MOUSE54620, MOUSE54619, MOUSE04094, MOUSE54618, MOUSE04095	DROME15912, DROME15911, DROME13544, DROME01290
OG0000929	MOUSE38764, MOUSE00532, MOUSE34224, MOUSE34223	DROME02144, DROME02147, DROME02145, DROME02146, DROME02148, DROME02143
OG0000931	MOUSE27857	DROME06107, DROME06103, DROME06106, DROME06105, DROME06104
OG0000933	MOUSE28167, MOUSE20273, MOUSE20274, MOUSE07248, MOUSE07247	DROME00363
OG0000934	MOUSE12520, MOUSE12519, MOUSE12516, MOUSE12517, MOUSE00090	DROME18021
OG0000934	MOUSE17316, MOUSE42016, MOUSE42017	DROME12197, DROME12198
OG0000935	MOUSE47477, MOUSE47478, MOUSE44606, MOUSE44607, MOUSE30728, MOUSE30730, MOUSE30727, MOUSE30729, MOUSE14697, MOUSE14695, MOUSE14698, MOUSE14700, MOUSE14696, MOUSE14699, MOUSE26344, MOUSE26343	DROME19387
OG0000944	MOUSE12531, MOUSE12532, MOUSE48058, MOUSE54692	DROME05002, DROME05004, DROME05003, DROME05001, DROME05005, DROME04999, DROME05000
OG0000945	MOUSE11943, MOUSE49368, MOUSE10031	DROME11635, DROME10522
OG0000946	MOUSE47231, MOUSE47232, MOUSE01829	DROME18472, DROME18473, DROME18474, DROME18476
OG0000947	MOUSE26132, MOUSE53230, MOUSE53231, MOUSE53229	DROME14910, DROME14909
OG0000949	MOUSE25328, MOUSE25327, MOUSE17718, MOUSE16365, MOUSE16366, MOUSE34340, MOUSE18097	DROME20631
OG0000950	MOUSE05009, MOUSE05008, MOUSE05006, MOUSE05007, MOUSE05010, MOUSE37986, MOUSE37985, MOUSE37987, MOUSE37984	DROME15080, DROME15081, DROME15075, DROME15077, DROME15078, DROME15076, DROME15082, DROME15083, DROME15079
OG0000953	MOUSE13745, MOUSE13258, MOUSE13744, MOUSE13741, MOUSE13743, MOUSE13742, MOUSE13740, MOUSE34903, MOUSE34902	DROME12838, DROME10330
OG0000954	MOUSE17098, MOUSE17097, MOUSE17096, MOUSE16993, MOUSE16991, MOUSE16987, MOUSE16992, MOUSE16989, MOUSE16988, MOUSE16990	DROME12405, DROME12406, DROME12407
OG0000955	MOUSE32358	DROME04991, DROME04992, DROME04993, DROME04990
OG0000957	MOUSE50366, MOUSE50364, MOUSE50368, MOUSE50362, MOUSE50363, MOUSE50371, MOUSE50369, MOUSE50367, MOUSE50365, MOUSE50370, MOUSE26047, MOUSE26048, MOUSE01613, MOUSE01614, MOUSE13268, MOUSE13267, MOUSE13270, MOUSE13271, MOUSE01612	DROME11550, DROME11548, DROME11549
OG0000958	MOUSE09358, MOUSE09360, MOUSE09359, MOUSE41232, MOUSE41231	DROME14600, DROME14604, DROME14602, DROME14603, DROME14601, DROME14605, DROME10611, DROME10609, DROME10610, DROME10608, DROME12027
OG0000960	MOUSE49548, MOUSE49547, MOUSE49545, MOUSE49546, MOUSE13626, MOUSE13629, MOUSE13627, MOUSE13628	DROME04151, DROME04150, DROME04154, DROME04153, DROME04158, DROME04156, DROME04161, DROME04149, DROME04152, DROME04155, DROME04157, DROME04160, DROME04159
OG0000963	MOUSE01418, MOUSE01419, MOUSE01420, MOUSE10592, MOUSE33400	DROME09182, DROME09184, DROME09183, DROME07082
OG0000964	MOUSE43201, MOUSE43202, MOUSE43200, MOUSE43199	DROME14012
OG0000965	MOUSE36703, MOUSE36704, MOUSE36705	DROME10303
OG0000965	MOUSE12247, MOUSE12246	DROME10622
OG0000967	MOUSE20877	DROME01950, DROME01951, DROME01952
OG0000968	MOUSE04857, MOUSE04856, MOUSE02780, MOUSE02778, MOUSE02779	DROME19457
OG0000969	MOUSE35290	DROME17496
OG0000970	MOUSE15309	DROME21979, DROME21981, DROME21980, DROME21978, DROME21982
OG0000972	MOUSE50146, MOUSE50147, MOUSE37982, MOUSE37981, MOUSE37983	DROME02149, DROME02155, DROME02156
OG0000972	MOUSE12807	DROME12808, DROME12809
OG0000974	MOUSE03615, MOUSE03614, MOUSE03613	DROME20587, DROME20537, DROME20538
OG0000978	MOUSE10016, MOUSE10015, MOUSE28748, MOUSE28746, MOUSE28747, MOUSE49417, MOUSE49416, MOUSE27348, MOUSE27347, MOUSE27345, MOUSE27346, MOUSE27349	DROME08128, DROME08129, DROME08130, DROME08127, DROME08125, DROME08126
OG0000979	MOUSE21300, MOUSE21301, MOUSE21299	DROME10162, DROME10163, DROME10160, DROME10161, DROME10164
OG0000984	MOUSE10080, MOUSE10081, MOUSE23731, MOUSE23728, MOUSE23729, MOUSE23730	DROME12019, DROME07638
OG0000985	MOUSE21243, MOUSE21242, MOUSE21241, MOUSE48352, MOUSE48347, MOUSE48349, MOUSE48348, MOUSE48345, MOUSE48346, MOUSE48351, MOUSE48350, MOUSE19222, MOUSE19221, MOUSE19220, MOUSE19219	DROME16403, DROME16400, DROME16401, DROME16404, DROME16402
OG0000986	MOUSE40286, MOUSE40285	DROME00031, DROME00030, DROME00032
OG0000987	MOUSE08586, MOUSE08587, MOUSE14584, MOUSE01245, MOUSE08588	DROME05032, DROME05034, DROME05033, DROME05035, DROME05036
OG0000988	MOUSE25852, MOUSE25848, MOUSE25676, MOUSE25677, MOUSE25678, MOUSE25675, MOUSE25679	DROME19158
OG0000992	MOUSE32207, MOUSE06252, MOUSE32208, MOUSE34367, MOUSE34366, MOUSE34368, MOUSE34369	DROME02382, DROME02383
OG0000994	MOUSE32211, MOUSE32210	DROME20689
OG0000994	MOUSE40530, MOUSE40529	DROME05396
OG0000997	MOUSE45397	DROME00173
OG0000997	MOUSE45389, MOUSE45393, MOUSE45392, MOUSE45390, MOUSE45394, MOUSE45398, MOUSE45391, MOUSE45395, MOUSE45400, MOUSE45399, MOUSE45396, MOUSE45401	DROME00174
OG0000999	MOUSE44063, MOUSE19949, MOUSE14460	DROME05157, DROME05156
OG0001000	MOUSE53658, MOUSE53659, MOUSE54860, MOUSE54857, MOUSE54859, MOUSE54858, MOUSE16553, MOUSE16552, MOUSE16554, MOUSE16556, MOUSE16555, MOUSE34230, MOUSE34229	DROME14938, DROME14943, DROME14945, DROME14944, DROME14942, DROME14939, DROME14940, DROME14941
OG0001001	MOUSE04043	DROME01963, DROME01964, DROME01966, DROME01965
OG0001003	MOUSE37949, MOUSE37947, MOUSE37943, MOUSE37952, MOUSE37945, MOUSE37944, MOUSE37946, MOUSE37942, MOUSE37951, MOUSE37948, MOUSE03862, MOUSE03866, MOUSE03863, MOUSE03867, MOUSE03865, MOUSE03864, MOUSE03872, MOUSE03874, MOUSE03875, MOUSE03873, MOUSE03871, MOUSE03869, MOUSE03870, MOUSE03868, MOUSE37953	DROME20428, DROME20429
OG0001004	MOUSE32951, MOUSE33143, MOUSE01660, MOUSE01664, MOUSE01665, MOUSE01662, MOUSE01661, MOUSE32947, MOUSE32950, MOUSE32945, MOUSE32949, MOUSE32946, MOUSE32948, MOUSE33145, MOUSE33148, MOUSE33147, MOUSE33144, MOUSE33146, MOUSE33149, MOUSE48867, MOUSE48869, MOUSE48868, MOUSE48870, MOUSE48866	DROME18265, DROME18264
OG0001005	MOUSE11321, MOUSE11324, MOUSE11316, MOUSE11327, MOUSE11320, MOUSE11323, MOUSE11325, MOUSE11322, MOUSE11317, MOUSE11314, MOUSE11319, MOUSE11313, MOUSE11326	DROME16898
OG0001006	MOUSE46159	DROME12303
OG0001008	MOUSE44438, MOUSE23623, MOUSE23621, MOUSE23622, MOUSE23624, MOUSE02139, MOUSE44435, MOUSE44436, MOUSE44437	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438
OG0001013	MOUSE44308, MOUSE41793, MOUSE15055, MOUSE44307, MOUSE06079	DROME18675, DROME18672, DROME18676, DROME18674, DROME18673
OG0001015	MOUSE14128, MOUSE14129, MOUSE14127, MOUSE02890, MOUSE02889, MOUSE38510, MOUSE38509, MOUSE38496, MOUSE38508, MOUSE38498, MOUSE38502, MOUSE38497, MOUSE38505	DROME02246, DROME04125
OG0001016	MOUSE18875, MOUSE18878, MOUSE18877	DROME03793
OG0001016	MOUSE39644, MOUSE39646, MOUSE39647	DROME04453
