Orthogroup	MOUSE	DROME
OG0005770	MOUSE49711, MOUSE49713, MOUSE49712, MOUSE49714, MOUSE49715	DROME01271, DROME01270
OG0005771	MOUSE30260, MOUSE30261, MOUSE30259, MOUSE30256	DROME11559
OG0005772	MOUSE15300, MOUSE15304, MOUSE15303, MOUSE15302, MOUSE15301	DROME11383
OG0005774	MOUSE14620	DROME03197
OG0005775	MOUSE14235	DROME14248, DROME03634
OG0005776	MOUSE46891	DROME05892
OG0005777	MOUSE16613, MOUSE16609, MOUSE16611, MOUSE16610, MOUSE16612	DROME12481
OG0005778	MOUSE27440, MOUSE27439	DROME21770, DROME21769, DROME21768, DROME21767
OG0005779	MOUSE02825, MOUSE02824	DROME08845
OG0005783	MOUSE27843	DROME16358
OG0005784	MOUSE21069	DROME20576
OG0005787	MOUSE51852, MOUSE51856, MOUSE51853, MOUSE51855, MOUSE51854, MOUSE51851	DROME16644, DROME18583
OG0005788	MOUSE29202, MOUSE29203	DROME01890
OG0005789	MOUSE49552, MOUSE49559, MOUSE49558, MOUSE49555	DROME02052
OG0005790	MOUSE03111, MOUSE03112, MOUSE03110	DROME02319
OG0005791	MOUSE36617, MOUSE36619, MOUSE36618, MOUSE36620	DROME09196, DROME09195
OG0005792	MOUSE20396, MOUSE20395, MOUSE20397	DROME04031
OG0005793	MOUSE03696	DROME13741
OG0005794	MOUSE39908, MOUSE39909	DROME20570
OG0005795	MOUSE21846, MOUSE21845	DROME00921
OG0005796	MOUSE40257	DROME21579
OG0005797	MOUSE09433	DROME13677
OG0005798	MOUSE52512	DROME00436
OG0005799	MOUSE20188	DROME17772
OG0005800	MOUSE18364, MOUSE18363	DROME14692
OG0005801	MOUSE13511, MOUSE13516, MOUSE13515, MOUSE13513, MOUSE13512, MOUSE13514	DROME20251, DROME13442
OG0005802	MOUSE01179, MOUSE01180, MOUSE01181, MOUSE01182	DROME18658
OG0005803	MOUSE55345, MOUSE55344	DROME06804
OG0005804	MOUSE16105, MOUSE33565, MOUSE33564	DROME00221
OG0005805	MOUSE04358	DROME18523
OG0005807	MOUSE16334, MOUSE16333	DROME15016
OG0005808	MOUSE40760, MOUSE40759	DROME15577
OG0005811	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243	DROME15005, DROME15004
OG0005812	MOUSE20449	DROME17684
OG0005813	MOUSE37235, MOUSE37233, MOUSE37234	DROME18740, DROME18739, DROME08278
OG0005815	MOUSE37926, MOUSE37929, MOUSE37928	DROME17829
OG0005817	MOUSE13251, MOUSE13248, MOUSE13249, MOUSE13250, MOUSE13247	DROME00446
OG0005818	MOUSE01762, MOUSE01763	DROME21049
OG0005819	MOUSE50349, MOUSE50348	DROME10881
OG0005821	MOUSE43001, MOUSE43000, MOUSE43002	DROME18765
OG0005822	MOUSE08144, MOUSE08141, MOUSE08140, MOUSE08147, MOUSE08145, MOUSE08143, MOUSE08146, MOUSE08142	DROME00384
OG0005823	MOUSE04685	DROME16943
OG0005824	MOUSE48407, MOUSE48405, MOUSE48409, MOUSE48406, MOUSE48408	DROME14993
OG0005827	MOUSE18759, MOUSE18758	DROME03179
OG0005829	MOUSE00184	DROME17916, DROME17917, DROME17918
OG0005830	MOUSE14203	DROME09394
OG0005831	MOUSE06090, MOUSE06091, MOUSE06092	DROME02056
OG0005832	MOUSE49608	DROME03903
OG0005833	MOUSE24738, MOUSE24737, MOUSE43193	DROME14025
OG0005834	MOUSE32412, MOUSE32411, MOUSE32410	DROME09861, DROME09860
OG0005835	MOUSE02461, MOUSE02462	DROME10113
OG0005836	MOUSE27772, MOUSE27771, MOUSE27773	DROME02540
OG0005837	MOUSE48882, MOUSE48881, MOUSE48880	DROME19685
OG0005840	MOUSE21324	DROME12810, DROME12811
OG0005842	MOUSE28813, MOUSE28812, MOUSE28814, MOUSE28815	DROME03001
OG0005843	MOUSE21541, MOUSE21537	DROME07738
OG0005845	MOUSE04473	DROME12524
OG0005846	MOUSE03064	DROME18114
OG0005847	MOUSE24586	DROME12864
OG0005848	MOUSE05612, MOUSE18911, MOUSE05611	DROME17120
OG0005849	MOUSE22097, MOUSE22096	DROME15063, DROME15062
OG0005850	MOUSE33785, MOUSE33784	DROME15741, DROME15742
OG0005851	MOUSE33454	DROME06389, DROME06388
OG0005853	MOUSE07627	DROME18489, DROME18488
OG0005857	MOUSE04700, MOUSE04699	DROME13133, DROME13132
OG0005858	MOUSE37403, MOUSE37400	DROME10288, DROME10287
OG0005859	MOUSE19800	DROME01874
OG0005860	MOUSE20692	DROME13592
OG0005861	MOUSE33700	DROME20036
OG0005863	MOUSE16980, MOUSE16979	DROME00631
OG0005864	MOUSE02844, MOUSE02845	DROME21983
OG0005865	MOUSE50053, MOUSE34615	DROME21095
OG0005866	MOUSE27445	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050
OG0005867	MOUSE24968, MOUSE24966, MOUSE24965, MOUSE24967	DROME18293
OG0005869	MOUSE28362, MOUSE28363	DROME01674
OG0005870	MOUSE31359, MOUSE31360	DROME19873
OG0005871	MOUSE36369, MOUSE36368, MOUSE36367	DROME05632, DROME05631
OG0005872	MOUSE38976	DROME00389
OG0005874	MOUSE22485, MOUSE22486	DROME03501
OG0005875	MOUSE45109	DROME06773
OG0005877	MOUSE01409, MOUSE01408	DROME06392
OG0005878	MOUSE07579	DROME19123
OG0005879	MOUSE32049	DROME20321
OG0005880	MOUSE10866	DROME17652, DROME17653
OG0005883	MOUSE15200, MOUSE15206, MOUSE15207, MOUSE15202, MOUSE15199	DROME19395
OG0005884	MOUSE24783, MOUSE24785, MOUSE24784	DROME08061
OG0005886	MOUSE07662, MOUSE07661	DROME01867
OG0005888	MOUSE50312, MOUSE50313	DROME16104
OG0005889	MOUSE54433, MOUSE54434	DROME14304, DROME07617
OG0005890	MOUSE17344, MOUSE17345, MOUSE17343	DROME19088
OG0005892	MOUSE49065	DROME10375, DROME10374
OG0005893	MOUSE13001, MOUSE13002, MOUSE13003	DROME16783
OG0005894	MOUSE13056, MOUSE13057, MOUSE19376	DROME11886
OG0005895	MOUSE04970, MOUSE04969	DROME02103
OG0005896	MOUSE00284, MOUSE00283, MOUSE21618	DROME06811
OG0005897	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555	DROME19090
OG0005898	MOUSE42784, MOUSE42783, MOUSE42786	DROME06116
OG0005899	MOUSE48385	DROME02184
OG0005901	MOUSE49551	DROME08625, DROME08624
OG0005902	MOUSE32103	DROME12748
OG0005903	MOUSE45092	DROME19765
OG0005906	MOUSE26302, MOUSE26300, MOUSE26301, MOUSE26304, MOUSE26303	DROME04737, DROME04735, DROME04736
OG0005907	MOUSE01952	DROME03221
OG0005909	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446	DROME01192
OG0005914	MOUSE10908, MOUSE10911, MOUSE10909, MOUSE10907, MOUSE10910	DROME08503, DROME08502
OG0005919	MOUSE24007	DROME03002
OG0005921	MOUSE16134, MOUSE16133, MOUSE16135	DROME05740
OG0005922	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611	DROME13644, DROME13643
OG0005923	MOUSE04049, MOUSE04048	DROME01141, DROME01142
OG0005926	MOUSE13286, MOUSE13285, MOUSE13284	DROME12066, DROME12065
OG0005928	MOUSE48504, MOUSE48505, MOUSE48502, MOUSE48503	DROME02019
OG0005929	MOUSE48886, MOUSE48887	DROME01196
OG0005931	MOUSE44698	DROME08847
OG0005932	MOUSE24910, MOUSE24909	DROME15731
OG0005933	MOUSE20167	DROME19096, DROME19097
OG0005936	MOUSE19946, MOUSE19947	DROME12077
OG0005937	MOUSE14417, MOUSE14414, MOUSE14415	DROME14657
OG0005937	MOUSE14416	DROME14658
OG0005938	MOUSE13211, MOUSE13212, MOUSE13210	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752
OG0005940	MOUSE27467	DROME18687
OG0005941	MOUSE18684	DROME14278
OG0005942	MOUSE04978, MOUSE04980, MOUSE04977, MOUSE04979	DROME17395
OG0005943	MOUSE14299, MOUSE14298, MOUSE14296, MOUSE14297	DROME01109
OG0005944	MOUSE18174	DROME21720
OG0005946	MOUSE53517, MOUSE53518	DROME15326
OG0005949	MOUSE37563, MOUSE37562	DROME10426
OG0005950	MOUSE06852, MOUSE06853, MOUSE06850	DROME10950
OG0005952	MOUSE02830	DROME19643
OG0005953	MOUSE10404, MOUSE10401	DROME11680
OG0005957	MOUSE32426	DROME02682, DROME02681, DROME02683, DROME02684
OG0005960	MOUSE36097, MOUSE36098	DROME11094, DROME11095
OG0005963	MOUSE09064	DROME00894
OG0005965	MOUSE36148	DROME15552
OG0005966	MOUSE16974, MOUSE16973	DROME04950
OG0005967	MOUSE14023	DROME16596, DROME14482
OG0005968	MOUSE29105, MOUSE19001	DROME21030, DROME16013, DROME08290
OG0005969	MOUSE18215	DROME08256, DROME08257
OG0005970	MOUSE31327, MOUSE31324, MOUSE31323, MOUSE31325, MOUSE31322, MOUSE31326	DROME13325
OG0005972	MOUSE09256, MOUSE09255, MOUSE09251, MOUSE09254, MOUSE09252, MOUSE09250, MOUSE09253	DROME16733
OG0005973	MOUSE07223, MOUSE07222	DROME03261
OG0005974	MOUSE24031, MOUSE24032	DROME09177
OG0005975	MOUSE53724, MOUSE53723, MOUSE53725, MOUSE29688, MOUSE54426	DROME01949
OG0005976	MOUSE22127	DROME19287
OG0005977	MOUSE39172, MOUSE39171	DROME08531
OG0005978	MOUSE05375, MOUSE05374	DROME03284
OG0005980	MOUSE18255	DROME21461
OG0005981	MOUSE09114, MOUSE09115	DROME05700
OG0005982	MOUSE10476, MOUSE10478, MOUSE10475, MOUSE10477	DROME01959
OG0005983	MOUSE44477	DROME09503, DROME20869
OG0005984	MOUSE13162	DROME20805
OG0005985	MOUSE20715, MOUSE20714	DROME12892
OG0005986	MOUSE20132, MOUSE20134, MOUSE20136, MOUSE20133, MOUSE20135	DROME07616
OG0005987	MOUSE19110, MOUSE55047	DROME16681
OG0005988	MOUSE46877, MOUSE46879, MOUSE46878	DROME04858
OG0005989	MOUSE45928, MOUSE45929	DROME01935, DROME02497
OG0005993	MOUSE17253	DROME01845
OG0005995	MOUSE18219, MOUSE18218, MOUSE18220	DROME10672
OG0005997	MOUSE19029, MOUSE46943, MOUSE46944, MOUSE46945, MOUSE46942	DROME05226
OG0005998	MOUSE01071, MOUSE01072	DROME05475
OG0006002	MOUSE02125, MOUSE02124	DROME16784
OG0006003	MOUSE50331, MOUSE50334	DROME10360
OG0006004	MOUSE26214, MOUSE14772	DROME09659
OG0006005	MOUSE03622	DROME21221
OG0006009	MOUSE32966, MOUSE32967, MOUSE32968	DROME04529, DROME04530
OG0006010	MOUSE26647, MOUSE26648	DROME07208
OG0006011	MOUSE05003	DROME05625
OG0006012	MOUSE27648, MOUSE19422	DROME04986
OG0006013	MOUSE17852	DROME08145
OG0006015	MOUSE32558, MOUSE32559, MOUSE32560	DROME04440, DROME04441
OG0006021	MOUSE07831, MOUSE20328, MOUSE28039	DROME09479
OG0006031	MOUSE27622, MOUSE27621, MOUSE27619, MOUSE27620, MOUSE27618, MOUSE10400, MOUSE10398, MOUSE10399	DROME15258
OG0006059	MOUSE13895, MOUSE13894	DROME07767
OG0006061	MOUSE44598, MOUSE44601, MOUSE44599, MOUSE44605, MOUSE44604, MOUSE44602, MOUSE44603, MOUSE44600	DROME04698
OG0006062	MOUSE14967	DROME04067
OG0006063	MOUSE09559, MOUSE09560	DROME20838
OG0006064	MOUSE19231	DROME01128
OG0006065	MOUSE10503, MOUSE10504	DROME06304
OG0006066	MOUSE15817	DROME20062
OG0006069	MOUSE38708, MOUSE38709	DROME20187
OG0006070	MOUSE06223	DROME16601, DROME16602
OG0006072	MOUSE44551	DROME01673
OG0006073	MOUSE42655, MOUSE42654	DROME14553
OG0006074	MOUSE07769	DROME19848
OG0006077	MOUSE26516	DROME09385
OG0006078	MOUSE16717, MOUSE30843	DROME02001
OG0006079	MOUSE44737, MOUSE44734	DROME02616
OG0006081	MOUSE39161, MOUSE39160	DROME14279
OG0006085	MOUSE41521, MOUSE41520	DROME12364
OG0006087	MOUSE27350	DROME12774
OG0006090	MOUSE24615	DROME09888, DROME09890, DROME09891, DROME09889
OG0006094	MOUSE29969	DROME09863, DROME00849, DROME00848
OG0006095	MOUSE27229, MOUSE50304	DROME21969
OG0006096	MOUSE37864, MOUSE37863	DROME21245
OG0006098	MOUSE09150, MOUSE09152, MOUSE09149	DROME05931
OG0006099	MOUSE14237, MOUSE15047	DROME11739
OG0006100	MOUSE49850, MOUSE49849	DROME05018
OG0006101	MOUSE44922, MOUSE44921	DROME04360
OG0006102	MOUSE01673	DROME01980
OG0006103	MOUSE00226, MOUSE00227	DROME10210
OG0006104	MOUSE06095, MOUSE06094	DROME15737
OG0006106	MOUSE31379, MOUSE31376, MOUSE31378	DROME20870
OG0006108	MOUSE29211, MOUSE17732	DROME09376
OG0006111	MOUSE45682, MOUSE45687, MOUSE45684	DROME12496
OG0006113	MOUSE15176	DROME04342
OG0006115	MOUSE00531	DROME16296
OG0006116	MOUSE20130	DROME02301, DROME02300
OG0006117	MOUSE06195, MOUSE06196	DROME10279
OG0006118	MOUSE09999	DROME20483
OG0006119	MOUSE35848, MOUSE35847	DROME12941
OG0006120	MOUSE40195	DROME13128, DROME13130, DROME13129
OG0006121	MOUSE09448, MOUSE09447, MOUSE09446	DROME18148
OG0006122	MOUSE05144	DROME00796
OG0006123	MOUSE40394, MOUSE40393	DROME16430
OG0006124	MOUSE40352	DROME13739
OG0006125	MOUSE43457, MOUSE43455, MOUSE43456	DROME02053
OG0006127	MOUSE49454, MOUSE49455	DROME03260
OG0006128	MOUSE49444, MOUSE49443, MOUSE49445, MOUSE49442	DROME07922
OG0006129	MOUSE36305, MOUSE36306	DROME09781
OG0006130	MOUSE17246, MOUSE17247	DROME17498, DROME17499
OG0006131	MOUSE05048, MOUSE05049, MOUSE16865	DROME15971
OG0006132	MOUSE21114, MOUSE21117, MOUSE21116, MOUSE21113	DROME06118
OG0006133	MOUSE01392, MOUSE01391, MOUSE01390, MOUSE01389, MOUSE01388	DROME07717
OG0006134	MOUSE10022, MOUSE10020	DROME13718
OG0006135	MOUSE20960	DROME08697
OG0006136	MOUSE36528, MOUSE36529, MOUSE21940, MOUSE21942	DROME10851
OG0006137	MOUSE33917, MOUSE33916, MOUSE33918, MOUSE33919, MOUSE33920	DROME09569
OG0006140	MOUSE38190, MOUSE38192, MOUSE38191	DROME15748
OG0006141	MOUSE51343, MOUSE51342, MOUSE51341	DROME18067, DROME07431
OG0006144	MOUSE20124	DROME00549
OG0006145	MOUSE34972	DROME11050
OG0006147	MOUSE10202	DROME21657
OG0006148	MOUSE10491, MOUSE10492	DROME10799
OG0006151	MOUSE34774	DROME20478
OG0006152	MOUSE00260, MOUSE00257	DROME08871
OG0006155	MOUSE30193, MOUSE30194	DROME18085
OG0006156	MOUSE38431, MOUSE38430	DROME10247
OG0006159	MOUSE27864, MOUSE27865	DROME13858
OG0006160	MOUSE24920	DROME03637
OG0006161	MOUSE39829	DROME18089, DROME18090, DROME18088
OG0006164	MOUSE26974	DROME09119
OG0006165	MOUSE28387	DROME18757, DROME18756
OG0006168	MOUSE50314	DROME15944, DROME18911
OG0006169	MOUSE45226, MOUSE45225	DROME10283
OG0006170	MOUSE22308, MOUSE22310, MOUSE22311, MOUSE22309	DROME14914
OG0006171	MOUSE33966, MOUSE33967, MOUSE33965, MOUSE33968	DROME09393
OG0006176	MOUSE48486	DROME04325
OG0006179	MOUSE16461, MOUSE16462	DROME10214
OG0006180	MOUSE23209	DROME17033
OG0006181	MOUSE43442, MOUSE43444, MOUSE43443, MOUSE43441	DROME14871
OG0006182	MOUSE05545	DROME01649
OG0006183	MOUSE14194, MOUSE14197	DROME14997
OG0006184	MOUSE15133, MOUSE15134	DROME06994, DROME06993
OG0006185	MOUSE31989	DROME15598
OG0006186	MOUSE16055	DROME01316
OG0006187	MOUSE30179, MOUSE30178	DROME00876
OG0006188	MOUSE32525, MOUSE32524	DROME00301
OG0006191	MOUSE19452	DROME00877, DROME00878
OG0006192	MOUSE27820, MOUSE27819	DROME00106
OG0006193	MOUSE18405, MOUSE18400, MOUSE18402, MOUSE18404, MOUSE18401, MOUSE18403	DROME02189
OG0006195	MOUSE15018, MOUSE15019, MOUSE15020, MOUSE15021	DROME11802, DROME11801
OG0006196	MOUSE29966	DROME01357
OG0006199	MOUSE15121, MOUSE15120, MOUSE15119	DROME19122
OG0006200	MOUSE48339	DROME03216, DROME03215
OG0006202	MOUSE12269, MOUSE12268	DROME06452, DROME06451
OG0006204	MOUSE22197, MOUSE22200, MOUSE22199, MOUSE22198	DROME02906
OG0006206	MOUSE07089, MOUSE07086	DROME19558
OG0006208	MOUSE48543	DROME15732
OG0006210	MOUSE09964, MOUSE09963, MOUSE09965, MOUSE09962	DROME19094
OG0006211	MOUSE14609, MOUSE14608	DROME17799, DROME17798, DROME17797
OG0006212	MOUSE15037, MOUSE15039, MOUSE15038	DROME12458
OG0006213	MOUSE52346, MOUSE52348, MOUSE52347, MOUSE52345, MOUSE52344, MOUSE52343	DROME10052
OG0006214	MOUSE01795, MOUSE01797, MOUSE01796	DROME05227
OG0006216	MOUSE48857, MOUSE48862, MOUSE48865, MOUSE48855	DROME02380
OG0006217	MOUSE36677	DROME19224
OG0006220	MOUSE23372	DROME10027
OG0006224	MOUSE34843	DROME18810
OG0006226	MOUSE10482	DROME08310
OG0006227	MOUSE27758	DROME03457
OG0006228	MOUSE47050, MOUSE47049, MOUSE47046, MOUSE47048, MOUSE47044	DROME12195, DROME12196, DROME12194, DROME12193
OG0006229	MOUSE30115, MOUSE30114, MOUSE30116	DROME16720
OG0006230	MOUSE23377	DROME05693
OG0006231	MOUSE32029, MOUSE32030, MOUSE32031	DROME06401, DROME06402, DROME06407
OG0006232	MOUSE23294	DROME06119
OG0006233	MOUSE16038	DROME13881
OG0006234	MOUSE33398	DROME22062, DROME22061
OG0006235	MOUSE41751, MOUSE41752	DROME20311
OG0006238	MOUSE41253, MOUSE41252, MOUSE41250, MOUSE41251	DROME09754
OG0006239	MOUSE49322, MOUSE49321, MOUSE49323, MOUSE49320	DROME10114
OG0006240	MOUSE32816	DROME19140, DROME08600
OG0006241	MOUSE23905, MOUSE23904, MOUSE23903	DROME06012
OG0006242	MOUSE46068, MOUSE46067, MOUSE46065, MOUSE46064, MOUSE46066	DROME07675, DROME07676
OG0006243	MOUSE53975, MOUSE53974, MOUSE32277	DROME14457
OG0006244	MOUSE37455	DROME17166, DROME17165
OG0006245	MOUSE22264, MOUSE22265	DROME02108, DROME02107
OG0006246	MOUSE19829, MOUSE19828, MOUSE19827, MOUSE19830, MOUSE19825	DROME19004
OG0006247	MOUSE10299	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200
OG0006248	MOUSE03884, MOUSE03885, MOUSE54081	DROME03264
OG0006249	MOUSE04079, MOUSE04078	DROME20245
OG0006250	MOUSE19187	DROME17023
OG0006251	MOUSE04588, MOUSE04587	DROME19735, DROME19738, DROME19736, DROME19737
OG0006254	MOUSE14074, MOUSE14075	DROME10801
OG0006258	MOUSE19643	DROME18180, DROME18181, DROME18179
OG0006259	MOUSE13823	DROME00749, DROME00747, DROME00746, DROME00748
OG0006260	MOUSE41017	DROME16552
OG0006262	MOUSE53349, MOUSE53351, MOUSE53353	DROME05994
OG0006263	MOUSE19929	DROME01003
OG0006264	MOUSE37346	DROME01178
OG0006265	MOUSE26555, MOUSE13337	DROME08925, DROME08926
OG0006267	MOUSE36950, MOUSE36947, MOUSE36949, MOUSE36946	DROME04482
OG0006268	MOUSE53582, MOUSE53581, MOUSE53580	DROME16986
OG0006270	MOUSE25735, MOUSE25737	DROME07884
OG0006271	MOUSE21994, MOUSE21993	DROME13584
OG0006273	MOUSE18539	DROME19288, DROME09384, DROME20348
OG0006275	MOUSE24704, MOUSE24705, MOUSE24706	DROME11545
OG0006276	MOUSE41137, MOUSE41136	DROME12088
OG0006277	MOUSE04582	DROME15668
OG0006278	MOUSE34489, MOUSE34487, MOUSE34488	DROME09293
OG0006279	MOUSE16388, MOUSE16387, MOUSE16386	DROME05154
OG0006280	MOUSE00019	DROME02801, DROME07680, DROME07679, DROME07678
OG0006281	MOUSE35102, MOUSE35103	DROME21723, DROME21724
OG0006283	MOUSE25148, MOUSE25150, MOUSE25147	DROME18093
OG0006284	MOUSE01517, MOUSE01515, MOUSE01516	DROME06978
OG0006285	MOUSE22193, MOUSE22194, MOUSE22195, MOUSE22196	DROME05155
OG0006286	MOUSE35473, MOUSE35474	DROME20409
OG0006288	MOUSE37718, MOUSE37719	DROME00223
OG0006289	MOUSE40814, MOUSE40816	DROME05895
OG0006290	MOUSE35141, MOUSE35140	DROME15754
OG0006291	MOUSE31402, MOUSE31403, MOUSE31400, MOUSE31401	DROME16421
OG0006292	MOUSE28720	DROME00480, DROME00481
OG0006293	MOUSE37627, MOUSE37625	DROME15892
OG0006294	MOUSE07913	DROME17637
OG0006295	MOUSE38121	DROME09339
OG0006296	MOUSE39258, MOUSE39254, MOUSE39257, MOUSE39260, MOUSE39256, MOUSE39252	DROME18450, DROME18451, DROME18457, DROME01938
OG0006297	MOUSE40886, MOUSE40885, MOUSE40887	DROME14064
OG0006298	MOUSE14670, MOUSE14671, MOUSE14672, MOUSE14673	DROME10104, DROME10103
OG0006301	MOUSE27376, MOUSE27375	DROME14417, DROME14418
OG0006302	MOUSE51462	DROME11859
OG0006305	MOUSE21331	DROME20608
OG0006306	MOUSE34251	DROME06607
OG0006308	MOUSE04298	DROME01926
OG0006309	MOUSE02180	DROME22059, DROME22060
OG0006311	MOUSE42034	DROME09053
OG0006313	MOUSE34183, MOUSE34185, MOUSE34184	DROME09638
OG0006315	MOUSE27789, MOUSE27788	DROME12826
OG0006318	MOUSE51285, MOUSE51286, MOUSE51284	DROME09391
OG0006319	MOUSE45688	DROME00483, DROME00484
OG0006321	MOUSE49369, MOUSE10030, MOUSE10028, MOUSE10029	DROME00074
OG0006322	MOUSE52872	DROME19674
OG0006323	MOUSE12964, MOUSE12965	DROME00186
OG0006328	MOUSE08970, MOUSE08967, MOUSE08968, MOUSE08969	DROME04072
OG0006329	MOUSE27767, MOUSE27765, MOUSE27766, MOUSE27764	DROME06117
OG0006330	MOUSE51758, MOUSE51757	DROME21856, DROME21857
OG0006331	MOUSE42771, MOUSE42772	DROME16655, DROME16654, DROME16657, DROME16656
OG0006332	MOUSE27257, MOUSE27256	DROME01006
OG0006333	MOUSE16124, MOUSE16123, MOUSE00654, MOUSE00655	DROME05697
OG0006334	MOUSE48911, MOUSE48912	DROME04357
OG0006339	MOUSE37259	DROME19031, DROME19030
OG0006340	MOUSE00903, MOUSE00904, MOUSE00905, MOUSE00902	DROME02471
OG0006341	MOUSE47414	DROME06095
OG0006344	MOUSE32264	DROME11878
OG0006345	MOUSE21609	DROME01528
OG0006346	MOUSE51221	DROME16623
OG0006347	MOUSE02467	DROME18372, DROME18373
OG0006350	MOUSE19460	DROME10882
OG0006351	MOUSE29657, MOUSE29658, MOUSE29659	DROME17575
OG0006352	MOUSE32257	DROME15718
OG0006353	MOUSE42828	DROME00751
OG0006356	MOUSE03845, MOUSE03847, MOUSE03846	DROME02890
OG0006358	MOUSE35406, MOUSE35402, MOUSE35405, MOUSE35404, MOUSE35403, MOUSE35401	DROME03318, DROME03317
OG0006359	MOUSE31884, MOUSE31886, MOUSE31887, MOUSE31885	DROME01311
OG0006360	MOUSE02221	DROME19840
OG0006362	MOUSE34247, MOUSE34248	DROME11093
OG0006363	MOUSE20221	DROME07012
OG0006364	MOUSE20680	DROME14912
OG0006365	MOUSE23279, MOUSE54173, MOUSE54172	DROME21616, DROME21617
OG0006367	MOUSE06752, MOUSE06748, MOUSE06749, MOUSE06750	DROME09374
OG0006370	MOUSE35591, MOUSE35592	DROME08234
OG0006372	MOUSE45009, MOUSE45008, MOUSE45007, MOUSE45010, MOUSE45012, MOUSE45011	DROME08788
OG0006375	MOUSE16929	DROME19928
OG0006376	MOUSE25552, MOUSE25550, MOUSE25549, MOUSE25548, MOUSE25547	DROME13198
OG0006377	MOUSE13243	DROME08417
OG0006378	MOUSE36964, MOUSE36966, MOUSE36963	DROME17931
OG0006379	MOUSE07595, MOUSE07594, MOUSE07596, MOUSE07597	DROME02858, DROME04856
OG0006381	MOUSE02021, MOUSE02020	DROME02707, DROME20650
OG0006382	MOUSE07504, MOUSE07502, MOUSE07505, MOUSE07501, MOUSE07503	DROME15024
OG0006383	MOUSE16422	DROME12394
OG0006385	MOUSE20071, MOUSE20069, MOUSE20070, MOUSE20066, MOUSE20067, MOUSE20068	DROME09556
OG0006387	MOUSE16306, MOUSE34335	DROME09390
OG0006388	MOUSE17131, MOUSE17130, MOUSE17129, MOUSE06529	DROME20388, DROME20387
OG0006389	MOUSE16581, MOUSE16586, MOUSE16584, MOUSE16585, MOUSE16582, MOUSE16583	DROME15710
OG0006392	MOUSE30923, MOUSE30926, MOUSE30924, MOUSE30925	DROME11920
OG0006393	MOUSE33021, MOUSE33020, MOUSE18469	DROME03463, DROME03462
OG0006395	MOUSE28238, MOUSE28236, MOUSE28237, MOUSE28235	DROME00130
OG0006398	MOUSE33324, MOUSE33323, MOUSE33316, MOUSE33321, MOUSE33325	DROME21615
OG0006402	MOUSE31582	DROME17310
OG0006405	MOUSE20487, MOUSE20488, MOUSE47054, MOUSE47053	DROME13750, DROME13751
OG0006406	MOUSE05088, MOUSE05087, MOUSE44266, MOUSE05086, MOUSE05085	DROME19952, DROME19616
OG0006408	MOUSE08267, MOUSE08266, MOUSE08265	DROME17398, DROME17397
OG0006442	MOUSE09109	DROME16371
OG0006443	MOUSE20211	DROME16038
OG0006447	MOUSE25747	DROME10748
OG0006448	MOUSE13317, MOUSE13318	DROME21414
OG0006449	MOUSE13387, MOUSE13386	DROME03272
OG0006454	MOUSE04930, MOUSE04929	DROME19164
OG0006456	MOUSE19867, MOUSE19868	DROME00779
OG0006458	MOUSE51228, MOUSE51230, MOUSE51229, MOUSE51231, MOUSE51227	DROME10373
OG0006459	MOUSE27714, MOUSE27717	DROME10282
OG0006460	MOUSE49910	DROME15064
OG0006461	MOUSE52644	DROME01188
OG0006462	MOUSE14254, MOUSE14253	DROME01832
OG0006464	MOUSE15625, MOUSE15624	DROME15553
OG0006465	MOUSE08682, MOUSE08683, MOUSE08684	DROME04025
OG0006469	MOUSE03738	DROME02304
OG0006470	MOUSE36168	DROME05726, DROME05725
OG0006471	MOUSE28060, MOUSE28059, MOUSE28057, MOUSE28058, MOUSE28061	DROME03198
OG0006472	MOUSE38447	DROME01113
OG0006474	MOUSE15358, MOUSE15357, MOUSE15356	DROME18594
OG0006475	MOUSE39872	DROME11340, DROME11339
OG0006476	MOUSE38897	DROME02188
OG0006477	MOUSE47325	DROME16299
OG0006478	MOUSE18471, MOUSE18472	DROME10803
OG0006479	MOUSE35163, MOUSE35164	DROME03631
OG0006480	MOUSE21333	DROME15425, DROME15426
OG0006481	MOUSE02030, MOUSE51052	DROME02142, DROME01455
OG0006482	MOUSE07260, MOUSE07262	DROME21719
OG0006483	MOUSE07206, MOUSE07204	DROME04426
OG0006485	MOUSE20333	DROME17756
OG0006487	MOUSE52846, MOUSE52845, MOUSE52844	DROME20891
OG0006488	MOUSE42690, MOUSE42689	DROME14000
OG0006490	MOUSE01816	DROME17521
OG0006491	MOUSE18971	DROME09727
OG0006492	MOUSE49785, MOUSE49782, MOUSE49781, MOUSE49784, MOUSE49783	DROME19565, DROME19566
OG0006497	MOUSE12999, MOUSE12998, MOUSE13000	DROME11986
OG0006498	MOUSE54568, MOUSE54567	DROME00774
OG0006501	MOUSE43340, MOUSE43338, MOUSE43339, MOUSE43337	DROME07620
