Orthogroup	MOUSE	PFLAV
OG0000572	MOUSE18741, MOUSE18742, MOUSE18747, MOUSE18745, MOUSE18743, MOUSE08285, MOUSE08283, MOUSE08284, MOUSE08282, MOUSE08281, MOUSE20447, MOUSE18746	TCONS_00003540.p1
OG0000572	MOUSE34897, MOUSE34899, MOUSE34900, MOUSE41405, MOUSE41406, MOUSE34901, MOUSE34898	TCONS_00051108.p1, TCONS_00051073.p1
OG0000573	MOUSE38345, MOUSE38346, MOUSE35087, MOUSE35088, MOUSE38344, MOUSE38343, MOUSE38342, MOUSE38341, MOUSE29526, MOUSE35086	TCONS_00051396.p1
OG0000573	MOUSE51991, MOUSE51992	TCONS_00028054.p1
OG0000574	MOUSE03800, MOUSE03927	TCONS_00014265.p1
OG0000574	MOUSE03923, MOUSE03922	TCONS_00014282.p1
OG0000574	MOUSE47459, MOUSE47456, MOUSE47457, MOUSE47458, MOUSE47452, MOUSE47455, MOUSE47454, MOUSE47460, MOUSE47453	TCONS_00015177.p1
OG0000575	MOUSE15329, MOUSE15327, MOUSE15326, MOUSE26633, MOUSE26640, MOUSE26630, MOUSE26631, MOUSE26628, MOUSE26625, MOUSE26635, MOUSE26629, MOUSE26626, MOUSE26638, MOUSE26639, MOUSE26636, MOUSE26642, MOUSE26641, MOUSE26624, MOUSE26634, MOUSE26637, MOUSE26627, MOUSE26632, MOUSE13339, MOUSE13341, MOUSE26235, MOUSE26230, MOUSE26233, MOUSE26232, MOUSE26229, MOUSE15328	TCONS_00056676.p1, TCONS_00056668.p1
OG0000576	MOUSE01166, MOUSE14852, MOUSE14850, MOUSE14851, MOUSE40559, MOUSE01164, MOUSE01163, MOUSE01165, MOUSE52581, MOUSE52578, MOUSE52574, MOUSE52580, MOUSE52576, MOUSE52579, MOUSE52577, MOUSE52575, MOUSE52582, MOUSE52584, MOUSE52587, MOUSE52586, MOUSE52585, MOUSE52583	TCONS_00020537.p1
OG0000578	MOUSE20360, MOUSE20359, MOUSE20362, MOUSE20361, MOUSE03091, MOUSE03087, MOUSE03090, MOUSE03088, MOUSE03089, MOUSE07290, MOUSE07291, MOUSE07292	TCONS_00011983.p1
OG0000579	MOUSE02041, MOUSE23552, MOUSE23553, MOUSE23554, MOUSE23550, MOUSE02042, MOUSE41019, MOUSE41020, MOUSE41018, MOUSE41021, MOUSE54255, MOUSE54257, MOUSE54256	TCONS_00047924.p1, TCONS_00047936.p1
OG0000580	MOUSE47258, MOUSE47257	TCONS_00036517.p1
OG0000581	MOUSE07319	TCONS_00010068.p1
OG0000581	MOUSE18770, MOUSE07320	TCONS_00010067.p1
OG0000581	MOUSE07322	TCONS_00011411.p1
OG0000582	MOUSE17430, MOUSE17431, MOUSE17428, MOUSE17429, MOUSE23946, MOUSE23947, MOUSE25981, MOUSE25982, MOUSE25983, MOUSE25975, MOUSE25979, MOUSE25984, MOUSE25974, MOUSE25976, MOUSE25978, MOUSE17216, MOUSE17215, MOUSE17213, MOUSE17212, MOUSE17214, MOUSE17211, MOUSE17210, MOUSE23948	TCONS_00015865.p1
OG0000583	MOUSE01784, MOUSE54088, MOUSE54086, MOUSE54089, MOUSE54090, MOUSE54092, MOUSE54087, MOUSE22001, MOUSE32168, MOUSE33890, MOUSE33889, MOUSE33888	TCONS_00000895.p1, TCONS_00000896.p1
OG0000584	MOUSE31345	TCONS_00015392.p1, TCONS_00015416.p1
OG0000584	MOUSE31344	TCONS_00053742.p1, TCONS_00053894.p1, TCONS_00052779.p1, TCONS_00053893.p1, TCONS_00052780.p1, TCONS_00052781.p1, TCONS_00053892.p1, TCONS_00053891.p1, TCONS_00016434.p1, TCONS_00016431.p1, TCONS_00016445.p1
OG0000587	MOUSE22685, MOUSE38303, MOUSE38305, MOUSE38304, MOUSE55325, MOUSE55324, MOUSE55322, MOUSE55323	TCONS_00022545.p1
OG0000587	MOUSE42665, MOUSE42667	TCONS_00010544.p1
OG0000588	MOUSE48786, MOUSE48787, MOUSE31848, MOUSE32353, MOUSE32352	TCONS_00053411.p1
OG0000588	MOUSE45239, MOUSE45240	TCONS_00001171.p1
OG0000589	MOUSE42228, MOUSE42229, MOUSE42227, MOUSE42226, MOUSE47183, MOUSE47184, MOUSE47181, MOUSE47182, MOUSE23629, MOUSE23630, MOUSE23628, MOUSE23627	TCONS_00023963.p1
OG0000590	MOUSE05523, MOUSE18372, MOUSE05521, MOUSE05522, MOUSE02546	TCONS_00002842.p1, TCONS_00002855.p1
OG0000590	MOUSE18529, MOUSE28939, MOUSE28941	TCONS_00007322.p1
OG0000591	MOUSE03776, MOUSE03774, MOUSE03773, MOUSE03775	TCONS_00012323.p1
OG0000591	MOUSE45119, MOUSE45118, MOUSE45120, MOUSE45121, MOUSE45116	TCONS_00022888.p1
OG0000592	MOUSE49687, MOUSE49686, MOUSE49685	TCONS_00015543.p1
OG0000593	MOUSE38540, MOUSE14106, MOUSE06441	TCONS_00014283.p1
OG0000593	MOUSE12368, MOUSE12366, MOUSE12367, MOUSE49643, MOUSE49644, MOUSE13819, MOUSE28583	TCONS_00008464.p1
OG0000594	MOUSE40778, MOUSE40777, MOUSE14517, MOUSE14516	TCONS_00048592.p1
OG0000596	MOUSE45708	TCONS_00048933.p1, TCONS_00018694.p1, TCONS_00043763.p1, TCONS_00049763.p1, TCONS_00049767.p1
OG0000597	MOUSE46308, MOUSE46307, MOUSE04601, MOUSE04603, MOUSE04605, MOUSE04604, MOUSE20021, MOUSE46309, MOUSE37363	TCONS_00005133.p1
OG0000597	MOUSE51636, MOUSE51634, MOUSE51635, MOUSE32567, MOUSE32568	TCONS_00032508.p1
OG0000598	MOUSE41698, MOUSE41699	TCONS_00029191.p1, TCONS_00029187.p1, TCONS_00029189.p1, TCONS_00025983.p1, TCONS_00029185.p1, TCONS_00007892.p1
OG0000600	MOUSE54466, MOUSE54465, MOUSE00132, MOUSE00135, MOUSE00136, MOUSE54464, MOUSE00134, MOUSE00133, MOUSE54880, MOUSE54879	TCONS_00000259.p1
OG0000602	MOUSE54043, MOUSE54042, MOUSE13065, MOUSE13066, MOUSE13067	TCONS_00020864.p1
OG0000602	MOUSE23060, MOUSE38461, MOUSE38463, MOUSE38462, MOUSE38460, MOUSE54041, MOUSE13068, MOUSE13069	TCONS_00021886.p1
OG0000603	MOUSE18832, MOUSE18831, MOUSE20286, MOUSE20285, MOUSE20287, MOUSE20288, MOUSE07810, MOUSE07809, MOUSE07808, MOUSE07811, MOUSE18833, MOUSE18834, MOUSE18818, MOUSE18827, MOUSE18819, MOUSE18825, MOUSE18821, MOUSE20289, MOUSE20290, MOUSE18829	TCONS_00010667.p1
OG0000604	MOUSE08642	TCONS_00009810.p1
OG0000607	MOUSE42215, MOUSE42214, MOUSE42213, MOUSE02133, MOUSE02132, MOUSE02134, MOUSE23595, MOUSE23596	TCONS_00036408.p1
OG0000608	MOUSE14207, MOUSE14208, MOUSE14204, MOUSE14206, MOUSE14205	TCONS_00041690.p1
OG0000609	MOUSE07218	TCONS_00009827.p1
OG0000609	MOUSE22345	TCONS_00003985.p1
OG0000610	MOUSE30757, MOUSE51594, MOUSE51593	TCONS_00029610.p1
OG0000610	MOUSE51595	TCONS_00016228.p1
OG0000610	MOUSE25477	TCONS_00014966.p1
OG0000611	MOUSE48953, MOUSE48957	TCONS_00008633.p1
OG0000612	MOUSE36201, MOUSE36200, MOUSE36199, MOUSE46782, MOUSE46781, MOUSE40383, MOUSE40382	TCONS_00026134.p1
OG0000612	MOUSE28578, MOUSE28580, MOUSE28579	TCONS_00008817.p1
OG0000613	MOUSE10241	TCONS_00028346.p1
OG0000614	MOUSE43293	TCONS_00010741.p1
OG0000615	MOUSE29445, MOUSE21962, MOUSE21967, MOUSE21964, MOUSE21961, MOUSE21965, MOUSE21966, MOUSE21963, MOUSE21970, MOUSE21960, MOUSE04243, MOUSE04245, MOUSE04242, MOUSE04244, MOUSE04241, MOUSE04246, MOUSE29446, MOUSE29449, MOUSE29450, MOUSE29452, MOUSE29453, MOUSE29451, MOUSE29448, MOUSE29447	TCONS_00021814.p1
OG0000616	MOUSE43042, MOUSE43044, MOUSE43043, MOUSE43041, MOUSE43050	TCONS_00052324.p1, TCONS_00034261.p1
OG0000616	MOUSE50900, MOUSE50901, MOUSE50902, MOUSE30157, MOUSE30158, MOUSE30156, MOUSE30155	TCONS_00034263.p1
OG0000617	MOUSE14520, MOUSE14521	TCONS_00049433.p1
OG0000618	MOUSE16598, MOUSE16595, MOUSE16593, MOUSE16600, MOUSE16599, MOUSE16596	TCONS_00000406.p1
OG0000619	MOUSE53833, MOUSE53832, MOUSE13100, MOUSE13101, MOUSE13102, MOUSE13104, MOUSE22715, MOUSE22714, MOUSE22713, MOUSE22711, MOUSE22709, MOUSE22710	TCONS_00020865.p1
OG0000621	MOUSE15658	TCONS_00012156.p1, TCONS_00012161.p1, TCONS_00012160.p1, TCONS_00012162.p1
OG0000623	MOUSE52068	TCONS_00045077.p1
OG0000623	MOUSE05906, MOUSE05905, MOUSE14117	TCONS_00014399.p1
OG0000624	MOUSE05834, MOUSE05836, MOUSE05833, MOUSE05837, MOUSE05835, MOUSE05832, MOUSE20490, MOUSE26414	TCONS_00056401.p1
OG0000625	MOUSE16138, MOUSE16137, MOUSE16139, MOUSE16140, MOUSE16141, MOUSE16136, MOUSE50690, MOUSE50689, MOUSE50691	TCONS_00040416.p1
OG0000626	MOUSE29299, MOUSE29292, MOUSE29296, MOUSE29291, MOUSE29297, MOUSE29295, MOUSE29294, MOUSE29293, MOUSE29298, MOUSE00426, MOUSE00422, MOUSE00425, MOUSE00423, MOUSE00424, MOUSE20854, MOUSE29219, MOUSE29218, MOUSE29213, MOUSE29216, MOUSE29217, MOUSE29214, MOUSE29215, MOUSE29300	TCONS_00016980.p1
OG0000627	MOUSE50870, MOUSE50872, MOUSE50871, MOUSE50873, MOUSE50869, MOUSE50874, MOUSE50868, MOUSE43635, MOUSE43636, MOUSE43634, MOUSE43633, MOUSE43628, MOUSE43630, MOUSE43629, MOUSE43627, MOUSE43631, MOUSE15878	TCONS_00035285.p1
OG0000628	MOUSE33803, MOUSE33805, MOUSE33806, MOUSE55288, MOUSE55287, MOUSE55289, MOUSE55291, MOUSE55290, MOUSE55292	TCONS_00000408.p1
OG0000628	MOUSE28607, MOUSE00366, MOUSE00365, MOUSE18571, MOUSE18570, MOUSE18572	TCONS_00046680.p1
OG0000629	MOUSE27093, MOUSE01791, MOUSE01790	TCONS_00037102.p1
OG0000634	MOUSE29180, MOUSE29181, MOUSE29179	TCONS_00044941.p1, TCONS_00003887.p1, TCONS_00029471.p1, TCONS_00003886.p1
OG0000635	MOUSE17432	TCONS_00003185.p1, TCONS_00003186.p1, TCONS_00003189.p1, TCONS_00002553.p1
OG0000635	MOUSE42730	TCONS_00005140.p1, TCONS_00005141.p1, TCONS_00005139.p1
OG0000636	MOUSE35989, MOUSE35990, MOUSE35986, MOUSE35987, MOUSE35980, MOUSE35985, MOUSE35979, MOUSE35984, MOUSE35991, MOUSE35982, MOUSE35983, MOUSE35981, MOUSE19615, MOUSE21409, MOUSE21405, MOUSE21413, MOUSE21412, MOUSE21406, MOUSE21410, MOUSE21402, MOUSE21407, MOUSE21403, MOUSE21408, MOUSE21404, MOUSE21411, MOUSE21415, MOUSE21414	TCONS_00026316.p1
OG0000637	MOUSE25268	TCONS_00015012.p1
OG0000637	MOUSE06427	TCONS_00010073.p1
OG0000639	MOUSE51940, MOUSE19650, MOUSE19651, MOUSE19647	TCONS_00028238.p1
OG0000639	MOUSE49493, MOUSE49495, MOUSE49496, MOUSE32122, MOUSE28358	TCONS_00009320.p1
OG0000642	MOUSE37031, MOUSE37030, MOUSE39970, MOUSE39974, MOUSE39972	TCONS_00030948.p1
OG0000643	MOUSE43453, MOUSE18626	TCONS_00054014.p1
OG0000643	MOUSE37838, MOUSE37839, MOUSE37831, MOUSE37832, MOUSE37834, MOUSE37836, MOUSE37833, MOUSE37837, MOUSE37835, MOUSE38119, MOUSE38118	TCONS_00005337.p1
OG0000644	MOUSE35880, MOUSE40523, MOUSE40522, MOUSE40517, MOUSE40518, MOUSE40521, MOUSE40520, MOUSE40519, MOUSE40516, MOUSE40515, MOUSE40514	TCONS_00050489.p1, TCONS_00007243.p1, TCONS_00007242.p1, TCONS_00007852.p1, TCONS_00009059.p1, TCONS_00008549.p1, TCONS_00008551.p1, TCONS_00006554.p1
OG0000645	MOUSE48947	TCONS_00009435.p1
OG0000645	MOUSE32254, MOUSE32255, MOUSE51331, MOUSE32253	TCONS_00020836.p1
OG0000646	MOUSE38328	TCONS_00052038.p1
OG0000646	MOUSE12275, MOUSE43672, MOUSE53413, MOUSE53412	TCONS_00008685.p1
OG0000647	MOUSE27946, MOUSE27945, MOUSE27942, MOUSE27941, MOUSE27947, MOUSE27937, MOUSE27938, MOUSE27939, MOUSE27935, MOUSE27943, MOUSE27944, MOUSE27940, MOUSE27936, MOUSE46894, MOUSE46895	TCONS_00023134.p1
OG0000648	MOUSE09133, MOUSE09132, MOUSE09134, MOUSE09135, MOUSE09136, MOUSE09138, MOUSE09137, MOUSE09139, MOUSE09140, MOUSE09131, MOUSE09130	TCONS_00009291.p1
OG0000648	MOUSE09143, MOUSE09141, MOUSE49647	TCONS_00008067.p1
OG0000649	MOUSE38973	TCONS_00056979.p1, TCONS_00055726.p1, TCONS_00055727.p1, TCONS_00012037.p1, TCONS_00055655.p1, TCONS_00055728.p1, TCONS_00055725.p1, TCONS_00057271.p1, TCONS_00007234.p1, TCONS_00007197.p1
OG0000651	MOUSE02552, MOUSE06974, MOUSE15502, MOUSE15503, MOUSE15504, MOUSE06972, MOUSE02553, MOUSE06973	TCONS_00019574.p1
OG0000654	MOUSE14618, MOUSE14619, MOUSE25060, MOUSE25062, MOUSE25061, MOUSE25064, MOUSE05334, MOUSE05333, MOUSE05332, MOUSE05331, MOUSE05330, MOUSE26181, MOUSE26182, MOUSE26180, MOUSE26183	TCONS_00003642.p1
OG0000657	MOUSE51830	TCONS_00019776.p1
OG0000657	MOUSE20685, MOUSE20684, MOUSE20683, MOUSE51829, MOUSE51831	TCONS_00019778.p1
OG0000660	MOUSE26589	TCONS_00056935.p1
OG0000660	MOUSE53726, MOUSE02723, MOUSE04889, MOUSE04890	TCONS_00001169.p1
OG0000662	MOUSE19603, MOUSE19601, MOUSE19604, MOUSE19602, MOUSE19605, MOUSE19607, MOUSE19606	TCONS_00025890.p1
OG0000662	MOUSE14111, MOUSE06500, MOUSE06499, MOUSE14110	TCONS_00012593.p1
OG0000663	MOUSE13441	TCONS_00046671.p1
OG0000664	MOUSE53752, MOUSE53753, MOUSE01965, MOUSE01962, MOUSE23474	TCONS_00049409.p1
OG0000664	MOUSE22241, MOUSE22240, MOUSE35216, MOUSE35218, MOUSE35217	TCONS_00003405.p1, TCONS_00004385.p1
OG0000665	MOUSE51882, MOUSE51880, MOUSE51881, MOUSE32269, MOUSE32268	TCONS_00028513.p1, TCONS_00028512.p1, TCONS_00029643.p3
OG0000666	MOUSE55143, MOUSE55144, MOUSE55142, MOUSE55141	TCONS_00049104.p1
OG0000667	MOUSE32539, MOUSE32538	TCONS_00015946.p1, TCONS_00028218.p1, TCONS_00028375.p1, TCONS_00029479.p1, TCONS_00029274.p1, TCONS_00029273.p1, TCONS_00029268.p1, TCONS_00029272.p1, TCONS_00029235.p1, TCONS_00029231.p1, TCONS_00029232.p1, TCONS_00028216.p1, TCONS_00028532.p1, TCONS_00028533.p1, TCONS_00028219.p1, TCONS_00018520.p1, TCONS_00018521.p1, TCONS_00029108.p1, TCONS_00029107.p1, TCONS_00028416.p1, TCONS_00028230.p1
OG0000670	MOUSE04054, MOUSE04055, MOUSE53933, MOUSE53934, MOUSE47619, MOUSE52285, MOUSE24104, MOUSE24105	TCONS_00022803.p1, TCONS_00022414.p1
OG0000671	MOUSE50487, MOUSE50486, MOUSE50485	TCONS_00003740.p1
OG0000671	MOUSE54296, MOUSE54294, MOUSE54295, MOUSE40916, MOUSE23443, MOUSE02325	TCONS_00003734.p1, TCONS_00003736.p1, TCONS_00002801.p1
OG0000672	MOUSE15523, MOUSE15520, MOUSE15524, MOUSE04067, MOUSE15521	TCONS_00021249.p1, TCONS_00022408.p1
OG0000672	MOUSE41797, MOUSE41126, MOUSE06352, MOUSE41798, MOUSE06353	TCONS_00009740.p1
OG0000674	MOUSE44926, MOUSE44927, MOUSE30738, MOUSE30735, MOUSE30734, MOUSE30736, MOUSE30739, MOUSE44929	TCONS_00028994.p1
OG0000674	MOUSE42020, MOUSE42019, MOUSE42022, MOUSE42021, MOUSE45911, MOUSE45910, MOUSE45912	TCONS_00024122.p1
OG0000676	MOUSE13398, MOUSE13397, MOUSE13396, MOUSE28654	TCONS_00018626.p1
OG0000676	MOUSE23124, MOUSE54030, MOUSE54029, MOUSE13098	TCONS_00022372.p1
OG0000680	MOUSE14546, MOUSE14547	TCONS_00046773.p1, TCONS_00045611.p1, TCONS_00044700.p1
OG0000681	MOUSE29729, MOUSE29731, MOUSE29732, MOUSE29734, MOUSE29733, MOUSE53999, MOUSE53998, MOUSE12966, MOUSE12967	TCONS_00042950.p1
OG0000681	MOUSE23608, MOUSE23607, MOUSE27190, MOUSE27189, MOUSE27185, MOUSE27186, MOUSE27187, MOUSE27188, MOUSE27184	TCONS_00023435.p1
OG0000682	MOUSE40533, MOUSE40532, MOUSE40535, MOUSE40534, MOUSE21319, MOUSE21318, MOUSE35907, MOUSE35915, MOUSE35914, MOUSE35910, MOUSE35911, MOUSE35909, MOUSE35912, MOUSE35913	TCONS_00026219.p1, TCONS_00026236.p1, TCONS_00026223.p1, TCONS_00026230.p1, TCONS_00026234.p1, TCONS_00026233.p1, TCONS_00026243.p1, TCONS_00026248.p1, TCONS_00026220.p1
OG0000683	MOUSE54444, MOUSE54443	TCONS_00022902.p1
OG0000683	MOUSE48812, MOUSE48811, MOUSE31819, MOUSE31816, MOUSE31818, MOUSE31817, MOUSE31821	TCONS_00052646.p1
OG0000684	MOUSE19631, MOUSE19633, MOUSE19634, MOUSE19635, MOUSE19636, MOUSE49799, MOUSE49800, MOUSE49801, MOUSE49802	TCONS_00009346.p1
OG0000685	MOUSE44185, MOUSE44186, MOUSE47322, MOUSE47323, MOUSE47321, MOUSE23574, MOUSE23575, MOUSE23573, MOUSE02122, MOUSE02123, MOUSE47324	TCONS_00023333.p1, TCONS_00023203.p1
OG0000690	MOUSE18670, MOUSE34065, MOUSE00474	TCONS_00046093.p1
OG0000690	MOUSE54656	TCONS_00001720.p1
OG0000690	MOUSE19350	TCONS_00053238.p1
OG0000691	MOUSE29347, MOUSE29346, MOUSE49341	TCONS_00007126.p1
OG0000691	MOUSE06742, MOUSE34387, MOUSE09040, MOUSE09041, MOUSE09042, MOUSE28336, MOUSE28335	TCONS_00017529.p1
OG0000692	MOUSE04478, MOUSE04479, MOUSE04480, MOUSE04477, MOUSE04476	TCONS_00006462.p1, TCONS_00006453.p1, TCONS_00006460.p1
OG0000693	MOUSE25877, MOUSE25875, MOUSE25876	TCONS_00015338.p1
OG0000694	MOUSE24535, MOUSE24536, MOUSE24534, MOUSE24752, MOUSE40204, MOUSE40205, MOUSE40203	TCONS_00014772.p1
OG0000695	MOUSE07158, MOUSE07159, MOUSE43466, MOUSE43286, MOUSE43285, MOUSE43287, MOUSE20065, MOUSE18346	TCONS_00048840.p1, TCONS_00048837.p1, TCONS_00048836.p1, TCONS_00048839.p1, TCONS_00002666.p1, TCONS_00045598.p1, TCONS_00026763.p1
OG0000696	MOUSE00120	TCONS_00018845.p1
OG0000696	MOUSE23457	TCONS_00047236.p1
OG0000697	MOUSE06912, MOUSE06911, MOUSE31212, MOUSE53511, MOUSE53512, MOUSE10904, MOUSE10901, MOUSE10903, MOUSE10902	TCONS_00048562.p1
OG0000698	MOUSE24778	TCONS_00010307.p1, TCONS_00010310.p1, TCONS_00010318.p1, TCONS_00010312.p1, TCONS_00010317.p1
OG0000698	MOUSE20138, MOUSE07687	TCONS_00010306.p1
OG0000699	MOUSE45156, MOUSE54589, MOUSE54585, MOUSE54584, MOUSE54588, MOUSE22674, MOUSE22675, MOUSE22676, MOUSE22673, MOUSE45160	TCONS_00021271.p1
OG0000700	MOUSE41844	TCONS_00036206.p1
OG0000700	MOUSE41842, MOUSE41843, MOUSE41841, MOUSE41840, MOUSE47055	TCONS_00055915.p1, TCONS_00055909.p1
OG0000701	MOUSE09498, MOUSE09495, MOUSE09496, MOUSE00837, MOUSE00838, MOUSE00839, MOUSE00845, MOUSE40359, MOUSE40360, MOUSE02828, MOUSE02827	TCONS_00026249.p1, TCONS_00026244.p1, TCONS_00026245.p1, TCONS_00026250.p1
OG0000702	MOUSE19754, MOUSE19750, MOUSE19745, MOUSE19735, MOUSE19738, MOUSE19742, MOUSE19747, MOUSE19732, MOUSE19728, MOUSE19724, MOUSE19720, MOUSE19719, MOUSE19726, MOUSE19722, MOUSE19721, MOUSE19717, MOUSE19716, MOUSE51901, MOUSE51899, MOUSE51898, MOUSE51903, MOUSE51905, MOUSE51902, MOUSE51897	TCONS_00020216.p1
OG0000703	MOUSE09475, MOUSE09482, MOUSE09477, MOUSE09474, MOUSE09481, MOUSE09478, MOUSE09480, MOUSE31672, MOUSE31674, MOUSE31671, MOUSE31670	TCONS_00030196.p1
OG0000706	MOUSE23468, MOUSE23467, MOUSE23472, MOUSE23471, MOUSE23466, MOUSE23470, MOUSE23469	TCONS_00047273.p1
OG0000708	MOUSE31390, MOUSE31389	TCONS_00052744.p1
OG0000708	MOUSE14490, MOUSE54269, MOUSE54268	TCONS_00049295.p1
OG0000709	MOUSE20103, MOUSE18127, MOUSE18128, MOUSE18129, MOUSE18130, MOUSE18131, MOUSE18132, MOUSE18134, MOUSE18135, MOUSE18136, MOUSE18133, MOUSE18137, MOUSE18138, MOUSE18140, MOUSE18141	TCONS_00003484.p1
OG0000710	MOUSE21986, MOUSE21988, MOUSE21987, MOUSE34237	TCONS_00008170.p1, TCONS_00008171.p1
OG0000711	MOUSE01833, MOUSE01830	TCONS_00037709.p1
OG0000711	MOUSE44352, MOUSE02178	TCONS_00036664.p1, TCONS_00036685.p1
OG0000711	MOUSE47225, MOUSE47226	TCONS_00036548.p1
OG0000712	MOUSE03200, MOUSE03199, MOUSE53971, MOUSE53972, MOUSE45072, MOUSE45069, MOUSE45071, MOUSE48221, MOUSE48220, MOUSE48222	TCONS_00043112.p1, TCONS_00051037.p1, TCONS_00052059.p1, TCONS_00050961.p1, TCONS_00050972.p1, TCONS_00043106.p1
OG0000713	MOUSE04057, MOUSE54792, MOUSE54791, MOUSE55213, MOUSE55214, MOUSE55212	TCONS_00020883.p1
OG0000715	MOUSE26260, MOUSE26259, MOUSE26258, MOUSE02473, MOUSE02472, MOUSE53172, MOUSE53167, MOUSE53171, MOUSE53168, MOUSE53170, MOUSE53165, MOUSE53166, MOUSE53169, MOUSE53173	TCONS_00055218.p1
OG0000716	MOUSE55256, MOUSE55255, MOUSE55258, MOUSE55260, MOUSE55261, MOUSE55262, MOUSE55257, MOUSE55259, MOUSE18073	TCONS_00023851.p1, TCONS_00023852.p1, TCONS_00023842.p1, TCONS_00023843.p1, TCONS_00001491.p1
OG0000717	MOUSE48391, MOUSE48394, MOUSE48392, MOUSE48393, MOUSE25899	TCONS_00016081.p1
OG0000718	MOUSE30953, MOUSE43056, MOUSE43055, MOUSE43054, MOUSE24376, MOUSE24375, MOUSE24369, MOUSE43537, MOUSE43538, MOUSE12486	TCONS_00035589.p1
OG0000720	MOUSE19535, MOUSE19536, MOUSE51696, MOUSE51698, MOUSE51695, MOUSE51697	TCONS_00019702.p1, TCONS_00019718.p1
OG0000720	MOUSE30165	TCONS_00033144.p1
OG0000721	MOUSE02762, MOUSE02761, MOUSE02760, MOUSE02765, MOUSE02764	TCONS_00006398.p1
OG0000721	MOUSE54553, MOUSE51287, MOUSE16557, MOUSE51288	TCONS_00000729.p1
OG0000722	MOUSE27353, MOUSE08639, MOUSE20386, MOUSE27055, MOUSE39386	TCONS_00010253.p1
OG0000725	MOUSE31731, MOUSE31730, MOUSE31732	TCONS_00015059.p1
OG0000725	MOUSE41865, MOUSE41864, MOUSE41867, MOUSE41868, MOUSE45804, MOUSE45803, MOUSE45805	TCONS_00023276.p1
OG0000725	MOUSE27201, MOUSE27205, MOUSE27203, MOUSE27202, MOUSE27206, MOUSE27207, MOUSE27204	TCONS_00025265.p1
OG0000726	MOUSE18851, MOUSE18868, MOUSE18854, MOUSE18855, MOUSE18870, MOUSE18857, MOUSE18848, MOUSE18866, MOUSE18865, MOUSE18850, MOUSE18841, MOUSE18847, MOUSE18859, MOUSE18852, MOUSE18846, MOUSE18849, MOUSE18862, MOUSE18844, MOUSE18861, MOUSE18867, MOUSE18853, MOUSE18864, MOUSE18860, MOUSE18845, MOUSE18858, MOUSE18842, MOUSE18856, MOUSE18871, MOUSE18872, MOUSE18843, MOUSE22343, MOUSE22340, MOUSE22341, MOUSE22342, MOUSE14710	TCONS_00016601.p1
OG0000730	MOUSE02569, MOUSE22100, MOUSE22099	TCONS_00056912.p1
OG0000731	MOUSE15688, MOUSE15689, MOUSE15687, MOUSE15694, MOUSE15693, MOUSE15695, MOUSE15691, MOUSE15692, MOUSE55085, MOUSE55084, MOUSE55086, MOUSE55083, MOUSE12888, MOUSE12887, MOUSE38373, MOUSE38370, MOUSE38371, MOUSE38367, MOUSE38372	TCONS_00021358.p1
OG0000732	MOUSE31018, MOUSE55029, MOUSE23136, MOUSE23139, MOUSE23138, MOUSE23137, MOUSE23135	TCONS_00022768.p1
OG0000732	MOUSE50346, MOUSE33183	TCONS_00053142.p1
OG0000733	MOUSE07355, MOUSE07356, MOUSE20245, MOUSE24781	TCONS_00011607.p1
OG0000733	MOUSE08117, MOUSE08121, MOUSE08120, MOUSE08119, MOUSE08118, MOUSE18227	TCONS_00010891.p1
OG0000734	MOUSE25399, MOUSE25398, MOUSE25401, MOUSE25403, MOUSE25402, MOUSE25400, MOUSE31239, MOUSE31240	TCONS_00015907.p1
OG0000735	MOUSE00416, MOUSE00415, MOUSE00410, MOUSE00414, MOUSE00409, MOUSE00411, MOUSE00413, MOUSE00412, MOUSE28517, MOUSE28516, MOUSE13496, MOUSE13495, MOUSE13497, MOUSE13498, MOUSE13499	TCONS_00016800.p1
OG0000736	MOUSE53161, MOUSE53162, MOUSE14814	TCONS_00034778.p1, TCONS_00042089.p1, TCONS_00042090.p1, TCONS_00020624.p1
OG0000736	MOUSE26390, MOUSE25145	TCONS_00019278.p1
OG0000737	MOUSE46618	TCONS_00041554.p1
OG0000737	MOUSE46615	TCONS_00026738.p1
OG0000740	MOUSE28205, MOUSE13925	TCONS_00055839.p1
OG0000740	MOUSE39996	TCONS_00031055.p1
OG0000743	MOUSE46006, MOUSE42136, MOUSE42134, MOUSE06280, MOUSE06282, MOUSE06283, MOUSE06281	TCONS_00013173.p1
OG0000743	MOUSE46007, MOUSE46009, MOUSE06274	TCONS_00014370.p1
OG0000744	MOUSE11975, MOUSE11971, MOUSE11972, MOUSE11974, MOUSE11973, MOUSE11976, MOUSE29332, MOUSE29329, MOUSE29331, MOUSE29330, MOUSE29334, MOUSE29333, MOUSE29335, MOUSE28348, MOUSE28346, MOUSE28345, MOUSE28349, MOUSE28347, MOUSE11977	TCONS_00008825.p1
OG0000745	MOUSE18764	TCONS_00016076.p1
OG0000746	MOUSE41782	TCONS_00021275.p1
OG0000746	MOUSE00209	TCONS_00050079.p1
