Orthogroup	AENJA_ok	OWEFU
OG0006547	AENJA_08999	OFUSG18962.1.p1
OG0006548	AENJA_09103	OFUSG25421.1.p1
OG0006549	AENJA_09178	OFUSG05487.1.p1
OG0006550	AENJA_09213	OFUSG06119.1.p1
OG0006553	AENJA_09463	OFUSG11130.1.p1
OG0006554	AENJA_09668	OFUSG24021.1.p1
OG0006555	AENJA_09715	OFUSG26489.2.p1, OFUSG26489.1.p1
OG0006556	AENJA_09923	OFUSG03445.1.p1
OG0006557	AENJA_09970	OFUSG14941.1.p1
OG0006558	AENJA_10006, AENJA_12958	OFUSG12272.1.p1
OG0006560	AENJA_10117	OFUSG12114.4.p1, OFUSG12114.3.p1, OFUSG12114.1.p1, OFUSG12114.2.p1
OG0006561	AENJA_10164	OFUSG12514.1.p1
OG0006562	AENJA_10204	OFUSG24816.1.p1
OG0006563	AENJA_10372	OFUSG11471.1.p1
OG0006564	AENJA_10383	OFUSG14858.1.p1, OFUSG14858.2.p1
OG0006565	AENJA_10416	OFUSG18814.1.p1
OG0006566	AENJA_10456	OFUSG10028.1.p1
OG0006567	AENJA_10471, AENJA_14106	OFUSG17173.1.p1
OG0006568	AENJA_10472	OFUSG17701.1.p1
OG0006569	AENJA_10690	OFUSG12406.1.p1
OG0006570	AENJA_10767	OFUSG08159.1.p1
OG0006571	AENJA_10794	OFUSG19904.1.p1
OG0006572	AENJA_10980	OFUSG23570.1.p1
OG0006573	AENJA_11033	OFUSG14956.1.p1, OFUSG14956.2.p1
OG0006574	AENJA_11193	OFUSG08878.1.p1
OG0006575	AENJA_11220	OFUSG20418.1.p1
OG0006576	AENJA_11248	OFUSG07193.1.p1, OFUSG10625.1.p1
OG0006577	AENJA_23377, AENJA_11258	OFUSG09702.1.p1
OG0006578	AENJA_11264	OFUSG18955.1.p1
OG0006579	AENJA_11267	OFUSG26574.1.p1, OFUSG26574.2.p1
OG0006580	AENJA_11583	OFUSG04090.1.p1
OG0006581	AENJA_11836	OFUSG15947.1.p1
OG0006582	AENJA_12464	OFUSG19688.2.p1, OFUSG19688.1.p1
OG0006583	AENJA_26093, AENJA_16765, AENJA_12483	OFUSG00932.1.p1
OG0006584	AENJA_12500	OFUSG03955.1.p1
OG0006585	AENJA_12538	OFUSG25142.1.p1
OG0006586	AENJA_12567	OFUSG07058.1.p1
OG0006587	AENJA_12821	OFUSG11331.1.p1
OG0006588	AENJA_12912	OFUSG19522.1.p1
OG0006589	AENJA_12916	OFUSG06855.1.p1
OG0006590	AENJA_12964	OFUSG10587.1.p1
OG0006591	AENJA_13044	OFUSG13603.1.p1
OG0006592	AENJA_13142	OFUSG01351.1.p1
OG0006593	AENJA_13291	OFUSG17362.1.p1
OG0006594	AENJA_13414	OFUSG22740.1.p1
OG0006595	AENJA_13536	OFUSG10655.1.p1
OG0006596	AENJA_13622	OFUSG22773.1.p1
OG0006597	AENJA_13689	OFUSG02614.1.p1
OG0006598	AENJA_13737	OFUSG19727.1.p1
OG0006600	AENJA_13874	OFUSG18292.1.p1
OG0006602	AENJA_14087	OFUSG12840.1.p1
OG0006603	AENJA_14155	OFUSG20547.1.p1
OG0006604	AENJA_14442	OFUSG14932.1.p1
OG0006605	AENJA_14456	OFUSG07817.1.p1
OG0006606	AENJA_14515	OFUSG00454.1.p1
OG0006607	AENJA_14537	OFUSG21232.1.p1
OG0006608	AENJA_14551	OFUSG24911.1.p1
OG0006609	AENJA_14599	OFUSG02001.1.p1
OG0006610	AENJA_14663	OFUSG18091.1.p1
OG0006611	AENJA_14698	OFUSG04528.1.p1
OG0006613	AENJA_14809	OFUSG14105.1.p1
OG0006614	AENJA_14867	OFUSG01350.1.p1
OG0006615	AENJA_14938	OFUSG16559.1.p1
OG0006616	AENJA_14986	OFUSG13783.1.p1
OG0006617	AENJA_15260	OFUSG26038.1.p1
OG0006618	AENJA_15455	OFUSG09409.1.p1, OFUSG09409.2.p1
OG0006619	AENJA_15520	OFUSG17331.1.p1
OG0006620	AENJA_15575	OFUSG09973.1.p1, OFUSG09973.2.p1
OG0006621	AENJA_15590	OFUSG22792.2.p1, OFUSG22792.1.p1
OG0006622	AENJA_15726	OFUSG13902.1.p1
OG0006623	AENJA_15760	OFUSG08341.1.p1
OG0006624	AENJA_15910	OFUSG24399.1.p1
OG0006625	AENJA_15915	OFUSG24278.1.p1
OG0006626	AENJA_15948	OFUSG23882.1.p1
OG0006627	AENJA_16099	OFUSG00423.1.p1
OG0006628	AENJA_16181	OFUSG13146.1.p1
OG0006629	AENJA_16215	OFUSG20284.1.p1
OG0006630	AENJA_16229	OFUSG04586.1.p1
OG0006631	AENJA_16356	OFUSG16224.1.p1
OG0006633	AENJA_16566	OFUSG13007.1.p1
OG0006635	AENJA_16751	OFUSG06292.1.p1
OG0006636	AENJA_16904	OFUSG10617.1.p1
OG0006637	AENJA_16936	OFUSG10278.1.p1
OG0006638	AENJA_17173	OFUSG22936.1.p1
OG0006639	AENJA_17226	OFUSG13101.1.p1, OFUSG13101.3.p1, OFUSG13101.2.p1
OG0006640	AENJA_17469, AENJA_17468	OFUSG26127.1.p1
OG0006641	AENJA_17771	OFUSG12386.1.p1
OG0006642	AENJA_17957	OFUSG11052.2.p1, OFUSG11052.1.p1
OG0006644	AENJA_18104	OFUSG05210.1.p1, OFUSG05210.2.p1
OG0006644	AENJA_18105	OFUSG05209.1.p1
OG0006645	AENJA_18153	OFUSG03917.1.p1
OG0006646	AENJA_18164	OFUSG09025.1.p1
OG0006647	AENJA_18241	OFUSG20515.1.p1
OG0006648	AENJA_18295	OFUSG01878.1.p1
OG0006649	AENJA_18466	OFUSG25221.1.p1
OG0006650	AENJA_18649	OFUSG20882.1.p1
OG0006651	AENJA_18736	OFUSG00046.1.p1
OG0006653	AENJA_18823	OFUSG20540.1.p1
OG0006654	AENJA_18933	OFUSG00452.1.p1
OG0006655	AENJA_18965	OFUSG19958.1.p1
OG0006656	AENJA_19052	OFUSG07342.1.p1
OG0006657	AENJA_19172	OFUSG22199.1.p1
OG0006658	AENJA_19247	OFUSG17172.1.p1
OG0006659	AENJA_19263	OFUSG06187.1.p1
OG0006660	AENJA_19330	OFUSG19060.2.p1, OFUSG19060.1.p1
OG0006661	AENJA_19414	OFUSG14188.1.p1
OG0006662	AENJA_19418	OFUSG08824.1.p1
OG0006663	AENJA_19913	OFUSG22165.1.p1
OG0006664	AENJA_20021	OFUSG25665.1.p1
OG0006665	AENJA_20275	OFUSG03189.1.p1, OFUSG26246.1.p1, OFUSG01657.1.p1
OG0006667	AENJA_20411	OFUSG08145.1.p1
OG0006668	AENJA_20635	OFUSG02998.1.p1
OG0006669	AENJA_20657	OFUSG13077.1.p1
OG0006670	AENJA_20698	OFUSG26654.1.p1
OG0006671	AENJA_23400	OFUSG21240.1.p1, OFUSG21240.2.p1, OFUSG06654.1.p1
OG0006672	AENJA_20943	OFUSG21580.1.p1, OFUSG05280.1.p1
OG0006673	AENJA_21048	OFUSG05657.1.p1
OG0006674	AENJA_21094	OFUSG17717.1.p1
OG0006675	AENJA_21328	OFUSG06567.1.p1
OG0006676	AENJA_21402	OFUSG19093.1.p1
OG0006677	AENJA_21488	OFUSG11057.1.p1
OG0006678	AENJA_21492	OFUSG10168.1.p1
OG0006679	AENJA_21515	OFUSG05521.1.p1
OG0006680	AENJA_21658	OFUSG25575.1.p1
OG0006681	AENJA_21662	OFUSG07984.1.p1, OFUSG07984.2.p1
OG0006682	AENJA_21769	OFUSG19823.1.p1
OG0006683	AENJA_21886	OFUSG05321.1.p1
OG0006684	AENJA_21920	OFUSG18660.1.p1
OG0006686	AENJA_21966	OFUSG07659.1.p1
OG0006687	AENJA_24383	OFUSG00286.1.p1, OFUSG00286.2.p1, OFUSG00286.3.p1
OG0006688	AENJA_22121	OFUSG20459.1.p1
OG0006689	AENJA_22172	OFUSG08609.1.p1
OG0006690	AENJA_22269	OFUSG06696.1.p1
OG0006691	AENJA_22370, AENJA_22371	OFUSG16702.1.p1
OG0006692	AENJA_22551	OFUSG24594.1.p1
OG0006693	AENJA_22852	OFUSG10949.2.p1, OFUSG10949.1.p1
OG0006694	AENJA_22901	OFUSG00920.1.p1
OG0006695	AENJA_23014	OFUSG11942.2.p1, OFUSG11942.1.p1
OG0006697	AENJA_23078	OFUSG19206.1.p1
OG0006698	AENJA_23158	OFUSG23145.1.p1
OG0006699	AENJA_23190	OFUSG24018.1.p1
OG0006700	AENJA_23253	OFUSG14553.1.p1, OFUSG14553.2.p1
OG0006701	AENJA_23318	OFUSG11397.1.p1, OFUSG12138.1.p1, OFUSG25310.1.p1
OG0006702	AENJA_23319	OFUSG17468.1.p1
OG0006703	AENJA_23320	OFUSG17467.1.p1
OG0006704	AENJA_23386	OFUSG24049.1.p1, OFUSG24049.2.p1
OG0006705	AENJA_23398	OFUSG26369.1.p1
OG0006706	AENJA_23532	OFUSG08397.1.p1
OG0006707	AENJA_23660	OFUSG08099.1.p1
OG0006708	AENJA_23725	OFUSG09261.1.p1
OG0006709	AENJA_23753	OFUSG15942.1.p1
OG0006710	AENJA_23788	OFUSG08433.1.p1
OG0006711	AENJA_23790	OFUSG08216.2.p1, OFUSG08216.1.p1
OG0006712	AENJA_24048	OFUSG20365.1.p1
OG0006713	AENJA_24077	OFUSG12181.1.p1
OG0006714	AENJA_24177	OFUSG05991.1.p1
OG0006715	AENJA_24364	OFUSG05666.2.p1, OFUSG05666.1.p1
OG0006716	AENJA_24408	OFUSG19704.1.p1
OG0006717	AENJA_24478	OFUSG11275.1.p1
OG0006718	AENJA_24834	OFUSG06334.1.p1
OG0006719	AENJA_24866	OFUSG17863.1.p1, OFUSG17863.2.p1
OG0006720	AENJA_24982	OFUSG25754.1.p1
OG0006721	AENJA_25013	OFUSG19919.1.p1
OG0006722	AENJA_25021	OFUSG21212.1.p1
OG0006723	AENJA_25106	OFUSG26548.1.p1, OFUSG26548.2.p1
OG0006724	AENJA_25107	OFUSG21328.1.p1
OG0006725	AENJA_25269	OFUSG08266.1.p1, OFUSG08266.2.p1
OG0006726	AENJA_25361	OFUSG13177.1.p1
OG0006727	AENJA_25527	OFUSG00262.1.p1, OFUSG00260.1.p1
OG0006728	AENJA_25577	OFUSG16443.1.p1
OG0006729	AENJA_25600	OFUSG13327.1.p1
OG0006730	AENJA_25804	OFUSG01430.1.p1
OG0006731	AENJA_25830	OFUSG06606.1.p1
OG0006732	AENJA_25873	OFUSG12612.1.p1
OG0006733	AENJA_25909	OFUSG12388.1.p1
OG0006734	AENJA_25913	OFUSG12554.2.p1, OFUSG12554.1.p1
OG0006735	AENJA_25987	OFUSG06383.1.p1
OG0006736	AENJA_26061	OFUSG20663.1.p1
OG0006737	AENJA_26062	OFUSG20388.1.p1
OG0006738	AENJA_26156	OFUSG04512.1.p1, OFUSG04512.2.p1
OG0006740	AENJA_26597	OFUSG26806.1.p1, OFUSG26806.2.p1
OG0006741	AENJA_26632	OFUSG06701.1.p1
OG0006742	AENJA_26658	OFUSG03313.1.p1
OG0006824	AENJA_17712	OFUSG03315.1.p1, OFUSG23986.1.p1
OG0006824	AENJA_00046	OFUSG06565.1.p1
OG0006826	AENJA_00120	OFUSG03216.1.p1
OG0006827	AENJA_00301, AENJA_11922	OFUSG26518.1.p1
OG0006828	AENJA_00320	OFUSG08532.1.p1
OG0006830	AENJA_00399	OFUSG24087.1.p1
OG0006831	AENJA_00400	OFUSG05716.1.p1
OG0006832	AENJA_00488	OFUSG11995.1.p1
OG0006833	AENJA_00518	OFUSG20872.1.p1
OG0006834	AENJA_00545	OFUSG13264.2.p1, OFUSG13264.1.p1
OG0006835	AENJA_00594, AENJA_00593	OFUSG15724.1.p1
OG0006837	AENJA_00699	OFUSG09601.1.p1, OFUSG09601.2.p1
OG0006838	AENJA_07404, AENJA_01046	OFUSG10401.1.p1
OG0006839	AENJA_01100	OFUSG09983.1.p1
OG0006842	AENJA_01166	OFUSG13281.1.p1
OG0006843	AENJA_01195	OFUSG09822.1.p1
OG0006844	AENJA_01201	OFUSG08788.1.p1
OG0006845	AENJA_01223	OFUSG11239.2.p1, OFUSG11239.1.p1
OG0006846	AENJA_01258	OFUSG11488.1.p1
OG0006847	AENJA_01266	OFUSG07278.1.p1
OG0006848	AENJA_01367	OFUSG10911.1.p1
OG0006849	AENJA_01449	OFUSG11537.1.p1
OG0006850	AENJA_01611, AENJA_09638	OFUSG00970.2.p1, OFUSG00970.3.p1, OFUSG00970.1.p1
OG0006852	AENJA_01730	OFUSG23389.1.p1
OG0006853	AENJA_01775, AENJA_26577	OFUSG06439.1.p1
OG0006856	AENJA_02009	OFUSG20694.1.p1
OG0006857	AENJA_02010	OFUSG14086.1.p1
OG0006858	AENJA_02107	OFUSG14668.1.p1
OG0006860	AENJA_02208	OFUSG20553.1.p1
OG0006861	AENJA_02330, AENJA_02328	OFUSG04617.1.p1
OG0006862	AENJA_02464	OFUSG11640.1.p1
OG0006864	AENJA_02623	OFUSG03675.2.p1, OFUSG03675.1.p1
OG0006865	AENJA_02658	OFUSG13822.1.p1, OFUSG13831.1.p1
OG0006867	AENJA_02777	OFUSG26803.1.p1
OG0006868	AENJA_02779	OFUSG25217.1.p1
OG0006870	AENJA_03121	OFUSG14003.1.p1
OG0006871	AENJA_03164, AENJA_23051, AENJA_23057, AENJA_10645, AENJA_03165	OFUSG24981.1.p1
OG0006872	AENJA_03174	OFUSG05241.1.p1
OG0006873	AENJA_03258	OFUSG14822.1.p1
OG0006874	AENJA_03384	OFUSG17867.2.p1, OFUSG17867.1.p1
OG0006875	AENJA_03390	OFUSG12528.1.p1
OG0006876	AENJA_23472	OFUSG23465.1.p1
OG0006877	AENJA_03567	OFUSG16387.1.p1
OG0006878	AENJA_03646	OFUSG13546.1.p1
OG0006880	AENJA_03927	OFUSG26215.1.p1
OG0006881	AENJA_03938	OFUSG02889.1.p1
OG0006882	AENJA_03982	OFUSG05203.1.p1
OG0006883	AENJA_03999	OFUSG01761.1.p1
OG0006884	AENJA_04002	OFUSG01760.1.p1, OFUSG01760.2.p1
OG0006885	AENJA_04224	OFUSG10131.1.p1
OG0006886	AENJA_04283	OFUSG01889.1.p1
OG0006887	AENJA_04451	OFUSG04466.1.p1
OG0006888	AENJA_04455	OFUSG13161.1.p1
OG0006890	AENJA_04581	OFUSG06585.1.p1
OG0006891	AENJA_04660	OFUSG24176.1.p1
OG0006892	AENJA_04736	OFUSG15808.1.p1
OG0006893	AENJA_04839	OFUSG09968.1.p1
OG0006894	AENJA_04847	OFUSG18389.1.p1
OG0006895	AENJA_05148	OFUSG21761.1.p1
OG0006896	AENJA_05202	OFUSG17847.1.p1
OG0006897	AENJA_05372	OFUSG09082.1.p1
OG0006898	AENJA_05379	OFUSG20735.1.p1
OG0006899	AENJA_05621	OFUSG26219.2.p1, OFUSG26219.1.p1
OG0006900	AENJA_05663	OFUSG00348.1.p1
OG0006902	AENJA_05960	OFUSG00931.1.p1
OG0006904	AENJA_06127	OFUSG01695.1.p2
OG0006905	AENJA_06173	OFUSG04975.1.p1
OG0006906	AENJA_06221	OFUSG15448.1.p1
OG0006907	AENJA_06242	OFUSG13562.1.p1
OG0006908	AENJA_06381	OFUSG15397.1.p1
OG0006909	AENJA_06589	OFUSG06834.1.p1
OG0006911	AENJA_06830	OFUSG26593.1.p1
OG0006912	AENJA_16892	OFUSG25692.1.p1
OG0006913	AENJA_06905	OFUSG08028.1.p1
OG0006914	AENJA_06926	OFUSG09464.1.p1
OG0006915	AENJA_07017	OFUSG20354.1.p1
OG0006916	AENJA_07034	OFUSG09124.1.p1
OG0006918	AENJA_07427	OFUSG26318.1.p1
OG0006919	AENJA_07467	OFUSG19194.1.p1
OG0006921	AENJA_07572	OFUSG23584.1.p1
OG0006924	AENJA_07755	OFUSG17158.1.p1
OG0006925	AENJA_07849	OFUSG07572.1.p1, OFUSG07572.2.p1
OG0006926	AENJA_07851	OFUSG17276.1.p1
OG0006927	AENJA_07880	OFUSG07179.1.p1
OG0006930	AENJA_08036, AENJA_25950	OFUSG00936.1.p1
OG0006931	AENJA_08049	OFUSG23547.1.p1
OG0006932	AENJA_08083	OFUSG10417.1.p1
OG0006933	AENJA_08100, AENJA_22723, AENJA_22727	OFUSG05653.1.p1
OG0006934	AENJA_08104	OFUSG14725.1.p1
OG0006935	AENJA_08143	OFUSG15458.1.p1
OG0006936	AENJA_08149	OFUSG06570.1.p1
OG0006937	AENJA_08252	OFUSG26075.1.p1
OG0006938	AENJA_25925, AENJA_08279	OFUSG12471.1.p1
OG0006939	AENJA_08295	OFUSG17603.1.p1
OG0006940	AENJA_08348	OFUSG13186.1.p1
OG0006941	AENJA_08383	OFUSG16102.1.p1, OFUSG16101.1.p1, OFUSG20970.1.p1, OFUSG11516.1.p1, OFUSG25657.1.p1, OFUSG25657.2.p1
OG0006941	AENJA_11105	OFUSG18879.2.p1, OFUSG18879.1.p1
OG0006942	AENJA_08411	OFUSG11727.1.p1, OFUSG11727.2.p1
OG0006943	AENJA_08418	OFUSG08404.1.p1
OG0006944	AENJA_08469	OFUSG05635.1.p1
OG0006945	AENJA_08489	OFUSG24270.1.p1
OG0006946	AENJA_08651	OFUSG07877.1.p1
OG0006947	AENJA_08826	OFUSG07408.1.p1
OG0006948	AENJA_08864	OFUSG18459.1.p1
OG0006949	AENJA_08970	OFUSG15878.1.p1
OG0006950	AENJA_09183	OFUSG18775.2.p1, OFUSG18775.1.p1
OG0006951	AENJA_09267	OFUSG15980.1.p1, OFUSG15980.2.p1
OG0006952	AENJA_09338	OFUSG20628.1.p1
OG0006953	AENJA_09368	OFUSG00884.1.p1
OG0006954	AENJA_09387	OFUSG25075.1.p1
OG0006956	AENJA_09488	OFUSG06080.2.p1, OFUSG06080.1.p1
OG0006957	AENJA_09490	OFUSG05470.1.p1
OG0006958	AENJA_09561	OFUSG07736.1.p1
OG0006959	AENJA_09576	OFUSG09250.1.p1
OG0006960	AENJA_09586	OFUSG10847.2.p1, OFUSG10847.1.p1
OG0006961	AENJA_14805, AENJA_09748	OFUSG23655.1.p1
OG0006962	AENJA_09772	OFUSG20929.1.p1
OG0006964	AENJA_09897	OFUSG00362.1.p1
OG0006965	AENJA_09992	OFUSG18386.1.p1
OG0006966	AENJA_10045	OFUSG24778.1.p1
OG0006967	AENJA_10081	OFUSG10677.1.p1
OG0006968	AENJA_10127	OFUSG23129.1.p1
OG0006969	AENJA_10132	OFUSG19497.1.p1
OG0006970	AENJA_10289	OFUSG24014.1.p1
OG0006971	AENJA_10382	OFUSG22447.1.p1
OG0006972	AENJA_10603	OFUSG20620.2.p1, OFUSG20620.1.p1
OG0006973	AENJA_10893	OFUSG00129.1.p1
OG0006974	AENJA_11101	OFUSG07891.1.p1
OG0006975	AENJA_11111	OFUSG00620.1.p1
OG0006976	AENJA_11156	OFUSG00399.1.p1
OG0006977	AENJA_11169	OFUSG18645.1.p1
OG0006979	AENJA_11435	OFUSG07394.1.p1
OG0006980	AENJA_11690	OFUSG21476.1.p1
OG0006981	AENJA_11704	OFUSG07719.2.p1, OFUSG07719.3.p1, OFUSG07719.1.p1
OG0006982	AENJA_11710	OFUSG06527.1.p1
OG0006984	AENJA_11852	OFUSG07203.1.p1, OFUSG07204.1.p1
OG0006985	AENJA_12194	OFUSG07556.1.p1
OG0006987	AENJA_12333	OFUSG25536.1.p1
OG0006988	AENJA_12529	OFUSG26800.1.p1
OG0006989	AENJA_12558	OFUSG04394.1.p1
OG0006990	AENJA_12603	OFUSG10161.1.p1
OG0006991	AENJA_12675	OFUSG17185.1.p1
OG0006992	AENJA_12702, AENJA_16070	OFUSG19003.1.p1
OG0006993	AENJA_12848	OFUSG14670.1.p1, OFUSG14670.2.p1
OG0006994	AENJA_12854	OFUSG16405.1.p1
OG0006995	AENJA_12859	OFUSG08451.1.p1
OG0006996	AENJA_12897	OFUSG25256.1.p1, OFUSG25256.2.p1
OG0006997	AENJA_12913	OFUSG06281.1.p1
OG0006998	AENJA_12939	OFUSG16627.1.p1
OG0006999	AENJA_12940	OFUSG13743.1.p1
OG0007000	AENJA_13108	OFUSG06445.1.p1, OFUSG06445.2.p1
OG0007001	AENJA_13134	OFUSG00420.1.p1
OG0007002	AENJA_13189	OFUSG07702.1.p1
OG0007003	AENJA_13349	OFUSG18628.1.p1
OG0007004	AENJA_13352	OFUSG05431.1.p1
OG0007005	AENJA_13425	OFUSG24056.1.p1
OG0007006	AENJA_13467	OFUSG09513.1.p1
OG0007007	AENJA_13468	OFUSG08895.1.p1
OG0007008	AENJA_25860, AENJA_13633	OFUSG09347.1.p1
OG0007009	AENJA_13674	OFUSG04231.1.p1
OG0007010	AENJA_13687	OFUSG04162.1.p1, OFUSG02296.1.p1
OG0007011	AENJA_13688	OFUSG02616.1.p1
OG0007012	AENJA_13835	OFUSG18164.1.p1
OG0007013	AENJA_13842	OFUSG17828.1.p1
OG0007014	AENJA_13912	OFUSG06966.1.p1
OG0007015	AENJA_13940	OFUSG20280.1.p1
OG0007016	AENJA_14164	OFUSG23182.2.p1, OFUSG23182.1.p1
OG0007017	AENJA_14235	OFUSG24635.1.p1
OG0007018	AENJA_14287	OFUSG17974.1.p1
OG0007020	AENJA_14431	OFUSG18698.1.p1
OG0007021	AENJA_14523	OFUSG14112.1.p1
OG0007022	AENJA_14634	OFUSG16190.1.p1
OG0007023	AENJA_14641	OFUSG06199.1.p1
OG0007024	AENJA_14840	OFUSG06084.1.p1, OFUSG06084.2.p1
OG0007025	AENJA_14969	OFUSG07910.1.p1
OG0007026	AENJA_15107	OFUSG07544.1.p1
OG0007027	AENJA_15130	OFUSG05641.1.p1, OFUSG05641.2.p1
OG0007028	AENJA_15287	OFUSG13370.1.p1
OG0007029	AENJA_15661	OFUSG00068.1.p1
OG0007031	AENJA_15746	OFUSG21245.2.p1, OFUSG21245.1.p1
OG0007032	AENJA_15768	OFUSG15967.1.p1
OG0007033	AENJA_15780	OFUSG12337.1.p1
OG0007034	AENJA_15916	OFUSG15969.1.p1
OG0007035	AENJA_15945	OFUSG19610.1.p1
OG0007036	AENJA_15980	OFUSG25686.1.p1
OG0007037	AENJA_16026	OFUSG15937.1.p1, OFUSG15937.2.p1
OG0007038	AENJA_16109	OFUSG18813.1.p1
OG0007039	AENJA_16125	OFUSG21948.1.p1, OFUSG21947.1.p1
OG0007040	AENJA_16156	OFUSG07700.1.p1
OG0007041	AENJA_16190	OFUSG16729.2.p1, OFUSG16729.1.p1
OG0007042	AENJA_16299	OFUSG04668.1.p1
OG0007043	AENJA_19281, AENJA_16342	OFUSG06723.1.p1
OG0007045	AENJA_16721	OFUSG00867.1.p1
OG0007046	AENJA_16840	OFUSG01801.1.p1
OG0007047	AENJA_16899	OFUSG25608.1.p1
OG0007048	AENJA_16937	OFUSG17875.1.p1
OG0007049	AENJA_17013	OFUSG13313.1.p1
OG0007050	AENJA_17182	OFUSG05674.1.p1
OG0007051	AENJA_17285	OFUSG04208.1.p1, OFUSG04209.1.p1, OFUSG04207.1.p1
OG0007053	AENJA_17379	OFUSG21516.1.p1
OG0007054	AENJA_17391, AENJA_19911	OFUSG15022.1.p1
OG0007055	AENJA_17474	OFUSG15353.1.p1
OG0007056	AENJA_17650	OFUSG24154.1.p1
OG0007058	AENJA_17757	OFUSG08816.1.p1
OG0007059	AENJA_17918	OFUSG06271.1.p1
OG0007060	AENJA_18050	OFUSG01914.1.p1, OFUSG01914.2.p1
OG0007061	AENJA_18086	OFUSG06485.1.p1
OG0007062	AENJA_18177	OFUSG21319.1.p1
OG0007063	AENJA_18189	OFUSG10493.1.p1
OG0007064	AENJA_18220	OFUSG03352.1.p1
OG0007065	AENJA_18236	OFUSG07963.1.p1
OG0007066	AENJA_18310	OFUSG14815.1.p1
OG0007067	AENJA_18344	OFUSG20308.1.p1
OG0007068	AENJA_18386	OFUSG17951.1.p1
OG0007069	AENJA_18431	OFUSG17864.1.p1
OG0007071	AENJA_20432	OFUSG12865.1.p1
OG0007072	AENJA_18830	OFUSG20497.1.p1
OG0007073	AENJA_18861	OFUSG17728.1.p1
OG0007074	AENJA_19061	OFUSG17382.1.p1
OG0007075	AENJA_19074	OFUSG18110.1.p1, OFUSG18110.2.p1
OG0007075	AENJA_19073	OFUSG18111.1.p1
OG0007076	AENJA_19406	OFUSG21424.1.p1
OG0007077	AENJA_19554	OFUSG03074.1.p1, OFUSG03074.2.p1
OG0007078	AENJA_19777	OFUSG24579.1.p1, OFUSG24582.1.p1
OG0007079	AENJA_19825	OFUSG23538.1.p1
OG0007080	AENJA_19826	OFUSG26258.1.p1
OG0007081	AENJA_19829	OFUSG21477.1.p1
OG0007083	AENJA_20083	OFUSG25609.1.p1, OFUSG25609.2.p1
OG0007084	AENJA_20378	OFUSG23130.1.p1
OG0007085	AENJA_20429	OFUSG07005.1.p1
OG0007086	AENJA_20436	OFUSG06679.1.p1, OFUSG06679.2.p1, OFUSG06679.3.p1
OG0007087	AENJA_20498	OFUSG26516.1.p1
OG0007089	AENJA_20594	OFUSG14491.1.p1, OFUSG14492.1.p1
OG0007090	AENJA_20659	OFUSG13138.1.p1
OG0007091	AENJA_23355, AENJA_20692	OFUSG13179.1.p1
OG0007092	AENJA_20784	OFUSG12355.1.p1
OG0007093	AENJA_20890	OFUSG13021.1.p1
OG0007094	AENJA_20950	OFUSG21965.1.p1
OG0007095	AENJA_21007	OFUSG18269.1.p1
OG0007096	AENJA_21049	OFUSG05022.1.p1
OG0007097	AENJA_21089	OFUSG08779.1.p1
OG0007098	AENJA_21303	OFUSG20568.1.p1
OG0007099	AENJA_21375	OFUSG11706.1.p1
OG0007100	AENJA_21409	OFUSG19539.1.p1
OG0007102	AENJA_21655, AENJA_26402	OFUSG02403.1.p1
OG0007103	AENJA_21675	OFUSG18537.1.p1
OG0007104	AENJA_21723	OFUSG14180.1.p1
OG0007105	AENJA_21751	OFUSG24155.1.p1
OG0007106	AENJA_21772	OFUSG18964.1.p1
OG0007108	AENJA_21851	OFUSG22296.1.p1
OG0007109	AENJA_22004	OFUSG00752.1.p1
OG0007111	AENJA_22302	OFUSG20801.1.p1
OG0007112	AENJA_22684	OFUSG19617.1.p1
OG0007113	AENJA_22726	OFUSG06597.1.p1
OG0007114	AENJA_22816	OFUSG20430.1.p1
OG0007115	AENJA_22820	OFUSG11124.1.p1
OG0007116	AENJA_22885	OFUSG10614.1.p1
OG0007117	AENJA_23028	OFUSG05699.1.p1
OG0007118	AENJA_23161	OFUSG00366.1.p1
OG0007119	AENJA_23375	OFUSG23664.1.p1
OG0007120	AENJA_23378	OFUSG21210.1.p1
OG0007121	AENJA_23568	OFUSG11479.1.p1
OG0007122	AENJA_23581	OFUSG12932.1.p1
OG0007123	AENJA_23635	OFUSG06079.1.p1, OFUSG06079.2.p1
OG0007124	AENJA_23735	OFUSG02914.1.p1
OG0007125	AENJA_23965	OFUSG08572.1.p1, OFUSG08572.2.p1
OG0007126	AENJA_24234	OFUSG12192.1.p1
OG0007127	AENJA_24302	OFUSG21273.1.p1
OG0007128	AENJA_24308	OFUSG16640.1.p1
OG0007129	AENJA_24361	OFUSG06978.1.p1
OG0007130	AENJA_24363	OFUSG06200.1.p1
OG0007131	AENJA_24469	OFUSG23463.1.p1
OG0007133	AENJA_24825	OFUSG09267.1.p1
OG0007134	AENJA_24826	OFUSG05978.1.p1
OG0007135	AENJA_25007	OFUSG04246.1.p1
OG0007136	AENJA_25014	OFUSG19905.1.p1
OG0007137	AENJA_25069	OFUSG10871.1.p1
OG0007138	AENJA_25134	OFUSG08302.1.p1
OG0007139	AENJA_25183	OFUSG12636.1.p1
OG0007141	AENJA_25287	OFUSG11137.1.p1
OG0007142	AENJA_25343	OFUSG02544.1.p1
OG0007143	AENJA_25363	OFUSG17545.1.p1
OG0007144	AENJA_25491	OFUSG21801.1.p1
