Orthogroup	AENJA_ok	OWEFU
OG0000425	AENJA_24238, AENJA_17525	OFUSG08712.1.p1
OG0000426	AENJA_16516	OFUSG19099.2.p1, OFUSG19099.1.p1, OFUSG19099.4.p1, OFUSG19099.3.p1
OG0000426	AENJA_15654	OFUSG10041.1.p1
OG0000427	AENJA_16219	OFUSG07419.1.p1
OG0000427	AENJA_26175	OFUSG16981.1.p1, OFUSG16981.2.p1
OG0000429	AENJA_21410	OFUSG18903.1.p1
OG0000429	AENJA_01381	OFUSG23592.1.p1, OFUSG23592.2.p1, OFUSG12856.1.p1
OG0000430	AENJA_25178	OFUSG25796.1.p1
OG0000430	AENJA_01511	OFUSG07029.1.p1, OFUSG06531.1.p1
OG0000431	AENJA_03019	OFUSG18259.1.p1
OG0000431	AENJA_19097	OFUSG02223.1.p1
OG0000431	AENJA_17426	OFUSG25902.1.p1
OG0000432	AENJA_08549	OFUSG06820.1.p1, OFUSG06820.2.p1
OG0000432	AENJA_14844	OFUSG06029.1.p1
OG0000433	AENJA_24860	OFUSG10457.2.p1, OFUSG10457.1.p1, OFUSG10457.3.p1
OG0000433	AENJA_10323	OFUSG01097.1.p1
OG0000435	AENJA_25030	OFUSG17235.1.p1
OG0000435	AENJA_23148	OFUSG23346.1.p1
OG0000441	AENJA_22105, AENJA_05576, AENJA_05295, AENJA_14406, AENJA_05633, AENJA_14529, AENJA_22549, AENJA_25926, AENJA_17954, AENJA_22057, AENJA_05797, AENJA_02366, AENJA_23145, AENJA_14405, AENJA_22546, AENJA_22542, AENJA_03374, AENJA_20191	OFUSG24316.1.p2
OG0000442	AENJA_21364	OFUSG14066.1.p1
OG0000442	AENJA_20819	OFUSG00335.1.p1
OG0000442	AENJA_08940	OFUSG00657.1.p1
OG0000443	AENJA_15885	OFUSG16493.1.p1
OG0000443	AENJA_23556	OFUSG19814.2.p1
OG0000444	AENJA_22469	OFUSG07387.1.p1, OFUSG19063.1.p1
OG0000446	AENJA_17227	OFUSG13151.1.p1
OG0000446	AENJA_16673	OFUSG00837.1.p1
OG0000446	AENJA_15743	OFUSG21046.1.p1
OG0000447	AENJA_07978	OFUSG03142.1.p1, OFUSG03142.2.p1, OFUSG03142.4.p1, OFUSG03142.3.p1
OG0000448	AENJA_08190, AENJA_08395	OFUSG02723.1.p1
OG0000450	AENJA_18743, AENJA_10311	OFUSG22336.1.p1
OG0000452	AENJA_19368, AENJA_19367, AENJA_11340	OFUSG11570.1.p1, OFUSG11504.1.p1
OG0000453	AENJA_23512, AENJA_19259	OFUSG13689.1.p1
OG0000453	AENJA_19260	OFUSG24585.1.p1, OFUSG24585.2.p1, OFUSG24586.1.p1, OFUSG00194.1.p1, OFUSG24447.1.p1, OFUSG15603.1.p1, OFUSG15603.2.p1, OFUSG15602.1.p1
OG0000456	AENJA_09375, AENJA_22513	OFUSG25971.1.p1
OG0000456	AENJA_09374	OFUSG12527.1.p1
OG0000459	AENJA_04182, AENJA_20455, AENJA_09946, AENJA_05581	OFUSG13939.1.p1
OG0000460	AENJA_05733	OFUSG02208.1.p1
OG0000461	AENJA_22982	OFUSG17710.1.p1
OG0000461	AENJA_10288	OFUSG15748.3.p1, OFUSG15748.1.p1, OFUSG15748.4.p1, OFUSG15748.2.p1, OFUSG00679.1.p1
OG0000463	AENJA_15755	OFUSG07528.3.p1, OFUSG07528.2.p1, OFUSG07528.1.p1
OG0000463	AENJA_07031	OFUSG08820.2.p1, OFUSG08820.1.p1
OG0000465	AENJA_23068	OFUSG13672.1.p1
OG0000465	AENJA_20709	OFUSG13295.1.p1
OG0000466	AENJA_17370	OFUSG09606.1.p1, OFUSG10610.1.p1
OG0000467	AENJA_24285	OFUSG06168.2.p1, OFUSG06168.1.p1
OG0000469	AENJA_19006	OFUSG06742.2.p1, OFUSG06742.1.p1
OG0000469	AENJA_05512	OFUSG09493.1.p1
OG0000470	AENJA_05899	OFUSG10928.1.p1
OG0000470	AENJA_25964	OFUSG12357.1.p1, OFUSG12357.2.p1
OG0000472	AENJA_19704, AENJA_09019	OFUSG17586.1.p1, OFUSG17587.1.p1, OFUSG17565.1.p1, OFUSG17559.1.p1, OFUSG17583.1.p1, OFUSG17582.1.p1
OG0000475	AENJA_22558	OFUSG04266.1.p1
OG0000476	AENJA_25489	OFUSG07272.1.p1, OFUSG07271.1.p1, OFUSG07271.2.p1
OG0000476	AENJA_24295	OFUSG08298.1.p1
OG0000477	AENJA_02796	OFUSG13714.1.p1, OFUSG13713.1.p1
OG0000478	AENJA_06501, AENJA_26029, AENJA_06495, AENJA_24003, AENJA_24002	OFUSG06603.1.p1, OFUSG06780.1.p1
OG0000478	AENJA_24353	OFUSG07829.1.p1, OFUSG19267.2.p1, OFUSG19267.1.p1
OG0000479	AENJA_20878	OFUSG22572.2.p1, OFUSG22572.1.p1
OG0000480	AENJA_23584, AENJA_25610	OFUSG26477.1.p1
OG0000480	AENJA_14480	OFUSG21333.1.p1
OG0000481	AENJA_16592	OFUSG22310.1.p1
OG0000481	AENJA_11417	OFUSG18362.1.p1
OG0000482	AENJA_18772	OFUSG12431.1.p1
OG0000482	AENJA_18773	OFUSG21905.1.p1, OFUSG21905.2.p1, OFUSG21905.3.p1, OFUSG21905.4.p1, OFUSG21905.5.p1
OG0000483	AENJA_22114	OFUSG23827.1.p1, OFUSG24171.1.p1, OFUSG08422.1.p1
OG0000485	AENJA_01157, AENJA_13767	OFUSG24362.1.p1
OG0000485	AENJA_15714, AENJA_15716, AENJA_24876, AENJA_15715	OFUSG04740.1.p1, OFUSG04740.2.p1, OFUSG09824.2.p1, OFUSG09824.1.p1, OFUSG24636.1.p1
OG0000487	AENJA_25094, AENJA_24881, AENJA_24880	OFUSG18458.1.p1, OFUSG04631.1.p1, OFUSG09257.1.p1
OG0000488	AENJA_10931	OFUSG11335.2.p1, OFUSG11335.1.p1
OG0000489	AENJA_12938, AENJA_12937	OFUSG16964.1.p1, OFUSG16964.2.p1, OFUSG16964.3.p1, OFUSG16964.5.p1, OFUSG16964.4.p1
OG0000490	AENJA_13962	OFUSG08032.1.p1
OG0000494	AENJA_16419, AENJA_21639, AENJA_05180	OFUSG21763.2.p1, OFUSG21763.1.p1
OG0000495	AENJA_11256	OFUSG15018.1.p1, OFUSG15017.1.p1, OFUSG24776.1.p1, OFUSG08324.1.p1, OFUSG08325.2.p1, OFUSG08325.1.p1, OFUSG03870.1.p1, OFUSG13493.1.p1, OFUSG00578.1.p1, OFUSG22539.1.p1, OFUSG12393.1.p1, OFUSG25742.1.p1, OFUSG17198.1.p1
OG0000496	AENJA_13741	OFUSG05354.1.p1
OG0000497	AENJA_14446	OFUSG14965.1.p1, OFUSG14966.1.p1, OFUSG14968.1.p1
OG0000497	AENJA_20917	OFUSG25540.2.p1, OFUSG25540.1.p1
OG0000498	AENJA_19515	OFUSG05252.1.p1
OG0000499	AENJA_19712	OFUSG12145.1.p1, OFUSG12145.2.p1, OFUSG25039.1.p1
OG0000501	AENJA_00530, AENJA_00529, AENJA_07419, AENJA_06738	OFUSG05132.1.p1, OFUSG08027.1.p1, OFUSG11389.1.p1, OFUSG21090.1.p1, OFUSG15540.1.p1, OFUSG17744.1.p1, OFUSG13693.1.p1, OFUSG00424.1.p1
OG0000502	AENJA_24836	OFUSG09029.1.p1
OG0000502	AENJA_24244	OFUSG03962.1.p1
OG0000503	AENJA_26692	OFUSG08004.3.p1, OFUSG08004.1.p1, OFUSG08004.2.p1
OG0000503	AENJA_02664	OFUSG23525.1.p1
OG0000505	AENJA_11465	OFUSG24460.1.p1, OFUSG24460.2.p1
OG0000506	AENJA_21734	OFUSG24714.1.p1
OG0000508	AENJA_05447	OFUSG16639.1.p1
OG0000508	AENJA_18701	OFUSG23446.1.p1
OG0000509	AENJA_11666, AENJA_22245, AENJA_10730, AENJA_17083	OFUSG22873.1.p1
OG0000510	AENJA_13229, AENJA_13230	OFUSG18347.2.p1, OFUSG18347.1.p1, OFUSG16890.2.p1, OFUSG16890.3.p1, OFUSG16890.4.p1, OFUSG16890.1.p1
OG0000511	AENJA_16863, AENJA_16866	OFUSG15870.1.p1, OFUSG23249.2.p1, OFUSG23249.1.p1
OG0000511	AENJA_25207	OFUSG15867.1.p1
OG0000513	AENJA_22025, AENJA_22031	OFUSG10385.3.p1, OFUSG10385.2.p1, OFUSG10385.1.p1, OFUSG10385.4.p1
OG0000514	AENJA_24585	OFUSG18449.3.p1, OFUSG18449.1.p1, OFUSG18449.2.p1
OG0000519	AENJA_13197	OFUSG15431.1.p1, OFUSG15505.1.p1
OG0000519	AENJA_00264	OFUSG23894.1.p1, OFUSG23894.2.p1, OFUSG15506.1.p1
OG0000520	AENJA_19532	OFUSG22252.1.p1
OG0000520	AENJA_00693	OFUSG09373.1.p1
OG0000521	AENJA_05432, AENJA_18426	OFUSG18161.2.p1, OFUSG18161.1.p1
OG0000521	AENJA_00888	OFUSG25165.1.p1
OG0000522	AENJA_04937, AENJA_01107	OFUSG19025.1.p1, OFUSG19028.1.p1
OG0000523	AENJA_23211	OFUSG09672.1.p1, OFUSG26017.1.p1
OG0000523	AENJA_01429	OFUSG08726.1.p1, OFUSG09673.1.p1, OFUSG07041.1.p1
OG0000524	AENJA_03124	OFUSG10538.1.p1, OFUSG10538.3.p1, OFUSG10538.5.p1, OFUSG10538.4.p1, OFUSG10538.2.p1
OG0000525	AENJA_05189	OFUSG26139.1.p1
OG0000525	AENJA_24865	OFUSG17865.2.p1, OFUSG17865.1.p1
OG0000527	AENJA_07523	OFUSG23562.1.p1, OFUSG23562.2.p1
OG0000528	AENJA_10012	OFUSG21429.3.p1, OFUSG21429.1.p1, OFUSG21429.2.p1
OG0000528	AENJA_23565	OFUSG21773.1.p1
OG0000528	AENJA_19659	OFUSG16078.3.p1, OFUSG16078.4.p1, OFUSG16078.1.p1, OFUSG16078.2.p1
OG0000530	AENJA_14711	OFUSG26322.2.p1, OFUSG26322.4.p1, OFUSG26322.3.p1, OFUSG26322.5.p1, OFUSG26322.1.p1
OG0000532	AENJA_16819, AENJA_21969	OFUSG09491.1.p1, OFUSG19634.1.p1, OFUSG11199.1.p1, OFUSG21702.1.p1
OG0000533	AENJA_15827, AENJA_04858, AENJA_01734, AENJA_23272	OFUSG08695.1.p1
OG0000533	AENJA_15823, AENJA_03677, AENJA_15822, AENJA_15826	OFUSG01128.1.p1, OFUSG16657.1.p1, OFUSG01126.1.p1, OFUSG04164.1.p1, OFUSG01127.1.p1
OG0000534	AENJA_07190	OFUSG16053.1.p1
OG0000535	AENJA_12925, AENJA_12992, AENJA_12990, AENJA_12989	OFUSG08130.1.p1, OFUSG13128.1.p1
OG0000536	AENJA_23026, AENJA_14903	OFUSG14398.1.p1, OFUSG22584.1.p1, OFUSG22583.1.p1, OFUSG22581.1.p1, OFUSG22582.2.p1, OFUSG22582.1.p1, OFUSG22585.1.p1, OFUSG19810.1.p1, OFUSG14386.1.p1, OFUSG14397.1.p1, OFUSG14390.1.p1, OFUSG14399.1.p1, OFUSG14401.1.p1, OFUSG14400.1.p1
OG0000537	AENJA_17430	OFUSG25897.1.p1
OG0000538	AENJA_23758	OFUSG16205.1.p1
OG0000542	AENJA_00918, AENJA_03212	OFUSG03514.1.p1
OG0000542	AENJA_09124	OFUSG17386.2.p1, OFUSG17386.1.p1
OG0000543	AENJA_26484, AENJA_18041, AENJA_19756, AENJA_08698, AENJA_08676, AENJA_03916	OFUSG26249.1.p1
OG0000544	AENJA_25601	OFUSG26349.2.p1, OFUSG26349.1.p1
OG0000545	AENJA_10948	OFUSG21600.1.p1
OG0000545	AENJA_15907	OFUSG25038.1.p1, OFUSG25038.2.p1, OFUSG25038.5.p1, OFUSG25038.3.p1, OFUSG25038.4.p1
OG0000547	AENJA_16833	OFUSG19406.1.p1
OG0000549	AENJA_17344, AENJA_17342	OFUSG22824.1.p1, OFUSG22825.1.p1
OG0000549	AENJA_17318, AENJA_21943	OFUSG14140.1.p1, OFUSG14143.1.p1, OFUSG00548.1.p1
OG0000550	AENJA_25194	OFUSG25622.2.p1, OFUSG25622.1.p1, OFUSG25622.3.p1, OFUSG25622.5.p1, OFUSG25622.4.p1
OG0000551	AENJA_25358	OFUSG04963.2.p1, OFUSG04963.1.p1
OG0000552	AENJA_18702	OFUSG04389.1.p1
OG0000552	AENJA_23603	OFUSG03850.1.p1
OG0000553	AENJA_25732	OFUSG10876.2.p1, OFUSG10876.1.p1, OFUSG10876.3.p1
OG0000554	AENJA_25501	OFUSG07941.2.p1, OFUSG07941.1.p1, OFUSG07941.5.p1, OFUSG07941.4.p1, OFUSG07941.3.p1
OG0000561	AENJA_18412	OFUSG11759.1.p1
OG0000562	AENJA_25856	OFUSG20041.1.p1, OFUSG20049.1.p1
OG0000562	AENJA_02716	OFUSG05389.1.p1
OG0000563	AENJA_03438	OFUSG15273.1.p1, OFUSG15272.1.p1
OG0000564	AENJA_10935	OFUSG11344.1.p1
OG0000565	AENJA_26555	OFUSG18366.3.p1, OFUSG18366.1.p1, OFUSG18366.2.p1, OFUSG24327.1.p1, OFUSG01839.1.p1
OG0000566	AENJA_20531, AENJA_16653	OFUSG22659.1.p1
OG0000569	AENJA_24688, AENJA_22569, AENJA_16744, AENJA_00319	OFUSG24688.1.p1, OFUSG06605.1.p1, OFUSG06604.1.p1
OG0000570	AENJA_00800	OFUSG13730.1.p1
OG0000571	AENJA_08037, AENJA_13878, AENJA_05321	OFUSG26910.1.p1
OG0000572	AENJA_05866	OFUSG12111.3.p1, OFUSG12111.5.p1, OFUSG12111.1.p1, OFUSG12111.4.p1, OFUSG12111.2.p1
OG0000572	AENJA_02750	OFUSG20906.1.p1, OFUSG20906.2.p1
OG0000573	AENJA_05835	OFUSG23244.1.p1, OFUSG23244.2.p1
OG0000573	AENJA_03220	OFUSG09137.1.p1
OG0000574	AENJA_03681, AENJA_21909	OFUSG18200.1.p1
OG0000574	AENJA_24754	OFUSG10163.1.p1
OG0000575	AENJA_04710	OFUSG09886.2.p1, OFUSG09886.1.p1
OG0000576	AENJA_05569	OFUSG17044.1.p1
OG0000577	AENJA_08481	OFUSG03520.1.p1, OFUSG03522.1.p1, OFUSG03521.1.p1, OFUSG03519.1.p1
OG0000578	AENJA_09428	OFUSG11308.1.p1
OG0000579	AENJA_18819, AENJA_12593, AENJA_20737, AENJA_22778	OFUSG06590.1.p1
OG0000580	AENJA_19255	OFUSG00139.1.p1
OG0000581	AENJA_15347	OFUSG12368.1.p1
OG0000581	AENJA_15345	OFUSG25173.1.p1
OG0000581	AENJA_15344	OFUSG21596.1.p1
OG0000582	AENJA_17591	OFUSG07318.2.p1, OFUSG07318.1.p1
OG0000585	AENJA_25758	OFUSG19304.1.p1
OG0000588	AENJA_02286	OFUSG23263.1.p1, OFUSG23263.2.p1
OG0000588	AENJA_21633	OFUSG00278.1.p1
OG0000589	AENJA_05016	OFUSG08007.3.p1, OFUSG08007.4.p1, OFUSG08007.2.p1, OFUSG08007.1.p1
OG0000590	AENJA_19774	OFUSG24583.1.p1
OG0000590	AENJA_07046	OFUSG20344.1.p1
OG0000591	AENJA_25061	OFUSG18333.1.p1
OG0000591	AENJA_08335, AENJA_08330, AENJA_08329	OFUSG14784.1.p1
OG0000592	AENJA_12392	OFUSG07498.2.p1, OFUSG07498.3.p1, OFUSG07498.1.p1
OG0000593	AENJA_21036	OFUSG11138.1.p1
OG0000594	AENJA_13904	OFUSG06784.1.p1
OG0000595	AENJA_21288, AENJA_00557, AENJA_14351, AENJA_14766	OFUSG19438.1.p1, OFUSG19428.1.p1, OFUSG12250.1.p1, OFUSG12250.2.p1, OFUSG19429.1.p1, OFUSG25229.1.p1, OFUSG25235.1.p1, OFUSG10364.1.p1, OFUSG26049.1.p1, OFUSG12249.1.p1
OG0000596	AENJA_10952, AENJA_15114, AENJA_01624, AENJA_05591, AENJA_04526, AENJA_00999, AENJA_06311, AENJA_06310, AENJA_00998, AENJA_00997	OFUSG19257.1.p1, OFUSG14210.1.p1
OG0000597	AENJA_10748	OFUSG24146.1.p1, OFUSG24148.1.p1
OG0000600	AENJA_07369	OFUSG01055.1.p1
OG0000600	AENJA_09335	OFUSG16956.1.p1
OG0000601	AENJA_07534	OFUSG06003.1.p1
OG0000602	AENJA_17434	OFUSG14405.1.p1
OG0000602	AENJA_11021	OFUSG14404.1.p1
OG0000603	AENJA_20949	OFUSG11716.1.p1, OFUSG11716.2.p1
OG0000604	AENJA_26538	OFUSG21649.1.p1
OG0000607	AENJA_06811, AENJA_01173	OFUSG00975.1.p1
OG0000608	AENJA_01735	OFUSG01950.1.p1
OG0000609	AENJA_03157	OFUSG16039.1.p1
OG0000610	AENJA_25857	OFUSG20066.1.p1, OFUSG09506.1.p1
OG0000610	AENJA_04760, AENJA_20028	OFUSG08338.1.p1
OG0000611	AENJA_15613	OFUSG02645.4.p1, OFUSG02645.1.p1, OFUSG02645.3.p1, OFUSG02645.2.p1, OFUSG02645.5.p1
OG0000611	AENJA_13627	OFUSG22888.1.p1
OG0000612	AENJA_06346	OFUSG06644.1.p1
OG0000613	AENJA_20929	OFUSG08463.1.p1
OG0000614	AENJA_10824	OFUSG04886.1.p1
OG0000614	AENJA_17421	OFUSG25046.1.p1, OFUSG06189.1.p1, OFUSG21971.1.p1
OG0000615	AENJA_18501, AENJA_11134	OFUSG13992.1.p1, OFUSG13992.2.p1
OG0000617	AENJA_11546	OFUSG19377.1.p1
OG0000618	AENJA_11959	OFUSG13446.2.p1, OFUSG13446.1.p1
OG0000619	AENJA_15723	OFUSG13853.1.p1, OFUSG13853.2.p1
OG0000620	AENJA_23743	OFUSG26688.1.p1
OG0000621	AENJA_16729	OFUSG12004.1.p1
OG0000622	AENJA_14042, AENJA_14037, AENJA_14044, AENJA_12400, AENJA_06185, AENJA_22483, AENJA_16429, AENJA_22478, AENJA_15635, AENJA_24634, AENJA_09957, AENJA_04505, AENJA_00676, AENJA_00677	OFUSG10556.1.p1, OFUSG02071.1.p1, OFUSG02070.1.p1, OFUSG15189.1.p1, OFUSG21737.1.p1
OG0000623	AENJA_02871	OFUSG17186.1.p1
OG0000623	AENJA_17960	OFUSG24609.2.p1, OFUSG24609.3.p1, OFUSG24609.1.p1
OG0000624	AENJA_13893, AENJA_06380, AENJA_22597	OFUSG24408.1.p1, OFUSG24408.2.p1
OG0000625	AENJA_23811	OFUSG19939.1.p1
OG0000626	AENJA_12652	OFUSG21226.2.p1, OFUSG21226.4.p1, OFUSG21226.1.p1, OFUSG21226.3.p1, OFUSG21226.5.p1
OG0000627	AENJA_13466	OFUSG09840.4.p1, OFUSG09840.2.p1, OFUSG09840.3.p1, OFUSG09840.5.p1, OFUSG09840.1.p1
OG0000628	AENJA_25533	OFUSG00909.1.p1
OG0000628	AENJA_13648	OFUSG13391.1.p1
OG0000629	AENJA_26558	OFUSG00777.1.p1
OG0000633	AENJA_05498, AENJA_21962, AENJA_21535, AENJA_18151, AENJA_01137	OFUSG04705.1.p1, OFUSG17551.1.p1, OFUSG04706.1.p1, OFUSG04704.1.p1, OFUSG09107.1.p1, OFUSG03169.1.p1, OFUSG11302.1.p1, OFUSG24443.2.p1, OFUSG24443.1.p1, OFUSG08494.1.p1, OFUSG16667.1.p1, OFUSG02766.1.p1, OFUSG14912.1.p1, OFUSG02763.1.p1, OFUSG02764.1.p1, OFUSG16666.2.p1, OFUSG16666.1.p1
OG0000634	AENJA_04829	OFUSG25455.1.p1, OFUSG13962.1.p1
OG0000635	AENJA_16658	OFUSG03398.2.p1, OFUSG03398.1.p1, OFUSG03399.1.p1, OFUSG03393.1.p1, OFUSG03395.1.p1, OFUSG03397.1.p1, OFUSG03390.1.p1, OFUSG03392.1.p1, OFUSG03392.2.p1, OFUSG23741.1.p1, OFUSG23735.1.p1, OFUSG09557.1.p1, OFUSG09558.1.p1, OFUSG04843.1.p1, OFUSG01426.1.p1, OFUSG09659.1.p1
OG0000636	AENJA_07463	OFUSG19283.1.p1
OG0000637	AENJA_11572	OFUSG03336.1.p1
OG0000637	AENJA_16161	OFUSG08218.1.p1
OG0000637	AENJA_07771	OFUSG21914.1.p1
OG0000638	AENJA_10628, AENJA_09520, AENJA_18297, AENJA_18294, AENJA_26655	OFUSG00868.2.p1, OFUSG00868.1.p1
OG0000639	AENJA_10965	OFUSG09740.1.p1
OG0000639	AENJA_22126	OFUSG05397.1.p1
OG0000642	AENJA_02487, AENJA_00389, AENJA_26018	OFUSG10098.1.p1, OFUSG10098.2.p1
OG0000643	AENJA_00652	OFUSG26510.1.p1
OG0000643	AENJA_10745	OFUSG24224.2.p1, OFUSG24224.4.p1, OFUSG24224.1.p1, OFUSG24224.3.p1, OFUSG24224.5.p1
OG0000644	AENJA_03047, AENJA_00667	OFUSG09047.1.p1
OG0000645	AENJA_00673	OFUSG05054.1.p1
OG0000645	AENJA_22405	OFUSG04671.1.p1
OG0000646	AENJA_01294, AENJA_21315	OFUSG17652.1.p1
OG0000646	AENJA_07139	OFUSG20855.1.p1
OG0000648	AENJA_04823	OFUSG23086.1.p1
OG0000648	AENJA_04819	OFUSG23087.1.p1
OG0000649	AENJA_14703	OFUSG16766.1.p1, OFUSG07315.1.p1, OFUSG07687.1.p1, OFUSG07537.1.p1, OFUSG03255.1.p1, OFUSG11210.1.p1
OG0000650	AENJA_10994	OFUSG04430.1.p1
OG0000651	AENJA_15937	OFUSG13240.2.p1, OFUSG13240.3.p1, OFUSG13240.1.p1
OG0000652	AENJA_18509	OFUSG06175.2.p1, OFUSG06175.1.p1
OG0000654	AENJA_23986	OFUSG04714.1.p1
OG0000656	AENJA_04198	OFUSG23789.1.p1, OFUSG08558.1.p1
OG0000657	AENJA_06847	OFUSG00339.1.p1
OG0000657	AENJA_01439	OFUSG04303.1.p1
OG0000657	AENJA_14948	OFUSG00337.1.p1
OG0000658	AENJA_24472	OFUSG21109.1.p1
OG0000658	AENJA_02362, AENJA_02363	OFUSG26042.1.p1, OFUSG26628.2.p1, OFUSG26628.1.p1, OFUSG07483.1.p1, OFUSG26626.1.p1, OFUSG26627.1.p1, OFUSG26632.1.p1
OG0000659	AENJA_04377, AENJA_21077	OFUSG13991.1.p1
OG0000660	AENJA_07533, AENJA_06621	OFUSG00254.1.p1
OG0000662	AENJA_08142, AENJA_09173	OFUSG19351.1.p1
OG0000662	AENJA_21495	OFUSG11101.1.p1
OG0000663	AENJA_19588	OFUSG26455.1.p1
OG0000664	AENJA_14841	OFUSG06083.1.p1
OG0000664	AENJA_15036	OFUSG16644.1.p1
OG0000665	AENJA_18167	OFUSG09816.3.p1, OFUSG09816.1.p1, OFUSG09816.2.p1
OG0000666	AENJA_19016	OFUSG06195.2.p1, OFUSG06195.1.p1, OFUSG06195.3.p1, OFUSG06195.5.p1, OFUSG06195.4.p1
OG0000667	AENJA_23722	OFUSG00559.2.p1, OFUSG00559.1.p1, OFUSG00558.1.p1, OFUSG00768.1.p1
OG0000670	AENJA_07203	OFUSG24801.2.p1, OFUSG24801.1.p1, OFUSG24764.1.p1, OFUSG24763.1.p1
OG0000671	AENJA_01967	OFUSG24508.1.p1, OFUSG24509.2.p1, OFUSG24509.1.p1
OG0000671	AENJA_09440	OFUSG16516.2.p1, OFUSG16516.1.p1, OFUSG04636.1.p1
OG0000672	AENJA_11032	OFUSG14378.5.p1, OFUSG14378.3.p1, OFUSG14378.2.p1, OFUSG14378.1.p1, OFUSG14378.4.p1
OG0000672	AENJA_02173	OFUSG12085.1.p1
OG0000674	AENJA_03705	OFUSG08473.1.p1
OG0000675	AENJA_15560, AENJA_09004, AENJA_04399	OFUSG03298.1.p1, OFUSG05752.2.p1, OFUSG05752.4.p1, OFUSG05753.1.p1, OFUSG05752.1.p1, OFUSG05752.3.p1, OFUSG01054.1.p1, OFUSG00991.1.p1
OG0000676	AENJA_15570	OFUSG21048.1.p1
OG0000676	AENJA_04404	OFUSG14430.1.p1
OG0000677	AENJA_04707	OFUSG16421.1.p1
OG0000678	AENJA_05842	OFUSG10078.1.p1, OFUSG10078.2.p1
OG0000679	AENJA_07392, AENJA_07388, AENJA_07461, AENJA_08984	OFUSG25362.1.p1
OG0000680	AENJA_14535	OFUSG12758.1.p1
OG0000680	AENJA_08373	OFUSG26520.1.p1, OFUSG01684.1.p1, OFUSG01687.1.p1
OG0000681	AENJA_12150	OFUSG02151.1.p1
OG0000682	AENJA_14433	OFUSG06498.1.p1
OG0000683	AENJA_18458	OFUSG25839.2.p1, OFUSG25839.1.p1
OG0000683	AENJA_20329	OFUSG17452.5.p1, OFUSG17452.4.p1, OFUSG17452.2.p1, OFUSG17452.3.p1, OFUSG17452.1.p1
OG0000684	AENJA_20633	OFUSG20203.4.p1, OFUSG20203.1.p1, OFUSG20203.2.p1, OFUSG20203.5.p1, OFUSG20203.3.p1
OG0000685	AENJA_25532	OFUSG07501.2.p1, OFUSG07501.4.p1, OFUSG07501.3.p1, OFUSG07501.5.p1, OFUSG07501.1.p1
OG0000690	AENJA_04544	OFUSG21408.1.p1
OG0000690	AENJA_00603	OFUSG17680.1.p1
OG0000691	AENJA_08029	OFUSG20437.2.p1, OFUSG20437.1.p1
OG0000691	AENJA_00795	OFUSG13069.3.p1, OFUSG13069.2.p1, OFUSG13069.1.p1
OG0000692	AENJA_13840	OFUSG17216.1.p1
OG0000692	AENJA_02403	OFUSG22030.1.p1, OFUSG22031.2.p1, OFUSG22031.1.p1
OG0000693	AENJA_01709	OFUSG17230.1.p1, OFUSG17230.2.p1
OG0000693	AENJA_03923	OFUSG25400.3.p1, OFUSG25400.2.p1, OFUSG25400.1.p1
OG0000694	AENJA_02666, AENJA_15805	OFUSG08082.1.p1
OG0000695	AENJA_03084	OFUSG24909.1.p1
OG0000696	AENJA_12321	OFUSG17219.1.p1
OG0000696	AENJA_10033	OFUSG11698.1.p1
OG0000696	AENJA_06971	OFUSG06947.1.p1
OG0000697	AENJA_07893, AENJA_21762	OFUSG06460.1.p1, OFUSG06460.3.p1, OFUSG06460.4.p1, OFUSG06460.2.p1
OG0000698	AENJA_10581	OFUSG25097.1.p1
OG0000698	AENJA_24098	OFUSG11683.1.p1
OG0000699	AENJA_20559	OFUSG13838.2.p1, OFUSG13838.1.p1
OG0000700	AENJA_14030	OFUSG11440.1.p1, OFUSG06990.1.p1, OFUSG06990.2.p1, OFUSG06990.4.p1, OFUSG06990.3.p1
OG0000702	AENJA_23407	OFUSG04071.1.p1, OFUSG04071.2.p1, OFUSG04071.5.p1, OFUSG04071.4.p1, OFUSG04071.3.p1
OG0000703	AENJA_26449	OFUSG18539.1.p1
OG0000706	AENJA_16301, AENJA_02924, AENJA_00418	OFUSG08372.1.p1
OG0000708	AENJA_10491	OFUSG21283.1.p1
OG0000708	AENJA_04787	OFUSG18936.1.p1
OG0000709	AENJA_11142, AENJA_19288, AENJA_01143	OFUSG06507.1.p1
OG0000710	AENJA_02261	OFUSG04812.1.p1
OG0000710	AENJA_01828	OFUSG06971.1.p1, OFUSG24793.2.p1, OFUSG24793.1.p1
OG0000711	AENJA_12473	OFUSG01514.1.p1
OG0000711	AENJA_12494	OFUSG00761.1.p1
OG0000711	AENJA_02057	OFUSG00164.1.p1
OG0000712	AENJA_04728	OFUSG02312.2.p1, OFUSG02312.1.p1
OG0000714	AENJA_22825, AENJA_25003	OFUSG18170.1.p1
OG0000714	AENJA_10614	OFUSG20682.1.p1
OG0000715	AENJA_15913	OFUSG24400.1.p1, OFUSG24400.3.p1, OFUSG24400.2.p1, OFUSG24400.4.p1
OG0000716	AENJA_17206	OFUSG00381.1.p1
OG0000717	AENJA_19227	OFUSG07273.3.p1, OFUSG07273.1.p1, OFUSG07273.2.p1, OFUSG07273.4.p1, OFUSG07273.5.p1
OG0000718	AENJA_24056, AENJA_24052, AENJA_21088	OFUSG19609.1.p1, OFUSG19609.2.p1
