Orthogroup	AENJA_ok	NEMVE
OG0006982	AENJA_11710	NEMVE06872
OG0006983	AENJA_11791	NEMVE25267
OG0006985	AENJA_12194	NEMVE04709
OG0006988	AENJA_12529	NEMVE05095
OG0006989	AENJA_12558	NEMVE14102
OG0006990	AENJA_12603	NEMVE23992
OG0006991	AENJA_12675	NEMVE25869
OG0006992	AENJA_16070	NEMVE06904
OG0006993	AENJA_12848	NEMVE25888
OG0006994	AENJA_12854	NEMVE06963
OG0006995	AENJA_12859	NEMVE10340
OG0006996	AENJA_12897	NEMVE23296
OG0006997	AENJA_12913	NEMVE23283
OG0006999	AENJA_12940	NEMVE22370, NEMVE03933
OG0007000	AENJA_13108	NEMVE24962
OG0007001	AENJA_13134	NEMVE01106, NEMVE12371
OG0007002	AENJA_13189	NEMVE25316
OG0007003	AENJA_13349	NEMVE18273
OG0007004	AENJA_13352	NEMVE25041
OG0007005	AENJA_13425	NEMVE06529
OG0007006	AENJA_13467	NEMVE25078, NEMVE07178
OG0007007	AENJA_13468	NEMVE06743
OG0007008	AENJA_25860, AENJA_13633	NEMVE08423
OG0007009	AENJA_13674	NEMVE17080
OG0007010	AENJA_13687	NEMVE07154
OG0007011	AENJA_13688	NEMVE14439
OG0007012	AENJA_13835	NEMVE08741
OG0007013	AENJA_13842	NEMVE23027, NEMVE20235
OG0007014	AENJA_13912	NEMVE07869
OG0007015	AENJA_13940	NEMVE01530
OG0007016	AENJA_14164	NEMVE14954
OG0007017	AENJA_14235	NEMVE09597
OG0007019	AENJA_14311	NEMVE19601
OG0007020	AENJA_14431	NEMVE13872
OG0007021	AENJA_14523	NEMVE19842, NEMVE16021
OG0007022	AENJA_15952, AENJA_14634	NEMVE13989
OG0007023	AENJA_14641	NEMVE19206
OG0007024	AENJA_14840	NEMVE22348
OG0007025	AENJA_14969	NEMVE24902
OG0007026	AENJA_15107	NEMVE10600
OG0007027	AENJA_15130	NEMVE14622
OG0007028	AENJA_15287	NEMVE14345
OG0007029	AENJA_15661	NEMVE14776
OG0007030	AENJA_15706	NEMVE25363
OG0007031	AENJA_15746	NEMVE10005
OG0007032	AENJA_15768	NEMVE08495
OG0007033	AENJA_15780	NEMVE13356
OG0007034	AENJA_15916	NEMVE13497
OG0007035	AENJA_15945	NEMVE14476
OG0007036	AENJA_15980	NEMVE22685
OG0007037	AENJA_16026	NEMVE13503
OG0007038	AENJA_16109	NEMVE05760
OG0007039	AENJA_16125	NEMVE09028, NEMVE00545
OG0007040	AENJA_16156	NEMVE13790
OG0007041	AENJA_16190	NEMVE25405, NEMVE18865
OG0007042	AENJA_16299	NEMVE18027
OG0007043	AENJA_19281, AENJA_16342	NEMVE05818
OG0007044	AENJA_16556	NEMVE13670
OG0007045	AENJA_16721	NEMVE11946, NEMVE11342
OG0007047	AENJA_16899	NEMVE23774
OG0007048	AENJA_16937	NEMVE22617
OG0007049	AENJA_17013	NEMVE24890
OG0007050	AENJA_17182	NEMVE01542
OG0007052	AENJA_17326	NEMVE08596
OG0007053	AENJA_17379	NEMVE21766
OG0007054	AENJA_17391, AENJA_19911	NEMVE10860
OG0007055	AENJA_17474	NEMVE15080
OG0007056	AENJA_17650	NEMVE14420
OG0007058	AENJA_17757	NEMVE17442
OG0007059	AENJA_17918	NEMVE21382, NEMVE22940
OG0007060	AENJA_18050	NEMVE23768
OG0007061	AENJA_18086	NEMVE02935
OG0007062	AENJA_18177	NEMVE24553
OG0007063	AENJA_18189	NEMVE09723
OG0007064	AENJA_18220	NEMVE07349
OG0007065	AENJA_18236	NEMVE22963
OG0007066	AENJA_18310	NEMVE22679
OG0007067	AENJA_18344	NEMVE22891
OG0007068	AENJA_18386	NEMVE19134
OG0007069	AENJA_18431	NEMVE22785
OG0007070	AENJA_18751	NEMVE14725
OG0007071	AENJA_20432	NEMVE18624
OG0007073	AENJA_18861	NEMVE14833
OG0007074	AENJA_19061	NEMVE25050
OG0007075	AENJA_19074, AENJA_19073	NEMVE25698
OG0007076	AENJA_19406	NEMVE07000, NEMVE20249
OG0007077	AENJA_19554	NEMVE15227
OG0007078	AENJA_19777	NEMVE19867, NEMVE14244
OG0007079	AENJA_19825	NEMVE25540
OG0007082	AENJA_19832	NEMVE02341
OG0007083	AENJA_20083	NEMVE23773
OG0007084	AENJA_20378	NEMVE22005
OG0007085	AENJA_20429	NEMVE25338
OG0007086	AENJA_20436	NEMVE14980, NEMVE19924
OG0007087	AENJA_20498	NEMVE07751
OG0007088	AENJA_20551	NEMVE05070
OG0007089	AENJA_20594	NEMVE11263
OG0007090	AENJA_20659	NEMVE05876
OG0007091	AENJA_23355, AENJA_20692	NEMVE13797
OG0007092	AENJA_20784	NEMVE07545
OG0007093	AENJA_20890	NEMVE13401
OG0007094	AENJA_20950	NEMVE07935
OG0007095	AENJA_21007	NEMVE15027
OG0007096	AENJA_21049	NEMVE05490
OG0007097	AENJA_21089	NEMVE14580
OG0007098	AENJA_21303	NEMVE13689
OG0007099	AENJA_21375	NEMVE24293, NEMVE20476
OG0007100	AENJA_21409	NEMVE06130
OG0007101	AENJA_21558	NEMVE25623
OG0007102	AENJA_21655, AENJA_26402	NEMVE05323
OG0007103	AENJA_21675, AENJA_25416	NEMVE05668, NEMVE15842
OG0007104	AENJA_21723	NEMVE06182
OG0007105	AENJA_21751	NEMVE17115
OG0007106	AENJA_21772	NEMVE14945
OG0007107	AENJA_21819	NEMVE05263
OG0007108	AENJA_21851	NEMVE13433
OG0007109	AENJA_22004	NEMVE14175, NEMVE20323
OG0007111	AENJA_22302	NEMVE25144
OG0007112	AENJA_22684	NEMVE10814
OG0007113	AENJA_22726	NEMVE10653
OG0007114	AENJA_22816	NEMVE09146
OG0007115	AENJA_22820	NEMVE16071
OG0007117	AENJA_23028	NEMVE22757
OG0007118	AENJA_23161	NEMVE02206
OG0007119	AENJA_23375	NEMVE02886, NEMVE13562
OG0007120	AENJA_23378	NEMVE06186
OG0007121	AENJA_23568	NEMVE25193
OG0007122	AENJA_23581	NEMVE14233
OG0007124	AENJA_23735	NEMVE10468
OG0007125	AENJA_23965	NEMVE11876, NEMVE10855
OG0007126	AENJA_24234	NEMVE22756
OG0007127	AENJA_24302	NEMVE13588
OG0007128	AENJA_24308	NEMVE13615
OG0007129	AENJA_24361	NEMVE04898
OG0007130	AENJA_24363	NEMVE25495, NEMVE21143
OG0007131	AENJA_24469	NEMVE23758, NEMVE12360
OG0007132	AENJA_24649	NEMVE06535, NEMVE12522
OG0007133	AENJA_24825	NEMVE11996, NEMVE06036
OG0007134	AENJA_24826	NEMVE13156
OG0007135	AENJA_25007	NEMVE14282
OG0007136	AENJA_25014	NEMVE08828
OG0007137	AENJA_25069	NEMVE14801
OG0007138	AENJA_25134	NEMVE09440, NEMVE12478
OG0007139	AENJA_25183	NEMVE09713
OG0007141	AENJA_25287	NEMVE14565
OG0007142	AENJA_25343	NEMVE16109
OG0007143	AENJA_25363	NEMVE08778, NEMVE20919
OG0007145	AENJA_25560	NEMVE19580
OG0007146	AENJA_25582	NEMVE18006
OG0007147	AENJA_25613	NEMVE13817
OG0007148	AENJA_25762	NEMVE22073
OG0007149	AENJA_25859	NEMVE12301
OG0007150	AENJA_26056	NEMVE11424
OG0007151	AENJA_26211	NEMVE22467
OG0007152	AENJA_26373	NEMVE25856
OG0007153	AENJA_26504	NEMVE18215
OG0007154	AENJA_26509	NEMVE23811
OG0007248	AENJA_00004	NEMVE05909
OG0007249	AENJA_19637	NEMVE19970
OG0007249	AENJA_00124	NEMVE03114
OG0007250	AENJA_00139	NEMVE23608
OG0007251	AENJA_00324	NEMVE08153
OG0007252	AENJA_00397	NEMVE24745
OG0007253	AENJA_00767	NEMVE01126
OG0007254	AENJA_00931	NEMVE23140
OG0007255	AENJA_00979	NEMVE06734
OG0007256	AENJA_01044	NEMVE11220, NEMVE11514
OG0007258	AENJA_01436, AENJA_11453	NEMVE00047, NEMVE14648
OG0007261	AENJA_01593	NEMVE06464, NEMVE10739
OG0007264	AENJA_02217	NEMVE15060
OG0007265	AENJA_24607, AENJA_15494, AENJA_19190, AENJA_25338, AENJA_20140, AENJA_13490, AENJA_06858, AENJA_02451, AENJA_20142, AENJA_14115, AENJA_05062, AENJA_03244, AENJA_24038, AENJA_14533, AENJA_10357, AENJA_26282, AENJA_13325, AENJA_24618, AENJA_02236, AENJA_22098, AENJA_26374, AENJA_26222, AENJA_22230	NEMVE21288
OG0007266	AENJA_08462, AENJA_02257	NEMVE00843
OG0007267	AENJA_02284	NEMVE18408
OG0007268	AENJA_02432	NEMVE08006
OG0007270	AENJA_02688, AENJA_06355	NEMVE23267
OG0007271	AENJA_02740	NEMVE14749
OG0007272	AENJA_02756	NEMVE17086
OG0007273	AENJA_02792	NEMVE22414
OG0007274	AENJA_02816	NEMVE12604, NEMVE24366
OG0007275	AENJA_02862	NEMVE14669
OG0007277	AENJA_03125, AENJA_24804	NEMVE02383
OG0007278	AENJA_03209	NEMVE03386
OG0007279	AENJA_03339	NEMVE24542
OG0007280	AENJA_03407	NEMVE14013
OG0007281	AENJA_03420	NEMVE23664
OG0007282	AENJA_03431	NEMVE13645
OG0007286	AENJA_18798, AENJA_10022, AENJA_03618	NEMVE05488, NEMVE09092
OG0007287	AENJA_03706	NEMVE09473, NEMVE05342, NEMVE01264, NEMVE05872, NEMVE18858, NEMVE08747, NEMVE08291
OG0007288	AENJA_03747	NEMVE08146
OG0007289	AENJA_03836	NEMVE10504
OG0007290	AENJA_03954	NEMVE17402
OG0007291	AENJA_03983	NEMVE14746
OG0007292	AENJA_04105	NEMVE08212
OG0007293	AENJA_04149, AENJA_04148	NEMVE13245
OG0007294	AENJA_04367	NEMVE05938
OG0007295	AENJA_04369	NEMVE19179
OG0007296	AENJA_04461	NEMVE13425
OG0007297	AENJA_04494	NEMVE05122
OG0007299	AENJA_04574	NEMVE17700
OG0007300	AENJA_04647	NEMVE10414
OG0007301	AENJA_04686	NEMVE05910
OG0007302	AENJA_04963	NEMVE24421
OG0007303	AENJA_05104	NEMVE21168, NEMVE21934
OG0007304	AENJA_05122	NEMVE19345
OG0007305	AENJA_05241	NEMVE18637
OG0007306	AENJA_05277	NEMVE18933
OG0007307	AENJA_05325	NEMVE15849
OG0007309	AENJA_05768	NEMVE10518, NEMVE20201
OG0007310	AENJA_05858, AENJA_19852	NEMVE06728
OG0007312	AENJA_05894	NEMVE23732
OG0007313	AENJA_10867, AENJA_06071	NEMVE25309, NEMVE13991, NEMVE11990
OG0007314	AENJA_06139	NEMVE14601
OG0007316	AENJA_06485, AENJA_20879	NEMVE13237
OG0007317	AENJA_06549	NEMVE07571
OG0007318	AENJA_06588	NEMVE13190
OG0007319	AENJA_06656	NEMVE13526
OG0007320	AENJA_06780	NEMVE13887
OG0007321	AENJA_06818	NEMVE14743
OG0007322	AENJA_06900	NEMVE13884
OG0007323	AENJA_06960	NEMVE15965
OG0007324	AENJA_07021	NEMVE05288
OG0007325	AENJA_07023	NEMVE14080
OG0007326	AENJA_07134	NEMVE02450
OG0007327	AENJA_07205	NEMVE09633
OG0007328	AENJA_07462	NEMVE25409
OG0007331	AENJA_07941, AENJA_07938	NEMVE17405, NEMVE06097
OG0007332	AENJA_07980	NEMVE06433
OG0007333	AENJA_08327	NEMVE18252
OG0007334	AENJA_08344, AENJA_10683	NEMVE09677
OG0007335	AENJA_08730	NEMVE10469
OG0007336	AENJA_24259	NEMVE13003
OG0007336	AENJA_08744	NEMVE22461
OG0007337	AENJA_08756	NEMVE05791
OG0007338	AENJA_08801	NEMVE08790
OG0007339	AENJA_08839	NEMVE04953
OG0007340	AENJA_08960	NEMVE06786
OG0007341	AENJA_08963	NEMVE14964
OG0007342	AENJA_09009	NEMVE14032
OG0007343	AENJA_09011	NEMVE06113
OG0007344	AENJA_18427, AENJA_09089	NEMVE17645
OG0007347	AENJA_09485	NEMVE05928
OG0007348	AENJA_09604	NEMVE25081
OG0007349	AENJA_09661	NEMVE24138
OG0007351	AENJA_09717	NEMVE15176
OG0007352	AENJA_09848	NEMVE22263
OG0007353	AENJA_10075	NEMVE09891
OG0007354	AENJA_10138	NEMVE12447, NEMVE22312
OG0007355	AENJA_10292, AENJA_10291	NEMVE26015, NEMVE24494
OG0007356	AENJA_10363	NEMVE22435
OG0007357	AENJA_10365	NEMVE03442
OG0007358	AENJA_10512	NEMVE22472
OG0007360	AENJA_10766	NEMVE13667
OG0007361	AENJA_10793	NEMVE21896
OG0007362	AENJA_20165, AENJA_19744, AENJA_11986, AENJA_12745, AENJA_24309, AENJA_25790, AENJA_17093, AENJA_10822	NEMVE03247, NEMVE06199, NEMVE20257
OG0007363	AENJA_10957	NEMVE07823
OG0007364	AENJA_10959	NEMVE14072
OG0007365	AENJA_10977	NEMVE02500
OG0007366	AENJA_11206	NEMVE10651
OG0007367	AENJA_11272	NEMVE14913
OG0007368	AENJA_11301	NEMVE21985
OG0007369	AENJA_11422	NEMVE09186, NEMVE04959
OG0007370	AENJA_11425	NEMVE24854
OG0007371	AENJA_11627	NEMVE22865
OG0007372	AENJA_11631	NEMVE14160
OG0007373	AENJA_11675	NEMVE22902
OG0007374	AENJA_11711	NEMVE10037
OG0007376	AENJA_11779	NEMVE14158
OG0007377	AENJA_11839	NEMVE01324
OG0007378	AENJA_11927	NEMVE23117
OG0007380	AENJA_12373	NEMVE06086, NEMVE12199
OG0007381	AENJA_12457	NEMVE23101
OG0007382	AENJA_12498	NEMVE14758
OG0007383	AENJA_12505	NEMVE20839
OG0007385	AENJA_12739	NEMVE14990
OG0007386	AENJA_12898	NEMVE13865, NEMVE00269
OG0007387	AENJA_12902	NEMVE23956
OG0007388	AENJA_13027	NEMVE05194
OG0007389	AENJA_13187	NEMVE25345
OG0007390	AENJA_13202	NEMVE24823
OG0007391	AENJA_13207	NEMVE08201
OG0007392	AENJA_13312	NEMVE13961
OG0007393	AENJA_13334	NEMVE00582, NEMVE21768
OG0007394	AENJA_13338	NEMVE22615
OG0007395	AENJA_13363	NEMVE17435
OG0007396	AENJA_13626	NEMVE15920
OG0007397	AENJA_13692	NEMVE09462
OG0007399	AENJA_14225	NEMVE09265
OG0007401	AENJA_14395	NEMVE13443
OG0007402	AENJA_14648	NEMVE14824
OG0007403	AENJA_14745	NEMVE18192
OG0007404	AENJA_15171	NEMVE24746
OG0007405	AENJA_15366	NEMVE13995
OG0007407	AENJA_15377	NEMVE14797
OG0007408	AENJA_15439	NEMVE08149
OG0007409	AENJA_15440	NEMVE13321
OG0007411	AENJA_15681	NEMVE14384
OG0007412	AENJA_15771	NEMVE08446
OG0007413	AENJA_15882	NEMVE22933
OG0007415	AENJA_16254	NEMVE22466
OG0007416	AENJA_16466	NEMVE04678
OG0007417	AENJA_16596	NEMVE08802
OG0007418	AENJA_20071, AENJA_16895	NEMVE25117
OG0007419	AENJA_16935	NEMVE14407
OG0007421	AENJA_17319	NEMVE01648
OG0007422	AENJA_17772	NEMVE06450
OG0007423	AENJA_17845	NEMVE09572
OG0007424	AENJA_17849	NEMVE07064
OG0007425	AENJA_17864	NEMVE01463
OG0007426	AENJA_17973	NEMVE25299
OG0007427	AENJA_18085	NEMVE11584, NEMVE11585
OG0007430	AENJA_19078	NEMVE21972
OG0007431	AENJA_19346	NEMVE22905
OG0007432	AENJA_19403, AENJA_19402	NEMVE23141
OG0007433	AENJA_19654	NEMVE14283, NEMVE02780
OG0007434	AENJA_19687, AENJA_19688	NEMVE21333
OG0007435	AENJA_19773	NEMVE14771, NEMVE22934
OG0007436	AENJA_19801	NEMVE08293
OG0007437	AENJA_19860	NEMVE06897
OG0007438	AENJA_20029	NEMVE24737
OG0007439	AENJA_20396	NEMVE02374, NEMVE20588
OG0007440	AENJA_20434	NEMVE21710
OG0007441	AENJA_20556	NEMVE10398
OG0007442	AENJA_20655	NEMVE22223
OG0007443	AENJA_20689	NEMVE25371
OG0007445	AENJA_20821	NEMVE24684
OG0007446	AENJA_20884	NEMVE14884
OG0007447	AENJA_20921	NEMVE15214
OG0007449	AENJA_21306	NEMVE18234
OG0007450	AENJA_21381	NEMVE07887
OG0007451	AENJA_21528	NEMVE09386
OG0007452	AENJA_21651	NEMVE00170, NEMVE13609
OG0007453	AENJA_21726	NEMVE13424
OG0007454	AENJA_21740	NEMVE14909
OG0007455	AENJA_21828	NEMVE14702
OG0007456	AENJA_21979	NEMVE06082
OG0007457	AENJA_22032	NEMVE19632, NEMVE25342
OG0007459	AENJA_22258	NEMVE25566
OG0007460	AENJA_22264	NEMVE14451
OG0007463	AENJA_22661	NEMVE20726, NEMVE22590
OG0007464	AENJA_22697	NEMVE24268
OG0007465	AENJA_22699	NEMVE17581, NEMVE22007
OG0007466	AENJA_22881	NEMVE22832
OG0007467	AENJA_23010	NEMVE21131
OG0007470	AENJA_23296	NEMVE24480
OG0007471	AENJA_23384	NEMVE23466
OG0007472	AENJA_23719	NEMVE14194
OG0007473	AENJA_23755	NEMVE21682
OG0007474	AENJA_23962	NEMVE18991
OG0007475	AENJA_23966	NEMVE10836
OG0007476	AENJA_24225	NEMVE15012
OG0007477	AENJA_24292	NEMVE05313
OG0007478	AENJA_24685	NEMVE15694
OG0007480	AENJA_24812	NEMVE13266
OG0007481	AENJA_24944	NEMVE22561
OG0007482	AENJA_25120	NEMVE13581
OG0007483	AENJA_25192	NEMVE08075
OG0007484	AENJA_25231	NEMVE06907
OG0007485	AENJA_25331	NEMVE25477
OG0007487	AENJA_25922	NEMVE19514
OG0007488	AENJA_26049	NEMVE24850
OG0007489	AENJA_26107	NEMVE13290
OG0007490	AENJA_26187	NEMVE24955
OG0007491	AENJA_26237	NEMVE15400
OG0007492	AENJA_26511	NEMVE12352
OG0007494	AENJA_26703	NEMVE13649
OG0007495	AENJA_26715	NEMVE14337
OG0007496	AENJA_26719	NEMVE05960
OG0007497	AENJA_26773	NEMVE06046, NEMVE11399, NEMVE04682, NEMVE18627
OG0007498	AENJA_26807	NEMVE11016, NEMVE12879
OG0007582	AENJA_00047	NEMVE25110
OG0007583	AENJA_00226	NEMVE05002
OG0007586	AENJA_00380	NEMVE21958
OG0007587	AENJA_00432	NEMVE05439
OG0007588	AENJA_00505	NEMVE14974
OG0007589	AENJA_00571	NEMVE00133, NEMVE16108
OG0007591	AENJA_01019	NEMVE14305
OG0007592	AENJA_01059	NEMVE25777
OG0007593	AENJA_01095	NEMVE08761
OG0007594	AENJA_01198	NEMVE13798, NEMVE12256
OG0007595	AENJA_01322	NEMVE13188
OG0007597	AENJA_01698	NEMVE02017
OG0007598	AENJA_01726	NEMVE13275, NEMVE15766
OG0007600	AENJA_01841	NEMVE25474
OG0007601	AENJA_02054	NEMVE20762, NEMVE06284, NEMVE12569
OG0007602	AENJA_02165	NEMVE08220
OG0007603	AENJA_02214	NEMVE09888, NEMVE25916
OG0007604	AENJA_02267	NEMVE15922
OG0007605	AENJA_02353	NEMVE22713
OG0007606	AENJA_02354	NEMVE07882
OG0007607	AENJA_02368	NEMVE14803
OG0007608	AENJA_02633	NEMVE25259
OG0007609	AENJA_02689	NEMVE14141
OG0007610	AENJA_02817	NEMVE13618
OG0007612	AENJA_03149	NEMVE13493
OG0007613	AENJA_03179	NEMVE25112
OG0007614	AENJA_03537, AENJA_03213	NEMVE25043
OG0007615	AENJA_03386	NEMVE13394
OG0007616	AENJA_03409	NEMVE22755
OG0007618	AENJA_03470	NEMVE05717
OG0007619	AENJA_03762	NEMVE22719
OG0007621	AENJA_03833	NEMVE15854
OG0007622	AENJA_03944	NEMVE14178
OG0007623	AENJA_08941, AENJA_04211	NEMVE25451
OG0007624	AENJA_04295	NEMVE01610
OG0007625	AENJA_04665	NEMVE20190
OG0007626	AENJA_04777	NEMVE09273
OG0007628	AENJA_04962	NEMVE07362
OG0007629	AENJA_05160	NEMVE03312, NEMVE13373
OG0007631	AENJA_05278	NEMVE06747, NEMVE11236
OG0007632	AENJA_05484	NEMVE14960
OG0007634	AENJA_05650	NEMVE23401
OG0007637	AENJA_25958, AENJA_05864	NEMVE16744, NEMVE06908
OG0007638	AENJA_06211	NEMVE25858
OG0007639	AENJA_06285	NEMVE06099
OG0007640	AENJA_06871	NEMVE08959
OG0007643	AENJA_07280	NEMVE25518, NEMVE22109, NEMVE16341
OG0007645	AENJA_07676	NEMVE06297
OG0007646	AENJA_07683	NEMVE11980, NEMVE25514
OG0007647	AENJA_07698	NEMVE17951
OG0007648	AENJA_07744	NEMVE07012
OG0007649	AENJA_08154	NEMVE22367
OG0007650	AENJA_08417	NEMVE08861
OG0007651	AENJA_08420	NEMVE06271
OG0007652	AENJA_08655	NEMVE24675
OG0007653	AENJA_08664	NEMVE20290
OG0007654	AENJA_08743	NEMVE25572
OG0007656	AENJA_08929	NEMVE00479, NEMVE05622
OG0007657	AENJA_09241	NEMVE09719
OG0007658	AENJA_15160, AENJA_09640	NEMVE17719
OG0007659	AENJA_09749	NEMVE15005
OG0007660	AENJA_10005	NEMVE06829
OG0007661	AENJA_10023	NEMVE23648
OG0007663	AENJA_10256	NEMVE03506
OG0007664	AENJA_10276	NEMVE08366, NEMVE09875
OG0007666	AENJA_10298	NEMVE06300
OG0007667	AENJA_10341	NEMVE21308
OG0007669	AENJA_10464	NEMVE09329
OG0007670	AENJA_10480	NEMVE00374, NEMVE13235
OG0007672	AENJA_10564	NEMVE10871, NEMVE01018
OG0007674	AENJA_10687	NEMVE09137
OG0007675	AENJA_10692, AENJA_10689	NEMVE14230
OG0007676	AENJA_10773	NEMVE09075
OG0007679	AENJA_11083	NEMVE14614
OG0007680	AENJA_11179	NEMVE09957
OG0007681	AENJA_11196	NEMVE11266, NEMVE04177
OG0007683	AENJA_11263, AENJA_13110	NEMVE05155, NEMVE09112
OG0007684	AENJA_11323	NEMVE07913
OG0007685	AENJA_11330	NEMVE22475
OG0007687	AENJA_11514	NEMVE15064
OG0007688	AENJA_11595	NEMVE23866
OG0007689	AENJA_11622	NEMVE15533, NEMVE25163
OG0007690	AENJA_11693	NEMVE09407
OG0007691	AENJA_11787	NEMVE14856, NEMVE10823, NEMVE19790, NEMVE14812
OG0007692	AENJA_11895	NEMVE24948
OG0007694	AENJA_12365	NEMVE14461
OG0007695	AENJA_12489	NEMVE15957
OG0007696	AENJA_12919	NEMVE13808
OG0007697	AENJA_12952	NEMVE22701
OG0007698	AENJA_13006	NEMVE19391
OG0007699	AENJA_13050	NEMVE10978, NEMVE16384, NEMVE08207, NEMVE06627
OG0007700	AENJA_13417	NEMVE06383, NEMVE20983
OG0007701	AENJA_13421	NEMVE23722
OG0007702	AENJA_13485	NEMVE22678
OG0007703	AENJA_13781, AENJA_13780	NEMVE22465
OG0007704	AENJA_13789	NEMVE13360
OG0007705	AENJA_13836	NEMVE23373
OG0007707	AENJA_18792, AENJA_20617, AENJA_13925	NEMVE17260, NEMVE19486, NEMVE17005
OG0007708	AENJA_14019	NEMVE14576
OG0007709	AENJA_14142	NEMVE14284
OG0007711	AENJA_14168	NEMVE03458
OG0007711	AENJA_14167	NEMVE16976
OG0007712	AENJA_14241	NEMVE16922
OG0007713	AENJA_14256	NEMVE10952
OG0007714	AENJA_14298	NEMVE04698
OG0007715	AENJA_14420	NEMVE14423
OG0007716	AENJA_14436	NEMVE24083
OG0007717	AENJA_14512	NEMVE14630
OG0007718	AENJA_14607	NEMVE14642
OG0007720	AENJA_15395, AENJA_22794	NEMVE18653, NEMVE20099
OG0007721	AENJA_15418	NEMVE16202
OG0007722	AENJA_15592	NEMVE24674
OG0007724	AENJA_15747	NEMVE08494
OG0007725	AENJA_15798	NEMVE08931
OG0007727	AENJA_15914	NEMVE22125
OG0007728	AENJA_16033	NEMVE19501
OG0007729	AENJA_16470	NEMVE05917
OG0007730	AENJA_16479	NEMVE22534
OG0007731	AENJA_16519	NEMVE09241
OG0007733	AENJA_16976	NEMVE13390
OG0007734	AENJA_17060	NEMVE01827
OG0007735	AENJA_17384	NEMVE13740
OG0007737	AENJA_17429, AENJA_17433	NEMVE19984
OG0007739	AENJA_17580	NEMVE13651
OG0007740	AENJA_17729	NEMVE07649
OG0007741	AENJA_17929	NEMVE02338
OG0007743	AENJA_18237	NEMVE22363
OG0007744	AENJA_18288	NEMVE15801
OG0007745	AENJA_18335	NEMVE23484
OG0007746	AENJA_18434	NEMVE15823
OG0007747	AENJA_18844	NEMVE23082
OG0007748	AENJA_18894	NEMVE23336
OG0007749	AENJA_19022	NEMVE14299
OG0007750	AENJA_19185	NEMVE16263
OG0007751	AENJA_19310	NEMVE21679
OG0007752	AENJA_19359	NEMVE25084
OG0007753	AENJA_19363	NEMVE09762
OG0007754	AENJA_19398	NEMVE04608
OG0007756	AENJA_19709	NEMVE21769, NEMVE21203
OG0007757	AENJA_20316, AENJA_19847	NEMVE22374
OG0007758	AENJA_19933	NEMVE24832
OG0007759	AENJA_20025	NEMVE23846
OG0007760	AENJA_20050	NEMVE16471
OG0007761	AENJA_20064	NEMVE10403
OG0007763	AENJA_20330	NEMVE01958, NEMVE20035
OG0007764	AENJA_20732	NEMVE06037
OG0007765	AENJA_21015, AENJA_21016, AENJA_21017	NEMVE19483
OG0007766	AENJA_21034	NEMVE05141
OG0007767	AENJA_21313	NEMVE13662
OG0007768	AENJA_21314	NEMVE21905
OG0007769	AENJA_21372	NEMVE08042
OG0007770	AENJA_21605	NEMVE05408, NEMVE20937
OG0007771	AENJA_21609	NEMVE13470
OG0007772	AENJA_21724	NEMVE06176
OG0007773	AENJA_21739	NEMVE07114
OG0007774	AENJA_21779	NEMVE08940
OG0007775	AENJA_21848, AENJA_21916	NEMVE06546
OG0007776	AENJA_22036	NEMVE20241
OG0007778	AENJA_22303	NEMVE24975
OG0007779	AENJA_22377	NEMVE10345
OG0007781	AENJA_22495	NEMVE11915
OG0007782	AENJA_22500	NEMVE13738
OG0007783	AENJA_22584	NEMVE23094
OG0007784	AENJA_22600	NEMVE21852
OG0007785	AENJA_26087, AENJA_22648, AENJA_26088	NEMVE23583
OG0007786	AENJA_22814	NEMVE10346
OG0007787	AENJA_22832	NEMVE04711, NEMVE04653
OG0007789	AENJA_22873	NEMVE22184
OG0007790	AENJA_22969, AENJA_22970	NEMVE13911
OG0007791	AENJA_23000	NEMVE22262
OG0007793	AENJA_23139	NEMVE01965
OG0007794	AENJA_23230	NEMVE13881
OG0007795	AENJA_23273	NEMVE16217
OG0007796	AENJA_23473	NEMVE16045
OG0007798	AENJA_23971	NEMVE07652
OG0007800	AENJA_24733	NEMVE02246
OG0007801	AENJA_24750	NEMVE24803
OG0007802	AENJA_24870	NEMVE05110
OG0007803	AENJA_24900	NEMVE14259
OG0007804	AENJA_24903	NEMVE13958
OG0007805	AENJA_25156	NEMVE23683
OG0007807	AENJA_25659	NEMVE23161
OG0007809	AENJA_25815	NEMVE19397
OG0007810	AENJA_25829	NEMVE25323
OG0007811	AENJA_26163	NEMVE22619
OG0007812	AENJA_26416	NEMVE05957
OG0007813	AENJA_26599	NEMVE22957
OG0007814	AENJA_26751	NEMVE10610
OG0007908	AENJA_00151	NEMVE13340
OG0007910	AENJA_06981	NEMVE17938
OG0007910	AENJA_20649, AENJA_10598, AENJA_26007, AENJA_00241, AENJA_10599, AENJA_25348, AENJA_21984, AENJA_16153, AENJA_24071, AENJA_21200, AENJA_06456	NEMVE17417, NEMVE20911, NEMVE11390
OG0007911	AENJA_00247	NEMVE07983
OG0007912	AENJA_00261	NEMVE15679, NEMVE24495, NEMVE17470
OG0007913	AENJA_00323, AENJA_00322	NEMVE18005
OG0007915	AENJA_00437	NEMVE19232, NEMVE06531
OG0007916	AENJA_00507	NEMVE13298
OG0007917	AENJA_00555	NEMVE24424
OG0007918	AENJA_00566	NEMVE25851
