Orthogroup	AENJA_ok	NEMVE
OG0000683	AENJA_20329	NEMVE09341
OG0000684	AENJA_20633	NEMVE05474
OG0000685	AENJA_25532	NEMVE21758, NEMVE15319
OG0000688	AENJA_08291, AENJA_20473	NEMVE16944, NEMVE03265, NEMVE10170, NEMVE06401, NEMVE06998, NEMVE07748, NEMVE22811, NEMVE25521, NEMVE03365, NEMVE12073, NEMVE04753, NEMVE12373
OG0000689	AENJA_00257, AENJA_05612	NEMVE03103, NEMVE17867, NEMVE14579, NEMVE16682, NEMVE11851
OG0000689	AENJA_03778	NEMVE17359, NEMVE21033
OG0000689	AENJA_22071, AENJA_23292	NEMVE07875, NEMVE24110, NEMVE07937
OG0000690	AENJA_04544	NEMVE04578
OG0000690	AENJA_00603	NEMVE08336
OG0000691	AENJA_08029	NEMVE22438
OG0000691	AENJA_00795	NEMVE12723
OG0000692	AENJA_17363	NEMVE16262, NEMVE25899
OG0000692	AENJA_13840	NEMVE05252, NEMVE06220, NEMVE20255
OG0000692	AENJA_02403	NEMVE10690
OG0000692	AENJA_00938	NEMVE10687, NEMVE25957
OG0000693	AENJA_01709	NEMVE08217, NEMVE08755
OG0000693	AENJA_03923	NEMVE20668, NEMVE09217
OG0000694	AENJA_02666, AENJA_15805	NEMVE18564
OG0000696	AENJA_12321	NEMVE01737
OG0000696	AENJA_10033	NEMVE25020
OG0000696	AENJA_06971	NEMVE05214, NEMVE05168, NEMVE16042
OG0000697	AENJA_07893, AENJA_21762	NEMVE14547
OG0000698	AENJA_24097	NEMVE22163, NEMVE01912, NEMVE22218
OG0000698	AENJA_24098	NEMVE25334
OG0000700	AENJA_22342, AENJA_14030, AENJA_23946	NEMVE20231, NEMVE20652
OG0000701	AENJA_18091	NEMVE21835
OG0000702	AENJA_23407	NEMVE17196
OG0000703	AENJA_26449	NEMVE15172
OG0000706	AENJA_23411, AENJA_25177	NEMVE06133, NEMVE16186
OG0000708	AENJA_10491	NEMVE25462
OG0000708	AENJA_00725	NEMVE00535
OG0000708	AENJA_04787	NEMVE24967
OG0000710	AENJA_02261, AENJA_01828	NEMVE10055
OG0000711	AENJA_12473, AENJA_12494, AENJA_02057	NEMVE22699
OG0000713	AENJA_08677	NEMVE17891, NEMVE22671, NEMVE16279
OG0000714	AENJA_22825, AENJA_25003, AENJA_10614, AENJA_19901, AENJA_07371, AENJA_12016	NEMVE19873, NEMVE21196, NEMVE25962
OG0000715	AENJA_15913	NEMVE04746
OG0000716	AENJA_17206	NEMVE01624
OG0000717	AENJA_19227	NEMVE21831
OG0000718	AENJA_24056, AENJA_24052, AENJA_21088	NEMVE14726, NEMVE25058
OG0000720	AENJA_14612	NEMVE07453
OG0000720	AENJA_05144	NEMVE01505
OG0000720	AENJA_19624, AENJA_01444	NEMVE14810
OG0000721	AENJA_16007	NEMVE22360
OG0000721	AENJA_01615	NEMVE25732
OG0000722	AENJA_07772, AENJA_02846	NEMVE02310
OG0000723	AENJA_08346	NEMVE02161, NEMVE02153
OG0000726	AENJA_14697	NEMVE24264
OG0000730	AENJA_08838	NEMVE15279
OG0000730	AENJA_11200	NEMVE09750
OG0000731	AENJA_07204	NEMVE14724, NEMVE07735
OG0000732	AENJA_23886	NEMVE16239
OG0000732	AENJA_12389	NEMVE22346
OG0000733	AENJA_07801	NEMVE13174
OG0000734	AENJA_10770	NEMVE19740
OG0000735	AENJA_15834	NEMVE14467
OG0000740	AENJA_11591	NEMVE01913
OG0000740	AENJA_00649	NEMVE19718, NEMVE22222, NEMVE02336, NEMVE18361
OG0000741	AENJA_22213	NEMVE19599, NEMVE18691, NEMVE24163
OG0000741	AENJA_24551, AENJA_18140, AENJA_01425	NEMVE19698, NEMVE25753
OG0000741	AENJA_22607	NEMVE20903
OG0000742	AENJA_01899, AENJA_06055	NEMVE09967, NEMVE15645, NEMVE22849
OG0000743	AENJA_02220, AENJA_13371	NEMVE10602, NEMVE15509, NEMVE05453
OG0000744	AENJA_07063, AENJA_07064	NEMVE09152
OG0000745	AENJA_08290, AENJA_25526, AENJA_16763, AENJA_16764, AENJA_19385	NEMVE09518, NEMVE18143
OG0000746	AENJA_09613	NEMVE08669
OG0000747	AENJA_11144, AENJA_11146, AENJA_17531	NEMVE17249, NEMVE13791
OG0000748	AENJA_15960	NEMVE13110
OG0000749	AENJA_18432	NEMVE13534
OG0000750	AENJA_26108	NEMVE05904, NEMVE11347
OG0000751	AENJA_22604	NEMVE06350
OG0000752	AENJA_00591	NEMVE14796, NEMVE20340
OG0000752	AENJA_26667	NEMVE15527
OG0000753	AENJA_01120	NEMVE09279, NEMVE20008
OG0000753	AENJA_10740	NEMVE09763
OG0000753	AENJA_09401	NEMVE18346
OG0000754	AENJA_22413, AENJA_09669, AENJA_19942, AENJA_20836, AENJA_08599, AENJA_19495, AENJA_09482, AENJA_17604, AENJA_07628, AENJA_02394, AENJA_12375, AENJA_16394, AENJA_07140, AENJA_19135, AENJA_07428, AENJA_22791, AENJA_05737, AENJA_02457, AENJA_05221, AENJA_14350, AENJA_10367, AENJA_22060, AENJA_24927, AENJA_10555	NEMVE25123
OG0000755	AENJA_02216	NEMVE04854
OG0000756	AENJA_03035	NEMVE07841, NEMVE00130, NEMVE08531, NEMVE07837, NEMVE07856, NEMVE07852, NEMVE05305, NEMVE00351, NEMVE07843, NEMVE07857, NEMVE07838, NEMVE05291
OG0000756	AENJA_09068	NEMVE22037
OG0000757	AENJA_15686	NEMVE25201
OG0000757	AENJA_08837	NEMVE05970
OG0000759	AENJA_12039	NEMVE07127, NEMVE15354
OG0000761	AENJA_13286	NEMVE07056
OG0000762	AENJA_17187	NEMVE08946
OG0000764	AENJA_20419	NEMVE08398, NEMVE01257
OG0000765	AENJA_22260	NEMVE15020
OG0000766	AENJA_22560	NEMVE13890
OG0000767	AENJA_23872	NEMVE21839
OG0000768	AENJA_24479	NEMVE24837, NEMVE20124
OG0000771	AENJA_05684, AENJA_20578, AENJA_24318, AENJA_22547, AENJA_17321, AENJA_26531, AENJA_15567, AENJA_22543, AENJA_00252, AENJA_13928, AENJA_06668, AENJA_24319, AENJA_22837, AENJA_11746, AENJA_18899, AENJA_14846, AENJA_07589, AENJA_25144	NEMVE25578
OG0000772	AENJA_24869, AENJA_00651	NEMVE14663, NEMVE13205
OG0000772	AENJA_10655, AENJA_10656	NEMVE10521, NEMVE10515, NEMVE14130, NEMVE06923
OG0000773	AENJA_01269	NEMVE08204
OG0000773	AENJA_10021, AENJA_10020, AENJA_13664, AENJA_13641	NEMVE10496
OG0000774	AENJA_01594	NEMVE18724
OG0000774	AENJA_14294	NEMVE06617
OG0000774	AENJA_06861	NEMVE14955, NEMVE01618
OG0000776	AENJA_14162, AENJA_14158, AENJA_04150, AENJA_16571	NEMVE25221, NEMVE11470, NEMVE23261
OG0000777	AENJA_05898, AENJA_04500	NEMVE21910, NEMVE15143
OG0000778	AENJA_05941, AENJA_05940	NEMVE13753
OG0000779	AENJA_08422	NEMVE02313
OG0000780	AENJA_22246	NEMVE09488
OG0000780	AENJA_22232	NEMVE00281, NEMVE20933, NEMVE05745
OG0000780	AENJA_14707	NEMVE05870
OG0000781	AENJA_15224, AENJA_20107	NEMVE23221, NEMVE21745, NEMVE06147, NEMVE10644
OG0000782	AENJA_17040	NEMVE10772
OG0000786	AENJA_00262	NEMVE03694
OG0000787	AENJA_00390	NEMVE12098
OG0000788	AENJA_19776	NEMVE01862
OG0000788	AENJA_01187	NEMVE24569
OG0000791	AENJA_05472	NEMVE13487
OG0000792	AENJA_06794	NEMVE13648, NEMVE08948
OG0000793	AENJA_10797	NEMVE19406
OG0000794	AENJA_11312	NEMVE13875
OG0000795	AENJA_14885, AENJA_12941, AENJA_11455, AENJA_13539, AENJA_18437	NEMVE18602
OG0000796	AENJA_11925	NEMVE06742
OG0000797	AENJA_12225	NEMVE07332, NEMVE20914
OG0000798	AENJA_13993	NEMVE05537
OG0000799	AENJA_16513	NEMVE24041
OG0000802	AENJA_19187	NEMVE11136, NEMVE06054
OG0000803	AENJA_21679	NEMVE22189
OG0000807	AENJA_11493, AENJA_12809, AENJA_24068, AENJA_05948, AENJA_05947, AENJA_18573, AENJA_00468, AENJA_16953, AENJA_18315, AENJA_16858, AENJA_23212, AENJA_06045, AENJA_06317, AENJA_05314	NEMVE22960
OG0000809	AENJA_02164	NEMVE22186, NEMVE08335, NEMVE12321
OG0000810	AENJA_24609	NEMVE18390
OG0000810	AENJA_02925	NEMVE02291
OG0000811	AENJA_02995, AENJA_03253, AENJA_03247, AENJA_22383, AENJA_03249, AENJA_03248, AENJA_07553, AENJA_03042, AENJA_04170, AENJA_16213	NEMVE21518
OG0000812	AENJA_03473, AENJA_17185, AENJA_09109	NEMVE11476, NEMVE12174
OG0000812	AENJA_20651, AENJA_14625, AENJA_14618, AENJA_17242	NEMVE19850
OG0000813	AENJA_03651, AENJA_14254	NEMVE25754, NEMVE22200, NEMVE24635
OG0000814	AENJA_25867, AENJA_03765, AENJA_17687, AENJA_08768, AENJA_09662	NEMVE06776, NEMVE16660
OG0000815	AENJA_11775	NEMVE13365
OG0000816	AENJA_20230, AENJA_21712, AENJA_05704	NEMVE14127, NEMVE00812
OG0000817	AENJA_07214	NEMVE14686
OG0000817	AENJA_18385	NEMVE01689, NEMVE21825
OG0000817	AENJA_14055	NEMVE14311
OG0000818	AENJA_07677	NEMVE08706
OG0000819	AENJA_23147	NEMVE14350
OG0000819	AENJA_10746	NEMVE21753, NEMVE17271, NEMVE13337, NEMVE08410, NEMVE19184, NEMVE14132
OG0000819	AENJA_24188	NEMVE07543, NEMVE14834
OG0000820	AENJA_23750	NEMVE08902
OG0000822	AENJA_26562	NEMVE07227
OG0000824	AENJA_00764	NEMVE05752
OG0000825	AENJA_01783	NEMVE06157, NEMVE15274, NEMVE01111, NEMVE19057
OG0000826	AENJA_02455	NEMVE01532, NEMVE25209
OG0000828	AENJA_14692	NEMVE15094
OG0000829	AENJA_07432, AENJA_18083	NEMVE08791
OG0000832	AENJA_09731, AENJA_09723	NEMVE01204, NEMVE18227, NEMVE20901, NEMVE16417, NEMVE04715
OG0000833	AENJA_13518	NEMVE18727
OG0000834	AENJA_15508	NEMVE05965
OG0000835	AENJA_17324	NEMVE10452
OG0000835	AENJA_22772	NEMVE08598, NEMVE20600
OG0000836	AENJA_24422	NEMVE05982
OG0000836	AENJA_19604	NEMVE01499
OG0000837	AENJA_25179	NEMVE25541
OG0000841	AENJA_00152	NEMVE05492
OG0000842	AENJA_00962	NEMVE20517, NEMVE23509, NEMVE25014, NEMVE03321, NEMVE17616, NEMVE24628, NEMVE17617
OG0000844	AENJA_02377	NEMVE07470
OG0000845	AENJA_14681	NEMVE01849
OG0000845	AENJA_11386	NEMVE19954, NEMVE05692
OG0000847	AENJA_19531	NEMVE07778
OG0000847	AENJA_05909	NEMVE08888
OG0000848	AENJA_06120	NEMVE21784
OG0000848	AENJA_26421	NEMVE13752
OG0000849	AENJA_06598, AENJA_17459	NEMVE14809
OG0000850	AENJA_06947, AENJA_14500	NEMVE15099
OG0000850	AENJA_26527	NEMVE12252, NEMVE21917
OG0000851	AENJA_07613	NEMVE05563, NEMVE23273
OG0000852	AENJA_20937	NEMVE25782
OG0000852	AENJA_07998	NEMVE07789
OG0000853	AENJA_11433	NEMVE23651
OG0000854	AENJA_12138	NEMVE02919, NEMVE09672, NEMVE06236, NEMVE07456
OG0000856	AENJA_15113	NEMVE05473, NEMVE14626, NEMVE21694
OG0000857	AENJA_19063	NEMVE18201
OG0000858	AENJA_19600	NEMVE05877
OG0000859	AENJA_20729	NEMVE19193, NEMVE00437
OG0000860	AENJA_22939	NEMVE23955, NEMVE13259
OG0000866	AENJA_00019, AENJA_22978	NEMVE20292, NEMVE18737, NEMVE19120, NEMVE19080, NEMVE20220, NEMVE19768
OG0000868	AENJA_01456	NEMVE09127
OG0000869	AENJA_03586	NEMVE07859
OG0000869	AENJA_21120	NEMVE23299
OG0000870	AENJA_04443, AENJA_12705	NEMVE02461, NEMVE01574
OG0000871	AENJA_15432, AENJA_15433	NEMVE16871
OG0000871	AENJA_06473	NEMVE14071
OG0000872	AENJA_06798	NEMVE14190
OG0000873	AENJA_07645	NEMVE11481
OG0000874	AENJA_07937	NEMVE13256
OG0000874	AENJA_07996	NEMVE13222, NEMVE18182, NEMVE17061, NEMVE18841, NEMVE13223, NEMVE01986, NEMVE02990, NEMVE11626
OG0000875	AENJA_08703	NEMVE12865
OG0000875	AENJA_14919	NEMVE14079
OG0000876	AENJA_08833	NEMVE02940, NEMVE11949
OG0000877	AENJA_09093	NEMVE16415
OG0000878	AENJA_13563, AENJA_09436, AENJA_13562	NEMVE02420
OG0000879	AENJA_14015	NEMVE13129
OG0000880	AENJA_17126	NEMVE13288
OG0000881	AENJA_19719	NEMVE13265
OG0000881	AENJA_21849	NEMVE14845
OG0000882	AENJA_23321	NEMVE02007
OG0000887	AENJA_00163, AENJA_21693	NEMVE10146
OG0000888	AENJA_02929	NEMVE10813
OG0000888	AENJA_02481	NEMVE11848
OG0000889	AENJA_05911	NEMVE14419
OG0000890	AENJA_09730	NEMVE06371, NEMVE00333, NEMVE16346
OG0000893	AENJA_16180	NEMVE20101, NEMVE02240, NEMVE02067, NEMVE02075
OG0000894	AENJA_18194, AENJA_24655	NEMVE23274
OG0000894	AENJA_16901	NEMVE14617
OG0000896	AENJA_17963, AENJA_20857	NEMVE21907
OG0000896	AENJA_26740	NEMVE10977
OG0000897	AENJA_25522	NEMVE06224, NEMVE12475
OG0000897	AENJA_19794, AENJA_19793	NEMVE14979
OG0000898	AENJA_20658	NEMVE14546, NEMVE21727
OG0000899	AENJA_23421	NEMVE18761
OG0000904	AENJA_02063	NEMVE08753
OG0000905	AENJA_03454, AENJA_12044	NEMVE24633
OG0000906	AENJA_16891, AENJA_05473	NEMVE08831
OG0000906	AENJA_17075	NEMVE03808
OG0000909	AENJA_07565	NEMVE10272
OG0000910	AENJA_18258, AENJA_26012, AENJA_16580	NEMVE20194
OG0000910	AENJA_13383, AENJA_17057, AENJA_18263	NEMVE16541, NEMVE18507
OG0000911	AENJA_08748	NEMVE24020
OG0000912	AENJA_11633	NEMVE23980
OG0000912	AENJA_09966	NEMVE23705
OG0000913	AENJA_11700	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717
OG0000914	AENJA_16081	NEMVE08606
OG0000915	AENJA_20431	NEMVE05638
OG0000921	AENJA_16626	NEMVE04805
OG0000921	AENJA_00754	NEMVE19737, NEMVE09442
OG0000924	AENJA_17499	NEMVE03228
OG0000924	AENJA_01733	NEMVE10495, NEMVE10492
OG0000924	AENJA_17498	NEMVE04674
OG0000925	AENJA_14502	NEMVE21937, NEMVE05629, NEMVE00068
OG0000925	AENJA_01829	NEMVE22442, NEMVE00338
OG0000926	AENJA_15541	NEMVE10833
OG0000928	AENJA_06210	NEMVE20627
OG0000929	AENJA_18717, AENJA_24686	NEMVE10278
OG0000930	AENJA_22942, AENJA_12658, AENJA_19720, AENJA_14448, AENJA_07379, AENJA_07380	NEMVE06499, NEMVE09880, NEMVE16667, NEMVE11111
OG0000931	AENJA_08166	NEMVE13552
OG0000932	AENJA_10314	NEMVE15050, NEMVE02393
OG0000933	AENJA_25029	NEMVE25450, NEMVE09603
OG0000934	AENJA_23792	NEMVE09369
OG0000934	AENJA_12733	NEMVE07036
OG0000935	AENJA_14023	NEMVE24478, NEMVE06639
OG0000936	AENJA_22899	NEMVE04950, NEMVE18876
OG0000936	AENJA_14048	NEMVE05175, NEMVE23075, NEMVE05183
OG0000937	AENJA_19941	NEMVE17999, NEMVE03057, NEMVE02431, NEMVE18000, NEMVE16948, NEMVE18813
OG0000942	AENJA_19311, AENJA_08215, AENJA_25662, AENJA_09547, AENJA_00177, AENJA_15507, AENJA_15626, AENJA_24314, AENJA_25006	NEMVE19243
OG0000943	AENJA_02078	NEMVE14119
OG0000943	AENJA_00401	NEMVE15785, NEMVE08924
OG0000944	AENJA_00580	NEMVE07708
OG0000945	AENJA_04250, AENJA_01600, AENJA_21590	NEMVE22316, NEMVE22428
OG0000946	AENJA_01969	NEMVE11477
OG0000946	AENJA_09824, AENJA_13564	NEMVE15734
OG0000946	AENJA_16618	NEMVE07731
OG0000946	AENJA_16617	NEMVE10926
OG0000947	AENJA_22086	NEMVE04758
OG0000947	AENJA_02339	NEMVE07474
OG0000949	AENJA_04000	NEMVE24705, NEMVE16573, NEMVE25704, NEMVE24321
OG0000950	AENJA_04588	NEMVE09986
OG0000951	AENJA_21157	NEMVE21998
OG0000951	AENJA_04673	NEMVE02530
OG0000952	AENJA_05461	NEMVE04659
OG0000952	AENJA_05453	NEMVE02164
OG0000953	AENJA_19910, AENJA_06554	NEMVE12932
OG0000954	AENJA_24386	NEMVE06460
OG0000954	AENJA_08232	NEMVE05247, NEMVE12295
OG0000955	AENJA_09334, AENJA_19306	NEMVE14901
OG0000955	AENJA_22675	NEMVE06008
OG0000955	AENJA_26657	NEMVE08350
OG0000957	AENJA_17037, AENJA_17036	NEMVE00980
OG0000958	AENJA_19017	NEMVE24805, NEMVE17902
OG0000960	AENJA_23956	NEMVE02244
OG0000963	AENJA_01165	NEMVE06216
OG0000963	AENJA_06323	NEMVE03242
OG0000964	AENJA_06851, AENJA_04088, AENJA_01513, AENJA_06848	NEMVE19256
OG0000965	AENJA_05586, AENJA_05584	NEMVE10501
OG0000965	AENJA_02282	NEMVE02072
OG0000966	AENJA_02547	NEMVE06417
OG0000967	AENJA_02972	NEMVE05572
OG0000967	AENJA_22529	NEMVE11722, NEMVE10506
OG0000968	AENJA_03154	NEMVE14701
OG0000968	AENJA_10751	NEMVE10433
OG0000969	AENJA_03216	NEMVE14628
OG0000970	AENJA_03395	NEMVE08789
OG0000971	AENJA_23081, AENJA_10536, AENJA_25049, AENJA_03560	NEMVE04764, NEMVE04769, NEMVE03462, NEMVE04763, NEMVE04779, NEMVE02124, NEMVE04808, NEMVE04754, NEMVE04770
OG0000972	AENJA_03845	NEMVE04609, NEMVE00954
OG0000972	AENJA_26036	NEMVE10082
OG0000973	AENJA_21959, AENJA_04060, AENJA_04066, AENJA_21958, AENJA_19754, AENJA_10901	NEMVE17915
OG0000974	AENJA_05735, AENJA_05736	NEMVE13444
OG0000975	AENJA_19602, AENJA_15607, AENJA_06257, AENJA_23968	NEMVE10075
OG0000977	AENJA_08030	NEMVE25192
OG0000977	AENJA_16263	NEMVE06329
OG0000977	AENJA_11682	NEMVE20685, NEMVE07099
OG0000978	AENJA_08414	NEMVE25212
OG0000979	AENJA_08501	NEMVE17920, NEMVE04790, NEMVE16326
OG0000981	AENJA_25036	NEMVE05035, NEMVE14361, NEMVE15417
OG0000981	AENJA_08762	NEMVE22521
OG0000982	AENJA_09037	NEMVE07619, NEMVE11958
OG0000984	AENJA_13820	NEMVE12738, NEMVE25727
OG0000985	AENJA_14891	NEMVE09786, NEMVE11913
OG0000986	AENJA_19042	NEMVE04242
OG0000987	AENJA_23574	NEMVE05580
OG0000988	AENJA_25125	NEMVE15851, NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782
OG0000992	AENJA_01350	NEMVE11620
OG0000992	AENJA_08136	NEMVE04858
OG0000993	AENJA_01756, AENJA_19598	NEMVE12763
OG0000994	AENJA_20560	NEMVE24464
OG0000994	AENJA_02296	NEMVE05403
OG0000996	AENJA_04444, AENJA_26096	NEMVE06175
OG0000997	AENJA_04964, AENJA_06940, AENJA_16738	NEMVE15784
OG0000998	AENJA_06143	NEMVE18412, NEMVE14793
OG0000999	AENJA_06760, AENJA_09403	NEMVE24735
OG0000999	AENJA_26585	NEMVE22489, NEMVE11957
OG0000999	AENJA_10712	NEMVE00092
OG0001000	AENJA_07118	NEMVE02448
OG0001001	AENJA_07866	NEMVE20649, NEMVE24599, NEMVE12542
OG0001002	AENJA_21974, AENJA_11066, AENJA_21965	NEMVE09531, NEMVE19920
OG0001004	AENJA_16016	NEMVE06123
OG0001005	AENJA_17128	NEMVE10101
OG0001006	AENJA_21663	NEMVE21915
OG0001006	AENJA_25248	NEMVE10239
OG0001007	AENJA_23659	NEMVE00044, NEMVE10735
OG0001008	AENJA_24757	NEMVE24531
OG0001009	AENJA_24783	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111
OG0001015	AENJA_19717, AENJA_00951, AENJA_05530	NEMVE07976
OG0001016	AENJA_26608	NEMVE14344
OG0001016	AENJA_15956	NEMVE14850
OG0001018	AENJA_02393	NEMVE25537
OG0001018	AENJA_12182	NEMVE07573
OG0001019	AENJA_02456, AENJA_20626	NEMVE06651
OG0001020	AENJA_21047, AENJA_04048	NEMVE15852
OG0001021	AENJA_25578	NEMVE05054
OG0001021	AENJA_02776	NEMVE22093
OG0001022	AENJA_03120	NEMVE24828
OG0001023	AENJA_03151	NEMVE12107
OG0001024	AENJA_11445	NEMVE22572
OG0001025	AENJA_08654	NEMVE18755
OG0001025	AENJA_06896, AENJA_26183	NEMVE19762
OG0001025	AENJA_04375	NEMVE18557
OG0001027	AENJA_06667, AENJA_06665, AENJA_06666	NEMVE22961
OG0001028	AENJA_07594	NEMVE25953, NEMVE14639
OG0001029	AENJA_24200	NEMVE03131, NEMVE01675
OG0001029	AENJA_07743	NEMVE11449
OG0001030	AENJA_12462	NEMVE13370
OG0001031	AENJA_12602	NEMVE13279
OG0001032	AENJA_13410	NEMVE14168
OG0001033	AENJA_13779	NEMVE24849
OG0001034	AENJA_14415	NEMVE23685
OG0001035	AENJA_15619	NEMVE25598
OG0001036	AENJA_19830	NEMVE07958
OG0001037	AENJA_20909	NEMVE13835
OG0001039	AENJA_24765	NEMVE14813
OG0001042	AENJA_00375	NEMVE20161, NEMVE25296
OG0001043	AENJA_23325, AENJA_15521, AENJA_15522, AENJA_08980, AENJA_07494, AENJA_23732, AENJA_18677, AENJA_06222, AENJA_12177, AENJA_11468, AENJA_04098, AENJA_04100, AENJA_16380, AENJA_16720, AENJA_00433	NEMVE16776, NEMVE05556
OG0001045	AENJA_04878, AENJA_00728	NEMVE10485, NEMVE08539, NEMVE15170
OG0001045	AENJA_06741	NEMVE17384, NEMVE15704, NEMVE18352, NEMVE17386, NEMVE21043
OG0001048	AENJA_02250, AENJA_17677	NEMVE04666
OG0001049	AENJA_16062	NEMVE24151
OG0001050	AENJA_03323	NEMVE11321
OG0001052	AENJA_06392	NEMVE24748
OG0001053	AENJA_05825, AENJA_03704	NEMVE01408
OG0001055	AENJA_05229, AENJA_16035, AENJA_17939	NEMVE21535
OG0001056	AENJA_05377, AENJA_22081, AENJA_22080	NEMVE07347
OG0001059	AENJA_08095	NEMVE05294
OG0001062	AENJA_10657	NEMVE01533
OG0001063	AENJA_15475, AENJA_15321, AENJA_15322	NEMVE08862
OG0001064	AENJA_16034	NEMVE19071
OG0001065	AENJA_26769	NEMVE18639
OG0001066	AENJA_19790	NEMVE24583
OG0001067	AENJA_20835	NEMVE18870, NEMVE18446, NEMVE25152
OG0001068	AENJA_21475	NEMVE04571
OG0001072	AENJA_00305, AENJA_03396	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521
OG0001072	AENJA_18929	NEMVE01518
OG0001073	AENJA_00575	NEMVE11637, NEMVE14006, NEMVE02704
OG0001075	AENJA_00807	NEMVE07705, NEMVE15967
OG0001076	AENJA_01569	NEMVE01471
OG0001077	AENJA_01679, AENJA_05855, AENJA_02550	NEMVE06665
OG0001078	AENJA_10264, AENJA_03835	NEMVE21841, NEMVE03024
OG0001079	AENJA_03947	NEMVE10902
OG0001080	AENJA_04073	NEMVE25549
OG0001080	AENJA_09896	NEMVE24155
OG0001081	AENJA_16503, AENJA_04238	NEMVE14063
OG0001082	AENJA_06872, AENJA_21482	NEMVE13496
OG0001083	AENJA_07171	NEMVE07865
OG0001084	AENJA_07749	NEMVE15577, NEMVE10374, NEMVE06345
OG0001085	AENJA_21401	NEMVE23730
OG0001086	AENJA_12710	NEMVE21870
OG0001088	AENJA_22489	NEMVE10969
OG0001089	AENJA_16474	NEMVE21830
OG0001091	AENJA_17138	NEMVE05727
OG0001092	AENJA_18221	NEMVE01451
OG0001093	AENJA_19251	NEMVE01792
OG0001095	AENJA_25247	NEMVE24881
OG0001101	AENJA_00373	NEMVE14957
OG0001102	AENJA_00718	NEMVE01649
OG0001102	AENJA_03278, AENJA_21711	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408
OG0001103	AENJA_01387	NEMVE05814
OG0001104	AENJA_02199	NEMVE04017, NEMVE06719
OG0001104	AENJA_18229	NEMVE25846
OG0001105	AENJA_15729	NEMVE13446
OG0001105	AENJA_02419	NEMVE00247
OG0001105	AENJA_25097	NEMVE17686
OG0001106	AENJA_23681, AENJA_03788	NEMVE10844, NEMVE10846
OG0001106	AENJA_22384	NEMVE18134
OG0001107	AENJA_04030	NEMVE00952
OG0001108	AENJA_12290, AENJA_04372, AENJA_04373	NEMVE22820
OG0001109	AENJA_05558	NEMVE17631
OG0001110	AENJA_06070	NEMVE25055, NEMVE25054
OG0001111	AENJA_26838	NEMVE12657, NEMVE05880
OG0001111	AENJA_22327	NEMVE17909, NEMVE18987
OG0001111	AENJA_22201	NEMVE18142
OG0001112	AENJA_06304	NEMVE18988
OG0001113	AENJA_06313	NEMVE11789, NEMVE13858
OG0001113	AENJA_23050	NEMVE14477, NEMVE22434
OG0001116	AENJA_25869, AENJA_12085	NEMVE14342
OG0001117	AENJA_24744, AENJA_23285, AENJA_19626, AENJA_12822	NEMVE24913, NEMVE17548
OG0001118	AENJA_12960, AENJA_12961	NEMVE08045
OG0001119	AENJA_13579	NEMVE00905, NEMVE12022
OG0001120	AENJA_13747	NEMVE18269, NEMVE18537
OG0001121	AENJA_14865	NEMVE15144
OG0001123	AENJA_20117	NEMVE08367, NEMVE00548
OG0001123	AENJA_15687	NEMVE07298
OG0001124	AENJA_16308	NEMVE14572
OG0001125	AENJA_19655, AENJA_19656	NEMVE02257
OG0001126	AENJA_21731, AENJA_21732	NEMVE21706
OG0001127	AENJA_26609	NEMVE23507
OG0001128	AENJA_26741	NEMVE07541
OG0001129	AENJA_00009, AENJA_00007, AENJA_00006	NEMVE22537, NEMVE23490, NEMVE23489
OG0001129	AENJA_25832, AENJA_25837	NEMVE16069
OG0001130	AENJA_00712	NEMVE21964, NEMVE14047
OG0001131	AENJA_00720	NEMVE02265
OG0001133	AENJA_14482	NEMVE17872
OG0001133	AENJA_07797	NEMVE22361
OG0001134	AENJA_06301	NEMVE10572
OG0001135	AENJA_06307	NEMVE08713, NEMVE13852
OG0001136	AENJA_06348	NEMVE14986
OG0001137	AENJA_06755	NEMVE09544, NEMVE24640, NEMVE09543
OG0001138	AENJA_08339	NEMVE25571, NEMVE23415, NEMVE15977
OG0001139	AENJA_20595, AENJA_19443	NEMVE14993
OG0001139	AENJA_08828	NEMVE07868
OG0001140	AENJA_10711	NEMVE06552
OG0001141	AENJA_11192	NEMVE13888
OG0001142	AENJA_13577	NEMVE20807, NEMVE13380
OG0001143	AENJA_25253, AENJA_15506	NEMVE07319
OG0001144	AENJA_15840	NEMVE02135
OG0001146	AENJA_19404	NEMVE18037, NEMVE07073
OG0001147	AENJA_21747, AENJA_21745, AENJA_21753	NEMVE05148
OG0001148	AENJA_25511	NEMVE09889
OG0001154	AENJA_02017	NEMVE19233
OG0001155	AENJA_01168	NEMVE18709
OG0001155	AENJA_24946	NEMVE14646
OG0001156	AENJA_01685	NEMVE14927
OG0001158	AENJA_02265, AENJA_16983	NEMVE13124
OG0001159	AENJA_02590	NEMVE02254
OG0001161	AENJA_03513, AENJA_15958	NEMVE13207
OG0001162	AENJA_09881, AENJA_03826	NEMVE23909, NEMVE23908, NEMVE22577
