Orthogroup	AENJA_ok	MOUSE
OG0007266	AENJA_08462, AENJA_02257	MOUSE01804
OG0007268	AENJA_02432	MOUSE15922, MOUSE15920, MOUSE15923, MOUSE15921, MOUSE15919
OG0007269	AENJA_02569	MOUSE06847
OG0007270	AENJA_02688, AENJA_06355	MOUSE13004
OG0007271	AENJA_02740	MOUSE06041, MOUSE06040
OG0007272	AENJA_02756	MOUSE34613, MOUSE34614
OG0007273	AENJA_02792	MOUSE44138, MOUSE44137, MOUSE44139
OG0007274	AENJA_02816	MOUSE50595, MOUSE50596, MOUSE50594
OG0007275	AENJA_02862	MOUSE17231, MOUSE02295, MOUSE02296
OG0007276	AENJA_02931	MOUSE20695
OG0007277	AENJA_03125, AENJA_24804	MOUSE16674
OG0007279	AENJA_03339	MOUSE04341
OG0007280	AENJA_03407	MOUSE32007
OG0007281	AENJA_03420	MOUSE38663, MOUSE38662
OG0007282	AENJA_03431	MOUSE37535
OG0007283	AENJA_03462	MOUSE03788, MOUSE03787
OG0007284	AENJA_03468	MOUSE34245, MOUSE54478
OG0007285	AENJA_03475	MOUSE32145, MOUSE32146, MOUSE32144
OG0007286	AENJA_18798, AENJA_10022, AENJA_03618	MOUSE44596, MOUSE44597
OG0007288	AENJA_03747	MOUSE31526, MOUSE31527, MOUSE31525
OG0007289	AENJA_03836	MOUSE49689
OG0007290	AENJA_03954	MOUSE43717
OG0007291	AENJA_03983	MOUSE28540
OG0007292	AENJA_04105	MOUSE43053, MOUSE43052
OG0007293	AENJA_04148	MOUSE13613
OG0007294	AENJA_04367	MOUSE53430, MOUSE53427, MOUSE53425, MOUSE53429, MOUSE53426, MOUSE53428
OG0007295	AENJA_04369	MOUSE31498, MOUSE31497, MOUSE31496
OG0007296	AENJA_04461	MOUSE49540
OG0007297	AENJA_04494	MOUSE53604, MOUSE53603, MOUSE53601
OG0007298	AENJA_04527	MOUSE31581
OG0007299	AENJA_04574	MOUSE47838, MOUSE47840, MOUSE47839
OG0007300	AENJA_04647	MOUSE35183, MOUSE35181
OG0007301	AENJA_04686	MOUSE09989, MOUSE09991, MOUSE09990, MOUSE09992
OG0007302	AENJA_04963	MOUSE44506, MOUSE44507, MOUSE44510
OG0007303	AENJA_05104	MOUSE28066, MOUSE28065
OG0007304	AENJA_05122	MOUSE06867
OG0007305	AENJA_05241	MOUSE24298, MOUSE24297
OG0007306	AENJA_05277	MOUSE16276, MOUSE16275, MOUSE16273, MOUSE16272
OG0007307	AENJA_05325	MOUSE02947
OG0007308	AENJA_07715, AENJA_05754	MOUSE11376, MOUSE11377
OG0007309	AENJA_05768	MOUSE03035
OG0007310	AENJA_05858, AENJA_19852	MOUSE45035
OG0007312	AENJA_05894	MOUSE03829, MOUSE03828
OG0007314	AENJA_06139	MOUSE24672
OG0007316	AENJA_06485, AENJA_20879	MOUSE48208, MOUSE48210, MOUSE48209
OG0007317	AENJA_06549	MOUSE03033
OG0007318	AENJA_06588	MOUSE52776
OG0007319	AENJA_06656	MOUSE28912
OG0007320	AENJA_06780	MOUSE51738, MOUSE51739, MOUSE51737
OG0007321	AENJA_06818	MOUSE20101
OG0007322	AENJA_06900	MOUSE32819, MOUSE32818
OG0007323	AENJA_06960	MOUSE29290
OG0007325	AENJA_07023	MOUSE49722
OG0007326	AENJA_07134	MOUSE51801, MOUSE51802
OG0007327	AENJA_07205	MOUSE04023, MOUSE04021, MOUSE04022, MOUSE04024, MOUSE04025
OG0007328	AENJA_07462	MOUSE46798, MOUSE46797, MOUSE46796, MOUSE46795
OG0007329	AENJA_07623	MOUSE17878
OG0007330	AENJA_07724	MOUSE45076, MOUSE45075
OG0007331	AENJA_07941, AENJA_07938	MOUSE39235
OG0007334	AENJA_08344, AENJA_10683	MOUSE30490
OG0007335	AENJA_08730	MOUSE08020, MOUSE08021
OG0007336	AENJA_08744	MOUSE33887
OG0007337	AENJA_08756	MOUSE00481, MOUSE00482
OG0007338	AENJA_08801	MOUSE02170, MOUSE02169
OG0007339	AENJA_08839	MOUSE08716
OG0007340	AENJA_08960	MOUSE17534, MOUSE17532, MOUSE17531, MOUSE17533
OG0007341	AENJA_08963	MOUSE16696
OG0007342	AENJA_09009	MOUSE09679, MOUSE09680, MOUSE08805
OG0007344	AENJA_18427, AENJA_09089	MOUSE17358
OG0007345	AENJA_09249	MOUSE31648, MOUSE31647
OG0007347	AENJA_09485	MOUSE40881, MOUSE40884, MOUSE40882
OG0007348	AENJA_09604	MOUSE12913
OG0007349	AENJA_09661	MOUSE15367, MOUSE15365, MOUSE15368, MOUSE15366
OG0007351	AENJA_09717	MOUSE06954
OG0007352	AENJA_09848	MOUSE20513
OG0007353	AENJA_10075	MOUSE49062
OG0007354	AENJA_10138	MOUSE13358
OG0007355	AENJA_10292, AENJA_10291	MOUSE13914
OG0007356	AENJA_10363	MOUSE17323
OG0007357	AENJA_10365	MOUSE49428
OG0007358	AENJA_10512	MOUSE19466
OG0007359	AENJA_10652	MOUSE09163, MOUSE09166, MOUSE09162
OG0007360	AENJA_10766	MOUSE23987, MOUSE23986
OG0007361	AENJA_10793	MOUSE30812
OG0007363	AENJA_10957	MOUSE12968
OG0007364	AENJA_10959	MOUSE14210, MOUSE14209
OG0007365	AENJA_10977	MOUSE33407
OG0007366	AENJA_11206	MOUSE48417, MOUSE48418
OG0007367	AENJA_11272	MOUSE33622
OG0007368	AENJA_11301	MOUSE27087
OG0007369	AENJA_11422	MOUSE22430
OG0007370	AENJA_11425	MOUSE04703, MOUSE04702
OG0007371	AENJA_11627	MOUSE21071, MOUSE21072
OG0007372	AENJA_11631	MOUSE42627
OG0007373	AENJA_11675	MOUSE18067
OG0007374	AENJA_11711	MOUSE40539, MOUSE40538
OG0007375	AENJA_12896, AENJA_17943, AENJA_11754	MOUSE00658, MOUSE00657, MOUSE00656, MOUSE00659
OG0007376	AENJA_11779	MOUSE32001, MOUSE32000, MOUSE31998, MOUSE31999, MOUSE31997, MOUSE31996
OG0007377	AENJA_11839	MOUSE24074, MOUSE24073
OG0007378	AENJA_11927	MOUSE04222, MOUSE04221
OG0007379	AENJA_12106	MOUSE08208, MOUSE08209
OG0007380	AENJA_12373	MOUSE18994
OG0007381	AENJA_12457	MOUSE06415, MOUSE06416, MOUSE06414
OG0007382	AENJA_12498	MOUSE16189, MOUSE16187, MOUSE16188, MOUSE16186
OG0007384	AENJA_12685, AENJA_24990	MOUSE06624, MOUSE06627, MOUSE06626, MOUSE06625
OG0007385	AENJA_12739	MOUSE27240, MOUSE27239, MOUSE27238
OG0007386	AENJA_12898	MOUSE35741, MOUSE35743, MOUSE35742
OG0007387	AENJA_12902	MOUSE32806
OG0007388	AENJA_13027	MOUSE35885, MOUSE35884, MOUSE35886
OG0007389	AENJA_13187	MOUSE25933, MOUSE25934
OG0007390	AENJA_13202	MOUSE38551, MOUSE38550, MOUSE38552
OG0007391	AENJA_13207	MOUSE50178, MOUSE50176, MOUSE50177
OG0007392	AENJA_13312	MOUSE32236, MOUSE32238, MOUSE32237
OG0007394	AENJA_13338	MOUSE42619
OG0007395	AENJA_13363	MOUSE06300, MOUSE06302, MOUSE06301
OG0007396	AENJA_13626	MOUSE48951
OG0007397	AENJA_13692	MOUSE33684
OG0007399	AENJA_14225	MOUSE43864
OG0007400	AENJA_14239	MOUSE15646
OG0007401	AENJA_14395	MOUSE51222
OG0007402	AENJA_14648	MOUSE17044, MOUSE17045
OG0007403	AENJA_14745	MOUSE40243, MOUSE40242, MOUSE40241, MOUSE40240
OG0007405	AENJA_15366	MOUSE14442
OG0007406	AENJA_15368	MOUSE15290, MOUSE15291, MOUSE15289, MOUSE15292, MOUSE15288
OG0007408	AENJA_15439	MOUSE13504
OG0007409	AENJA_15440	MOUSE00404, MOUSE00402
OG0007410	AENJA_15452	MOUSE12955, MOUSE14285, MOUSE14286
OG0007411	AENJA_15681	MOUSE19154, MOUSE19155
OG0007412	AENJA_15771	MOUSE23326, MOUSE23325
OG0007413	AENJA_15882	MOUSE53007
OG0007414	AENJA_16065	MOUSE33295, MOUSE33294, MOUSE33296
OG0007415	AENJA_16254	MOUSE05666
OG0007416	AENJA_16466	MOUSE36386
OG0007417	AENJA_16596	MOUSE37895, MOUSE37894
OG0007418	AENJA_20071	MOUSE04928
OG0007419	AENJA_16935	MOUSE03772
OG0007421	AENJA_17319	MOUSE02352
OG0007422	AENJA_17772	MOUSE07286, MOUSE40322, MOUSE07287, MOUSE07288
OG0007423	AENJA_17845	MOUSE15054
OG0007424	AENJA_17849	MOUSE17046
OG0007425	AENJA_17864	MOUSE18550, MOUSE18548
OG0007426	AENJA_17973	MOUSE44587
OG0007427	AENJA_18085	MOUSE46815
OG0007428	AENJA_18355	MOUSE53225, MOUSE53224, MOUSE53223, MOUSE53209
OG0007429	AENJA_19005	MOUSE02008
OG0007430	AENJA_19078	MOUSE16094, MOUSE16096, MOUSE16095, MOUSE16097
OG0007431	AENJA_19346	MOUSE08705
OG0007432	AENJA_19403, AENJA_19402	MOUSE51045
OG0007433	AENJA_19654	MOUSE44443, MOUSE44444
OG0007434	AENJA_19687, AENJA_19688	MOUSE17032, MOUSE17035, MOUSE17034, MOUSE17033
OG0007435	AENJA_19773	MOUSE18373
OG0007436	AENJA_19801	MOUSE01139, MOUSE01137, MOUSE01136, MOUSE01138
OG0007437	AENJA_19860	MOUSE40494, MOUSE40495
OG0007438	AENJA_20029	MOUSE25113, MOUSE25112
OG0007439	AENJA_20396	MOUSE18803
OG0007440	AENJA_20434	MOUSE23442
OG0007441	AENJA_20556	MOUSE18962
OG0007442	AENJA_20655	MOUSE33512
OG0007443	AENJA_20689	MOUSE37709, MOUSE37707, MOUSE37708
OG0007444	AENJA_20813	MOUSE27639, MOUSE27643, MOUSE27640, MOUSE27642, MOUSE27641, MOUSE09669
OG0007445	AENJA_20821	MOUSE15761, MOUSE15762, MOUSE15760
OG0007446	AENJA_20884	MOUSE37963, MOUSE37961
OG0007447	AENJA_20921	MOUSE48737, MOUSE48736
OG0007448	AENJA_20930	MOUSE01474, MOUSE01473
OG0007450	AENJA_21381	MOUSE07464
OG0007451	AENJA_21528	MOUSE12346
OG0007452	AENJA_21651	MOUSE36786
OG0007453	AENJA_21726	MOUSE46202, MOUSE46201
OG0007454	AENJA_21740	MOUSE22524
OG0007455	AENJA_21828	MOUSE55231, MOUSE55229, MOUSE55228
OG0007456	AENJA_21979	MOUSE37583
OG0007457	AENJA_22032	MOUSE51393
OG0007458	AENJA_22067	MOUSE32631, MOUSE32630
OG0007459	AENJA_22258	MOUSE35765, MOUSE35764, MOUSE35766
OG0007460	AENJA_22264	MOUSE18660
OG0007461	AENJA_22317	MOUSE08148, MOUSE08149
OG0007462	AENJA_22556	MOUSE01188, MOUSE01187
OG0007463	AENJA_22661	MOUSE01879, MOUSE01878
OG0007464	AENJA_22697	MOUSE39781
OG0007465	AENJA_22699	MOUSE04958, MOUSE04957, MOUSE04956
OG0007466	AENJA_22881	MOUSE27626, MOUSE27627, MOUSE27628
OG0007467	AENJA_23010	MOUSE32975, MOUSE32976, MOUSE32974
OG0007468	AENJA_23214	MOUSE35897, MOUSE35894, MOUSE35895, MOUSE35898, MOUSE35896
OG0007470	AENJA_23296	MOUSE33567, MOUSE33568
OG0007471	AENJA_23384	MOUSE11862, MOUSE11861, MOUSE11859
OG0007472	AENJA_23719	MOUSE19520, MOUSE19519, MOUSE19518
OG0007473	AENJA_23755	MOUSE22462, MOUSE22461
OG0007474	AENJA_23962	MOUSE50949, MOUSE50951, MOUSE50948, MOUSE50950, MOUSE50953, MOUSE50954, MOUSE50952
OG0007476	AENJA_24225	MOUSE18470
OG0007477	AENJA_24292	MOUSE05610
OG0007478	AENJA_24685	MOUSE37279, MOUSE37280, MOUSE37278
OG0007479	AENJA_24748	MOUSE38571, MOUSE38570, MOUSE38569, MOUSE38573, MOUSE38572
OG0007480	AENJA_24812	MOUSE46625, MOUSE46626
OG0007481	AENJA_24944	MOUSE04304
OG0007482	AENJA_25120	MOUSE30818
OG0007483	AENJA_25192	MOUSE16635, MOUSE16636
OG0007484	AENJA_25231	MOUSE43277
OG0007485	AENJA_25331	MOUSE11693, MOUSE11694, MOUSE11691, MOUSE11692, MOUSE11690, MOUSE54164, MOUSE11689
OG0007486	AENJA_25437	MOUSE00806
OG0007487	AENJA_25922	MOUSE33817, MOUSE33818, MOUSE33819
OG0007488	AENJA_26049	MOUSE17251
OG0007489	AENJA_26107	MOUSE07091
OG0007490	AENJA_26187	MOUSE28197, MOUSE28196
OG0007491	AENJA_26237	MOUSE16994
OG0007492	AENJA_26511	MOUSE18165, MOUSE18164
OG0007493	AENJA_26529	MOUSE35818, MOUSE35819
OG0007494	AENJA_26703	MOUSE43929, MOUSE43928, MOUSE43931, MOUSE43927
OG0007495	AENJA_26715	MOUSE01208
OG0007496	AENJA_26719	MOUSE11212
OG0007497	AENJA_26773	MOUSE24117, MOUSE24116
OG0007498	AENJA_26807	MOUSE13566, MOUSE13567
OG0007582	AENJA_00047	MOUSE10485, MOUSE10483, MOUSE10486, MOUSE10484
OG0007583	AENJA_00226	MOUSE21092, MOUSE21091
OG0007584	AENJA_25290, AENJA_00242	MOUSE17090
OG0007586	AENJA_00380	MOUSE09618
OG0007587	AENJA_00432	MOUSE13407, MOUSE13406, MOUSE13408
OG0007588	AENJA_00505	MOUSE41576, MOUSE41580, MOUSE41579, MOUSE41577, MOUSE41575, MOUSE41578
OG0007589	AENJA_00571	MOUSE48279, MOUSE48278, MOUSE48277
OG0007591	AENJA_01019	MOUSE05188, MOUSE05187
OG0007592	AENJA_01059	MOUSE01212
OG0007593	AENJA_01095	MOUSE34964, MOUSE34967, MOUSE34966, MOUSE34965
OG0007595	AENJA_01322	MOUSE35412, MOUSE35411
OG0007596	AENJA_01443	MOUSE02395
OG0007597	AENJA_01698	MOUSE37260
OG0007598	AENJA_01726	MOUSE30066, MOUSE30065
OG0007600	AENJA_01841	MOUSE29854
OG0007601	AENJA_02054	MOUSE05139
OG0007602	AENJA_02165	MOUSE33601
OG0007603	AENJA_02214	MOUSE49112, MOUSE49111
OG0007604	AENJA_02267	MOUSE49654, MOUSE49653, MOUSE49655
OG0007605	AENJA_02353	MOUSE17359
OG0007606	AENJA_02354	MOUSE18645, MOUSE18646
OG0007607	AENJA_02368	MOUSE35013, MOUSE35014
OG0007608	AENJA_02633	MOUSE08984
OG0007609	AENJA_02689	MOUSE37742, MOUSE37741, MOUSE37743
OG0007610	AENJA_02817	MOUSE52650
OG0007611	AENJA_03132	MOUSE07480
OG0007612	AENJA_03149	MOUSE42082, MOUSE42083, MOUSE42081, MOUSE42080
OG0007613	AENJA_03179	MOUSE48648
OG0007614	AENJA_03537, AENJA_03213	MOUSE49787, MOUSE49788
OG0007615	AENJA_03386	MOUSE21778, MOUSE21777, MOUSE21776
OG0007616	AENJA_03409	MOUSE35669, MOUSE35667, MOUSE35670, MOUSE35668
OG0007617	AENJA_03469, AENJA_22388	MOUSE33012, MOUSE33011
OG0007619	AENJA_03762	MOUSE29534
OG0007621	AENJA_03833	MOUSE33365, MOUSE41694, MOUSE41696
OG0007622	AENJA_03944	MOUSE10876, MOUSE10875, MOUSE10877, MOUSE10878, MOUSE10879
OG0007623	AENJA_08941	MOUSE18456
OG0007624	AENJA_04295	MOUSE33915
OG0007626	AENJA_04777	MOUSE54649
OG0007628	AENJA_04962	MOUSE36423, MOUSE36425, MOUSE36424
OG0007629	AENJA_05160	MOUSE10615, MOUSE10614, MOUSE10616, MOUSE10617
OG0007630	AENJA_05194	MOUSE45043, MOUSE45042
OG0007631	AENJA_05278	MOUSE32167, MOUSE21995
OG0007632	AENJA_05484	MOUSE18734, MOUSE18733
OG0007633	AENJA_05570	MOUSE19082
OG0007634	AENJA_05650	MOUSE31642, MOUSE31641
OG0007635	AENJA_05652	MOUSE40010
OG0007637	AENJA_05864	MOUSE07297
OG0007638	AENJA_06211	MOUSE00511, MOUSE00512, MOUSE00515, MOUSE00514, MOUSE00513
OG0007639	AENJA_06285	MOUSE11559, MOUSE11561, MOUSE11560
OG0007640	AENJA_06871	MOUSE48580
OG0007641	AENJA_07028	MOUSE19517
OG0007642	AENJA_07087	MOUSE25042
OG0007643	AENJA_07280	MOUSE02891
OG0007645	AENJA_07676	MOUSE46004, MOUSE46005, MOUSE46003
OG0007647	AENJA_07698	MOUSE25065, MOUSE25067, MOUSE25066
OG0007648	AENJA_07744	MOUSE54552, MOUSE54551
OG0007649	AENJA_08154	MOUSE31287, MOUSE31289, MOUSE31288
OG0007650	AENJA_08417	MOUSE42230
OG0007651	AENJA_08420	MOUSE06708, MOUSE06707, MOUSE06705, MOUSE06706, MOUSE06704
OG0007652	AENJA_08655	MOUSE25344, MOUSE25343
OG0007653	AENJA_08664	MOUSE02998, MOUSE03000, MOUSE02999, MOUSE02994, MOUSE02997
OG0007655	AENJA_08878	MOUSE01329
OG0007656	AENJA_08929	MOUSE24937, MOUSE24938
OG0007658	AENJA_15160, AENJA_09640	MOUSE54600, MOUSE54601, MOUSE54602
OG0007659	AENJA_09749	MOUSE22426, MOUSE22425
OG0007660	AENJA_10005	MOUSE24172
OG0007662	AENJA_10163	MOUSE45245, MOUSE45249, MOUSE45248, MOUSE45247, MOUSE45250, MOUSE45243
OG0007663	AENJA_10256	MOUSE17385, MOUSE17387
OG0007664	AENJA_10276	MOUSE44791, MOUSE44792
OG0007665	AENJA_10282	MOUSE47944, MOUSE47942
OG0007666	AENJA_10298	MOUSE16916, MOUSE16917
OG0007667	AENJA_10341	MOUSE43126
OG0007668	AENJA_10381	MOUSE37881, MOUSE37882, MOUSE37883
OG0007669	AENJA_10464	MOUSE06899, MOUSE06900, MOUSE06902, MOUSE06903, MOUSE06901, MOUSE06898, MOUSE06897
OG0007670	AENJA_10480	MOUSE21722, MOUSE21721, MOUSE21718
OG0007671	AENJA_12064	MOUSE22168
OG0007672	AENJA_10564	MOUSE24118
OG0007673	AENJA_10620	MOUSE34212
OG0007674	AENJA_10687	MOUSE07068, MOUSE07067, MOUSE07066, MOUSE07065, MOUSE07064
OG0007675	AENJA_10692, AENJA_10689	MOUSE38670, MOUSE38669, MOUSE38668
OG0007676	AENJA_10773	MOUSE17543
OG0007677	AENJA_10946	MOUSE25756
OG0007679	AENJA_11083	MOUSE48155, MOUSE48156, MOUSE48157
OG0007680	AENJA_11179	MOUSE26498
OG0007681	AENJA_11196	MOUSE51734, MOUSE51732, MOUSE51733
OG0007684	AENJA_11323	MOUSE42736, MOUSE42733, MOUSE42735
OG0007685	AENJA_11330	MOUSE28172
OG0007686	AENJA_11496	MOUSE49809
OG0007687	AENJA_11514	MOUSE14275
OG0007688	AENJA_11595	MOUSE35573, MOUSE35572, MOUSE35570, MOUSE35569
OG0007689	AENJA_11622	MOUSE37421, MOUSE37422
OG0007690	AENJA_11693	MOUSE47971
OG0007691	AENJA_11787	MOUSE31993
OG0007692	AENJA_11895	MOUSE24203, MOUSE24204, MOUSE24205
OG0007694	AENJA_12365	MOUSE53345
OG0007695	AENJA_12489	MOUSE13549
OG0007696	AENJA_12919	MOUSE41202
OG0007697	AENJA_12952	MOUSE15272, MOUSE15274, MOUSE15275, MOUSE15277, MOUSE15276, MOUSE15278
OG0007698	AENJA_13006	MOUSE25625
OG0007700	AENJA_13417	MOUSE37819, MOUSE37820, MOUSE37818
OG0007701	AENJA_13421	MOUSE37470, MOUSE37471
OG0007702	AENJA_13485	MOUSE40804, MOUSE14358
OG0007703	AENJA_13781, AENJA_13780	MOUSE40016
OG0007704	AENJA_13789	MOUSE52340, MOUSE52342, MOUSE52341
OG0007706	AENJA_13921	MOUSE45991, MOUSE45989
OG0007707	AENJA_18792, AENJA_20617, AENJA_13925	MOUSE15573, MOUSE04090
OG0007708	AENJA_14019	MOUSE14839
OG0007709	AENJA_14142	MOUSE03563, MOUSE03562, MOUSE30713, MOUSE30714
OG0007712	AENJA_14241	MOUSE20927
OG0007713	AENJA_14256	MOUSE02555, MOUSE02554
OG0007715	AENJA_14420	MOUSE02758
OG0007717	AENJA_14512	MOUSE11014
OG0007718	AENJA_14607	MOUSE25106, MOUSE15195, MOUSE25107
OG0007719	AENJA_14796	MOUSE08710, MOUSE08711
OG0007721	AENJA_15418	MOUSE21296
OG0007722	AENJA_15592	MOUSE11015
OG0007723	AENJA_15656	MOUSE35202, MOUSE35204, MOUSE35201, MOUSE35203, MOUSE35200
OG0007724	AENJA_15747	MOUSE47265
OG0007726	AENJA_15888	MOUSE27018, MOUSE27019
OG0007728	AENJA_16033	MOUSE21553, MOUSE21555, MOUSE21551, MOUSE21552, MOUSE21554
OG0007729	AENJA_16470	MOUSE49190, MOUSE49188
OG0007730	AENJA_16479	MOUSE32116
OG0007732	AENJA_16743	MOUSE03240, MOUSE03241
OG0007733	AENJA_16976	MOUSE31230
OG0007734	AENJA_17060	MOUSE33508
OG0007735	AENJA_17384	MOUSE04596, MOUSE04597
OG0007736	AENJA_17393	MOUSE05036, MOUSE05034, MOUSE05037, MOUSE05033, MOUSE05035
OG0007738	AENJA_17519	MOUSE16169
OG0007739	AENJA_17580	MOUSE31233
OG0007740	AENJA_17729	MOUSE51246, MOUSE51244, MOUSE51247, MOUSE51245
OG0007741	AENJA_17929	MOUSE24748, MOUSE24746, MOUSE24749
OG0007743	AENJA_18237	MOUSE14652
OG0007744	AENJA_18288	MOUSE06890
OG0007745	AENJA_18335	MOUSE49755, MOUSE49754
OG0007746	AENJA_18434	MOUSE18118, MOUSE18120
OG0007747	AENJA_18844	MOUSE33137
OG0007748	AENJA_18894	MOUSE49897
OG0007749	AENJA_19022	MOUSE06879
OG0007750	AENJA_19185	MOUSE48830, MOUSE48829
OG0007751	AENJA_19310	MOUSE40456
OG0007752	AENJA_19359	MOUSE50141, MOUSE50140
OG0007753	AENJA_19363	MOUSE10648, MOUSE10649, MOUSE10647
OG0007754	AENJA_19398	MOUSE52415, MOUSE52414
OG0007755	AENJA_19613	MOUSE23462, MOUSE23461
OG0007756	AENJA_19709	MOUSE28177, MOUSE18836
OG0007757	AENJA_20316, AENJA_19847	MOUSE33193, MOUSE33192
OG0007758	AENJA_19933	MOUSE55138, MOUSE55139
OG0007759	AENJA_20025	MOUSE37138
OG0007760	AENJA_20050	MOUSE28922, MOUSE28920, MOUSE28921
OG0007761	AENJA_20064	MOUSE34618
OG0007762	AENJA_23767, AENJA_25729, AENJA_20187	MOUSE29761, MOUSE29760
OG0007763	AENJA_20330	MOUSE31784
OG0007765	AENJA_21016, AENJA_21017	MOUSE08776, MOUSE08777
OG0007766	AENJA_21034	MOUSE15102
OG0007767	AENJA_21313	MOUSE19111
OG0007768	AENJA_21314	MOUSE04269, MOUSE04270
OG0007769	AENJA_21372	MOUSE17026
OG0007770	AENJA_21605	MOUSE37576
OG0007771	AENJA_21609	MOUSE01973
OG0007772	AENJA_21724	MOUSE15924
OG0007773	AENJA_21739	MOUSE15622
OG0007774	AENJA_21779	MOUSE26449
OG0007775	AENJA_21848, AENJA_21916	MOUSE04973, MOUSE04975, MOUSE04974
OG0007776	AENJA_22036	MOUSE19849
OG0007779	AENJA_22377	MOUSE22501, MOUSE22500, MOUSE22502
OG0007780	AENJA_22486	MOUSE11728, MOUSE11725
OG0007781	AENJA_22495	MOUSE24936
OG0007782	AENJA_22500	MOUSE46554
OG0007783	AENJA_22584	MOUSE15132
OG0007784	AENJA_22600	MOUSE05739, MOUSE05738
OG0007785	AENJA_26087	MOUSE01821
OG0007786	AENJA_22814	MOUSE28028
OG0007788	AENJA_22872	MOUSE46490, MOUSE46489
OG0007789	AENJA_22873	MOUSE46412, MOUSE46411
OG0007790	AENJA_22970	MOUSE38635
OG0007791	AENJA_23000	MOUSE35041, MOUSE35040
OG0007793	AENJA_23139	MOUSE31973, MOUSE31976, MOUSE31974, MOUSE31975
OG0007794	AENJA_23230	MOUSE37966
OG0007795	AENJA_23273	MOUSE33672, MOUSE33670, MOUSE33673, MOUSE33669, MOUSE33671
OG0007796	AENJA_23473	MOUSE30281, MOUSE30280, MOUSE30279
OG0007797	AENJA_23789	MOUSE46399, MOUSE46397, MOUSE46401, MOUSE46400, MOUSE46398
OG0007798	AENJA_23971	MOUSE48319, MOUSE48315, MOUSE48316, MOUSE48317, MOUSE48318
OG0007799	AENJA_24305	MOUSE02877
OG0007800	AENJA_24733	MOUSE45061, MOUSE45062, MOUSE45060
OG0007801	AENJA_24750	MOUSE03771
OG0007802	AENJA_24870	MOUSE42192
OG0007803	AENJA_24900	MOUSE03002, MOUSE03005
OG0007804	AENJA_24903	MOUSE47672, MOUSE47673
OG0007805	AENJA_25156	MOUSE51053, MOUSE51054
OG0007806	AENJA_25558	MOUSE13505, MOUSE28195
OG0007807	AENJA_25659	MOUSE20979
OG0007808	AENJA_25757	MOUSE52609
OG0007809	AENJA_25815	MOUSE31100, MOUSE31102, MOUSE31101
OG0007810	AENJA_25829	MOUSE52594
OG0007811	AENJA_26163	MOUSE15468
OG0007812	AENJA_26416	MOUSE13322
OG0007813	AENJA_26599	MOUSE24718
OG0007814	AENJA_26751	MOUSE11542, MOUSE11543
OG0007815	AENJA_26766	MOUSE28480, MOUSE28482, MOUSE28481
OG0007907	AENJA_00084	MOUSE22246
OG0007907	AENJA_00085	MOUSE22245
OG0007908	AENJA_00151	MOUSE32018
OG0007911	AENJA_00247	MOUSE42137
OG0007913	AENJA_00322	MOUSE51666, MOUSE51665
OG0007915	AENJA_00437	MOUSE35626, MOUSE35629, MOUSE35627, MOUSE35628
OG0007916	AENJA_00507	MOUSE21990, MOUSE21989
OG0007917	AENJA_00555	MOUSE13016, MOUSE13015
OG0007918	AENJA_00566	MOUSE17541, MOUSE17542
OG0007922	AENJA_00734, AENJA_00733	MOUSE43402, MOUSE43374, MOUSE43404, MOUSE43405, MOUSE43373, MOUSE43403, MOUSE43376, MOUSE43377, MOUSE43375
OG0007924	AENJA_00993	MOUSE35763, MOUSE35762, MOUSE35761
OG0007925	AENJA_01050, AENJA_01051	MOUSE27869, MOUSE27870
OG0007926	AENJA_01125	MOUSE27541, MOUSE27542, MOUSE27543
OG0007927	AENJA_01207, AENJA_01458	MOUSE35407, MOUSE35408
OG0007929	AENJA_01377	MOUSE19865
OG0007930	AENJA_05381	MOUSE28936
OG0007931	AENJA_01727	MOUSE50034, MOUSE30067
OG0007932	AENJA_01753	MOUSE09308
OG0007933	AENJA_02051	MOUSE14474, MOUSE14473
OG0007934	AENJA_02342	MOUSE15701
OG0007935	AENJA_02345	MOUSE00590
OG0007936	AENJA_02595	MOUSE00427
OG0007937	AENJA_02784	MOUSE24537
OG0007938	AENJA_02811	MOUSE02315, MOUSE02316, MOUSE02317, MOUSE02314
OG0007939	AENJA_13491	MOUSE25137
OG0007940	AENJA_03128	MOUSE27351
OG0007941	AENJA_03147	MOUSE46203, MOUSE46204
OG0007942	AENJA_03272	MOUSE50455
OG0007943	AENJA_03467	MOUSE51293
OG0007944	AENJA_03606	MOUSE54456, MOUSE53645, MOUSE54453
OG0007945	AENJA_03801	MOUSE04562
OG0007946	AENJA_03832	MOUSE31106, MOUSE31105
OG0007947	AENJA_04228	MOUSE06423
OG0007948	AENJA_04332	MOUSE04295, MOUSE04293, MOUSE04294
OG0007949	AENJA_09184, AENJA_04554	MOUSE18976, MOUSE18975
OG0007951	AENJA_04818	MOUSE28728
OG0007952	AENJA_04832	MOUSE52446
OG0007953	AENJA_04939	MOUSE00696, MOUSE55395, MOUSE55394
OG0007954	AENJA_05279	MOUSE18113
OG0007955	AENJA_05489	MOUSE07201, MOUSE07202
OG0007956	AENJA_05510	MOUSE19526, MOUSE19524, MOUSE19525
OG0007957	AENJA_05563	MOUSE04805
OG0007958	AENJA_05678	MOUSE29272
