Orthogroup	AENJA_ok	MOUSE
OG0001408	AENJA_05533	MOUSE25484, MOUSE25485, MOUSE18503, MOUSE18504, MOUSE18502, MOUSE31265, MOUSE31266
OG0001409	AENJA_06247	MOUSE43073, MOUSE43072, MOUSE15819, MOUSE15820
OG0001410	AENJA_18215	MOUSE22570, MOUSE22569, MOUSE22568, MOUSE38530, MOUSE38529
OG0001410	AENJA_06436	MOUSE29320, MOUSE29323, MOUSE29321
OG0001411	AENJA_06963, AENJA_10958	MOUSE36550, MOUSE36551
OG0001412	AENJA_07170	MOUSE37382, MOUSE37381, MOUSE37384, MOUSE37385, MOUSE37383
OG0001413	AENJA_07474	MOUSE37829, MOUSE37830
OG0001413	AENJA_17340	MOUSE44790
OG0001413	AENJA_17343	MOUSE44789, MOUSE44788, MOUSE44787
OG0001414	AENJA_08160	MOUSE02910
OG0001415	AENJA_09149, AENJA_15367	MOUSE15314, MOUSE15315
OG0001416	AENJA_09757	MOUSE34919, MOUSE34918, MOUSE34917, MOUSE34915, MOUSE34916, MOUSE04273, MOUSE04275, MOUSE04277, MOUSE04272, MOUSE04274, MOUSE04276
OG0001417	AENJA_10714	MOUSE05282
OG0001417	AENJA_11502	MOUSE19934
OG0001418	AENJA_10983	MOUSE48894, MOUSE33585, MOUSE33584, MOUSE33582, MOUSE33583, MOUSE48895, MOUSE48523, MOUSE48522, MOUSE10457, MOUSE10451, MOUSE10456, MOUSE10455, MOUSE10454, MOUSE10453, MOUSE10452
OG0001419	AENJA_12607, AENJA_12606	MOUSE24456, MOUSE24455, MOUSE27366, MOUSE27363, MOUSE27364, MOUSE27365
OG0001420	AENJA_13248	MOUSE07329, MOUSE53623, MOUSE53625, MOUSE53624, MOUSE52687, MOUSE14541, MOUSE14539, MOUSE14538
OG0001421	AENJA_13339	MOUSE24555, MOUSE20249, MOUSE08160, MOUSE08159, MOUSE24554, MOUSE24560, MOUSE24559, MOUSE24561, MOUSE24562, MOUSE24558, MOUSE24556, MOUSE24557, MOUSE24553
OG0001422	AENJA_14173	MOUSE26467, MOUSE26461, MOUSE26459, MOUSE39837, MOUSE26464, MOUSE26465, MOUSE39840, MOUSE39842, MOUSE39841, MOUSE39847, MOUSE39848, MOUSE39844, MOUSE39845, MOUSE39846, MOUSE39843, MOUSE26462, MOUSE26460
OG0001423	AENJA_14934	MOUSE17540, MOUSE17539, MOUSE25516, MOUSE25512, MOUSE25514, MOUSE25513, MOUSE23811, MOUSE23810, MOUSE23812, MOUSE50436
OG0001424	AENJA_15682	MOUSE20236
OG0001425	AENJA_15774	MOUSE16522, MOUSE51391, MOUSE10602
OG0001427	AENJA_17543	MOUSE28295, MOUSE35647, MOUSE19057, MOUSE19060, MOUSE19058, MOUSE19061, MOUSE19059, MOUSE35646, MOUSE35645
OG0001428	AENJA_18858	MOUSE34894, MOUSE34896, MOUSE34893, MOUSE19473, MOUSE04265, MOUSE41409, MOUSE41408
OG0001430	AENJA_19108	MOUSE18637, MOUSE20248, MOUSE27511, MOUSE42620
OG0001431	AENJA_23459	MOUSE08755, MOUSE08756, MOUSE08757, MOUSE08758, MOUSE05352, MOUSE08759
OG0001432	AENJA_25391	MOUSE35694, MOUSE35695
OG0001433	AENJA_26002	MOUSE34100, MOUSE13715, MOUSE21744, MOUSE21743, MOUSE21745, MOUSE21742
OG0001434	AENJA_26114	MOUSE32189, MOUSE32188
OG0001440	AENJA_03160	MOUSE25141, MOUSE05281
OG0001441	AENJA_00362	MOUSE34316, MOUSE34318, MOUSE34317, MOUSE29186, MOUSE29288, MOUSE12721, MOUSE12723, MOUSE12722, MOUSE12719, MOUSE12724, MOUSE12720
OG0001445	AENJA_02385	MOUSE28043, MOUSE28044, MOUSE43177, MOUSE43176, MOUSE16757
OG0001446	AENJA_02687, AENJA_10576	MOUSE04639
OG0001447	AENJA_03127	MOUSE27483, MOUSE43183, MOUSE24581
OG0001449	AENJA_04181	MOUSE35682, MOUSE35683, MOUSE35684, MOUSE35685, MOUSE35681
OG0001449	AENJA_05517	MOUSE22414
OG0001450	AENJA_04753	MOUSE40750, MOUSE40752, MOUSE40751
OG0001450	AENJA_12377, AENJA_13317	MOUSE41282
OG0001451	AENJA_04889	MOUSE37379
OG0001451	AENJA_16142	MOUSE27131, MOUSE27130, MOUSE27132
OG0001452	AENJA_05087	MOUSE10305, MOUSE44844, MOUSE30200, MOUSE30198
OG0001454	AENJA_06306	MOUSE03612, MOUSE03611, MOUSE29689, MOUSE29692, MOUSE29690
OG0001455	AENJA_06571	MOUSE50422, MOUSE50423, MOUSE10543, MOUSE33421, MOUSE33420, MOUSE10542, MOUSE10541, MOUSE48514, MOUSE50421
OG0001456	AENJA_07027	MOUSE52266, MOUSE52265
OG0001457	AENJA_07426	MOUSE13575
OG0001458	AENJA_08456	MOUSE48244, MOUSE54958, MOUSE54957, MOUSE55371, MOUSE55365, MOUSE55370, MOUSE55364, MOUSE55368, MOUSE55369
OG0001459	AENJA_18303, AENJA_08470	MOUSE41970, MOUSE44251, MOUSE44247, MOUSE44248, MOUSE44249, MOUSE41971, MOUSE41967, MOUSE41968, MOUSE41969
OG0001460	AENJA_20570	MOUSE11428
OG0001460	AENJA_09064	MOUSE11426, MOUSE11423, MOUSE11422, MOUSE11424
OG0001461	AENJA_09214	MOUSE39120
OG0001462	AENJA_09362	MOUSE24583, MOUSE24582, MOUSE24584
OG0001463	AENJA_09831	MOUSE49422, MOUSE49423, MOUSE49421, MOUSE49420, MOUSE49419, MOUSE49839, MOUSE49840, MOUSE49838
OG0001464	AENJA_09857	MOUSE26209, MOUSE26208, MOUSE26207, MOUSE32593, MOUSE32592, MOUSE14773
OG0001465	AENJA_10007	MOUSE34430, MOUSE34429
OG0001466	AENJA_17986	MOUSE52956, MOUSE52958, MOUSE52960, MOUSE52959, MOUSE52957
OG0001466	AENJA_10074	MOUSE19162
OG0001467	AENJA_26730	MOUSE25310
OG0001468	AENJA_10995	MOUSE22505, MOUSE53195, MOUSE53196, MOUSE02343
OG0001469	AENJA_11151	MOUSE00629
OG0001470	AENJA_11625	MOUSE04730, MOUSE04729, MOUSE04728, MOUSE04727
OG0001472	AENJA_12236	MOUSE35226, MOUSE35228, MOUSE35227
OG0001472	AENJA_13235	MOUSE29107, MOUSE29108
OG0001473	AENJA_13618	MOUSE14033, MOUSE14034
OG0001474	AENJA_14700	MOUSE27568, MOUSE27567
OG0001474	AENJA_24781	MOUSE46193, MOUSE46194
OG0001475	AENJA_14793	MOUSE34814, MOUSE34815, MOUSE34816, MOUSE34818, MOUSE34820, MOUSE34823
OG0001476	AENJA_14828	MOUSE16510, MOUSE16508, MOUSE16509, MOUSE16255, MOUSE16258, MOUSE16256
OG0001477	AENJA_15225	MOUSE46048, MOUSE46046, MOUSE46044, MOUSE46045, MOUSE46060, MOUSE46058, MOUSE46059, MOUSE46050, MOUSE46053, MOUSE46055, MOUSE46054, MOUSE46049, MOUSE46052, MOUSE46051, MOUSE46057, MOUSE46047, MOUSE46062, MOUSE46063
OG0001478	AENJA_19708	MOUSE27453, MOUSE27451, MOUSE27450, MOUSE27452
OG0001478	AENJA_15450	MOUSE14118
OG0001479	AENJA_16158	MOUSE31243, MOUSE31244, MOUSE47409, MOUSE47405, MOUSE25855, MOUSE25856
OG0001480	AENJA_16776	MOUSE22219, MOUSE22220, MOUSE53290, MOUSE53289, MOUSE53288, MOUSE53296, MOUSE53297, MOUSE53293, MOUSE53291, MOUSE53295
OG0001481	AENJA_17029	MOUSE00031, MOUSE07372, MOUSE00030, MOUSE00028, MOUSE00029, MOUSE07371, MOUSE07370, MOUSE07373, MOUSE07368, MOUSE07369, MOUSE07364, MOUSE07363
OG0001483	AENJA_19356	MOUSE05652, MOUSE05654
OG0001484	AENJA_21194	MOUSE53748, MOUSE53749, MOUSE53750, MOUSE52709, MOUSE52710, MOUSE52703, MOUSE52708, MOUSE52704, MOUSE52702, MOUSE52705
OG0001485	AENJA_21469	MOUSE44648, MOUSE10100, MOUSE10098, MOUSE10097, MOUSE10099
OG0001486	AENJA_21858	MOUSE18259, MOUSE18260, MOUSE18262, MOUSE18256, MOUSE18261, MOUSE18257, MOUSE18263, MOUSE18264, MOUSE41536, MOUSE41537, MOUSE41535, MOUSE47343
OG0001489	AENJA_24467	MOUSE33270, MOUSE33272, MOUSE33273, MOUSE33269, MOUSE33271, MOUSE33268, MOUSE13178, MOUSE13179, MOUSE13173, MOUSE13177, MOUSE13176, MOUSE13171, MOUSE13174, MOUSE13180, MOUSE13175
OG0001490	AENJA_25216	MOUSE20108, MOUSE28079, MOUSE28081, MOUSE20112, MOUSE20106, MOUSE07918, MOUSE07919, MOUSE07917, MOUSE07920
OG0001492	AENJA_25544	MOUSE46376, MOUSE04701, MOUSE37398, MOUSE37399, MOUSE37397
OG0001493	AENJA_26227	MOUSE11096, MOUSE11098
OG0001498	AENJA_22536, AENJA_25822, AENJA_01053	MOUSE15743
OG0001500	AENJA_01887	MOUSE22932, MOUSE22931, MOUSE22929, MOUSE53492, MOUSE53491, MOUSE12949, MOUSE12952, MOUSE12951, MOUSE12950
OG0001501	AENJA_02988	MOUSE07106, MOUSE07104, MOUSE07103, MOUSE07108, MOUSE07102, MOUSE28103, MOUSE28101, MOUSE28100, MOUSE28102, MOUSE28104
OG0001502	AENJA_03421	MOUSE05923, MOUSE05925, MOUSE05924
OG0001503	AENJA_23557	MOUSE48444
OG0001503	AENJA_03755	MOUSE41776, MOUSE41774, MOUSE41777, MOUSE41772
OG0001504	AENJA_04830, AENJA_04833, AENJA_15576, AENJA_04039	MOUSE28382, MOUSE28383, MOUSE28380, MOUSE28381, MOUSE28379
OG0001505	AENJA_04619	MOUSE29456, MOUSE04126, MOUSE04125, MOUSE04124
OG0001506	AENJA_05939	MOUSE35078
OG0001506	AENJA_05938	MOUSE29500, MOUSE35074, MOUSE35075
OG0001507	AENJA_06136	MOUSE07522, MOUSE07519, MOUSE07520, MOUSE49949, MOUSE49948, MOUSE20173, MOUSE20174, MOUSE20171, MOUSE20170
OG0001508	AENJA_06316	MOUSE45983, MOUSE45981, MOUSE45982, MOUSE44231, MOUSE44230, MOUSE44229, MOUSE44234, MOUSE44233, MOUSE44232
OG0001509	AENJA_07590	MOUSE47629, MOUSE52289
OG0001510	AENJA_08660	MOUSE20754, MOUSE50417, MOUSE50418, MOUSE50419, MOUSE50416, MOUSE33181, MOUSE33174, MOUSE33173, MOUSE33176, MOUSE33177
OG0001511	AENJA_08942	MOUSE22746, MOUSE22740, MOUSE22739, MOUSE22744, MOUSE22742, MOUSE22745, MOUSE22741, MOUSE22743, MOUSE38379, MOUSE38378, MOUSE38380
OG0001515	AENJA_10215	MOUSE04853, MOUSE04849, MOUSE04850, MOUSE04851, MOUSE02775, MOUSE02777, MOUSE02776
OG0001516	AENJA_10243	MOUSE13217, MOUSE13218
OG0001517	AENJA_10361	MOUSE13154, MOUSE15948
OG0001518	AENJA_11024	MOUSE52417, MOUSE52416, MOUSE52422, MOUSE52424, MOUSE52423, MOUSE52425, MOUSE53077, MOUSE52419, MOUSE52418
OG0001520	AENJA_12318	MOUSE34134, MOUSE34139, MOUSE34135, MOUSE34137, MOUSE34136, MOUSE34138, MOUSE06660, MOUSE06662, MOUSE06661, MOUSE06668, MOUSE06664, MOUSE06666, MOUSE06667, MOUSE06665, MOUSE06669
OG0001521	AENJA_13001	MOUSE48454, MOUSE10242, MOUSE30348, MOUSE30350, MOUSE30349
OG0001522	AENJA_14026	MOUSE31620
OG0001523	AENJA_14135	MOUSE45739, MOUSE45741, MOUSE42024, MOUSE42028, MOUSE42026
OG0001524	AENJA_19275	MOUSE21121
OG0001524	AENJA_15536	MOUSE49229
OG0001525	AENJA_16414	MOUSE37570, MOUSE37574, MOUSE37572, MOUSE37575, MOUSE37571
OG0001526	AENJA_16663	MOUSE23723, MOUSE23721, MOUSE23722, MOUSE25375, MOUSE25372, MOUSE25373, MOUSE25371, MOUSE25370, MOUSE25369, MOUSE25367, MOUSE25368
OG0001527	AENJA_16808	MOUSE13589
OG0001528	AENJA_17449	MOUSE04103, MOUSE04104, MOUSE04100, MOUSE04102, MOUSE04101, MOUSE15666, MOUSE15668, MOUSE15667, MOUSE15670, MOUSE15672, MOUSE15671, MOUSE15673, MOUSE15665, MOUSE15669
OG0001529	AENJA_18632	MOUSE52864, MOUSE52868, MOUSE52867, MOUSE52865, MOUSE52866, MOUSE52863, MOUSE52869, MOUSE52870, MOUSE52747, MOUSE52748, MOUSE52746, MOUSE52745, MOUSE52750, MOUSE17230
OG0001531	AENJA_20341	MOUSE20949, MOUSE20950, MOUSE20946, MOUSE20948, MOUSE20947, MOUSE36117, MOUSE36116, MOUSE36114, MOUSE36115, MOUSE03120, MOUSE03119, MOUSE03118
OG0001532	AENJA_20708	MOUSE35123, MOUSE04155, MOUSE15421, MOUSE15419, MOUSE15420
OG0001533	AENJA_20965	MOUSE13099, MOUSE15783, MOUSE15785
OG0001534	AENJA_21491, AENJA_21490	MOUSE14201, MOUSE14198, MOUSE14200, MOUSE14199, MOUSE15122, MOUSE15124
OG0001536	AENJA_25332, AENJA_25327	MOUSE09966
OG0001545	AENJA_00995	MOUSE19663, MOUSE19660, MOUSE19656, MOUSE19665, MOUSE44861, MOUSE30685, MOUSE30687, MOUSE30686, MOUSE30688, MOUSE30684, MOUSE19667, MOUSE19666, MOUSE19664, MOUSE19658, MOUSE19661, MOUSE19657
OG0001546	AENJA_02497	MOUSE07046, MOUSE18675
OG0001546	AENJA_09615	MOUSE07047
OG0001549	AENJA_04459	MOUSE02003, MOUSE02005, MOUSE02006, MOUSE02007, MOUSE02004, MOUSE41092, MOUSE41090, MOUSE41094, MOUSE41089, MOUSE41091, MOUSE23486, MOUSE23487, MOUSE23485
OG0001550	AENJA_05034, AENJA_05035	MOUSE53327
OG0001551	AENJA_05503	MOUSE07720, MOUSE24761, MOUSE24759, MOUSE24760
OG0001552	AENJA_06118	MOUSE52571, MOUSE52573, MOUSE52569, MOUSE52570, MOUSE52567, MOUSE52568, MOUSE52572
OG0001553	AENJA_06179	MOUSE47772, MOUSE47771, MOUSE11102, MOUSE11100, MOUSE11099, MOUSE11101, MOUSE03464, MOUSE03466, MOUSE03465
OG0001554	AENJA_07567	MOUSE50204, MOUSE50203, MOUSE50206, MOUSE50205, MOUSE50202, MOUSE54632
OG0001557	AENJA_13295	MOUSE27258
OG0001558	AENJA_08311	MOUSE25248, MOUSE25247, MOUSE25246, MOUSE25245, MOUSE25249, MOUSE47376, MOUSE47379, MOUSE47373
OG0001559	AENJA_08667	MOUSE11720, MOUSE11719, MOUSE24626, MOUSE24627, MOUSE24624, MOUSE24625, MOUSE20118
OG0001560	AENJA_09404	MOUSE32973, MOUSE32971, MOUSE32972, MOUSE32969, MOUSE18411, MOUSE18412, MOUSE18410, MOUSE44892, MOUSE44893, MOUSE08985, MOUSE30177, MOUSE30176, MOUSE30175
OG0001561	AENJA_09420	MOUSE40948, MOUSE40947, MOUSE40953, MOUSE40950, MOUSE40951, MOUSE40952, MOUSE40949, MOUSE17306, MOUSE14396, MOUSE14395, MOUSE14394
OG0001563	AENJA_12465	MOUSE51339
OG0001564	AENJA_11930	MOUSE22917, MOUSE22921, MOUSE22922, MOUSE22916, MOUSE22915, MOUSE22918, MOUSE45322, MOUSE45323, MOUSE45324, MOUSE45325
OG0001565	AENJA_12372	MOUSE43477, MOUSE43476, MOUSE43475, MOUSE50584, MOUSE50581, MOUSE50583, MOUSE50582, MOUSE50580, MOUSE50579, MOUSE30141, MOUSE30140
OG0001566	AENJA_12513	MOUSE00193, MOUSE00192, MOUSE00189, MOUSE00187, MOUSE00188, MOUSE00191, MOUSE00190, MOUSE00194, MOUSE55303, MOUSE55302, MOUSE55304
OG0001567	AENJA_13019	MOUSE29523, MOUSE29524, MOUSE34755, MOUSE34756, MOUSE34757, MOUSE34758, MOUSE29522, MOUSE29525
OG0001568	AENJA_13880	MOUSE14020, MOUSE14021, MOUSE14017, MOUSE14016, MOUSE14018, MOUSE14019
OG0001569	AENJA_14238	MOUSE47594, MOUSE53937, MOUSE53936, MOUSE53935
OG0001570	AENJA_19842	MOUSE44024, MOUSE44023
OG0001570	AENJA_24461	MOUSE44020, MOUSE44021, MOUSE44017, MOUSE44014
OG0001571	AENJA_17758	MOUSE50711, MOUSE50712
OG0001572	AENJA_22665	MOUSE54749, MOUSE19684
OG0001572	AENJA_18250	MOUSE49841
OG0001573	AENJA_19183	MOUSE31358, MOUSE31355, MOUSE31356, MOUSE31357, MOUSE32755
OG0001574	AENJA_21910	MOUSE38567, MOUSE38566, MOUSE38568, MOUSE06039, MOUSE42184, MOUSE42179, MOUSE42180
OG0001575	AENJA_21922	MOUSE01812, MOUSE01813
OG0001576	AENJA_23479	MOUSE10290, MOUSE10287, MOUSE10291, MOUSE10292, MOUSE10289, MOUSE10294, MOUSE10293, MOUSE44864, MOUSE10296, MOUSE10295
OG0001577	AENJA_24178	MOUSE35875
OG0001578	AENJA_24180	MOUSE12774, MOUSE12766, MOUSE21125
OG0001579	AENJA_24228	MOUSE01028, MOUSE01021, MOUSE01038, MOUSE01031, MOUSE01032, MOUSE01037, MOUSE01030, MOUSE01010, MOUSE01024, MOUSE01036, MOUSE01035, MOUSE01034, MOUSE01018, MOUSE01022, MOUSE01033, MOUSE01026, MOUSE01027, MOUSE01025, MOUSE01023, MOUSE01039, MOUSE01015, MOUSE01013, MOUSE01014, MOUSE01017, MOUSE01011, MOUSE01019, MOUSE01012, MOUSE01016, MOUSE01020
OG0001580	AENJA_25168	MOUSE29104, MOUSE29103, MOUSE43692, MOUSE43694, MOUSE43691, MOUSE43695, MOUSE43696
OG0001581	AENJA_26171	MOUSE24698, MOUSE24697, MOUSE24695, MOUSE24694, MOUSE24696
OG0001582	AENJA_26338	MOUSE04520, MOUSE04519, MOUSE04518, MOUSE04517, MOUSE37288, MOUSE37287
OG0001583	AENJA_26528	MOUSE36151, MOUSE36153, MOUSE36152, MOUSE36154, MOUSE21218, MOUSE21217, MOUSE21216, MOUSE21215
OG0001584	AENJA_26828	MOUSE15680, MOUSE15682, MOUSE15683, MOUSE15681
OG0001589	AENJA_00308	MOUSE06176, MOUSE06174, MOUSE06175
OG0001589	AENJA_25068	MOUSE17048, MOUSE17047, MOUSE17051, MOUSE17050
OG0001590	AENJA_00406, AENJA_14826, AENJA_14823	MOUSE27654
OG0001592	AENJA_17749, AENJA_01022, AENJA_25249	MOUSE51945, MOUSE51716, MOUSE51715, MOUSE51713, MOUSE51714, MOUSE51718, MOUSE51717
OG0001593	AENJA_01627	MOUSE32562, MOUSE51632, MOUSE51631, MOUSE51633, MOUSE51630, MOUSE30807, MOUSE30806, MOUSE30799, MOUSE30803, MOUSE30800
OG0001596	AENJA_02913, AENJA_03897, AENJA_02915	MOUSE42091, MOUSE42094, MOUSE42092, MOUSE42093, MOUSE09368, MOUSE09370, MOUSE09369
OG0001597	AENJA_17835, AENJA_03457	MOUSE38913, MOUSE46941, MOUSE46949, MOUSE46952, MOUSE46950, MOUSE46953, MOUSE46951, MOUSE46954
OG0001599	AENJA_04501	MOUSE06257, MOUSE06255
OG0001600	AENJA_04862	MOUSE33841, MOUSE33842, MOUSE53481, MOUSE06720, MOUSE25359, MOUSE13644, MOUSE13647, MOUSE13646, MOUSE13645, MOUSE13643
OG0001603	AENJA_25082, AENJA_05289	MOUSE17707, MOUSE17704, MOUSE17703, MOUSE17811
OG0001604	AENJA_11253	MOUSE04891, MOUSE04892
OG0001605	AENJA_06440	MOUSE11891, MOUSE11892, MOUSE11890
OG0001606	AENJA_06477	MOUSE19819, MOUSE19823, MOUSE19822, MOUSE19820, MOUSE19821
OG0001607	AENJA_06874	MOUSE51166
OG0001609	AENJA_08323	MOUSE12876
OG0001609	AENJA_19787	MOUSE40801, MOUSE40800, MOUSE40802
OG0001610	AENJA_08526, AENJA_08533, AENJA_08527, AENJA_09111, AENJA_08532	MOUSE29718, MOUSE33856, MOUSE33852, MOUSE33853, MOUSE33855, MOUSE28650, MOUSE16605, MOUSE19397, MOUSE13421
OG0001611	AENJA_08569	MOUSE08216, MOUSE08215, MOUSE24657, MOUSE24656
OG0001612	AENJA_09589	MOUSE52149, MOUSE52147, MOUSE52146, MOUSE52145, MOUSE52148
OG0001613	AENJA_09920	MOUSE17708, MOUSE17709
OG0001614	AENJA_17703	MOUSE01693, MOUSE01692
OG0001614	AENJA_10096	MOUSE06439, MOUSE06438
OG0001615	AENJA_10716	MOUSE27059, MOUSE27057, MOUSE27061, MOUSE39391, MOUSE39390, MOUSE39392, MOUSE39389, MOUSE39393
OG0001617	AENJA_12188	MOUSE40895, MOUSE40896, MOUSE42003, MOUSE42000, MOUSE42001, MOUSE17226
OG0001620	AENJA_13924	MOUSE17818, MOUSE17820, MOUSE17821, MOUSE17822, MOUSE17823, MOUSE17824, MOUSE17819, MOUSE17825, MOUSE17817, MOUSE24214, MOUSE24215
OG0001621	AENJA_13994, AENJA_13992	MOUSE14973, MOUSE14972, MOUSE14969, MOUSE14970, MOUSE14971, MOUSE14215
OG0001622	AENJA_14211	MOUSE46681, MOUSE46686, MOUSE46682, MOUSE46683, MOUSE46685, MOUSE46684, MOUSE47843, MOUSE47842, MOUSE47844
OG0001623	AENJA_18499, AENJA_25583, AENJA_14562	MOUSE25872, MOUSE25874
OG0001624	AENJA_14605	MOUSE29146, MOUSE00431, MOUSE34132, MOUSE00430, MOUSE00429, MOUSE00428, MOUSE34133, MOUSE29144, MOUSE29145, MOUSE29143, MOUSE29142, MOUSE32131, MOUSE32132
OG0001625	AENJA_14706	MOUSE33161, MOUSE33160, MOUSE33155, MOUSE33156, MOUSE33158, MOUSE33157, MOUSE33163, MOUSE33162, MOUSE32939, MOUSE32941, MOUSE32936, MOUSE32944, MOUSE32937, MOUSE32938, MOUSE32940, MOUSE33159
OG0001627	AENJA_19284	MOUSE13617
OG0001628	AENJA_16821, AENJA_21898, AENJA_21897	MOUSE18750
OG0001632	AENJA_18126	MOUSE52878, MOUSE52877, MOUSE52876, MOUSE14383, MOUSE14385, MOUSE14384, MOUSE31221, MOUSE31220
OG0001633	AENJA_18234	MOUSE13913
OG0001634	AENJA_18695	MOUSE25957
OG0001634	AENJA_18896	MOUSE43172
OG0001635	AENJA_18913	MOUSE55017, MOUSE07118, MOUSE06936, MOUSE55390
OG0001636	AENJA_19487	MOUSE49161, MOUSE49160
OG0001638	AENJA_20882	MOUSE46244, MOUSE46242, MOUSE46245, MOUSE46247, MOUSE46241, MOUSE04362, MOUSE04361, MOUSE04360, MOUSE04359
OG0001639	AENJA_22054	MOUSE51540, MOUSE51538, MOUSE51543, MOUSE51541, MOUSE51539, MOUSE51537, MOUSE51542, MOUSE51544, MOUSE51536, MOUSE01343, MOUSE01345, MOUSE01346, MOUSE01344
OG0001640	AENJA_23181	MOUSE40866
OG0001641	AENJA_23210	MOUSE18894, MOUSE18890, MOUSE18892, MOUSE18893, MOUSE18887, MOUSE18891, MOUSE18888
OG0001642	AENJA_23879	MOUSE20087, MOUSE20088, MOUSE20076, MOUSE20079, MOUSE20077, MOUSE20082, MOUSE20080, MOUSE20084, MOUSE20085, MOUSE20083, MOUSE20081
OG0001643	AENJA_24340	MOUSE50565, MOUSE50564, MOUSE50566, MOUSE43488, MOUSE43487
OG0001644	AENJA_26289	MOUSE09334
OG0001651	AENJA_00391	MOUSE36990, MOUSE03355, MOUSE03357, MOUSE03356, MOUSE03358, MOUSE11461, MOUSE11465, MOUSE11464, MOUSE11462, MOUSE11463, MOUSE36987, MOUSE36986, MOUSE36988, MOUSE36991, MOUSE36989, MOUSE36984, MOUSE36985
OG0001652	AENJA_22805, AENJA_00850	MOUSE08227, MOUSE08226, MOUSE08229, MOUSE08225
OG0001653	AENJA_21125	MOUSE13203
OG0001654	AENJA_02592	MOUSE09237, MOUSE09239, MOUSE09236, MOUSE09238, MOUSE09235, MOUSE09234, MOUSE00164, MOUSE00163, MOUSE00165
OG0001655	AENJA_03001	MOUSE48280, MOUSE48281, MOUSE48284, MOUSE48282, MOUSE48283, MOUSE42419, MOUSE42418, MOUSE42417, MOUSE53496, MOUSE53498, MOUSE53497
OG0001656	AENJA_03159	MOUSE05507
OG0001657	AENJA_03268	MOUSE02718, MOUSE02719, MOUSE02717, MOUSE02720, MOUSE02721, MOUSE20575
OG0001658	AENJA_03637	MOUSE19048, MOUSE19046, MOUSE19045, MOUSE19047, MOUSE19044, MOUSE19049, MOUSE19050
OG0001658	AENJA_05073	MOUSE28285, MOUSE28284
OG0001659	AENJA_04668	MOUSE34255, MOUSE34254, MOUSE34253, MOUSE16516, MOUSE16514, MOUSE16515
OG0001660	AENJA_04731	MOUSE03264, MOUSE03266, MOUSE03265, MOUSE36438, MOUSE36441, MOUSE55337, MOUSE55338, MOUSE54884, MOUSE54885, MOUSE36437, MOUSE36434, MOUSE36435, MOUSE36436
OG0001661	AENJA_05905	MOUSE37661, MOUSE37657, MOUSE37659, MOUSE37660
OG0001661	AENJA_05238	MOUSE52451, MOUSE52452, MOUSE52450
OG0001662	AENJA_07124	MOUSE44996
OG0001662	AENJA_05672	MOUSE38184, MOUSE37980
OG0001663	AENJA_06086	MOUSE39143, MOUSE39142, MOUSE53600
OG0001664	AENJA_22480	MOUSE48909, MOUSE48908, MOUSE48907
OG0001665	AENJA_11003	MOUSE06325, MOUSE06329
OG0001665	AENJA_06300	MOUSE15151
OG0001666	AENJA_07102	MOUSE13127, MOUSE13129, MOUSE13130, MOUSE13128, MOUSE13126
OG0001667	AENJA_07191	MOUSE05631, MOUSE05632, MOUSE05633, MOUSE39013, MOUSE39010, MOUSE39011, MOUSE39012, MOUSE14576
OG0001668	AENJA_07885	MOUSE16661, MOUSE16662, MOUSE16665, MOUSE16668, MOUSE16663, MOUSE16667, MOUSE16664, MOUSE16666
OG0001669	AENJA_09112	MOUSE34306, MOUSE34303, MOUSE34304, MOUSE34305, MOUSE27836, MOUSE27837
OG0001671	AENJA_09175	MOUSE52773
OG0001672	AENJA_09939	MOUSE54501, MOUSE26433, MOUSE05164, MOUSE38951, MOUSE38950
OG0001673	AENJA_11329	MOUSE07032, MOUSE42677, MOUSE18686, MOUSE18685, MOUSE18687, MOUSE18688
OG0001674	AENJA_11464	MOUSE51374, MOUSE19853
OG0001675	AENJA_11671	MOUSE13729, MOUSE13728, MOUSE13730, MOUSE12716, MOUSE12713, MOUSE12715, MOUSE12714
OG0001676	AENJA_26746	MOUSE00877, MOUSE00878
OG0001676	AENJA_11724	MOUSE48433
OG0001677	AENJA_11807	MOUSE37911, MOUSE37910, MOUSE37908
OG0001678	AENJA_18698	MOUSE39008, MOUSE39009, MOUSE23382, MOUSE23383, MOUSE23381
OG0001680	AENJA_16822	MOUSE54064
OG0001682	AENJA_17431	MOUSE22394, MOUSE22396
OG0001683	AENJA_18304	MOUSE54750, MOUSE30937, MOUSE34238, MOUSE52139, MOUSE52138
OG0001684	AENJA_18312	MOUSE48893, MOUSE48892, MOUSE48890, MOUSE48891, MOUSE31811
OG0001685	AENJA_18914	MOUSE36317, MOUSE36311, MOUSE36315, MOUSE36312, MOUSE36313, MOUSE36316, MOUSE36314
OG0001687	AENJA_21090, AENJA_20311	MOUSE00821, MOUSE00820
OG0001688	AENJA_20867, AENJA_20868	MOUSE36240, MOUSE36242, MOUSE36241, MOUSE45407, MOUSE45406, MOUSE45404, MOUSE45405
OG0001689	AENJA_21847	MOUSE04470, MOUSE04471, MOUSE37336, MOUSE37337, MOUSE37335, MOUSE37334
OG0001690	AENJA_22959	MOUSE31930
OG0001691	AENJA_24035	MOUSE46475, MOUSE46476, MOUSE46478, MOUSE46479, MOUSE46480, MOUSE46477
