Orthogroup	AENJA_ok	LYTVA_ok
OG0000827	AENJA_05092	LYTVA_29536
OG0000827	AENJA_07505	LYTVA_17613, LYTVA_02675
OG0000828	AENJA_14692	LYTVA_16052
OG0000829	AENJA_18083	LYTVA_16475
OG0000830	AENJA_07868	LYTVA_19883
OG0000831	AENJA_09091	LYTVA_14250, LYTVA_10123
OG0000832	AENJA_09731, AENJA_09723	LYTVA_15375, LYTVA_19434, LYTVA_03583, LYTVA_02643, LYTVA_15711
OG0000833	AENJA_13518	LYTVA_23899
OG0000835	AENJA_22772	LYTVA_09567
OG0000836	AENJA_19604	LYTVA_01338
OG0000836	AENJA_19607	LYTVA_01335
OG0000837	AENJA_25179	LYTVA_07593, LYTVA_20841, LYTVA_20846
OG0000841	AENJA_00152	LYTVA_03788, LYTVA_29116
OG0000842	AENJA_00962	LYTVA_06739
OG0000844	AENJA_02377	LYTVA_20301
OG0000845	AENJA_08427	LYTVA_24907
OG0000845	AENJA_11386	LYTVA_06450
OG0000846	AENJA_23518	LYTVA_22995, LYTVA_21268
OG0000847	AENJA_19531	LYTVA_11994
OG0000847	AENJA_05909	LYTVA_21656
OG0000848	AENJA_06120	LYTVA_08343
OG0000848	AENJA_26421	LYTVA_05722, LYTVA_29062
OG0000849	AENJA_06598	LYTVA_12639
OG0000849	AENJA_17459	LYTVA_10091
OG0000850	AENJA_06947, AENJA_14500	LYTVA_06441
OG0000850	AENJA_26527	LYTVA_26189, LYTVA_27854
OG0000851	AENJA_07613	LYTVA_23092
OG0000852	AENJA_20937	LYTVA_26709, LYTVA_24264
OG0000852	AENJA_07998	LYTVA_29382, LYTVA_07531
OG0000853	AENJA_11433	LYTVA_23815, LYTVA_23812
OG0000855	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521	LYTVA_06599, LYTVA_10228
OG0000857	AENJA_19063	LYTVA_21736
OG0000858	AENJA_19600	LYTVA_00061
OG0000859	AENJA_20729	LYTVA_03847
OG0000860	AENJA_22939	LYTVA_09223
OG0000866	AENJA_00019	LYTVA_15837
OG0000867	AENJA_06630, AENJA_23208, AENJA_23219	LYTVA_11626
OG0000867	AENJA_14316, AENJA_23216, AENJA_23213, AENJA_12617, AENJA_06629	LYTVA_03591
OG0000869	AENJA_03586	LYTVA_01155
OG0000869	AENJA_21120	LYTVA_03148
OG0000869	AENJA_23274	LYTVA_26590
OG0000871	AENJA_15433	LYTVA_25255, LYTVA_00078, LYTVA_13487
OG0000872	AENJA_06798	LYTVA_18504
OG0000873	AENJA_07645	LYTVA_06765
OG0000874	AENJA_07937	LYTVA_06181
OG0000874	AENJA_07996	LYTVA_26806
OG0000875	AENJA_08703	LYTVA_01072
OG0000875	AENJA_14919	LYTVA_12521
OG0000876	AENJA_08833	LYTVA_02114
OG0000877	AENJA_09093	LYTVA_15271
OG0000878	AENJA_09436	LYTVA_08233
OG0000878	AENJA_13562	LYTVA_26339
OG0000879	AENJA_14015	LYTVA_08681
OG0000881	AENJA_19719	LYTVA_04165, LYTVA_11402
OG0000881	AENJA_21849	LYTVA_22240, LYTVA_09159
OG0000882	AENJA_23321	LYTVA_14679
OG0000887	AENJA_21693	LYTVA_01759, LYTVA_10208
OG0000888	AENJA_02929	LYTVA_24269
OG0000891	AENJA_13613	LYTVA_20950, LYTVA_12002
OG0000893	AENJA_16180	LYTVA_27628
OG0000894	AENJA_24655	LYTVA_12588
OG0000894	AENJA_16901	LYTVA_19786
OG0000896	AENJA_17963, AENJA_20857	LYTVA_29831
OG0000896	AENJA_26740	LYTVA_08568
OG0000897	AENJA_19794, AENJA_19793	LYTVA_25813, LYTVA_12897
OG0000899	AENJA_23421	LYTVA_16229
OG0000903	AENJA_16422, AENJA_14626	LYTVA_17471
OG0000904	AENJA_02063	LYTVA_15877, LYTVA_15876
OG0000904	AENJA_24813	LYTVA_24978
OG0000905	AENJA_03454, AENJA_12044	LYTVA_15702, LYTVA_23197
OG0000908	AENJA_26233	LYTVA_03069
OG0000908	AENJA_06962, AENJA_10955, AENJA_14737, AENJA_14738	LYTVA_27607
OG0000909	AENJA_07565	LYTVA_20165, LYTVA_23767
OG0000910	AENJA_08194, AENJA_11239	LYTVA_14017
OG0000910	AENJA_26012, AENJA_16580	LYTVA_01296
OG0000910	AENJA_23046	LYTVA_20424
OG0000910	AENJA_18263	LYTVA_05275, LYTVA_19670
OG0000911	AENJA_08748	LYTVA_15861, LYTVA_05614
OG0000912	AENJA_09966	LYTVA_10234
OG0000913	AENJA_11700	LYTVA_02832
OG0000914	AENJA_16081	LYTVA_26358
OG0000915	AENJA_20431	LYTVA_03342
OG0000921	AENJA_00754	LYTVA_14375
OG0000923	AENJA_01176	LYTVA_21547
OG0000924	AENJA_17499	LYTVA_16189
OG0000924	AENJA_01733	LYTVA_25997
OG0000924	AENJA_17498	LYTVA_16186, LYTVA_06876
OG0000924	AENJA_10467	LYTVA_00090
OG0000925	AENJA_14502	LYTVA_00188
OG0000925	AENJA_01829	LYTVA_25795
OG0000926	AENJA_05944	LYTVA_04398
OG0000926	AENJA_07568	LYTVA_28502
OG0000927	AENJA_05801	LYTVA_21471
OG0000928	AENJA_06210	LYTVA_01217, LYTVA_23596
OG0000929	AENJA_24686	LYTVA_25470, LYTVA_01755
OG0000930	AENJA_19720	LYTVA_27512
OG0000930	AENJA_14448, AENJA_07379	LYTVA_06615
OG0000931	AENJA_08166	LYTVA_16224
OG0000932	AENJA_10314	LYTVA_26139
OG0000933	AENJA_12056	LYTVA_06950
OG0000933	AENJA_25029	LYTVA_06948
OG0000934	AENJA_12733	LYTVA_20397
OG0000936	AENJA_22898	LYTVA_09517, LYTVA_12129
OG0000936	AENJA_26348	LYTVA_29468, LYTVA_11642, LYTVA_02845
OG0000936	AENJA_14048	LYTVA_12737
OG0000937	AENJA_19941	LYTVA_07293, LYTVA_16904, LYTVA_20761, LYTVA_20760, LYTVA_05601, LYTVA_17661
OG0000938	AENJA_21758	LYTVA_20667, LYTVA_01702
OG0000942	AENJA_19311, AENJA_08215, AENJA_25662, AENJA_09547, AENJA_00177, AENJA_15507, AENJA_15626, AENJA_24314, AENJA_25006	LYTVA_16242, LYTVA_20778, LYTVA_02648, LYTVA_28179, LYTVA_19582, LYTVA_29356, LYTVA_13464, LYTVA_02613, LYTVA_05464
OG0000943	AENJA_02078	LYTVA_28974
OG0000943	AENJA_00401	LYTVA_14187, LYTVA_14188
OG0000944	AENJA_00580	LYTVA_08967
OG0000945	AENJA_21590	LYTVA_24430
OG0000946	AENJA_01969	LYTVA_25241, LYTVA_27130, LYTVA_17441
OG0000946	AENJA_16618	LYTVA_21339, LYTVA_18138
OG0000947	AENJA_22086	LYTVA_21967
OG0000947	AENJA_02339	LYTVA_02610
OG0000949	AENJA_04000	LYTVA_25907
OG0000950	AENJA_04588	LYTVA_05291
OG0000951	AENJA_21157	LYTVA_06560
OG0000951	AENJA_04673	LYTVA_25198
OG0000952	AENJA_05461	LYTVA_15183
OG0000952	AENJA_05453	LYTVA_27737
OG0000953	AENJA_06554	LYTVA_27482
OG0000954	AENJA_24386	LYTVA_18195
OG0000954	AENJA_08232	LYTVA_05025
OG0000955	AENJA_26657	LYTVA_15857
OG0000956	AENJA_13795	LYTVA_03727, LYTVA_06989
OG0000956	AENJA_23169	LYTVA_21381, LYTVA_12086
OG0000957	AENJA_17037, AENJA_17036	LYTVA_29537
OG0000958	AENJA_19017	LYTVA_24230
OG0000959	AENJA_19897	LYTVA_12079, LYTVA_13165, LYTVA_02224, LYTVA_14379, LYTVA_18623, LYTVA_06384, LYTVA_03506, LYTVA_18619, LYTVA_02783, LYTVA_18620, LYTVA_27255, LYTVA_13166, LYTVA_02327, LYTVA_15972, LYTVA_08565, LYTVA_16678, LYTVA_16675, LYTVA_16580, LYTVA_16576, LYTVA_05103, LYTVA_16578, LYTVA_16582, LYTVA_08420, LYTVA_19683, LYTVA_10580, LYTVA_04145, LYTVA_16577, LYTVA_13018, LYTVA_16583, LYTVA_16677, LYTVA_21567, LYTVA_07653, LYTVA_07654, LYTVA_07656, LYTVA_16221, LYTVA_00680, LYTVA_07655, LYTVA_07657, LYTVA_21784, LYTVA_09054, LYTVA_03979, LYTVA_03978, LYTVA_03983, LYTVA_00790, LYTVA_03431, LYTVA_21572, LYTVA_27540, LYTVA_27153, LYTVA_18502, LYTVA_25238, LYTVA_11039, LYTVA_19680, LYTVA_19679, LYTVA_21566, LYTVA_25022
OG0000960	AENJA_23956	LYTVA_21462
OG0000963	AENJA_06323	LYTVA_11219
OG0000964	AENJA_06851, AENJA_04088, AENJA_01513, AENJA_06848	LYTVA_26196
OG0000965	AENJA_05586	LYTVA_08512, LYTVA_30143
OG0000965	AENJA_05584	LYTVA_17394
OG0000965	AENJA_02282	LYTVA_12319
OG0000966	AENJA_02547	LYTVA_03424, LYTVA_03969
OG0000967	AENJA_02972	LYTVA_23088
OG0000967	AENJA_22529	LYTVA_06230, LYTVA_06235
OG0000968	AENJA_10751	LYTVA_05135
OG0000969	AENJA_03216	LYTVA_21413, LYTVA_24552, LYTVA_21412, LYTVA_21065
OG0000970	AENJA_03395	LYTVA_26609
OG0000972	AENJA_03845	LYTVA_27486
OG0000973	AENJA_19754, AENJA_10901	LYTVA_03075
OG0000974	AENJA_05735, AENJA_05736	LYTVA_18520, LYTVA_07191, LYTVA_18514, LYTVA_15617
OG0000976	AENJA_07785, AENJA_07786, AENJA_07780, AENJA_07163	LYTVA_04443
OG0000977	AENJA_08030	LYTVA_12206
OG0000977	AENJA_16263	LYTVA_10438
OG0000977	AENJA_11682	LYTVA_22167
OG0000979	AENJA_08501	LYTVA_01203, LYTVA_09230
OG0000981	AENJA_25036	LYTVA_01774, LYTVA_01773
OG0000981	AENJA_08762	LYTVA_29882
OG0000982	AENJA_09037	LYTVA_01090
OG0000983	AENJA_10857, AENJA_15336, AENJA_25077	LYTVA_26818, LYTVA_07820, LYTVA_15769, LYTVA_30118, LYTVA_28564, LYTVA_10964, LYTVA_06932, LYTVA_07862, LYTVA_00716
OG0000985	AENJA_14891	LYTVA_22922
OG0000986	AENJA_19041	LYTVA_05339
OG0000987	AENJA_23574	LYTVA_29210
OG0000988	AENJA_25125	LYTVA_10317, LYTVA_11083
OG0000992	AENJA_01350	LYTVA_01840
OG0000993	AENJA_01756, AENJA_19598	LYTVA_17730, LYTVA_18314
OG0000994	AENJA_20560	LYTVA_00968
OG0000994	AENJA_02296	LYTVA_25056
OG0000995	AENJA_04072	LYTVA_15991
OG0000997	AENJA_04964	LYTVA_09372
OG0000997	AENJA_06940, AENJA_16738	LYTVA_29274, LYTVA_12640, LYTVA_28518, LYTVA_12834, LYTVA_19954, LYTVA_01250, LYTVA_03648, LYTVA_18467
OG0000998	AENJA_06143	LYTVA_29352, LYTVA_30148, LYTVA_09122, LYTVA_30152, LYTVA_30151, LYTVA_11443, LYTVA_03803
OG0000999	AENJA_06760, AENJA_09403	LYTVA_18147, LYTVA_26377
OG0000999	AENJA_10712	LYTVA_17675, LYTVA_00175
OG0001000	AENJA_07118	LYTVA_27555
OG0001001	AENJA_07866	LYTVA_02181, LYTVA_06547, LYTVA_09209
OG0001002	AENJA_11066	LYTVA_01211
OG0001002	AENJA_21965	LYTVA_05551
OG0001003	AENJA_13424	LYTVA_24521
OG0001004	AENJA_16016	LYTVA_04638
OG0001005	AENJA_17128	LYTVA_29339
OG0001006	AENJA_21663	LYTVA_30116
OG0001006	AENJA_25248	LYTVA_11326
OG0001007	AENJA_23659	LYTVA_09219
OG0001008	AENJA_24757	LYTVA_14143
OG0001009	AENJA_24783	LYTVA_22507, LYTVA_22506
OG0001015	AENJA_19717, AENJA_00951	LYTVA_16130
OG0001016	AENJA_26608	LYTVA_27385, LYTVA_23205
OG0001016	AENJA_01521, AENJA_14403, AENJA_15956	LYTVA_10008
OG0001018	AENJA_02393	LYTVA_08364
OG0001018	AENJA_12182	LYTVA_04534
OG0001019	AENJA_02456	LYTVA_10901, LYTVA_10902
OG0001019	AENJA_20626	LYTVA_22061, LYTVA_07725
OG0001021	AENJA_25578	LYTVA_30213
OG0001022	AENJA_03120	LYTVA_29702, LYTVA_07313
OG0001023	AENJA_03151	LYTVA_29811
OG0001024	AENJA_03556	LYTVA_28952
OG0001025	AENJA_08654	LYTVA_06513, LYTVA_28895
OG0001025	AENJA_06896	LYTVA_27970, LYTVA_16561, LYTVA_08440, LYTVA_17173
OG0001025	AENJA_04375	LYTVA_02492
OG0001026	AENJA_04437	LYTVA_26222
OG0001027	AENJA_06667, AENJA_06665, AENJA_06666	LYTVA_03025
OG0001028	AENJA_07594	LYTVA_02453
OG0001029	AENJA_24200	LYTVA_00344
OG0001029	AENJA_07743	LYTVA_09938
OG0001030	AENJA_12462	LYTVA_13104
OG0001031	AENJA_12602	LYTVA_13786
OG0001032	AENJA_13410	LYTVA_23396
OG0001033	AENJA_13779	LYTVA_27425
OG0001034	AENJA_14415	LYTVA_22671, LYTVA_06987
OG0001036	AENJA_19830	LYTVA_01189
OG0001037	AENJA_20909	LYTVA_07115
OG0001038	AENJA_24181	LYTVA_22592
OG0001039	AENJA_24765	LYTVA_04517
OG0001041	AENJA_16900, AENJA_17398, AENJA_00205, AENJA_20089, AENJA_12433, AENJA_20073, AENJA_24468	LYTVA_15249, LYTVA_15246, LYTVA_06829, LYTVA_06828, LYTVA_22754, LYTVA_03875, LYTVA_17584, LYTVA_11499, LYTVA_25955, LYTVA_07914
OG0001042	AENJA_00375	LYTVA_13445
OG0001043	AENJA_23325	LYTVA_02035, LYTVA_01167, LYTVA_28190
OG0001043	AENJA_12177	LYTVA_09229
OG0001043	AENJA_11468	LYTVA_25539
OG0001043	AENJA_04098, AENJA_04100, AENJA_16380, AENJA_16720	LYTVA_02626
OG0001044	AENJA_04229	LYTVA_24843
OG0001044	AENJA_04864	LYTVA_06578
OG0001047	AENJA_13898	LYTVA_10366
OG0001048	AENJA_02250	LYTVA_00731
OG0001048	AENJA_17677	LYTVA_09405
OG0001049	AENJA_02745	LYTVA_25001, LYTVA_11198
OG0001049	AENJA_16062	LYTVA_09888
OG0001050	AENJA_03323	LYTVA_04036, LYTVA_16457
OG0001052	AENJA_06392	LYTVA_03660
OG0001053	AENJA_03704	LYTVA_05734
OG0001054	AENJA_06350, AENJA_04202	LYTVA_03436
OG0001055	AENJA_17939	LYTVA_28532, LYTVA_18736, LYTVA_18735
OG0001056	AENJA_05377	LYTVA_01786
OG0001057	AENJA_07435	LYTVA_16381
OG0001058	AENJA_07821	LYTVA_02007
OG0001059	AENJA_08095	LYTVA_00483
OG0001060	AENJA_22672, AENJA_08454	LYTVA_13944
OG0001061	AENJA_10234, AENJA_12054, AENJA_12047, AENJA_21829, AENJA_21830, AENJA_23517	LYTVA_12810
OG0001062	AENJA_10657	LYTVA_17131, LYTVA_15828
OG0001063	AENJA_15475	LYTVA_19095
OG0001063	AENJA_15321, AENJA_15322	LYTVA_07378, LYTVA_27583
OG0001064	AENJA_16034	LYTVA_11261
OG0001065	AENJA_19195	LYTVA_23523
OG0001065	AENJA_26769	LYTVA_14105, LYTVA_06010, LYTVA_21236, LYTVA_21237, LYTVA_08594, LYTVA_27514, LYTVA_05649
OG0001067	AENJA_20835	LYTVA_25739, LYTVA_17028
OG0001068	AENJA_21475	LYTVA_12120
OG0001072	AENJA_03396	LYTVA_21778
OG0001072	AENJA_18929	LYTVA_21225
OG0001073	AENJA_00575	LYTVA_18221
OG0001075	AENJA_00807	LYTVA_24384
OG0001077	AENJA_01679	LYTVA_07624
OG0001077	AENJA_05855	LYTVA_20896
OG0001078	AENJA_10264	LYTVA_23690, LYTVA_03209
OG0001079	AENJA_03947	LYTVA_13000
OG0001080	AENJA_04073	LYTVA_00946
OG0001080	AENJA_09896	LYTVA_26032
OG0001081	AENJA_16503, AENJA_04238	LYTVA_03364, LYTVA_09565, LYTVA_11238, LYTVA_00546, LYTVA_03368, LYTVA_08915, LYTVA_08917
OG0001082	AENJA_06872, AENJA_21482	LYTVA_06685
OG0001082	AENJA_09332	LYTVA_11262
OG0001083	AENJA_07171	LYTVA_15288
OG0001085	AENJA_21401	LYTVA_28264
OG0001086	AENJA_12710	LYTVA_27406
OG0001088	AENJA_13196	LYTVA_21777
OG0001088	AENJA_22489	LYTVA_02372
OG0001089	AENJA_16474	LYTVA_22672
OG0001092	AENJA_18221	LYTVA_21143
OG0001093	AENJA_19251	LYTVA_20171
OG0001094	AENJA_23025	LYTVA_15558, LYTVA_15559
OG0001095	AENJA_25247	LYTVA_10435
OG0001101	AENJA_00373	LYTVA_28690
OG0001102	AENJA_00718	LYTVA_04384
OG0001102	AENJA_03278, AENJA_21711	LYTVA_27846, LYTVA_04692
OG0001103	AENJA_19577	LYTVA_19234
OG0001103	AENJA_01387	LYTVA_29667, LYTVA_02741
OG0001104	AENJA_02199	LYTVA_25180
OG0001105	AENJA_15729	LYTVA_23898
OG0001105	AENJA_02419	LYTVA_17997, LYTVA_09940, LYTVA_09939
OG0001105	AENJA_25097	LYTVA_05998, LYTVA_00852
OG0001106	AENJA_23681, AENJA_03788	LYTVA_04820
OG0001109	AENJA_05558	LYTVA_21949
OG0001110	AENJA_06070	LYTVA_06257
OG0001111	AENJA_26838	LYTVA_21470
OG0001111	AENJA_22327	LYTVA_21492
OG0001111	AENJA_22201	LYTVA_13216
OG0001111	AENJA_06275	LYTVA_13217
OG0001111	AENJA_21728	LYTVA_19961
OG0001112	AENJA_06304	LYTVA_07658
OG0001113	AENJA_06313	LYTVA_28836
OG0001115	AENJA_18602	LYTVA_05111
OG0001115	AENJA_18256	LYTVA_02273
OG0001115	AENJA_09261	LYTVA_24204
OG0001118	AENJA_12960	LYTVA_14256
OG0001118	AENJA_12961	LYTVA_14341
OG0001119	AENJA_13579	LYTVA_05961
OG0001120	AENJA_13747	LYTVA_08711
OG0001121	AENJA_14865	LYTVA_15718
OG0001122	AENJA_15150	LYTVA_10807
OG0001123	AENJA_20117	LYTVA_01308
OG0001123	AENJA_15687	LYTVA_01705, LYTVA_12884
OG0001124	AENJA_16308	LYTVA_12081
OG0001125	AENJA_19655	LYTVA_21515
OG0001126	AENJA_21731	LYTVA_20544
OG0001126	AENJA_22248	LYTVA_13765
OG0001127	AENJA_26609	LYTVA_20907
OG0001129	AENJA_00009	LYTVA_14702
OG0001130	AENJA_08024	LYTVA_01563
OG0001130	AENJA_24701	LYTVA_08958
OG0001132	AENJA_02927	LYTVA_01795
OG0001133	AENJA_14482	LYTVA_21722
OG0001133	AENJA_07797	LYTVA_13505, LYTVA_08035
OG0001134	AENJA_06301	LYTVA_23641
OG0001137	AENJA_06755	LYTVA_08712
OG0001138	AENJA_08339	LYTVA_06752
OG0001139	AENJA_08828	LYTVA_17543
OG0001141	AENJA_11192	LYTVA_25914, LYTVA_10307
OG0001142	AENJA_13577	LYTVA_17988
OG0001143	AENJA_25253, AENJA_15506	LYTVA_01170
OG0001144	AENJA_15840	LYTVA_24625
OG0001146	AENJA_19404	LYTVA_06824
OG0001147	AENJA_21747, AENJA_21745, AENJA_21753	LYTVA_16424
OG0001149	AENJA_26319, AENJA_26318	LYTVA_04169, LYTVA_25161
OG0001154	AENJA_12572, AENJA_17436, AENJA_25572, AENJA_14931, AENJA_26447, AENJA_16329, AENJA_15711, AENJA_11056, AENJA_07414, AENJA_12524, AENJA_14590, AENJA_24328, AENJA_26448, AENJA_02952, AENJA_13066, AENJA_21226, AENJA_13364, AENJA_13871, AENJA_25116, AENJA_11567, AENJA_07597, AENJA_14409, AENJA_11910, AENJA_02184, AENJA_00900, AENJA_11905, AENJA_20009, AENJA_18579, AENJA_24590, AENJA_14399, AENJA_24957, AENJA_08662, AENJA_13278, AENJA_10637, AENJA_21275, AENJA_13068, AENJA_26052, AENJA_24533, AENJA_23832, AENJA_04161, AENJA_19415	LYTVA_09578
OG0001154	AENJA_02017	LYTVA_14502
OG0001155	AENJA_01168	LYTVA_05140
OG0001155	AENJA_24946	LYTVA_22105
OG0001156	AENJA_01685	LYTVA_22449
OG0001157	AENJA_02080	LYTVA_13906
OG0001158	AENJA_02265	LYTVA_13180
OG0001158	AENJA_16983	LYTVA_17437
OG0001159	AENJA_02590	LYTVA_23740
OG0001160	AENJA_03496, AENJA_15940	LYTVA_26964
OG0001161	AENJA_15958	LYTVA_10014
OG0001162	AENJA_09881, AENJA_03826	LYTVA_28314, LYTVA_24093
OG0001163	AENJA_23044	LYTVA_24878, LYTVA_28270
OG0001164	AENJA_14441	LYTVA_05648
OG0001165	AENJA_18566	LYTVA_04541, LYTVA_04542
OG0001165	AENJA_05192	LYTVA_17460, LYTVA_14088
OG0001166	AENJA_05454	LYTVA_02438
OG0001167	AENJA_06024	LYTVA_19097
OG0001168	AENJA_26059, AENJA_06080, AENJA_26060	LYTVA_03414
OG0001169	AENJA_06689	LYTVA_06902
OG0001170	AENJA_14574, AENJA_07116	LYTVA_06397, LYTVA_13191
OG0001171	AENJA_07498	LYTVA_23053
OG0001172	AENJA_08737	LYTVA_22652
OG0001172	AENJA_15031	LYTVA_29661
OG0001173	AENJA_10142	LYTVA_24626
OG0001173	AENJA_16896	LYTVA_03479
OG0001174	AENJA_10268	LYTVA_22335
OG0001175	AENJA_19603	LYTVA_12386
OG0001175	AENJA_10616	LYTVA_13142, LYTVA_20054
OG0001176	AENJA_11857	LYTVA_24712, LYTVA_24713
OG0001177	AENJA_12717	LYTVA_26801
OG0001177	AENJA_23960, AENJA_22118	LYTVA_03786
OG0001178	AENJA_12752	LYTVA_02324
OG0001178	AENJA_14989	LYTVA_25867
OG0001179	AENJA_13625	LYTVA_26628
OG0001179	AENJA_26058	LYTVA_09673
OG0001180	AENJA_13732	LYTVA_29855, LYTVA_01176, LYTVA_29854, LYTVA_29850, LYTVA_29852
OG0001181	AENJA_14047	LYTVA_10373
OG0001182	AENJA_14313	LYTVA_26540, LYTVA_26537, LYTVA_12465, LYTVA_26539
OG0001184	AENJA_17799	LYTVA_02863, LYTVA_18281
OG0001184	AENJA_15086	LYTVA_26638, LYTVA_24278
OG0001185	AENJA_17542	LYTVA_09656
OG0001186	AENJA_21307	LYTVA_28926
OG0001186	AENJA_18825	LYTVA_01688
OG0001187	AENJA_19216, AENJA_19215	LYTVA_15913
OG0001188	AENJA_22812	LYTVA_25404
OG0001189	AENJA_23358	LYTVA_03876
OG0001190	AENJA_24531	LYTVA_06830
OG0001196	AENJA_00058	LYTVA_03677
OG0001197	AENJA_00493	LYTVA_08630
OG0001198	AENJA_21857	LYTVA_09572, LYTVA_09571
OG0001199	AENJA_01327	LYTVA_28061
OG0001199	AENJA_24392	LYTVA_13204
OG0001200	AENJA_01547	LYTVA_14849, LYTVA_18532, LYTVA_26385
OG0001201	AENJA_02210	LYTVA_16866, LYTVA_02039
OG0001202	AENJA_03117	LYTVA_02469, LYTVA_09875, LYTVA_15508, LYTVA_03546, LYTVA_24829
OG0001203	AENJA_03685, AENJA_16123	LYTVA_28240
OG0001204	AENJA_20148	LYTVA_12790
OG0001205	AENJA_04101	LYTVA_09031
OG0001206	AENJA_13457	LYTVA_29606, LYTVA_15484, LYTVA_05569, LYTVA_17095, LYTVA_10884, LYTVA_23790, LYTVA_05270, LYTVA_01071
OG0001206	AENJA_18881	LYTVA_14109
OG0001206	AENJA_07583, AENJA_23796	LYTVA_00616
OG0001207	AENJA_18056	LYTVA_05411
OG0001207	AENJA_07276	LYTVA_20519, LYTVA_10763
OG0001208	AENJA_09031	LYTVA_13276
OG0001210	AENJA_18956	LYTVA_19275
OG0001210	AENJA_09592, AENJA_09591	LYTVA_04311
OG0001211	AENJA_09699	LYTVA_22456, LYTVA_02722
OG0001212	AENJA_14546, AENJA_09958	LYTVA_03375, LYTVA_21023
OG0001213	AENJA_11717	LYTVA_07548, LYTVA_11628
OG0001213	AENJA_11254	LYTVA_18522
OG0001215	AENJA_15953	LYTVA_14835
OG0001216	AENJA_16979	LYTVA_09816
OG0001217	AENJA_17612	LYTVA_22786
OG0001218	AENJA_18179	LYTVA_26113
OG0001219	AENJA_18562	LYTVA_15579
OG0001220	AENJA_21603	LYTVA_16053
OG0001220	AENJA_19416	LYTVA_16343
OG0001221	AENJA_19765	LYTVA_14047
OG0001223	AENJA_21588	LYTVA_21037
OG0001224	AENJA_22625	LYTVA_18212
OG0001225	AENJA_23700	LYTVA_24620
OG0001229	AENJA_11629	LYTVA_16813
OG0001229	AENJA_00014, AENJA_09976, AENJA_03354, AENJA_04743	LYTVA_17228
OG0001229	AENJA_08431, AENJA_14356	LYTVA_03710, LYTVA_09027
OG0001229	AENJA_01479	LYTVA_21679, LYTVA_22697, LYTVA_20290
OG0001229	AENJA_14357, AENJA_08430, AENJA_03884, AENJA_13546	LYTVA_08509
OG0001230	AENJA_02568, AENJA_08528	LYTVA_17571, LYTVA_12678
OG0001231	AENJA_02177	LYTVA_07439
OG0001232	AENJA_07338, AENJA_02228, AENJA_20090, AENJA_20091	LYTVA_24297
OG0001233	AENJA_02446	LYTVA_12332, LYTVA_06716
OG0001235	AENJA_13870	LYTVA_22126
OG0001235	AENJA_12250	LYTVA_21516
OG0001235	AENJA_03412	LYTVA_12182, LYTVA_23930, LYTVA_04433
OG0001235	AENJA_25992	LYTVA_03757, LYTVA_17533, LYTVA_10428, LYTVA_26099, LYTVA_17696
OG0001237	AENJA_19599	LYTVA_26239, LYTVA_06734
OG0001238	AENJA_05667	LYTVA_30061
OG0001239	AENJA_08544, AENJA_12406, AENJA_24743, AENJA_06569	LYTVA_29779
OG0001240	AENJA_07030	LYTVA_24587
OG0001241	AENJA_21346	LYTVA_01648
OG0001242	AENJA_07671, AENJA_07672, AENJA_07670, AENJA_07673, AENJA_07669, AENJA_07675	LYTVA_24858, LYTVA_25798
OG0001243	AENJA_09040	LYTVA_04835
OG0001245	AENJA_11242	LYTVA_16857
OG0001245	AENJA_11241	LYTVA_16858
OG0001246	AENJA_11976	LYTVA_21025, LYTVA_02567, LYTVA_15140, LYTVA_06598
OG0001247	AENJA_24053	LYTVA_23646
OG0001248	AENJA_17279	LYTVA_00986, LYTVA_16637
OG0001249	AENJA_17683	LYTVA_03472
OG0001250	AENJA_18393	LYTVA_23037
OG0001252	AENJA_20096	LYTVA_28229, LYTVA_04840
OG0001253	AENJA_21103	LYTVA_02267
OG0001254	AENJA_25593	LYTVA_26444
OG0001261	AENJA_00856	LYTVA_10322
OG0001262	AENJA_02100	LYTVA_27431
OG0001263	AENJA_02283	LYTVA_17717, LYTVA_22972
OG0001263	AENJA_25444	LYTVA_09084
OG0001264	AENJA_02714	LYTVA_07325
OG0001265	AENJA_02852	LYTVA_21118
OG0001266	AENJA_02853	LYTVA_19415
OG0001267	AENJA_03493	LYTVA_08091
OG0001267	AENJA_10310	LYTVA_09343
OG0001268	AENJA_03712	LYTVA_20779
OG0001270	AENJA_21003	LYTVA_18319
OG0001271	AENJA_04651	LYTVA_09608
OG0001272	AENJA_05081	LYTVA_29380
OG0001274	AENJA_06074	LYTVA_02869
OG0001275	AENJA_09059	LYTVA_16368
OG0001275	AENJA_07370	LYTVA_15957
OG0001276	AENJA_07718, AENJA_07717	LYTVA_24445
OG0001277	AENJA_26086	LYTVA_01349
OG0001277	AENJA_17983, AENJA_08016	LYTVA_01345, LYTVA_01344, LYTVA_09116, LYTVA_01343, LYTVA_08685
OG0001278	AENJA_09367	LYTVA_12248, LYTVA_16623
OG0001279	AENJA_09382	LYTVA_22555
OG0001281	AENJA_11305	LYTVA_23356
OG0001283	AENJA_16994	LYTVA_10124
OG0001283	AENJA_13067, AENJA_22654, AENJA_23095	LYTVA_17951
OG0001284	AENJA_14056	LYTVA_30054, LYTVA_01526
OG0001284	AENJA_21135	LYTVA_15592
OG0001285	AENJA_14207	LYTVA_29344
