Orthogroup	AENJA_ok	LYTVA_ok
OG0007027	AENJA_15130	LYTVA_04486
OG0007028	AENJA_15287	LYTVA_14210
OG0007029	AENJA_15661	LYTVA_04037
OG0007030	AENJA_15706	LYTVA_01479, LYTVA_10244
OG0007031	AENJA_15746	LYTVA_28304
OG0007032	AENJA_15768	LYTVA_26058
OG0007033	AENJA_15780	LYTVA_03101, LYTVA_13194
OG0007034	AENJA_15916	LYTVA_11469
OG0007035	AENJA_15945	LYTVA_29982
OG0007036	AENJA_15980	LYTVA_23010
OG0007037	AENJA_16026	LYTVA_10072
OG0007040	AENJA_16156	LYTVA_11635
OG0007041	AENJA_16190	LYTVA_08520
OG0007042	AENJA_16299	LYTVA_10226
OG0007043	AENJA_16342	LYTVA_28853
OG0007044	AENJA_16556	LYTVA_15729, LYTVA_04229
OG0007045	AENJA_16721	LYTVA_13338
OG0007046	AENJA_16840	LYTVA_13334
OG0007047	AENJA_16899	LYTVA_02580
OG0007049	AENJA_17013	LYTVA_03854
OG0007051	AENJA_17285	LYTVA_06952
OG0007052	AENJA_17326	LYTVA_27707, LYTVA_17367
OG0007053	AENJA_17379	LYTVA_18588
OG0007054	AENJA_17391, AENJA_19911	LYTVA_29935
OG0007055	AENJA_17474	LYTVA_09990
OG0007056	AENJA_17650	LYTVA_16440
OG0007057	AENJA_17685	LYTVA_15614, LYTVA_29163
OG0007058	AENJA_17757	LYTVA_24894
OG0007059	AENJA_17918	LYTVA_29456
OG0007060	AENJA_18050	LYTVA_21121, LYTVA_00825, LYTVA_25826, LYTVA_08605
OG0007061	AENJA_18086	LYTVA_00448
OG0007063	AENJA_18189	LYTVA_03435, LYTVA_04569
OG0007064	AENJA_18220	LYTVA_06177
OG0007066	AENJA_18310	LYTVA_04446
OG0007067	AENJA_18344	LYTVA_20928
OG0007068	AENJA_18386	LYTVA_09404
OG0007069	AENJA_18431	LYTVA_12053
OG0007070	AENJA_18751	LYTVA_00406, LYTVA_00407
OG0007071	AENJA_20432	LYTVA_30209
OG0007072	AENJA_18830	LYTVA_13910
OG0007073	AENJA_18861	LYTVA_27421
OG0007076	AENJA_19406	LYTVA_03998
OG0007077	AENJA_19554	LYTVA_15284
OG0007078	AENJA_19777	LYTVA_12361
OG0007079	AENJA_19825	LYTVA_29297
OG0007080	AENJA_19826	LYTVA_18452, LYTVA_00714
OG0007082	AENJA_19832	LYTVA_19995
OG0007083	AENJA_20083	LYTVA_26952
OG0007085	AENJA_20429	LYTVA_28266
OG0007086	AENJA_20436	LYTVA_03344
OG0007087	AENJA_20498	LYTVA_10958
OG0007088	AENJA_20551	LYTVA_08325
OG0007090	AENJA_20659	LYTVA_07259
OG0007091	AENJA_20692	LYTVA_15856, LYTVA_00688
OG0007092	AENJA_20784	LYTVA_30009
OG0007093	AENJA_20890	LYTVA_02317
OG0007094	AENJA_20950	LYTVA_10484
OG0007095	AENJA_21007	LYTVA_26694
OG0007096	AENJA_21049	LYTVA_21852
OG0007097	AENJA_21089	LYTVA_18947
OG0007099	AENJA_21375	LYTVA_18939
OG0007102	AENJA_21655, AENJA_26402	LYTVA_08090
OG0007104	AENJA_21723	LYTVA_30224, LYTVA_04647
OG0007106	AENJA_21772	LYTVA_18310
OG0007107	AENJA_21819	LYTVA_20795
OG0007108	AENJA_21851	LYTVA_09162
OG0007109	AENJA_22004	LYTVA_23593
OG0007110	AENJA_22165	LYTVA_24784
OG0007112	AENJA_22684	LYTVA_21113, LYTVA_17175
OG0007113	AENJA_22726	LYTVA_10291
OG0007114	AENJA_22816	LYTVA_10798
OG0007115	AENJA_22820	LYTVA_03773
OG0007116	AENJA_22885	LYTVA_20453
OG0007117	AENJA_23028	LYTVA_13331
OG0007118	AENJA_23161	LYTVA_06751
OG0007120	AENJA_23378	LYTVA_01280
OG0007121	AENJA_23568	LYTVA_23219
OG0007122	AENJA_23581	LYTVA_11786
OG0007125	AENJA_23965	LYTVA_15618
OG0007126	AENJA_24234	LYTVA_08493
OG0007128	AENJA_24308	LYTVA_25613
OG0007129	AENJA_24361	LYTVA_17050
OG0007131	AENJA_24469	LYTVA_16333
OG0007132	AENJA_24649	LYTVA_07096, LYTVA_10959
OG0007133	AENJA_24825	LYTVA_06766
OG0007134	AENJA_24826	LYTVA_20762, LYTVA_28832
OG0007135	AENJA_25007	LYTVA_14457
OG0007136	AENJA_25014	LYTVA_16524, LYTVA_20525
OG0007137	AENJA_25069	LYTVA_09390
OG0007138	AENJA_25134	LYTVA_03653
OG0007139	AENJA_25183	LYTVA_25562
OG0007140	AENJA_25250	LYTVA_23363
OG0007141	AENJA_25287	LYTVA_16084
OG0007143	AENJA_25363	LYTVA_15805
OG0007144	AENJA_25491	LYTVA_10155
OG0007145	AENJA_25560	LYTVA_15266, LYTVA_19982
OG0007146	AENJA_25582	LYTVA_19996
OG0007147	AENJA_25613	LYTVA_11114
OG0007149	AENJA_25859	LYTVA_15882, LYTVA_21404
OG0007150	AENJA_26056	LYTVA_25594, LYTVA_18677
OG0007151	AENJA_26211	LYTVA_07846
OG0007152	AENJA_26373	LYTVA_22748
OG0007153	AENJA_26504	LYTVA_30218, LYTVA_10839
OG0007154	AENJA_26509	LYTVA_07855, LYTVA_07854
OG0007155	AENJA_26726	LYTVA_13122
OG0007248	AENJA_00004	LYTVA_01206, LYTVA_22776
OG0007249	AENJA_00124	LYTVA_04104
OG0007250	AENJA_00139	LYTVA_12323
OG0007251	AENJA_00324	LYTVA_10607
OG0007252	AENJA_00397	LYTVA_16063
OG0007253	AENJA_00767	LYTVA_07358
OG0007254	AENJA_00931	LYTVA_17075
OG0007256	AENJA_01044	LYTVA_16363
OG0007257	AENJA_01211	LYTVA_04051
OG0007258	AENJA_01436, AENJA_11453	LYTVA_04807
OG0007259	AENJA_01473, AENJA_01474	LYTVA_16297, LYTVA_01663, LYTVA_17800
OG0007260	AENJA_01550	LYTVA_08717
OG0007261	AENJA_01593	LYTVA_16329
OG0007262	AENJA_01612, AENJA_09874	LYTVA_28968
OG0007262	AENJA_11921	LYTVA_20443
OG0007262	AENJA_14366	LYTVA_26166
OG0007263	AENJA_01812	LYTVA_23147
OG0007263	AENJA_05982	LYTVA_24647
OG0007263	AENJA_09798, AENJA_18663	LYTVA_12836
OG0007263	AENJA_05983	LYTVA_08093
OG0007264	AENJA_02217	LYTVA_15357
OG0007266	AENJA_08462, AENJA_02257	LYTVA_03338
OG0007267	AENJA_02284	LYTVA_02310
OG0007270	AENJA_02688	LYTVA_28460
OG0007271	AENJA_02740	LYTVA_24259
OG0007272	AENJA_02756	LYTVA_23152
OG0007273	AENJA_02792	LYTVA_24239, LYTVA_02079
OG0007274	AENJA_02816	LYTVA_00331
OG0007275	AENJA_02862	LYTVA_19066
OG0007278	AENJA_03209	LYTVA_05854, LYTVA_10931
OG0007280	AENJA_03407	LYTVA_21703
OG0007281	AENJA_03420	LYTVA_00393
OG0007282	AENJA_03431	LYTVA_20254
OG0007283	AENJA_03462	LYTVA_06398
OG0007284	AENJA_03468	LYTVA_17810
OG0007285	AENJA_03475	LYTVA_06497
OG0007289	AENJA_03836	LYTVA_02881
OG0007291	AENJA_03983	LYTVA_21801
OG0007293	AENJA_04149	LYTVA_25203
OG0007293	AENJA_04148	LYTVA_07215
OG0007294	AENJA_04367	LYTVA_23269
OG0007295	AENJA_04369	LYTVA_06189
OG0007296	AENJA_04461	LYTVA_20748, LYTVA_17621
OG0007298	AENJA_04527	LYTVA_07185
OG0007300	AENJA_04647	LYTVA_18529
OG0007301	AENJA_04686	LYTVA_05959
OG0007303	AENJA_05104	LYTVA_10989
OG0007304	AENJA_05122	LYTVA_09281
OG0007305	AENJA_05241	LYTVA_16586, LYTVA_20937
OG0007306	AENJA_05277	LYTVA_16572
OG0007307	AENJA_05325	LYTVA_18744
OG0007308	AENJA_07715	LYTVA_15824
OG0007308	AENJA_05754	LYTVA_10193
OG0007310	AENJA_05858	LYTVA_04236
OG0007312	AENJA_05894	LYTVA_25929
OG0007313	AENJA_10867, AENJA_06071	LYTVA_02867
OG0007314	AENJA_06139	LYTVA_10156
OG0007315	AENJA_24540	LYTVA_08065
OG0007315	AENJA_10374, AENJA_06256, AENJA_24544	LYTVA_10122, LYTVA_02405, LYTVA_14248
OG0007316	AENJA_06485, AENJA_20879	LYTVA_17190
OG0007317	AENJA_06549	LYTVA_22574
OG0007318	AENJA_06588	LYTVA_12895
OG0007319	AENJA_06656	LYTVA_01930
OG0007320	AENJA_06780	LYTVA_07334
OG0007321	AENJA_06818	LYTVA_14764
OG0007322	AENJA_06900	LYTVA_23565
OG0007323	AENJA_06960	LYTVA_28988
OG0007324	AENJA_07021	LYTVA_13187
OG0007325	AENJA_07023	LYTVA_13185, LYTVA_25303
OG0007327	AENJA_07205	LYTVA_13869, LYTVA_23810
OG0007328	AENJA_07462	LYTVA_28320, LYTVA_17079
OG0007329	AENJA_07623	LYTVA_17097
OG0007330	AENJA_07724	LYTVA_26367
OG0007331	AENJA_07941	LYTVA_05890
OG0007332	AENJA_07980	LYTVA_10319
OG0007334	AENJA_10683	LYTVA_06945
OG0007336	AENJA_08744	LYTVA_26129
OG0007337	AENJA_08756	LYTVA_20082, LYTVA_05737
OG0007338	AENJA_08801	LYTVA_02353
OG0007339	AENJA_08839	LYTVA_07201
OG0007340	AENJA_08960	LYTVA_14005
OG0007341	AENJA_08963	LYTVA_06630
OG0007342	AENJA_09009	LYTVA_13753
OG0007343	AENJA_09011	LYTVA_03841
OG0007345	AENJA_09249	LYTVA_09108
OG0007347	AENJA_09485	LYTVA_01386
OG0007348	AENJA_09604	LYTVA_09877
OG0007349	AENJA_09661	LYTVA_12788
OG0007350	AENJA_09700	LYTVA_14713
OG0007351	AENJA_09717	LYTVA_29566
OG0007352	AENJA_09848	LYTVA_11993, LYTVA_09786
OG0007353	AENJA_10075	LYTVA_17240
OG0007354	AENJA_10138	LYTVA_23171
OG0007355	AENJA_10292, AENJA_10291	LYTVA_09986
OG0007356	AENJA_10363	LYTVA_06628
OG0007357	AENJA_10365	LYTVA_04535
OG0007358	AENJA_10512	LYTVA_02726
OG0007359	AENJA_10652	LYTVA_10799
OG0007360	AENJA_10766	LYTVA_01643
OG0007361	AENJA_10793	LYTVA_06556
OG0007363	AENJA_10957	LYTVA_06669
OG0007364	AENJA_10959	LYTVA_15849
OG0007365	AENJA_10977	LYTVA_02308, LYTVA_06457
OG0007366	AENJA_11206	LYTVA_11005
OG0007367	AENJA_11272	LYTVA_04852
OG0007368	AENJA_11301	LYTVA_17542, LYTVA_00624
OG0007369	AENJA_11422	LYTVA_19408, LYTVA_18884
OG0007370	AENJA_11425	LYTVA_06055
OG0007371	AENJA_11627	LYTVA_08968
OG0007372	AENJA_11631	LYTVA_18746
OG0007373	AENJA_11675	LYTVA_15629
OG0007374	AENJA_11711	LYTVA_08561
OG0007375	AENJA_11754	LYTVA_29369
OG0007376	AENJA_11779	LYTVA_19972
OG0007377	AENJA_11839	LYTVA_26494
OG0007378	AENJA_11927	LYTVA_05887
OG0007379	AENJA_12106	LYTVA_05996, LYTVA_05995
OG0007380	AENJA_12373	LYTVA_29427
OG0007382	AENJA_12498	LYTVA_04728
OG0007383	AENJA_12505	LYTVA_25466
OG0007385	AENJA_12739	LYTVA_19121
OG0007386	AENJA_12898	LYTVA_07566
OG0007387	AENJA_12902	LYTVA_11399
OG0007388	AENJA_13027	LYTVA_28469
OG0007389	AENJA_13187	LYTVA_27684
OG0007390	AENJA_13202	LYTVA_17759
OG0007391	AENJA_13207	LYTVA_27612
OG0007392	AENJA_13312	LYTVA_00208
OG0007394	AENJA_13338	LYTVA_29547
OG0007395	AENJA_13363	LYTVA_10851
OG0007396	AENJA_13626	LYTVA_21805
OG0007397	AENJA_13692	LYTVA_06439
OG0007398	AENJA_13960	LYTVA_15791
OG0007399	AENJA_14225	LYTVA_24113
OG0007400	AENJA_14239	LYTVA_13880
OG0007401	AENJA_14395	LYTVA_25998
OG0007402	AENJA_14648	LYTVA_04009
OG0007403	AENJA_14745	LYTVA_10578
OG0007404	AENJA_15171	LYTVA_10389, LYTVA_17043
OG0007405	AENJA_15366	LYTVA_23328
OG0007406	AENJA_15368	LYTVA_23327
OG0007408	AENJA_15439	LYTVA_17573
OG0007409	AENJA_15440	LYTVA_06962
OG0007410	AENJA_15452	LYTVA_19785
OG0007412	AENJA_15771	LYTVA_13953
OG0007413	AENJA_15882	LYTVA_12200
OG0007414	AENJA_16065	LYTVA_02207
OG0007415	AENJA_16254	LYTVA_24128, LYTVA_22964
OG0007416	AENJA_16466	LYTVA_05946
OG0007417	AENJA_16596	LYTVA_01637
OG0007418	AENJA_20071, AENJA_16895	LYTVA_20251
OG0007420	AENJA_16980	LYTVA_03332
OG0007421	AENJA_17319	LYTVA_21519
OG0007423	AENJA_17845	LYTVA_22179
OG0007424	AENJA_17849	LYTVA_28915
OG0007425	AENJA_17864	LYTVA_25706
OG0007426	AENJA_17973	LYTVA_28110
OG0007428	AENJA_18355	LYTVA_18257
OG0007429	AENJA_19005	LYTVA_16880, LYTVA_16876
OG0007430	AENJA_19078	LYTVA_01743
OG0007432	AENJA_19403, AENJA_19402	LYTVA_30029
OG0007433	AENJA_19654	LYTVA_26445
OG0007435	AENJA_19773	LYTVA_04168, LYTVA_12359
OG0007436	AENJA_19801	LYTVA_21950
OG0007437	AENJA_19860	LYTVA_12547
OG0007438	AENJA_20029	LYTVA_08752
OG0007439	AENJA_20396	LYTVA_15776
OG0007440	AENJA_20434	LYTVA_03341
OG0007441	AENJA_20556	LYTVA_02745
OG0007443	AENJA_20689	LYTVA_22108
OG0007445	AENJA_20821	LYTVA_25194
OG0007446	AENJA_20884	LYTVA_20327
OG0007447	AENJA_20921	LYTVA_26906
OG0007448	AENJA_20930	LYTVA_05884, LYTVA_06345, LYTVA_19307
OG0007449	AENJA_21306	LYTVA_05951
OG0007451	AENJA_21528	LYTVA_21924, LYTVA_18802
OG0007452	AENJA_21651	LYTVA_06058
OG0007454	AENJA_21740	LYTVA_28426
OG0007455	AENJA_21828	LYTVA_13341
OG0007456	AENJA_21979	LYTVA_23476
OG0007457	AENJA_22032	LYTVA_13606
OG0007458	AENJA_22067	LYTVA_22841
OG0007459	AENJA_22258	LYTVA_09289
OG0007460	AENJA_22264	LYTVA_08625
OG0007461	AENJA_22317	LYTVA_18774
OG0007462	AENJA_22556	LYTVA_09490, LYTVA_13057
OG0007464	AENJA_22697	LYTVA_10781
OG0007465	AENJA_22699	LYTVA_26141
OG0007466	AENJA_22881	LYTVA_10130
OG0007467	AENJA_23010	LYTVA_02679
OG0007468	AENJA_23214	LYTVA_03501
OG0007469	AENJA_23278	LYTVA_10120
OG0007471	AENJA_23384	LYTVA_12320
OG0007472	AENJA_23719	LYTVA_00584
OG0007474	AENJA_23962	LYTVA_15161, LYTVA_03974
OG0007475	AENJA_23966	LYTVA_27620
OG0007476	AENJA_24225	LYTVA_27412
OG0007477	AENJA_24292	LYTVA_29029
OG0007478	AENJA_24685	LYTVA_19699
OG0007479	AENJA_24748	LYTVA_01291
OG0007480	AENJA_24812	LYTVA_24798
OG0007481	AENJA_24944	LYTVA_08388
OG0007482	AENJA_25120	LYTVA_29492
OG0007483	AENJA_25192	LYTVA_15083
OG0007484	AENJA_25231	LYTVA_07505
OG0007486	AENJA_25437	LYTVA_20001
OG0007487	AENJA_25922	LYTVA_02756
OG0007489	AENJA_26107	LYTVA_00864
OG0007490	AENJA_26187	LYTVA_13021
OG0007492	AENJA_26511	LYTVA_10069
OG0007493	AENJA_26529	LYTVA_16474
OG0007494	AENJA_26703	LYTVA_11090
OG0007497	AENJA_26773	LYTVA_14734
OG0007583	AENJA_00226	LYTVA_02898
OG0007584	AENJA_25290, AENJA_00242	LYTVA_07507
OG0007586	AENJA_00380	LYTVA_23540
OG0007587	AENJA_00432	LYTVA_06191
OG0007588	AENJA_00505	LYTVA_19122
OG0007589	AENJA_00571	LYTVA_15571
OG0007590	AENJA_24958, AENJA_00697	LYTVA_22603
OG0007591	AENJA_01019	LYTVA_15821
OG0007594	AENJA_01198	LYTVA_16910
OG0007595	AENJA_01322	LYTVA_04822, LYTVA_27964
OG0007597	AENJA_01698	LYTVA_04975
OG0007598	AENJA_01726	LYTVA_14137
OG0007600	AENJA_01841	LYTVA_02329, LYTVA_28486, LYTVA_22411
OG0007601	AENJA_02054	LYTVA_20410
OG0007602	AENJA_02165	LYTVA_22545, LYTVA_19111
OG0007603	AENJA_02214	LYTVA_01215
OG0007604	AENJA_02267	LYTVA_27072, LYTVA_11917
OG0007605	AENJA_02353	LYTVA_23223
OG0007607	AENJA_02368	LYTVA_28351
OG0007608	AENJA_02633	LYTVA_19572
OG0007609	AENJA_02689	LYTVA_28776
OG0007610	AENJA_02817	LYTVA_01262
OG0007611	AENJA_03132	LYTVA_10154
OG0007612	AENJA_03149	LYTVA_02241
OG0007613	AENJA_03179	LYTVA_11371
OG0007615	AENJA_03386	LYTVA_01668
OG0007616	AENJA_03409	LYTVA_04326
OG0007617	AENJA_03469, AENJA_22388	LYTVA_06763
OG0007618	AENJA_03470	LYTVA_17818
OG0007619	AENJA_03762	LYTVA_16958
OG0007620	AENJA_17351, AENJA_15905, AENJA_03815	LYTVA_25475, LYTVA_25480, LYTVA_04681, LYTVA_17793, LYTVA_04682, LYTVA_08744, LYTVA_07138
OG0007621	AENJA_03833	LYTVA_28737
OG0007623	AENJA_08941, AENJA_04211	LYTVA_25391
OG0007624	AENJA_04295	LYTVA_26685
OG0007625	AENJA_04665	LYTVA_02355
OG0007626	AENJA_04777	LYTVA_26960
OG0007627	AENJA_04956	LYTVA_14323, LYTVA_14322, LYTVA_16957, LYTVA_22586, LYTVA_14339, LYTVA_14669, LYTVA_18558, LYTVA_10036, LYTVA_20383, LYTVA_28765, LYTVA_20739
OG0007628	AENJA_04962	LYTVA_20735
OG0007630	AENJA_05194	LYTVA_21472
OG0007631	AENJA_05278	LYTVA_08707, LYTVA_01412
OG0007632	AENJA_05484	LYTVA_27271, LYTVA_07026, LYTVA_09524
OG0007633	AENJA_05570	LYTVA_11264
OG0007635	AENJA_05652	LYTVA_00547
OG0007636	AENJA_12145	LYTVA_16108
OG0007636	AENJA_05853	LYTVA_02843
OG0007637	AENJA_05864	LYTVA_23253
OG0007638	AENJA_06211	LYTVA_28819, LYTVA_12541
OG0007639	AENJA_06285	LYTVA_29195
OG0007640	AENJA_06871	LYTVA_16975, LYTVA_04217
OG0007642	AENJA_07087	LYTVA_19507
OG0007643	AENJA_07280	LYTVA_13772, LYTVA_29417
OG0007644	AENJA_07282	LYTVA_06491
OG0007645	AENJA_07676	LYTVA_22625
OG0007646	AENJA_07683	LYTVA_11672
OG0007647	AENJA_07698	LYTVA_17226, LYTVA_08417
OG0007648	AENJA_07744	LYTVA_16410
OG0007649	AENJA_08154	LYTVA_04444, LYTVA_29126
OG0007650	AENJA_08417	LYTVA_04025, LYTVA_24221, LYTVA_22368
OG0007652	AENJA_08655	LYTVA_12087
OG0007653	AENJA_08664	LYTVA_26389
OG0007654	AENJA_08743	LYTVA_29602
OG0007656	AENJA_08929	LYTVA_03488
OG0007657	AENJA_09241	LYTVA_24805
OG0007658	AENJA_09640	LYTVA_00620
OG0007660	AENJA_10005	LYTVA_02046
OG0007661	AENJA_10023	LYTVA_26111
OG0007662	AENJA_10163	LYTVA_26859
OG0007663	AENJA_10256	LYTVA_06307
OG0007665	AENJA_10282	LYTVA_17087
OG0007667	AENJA_10341	LYTVA_11978
OG0007668	AENJA_10381	LYTVA_01048
OG0007669	AENJA_10464	LYTVA_18754
OG0007670	AENJA_10480	LYTVA_03178
OG0007671	AENJA_12064	LYTVA_00969
OG0007672	AENJA_10564	LYTVA_09144
OG0007673	AENJA_10620	LYTVA_06130
OG0007674	AENJA_10687	LYTVA_19731, LYTVA_05255
OG0007675	AENJA_10689	LYTVA_10928
OG0007676	AENJA_10773	LYTVA_12495
OG0007677	AENJA_10946	LYTVA_26927
OG0007678	AENJA_10971, AENJA_10972	LYTVA_02696
OG0007679	AENJA_11083	LYTVA_08970
OG0007683	AENJA_11263, AENJA_13110	LYTVA_17616
OG0007685	AENJA_11330	LYTVA_02760
OG0007686	AENJA_11496	LYTVA_12208
OG0007687	AENJA_11514	LYTVA_15396
OG0007689	AENJA_11622	LYTVA_19628
OG0007690	AENJA_11693	LYTVA_28416
OG0007691	AENJA_11787	LYTVA_22077
OG0007692	AENJA_11895	LYTVA_24951
OG0007694	AENJA_12365	LYTVA_26876
OG0007695	AENJA_12489	LYTVA_05499, LYTVA_10609
OG0007696	AENJA_12919	LYTVA_24378
OG0007697	AENJA_12952	LYTVA_10922
OG0007699	AENJA_13050	LYTVA_01611, LYTVA_09243, LYTVA_26832
OG0007700	AENJA_13417	LYTVA_07316
OG0007701	AENJA_13421	LYTVA_21781
OG0007702	AENJA_13485	LYTVA_05328
OG0007703	AENJA_13780	LYTVA_27223, LYTVA_22526
OG0007704	AENJA_13789	LYTVA_08360
OG0007705	AENJA_13836	LYTVA_14287
OG0007708	AENJA_14019	LYTVA_29207
OG0007709	AENJA_14142	LYTVA_10006
OG0007710	AENJA_14147	LYTVA_27831, LYTVA_14619, LYTVA_04387
OG0007711	AENJA_14168, AENJA_14167	LYTVA_29385, LYTVA_17924
OG0007712	AENJA_14241	LYTVA_10828
OG0007713	AENJA_14256	LYTVA_11468
OG0007714	AENJA_14298	LYTVA_09705
OG0007716	AENJA_14436	LYTVA_19321
OG0007717	AENJA_14512	LYTVA_16631
OG0007719	AENJA_14796	LYTVA_26116
OG0007721	AENJA_15418	LYTVA_28411
OG0007722	AENJA_15592	LYTVA_18125
OG0007723	AENJA_15656	LYTVA_01240
OG0007724	AENJA_15747	LYTVA_24222
OG0007725	AENJA_15798	LYTVA_20581, LYTVA_05852, LYTVA_03891
OG0007726	AENJA_15888	LYTVA_06027
OG0007727	AENJA_15914	LYTVA_12845, LYTVA_28212
OG0007728	AENJA_16033	LYTVA_04426
OG0007730	AENJA_16479	LYTVA_17502
OG0007731	AENJA_16519	LYTVA_07729, LYTVA_10141, LYTVA_09316
OG0007732	AENJA_16743	LYTVA_00596
OG0007733	AENJA_16976	LYTVA_17250
OG0007734	AENJA_17060	LYTVA_12740
OG0007735	AENJA_17384	LYTVA_08877
OG0007737	AENJA_17429	LYTVA_07110, LYTVA_07111
OG0007738	AENJA_17519	LYTVA_26772
OG0007739	AENJA_17580	LYTVA_25107
OG0007740	AENJA_17729	LYTVA_13616, LYTVA_03535
OG0007741	AENJA_17929	LYTVA_05974
OG0007742	AENJA_17975	LYTVA_04252
OG0007743	AENJA_18237	LYTVA_21362
OG0007744	AENJA_18288	LYTVA_19072
OG0007745	AENJA_18335	LYTVA_03413
OG0007746	AENJA_18434	LYTVA_12054
OG0007747	AENJA_18844	LYTVA_08028, LYTVA_13506
OG0007748	AENJA_18894	LYTVA_16035
OG0007749	AENJA_19022	LYTVA_25973
OG0007751	AENJA_19310	LYTVA_20108
OG0007752	AENJA_19359	LYTVA_05758
OG0007753	AENJA_19363	LYTVA_16387, LYTVA_30075, LYTVA_24327, LYTVA_28419
OG0007754	AENJA_19398	LYTVA_02556, LYTVA_22115
OG0007755	AENJA_19613	LYTVA_27977
OG0007756	AENJA_19709	LYTVA_26790, LYTVA_01408
OG0007757	AENJA_20316, AENJA_19847	LYTVA_29634
OG0007758	AENJA_19933	LYTVA_02245
OG0007759	AENJA_20025	LYTVA_29844, LYTVA_13752
OG0007760	AENJA_20050	LYTVA_22853
OG0007762	AENJA_23767, AENJA_25729, AENJA_20187	LYTVA_02092
OG0007763	AENJA_20330	LYTVA_23256
OG0007764	AENJA_20732	LYTVA_05432
OG0007765	AENJA_21015	LYTVA_28454
OG0007765	AENJA_21016, AENJA_21017	LYTVA_09453
OG0007766	AENJA_21034	LYTVA_16803
OG0007767	AENJA_21313	LYTVA_18171
OG0007768	AENJA_21314	LYTVA_26406
OG0007769	AENJA_21372	LYTVA_15736
OG0007770	AENJA_21605	LYTVA_17778
OG0007771	AENJA_21609	LYTVA_23243
OG0007772	AENJA_21724	LYTVA_28492
OG0007773	AENJA_21739	LYTVA_28425
OG0007774	AENJA_21779	LYTVA_07983
OG0007775	AENJA_21848, AENJA_21916	LYTVA_27798
OG0007776	AENJA_22036	LYTVA_09426
OG0007778	AENJA_22303	LYTVA_07356, LYTVA_07353
OG0007779	AENJA_22377	LYTVA_04248
OG0007780	AENJA_22486	LYTVA_19102
OG0007781	AENJA_22495	LYTVA_26330, LYTVA_26857
OG0007782	AENJA_22500	LYTVA_11501
OG0007783	AENJA_22584	LYTVA_18320
OG0007784	AENJA_22600	LYTVA_09607
OG0007785	AENJA_22648, AENJA_26088	LYTVA_04516
OG0007786	AENJA_22814	LYTVA_30038
OG0007787	AENJA_22832	LYTVA_17596
OG0007788	AENJA_22872	LYTVA_09000
OG0007789	AENJA_22873	LYTVA_08173
OG0007791	AENJA_23000	LYTVA_13914
OG0007792	AENJA_23125	LYTVA_11746
OG0007792	AENJA_23126	LYTVA_13324
OG0007793	AENJA_23139	LYTVA_13499
OG0007794	AENJA_23230	LYTVA_26977
OG0007796	AENJA_23473	LYTVA_11355
OG0007798	AENJA_23971	LYTVA_16861, LYTVA_18242
OG0007799	AENJA_24305	LYTVA_21389
OG0007800	AENJA_24733	LYTVA_15028
OG0007801	AENJA_24750	LYTVA_25330
OG0007802	AENJA_24870	LYTVA_18290
OG0007803	AENJA_24900	LYTVA_01593
OG0007804	AENJA_24903	LYTVA_03179
OG0007805	AENJA_25156	LYTVA_16960, LYTVA_00808, LYTVA_17169, LYTVA_16961
OG0007808	AENJA_25757	LYTVA_22541, LYTVA_16872
OG0007809	AENJA_25815	LYTVA_16781
OG0007810	AENJA_25829	LYTVA_14635
OG0007812	AENJA_26416	LYTVA_27813
OG0007813	AENJA_26599	LYTVA_09962
OG0007814	AENJA_26751	LYTVA_15113, LYTVA_01159
OG0007815	AENJA_26766	LYTVA_06622
OG0007907	AENJA_00085	LYTVA_20630, LYTVA_17910
OG0007908	AENJA_00151	LYTVA_00128
OG0007911	AENJA_00247	LYTVA_20096
OG0007912	AENJA_00261	LYTVA_21780
OG0007913	AENJA_00323, AENJA_00322	LYTVA_02876
OG0007915	AENJA_00437	LYTVA_11903
OG0007917	AENJA_00555	LYTVA_27582
OG0007919	AENJA_00691	LYTVA_15045
OG0007920	AENJA_00706	LYTVA_23299
OG0007921	AENJA_00713	LYTVA_17931
OG0007922	AENJA_00734, AENJA_00733	LYTVA_30133
OG0007924	AENJA_00993	LYTVA_03082
OG0007925	AENJA_01050, AENJA_01051	LYTVA_19385
OG0007926	AENJA_01125	LYTVA_27557
OG0007927	AENJA_01458	LYTVA_12602
OG0007928	AENJA_01314	LYTVA_16597, LYTVA_20725
OG0007929	AENJA_01377	LYTVA_13569, LYTVA_05871
OG0007930	AENJA_05381	LYTVA_24546
OG0007931	AENJA_01727	LYTVA_25938
OG0007932	AENJA_01753	LYTVA_19215
OG0007933	AENJA_02051	LYTVA_28872, LYTVA_22503
OG0007934	AENJA_02342	LYTVA_02611
OG0007935	AENJA_02345	LYTVA_06445
OG0007937	AENJA_02784	LYTVA_24311
OG0007938	AENJA_02811	LYTVA_22645, LYTVA_12290
OG0007942	AENJA_03272	LYTVA_02894
OG0007943	AENJA_03467	LYTVA_23768
OG0007944	AENJA_03606	LYTVA_18958
OG0007945	AENJA_03801	LYTVA_06637, LYTVA_23001
OG0007946	AENJA_03832	LYTVA_22492
OG0007947	AENJA_04228	LYTVA_18731
OG0007948	AENJA_04332	LYTVA_12792
OG0007950	AENJA_26320	LYTVA_12186
OG0007951	AENJA_04818	LYTVA_13182
OG0007953	AENJA_04939	LYTVA_29452
OG0007954	AENJA_05279	LYTVA_00640
