Orthogroup	AENJA_ok	PFLAV
OG0008067	AENJA_22996	TCONS_00046780.p1
OG0008068	AENJA_23036	TCONS_00043977.p1
OG0008069	AENJA_23295	TCONS_00054208.p1
OG0008070	AENJA_23324	TCONS_00045673.p1, TCONS_00046759.p1
OG0008071	AENJA_23380	TCONS_00053525.p1
OG0008073	AENJA_23533	TCONS_00015891.p1
OG0008074	AENJA_23838	TCONS_00006416.p1
OG0008075	AENJA_24721	TCONS_00043488.p1
OG0008076	AENJA_24761	TCONS_00002976.p1
OG0008077	AENJA_24893	TCONS_00010823.p1, TCONS_00009553.p1
OG0008078	AENJA_24980	TCONS_00056338.p1, TCONS_00056307.p1
OG0008079	AENJA_25100	TCONS_00050833.p1
OG0008080	AENJA_25141	TCONS_00036084.p1
OG0008081	AENJA_25170	TCONS_00007371.p1
OG0008082	AENJA_25191	TCONS_00017327.p1, TCONS_00016849.p1
OG0008083	AENJA_25219	TCONS_00010524.p1
OG0008084	AENJA_25324	TCONS_00003544.p1
OG0008085	AENJA_25493	TCONS_00048120.p1
OG0008086	AENJA_25596	TCONS_00026144.p1
OG0008087	AENJA_25872	TCONS_00020564.p1
OG0008088	AENJA_25970	TCONS_00012111.p1
OG0008089	AENJA_26262, AENJA_26264	TCONS_00048989.p1
OG0008090	AENJA_26607	TCONS_00057221.p1, TCONS_00056055.p1
OG0008091	AENJA_26699	TCONS_00005043.p1
OG0008092	AENJA_26787	TCONS_00023028.p1, TCONS_00023016.p1
OG0008196	AENJA_00317	TCONS_00029450.p1
OG0008197	AENJA_00414	TCONS_00023135.p1, TCONS_00023136.p1, TCONS_00005082.p1, TCONS_00023173.p1, TCONS_00054389.p1, TCONS_00040933.p1, TCONS_00054390.p1, TCONS_00027687.p1, TCONS_00054070.p1, TCONS_00031104.p1, TCONS_00052602.p1, TCONS_00018332.p1, TCONS_00018331.p1, TCONS_00022445.p1, TCONS_00022447.p1, TCONS_00022454.p1, TCONS_00026498.p1, TCONS_00018338.p1
OG0008198	AENJA_22905, AENJA_00866	TCONS_00056531.p1
OG0008199	AENJA_01001	TCONS_00042666.p1
OG0008201	AENJA_01208	TCONS_00048104.p1
OG0008202	AENJA_01325	TCONS_00001733.p1
OG0008203	AENJA_01357	TCONS_00031107.p1
OG0008204	AENJA_01376	TCONS_00007987.p1
OG0008205	AENJA_01532	TCONS_00015366.p1
OG0008206	AENJA_11972, AENJA_01666	TCONS_00055789.p1
OG0008208	AENJA_01852	TCONS_00049607.p1
OG0008209	AENJA_01880	TCONS_00021163.p1
OG0008210	AENJA_26285, AENJA_20574, AENJA_20572, AENJA_01882, AENJA_01885, AENJA_23388, AENJA_23385, AENJA_24143, AENJA_13053, AENJA_04326, AENJA_15362, AENJA_23338, AENJA_19925, AENJA_21746, AENJA_12399, AENJA_26283	TCONS_00048075.p1, TCONS_00048067.p1, TCONS_00048068.p1, TCONS_00048066.p1, TCONS_00048073.p1
OG0008211	AENJA_01948	TCONS_00028638.p1
OG0008212	AENJA_02202, AENJA_17139	TCONS_00019275.p1
OG0008213	AENJA_02352	TCONS_00001410.p1
OG0008214	AENJA_02373	TCONS_00051487.p1
OG0008215	AENJA_02474	TCONS_00043300.p1
OG0008216	AENJA_02643	TCONS_00010959.p1
OG0008217	AENJA_03020	TCONS_00012970.p1
OG0008218	AENJA_03029	TCONS_00012331.p1
OG0008219	AENJA_03031	TCONS_00012416.p1
OG0008220	AENJA_03211	TCONS_00042670.p1
OG0008221	AENJA_03408	TCONS_00009201.p1
OG0008222	AENJA_03415	TCONS_00026415.p1
OG0008223	AENJA_03483	TCONS_00042111.p1
OG0008224	AENJA_03538	TCONS_00008388.p1
OG0008225	AENJA_03573	TCONS_00043601.p1, TCONS_00043628.p1
OG0008227	AENJA_03715	TCONS_00028062.p1
OG0008228	AENJA_03787	TCONS_00048004.p1
OG0008229	AENJA_03931	TCONS_00015422.p2
OG0008230	AENJA_04035	TCONS_00009368.p1
OG0008231	AENJA_04312	TCONS_00027257.p1
OG0008232	AENJA_04401	TCONS_00016605.p1
OG0008233	AENJA_12508, AENJA_04737	TCONS_00015629.p1
OG0008234	AENJA_04854	TCONS_00013274.p1
OG0008235	AENJA_05077	TCONS_00051131.p1
OG0008237	AENJA_05577	TCONS_00038662.p1
OG0008238	AENJA_05620	TCONS_00009342.p1
OG0008239	AENJA_05646	TCONS_00030558.p1
OG0008240	AENJA_05677	TCONS_00018259.p1
OG0008241	AENJA_05722	TCONS_00055234.p1
OG0008242	AENJA_05732	TCONS_00045727.p1
OG0008243	AENJA_05790	TCONS_00002384.p1
OG0008244	AENJA_05897	TCONS_00014030.p1
OG0008245	AENJA_05910	TCONS_00006729.p1
OG0008246	AENJA_06048	TCONS_00003451.p1
OG0008247	AENJA_06106	TCONS_00007378.p1
OG0008249	AENJA_06670	TCONS_00053524.p1
OG0008250	AENJA_06779	TCONS_00028157.p1
OG0008251	AENJA_06866	TCONS_00038738.p1
OG0008252	AENJA_06985	TCONS_00028021.p1
OG0008253	AENJA_07477	TCONS_00026357.p1, TCONS_00026348.p1
OG0008254	AENJA_07508	TCONS_00014505.p1
OG0008255	AENJA_07942	TCONS_00055247.p1
OG0008256	AENJA_08183	TCONS_00054220.p1
OG0008257	AENJA_08319	TCONS_00022343.p1
OG0008258	AENJA_08403	TCONS_00011309.p1, TCONS_00011285.p1
OG0008259	AENJA_08568	TCONS_00017570.p1
OG0008260	AENJA_08627	TCONS_00007412.p1
OG0008261	AENJA_08637	TCONS_00042941.p1
OG0008262	AENJA_08652	TCONS_00015720.p1
OG0008263	AENJA_08668	TCONS_00011021.p1
OG0008264	AENJA_08758	TCONS_00028692.p1
OG0008265	AENJA_09054	TCONS_00048315.p1
OG0008267	AENJA_09216	TCONS_00049070.p1
OG0008269	AENJA_09331	TCONS_00020161.p1
OG0008270	AENJA_09342	TCONS_00008816.p1
OG0008271	AENJA_09398	TCONS_00020657.p1
OG0008272	AENJA_09453	TCONS_00023969.p1
OG0008274	AENJA_09504	TCONS_00048272.p1
OG0008275	AENJA_09593	TCONS_00001002.p1
OG0008276	AENJA_09753	TCONS_00051888.p1, TCONS_00038331.p1, TCONS_00038360.p1
OG0008277	AENJA_09854	TCONS_00036027.p1
OG0008278	AENJA_09972	TCONS_00006465.p1
OG0008279	AENJA_10024	TCONS_00050311.p1, TCONS_00050155.p1
OG0008280	AENJA_10050	TCONS_00020934.p1
OG0008281	AENJA_10162	TCONS_00010339.p1
OG0008282	AENJA_10248	TCONS_00052964.p1
OG0008283	AENJA_10286	TCONS_00004633.p1, TCONS_00004645.p1
OG0008284	AENJA_10377	TCONS_00004973.p1
OG0008286	AENJA_10651	TCONS_00008166.p1
OG0008287	AENJA_25451, AENJA_10854	TCONS_00056108.p1, TCONS_00019953.p1, TCONS_00015669.p1, TCONS_00032376.p1, TCONS_00001008.p1, TCONS_00008490.p1, TCONS_00041138.p1, TCONS_00034820.p1, TCONS_00022932.p1, TCONS_00015064.p1, TCONS_00037629.p1, TCONS_00046330.p1, TCONS_00014979.p1
OG0008288	AENJA_10917	TCONS_00052177.p1
OG0008289	AENJA_10942	TCONS_00017809.p1
OG0008290	AENJA_10991	TCONS_00037289.p1
OG0008291	AENJA_10998	TCONS_00012263.p1
OG0008292	AENJA_11346	TCONS_00029849.p1
OG0008294	AENJA_11713	TCONS_00026493.p1
OG0008295	AENJA_16657, AENJA_11908	TCONS_00011707.p1
OG0008296	AENJA_11913	TCONS_00004811.p1
OG0008297	AENJA_12037	TCONS_00027597.p1
OG0008298	AENJA_12089	TCONS_00051471.p1
OG0008299	AENJA_12113	TCONS_00031799.p1, TCONS_00031817.p1
OG0008300	AENJA_12144	TCONS_00030367.p1
OG0008301	AENJA_12441	TCONS_00027290.p1, TCONS_00027284.p1
OG0008302	AENJA_13275	TCONS_00040432.p1, TCONS_00014885.p1, TCONS_00008580.p1, TCONS_00034341.p1, TCONS_00039044.p1, TCONS_00035601.p1
OG0008302	AENJA_25201	TCONS_00041239.p1, TCONS_00013364.p1
OG0008302	AENJA_12478	TCONS_00029195.p1, TCONS_00008579.p1, TCONS_00039045.p1, TCONS_00034437.p1, TCONS_00034340.p1, TCONS_00033111.p1, TCONS_00039046.p1
OG0008303	AENJA_12536	TCONS_00011178.p1
OG0008304	AENJA_12570	TCONS_00022470.p1
OG0008305	AENJA_12858	TCONS_00003821.p1, TCONS_00003794.p1
OG0008306	AENJA_12994, AENJA_12995	TCONS_00020107.p1
OG0008307	AENJA_13011	TCONS_00006279.p1
OG0008308	AENJA_13121	TCONS_00049674.p1
OG0008309	AENJA_13239	TCONS_00029286.p1
OG0008310	AENJA_17000, AENJA_20403, AENJA_16998, AENJA_19104, AENJA_22950, AENJA_13283	TCONS_00014670.p1, TCONS_00014665.p1, TCONS_00014669.p1, TCONS_00014668.p1, TCONS_00016528.p1
OG0008311	AENJA_13375	TCONS_00012110.p1
OG0008312	AENJA_13879	TCONS_00012475.p1
OG0008313	AENJA_13915	TCONS_00013893.p1
OG0008314	AENJA_14054	TCONS_00056818.p1
OG0008315	AENJA_14416	TCONS_00004936.p1
OG0008316	AENJA_14601	TCONS_00055770.p1
OG0008317	AENJA_14783	TCONS_00015717.p1
OG0008318	AENJA_14785	TCONS_00014897.p1
OG0008319	AENJA_14790	TCONS_00050788.p1
OG0008321	AENJA_15203	TCONS_00036424.p1, TCONS_00036415.p1
OG0008321	AENJA_17446	TCONS_00052180.p1
OG0008322	AENJA_15312, AENJA_17305	TCONS_00046267.p1
OG0008323	AENJA_15382	TCONS_00022548.p1
OG0008324	AENJA_15588	TCONS_00005209.p1
OG0008325	AENJA_15718, AENJA_15717	TCONS_00008359.p1
OG0008326	AENJA_15744	TCONS_00016857.p1, TCONS_00016856.p1
OG0008327	AENJA_15788	TCONS_00010127.p1
OG0008328	AENJA_15866	TCONS_00041928.p1
OG0008329	AENJA_16020	TCONS_00055454.p1
OG0008330	AENJA_16127	TCONS_00011854.p1
OG0008331	AENJA_16317	TCONS_00011682.p1
OG0008332	AENJA_16512	TCONS_00026507.p1
OG0008333	AENJA_16988	TCONS_00050937.p1
OG0008334	AENJA_16992	TCONS_00016116.p1, TCONS_00016114.p1
OG0008335	AENJA_17118	TCONS_00054585.p1
OG0008336	AENJA_17129	TCONS_00047560.p1
OG0008337	AENJA_17300	TCONS_00045332.p2
OG0008338	AENJA_17786	TCONS_00045316.p1
OG0008339	AENJA_17825	TCONS_00018555.p1
OG0008340	AENJA_18345	TCONS_00036553.p1, TCONS_00036563.p1
OG0008341	AENJA_18514	TCONS_00009876.p1
OG0008342	AENJA_18557	TCONS_00008163.p1
OG0008343	AENJA_18563	TCONS_00018330.p1
OG0008344	AENJA_18634	TCONS_00056217.p1
OG0008346	AENJA_18767	TCONS_00004497.p1
OG0008347	AENJA_18947	TCONS_00004068.p1
OG0008348	AENJA_19233	TCONS_00014673.p1, TCONS_00015811.p1
OG0008349	AENJA_19677	TCONS_00044046.p1
OG0008350	AENJA_19686	TCONS_00012708.p1
OG0008351	AENJA_19747	TCONS_00057084.p1
OG0008352	AENJA_19927	TCONS_00028799.p1
OG0008353	AENJA_19936	TCONS_00049591.p1
OG0008354	AENJA_20279	TCONS_00028293.p1
OG0008355	AENJA_20829	TCONS_00011797.p1
OG0008356	AENJA_25615, AENJA_20990	TCONS_00051279.p1
OG0008357	AENJA_21156	TCONS_00029292.p1
OG0008358	AENJA_21304	TCONS_00008717.p1
OG0008359	AENJA_21350	TCONS_00046387.p1
OG0008360	AENJA_21540	TCONS_00007589.p1
OG0008361	AENJA_21933	TCONS_00045263.p1
OG0008363	AENJA_22641	TCONS_00003883.p1
OG0008364	AENJA_23223	TCONS_00026913.p1
OG0008365	AENJA_23252	TCONS_00021499.p1
OG0008366	AENJA_23409	TCONS_00019512.p1
OG0008367	AENJA_23708	TCONS_00030987.p1
OG0008368	AENJA_23984	TCONS_00002675.p1
OG0008369	AENJA_24036	TCONS_00005642.p1, TCONS_00005290.p1
OG0008370	AENJA_24205	TCONS_00020192.p1, TCONS_00045700.p1, TCONS_00046736.p1
OG0008371	AENJA_24359	TCONS_00027431.p1
OG0008373	AENJA_24428	TCONS_00036916.p1
OG0008374	AENJA_25266	TCONS_00048049.p1, TCONS_00048054.p1
OG0008376	AENJA_25448	TCONS_00039338.p1
OG0008377	AENJA_25580	TCONS_00056289.p1
OG0008378	AENJA_25875	TCONS_00019276.p1
OG0008379	AENJA_25898	TCONS_00053560.p1
OG0008380	AENJA_25998	TCONS_00056162.p1
OG0008381	AENJA_26202	TCONS_00026138.p1
OG0008382	AENJA_26241	TCONS_00008791.p1
OG0008383	AENJA_26281	TCONS_00056702.p1
OG0008384	AENJA_26604	TCONS_00010601.p1
OG0008385	AENJA_26624	TCONS_00022840.p3
OG0008386	AENJA_26631	TCONS_00053240.p1
OG0008387	AENJA_26702	TCONS_00006442.p1
OG0008388	AENJA_26785	TCONS_00011934.p1, TCONS_00014939.p1
OG0008507	AENJA_00318	TCONS_00028834.p1
OG0008509	AENJA_00544	TCONS_00051127.p1
OG0008510	AENJA_00578	TCONS_00037582.p1, TCONS_00035046.p1, TCONS_00046657.p1, TCONS_00036906.p1, TCONS_00006677.p1, TCONS_00003523.p1
OG0008512	AENJA_00753	TCONS_00016538.p1
OG0008513	AENJA_00836	TCONS_00012624.p1, TCONS_00012627.p1
OG0008514	AENJA_01000	TCONS_00043979.p1
OG0008515	AENJA_23531	TCONS_00022547.p1
OG0008516	AENJA_01225	TCONS_00010019.p1
OG0008517	AENJA_14404, AENJA_16578	TCONS_00035903.p1, TCONS_00038515.p1
OG0008517	AENJA_25655, AENJA_04917	TCONS_00002466.p1
OG0008519	AENJA_01960	TCONS_00054142.p1, TCONS_00054182.p1
OG0008521	AENJA_02117	TCONS_00005002.p1, TCONS_00033403.p1, TCONS_00010461.p1
OG0008522	AENJA_02195	TCONS_00041302.p1
OG0008524	AENJA_03437	TCONS_00006173.p1
OG0008527	AENJA_03625	TCONS_00044992.p1
OG0008528	AENJA_03759	TCONS_00050077.p1
OG0008529	AENJA_04298	TCONS_00002000.p1, TCONS_00002007.p1
OG0008530	AENJA_04370	TCONS_00030924.p1
OG0008531	AENJA_04402	TCONS_00020842.p1
OG0008532	AENJA_04571	TCONS_00026652.p1
OG0008533	AENJA_04666	TCONS_00002353.p1
OG0008534	AENJA_05019	TCONS_00055322.p1
OG0008535	AENJA_05023	TCONS_00023201.p1, TCONS_00023332.p1
OG0008536	AENJA_09792	TCONS_00020792.p1
OG0008537	AENJA_05331, AENJA_05330	TCONS_00043117.p1, TCONS_00041733.p1
OG0008538	AENJA_05378, AENJA_19445	TCONS_00041723.p1
OG0008539	AENJA_05486	TCONS_00009850.p1
OG0008540	AENJA_05568	TCONS_00019944.p1
OG0008541	AENJA_05622	TCONS_00024432.p1
OG0008542	AENJA_05813	TCONS_00028830.p1
OG0008543	AENJA_06054	TCONS_00002678.p1
OG0008544	AENJA_06389	TCONS_00030513.p1
OG0008545	AENJA_06390	TCONS_00031372.p1
OG0008546	AENJA_06435	TCONS_00009322.p1
OG0008547	AENJA_06697	TCONS_00051895.p1
OG0008550	AENJA_07554	TCONS_00055094.p1
OG0008551	AENJA_07562, AENJA_07569	TCONS_00002034.p1
OG0008552	AENJA_07719	TCONS_00043986.p1
OG0008555	AENJA_08099	TCONS_00046007.p1
OG0008556	AENJA_08409, AENJA_19340	TCONS_00011303.p1, TCONS_00011283.p1
OG0008558	AENJA_09242	TCONS_00043814.p1
OG0008559	AENJA_09341	TCONS_00019562.p1
OG0008560	AENJA_09842	TCONS_00038069.p1
OG0008561	AENJA_09967	TCONS_00006081.p1
OG0008562	AENJA_19559, AENJA_10327	TCONS_00001004.p1
OG0008563	AENJA_10384	TCONS_00006675.p1
OG0008564	AENJA_10469, AENJA_14179	TCONS_00048627.p1
OG0008565	AENJA_10798	TCONS_00028957.p1
OG0008566	AENJA_10865	TCONS_00054240.p1
OG0008567	AENJA_10928	TCONS_00011600.p1, TCONS_00011602.p1
OG0008568	AENJA_16583	TCONS_00028428.p1, TCONS_00028426.p1
OG0008569	AENJA_11178	TCONS_00009652.p1
OG0008570	AENJA_11204	TCONS_00027979.p1
OG0008571	AENJA_11214	TCONS_00008115.p1, TCONS_00008116.p1
OG0008572	AENJA_11295	TCONS_00000164.p1
OG0008573	AENJA_11526	TCONS_00028949.p1
OG0008574	AENJA_11798	TCONS_00056172.p1
OG0008575	AENJA_11846	TCONS_00025715.p1
OG0008576	AENJA_12071	TCONS_00027830.p1
OG0008577	AENJA_12355	TCONS_00014330.p1, TCONS_00014318.p1
OG0008578	AENJA_12374	TCONS_00019482.p1
OG0008579	AENJA_12437	TCONS_00045806.p1
OG0008580	AENJA_12554	TCONS_00018455.p1
OG0008581	AENJA_12562	TCONS_00016993.p1, TCONS_00018038.p1, TCONS_00016992.p1, TCONS_00017957.p1, TCONS_00019266.p1, TCONS_00019182.p1, TCONS_00019415.p1, TCONS_00040872.p1, TCONS_00039865.p1
OG0008582	AENJA_12734	TCONS_00024857.p1, TCONS_00024890.p1
OG0008583	AENJA_12791	TCONS_00018557.p1
OG0008584	AENJA_13149	TCONS_00044693.p1
OG0008585	AENJA_13157, AENJA_13159	TCONS_00049636.p1
OG0008586	AENJA_13261	TCONS_00029453.p1
OG0008587	AENJA_13578	TCONS_00055211.p1, TCONS_00041451.p1
OG0008588	AENJA_13917	TCONS_00012906.p1
OG0008589	AENJA_14580	TCONS_00048841.p1
OG0008590	AENJA_14290	TCONS_00014348.p1
OG0008591	AENJA_14308	TCONS_00012321.p1
OG0008592	AENJA_14483	TCONS_00016163.p1
OG0008593	AENJA_14585	TCONS_00047598.p1
OG0008595	AENJA_14825	TCONS_00002130.p1
OG0008596	AENJA_14880	TCONS_00056290.p1
OG0008597	AENJA_15095	TCONS_00044175.p1
OG0008598	AENJA_15227	TCONS_00013530.p1
OG0008599	AENJA_15360	TCONS_00012257.p1
OG0008600	AENJA_15422	TCONS_00026821.p1
OG0008601	AENJA_16193	TCONS_00042388.p1
OG0008602	AENJA_16318	TCONS_00009504.p1, TCONS_00010870.p1
OG0008603	AENJA_16664	TCONS_00003811.p1, TCONS_00003829.p1
OG0008604	AENJA_16683	TCONS_00013472.p1
OG0008605	AENJA_16741	TCONS_00026747.p1
OG0008606	AENJA_16811	TCONS_00009179.p1
OG0008607	AENJA_16928	TCONS_00015306.p1
OG0008608	AENJA_17810	TCONS_00051193.p1
OG0008609	AENJA_17846	TCONS_00012881.p1
OG0008610	AENJA_17913	TCONS_00027015.p1
OG0008611	AENJA_17945	TCONS_00014637.p1
OG0008612	AENJA_17949	TCONS_00015184.p1
OG0008613	AENJA_18131	TCONS_00049453.p1
OG0008614	AENJA_18225	TCONS_00043624.p1, TCONS_00043648.p1
OG0008616	AENJA_18680, AENJA_18679	TCONS_00027870.p1
OG0008617	AENJA_19004	TCONS_00048980.p1
OG0008618	AENJA_19021	TCONS_00047716.p1
OG0008619	AENJA_19147	TCONS_00009650.p1
OG0008624	AENJA_20222	TCONS_00012984.p1
OG0008625	AENJA_20379	TCONS_00008478.p1
OG0008626	AENJA_20823	TCONS_00007557.p1
OG0008627	AENJA_20874	TCONS_00042998.p1
OG0008628	AENJA_20919	TCONS_00043516.p1
OG0008629	AENJA_20932	TCONS_00027980.p1
OG0008630	AENJA_21211	TCONS_00005902.p1
OG0008632	AENJA_21695	TCONS_00055886.p1
OG0008633	AENJA_22194	TCONS_00012121.p1
OG0008634	AENJA_22521	TCONS_00004471.p1
OG0008635	AENJA_22620	TCONS_00050215.p1, TCONS_00050220.p1, TCONS_00050199.p1, TCONS_00051785.p1
OG0008636	AENJA_23071	TCONS_00029149.p1
OG0008637	AENJA_23399	TCONS_00051122.p1
OG0008638	AENJA_23413	TCONS_00020183.p1
OG0008639	AENJA_23500	TCONS_00000996.p1
OG0008641	AENJA_23577	TCONS_00010728.p1
OG0008642	AENJA_24043	TCONS_00008591.p1
OG0008643	AENJA_24368	TCONS_00048514.p1
OG0008644	AENJA_24833	TCONS_00027476.p1
OG0008645	AENJA_26189	TCONS_00018903.p1
OG0008646	AENJA_26201	TCONS_00002305.p1
OG0008647	AENJA_26274	TCONS_00017727.p1, TCONS_00044814.p1
OG0008648	AENJA_26508	TCONS_00010189.p1
OG0008649	AENJA_26543	TCONS_00012038.p1
OG0008753	AENJA_00095	TCONS_00015587.p1
OG0008757	AENJA_00248	TCONS_00012607.p1
OG0008758	AENJA_00351	TCONS_00016870.p1
OG0008760	AENJA_01013	TCONS_00052857.p1
OG0008761	AENJA_01065	TCONS_00001764.p1, TCONS_00001642.p1, TCONS_00001767.p1, TCONS_00001641.p1, TCONS_00001761.p1, TCONS_00001762.p1, TCONS_00001770.p1, TCONS_00021442.p1, TCONS_00021441.p1, TCONS_00021439.p1, TCONS_00021438.p1, TCONS_00021443.p1, TCONS_00021440.p1, TCONS_00001759.p1, TCONS_00001768.p1, TCONS_00001643.p1, TCONS_00001769.p1, TCONS_00001831.p1
OG0008762	AENJA_01196	TCONS_00029369.p1
OG0008763	AENJA_01556	TCONS_00010831.p1
OG0008764	AENJA_13847	TCONS_00013849.p1
OG0008764	AENJA_01596	TCONS_00013851.p1
OG0008765	AENJA_01760	TCONS_00056295.p1
OG0008766	AENJA_01947	TCONS_00029152.p1
OG0008767	AENJA_02095	TCONS_00016919.p1, TCONS_00016924.p1
OG0008768	AENJA_20220, AENJA_06470, AENJA_05511, AENJA_26216	TCONS_00011040.p1, TCONS_00011041.p1, TCONS_00009709.p1, TCONS_00011031.p1, TCONS_00011039.p1, TCONS_00011034.p1, TCONS_00011037.p1, TCONS_00011032.p1, TCONS_00011033.p1
OG0008768	AENJA_02479, AENJA_20221	TCONS_00010923.p1
OG0008769	AENJA_13637, AENJA_06989, AENJA_12867, AENJA_02552, AENJA_02551	TCONS_00028690.p1, TCONS_00009259.p1, TCONS_00008073.p1, TCONS_00008072.p1, TCONS_00027047.p1
OG0008770	AENJA_02618	TCONS_00042982.p1
OG0008771	AENJA_02681	TCONS_00019581.p1
OG0008772	AENJA_02760	TCONS_00011469.p1
OG0008774	AENJA_02797	TCONS_00037771.p1
OG0008774	AENJA_10155	TCONS_00037772.p1
OG0008775	AENJA_02882	TCONS_00025548.p1
OG0008778	AENJA_02933	TCONS_00028987.p1
OG0008779	AENJA_02940	TCONS_00017140.p1
OG0008780	AENJA_02986	TCONS_00010097.p1
OG0008781	AENJA_03283	TCONS_00049075.p1
OG0008782	AENJA_03320	TCONS_00041068.p1
OG0008784	AENJA_03639	TCONS_00053147.p1
OG0008786	AENJA_04275	TCONS_00048618.p1
OG0008787	AENJA_17150, AENJA_24505, AENJA_04492, AENJA_19221	TCONS_00015658.p1, TCONS_00030357.p1, TCONS_00012996.p1, TCONS_00047340.p1
OG0008788	AENJA_04682	TCONS_00056689.p1
OG0008789	AENJA_09108	TCONS_00025261.p1
OG0008790	AENJA_05031, AENJA_05032	TCONS_00010841.p1
OG0008792	AENJA_05562	TCONS_00020074.p1
OG0008793	AENJA_05592	TCONS_00056529.p1
OG0008794	AENJA_05734	TCONS_00042636.p1
OG0008795	AENJA_05917	TCONS_00056329.p1, TCONS_00016910.p1
OG0008796	AENJA_06016	TCONS_00010955.p1
OG0008797	AENJA_06113	TCONS_00005645.p1, TCONS_00005644.p1
OG0008798	AENJA_06124	TCONS_00042486.p1
OG0008799	AENJA_06238	TCONS_00014650.p1
OG0008800	AENJA_06407	TCONS_00035292.p1
OG0008801	AENJA_06718	TCONS_00037683.p1
OG0008802	AENJA_06725	TCONS_00013895.p1
OG0008803	AENJA_15807, AENJA_13244, AENJA_08832, AENJA_06743	TCONS_00026335.p1, TCONS_00026345.p1
OG0008804	AENJA_06815	TCONS_00009879.p1
OG0008805	AENJA_06865	TCONS_00019691.p1
OG0008806	AENJA_07194	TCONS_00056870.p1
OG0008807	AENJA_07580	TCONS_00056283.p1
OG0008809	AENJA_07706, AENJA_21873	TCONS_00017568.p1
OG0008810	AENJA_08241	TCONS_00002094.p1
OG0008811	AENJA_08631	TCONS_00009409.p1, TCONS_00009427.p1
OG0008812	AENJA_08728	TCONS_00011977.p1
OG0008813	AENJA_08776	TCONS_00028092.p1
OG0008814	AENJA_08992	TCONS_00030862.p1
OG0008815	AENJA_09066	TCONS_00056804.p1, TCONS_00032527.p1, TCONS_00019015.p1
OG0008817	AENJA_09251	TCONS_00030441.p1
OG0008819	AENJA_09984, AENJA_09981, AENJA_15199	TCONS_00008689.p1, TCONS_00008690.p1
OG0008820	AENJA_10295	TCONS_00056927.p1
OG0008821	AENJA_11288	TCONS_00000165.p1
OG0008822	AENJA_11337	TCONS_00013114.p1
OG0008823	AENJA_11424	TCONS_00005406.p1
OG0008824	AENJA_11564	TCONS_00016059.p1
OG0008825	AENJA_11797, AENJA_11788	TCONS_00006805.p1
OG0008826	AENJA_11861	TCONS_00054698.p1, TCONS_00054623.p1
OG0008828	AENJA_12062	TCONS_00003600.p1
OG0008829	AENJA_12118	TCONS_00032677.p1, TCONS_00032052.p1, TCONS_00032053.p1, TCONS_00032651.p1
OG0008831	AENJA_12451	TCONS_00027119.p1
OG0008832	AENJA_12665	TCONS_00050827.p1
OG0008833	AENJA_12892	TCONS_00009597.p1
OG0008834	AENJA_12899	TCONS_00044843.p1
OG0008835	AENJA_12987	TCONS_00022397.p1
OG0008836	AENJA_12998	TCONS_00004766.p1, TCONS_00006082.p1
OG0008837	AENJA_13420	TCONS_00006551.p1
OG0008838	AENJA_13576	TCONS_00017022.p1
OG0008840	AENJA_13926	TCONS_00007279.p1
OG0008841	AENJA_14009	TCONS_00012470.p1
OG0008842	AENJA_14013	TCONS_00010263.p1
OG0008844	AENJA_14159	TCONS_00009445.p1
OG0008845	AENJA_14223	TCONS_00001126.p1
OG0008846	AENJA_14392	TCONS_00043695.p1
OG0008847	AENJA_15154	TCONS_00010081.p1
OG0008848	AENJA_15357	TCONS_00011829.p1
OG0008849	AENJA_15557	TCONS_00006864.p1, TCONS_00046893.p2
OG0008850	AENJA_16073	TCONS_00026863.p1
OG0008851	AENJA_18696, AENJA_16522	TCONS_00014663.p1
OG0008852	AENJA_25035, AENJA_16909, AENJA_23462	TCONS_00012913.p1, TCONS_00051937.p3, TCONS_00039653.p1, TCONS_00019915.p1, TCONS_00023117.p1, TCONS_00020577.p2, TCONS_00033159.p1, TCONS_00052715.p1, TCONS_00052714.p1, TCONS_00052716.p1
OG0008853	AENJA_17015	TCONS_00052207.p1
OG0008855	AENJA_17082	TCONS_00026694.p1
OG0008856	AENJA_17229	TCONS_00018641.p1
OG0008857	AENJA_18000	TCONS_00051271.p1
OG0008858	AENJA_17385	TCONS_00005764.p1
OG0008859	AENJA_18088	TCONS_00026115.p1
OG0008860	AENJA_18102	TCONS_00007787.p1
OG0008861	AENJA_18107	TCONS_00009011.p1
OG0008862	AENJA_18122, AENJA_18121	TCONS_00054181.p1, TCONS_00054141.p1, TCONS_00053044.p1, TCONS_00053087.p1
OG0008863	AENJA_18272	TCONS_00014413.p1
OG0008864	AENJA_18513	TCONS_00049233.p1
OG0008865	AENJA_18608	TCONS_00026100.p1
OG0008866	AENJA_18626	TCONS_00022225.p1
OG0008867	AENJA_19211	TCONS_00019120.p1
OG0008868	AENJA_19679	TCONS_00013342.p1
OG0008869	AENJA_19846	TCONS_00044687.p1, TCONS_00054034.p1
OG0008870	AENJA_20147	TCONS_00005116.p1
OG0008871	AENJA_20500	TCONS_00040106.p1
OG0008872	AENJA_20547	TCONS_00053192.p1
OG0008875	AENJA_21167	TCONS_00028555.p1
OG0008876	AENJA_21340	TCONS_00030923.p1, TCONS_00030920.p1
OG0008877	AENJA_21368	TCONS_00002956.p1
OG0008878	AENJA_21403	TCONS_00048907.p1
