Orthogroup	SCHMD	DROME
OG0000287	SCHMD20375, SCHMD22052, SCHMD09584, SCHMD21912, SCHMD24074, SCHMD15817, SCHMD20976, SCHMD00675, SCHMD16477, SCHMD24758, SCHMD25574	DROME21610, DROME21611, DROME21612, DROME21613
OG0000288	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061	DROME02838, DROME18143, DROME18843, DROME19403, DROME18842, DROME13122, DROME08694, DROME09407, DROME04916, DROME16609, DROME16610, DROME04910, DROME04913, DROME01225, DROME08693, DROME16360, DROME10946, DROME09605, DROME03357, DROME03358, DROME01394, DROME03352, DROME03350, DROME03351, DROME01393
OG0000289	SCHMD14014, SCHMD14418, SCHMD14417, SCHMD14015, SCHMD16163	DROME14029, DROME14030, DROME14032, DROME14033, DROME16652, DROME14031, DROME07017, DROME07018, DROME16470, DROME04966, DROME16392, DROME16393, DROME16389, DROME16394, DROME13607, DROME12960, DROME12961, DROME12959, DROME12962
OG0000289	SCHMD29502, SCHMD19194, SCHMD19219, SCHMD13163, SCHMD22750	DROME10658, DROME10659
OG0000299	SCHMD13170, SCHMD20344	DROME07127, DROME07124, DROME07123
OG0000303	SCHMD12943, SCHMD06255	DROME19687
OG0000305	SCHMD04764	DROME05696, DROME05695, DROME05694, DROME14843, DROME05690, DROME05691, DROME05692
OG0000305	SCHMD01975	DROME04466
OG0000306	SCHMD02490, SCHMD21359, SCHMD02963, SCHMD23914, SCHMD02489, SCHMD17729	DROME18377, DROME18374, DROME18379, DROME18378, DROME18380, DROME18375, DROME18381, DROME18376
OG0000307	SCHMD17178	DROME15147, DROME10298, DROME10299, DROME10300, DROME10297, DROME10296, DROME10295
OG0000308	SCHMD14069, SCHMD01003, SCHMD00895	DROME12865
OG0000310	SCHMD09298, SCHMD11775, SCHMD12443	DROME16770
OG0000313	SCHMD03134	DROME15510, DROME02549, DROME02550
OG0000313	SCHMD02125	DROME21546
OG0000315	SCHMD06241	DROME13631
OG0000315	SCHMD17654	DROME06438, DROME06439, DROME06437
OG0000316	SCHMD10536, SCHMD22735	DROME10369
OG0000316	SCHMD10615, SCHMD19154	DROME07384
OG0000317	SCHMD15845	DROME12241
OG0000321	SCHMD10046	DROME16482
OG0000321	SCHMD04699, SCHMD05278	DROME13031
OG0000322	SCHMD03845, SCHMD03842	DROME08431, DROME08430, DROME08432, DROME15309, DROME03869, DROME08433, DROME01395, DROME01498, DROME00116, DROME16124, DROME08429
OG0000326	SCHMD05388, SCHMD24730	DROME20026, DROME20030, DROME20027, DROME20025, DROME20029, DROME20028, DROME20024
OG0000328	SCHMD15355, SCHMD24247, SCHMD15304	DROME13228, DROME13229, DROME13227, DROME13226, DROME13225, DROME13222, DROME13223, DROME13224, DROME13221
OG0000332	SCHMD26513, SCHMD25129, SCHMD25620, SCHMD25799, SCHMD18311	DROME16141
OG0000333	SCHMD26037, SCHMD21228	DROME19659
OG0000338	SCHMD23566, SCHMD22193	DROME21194, DROME21193, DROME21975
OG0000338	SCHMD17969	DROME04558
OG0000339	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027, SCHMD10973	DROME16744
OG0000341	SCHMD01892, SCHMD01891, SCHMD01893	DROME01201, DROME01199, DROME01200
OG0000343	SCHMD10731, SCHMD08099	DROME13475, DROME13478, DROME13474, DROME13476, DROME13480, DROME13477, DROME13473, DROME13481, DROME13479
OG0000346	SCHMD26404	DROME17127, DROME17125, DROME17122, DROME17126, DROME17124, DROME17129, DROME17130, DROME17128, DROME17131, DROME17134, DROME17137, DROME17133, DROME17136, DROME17135, DROME17132, DROME17139, DROME17138
OG0000350	SCHMD23543	DROME00438
OG0000351	SCHMD01382	DROME02007
OG0000352	SCHMD07814	DROME14143, DROME14145, DROME14147, DROME14146, DROME14148, DROME14144
OG0000353	SCHMD00282, SCHMD11621, SCHMD09276, SCHMD00283, SCHMD07604	DROME09963, DROME09967, DROME09962, DROME09961, DROME09960, DROME09954, DROME09959, DROME09952, DROME09965, DROME09966, DROME09964, DROME09957, DROME09953, DROME09955, DROME09969, DROME09968, DROME18221
OG0000356	SCHMD05389, SCHMD00245	DROME01953
OG0000356	SCHMD01166	DROME14201, DROME14200, DROME20528, DROME20529
OG0000357	SCHMD22062, SCHMD19961	DROME13834
OG0000358	SCHMD28430, SCHMD13052, SCHMD26873	DROME07474
OG0000363	SCHMD01296, SCHMD20653, SCHMD29224, SCHMD24626, SCHMD24587, SCHMD26634	DROME18487
OG0000365	SCHMD22496, SCHMD22435, SCHMD28326	DROME05773, DROME05774, DROME15910
OG0000367	SCHMD09947	DROME13648, DROME13646, DROME13647, DROME15189, DROME15190, DROME15188
OG0000367	SCHMD00568	DROME15181, DROME15183, DROME15185, DROME15184, DROME15182
OG0000372	SCHMD09703	DROME18401
OG0000372	SCHMD21198, SCHMD11338	DROME10800
OG0000373	SCHMD12690, SCHMD02964	DROME14548, DROME20852, DROME16822
OG0000373	SCHMD13176, SCHMD08271	DROME20049, DROME20050
OG0000373	SCHMD03859, SCHMD00977, SCHMD18293, SCHMD14409, SCHMD07551, SCHMD03251, SCHMD23180, SCHMD15539, SCHMD16011	DROME07671, DROME06849, DROME07655, DROME22084, DROME00576
OG0000374	SCHMD04677, SCHMD23864	DROME04429, DROME04427, DROME04428
OG0000375	SCHMD00715	DROME07013
OG0000378	SCHMD07011, SCHMD12188	DROME09766, DROME09767
OG0000378	SCHMD05583	DROME02404, DROME02403, DROME02400, DROME02401
OG0000379	SCHMD22438, SCHMD05351	DROME09607
OG0000379	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990	DROME21997, DROME22000, DROME21995, DROME22001, DROME21994, DROME21998
OG0000379	SCHMD09123, SCHMD25695, SCHMD13001, SCHMD18502, SCHMD22857, SCHMD24201, SCHMD26339, SCHMD04411, SCHMD20343, SCHMD13002, SCHMD08265	DROME02844
OG0000379	SCHMD18189, SCHMD00174	DROME07921
OG0000380	SCHMD21526	DROME05237
OG0000382	SCHMD02292	DROME01475
OG0000384	SCHMD15878	DROME14888, DROME14889
OG0000384	SCHMD19488, SCHMD18051	DROME03187, DROME03190, DROME03189, DROME03188
OG0000385	SCHMD02710, SCHMD19251, SCHMD20652, SCHMD23399, SCHMD15491	DROME05997, DROME09713, DROME09714, DROME09715, DROME05708, DROME05707
OG0000389	SCHMD03232, SCHMD09731	DROME17945
OG0000390	SCHMD02401, SCHMD19098	DROME01744, DROME01742, DROME02737, DROME01739, DROME01741
OG0000392	SCHMD08120	DROME13919, DROME13921, DROME13920
OG0000393	SCHMD10497	DROME20684
OG0000395	SCHMD07915	DROME10093, DROME10091, DROME10092, DROME09845, DROME09844, DROME09843, DROME09842, DROME09841, DROME09835, DROME09840, DROME09836, DROME09837, DROME09838, DROME09839, DROME09834, DROME09846, DROME09847, DROME04257, DROME04288, DROME04261, DROME04269, DROME04291, DROME04254, DROME04270, DROME04235, DROME04287, DROME04249, DROME04271, DROME04233, DROME04250, DROME04252, DROME04302, DROME04290, DROME04263, DROME04283, DROME04260, DROME04243, DROME04262, DROME04298, DROME04297, DROME04272, DROME04267, DROME04232, DROME04251, DROME04265, DROME04281, DROME04264, DROME04280, DROME04248, DROME04275, DROME04299, DROME04237, DROME04300, DROME04229, DROME04296, DROME04256, DROME04285, DROME04282, DROME04279, DROME04239, DROME04253, DROME04273, DROME04259, DROME04286, DROME04258, DROME04234, DROME04241, DROME04266, DROME04238, DROME04295, DROME04242, DROME04247, DROME04293, DROME04289, DROME04301, DROME04246, DROME04231, DROME04278, DROME04228
OG0000397	SCHMD04641	DROME14885
OG0000399	SCHMD23059	DROME21835
OG0000400	SCHMD00908	DROME09694
OG0000400	SCHMD11940	DROME08108
OG0000402	SCHMD11412	DROME12090
OG0000404	SCHMD02429	DROME17748
OG0000404	SCHMD03546	DROME20525
OG0000404	SCHMD09283	DROME16096
OG0000405	SCHMD26927, SCHMD22788, SCHMD20823	DROME04975, DROME04976, DROME04979, DROME04977, DROME04980, DROME04978, DROME04974
OG0000409	SCHMD04012, SCHMD22098	DROME19502
OG0000409	SCHMD03752, SCHMD03753	DROME11210, DROME11209
OG0000411	SCHMD01429	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028
OG0000412	SCHMD08478	DROME09076
OG0000412	SCHMD11584	DROME15681, DROME15682
OG0000413	SCHMD19663	DROME21174
OG0000413	SCHMD18817, SCHMD28614	DROME13327, DROME13328
OG0000413	SCHMD22416	DROME15279, DROME15278
OG0000417	SCHMD12489, SCHMD12109, SCHMD17648, SCHMD04656	DROME01308, DROME01309
OG0000419	SCHMD20590, SCHMD23181	DROME15435
OG0000419	SCHMD17261, SCHMD26157	DROME02118, DROME02117, DROME18475, DROME01671, DROME00269, DROME15434, DROME15436, DROME00268, DROME00270
OG0000420	SCHMD23004	DROME02672
OG0000424	SCHMD27748, SCHMD06039, SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568	DROME02090, DROME02075, DROME02066, DROME02076, DROME02077, DROME02078, DROME02064, DROME02063, DROME02062, DROME02065, DROME02081, DROME12353, DROME17176, DROME17175, DROME00623, DROME03850, DROME03851, DROME06196, DROME14713, DROME14583, DROME14582, DROME14580, DROME14579, DROME14581, DROME08237, DROME08236, DROME08235
OG0000425	SCHMD21986, SCHMD08031, SCHMD08030, SCHMD29141	DROME14160, DROME14161, DROME14159, DROME14158
OG0000426	SCHMD02251	DROME16357, DROME16356
OG0000426	SCHMD19378, SCHMD08176	DROME09933, DROME09928, DROME09929, DROME09932, DROME09931, DROME09930, DROME09934
OG0000427	SCHMD05143	DROME18355, DROME18356
OG0000430	SCHMD02042	DROME20475
OG0000431	SCHMD00614	DROME11410, DROME11409, DROME11408
OG0000432	SCHMD11313	DROME05881, DROME05880, DROME05879, DROME02818, DROME02819, DROME02816, DROME02817, DROME02883
OG0000433	SCHMD05136	DROME00007, DROME00005, DROME00004, DROME00006
OG0000433	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790	DROME20425, DROME20423, DROME20424
OG0000435	SCHMD12216, SCHMD19476	DROME03996, DROME03995
OG0000436	SCHMD19812, SCHMD12383, SCHMD19813	DROME12478
OG0000442	SCHMD12679	DROME13942
OG0000443	SCHMD09029	DROME14734, DROME14735, DROME14732, DROME14733
OG0000444	SCHMD00767, SCHMD00766	DROME21032
OG0000445	SCHMD29179	DROME06725, DROME06723, DROME06724, DROME20153, DROME20152
OG0000446	SCHMD12871	DROME06051, DROME06050
OG0000447	SCHMD15169, SCHMD15170, SCHMD24266	DROME20929, DROME20928
OG0000449	SCHMD07672	DROME13412, DROME13411, DROME05575
OG0000450	SCHMD15839, SCHMD21713	DROME16711, DROME16712
OG0000454	SCHMD11564	DROME15035, DROME15036, DROME15037
OG0000454	SCHMD20156, SCHMD03653, SCHMD17914	DROME15029, DROME15032, DROME15025, DROME15026, DROME15028, DROME15030, DROME15027, DROME15040, DROME15039
OG0000458	SCHMD04852, SCHMD04851	DROME21054, DROME21052, DROME21053
OG0000461	SCHMD03515	DROME17428
OG0000461	SCHMD06358	DROME03657, DROME03656
OG0000465	SCHMD09590	DROME11515, DROME11516
OG0000467	SCHMD17174, SCHMD20889, SCHMD15139, SCHMD03258, SCHMD22899, SCHMD16369	DROME21658, DROME21660, DROME21659
OG0000469	SCHMD15597	DROME18292, DROME18291, DROME18290
OG0000470	SCHMD05493	DROME21570, DROME21569
OG0000470	SCHMD03185	DROME21239
OG0000472	SCHMD01784	DROME14775
OG0000474	SCHMD05095	DROME19264, DROME19265
OG0000475	SCHMD03320, SCHMD03318	DROME08667, DROME08669, DROME08666, DROME08668
OG0000476	SCHMD25720, SCHMD19904	DROME19464, DROME19463, DROME13684, DROME18050
OG0000477	SCHMD07515, SCHMD25843, SCHMD09497, SCHMD13098, SCHMD26143, SCHMD09496	DROME04864, DROME04863, DROME04862, DROME04860, DROME04861, DROME12702, DROME12706, DROME12705, DROME12703
OG0000479	SCHMD14823, SCHMD04174	DROME19907, DROME19910, DROME19906, DROME19908, DROME19909, DROME19905, DROME19911
OG0000480	SCHMD19204, SCHMD14582	DROME18226, DROME18222, DROME18229, DROME18223, DROME18227, DROME18225, DROME18224, DROME18228
OG0000481	SCHMD12328	DROME21853
OG0000481	SCHMD11352, SCHMD11001	DROME19418
OG0000481	SCHMD06297	DROME01481
OG0000482	SCHMD03011, SCHMD06211, SCHMD06212, SCHMD17358	DROME19126, DROME19125
OG0000484	SCHMD03948, SCHMD20175, SCHMD12364, SCHMD25776, SCHMD16669, SCHMD23292, SCHMD20173, SCHMD20110	DROME18988, DROME18995, DROME18994, DROME18989, DROME18985, DROME18986, DROME18992, DROME18993, DROME18990, DROME18987, DROME18991, DROME18996
OG0000485	SCHMD13016, SCHMD17436	DROME01103, DROME01104, DROME14453
OG0000486	SCHMD19250	DROME11708
OG0000488	SCHMD01306, SCHMD17798, SCHMD16340	DROME14757, DROME14755, DROME14754
OG0000489	SCHMD11851, SCHMD19803, SCHMD25207	DROME15521, DROME15528, DROME15520, DROME15527, DROME15526, DROME15523, DROME15530, DROME15524, DROME15531, DROME15525, DROME15522, DROME15529
OG0000490	SCHMD21870	DROME19662, DROME19663, DROME19666, DROME19664, DROME19665
OG0000490	SCHMD23364	DROME07132
OG0000490	SCHMD22228	DROME16645
OG0000491	SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998	DROME21061, DROME21062, DROME21060, DROME21059
OG0000496	SCHMD10819	DROME10976, DROME10977, DROME10978
OG0000496	SCHMD00832	DROME10980, DROME10979
OG0000497	SCHMD07173	DROME19794, DROME19793
OG0000497	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018	DROME03293, DROME03295, DROME03292, DROME03294
OG0000503	SCHMD01390, SCHMD06719	DROME08711, DROME08712
OG0000503	SCHMD11669, SCHMD06049, SCHMD28480, SCHMD07183, SCHMD28610, SCHMD20959	DROME00919, DROME00918
OG0000504	SCHMD09636, SCHMD05294	DROME06010
OG0000505	SCHMD10454	DROME09303
OG0000506	SCHMD05024	DROME20212, DROME20211, DROME20206, DROME20208, DROME20209, DROME20213, DROME20215, DROME20219, DROME20218, DROME20214, DROME20216, DROME20217
OG0000510	SCHMD10006	DROME07066
OG0000513	SCHMD10779, SCHMD15278, SCHMD14712, SCHMD04597, SCHMD06574, SCHMD06575	DROME18217, DROME18219, DROME18220, DROME18218, DROME18215, DROME18216
OG0000514	SCHMD15950, SCHMD28993	DROME10575, DROME10574, DROME10569, DROME10572, DROME10570, DROME10576, DROME10573, DROME10571
OG0000519	SCHMD19355, SCHMD25526	DROME08599
OG0000520	SCHMD05956	DROME12834
OG0000520	SCHMD27845	DROME14866, DROME14865
OG0000521	SCHMD05864, SCHMD18629, SCHMD05165, SCHMD05168, SCHMD05167, SCHMD05164	DROME16066, DROME16068, DROME16065, DROME16069, DROME16070, DROME16071, DROME16067
OG0000523	SCHMD13520	DROME01790, DROME17340, DROME17339
OG0000524	SCHMD01087, SCHMD12691	DROME16877, DROME16870, DROME16868, DROME16873, DROME16869, DROME16871, DROME16876, DROME16872, DROME16879, DROME16874, DROME16867, DROME16865, DROME16862, DROME16878, DROME16863, DROME16859, DROME16860, DROME16875, DROME16880, DROME16866, DROME16864, DROME16861, DROME16858
OG0000525	SCHMD04369	DROME10425
OG0000525	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149	DROME20723, DROME20724, DROME20720, DROME20721
OG0000528	SCHMD03822	DROME11293, DROME11294, DROME11295, DROME11296
OG0000529	SCHMD06409	DROME08794, DROME08796, DROME08798, DROME08797, DROME08795, DROME05074, DROME05075, DROME05072, DROME05073
OG0000530	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369	DROME18198, DROME18195, DROME18196, DROME18193, DROME18191, DROME18192, DROME18194, DROME18190, DROME18199, DROME18197
OG0000531	SCHMD13749	DROME14834, DROME14835, DROME14836
OG0000534	SCHMD04873, SCHMD16884, SCHMD09514	DROME11197, DROME11196, DROME11195, DROME11194
OG0000542	SCHMD05340, SCHMD05911, SCHMD06819	DROME03950
OG0000545	SCHMD20709	DROME09189, DROME09193, DROME09192, DROME09190, DROME09191
OG0000545	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257	DROME21375, DROME21376, DROME21377
OG0000546	SCHMD01112, SCHMD00287, SCHMD17563, SCHMD02461, SCHMD02852, SCHMD24193, SCHMD21696, SCHMD15674, SCHMD15371, SCHMD10579	DROME14099, DROME14100, DROME14098, DROME14097, DROME11366, DROME11365, DROME09716
OG0000548	SCHMD11369, SCHMD02725, SCHMD00205	DROME12062, DROME12064, DROME12063
OG0000550	SCHMD04379, SCHMD24742	DROME18341, DROME18338, DROME18340, DROME18339, DROME18337
OG0000551	SCHMD28789, SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979, SCHMD18976, SCHMD28799, SCHMD28338, SCHMD15481	DROME20755, DROME20754, DROME20757, DROME20756, DROME17228, DROME20767, DROME20760, DROME20758, DROME20761, DROME20765, DROME13495, DROME20763, DROME20762, DROME20766
OG0000552	SCHMD16245, SCHMD21874, SCHMD07234, SCHMD13011, SCHMD12173, SCHMD26203, SCHMD19357, SCHMD01116, SCHMD12890	DROME03162, DROME03867
OG0000553	SCHMD06981	DROME21018, DROME21017, DROME21019
OG0000560	SCHMD12681, SCHMD24482	DROME17254
OG0000561	SCHMD09766	DROME17453
OG0000562	SCHMD10853	DROME02768, DROME02766, DROME02765, DROME02767, DROME02764
OG0000564	SCHMD28181, SCHMD14170, SCHMD15197, SCHMD18017, SCHMD18014	DROME20137
OG0000566	SCHMD24931, SCHMD26489	DROME04343, DROME04344, DROME04345
OG0000567	SCHMD27076, SCHMD27355, SCHMD13533	DROME15246, DROME04098, DROME04097, DROME15019
OG0000572	SCHMD10816	DROME13193, DROME13191, DROME13190, DROME13192
OG0000573	SCHMD13281, SCHMD17636, SCHMD00372	DROME12167
OG0000573	SCHMD01043, SCHMD15213, SCHMD24610	DROME20963
OG0000573	SCHMD16187	DROME19690
OG0000574	SCHMD01583, SCHMD12209	DROME20472
OG0000574	SCHMD00489	DROME20471
OG0000575	SCHMD10050, SCHMD14865	DROME03938
OG0000576	SCHMD17959, SCHMD00167, SCHMD15710	DROME12649, DROME12657, DROME12653, DROME12651, DROME12650, DROME12655, DROME12654, DROME12648, DROME12652, DROME12656
OG0000578	SCHMD00300, SCHMD17617	DROME00903, DROME00906, DROME00904, DROME00909, DROME00905, DROME00907, DROME00908, DROME11950, DROME13534
OG0000579	SCHMD01160, SCHMD01878, SCHMD11162, SCHMD25933, SCHMD01879, SCHMD16027, SCHMD27820, SCHMD26175	DROME18276, DROME18279, DROME18282, DROME18281, DROME18280, DROME18278, DROME18277
OG0000580	SCHMD26439, SCHMD25576, SCHMD24766, SCHMD25098, SCHMD14475, SCHMD02203, SCHMD27384	DROME05049, DROME05053, DROME05052, DROME05051, DROME05054, DROME05047, DROME05050, DROME05048, DROME05055
OG0000581	SCHMD10093, SCHMD11595, SCHMD08712	DROME04496, DROME04495
OG0000581	SCHMD03457	DROME04316
OG0000581	SCHMD28022	DROME12403
OG0000582	SCHMD16063, SCHMD04882	DROME21391, DROME21390, DROME21388, DROME21389, DROME21385, DROME21387, DROME21386, DROME21392, DROME21393
OG0000583	SCHMD20267	DROME11767
OG0000583	SCHMD01121	DROME11759, DROME11760, DROME11761, DROME11765, DROME11762, DROME11766
OG0000585	SCHMD24793, SCHMD28810, SCHMD24792	DROME07476
OG0000586	SCHMD22071, SCHMD26810, SCHMD08470	DROME05946, DROME05945, DROME05947, DROME05948
OG0000587	SCHMD03879, SCHMD05571	DROME16670, DROME16671, DROME16672
OG0000588	SCHMD01542	DROME00241, DROME00240, DROME20059, DROME09587
OG0000589	SCHMD15105, SCHMD03706, SCHMD08912	DROME21469, DROME21464, DROME21466, DROME21463, DROME21468, DROME21471, DROME21470, DROME21465, DROME21467
OG0000590	SCHMD08634	DROME00417
OG0000591	SCHMD10835	DROME20132, DROME20133, DROME20134
OG0000591	SCHMD09048, SCHMD27550, SCHMD09047	DROME02758
OG0000592	SCHMD11895, SCHMD04777	DROME03009, DROME03008, DROME03007, DROME03010, DROME03011, DROME03012, DROME19640
OG0000594	SCHMD01864	DROME15095, DROME15096, DROME15094
OG0000597	SCHMD00271	DROME04131, DROME04129, DROME04130
OG0000602	SCHMD08918, SCHMD16862	DROME10244, DROME11259, DROME11258
OG0000603	SCHMD15890	DROME16375, DROME16373, DROME16372, DROME16376, DROME16374
OG0000604	SCHMD27467, SCHMD15254, SCHMD15897	DROME04675, DROME04678, DROME04673, DROME04681, DROME04677, DROME04672, DROME04674, DROME04680, DROME04676, DROME04679
OG0000607	SCHMD10894, SCHMD16300	DROME11529, DROME11531, DROME11530, DROME11526, DROME11524, DROME11534, DROME11525, DROME11533, DROME11528, DROME11532, DROME11527
OG0000608	SCHMD15186, SCHMD26174, SCHMD17635, SCHMD02399, SCHMD22885, SCHMD28488, SCHMD21715, SCHMD03775, SCHMD03332, SCHMD19634, SCHMD17646, SCHMD03589, SCHMD14815, SCHMD16437, SCHMD20944, SCHMD17326, SCHMD00012, SCHMD22746, SCHMD20032, SCHMD27285, SCHMD20026, SCHMD27107, SCHMD27745, SCHMD21492, SCHMD20815, SCHMD23556, SCHMD27805, SCHMD18985, SCHMD22041, SCHMD23795, SCHMD10230, SCHMD04889, SCHMD10732, SCHMD11676, SCHMD24210, SCHMD25141, SCHMD15027, SCHMD22557, SCHMD26434, SCHMD13135, SCHMD10188, SCHMD24847, SCHMD05331, SCHMD04691, SCHMD08611, SCHMD00173, SCHMD04600, SCHMD24398, SCHMD26789, SCHMD27842, SCHMD17882, SCHMD05452	DROME19052, DROME19054
OG0000611	SCHMD07468	DROME19843, DROME19842, DROME19846, DROME19847, DROME19844, DROME19845, DROME19841
OG0000611	SCHMD10118	DROME01553, DROME01552, DROME01554
OG0000612	SCHMD04363, SCHMD09119	DROME04304
OG0000612	SCHMD12368	DROME00841
OG0000613	SCHMD11333	DROME11661, DROME11657, DROME11660, DROME11656, DROME11658, DROME11659
OG0000614	SCHMD02000, SCHMD19846, SCHMD14215, SCHMD02001	DROME20120, DROME20121, DROME20122, DROME20119
OG0000615	SCHMD18570, SCHMD15390, SCHMD03881, SCHMD24438, SCHMD15895, SCHMD15391, SCHMD21719, SCHMD22476	DROME09018, DROME09015, DROME09017, DROME09016, DROME09014, DROME09019
OG0000623	SCHMD06017, SCHMD06018	DROME13642
OG0000623	SCHMD05599, SCHMD06718, SCHMD03445, SCHMD22744, SCHMD24118, SCHMD17727, SCHMD12585	DROME13267, DROME13269, DROME13273, DROME13272, DROME13270, DROME13271, DROME13268, DROME13266, DROME19458, DROME19644, DROME09777, DROME09776
OG0000624	SCHMD01951	DROME05635, DROME05636, DROME05638, DROME05634, DROME05639, DROME05637, DROME08947, DROME08946, DROME08945
OG0000628	SCHMD21997	DROME13958
OG0000628	SCHMD24762, SCHMD25901	DROME17423
OG0000635	SCHMD14919, SCHMD24865, SCHMD18425, SCHMD10798	DROME14325, DROME14327, DROME14326
OG0000635	SCHMD16010	DROME11733, DROME11732, DROME11731
OG0000636	SCHMD23842, SCHMD07652, SCHMD03198	DROME13985, DROME13986, DROME13982, DROME13979, DROME13976, DROME13972, DROME13974, DROME13975, DROME13973, DROME13981, DROME13984, DROME13980, DROME13983
OG0000637	SCHMD20645, SCHMD23793, SCHMD25329, SCHMD16174	DROME07298
OG0000639	SCHMD15823	DROME11868, DROME11860, DROME11862, DROME11861, DROME11863, DROME11866, DROME11867, DROME11864, DROME11865
OG0000639	SCHMD12604, SCHMD12603	DROME00355
