Orthogroup	SCHMD	DANRE
OG0000175	SCHMD18439, SCHMD17544	DANRE36803, DANRE24071, DANRE24070, DANRE27218, DANRE18466, DANRE26656, DANRE39199, DANRE39200
OG0000179	SCHMD11075	DANRE04367, DANRE04366, DANRE04365, DANRE04368, DANRE05383, DANRE05381, DANRE05382, DANRE01574, DANRE40987
OG0000179	SCHMD01320	DANRE43121, DANRE25146, DANRE25145
OG0000179	SCHMD18057, SCHMD09466, SCHMD10031, SCHMD16482, SCHMD14348, SCHMD09468	DANRE40988
OG0000180	SCHMD14947	DANRE40747
OG0000180	SCHMD20813	DANRE27108
OG0000181	SCHMD27609, SCHMD12097, SCHMD28522	DANRE02882, DANRE35615, DANRE23131, DANRE23130, DANRE26358, DANRE29929, DANRE24701
OG0000181	SCHMD20053, SCHMD26119	DANRE16584, DANRE26492
OG0000182	SCHMD07603	DANRE34762, DANRE17528, DANRE26070, DANRE26072, DANRE26071, DANRE15671, DANRE21026, DANRE21025
OG0000183	SCHMD22220	DANRE19978
OG0000183	SCHMD21103, SCHMD28756	DANRE08187, DANRE08186, DANRE08185, DANRE34383, DANRE34382, DANRE18628, DANRE18627, DANRE04912, DANRE04914, DANRE04913, DANRE19973, DANRE19972, DANRE19974, DANRE38116, DANRE38118, DANRE38117, DANRE22228, DANRE22229
OG0000183	SCHMD12130, SCHMD10333	DANRE08132, DANRE34989, DANRE34988, DANRE41633, DANRE41632, DANRE08948, DANRE08946, DANRE34990
OG0000188	SCHMD07258	DANRE26634, DANRE26635
OG0000188	SCHMD04013	DANRE01403
OG0000192	SCHMD06928, SCHMD19123, SCHMD13848, SCHMD05119, SCHMD03032, SCHMD02899, SCHMD02898, SCHMD00443	DANRE42615, DANRE42616, DANRE26716, DANRE26715, DANRE26717, DANRE24518, DANRE24519, DANRE01815, DANRE06210, DANRE06208, DANRE16783, DANRE01814, DANRE01813, DANRE39461
OG0000192	SCHMD03934	DANRE39465, DANRE39464
OG0000194	SCHMD11912, SCHMD12565	DANRE07507, DANRE27093, DANRE24470, DANRE24471, DANRE02515
OG0000195	SCHMD06851	DANRE26547, DANRE26546, DANRE23862, DANRE23863, DANRE32969, DANRE26548, DANRE38212, DANRE38213, DANRE38214, DANRE33889, DANRE28018
OG0000197	SCHMD10696, SCHMD17861, SCHMD23209	DANRE14983, DANRE14982, DANRE11076, DANRE11075, DANRE11077, DANRE18518, DANRE14709, DANRE09410, DANRE04312
OG0000199	SCHMD15299	DANRE00675
OG0000199	SCHMD25193, SCHMD19754, SCHMD12419, SCHMD26058, SCHMD15988, SCHMD23974	DANRE06122, DANRE06109, DANRE06123, DANRE00656, DANRE06132, DANRE06133, DANRE06128, DANRE06130, DANRE06125, DANRE06079, DANRE00687, DANRE00688, DANRE00692, DANRE00693, DANRE00691, DANRE00694, DANRE00695, DANRE00696, DANRE00689, DANRE00690, DANRE00697, DANRE06096, DANRE06090, DANRE06100, DANRE06084, DANRE06085, DANRE06083, DANRE00686, DANRE00685, DANRE00672, DANRE00674, DANRE00681, DANRE00683, DANRE00682, DANRE00680, DANRE00679, DANRE00678, DANRE06091, DANRE06082, DANRE00676, DANRE00677, DANRE00670, DANRE00673, DANRE00671, DANRE06098, DANRE06099, DANRE06093, DANRE06102, DANRE06095, DANRE06087, DANRE06086, DANRE06097, DANRE06101, DANRE06081, DANRE06080, DANRE43386, DANRE06094, DANRE06092, DANRE06089, DANRE06088, DANRE06103
OG0000200	SCHMD07833, SCHMD18193, SCHMD17707	DANRE12119
OG0000201	SCHMD28886, SCHMD20370, SCHMD17233	DANRE15486, DANRE15485, DANRE15484, DANRE30063, DANRE30062, DANRE30061, DANRE36037, DANRE28541, DANRE28524, DANRE12461
OG0000201	SCHMD00317, SCHMD09035	DANRE06499, DANRE06498, DANRE35320, DANRE35319, DANRE08219, DANRE00299, DANRE00300
OG0000201	SCHMD06305, SCHMD14342, SCHMD21248, SCHMD10519	DANRE19427, DANRE35321
OG0000201	SCHMD10520	DANRE11378, DANRE35095, DANRE35096, DANRE19426, DANRE40588, DANRE40589, DANRE40587
OG0000202	SCHMD09501	DANRE06214
OG0000202	SCHMD21441	DANRE40996
OG0000203	SCHMD13221	DANRE15727, DANRE14699, DANRE18500, DANRE14717
OG0000204	SCHMD05946, SCHMD11236, SCHMD20783	DANRE22975, DANRE22976, DANRE07627, DANRE07626
OG0000204	SCHMD19671, SCHMD20793, SCHMD11234, SCHMD00858	DANRE43351
OG0000204	SCHMD00861	DANRE22977, DANRE38458
OG0000205	SCHMD01159, SCHMD14901, SCHMD14452, SCHMD14902, SCHMD14453	DANRE05678, DANRE17760, DANRE05679, DANRE22203, DANRE11422, DANRE11423, DANRE17761
OG0000205	SCHMD25881, SCHMD14433, SCHMD00603, SCHMD11532, SCHMD18472, SCHMD00599, SCHMD27278	DANRE03440, DANRE29027, DANRE29028, DANRE14378, DANRE42205
OG0000205	SCHMD03008, SCHMD07998, SCHMD07996	DANRE03325, DANRE03326, DANRE03327, DANRE29567, DANRE29569, DANRE29568, DANRE27025, DANRE24859, DANRE35745, DANRE35744
OG0000207	SCHMD06438, SCHMD26342, SCHMD25964, SCHMD04396	DANRE17486, DANRE17485, DANRE17484, DANRE22386, DANRE15618, DANRE15616, DANRE15617, DANRE15615, DANRE15619, DANRE07385, DANRE27408, DANRE35263, DANRE35264, DANRE10271, DANRE22834, DANRE22835
OG0000208	SCHMD02566, SCHMD12405, SCHMD11985, SCHMD22998, SCHMD11986, SCHMD02567, SCHMD02568, SCHMD12406, SCHMD01555, SCHMD12407, SCHMD05900	DANRE40545, DANRE20339, DANRE08290, DANRE08289, DANRE20297, DANRE30779, DANRE30778, DANRE30780, DANRE25855
OG0000210	SCHMD17714, SCHMD17668, SCHMD15550, SCHMD10082, SCHMD15038, SCHMD22393	DANRE26694
OG0000210	SCHMD24015	DANRE22146
OG0000211	SCHMD21436	DANRE04462, DANRE04461
OG0000215	SCHMD15383	DANRE20070, DANRE40902
OG0000215	SCHMD27729, SCHMD15945	DANRE41569, DANRE41567, DANRE41568
OG0000218	SCHMD01527	DANRE21272, DANRE22815
OG0000220	SCHMD07645	DANRE26586, DANRE26587, DANRE26588, DANRE26584, DANRE26583, DANRE26585, DANRE23907
OG0000221	SCHMD10720	DANRE21380, DANRE21379, DANRE42561, DANRE24216, DANRE24218, DANRE24215, DANRE26894, DANRE26896, DANRE26895, DANRE24217, DANRE29970, DANRE29969, DANRE03479, DANRE13103, DANRE13104, DANRE41056, DANRE02442, DANRE02443, DANRE42362, DANRE10521, DANRE29024, DANRE29025
OG0000222	SCHMD21612, SCHMD08502	DANRE08892, DANRE02501, DANRE02503, DANRE02502, DANRE02504, DANRE22242, DANRE22243, DANRE22240, DANRE22239, DANRE22241
OG0000223	SCHMD07139, SCHMD25635, SCHMD26287, SCHMD25493	DANRE41770
OG0000223	SCHMD07138, SCHMD07143, SCHMD26815, SCHMD26565	DANRE41769
OG0000225	SCHMD14160, SCHMD23340, SCHMD13094, SCHMD25261, SCHMD22794, SCHMD14161	DANRE31381, DANRE31382, DANRE31383, DANRE31384, DANRE31380, DANRE31379, DANRE31378, DANRE31377, DANRE22490, DANRE36644, DANRE36645, DANRE40476, DANRE31226, DANRE40474, DANRE40473, DANRE23156, DANRE19629, DANRE19630, DANRE06683
OG0000226	SCHMD28582, SCHMD28293	DANRE21406, DANRE21407
OG0000227	SCHMD05742, SCHMD06927	DANRE14112
OG0000227	SCHMD05353	DANRE27679, DANRE38311, DANRE07212
OG0000227	SCHMD04380	DANRE38834, DANRE38835, DANRE17989, DANRE17987, DANRE17988, DANRE26274, DANRE26273, DANRE23312, DANRE23311
OG0000230	SCHMD23835, SCHMD14315	DANRE12069
OG0000231	SCHMD15225, SCHMD17377	DANRE06400, DANRE33794, DANRE36523, DANRE36524, DANRE15555, DANRE15556, DANRE23636, DANRE23635, DANRE16408, DANRE42391, DANRE42390
OG0000231	SCHMD24769, SCHMD25604	DANRE25539, DANRE25538, DANRE13340, DANRE24581, DANRE24580, DANRE24579, DANRE24582
OG0000233	SCHMD01146, SCHMD07435, SCHMD22145	DANRE06154, DANRE34266
OG0000234	SCHMD19058, SCHMD11623, SCHMD10215, SCHMD25368	DANRE31522
OG0000235	SCHMD29163	DANRE06028, DANRE06029, DANRE01063, DANRE42731, DANRE42730, DANRE42729, DANRE42728
OG0000236	SCHMD00730	DANRE36230, DANRE36229, DANRE26922, DANRE36231
OG0000239	SCHMD18522	DANRE03491, DANRE29951, DANRE03738, DANRE26391, DANRE26392, DANRE41746, DANRE41745, DANRE35712, DANRE19581, DANRE41747, DANRE35710, DANRE19582, DANRE35708
OG0000239	SCHMD03432	DANRE18831, DANRE11676
OG0000239	SCHMD06547	DANRE29702, DANRE29704, DANRE29703, DANRE03364, DANRE03363, DANRE03365, DANRE09553, DANRE14346, DANRE14347
OG0000240	SCHMD06226, SCHMD00582	DANRE33483
OG0000242	SCHMD20260	DANRE39800, DANRE30613, DANRE23069
OG0000244	SCHMD21826	DANRE23384, DANRE33208
OG0000246	SCHMD02140	DANRE29491
OG0000246	SCHMD16891, SCHMD17961, SCHMD12289	DANRE35156
OG0000248	SCHMD01134, SCHMD07579, SCHMD25860	DANRE11475
OG0000250	SCHMD07715, SCHMD11126	DANRE12907, DANRE12906
OG0000250	SCHMD00165	DANRE30458
OG0000250	SCHMD03762, SCHMD05189	DANRE31328, DANRE31327, DANRE31326
OG0000251	SCHMD28872	DANRE08966
OG0000255	SCHMD14618, SCHMD25034	DANRE20502
OG0000256	SCHMD06220	DANRE00399, DANRE00398, DANRE30242, DANRE17145, DANRE17146
OG0000258	SCHMD19345	DANRE30359
OG0000258	SCHMD00959	DANRE15460
OG0000260	SCHMD00231	DANRE22093, DANRE25713, DANRE25714, DANRE30881, DANRE30885, DANRE30884, DANRE30882, DANRE30883, DANRE22095, DANRE22094, DANRE39700, DANRE39699, DANRE04207, DANRE04206, DANRE06073
OG0000261	SCHMD07513, SCHMD19684, SCHMD09437, SCHMD06264, SCHMD17166	DANRE15325
OG0000263	SCHMD21152, SCHMD16080, SCHMD25801, SCHMD26173, SCHMD15861, SCHMD05150	DANRE01961, DANRE01962
OG0000265	SCHMD14945, SCHMD03613	DANRE17651
OG0000265	SCHMD23325, SCHMD14944, SCHMD23326	DANRE26236
OG0000265	SCHMD06448, SCHMD11031, SCHMD25284	DANRE25675
OG0000265	SCHMD18240, SCHMD09007	DANRE41183, DANRE25673, DANRE25672, DANRE25671
OG0000266	SCHMD11802	DANRE30164
OG0000266	SCHMD26661, SCHMD18048	DANRE29410
OG0000268	SCHMD25441	DANRE41508, DANRE41510, DANRE41509, DANRE09818
OG0000270	SCHMD16423	DANRE08992, DANRE30651, DANRE30650
OG0000272	SCHMD13324, SCHMD08067	DANRE09698, DANRE14147, DANRE11626, DANRE18102, DANRE36914, DANRE36915, DANRE40982, DANRE40983, DANRE33320, DANRE07883, DANRE00548
OG0000273	SCHMD09689	DANRE27068
OG0000273	SCHMD18528, SCHMD25490	DANRE09438, DANRE29892
OG0000275	SCHMD10358	DANRE11730
OG0000275	SCHMD08209, SCHMD24873	DANRE04264, DANRE04262, DANRE05343, DANRE05353, DANRE05351, DANRE05345, DANRE05349, DANRE05352, DANRE05348, DANRE05346, DANRE05344, DANRE05350, DANRE05342, DANRE04263, DANRE05347, DANRE15840, DANRE15841, DANRE35415
OG0000276	SCHMD08876	DANRE01895, DANRE01896
OG0000277	SCHMD09439	DANRE40145, DANRE33384, DANRE39642
OG0000278	SCHMD04708, SCHMD14538	DANRE35562
OG0000278	SCHMD00822, SCHMD09237, SCHMD03776	DANRE33682
OG0000280	SCHMD23115	DANRE18194, DANRE25734
OG0000281	SCHMD28123, SCHMD29220	DANRE20682, DANRE20683, DANRE31164, DANRE31162, DANRE31163, DANRE31165, DANRE22293, DANRE22294, DANRE12990, DANRE17976, DANRE17975, DANRE26281, DANRE03433, DANRE03431, DANRE03430, DANRE03434, DANRE03432
OG0000282	SCHMD05137	DANRE26878, DANRE24153, DANRE24154
OG0000282	SCHMD25893	DANRE03499, DANRE11288, DANRE03498
OG0000282	SCHMD28325	DANRE05310
OG0000284	SCHMD23360, SCHMD08213	DANRE40041, DANRE40043, DANRE40042, DANRE40040, DANRE26654, DANRE26655, DANRE43399, DANRE43400, DANRE43140, DANRE43141, DANRE35642, DANRE35643
OG0000288	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061	DANRE23048, DANRE27140, DANRE27142, DANRE27141, DANRE25605, DANRE37644, DANRE37643, DANRE18515
OG0000289	SCHMD14014, SCHMD14418, SCHMD14417, SCHMD14015, SCHMD16163	DANRE02091, DANRE02092, DANRE02093, DANRE02094, DANRE02090, DANRE26804, DANRE26805, DANRE40016, DANRE43308, DANRE43309
OG0000289	SCHMD29502, SCHMD19194, SCHMD19219, SCHMD13163, SCHMD22750	DANRE09075, DANRE23535
OG0000295	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695	DANRE29067, DANRE29068, DANRE15487
OG0000299	SCHMD13170, SCHMD20344	DANRE24910, DANRE24909, DANRE24914, DANRE28382, DANRE28381, DANRE28383, DANRE22586, DANRE22588, DANRE14187, DANRE14186, DANRE14188, DANRE17357, DANRE17356, DANRE17355
OG0000303	SCHMD12943, SCHMD06255, SCHMD11348	DANRE33104, DANRE32374
OG0000305	SCHMD22293	DANRE31139
OG0000305	SCHMD04764	DANRE09757, DANRE09755, DANRE09756
OG0000305	SCHMD01975	DANRE15092, DANRE10598, DANRE10597, DANRE41676, DANRE35836, DANRE35835, DANRE27357, DANRE27356, DANRE01697
OG0000306	SCHMD02490, SCHMD21359	DANRE01566, DANRE33720, DANRE33719
OG0000306	SCHMD02489	DANRE20511, DANRE39183, DANRE01565
OG0000308	SCHMD26369	DANRE09139, DANRE35889, DANRE08377, DANRE08378, DANRE34374, DANRE34375, DANRE11893
OG0000308	SCHMD14069, SCHMD01003, SCHMD00895	DANRE24047
OG0000310	SCHMD09298, SCHMD11775	DANRE42431, DANRE00597, DANRE00598
OG0000312	SCHMD10213, SCHMD21295, SCHMD02452	DANRE35322
OG0000313	SCHMD03134	DANRE16304, DANRE41630, DANRE41631, DANRE20918, DANRE27620, DANRE14004
OG0000315	SCHMD06241	DANRE07577
OG0000315	SCHMD17654	DANRE41582, DANRE41581, DANRE27213, DANRE38766, DANRE38767
OG0000315	SCHMD01939	DANRE25676, DANRE31346
OG0000315	SCHMD29683	DANRE36622
OG0000316	SCHMD10536, SCHMD22735	DANRE04966, DANRE04970, DANRE15793, DANRE04968, DANRE04967, DANRE04969, DANRE15792
OG0000316	SCHMD10615, SCHMD19154	DANRE21548, DANRE37601
OG0000317	SCHMD15845	DANRE18157, DANRE14722, DANRE09214, DANRE14150
OG0000317	SCHMD18547	DANRE18158
OG0000319	SCHMD18991	DANRE10764, DANRE10762, DANRE27249
OG0000319	SCHMD16069	DANRE39551, DANRE19184
OG0000321	SCHMD10046	DANRE40064, DANRE40063, DANRE27127
OG0000321	SCHMD04699, SCHMD05278	DANRE27073, DANRE06909, DANRE16086, DANRE16087, DANRE42326, DANRE23859, DANRE06908, DANRE42325, DANRE23860, DANRE23861
OG0000322	SCHMD03845, SCHMD03842	DANRE01544, DANRE01543, DANRE01540, DANRE01539, DANRE34869, DANRE43093, DANRE19017, DANRE31496
OG0000323	SCHMD21571, SCHMD14125	DANRE09638, DANRE09637, DANRE09636, DANRE09635
OG0000325	SCHMD10722, SCHMD23724, SCHMD17815, SCHMD15286, SCHMD10721, SCHMD23725, SCHMD23881, SCHMD17816	DANRE43126
OG0000326	SCHMD05388, SCHMD24730	DANRE02837, DANRE22886, DANRE22885, DANRE22887, DANRE27986, DANRE27987, DANRE13111, DANRE13112, DANRE35291, DANRE35290, DANRE35289
OG0000326	SCHMD29727	DANRE02839
OG0000328	SCHMD07101, SCHMD21088, SCHMD28818, SCHMD15355, SCHMD24247, SCHMD15304	DANRE25385
OG0000329	SCHMD12472, SCHMD24777, SCHMD26844, SCHMD15152	DANRE23030, DANRE23031, DANRE35616, DANRE35618, DANRE35617, DANRE42608, DANRE42609, DANRE15386, DANRE15385, DANRE15388, DANRE15387, DANRE24617, DANRE26385, DANRE26384, DANRE26387, DANRE26386, DANRE35619, DANRE26383, DANRE26388, DANRE03328
OG0000332	SCHMD26513, SCHMD25129, SCHMD25620, SCHMD25799, SCHMD18311	DANRE34741, DANRE34268, DANRE34267, DANRE01405, DANRE00047, DANRE33568, DANRE33567, DANRE04341
OG0000333	SCHMD26037, SCHMD21228	DANRE00395
OG0000338	SCHMD23566, SCHMD22193	DANRE20312, DANRE07418, DANRE01510, DANRE01511, DANRE01512, DANRE39673, DANRE39672, DANRE39674, DANRE39675, DANRE26933, DANRE26935, DANRE26934
OG0000338	SCHMD17969	DANRE25350, DANRE10476, DANRE25349, DANRE25347, DANRE25348, DANRE10472, DANRE10473, DANRE10474
OG0000339	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027	DANRE37053, DANRE37054
OG0000343	SCHMD10731, SCHMD08099	DANRE30806, DANRE30807, DANRE30808, DANRE10048, DANRE10049, DANRE10047, DANRE38028, DANRE38032, DANRE38029, DANRE38030, DANRE08041, DANRE08040, DANRE08038, DANRE08039, DANRE00942, DANRE00939, DANRE00938
OG0000346	SCHMD26404	DANRE35422, DANRE29104, DANRE29105, DANRE36435, DANRE36436, DANRE36433, DANRE36434, DANRE36437, DANRE00477, DANRE00478, DANRE00476
OG0000350	SCHMD23543	DANRE10737, DANRE10736, DANRE10735, DANRE13423, DANRE12046, DANRE10734, DANRE18664, DANRE18663
OG0000352	SCHMD07814	DANRE00052, DANRE00051, DANRE00054, DANRE00053, DANRE40150, DANRE29098, DANRE29099, DANRE16846, DANRE16847
OG0000352	SCHMD03216	DANRE18553, DANRE18552, DANRE12565
OG0000353	SCHMD00282, SCHMD11621	DANRE11202, DANRE11203
OG0000353	SCHMD09276, SCHMD00283, SCHMD07604	DANRE35307, DANRE35308, DANRE19661, DANRE19660
OG0000356	SCHMD05389, SCHMD00245	DANRE36680, DANRE36679, DANRE20639, DANRE20640
OG0000357	SCHMD22062, SCHMD19961	DANRE16485, DANRE06581, DANRE16487, DANRE16488, DANRE16486, DANRE01432, DANRE01431, DANRE40852, DANRE40853, DANRE01433
OG0000357	SCHMD01155	DANRE31492, DANRE31491, DANRE25521, DANRE25522, DANRE25519, DANRE31493, DANRE02489, DANRE02488, DANRE23129, DANRE25520
OG0000358	SCHMD28430, SCHMD13052, SCHMD26873	DANRE25564, DANRE25563
OG0000360	SCHMD06047	DANRE07609, DANRE17865, DANRE17866, DANRE01799, DANRE01798, DANRE01797
OG0000367	SCHMD09947	DANRE36654, DANRE31524, DANRE01785, DANRE01784, DANRE39737, DANRE39738, DANRE02416, DANRE22496, DANRE26403, DANRE26402, DANRE26404, DANRE26405, DANRE18908, DANRE18907
OG0000372	SCHMD26866, SCHMD11546	DANRE02748
OG0000372	SCHMD21831, SCHMD11336	DANRE22505, DANRE22504, DANRE11712, DANRE18764
OG0000372	SCHMD16554, SCHMD19665	DANRE15256
OG0000373	SCHMD08646, SCHMD00201	DANRE42982, DANRE29521, DANRE03427, DANRE03426
OG0000373	SCHMD13176, SCHMD08271	DANRE11420, DANRE39515, DANRE39514
OG0000374	SCHMD04677, SCHMD23864	DANRE23152, DANRE23151, DANRE27829
OG0000375	SCHMD00715	DANRE06003, DANRE33724, DANRE43092
OG0000378	SCHMD07011, SCHMD12188	DANRE10060, DANRE30848, DANRE10029, DANRE41542, DANRE41543, DANRE41544, DANRE35904, DANRE35903
OG0000378	SCHMD05583	DANRE35004, DANRE42464, DANRE42465, DANRE42466, DANRE42463, DANRE42468, DANRE13826, DANRE13825, DANRE09246, DANRE09245, DANRE09244
OG0000379	SCHMD22438, SCHMD05351	DANRE08570
OG0000379	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990	DANRE04156
OG0000379	SCHMD09123, SCHMD25695	DANRE16856, DANRE16855
OG0000379	SCHMD18189, SCHMD00174	DANRE14077, DANRE14080, DANRE14079, DANRE14076, DANRE14078
OG0000380	SCHMD01720, SCHMD16935, SCHMD05875, SCHMD04175	DANRE34775
OG0000382	SCHMD02292	DANRE25955, DANRE25953, DANRE25954, DANRE25952, DANRE22850, DANRE22851, DANRE25951, DANRE25950, DANRE31576, DANRE31575, DANRE22849
OG0000384	SCHMD15878	DANRE39176, DANRE39177, DANRE15659, DANRE15658
OG0000386	SCHMD17175, SCHMD15137, SCHMD15138, SCHMD06530, SCHMD06529, SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800	DANRE15744, DANRE06792, DANRE06707, DANRE33779, DANRE08771, DANRE00813
OG0000389	SCHMD03232, SCHMD09731	DANRE20466, DANRE20465, DANRE20464, DANRE20463, DANRE03342, DANRE03343, DANRE03344, DANRE11173
OG0000391	SCHMD22690	DANRE23140
OG0000392	SCHMD08120	DANRE34333, DANRE34332, DANRE34328, DANRE34334, DANRE34327, DANRE34330, DANRE34331, DANRE40148, DANRE40147, DANRE40149, DANRE34329, DANRE26696, DANRE26695, DANRE36354, DANRE36355
OG0000393	SCHMD10497	DANRE04252
OG0000395	SCHMD07915	DANRE07727, DANRE07728, DANRE01256, DANRE01257, DANRE07818, DANRE07819
OG0000397	SCHMD04641	DANRE04704, DANRE04745, DANRE16352, DANRE16353, DANRE39264, DANRE11248, DANRE03405, DANRE34013, DANRE34014, DANRE04699, DANRE04698, DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720, DANRE04744, DANRE01077, DANRE01069, DANRE04710, DANRE19128, DANRE19140, DANRE04716, DANRE19137, DANRE19120, DANRE04707, DANRE04713, DANRE04747, DANRE04686, DANRE04689, DANRE04685, DANRE04683, DANRE04734, DANRE04733, DANRE04677, DANRE04736, DANRE04684, DANRE04739, DANRE04691, DANRE04688, DANRE04681, DANRE04682, DANRE04732, DANRE04746, DANRE04695, DANRE04694, DANRE04735, DANRE04678, DANRE04690, DANRE04708, DANRE04743, DANRE04711, DANRE04717, DANRE04692, DANRE04738, DANRE04714, DANRE01076, DANRE19142, DANRE19144, DANRE04740, DANRE04719
OG0000399	SCHMD23059	DANRE18763
OG0000400	SCHMD00908	DANRE10040
OG0000402	SCHMD02881, SCHMD11412	DANRE01674, DANRE01673, DANRE22595
OG0000403	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300, SCHMD02225, SCHMD03301	DANRE19802
OG0000404	SCHMD02429	DANRE39992
OG0000404	SCHMD03546	DANRE36432, DANRE34734
OG0000405	SCHMD26927, SCHMD22788, SCHMD20823	DANRE09894, DANRE09893, DANRE09890, DANRE09892, DANRE09891, DANRE12864, DANRE12863, DANRE12862, DANRE12866, DANRE12865, DANRE37670, DANRE37669, DANRE37671, DANRE01496, DANRE01497, DANRE01495, DANRE01502, DANRE01500, DANRE01499, DANRE01501, DANRE34777, DANRE34779, DANRE34778, DANRE21580, DANRE21579, DANRE01498
OG0000410	SCHMD21633, SCHMD26345, SCHMD13039, SCHMD24537, SCHMD23335, SCHMD08891	DANRE37915
OG0000411	SCHMD01429	DANRE13512
OG0000411	SCHMD11962, SCHMD08731, SCHMD19533	DANRE15532
OG0000412	SCHMD08478	DANRE40213
OG0000412	SCHMD11584	DANRE05333, DANRE05334
OG0000413	SCHMD18816, SCHMD03327, SCHMD18461	DANRE18923
OG0000413	SCHMD19663	DANRE10704, DANRE18922, DANRE18980, DANRE08263, DANRE08262
OG0000413	SCHMD18817, SCHMD28614	DANRE27623, DANRE27621, DANRE27622, DANRE20913, DANRE20912, DANRE20914, DANRE12246, DANRE12248, DANRE12247
OG0000413	SCHMD22416	DANRE12245
OG0000417	SCHMD12489, SCHMD12109, SCHMD17648, SCHMD04656	DANRE39225, DANRE13017, DANRE35073, DANRE35074
OG0000417	SCHMD05726, SCHMD07229, SCHMD26855, SCHMD04770	DANRE31610
OG0000419	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157	DANRE43228, DANRE43227
OG0000420	SCHMD23004	DANRE00840, DANRE00841, DANRE08543, DANRE08545, DANRE08542, DANRE08546, DANRE08544, DANRE06728
OG0000422	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866	DANRE14661, DANRE05596, DANRE05597, DANRE18645, DANRE18644, DANRE22673, DANRE22672, DANRE41117, DANRE41116
OG0000424	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568	DANRE03532
OG0000425	SCHMD21986, SCHMD08031	DANRE16731
OG0000425	SCHMD24026, SCHMD08029	DANRE16734
OG0000426	SCHMD02251	DANRE07061, DANRE07060, DANRE20172
OG0000426	SCHMD20249	DANRE07062
OG0000426	SCHMD19378, SCHMD08176	DANRE14044, DANRE17040, DANRE17041, DANRE30201, DANRE09323, DANRE09324, DANRE09322, DANRE09321, DANRE29984, DANRE29985
OG0000427	SCHMD05143	DANRE22930, DANRE22931, DANRE22929, DANRE02497, DANRE02496, DANRE43089, DANRE26773, DANRE26772
OG0000430	SCHMD02042	DANRE23936, DANRE25020, DANRE37608, DANRE29590, DANRE29591, DANRE29600, DANRE29596, DANRE29595, DANRE29594, DANRE29599, DANRE29593, DANRE29601, DANRE29597, DANRE29598, DANRE29592
OG0000431	SCHMD00614	DANRE26528, DANRE15244, DANRE42492, DANRE42493, DANRE42494, DANRE42495
OG0000432	SCHMD11313	DANRE31442, DANRE25599, DANRE25600, DANRE02708, DANRE02707, DANRE41299
OG0000433	SCHMD05136	DANRE04048, DANRE29991, DANRE29994, DANRE29993, DANRE29992
OG0000433	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790	DANRE18171, DANRE18170, DANRE18169, DANRE18168, DANRE10817, DANRE42181, DANRE42182
OG0000434	SCHMD11371, SCHMD07829	DANRE15115, DANRE15112, DANRE15113, DANRE15114, DANRE15111, DANRE15108, DANRE15110, DANRE15107, DANRE15109
OG0000435	SCHMD12216, SCHMD19476	DANRE23596, DANRE23597, DANRE23598, DANRE23968, DANRE23966, DANRE23967, DANRE27191, DANRE14826, DANRE14825, DANRE17636, DANRE11382, DANRE11383, DANRE17637, DANRE17638, DANRE35492, DANRE35491, DANRE35494, DANRE35493
OG0000436	SCHMD13323, SCHMD09381	DANRE42552, DANRE42550, DANRE42551, DANRE42553, DANRE14971, DANRE14972, DANRE02915, DANRE14967, DANRE14969, DANRE14968, DANRE14970, DANRE14966, DANRE42555
OG0000437	SCHMD15978, SCHMD13458, SCHMD13578, SCHMD05773, SCHMD23206, SCHMD08272, SCHMD05769	DANRE42224, DANRE15381, DANRE15382, DANRE42222, DANRE42223
OG0000442	SCHMD12679	DANRE07531, DANRE07532, DANRE07533, DANRE16586
OG0000443	SCHMD09029	DANRE09802, DANRE09801, DANRE42227, DANRE42228, DANRE42226, DANRE42229
OG0000444	SCHMD00767, SCHMD00766	DANRE31300, DANRE31301, DANRE02757, DANRE22266, DANRE22265
OG0000445	SCHMD29179	DANRE17296
OG0000446	SCHMD12871	DANRE15117, DANRE15116
OG0000448	SCHMD19749	DANRE00657, DANRE06129, DANRE06127
