Orthogroup	SCHMD	BRALA
OG0006074	SCHMD10253	BRALA11977, BRALA11978
OG0006075	SCHMD09391	BRALA35365, BRALA35269
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	BRALA15093
OG0006081	SCHMD03767, SCHMD03768	BRALA22890
OG0006083	SCHMD05588	BRALA20328, BRALA35248, BRALA20329
OG0006084	SCHMD04050	BRALA22703
OG0006085	SCHMD06820, SCHMD25134	BRALA07626
OG0006087	SCHMD02837	BRALA19067
OG0006094	SCHMD22247	BRALA12226
OG0006095	SCHMD01933	BRALA21272
OG0006097	SCHMD02082	BRALA13786
OG0006098	SCHMD03761	BRALA17662
OG0006099	SCHMD01333, SCHMD00446	BRALA11233
OG0006100	SCHMD13497	BRALA26595
OG0006101	SCHMD20998, SCHMD13053	BRALA15206
OG0006102	SCHMD05671	BRALA16591
OG0006104	SCHMD02621	BRALA11198
OG0006106	SCHMD07924	BRALA01211, BRALA33233
OG0006108	SCHMD01135	BRALA21328
OG0006111	SCHMD08002	BRALA18696
OG0006112	SCHMD08098	BRALA19993
OG0006113	SCHMD19939, SCHMD12223	BRALA03133
OG0006115	SCHMD11076, SCHMD17247	BRALA27978
OG0006116	SCHMD23071, SCHMD20841	BRALA25932
OG0006118	SCHMD01132	BRALA16477
OG0006119	SCHMD11970	BRALA11813
OG0006120	SCHMD01574	BRALA33378, BRALA33685
OG0006121	SCHMD07418	BRALA05259
OG0006122	SCHMD04954	BRALA25033
OG0006123	SCHMD01986	BRALA16397
OG0006124	SCHMD06412	BRALA25408
OG0006125	SCHMD18618	BRALA32023
OG0006127	SCHMD21305	BRALA16273
OG0006128	SCHMD10897	BRALA13158, BRALA13157
OG0006129	SCHMD29479, SCHMD20406, SCHMD23249	BRALA07415
OG0006134	SCHMD03678	BRALA19095
OG0006136	SCHMD24287, SCHMD09864	BRALA13730
OG0006137	SCHMD12111, SCHMD06962	BRALA15657
OG0006141	SCHMD14525	BRALA08424
OG0006144	SCHMD00428, SCHMD04861	BRALA13419
OG0006145	SCHMD01605	BRALA05627
OG0006146	SCHMD09246	BRALA34369, BRALA34115
OG0006147	SCHMD22070	BRALA15350
OG0006148	SCHMD13560, SCHMD22230	BRALA02995
OG0006152	SCHMD06866	BRALA01808
OG0006153	SCHMD01641	BRALA08321, BRALA08319
OG0006155	SCHMD16795, SCHMD26962	BRALA04202
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	BRALA13633
OG0006158	SCHMD08900	BRALA17379, BRALA25331
OG0006159	SCHMD22266	BRALA05824, BRALA35947
OG0006163	SCHMD15384	BRALA04410
OG0006164	SCHMD06001	BRALA26593
OG0006165	SCHMD04333	BRALA35762
OG0006165	SCHMD04332	BRALA35968
OG0006167	SCHMD07995	BRALA28703
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	BRALA10032
OG0006169	SCHMD23567	BRALA30756
OG0006171	SCHMD11398	BRALA30792
OG0006172	SCHMD10620, SCHMD16388	BRALA24107
OG0006177	SCHMD21293	BRALA11337, BRALA11340
OG0006180	SCHMD14399, SCHMD04884	BRALA34420
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	BRALA23439
OG0006183	SCHMD16780, SCHMD11899	BRALA06437
OG0006184	SCHMD09309	BRALA06377
OG0006185	SCHMD16220, SCHMD19381	BRALA17091
OG0006186	SCHMD00394	BRALA13463
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	BRALA18223
OG0006188	SCHMD05423	BRALA05015
OG0006189	SCHMD01559	BRALA11205
OG0006191	SCHMD07313	BRALA21722
OG0006192	SCHMD08338, SCHMD08339	BRALA07356
OG0006199	SCHMD04415, SCHMD04413	BRALA15509, BRALA15507
OG0006202	SCHMD08868	BRALA22394
OG0006204	SCHMD16863	BRALA26638
OG0006205	SCHMD14314	BRALA16511, BRALA16512
OG0006208	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749	BRALA13508
OG0006209	SCHMD08326, SCHMD23138	BRALA18227
OG0006215	SCHMD09655, SCHMD09656	BRALA01061
OG0006216	SCHMD09510	BRALA06312
OG0006217	SCHMD21927, SCHMD16840	BRALA05528
OG0006219	SCHMD06440	BRALA13593
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	BRALA18564
OG0006222	SCHMD18003, SCHMD26063, SCHMD27714, SCHMD25999	BRALA20270
OG0006224	SCHMD00469	BRALA05440
OG0006226	SCHMD17067, SCHMD16763	BRALA01075
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	BRALA22358
OG0006229	SCHMD17318, SCHMD23866	BRALA22434
OG0006230	SCHMD02493	BRALA00506
OG0006233	SCHMD06980	BRALA10666
OG0006234	SCHMD13683, SCHMD14118	BRALA05039
OG0006235	SCHMD04538	BRALA02255
OG0006239	SCHMD01406	BRALA12452
OG0006240	SCHMD29814	BRALA21843
OG0006246	SCHMD00484	BRALA18204
OG0006247	SCHMD22174	BRALA35139, BRALA09607
OG0006248	SCHMD12206, SCHMD10060	BRALA24689
OG0006250	SCHMD16390	BRALA30686
OG0006252	SCHMD16745, SCHMD16993	BRALA15784
OG0006253	SCHMD09135	BRALA22989
OG0006254	SCHMD04705	BRALA06528
OG0006258	SCHMD05887	BRALA04326
OG0006259	SCHMD06837	BRALA09660
OG0006260	SCHMD09985, SCHMD17439	BRALA19733
OG0006261	SCHMD24384	BRALA15304
OG0006263	SCHMD00121	BRALA19960
OG0006267	SCHMD03685	BRALA27926
OG0006268	SCHMD06847	BRALA05496
OG0006269	SCHMD04606	BRALA30664
OG0006271	SCHMD07857	BRALA30606
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	BRALA22474
OG0006277	SCHMD24774	BRALA28928
OG0006279	SCHMD04231	BRALA23718
OG0006280	SCHMD15524, SCHMD19210	BRALA11947
OG0006281	SCHMD02340	BRALA05664
OG0006282	SCHMD08230	BRALA04135, BRALA26011, BRALA30507
OG0006283	SCHMD06325	BRALA10662
OG0006284	SCHMD20607, SCHMD19598	BRALA24402
OG0006285	SCHMD01607, SCHMD01606	BRALA02914
OG0006286	SCHMD01297, SCHMD01298	BRALA20294
OG0006287	SCHMD02772	BRALA24709
OG0006287	SCHMD02771	BRALA24708
OG0006289	SCHMD08039	BRALA19745
OG0006290	SCHMD00955	BRALA15792
OG0006291	SCHMD09043	BRALA11851
OG0006293	SCHMD16297	BRALA33794, BRALA34618, BRALA34423
OG0006294	SCHMD15450, SCHMD16229	BRALA15247
OG0006295	SCHMD02966	BRALA22152
OG0006297	SCHMD09759	BRALA25722
OG0006298	SCHMD01046, SCHMD24624	BRALA29366
OG0006301	SCHMD09923	BRALA22608
OG0006304	SCHMD06368	BRALA18873
OG0006305	SCHMD12627	BRALA11410
OG0006306	SCHMD12510, SCHMD15396	BRALA28080
OG0006310	SCHMD12354	BRALA08934
OG0006311	SCHMD23312	BRALA04781
OG0006313	SCHMD09169	BRALA04098
OG0006314	SCHMD08096	BRALA04224
OG0006315	SCHMD05407	BRALA17398
OG0006316	SCHMD26139, SCHMD20052	BRALA05253
OG0006319	SCHMD10541, SCHMD13166	BRALA18740
OG0006321	SCHMD08365	BRALA16122
OG0006322	SCHMD10221	BRALA15375
OG0006323	SCHMD04105	BRALA22948
OG0006325	SCHMD16004	BRALA18370
OG0006327	SCHMD15773	BRALA00337
OG0006329	SCHMD08342	BRALA25075
OG0006330	SCHMD08411	BRALA18518
OG0006331	SCHMD09182, SCHMD12138	BRALA23061
OG0006332	SCHMD14581	BRALA15040
OG0006334	SCHMD05752, SCHMD05753	BRALA05128
OG0006335	SCHMD11650, SCHMD08469	BRALA00520
OG0006337	SCHMD11987, SCHMD11989	BRALA21642
OG0006340	SCHMD19432	BRALA03730
OG0006341	SCHMD05125	BRALA04141
OG0006344	SCHMD21084, SCHMD09358	BRALA00595
OG0006347	SCHMD07723	BRALA09195
OG0006349	SCHMD05182	BRALA01289
OG0006350	SCHMD09296	BRALA04268
OG0006351	SCHMD06816	BRALA08302
OG0006352	SCHMD07373	BRALA04530
OG0006353	SCHMD10639	BRALA13425
OG0006357	SCHMD03473	BRALA18742
OG0006360	SCHMD08060	BRALA02301
OG0006362	SCHMD03337	BRALA22988
OG0006363	SCHMD19238	BRALA27462
OG0006364	SCHMD06510, SCHMD06511	BRALA04293, BRALA04292
OG0006365	SCHMD14860	BRALA11762
OG0006370	SCHMD28920	BRALA01047
OG0006372	SCHMD07447	BRALA03212
OG0006373	SCHMD11946	BRALA17065
OG0006375	SCHMD00652	BRALA35312, BRALA16704
OG0006376	SCHMD06608	BRALA02582
OG0006377	SCHMD10116	BRALA12745
OG0006378	SCHMD10668, SCHMD11255	BRALA21690
OG0006379	SCHMD18267	BRALA13357
OG0006381	SCHMD24227, SCHMD16114	BRALA28145
OG0006383	SCHMD26033, SCHMD18774	BRALA03662
OG0006386	SCHMD13835, SCHMD19804	BRALA17118
OG0006387	SCHMD14692	BRALA30260
OG0006392	SCHMD15116, SCHMD12579	BRALA12289
OG0006395	SCHMD08199	BRALA16655
OG0006401	SCHMD19581, SCHMD26470	BRALA30659
OG0006402	SCHMD13826, SCHMD09114	BRALA16948
OG0006406	SCHMD27566	BRALA16985
OG0006408	SCHMD11225	BRALA30169, BRALA30167
OG0006414	SCHMD18742	BRALA21306
OG0006416	SCHMD03354	BRALA23596
OG0006443	SCHMD12255, SCHMD24636, SCHMD25778	BRALA15942
OG0006448	SCHMD18654	BRALA14481
OG0006449	SCHMD06362	BRALA12969
OG0006452	SCHMD23102, SCHMD15046	BRALA18059
OG0006454	SCHMD07698, SCHMD07699	BRALA31920
OG0006456	SCHMD11711, SCHMD17298, SCHMD12535	BRALA07627
OG0006457	SCHMD16313	BRALA14722
OG0006459	SCHMD21368	BRALA21741
OG0006461	SCHMD19693, SCHMD11861	BRALA17215
OG0006462	SCHMD07729	BRALA21972
OG0006463	SCHMD07130	BRALA15556
OG0006464	SCHMD12787, SCHMD19777	BRALA11660
OG0006465	SCHMD28077, SCHMD07507	BRALA11934
OG0006469	SCHMD02780	BRALA13138
OG0006470	SCHMD16861	BRALA03878
OG0006472	SCHMD23852, SCHMD12162	BRALA01349
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	BRALA29415
OG0006475	SCHMD12763	BRALA07446
OG0006476	SCHMD29103, SCHMD25388	BRALA08067
OG0006478	SCHMD01744	BRALA20796
OG0006479	SCHMD20030	BRALA32335
OG0006480	SCHMD01088	BRALA00269
OG0006481	SCHMD02855	BRALA01853
OG0006482	SCHMD06492	BRALA23441
OG0006486	SCHMD12934, SCHMD02395	BRALA17155
OG0006488	SCHMD29514, SCHMD21588	BRALA22110
OG0006490	SCHMD00433	BRALA09290
OG0006494	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967	BRALA12242
OG0006501	SCHMD05406	BRALA21471
OG0006503	SCHMD07908	BRALA13583
OG0006504	SCHMD04702, SCHMD29580	BRALA17735
OG0006505	SCHMD08554, SCHMD08796	BRALA14552
OG0006507	SCHMD22063	BRALA24795
OG0006509	SCHMD13705	BRALA11787
OG0006510	SCHMD11921	BRALA26585
OG0006511	SCHMD03048	BRALA26583
OG0006512	SCHMD12217, SCHMD11205	BRALA15201
OG0006514	SCHMD08264	BRALA16975
OG0006517	SCHMD00950	BRALA05623
OG0006518	SCHMD03959	BRALA27980
OG0006519	SCHMD25528	BRALA30968
OG0006520	SCHMD00155	BRALA26806
OG0006523	SCHMD12246, SCHMD13301	BRALA28068
OG0006525	SCHMD21904	BRALA12796
OG0006526	SCHMD14233	BRALA03451
OG0006527	SCHMD10447, SCHMD13054	BRALA25277
OG0006528	SCHMD09670	BRALA07058
OG0006531	SCHMD00423, SCHMD00419	BRALA02175
OG0006532	SCHMD27245	BRALA05058
OG0006533	SCHMD18625	BRALA12416
OG0006536	SCHMD28548	BRALA24028
OG0006537	SCHMD07012	BRALA30762
OG0006538	SCHMD09434	BRALA05308
OG0006540	SCHMD24252, SCHMD19265	BRALA14264
OG0006542	SCHMD07956	BRALA26807
OG0006543	SCHMD05909	BRALA21134
OG0006544	SCHMD05488	BRALA08406
OG0006545	SCHMD08819	BRALA23681
OG0006546	SCHMD22666, SCHMD26503	BRALA13326
OG0006547	SCHMD01454	BRALA21713
OG0006548	SCHMD28704	BRALA24297
OG0006549	SCHMD07432	BRALA12819
OG0006550	SCHMD05608	BRALA27195
OG0006552	SCHMD16090	BRALA18527
OG0006553	SCHMD03817	BRALA06295
OG0006554	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974	BRALA14992
OG0006556	SCHMD10898, SCHMD08118	BRALA24801
OG0006557	SCHMD15751	BRALA24618
OG0006561	SCHMD07629	BRALA12061
OG0006563	SCHMD08352	BRALA17770
OG0006564	SCHMD15011	BRALA23592
OG0006566	SCHMD10136, SCHMD13813	BRALA11134
OG0006567	SCHMD25728, SCHMD21897	BRALA30066
OG0006570	SCHMD12205, SCHMD05328	BRALA10044
OG0006571	SCHMD00180, SCHMD27487	BRALA01588
OG0006573	SCHMD10554	BRALA25563
OG0006574	SCHMD18201	BRALA09517
OG0006579	SCHMD11335, SCHMD14843	BRALA01184
OG0006583	SCHMD08738	BRALA12341
OG0006586	SCHMD14590	BRALA34705, BRALA34026
OG0006590	SCHMD02740	BRALA22902
OG0006593	SCHMD08560	BRALA00408, BRALA00407
OG0006594	SCHMD00507	BRALA24225
OG0006595	SCHMD08252	BRALA04703
OG0006596	SCHMD05657	BRALA26574
OG0006597	SCHMD04098	BRALA15919
OG0006598	SCHMD23134	BRALA18182
OG0006599	SCHMD28680	BRALA03707
OG0006600	SCHMD12543, SCHMD20580	BRALA25769, BRALA23296
OG0006603	SCHMD13311, SCHMD24906	BRALA03443
OG0006604	SCHMD12610	BRALA33757
OG0006606	SCHMD11990	BRALA27981
OG0006607	SCHMD00025	BRALA15151
OG0006608	SCHMD21063	BRALA16177
OG0006610	SCHMD10412	BRALA23008, BRALA25297
OG0006614	SCHMD05476	BRALA01003
OG0006615	SCHMD02189	BRALA13677
OG0006616	SCHMD12397	BRALA12229, BRALA16162
OG0006619	SCHMD14686	BRALA16699
OG0006621	SCHMD06932	BRALA28416
OG0006622	SCHMD16418, SCHMD16456	BRALA12099
OG0006623	SCHMD00154	BRALA32109
OG0006624	SCHMD28658, SCHMD27359	BRALA20284
OG0006626	SCHMD05850	BRALA15000
OG0006628	SCHMD10378	BRALA05802
OG0006630	SCHMD02436	BRALA04522
OG0006631	SCHMD24627, SCHMD24745	BRALA21370
OG0006632	SCHMD11914, SCHMD18633	BRALA11411
OG0006633	SCHMD06460	BRALA15776
OG0006636	SCHMD09363	BRALA13097
OG0006637	SCHMD17064, SCHMD26047	BRALA26648
OG0006640	SCHMD09877	BRALA03728
OG0006646	SCHMD10329	BRALA13446
OG0006647	SCHMD12770, SCHMD12371	BRALA03119
OG0006648	SCHMD13489	BRALA24820
OG0006651	SCHMD07289, SCHMD06082	BRALA18794
OG0006652	SCHMD08119	BRALA10835
OG0006653	SCHMD04276, SCHMD04275	BRALA16140
OG0006655	SCHMD00645	BRALA00574
OG0006656	SCHMD15425	BRALA07528
OG0006658	SCHMD07703, SCHMD19832	BRALA16629
OG0006659	SCHMD00915	BRALA15333
OG0006662	SCHMD11088, SCHMD02344	BRALA14712
OG0006663	SCHMD05461	BRALA16974
OG0006664	SCHMD29653, SCHMD01212	BRALA24834
OG0006666	SCHMD00843	BRALA34133
OG0006667	SCHMD02023	BRALA05144
OG0006668	SCHMD00035	BRALA08318
OG0006669	SCHMD15456	BRALA00985
OG0006670	SCHMD06283	BRALA02659
OG0006671	SCHMD02649	BRALA18774
OG0006673	SCHMD11139, SCHMD01947	BRALA29976
OG0006674	SCHMD28901	BRALA23672, BRALA33822, BRALA23673
OG0006675	SCHMD10065, SCHMD21124	BRALA09831
OG0006677	SCHMD28844	BRALA06236
OG0006678	SCHMD02351	BRALA06274
OG0006680	SCHMD07321, SCHMD04365	BRALA25853
OG0006682	SCHMD13232	BRALA13394
OG0006683	SCHMD12055	BRALA26678
OG0006684	SCHMD03196	BRALA12717
OG0006686	SCHMD05511	BRALA03046
OG0006688	SCHMD02782	BRALA20025
OG0006689	SCHMD09875, SCHMD00797, SCHMD11694	BRALA08372
OG0006690	SCHMD02600	BRALA17356
OG0006691	SCHMD14621	BRALA14546
OG0006692	SCHMD15336	BRALA17480
OG0006693	SCHMD00589	BRALA06823
OG0006694	SCHMD05629	BRALA16849
OG0006695	SCHMD06025	BRALA18862
OG0006697	SCHMD19994, SCHMD13817, SCHMD29045	BRALA31820
OG0006698	SCHMD12118	BRALA19125
OG0006700	SCHMD29051, SCHMD15433, SCHMD27357	BRALA11720
OG0006702	SCHMD29672	BRALA01475
OG0006704	SCHMD28226	BRALA34768
OG0006705	SCHMD14770, SCHMD13114	BRALA15796
OG0006706	SCHMD12854	BRALA02737
OG0006707	SCHMD19389	BRALA23645
OG0006708	SCHMD01518	BRALA20874
OG0006709	SCHMD06005	BRALA09059
OG0006712	SCHMD13757	BRALA20215, BRALA20214
OG0006713	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768	BRALA22528
OG0006717	SCHMD09869	BRALA26122
OG0006718	SCHMD28286	BRALA31418
OG0006720	SCHMD15330, SCHMD18737	BRALA12683
OG0006721	SCHMD06116	BRALA21743
OG0006722	SCHMD18971, SCHMD24284	BRALA01042
OG0006723	SCHMD12671	BRALA05735
OG0006725	SCHMD15226	BRALA28234
OG0006726	SCHMD22403	BRALA16670
OG0006727	SCHMD01781	BRALA01476
OG0006728	SCHMD09693	BRALA14826
OG0006729	SCHMD09997, SCHMD07849	BRALA01063
OG0006730	SCHMD15242	BRALA02164
OG0006733	SCHMD02938	BRALA26251
OG0006734	SCHMD13149, SCHMD15306	BRALA30882
OG0006735	SCHMD23549, SCHMD18150, SCHMD22619	BRALA27074
OG0006737	SCHMD05655	BRALA03436
OG0006741	SCHMD21104, SCHMD16448	BRALA09365
OG0006742	SCHMD14364	BRALA11740
OG0006743	SCHMD06609	BRALA00242
OG0006749	SCHMD17570, SCHMD17569	BRALA22769
OG0006750	SCHMD04443, SCHMD17273, SCHMD07663	BRALA09668
OG0006752	SCHMD12442	BRALA22950
OG0006753	SCHMD08285	BRALA24992
OG0006754	SCHMD13342	BRALA20552
OG0006755	SCHMD10228	BRALA22940
OG0006758	SCHMD05008, SCHMD10024	BRALA00417
OG0006761	SCHMD13526	BRALA11904
OG0006764	SCHMD22289	BRALA12801, BRALA12802
OG0006766	SCHMD07248	BRALA12385
OG0006768	SCHMD03977	BRALA24120
OG0006772	SCHMD01476	BRALA21416
OG0006776	SCHMD10792	BRALA14483
OG0006777	SCHMD08214	BRALA21484
OG0006780	SCHMD13525, SCHMD14457	BRALA11976
OG0006791	SCHMD15752	BRALA16274
OG0006826	SCHMD05426	BRALA11906
OG0006829	SCHMD18846	BRALA28885
OG0006830	SCHMD01740	BRALA28939
OG0006833	SCHMD25705, SCHMD22029	BRALA25618
OG0006835	SCHMD11727, SCHMD11726	BRALA28202
OG0006839	SCHMD11239	BRALA06690
OG0006842	SCHMD07853	BRALA01039
OG0006843	SCHMD10166	BRALA21641
OG0006844	SCHMD10998	BRALA09600
OG0006846	SCHMD24471	BRALA29210
OG0006847	SCHMD10920	BRALA27665
OG0006848	SCHMD15273, SCHMD24879	BRALA20677
OG0006851	SCHMD13891, SCHMD10310	BRALA27931
OG0006856	SCHMD03115	BRALA24695
OG0006857	SCHMD03719	BRALA06099
OG0006858	SCHMD17672	BRALA05940
OG0006860	SCHMD14888, SCHMD01768	BRALA03297
OG0006862	SCHMD08954	BRALA29568
OG0006864	SCHMD09900	BRALA31204
OG0006867	SCHMD19722	BRALA30972
OG0006874	SCHMD00242	BRALA13013
OG0006875	SCHMD14340	BRALA22498
OG0006876	SCHMD01180	BRALA05364
OG0006877	SCHMD28894, SCHMD14652	BRALA07858
OG0006878	SCHMD07673	BRALA00734
OG0006881	SCHMD13107	BRALA19408
OG0006882	SCHMD08215	BRALA03081
OG0006883	SCHMD04789	BRALA16909
OG0006886	SCHMD04628	BRALA19017
OG0006887	SCHMD02004	BRALA23687
OG0006889	SCHMD19490	BRALA27317
OG0006890	SCHMD09977	BRALA31419
OG0006891	SCHMD16311	BRALA28938
OG0006892	SCHMD06736, SCHMD03941	BRALA09163
OG0006894	SCHMD08244	BRALA13030
OG0006895	SCHMD25533, SCHMD25532	BRALA08907
OG0006897	SCHMD14554	BRALA01574
OG0006900	SCHMD12706, SCHMD20696, SCHMD15238	BRALA19706
OG0006901	SCHMD00150	BRALA09160
OG0006902	SCHMD09576	BRALA18408
OG0006906	SCHMD01345	BRALA07226
OG0006909	SCHMD08896	BRALA33942
OG0006909	SCHMD03475	BRALA33141, BRALA19160, BRALA12740
OG0006914	SCHMD02005	BRALA21731
OG0006915	SCHMD17740	BRALA03155, BRALA15756
OG0006917	SCHMD15444, SCHMD23496	BRALA05537
OG0006918	SCHMD02128	BRALA16643
OG0006919	SCHMD04163	BRALA11547
OG0006920	SCHMD07640	BRALA32734
OG0006921	SCHMD00179	BRALA08122
OG0006924	SCHMD07270	BRALA11900
OG0006926	SCHMD18025, SCHMD24077	BRALA29464
OG0006927	SCHMD05483	BRALA05354, BRALA05352
OG0006928	SCHMD24085	BRALA35712
OG0006931	SCHMD09823	BRALA02116
OG0006934	SCHMD02940	BRALA05992
OG0006937	SCHMD07394	BRALA13456
OG0006938	SCHMD13105	BRALA12778
OG0006939	SCHMD19736, SCHMD17847	BRALA27730
OG0006942	SCHMD05106	BRALA15259
OG0006945	SCHMD20350, SCHMD21540	BRALA23683
OG0006946	SCHMD03034	BRALA10185
OG0006948	SCHMD10039	BRALA19464
OG0006949	SCHMD04433	BRALA07772
OG0006951	SCHMD04285	BRALA04665
OG0006952	SCHMD00571	BRALA19947, BRALA34472
OG0006954	SCHMD05444	BRALA28843
OG0006955	SCHMD01359	BRALA12723
OG0006956	SCHMD03205	BRALA34054, BRALA34484
OG0006957	SCHMD21016, SCHMD16664	BRALA24483
OG0006958	SCHMD10483	BRALA17528, BRALA08208
OG0006959	SCHMD14675, SCHMD12735	BRALA24691
OG0006960	SCHMD15792, SCHMD13924	BRALA13465
OG0006962	SCHMD02602	BRALA15450
OG0006964	SCHMD05582, SCHMD05580	BRALA27971
OG0006965	SCHMD16583, SCHMD28209	BRALA31941
OG0006966	SCHMD17179	BRALA16205
OG0006967	SCHMD06876	BRALA23027
OG0006968	SCHMD05918	BRALA12502
OG0006973	SCHMD01554	BRALA33702
OG0006975	SCHMD29017	BRALA33934
OG0006977	SCHMD21617, SCHMD19289	BRALA12753
OG0006979	SCHMD02713	BRALA04203
OG0006980	SCHMD03927	BRALA19616
OG0006984	SCHMD21798	BRALA23391
OG0006985	SCHMD00305	BRALA17311
OG0006987	SCHMD04010	BRALA10147
OG0006990	SCHMD14019	BRALA24376
OG0006991	SCHMD09527	BRALA01907
OG0006993	SCHMD16078, SCHMD15851	BRALA23797
OG0006995	SCHMD08291	BRALA04611
OG0006996	SCHMD07655	BRALA13347
OG0006999	SCHMD09727, SCHMD09154	BRALA12897
OG0007001	SCHMD11191	BRALA02208
OG0007002	SCHMD00096	BRALA10095
OG0007003	SCHMD03229	BRALA21239
OG0007005	SCHMD03780	BRALA23593
OG0007009	SCHMD28218, SCHMD00500	BRALA30026
OG0007012	SCHMD16864	BRALA25249
OG0007013	SCHMD20292, SCHMD25075	BRALA13128
OG0007015	SCHMD09946	BRALA34981
OG0007017	SCHMD24290, SCHMD13895	BRALA06141
OG0007020	SCHMD29169	BRALA29840
OG0007022	SCHMD06207	BRALA18137
OG0007023	SCHMD13414	BRALA17210
OG0007024	SCHMD18147	BRALA17168
OG0007025	SCHMD00852	BRALA11867
OG0007027	SCHMD11009, SCHMD20294, SCHMD17664	BRALA34106
OG0007028	SCHMD16323	BRALA14732
OG0007033	SCHMD17177, SCHMD07596	BRALA15267
OG0007037	SCHMD08275	BRALA14465
OG0007039	SCHMD24759	BRALA12001
OG0007040	SCHMD17930	BRALA10094
OG0007043	SCHMD05387	BRALA29990
OG0007046	SCHMD16357, SCHMD12630	BRALA28196
OG0007047	SCHMD10322	BRALA10122
OG0007049	SCHMD09136, SCHMD15529	BRALA19591
OG0007050	SCHMD12036	BRALA21668, BRALA21669
OG0007053	SCHMD05149	BRALA19607
OG0007055	SCHMD11222	BRALA27573
OG0007057	SCHMD19149, SCHMD23584, SCHMD21225, SCHMD10094, SCHMD17575	BRALA29582
OG0007061	SCHMD27956	BRALA21466
OG0007062	SCHMD05231	BRALA05692
OG0007063	SCHMD04487	BRALA16766
OG0007064	SCHMD12730, SCHMD12728	BRALA08073
OG0007065	SCHMD08144	BRALA16383
OG0007066	SCHMD15229, SCHMD16841	BRALA06127
OG0007067	SCHMD09674	BRALA03281
OG0007068	SCHMD10943	BRALA03721
OG0007070	SCHMD08393	BRALA05975
OG0007073	SCHMD06841	BRALA15855
OG0007077	SCHMD03291, SCHMD23670	BRALA11892
OG0007084	SCHMD10179	BRALA12501
OG0007088	SCHMD06881	BRALA21736, BRALA20662
OG0007089	SCHMD15126	BRALA04691
OG0007090	SCHMD24995	BRALA00803
OG0007091	SCHMD00684	BRALA23753
OG0007092	SCHMD04952	BRALA10801, BRALA10923
OG0007093	SCHMD00633	BRALA16275
OG0007095	SCHMD28386	BRALA25279
OG0007096	SCHMD14480	BRALA32115
OG0007098	SCHMD12814	BRALA19999
OG0007102	SCHMD00303	BRALA28967
OG0007104	SCHMD14802	BRALA29967
OG0007105	SCHMD08588	BRALA14961
OG0007106	SCHMD14679	BRALA18050
OG0007107	SCHMD10627	BRALA11156
OG0007108	SCHMD03383	BRALA34762, BRALA34954, BRALA34329
OG0007109	SCHMD14017, SCHMD14016	BRALA02036
OG0007112	SCHMD09113	BRALA08342
OG0007113	SCHMD27023, SCHMD20834	BRALA22691
OG0007114	SCHMD05373	BRALA31771, BRALA16434
OG0007118	SCHMD01480	BRALA23004
OG0007119	SCHMD02099	BRALA00190, BRALA00189
OG0007122	SCHMD04636	BRALA15769
OG0007124	SCHMD20734	BRALA13189, BRALA13193
OG0007125	SCHMD04115	BRALA29057, BRALA29058
OG0007128	SCHMD15975	BRALA04403
OG0007130	SCHMD02010	BRALA15297
OG0007133	SCHMD09895, SCHMD05400, SCHMD01884, SCHMD19102	BRALA09605
OG0007135	SCHMD14628	BRALA07941
OG0007136	SCHMD04055	BRALA01589
OG0007137	SCHMD09300	BRALA16723
OG0007139	SCHMD08033	BRALA14595
OG0007140	SCHMD14726, SCHMD14725	BRALA00922
OG0007143	SCHMD11402, SCHMD13435	BRALA18546
OG0007144	SCHMD09084, SCHMD13536	BRALA14968
OG0007145	SCHMD07094	BRALA18502
OG0007148	SCHMD23637, SCHMD07923, SCHMD00889	BRALA20040
OG0007149	SCHMD11054, SCHMD14232, SCHMD18987	BRALA26968
OG0007151	SCHMD20465, SCHMD17498	BRALA18700
OG0007152	SCHMD23531	BRALA26948
OG0007154	SCHMD03260	BRALA30790
OG0007158	SCHMD27790, SCHMD22647	BRALA16495
OG0007159	SCHMD06458, SCHMD24141	BRALA02977
OG0007163	SCHMD19963, SCHMD15559	BRALA17109
OG0007164	SCHMD21149	BRALA24802
OG0007165	SCHMD00948	BRALA25940
OG0007166	SCHMD23433, SCHMD23432	BRALA26413
OG0007170	SCHMD12398	BRALA11265
OG0007173	SCHMD27706, SCHMD26151	BRALA35315
OG0007174	SCHMD00679	BRALA34219
OG0007175	SCHMD13246, SCHMD11875	BRALA09886
OG0007176	SCHMD18255, SCHMD19246	BRALA32780
OG0007179	SCHMD02087	BRALA00366
OG0007180	SCHMD13286	BRALA13499
OG0007181	SCHMD07932	BRALA28125
OG0007183	SCHMD09362	BRALA00051
OG0007184	SCHMD06567	BRALA16251
