Orthogroup	SCHMD	BRALA
OG0000732	SCHMD09651	BRALA05974
OG0000732	SCHMD05249	BRALA01121
OG0000733	SCHMD28225, SCHMD15626	BRALA13293
OG0000733	SCHMD13904, SCHMD02163	BRALA13301
OG0000734	SCHMD11583, SCHMD14768, SCHMD09332, SCHMD02937, SCHMD07242, SCHMD04118, SCHMD01513, SCHMD07878, SCHMD24039, SCHMD13942, SCHMD22315, SCHMD14455, SCHMD27004, SCHMD20850, SCHMD13509, SCHMD10084, SCHMD08723, SCHMD14485, SCHMD25295, SCHMD26519, SCHMD04103, SCHMD26949, SCHMD09270, SCHMD20387, SCHMD03648, SCHMD09683, SCHMD10543, SCHMD08018, SCHMD27636, SCHMD18698, SCHMD07342, SCHMD09685, SCHMD09684, SCHMD15319, SCHMD24961, SCHMD26040, SCHMD09274, SCHMD04119	BRALA10056
OG0000735	SCHMD07620	BRALA12877
OG0000736	SCHMD03316	BRALA00409
OG0000740	SCHMD13587	BRALA07389
OG0000748	SCHMD06828, SCHMD06887, SCHMD11059, SCHMD09770	BRALA10606
OG0000751	SCHMD12293, SCHMD13329, SCHMD18701, SCHMD04693, SCHMD17218, SCHMD17217, SCHMD03838, SCHMD03689, SCHMD13065, SCHMD14600, SCHMD18030, SCHMD13408	BRALA07411
OG0000752	SCHMD03946	BRALA11552
OG0000752	SCHMD12645	BRALA28831
OG0000753	SCHMD14739	BRALA27046
OG0000753	SCHMD19308, SCHMD17874	BRALA21594
OG0000754	SCHMD22890	BRALA16625, BRALA28897, BRALA12535, BRALA09046, BRALA06675
OG0000756	SCHMD14622, SCHMD25586, SCHMD05622, SCHMD05624, SCHMD06910, SCHMD05617, SCHMD05616, SCHMD01533, SCHMD01534, SCHMD01528	BRALA00348
OG0000757	SCHMD13979, SCHMD10753, SCHMD18486	BRALA23257, BRALA35035, BRALA34310, BRALA34967
OG0000758	SCHMD07281	BRALA13715
OG0000759	SCHMD21958	BRALA30577, BRALA11347
OG0000760	SCHMD12149, SCHMD20920, SCHMD16709	BRALA20314
OG0000762	SCHMD24589, SCHMD13724, SCHMD08577, SCHMD18827, SCHMD18828	BRALA04595, BRALA07093
OG0000763	SCHMD13003, SCHMD01910, SCHMD15104, SCHMD01491, SCHMD17696, SCHMD22978, SCHMD08138, SCHMD27445, SCHMD08139, SCHMD14202	BRALA13502
OG0000764	SCHMD28742, SCHMD23511, SCHMD24244, SCHMD21888, SCHMD26666, SCHMD07034, SCHMD08608, SCHMD28689, SCHMD25300, SCHMD02459, SCHMD25681, SCHMD09369, SCHMD23779, SCHMD28766, SCHMD27828, SCHMD23678, SCHMD14324, SCHMD10398, SCHMD24976, SCHMD27971, SCHMD13312, SCHMD23780, SCHMD06680, SCHMD23827, SCHMD00480, SCHMD05233, SCHMD03304, SCHMD14872, SCHMD00676, SCHMD21663, SCHMD05848, SCHMD29675, SCHMD28783, SCHMD06421, SCHMD26848, SCHMD12846	BRALA10953, BRALA10954
OG0000764	SCHMD16330	BRALA20638
OG0000765	SCHMD21723, SCHMD22880	BRALA25961
OG0000765	SCHMD29001	BRALA10305
OG0000766	SCHMD07087	BRALA15635
OG0000766	SCHMD23662, SCHMD13714, SCHMD13716, SCHMD13715, SCHMD28470, SCHMD22621, SCHMD06546	BRALA32820, BRALA18201
OG0000768	SCHMD13165, SCHMD22067	BRALA25731
OG0000772	SCHMD07550, SCHMD11404	BRALA03708
OG0000772	SCHMD29807	BRALA34004, BRALA16613, BRALA03331
OG0000774	SCHMD13406	BRALA01367
OG0000774	SCHMD04364	BRALA12795
OG0000776	SCHMD10487	BRALA29299, BRALA14518, BRALA14519, BRALA14092, BRALA29300
OG0000777	SCHMD17125	BRALA06536
OG0000778	SCHMD17919, SCHMD25026, SCHMD16452, SCHMD20513	BRALA20992, BRALA09413, BRALA00256, BRALA00257, BRALA00259
OG0000780	SCHMD10385, SCHMD10386	BRALA21364
OG0000782	SCHMD01655, SCHMD14818	BRALA18203
OG0000784	SCHMD19992, SCHMD27743	BRALA06052, BRALA25550, BRALA17554, BRALA16289, BRALA22376, BRALA25588
OG0000787	SCHMD22606, SCHMD20069, SCHMD13786	BRALA03891
OG0000788	SCHMD11830, SCHMD18844	BRALA02413
OG0000788	SCHMD06628	BRALA32315
OG0000791	SCHMD12437	BRALA14451
OG0000792	SCHMD14957, SCHMD14636, SCHMD23892	BRALA33683
OG0000794	SCHMD10042	BRALA27101, BRALA27102
OG0000797	SCHMD16320	BRALA03774
OG0000799	SCHMD17640	BRALA07756
OG0000802	SCHMD10199	BRALA01136, BRALA01137, BRALA01138
OG0000803	SCHMD13498, SCHMD13620, SCHMD26336	BRALA35065, BRALA07561
OG0000809	SCHMD21850, SCHMD00682	BRALA05348
OG0000810	SCHMD03195, SCHMD03113	BRALA00801
OG0000810	SCHMD06140, SCHMD03114	BRALA10599
OG0000813	SCHMD04629, SCHMD20034, SCHMD10317, SCHMD04366, SCHMD20035, SCHMD10316, SCHMD26060	BRALA03695
OG0000814	SCHMD03060, SCHMD13676	BRALA13770
OG0000819	SCHMD03878	BRALA07697
OG0000819	SCHMD18637, SCHMD01894	BRALA00420
OG0000819	SCHMD26932, SCHMD11456, SCHMD22577, SCHMD16618	BRALA14959
OG0000820	SCHMD19766	BRALA14102
OG0000822	SCHMD16037	BRALA02264
OG0000824	SCHMD07823, SCHMD24327, SCHMD27575, SCHMD22375	BRALA12514
OG0000826	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770	BRALA03389, BRALA10374, BRALA19087
OG0000828	SCHMD18098	BRALA13294, BRALA17812
OG0000828	SCHMD08298	BRALA04441
OG0000828	SCHMD07805	BRALA31135
OG0000828	SCHMD08624	BRALA34346
OG0000829	SCHMD27680, SCHMD26916	BRALA16337, BRALA16336
OG0000834	SCHMD11223, SCHMD19332, SCHMD16052	BRALA06902
OG0000836	SCHMD23242	BRALA01673, BRALA04302, BRALA08044, BRALA08045
OG0000842	SCHMD01343	BRALA00081
OG0000844	SCHMD01709	BRALA18784
OG0000847	SCHMD03587, SCHMD22549	BRALA19376
OG0000848	SCHMD03599	BRALA26804
OG0000849	SCHMD25311	BRALA28673
OG0000849	SCHMD22953, SCHMD26456, SCHMD01276, SCHMD04229, SCHMD16960, SCHMD16685	BRALA24673
OG0000851	SCHMD21876, SCHMD17205	BRALA11776
OG0000855	SCHMD29481, SCHMD01902, SCHMD15557	BRALA11989, BRALA11988, BRALA11992
OG0000856	SCHMD05219, SCHMD06062, SCHMD17590	BRALA04525
OG0000858	SCHMD08601	BRALA12759
OG0000858	SCHMD23221, SCHMD20483, SCHMD08351	BRALA20038
OG0000858	SCHMD22095, SCHMD27060	BRALA08811
OG0000860	SCHMD05987	BRALA18427
OG0000863	SCHMD22411	BRALA26155
OG0000863	SCHMD07293	BRALA04288, BRALA11647, BRALA12403, BRALA20227, BRALA26732, BRALA10858, BRALA08365, BRALA35488, BRALA04291, BRALA17104, BRALA07022, BRALA15917
OG0000868	SCHMD05358	BRALA34175, BRALA35115
OG0000869	SCHMD07449	BRALA00814, BRALA00815
OG0000870	SCHMD09425	BRALA21184, BRALA21180, BRALA21179
OG0000871	SCHMD06938	BRALA16416
OG0000872	SCHMD07553	BRALA02222
OG0000873	SCHMD02655, SCHMD05829	BRALA17119
OG0000875	SCHMD10815	BRALA10301
OG0000875	SCHMD17655, SCHMD18552, SCHMD00030, SCHMD10336	BRALA09033
OG0000876	SCHMD01529	BRALA11284
OG0000878	SCHMD18560	BRALA02340
OG0000879	SCHMD10640	BRALA20286, BRALA33717, BRALA33372, BRALA20287
OG0000880	SCHMD03718	BRALA09318
OG0000881	SCHMD04314, SCHMD09365, SCHMD01117, SCHMD08924	BRALA10038
OG0000881	SCHMD20926, SCHMD25363	BRALA27657
OG0000887	SCHMD27495	BRALA10243, BRALA20178
OG0000887	SCHMD18001	BRALA32915
OG0000888	SCHMD01724	BRALA15051
OG0000889	SCHMD00830, SCHMD04643	BRALA25124
OG0000889	SCHMD02281, SCHMD02130	BRALA07192
OG0000890	SCHMD09911	BRALA24385
OG0000894	SCHMD05374, SCHMD26280	BRALA16945
OG0000894	SCHMD11594, SCHMD05061	BRALA06371
OG0000896	SCHMD08034	BRALA17653
OG0000896	SCHMD03189	BRALA22494
OG0000897	SCHMD05382	BRALA28132
OG0000900	SCHMD04375	BRALA04915, BRALA04927
OG0000905	SCHMD17642, SCHMD19023	BRALA02403
OG0000906	SCHMD01676	BRALA34042
OG0000907	SCHMD03616	BRALA01339
OG0000908	SCHMD03334, SCHMD11293	BRALA30688
OG0000908	SCHMD14013	BRALA30545, BRALA13144
OG0000909	SCHMD05694, SCHMD03729	BRALA24516
OG0000911	SCHMD02390, SCHMD02388	BRALA24857, BRALA35518, BRALA03108
OG0000913	SCHMD10820, SCHMD18663	BRALA19448
OG0000914	SCHMD13078	BRALA20034
OG0000915	SCHMD14220	BRALA15366
OG0000921	SCHMD07722	BRALA09094
OG0000921	SCHMD16275	BRALA21805
OG0000925	SCHMD01205, SCHMD18689	BRALA25852
OG0000925	SCHMD00501, SCHMD05937	BRALA14244
OG0000926	SCHMD13544, SCHMD06558	BRALA25512
OG0000926	SCHMD06554, SCHMD17036, SCHMD13546, SCHMD25813	BRALA29788
OG0000929	SCHMD00375, SCHMD08839	BRALA27860, BRALA27977
OG0000931	SCHMD02356	BRALA30526
OG0000933	SCHMD01828, SCHMD29251, SCHMD08939	BRALA17396
OG0000933	SCHMD02882, SCHMD28308, SCHMD17968, SCHMD28525, SCHMD13327, SCHMD17140, SCHMD17141	BRALA17397
OG0000934	SCHMD07111, SCHMD08216	BRALA15692
OG0000935	SCHMD18664	BRALA20990
OG0000943	SCHMD19076	BRALA03760, BRALA05220, BRALA00974
OG0000944	SCHMD15750	BRALA16973
OG0000945	SCHMD15214, SCHMD06612, SCHMD06319	BRALA12545
OG0000946	SCHMD09426	BRALA08785
OG0000946	SCHMD06614	BRALA08784
OG0000947	SCHMD24447	BRALA00543, BRALA00290
OG0000949	SCHMD10151, SCHMD29084, SCHMD29079, SCHMD02016	BRALA16910
OG0000951	SCHMD20208	BRALA33620, BRALA28201, BRALA34162, BRALA35165
OG0000954	SCHMD05029, SCHMD08968, SCHMD13763	BRALA34235
OG0000954	SCHMD05469, SCHMD02974	BRALA10453
OG0000955	SCHMD06645, SCHMD03890, SCHMD04591	BRALA00782
OG0000955	SCHMD20742	BRALA16596
OG0000957	SCHMD18023	BRALA14646
OG0000960	SCHMD05680, SCHMD08670, SCHMD05681, SCHMD12110	BRALA12453
OG0000963	SCHMD22298, SCHMD11708	BRALA03591
OG0000963	SCHMD04476	BRALA20733
OG0000965	SCHMD22316, SCHMD15133, SCHMD13697, SCHMD12517	BRALA03357
OG0000966	SCHMD00065	BRALA30500
OG0000967	SCHMD11342, SCHMD26265	BRALA11137
OG0000967	SCHMD05844, SCHMD03950	BRALA03874
OG0000968	SCHMD03384, SCHMD13557, SCHMD11646, SCHMD29090	BRALA24640
OG0000969	SCHMD15666, SCHMD13228, SCHMD13229, SCHMD15667	BRALA14830, BRALA07388, BRALA07383
OG0000972	SCHMD05471	BRALA06799
OG0000974	SCHMD24665, SCHMD24853, SCHMD26881	BRALA08524, BRALA00836
OG0000977	SCHMD24427, SCHMD03391	BRALA29523
OG0000978	SCHMD15268, SCHMD25301, SCHMD25194	BRALA19988
OG0000979	SCHMD24204, SCHMD01421	BRALA11494, BRALA16484, BRALA16483, BRALA16486, BRALA12541, BRALA12544
OG0000981	SCHMD13908	BRALA17579
OG0000982	SCHMD26054	BRALA04219
OG0000984	SCHMD02865	BRALA13541
OG0000985	SCHMD13371, SCHMD11840	BRALA03927
OG0000986	SCHMD25195, SCHMD27305, SCHMD22933	BRALA23940
OG0000988	SCHMD00928	BRALA10034
OG0000992	SCHMD08111	BRALA13132, BRALA29385
OG0000993	SCHMD03348	BRALA00562
OG0000994	SCHMD16610, SCHMD07202, SCHMD11541, SCHMD07203	BRALA12870
OG0000994	SCHMD16602, SCHMD10604	BRALA16394
OG0000997	SCHMD28749	BRALA11907
OG0000998	SCHMD08664	BRALA34224, BRALA34676
OG0000999	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208	BRALA08770
OG0001000	SCHMD22725	BRALA29242
OG0001001	SCHMD07356	BRALA14859
OG0001002	SCHMD17610	BRALA17196, BRALA18350, BRALA01976
OG0001002	SCHMD07769, SCHMD07768, SCHMD11688	BRALA35638
OG0001003	SCHMD21687, SCHMD24830	BRALA07286
OG0001006	SCHMD17048, SCHMD11571	BRALA19471
OG0001007	SCHMD05810	BRALA19531, BRALA19530
OG0001008	SCHMD04857	BRALA24730
OG0001009	SCHMD19415, SCHMD09472	BRALA13978
OG0001011	SCHMD16803, SCHMD21485, SCHMD15129, SCHMD01138, SCHMD09256, SCHMD04133, SCHMD16573	BRALA07056, BRALA07076, BRALA01113, BRALA01112, BRALA01272, BRALA00188, BRALA21785, BRALA17632
OG0001013	SCHMD14534, SCHMD13659, SCHMD16121, SCHMD28755, SCHMD14533	BRALA25039, BRALA26373, BRALA25038, BRALA25040, BRALA34547
OG0001015	SCHMD06693, SCHMD06692	BRALA21974
OG0001016	SCHMD23273, SCHMD15080	BRALA14145
OG0001016	SCHMD25548, SCHMD21254	BRALA31587
OG0001017	SCHMD07821	BRALA00434
OG0001018	SCHMD08153	BRALA35275, BRALA04664, BRALA06928, BRALA14350
OG0001019	SCHMD01848, SCHMD05447	BRALA19089
OG0001023	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902	BRALA20751
OG0001028	SCHMD01474, SCHMD11482	BRALA13434
OG0001029	SCHMD04839, SCHMD00804, SCHMD00805	BRALA03377, BRALA03376
OG0001030	SCHMD08464	BRALA10822
OG0001031	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644	BRALA06708
OG0001031	SCHMD19646, SCHMD16992	BRALA31101
OG0001031	SCHMD17709, SCHMD09373	BRALA16794, BRALA30770
OG0001032	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282	BRALA31425
OG0001033	SCHMD11399, SCHMD23908	BRALA06800
OG0001033	SCHMD10492	BRALA23440
OG0001036	SCHMD05156	BRALA13787
OG0001039	SCHMD01765	BRALA06810
OG0001039	SCHMD01764	BRALA20039
OG0001042	SCHMD11839	BRALA11036
OG0001043	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894	BRALA21584
OG0001046	SCHMD05104, SCHMD02045, SCHMD11124	BRALA11238
OG0001047	SCHMD28420	BRALA06024
OG0001048	SCHMD12160	BRALA04010
OG0001049	SCHMD16614	BRALA08587
OG0001050	SCHMD03458	BRALA23081, BRALA05944
OG0001052	SCHMD09988	BRALA03851, BRALA06631
OG0001053	SCHMD25503, SCHMD22630	BRALA17006
OG0001056	SCHMD02897	BRALA03777, BRALA26581, BRALA28085, BRALA28084, BRALA16899, BRALA28083, BRALA12389, BRALA13609, BRALA13612, BRALA09672
OG0001059	SCHMD17881, SCHMD18020, SCHMD18021	BRALA16690
OG0001060	SCHMD12337, SCHMD14762, SCHMD05051	BRALA22460
OG0001062	SCHMD24440, SCHMD23600, SCHMD17910	BRALA01158
OG0001063	SCHMD00703	BRALA22196, BRALA22195, BRALA22198, BRALA22197, BRALA22194, BRALA22631
OG0001064	SCHMD00355, SCHMD00354	BRALA27120, BRALA30714, BRALA30301, BRALA26163
OG0001064	SCHMD28345	BRALA29488
OG0001072	SCHMD24459, SCHMD27893	BRALA23228, BRALA23227, BRALA29817
OG0001073	SCHMD00478	BRALA12664
OG0001075	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771	BRALA09682
OG0001076	SCHMD07131	BRALA20184
OG0001077	SCHMD18584, SCHMD01953	BRALA08290
OG0001077	SCHMD20077	BRALA07396
OG0001077	SCHMD18407, SCHMD17122	BRALA31456
OG0001078	SCHMD20731, SCHMD25766	BRALA13847
OG0001079	SCHMD25938	BRALA21718
OG0001079	SCHMD15090, SCHMD18834	BRALA18533, BRALA21440, BRALA18732, BRALA10369, BRALA24636, BRALA29256, BRALA20346, BRALA25660
OG0001079	SCHMD27223	BRALA12769
OG0001080	SCHMD08586	BRALA13315
OG0001080	SCHMD15438, SCHMD19176	BRALA13682
OG0001080	SCHMD05782, SCHMD22091	BRALA13314
OG0001081	SCHMD05425	BRALA20186, BRALA18322, BRALA02329, BRALA02330
OG0001083	SCHMD07690	BRALA22369
OG0001084	SCHMD10717	BRALA34942, BRALA33764
OG0001085	SCHMD03894	BRALA18590, BRALA17350
OG0001086	SCHMD22447, SCHMD28850, SCHMD24214	BRALA26119
OG0001088	SCHMD01007, SCHMD19898, SCHMD23791	BRALA22594
OG0001089	SCHMD10517	BRALA20406
OG0001090	SCHMD22171, SCHMD15052, SCHMD14871, SCHMD23868, SCHMD00934, SCHMD02957, SCHMD02170, SCHMD23588, SCHMD18161, SCHMD24510, SCHMD25428, SCHMD28135, SCHMD05847, SCHMD13313, SCHMD09556, SCHMD06679, SCHMD00092, SCHMD03303, SCHMD27352, SCHMD03833, SCHMD14325, SCHMD12843, SCHMD25555, SCHMD14278, SCHMD22966, SCHMD27178, SCHMD23857	BRALA19647
OG0001091	SCHMD13206, SCHMD15908	BRALA18566
OG0001092	SCHMD18945	BRALA08314
OG0001093	SCHMD16772	BRALA07018
OG0001094	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662	BRALA21202
OG0001096	SCHMD11467, SCHMD14874	BRALA33777, BRALA19152, BRALA02429, BRALA20860, BRALA19151, BRALA33488, BRALA29289, BRALA09978, BRALA29288
OG0001101	SCHMD23171	BRALA11039
OG0001102	SCHMD06311	BRALA06483
OG0001103	SCHMD10595	BRALA23451
OG0001104	SCHMD11885, SCHMD14895, SCHMD18516, SCHMD03705	BRALA14774
OG0001108	SCHMD08133	BRALA10695, BRALA14990
OG0001112	SCHMD26529, SCHMD08447, SCHMD12345, SCHMD07656, SCHMD07657, SCHMD23860, SCHMD19548, SCHMD19654, SCHMD19655	BRALA13668
OG0001113	SCHMD04717	BRALA08129
OG0001113	SCHMD08665, SCHMD03992	BRALA16554
OG0001114	SCHMD02552, SCHMD07391	BRALA27031
OG0001116	SCHMD19491	BRALA34250
OG0001117	SCHMD18856	BRALA15421
OG0001118	SCHMD16905, SCHMD07256, SCHMD20803	BRALA07680
OG0001119	SCHMD23322, SCHMD22988, SCHMD23323	BRALA13802
OG0001121	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994	BRALA32292, BRALA13901, BRALA27511, BRALA08946
OG0001123	SCHMD02756	BRALA24284
OG0001124	SCHMD24013	BRALA23017, BRALA07725
OG0001126	SCHMD17193, SCHMD24674, SCHMD17192	BRALA16208
OG0001127	SCHMD06664	BRALA34184
OG0001128	SCHMD08323	BRALA22493
OG0001129	SCHMD15504, SCHMD18282, SCHMD05846	BRALA12498
OG0001130	SCHMD04030	BRALA09459, BRALA01930, BRALA15598
OG0001130	SCHMD13287, SCHMD04031	BRALA16826
OG0001133	SCHMD18643	BRALA03024, BRALA03023
OG0001133	SCHMD29299, SCHMD19714	BRALA00752
OG0001136	SCHMD09640	BRALA18520
OG0001137	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243	BRALA13309
OG0001138	SCHMD00170	BRALA00020, BRALA11821
OG0001139	SCHMD00334	BRALA06120, BRALA32868, BRALA35077
OG0001141	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658	BRALA09514
OG0001142	SCHMD12785, SCHMD19807, SCHMD09379	BRALA14735
OG0001143	SCHMD05178	BRALA04133
OG0001146	SCHMD06189	BRALA18782, BRALA05823
OG0001148	SCHMD02133, SCHMD02134, SCHMD22264, SCHMD25588	BRALA32277, BRALA19677, BRALA32275, BRALA34454, BRALA32276, BRALA12465, BRALA12466
OG0001149	SCHMD16336, SCHMD29633	BRALA02800, BRALA04751, BRALA04752, BRALA04599, BRALA04600, BRALA05458, BRALA29287, BRALA13277, BRALA05394, BRALA23727, BRALA23728, BRALA03128, BRALA02797, BRALA02801
OG0001155	SCHMD01897	BRALA32774
OG0001156	SCHMD11390	BRALA24884
OG0001158	SCHMD06105	BRALA32010
OG0001158	SCHMD01514, SCHMD06104, SCHMD00376	BRALA34638
OG0001159	SCHMD21936	BRALA12859
OG0001159	SCHMD01595	BRALA12091
OG0001160	SCHMD18251, SCHMD20811	BRALA26795, BRALA26797, BRALA19892
OG0001160	SCHMD20666	BRALA07607, BRALA18147, BRALA18618, BRALA19127, BRALA07606
OG0001162	SCHMD04355, SCHMD04356	BRALA29065
OG0001164	SCHMD22065	BRALA14948
OG0001165	SCHMD11819	BRALA14768
OG0001165	SCHMD12131	BRALA05900
OG0001167	SCHMD08043, SCHMD04406	BRALA30313
OG0001168	SCHMD13073	BRALA29323, BRALA27661, BRALA20565
OG0001169	SCHMD01217	BRALA15708, BRALA16649, BRALA16681
OG0001172	SCHMD19335	BRALA06911
OG0001172	SCHMD00291	BRALA04692
OG0001174	SCHMD01912, SCHMD10503, SCHMD10504, SCHMD01914	BRALA15302
OG0001175	SCHMD18473	BRALA00132
OG0001176	SCHMD08283	BRALA21617
OG0001177	SCHMD07016, SCHMD07017, SCHMD07015	BRALA12880
OG0001178	SCHMD07684	BRALA05138
OG0001178	SCHMD13713	BRALA06035
OG0001179	SCHMD26379	BRALA20573
OG0001180	SCHMD06758, SCHMD11099, SCHMD23467, SCHMD27444, SCHMD17396	BRALA14580, BRALA22836
OG0001181	SCHMD21797	BRALA18132
OG0001183	SCHMD02325	BRALA24188
OG0001184	SCHMD12752	BRALA10129
OG0001184	SCHMD29753, SCHMD15110, SCHMD23640	BRALA21684
OG0001185	SCHMD23236	BRALA27214
OG0001186	SCHMD20610	BRALA19974
OG0001186	SCHMD05037	BRALA16139
OG0001188	SCHMD05963, SCHMD14167	BRALA10757
OG0001189	SCHMD17573, SCHMD27159, SCHMD05552	BRALA16685
OG0001191	SCHMD00186	BRALA21369
OG0001191	SCHMD11387	BRALA27930
OG0001197	SCHMD06230	BRALA24133
OG0001197	SCHMD16253	BRALA32524, BRALA01046
OG0001198	SCHMD04078	BRALA02488
OG0001199	SCHMD17507, SCHMD14047	BRALA28833
OG0001199	SCHMD17830	BRALA15988
OG0001199	SCHMD16496	BRALA34865
OG0001201	SCHMD18644	BRALA03561
OG0001203	SCHMD00135, SCHMD00546, SCHMD10565, SCHMD27661, SCHMD10341	BRALA13355
OG0001204	SCHMD08657, SCHMD22624, SCHMD10325	BRALA24154, BRALA24153
OG0001207	SCHMD07731	BRALA21595, BRALA21596, BRALA29973
OG0001208	SCHMD11671, SCHMD13440, SCHMD22806	BRALA01086
OG0001209	SCHMD22043, SCHMD28492	BRALA26756
OG0001210	SCHMD19441	BRALA17839
OG0001210	SCHMD03203	BRALA15850
OG0001211	SCHMD16385, SCHMD14428	BRALA26659
OG0001213	SCHMD01086	BRALA28371
OG0001213	SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675	BRALA34460
OG0001214	SCHMD22221	BRALA28235
OG0001215	SCHMD25774	BRALA00597
OG0001216	SCHMD13349	BRALA19958
OG0001217	SCHMD18537	BRALA28081
OG0001218	SCHMD03256	BRALA05693
OG0001219	SCHMD09614, SCHMD00713	BRALA10294
OG0001220	SCHMD07712	BRALA35332
OG0001221	SCHMD16690	BRALA22011
OG0001223	SCHMD08671	BRALA03165
OG0001226	SCHMD21222	BRALA29243
OG0001230	SCHMD18159, SCHMD04385, SCHMD04382, SCHMD28531	BRALA09760
OG0001231	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182	BRALA31220
OG0001236	SCHMD08913, SCHMD03442	BRALA27296
OG0001236	SCHMD05776	BRALA03699
OG0001238	SCHMD09688	BRALA16537, BRALA10747
OG0001241	SCHMD04223	BRALA15125
OG0001241	SCHMD16327	BRALA14260
OG0001245	SCHMD09398	BRALA18092
OG0001246	SCHMD09297	BRALA21012
OG0001247	SCHMD01541, SCHMD06119, SCHMD06121	BRALA17334
OG0001248	SCHMD28672, SCHMD29190, SCHMD17657	BRALA00477
OG0001250	SCHMD08101, SCHMD04347	BRALA25027
OG0001251	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715	BRALA03569
OG0001256	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518	BRALA27869
OG0001261	SCHMD04419, SCHMD13436	BRALA16992, BRALA16993, BRALA34932
OG0001262	SCHMD20011	BRALA35145
OG0001262	SCHMD20259	BRALA34134
OG0001263	SCHMD17470	BRALA03642, BRALA10859
OG0001264	SCHMD27230, SCHMD17432	BRALA03222
OG0001266	SCHMD00016, SCHMD26654	BRALA18491, BRALA13354
OG0001267	SCHMD05399	BRALA24251
OG0001268	SCHMD01057	BRALA01606
OG0001268	SCHMD24040	BRALA34950, BRALA34874
OG0001269	SCHMD16377	BRALA29120
OG0001270	SCHMD27534, SCHMD20425, SCHMD23309, SCHMD13653	BRALA13955
OG0001271	SCHMD05357	BRALA17017
OG0001272	SCHMD27604, SCHMD21806	BRALA07264
OG0001273	SCHMD13838, SCHMD25918, SCHMD21739	BRALA23210, BRALA35939
OG0001275	SCHMD25163	BRALA16893
OG0001279	SCHMD06836	BRALA24710
OG0001280	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884	BRALA09515
OG0001281	SCHMD05572	BRALA30159
OG0001282	SCHMD08027, SCHMD08026, SCHMD08025, SCHMD08022	BRALA02372
OG0001284	SCHMD09316	BRALA14486
OG0001284	SCHMD00434	BRALA09529
OG0001285	SCHMD13791	BRALA34036, BRALA33761, BRALA33984, BRALA34161
OG0001286	SCHMD05790	BRALA27842
OG0001287	SCHMD07530	BRALA08199
OG0001291	SCHMD20641, SCHMD11793	BRALA17947, BRALA32920
OG0001294	SCHMD26145, SCHMD28915, SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418	BRALA29575
OG0001296	SCHMD20454, SCHMD11060	BRALA22582
OG0001297	SCHMD10762	BRALA23851
OG0001300	SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202	BRALA05943, BRALA27824
OG0001302	SCHMD13885	BRALA01346
OG0001302	SCHMD08617, SCHMD27826	BRALA17951
OG0001304	SCHMD13840	BRALA22379
OG0001306	SCHMD04516	BRALA05038
OG0001308	SCHMD08020	BRALA03706
OG0001310	SCHMD19422	BRALA22585
OG0001310	SCHMD09167	BRALA27863
OG0001311	SCHMD05801	BRALA14115
OG0001312	SCHMD02056, SCHMD02055	BRALA29353
OG0001316	SCHMD15981	BRALA15900
OG0001318	SCHMD07054	BRALA08906
OG0001318	SCHMD16802	BRALA01956
OG0001319	SCHMD14764	BRALA24213
OG0001320	SCHMD01321, SCHMD01324, SCHMD01322	BRALA11528
OG0001320	SCHMD05527	BRALA25109
OG0001321	SCHMD23818	BRALA08021
OG0001322	SCHMD09506	BRALA09871, BRALA13321
OG0001323	SCHMD18380, SCHMD28053	BRALA31053
OG0001324	SCHMD06767	BRALA11260
OG0001325	SCHMD05728	BRALA04015
OG0001326	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423	BRALA24571, BRALA24570
OG0001327	SCHMD08653, SCHMD04846	BRALA19771
OG0001329	SCHMD15324	BRALA32195, BRALA12680
OG0001331	SCHMD14545	BRALA34572, BRALA33928
OG0001332	SCHMD04204	BRALA05167
OG0001333	SCHMD15673, SCHMD23155	BRALA25392
OG0001335	SCHMD26447	BRALA21645
OG0001337	SCHMD01703	BRALA09464
OG0001337	SCHMD11229, SCHMD01704, SCHMD14444	BRALA01268
