Orthogroup	LYTVA_ok	ORYLA
OG0000525	LYTVA_27355	ORYLA06511, ORYLA02439
OG0000525	LYTVA_20949	ORYLA07450, ORYLA07984, ORYLA17059
OG0000526	LYTVA_10683, LYTVA_07835, LYTVA_10678, LYTVA_25363, LYTVA_25370	ORYLA04970
OG0000527	LYTVA_20562	ORYLA06889, ORYLA13098, ORYLA16582, ORYLA00618
OG0000528	LYTVA_22002	ORYLA10409, ORYLA03074, ORYLA07689, ORYLA04813
OG0000529	LYTVA_23566	ORYLA12875
OG0000529	LYTVA_23159	ORYLA05863, ORYLA01890, ORYLA04329
OG0000529	LYTVA_04442	ORYLA19259
OG0000530	LYTVA_01074	ORYLA10196, ORYLA13418, ORYLA20102, ORYLA06799
OG0000535	LYTVA_16804, LYTVA_27505	ORYLA01196, ORYLA00300, ORYLA13542
OG0000537	LYTVA_04641	ORYLA07579, ORYLA09989
OG0000538	LYTVA_19552	ORYLA09396, ORYLA13935, ORYLA08202, ORYLA08895, ORYLA08896, ORYLA06216
OG0000542	LYTVA_16634	ORYLA02120
OG0000544	LYTVA_27738	ORYLA03180, ORYLA04044
OG0000544	LYTVA_05338	ORYLA18168
OG0000545	LYTVA_08840	ORYLA04729, ORYLA19657, ORYLA04200, ORYLA10194, ORYLA03088
OG0000548	LYTVA_06015	ORYLA13910, ORYLA20346, ORYLA15938
OG0000551	LYTVA_09908, LYTVA_12970, LYTVA_25441, LYTVA_01943, LYTVA_20915, LYTVA_09909	ORYLA15546
OG0000552	LYTVA_03254	ORYLA02316
OG0000552	LYTVA_15858	ORYLA19748
OG0000553	LYTVA_23265	ORYLA11116
OG0000553	LYTVA_09391	ORYLA16813, ORYLA16993, ORYLA16814, ORYLA19765
OG0000560	LYTVA_26084, LYTVA_16607, LYTVA_16609, LYTVA_20278, LYTVA_28476, LYTVA_01495	ORYLA04875
OG0000561	LYTVA_29146	ORYLA10348, ORYLA11842
OG0000562	LYTVA_01419	ORYLA06574, ORYLA13197
OG0000563	LYTVA_03052	ORYLA04101
OG0000564	LYTVA_23030, LYTVA_26193	ORYLA03368, ORYLA10699, ORYLA11883, ORYLA05222, ORYLA00088
OG0000565	LYTVA_24437, LYTVA_01567	ORYLA05583, ORYLA05582
OG0000566	LYTVA_16321	ORYLA14819
OG0000566	LYTVA_16285	ORYLA04369
OG0000567	LYTVA_12299	ORYLA12167
OG0000567	LYTVA_13542, LYTVA_02323	ORYLA12905
OG0000570	LYTVA_13446, LYTVA_13448, LYTVA_13447, LYTVA_13452, LYTVA_24675	ORYLA10850, ORYLA08171, ORYLA16666, ORYLA16667, ORYLA13899
OG0000573	LYTVA_17570	ORYLA13057, ORYLA13843, ORYLA04228
OG0000574	LYTVA_10809	ORYLA16287, ORYLA08280
OG0000575	LYTVA_27938	ORYLA17931, ORYLA02623, ORYLA01132, ORYLA00665, ORYLA06768, ORYLA08996, ORYLA08583, ORYLA09811
OG0000576	LYTVA_26208	ORYLA13924, ORYLA15981, ORYLA08396, ORYLA05305, ORYLA13808, ORYLA15873
OG0000578	LYTVA_22088	ORYLA07686, ORYLA04727, ORYLA10429
OG0000579	LYTVA_05380	ORYLA11089, ORYLA20327, ORYLA19001, ORYLA13906, ORYLA15480
OG0000580	LYTVA_17855, LYTVA_06002	ORYLA12110, ORYLA14690
OG0000581	LYTVA_01246	ORYLA10424
OG0000581	LYTVA_20217	ORYLA04860, ORYLA10423
OG0000581	LYTVA_20223	ORYLA10422
OG0000582	LYTVA_16729	ORYLA18132
OG0000583	LYTVA_02410	ORYLA00997, ORYLA00998, ORYLA03929, ORYLA09564, ORYLA08581, ORYLA10274, ORYLA02043, ORYLA05980
OG0000587	LYTVA_14343, LYTVA_26577	ORYLA03518, ORYLA06908, ORYLA07631, ORYLA13556, ORYLA13555, ORYLA12215
OG0000587	LYTVA_09394	ORYLA03397
OG0000588	LYTVA_02313	ORYLA16614, ORYLA00870, ORYLA06281, ORYLA02480, ORYLA17646
OG0000589	LYTVA_27829	ORYLA14568, ORYLA14571, ORYLA14570, ORYLA14572, ORYLA14569, ORYLA11091, ORYLA15797, ORYLA14019, ORYLA14732, ORYLA14730, ORYLA14731
OG0000590	LYTVA_14114	ORYLA06302, ORYLA06303, ORYLA14008
OG0000591	LYTVA_18700	ORYLA16935, ORYLA00569
OG0000592	LYTVA_06892	ORYLA11854
OG0000594	LYTVA_12514	ORYLA14067, ORYLA14715
OG0000597	LYTVA_08995, LYTVA_09001	ORYLA07402, ORYLA04005, ORYLA16364, ORYLA17588, ORYLA02653
OG0000600	LYTVA_06939	ORYLA11563, ORYLA19470, ORYLA00993
OG0000601	LYTVA_25885, LYTVA_09449, LYTVA_06884	ORYLA17146, ORYLA08067, ORYLA08066, ORYLA05105, ORYLA08065, ORYLA05107, ORYLA05106, ORYLA05108, ORYLA05111, ORYLA05110, ORYLA05109, ORYLA08068, ORYLA17807, ORYLA02337
OG0000602	LYTVA_06542	ORYLA01432, ORYLA06917, ORYLA13271
OG0000602	LYTVA_02334, LYTVA_28424	ORYLA06916, ORYLA13270, ORYLA00924, ORYLA01431
OG0000603	LYTVA_12055	ORYLA04140, ORYLA10165, ORYLA11389, ORYLA08141, ORYLA07667
OG0000609	LYTVA_12338	ORYLA10455
OG0000609	LYTVA_28306, LYTVA_08875	ORYLA08612, ORYLA08611
OG0000610	LYTVA_17940	ORYLA05771, ORYLA05770, ORYLA12672, ORYLA00338
OG0000611	LYTVA_07188	ORYLA12216, ORYLA07591
OG0000611	LYTVA_21486	ORYLA12728
OG0000612	LYTVA_17504	ORYLA19603
OG0000613	LYTVA_03903	ORYLA11623, ORYLA14150, ORYLA19742, ORYLA01989
OG0000613	LYTVA_25492	ORYLA17655, ORYLA18374
OG0000614	LYTVA_08490	ORYLA10528
OG0000615	LYTVA_29719	ORYLA12415
OG0000616	LYTVA_14032	ORYLA05919
OG0000616	LYTVA_22938	ORYLA03438
OG0000617	LYTVA_12604	ORYLA14714
OG0000619	LYTVA_00565	ORYLA07678, ORYLA08629, ORYLA09912, ORYLA09913, ORYLA03419
OG0000623	LYTVA_05482	ORYLA04745
OG0000623	LYTVA_02662	ORYLA00079, ORYLA17052, ORYLA00793, ORYLA17008
OG0000624	LYTVA_17510, LYTVA_30177, LYTVA_22160, LYTVA_15747	ORYLA17149, ORYLA17995, ORYLA09867
OG0000625	LYTVA_10178	ORYLA03290, ORYLA03289, ORYLA19775, ORYLA03209, ORYLA04314, ORYLA04313, ORYLA03210, ORYLA03288
OG0000627	LYTVA_13220	ORYLA03674, ORYLA06171, ORYLA09126, ORYLA20443
OG0000628	LYTVA_13954	ORYLA13552, ORYLA05950, ORYLA12221
OG0000628	LYTVA_03881	ORYLA15555, ORYLA15554, ORYLA05695
OG0000629	LYTVA_20124	ORYLA12592
OG0000635	LYTVA_07426	ORYLA03671
OG0000636	LYTVA_29351	ORYLA19416, ORYLA01336, ORYLA03947, ORYLA03948, ORYLA05255, ORYLA07991
OG0000637	LYTVA_13438	ORYLA16896, ORYLA00139
OG0000639	LYTVA_07276	ORYLA02529
OG0000639	LYTVA_20363, LYTVA_03919	ORYLA15265, ORYLA08926, ORYLA13977, ORYLA15421
OG0000642	LYTVA_03860, LYTVA_03859, LYTVA_07734	ORYLA07221, ORYLA00442, ORYLA00566
OG0000642	LYTVA_04785	ORYLA04869
OG0000643	LYTVA_12786	ORYLA17539, ORYLA02340, ORYLA04587
OG0000646	LYTVA_01801, LYTVA_17076	ORYLA13497, ORYLA07440
OG0000648	LYTVA_04746	ORYLA08869
OG0000648	LYTVA_13183	ORYLA06524, ORYLA12473, ORYLA12472
OG0000649	LYTVA_10245	ORYLA13751, ORYLA15737, ORYLA02071
OG0000651	LYTVA_21211	ORYLA16106, ORYLA14377, ORYLA06160
OG0000653	LYTVA_17085	ORYLA06368, ORYLA10074, ORYLA00719
OG0000654	LYTVA_28826	ORYLA15971, ORYLA15711, ORYLA09217, ORYLA16426, ORYLA08809
OG0000657	LYTVA_11565	ORYLA17525
OG0000657	LYTVA_09513	ORYLA17523, ORYLA17524, ORYLA12065
OG0000660	LYTVA_18194	ORYLA09622, ORYLA19737
OG0000660	LYTVA_29081	ORYLA17770, ORYLA03243
OG0000662	LYTVA_18798	ORYLA20494
OG0000662	LYTVA_15423	ORYLA17182, ORYLA07752, ORYLA17006
OG0000664	LYTVA_13239	ORYLA15831, ORYLA14755, ORYLA10857, ORYLA14234
OG0000665	LYTVA_06571, LYTVA_07973, LYTVA_29574	ORYLA12410, ORYLA17696, ORYLA05725, ORYLA01532, ORYLA14102
OG0000666	LYTVA_07805	ORYLA15723
OG0000667	LYTVA_26735, LYTVA_08534, LYTVA_06085, LYTVA_22221	ORYLA19371, ORYLA04668
OG0000670	LYTVA_25988	ORYLA04233, ORYLA00968, ORYLA06340, ORYLA19136, ORYLA19831, ORYLA13503
OG0000671	LYTVA_27726	ORYLA16201, ORYLA15719, ORYLA15720, ORYLA13739, ORYLA13700, ORYLA13824, ORYLA11265, ORYLA14680
OG0000672	LYTVA_03099	ORYLA19020
OG0000674	LYTVA_07878	ORYLA05775, ORYLA18358
OG0000675	LYTVA_19260, LYTVA_19252, LYTVA_28356, LYTVA_30111, LYTVA_12674, LYTVA_00152, LYTVA_00074, LYTVA_11140, LYTVA_14374	ORYLA08118, ORYLA04927
OG0000676	LYTVA_14394	ORYLA19352
OG0000676	LYTVA_22046	ORYLA18665
OG0000676	LYTVA_18544	ORYLA06347, ORYLA07256, ORYLA08627, ORYLA09910
OG0000680	LYTVA_10018, LYTVA_10016, LYTVA_20352	ORYLA18896
OG0000681	LYTVA_24742, LYTVA_06870	ORYLA15125
OG0000682	LYTVA_10303	ORYLA04948, ORYLA00891, ORYLA02515
OG0000683	LYTVA_03132	ORYLA19477
OG0000683	LYTVA_12146	ORYLA16618, ORYLA00863, ORYLA07013, ORYLA13074
OG0000684	LYTVA_20362	ORYLA15561, ORYLA06293, ORYLA04619
OG0000690	LYTVA_23445	ORYLA02247, ORYLA10616, ORYLA11941
OG0000690	LYTVA_06618, LYTVA_16355	ORYLA07589
OG0000690	LYTVA_03145	ORYLA01395
OG0000691	LYTVA_25156	ORYLA12446, ORYLA07129, ORYLA15301
OG0000691	LYTVA_24386, LYTVA_24385	ORYLA11980, ORYLA02254, ORYLA10333, ORYLA15419
OG0000692	LYTVA_10855, LYTVA_24724, LYTVA_10854	ORYLA04625
OG0000693	LYTVA_30080	ORYLA16030, ORYLA14039, ORYLA14038, ORYLA04493, ORYLA03700
OG0000693	LYTVA_23568	ORYLA02446
OG0000694	LYTVA_26928	ORYLA12542, ORYLA12528, ORYLA11581, ORYLA01504, ORYLA17428
OG0000696	LYTVA_27060	ORYLA11558
OG0000696	LYTVA_16853	ORYLA20017
OG0000697	LYTVA_14530	ORYLA11027, ORYLA15671, ORYLA14169, ORYLA16050, ORYLA19221, ORYLA14074, ORYLA20196
OG0000698	LYTVA_27842	ORYLA19531
OG0000698	LYTVA_27841	ORYLA01040, ORYLA11831, ORYLA10489, ORYLA11830
OG0000700	LYTVA_17157	ORYLA14865
OG0000701	LYTVA_09841	ORYLA19420, ORYLA12504, ORYLA00020, ORYLA12503, ORYLA17945, ORYLA17338
OG0000702	LYTVA_26549	ORYLA06859, ORYLA13007, ORYLA02981, ORYLA14812, ORYLA12416
OG0000706	LYTVA_22908	ORYLA16017, ORYLA14235
OG0000707	LYTVA_16227, LYTVA_05498, LYTVA_07776	ORYLA08505
OG0000709	LYTVA_00851	ORYLA00220, ORYLA07658, ORYLA12732, ORYLA04881
OG0000710	LYTVA_15658	ORYLA09559, ORYLA01462, ORYLA01950, ORYLA05993
OG0000711	LYTVA_01208	ORYLA14841, ORYLA12753, ORYLA14544
OG0000711	LYTVA_21399	ORYLA18961, ORYLA11207
OG0000712	LYTVA_18517	ORYLA01351, ORYLA01350, ORYLA01365, ORYLA03140, ORYLA00172, ORYLA20433
OG0000713	LYTVA_09013, LYTVA_02431, LYTVA_12442, LYTVA_04232, LYTVA_09172	ORYLA07467, ORYLA04219, ORYLA08824
OG0000715	LYTVA_20155	ORYLA09817, ORYLA12236, ORYLA15759, ORYLA14371, ORYLA01682, ORYLA05499
OG0000716	LYTVA_00845, LYTVA_04024	ORYLA09354, ORYLA09353, ORYLA11636, ORYLA05971
OG0000717	LYTVA_12572	ORYLA06102
OG0000718	LYTVA_29448	ORYLA08597, ORYLA08598, ORYLA18922, ORYLA01925, ORYLA05898, ORYLA06234
OG0000721	LYTVA_10906	ORYLA03998, ORYLA17258
OG0000722	LYTVA_26452	ORYLA10531, ORYLA11915, ORYLA04899, ORYLA20049, ORYLA19840, ORYLA11178, ORYLA15078, ORYLA15212
OG0000724	LYTVA_01400	ORYLA00225, ORYLA11470, ORYLA10190
OG0000725	LYTVA_12066	ORYLA14785
OG0000726	LYTVA_10101	ORYLA08613, ORYLA20148
OG0000730	LYTVA_26781, LYTVA_01238	ORYLA06542, ORYLA08864, ORYLA08533, ORYLA13937
OG0000731	LYTVA_25013	ORYLA04194, ORYLA09639, ORYLA07708, ORYLA07707
OG0000732	LYTVA_19768	ORYLA12890, ORYLA12891
OG0000733	LYTVA_09286	ORYLA10736, ORYLA07377, ORYLA11454
OG0000733	LYTVA_18704	ORYLA04800, ORYLA10355, ORYLA11839
OG0000734	LYTVA_02652	ORYLA02564, ORYLA06887, ORYLA13266
OG0000735	LYTVA_27173	ORYLA11819, ORYLA05525, ORYLA05523, ORYLA05524, ORYLA05373, ORYLA10363
OG0000736	LYTVA_18375, LYTVA_16120	ORYLA05420, ORYLA15781
OG0000736	LYTVA_27996	ORYLA06602, ORYLA09862, ORYLA09293
OG0000737	LYTVA_18640	ORYLA05282, ORYLA02387, ORYLA17956
OG0000740	LYTVA_20629	ORYLA16089, ORYLA05536
OG0000740	LYTVA_24783, LYTVA_24786	ORYLA17478, ORYLA05280
OG0000743	LYTVA_16362	ORYLA00778, ORYLA05798, ORYLA00731
OG0000743	LYTVA_16365	ORYLA00777, ORYLA00730, ORYLA16675
OG0000744	LYTVA_11555, LYTVA_11561, LYTVA_20158	ORYLA06262, ORYLA06263, ORYLA07597, ORYLA09281, ORYLA07131
OG0000745	LYTVA_19578	ORYLA04864
OG0000746	LYTVA_05928	ORYLA16580, ORYLA00617
OG0000746	LYTVA_30201, LYTVA_13755	ORYLA11534
OG0000748	LYTVA_10009	ORYLA17154
OG0000749	LYTVA_19774	ORYLA07541, ORYLA05251, ORYLA10702
OG0000750	LYTVA_18076	ORYLA01307
OG0000751	LYTVA_23339	ORYLA01802, ORYLA10300, ORYLA09790
OG0000752	LYTVA_18382	ORYLA05301
OG0000752	LYTVA_07800	ORYLA04164
OG0000753	LYTVA_08519	ORYLA12199
OG0000753	LYTVA_11275	ORYLA15815, ORYLA03548, ORYLA04553, ORYLA18630
OG0000755	LYTVA_15623, LYTVA_07352	ORYLA06747, ORYLA12885, ORYLA20285, ORYLA05462, ORYLA01558
OG0000757	LYTVA_25030	ORYLA18438
OG0000758	LYTVA_00031	ORYLA18255
OG0000758	LYTVA_17208	ORYLA10334, ORYLA11982, ORYLA10388
OG0000759	LYTVA_17588	ORYLA09820, ORYLA08624, ORYLA09344, ORYLA06968, ORYLA16111, ORYLA09359, ORYLA08392, ORYLA09358
OG0000760	LYTVA_03938, LYTVA_24373	ORYLA11056, ORYLA11057, ORYLA15061, ORYLA13778, ORYLA15825
OG0000761	LYTVA_21617	ORYLA02885, ORYLA00688, ORYLA13190
OG0000762	LYTVA_23402	ORYLA13918, ORYLA09624, ORYLA07099
OG0000763	LYTVA_06804	ORYLA05751, ORYLA02707, ORYLA06579, ORYLA13087, ORYLA01548, ORYLA05555
OG0000764	LYTVA_12373	ORYLA06275
OG0000765	LYTVA_14871	ORYLA06881, ORYLA17894, ORYLA19781
OG0000766	LYTVA_09454, LYTVA_03504	ORYLA19966, ORYLA06092, ORYLA02010, ORYLA12914
OG0000767	LYTVA_25551	ORYLA10195, ORYLA03013, ORYLA03012, ORYLA11685, ORYLA11686
OG0000768	LYTVA_13832	ORYLA10953, ORYLA14746, ORYLA14526, ORYLA15814
OG0000774	LYTVA_03484	ORYLA11415
OG0000774	LYTVA_13838	ORYLA20208
OG0000775	LYTVA_27239, LYTVA_10620	ORYLA17590
OG0000777	LYTVA_13243, LYTVA_28245	ORYLA17057
OG0000778	LYTVA_14479	ORYLA03327, ORYLA15584
OG0000779	LYTVA_13810	ORYLA15552, ORYLA14213, ORYLA11734, ORYLA09089
OG0000780	LYTVA_22148	ORYLA10485
OG0000781	LYTVA_19280, LYTVA_28520, LYTVA_17666, LYTVA_28521, LYTVA_02597, LYTVA_15418, LYTVA_14822	ORYLA16212, ORYLA10368
OG0000782	LYTVA_07281	ORYLA13009, ORYLA18096, ORYLA14883, ORYLA12161
OG0000783	LYTVA_20240, LYTVA_24050, LYTVA_12599, LYTVA_29878, LYTVA_23906, LYTVA_18413, LYTVA_07491, LYTVA_30033, LYTVA_17034, LYTVA_19087, LYTVA_09136, LYTVA_30234	ORYLA08572
OG0000784	LYTVA_25520	ORYLA18769, ORYLA14498, ORYLA10206, ORYLA17131, ORYLA03150, ORYLA15503
OG0000786	LYTVA_15530, LYTVA_00077	ORYLA11530, ORYLA15686, ORYLA14423, ORYLA13987, ORYLA17965, ORYLA02761, ORYLA04402
OG0000787	LYTVA_15690	ORYLA02400, ORYLA17997, ORYLA01292, ORYLA05190, ORYLA17517, ORYLA02629
OG0000788	LYTVA_13146	ORYLA11231, ORYLA08781
OG0000790	LYTVA_03392	ORYLA12997, ORYLA12995
OG0000791	LYTVA_30188	ORYLA06970, ORYLA08877, ORYLA13748, ORYLA08756, ORYLA10037
OG0000792	LYTVA_19484	ORYLA19740
OG0000792	LYTVA_19622	ORYLA17605, ORYLA17606, ORYLA02640
OG0000793	LYTVA_16504	ORYLA01551, ORYLA02378, ORYLA17395, ORYLA12138, ORYLA13478, ORYLA14798, ORYLA12617
OG0000797	LYTVA_21230	ORYLA03892, ORYLA20421
OG0000798	LYTVA_20461, LYTVA_26245	ORYLA16812, ORYLA19766, ORYLA16855
OG0000800	LYTVA_29348	ORYLA04833
OG0000801	LYTVA_25443	ORYLA12136, ORYLA02996
OG0000802	LYTVA_25554	ORYLA13155, ORYLA17098, ORYLA00847, ORYLA16603, ORYLA13093, ORYLA03391, ORYLA03390, ORYLA08678, ORYLA06569, ORYLA13144, ORYLA17423, ORYLA02443
OG0000803	LYTVA_05329, LYTVA_16205, LYTVA_26582, LYTVA_22233, LYTVA_23793, LYTVA_16598	ORYLA11169
OG0000810	LYTVA_24721, LYTVA_23360	ORYLA13646
OG0000810	LYTVA_29037, LYTVA_14958	ORYLA08587, ORYLA01680
OG0000811	LYTVA_09348, LYTVA_15071, LYTVA_09345, LYTVA_16981	ORYLA15042
OG0000812	LYTVA_08211	ORYLA14679
OG0000813	LYTVA_14140	ORYLA05187
OG0000814	LYTVA_14186, LYTVA_14182	ORYLA05497
OG0000815	LYTVA_15409	ORYLA09986
OG0000816	LYTVA_27232	ORYLA07660, ORYLA04702, ORYLA03384
OG0000816	LYTVA_14905	ORYLA04785, ORYLA04786
OG0000817	LYTVA_09679	ORYLA14347
OG0000818	LYTVA_05278	ORYLA16735, ORYLA07797, ORYLA16670, ORYLA08170, ORYLA05788
OG0000819	LYTVA_08394	ORYLA03241
OG0000820	LYTVA_10071	ORYLA06830, ORYLA09877
OG0000821	LYTVA_12456, LYTVA_00220	ORYLA13715, ORYLA07527, ORYLA18275, ORYLA05300, ORYLA12985, ORYLA18811, ORYLA10853, ORYLA10796, ORYLA18309, ORYLA02901, ORYLA08293, ORYLA19172, ORYLA07622, ORYLA18427, ORYLA00180, ORYLA03294, ORYLA08469, ORYLA06934, ORYLA11909, ORYLA14439, ORYLA20377, ORYLA03820, ORYLA01486, ORYLA12448, ORYLA06680, ORYLA03119, ORYLA04417, ORYLA11494, ORYLA15504, ORYLA19402, ORYLA10028, ORYLA18235, ORYLA19250, ORYLA08565, ORYLA04007, ORYLA11080, ORYLA11868, ORYLA04634, ORYLA18554, ORYLA12396, ORYLA11112
OG0000822	LYTVA_11698	ORYLA10851
OG0000822	LYTVA_05511, LYTVA_13033	ORYLA14608
OG0000824	LYTVA_20926	ORYLA03257, ORYLA03256, ORYLA04106, ORYLA00161, ORYLA03258
OG0000825	LYTVA_19124, LYTVA_03163, LYTVA_11026, LYTVA_21185, LYTVA_23313	ORYLA15482, ORYLA14599, ORYLA19869
OG0000827	LYTVA_12934, LYTVA_14206	ORYLA14107, ORYLA17385
OG0000828	LYTVA_04924	ORYLA12597, ORYLA17485, ORYLA17486
OG0000828	LYTVA_16052	ORYLA02288
OG0000829	LYTVA_16475	ORYLA05040, ORYLA00690, ORYLA14477, ORYLA17994, ORYLA10790
OG0000831	LYTVA_14250, LYTVA_10123	ORYLA06570
OG0000832	LYTVA_18149, LYTVA_15375, LYTVA_19434, LYTVA_03583, LYTVA_02643, LYTVA_15711	ORYLA11840, ORYLA10353, ORYLA10166, ORYLA12959
OG0000833	LYTVA_23899	ORYLA12768, ORYLA10222, ORYLA16558, ORYLA07322, ORYLA13638, ORYLA13637
OG0000835	LYTVA_09567	ORYLA12380, ORYLA15340
OG0000836	LYTVA_01338	ORYLA14809, ORYLA12408, ORYLA13624
OG0000837	LYTVA_07593, LYTVA_20841, LYTVA_20846	ORYLA01945, ORYLA01944, ORYLA04744
OG0000841	LYTVA_03788, LYTVA_29116	ORYLA01641, ORYLA15191, ORYLA11622
OG0000842	LYTVA_06739	ORYLA10029, ORYLA06219, ORYLA06199, ORYLA19377, ORYLA16490, ORYLA09015, ORYLA06322, ORYLA09014
OG0000844	LYTVA_20301	ORYLA19051, ORYLA05848, ORYLA01886, ORYLA06955
OG0000845	LYTVA_06450	ORYLA03586
OG0000847	LYTVA_11994	ORYLA07949
OG0000847	LYTVA_21656	ORYLA16880
OG0000848	LYTVA_08343	ORYLA04036, ORYLA00460, ORYLA01410
OG0000848	LYTVA_05722, LYTVA_29062	ORYLA12164, ORYLA14887, ORYLA17959, ORYLA02814
OG0000849	LYTVA_12639	ORYLA15667, ORYLA13688
OG0000850	LYTVA_06441	ORYLA10312, ORYLA12941
OG0000850	LYTVA_26189, LYTVA_27854	ORYLA04650, ORYLA04651
OG0000851	LYTVA_23092	ORYLA09558, ORYLA08388
OG0000852	LYTVA_26709, LYTVA_24264	ORYLA01694, ORYLA05767, ORYLA05768
OG0000852	LYTVA_07531	ORYLA15572, ORYLA02133, ORYLA02134
OG0000855	LYTVA_06599, LYTVA_10228	ORYLA04372, ORYLA03234
OG0000857	LYTVA_21736	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378
OG0000858	LYTVA_00061	ORYLA04524
OG0000860	LYTVA_09223	ORYLA00581, ORYLA16574, ORYLA18138, ORYLA18137, ORYLA02428, ORYLA13306
OG0000866	LYTVA_15837	ORYLA08411, ORYLA06158, ORYLA08410
OG0000868	LYTVA_29147	ORYLA11338, ORYLA10412
OG0000869	LYTVA_01155	ORYLA15399
OG0000869	LYTVA_03148	ORYLA17511
OG0000871	LYTVA_25255, LYTVA_00078, LYTVA_13487	ORYLA00978
OG0000872	LYTVA_18504	ORYLA20287
OG0000874	LYTVA_26806	ORYLA01855
OG0000875	LYTVA_01072	ORYLA13326, ORYLA07093
OG0000875	LYTVA_12521	ORYLA19061
OG0000876	LYTVA_02114	ORYLA18338
OG0000877	LYTVA_15271	ORYLA15563
OG0000878	LYTVA_26339	ORYLA06030
OG0000879	LYTVA_08681	ORYLA15760, ORYLA10296
OG0000881	LYTVA_04165, LYTVA_11402	ORYLA01916, ORYLA05888
OG0000881	LYTVA_22240, LYTVA_09159	ORYLA04374, ORYLA03100
OG0000882	LYTVA_14679	ORYLA08988, ORYLA13972, ORYLA11874
OG0000887	LYTVA_01759, LYTVA_10208	ORYLA06407
OG0000888	LYTVA_24269	ORYLA05760, ORYLA12980, ORYLA06869
OG0000889	LYTVA_27694, LYTVA_27693	ORYLA11414, ORYLA10267
OG0000890	LYTVA_08368	ORYLA07665
OG0000893	LYTVA_27628	ORYLA15538, ORYLA13772, ORYLA13849, ORYLA14564, ORYLA14565, ORYLA14566, ORYLA13848
OG0000894	LYTVA_12588	ORYLA07232, ORYLA00467
OG0000894	LYTVA_19786	ORYLA07753, ORYLA17007, ORYLA16512
OG0000896	LYTVA_29831	ORYLA12742
OG0000896	LYTVA_08568	ORYLA18744, ORYLA04344
OG0000897	LYTVA_25813, LYTVA_12897	ORYLA15784
OG0000899	LYTVA_16229	ORYLA03598, ORYLA20446
OG0000904	LYTVA_15877, LYTVA_15876	ORYLA01297, ORYLA12510
OG0000905	LYTVA_15702, LYTVA_23197	ORYLA19283, ORYLA19282
OG0000907	LYTVA_16710	ORYLA13394
OG0000908	LYTVA_03069	ORYLA08105
OG0000909	LYTVA_20165, LYTVA_23767	ORYLA11368, ORYLA19848, ORYLA10623
OG0000911	LYTVA_15861, LYTVA_05614	ORYLA16469, ORYLA08345
OG0000912	LYTVA_10234	ORYLA03978, ORYLA03457
OG0000913	LYTVA_02832	ORYLA01511
OG0000915	LYTVA_03342	ORYLA15453, ORYLA11264, ORYLA13698, ORYLA19488, ORYLA14400, ORYLA15346
OG0000921	LYTVA_14375	ORYLA13652
OG0000925	LYTVA_00188	ORYLA19836
OG0000925	LYTVA_25795	ORYLA09614
OG0000926	LYTVA_05296	ORYLA14725
OG0000928	LYTVA_01217, LYTVA_23596	ORYLA07148, ORYLA14647, ORYLA12139
OG0000929	LYTVA_25470, LYTVA_01755	ORYLA07554, ORYLA09115, ORYLA04169, ORYLA11547, ORYLA02109
OG0000932	LYTVA_26139	ORYLA03357
OG0000933	LYTVA_06948	ORYLA07695
OG0000934	LYTVA_20397	ORYLA16233, ORYLA10870
OG0000936	LYTVA_09517, LYTVA_12129, LYTVA_29468, LYTVA_11642, LYTVA_02845	ORYLA15832, ORYLA13766
OG0000938	LYTVA_20667, LYTVA_01702	ORYLA11986, ORYLA13059, ORYLA01073, ORYLA01074, ORYLA00524, ORYLA07193, ORYLA00523
OG0000943	LYTVA_14187, LYTVA_14188	ORYLA17852
OG0000944	LYTVA_08967	ORYLA09043, ORYLA04158, ORYLA01246
OG0000945	LYTVA_24430	ORYLA12060, ORYLA00813, ORYLA05640
OG0000946	LYTVA_25241, LYTVA_27130, LYTVA_17441	ORYLA14183, ORYLA10918
OG0000946	LYTVA_21339, LYTVA_18138	ORYLA15133, ORYLA11209
OG0000947	LYTVA_21967	ORYLA08406, ORYLA19529, ORYLA08874
OG0000947	LYTVA_02610	ORYLA15837, ORYLA09649
OG0000949	LYTVA_25907	ORYLA02756, ORYLA01668, ORYLA00973, ORYLA19847, ORYLA10622, ORYLA11369, ORYLA08705
OG0000951	LYTVA_06560	ORYLA06116, ORYLA14933
OG0000952	LYTVA_15183	ORYLA03901, ORYLA02988
OG0000952	LYTVA_27737	ORYLA01232, ORYLA17229, ORYLA02987
OG0000953	LYTVA_04277, LYTVA_28070, LYTVA_09640, LYTVA_21901	ORYLA02556, ORYLA18188, ORYLA05667, ORYLA13885
OG0000954	LYTVA_18195	ORYLA20086
OG0000954	LYTVA_05025	ORYLA16756, ORYLA16757, ORYLA16758
OG0000955	LYTVA_15857	ORYLA19752
OG0000957	LYTVA_29537	ORYLA13659, ORYLA18079
OG0000958	LYTVA_24230	ORYLA13781, ORYLA11059, ORYLA11060
OG0000960	LYTVA_21462	ORYLA12743, ORYLA15353, ORYLA05468, ORYLA01555, ORYLA14514
OG0000963	LYTVA_11219	ORYLA17317, ORYLA13364
OG0000964	LYTVA_26196	ORYLA17226
OG0000965	LYTVA_08512, LYTVA_30143, LYTVA_17394	ORYLA20470
OG0000965	LYTVA_12319	ORYLA07478
