Orthogroup	LYTVA_ok	ORYLA
OG0003666	LYTVA_14443	ORYLA02489, ORYLA13220, ORYLA06808
OG0003668	LYTVA_23185	ORYLA12159
OG0003669	LYTVA_20979, LYTVA_00369	ORYLA00310
OG0003671	LYTVA_20433	ORYLA19913, ORYLA05071, ORYLA03950
OG0003672	LYTVA_28748	ORYLA07781
OG0003675	LYTVA_28295	ORYLA05527
OG0003677	LYTVA_29925	ORYLA09433, ORYLA09215, ORYLA16425
OG0003678	LYTVA_13504	ORYLA19111, ORYLA18850
OG0003680	LYTVA_20499	ORYLA09399
OG0003682	LYTVA_10459	ORYLA05336, ORYLA11752
OG0003684	LYTVA_15283	ORYLA09009
OG0003685	LYTVA_22072	ORYLA12611
OG0003686	LYTVA_11888, LYTVA_24636	ORYLA15174, ORYLA15175
OG0003688	LYTVA_24642	ORYLA15391
OG0003690	LYTVA_15125	ORYLA10151
OG0003691	LYTVA_02127, LYTVA_21295	ORYLA00513
OG0003692	LYTVA_16704	ORYLA17765, ORYLA17766
OG0003693	LYTVA_10292	ORYLA11068, ORYLA15548
OG0003694	LYTVA_21490	ORYLA05766
OG0003695	LYTVA_08219	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445
OG0003696	LYTVA_10724	ORYLA14696
OG0003697	LYTVA_24825	ORYLA18863
OG0003698	LYTVA_00449, LYTVA_00450	ORYLA05043, ORYLA17728
OG0003700	LYTVA_05846	ORYLA00145, ORYLA16899
OG0003701	LYTVA_00297, LYTVA_00298	ORYLA09740
OG0003702	LYTVA_26668	ORYLA04776, ORYLA10080
OG0003703	LYTVA_15204, LYTVA_25249	ORYLA19118, ORYLA07915
OG0003704	LYTVA_22078	ORYLA00715, ORYLA06286
OG0003705	LYTVA_23338	ORYLA01951
OG0003706	LYTVA_04360	ORYLA06085
OG0003707	LYTVA_00064	ORYLA12453
OG0003709	LYTVA_22117	ORYLA15349, ORYLA12752
OG0003710	LYTVA_01367	ORYLA04163, ORYLA08822
OG0003711	LYTVA_04221	ORYLA12421
OG0003712	LYTVA_13639, LYTVA_13640	ORYLA16996, ORYLA19025
OG0003713	LYTVA_12799, LYTVA_06866, LYTVA_18223	ORYLA13219, ORYLA06802
OG0003716	LYTVA_00505	ORYLA13136
OG0003717	LYTVA_24800	ORYLA02048
OG0003718	LYTVA_22052	ORYLA08634
OG0003719	LYTVA_16501	ORYLA05761
OG0003721	LYTVA_29839	ORYLA01061
OG0003722	LYTVA_09208, LYTVA_00262	ORYLA06277, ORYLA02448
OG0003724	LYTVA_28771	ORYLA20221
OG0003725	LYTVA_16331	ORYLA13642, ORYLA17118
OG0003726	LYTVA_26835	ORYLA05127
OG0003727	LYTVA_28311	ORYLA01928, ORYLA05903
OG0003729	LYTVA_20503	ORYLA08395
OG0003731	LYTVA_05810	ORYLA00028
OG0003732	LYTVA_20441	ORYLA09566
OG0003733	LYTVA_13502, LYTVA_08036	ORYLA07355
OG0003734	LYTVA_19044, LYTVA_23146	ORYLA02449
OG0003735	LYTVA_11688	ORYLA18227
OG0003736	LYTVA_01263	ORYLA15256
OG0003737	LYTVA_04668, LYTVA_07306	ORYLA18023, ORYLA13650
OG0003738	LYTVA_24822	ORYLA16804
OG0003739	LYTVA_20011	ORYLA10021
OG0003740	LYTVA_26296, LYTVA_17293, LYTVA_16340	ORYLA14622
OG0003741	LYTVA_00346	ORYLA06173
OG0003742	LYTVA_26372	ORYLA06086, ORYLA02085, ORYLA16192
OG0003743	LYTVA_26127, LYTVA_26126	ORYLA02655, ORYLA17586
OG0003744	LYTVA_06947	ORYLA15613, ORYLA13913
OG0003746	LYTVA_21138	ORYLA20093, ORYLA08232, ORYLA19466, ORYLA02028
OG0003749	LYTVA_18850	ORYLA15075, ORYLA11168
OG0003750	LYTVA_02287, LYTVA_01689	ORYLA15854
OG0003751	LYTVA_13457	ORYLA12972
OG0003752	LYTVA_01820	ORYLA20457, ORYLA20456, ORYLA14921
OG0003753	LYTVA_21441	ORYLA16886, ORYLA16887
OG0003754	LYTVA_22465	ORYLA14867
OG0003757	LYTVA_09213	ORYLA03079
OG0003758	LYTVA_17109	ORYLA15779
OG0003759	LYTVA_26967	ORYLA16410, ORYLA01905, ORYLA01906
OG0003760	LYTVA_30090, LYTVA_22219	ORYLA07065, ORYLA12558
OG0003761	LYTVA_05534	ORYLA14667, ORYLA19588
OG0003762	LYTVA_17274	ORYLA16316
OG0003763	LYTVA_14715, LYTVA_14492, LYTVA_23611	ORYLA04822
OG0003764	LYTVA_17144, LYTVA_11016	ORYLA16406
OG0003766	LYTVA_05953	ORYLA14216
OG0003767	LYTVA_08194	ORYLA05360
OG0003768	LYTVA_10063, LYTVA_22080, LYTVA_22079, LYTVA_10343	ORYLA11127
OG0003769	LYTVA_18678	ORYLA08980
OG0003770	LYTVA_21288	ORYLA03596
OG0003771	LYTVA_28045	ORYLA19264, ORYLA17030
OG0003772	LYTVA_21676	ORYLA12463
OG0003773	LYTVA_22099, LYTVA_08704	ORYLA08369
OG0003777	LYTVA_21729	ORYLA09626, ORYLA20067
OG0003778	LYTVA_11821	ORYLA11149, ORYLA15322
OG0003779	LYTVA_10521	ORYLA16409
OG0003795	LYTVA_13836	ORYLA20210
OG0003798	LYTVA_21450	ORYLA19738, ORYLA13919
OG0003803	LYTVA_17645	ORYLA02753, ORYLA02752, ORYLA12969
OG0003806	LYTVA_30001	ORYLA16763
OG0003807	LYTVA_29933	ORYLA00781
OG0003808	LYTVA_19229	ORYLA01934
OG0003809	LYTVA_25226	ORYLA07697, ORYLA19481, ORYLA19479
OG0003810	LYTVA_17312, LYTVA_08092	ORYLA09510, ORYLA12262
OG0003811	LYTVA_01732	ORYLA12803
OG0003813	LYTVA_00532	ORYLA18042, ORYLA17950
OG0003816	LYTVA_21793, LYTVA_08508	ORYLA05294
OG0003817	LYTVA_02558	ORYLA06447
OG0003818	LYTVA_09712	ORYLA04078
OG0003820	LYTVA_01468, LYTVA_10818, LYTVA_04218	ORYLA07704
OG0003821	LYTVA_01898	ORYLA13685, ORYLA15681, ORYLA13807
OG0003823	LYTVA_28299	ORYLA11357
OG0003824	LYTVA_20107, LYTVA_06706	ORYLA17763
OG0003826	LYTVA_13850	ORYLA04385
OG0003827	LYTVA_03265	ORYLA07017, ORYLA07018, ORYLA13140
OG0003828	LYTVA_13423	ORYLA02923
OG0003829	LYTVA_18420	ORYLA06358
OG0003830	LYTVA_12482, LYTVA_28846	ORYLA10180, ORYLA11924
OG0003831	LYTVA_24443	ORYLA00352
OG0003832	LYTVA_05086	ORYLA14681, ORYLA10931
OG0003833	LYTVA_27868, LYTVA_23190	ORYLA08551
OG0003834	LYTVA_28662	ORYLA06974, ORYLA12844, ORYLA15270
OG0003836	LYTVA_24859	ORYLA00347, ORYLA00348, ORYLA04611
OG0003837	LYTVA_29929	ORYLA16787
OG0003838	LYTVA_17094	ORYLA09504, ORYLA00494
OG0003839	LYTVA_23937, LYTVA_14573	ORYLA06804
OG0003840	LYTVA_04824	ORYLA19338
OG0003841	LYTVA_09880	ORYLA02082
OG0003842	LYTVA_16877	ORYLA11223
OG0003844	LYTVA_23802	ORYLA00410
OG0003845	LYTVA_09006	ORYLA04421
OG0003848	LYTVA_12543	ORYLA06527, ORYLA13653
OG0003849	LYTVA_16505	ORYLA14884, ORYLA02815, ORYLA12162
OG0003850	LYTVA_06404	ORYLA05996
OG0003851	LYTVA_26448	ORYLA09286, ORYLA06613
OG0003852	LYTVA_02920	ORYLA17405
OG0003853	LYTVA_09397	ORYLA18272
OG0003854	LYTVA_16966	ORYLA13175
OG0003855	LYTVA_19474	ORYLA01615, ORYLA19634
OG0003856	LYTVA_25797	ORYLA17087
OG0003857	LYTVA_25796	ORYLA19469, ORYLA19468
OG0003858	LYTVA_01327, LYTVA_27055	ORYLA04975
OG0003859	LYTVA_21927	ORYLA11310
OG0003861	LYTVA_09141	ORYLA19849
OG0003862	LYTVA_00702	ORYLA09814, ORYLA12243
OG0003863	LYTVA_25098	ORYLA04629, ORYLA17758
OG0003864	LYTVA_16744	ORYLA03365
OG0003865	LYTVA_06719, LYTVA_29186	ORYLA09778, ORYLA13923, ORYLA15980
OG0003866	LYTVA_29703	ORYLA08827
OG0003867	LYTVA_19438	ORYLA19092
OG0003868	LYTVA_16042	ORYLA19824, ORYLA12769
OG0003869	LYTVA_12197	ORYLA08057
OG0003870	LYTVA_09623, LYTVA_02604	ORYLA16354
OG0003871	LYTVA_29042	ORYLA09605
OG0003873	LYTVA_12402	ORYLA12547
OG0003876	LYTVA_08885	ORYLA05675
OG0003877	LYTVA_07189, LYTVA_05818	ORYLA13505
OG0003878	LYTVA_06775, LYTVA_04340	ORYLA11114, ORYLA15672, ORYLA14414
OG0003881	LYTVA_02265	ORYLA19792, ORYLA19793
OG0003882	LYTVA_18048	ORYLA10836, ORYLA15325
OG0003883	LYTVA_29680	ORYLA05064, ORYLA00737, ORYLA07337, ORYLA07336
OG0003884	LYTVA_04955	ORYLA12146
OG0003885	LYTVA_22856	ORYLA05118, ORYLA08990
OG0003886	LYTVA_00295	ORYLA07850
OG0003887	LYTVA_04461	ORYLA06119
OG0003888	LYTVA_27229, LYTVA_07798	ORYLA09457
OG0003890	LYTVA_19129, LYTVA_23306	ORYLA02702, ORYLA03959
OG0003892	LYTVA_28820	ORYLA10862
OG0003893	LYTVA_09128	ORYLA04836
OG0003894	LYTVA_30206	ORYLA17746
OG0003895	LYTVA_16370	ORYLA17184
OG0003897	LYTVA_01009, LYTVA_18263	ORYLA06606
OG0003898	LYTVA_08754	ORYLA12764
OG0003899	LYTVA_01604	ORYLA00332
OG0003900	LYTVA_00171, LYTVA_09089	ORYLA03942
OG0003901	LYTVA_25425, LYTVA_13674	ORYLA11674
OG0003903	LYTVA_02798, LYTVA_02947, LYTVA_14426	ORYLA00503
OG0003904	LYTVA_08407	ORYLA12590
OG0003906	LYTVA_00896	ORYLA19253, ORYLA19252
OG0003908	LYTVA_01565	ORYLA00464
OG0003908	LYTVA_23240	ORYLA11218
OG0003909	LYTVA_04292	ORYLA11744
OG0003910	LYTVA_15956	ORYLA01842
OG0003911	LYTVA_13769	ORYLA18945
OG0003912	LYTVA_20384	ORYLA15466, ORYLA12465
OG0003913	LYTVA_01876, LYTVA_18035, LYTVA_17952	ORYLA01416
OG0003914	LYTVA_00538	ORYLA18672
OG0003915	LYTVA_03286, LYTVA_20325	ORYLA12264, ORYLA00970
OG0003917	LYTVA_26563, LYTVA_13069	ORYLA13507
OG0003918	LYTVA_03867	ORYLA01197, ORYLA19012
OG0003920	LYTVA_03736	ORYLA01688
OG0003921	LYTVA_29296	ORYLA07105
OG0003923	LYTVA_19351	ORYLA10036
OG0003925	LYTVA_23157	ORYLA05435
OG0003926	LYTVA_00309	ORYLA14433
OG0003927	LYTVA_09499, LYTVA_12096	ORYLA17984
OG0003930	LYTVA_25579, LYTVA_23488	ORYLA15221
OG0003931	LYTVA_22630	ORYLA07756
OG0003932	LYTVA_00352, LYTVA_14590	ORYLA09727
OG0003933	LYTVA_22915	ORYLA14136, ORYLA10946
OG0003935	LYTVA_23260	ORYLA10426
OG0003936	LYTVA_03319	ORYLA15161
OG0003937	LYTVA_23787	ORYLA04944, ORYLA02854, ORYLA17784, ORYLA17785, ORYLA02477
OG0003939	LYTVA_03990, LYTVA_08883	ORYLA08294
OG0003940	LYTVA_05716, LYTVA_21871	ORYLA12099
OG0003942	LYTVA_19868, LYTVA_04089	ORYLA11858
OG0003943	LYTVA_15855, LYTVA_00687	ORYLA19886, ORYLA11701, ORYLA12686
OG0003945	LYTVA_00843	ORYLA14999, ORYLA20189
OG0003946	LYTVA_00597	ORYLA00695, ORYLA00840
OG0003947	LYTVA_21166	ORYLA17372
OG0003948	LYTVA_00599	ORYLA17792
OG0003949	LYTVA_06512, LYTVA_01213	ORYLA13984
OG0003950	LYTVA_22866	ORYLA12030
OG0003953	LYTVA_25899	ORYLA04609, ORYLA04608
OG0003954	LYTVA_08587	ORYLA05547, ORYLA11360
OG0003956	LYTVA_03157, LYTVA_03160	ORYLA13069
OG0003957	LYTVA_04850	ORYLA09270
OG0003958	LYTVA_10240	ORYLA01353, ORYLA17566, ORYLA02785
OG0003961	LYTVA_18404	ORYLA06267
OG0003962	LYTVA_27585	ORYLA04594, ORYLA08720, ORYLA03911
OG0003966	LYTVA_08371	ORYLA18869, ORYLA18868
OG0003967	LYTVA_21341	ORYLA00887
OG0003968	LYTVA_18737	ORYLA08670, ORYLA09958, ORYLA06246
OG0003970	LYTVA_27881	ORYLA17540
OG0003971	LYTVA_12905	ORYLA18033
OG0003972	LYTVA_26756	ORYLA15470
OG0003973	LYTVA_08780	ORYLA18600, ORYLA00775
OG0003998	LYTVA_04462	ORYLA00128
OG0003999	LYTVA_02706	ORYLA09012
OG0004000	LYTVA_13016	ORYLA06063
OG0004002	LYTVA_14687	ORYLA05237
OG0004004	LYTVA_12647	ORYLA15181
OG0004007	LYTVA_16332	ORYLA12862, ORYLA02441
OG0004009	LYTVA_27360	ORYLA07186, ORYLA18510, ORYLA05182
OG0004010	LYTVA_14826	ORYLA12744
OG0004011	LYTVA_07133	ORYLA08072, ORYLA04979, ORYLA02389, ORYLA17955
OG0004012	LYTVA_26169	ORYLA03859, ORYLA03860
OG0004014	LYTVA_26908, LYTVA_29701	ORYLA09781
OG0004015	LYTVA_14499	ORYLA13080
OG0004016	LYTVA_04982	ORYLA15762
OG0004017	LYTVA_26976	ORYLA16378
OG0004019	LYTVA_11599, LYTVA_11549	ORYLA07079
OG0004021	LYTVA_07062, LYTVA_20594	ORYLA04388, ORYLA04386, ORYLA04387
OG0004022	LYTVA_29080, LYTVA_06465	ORYLA04153
OG0004023	LYTVA_16983	ORYLA19712
OG0004024	LYTVA_08882, LYTVA_09171	ORYLA09183
OG0004025	LYTVA_06115	ORYLA17302
OG0004028	LYTVA_25968	ORYLA19452, ORYLA19451
OG0004029	LYTVA_07988, LYTVA_23850	ORYLA05168
OG0004031	LYTVA_19098	ORYLA03387
OG0004035	LYTVA_24098	ORYLA13967, ORYLA19169
OG0004036	LYTVA_28065	ORYLA03934, ORYLA07549, ORYLA01986
OG0004037	LYTVA_20546	ORYLA12889
OG0004038	LYTVA_30220	ORYLA19827
OG0004039	LYTVA_09633, LYTVA_14370	ORYLA05412
OG0004042	LYTVA_08337	ORYLA12519
OG0004043	LYTVA_08636	ORYLA11374
OG0004044	LYTVA_04278	ORYLA06709
OG0004045	LYTVA_00602	ORYLA05053, ORYLA00018
OG0004047	LYTVA_22628	ORYLA00724, ORYLA16680
OG0004049	LYTVA_15049, LYTVA_25674	ORYLA12229, ORYLA01045, ORYLA05312, ORYLA11774
OG0004052	LYTVA_04921	ORYLA13663
OG0004053	LYTVA_05254	ORYLA02143
OG0004055	LYTVA_23038	ORYLA11987
OG0004057	LYTVA_23851, LYTVA_02242	ORYLA18803
OG0004059	LYTVA_13931	ORYLA09700
OG0004060	LYTVA_13733	ORYLA05319
OG0004061	LYTVA_04703, LYTVA_20063	ORYLA06758
OG0004062	LYTVA_10442	ORYLA04662, ORYLA01143
OG0004063	LYTVA_25472	ORYLA10971
OG0004064	LYTVA_00970	ORYLA20087
OG0004065	LYTVA_23835, LYTVA_06332	ORYLA15637
OG0004067	LYTVA_14146	ORYLA00948
OG0004068	LYTVA_11542	ORYLA07587
OG0004069	LYTVA_15685	ORYLA17225
OG0004070	LYTVA_08824	ORYLA00593
OG0004071	LYTVA_15303	ORYLA19319
OG0004072	LYTVA_02954	ORYLA07888
OG0004073	LYTVA_02075, LYTVA_02074	ORYLA20307, ORYLA13758
OG0004074	LYTVA_08586	ORYLA13537, ORYLA07852
OG0004076	LYTVA_03921	ORYLA01649, ORYLA01648
OG0004077	LYTVA_26904	ORYLA02758
OG0004078	LYTVA_09313	ORYLA04957, ORYLA04956
OG0004079	LYTVA_06671	ORYLA20439, ORYLA00169
OG0004080	LYTVA_29208	ORYLA10289, ORYLA07044
OG0004081	LYTVA_02736	ORYLA06891
OG0004082	LYTVA_06311, LYTVA_06309	ORYLA06902
OG0004083	LYTVA_21834, LYTVA_13777	ORYLA10118
OG0004084	LYTVA_18649	ORYLA10620, ORYLA11716
OG0004085	LYTVA_08513, LYTVA_28587	ORYLA12276
OG0004086	LYTVA_19945	ORYLA05224
OG0004087	LYTVA_06772	ORYLA09831
OG0004088	LYTVA_28769, LYTVA_03836	ORYLA13309, ORYLA20375
OG0004089	LYTVA_20890, LYTVA_05104	ORYLA03508
OG0004090	LYTVA_01996	ORYLA13744
OG0004091	LYTVA_09473	ORYLA17298
OG0004092	LYTVA_11252, LYTVA_08054	ORYLA16447
OG0004093	LYTVA_18796	ORYLA19123
OG0004094	LYTVA_15767, LYTVA_15263	ORYLA18005
OG0004095	LYTVA_27647	ORYLA14848
OG0004096	LYTVA_24655	ORYLA06633, ORYLA13446
OG0004097	LYTVA_03615	ORYLA00951
OG0004098	LYTVA_17957	ORYLA13241
OG0004099	LYTVA_16532	ORYLA05808, ORYLA07729
OG0004100	LYTVA_05542, LYTVA_05543	ORYLA14757
OG0004101	LYTVA_16379	ORYLA00034
OG0004102	LYTVA_22604	ORYLA08051, ORYLA05259
OG0004103	LYTVA_10838, LYTVA_14405, LYTVA_25911	ORYLA16172
OG0004104	LYTVA_23183	ORYLA17223, ORYLA13619
OG0004106	LYTVA_16270, LYTVA_17077	ORYLA14443, ORYLA16021
OG0004110	LYTVA_17391	ORYLA03874, ORYLA05290
OG0004112	LYTVA_05426	ORYLA01550
OG0004113	LYTVA_20632	ORYLA15528
OG0004114	LYTVA_09095	ORYLA04348
OG0004116	LYTVA_11277, LYTVA_16339	ORYLA04207
OG0004117	LYTVA_06474	ORYLA06456
OG0004118	LYTVA_28391	ORYLA11078, ORYLA15080
OG0004119	LYTVA_18575	ORYLA12671
OG0004121	LYTVA_26411	ORYLA15655, ORYLA03797, ORYLA06814
OG0004123	LYTVA_16672	ORYLA19290
OG0004124	LYTVA_03931	ORYLA15467, ORYLA09082
OG0004125	LYTVA_08831	ORYLA00144
OG0004126	LYTVA_05206	ORYLA03650
OG0004127	LYTVA_25845, LYTVA_00859	ORYLA09061
OG0004128	LYTVA_05290, LYTVA_03315, LYTVA_03965	ORYLA13697, ORYLA04740
OG0004129	LYTVA_03964	ORYLA04726
OG0004130	LYTVA_10134	ORYLA05755, ORYLA05756
OG0004132	LYTVA_24598	ORYLA08928
OG0004133	LYTVA_18548	ORYLA03520, ORYLA09449
OG0004135	LYTVA_30000	ORYLA00556, ORYLA19702, ORYLA17201
OG0004136	LYTVA_15507	ORYLA15892
OG0004137	LYTVA_06807	ORYLA19715
OG0004139	LYTVA_12489	ORYLA10225, ORYLA13368
OG0004140	LYTVA_23705	ORYLA15266
OG0004141	LYTVA_11419	ORYLA15916
OG0004142	LYTVA_07168	ORYLA19228
OG0004143	LYTVA_00742, LYTVA_25759	ORYLA14097, ORYLA12079
OG0004146	LYTVA_19042	ORYLA17537
OG0004147	LYTVA_08242	ORYLA09999, ORYLA08535
OG0004148	LYTVA_28754	ORYLA08231, ORYLA19465
OG0004149	LYTVA_02180	ORYLA09652, ORYLA00944
OG0004151	LYTVA_22027	ORYLA16600
OG0004153	LYTVA_24977, LYTVA_14935	ORYLA01191
OG0004154	LYTVA_21247	ORYLA10398
OG0004156	LYTVA_23102	ORYLA14744, ORYLA14745, ORYLA14464
OG0004157	LYTVA_05077	ORYLA20243, ORYLA16041
OG0004158	LYTVA_10767	ORYLA08591, ORYLA09357, ORYLA08876
OG0004161	LYTVA_23742	ORYLA08743
OG0004162	LYTVA_06423, LYTVA_27144	ORYLA16508
OG0004163	LYTVA_20307	ORYLA14605
OG0004166	LYTVA_05496	ORYLA15487
OG0004167	LYTVA_09956	ORYLA15371, ORYLA01065
OG0004168	LYTVA_10352	ORYLA03465
OG0004169	LYTVA_22122	ORYLA16635
OG0004171	LYTVA_12650, LYTVA_12649, LYTVA_07825	ORYLA03005
OG0004172	LYTVA_26615, LYTVA_09161, LYTVA_01569, LYTVA_28749, LYTVA_12991	ORYLA15121
OG0004174	LYTVA_29638	ORYLA17453
OG0004175	LYTVA_15626, LYTVA_07317	ORYLA02638
OG0004175	LYTVA_00214	ORYLA02637
OG0004176	LYTVA_12701	ORYLA20490
OG0004178	LYTVA_00771	ORYLA20267, ORYLA16161
OG0004180	LYTVA_02955	ORYLA09252, ORYLA20090
OG0004181	LYTVA_28184, LYTVA_29381	ORYLA00305
OG0004182	LYTVA_02516, LYTVA_26684	ORYLA03175, ORYLA03174
OG0004183	LYTVA_18118, LYTVA_09256	ORYLA17883
OG0004184	LYTVA_27243	ORYLA04652, ORYLA04653
OG0004185	LYTVA_00065	ORYLA13738
OG0004186	LYTVA_13218	ORYLA10541, ORYLA04337, ORYLA04880
OG0004187	LYTVA_09899	ORYLA12466, ORYLA09321
OG0004190	LYTVA_26541	ORYLA16767
OG0004197	LYTVA_24189	ORYLA08401, ORYLA05626, ORYLA01838
OG0004198	LYTVA_17837	ORYLA05752, ORYLA01549
OG0004215	LYTVA_17521, LYTVA_20252	ORYLA03688
OG0004216	LYTVA_05046	ORYLA11137
OG0004217	LYTVA_10684	ORYLA00162
OG0004218	LYTVA_10237	ORYLA17352, ORYLA09066
OG0004219	LYTVA_13015	ORYLA09856
OG0004222	LYTVA_04664	ORYLA10143
OG0004223	LYTVA_16944	ORYLA01529
OG0004225	LYTVA_21958	ORYLA14375, ORYLA06540
OG0004226	LYTVA_11757, LYTVA_01757	ORYLA10741, ORYLA01488
OG0004227	LYTVA_12126	ORYLA15581
OG0004228	LYTVA_17820	ORYLA10619, ORYLA11717
OG0004229	LYTVA_15870	ORYLA04904, ORYLA01162
OG0004230	LYTVA_24896	ORYLA03779
OG0004231	LYTVA_21112	ORYLA17203
OG0004232	LYTVA_16476	ORYLA18836
OG0004235	LYTVA_20276	ORYLA18461, ORYLA18460
OG0004236	LYTVA_29541	ORYLA18284
OG0004238	LYTVA_24752	ORYLA02026, ORYLA19743
OG0004239	LYTVA_15516, LYTVA_12963	ORYLA15565
OG0004240	LYTVA_26856	ORYLA05216
OG0004243	LYTVA_09481	ORYLA08230, ORYLA19467
OG0004245	LYTVA_24279, LYTVA_26637, LYTVA_24281	ORYLA05193
OG0004246	LYTVA_29403, LYTVA_27509	ORYLA08241
OG0004248	LYTVA_23168	ORYLA15416
OG0004249	LYTVA_11290	ORYLA02545
OG0004251	LYTVA_08695, LYTVA_17055	ORYLA13407, ORYLA06357
OG0004253	LYTVA_27876	ORYLA08024, ORYLA03451
OG0004254	LYTVA_15962	ORYLA02332
OG0004255	LYTVA_12403	ORYLA14321
OG0004257	LYTVA_15930	ORYLA13796
OG0004258	LYTVA_05034	ORYLA08400
OG0004259	LYTVA_21802	ORYLA14900, ORYLA14901
OG0004260	LYTVA_22612	ORYLA14804
OG0004261	LYTVA_25179, LYTVA_25178, LYTVA_11226, LYTVA_21721	ORYLA02160
OG0004262	LYTVA_18711	ORYLA11314
OG0004264	LYTVA_24355	ORYLA05100, ORYLA08266, ORYLA17356
OG0004265	LYTVA_15750, LYTVA_15746	ORYLA13288
OG0004266	LYTVA_28689	ORYLA17777
OG0004269	LYTVA_07560, LYTVA_28413	ORYLA00762
OG0004270	LYTVA_25924	ORYLA01546, ORYLA05748
OG0004271	LYTVA_28380	ORYLA10889, ORYLA14724
OG0004272	LYTVA_26397	ORYLA17688
OG0004273	LYTVA_03846	ORYLA05805
OG0004274	LYTVA_00343	ORYLA19950, ORYLA05643
OG0004275	LYTVA_25889	ORYLA11016, ORYLA14720, ORYLA14202
OG0004276	LYTVA_00887, LYTVA_20924, LYTVA_25606	ORYLA05549
OG0004277	LYTVA_14258, LYTVA_28062	ORYLA07503
OG0004278	LYTVA_21762, LYTVA_19997	ORYLA02821
OG0004280	LYTVA_29508	ORYLA16385
OG0004281	LYTVA_15973	ORYLA02976
OG0004282	LYTVA_16737	ORYLA01943
OG0004283	LYTVA_10414	ORYLA01415
OG0004284	LYTVA_21849, LYTVA_03684	ORYLA12786
OG0004285	LYTVA_14336	ORYLA01291
OG0004286	LYTVA_23813	ORYLA03608
OG0004289	LYTVA_15304, LYTVA_08621	ORYLA11614
OG0004290	LYTVA_08795	ORYLA14551, ORYLA06167, ORYLA01685
OG0004291	LYTVA_26380	ORYLA05148
OG0004292	LYTVA_29633	ORYLA04782
OG0004295	LYTVA_10836	ORYLA13614
OG0004296	LYTVA_05826	ORYLA18165, ORYLA02795
OG0004297	LYTVA_26470, LYTVA_14136	ORYLA01594
OG0004299	LYTVA_10418, LYTVA_24447	ORYLA07203, ORYLA04240
OG0004301	LYTVA_17218	ORYLA01175
OG0004302	LYTVA_27877	ORYLA07918
OG0004303	LYTVA_05571	ORYLA06906, ORYLA03599
OG0004304	LYTVA_08021	ORYLA02764
OG0004305	LYTVA_07884	ORYLA12983
OG0004306	LYTVA_04812	ORYLA19624, ORYLA19623
OG0004307	LYTVA_23176	ORYLA16647
OG0004308	LYTVA_27577, LYTVA_15253	ORYLA01248
OG0004310	LYTVA_21824	ORYLA12810
OG0004311	LYTVA_29214, LYTVA_29213	ORYLA06878, ORYLA12820, ORYLA12821, ORYLA12822, ORYLA12213
OG0004312	LYTVA_13567, LYTVA_05872	ORYLA08934
OG0004314	LYTVA_09224	ORYLA13384
OG0004315	LYTVA_14423	ORYLA08110
OG0004316	LYTVA_04481	ORYLA13055
OG0004317	LYTVA_23919	ORYLA02343, ORYLA17544, ORYLA03466
OG0004318	LYTVA_13097	ORYLA08308
OG0004319	LYTVA_09566	ORYLA14604, ORYLA15324
OG0004320	LYTVA_02018	ORYLA09519
OG0004321	LYTVA_13173	ORYLA08343
OG0004322	LYTVA_23319	ORYLA02168
OG0004323	LYTVA_25817	ORYLA11937
OG0004324	LYTVA_01961	ORYLA16074, ORYLA20239
OG0004325	LYTVA_15912	ORYLA02699
OG0004327	LYTVA_13718	ORYLA03590
OG0004328	LYTVA_05322	ORYLA14212
OG0004329	LYTVA_10469	ORYLA17380
OG0004331	LYTVA_27302	ORYLA10127
OG0004331	LYTVA_21103	ORYLA10128
OG0004333	LYTVA_21119	ORYLA02208
OG0004334	LYTVA_23900	ORYLA13634
OG0004335	LYTVA_05831, LYTVA_03828	ORYLA07228
OG0004336	LYTVA_10552	ORYLA12292, ORYLA05686
OG0004338	LYTVA_14064	ORYLA03022
OG0004341	LYTVA_13644	ORYLA00796
OG0004342	LYTVA_03045, LYTVA_22651	ORYLA07522
OG0004343	LYTVA_10492	ORYLA04934
OG0004345	LYTVA_15243	ORYLA02462
OG0004346	LYTVA_24745, LYTVA_19377, LYTVA_10129	ORYLA13068
OG0004348	LYTVA_06128	ORYLA09480
OG0004349	LYTVA_06151	ORYLA10657
OG0004350	LYTVA_13333	ORYLA19055
OG0004353	LYTVA_00606, LYTVA_13736	ORYLA05853
OG0004354	LYTVA_02005	ORYLA19813
OG0004355	LYTVA_19137	ORYLA11295
OG0004356	LYTVA_23236	ORYLA03524
OG0004357	LYTVA_09241	ORYLA05275, ORYLA18598
OG0004358	LYTVA_17523	ORYLA15910
OG0004359	LYTVA_02266	ORYLA14312
OG0004360	LYTVA_09179, LYTVA_28719	ORYLA07053
OG0004362	LYTVA_21740	ORYLA16460
OG0004364	LYTVA_02485	ORYLA10803
OG0004365	LYTVA_05834	ORYLA14910
OG0004366	LYTVA_06643, LYTVA_27515	ORYLA19961
OG0004367	LYTVA_09396	ORYLA05252
OG0004368	LYTVA_06379	ORYLA13581, ORYLA13582, ORYLA01592
OG0004369	LYTVA_09883	ORYLA16298
OG0004370	LYTVA_30229	ORYLA04218
OG0004372	LYTVA_04302	ORYLA12931
OG0004373	LYTVA_12488	ORYLA13428
OG0004374	LYTVA_22107	ORYLA13060
