Orthogroup	LYTVA_ok	AMPFI_ok
OG0003002	LYTVA_10079, LYTVA_02883	AMPFI_16659
OG0003003	LYTVA_23446	AMPFI_06580
OG0003004	LYTVA_18695, LYTVA_16717	AMPFI_06638
OG0003005	LYTVA_16562	AMPFI_25494
OG0003006	LYTVA_29828	AMPFI_24175
OG0003008	LYTVA_13595, LYTVA_19423	AMPFI_17468
OG0003009	LYTVA_16184	AMPFI_16716, AMPFI_01436
OG0003010	LYTVA_08548, LYTVA_02560	AMPFI_05162
OG0003011	LYTVA_26566	AMPFI_24907
OG0003013	LYTVA_09610	AMPFI_21222
OG0003014	LYTVA_22017	AMPFI_03270
OG0003016	LYTVA_09030	AMPFI_01985, AMPFI_21862
OG0003017	LYTVA_19123	AMPFI_05503, AMPFI_14328
OG0003018	LYTVA_21456	AMPFI_00574
OG0003019	LYTVA_10940, LYTVA_20369	AMPFI_02968
OG0003020	LYTVA_26820	AMPFI_24069
OG0003021	LYTVA_19441	AMPFI_15897
OG0003021	LYTVA_27024	AMPFI_00094
OG0003022	LYTVA_20857	AMPFI_05254
OG0003023	LYTVA_29931	AMPFI_02293
OG0003025	LYTVA_21705	AMPFI_18961
OG0003026	LYTVA_04075	AMPFI_09871
OG0003027	LYTVA_14207	AMPFI_03279
OG0003028	LYTVA_26826	AMPFI_20635
OG0003029	LYTVA_18674	AMPFI_10314
OG0003030	LYTVA_04978	AMPFI_09536
OG0003031	LYTVA_28630	AMPFI_16204
OG0003033	LYTVA_09117	AMPFI_17482
OG0003034	LYTVA_09525	AMPFI_07400
OG0003035	LYTVA_21238	AMPFI_10841
OG0003036	LYTVA_15519	AMPFI_21230, AMPFI_06381
OG0003037	LYTVA_00120, LYTVA_12907	AMPFI_21315
OG0003037	LYTVA_00121	AMPFI_14719
OG0003037	LYTVA_16935, LYTVA_12672, LYTVA_16933	AMPFI_04015
OG0003038	LYTVA_17319	AMPFI_00219
OG0003041	LYTVA_21518, LYTVA_08163, LYTVA_17266	AMPFI_25734
OG0003042	LYTVA_03237	AMPFI_09274
OG0003043	LYTVA_21296	AMPFI_18326
OG0003044	LYTVA_27780	AMPFI_04020
OG0003045	LYTVA_09604, LYTVA_16305	AMPFI_07217
OG0003045	LYTVA_22578, LYTVA_13926	AMPFI_13291
OG0003046	LYTVA_11309, LYTVA_01962	AMPFI_18791
OG0003047	LYTVA_30228	AMPFI_13132, AMPFI_15499, AMPFI_03453, AMPFI_16935, AMPFI_25487
OG0003048	LYTVA_03001	AMPFI_14896, AMPFI_24700
OG0003048	LYTVA_03002	AMPFI_03382
OG0003049	LYTVA_12503	AMPFI_20646, AMPFI_19686
OG0003051	LYTVA_21429, LYTVA_08441	AMPFI_17401
OG0003051	LYTVA_12265, LYTVA_06150	AMPFI_05774
OG0003052	LYTVA_22607	AMPFI_08673
OG0003053	LYTVA_03274	AMPFI_19082, AMPFI_17366
OG0003054	LYTVA_02503	AMPFI_22668
OG0003055	LYTVA_01129	AMPFI_11766, AMPFI_11765
OG0003056	LYTVA_27575, LYTVA_15255	AMPFI_09035
OG0003057	LYTVA_02197, LYTVA_15955	AMPFI_14919
OG0003058	LYTVA_15514	AMPFI_06004
OG0003059	LYTVA_28530	AMPFI_15093
OG0003060	LYTVA_15832	AMPFI_01289
OG0003062	LYTVA_16197	AMPFI_05505
OG0003063	LYTVA_13937	AMPFI_19748
OG0003065	LYTVA_18370	AMPFI_15613
OG0003066	LYTVA_18475, LYTVA_18168	AMPFI_04842
OG0003069	LYTVA_27795, LYTVA_28627, LYTVA_28626, LYTVA_04639, LYTVA_23060, LYTVA_09626, LYTVA_22123	AMPFI_01696, AMPFI_01610
OG0003072	LYTVA_05083	AMPFI_06677
OG0003073	LYTVA_10379	AMPFI_22163
OG0003073	LYTVA_23184	AMPFI_07918
OG0003074	LYTVA_22595	AMPFI_10857
OG0003075	LYTVA_08096, LYTVA_08095	AMPFI_17754, AMPFI_11341
OG0003077	LYTVA_01212	AMPFI_17607
OG0003079	LYTVA_18034	AMPFI_20005
OG0003081	LYTVA_24288, LYTVA_24287, LYTVA_24290, LYTVA_01441	AMPFI_21993, AMPFI_23729
OG0003099	LYTVA_01207, LYTVA_28467	AMPFI_19877
OG0003099	LYTVA_26607, LYTVA_20785, LYTVA_00805, LYTVA_26864	AMPFI_24124
OG0003105	LYTVA_11036, LYTVA_19535	AMPFI_15981
OG0003107	LYTVA_08803	AMPFI_06817
OG0003108	LYTVA_01209	AMPFI_12830
OG0003109	LYTVA_27242, LYTVA_26971, LYTVA_26974	AMPFI_08495
OG0003111	LYTVA_10117, LYTVA_13563	AMPFI_13874
OG0003113	LYTVA_03180	AMPFI_10115
OG0003114	LYTVA_24574	AMPFI_08644
OG0003115	LYTVA_09781	AMPFI_12376
OG0003118	LYTVA_24532	AMPFI_05302
OG0003119	LYTVA_04583	AMPFI_08478
OG0003120	LYTVA_05733	AMPFI_02893
OG0003121	LYTVA_26398	AMPFI_05935
OG0003122	LYTVA_29592	AMPFI_07060
OG0003123	LYTVA_18041	AMPFI_23842
OG0003124	LYTVA_26612, LYTVA_10083	AMPFI_09122
OG0003125	LYTVA_18948	AMPFI_24478
OG0003128	LYTVA_12794	AMPFI_03704
OG0003130	LYTVA_13846	AMPFI_14227
OG0003131	LYTVA_22393, LYTVA_00785	AMPFI_03461
OG0003132	LYTVA_24862	AMPFI_20089
OG0003133	LYTVA_08385	AMPFI_15824
OG0003133	LYTVA_22728	AMPFI_07281
OG0003134	LYTVA_29662, LYTVA_23413	AMPFI_23618
OG0003135	LYTVA_25688, LYTVA_09090	AMPFI_07186
OG0003136	LYTVA_01323	AMPFI_10904
OG0003137	LYTVA_03327	AMPFI_22046, AMPFI_15935, AMPFI_18922
OG0003140	LYTVA_04869	AMPFI_24399
OG0003142	LYTVA_07778	AMPFI_05828
OG0003143	LYTVA_17565	AMPFI_15645, AMPFI_17156
OG0003144	LYTVA_27951, LYTVA_27950	AMPFI_22743, AMPFI_06226
OG0003145	LYTVA_18564	AMPFI_00786, AMPFI_00787
OG0003146	LYTVA_09272	AMPFI_23986
OG0003147	LYTVA_29462	AMPFI_17466
OG0003148	LYTVA_08624	AMPFI_04210
OG0003150	LYTVA_19654	AMPFI_11497
OG0003151	LYTVA_15917	AMPFI_17711
OG0003153	LYTVA_03003	AMPFI_03883
OG0003154	LYTVA_02322	AMPFI_15942
OG0003155	LYTVA_10136	AMPFI_18588, AMPFI_12337
OG0003156	LYTVA_09137	AMPFI_07675
OG0003157	LYTVA_21022	AMPFI_24828
OG0003158	LYTVA_11944	AMPFI_15277
OG0003159	LYTVA_17654	AMPFI_14863
OG0003160	LYTVA_16473	AMPFI_09161
OG0003161	LYTVA_24026	AMPFI_17564
OG0003162	LYTVA_18182	AMPFI_13113
OG0003163	LYTVA_08131, LYTVA_00115	AMPFI_17039
OG0003166	LYTVA_11208	AMPFI_19039
OG0003167	LYTVA_21658, LYTVA_06673	AMPFI_17956
OG0003168	LYTVA_21725	AMPFI_03578
OG0003171	LYTVA_02028	AMPFI_11830
OG0003172	LYTVA_20354, LYTVA_07071	AMPFI_08998
OG0003174	LYTVA_25932	AMPFI_17590
OG0003176	LYTVA_24549	AMPFI_09902, AMPFI_00821
OG0003177	LYTVA_18012, LYTVA_27860	AMPFI_03106, AMPFI_14471, AMPFI_22174, AMPFI_02148
OG0003178	LYTVA_19101	AMPFI_21542
OG0003179	LYTVA_04455	AMPFI_06154
OG0003181	LYTVA_18551	AMPFI_05848
OG0003183	LYTVA_01171	AMPFI_05467
OG0003184	LYTVA_06204	AMPFI_23894
OG0003185	LYTVA_04498	AMPFI_16164
OG0003187	LYTVA_14632	AMPFI_19178
OG0003188	LYTVA_11357	AMPFI_13872
OG0003189	LYTVA_15037, LYTVA_03261	AMPFI_11974
OG0003190	LYTVA_00219, LYTVA_10159, LYTVA_29362, LYTVA_28760	AMPFI_13799
OG0003191	LYTVA_04471, LYTVA_10768	AMPFI_23926
OG0003193	LYTVA_19147	AMPFI_08357
OG0003194	LYTVA_19921	AMPFI_11899
OG0003195	LYTVA_13150	AMPFI_08565
OG0003196	LYTVA_22665	AMPFI_18746
OG0003196	LYTVA_00345	AMPFI_23755
OG0003198	LYTVA_05453	AMPFI_22917, AMPFI_08235
OG0003199	LYTVA_14841	AMPFI_12162
OG0003201	LYTVA_27379	AMPFI_06330
OG0003202	LYTVA_17714	AMPFI_12487
OG0003203	LYTVA_08240	AMPFI_08213
OG0003204	LYTVA_11673	AMPFI_10237
OG0003205	LYTVA_08249	AMPFI_00728
OG0003206	LYTVA_07286	AMPFI_16692, AMPFI_25733
OG0003207	LYTVA_15862	AMPFI_20327
OG0003208	LYTVA_12511	AMPFI_12265
OG0003209	LYTVA_00539	AMPFI_21696
OG0003209	LYTVA_05806, LYTVA_13919, LYTVA_19999, LYTVA_19953, LYTVA_04866, LYTVA_00087, LYTVA_05100, LYTVA_22012, LYTVA_09094, LYTVA_26825, LYTVA_18680, LYTVA_07773, LYTVA_01591, LYTVA_05099, LYTVA_22296, LYTVA_28661, LYTVA_24418, LYTVA_24129, LYTVA_02744, LYTVA_04243, LYTVA_03317, LYTVA_01197, LYTVA_02488, LYTVA_17140, LYTVA_10242, LYTVA_25542, LYTVA_21582, LYTVA_10239, LYTVA_10520	AMPFI_23780
OG0003210	LYTVA_15515	AMPFI_24764
OG0003212	LYTVA_21928	AMPFI_00027
OG0003213	LYTVA_09064	AMPFI_04022, AMPFI_01624
OG0003214	LYTVA_25327, LYTVA_22874	AMPFI_06762
OG0003215	LYTVA_05541	AMPFI_14832
OG0003217	LYTVA_00325	AMPFI_23505
OG0003218	LYTVA_24470, LYTVA_25657	AMPFI_26015
OG0003219	LYTVA_03705	AMPFI_06216
OG0003220	LYTVA_16356	AMPFI_12091
OG0003221	LYTVA_24463	AMPFI_11291
OG0003222	LYTVA_24360	AMPFI_03429
OG0003223	LYTVA_01295	AMPFI_04078
OG0003224	LYTVA_06526	AMPFI_21120
OG0003225	LYTVA_27283	AMPFI_05427
OG0003226	LYTVA_06660	AMPFI_01909
OG0003228	LYTVA_12062	AMPFI_18339
OG0003229	LYTVA_27662, LYTVA_26664	AMPFI_09992
OG0003230	LYTVA_17038	AMPFI_01229
OG0003231	LYTVA_10960	AMPFI_19537
OG0003232	LYTVA_13440, LYTVA_24668	AMPFI_02064
OG0003233	LYTVA_06248, LYTVA_19984, LYTVA_03861	AMPFI_03886
OG0003233	LYTVA_01717	AMPFI_24101, AMPFI_20952
OG0003233	LYTVA_19091, LYTVA_11650	AMPFI_23940, AMPFI_20040
OG0003234	LYTVA_29645, LYTVA_00303, LYTVA_07989, LYTVA_16996, LYTVA_07481, LYTVA_24015, LYTVA_15403, LYTVA_05454, LYTVA_17107, LYTVA_02073, LYTVA_12901, LYTVA_07700, LYTVA_28681, LYTVA_29461, LYTVA_29992, LYTVA_09022, LYTVA_12924, LYTVA_18391, LYTVA_21485	AMPFI_08950
OG0003235	LYTVA_21510	AMPFI_16999
OG0003239	LYTVA_22224, LYTVA_02164	AMPFI_23826
OG0003250	LYTVA_08992	AMPFI_12226
OG0003251	LYTVA_05050	AMPFI_06867
OG0003252	LYTVA_06155, LYTVA_01361	AMPFI_15271
OG0003252	LYTVA_18274	AMPFI_08251
OG0003254	LYTVA_09955, LYTVA_19250	AMPFI_09205
OG0003256	LYTVA_02447, LYTVA_17876, LYTVA_02448	AMPFI_00797
OG0003257	LYTVA_21941	AMPFI_11835
OG0003258	LYTVA_15192	AMPFI_20884
OG0003259	LYTVA_04256	AMPFI_05569
OG0003260	LYTVA_17207, LYTVA_00231	AMPFI_10832
OG0003261	LYTVA_29093	AMPFI_21592
OG0003262	LYTVA_15602	AMPFI_21245
OG0003265	LYTVA_26361	AMPFI_11217
OG0003267	LYTVA_15112	AMPFI_05887
OG0003268	LYTVA_05049	AMPFI_11156
OG0003269	LYTVA_23633, LYTVA_11040	AMPFI_21059
OG0003270	LYTVA_13699	AMPFI_13601, AMPFI_02798
OG0003271	LYTVA_30163	AMPFI_10331
OG0003273	LYTVA_22153	AMPFI_02700
OG0003275	LYTVA_01946	AMPFI_03094
OG0003277	LYTVA_01672	AMPFI_09116
OG0003278	LYTVA_30138, LYTVA_15067, LYTVA_03970, LYTVA_30141	AMPFI_01180
OG0003279	LYTVA_22067	AMPFI_24970
OG0003280	LYTVA_00225	AMPFI_21525
OG0003282	LYTVA_26660	AMPFI_21088
OG0003283	LYTVA_19055	AMPFI_00946
OG0003287	LYTVA_04035	AMPFI_05397
OG0003288	LYTVA_05759	AMPFI_21742, AMPFI_06784
OG0003291	LYTVA_16947	AMPFI_05291
OG0003293	LYTVA_23172	AMPFI_18756
OG0003294	LYTVA_21015	AMPFI_24752
OG0003297	LYTVA_19286	AMPFI_15955
OG0003298	LYTVA_06668	AMPFI_11593
OG0003300	LYTVA_08691	AMPFI_19704
OG0003300	LYTVA_06659	AMPFI_05469
OG0003301	LYTVA_23817	AMPFI_14530
OG0003302	LYTVA_14810	AMPFI_16898
OG0003303	LYTVA_24993	AMPFI_03102
OG0003304	LYTVA_14305	AMPFI_11135
OG0003306	LYTVA_12285	AMPFI_11119
OG0003307	LYTVA_19258	AMPFI_12766
OG0003309	LYTVA_24870	AMPFI_24997
OG0003311	LYTVA_19481	AMPFI_10759
OG0003312	LYTVA_02182	AMPFI_18157
OG0003313	LYTVA_27941, LYTVA_03201, LYTVA_29008, LYTVA_29969, LYTVA_29968	AMPFI_25853
OG0003314	LYTVA_03704	AMPFI_22350
OG0003315	LYTVA_27566	AMPFI_12929
OG0003315	LYTVA_23855	AMPFI_00069
OG0003316	LYTVA_10053	AMPFI_14046
OG0003316	LYTVA_14152	AMPFI_14047
OG0003317	LYTVA_16088	AMPFI_09168
OG0003317	LYTVA_24011, LYTVA_05382	AMPFI_09167
OG0003318	LYTVA_12509	AMPFI_08330
OG0003319	LYTVA_03878	AMPFI_25746
OG0003320	LYTVA_27746	AMPFI_13174
OG0003321	LYTVA_12209	AMPFI_10734
OG0003323	LYTVA_21921, LYTVA_29457	AMPFI_21338
OG0003324	LYTVA_19291	AMPFI_13390
OG0003325	LYTVA_29523	AMPFI_02628
OG0003326	LYTVA_27915	AMPFI_11658
OG0003327	LYTVA_17271	AMPFI_09228
OG0003329	LYTVA_19487	AMPFI_09316
OG0003330	LYTVA_11365	AMPFI_14485
OG0003331	LYTVA_27609	AMPFI_17012
OG0003332	LYTVA_18115	AMPFI_08196
OG0003333	LYTVA_15167	AMPFI_04378
OG0003334	LYTVA_07048, LYTVA_05755, LYTVA_06269	AMPFI_10291
OG0003335	LYTVA_09092	AMPFI_09229
OG0003337	LYTVA_18787	AMPFI_19949
OG0003338	LYTVA_18538	AMPFI_13448
OG0003340	LYTVA_13141	AMPFI_22094
OG0003341	LYTVA_16037	AMPFI_00777
OG0003343	LYTVA_11177	AMPFI_13993, AMPFI_16154
OG0003344	LYTVA_00862	AMPFI_09335
OG0003345	LYTVA_14037, LYTVA_04588, LYTVA_15485	AMPFI_24924
OG0003347	LYTVA_23337	AMPFI_24143
OG0003348	LYTVA_06310	AMPFI_05356
OG0003349	LYTVA_10341, LYTVA_20619	AMPFI_05046
OG0003350	LYTVA_01036, LYTVA_27211	AMPFI_12867
OG0003352	LYTVA_05218	AMPFI_02467
OG0003353	LYTVA_01424	AMPFI_06338
OG0003354	LYTVA_25191, LYTVA_01307	AMPFI_18029
OG0003354	LYTVA_04843	AMPFI_15770
OG0003355	LYTVA_27910	AMPFI_15437
OG0003356	LYTVA_06879	AMPFI_21630
OG0003357	LYTVA_11630, LYTVA_02906	AMPFI_11721
OG0003359	LYTVA_06032	AMPFI_08504
OG0003360	LYTVA_13266, LYTVA_19199	AMPFI_09135
OG0003361	LYTVA_03232, LYTVA_03231	AMPFI_14228
OG0003362	LYTVA_05394	AMPFI_03047, AMPFI_03667, AMPFI_15450
OG0003364	LYTVA_03516, LYTVA_25779	AMPFI_22450
OG0003365	LYTVA_23475	AMPFI_11415
OG0003366	LYTVA_15074	AMPFI_25322
OG0003367	LYTVA_14081, LYTVA_11417	AMPFI_07477
OG0003368	LYTVA_18642	AMPFI_10687
OG0003369	LYTVA_14942	AMPFI_06268
OG0003370	LYTVA_24757	AMPFI_12902
OG0003371	LYTVA_20522, LYTVA_24363	AMPFI_09463
OG0003372	LYTVA_14495, LYTVA_14497	AMPFI_00013
OG0003373	LYTVA_27185, LYTVA_10709, LYTVA_17994, LYTVA_22268, LYTVA_11970	AMPFI_06232
OG0003374	LYTVA_08104	AMPFI_21401
OG0003375	LYTVA_28328, LYTVA_27365	AMPFI_21891
OG0003376	LYTVA_05006, LYTVA_26307	AMPFI_06810
OG0003378	LYTVA_13045	AMPFI_07027
OG0003379	LYTVA_06980	AMPFI_13364
OG0003380	LYTVA_05440	AMPFI_09994
OG0003381	LYTVA_07008, LYTVA_17658	AMPFI_19093
OG0003383	LYTVA_14856	AMPFI_04764
OG0003384	LYTVA_07291, LYTVA_28006	AMPFI_15736
OG0003386	LYTVA_26042	AMPFI_09487
OG0003387	LYTVA_04937, LYTVA_25432, LYTVA_25430	AMPFI_04036
OG0003388	LYTVA_28705	AMPFI_00589
OG0003389	LYTVA_05033	AMPFI_25443
OG0003391	LYTVA_14803, LYTVA_04532	AMPFI_04451
OG0003392	LYTVA_24826	AMPFI_06246
OG0003393	LYTVA_20136	AMPFI_16770
OG0003394	LYTVA_20704	AMPFI_18861
OG0003394	LYTVA_21899, LYTVA_28322	AMPFI_23407
OG0003396	LYTVA_17916	AMPFI_22459
OG0003419	LYTVA_11665	AMPFI_08900
OG0003420	LYTVA_04070	AMPFI_20723
OG0003422	LYTVA_16836, LYTVA_20308	AMPFI_12987
OG0003424	LYTVA_05782	AMPFI_16374
OG0003425	LYTVA_04392	AMPFI_09816
OG0003426	LYTVA_15668, LYTVA_06081, LYTVA_02069, LYTVA_27843, LYTVA_21216, LYTVA_03865, LYTVA_23251, LYTVA_21445, LYTVA_22520	AMPFI_00436
OG0003427	LYTVA_06654, LYTVA_18371	AMPFI_05551
OG0003428	LYTVA_15286	AMPFI_00454
OG0003429	LYTVA_26105	AMPFI_20170
OG0003432	LYTVA_26428	AMPFI_09971
OG0003433	LYTVA_27210	AMPFI_08027
OG0003435	LYTVA_08543	AMPFI_19921, AMPFI_14379
OG0003436	LYTVA_17896	AMPFI_14801
OG0003438	LYTVA_23556	AMPFI_16270
OG0003438	LYTVA_12357	AMPFI_19158
OG0003439	LYTVA_23528	AMPFI_10791
OG0003440	LYTVA_15023	AMPFI_06463
OG0003441	LYTVA_19056	AMPFI_12076
OG0003442	LYTVA_15608	AMPFI_07104
OG0003443	LYTVA_22146	AMPFI_21912
OG0003444	LYTVA_19198	AMPFI_06726
OG0003445	LYTVA_29001	AMPFI_13140
OG0003447	LYTVA_21925	AMPFI_18696
OG0003449	LYTVA_10114, LYTVA_02809	AMPFI_25451
OG0003449	LYTVA_25271	AMPFI_19468
OG0003451	LYTVA_22097	AMPFI_03894
OG0003452	LYTVA_28007	AMPFI_17118, AMPFI_17349
OG0003453	LYTVA_02587	AMPFI_10385
OG0003454	LYTVA_02948	AMPFI_07469
OG0003455	LYTVA_25388, LYTVA_24850	AMPFI_09746
OG0003457	LYTVA_20572, LYTVA_14447	AMPFI_22980
OG0003458	LYTVA_03618	AMPFI_25375
OG0003459	LYTVA_10994	AMPFI_23502
OG0003461	LYTVA_14255	AMPFI_08837
OG0003462	LYTVA_28602, LYTVA_22633, LYTVA_03993	AMPFI_05379
OG0003463	LYTVA_30127	AMPFI_25834
OG0003465	LYTVA_23986, LYTVA_07116	AMPFI_12228
OG0003466	LYTVA_16471	AMPFI_12980
OG0003466	LYTVA_29464	AMPFI_11213
OG0003467	LYTVA_21585	AMPFI_05595
OG0003468	LYTVA_20724	AMPFI_07635
OG0003469	LYTVA_13186	AMPFI_06767
OG0003470	LYTVA_19648	AMPFI_04555, AMPFI_17776
OG0003471	LYTVA_12384	AMPFI_24941
OG0003471	LYTVA_00020	AMPFI_19969
OG0003473	LYTVA_07208	AMPFI_07801
OG0003474	LYTVA_16739	AMPFI_05008
OG0003475	LYTVA_22320	AMPFI_21852, AMPFI_24738
OG0003477	LYTVA_09865	AMPFI_11760
OG0003478	LYTVA_27751	AMPFI_13018
OG0003480	LYTVA_03416	AMPFI_07447
OG0003481	LYTVA_02712, LYTVA_04645	AMPFI_14089
OG0003482	LYTVA_22655	AMPFI_07972
OG0003483	LYTVA_09501	AMPFI_09299
OG0003484	LYTVA_02918	AMPFI_18735
OG0003485	LYTVA_23499, LYTVA_23051	AMPFI_08775
OG0003486	LYTVA_21614	AMPFI_16158
OG0003487	LYTVA_22813	AMPFI_23106
OG0003488	LYTVA_26066	AMPFI_07299
OG0003489	LYTVA_07007	AMPFI_24006
OG0003490	LYTVA_01641	AMPFI_22806, AMPFI_19232, AMPFI_21043, AMPFI_04860, AMPFI_11193
OG0003491	LYTVA_18975	AMPFI_11101
OG0003492	LYTVA_17125	AMPFI_18221, AMPFI_00099
OG0003493	LYTVA_03266	AMPFI_16534, AMPFI_17852
OG0003496	LYTVA_15612	AMPFI_23368
OG0003497	LYTVA_24897	AMPFI_04681
OG0003498	LYTVA_06432	AMPFI_14554
OG0003499	LYTVA_10932	AMPFI_10057
OG0003500	LYTVA_25392	AMPFI_12019
OG0003501	LYTVA_00202	AMPFI_09583
OG0003502	LYTVA_01228, LYTVA_20788	AMPFI_22051
OG0003503	LYTVA_13641	AMPFI_05344
OG0003505	LYTVA_28433	AMPFI_07475
OG0003506	LYTVA_23421	AMPFI_14856
OG0003507	LYTVA_06440	AMPFI_14147
OG0003508	LYTVA_19543	AMPFI_22615
OG0003509	LYTVA_02422	AMPFI_07776
OG0003510	LYTVA_23412	AMPFI_19782
OG0003511	LYTVA_08783	AMPFI_01623
OG0003511	LYTVA_14080	AMPFI_02048
OG0003512	LYTVA_25060, LYTVA_26135, LYTVA_26133, LYTVA_14562	AMPFI_02821
OG0003513	LYTVA_21954, LYTVA_16304	AMPFI_21434
OG0003514	LYTVA_04108	AMPFI_07562
OG0003515	LYTVA_04862	AMPFI_20138
OG0003516	LYTVA_26603, LYTVA_25611	AMPFI_25715
OG0003517	LYTVA_09370	AMPFI_03039
OG0003518	LYTVA_18666	AMPFI_13631
OG0003519	LYTVA_19352	AMPFI_10068
OG0003520	LYTVA_04131, LYTVA_12643	AMPFI_05023
OG0003521	LYTVA_23666, LYTVA_05011	AMPFI_16400
OG0003522	LYTVA_09959	AMPFI_15136
OG0003522	LYTVA_30110	AMPFI_01034
OG0003523	LYTVA_11260	AMPFI_07760
OG0003524	LYTVA_24165	AMPFI_02059
OG0003525	LYTVA_16398	AMPFI_14739
OG0003525	LYTVA_14455	AMPFI_23920
OG0003526	LYTVA_18770	AMPFI_06222
OG0003527	LYTVA_03857	AMPFI_09571
OG0003528	LYTVA_25429, LYTVA_25427	AMPFI_08029
OG0003529	LYTVA_00111, LYTVA_23188, LYTVA_24750	AMPFI_16196
OG0003530	LYTVA_11540	AMPFI_21595
OG0003531	LYTVA_03603	AMPFI_10001
OG0003532	LYTVA_14462	AMPFI_24750
OG0003533	LYTVA_23225	AMPFI_18447
OG0003533	LYTVA_12475	AMPFI_02287
OG0003534	LYTVA_18805	AMPFI_09003
OG0003535	LYTVA_10298	AMPFI_24072
OG0003536	LYTVA_11600	AMPFI_00410
OG0003537	LYTVA_07265	AMPFI_09546, AMPFI_11095
OG0003538	LYTVA_28211	AMPFI_23397
OG0003539	LYTVA_02480	AMPFI_00975
OG0003540	LYTVA_22461	AMPFI_00306
OG0003541	LYTVA_21300	AMPFI_04066
OG0003542	LYTVA_14809, LYTVA_14807	AMPFI_06443
OG0003543	LYTVA_04479	AMPFI_24581
OG0003544	LYTVA_29003, LYTVA_27728	AMPFI_19004
OG0003544	LYTVA_23809	AMPFI_17826
OG0003545	LYTVA_26703	AMPFI_15023, AMPFI_13578
OG0003546	LYTVA_09882	AMPFI_21995, AMPFI_00349
OG0003547	LYTVA_02953	AMPFI_04834
OG0003548	LYTVA_19416	AMPFI_24768
OG0003549	LYTVA_16587, LYTVA_02536	AMPFI_15331
OG0003550	LYTVA_30065	AMPFI_18741
OG0003552	LYTVA_11397	AMPFI_05955
OG0003553	LYTVA_20105	AMPFI_21634
OG0003554	LYTVA_26313	AMPFI_22132
OG0003555	LYTVA_22182	AMPFI_10844
OG0003557	LYTVA_29355	AMPFI_05440
OG0003558	LYTVA_28864	AMPFI_20154
OG0003560	LYTVA_05811	AMPFI_04633
OG0003562	LYTVA_15863	AMPFI_06538
OG0003563	LYTVA_28497	AMPFI_05251
OG0003565	LYTVA_17701, LYTVA_23177, LYTVA_15392	AMPFI_03548, AMPFI_00450, AMPFI_22462
OG0003566	LYTVA_12411	AMPFI_01090
OG0003567	LYTVA_13855	AMPFI_22713
OG0003568	LYTVA_25025	AMPFI_06943
OG0003570	LYTVA_16300	AMPFI_06993
OG0003571	LYTVA_08422	AMPFI_12433
OG0003573	LYTVA_12228	AMPFI_10938
OG0003576	LYTVA_25844, LYTVA_11919	AMPFI_02605
OG0003577	LYTVA_24980	AMPFI_25920, AMPFI_04085, AMPFI_19335
OG0003578	LYTVA_14123	AMPFI_08173
OG0003579	LYTVA_21586, LYTVA_25548	AMPFI_22532
OG0003598	LYTVA_20119	AMPFI_08091
OG0003599	LYTVA_25495, LYTVA_28141	AMPFI_03084
OG0003601	LYTVA_07545	AMPFI_22792
OG0003603	LYTVA_20098	AMPFI_14800
OG0003604	LYTVA_20248	AMPFI_14560
OG0003606	LYTVA_24368	AMPFI_02736
OG0003607	LYTVA_04001	AMPFI_01035
OG0003608	LYTVA_23118, LYTVA_24760	AMPFI_20147
OG0003609	LYTVA_23892	AMPFI_10169
OG0003610	LYTVA_24955	AMPFI_08064
OG0003611	LYTVA_25213	AMPFI_03674
OG0003612	LYTVA_13319	AMPFI_22358, AMPFI_00951
OG0003613	LYTVA_26048, LYTVA_10701	AMPFI_14181
OG0003614	LYTVA_11019, LYTVA_01470	AMPFI_03730
OG0003615	LYTVA_26591	AMPFI_05633
OG0003617	LYTVA_08952, LYTVA_11704	AMPFI_00387
OG0003618	LYTVA_08987	AMPFI_07271
OG0003619	LYTVA_29115, LYTVA_05151	AMPFI_10351
OG0003620	LYTVA_14583	AMPFI_09860
OG0003622	LYTVA_12050	AMPFI_12437
OG0003623	LYTVA_28352	AMPFI_13962
OG0003624	LYTVA_16657	AMPFI_03514
OG0003626	LYTVA_13770	AMPFI_06082
OG0003628	LYTVA_09428	AMPFI_06318
OG0003629	LYTVA_00401	AMPFI_13944
OG0003630	LYTVA_11059, LYTVA_22109	AMPFI_13915
OG0003631	LYTVA_17311	AMPFI_14459, AMPFI_20160, AMPFI_23733
OG0003633	LYTVA_18589	AMPFI_20276
OG0003634	LYTVA_02509	AMPFI_14902, AMPFI_09982
OG0003635	LYTVA_06198	AMPFI_14547
OG0003635	LYTVA_24849	AMPFI_15181
OG0003636	LYTVA_13934, LYTVA_04868	AMPFI_00213
OG0003638	LYTVA_26670	AMPFI_07537
OG0003639	LYTVA_10457	AMPFI_22785, AMPFI_14707, AMPFI_21939, AMPFI_17905
OG0003640	LYTVA_28983	AMPFI_16498
OG0003642	LYTVA_18053	AMPFI_06630
OG0003643	LYTVA_23976, LYTVA_22914	AMPFI_12454
OG0003644	LYTVA_19920	AMPFI_06306
OG0003645	LYTVA_01752	AMPFI_16881
OG0003646	LYTVA_05796	AMPFI_06564
OG0003647	LYTVA_17942	AMPFI_00053
OG0003648	LYTVA_17027	AMPFI_01550
OG0003650	LYTVA_28562, LYTVA_28561	AMPFI_12108
OG0003651	LYTVA_17096	AMPFI_09243
OG0003652	LYTVA_28066	AMPFI_10927
