Orthogroup	LYTVA_ok	AMPFI_ok
OG0000519	LYTVA_06076	AMPFI_09807, AMPFI_19851
OG0000519	LYTVA_05363, LYTVA_05364	AMPFI_12315, AMPFI_05130
OG0000520	LYTVA_00781	AMPFI_23972
OG0000520	LYTVA_18628	AMPFI_14296, AMPFI_19094
OG0000521	LYTVA_05276	AMPFI_04943
OG0000522	LYTVA_15018, LYTVA_09443	AMPFI_14072
OG0000522	LYTVA_24796	AMPFI_24817
OG0000524	LYTVA_27652	AMPFI_14569
OG0000525	LYTVA_27355	AMPFI_13575
OG0000525	LYTVA_20949	AMPFI_23427
OG0000527	LYTVA_20562	AMPFI_21522
OG0000528	LYTVA_22002	AMPFI_18972, AMPFI_18973
OG0000529	LYTVA_23566	AMPFI_19152
OG0000529	LYTVA_23159	AMPFI_10225
OG0000530	LYTVA_01074	AMPFI_05279
OG0000531	LYTVA_06014	AMPFI_10133
OG0000534	LYTVA_09901	AMPFI_12308
OG0000534	LYTVA_21092	AMPFI_12548
OG0000535	LYTVA_27505	AMPFI_06826
OG0000536	LYTVA_01166, LYTVA_18250, LYTVA_23046, LYTVA_19017, LYTVA_20798, LYTVA_15648	AMPFI_17109
OG0000537	LYTVA_04641	AMPFI_22008
OG0000538	LYTVA_19552	AMPFI_24088
OG0000541	LYTVA_05918	AMPFI_00378
OG0000542	LYTVA_16634	AMPFI_10148
OG0000543	LYTVA_18228	AMPFI_07355, AMPFI_09633, AMPFI_07881, AMPFI_05993, AMPFI_13643, AMPFI_13644, AMPFI_12767, AMPFI_15566, AMPFI_18385, AMPFI_05781, AMPFI_16772, AMPFI_15891, AMPFI_12368, AMPFI_12416, AMPFI_08953, AMPFI_09266, AMPFI_12521
OG0000544	LYTVA_27738	AMPFI_05766
OG0000544	LYTVA_03150	AMPFI_01213, AMPFI_12495
OG0000544	LYTVA_05338	AMPFI_12968
OG0000546	LYTVA_07647	AMPFI_13740
OG0000547	LYTVA_26293, LYTVA_02708	AMPFI_16109
OG0000548	LYTVA_06015	AMPFI_06878
OG0000549	LYTVA_02950, LYTVA_20710, LYTVA_27983	AMPFI_06765
OG0000550	LYTVA_16411	AMPFI_20316
OG0000551	LYTVA_09908, LYTVA_12970, LYTVA_25441, LYTVA_01943, LYTVA_20915, LYTVA_09909	AMPFI_19651
OG0000552	LYTVA_03254	AMPFI_25709
OG0000552	LYTVA_15858	AMPFI_07948
OG0000553	LYTVA_23265	AMPFI_03292
OG0000553	LYTVA_09391	AMPFI_07441
OG0000554	LYTVA_09845	AMPFI_04502
OG0000555	LYTVA_01537	AMPFI_15152
OG0000555	LYTVA_11829, LYTVA_11830, LYTVA_27810, LYTVA_25801	AMPFI_20106
OG0000560	LYTVA_26084	AMPFI_24939, AMPFI_25437
OG0000560	LYTVA_01495	AMPFI_02096
OG0000561	LYTVA_29146	AMPFI_19041, AMPFI_00758
OG0000562	LYTVA_01419	AMPFI_21582
OG0000562	LYTVA_29650	AMPFI_20719
OG0000562	LYTVA_10850, LYTVA_06854, LYTVA_16962, LYTVA_07616, LYTVA_01404, LYTVA_19793, LYTVA_26408, LYTVA_26285, LYTVA_06744, LYTVA_06856, LYTVA_05804, LYTVA_04819	AMPFI_23033
OG0000563	LYTVA_07652, LYTVA_11594	AMPFI_08659, AMPFI_10297
OG0000564	LYTVA_23030, LYTVA_26193	AMPFI_11089, AMPFI_23703
OG0000565	LYTVA_01862, LYTVA_07046, LYTVA_01851	AMPFI_19741
OG0000566	LYTVA_16321	AMPFI_24184
OG0000566	LYTVA_16285	AMPFI_05548
OG0000567	LYTVA_27754	AMPFI_08270
OG0000567	LYTVA_12299	AMPFI_24073
OG0000567	LYTVA_13542, LYTVA_02323	AMPFI_20193
OG0000568	LYTVA_28780	AMPFI_02227
OG0000568	LYTVA_10470	AMPFI_19652
OG0000569	LYTVA_21040	AMPFI_00348
OG0000570	LYTVA_13446	AMPFI_20117
OG0000570	LYTVA_13452	AMPFI_01005, AMPFI_01163
OG0000570	LYTVA_24675	AMPFI_16102
OG0000571	LYTVA_07015	AMPFI_21475
OG0000571	LYTVA_29572	AMPFI_20638
OG0000573	LYTVA_17570	AMPFI_08544
OG0000574	LYTVA_26701	AMPFI_07593
OG0000574	LYTVA_10809	AMPFI_07534
OG0000575	LYTVA_27938	AMPFI_22439
OG0000576	LYTVA_26208	AMPFI_11215
OG0000577	LYTVA_22658, LYTVA_13716	AMPFI_19477
OG0000577	LYTVA_02305, LYTVA_28178, LYTVA_22662, LYTVA_02877, LYTVA_15709, LYTVA_27457, LYTVA_27340, LYTVA_20686	AMPFI_00456, AMPFI_19960, AMPFI_07931
OG0000577	LYTVA_16878	AMPFI_21453, AMPFI_06447
OG0000578	LYTVA_22088	AMPFI_11337, AMPFI_11336
OG0000579	LYTVA_05380	AMPFI_10586
OG0000581	LYTVA_01246	AMPFI_20371
OG0000582	LYTVA_16729	AMPFI_14842, AMPFI_03684
OG0000583	LYTVA_02410	AMPFI_03049
OG0000584	LYTVA_24718	AMPFI_04371
OG0000586	LYTVA_28319	AMPFI_16028
OG0000587	LYTVA_14343, LYTVA_26577	AMPFI_16977, AMPFI_16976
OG0000587	LYTVA_09394	AMPFI_14490
OG0000588	LYTVA_02313	AMPFI_04054, AMPFI_03394
OG0000590	LYTVA_12360	AMPFI_08431
OG0000590	LYTVA_14114	AMPFI_13729
OG0000591	LYTVA_26896	AMPFI_24421
OG0000592	LYTVA_06892	AMPFI_00808
OG0000594	LYTVA_12514	AMPFI_08265
OG0000596	LYTVA_07299, LYTVA_06614	AMPFI_01384
OG0000596	LYTVA_17975, LYTVA_17406, LYTVA_17908, LYTVA_11282, LYTVA_24761, LYTVA_22752, LYTVA_14015, LYTVA_13352, LYTVA_09861, LYTVA_09377, LYTVA_23465, LYTVA_27051	AMPFI_25743, AMPFI_07694, AMPFI_07559, AMPFI_24761
OG0000597	LYTVA_08995, LYTVA_09001	AMPFI_09305
OG0000598	LYTVA_28334, LYTVA_25665	AMPFI_04338, AMPFI_14686
OG0000599	LYTVA_01564	AMPFI_05919
OG0000599	LYTVA_10396	AMPFI_10424
OG0000600	LYTVA_02314	AMPFI_09999
OG0000601	LYTVA_25885, LYTVA_09449, LYTVA_06884	AMPFI_11926
OG0000602	LYTVA_06542	AMPFI_06522
OG0000602	LYTVA_02334, LYTVA_28424	AMPFI_15502
OG0000604	LYTVA_15560	AMPFI_24342
OG0000611	LYTVA_07188	AMPFI_24211
OG0000611	LYTVA_21486	AMPFI_03941
OG0000612	LYTVA_17035	AMPFI_05475
OG0000613	LYTVA_03372	AMPFI_20696
OG0000613	LYTVA_25492	AMPFI_01961, AMPFI_04751
OG0000614	LYTVA_22760, LYTVA_07728	AMPFI_10965
OG0000614	LYTVA_08490	AMPFI_07199
OG0000616	LYTVA_22938	AMPFI_09981
OG0000617	LYTVA_12604	AMPFI_02772
OG0000621	LYTVA_18297	AMPFI_12420
OG0000621	LYTVA_29585, LYTVA_10504	AMPFI_13931
OG0000621	LYTVA_28525	AMPFI_11317
OG0000621	LYTVA_22141	AMPFI_14615
OG0000621	LYTVA_09393	AMPFI_03505, AMPFI_01444, AMPFI_15833
OG0000623	LYTVA_05482	AMPFI_18053
OG0000623	LYTVA_02662	AMPFI_14561
OG0000624	LYTVA_17510	AMPFI_19095
OG0000624	LYTVA_22160	AMPFI_09306
OG0000624	LYTVA_15747	AMPFI_13318
OG0000625	LYTVA_10178	AMPFI_14871, AMPFI_22297
OG0000625	LYTVA_04065	AMPFI_01239
OG0000627	LYTVA_13220	AMPFI_25325
OG0000628	LYTVA_13954	AMPFI_18712, AMPFI_02816
OG0000628	LYTVA_03881	AMPFI_06881
OG0000629	LYTVA_20124	AMPFI_03723
OG0000629	LYTVA_03778, LYTVA_25763	AMPFI_05119
OG0000629	LYTVA_20962, LYTVA_17253	AMPFI_09946
OG0000630	LYTVA_12447	AMPFI_16354, AMPFI_21870, AMPFI_11492, AMPFI_17101, AMPFI_23904
OG0000630	LYTVA_09653, LYTVA_22057	AMPFI_10535
OG0000630	LYTVA_21089	AMPFI_17726, AMPFI_24989
OG0000630	LYTVA_13422, LYTVA_01372, LYTVA_02971	AMPFI_05724
OG0000632	LYTVA_07590	AMPFI_21791, AMPFI_24168, AMPFI_13889, AMPFI_02539, AMPFI_18575, AMPFI_06213, AMPFI_02107, AMPFI_15432, AMPFI_05429, AMPFI_12305, AMPFI_16874, AMPFI_11784, AMPFI_23830, AMPFI_21324, AMPFI_03835, AMPFI_16505, AMPFI_15452, AMPFI_22403, AMPFI_01021, AMPFI_11378, AMPFI_14973, AMPFI_15789, AMPFI_20235, AMPFI_17887, AMPFI_14229, AMPFI_11547
OG0000633	LYTVA_19987	AMPFI_17310, AMPFI_21152
OG0000633	LYTVA_05906	AMPFI_09757
OG0000633	LYTVA_22085, LYTVA_22086	AMPFI_23448, AMPFI_12694, AMPFI_23090, AMPFI_20176
OG0000634	LYTVA_05392, LYTVA_17198	AMPFI_09245
OG0000634	LYTVA_27803	AMPFI_20252
OG0000638	LYTVA_29372, LYTVA_03530, LYTVA_21743	AMPFI_12032
OG0000639	LYTVA_07276	AMPFI_02143
OG0000639	LYTVA_20363, LYTVA_03919	AMPFI_19096
OG0000642	LYTVA_03860, LYTVA_03859	AMPFI_20481, AMPFI_17464, AMPFI_21969
OG0000642	LYTVA_07734	AMPFI_03291, AMPFI_09020, AMPFI_24910
OG0000642	LYTVA_04785	AMPFI_15462, AMPFI_15774
OG0000645	LYTVA_28374	AMPFI_07346
OG0000646	LYTVA_01801, LYTVA_17076	AMPFI_08730
OG0000647	LYTVA_09133, LYTVA_17054	AMPFI_23188
OG0000647	LYTVA_07018, LYTVA_08785	AMPFI_23840
OG0000648	LYTVA_04746	AMPFI_15343
OG0000648	LYTVA_13183	AMPFI_13232
OG0000650	LYTVA_00920	AMPFI_07337
OG0000651	LYTVA_21211	AMPFI_00457
OG0000652	LYTVA_09743	AMPFI_06940
OG0000653	LYTVA_17085	AMPFI_07129
OG0000654	LYTVA_28826	AMPFI_21423
OG0000656	LYTVA_19117	AMPFI_00663, AMPFI_06733
OG0000657	LYTVA_09519, LYTVA_08984	AMPFI_04003
OG0000657	LYTVA_11565	AMPFI_15120
OG0000657	LYTVA_09513	AMPFI_23960
OG0000658	LYTVA_03639	AMPFI_20829
OG0000658	LYTVA_02829, LYTVA_12222, LYTVA_18997	AMPFI_24221, AMPFI_01933, AMPFI_01934, AMPFI_17473, AMPFI_03863, AMPFI_03156, AMPFI_19683
OG0000658	LYTVA_30214	AMPFI_19271, AMPFI_01935, AMPFI_23531, AMPFI_19046, AMPFI_22333
OG0000659	LYTVA_11935, LYTVA_22855	AMPFI_18071, AMPFI_20810
OG0000660	LYTVA_29081	AMPFI_17445
OG0000662	LYTVA_10468	AMPFI_12334
OG0000662	LYTVA_18798	AMPFI_02313
OG0000662	LYTVA_15423	AMPFI_13450
OG0000663	LYTVA_03273	AMPFI_12107
OG0000664	LYTVA_13239	AMPFI_09419
OG0000665	LYTVA_06571, LYTVA_07973, LYTVA_29574	AMPFI_01642, AMPFI_25024
OG0000666	LYTVA_07805	AMPFI_18404
OG0000670	LYTVA_25988	AMPFI_22267
OG0000672	LYTVA_02177	AMPFI_11096
OG0000672	LYTVA_03099	AMPFI_17614
OG0000674	LYTVA_07878	AMPFI_05318
OG0000674	LYTVA_11072	AMPFI_14286
OG0000675	LYTVA_30111	AMPFI_19287
OG0000675	LYTVA_12674	AMPFI_18854, AMPFI_18236, AMPFI_02868, AMPFI_12410, AMPFI_25030, AMPFI_09169, AMPFI_25827, AMPFI_17955
OG0000675	LYTVA_00152, LYTVA_00074	AMPFI_03509
OG0000676	LYTVA_14394	AMPFI_07198
OG0000676	LYTVA_18544	AMPFI_01951
OG0000680	LYTVA_10018, LYTVA_10016, LYTVA_20352	AMPFI_20692
OG0000681	LYTVA_24742, LYTVA_06870	AMPFI_08112
OG0000682	LYTVA_10303	AMPFI_06701
OG0000683	LYTVA_03132	AMPFI_06165
OG0000683	LYTVA_12146	AMPFI_15593
OG0000684	LYTVA_20362	AMPFI_13648
OG0000685	LYTVA_15881	AMPFI_10051
OG0000688	LYTVA_25034, LYTVA_05369, LYTVA_01254, LYTVA_04010, LYTVA_11367, LYTVA_00839, LYTVA_02561, LYTVA_04440, LYTVA_05991, LYTVA_15462, LYTVA_01575	AMPFI_11570
OG0000688	LYTVA_06802	AMPFI_25967
OG0000689	LYTVA_11607, LYTVA_17252, LYTVA_05987, LYTVA_21830	AMPFI_03615
OG0000689	LYTVA_27257, LYTVA_29883	AMPFI_19236
OG0000690	LYTVA_06618, LYTVA_16355	AMPFI_12474
OG0000690	LYTVA_03145	AMPFI_25508
OG0000691	LYTVA_25156	AMPFI_15975
OG0000691	LYTVA_24385	AMPFI_07380
OG0000692	LYTVA_10854	AMPFI_22914
OG0000694	LYTVA_29379	AMPFI_12037, AMPFI_23496
OG0000694	LYTVA_26928	AMPFI_20821
OG0000696	LYTVA_27060	AMPFI_13412
OG0000696	LYTVA_10486	AMPFI_23601
OG0000696	LYTVA_16853	AMPFI_06933
OG0000697	LYTVA_14530	AMPFI_01555
OG0000698	LYTVA_27842	AMPFI_16763
OG0000698	LYTVA_27841	AMPFI_25928
OG0000699	LYTVA_27216	AMPFI_25818, AMPFI_10547
OG0000700	LYTVA_17157	AMPFI_02889
OG0000701	LYTVA_09841	AMPFI_06365
OG0000702	LYTVA_26549	AMPFI_20591
OG0000706	LYTVA_22908	AMPFI_17120
OG0000706	LYTVA_24146	AMPFI_02905
OG0000709	LYTVA_00851	AMPFI_23883
OG0000709	LYTVA_11324	AMPFI_17426
OG0000711	LYTVA_21399	AMPFI_11270
OG0000712	LYTVA_18517	AMPFI_08144
OG0000713	LYTVA_09013, LYTVA_02431, LYTVA_12442, LYTVA_04232, LYTVA_09172	AMPFI_24318, AMPFI_08961, AMPFI_11641
OG0000714	LYTVA_18646, LYTVA_24523, LYTVA_24554, LYTVA_09435, LYTVA_11088, LYTVA_16427, LYTVA_11338, LYTVA_17237	AMPFI_09802, AMPFI_22689
OG0000715	LYTVA_20155	AMPFI_19789
OG0000716	LYTVA_00845, LYTVA_04024	AMPFI_13314
OG0000717	LYTVA_13980	AMPFI_06302
OG0000717	LYTVA_12572	AMPFI_10785
OG0000718	LYTVA_29448	AMPFI_05696, AMPFI_05695
OG0000721	LYTVA_10906	AMPFI_08986
OG0000721	LYTVA_26688	AMPFI_22245
OG0000723	LYTVA_04926	AMPFI_13209
OG0000724	LYTVA_01400	AMPFI_16071
OG0000725	LYTVA_12066	AMPFI_02912
OG0000726	LYTVA_10101	AMPFI_13683
OG0000728	LYTVA_29087, LYTVA_02939	AMPFI_25683
OG0000728	LYTVA_02012, LYTVA_14438	AMPFI_21622
OG0000728	LYTVA_16110	AMPFI_09643, AMPFI_16644, AMPFI_00290, AMPFI_25315
OG0000730	LYTVA_01756	AMPFI_24051
OG0000731	LYTVA_25013	AMPFI_14467
OG0000732	LYTVA_19768	AMPFI_21125
OG0000733	LYTVA_09286	AMPFI_00092
OG0000733	LYTVA_18704	AMPFI_07683
OG0000734	LYTVA_02652	AMPFI_16496
OG0000735	LYTVA_27173	AMPFI_12763
OG0000736	LYTVA_18375, LYTVA_16120	AMPFI_00116
OG0000737	LYTVA_18640	AMPFI_09668
OG0000739	LYTVA_13622	AMPFI_22787, AMPFI_17691, AMPFI_04289, AMPFI_18164, AMPFI_21377, AMPFI_20987, AMPFI_15188, AMPFI_07309, AMPFI_13493, AMPFI_12559, AMPFI_22118
OG0000740	LYTVA_20629	AMPFI_24652
OG0000740	LYTVA_24783, LYTVA_24786	AMPFI_17145
OG0000741	LYTVA_00949	AMPFI_24722
OG0000741	LYTVA_09119	AMPFI_17281
OG0000742	LYTVA_13921	AMPFI_05931
OG0000743	LYTVA_16362	AMPFI_02626
OG0000743	LYTVA_16365	AMPFI_24905
OG0000744	LYTVA_11555, LYTVA_11561, LYTVA_20158	AMPFI_06604
OG0000745	LYTVA_10149, LYTVA_11982	AMPFI_10083
OG0000746	LYTVA_14771, LYTVA_14772	AMPFI_11042
OG0000746	LYTVA_05928	AMPFI_21096
OG0000746	LYTVA_30201, LYTVA_13755	AMPFI_24935
OG0000747	LYTVA_10977	AMPFI_19843, AMPFI_13503
OG0000747	LYTVA_24505, LYTVA_11278	AMPFI_15337, AMPFI_14236, AMPFI_09850
OG0000748	LYTVA_10009	AMPFI_21950
OG0000749	LYTVA_19774	AMPFI_08611
OG0000750	LYTVA_18076	AMPFI_11438
OG0000751	LYTVA_23339	AMPFI_03506
OG0000752	LYTVA_18382	AMPFI_17019
OG0000752	LYTVA_07800	AMPFI_09329
OG0000753	LYTVA_08519	AMPFI_15523
OG0000753	LYTVA_11275	AMPFI_14109
OG0000754	LYTVA_22430	AMPFI_00155, AMPFI_05404
OG0000755	LYTVA_15623, LYTVA_07352	AMPFI_18113
OG0000757	LYTVA_25030	AMPFI_01364
OG0000758	LYTVA_00031	AMPFI_24693
OG0000758	LYTVA_17208	AMPFI_00957
OG0000759	LYTVA_17588	AMPFI_04195
OG0000760	LYTVA_03938, LYTVA_24373	AMPFI_21828, AMPFI_13511
OG0000761	LYTVA_21617	AMPFI_02175
OG0000764	LYTVA_12373	AMPFI_07130
OG0000765	LYTVA_14871	AMPFI_19294
OG0000765	LYTVA_16254	AMPFI_14015
OG0000766	LYTVA_09454, LYTVA_03504	AMPFI_21468, AMPFI_22616
OG0000767	LYTVA_25551	AMPFI_07905
OG0000768	LYTVA_13832	AMPFI_08442
OG0000771	LYTVA_14461	AMPFI_16637, AMPFI_23030, AMPFI_04880, AMPFI_00953, AMPFI_19125, AMPFI_17129, AMPFI_02418, AMPFI_03784, AMPFI_16880, AMPFI_11960, AMPFI_01284, AMPFI_02536
OG0000772	LYTVA_05773, LYTVA_19834	AMPFI_02894
OG0000773	LYTVA_11686	AMPFI_04587
OG0000773	LYTVA_21354, LYTVA_28702	AMPFI_21117
OG0000773	LYTVA_27939, LYTVA_09979	AMPFI_10602
OG0000773	LYTVA_10403, LYTVA_02040	AMPFI_06404, AMPFI_11306
OG0000774	LYTVA_03484	AMPFI_10783
OG0000774	LYTVA_13838	AMPFI_03731
OG0000775	LYTVA_27239, LYTVA_10620	AMPFI_22492
OG0000776	LYTVA_24103	AMPFI_23341
OG0000777	LYTVA_13243, LYTVA_28245	AMPFI_22290
OG0000778	LYTVA_14479	AMPFI_04331
OG0000779	LYTVA_16614, LYTVA_13236	AMPFI_25294
OG0000779	LYTVA_13810	AMPFI_06428
OG0000780	LYTVA_22148	AMPFI_20584, AMPFI_00595
OG0000780	LYTVA_16079	AMPFI_15119
OG0000781	LYTVA_19280	AMPFI_21666
OG0000781	LYTVA_28520, LYTVA_17666, LYTVA_28521, LYTVA_02597, LYTVA_15418	AMPFI_02675, AMPFI_14575, AMPFI_22665
OG0000782	LYTVA_07281	AMPFI_18834
OG0000783	LYTVA_20240, LYTVA_24050, LYTVA_12599, LYTVA_29878, LYTVA_23906, LYTVA_18413, LYTVA_07491, LYTVA_30033, LYTVA_17034, LYTVA_19087, LYTVA_09136, LYTVA_30234	AMPFI_08020
OG0000783	LYTVA_13534, LYTVA_17283, LYTVA_27177	AMPFI_07574, AMPFI_24464, AMPFI_14340
OG0000783	LYTVA_22569	AMPFI_22662
OG0000787	LYTVA_15690	AMPFI_10777
OG0000788	LYTVA_13146	AMPFI_01375
OG0000789	LYTVA_07186	AMPFI_05281
OG0000790	LYTVA_03392	AMPFI_11863
OG0000791	LYTVA_30188	AMPFI_01769
OG0000792	LYTVA_19484	AMPFI_18995
OG0000792	LYTVA_19622	AMPFI_19531
OG0000793	LYTVA_16504	AMPFI_07155
OG0000794	LYTVA_18203	AMPFI_12203
OG0000795	LYTVA_18425, LYTVA_14508, LYTVA_14509, LYTVA_30194, LYTVA_14510, LYTVA_26851, LYTVA_25963, LYTVA_00564	AMPFI_02590
OG0000796	LYTVA_09463	AMPFI_16070
OG0000796	LYTVA_28588	AMPFI_03766
OG0000797	LYTVA_21230	AMPFI_18685
OG0000798	LYTVA_20461	AMPFI_15670
OG0000798	LYTVA_26245	AMPFI_01735
OG0000800	LYTVA_29348	AMPFI_10431
OG0000801	LYTVA_25443	AMPFI_16292
OG0000802	LYTVA_25554	AMPFI_17051
OG0000803	LYTVA_05329, LYTVA_16205, LYTVA_26582, LYTVA_22233, LYTVA_23793, LYTVA_16598	AMPFI_03930, AMPFI_11891
OG0000807	LYTVA_17828, LYTVA_03794, LYTVA_11095, LYTVA_08898, LYTVA_24765, LYTVA_16163, LYTVA_19727, LYTVA_25727, LYTVA_08858	AMPFI_10131
OG0000807	LYTVA_14990, LYTVA_21533	AMPFI_22101
OG0000808	LYTVA_23852	AMPFI_20246
OG0000808	LYTVA_07503	AMPFI_12115, AMPFI_23891, AMPFI_22645
OG0000810	LYTVA_24721, LYTVA_23360	AMPFI_19205
OG0000810	LYTVA_29037, LYTVA_14958	AMPFI_00375
OG0000811	LYTVA_16981	AMPFI_13854
OG0000812	LYTVA_08211	AMPFI_04199, AMPFI_20836, AMPFI_04618
OG0000813	LYTVA_14140	AMPFI_16225, AMPFI_15330
OG0000814	LYTVA_14186, LYTVA_14182	AMPFI_05882
OG0000814	LYTVA_21141	AMPFI_13728
OG0000815	LYTVA_14542	AMPFI_21474
OG0000816	LYTVA_27232	AMPFI_22154
OG0000816	LYTVA_14905	AMPFI_03013
OG0000817	LYTVA_09679	AMPFI_08254
OG0000817	LYTVA_10096	AMPFI_25982
OG0000818	LYTVA_05278	AMPFI_12285
OG0000819	LYTVA_08394	AMPFI_15610
OG0000820	LYTVA_10071	AMPFI_22913
OG0000821	LYTVA_12456, LYTVA_00220	AMPFI_22831
OG0000822	LYTVA_04504	AMPFI_10298
OG0000822	LYTVA_11698	AMPFI_09638
OG0000824	LYTVA_20926	AMPFI_10634
OG0000825	LYTVA_19124, LYTVA_03163, LYTVA_11026, LYTVA_21185, LYTVA_23313	AMPFI_04519
OG0000826	LYTVA_22022, LYTVA_18010	AMPFI_15553
OG0000827	LYTVA_29536	AMPFI_18414
OG0000828	LYTVA_04924	AMPFI_06751
OG0000828	LYTVA_16052	AMPFI_18122
OG0000829	LYTVA_16475	AMPFI_15788
OG0000830	LYTVA_19883, LYTVA_19882	AMPFI_02429
OG0000831	LYTVA_14250, LYTVA_10123	AMPFI_23384
OG0000833	LYTVA_23899	AMPFI_07344
OG0000835	LYTVA_09567	AMPFI_11868
OG0000836	LYTVA_01338	AMPFI_08670
OG0000836	LYTVA_01335	AMPFI_06708
OG0000837	LYTVA_07593, LYTVA_20841, LYTVA_20846	AMPFI_23242
OG0000838	LYTVA_17544	AMPFI_05267
OG0000838	LYTVA_01535, LYTVA_02107	AMPFI_25449
OG0000841	LYTVA_03788, LYTVA_29116	AMPFI_11477
OG0000842	LYTVA_06739	AMPFI_11234
OG0000844	LYTVA_20301	AMPFI_00178
OG0000845	LYTVA_06450	AMPFI_11310
OG0000846	LYTVA_22995, LYTVA_21268	AMPFI_18627
OG0000846	LYTVA_16779, LYTVA_20631	AMPFI_04320
OG0000847	LYTVA_11994	AMPFI_13534
OG0000847	LYTVA_21656	AMPFI_06619
OG0000848	LYTVA_08343	AMPFI_13198
OG0000848	LYTVA_05722, LYTVA_29062	AMPFI_00046
OG0000849	LYTVA_12639	AMPFI_24685
OG0000850	LYTVA_06441	AMPFI_19396
OG0000850	LYTVA_26189, LYTVA_27854	AMPFI_03228
OG0000851	LYTVA_23092	AMPFI_16121
OG0000852	LYTVA_26709, LYTVA_24264	AMPFI_08444
OG0000852	LYTVA_29382, LYTVA_07531	AMPFI_13668
OG0000853	LYTVA_23815, LYTVA_23812	AMPFI_09221
OG0000855	LYTVA_06599, LYTVA_10228	AMPFI_17874, AMPFI_17347, AMPFI_08376, AMPFI_08377
OG0000857	LYTVA_21736	AMPFI_00242
OG0000858	LYTVA_08518	AMPFI_05099
OG0000858	LYTVA_00061	AMPFI_11878
OG0000859	LYTVA_03847	AMPFI_09744
OG0000860	LYTVA_09223	AMPFI_05098
OG0000861	LYTVA_16154	AMPFI_12513
OG0000861	LYTVA_06119	AMPFI_12008
OG0000861	LYTVA_16153	AMPFI_16728
OG0000867	LYTVA_11626	AMPFI_00144, AMPFI_11211
OG0000867	LYTVA_03591	AMPFI_26051, AMPFI_13589, AMPFI_02463
OG0000868	LYTVA_29147	AMPFI_07891
OG0000869	LYTVA_01155	AMPFI_09269
OG0000869	LYTVA_26590	AMPFI_05422
OG0000871	LYTVA_25255, LYTVA_00078	AMPFI_06057
OG0000872	LYTVA_18504	AMPFI_14533
OG0000873	LYTVA_06765	AMPFI_00271
OG0000874	LYTVA_06181	AMPFI_04290
OG0000874	LYTVA_26806	AMPFI_15252
OG0000875	LYTVA_01072	AMPFI_16915
OG0000875	LYTVA_12521	AMPFI_14018
OG0000878	LYTVA_08233	AMPFI_24863
OG0000878	LYTVA_26339	AMPFI_21072
OG0000879	LYTVA_08681	AMPFI_08219
OG0000881	LYTVA_04165, LYTVA_11402	AMPFI_02071
OG0000881	LYTVA_22240, LYTVA_09159	AMPFI_13230
OG0000882	LYTVA_14679	AMPFI_23821
OG0000884	LYTVA_13206, LYTVA_02373, LYTVA_25431, LYTVA_04421, LYTVA_11748, LYTVA_17927, LYTVA_04657, LYTVA_22829, LYTVA_22828, LYTVA_06447, LYTVA_05246, LYTVA_15227, LYTVA_12606, LYTVA_25051, LYTVA_05366, LYTVA_29233	AMPFI_25040
OG0000887	LYTVA_01759, LYTVA_10208	AMPFI_07646
OG0000888	LYTVA_24269	AMPFI_15204
OG0000889	LYTVA_27693	AMPFI_08502
OG0000890	LYTVA_08368	AMPFI_12476
OG0000894	LYTVA_12588	AMPFI_21192
OG0000896	LYTVA_29831	AMPFI_18659
OG0000896	LYTVA_08568	AMPFI_22491, AMPFI_12466, AMPFI_26067
OG0000899	LYTVA_16229	AMPFI_10006
OG0000903	LYTVA_17471	AMPFI_11298
OG0000904	LYTVA_24978	AMPFI_05799
OG0000905	LYTVA_15702, LYTVA_23197	AMPFI_23249, AMPFI_23770, AMPFI_06111
OG0000907	LYTVA_16710	AMPFI_11759
OG0000908	LYTVA_27607	AMPFI_09580
OG0000909	LYTVA_20165, LYTVA_23767	AMPFI_09222
OG0000910	LYTVA_14017	AMPFI_03441
OG0000911	LYTVA_15861, LYTVA_05614	AMPFI_10644
OG0000913	LYTVA_02832	AMPFI_01293, AMPFI_01711
OG0000915	LYTVA_03342	AMPFI_07903
OG0000921	LYTVA_14375	AMPFI_16444
OG0000923	LYTVA_21547	AMPFI_01629
OG0000924	LYTVA_00089	AMPFI_07333
OG0000924	LYTVA_16189	AMPFI_03653
OG0000924	LYTVA_16195	AMPFI_22610
OG0000924	LYTVA_16186, LYTVA_06876	AMPFI_03778
OG0000925	LYTVA_00188	AMPFI_22605
OG0000925	LYTVA_25795	AMPFI_08869
OG0000928	LYTVA_23596	AMPFI_06367
OG0000929	LYTVA_25470, LYTVA_01755	AMPFI_23849
OG0000930	LYTVA_27512, LYTVA_06615	AMPFI_12409
OG0000932	LYTVA_26139	AMPFI_10461
OG0000933	LYTVA_06950	AMPFI_11078
OG0000934	LYTVA_20397	AMPFI_21983
OG0000937	LYTVA_07293, LYTVA_16904, LYTVA_20761, LYTVA_20760, LYTVA_05601, LYTVA_17661	AMPFI_17437
OG0000938	LYTVA_20667, LYTVA_01702	AMPFI_17641, AMPFI_09760, AMPFI_06535
OG0000939	LYTVA_11228, LYTVA_02249	AMPFI_19871
OG0000942	LYTVA_16242, LYTVA_20778, LYTVA_02648, LYTVA_28179, LYTVA_19582, LYTVA_29356, LYTVA_13464, LYTVA_02613, LYTVA_05464	AMPFI_19914, AMPFI_23001
