Orthogroup	XENTR	HELIO_ok
OG0000848	XENTR08322, XENTR02654	HELIO_01690
OG0000849	XENTR02560	HELIO_02567
OG0000850	XENTR00057	HELIO_09938
OG0000850	XENTR12447	HELIO_06017
OG0000851	XENTR10592, XENTR01014	HELIO_11326
OG0000852	XENTR17178	HELIO_03095
OG0000852	XENTR02441, XENTR15626	HELIO_01058
OG0000855	XENTR02574, XENTR02573	HELIO_00071
OG0000857	XENTR11492	HELIO_09917
OG0000858	XENTR15971	HELIO_11496
OG0000858	XENTR10077, XENTR10078	HELIO_10581
OG0000860	XENTR06781, XENTR03999	HELIO_06728, HELIO_10827, HELIO_04489
OG0000866	XENTR12438	HELIO_06913
OG0000868	XENTR08506	HELIO_01384
OG0000869	XENTR08068	HELIO_09192
OG0000869	XENTR11026	HELIO_12015
OG0000871	XENTR14179	HELIO_05455, HELIO_10685, HELIO_01060
OG0000872	XENTR10169	HELIO_10138
OG0000875	XENTR15432	HELIO_11887
OG0000878	XENTR09205	HELIO_11704
OG0000879	XENTR03813	HELIO_12212, HELIO_12213
OG0000880	XENTR11909, XENTR11908, XENTR02551, XENTR02382	HELIO_01486
OG0000881	XENTR12933, XENTR12934	HELIO_08698
OG0000881	XENTR11112, XENTR11328	HELIO_01944
OG0000882	XENTR02130, XENTR16807, XENTR03617, XENTR03616, XENTR12051	HELIO_12401
OG0000887	XENTR06287	HELIO_02768
OG0000888	XENTR12831, XENTR13292, XENTR13291	HELIO_05889
OG0000888	XENTR01928	HELIO_01489
OG0000889	XENTR17043	HELIO_04264, HELIO_00210
OG0000893	XENTR01359, XENTR16287, XENTR07052, XENTR07051	HELIO_04931, HELIO_07627
OG0000894	XENTR12194	HELIO_06317
OG0000894	XENTR04788, XENTR16604	HELIO_06932
OG0000896	XENTR18869	HELIO_12759
OG0000896	XENTR13448, XENTR09474	HELIO_06843
OG0000897	XENTR01334, XENTR01333	HELIO_09055
OG0000897	XENTR01226, XENTR03509	HELIO_12050
OG0000898	XENTR03982, XENTR12217	HELIO_04279
OG0000899	XENTR11770, XENTR11769, XENTR03655	HELIO_09464
OG0000904	XENTR10340, XENTR08923	HELIO_11725, HELIO_04556
OG0000905	XENTR07482, XENTR18937	HELIO_07570
OG0000906	XENTR15532, XENTR06172	HELIO_00505
OG0000907	XENTR04660	HELIO_12545
OG0000908	XENTR02189, XENTR02188, XENTR02186, XENTR02187, XENTR02185, XENTR02184	HELIO_00145
OG0000908	XENTR04273	HELIO_11059
OG0000909	XENTR10672, XENTR12839, XENTR08443	HELIO_00246
OG0000911	XENTR18175	HELIO_10858
OG0000912	XENTR06455, XENTR12826, XENTR08744, XENTR17481	HELIO_10841
OG0000912	XENTR06537	HELIO_12695, HELIO_12697
OG0000913	XENTR01593, XENTR13952	HELIO_06048
OG0000915	XENTR06376, XENTR07971, XENTR14552, XENTR15550	HELIO_03730
OG0000921	XENTR09161	HELIO_03668
OG0000923	XENTR09913	HELIO_06362
OG0000925	XENTR13985	HELIO_09608
OG0000925	XENTR02311	HELIO_02417
OG0000928	XENTR05033, XENTR05285	HELIO_10500, HELIO_10501, HELIO_01658
OG0000929	XENTR00682, XENTR15957, XENTR09138, XENTR05468, XENTR05469	HELIO_11603, HELIO_11221
OG0000932	XENTR13910, XENTR16709	HELIO_12492
OG0000934	XENTR14739, XENTR18207	HELIO_01254
OG0000934	XENTR11383, XENTR18032	HELIO_02606
OG0000935	XENTR12574, XENTR06757, XENTR07228, XENTR08768	HELIO_05900
OG0000936	XENTR02806	HELIO_12637
OG0000943	XENTR06447	HELIO_02892
OG0000944	XENTR10992, XENTR07595, XENTR10654, XENTR10653, XENTR03094, XENTR03561, XENTR14742, XENTR14462, XENTR00679	HELIO_00838, HELIO_00839
OG0000945	XENTR09889	HELIO_12211, HELIO_09173
OG0000946	XENTR14125	HELIO_00131
OG0000947	XENTR08808, XENTR01875	HELIO_05356
OG0000947	XENTR15993	HELIO_05079
OG0000949	XENTR16409, XENTR12925, XENTR16343, XENTR13690, XENTR10671	HELIO_03725
OG0000951	XENTR11436, XENTR10439	HELIO_12483
OG0000952	XENTR06419, XENTR10974	HELIO_10871
OG0000952	XENTR07516, XENTR10972, XENTR10973	HELIO_06071
OG0000953	XENTR16006, XENTR05020, XENTR10025	HELIO_10829, HELIO_11999, HELIO_00087
OG0000954	XENTR04163	HELIO_08553
OG0000954	XENTR07349, XENTR07350	HELIO_10186
OG0000955	XENTR15251	HELIO_03286
OG0000955	XENTR15299	HELIO_07820
OG0000957	XENTR08642	HELIO_09500
OG0000960	XENTR00488, XENTR11786, XENTR16830, XENTR19097	HELIO_04120
OG0000963	XENTR09828	HELIO_01247
OG0000963	XENTR00065	HELIO_02112
OG0000964	XENTR15845	HELIO_02016
OG0000965	XENTR14312	HELIO_02433, HELIO_01613
OG0000965	XENTR16944	HELIO_02543
OG0000966	XENTR04933, XENTR10311	HELIO_12553
OG0000967	XENTR08823	HELIO_05380
OG0000967	XENTR06702	HELIO_03536, HELIO_01717
OG0000968	XENTR08955, XENTR17733	HELIO_03389
OG0000969	XENTR08014	HELIO_04198, HELIO_02734
OG0000970	XENTR01182	HELIO_01898
OG0000972	XENTR13483, XENTR14024	HELIO_03437
OG0000972	XENTR02207	HELIO_10088, HELIO_10089
OG0000973	XENTR15593	HELIO_11192
OG0000974	XENTR01619	HELIO_11927, HELIO_03653, HELIO_04736
OG0000978	XENTR01707, XENTR17274, XENTR04595	HELIO_07153
OG0000979	XENTR08662, XENTR08663, XENTR16278	HELIO_10893, HELIO_10640, HELIO_04188
OG0000981	XENTR14084	HELIO_10861
OG0000982	XENTR15733, XENTR18658, XENTR06997	HELIO_07584
OG0000985	XENTR01934, XENTR16979, XENTR16978, XENTR04320, XENTR04319	HELIO_01102
OG0000987	XENTR06356, XENTR03812	HELIO_01520
OG0000988	XENTR12762, XENTR06777, XENTR06778, XENTR09929	HELIO_06322
OG0000992	XENTR07391	HELIO_10125
OG0000992	XENTR15056, XENTR11894	HELIO_02780
OG0000994	XENTR15055	HELIO_02373
OG0000994	XENTR12451, XENTR12452, XENTR02702, XENTR02703, XENTR02701	HELIO_07661
OG0000995	XENTR04796, XENTR07312	HELIO_03487, HELIO_06963
OG0000996	XENTR00689, XENTR11665, XENTR03250	HELIO_08470
OG0000999	XENTR05421, XENTR17674, XENTR18093, XENTR05336	HELIO_05906
OG0001000	XENTR02326, XENTR14403	HELIO_11748
OG0001001	XENTR17916	HELIO_03180, HELIO_03179
OG0001001	XENTR02303	HELIO_08058
OG0001002	XENTR05426, XENTR04429	HELIO_11589
OG0001003	XENTR06440, XENTR12183	HELIO_03157, HELIO_03158
OG0001005	XENTR17351	HELIO_11378
OG0001006	XENTR01787	HELIO_12602
OG0001006	XENTR11011, XENTR15378, XENTR09358	HELIO_03139
OG0001009	XENTR09611, XENTR19086, XENTR04072	HELIO_05966
OG0001016	XENTR06361	HELIO_06921
OG0001016	XENTR11007	HELIO_03156
OG0001017	XENTR01882, XENTR06219	HELIO_05638
OG0001018	XENTR12838	HELIO_02325
OG0001018	XENTR13405	HELIO_10601
OG0001021	XENTR03042	HELIO_12585
OG0001022	XENTR18242, XENTR09212, XENTR08786, XENTR08785	HELIO_07003
OG0001023	XENTR15705, XENTR15704, XENTR16017, XENTR02520, XENTR11481	HELIO_03660
OG0001026	XENTR01794	HELIO_01202
OG0001027	XENTR18376	HELIO_03833, HELIO_00869
OG0001028	XENTR08088, XENTR09574, XENTR09575	HELIO_12036
OG0001029	XENTR00509, XENTR04608	HELIO_12058
OG0001029	XENTR00697, XENTR10786, XENTR11720	HELIO_00445
OG0001030	XENTR10641, XENTR13221	HELIO_02439
OG0001030	XENTR11652, XENTR00593	HELIO_10962
OG0001031	XENTR08916	HELIO_05592
OG0001032	XENTR01314, XENTR15209, XENTR06823	HELIO_01696
OG0001033	XENTR11737, XENTR02706	HELIO_09215
OG0001033	XENTR00028, XENTR04288, XENTR04289, XENTR10639	HELIO_06818
OG0001034	XENTR13970, XENTR02918	HELIO_08529, HELIO_10699
OG0001036	XENTR15810, XENTR02160	HELIO_01681
OG0001037	XENTR06792, XENTR04702	HELIO_10784
OG0001039	XENTR00807	HELIO_06687
OG0001039	XENTR10799, XENTR11115	HELIO_03051
OG0001042	XENTR15139, XENTR17123, XENTR16376	HELIO_08977
OG0001044	XENTR05073, XENTR01479	HELIO_11285
OG0001046	XENTR01853, XENTR03892, XENTR03891, XENTR10518	HELIO_07188
OG0001047	XENTR15460, XENTR09715, XENTR19101, XENTR05905	HELIO_10070, HELIO_09414
OG0001048	XENTR06473, XENTR14297, XENTR16609	HELIO_00893, HELIO_12024
OG0001049	XENTR00286	HELIO_09140
OG0001049	XENTR03223	HELIO_12069
OG0001050	XENTR18291, XENTR03607, XENTR01418, XENTR01419, XENTR15902	HELIO_07822
OG0001052	XENTR06692	HELIO_07737
OG0001053	XENTR14072, XENTR07099, XENTR01123	HELIO_00232
OG0001053	XENTR07525, XENTR04868, XENTR07295	HELIO_06885
OG0001058	XENTR09698, XENTR10813	HELIO_10312
OG0001059	XENTR16833	HELIO_11528
OG0001060	XENTR15320	HELIO_04663
OG0001062	XENTR02358, XENTR00517, XENTR00439	HELIO_10831
OG0001063	XENTR01633	HELIO_12546
OG0001065	XENTR14400, XENTR14851	HELIO_04289
OG0001066	XENTR05175	HELIO_06550
OG0001067	XENTR15131, XENTR06306, XENTR12290	HELIO_08543
OG0001072	XENTR01131	HELIO_02051
OG0001072	XENTR14054	HELIO_11812
OG0001073	XENTR13757, XENTR03448, XENTR09013	HELIO_10163
OG0001075	XENTR05482, XENTR14239, XENTR06059	HELIO_03042
OG0001076	XENTR04369, XENTR03450	HELIO_10241
OG0001077	XENTR02919	HELIO_00459
OG0001078	XENTR16491, XENTR12278, XENTR05427, XENTR16318	HELIO_05283
OG0001079	XENTR02342, XENTR18570	HELIO_01927
OG0001080	XENTR17306	HELIO_05367
OG0001080	XENTR00219, XENTR05053	HELIO_07062
OG0001081	XENTR11483, XENTR11482	HELIO_05200, HELIO_10290, HELIO_06610, HELIO_11737
OG0001082	XENTR04166, XENTR03787	HELIO_11176
OG0001084	XENTR03176	HELIO_02656
OG0001085	XENTR14464, XENTR18960, XENTR05968, XENTR02550	HELIO_07664
OG0001086	XENTR14767, XENTR08988, XENTR08989, XENTR09494	HELIO_00354
OG0001089	XENTR12503	HELIO_12254
OG0001091	XENTR11804	HELIO_12660, HELIO_12659
OG0001092	XENTR04356	HELIO_09889
OG0001092	XENTR04358	HELIO_09890
OG0001095	XENTR12897, XENTR04215	HELIO_00438
OG0001096	XENTR04979, XENTR04980, XENTR10593	HELIO_11485
OG0001097	XENTR05554	HELIO_03978
OG0001101	XENTR16380	HELIO_11659
OG0001102	XENTR00597	HELIO_10839
OG0001103	XENTR11707	HELIO_09522
OG0001103	XENTR08189	HELIO_03297
OG0001104	XENTR13239	HELIO_02923
OG0001105	XENTR00250	HELIO_08271
OG0001106	XENTR12570	HELIO_08971
OG0001107	XENTR10533, XENTR02061, XENTR02717	HELIO_04866
OG0001108	XENTR08568	HELIO_00460
OG0001108	XENTR01519	HELIO_08728
OG0001109	XENTR13118, XENTR13119, XENTR13710, XENTR07737, XENTR12458	HELIO_04286
OG0001110	XENTR01316, XENTR07736	HELIO_10394
OG0001112	XENTR08598, XENTR07078	HELIO_11241
OG0001114	XENTR05283, XENTR05282, XENTR18949	HELIO_01619
OG0001115	XENTR18977, XENTR15749, XENTR18459, XENTR14532	HELIO_08018, HELIO_01170
OG0001119	XENTR18158	HELIO_04951
OG0001121	XENTR00146, XENTR15147	HELIO_02833, HELIO_04338
OG0001123	XENTR10415	HELIO_05833
OG0001123	XENTR03409	HELIO_11888
OG0001124	XENTR16582	HELIO_05892
OG0001124	XENTR06212	HELIO_11497
OG0001126	XENTR18698	HELIO_08150
OG0001126	XENTR17124	HELIO_09972
OG0001127	XENTR08219, XENTR08218, XENTR06362	HELIO_07919
OG0001128	XENTR08508, XENTR02079, XENTR13449, XENTR13450	HELIO_07418
OG0001129	XENTR05147	HELIO_05218
OG0001129	XENTR08362	HELIO_02379
OG0001130	XENTR03434	HELIO_08960, HELIO_05662
OG0001131	XENTR08901, XENTR13407	HELIO_11533
OG0001132	XENTR06989	HELIO_09410
OG0001133	XENTR15362	HELIO_10368
OG0001134	XENTR10250, XENTR00965, XENTR03216, XENTR03221	HELIO_12460
OG0001135	XENTR14974, XENTR01797, XENTR01779	HELIO_07754
OG0001137	XENTR12668, XENTR04145	HELIO_03163
OG0001138	XENTR05997, XENTR02144, XENTR04471, XENTR18324, XENTR16579, XENTR16494, XENTR08552, XENTR05227, XENTR06291, XENTR15641, XENTR15640	HELIO_09443
OG0001139	XENTR07646, XENTR17010	HELIO_04488
OG0001140	XENTR00230, XENTR13675, XENTR13933	HELIO_00781
OG0001141	XENTR05715	HELIO_08701, HELIO_05429, HELIO_04831
OG0001142	XENTR06629	HELIO_05081
OG0001143	XENTR16291, XENTR08123, XENTR08124, XENTR08673, XENTR09685	HELIO_02868
OG0001144	XENTR08544, XENTR07178, XENTR03323, XENTR03322	HELIO_08158
OG0001146	XENTR04404, XENTR04096, XENTR12242	HELIO_04581
OG0001148	XENTR10476	HELIO_12317
OG0001149	XENTR12926, XENTR00444	HELIO_07596
OG0001155	XENTR04938	HELIO_01105
OG0001156	XENTR07093, XENTR06912, XENTR01092	HELIO_05032
OG0001157	XENTR04127	HELIO_11854, HELIO_11231
OG0001158	XENTR16126, XENTR16127, XENTR07686, XENTR07685	HELIO_03567, HELIO_07771
OG0001159	XENTR05163, XENTR05113	HELIO_09181
OG0001160	XENTR08948, XENTR07949	HELIO_10702
OG0001161	XENTR05290, XENTR17947	HELIO_01628
OG0001162	XENTR10454, XENTR14933	HELIO_09342, HELIO_11797
OG0001163	XENTR08141	HELIO_12002
OG0001165	XENTR03624	HELIO_08812
OG0001165	XENTR02305	HELIO_00728
OG0001166	XENTR18013, XENTR18012, XENTR14106	HELIO_00329
OG0001167	XENTR07709, XENTR06636, XENTR08900	HELIO_08270
OG0001168	XENTR12949, XENTR06904, XENTR00455	HELIO_00913
OG0001169	XENTR18438	HELIO_01933
OG0001170	XENTR14411	HELIO_06339
OG0001171	XENTR06589	HELIO_07445
OG0001172	XENTR06358, XENTR09420	HELIO_12376
OG0001172	XENTR08224, XENTR15936	HELIO_03682
OG0001173	XENTR06289, XENTR03346, XENTR03345	HELIO_09432, HELIO_09438
OG0001174	XENTR02782, XENTR11221, XENTR04237, XENTR14224, XENTR15091, XENTR01015, XENTR02796, XENTR05165, XENTR02815, XENTR11287, XENTR11289, XENTR11288, XENTR11300, XENTR02248, XENTR02246, XENTR01963	HELIO_03977
OG0001175	XENTR04334, XENTR01937	HELIO_11278
OG0001176	XENTR04321	HELIO_06263
OG0001177	XENTR04520	HELIO_06526
OG0001177	XENTR01947	HELIO_10848
OG0001178	XENTR00333	HELIO_07560, HELIO_03485
OG0001178	XENTR02313	HELIO_05752
OG0001179	XENTR01714	HELIO_06718
OG0001181	XENTR02917, XENTR13969	HELIO_05206
OG0001182	XENTR04131, XENTR14389, XENTR06978, XENTR10070	HELIO_05272, HELIO_04697
OG0001183	XENTR15931, XENTR15930	HELIO_08524
OG0001184	XENTR11761	HELIO_12185
OG0001184	XENTR16633	HELIO_02728
OG0001185	XENTR05474, XENTR09610, XENTR09609	HELIO_12657
OG0001186	XENTR07680, XENTR03745	HELIO_09188
OG0001186	XENTR03736	HELIO_01928
OG0001187	XENTR11283	HELIO_05364
OG0001188	XENTR12660, XENTR10956, XENTR04124	HELIO_03558
OG0001190	XENTR06259, XENTR16660, XENTR16659	HELIO_03395
OG0001191	XENTR02213, XENTR13144, XENTR08963	HELIO_06301
OG0001196	XENTR18694, XENTR11054, XENTR19094	HELIO_04183
OG0001197	XENTR14109	HELIO_04520
OG0001198	XENTR13281	HELIO_03508
OG0001198	XENTR16301	HELIO_05572
OG0001199	XENTR12723	HELIO_01130
OG0001201	XENTR17811	HELIO_08628
OG0001202	XENTR11567, XENTR11566	HELIO_10671, HELIO_00720, HELIO_01708, HELIO_07869
OG0001204	XENTR13340	HELIO_07269
OG0001205	XENTR14919	HELIO_04532, HELIO_09648
OG0001207	XENTR10602, XENTR06956, XENTR16548	HELIO_09377
OG0001208	XENTR05399, XENTR14797	HELIO_05489
OG0001209	XENTR17550	HELIO_05535
OG0001210	XENTR12983	HELIO_01552
OG0001210	XENTR09378	HELIO_03776
OG0001211	XENTR04154, XENTR06866	HELIO_12099
OG0001212	XENTR17241, XENTR17240	HELIO_05237
OG0001213	XENTR10507	HELIO_11611
OG0001213	XENTR01205	HELIO_01934
OG0001215	XENTR12954, XENTR16550, XENTR16549	HELIO_00251
OG0001216	XENTR13109	HELIO_01588
OG0001216	XENTR05946	HELIO_04477
OG0001217	XENTR07688, XENTR11580, XENTR00148	HELIO_09665
OG0001218	XENTR16071, XENTR10134, XENTR14884, XENTR14883, XENTR16396	HELIO_10349
OG0001219	XENTR03647, XENTR18228, XENTR12113	HELIO_07847
OG0001220	XENTR06344, XENTR06343	HELIO_12730
OG0001221	XENTR15915	HELIO_07645
OG0001223	XENTR07799, XENTR10652, XENTR13605, XENTR02494, XENTR02495	HELIO_08053
OG0001224	XENTR18588	HELIO_01823
OG0001225	XENTR09310, XENTR06994, XENTR15732	HELIO_09303
OG0001227	XENTR05921	HELIO_03789
OG0001231	XENTR03878, XENTR01648	HELIO_02150
OG0001232	XENTR01820	HELIO_07324
OG0001233	XENTR15515	HELIO_05738
OG0001238	XENTR08981	HELIO_06977
OG0001239	XENTR05992, XENTR11309	HELIO_10768
OG0001240	XENTR01403, XENTR05719, XENTR12304, XENTR05718	HELIO_05508
OG0001241	XENTR12971	HELIO_03226
OG0001241	XENTR07087, XENTR02055	HELIO_12192
OG0001243	XENTR17516, XENTR17517	HELIO_09478
OG0001245	XENTR09296	HELIO_09453
OG0001247	XENTR19062, XENTR18189, XENTR18467, XENTR11045	HELIO_00879
OG0001248	XENTR01078, XENTR18804, XENTR03776	HELIO_05974
OG0001250	XENTR10529, XENTR04777, XENTR07316	HELIO_01985
OG0001251	XENTR12411	HELIO_03697
OG0001252	XENTR06520, XENTR03993, XENTR03992, XENTR09825	HELIO_06077
OG0001253	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523	HELIO_12144
OG0001254	XENTR03435, XENTR01471	HELIO_05460
OG0001256	XENTR12356	HELIO_03181
OG0001261	XENTR03563, XENTR16999	HELIO_03943
OG0001262	XENTR06170, XENTR06171, XENTR19017, XENTR15533	HELIO_07069, HELIO_09573, HELIO_00924
OG0001263	XENTR06868	HELIO_04331
OG0001264	XENTR02490, XENTR03731, XENTR05140	HELIO_12570
OG0001266	XENTR10900, XENTR02450	HELIO_12361
OG0001267	XENTR14460	HELIO_05562
OG0001267	XENTR06333	HELIO_09471
OG0001268	XENTR08282	HELIO_07801
OG0001268	XENTR18855	HELIO_12028
OG0001270	XENTR01782	HELIO_02110
OG0001270	XENTR12521, XENTR12522	HELIO_02804
OG0001271	XENTR17754, XENTR02751, XENTR07226	HELIO_11242
OG0001272	XENTR18340, XENTR09464, XENTR00960	HELIO_01808
OG0001273	XENTR13224, XENTR14752, XENTR14082	HELIO_12680
OG0001274	XENTR13249, XENTR15210, XENTR15211, XENTR07752	HELIO_06326
OG0001275	XENTR14625	HELIO_02615
OG0001275	XENTR14624	HELIO_03038
OG0001276	XENTR09721, XENTR13760	HELIO_11104
OG0001278	XENTR09813	HELIO_10541, HELIO_03037
OG0001279	XENTR11976, XENTR14916	HELIO_12791
OG0001282	XENTR16436, XENTR00274	HELIO_03746
OG0001284	XENTR15697	HELIO_06649
OG0001284	XENTR01467, XENTR01466	HELIO_03045
OG0001288	XENTR05832, XENTR05833	HELIO_10795
OG0001290	XENTR08522, XENTR00546, XENTR09553, XENTR04590	HELIO_11508
OG0001291	XENTR02209, XENTR05578, XENTR07580, XENTR07579	HELIO_10055
OG0001292	XENTR03404, XENTR01086	HELIO_11499
OG0001293	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560	HELIO_07956
OG0001294	XENTR08985, XENTR08984	HELIO_08951
OG0001295	XENTR07162, XENTR07111	HELIO_12648
OG0001296	XENTR10758, XENTR16218, XENTR01664, XENTR01665	HELIO_12075
OG0001297	XENTR07068, XENTR07067, XENTR01254, XENTR17500	HELIO_05910
OG0001300	XENTR09380, XENTR15087, XENTR13396	HELIO_09555
OG0001302	XENTR05127, XENTR05128	HELIO_08651
OG0001304	XENTR13603, XENTR09891, XENTR07804, XENTR02497	HELIO_08290
OG0001305	XENTR06508, XENTR06784, XENTR15394	HELIO_07982
OG0001306	XENTR00068	HELIO_11276
OG0001306	XENTR06783	HELIO_04068, HELIO_02369
OG0001308	XENTR08924, XENTR10339, XENTR11736	HELIO_12210
OG0001309	XENTR12950	HELIO_06983
OG0001310	XENTR02393	HELIO_02438
OG0001310	XENTR15418	HELIO_09331
OG0001311	XENTR11767	HELIO_02223
OG0001311	XENTR16951	HELIO_00805
OG0001313	XENTR06253	HELIO_11988
OG0001315	XENTR18202, XENTR00932, XENTR03902	HELIO_00584
OG0001316	XENTR05492, XENTR15964, XENTR00686	HELIO_08864
OG0001317	XENTR06399	HELIO_08857
OG0001318	XENTR10187	HELIO_01897
OG0001318	XENTR00640	HELIO_00651
OG0001319	XENTR00669, XENTR10926, XENTR09062	HELIO_09125
OG0001320	XENTR12547	HELIO_07097
OG0001320	XENTR13078, XENTR04130	HELIO_01606
OG0001321	XENTR11250, XENTR11532, XENTR11534	HELIO_11153
OG0001322	XENTR10160, XENTR16770	HELIO_12344
OG0001322	XENTR07426	HELIO_07391
OG0001324	XENTR08414	HELIO_11046
OG0001326	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848	HELIO_01722
OG0001327	XENTR10101, XENTR14547	HELIO_03453
OG0001329	XENTR00757	HELIO_12348
OG0001330	XENTR14976, XENTR11097, XENTR10939	HELIO_07773
OG0001331	XENTR14937, XENTR18315	HELIO_10456, HELIO_10455
OG0001333	XENTR01835	HELIO_07137
OG0001337	XENTR04761, XENTR09361	HELIO_11060
OG0001344	XENTR06464	HELIO_02566
OG0001345	XENTR02832	HELIO_00586
OG0001348	XENTR02721, XENTR02053	HELIO_05226
OG0001350	XENTR00070	HELIO_03259
OG0001351	XENTR02308	HELIO_09749
OG0001352	XENTR02276, XENTR07810	HELIO_06067
OG0001353	XENTR09948	HELIO_03307
OG0001353	XENTR09957, XENTR02518	HELIO_07889
OG0001354	XENTR12221, XENTR00037, XENTR04304	HELIO_01003
OG0001355	XENTR08752, XENTR12634, XENTR02287, XENTR14204	HELIO_05179
OG0001356	XENTR11301, XENTR02362, XENTR06819	HELIO_09355
OG0001357	XENTR05091, XENTR02425, XENTR12657	HELIO_07642
OG0001359	XENTR04346, XENTR10433, XENTR08085, XENTR18085	HELIO_00338
OG0001360	XENTR05571	HELIO_12349
OG0001361	XENTR11816, XENTR11817, XENTR17007	HELIO_12234
OG0001362	XENTR15980	HELIO_09857
OG0001363	XENTR09917, XENTR06150	HELIO_03084
OG0001364	XENTR17966, XENTR03257	HELIO_01882, HELIO_01884
OG0001365	XENTR03966, XENTR05559	HELIO_08493, HELIO_12193
OG0001367	XENTR02449, XENTR12179, XENTR12890	HELIO_12197
OG0001368	XENTR09946, XENTR11688	HELIO_02045
OG0001369	XENTR07049, XENTR14549, XENTR14550, XENTR10107	HELIO_00430
OG0001370	XENTR01446	HELIO_08459
OG0001370	XENTR09409	HELIO_09154
OG0001371	XENTR09788	HELIO_02393, HELIO_07671
OG0001372	XENTR17215	HELIO_07415
OG0001373	XENTR01826, XENTR09130, XENTR04806	HELIO_06748
OG0001374	XENTR15855, XENTR14140	HELIO_10870
OG0001375	XENTR05015	HELIO_04841
OG0001375	XENTR07997, XENTR12997	HELIO_01574
OG0001376	XENTR13691, XENTR14498, XENTR07143	HELIO_12299
OG0001377	XENTR07904, XENTR16306	HELIO_10836
OG0001378	XENTR01985, XENTR01998, XENTR11085, XENTR12484	HELIO_02964
OG0001379	XENTR05934, XENTR18078, XENTR18079, XENTR06099, XENTR06100	HELIO_04200
OG0001380	XENTR13793, XENTR03477, XENTR03478	HELIO_01850
OG0001381	XENTR15731, XENTR09312, XENTR06992	HELIO_03557
OG0001382	XENTR05428	HELIO_05363
OG0001384	XENTR06196, XENTR07238	HELIO_01654
OG0001386	XENTR01734	HELIO_05642
OG0001389	XENTR05255, XENTR05190, XENTR01018, XENTR09739	HELIO_06611
OG0001394	XENTR16874	HELIO_10885
OG0001395	XENTR05456, XENTR16923, XENTR11578, XENTR07687	HELIO_02673
OG0001397	XENTR17141, XENTR17665	HELIO_01273
OG0001397	XENTR11843	HELIO_04122
OG0001399	XENTR06193, XENTR06192	HELIO_05014
OG0001399	XENTR02498, XENTR09890	HELIO_08757
OG0001400	XENTR07182, XENTR03349, XENTR03348	HELIO_09621
OG0001402	XENTR04534, XENTR14904, XENTR04036	HELIO_06192
OG0001403	XENTR06529, XENTR17701, XENTR10933	HELIO_08199, HELIO_07385
OG0001404	XENTR10088	HELIO_06483
OG0001405	XENTR07643, XENTR11005	HELIO_01612
OG0001405	XENTR16937, XENTR16938	HELIO_02155
OG0001406	XENTR09026, XENTR05268	HELIO_05795
OG0001408	XENTR06160, XENTR13671, XENTR01315	HELIO_02887
OG0001409	XENTR08239, XENTR15156	HELIO_05260
OG0001410	XENTR04211, XENTR11331	HELIO_07114
OG0001410	XENTR08205	HELIO_01417
OG0001411	XENTR05513	HELIO_03361
OG0001412	XENTR01134	HELIO_06209
OG0001413	XENTR10327	HELIO_11436
OG0001413	XENTR01450	HELIO_10258
OG0001414	XENTR16760	HELIO_00902
OG0001414	XENTR03396	HELIO_00745
OG0001415	XENTR00799	HELIO_07046
OG0001416	XENTR04093, XENTR17575	HELIO_08511
OG0001417	XENTR13968	HELIO_07751
OG0001417	XENTR05604	HELIO_00311
OG0001418	XENTR11447, XENTR00014, XENTR05877, XENTR04739	HELIO_09143
OG0001420	XENTR12964, XENTR18542, XENTR07058, XENTR02347, XENTR02348	HELIO_10002
OG0001421	XENTR11642, XENTR10761, XENTR11862	HELIO_02587
OG0001422	XENTR07180, XENTR03319	HELIO_00344
OG0001423	XENTR11753, XENTR07724, XENTR12211	HELIO_03132
OG0001424	XENTR09472	HELIO_00747
OG0001425	XENTR00165, XENTR10054, XENTR15292	HELIO_01653
OG0001428	XENTR08058	HELIO_11579
OG0001430	XENTR11865, XENTR09506, XENTR03841, XENTR12647	HELIO_08384
OG0001431	XENTR12951, XENTR14198	HELIO_00600
OG0001432	XENTR18322, XENTR18323	HELIO_11010, HELIO_11878
OG0001434	XENTR14256, XENTR14257, XENTR14255	HELIO_10028, HELIO_10029, HELIO_10027
OG0001437	XENTR08203	HELIO_04743
OG0001440	XENTR02912, XENTR02913, XENTR13967	HELIO_03196
OG0001441	XENTR19038, XENTR08191, XENTR08190, XENTR13903, XENTR15537	HELIO_03652
OG0001445	XENTR00603, XENTR11995	HELIO_12183
OG0001446	XENTR11107	HELIO_05230
OG0001447	XENTR06688, XENTR11993, XENTR11860	HELIO_04829
OG0001449	XENTR18530	HELIO_03720
OG0001449	XENTR17594	HELIO_09662
OG0001451	XENTR09852	HELIO_05972
OG0001452	XENTR05846, XENTR01476, XENTR12152	HELIO_09077, HELIO_09076
OG0001453	XENTR15215, XENTR02669	HELIO_11229, HELIO_03802, HELIO_09980
OG0001454	XENTR01618, XENTR01050	HELIO_04552
OG0001455	XENTR00058, XENTR11013, XENTR05881, XENTR12230	HELIO_05822
OG0001456	XENTR09379	HELIO_09922
OG0001457	XENTR05747, XENTR02139	HELIO_08835
OG0001459	XENTR19263, XENTR05668	HELIO_08961
