Orthogroup	XENTR	HELIO_ok
OG0003722	XENTR13252, XENTR06780	HELIO_03347
OG0003724	XENTR10087	HELIO_10508
OG0003725	XENTR00052, XENTR12224, XENTR12471	HELIO_02882
OG0003727	XENTR08237	HELIO_02912
OG0003729	XENTR03157	HELIO_11354
OG0003730	XENTR02013	HELIO_08006
OG0003731	XENTR04923	HELIO_04511, HELIO_05539
OG0003733	XENTR04294	HELIO_03136
OG0003734	XENTR16422	HELIO_06093
OG0003735	XENTR05792	HELIO_01294
OG0003736	XENTR09558	HELIO_03063
OG0003737	XENTR06182, XENTR09163	HELIO_10888
OG0003738	XENTR17869	HELIO_10176
OG0003739	XENTR15714	HELIO_08892
OG0003740	XENTR15199	HELIO_05574
OG0003741	XENTR17057	HELIO_02790
OG0003742	XENTR03179, XENTR03778	HELIO_08883
OG0003743	XENTR12518	HELIO_02787
OG0003744	XENTR06835, XENTR16465	HELIO_04674
OG0003745	XENTR00802	HELIO_09559
OG0003746	XENTR04180, XENTR06934, XENTR16848	HELIO_00144
OG0003747	XENTR05018	HELIO_06022
OG0003749	XENTR16748	HELIO_02988
OG0003750	XENTR02453	HELIO_02076
OG0003751	XENTR09919, XENTR09920	HELIO_08716
OG0003752	XENTR05303	HELIO_08739
OG0003753	XENTR13127	HELIO_02945
OG0003754	XENTR10153, XENTR11505	HELIO_09263
OG0003755	XENTR04060	HELIO_08454
OG0003757	XENTR15569, XENTR19000	HELIO_08330
OG0003758	XENTR10842, XENTR07110	HELIO_04986
OG0003759	XENTR16557, XENTR14606	HELIO_08276
OG0003760	XENTR04510, XENTR16728	HELIO_10329
OG0003761	XENTR05309, XENTR05308, XENTR07160	HELIO_09527
OG0003762	XENTR07403	HELIO_00794
OG0003763	XENTR17599	HELIO_02371, HELIO_07298
OG0003764	XENTR10248	HELIO_10540
OG0003768	XENTR08962	HELIO_12290, HELIO_05875, HELIO_09493
OG0003769	XENTR12425	HELIO_09666
OG0003770	XENTR14731	HELIO_06598
OG0003771	XENTR13739, XENTR03911	HELIO_09996
OG0003772	XENTR05943	HELIO_11304
OG0003773	XENTR01780, XENTR13130	HELIO_11994
OG0003776	XENTR07141	HELIO_02001
OG0003777	XENTR01073, XENTR12435	HELIO_01826
OG0003778	XENTR10711	HELIO_12734
OG0003779	XENTR17121	HELIO_09039
OG0003780	XENTR09649, XENTR09270, XENTR06188	HELIO_05552
OG0003794	XENTR06585, XENTR05055	HELIO_01699
OG0003795	XENTR19254	HELIO_00713
OG0003798	XENTR01114, XENTR07104	HELIO_10316
OG0003803	XENTR01279	HELIO_02425
OG0003806	XENTR07356	HELIO_00384
OG0003807	XENTR01368, XENTR01369, XENTR01367	HELIO_07147
OG0003808	XENTR13676	HELIO_04304
OG0003809	XENTR08847, XENTR04264	HELIO_07339
OG0003810	XENTR00906, XENTR07521, XENTR07515	HELIO_06395
OG0003811	XENTR05500	HELIO_07404
OG0003813	XENTR10561, XENTR06474	HELIO_02391
OG0003816	XENTR07578	HELIO_04161, HELIO_05586
OG0003818	XENTR08826	HELIO_04533
OG0003820	XENTR15816, XENTR15817	HELIO_12732, HELIO_12713
OG0003821	XENTR02570, XENTR07045	HELIO_04733
OG0003823	XENTR12892	HELIO_12718
OG0003824	XENTR02218	HELIO_02077
OG0003825	XENTR01217	HELIO_12444
OG0003826	XENTR01516	HELIO_02592
OG0003827	XENTR11304, XENTR18626	HELIO_10529
OG0003828	XENTR14525	HELIO_03989
OG0003829	XENTR04012	HELIO_04115
OG0003830	XENTR18560, XENTR14254	HELIO_07812
OG0003831	XENTR03490	HELIO_00414
OG0003832	XENTR00382, XENTR01228, XENTR01229	HELIO_04229
OG0003833	XENTR15540	HELIO_00735, HELIO_08031, HELIO_06424
OG0003834	XENTR04978, XENTR18533	HELIO_10627
OG0003835	XENTR12732, XENTR12733	HELIO_00960
OG0003836	XENTR11782, XENTR15896	HELIO_02274
OG0003837	XENTR02506	HELIO_01037
OG0003838	XENTR00914, XENTR03476	HELIO_09299
OG0003839	XENTR13884	HELIO_00548
OG0003840	XENTR12159	HELIO_07119
OG0003841	XENTR12939	HELIO_08429
OG0003842	XENTR06616	HELIO_06073
OG0003843	XENTR12778, XENTR12779	HELIO_09017
OG0003844	XENTR07150	HELIO_00051
OG0003845	XENTR04055	HELIO_09710
OG0003846	XENTR11317	HELIO_07722
OG0003848	XENTR09160	HELIO_02520
OG0003850	XENTR05454	HELIO_01423
OG0003851	XENTR02901	HELIO_06451
OG0003852	XENTR01443, XENTR00580	HELIO_11600
OG0003853	XENTR16563	HELIO_12441
OG0003854	XENTR09846, XENTR03116	HELIO_03527
OG0003855	XENTR18199	HELIO_07181
OG0003856	XENTR05612	HELIO_05722
OG0003857	XENTR10397	HELIO_12190
OG0003859	XENTR18118	HELIO_02262
OG0003861	XENTR12844	HELIO_09460
OG0003862	XENTR03149	HELIO_04377
OG0003863	XENTR10491, XENTR10490, XENTR02221, XENTR02222	HELIO_09867
OG0003864	XENTR11994	HELIO_10875
OG0003865	XENTR08410, XENTR08547	HELIO_11073
OG0003866	XENTR06311	HELIO_03099
OG0003867	XENTR02863	HELIO_01829
OG0003868	XENTR14790, XENTR09159, XENTR09158	HELIO_08898
OG0003869	XENTR16798	HELIO_08492
OG0003870	XENTR11422	HELIO_02612
OG0003872	XENTR00808	HELIO_02970
OG0003873	XENTR00180	HELIO_09899
OG0003874	XENTR15862	HELIO_04369
OG0003876	XENTR17136	HELIO_02667
OG0003877	XENTR02745	HELIO_08344
OG0003878	XENTR02554	HELIO_10989
OG0003880	XENTR13950	HELIO_02020
OG0003881	XENTR04081	HELIO_07709
OG0003882	XENTR16402	HELIO_05979
OG0003883	XENTR14642, XENTR14643, XENTR08760	HELIO_12699
OG0003884	XENTR02661	HELIO_00594
OG0003885	XENTR05759, XENTR02123	HELIO_08959
OG0003886	XENTR01682	HELIO_06325
OG0003887	XENTR11440	HELIO_07770
OG0003888	XENTR15148	HELIO_07431
OG0003890	XENTR06459, XENTR12480	HELIO_12503
OG0003892	XENTR00762	HELIO_08263
OG0003893	XENTR13880	HELIO_05290
OG0003894	XENTR06779	HELIO_00555
OG0003895	XENTR15607	HELIO_10007
OG0003896	XENTR17970, XENTR04800, XENTR16273	HELIO_00287
OG0003897	XENTR09637	HELIO_07895
OG0003898	XENTR00281	HELIO_09951
OG0003899	XENTR07459	HELIO_00617
OG0003900	XENTR06624	HELIO_07367
OG0003901	XENTR10660, XENTR18510	HELIO_12439
OG0003903	XENTR11558	HELIO_11262
OG0003904	XENTR05314	HELIO_03811
OG0003906	XENTR05038	HELIO_09388
OG0003911	XENTR02501	HELIO_02034
OG0003912	XENTR18566, XENTR04975, XENTR07778	HELIO_00546
OG0003913	XENTR15388	HELIO_06151
OG0003914	XENTR02686	HELIO_10475
OG0003916	XENTR04593, XENTR05144	HELIO_04220
OG0003917	XENTR00420, XENTR10594	HELIO_10729
OG0003918	XENTR06731	HELIO_12096
OG0003919	XENTR14692	HELIO_10423
OG0003920	XENTR12856	HELIO_09202
OG0003921	XENTR04630	HELIO_11518
OG0003923	XENTR04190	HELIO_10280
OG0003925	XENTR05466	HELIO_11080
OG0003927	XENTR06337, XENTR06338	HELIO_07361
OG0003929	XENTR03727	HELIO_09096
OG0003930	XENTR10794	HELIO_03284
OG0003931	XENTR10403	HELIO_04058
OG0003933	XENTR11134, XENTR10793	HELIO_08038
OG0003934	XENTR05679	HELIO_00565
OG0003935	XENTR03877	HELIO_11530
OG0003936	XENTR06644	HELIO_03090
OG0003937	XENTR01997, XENTR01986	HELIO_05246
OG0003939	XENTR04150	HELIO_10160
OG0003940	XENTR04461	HELIO_07463
OG0003942	XENTR17940	HELIO_02681
OG0003944	XENTR06236	HELIO_01693
OG0003945	XENTR18416	HELIO_03032
OG0003946	XENTR08261, XENTR12173	HELIO_10205
OG0003947	XENTR08870, XENTR02239	HELIO_08689
OG0003948	XENTR01906	HELIO_12286
OG0003949	XENTR02519	HELIO_10884
OG0003951	XENTR02805	HELIO_01607
OG0003953	XENTR01614, XENTR03298	HELIO_08151
OG0003954	XENTR15739, XENTR07597	HELIO_06270
OG0003955	XENTR03281	HELIO_02651
OG0003956	XENTR00432	HELIO_03913
OG0003957	XENTR13241	HELIO_11006
OG0003958	XENTR08137	HELIO_12507
OG0003959	XENTR14787, XENTR19068, XENTR16821	HELIO_12450
OG0003960	XENTR02354, XENTR13704	HELIO_08480
OG0003961	XENTR09360	HELIO_06293
OG0003962	XENTR09257, XENTR00890, XENTR15298, XENTR13042	HELIO_02374
OG0003965	XENTR12041	HELIO_04316
OG0003966	XENTR12845	HELIO_04189
OG0003967	XENTR01385	HELIO_01824
OG0003968	XENTR09674	HELIO_08316
OG0003969	XENTR09036	HELIO_08398
OG0003970	XENTR06325	HELIO_11053
OG0003971	XENTR16415	HELIO_09511
OG0003972	XENTR02960	HELIO_01757
OG0003973	XENTR02390, XENTR13883	HELIO_12484
OG0003998	XENTR13053	HELIO_03538
OG0003999	XENTR13639	HELIO_02420
OG0004000	XENTR16850	HELIO_09085
OG0004002	XENTR07505	HELIO_10165
OG0004004	XENTR09365, XENTR00508	HELIO_03478
OG0004005	XENTR08022	HELIO_02225
OG0004007	XENTR00335, XENTR12145	HELIO_06360
OG0004009	XENTR12738, XENTR07565	HELIO_08149
OG0004010	XENTR15365	HELIO_03872
OG0004011	XENTR09432, XENTR02695	HELIO_00202
OG0004014	XENTR16545	HELIO_02037
OG0004015	XENTR07793	HELIO_02952
OG0004016	XENTR08559	HELIO_08840
OG0004017	XENTR14676	HELIO_04459
OG0004019	XENTR14133	HELIO_01152
OG0004021	XENTR01515	HELIO_12459
OG0004022	XENTR07692	HELIO_10188
OG0004023	XENTR12549, XENTR09886	HELIO_00840
OG0004024	XENTR10419	HELIO_09279, HELIO_09278
OG0004025	XENTR15063	HELIO_01715
OG0004027	XENTR05193, XENTR01694	HELIO_11552
OG0004028	XENTR07292	HELIO_09218
OG0004029	XENTR14070	HELIO_08811
OG0004031	XENTR02095	HELIO_01995
OG0004032	XENTR14175, XENTR14174, XENTR10565	HELIO_06753
OG0004035	XENTR18213, XENTR18419	HELIO_09748
OG0004036	XENTR00661	HELIO_02636
OG0004037	XENTR08593	HELIO_05087
OG0004038	XENTR14795	HELIO_07048
OG0004039	XENTR14249, XENTR17899	HELIO_10042, HELIO_10041
OG0004041	XENTR00599	HELIO_00736
OG0004042	XENTR16635	HELIO_09649
OG0004043	XENTR06092	HELIO_07517
OG0004044	XENTR01872	HELIO_01126
OG0004045	XENTR13376	HELIO_11902
OG0004047	XENTR09809	HELIO_11567
OG0004048	XENTR08968, XENTR08876	HELIO_08523
OG0004049	XENTR08475, XENTR05908, XENTR11386	HELIO_01172
OG0004051	XENTR17604, XENTR07177	HELIO_01563
OG0004052	XENTR14748	HELIO_04471
OG0004053	XENTR05712, XENTR12155	HELIO_01246
OG0004054	XENTR03843, XENTR02105	HELIO_06113
OG0004055	XENTR07492, XENTR07490, XENTR07491	HELIO_02053, HELIO_02052
OG0004056	XENTR16960	HELIO_06474
OG0004057	XENTR00723	HELIO_08994
OG0004059	XENTR02089	HELIO_11889
OG0004060	XENTR10032	HELIO_07720
OG0004061	XENTR00001	HELIO_02573
OG0004063	XENTR04591	HELIO_06207
OG0004064	XENTR04196	HELIO_06868
OG0004065	XENTR13020	HELIO_02317
OG0004067	XENTR14385	HELIO_11851
OG0004068	XENTR08780	HELIO_04572
OG0004069	XENTR09185	HELIO_03583
OG0004070	XENTR11830	HELIO_11759
OG0004073	XENTR11511, XENTR02540	HELIO_08817
OG0004075	XENTR00982	HELIO_07242
OG0004078	XENTR10912	HELIO_08021
OG0004079	XENTR01034	HELIO_11417
OG0004080	XENTR04210, XENTR17702	HELIO_12370
OG0004081	XENTR09630, XENTR16082	HELIO_02694
OG0004082	XENTR03276	HELIO_03318, HELIO_03319
OG0004083	XENTR09602	HELIO_08699, HELIO_03393
OG0004084	XENTR03635	HELIO_01688
OG0004085	XENTR02748	HELIO_05065
OG0004086	XENTR00590	HELIO_05655
OG0004087	XENTR08763	HELIO_07687
OG0004088	XENTR12362, XENTR11015	HELIO_01964
OG0004089	XENTR15591	HELIO_12017
OG0004090	XENTR05223	HELIO_00003
OG0004091	XENTR04711	HELIO_07817
OG0004092	XENTR15001, XENTR15101	HELIO_00826
OG0004093	XENTR15684	HELIO_09995
OG0004094	XENTR14516	HELIO_11334
OG0004095	XENTR04765	HELIO_09898
OG0004096	XENTR04695	HELIO_09267
OG0004097	XENTR14379	HELIO_00420
OG0004098	XENTR09195, XENTR00362	HELIO_11081
OG0004099	XENTR07018, XENTR03906	HELIO_02315
OG0004100	XENTR15549, XENTR15547	HELIO_02283
OG0004101	XENTR13964	HELIO_10904
OG0004102	XENTR02021	HELIO_11193
OG0004103	XENTR02995, XENTR02996	HELIO_08288, HELIO_12649
OG0004104	XENTR08622	HELIO_10999
OG0004105	XENTR00235	HELIO_07467
OG0004111	XENTR05171, XENTR05170, XENTR05169, XENTR05168	HELIO_11415
OG0004112	XENTR18035	HELIO_11079
OG0004113	XENTR11125	HELIO_08443
OG0004114	XENTR11643	HELIO_03462
OG0004115	XENTR10408	HELIO_08676
OG0004116	XENTR06030	HELIO_11516
OG0004117	XENTR06588	HELIO_02091, HELIO_02092
OG0004118	XENTR00736	HELIO_03448
OG0004119	XENTR07270	HELIO_04014
OG0004121	XENTR08429	HELIO_12052
OG0004123	XENTR18443, XENTR02606	HELIO_10333
OG0004124	XENTR02997, XENTR06594	HELIO_09543
OG0004125	XENTR09786	HELIO_07953
OG0004126	XENTR02624, XENTR17192	HELIO_02454
OG0004127	XENTR09339	HELIO_08267
OG0004128	XENTR07972, XENTR04126	HELIO_11719
OG0004129	XENTR05980	HELIO_09825
OG0004131	XENTR00865	HELIO_02810
OG0004132	XENTR08207	HELIO_08967
OG0004133	XENTR08580, XENTR08835	HELIO_11815
OG0004135	XENTR14499	HELIO_00077
OG0004136	XENTR14548	HELIO_06715
OG0004137	XENTR05727	HELIO_03498
OG0004139	XENTR09190, XENTR12366, XENTR15382	HELIO_09145
OG0004140	XENTR05945	HELIO_12443
OG0004141	XENTR07977	HELIO_08049
OG0004142	XENTR15552	HELIO_03819
OG0004143	XENTR14330	HELIO_12725
OG0004144	XENTR10488, XENTR16335	HELIO_03451
OG0004145	XENTR06685	HELIO_11658
OG0004146	XENTR10320	HELIO_08871
OG0004147	XENTR18396	HELIO_06881
OG0004148	XENTR06933	HELIO_00788
OG0004149	XENTR10834	HELIO_04989
OG0004150	XENTR03403	HELIO_10914
OG0004153	XENTR02143	HELIO_03342
OG0004154	XENTR06055	HELIO_11120
OG0004155	XENTR16141	HELIO_00571
OG0004156	XENTR00751, XENTR10996	HELIO_02466
OG0004157	XENTR18358	HELIO_11710
OG0004158	XENTR18490	HELIO_08947
OG0004159	XENTR12092	HELIO_10966
OG0004160	XENTR00315	HELIO_00518
OG0004161	XENTR09910	HELIO_08593
OG0004163	XENTR08707	HELIO_10420
OG0004164	XENTR07551, XENTR07533	HELIO_04076
OG0004166	XENTR02693	HELIO_06402
OG0004167	XENTR11620	HELIO_12312
OG0004168	XENTR07704	HELIO_10439
OG0004169	XENTR16574	HELIO_10123
OG0004171	XENTR11673	HELIO_01888
OG0004174	XENTR05736	HELIO_06319, HELIO_02631
OG0004175	XENTR11021	HELIO_08247
OG0004176	XENTR01051	HELIO_09733
OG0004178	XENTR17208	HELIO_01141
OG0004179	XENTR12520, XENTR09133	HELIO_02899
OG0004180	XENTR17753, XENTR17078	HELIO_03911
OG0004181	XENTR05491	HELIO_03220
OG0004182	XENTR11405	HELIO_10355, HELIO_10354
OG0004183	XENTR10310	HELIO_02349
OG0004184	XENTR07501	HELIO_02910
OG0004185	XENTR07973	HELIO_12384
OG0004186	XENTR14918	HELIO_03712
OG0004187	XENTR07777, XENTR12420, XENTR19105	HELIO_05634
OG0004188	XENTR01635, XENTR09043	HELIO_05848
OG0004190	XENTR07315	HELIO_06104
OG0004197	XENTR07183, XENTR03350	HELIO_00497, HELIO_00498
OG0004214	XENTR02140	HELIO_08081
OG0004215	XENTR11110	HELIO_12650
OG0004216	XENTR16489	HELIO_04339
OG0004217	XENTR12749	HELIO_12612
OG0004218	XENTR09333	HELIO_02237
OG0004219	XENTR05410	HELIO_03890
OG0004220	XENTR19132	HELIO_07241
OG0004222	XENTR03863	HELIO_01516
OG0004223	XENTR11343	HELIO_02208
OG0004225	XENTR05236, XENTR01889	HELIO_00473
OG0004227	XENTR09239	HELIO_04190
OG0004229	XENTR09293	HELIO_10319
OG0004230	XENTR06029, XENTR18693	HELIO_03067
OG0004231	XENTR07588	HELIO_02803
OG0004232	XENTR14755	HELIO_08424
OG0004234	XENTR06240	HELIO_07633
OG0004235	XENTR07323	HELIO_06406
OG0004236	XENTR09087	HELIO_09356
OG0004237	XENTR03566	HELIO_00276
OG0004238	XENTR02118	HELIO_12309
OG0004239	XENTR02464	HELIO_10562
OG0004240	XENTR14102	HELIO_07818
OG0004242	XENTR10644	HELIO_01219
OG0004243	XENTR02756	HELIO_08298
OG0004245	XENTR13102	HELIO_07870
OG0004246	XENTR10841	HELIO_10928
OG0004248	XENTR02442	HELIO_05247, HELIO_06414
OG0004249	XENTR14714	HELIO_00455, HELIO_00454
OG0004250	XENTR13434	HELIO_10569
OG0004251	XENTR04013	HELIO_09481
OG0004252	XENTR01265	HELIO_01174
OG0004254	XENTR02285	HELIO_03429
OG0004255	XENTR08386	HELIO_06018
OG0004257	XENTR00860	HELIO_08894, HELIO_08895
OG0004258	XENTR15149	HELIO_08732
OG0004259	XENTR05280	HELIO_07775
OG0004260	XENTR08524	HELIO_03739
OG0004261	XENTR17138	HELIO_00002
OG0004262	XENTR03026	HELIO_03447
OG0004263	XENTR18355	HELIO_12287
OG0004264	XENTR11427, XENTR02228	HELIO_02131
OG0004265	XENTR01292	HELIO_09429
OG0004267	XENTR05430, XENTR16646	HELIO_11484
OG0004268	XENTR16315	HELIO_09066
OG0004269	XENTR08648	HELIO_06762
OG0004270	XENTR15859	HELIO_06659
OG0004271	XENTR02370	HELIO_12035
OG0004272	XENTR04240	HELIO_09365
OG0004273	XENTR07324	HELIO_01145
OG0004274	XENTR00473, XENTR15777	HELIO_10268
OG0004275	XENTR02366, XENTR11914	HELIO_12661
OG0004277	XENTR14387	HELIO_06678
OG0004279	XENTR14989	HELIO_08783
OG0004280	XENTR10748	HELIO_01147
OG0004281	XENTR18517	HELIO_09492
OG0004281	XENTR18518	HELIO_10274
OG0004282	XENTR04076	HELIO_05309
OG0004283	XENTR03463	HELIO_02458, HELIO_02459
OG0004284	XENTR12171, XENTR15187	HELIO_08102
OG0004285	XENTR08748	HELIO_09389
OG0004286	XENTR03668	HELIO_02729
OG0004287	XENTR10948	HELIO_08218
OG0004288	XENTR13701	HELIO_02021
OG0004289	XENTR09034	HELIO_05881
OG0004290	XENTR09552, XENTR12944	HELIO_02511
OG0004291	XENTR07498	HELIO_06310
OG0004292	XENTR16091	HELIO_01648
OG0004295	XENTR10638	HELIO_07746
OG0004296	XENTR04332	HELIO_11270
OG0004298	XENTR15631, XENTR15632	HELIO_12397
OG0004299	XENTR16510	HELIO_07815
OG0004300	XENTR04840	HELIO_03164, HELIO_05762, HELIO_03166
OG0004301	XENTR16663	HELIO_02301
OG0004302	XENTR16178	HELIO_11348
OG0004303	XENTR15590	HELIO_05977
OG0004304	XENTR01480, XENTR00786	HELIO_10121
OG0004305	XENTR13288	HELIO_02999
OG0004306	XENTR02165, XENTR02164	HELIO_01476
OG0004307	XENTR09783	HELIO_06021
OG0004308	XENTR00676	HELIO_02621
OG0004309	XENTR16256	HELIO_02544
OG0004310	XENTR08109	HELIO_05755
OG0004311	XENTR08099, XENTR13869	HELIO_02558
OG0004312	XENTR06276	HELIO_09858
OG0004314	XENTR03952, XENTR14943	HELIO_11288
OG0004315	XENTR10505	HELIO_06706, HELIO_01279
OG0004316	XENTR00291	HELIO_08782
OG0004317	XENTR06347	HELIO_01651
OG0004318	XENTR13838	HELIO_04611, HELIO_04568
OG0004319	XENTR12729, XENTR16401	HELIO_02747
OG0004321	XENTR09288	HELIO_05529
OG0004322	XENTR02157	HELIO_03250, HELIO_03251
OG0004324	XENTR13333	HELIO_06380
OG0004325	XENTR01927	HELIO_12742
OG0004327	XENTR14732	HELIO_00022, HELIO_06094
OG0004328	XENTR02447	HELIO_03031
OG0004331	XENTR06669	HELIO_04862
OG0004332	XENTR06028	HELIO_03735
OG0004333	XENTR05026	HELIO_03394
OG0004335	XENTR13834	HELIO_10063
OG0004336	XENTR16521, XENTR05131, XENTR18211	HELIO_08099
OG0004337	XENTR18995	HELIO_09677
OG0004338	XENTR09719	HELIO_02735
OG0004341	XENTR16678	HELIO_02346
OG0004342	XENTR01054	HELIO_05880, HELIO_05788
OG0004343	XENTR02018	HELIO_09479
OG0004344	XENTR10220	HELIO_05104
OG0004345	XENTR06180	HELIO_11483
OG0004346	XENTR00433	HELIO_04653, HELIO_04870
OG0004348	XENTR02314	HELIO_02969
OG0004349	XENTR02391	HELIO_12177
OG0004350	XENTR03571	HELIO_09167
OG0004351	XENTR16067	HELIO_03403
OG0004352	XENTR09638	HELIO_06106
OG0004353	XENTR16070	HELIO_05842
OG0004354	XENTR04545	HELIO_08304
OG0004355	XENTR07976, XENTR10102	HELIO_02311
OG0004356	XENTR06247	HELIO_08069
OG0004357	XENTR08914, XENTR01920	HELIO_08001
OG0004359	XENTR06807	HELIO_12437
OG0004360	XENTR12875	HELIO_07589
OG0004362	XENTR12262, XENTR01742	HELIO_04842
OG0004364	XENTR11370	HELIO_04246
OG0004365	XENTR12130	HELIO_11208
OG0004366	XENTR00500	HELIO_12347
OG0004367	XENTR18829, XENTR18999	HELIO_11157
OG0004368	XENTR03944, XENTR15526	HELIO_10695
OG0004369	XENTR11040	HELIO_12496
OG0004370	XENTR15518	HELIO_03960
OG0004373	XENTR00323	HELIO_08887
OG0004374	XENTR16529	HELIO_04430
OG0004375	XENTR08120	HELIO_10600
OG0004376	XENTR07129, XENTR04540	HELIO_02742
OG0004377	XENTR06554	HELIO_08549
OG0004378	XENTR04941	HELIO_09047
OG0004379	XENTR12677	HELIO_02169
OG0004380	XENTR19120	HELIO_02081
OG0004381	XENTR18220	HELIO_09818
OG0004382	XENTR05834	HELIO_05962
OG0004383	XENTR10950, XENTR10949	HELIO_09050
OG0004384	XENTR05103	HELIO_07788
OG0004385	XENTR07729	HELIO_01485
OG0004388	XENTR07992	HELIO_09997
OG0004389	XENTR00308	HELIO_01623, HELIO_04466
OG0004390	XENTR09925	HELIO_11441, HELIO_02437
OG0004391	XENTR05650, XENTR04998	HELIO_08588
OG0004392	XENTR08920	HELIO_00680
OG0004393	XENTR08850	HELIO_11585, HELIO_11584
OG0004395	XENTR10110	HELIO_08875
OG0004396	XENTR16480	HELIO_05800
OG0004397	XENTR07268, XENTR15098	HELIO_02130
OG0004398	XENTR01613	HELIO_02807
OG0004399	XENTR02783, XENTR01338	HELIO_04973
OG0004400	XENTR04523, XENTR04524	HELIO_06143
OG0004401	XENTR00790	HELIO_00357
OG0004403	XENTR12123	HELIO_01276
OG0004404	XENTR05022	HELIO_00365
OG0004405	XENTR01271	HELIO_11201
OG0004406	XENTR12792, XENTR06682	HELIO_01541
OG0004407	XENTR11714	HELIO_06486
OG0004409	XENTR11912, XENTR02365	HELIO_04938
OG0004413	XENTR04845	HELIO_03374
OG0004414	XENTR10946	HELIO_03088
OG0004415	XENTR10485	HELIO_09325
OG0004417	XENTR00369	HELIO_12409
OG0004418	XENTR03415	HELIO_10340
OG0004419	XENTR01954	HELIO_10631
OG0004420	XENTR16061, XENTR04098, XENTR04405	HELIO_07109
OG0004421	XENTR07029	HELIO_04689
OG0004422	XENTR11234, XENTR05843	HELIO_01632
OG0004423	XENTR08365	HELIO_05314
OG0004424	XENTR11298	HELIO_04380
OG0004460	XENTR13298	HELIO_11544
OG0004461	XENTR17329, XENTR02533	HELIO_08132
OG0004462	XENTR02713	HELIO_10916
OG0004463	XENTR04529, XENTR14681	HELIO_11855
OG0004465	XENTR03018	HELIO_02805
OG0004467	XENTR10318, XENTR06318	HELIO_02292
OG0004468	XENTR14274	HELIO_01285
OG0004471	XENTR00144	HELIO_05522
OG0004472	XENTR00749, XENTR00750	HELIO_06484
OG0004474	XENTR12032	HELIO_12721
OG0004476	XENTR00796	HELIO_02731
OG0004477	XENTR15352, XENTR10053	HELIO_02575
OG0004478	XENTR09560	HELIO_00101
OG0004479	XENTR07670	HELIO_09869
OG0004480	XENTR16993	HELIO_01943
OG0004481	XENTR01473	HELIO_11879
OG0004482	XENTR10601	HELIO_01201
OG0004483	XENTR17280	HELIO_00784
OG0004485	XENTR05708	HELIO_10753, HELIO_10752
OG0004487	XENTR05512, XENTR05509, XENTR05510, XENTR05511	HELIO_11260
OG0004488	XENTR17026	HELIO_01349
OG0004489	XENTR16138	HELIO_04543
OG0004490	XENTR11487	HELIO_01426
OG0004491	XENTR07277	HELIO_12478
OG0004493	XENTR12768	HELIO_02462
OG0004494	XENTR00973, XENTR00972	HELIO_01937
OG0004495	XENTR04018	HELIO_05252
OG0004496	XENTR12973	HELIO_05528
OG0004497	XENTR14301	HELIO_02407
OG0004498	XENTR10412	HELIO_05086
OG0004499	XENTR05546, XENTR11717	HELIO_06775
OG0004500	XENTR10700, XENTR10699	HELIO_00985
OG0004502	XENTR17400, XENTR17398, XENTR17399	HELIO_04496
OG0004503	XENTR14221	HELIO_11512
OG0004505	XENTR01116, XENTR01117	HELIO_05492
OG0004506	XENTR13727	HELIO_06458
OG0004507	XENTR03425	HELIO_11682
OG0004509	XENTR03935	HELIO_01830, HELIO_01547
OG0004510	XENTR03962	HELIO_01779
OG0004511	XENTR00822, XENTR10201	HELIO_09430
OG0004512	XENTR03832	HELIO_09740, HELIO_09741
OG0004514	XENTR00881	HELIO_05298, HELIO_06872
OG0004515	XENTR02016	HELIO_07915
OG0004516	XENTR04054	HELIO_08851, HELIO_08852
OG0004517	XENTR13124	HELIO_05747
OG0004518	XENTR07756	HELIO_02464
OG0004519	XENTR11913	HELIO_02070
OG0004520	XENTR09651	HELIO_02470
OG0004524	XENTR04778	HELIO_11653
OG0004525	XENTR09291	HELIO_11194
OG0004527	XENTR00456	HELIO_00542
OG0004528	XENTR01514	HELIO_04705
OG0004529	XENTR05758	HELIO_04437
OG0004530	XENTR14376, XENTR03964	HELIO_06657
OG0004531	XENTR11135	HELIO_07234
OG0004533	XENTR11245, XENTR16773	HELIO_08527
OG0004534	XENTR13192	HELIO_01164, HELIO_01163
OG0004536	XENTR06593	HELIO_05759, HELIO_04117
OG0004537	XENTR07746	HELIO_11941
OG0004538	XENTR11687	HELIO_08825
OG0004539	XENTR06560, XENTR11278	HELIO_10766
OG0004540	XENTR01878	HELIO_01984
OG0004542	XENTR01276	HELIO_06841
OG0004543	XENTR13966, XENTR13965	HELIO_11207
OG0004545	XENTR05802	HELIO_12540
OG0004547	XENTR10791, XENTR06018	HELIO_09117
OG0004548	XENTR11954	HELIO_08241
OG0004550	XENTR08942	HELIO_07318
OG0004551	XENTR13993	HELIO_10162, HELIO_05424
OG0004552	XENTR18114	HELIO_10506
OG0004553	XENTR04020	HELIO_12007
OG0004554	XENTR06056	HELIO_08526
OG0004555	XENTR08168	HELIO_01600
OG0004556	XENTR14968	HELIO_00978
OG0004558	XENTR17229, XENTR19018	HELIO_11447
OG0004559	XENTR09793	HELIO_05624
OG0004560	XENTR08583	HELIO_02040, HELIO_02041
OG0004561	XENTR09028	HELIO_05341
OG0004563	XENTR04438	HELIO_10963
OG0004564	XENTR08998	HELIO_01798
OG0004565	XENTR07621	HELIO_09408
OG0004566	XENTR15836, XENTR04511	HELIO_12744
