Orthogroup	XENTR	BRAFL
OG0003493	XENTR00341	bflo_25210
OG0003495	XENTR15577	bflo_14132
OG0003495	XENTR04647	bflo_06400
OG0003496	XENTR05780	bflo_14755
OG0003497	XENTR06024, XENTR18982	bflo_06218
OG0003498	XENTR03494	bflo_01724
OG0003499	XENTR09564	bflo_23661
OG0003500	XENTR14238	bflo_07514
OG0003500	XENTR02385	bflo_20102
OG0003501	XENTR10636	bflo_25164
OG0003502	XENTR06321	bflo_20275
OG0003503	XENTR13845	bflo_23296
OG0003504	XENTR17440, XENTR15178, XENTR05692, XENTR05691, XENTR05690	bflo_23302
OG0003505	XENTR00482	bflo_12682
OG0003506	XENTR11659, XENTR05517	bflo_15168
OG0003507	XENTR10640, XENTR00027	bflo_26224
OG0003508	XENTR17069, XENTR08767	bflo_14628
OG0003509	XENTR18947	bflo_24353
OG0003510	XENTR02162, XENTR10219	bflo_13265
OG0003511	XENTR05842	bflo_06537
OG0003512	XENTR01185	bflo_21139, bflo_21138
OG0003513	XENTR16163, XENTR15086	bflo_18565
OG0003514	XENTR07062, XENTR05972	bflo_10920
OG0003515	XENTR10827, XENTR01032	bflo_14188
OG0003516	XENTR16307	bflo_10550
OG0003517	XENTR17629, XENTR11506	bflo_03023
OG0003518	XENTR08349	bflo_25746
OG0003519	XENTR16950	bflo_18795
OG0003520	XENTR02410	bflo_10704
OG0003521	XENTR17130	bflo_17952
OG0003522	XENTR04224	bflo_23156
OG0003523	XENTR06238	bflo_24396
OG0003525	XENTR04572	bflo_07077, bflo_07153, bflo_07154
OG0003526	XENTR07495, XENTR09052	bflo_05929
OG0003528	XENTR10782	bflo_17528
OG0003529	XENTR04193, XENTR18482	bflo_18877
OG0003530	XENTR08393	bflo_14037, bflo_14178, bflo_14631
OG0003531	XENTR02395, XENTR17644	bflo_24099
OG0003532	XENTR10579	bflo_09668
OG0003533	XENTR06013	bflo_12390
OG0003534	XENTR09091	bflo_22240, bflo_22294
OG0003534	XENTR03027	bflo_18361
OG0003535	XENTR02215, XENTR09303	bflo_09980
OG0003536	XENTR04485, XENTR12968, XENTR16655	bflo_06440
OG0003538	XENTR16304	bflo_15185
OG0003539	XENTR17518	bflo_11094
OG0003541	XENTR10222	bflo_13586
OG0003542	XENTR11066	bflo_23060
OG0003543	XENTR00214	bflo_03236
OG0003544	XENTR13004, XENTR07985	bflo_07217
OG0003545	XENTR01366, XENTR13128	bflo_23382
OG0003546	XENTR06379, XENTR00109	bflo_16201
OG0003547	XENTR05429, XENTR12061	bflo_10227
OG0003548	XENTR15263	bflo_09354
OG0003549	XENTR16034, XENTR03980	bflo_18405
OG0003550	XENTR11802, XENTR05398	bflo_00232
OG0003551	XENTR04301	bflo_25362
OG0003552	XENTR01989	bflo_16108
OG0003553	XENTR06457	bflo_08891
OG0003554	XENTR12448	bflo_10753
OG0003555	XENTR10243, XENTR06578, XENTR10244, XENTR10245	bflo_24243, bflo_23498
OG0003557	XENTR02226	bflo_15889
OG0003558	XENTR09307, XENTR11536	bflo_04064
OG0003560	XENTR06670	bflo_11890
OG0003561	XENTR09143, XENTR09144, XENTR15956	bflo_04334
OG0003562	XENTR13770	bflo_01200
OG0003563	XENTR00974	bflo_23836
OG0003564	XENTR01915, XENTR08979	bflo_09292
OG0003565	XENTR01961	bflo_25721
OG0003566	XENTR08703	bflo_03002
OG0003567	XENTR12992	bflo_04792
OG0003568	XENTR01200	bflo_20229
OG0003569	XENTR00379, XENTR02589, XENTR02786	bflo_11253
OG0003570	XENTR15222	bflo_26249
OG0003571	XENTR05133, XENTR16524	bflo_05241
OG0003572	XENTR12331, XENTR07627	bflo_24403
OG0003573	XENTR18024	bflo_20068
OG0003576	XENTR04491, XENTR04492, XENTR02968, XENTR03721	bflo_13166
OG0003577	XENTR15366	bflo_00343
OG0003578	XENTR14689, XENTR00880	bflo_20566, bflo_14712
OG0003579	XENTR01923, XENTR05581, XENTR05580	bflo_07074
OG0003581	XENTR18268	bflo_18883, bflo_18884
OG0003582	XENTR13303	bflo_10944
OG0003584	XENTR16533, XENTR03225, XENTR04095	bflo_24324
OG0003585	XENTR14346, XENTR09956, XENTR16832	bflo_01255
OG0003597	XENTR18049	bflo_10323
OG0003598	XENTR12005	bflo_16711
OG0003601	XENTR01099, XENTR05348, XENTR05349	bflo_19194, bflo_18911
OG0003603	XENTR07586	bflo_23649
OG0003604	XENTR09462, XENTR01204	bflo_20404
OG0003606	XENTR08447	bflo_17517
OG0003607	XENTR04132	bflo_05933
OG0003608	XENTR09171	bflo_15932
OG0003610	XENTR18364	bflo_01164
OG0003611	XENTR13792	bflo_09170
OG0003612	XENTR12924	bflo_25558
OG0003613	XENTR07063, XENTR18350	bflo_12262
OG0003615	XENTR11541	bflo_26275
OG0003616	XENTR17934	bflo_11097
OG0003618	XENTR06591	bflo_01473
OG0003619	XENTR14382	bflo_14248
OG0003620	XENTR11610	bflo_25025
OG0003621	XENTR08478	bflo_04483, bflo_26752
OG0003622	XENTR00588	bflo_11800
OG0003623	XENTR02019	bflo_10738
OG0003624	XENTR04842	bflo_11072
OG0003627	XENTR03252	bflo_21960
OG0003629	XENTR03081	bflo_22183
OG0003630	XENTR17948	bflo_20004
OG0003632	XENTR10135, XENTR00270	bflo_03937
OG0003634	XENTR10016	bflo_24973
OG0003635	XENTR09260	bflo_14711
OG0003636	XENTR14237	bflo_07722
OG0003638	XENTR03036	bflo_17869
OG0003640	XENTR07366, XENTR07389, XENTR15717	bflo_26670, bflo_02410
OG0003641	XENTR07679	bflo_13272
OG0003642	XENTR10056, XENTR06735	bflo_04341
OG0003643	XENTR16883	bflo_10320, bflo_24819, bflo_24817, bflo_09628, bflo_02964, bflo_24044
OG0003644	XENTR17108	bflo_16458
OG0003645	XENTR03915, XENTR07317	bflo_14727
OG0003646	XENTR17031, XENTR17030	bflo_03551
OG0003647	XENTR05840	bflo_06536
OG0003648	XENTR11369	bflo_22126
OG0003649	XENTR11535	bflo_06468
OG0003650	XENTR18719	bflo_21715
OG0003651	XENTR07797	bflo_01723
OG0003652	XENTR05790, XENTR01212	bflo_17868
OG0003653	XENTR00241, XENTR07273, XENTR15919	bflo_13101
OG0003654	XENTR14703	bflo_05910
OG0003655	XENTR16032, XENTR04379	bflo_17616
OG0003656	XENTR08122, XENTR09683	bflo_08293
OG0003657	XENTR07176	bflo_00252
OG0003658	XENTR03326	bflo_00698
OG0003659	XENTR06944	bflo_02419
OG0003660	XENTR09436	bflo_07809
OG0003662	XENTR13147, XENTR18370	bflo_10412
OG0003663	XENTR12741, XENTR07298	bflo_07065
OG0003664	XENTR01685	bflo_23489
OG0003665	XENTR03871	bflo_03349, bflo_03667, bflo_14985, bflo_03668, bflo_03348, bflo_03347
OG0003666	XENTR15411, XENTR03926	bflo_11627, bflo_27012
OG0003668	XENTR02672	bflo_06147
OG0003669	XENTR08683	bflo_25341
OG0003671	XENTR13386, XENTR15446	bflo_09735
OG0003672	XENTR07314	bflo_23403
OG0003673	XENTR07879, XENTR09618, XENTR07880	bflo_04517
OG0003674	XENTR09128	bflo_23396
OG0003675	XENTR14931	bflo_02379
OG0003676	XENTR00677	bflo_15747
OG0003676	XENTR01874	bflo_04781, bflo_04777
OG0003677	XENTR08610, XENTR17285, XENTR15109	bflo_19132
OG0003678	XENTR00079, XENTR17514	bflo_25551
OG0003679	XENTR18397, XENTR12379	bflo_02036, bflo_13294
OG0003680	XENTR05231	bflo_01532
OG0003681	XENTR16296, XENTR16295, XENTR04463	bflo_03957
OG0003682	XENTR13445	bflo_07489
OG0003683	XENTR01157	bflo_20104
OG0003684	XENTR04969	bflo_13833
OG0003685	XENTR08131	bflo_07993
OG0003686	XENTR05887	bflo_12834
OG0003687	XENTR05213, XENTR00134	bflo_19027
OG0003688	XENTR03091, XENTR16481, XENTR16482, XENTR16476	bflo_24589, bflo_24522
OG0003689	XENTR14093, XENTR05380	bflo_19565
OG0003690	XENTR02409	bflo_13292
OG0003691	XENTR14452	bflo_14352, bflo_03283
OG0003692	XENTR01955	bflo_09441
OG0003693	XENTR10718, XENTR18258	bflo_11485
OG0003694	XENTR17179	bflo_07368
OG0003695	XENTR07743, XENTR03931	bflo_16279
OG0003696	XENTR02869	bflo_11319
OG0003697	XENTR07379	bflo_23717
OG0003698	XENTR09545, XENTR01970	bflo_10629
OG0003700	XENTR15169, XENTR07388	bflo_22951
OG0003702	XENTR18826, XENTR08512	bflo_11082
OG0003703	XENTR16337, XENTR12841	bflo_03241
OG0003704	XENTR14777, XENTR00061	bflo_06360
OG0003705	XENTR12388	bflo_01256
OG0003706	XENTR15599	bflo_15874
OG0003707	XENTR17466, XENTR01423	bflo_06702
OG0003708	XENTR08453	bflo_17394
OG0003709	XENTR16313	bflo_13931
OG0003710	XENTR06304	bflo_18086
OG0003711	XENTR14138	bflo_12884
OG0003712	XENTR01274, XENTR12990	bflo_23878
OG0003713	XENTR03924	bflo_02056
OG0003714	XENTR10015	bflo_24976, bflo_27475
OG0003716	XENTR10549	bflo_24004
OG0003717	XENTR08367	bflo_01566
OG0003718	XENTR10379	bflo_02164
OG0003721	XENTR07713, XENTR09504	bflo_09733
OG0003722	XENTR13252, XENTR06780	bflo_16670
OG0003724	XENTR10087	bflo_24348
OG0003725	XENTR00052, XENTR12224, XENTR12471	bflo_25499, bflo_25497
OG0003726	XENTR05750	bflo_25423, bflo_06344
OG0003727	XENTR08237	bflo_07862
OG0003729	XENTR03157	bflo_02888
OG0003730	XENTR02013	bflo_09786
OG0003731	XENTR04923	bflo_09228
OG0003733	XENTR04294	bflo_25583
OG0003734	XENTR16422	bflo_15650
OG0003735	XENTR05792	bflo_17363
OG0003736	XENTR09558	bflo_12719
OG0003737	XENTR06182, XENTR09163	bflo_15994
OG0003738	XENTR17869	bflo_23509
OG0003739	XENTR15714	bflo_04782, bflo_26767
OG0003740	XENTR15199	bflo_09974
OG0003741	XENTR17057	bflo_10194
OG0003742	XENTR03179, XENTR03778	bflo_00933
OG0003743	XENTR12518	bflo_17350
OG0003744	XENTR06835, XENTR16465	bflo_11052
OG0003745	XENTR00802	bflo_13758, bflo_07859
OG0003746	XENTR04180, XENTR06934, XENTR16848	bflo_18735
OG0003747	XENTR05018	bflo_06649
OG0003748	XENTR00377	bflo_12393
OG0003749	XENTR16748	bflo_09949, bflo_09953
OG0003750	XENTR02453	bflo_14314
OG0003751	XENTR09919, XENTR09920	bflo_08903, bflo_02875
OG0003752	XENTR05303	bflo_09978
OG0003753	XENTR13127	bflo_22685
OG0003754	XENTR10153, XENTR11505	bflo_10581
OG0003755	XENTR04060	bflo_20955
OG0003756	XENTR06642	bflo_13745
OG0003757	XENTR15569, XENTR19000	bflo_05823
OG0003759	XENTR16557, XENTR14606	bflo_25051
OG0003760	XENTR04510, XENTR16728	bflo_06355
OG0003761	XENTR05309, XENTR05308, XENTR07160	bflo_07994
OG0003762	XENTR07403	bflo_23845
OG0003763	XENTR17599	bflo_18232
OG0003764	XENTR10248	bflo_23348
OG0003765	XENTR13156, XENTR06386	bflo_11672
OG0003768	XENTR08962	bflo_14840
OG0003769	XENTR12425	bflo_13838
OG0003770	XENTR14731	bflo_14290
OG0003771	XENTR13739, XENTR03911	bflo_23473
OG0003773	XENTR01780, XENTR13130	bflo_23068
OG0003776	XENTR07141	bflo_19353
OG0003777	XENTR01073, XENTR12435	bflo_05355
OG0003778	XENTR10711	bflo_03437
OG0003779	XENTR17121	bflo_10120
OG0003781	XENTR11089, XENTR16719, XENTR16718	bflo_09426
OG0003794	XENTR06585, XENTR05055	bflo_12963
OG0003795	XENTR19254	bflo_11372
OG0003798	XENTR01114, XENTR07104	bflo_17437
OG0003803	XENTR01279	bflo_25196
OG0003806	XENTR07356	bflo_23190, bflo_00688
OG0003807	XENTR01368, XENTR01369, XENTR01367	bflo_23696
OG0003808	XENTR13676	bflo_01527
OG0003809	XENTR08847, XENTR04264	bflo_07420
OG0003810	XENTR00906, XENTR07521, XENTR07515	bflo_15440
OG0003811	XENTR05500	bflo_14145
OG0003813	XENTR10561, XENTR06474	bflo_08536
OG0003816	XENTR07578	bflo_07647, bflo_07324
OG0003817	XENTR01494	bflo_16520
OG0003818	XENTR08826	bflo_26938, bflo_10045
OG0003820	XENTR15816, XENTR15817	bflo_03485
OG0003821	XENTR02570, XENTR07045	bflo_11241
OG0003823	XENTR12892	bflo_01062
OG0003824	XENTR02218	bflo_01655
OG0003825	XENTR01217	bflo_06191
OG0003826	XENTR01516	bflo_20813
OG0003827	XENTR11304	bflo_26098
OG0003827	XENTR18626	bflo_25484, bflo_25483, bflo_26097
OG0003828	XENTR14525	bflo_16758
OG0003829	XENTR04012	bflo_16298
OG0003830	XENTR18560, XENTR14254	bflo_17896
OG0003831	XENTR03490	bflo_15015
OG0003832	XENTR00382, XENTR01228, XENTR01229	bflo_11645
OG0003833	XENTR15540	bflo_15287
OG0003834	XENTR04978, XENTR18533	bflo_13313
OG0003835	XENTR12732, XENTR12733	bflo_01951
OG0003836	XENTR11782, XENTR15896	bflo_14104
OG0003837	XENTR02506	bflo_04359
OG0003838	XENTR00914, XENTR03476	bflo_14249
OG0003839	XENTR13884	bflo_15827
OG0003840	XENTR12159	bflo_06986
OG0003841	XENTR12939	bflo_04276
OG0003842	XENTR06616	bflo_26499
OG0003844	XENTR07150	bflo_05707
OG0003845	XENTR04055	bflo_20330
OG0003846	XENTR02190, XENTR11317	bflo_08816
OG0003847	XENTR05448	bflo_18871
OG0003848	XENTR09160	bflo_27156, bflo_15576
OG0003849	XENTR02659, XENTR08320	bflo_06550, bflo_06870
OG0003850	XENTR05454	bflo_11358
OG0003851	XENTR02901	bflo_00750
OG0003852	XENTR01443, XENTR00580	bflo_07596
OG0003853	XENTR16563	bflo_21440
OG0003854	XENTR09846, XENTR03116	bflo_02025
OG0003855	XENTR18199	bflo_01488
OG0003856	XENTR05612	bflo_23888
OG0003857	XENTR10397	bflo_23884
OG0003859	XENTR18118	bflo_01769
OG0003861	XENTR12844	bflo_18325
OG0003862	XENTR03149	bflo_18081
OG0003863	XENTR10491, XENTR10490, XENTR02221, XENTR02222	bflo_08746
OG0003864	XENTR11994	bflo_17590
OG0003865	XENTR08410, XENTR08547	bflo_02430
OG0003866	XENTR06311	bflo_18467, bflo_18468
OG0003867	XENTR02863	bflo_24398
OG0003868	XENTR14790, XENTR09159, XENTR09158	bflo_15648
OG0003869	XENTR16798	bflo_18781
OG0003870	XENTR11422	bflo_10490
OG0003871	XENTR10829	bflo_21732
OG0003872	XENTR00808	bflo_16387
OG0003873	XENTR00180	bflo_24827
OG0003874	XENTR15862	bflo_06454
OG0003875	XENTR04436	bflo_10585
OG0003876	XENTR17136	bflo_25231
OG0003877	XENTR02745	bflo_22483
OG0003878	XENTR02554	bflo_11907
OG0003879	XENTR11236	bflo_01976
OG0003880	XENTR13950	bflo_21721
OG0003880	XENTR06094	bflo_21549
OG0003881	XENTR04081	bflo_12239
OG0003882	XENTR16402	bflo_12728
OG0003883	XENTR14642, XENTR14643, XENTR08760	bflo_09030
OG0003884	XENTR02661	bflo_08247
OG0003885	XENTR05759, XENTR02123	bflo_05699
OG0003886	XENTR01682	bflo_02594
OG0003887	XENTR11440	bflo_07640
OG0003888	XENTR15148	bflo_17272
OG0003890	XENTR06459, XENTR12480	bflo_14828, bflo_10736
OG0003892	XENTR00762	bflo_11576
OG0003893	XENTR13880	bflo_18061
OG0003894	XENTR06779	bflo_15776
OG0003895	XENTR15607	bflo_22849
OG0003896	XENTR17970, XENTR04800, XENTR16273	bflo_23104
OG0003897	XENTR09637	bflo_24684
OG0003898	XENTR00281	bflo_21662
OG0003899	XENTR07459	bflo_04990, bflo_04991
OG0003900	XENTR06624	bflo_22302
OG0003901	XENTR10660, XENTR18510	bflo_25007
OG0003903	XENTR11558	bflo_17448
OG0003904	XENTR05314	bflo_08053
OG0003905	XENTR09275	bflo_03154
OG0003906	XENTR05038	bflo_04877
OG0003907	XENTR03299	bflo_15071
OG0003909	XENTR13589	bflo_13163
OG0003910	XENTR07945	bflo_17784
OG0003911	XENTR02501	bflo_01450
OG0003912	XENTR18566, XENTR04975, XENTR07778	bflo_13927
OG0003913	XENTR15388	bflo_25822
OG0003914	XENTR02686	bflo_07842
OG0003915	XENTR02712, XENTR00701	bflo_22605
OG0003916	XENTR04593, XENTR05144	bflo_12715
OG0003917	XENTR00420, XENTR10594	bflo_14511
OG0003918	XENTR06731	bflo_07118
OG0003920	XENTR12856	bflo_17349
OG0003921	XENTR04630	bflo_01051
OG0003922	XENTR08412	bflo_24628, bflo_03949
OG0003923	XENTR04190	bflo_18828
OG0003925	XENTR05466	bflo_24965
OG0003927	XENTR06337, XENTR06338	bflo_21017, bflo_21016
OG0003929	XENTR03727	bflo_05243
OG0003930	XENTR10794	bflo_03015
OG0003931	XENTR10403	bflo_23064
OG0003933	XENTR11134, XENTR10793	bflo_12445
OG0003934	XENTR05679	bflo_25582
OG0003935	XENTR03877	bflo_09457, bflo_07075, bflo_19441
OG0003937	XENTR01997, XENTR01986	bflo_09216
OG0003938	XENTR15244	bflo_17513
OG0003939	XENTR04150	bflo_25332
OG0003940	XENTR04461	bflo_12482
OG0003941	XENTR10808	bflo_11126
OG0003942	XENTR17940	bflo_17261
OG0003944	XENTR06236	bflo_17891
OG0003945	XENTR18416	bflo_23336
OG0003946	XENTR08261, XENTR12173	bflo_08890
OG0003947	XENTR08870, XENTR02239	bflo_10038, bflo_26937
OG0003948	XENTR01906	bflo_21792
OG0003949	XENTR02519	bflo_04795, bflo_20040, bflo_04980
OG0003950	XENTR10159	bflo_04796
OG0003951	XENTR02805	bflo_10924
OG0003953	XENTR01614, XENTR03298	bflo_14350
OG0003954	XENTR15739, XENTR07597	bflo_06529
OG0003955	XENTR03281	bflo_15067
OG0003956	XENTR00432	bflo_25554
OG0003957	XENTR13241	bflo_12685
OG0003958	XENTR08137	bflo_07451
OG0003959	XENTR14787, XENTR19068, XENTR16821	bflo_16654
OG0003960	XENTR02354, XENTR13704	bflo_03368
OG0003961	XENTR09360	bflo_01052
OG0003962	XENTR09257, XENTR00890, XENTR15298, XENTR13042	bflo_14558
OG0003965	XENTR12041	bflo_01681
OG0003966	XENTR12845	bflo_18046
OG0003967	XENTR01385	bflo_23352
OG0003968	XENTR09674	bflo_09937
OG0003969	XENTR09036	bflo_11550
OG0003970	XENTR06325	bflo_08004
OG0003971	XENTR16415	bflo_09929
OG0003972	XENTR02960	bflo_13739
OG0003973	XENTR02390, XENTR13883	bflo_07614
OG0003974	XENTR05432	bflo_02985
OG0003979	XENTR10784	bflo_13970
OG0003979	XENTR12481	bflo_13702
OG0003979	XENTR16528	bflo_02449, bflo_15977
OG0003980	XENTR16662	bflo_08627, bflo_03797, bflo_07167
OG0003980	XENTR18634, XENTR16902, XENTR16903	bflo_01166, bflo_00464
OG0003981	XENTR10622, XENTR18919, XENTR15688, XENTR07637	bflo_21808, bflo_22063, bflo_22407, bflo_21233, bflo_06431
OG0003997	XENTR03284	bflo_17824
OG0003998	XENTR13053	bflo_19399
OG0003999	XENTR13639	bflo_00820
OG0004000	XENTR16850	bflo_02654
OG0004002	XENTR07505	bflo_05675
OG0004004	XENTR09365, XENTR00508	bflo_00245
OG0004005	XENTR08022	bflo_05822
OG0004007	XENTR00335, XENTR12145	bflo_25579
OG0004009	XENTR12738, XENTR07565	bflo_08409
OG0004010	XENTR15365	bflo_25494
OG0004011	XENTR09432, XENTR02695	bflo_07481
OG0004012	XENTR08974	bflo_10107
OG0004014	XENTR16545	bflo_01604
OG0004015	XENTR07793	bflo_27508, bflo_25882
OG0004016	XENTR08559	bflo_02411
OG0004017	XENTR14676	bflo_06408
OG0004018	XENTR14620	bflo_12053, bflo_12055
OG0004019	XENTR14133	bflo_03365
OG0004021	XENTR01515	bflo_20663
OG0004022	XENTR07692	bflo_03904, bflo_18302
OG0004024	XENTR10419	bflo_22710
OG0004025	XENTR15063	bflo_08844
OG0004027	XENTR05193, XENTR01694	bflo_19261
OG0004028	XENTR07292	bflo_08558
OG0004029	XENTR14070	bflo_19601, bflo_18630
OG0004031	XENTR02095	bflo_16318
OG0004032	XENTR14175, XENTR14174, XENTR10565	bflo_22471
OG0004033	XENTR07511	bflo_10163
OG0004035	XENTR18213, XENTR18419	bflo_13352
OG0004036	XENTR00661	bflo_04917
OG0004037	XENTR08593	bflo_21736
OG0004038	XENTR14795	bflo_25870
OG0004039	XENTR14249, XENTR17899	bflo_00182
OG0004040	XENTR03495	bflo_07645
OG0004041	XENTR00599	bflo_06689
OG0004042	XENTR16635	bflo_01092
OG0004043	XENTR06092	bflo_18420
OG0004044	XENTR01872	bflo_01005
OG0004045	XENTR13376	bflo_10090
OG0004046	XENTR13914	bflo_20151, bflo_12442
OG0004047	XENTR09809	bflo_07563, bflo_15046, bflo_16184, bflo_14780
OG0004048	XENTR08968, XENTR08876	bflo_05759
OG0004049	XENTR08475, XENTR05908, XENTR11386	bflo_17743
OG0004050	XENTR01327, XENTR01326	bflo_12480
OG0004051	XENTR17604, XENTR07177	bflo_00363
OG0004052	XENTR14748	bflo_07404
OG0004053	XENTR05712, XENTR12155	bflo_06844
OG0004054	XENTR03843, XENTR02105	bflo_17321
OG0004055	XENTR07492, XENTR07490, XENTR07491	bflo_18239, bflo_18237
OG0004056	XENTR16767, XENTR16960	bflo_08362
OG0004057	XENTR00723	bflo_03481
OG0004058	XENTR15687	bflo_03305
OG0004059	XENTR02089	bflo_09431
OG0004060	XENTR10032	bflo_10224
OG0004061	XENTR00001	bflo_25941
OG0004062	XENTR18647, XENTR08862, XENTR10337	bflo_09235
OG0004063	XENTR04591	bflo_04519
OG0004064	XENTR04196	bflo_06053
OG0004065	XENTR13020	bflo_24951
OG0004066	XENTR12212	bflo_16131, bflo_16076
OG0004067	XENTR14385	bflo_21757
OG0004068	XENTR08780	bflo_04452
OG0004069	XENTR09185	bflo_07987
OG0004070	XENTR11830	bflo_23729
OG0004071	XENTR01305, XENTR15592, XENTR09667, XENTR09668	bflo_16403
OG0004073	XENTR11511, XENTR02540	bflo_03411
OG0004073	XENTR06765	bflo_16850
OG0004075	XENTR00982	bflo_12360
OG0004076	XENTR13769	bflo_06535
OG0004077	XENTR16417	bflo_27169, bflo_16619
OG0004079	XENTR01034	bflo_15451
OG0004080	XENTR04210, XENTR17702	bflo_18882
OG0004081	XENTR09630, XENTR16082	bflo_21861
OG0004082	XENTR03276	bflo_00978
OG0004083	XENTR09602	bflo_19440
OG0004084	XENTR03635	bflo_14479, bflo_04730
OG0004085	XENTR02748	bflo_21712
OG0004086	XENTR00590	bflo_15527
OG0004087	XENTR08763	bflo_00774
OG0004088	XENTR12362, XENTR11015	bflo_08888
OG0004089	XENTR15591	bflo_24435
OG0004090	XENTR05223	bflo_02550
OG0004091	XENTR04711	bflo_25537
OG0004092	XENTR15001, XENTR15101	bflo_18722
OG0004093	XENTR15684	bflo_10011
OG0004094	XENTR14516	bflo_17070
OG0004095	XENTR04765	bflo_08947
OG0004096	XENTR04695	bflo_25120, bflo_16105
OG0004097	XENTR14379	bflo_23785
OG0004098	XENTR09195, XENTR00362	bflo_25548
OG0004099	XENTR03906	bflo_23751
OG0004100	XENTR15549, XENTR15547	bflo_10859
OG0004101	XENTR13964	bflo_02365, bflo_02328
OG0004102	XENTR02021	bflo_10530
OG0004103	XENTR02995, XENTR02996	bflo_18116, bflo_01589
OG0004104	XENTR08622	bflo_06763
OG0004105	XENTR00235	bflo_05301
OG0004108	XENTR07571	bflo_14163
OG0004110	XENTR18262	bflo_06903
OG0004111	XENTR05171, XENTR05170, XENTR05169, XENTR05168	bflo_06133
OG0004112	XENTR18035	bflo_05743
OG0004113	XENTR11125	bflo_11906
OG0004114	XENTR11643	bflo_18466
OG0004115	XENTR10408	bflo_24357
OG0004116	XENTR06030	bflo_14868
OG0004117	XENTR06588	bflo_06359
OG0004118	XENTR00736	bflo_11032
OG0004119	XENTR07270	bflo_05817
OG0004120	XENTR09438	bflo_06902
OG0004121	XENTR08429	bflo_24414
OG0004123	XENTR18443, XENTR02606	bflo_01120
OG0004124	XENTR02997, XENTR06594	bflo_01444
OG0004125	XENTR09786	bflo_02477
OG0004126	XENTR02624, XENTR17192	bflo_12737
OG0004128	XENTR07972	bflo_11243
OG0004129	XENTR05980	bflo_11922
OG0004131	XENTR00865	bflo_16570
OG0004132	XENTR08207	bflo_13046, bflo_13126
OG0004133	XENTR08580, XENTR08835	bflo_21730
OG0004134	XENTR10228	bflo_09300
OG0004135	XENTR14499	bflo_23100
OG0004136	XENTR14548	bflo_25663, bflo_25662
OG0004137	XENTR05727	bflo_05477
OG0004139	XENTR09190, XENTR12366, XENTR15382	bflo_26265, bflo_12568
OG0004140	XENTR05945	bflo_13590
OG0004141	XENTR07977	bflo_11700
OG0004142	XENTR15552	bflo_11007
OG0004143	XENTR14330	bflo_04320
OG0004144	XENTR10488, XENTR16335	bflo_18803
OG0004145	XENTR06685	bflo_17954
OG0004146	XENTR10320	bflo_20192
OG0004147	XENTR18396	bflo_26420
OG0004148	XENTR06933	bflo_18685
OG0004149	XENTR10834	bflo_22473
OG0004150	XENTR03403	bflo_09053
OG0004151	XENTR00487	bflo_13322
OG0004153	XENTR02143	bflo_07572, bflo_07571
OG0004154	XENTR06055	bflo_05130, bflo_01086
OG0004155	XENTR16141	bflo_23494
OG0004156	XENTR00751, XENTR10996	bflo_12353
OG0004157	XENTR18358	bflo_11422
OG0004158	XENTR18490	bflo_02113
OG0004159	XENTR12092	bflo_05541
OG0004160	XENTR00315	bflo_25508
OG0004161	XENTR09910	bflo_13481, bflo_27086
OG0004163	XENTR08707	bflo_05333, bflo_05332, bflo_10119
OG0004164	XENTR07551, XENTR07533	bflo_07953
OG0004166	XENTR02693	bflo_10003
OG0004167	XENTR11620	bflo_06366
OG0004168	XENTR07704	bflo_03869
OG0004169	XENTR16574	bflo_23613
OG0004170	XENTR12679	bflo_08931
OG0004171	XENTR11673	bflo_08244
OG0004174	XENTR05736	bflo_25477
OG0004175	XENTR11021	bflo_13043
OG0004176	XENTR01051	bflo_07261
OG0004178	XENTR17208	bflo_11717
OG0004179	XENTR12520, XENTR09133	bflo_23006
OG0004180	XENTR17753, XENTR17078	bflo_19742
OG0004181	XENTR05491	bflo_14869
OG0004182	XENTR11405	bflo_17268, bflo_17270, bflo_04774
OG0004183	XENTR10310	bflo_08248
OG0004184	XENTR07501	bflo_17251
OG0004185	XENTR07973	bflo_21307
OG0004186	XENTR14918, XENTR07489	bflo_07573
OG0004187	XENTR07777, XENTR12420, XENTR19105	bflo_13222
OG0004188	XENTR01635, XENTR09043	bflo_11714, bflo_16377
OG0004189	XENTR04045, XENTR00785	bflo_20223
OG0004190	XENTR07315	bflo_23894
OG0004197	XENTR07183, XENTR03350	bflo_24807
OG0004214	XENTR02140	bflo_05900
OG0004215	XENTR11110	bflo_20025
OG0004216	XENTR16489	bflo_12603
OG0004217	XENTR12749	bflo_14087
OG0004218	XENTR09333	bflo_21045, bflo_20460
OG0004219	XENTR05410	bflo_02280
OG0004220	XENTR19132	bflo_01267
OG0004223	XENTR11343	bflo_01727
OG0004225	XENTR05236, XENTR01889	bflo_00301
OG0004226	XENTR12961	bflo_19811
OG0004227	XENTR09239	bflo_25102
OG0004228	XENTR12759, XENTR03636	bflo_01224
OG0004229	XENTR09293	bflo_07812
OG0004230	XENTR06029, XENTR18693	bflo_14845
OG0004231	XENTR07588	bflo_05384
OG0004232	XENTR14755	bflo_10173
OG0004234	XENTR06240	bflo_24057, bflo_24055
OG0004235	XENTR07323	bflo_23719
OG0004236	XENTR09087	bflo_07373
OG0004237	XENTR03566	bflo_14843
OG0004239	XENTR02464	bflo_16055
OG0004241	XENTR07243	bflo_22009
