Orthogroup	XENTR	BRAFL
OG0000446	XENTR12284	bflo_01471
OG0000446	XENTR09860	bflo_04727
OG0000446	XENTR14711	bflo_01065
OG0000447	XENTR03570, XENTR16310, XENTR06964, XENTR06423	bflo_14311
OG0000448	XENTR09535, XENTR16808, XENTR10820	bflo_14676, bflo_14718
OG0000449	XENTR11061, XENTR11430, XENTR11429, XENTR15332, XENTR15333, XENTR07792	bflo_07112, bflo_17674
OG0000450	XENTR14894, XENTR03676	bflo_20906
OG0000452	XENTR18629, XENTR05081, XENTR05083, XENTR05082, XENTR05084, XENTR05080, XENTR03838, XENTR03829	bflo_11354, bflo_12133, bflo_11353, bflo_14618
OG0000454	XENTR15860	bflo_06561
OG0000458	XENTR03626, XENTR03627, XENTR03628	bflo_06803
OG0000458	XENTR03637, XENTR04639, XENTR17840	bflo_06805, bflo_06666, bflo_04696
OG0000458	XENTR12853, XENTR09327	bflo_19919, bflo_20979
OG0000460	XENTR16884	bflo_14319
OG0000461	XENTR16800	bflo_07181, bflo_00203
OG0000463	XENTR15683, XENTR18055	bflo_09114
OG0000463	XENTR05720, XENTR03129	bflo_05598
OG0000465	XENTR04514	bflo_00794
OG0000465	XENTR12030	bflo_24499
OG0000467	XENTR13171, XENTR04831, XENTR01243, XENTR00763	bflo_11110
OG0000468	XENTR14149, XENTR14150, XENTR14148, XENTR14151	bflo_03275, bflo_03654, bflo_03645, bflo_03264, bflo_03637, bflo_12349, bflo_09961, bflo_09959, bflo_09520
OG0000468	XENTR15317	bflo_23431
OG0000469	XENTR07061, XENTR03510, XENTR16136, XENTR06384, XENTR06808	bflo_11324
OG0000469	XENTR18040, XENTR09815	bflo_04725
OG0000470	XENTR07308, XENTR18456, XENTR08990	bflo_08491
OG0000471	XENTR04919, XENTR04918, XENTR05004, XENTR08938, XENTR10122, XENTR08750	bflo_06159, bflo_05125
OG0000472	XENTR12363	bflo_17690, bflo_02139
OG0000475	XENTR00403, XENTR16167	bflo_02919
OG0000476	XENTR14517	bflo_17083
OG0000476	XENTR09662	bflo_06569, bflo_06568, bflo_06570
OG0000477	XENTR00334, XENTR13821, XENTR13822, XENTR08089, XENTR15364, XENTR15363	bflo_19342
OG0000478	XENTR07036	bflo_13973, bflo_13972
OG0000478	XENTR06378, XENTR05970	bflo_22125
OG0000479	XENTR00167, XENTR14181	bflo_17734
OG0000479	XENTR15349, XENTR00798	bflo_20950
OG0000480	XENTR10551, XENTR10531, XENTR04392, XENTR10532, XENTR01398, XENTR09020, XENTR09018, XENTR09017	bflo_24500, bflo_24748
OG0000481	XENTR18341	bflo_20169, bflo_20171
OG0000481	XENTR16095	bflo_15712
OG0000481	XENTR07539, XENTR12694	bflo_07346
OG0000482	XENTR00585	bflo_09175
OG0000485	XENTR04208, XENTR03378	bflo_18606
OG0000485	XENTR10818	bflo_25560, bflo_16150
OG0000486	XENTR07282, XENTR04857	bflo_25698, bflo_15799, bflo_16994, bflo_13974, bflo_02817, bflo_07531
OG0000487	XENTR02388	bflo_09879
OG0000487	XENTR15492	bflo_14910, bflo_09870, bflo_09874, bflo_14913
OG0000488	XENTR13001, XENTR13002	bflo_07158, bflo_07132, bflo_01931
OG0000488	XENTR02455	bflo_26845, bflo_07048
OG0000488	XENTR06662, XENTR09002	bflo_12530
OG0000489	XENTR00237, XENTR09516, XENTR00238, XENTR11465	bflo_01733
OG0000490	XENTR04016, XENTR06481, XENTR16561, XENTR06162, XENTR06161	bflo_16287
OG0000492	XENTR11196, XENTR12070, XENTR12069, XENTR01257	bflo_10701
OG0000494	XENTR11154, XENTR04560, XENTR01512, XENTR10308	bflo_21012
OG0000495	XENTR00150, XENTR00149	bflo_17328, bflo_17329, bflo_20028, bflo_14633, bflo_25150, bflo_26792, bflo_05352, bflo_14634, bflo_17330
OG0000496	XENTR02898	bflo_02965
OG0000497	XENTR12510, XENTR13344	bflo_09440
OG0000497	XENTR06183, XENTR09162	bflo_16465
OG0000498	XENTR06646, XENTR04610, XENTR08348, XENTR02958, XENTR10209	bflo_13583
OG0000499	XENTR04148	bflo_18253
OG0000503	XENTR11822, XENTR11424, XENTR11425, XENTR12881, XENTR12882	bflo_10348
OG0000503	XENTR10022	bflo_17082
OG0000504	XENTR18610, XENTR02766, XENTR13287, XENTR05277	bflo_06289
OG0000505	XENTR15726, XENTR09584, XENTR09585, XENTR10436, XENTR09693, XENTR09694	bflo_07768
OG0000505	XENTR09583, XENTR09695	bflo_07767
OG0000506	XENTR17321, XENTR17322, XENTR10543, XENTR09706, XENTR05906	bflo_22129
OG0000508	XENTR06935	bflo_18835
OG0000508	XENTR13428	bflo_00915
OG0000508	XENTR01138, XENTR16721	bflo_20411
OG0000510	XENTR16454, XENTR14055, XENTR06353, XENTR15990	bflo_00250
OG0000511	XENTR03618	bflo_11858
OG0000512	XENTR01879, XENTR19023, XENTR09415, XENTR09416, XENTR09410, XENTR05857, XENTR13275	bflo_08124
OG0000514	XENTR05611, XENTR01673	bflo_04358
OG0000515	XENTR09527	bflo_07840, bflo_19448
OG0000516	XENTR10354, XENTR15576, XENTR10452	bflo_04958, bflo_04964, bflo_04978, bflo_04972, bflo_04974, bflo_04979, bflo_04981, bflo_04962, bflo_04969, bflo_04966, bflo_04961, bflo_04983, bflo_04986, bflo_04976, bflo_04732, bflo_03764, bflo_22939, bflo_13085
OG0000516	XENTR08167	bflo_13506
OG0000517	XENTR07207, XENTR12249, XENTR12247, XENTR12246, XENTR12245, XENTR12244, XENTR14728, XENTR14724, XENTR14725, XENTR14727, XENTR14726, XENTR14718, XENTR14721, XENTR14722, XENTR14723, XENTR14717, XENTR14719, XENTR14720	bflo_02363, bflo_03618
OG0000519	XENTR04553	bflo_04746, bflo_19841
OG0000521	XENTR12652, XENTR09000, XENTR04152, XENTR14112	bflo_10380
OG0000522	XENTR11563	bflo_10022, bflo_10021
OG0000523	XENTR06979, XENTR10287, XENTR12571	bflo_05805
OG0000524	XENTR09435	bflo_07612
OG0000525	XENTR09923, XENTR09922	bflo_16581
OG0000525	XENTR10927, XENTR01759, XENTR09125	bflo_22957
OG0000526	XENTR14537, XENTR00608	bflo_03466, bflo_05443, bflo_05444, bflo_21568, bflo_09245, bflo_14836, bflo_08760, bflo_15247, bflo_13787, bflo_26442, bflo_00822, bflo_00641, bflo_26490, bflo_00115, bflo_21914, bflo_03791, bflo_21569
OG0000527	XENTR01298, XENTR15872	bflo_01262
OG0000528	XENTR08509, XENTR02076, XENTR15793, XENTR01661	bflo_07977
OG0000529	XENTR16534, XENTR03224, XENTR04094	bflo_24350
OG0000530	XENTR09841, XENTR08688, XENTR03985	bflo_25160
OG0000531	XENTR02904, XENTR08406, XENTR08407	bflo_00390
OG0000532	XENTR11367, XENTR18190	bflo_17770
OG0000534	XENTR08607, XENTR06202, XENTR06939	bflo_19475
OG0000535	XENTR14528, XENTR12170	bflo_23349
OG0000537	XENTR00659, XENTR02728	bflo_21616
OG0000537	XENTR00658, XENTR02729	bflo_21615
OG0000539	XENTR10441, XENTR14195, XENTR00186, XENTR17569, XENTR17568, XENTR17566, XENTR17565, XENTR18965, XENTR17563, XENTR17561, XENTR17562, XENTR17564, XENTR10440, XENTR18473, XENTR17567, XENTR14472	bflo_11764, bflo_18430, bflo_04586, bflo_01715, bflo_09848, bflo_04616, bflo_10638, bflo_10636, bflo_19528
OG0000540	XENTR15064, XENTR01264, XENTR01978, XENTR04538, XENTR06456, XENTR08645, XENTR01979, XENTR12381, XENTR04201, XENTR06226, XENTR14996	bflo_00156, bflo_00167, bflo_00147, bflo_00174, bflo_00178, bflo_00136, bflo_26475, bflo_00126, bflo_26547, bflo_26513, bflo_00098, bflo_26502, bflo_26564, bflo_26524, bflo_26482
OG0000542	XENTR03401	bflo_00805
OG0000544	XENTR08814, XENTR13831	bflo_14131
OG0000544	XENTR06733	bflo_07969
OG0000544	XENTR12470	bflo_25327
OG0000545	XENTR03840	bflo_18231
OG0000545	XENTR09092, XENTR14538, XENTR09005, XENTR11985	bflo_12226
OG0000546	XENTR11453, XENTR09359, XENTR11507, XENTR10138	bflo_22147
OG0000547	XENTR07965, XENTR07966	bflo_19336
OG0000548	XENTR15842, XENTR12691, XENTR12827	bflo_09374
OG0000548	XENTR14858, XENTR16215	bflo_10945
OG0000548	XENTR09279	bflo_11390
OG0000550	XENTR07186	bflo_20434, bflo_02305, bflo_02304
OG0000552	XENTR04244	bflo_07608
OG0000552	XENTR15303	bflo_14381
OG0000553	XENTR15181, XENTR02641, XENTR10623, XENTR10625, XENTR10624	bflo_01191
OG0000553	XENTR07370	bflo_23301
OG0000554	XENTR16835	bflo_10796
OG0000560	XENTR09304	bflo_21065, bflo_17516, bflo_25084, bflo_24948, bflo_24301, bflo_25087, bflo_24121, bflo_24472, bflo_25015
OG0000561	XENTR08505	bflo_08446, bflo_27388, bflo_22174
OG0000561	XENTR08504, XENTR11638, XENTR07523	bflo_22164
OG0000562	XENTR08112	bflo_01967
OG0000562	XENTR00450, XENTR10477	bflo_12589, bflo_27046
OG0000564	XENTR11680, XENTR00195, XENTR13086	bflo_12710
OG0000564	XENTR11650, XENTR00592	bflo_11709
OG0000565	XENTR14800	bflo_23423, bflo_00721, bflo_21031, bflo_25370, bflo_12816, bflo_06157, bflo_02938, bflo_02291
OG0000566	XENTR02577	bflo_04927
OG0000567	XENTR01468, XENTR04575, XENTR17225	bflo_12747, bflo_00564
OG0000567	XENTR15381	bflo_26349, bflo_16510
OG0000570	XENTR18916, XENTR18917, XENTR14036, XENTR01676	bflo_05300, bflo_11340
OG0000572	XENTR13098, XENTR15792	bflo_05895
OG0000572	XENTR15287, XENTR08060, XENTR08059	bflo_23930
OG0000573	XENTR00290, XENTR12035, XENTR12034	bflo_24510
OG0000573	XENTR08127	bflo_06124
OG0000574	XENTR07582	bflo_23185
OG0000574	XENTR07361	bflo_23738
OG0000574	XENTR06500	bflo_15787
OG0000575	XENTR00803, XENTR15351, XENTR11211, XENTR03152	bflo_22268
OG0000576	XENTR13035	bflo_00644
OG0000579	XENTR09281, XENTR02526, XENTR06804, XENTR04843, XENTR06803, XENTR06802	bflo_12221
OG0000580	XENTR15703, XENTR08338	bflo_03722
OG0000581	XENTR03879	bflo_17912
OG0000581	XENTR01643, XENTR03880, XENTR01642	bflo_13400
OG0000582	XENTR06486, XENTR09933, XENTR15164, XENTR11764	bflo_16708
OG0000584	XENTR09173, XENTR03997, XENTR04670	bflo_25906, bflo_25368, bflo_25269
OG0000585	XENTR12848, XENTR02849, XENTR01232	bflo_12167
OG0000587	XENTR08579, XENTR15453, XENTR11141, XENTR11142	bflo_22172
OG0000587	XENTR02064	bflo_21539
OG0000588	XENTR06511, XENTR13248, XENTR15252	bflo_25659
OG0000588	XENTR17128	bflo_18379
OG0000589	XENTR11197, XENTR12066, XENTR01256, XENTR01604	bflo_16480, bflo_24537
OG0000590	XENTR14925, XENTR01750, XENTR12267, XENTR05220	bflo_02465
OG0000590	XENTR09959, XENTR09960, XENTR17798, XENTR17799	bflo_13755
OG0000591	XENTR07336	bflo_23823, bflo_04558
OG0000591	XENTR09716	bflo_22417
OG0000592	XENTR09881	bflo_18186
OG0000592	XENTR09851	bflo_18254, bflo_09136
OG0000593	XENTR16603, XENTR04787, XENTR09811	bflo_23756
OG0000593	XENTR16946, XENTR10994, XENTR15779, XENTR02468	bflo_12794
OG0000594	XENTR12851, XENTR04133, XENTR12850, XENTR02361	bflo_12009, bflo_11236
OG0000597	XENTR17671, XENTR17670, XENTR19170, XENTR01128	bflo_20762, bflo_20033
OG0000597	XENTR02665, XENTR08682	bflo_08218
OG0000598	XENTR17433, XENTR13111	bflo_25963, bflo_16715, bflo_16732, bflo_17037, bflo_04486, bflo_11146, bflo_17022, bflo_13619, bflo_06514, bflo_02922, bflo_24307, bflo_22284, bflo_18492, bflo_20322, bflo_18127, bflo_06098
OG0000601	XENTR17602, XENTR17601, XENTR02697	bflo_23194, bflo_02476, bflo_02479
OG0000602	XENTR02033, XENTR02032, XENTR03241	bflo_21292
OG0000602	XENTR03242, XENTR15509, XENTR02031	bflo_21257
OG0000603	XENTR06631, XENTR12110, XENTR06556	bflo_04842
OG0000604	XENTR12659	bflo_14466
OG0000607	XENTR11195, XENTR11194, XENTR10165, XENTR14318, XENTR01251	bflo_03955
OG0000609	XENTR09031, XENTR09032	bflo_06226
OG0000609	XENTR02746, XENTR02747	bflo_10430, bflo_12331, bflo_11801, bflo_12180, bflo_10255, bflo_10429
OG0000609	XENTR09422	bflo_02450
OG0000609	XENTR03782	bflo_25757, bflo_26350
OG0000610	XENTR06743, XENTR10275	bflo_06848
OG0000610	XENTR09167, XENTR16828	bflo_16219
OG0000611	XENTR07697, XENTR14370	bflo_14598
OG0000611	XENTR00513	bflo_13769
OG0000612	XENTR02014, XENTR19287	bflo_08808
OG0000612	XENTR02467	bflo_13076
OG0000613	XENTR09622, XENTR03003, XENTR12862	bflo_01058
OG0000613	XENTR14077, XENTR01460	bflo_06280
OG0000614	XENTR14290	bflo_05248, bflo_12534, bflo_23560
OG0000615	XENTR05253	bflo_21223
OG0000616	XENTR16458	bflo_16048
OG0000617	XENTR02359	bflo_11487
OG0000617	XENTR09657	bflo_05006
OG0000619	XENTR02022	bflo_22484
OG0000621	XENTR03684, XENTR03685, XENTR04417	bflo_04514
OG0000623	XENTR07882	bflo_05993
OG0000623	XENTR16677, XENTR03896	bflo_18608, bflo_22702
OG0000624	XENTR10751, XENTR05400	bflo_18705
OG0000625	XENTR00631, XENTR00632, XENTR00633, XENTR10082	bflo_13602
OG0000626	XENTR08195, XENTR07632	bflo_01067
OG0000627	XENTR10097, XENTR14582	bflo_11148
OG0000628	XENTR12865, XENTR04952	bflo_04338
OG0000628	XENTR02456, XENTR13000	bflo_04756
OG0000629	XENTR17454	bflo_19152, bflo_03279
OG0000629	XENTR04462, XENTR11794	bflo_03281
OG0000634	XENTR18822, XENTR18823, XENTR19156	bflo_23919
OG0000635	XENTR06487	bflo_02736, bflo_02604, bflo_11708
OG0000635	XENTR02072, XENTR02107	bflo_25135, bflo_22251
OG0000636	XENTR11087, XENTR12476	bflo_10717, bflo_05158
OG0000637	XENTR17167	bflo_15987
OG0000637	XENTR09803	bflo_13690
OG0000639	XENTR14136, XENTR08621	bflo_00204
OG0000639	XENTR10212, XENTR12548, XENTR02478	bflo_13390
OG0000641	XENTR18866, XENTR07217, XENTR07208, XENTR07216, XENTR07215, XENTR07214, XENTR07213, XENTR07212, XENTR07211, XENTR07209, XENTR07210, XENTR17075	bflo_03831, bflo_26728, bflo_00901, bflo_00902
OG0000642	XENTR11733	bflo_06990
OG0000643	XENTR12663, XENTR11361	bflo_25724
OG0000643	XENTR10328	bflo_20210
OG0000645	XENTR00518	bflo_13206
OG0000645	XENTR04338, XENTR04602	bflo_08017
OG0000646	XENTR04406	bflo_24088
OG0000646	XENTR07263, XENTR07262, XENTR17137	bflo_12788
OG0000647	XENTR08053, XENTR13028, XENTR13027	bflo_10183
OG0000647	XENTR17079	bflo_23085
OG0000648	XENTR08177	bflo_12702
OG0000648	XENTR08178, XENTR10991	bflo_12700
OG0000649	XENTR03771, XENTR03773, XENTR03774, XENTR03772, XENTR03775, XENTR11809	bflo_19169, bflo_02204, bflo_23734
OG0000650	XENTR04168, XENTR03784, XENTR10606, XENTR15613, XENTR12436, XENTR12437, XENTR18300, XENTR00412	bflo_07845, bflo_02924
OG0000651	XENTR05217, XENTR03187	bflo_00909
OG0000652	XENTR06008, XENTR00729, XENTR09669	bflo_12260
OG0000654	XENTR06209, XENTR17283, XENTR15108, XENTR08609	bflo_02577
OG0000657	XENTR09582, XENTR05287	bflo_05126
OG0000660	XENTR01113	bflo_04466
OG0000660	XENTR00531	bflo_18320
OG0000660	XENTR03245	bflo_04617
OG0000662	XENTR12483	bflo_09255
OG0000662	XENTR01671, XENTR04789	bflo_23849
OG0000664	XENTR18935, XENTR10788, XENTR02592	bflo_11369
OG0000665	XENTR10286, XENTR14432, XENTR14325, XENTR18084, XENTR14324	bflo_06772
OG0000666	XENTR13165	bflo_11545
OG0000670	XENTR12241, XENTR00704, XENTR09058, XENTR03191, XENTR03192, XENTR07429	bflo_21701
OG0000671	XENTR09206	bflo_02768, bflo_02771, bflo_02770
OG0000671	XENTR09653, XENTR02371, XENTR07969, XENTR16879, XENTR00381	bflo_02233, bflo_02719
OG0000672	XENTR10536, XENTR18111	bflo_21591
OG0000672	XENTR14352	bflo_18607
OG0000674	XENTR01435, XENTR06759	bflo_03109
OG0000674	XENTR08702	bflo_09819
OG0000676	XENTR05112, XENTR10868	bflo_01208
OG0000676	XENTR08597, XENTR02025, XENTR07079	bflo_21661
OG0000680	XENTR17739	bflo_11480, bflo_11478, bflo_12784, bflo_11600, bflo_11950, bflo_11953, bflo_06681
OG0000680	XENTR03777, XENTR07100	bflo_06524, bflo_11051, bflo_11738
OG0000681	XENTR01035, XENTR10823	bflo_15452
OG0000681	XENTR02583, XENTR09876, XENTR09875	bflo_09887
OG0000682	XENTR06453, XENTR17621, XENTR15062	bflo_10546, bflo_10014
OG0000683	XENTR15130	bflo_08553
OG0000683	XENTR06503, XENTR00426	bflo_25223
OG0000684	XENTR16125, XENTR03725, XENTR09968, XENTR03724	bflo_13113
OG0000685	XENTR05435, XENTR04446, XENTR00393	bflo_08805
OG0000690	XENTR12763, XENTR09156	bflo_00919
OG0000690	XENTR16042	bflo_17423
OG0000690	XENTR13758	bflo_25725
OG0000691	XENTR12556, XENTR00454	bflo_13891
OG0000691	XENTR14240, XENTR02488	bflo_01480
OG0000692	XENTR09451	bflo_03456, bflo_18236, bflo_07356, bflo_24982, bflo_16738
OG0000693	XENTR17235, XENTR06541	bflo_24457
OG0000693	XENTR06151	bflo_15843
OG0000694	XENTR09772	bflo_16417
OG0000695	XENTR16234, XENTR16120, XENTR14294, XENTR14295, XENTR16607	bflo_15602, bflo_23371, bflo_00832, bflo_20412
OG0000696	XENTR00213	bflo_01530
OG0000696	XENTR05925	bflo_11008
OG0000697	XENTR02874, XENTR02556, XENTR06818, XENTR11308	bflo_12428
OG0000698	XENTR12807, XENTR11709	bflo_11041
OG0000699	XENTR08574, XENTR15520, XENTR15465	bflo_22458
OG0000700	XENTR17342, XENTR09480	bflo_03482
OG0000701	XENTR08735, XENTR08734, XENTR08926, XENTR08927, XENTR06451, XENTR01949	bflo_10548
OG0000702	XENTR11939, XENTR05068, XENTR14141	bflo_12229
OG0000703	XENTR08730, XENTR08729, XENTR05594	bflo_07565
OG0000704	XENTR15117	bflo_08996
OG0000705	XENTR06402, XENTR07055, XENTR06403, XENTR06404, XENTR15141, XENTR02844, XENTR07060, XENTR01447, XENTR09187, XENTR09186	bflo_03840
OG0000706	XENTR02593	bflo_11940
OG0000707	XENTR09827	bflo_08834
OG0000708	XENTR03991	bflo_25666
OG0000708	XENTR06811	bflo_11530
OG0000709	XENTR12794	bflo_24062
OG0000710	XENTR00408, XENTR00504	bflo_13156
OG0000711	XENTR10807	bflo_03306
OG0000711	XENTR17290, XENTR14028	bflo_03574, bflo_02975
OG0000711	XENTR12075, XENTR10806	bflo_04395
OG0000712	XENTR04994, XENTR00668, XENTR15876, XENTR04890	bflo_26526, bflo_14133
OG0000713	XENTR18876, XENTR06309	bflo_21867, bflo_21513, bflo_02677
OG0000715	XENTR03141, XENTR05201, XENTR15992	bflo_19456
OG0000716	XENTR06302, XENTR07615, XENTR18854, XENTR11906	bflo_18078
OG0000718	XENTR16847, XENTR16460, XENTR09687, XENTR17406, XENTR09096, XENTR10099	bflo_19048
OG0000720	XENTR00549, XENTR11251	bflo_07282
OG0000721	XENTR07131, XENTR04541	bflo_20743
OG0000721	XENTR08795, XENTR14738, XENTR09604	bflo_17766
OG0000722	XENTR06651, XENTR07504, XENTR09493, XENTR17327	bflo_12630, bflo_12642
OG0000723	XENTR06009, XENTR11290, XENTR01819, XENTR06799	bflo_16835, bflo_07774, bflo_07630, bflo_05135, bflo_22054
OG0000725	XENTR04704, XENTR14529	bflo_16019
OG0000725	XENTR04435	bflo_20478
OG0000726	XENTR09424, XENTR03808	bflo_19350
OG0000730	XENTR05215, XENTR00132	bflo_18664
OG0000730	XENTR03375, XENTR12898	bflo_18663
OG0000732	XENTR11927, XENTR08594	bflo_21787
OG0000732	XENTR13213, XENTR00357	bflo_25639
OG0000733	XENTR12956, XENTR09501, XENTR05537	bflo_12810
OG0000733	XENTR08499	bflo_07935
OG0000734	XENTR06181, XENTR01296	bflo_15574
OG0000735	XENTR03017, XENTR16831, XENTR00243, XENTR00244	bflo_01496
OG0000736	XENTR15994, XENTR08563	bflo_26430
OG0000736	XENTR05404, XENTR04965, XENTR02910	bflo_00735
OG0000738	XENTR01705, XENTR04970	bflo_25128, bflo_24022
OG0000738	XENTR10746	bflo_25060, bflo_24960, bflo_25061, bflo_25008, bflo_24685
OG0000740	XENTR18507, XENTR17533, XENTR10575, XENTR10574	bflo_19201
OG0000740	XENTR09702	bflo_08713
OG0000743	XENTR01379, XENTR11189, XENTR01696	bflo_23103
OG0000743	XENTR01380, XENTR01695	bflo_23390
OG0000744	XENTR04571, XENTR16235, XENTR02481	bflo_07888, bflo_08706, bflo_13928
OG0000745	XENTR18661, XENTR01647	bflo_22342
OG0000746	XENTR13882, XENTR13881, XENTR13885	bflo_16695, bflo_16866, bflo_16868, bflo_16812
OG0000748	XENTR10860, XENTR10861	bflo_00355
OG0000749	XENTR13529, XENTR13528	bflo_11190
OG0000750	XENTR09003, XENTR08374	bflo_19081
OG0000750	XENTR09731	bflo_11013, bflo_00072, bflo_18053, bflo_18708
OG0000751	XENTR03358, XENTR00118	bflo_19051, bflo_18792
OG0000751	XENTR09818	bflo_08486
OG0000752	XENTR14203	bflo_09173
OG0000752	XENTR03680	bflo_17530
OG0000752	XENTR00306, XENTR11450	bflo_25764
OG0000753	XENTR13232	bflo_07197
OG0000753	XENTR16935, XENTR06041, XENTR06042	bflo_21758
OG0000755	XENTR15916, XENTR06639, XENTR08361, XENTR08360	bflo_13054
OG0000757	XENTR10378	bflo_18826, bflo_04296
OG0000758	XENTR12870, XENTR12401, XENTR02503, XENTR06058	bflo_01097
OG0000759	XENTR01884, XENTR05238, XENTR18352	bflo_02579, bflo_02659
OG0000760	XENTR10725, XENTR13468	bflo_11514
OG0000761	XENTR17935, XENTR12007, XENTR15207, XENTR01309	bflo_16367
OG0000762	XENTR07103, XENTR01118, XENTR14074	bflo_02491, bflo_02535
OG0000763	XENTR05044, XENTR08259, XENTR08260, XENTR18281	bflo_06587
OG0000765	XENTR01990, XENTR01184	bflo_08626
OG0000766	XENTR13873, XENTR17891, XENTR13807, XENTR00551	bflo_05997
OG0000767	XENTR03830, XENTR11683, XENTR00589	bflo_14537, bflo_17883
OG0000768	XENTR00756, XENTR13472, XENTR18974	bflo_12288
OG0000772	XENTR07457, XENTR07456, XENTR07455	bflo_08683
OG0000772	XENTR08353	bflo_13063
OG0000774	XENTR04669, XENTR14580	bflo_25631
OG0000774	XENTR04231	bflo_23899
OG0000775	XENTR09141	bflo_25667
OG0000775	XENTR01130	bflo_18209, bflo_17805, bflo_18208, bflo_16771, bflo_00359, bflo_15150
OG0000777	XENTR13724	bflo_23099
OG0000778	XENTR03112, XENTR04100	bflo_12322, bflo_00934
OG0000779	XENTR06178	bflo_16829
OG0000779	XENTR02460, XENTR07467, XENTR06587	bflo_05592
OG0000780	XENTR11708	bflo_13962
OG0000780	XENTR10194	bflo_25174
OG0000781	XENTR15057	bflo_25793, bflo_17209, bflo_17450, bflo_17842
OG0000782	XENTR08315, XENTR12833, XENTR02660	bflo_25636
OG0000784	XENTR00277, XENTR07231, XENTR09268	bflo_22377, bflo_22425
OG0000784	XENTR13377	bflo_26168, bflo_10268, bflo_09560
OG0000786	XENTR02070	bflo_22842
OG0000786	XENTR07423, XENTR02335, XENTR02338, XENTR02336, XENTR00867, XENTR12186	bflo_21670
OG0000787	XENTR02696, XENTR08733, XENTR12281, XENTR08846	bflo_08501
OG0000788	XENTR04467, XENTR16399	bflo_03223
OG0000788	XENTR15693, XENTR18205	bflo_02988
OG0000790	XENTR03512, XENTR08093	bflo_02731, bflo_14990, bflo_14815, bflo_12986, bflo_12988, bflo_13720, bflo_13722, bflo_14546, bflo_14501, bflo_19845, bflo_14720, bflo_14962, bflo_14502, bflo_14719, bflo_14901, bflo_15345, bflo_08027, bflo_05185, bflo_00279, bflo_10977, bflo_07988, bflo_17093, bflo_08059
OG0000791	XENTR01881, XENTR06218, XENTR04189	bflo_18766
OG0000792	XENTR02294	bflo_02568
OG0000792	XENTR01146	bflo_20459
OG0000793	XENTR18227, XENTR14087, XENTR10065, XENTR12127, XENTR12126	bflo_06217
OG0000795	XENTR05266	bflo_15104
OG0000798	XENTR07369, XENTR01010	bflo_14240
OG0000799	XENTR08849, XENTR10335, XENTR08757, XENTR01900	bflo_10428
OG0000800	XENTR09887	bflo_09025
OG0000801	XENTR05278, XENTR05077	bflo_08310
OG0000802	XENTR07794, XENTR06509, XENTR13246, XENTR16777, XENTR02068, XENTR09051, XENTR09050, XENTR12147	bflo_25821, bflo_26295
OG0000805	XENTR06363, XENTR15603, XENTR15604, XENTR04693, XENTR08777, XENTR00279	bflo_23872, bflo_23871, bflo_22595, bflo_22285, bflo_21225, bflo_22287, bflo_14885
OG0000809	XENTR00087, XENTR14827, XENTR06847	bflo_25858
OG0000810	XENTR00056	bflo_25756
OG0000810	XENTR17048, XENTR16257	bflo_00231
OG0000811	XENTR11168, XENTR16298	bflo_16577
OG0000813	XENTR13150, XENTR13151	bflo_07088
OG0000814	XENTR13230	bflo_08334
OG0000814	XENTR03397	bflo_16736, bflo_08551
OG0000815	XENTR02731	bflo_21696
OG0000815	XENTR05406, XENTR02911	bflo_02427
OG0000816	XENTR12785, XENTR13049, XENTR02094	bflo_18431
OG0000816	XENTR05575, XENTR16977	bflo_07555
OG0000817	XENTR05219	bflo_00856
OG0000817	XENTR09302	bflo_07439
OG0000817	XENTR17704, XENTR17705	bflo_18969
OG0000818	XENTR00964, XENTR01697, XENTR05672	bflo_23425
OG0000819	XENTR09864	bflo_10524
OG0000819	XENTR10193, XENTR10192	bflo_20956
OG0000820	XENTR07096	bflo_18733
OG0000822	XENTR08343	bflo_03526, bflo_03719, bflo_03555, bflo_03528
OG0000822	XENTR17339	bflo_09872, bflo_09868
OG0000824	XENTR04940, XENTR04939, XENTR11038	bflo_13274
OG0000825	XENTR01022, XENTR10589, XENTR16089	bflo_15210
OG0000825	XENTR09274	bflo_08984, bflo_09151, bflo_09150
OG0000826	XENTR02499	bflo_13774
OG0000827	XENTR18584	bflo_18876, bflo_03038, bflo_06200, bflo_05865, bflo_25409
OG0000828	XENTR00582	bflo_07597
OG0000828	XENTR06348	bflo_20839
OG0000829	XENTR05273, XENTR00567	bflo_10600, bflo_10308
OG0000829	XENTR08272, XENTR01966, XENTR19142	bflo_10699
OG0000830	XENTR01489	bflo_23192
OG0000830	XENTR18052	bflo_13253
OG0000831	XENTR00317	bflo_25792
OG0000833	XENTR05865, XENTR12214, XENTR04296, XENTR00046	bflo_25237
OG0000834	XENTR08567, XENTR17187, XENTR03386, XENTR12342	bflo_02857
OG0000835	XENTR16025, XENTR16652	bflo_03284
OG0000836	XENTR10284, XENTR11931, XENTR11932	bflo_07996, bflo_08141, bflo_07459
OG0000837	XENTR12402	bflo_00035, bflo_12566
OG0000837	XENTR04077, XENTR09514, XENTR18045	bflo_01440, bflo_15081, bflo_01439
OG0000838	XENTR08945	bflo_09519, bflo_10354
OG0000838	XENTR18076, XENTR05664	bflo_20447, bflo_26407, bflo_21734
OG0000841	XENTR17534, XENTR09566, XENTR09621, XENTR09619, XENTR08800	bflo_13469
