Orthogroup	XENTR	BRALA
OG0007374	XENTR06461	BRALA18990
OG0007376	XENTR04648	BRALA21288
OG0007377	XENTR03953	BRALA03029
OG0007378	XENTR11537	BRALA13639
OG0007379	XENTR13530	BRALA24434
OG0007380	XENTR17613	BRALA28437
OG0007381	XENTR10253	BRALA13126
OG0007384	XENTR07600	BRALA03269
OG0007385	XENTR11824	BRALA25387
OG0007386	XENTR18391	BRALA15131
OG0007387	XENTR14518	BRALA24094
OG0007388	XENTR17197	BRALA05214
OG0007389	XENTR06158	BRALA20644
OG0007390	XENTR18596	BRALA11138
OG0007391	XENTR01526	BRALA28883
OG0007392	XENTR04287	BRALA00840
OG0007393	XENTR11702	BRALA13386
OG0007394	XENTR12646	BRALA12036
OG0007395	XENTR07594	BRALA06410
OG0007396	XENTR00514	BRALA03114
OG0007397	XENTR00313	BRALA01278
OG0007399	XENTR04879	BRALA14407
OG0007400	XENTR06104, XENTR06105	BRALA06164
OG0007401	XENTR17065	BRALA12586
OG0007402	XENTR11340	BRALA19511
OG0007403	XENTR09758	BRALA16422
OG0007405	XENTR12887	BRALA33876
OG0007406	XENTR00832	BRALA15019
OG0007407	XENTR07577	BRALA06603
OG0007408	XENTR11855	BRALA16019
OG0007409	XENTR03019	BRALA16018
OG0007410	XENTR05602	BRALA25283
OG0007411	XENTR19232	BRALA07828
OG0007412	XENTR19082	BRALA24506
OG0007413	XENTR16851	BRALA14117
OG0007415	XENTR06922	BRALA11329
OG0007419	XENTR11330	BRALA32702
OG0007420	XENTR09238	BRALA05649
OG0007422	XENTR03872	BRALA31055
OG0007423	XENTR12993	BRALA06360
OG0007424	XENTR11339	BRALA19512
OG0007425	XENTR16373	BRALA18724
OG0007427	XENTR02005	BRALA13862
OG0007428	XENTR10603	BRALA14474
OG0007429	XENTR06612	BRALA17344
OG0007430	XENTR02841	BRALA18805
OG0007431	XENTR03371	BRALA00289
OG0007432	XENTR06026	BRALA05560
OG0007433	XENTR13706	BRALA02285
OG0007436	XENTR01096	BRALA04652
OG0007437	XENTR07931	BRALA11467
OG0007438	XENTR02922	BRALA35881, BRALA35657, BRALA35687, BRALA29625
OG0007440	XENTR16878	BRALA15364
OG0007441	XENTR04516	BRALA25793
OG0007442	XENTR00039	BRALA00948
OG0007443	XENTR10297	BRALA28425
OG0007444	XENTR02677, XENTR05722	BRALA08462
OG0007445	XENTR12978, XENTR12979	BRALA34871
OG0007446	XENTR06442	BRALA24916
OG0007448	XENTR15377, XENTR01461	BRALA01881
OG0007449	XENTR18679	BRALA03186
OG0007450	XENTR06660	BRALA35694, BRALA30877
OG0007451	XENTR12405	BRALA19075
OG0007452	XENTR17957	BRALA30585
OG0007453	XENTR01387	BRALA02538
OG0007454	XENTR04173	BRALA11674, BRALA11657
OG0007455	XENTR07691	BRALA23733
OG0007456	XENTR04528	BRALA10347
OG0007457	XENTR10055	BRALA01396
OG0007458	XENTR08684	BRALA00936
OG0007459	XENTR11371	BRALA25784
OG0007460	XENTR05094	BRALA31050
OG0007461	XENTR08489	BRALA26165, BRALA26166
OG0007462	XENTR08425	BRALA04774
OG0007463	XENTR08950	BRALA34987
OG0007465	XENTR04059	BRALA29322
OG0007466	XENTR02679	BRALA04313
OG0007467	XENTR07159	BRALA26104, BRALA09490
OG0007468	XENTR15060	BRALA29159
OG0007471	XENTR04599	BRALA03355
OG0007472	XENTR00553	BRALA15060
OG0007473	XENTR01457	BRALA14480
OG0007474	XENTR06036	BRALA13792
OG0007475	XENTR01800	BRALA07629
OG0007476	XENTR14782	BRALA05145
OG0007477	XENTR17920	BRALA20995
OG0007478	XENTR01177	BRALA07242
OG0007479	XENTR01389	BRALA23042
OG0007480	XENTR14211	BRALA27468
OG0007481	XENTR08890	BRALA28931
OG0007482	XENTR11438	BRALA05483
OG0007484	XENTR11668	BRALA34970, BRALA25018
OG0007485	XENTR09035	BRALA17403
OG0007488	XENTR12274	BRALA07730
OG0007489	XENTR06667	BRALA29818
OG0007490	XENTR18724	BRALA09759
OG0007491	XENTR07351	BRALA27933
OG0007492	XENTR18957	BRALA34455
OG0007493	XENTR09779	BRALA18995, BRALA33487, BRALA33486
OG0007495	XENTR08419	BRALA07064
OG0007496	XENTR06004	BRALA04764
OG0007497	XENTR07427	BRALA11633
OG0007498	XENTR10735	BRALA18534
OG0007499	XENTR11617	BRALA22115
OG0007500	XENTR08411	BRALA11287
OG0007501	XENTR00395	BRALA02351
OG0007503	XENTR07556, XENTR07557	BRALA05826
OG0007504	XENTR00131	BRALA06373
OG0007506	XENTR09086	BRALA21570
OG0007507	XENTR00172	BRALA10832
OG0007509	XENTR02576	BRALA01191
OG0007510	XENTR13679	BRALA26388
OG0007513	XENTR00761	BRALA26098
OG0007515	XENTR16605	BRALA19434
OG0007516	XENTR02363	BRALA09263
OG0007517	XENTR19247	BRALA23390
OG0007518	XENTR06614	BRALA11045
OG0007519	XENTR05051	BRALA16478
OG0007520	XENTR14762, XENTR14763	BRALA00804
OG0007521	XENTR08269	BRALA26589, BRALA15415, BRALA15417
OG0007522	XENTR07712	BRALA23421
OG0007524	XENTR17573, XENTR02042	BRALA12115
OG0007525	XENTR04661, XENTR04662	BRALA00802
OG0007527	XENTR13242	BRALA03350
OG0007528	XENTR07788	BRALA02975
OG0007529	XENTR07378	BRALA16768
OG0007531	XENTR15044, XENTR15045	BRALA17602
OG0007533	XENTR07903	BRALA21270
OG0007540	XENTR01121	BRALA34575
OG0007541	XENTR05534	BRALA24666, BRALA31281
OG0007543	XENTR15412	BRALA17372, BRALA17373, BRALA03035
OG0007546	XENTR05607, XENTR05605	BRALA06575
OG0007550	XENTR04972, XENTR03751	BRALA12482
OG0007551	XENTR02035, XENTR07237, XENTR07236	BRALA16228
OG0007553	XENTR15699	BRALA12789, BRALA26526, BRALA26523, BRALA26525, BRALA21226, BRALA21230, BRALA26363, BRALA21223, BRALA30307, BRALA10280
OG0007582	XENTR04748	BRALA17102
OG0007583	XENTR13389	BRALA23625
OG0007584	XENTR07343	BRALA25296
OG0007586	XENTR08401	BRALA09264
OG0007587	XENTR05116	BRALA17088
OG0007588	XENTR18417	BRALA22913
OG0007589	XENTR03301	BRALA11876
OG0007591	XENTR06862	BRALA06678
OG0007592	XENTR08418	BRALA11294
OG0007593	XENTR04066	BRALA12415
OG0007594	XENTR06984	BRALA01388
OG0007597	XENTR00847	BRALA14989
OG0007598	XENTR03536	BRALA33645, BRALA16967
OG0007601	XENTR13138	BRALA06275
OG0007602	XENTR00305	BRALA01092
OG0007603	XENTR05886	BRALA03223
OG0007604	XENTR10989	BRALA03083
OG0007605	XENTR15345, XENTR15344	BRALA22620
OG0007606	XENTR04118	BRALA22619
OG0007607	XENTR04097	BRALA18781
OG0007608	XENTR10599	BRALA17891, BRALA01779
OG0007609	XENTR10306	BRALA13610
OG0007610	XENTR07048	BRALA10955
OG0007611	XENTR06655	BRALA10782, BRALA10908
OG0007612	XENTR15965	BRALA02328
OG0007613	XENTR05874	BRALA26105, BRALA09491
OG0007614	XENTR16527	BRALA19107
OG0007615	XENTR19198	BRALA18987
OG0007617	XENTR07154	BRALA14633
OG0007618	XENTR18042, XENTR16912, XENTR15241, XENTR15242, XENTR18722, XENTR07716	BRALA31856
OG0007619	XENTR00292	BRALA15804
OG0007621	XENTR00074	BRALA05330
OG0007622	XENTR05630	BRALA12768
OG0007624	XENTR17757	BRALA09011
OG0007626	XENTR08782	BRALA05808
OG0007628	XENTR03457	BRALA22740
OG0007629	XENTR02760	BRALA14609
OG0007630	XENTR09707	BRALA05804
OG0007631	XENTR05896, XENTR15419	BRALA34085
OG0007632	XENTR08511, XENTR01662	BRALA28977
OG0007634	XENTR03275	BRALA03596
OG0007635	XENTR09729, XENTR14244	BRALA03646
OG0007637	XENTR03876	BRALA13282
OG0007638	XENTR09880	BRALA15707
OG0007639	XENTR04262	BRALA03855
OG0007640	XENTR08114	BRALA13545
OG0007642	XENTR12383	BRALA00230
OG0007643	XENTR03392	BRALA21368
OG0007645	XENTR01371	BRALA24158
OG0007646	XENTR03696	BRALA28662
OG0007647	XENTR17284	BRALA07390
OG0007648	XENTR00698	BRALA16886
OG0007649	XENTR12079	BRALA25057
OG0007650	XENTR11198	BRALA08919
OG0007651	XENTR05156, XENTR05155	BRALA13660
OG0007652	XENTR14511	BRALA02699
OG0007653	XENTR13057	BRALA01387
OG0007655	XENTR05289, XENTR05288, XENTR18635, XENTR13279	BRALA08398, BRALA08376
OG0007656	XENTR00778	BRALA28227
OG0007657	XENTR16019	BRALA02507
OG0007658	XENTR05907	BRALA19665
OG0007660	XENTR04694	BRALA24102
OG0007662	XENTR18077	BRALA33820
OG0007664	XENTR01452	BRALA16373
OG0007665	XENTR02691	BRALA09676
OG0007666	XENTR01765	BRALA33167
OG0007667	XENTR12332	BRALA11935
OG0007669	XENTR02878	BRALA15303
OG0007670	XENTR08084	BRALA27732
OG0007671	XENTR10389	BRALA11310
OG0007672	XENTR02586	BRALA19316
OG0007675	XENTR00956, XENTR00955	BRALA16652
OG0007676	XENTR11756	BRALA24716
OG0007677	XENTR15136	BRALA27552
OG0007679	XENTR04914	BRALA16387
OG0007680	XENTR07166	BRALA00113
OG0007684	XENTR02092	BRALA03746
OG0007685	XENTR09953	BRALA23469
OG0007686	XENTR03729	BRALA03570
OG0007687	XENTR05620	BRALA27367
OG0007689	XENTR01147	BRALA07296
OG0007690	XENTR02183	BRALA07457
OG0007691	XENTR04646	BRALA07253
OG0007692	XENTR04674	BRALA06346
OG0007694	XENTR10479	BRALA20549
OG0007695	XENTR13772	BRALA26267
OG0007696	XENTR10724	BRALA35435
OG0007698	XENTR06794	BRALA16601
OG0007701	XENTR01199	BRALA24156
OG0007702	XENTR17687	BRALA23855
OG0007703	XENTR14246	BRALA06713
OG0007704	XENTR14924	BRALA04558
OG0007705	XENTR13475	BRALA25250
OG0007706	XENTR01370	BRALA13007
OG0007707	XENTR04394	BRALA07684
OG0007708	XENTR08554	BRALA21010
OG0007709	XENTR09197, XENTR13235, XENTR09692	BRALA04067
OG0007712	XENTR13584	BRALA21710
OG0007713	XENTR05208	BRALA14454
OG0007715	XENTR04543	BRALA24223
OG0007716	XENTR13996	BRALA18986
OG0007717	XENTR07567	BRALA00050
OG0007718	XENTR02924	BRALA07350
OG0007719	XENTR03373	BRALA15824
OG0007721	XENTR08661	BRALA22357
OG0007722	XENTR10029	BRALA21943
OG0007723	XENTR05353	BRALA06924
OG0007725	XENTR16101	BRALA28869
OG0007726	XENTR04430	BRALA08687
OG0007728	XENTR07809	BRALA21819
OG0007729	XENTR00460	BRALA03408
OG0007734	XENTR08115	BRALA05301
OG0007735	XENTR12905, XENTR12904	BRALA19368
OG0007736	XENTR01490	BRALA27663
OG0007738	XENTR07139	BRALA13436, BRALA29831
OG0007739	XENTR17717	BRALA18839
OG0007741	XENTR05551	BRALA28913
OG0007743	XENTR06228	BRALA11275
OG0007744	XENTR02881	BRALA05195
OG0007745	XENTR07768	BRALA16524
OG0007746	XENTR16570	BRALA31450
OG0007749	XENTR02891	BRALA18940
OG0007750	XENTR14778	BRALA01225
OG0007751	XENTR11316	BRALA33971
OG0007752	XENTR06969	BRALA16189
OG0007755	XENTR14264, XENTR02596	BRALA22886
OG0007756	XENTR14356	BRALA15251
OG0007758	XENTR13164	BRALA28225
OG0007759	XENTR04000	BRALA10072
OG0007760	XENTR15814, XENTR15813	BRALA03356
OG0007761	XENTR17401	BRALA05585
OG0007762	XENTR08817	BRALA28379, BRALA10332, BRALA20693, BRALA11717
OG0007763	XENTR00440	BRALA05304
OG0007766	XENTR10400	BRALA25273
OG0007767	XENTR08581	BRALA19625
OG0007768	XENTR17576	BRALA19624
OG0007769	XENTR01777	BRALA10426
OG0007771	XENTR15546	BRALA17154
OG0007772	XENTR07435	BRALA14256
OG0007774	XENTR05383	BRALA09169, BRALA09172
OG0007775	XENTR04949	BRALA29374
OG0007776	XENTR08306, XENTR08307	BRALA01389
OG0007779	XENTR04164	BRALA18122
OG0007780	XENTR09041	BRALA29571
OG0007782	XENTR14902	BRALA03653
OG0007783	XENTR10399	BRALA06375
OG0007784	XENTR06932	BRALA31814, BRALA33762
OG0007785	XENTR10810	BRALA20355
OG0007786	XENTR00598	BRALA26160
OG0007788	XENTR14683	BRALA19369
OG0007789	XENTR18266	BRALA27109
OG0007790	XENTR01818	BRALA09357
OG0007791	XENTR11475	BRALA05718
OG0007793	XENTR12360, XENTR12359	BRALA05293
OG0007794	XENTR06444	BRALA27571
OG0007795	XENTR00008	BRALA20173
OG0007797	XENTR18265	BRALA27108
OG0007798	XENTR05659	BRALA28212
OG0007799	XENTR15628	BRALA00336
OG0007800	XENTR16640	BRALA18715
OG0007801	XENTR07313	BRALA18634
OG0007802	XENTR11495	BRALA13990
OG0007803	XENTR13056	BRALA12041
OG0007804	XENTR05761	BRALA17552
OG0007806	XENTR11856, XENTR18725	BRALA01784
OG0007807	XENTR09529	BRALA11441
OG0007808	XENTR07032	BRALA15358
OG0007809	XENTR07698	BRALA02166
OG0007810	XENTR07030	BRALA25717
OG0007811	XENTR06252	BRALA27274
OG0007812	XENTR02941	BRALA10744
OG0007813	XENTR07628	BRALA13378
OG0007814	XENTR04268	BRALA21286
OG0007816	XENTR08437	BRALA08675
OG0007818	XENTR04391	BRALA15899
OG0007820	XENTR11150	BRALA30054
OG0007823	XENTR09570	BRALA17117
OG0007825	XENTR13803	BRALA04064
OG0007826	XENTR10314	BRALA33633
OG0007827	XENTR01637	BRALA26239
OG0007829	XENTR00492	BRALA12876
OG0007830	XENTR05313	BRALA07914
OG0007831	XENTR04325	BRALA34154
OG0007832	XENTR03054	BRALA02310, BRALA10819
OG0007833	XENTR01163, XENTR01162	BRALA14984
OG0007834	XENTR17143	BRALA31696
OG0007835	XENTR11023	BRALA00895
OG0007836	XENTR11928	BRALA00326
OG0007837	XENTR03959	BRALA32021
OG0007838	XENTR01164	BRALA12878
OG0007840	XENTR04645	BRALA15126
OG0007841	XENTR09299	BRALA03622
OG0007842	XENTR12876	BRALA23992
OG0007843	XENTR03294, XENTR01615	BRALA11887
OG0007845	XENTR12248	BRALA22766, BRALA19874
OG0007847	XENTR05732	BRALA10639
OG0007848	XENTR16347	BRALA12256
OG0007849	XENTR11713	BRALA31006
OG0007851	XENTR14859	BRALA22411
OG0007852	XENTR16462	BRALA22715
OG0007854	XENTR10673	BRALA24517
OG0007858	XENTR02288	BRALA11551
OG0007859	XENTR03062	BRALA14553
OG0007860	XENTR02345	BRALA24576, BRALA16292
OG0007862	XENTR19141, XENTR02758	BRALA07059
OG0007867	XENTR03957	BRALA34854, BRALA19487, BRALA13665
OG0007870	XENTR08087	BRALA33011
OG0007871	XENTR02205, XENTR09294	BRALA03579
OG0007908	XENTR07798	BRALA26877
OG0007911	XENTR11190	BRALA06532
OG0007913	XENTR02655	BRALA17110
OG0007915	XENTR10693	BRALA01542
OG0007916	XENTR05182	BRALA19669
OG0007917	XENTR00915	BRALA35616
OG0007918	XENTR11754	BRALA21791
OG0007920	XENTR08961	BRALA13535
OG0007925	XENTR08045, XENTR08046	BRALA11425
OG0007926	XENTR03828	BRALA25041
OG0007927	XENTR02854	BRALA28058
OG0007929	XENTR08354	BRALA19972
OG0007930	XENTR17018	BRALA03099
OG0007931	XENTR05786, XENTR03537	BRALA16966
OG0007932	XENTR02158	BRALA03325
OG0007934	XENTR17047	BRALA00291
OG0007935	XENTR09394	BRALA12313
OG0007936	XENTR07631	BRALA09697
OG0007937	XENTR00174, XENTR00175	BRALA22264
OG0007940	XENTR09589	BRALA22638
OG0007941	XENTR11333	BRALA16696
OG0007942	XENTR12219	BRALA01333
OG0007943	XENTR05797	BRALA08955
OG0007944	XENTR08298	BRALA03873
OG0007945	XENTR04935	BRALA02646
OG0007946	XENTR02534	BRALA22901
OG0007947	XENTR09798	BRALA21953
OG0007948	XENTR08888	BRALA23934
OG0007949	XENTR04521	BRALA21915
OG0007951	XENTR01715	BRALA27601
OG0007952	XENTR10420	BRALA04663
OG0007953	XENTR03972, XENTR18628	BRALA00144
OG0007955	XENTR10965	BRALA22277
OG0007956	XENTR00552	BRALA16558
OG0007957	XENTR13036	BRALA10642
OG0007958	XENTR11070	BRALA21738
OG0007959	XENTR00298	BRALA01197
OG0007960	XENTR10383	BRALA02177
OG0007961	XENTR06254	BRALA14330
OG0007962	XENTR13797	BRALA35335, BRALA26967
OG0007964	XENTR01940	BRALA06725
OG0007965	XENTR01384	BRALA06401
OG0007966	XENTR00581	BRALA04442
OG0007967	XENTR04931	BRALA03723
OG0007968	XENTR07552	BRALA21749
OG0007969	XENTR11152	BRALA05303
OG0007971	XENTR17300, XENTR17301	BRALA19533
OG0007972	XENTR04607	BRALA17622, BRALA17623
OG0007973	XENTR18672	BRALA18923
OG0007974	XENTR13640	BRALA05720
OG0007975	XENTR08436	BRALA26783
OG0007976	XENTR10402	BRALA06549
OG0007977	XENTR01009	BRALA13131
OG0007979	XENTR05250	BRALA15926
OG0007980	XENTR17620	BRALA10770, BRALA10935
OG0007981	XENTR08502	BRALA29458
OG0007982	XENTR10596	BRALA21295
OG0007984	XENTR13814	BRALA14202
OG0007985	XENTR15302	BRALA08299
OG0007987	XENTR18668	BRALA07239
OG0007988	XENTR15923	BRALA03214
OG0007990	XENTR11787	BRALA12460
OG0007993	XENTR05533	BRALA30161
OG0007994	XENTR05525	BRALA25978
OG0007996	XENTR15283	BRALA27572
OG0007997	XENTR10426	BRALA22191
OG0007999	XENTR06951	BRALA09129
OG0008000	XENTR16143	BRALA16665
OG0008001	XENTR01930	BRALA06623
OG0008002	XENTR02134, XENTR02133	BRALA09632
OG0008003	XENTR14885	BRALA05438
OG0008004	XENTR04573	BRALA19538
OG0008006	XENTR12594	BRALA06060
OG0008007	XENTR04295	BRALA05135
OG0008008	XENTR18597	BRALA18635
OG0008011	XENTR02801	BRALA20521
OG0008016	XENTR09313	BRALA15634
OG0008018	XENTR08274	BRALA28380
OG0008019	XENTR17876	BRALA15822
OG0008020	XENTR00191	BRALA27130
OG0008021	XENTR08617	BRALA07357
OG0008023	XENTR17830	BRALA05506
OG0008026	XENTR08941	BRALA01545
OG0008027	XENTR13080	BRALA25111
OG0008028	XENTR04519	BRALA21166
OG0008029	XENTR06544	BRALA14999
OG0008030	XENTR00882	BRALA07301
OG0008031	XENTR12706	BRALA30757
OG0008036	XENTR16276	BRALA11170
OG0008039	XENTR00527	BRALA25573, BRALA25574
OG0008040	XENTR14621	BRALA35286
OG0008041	XENTR18188	BRALA15327
OG0008043	XENTR13090, XENTR13089	BRALA11778
OG0008045	XENTR11803	BRALA00416
OG0008048	XENTR05142	BRALA17625
OG0008049	XENTR06531	BRALA28424
OG0008051	XENTR01785	BRALA06514
OG0008052	XENTR13093	BRALA15223
OG0008053	XENTR03171	BRALA27848
OG0008054	XENTR02300	BRALA09180
OG0008055	XENTR02343	BRALA18953
OG0008056	XENTR05929	BRALA12095
OG0008057	XENTR01103	BRALA09187
OG0008059	XENTR05460	BRALA11716
OG0008062	XENTR08530	BRALA29465
OG0008064	XENTR12946	BRALA16954
OG0008065	XENTR12888	BRALA26405
OG0008066	XENTR11095	BRALA22865
OG0008067	XENTR07473	BRALA15119
OG0008069	XENTR09820	BRALA05254
OG0008070	XENTR04503	BRALA21954
OG0008071	XENTR00077	BRALA07291
OG0008072	XENTR16479	BRALA18765
OG0008075	XENTR15145	BRALA16942
OG0008076	XENTR01791	BRALA15878
OG0008077	XENTR16541	BRALA25001
OG0008078	XENTR08566	BRALA13669
OG0008079	XENTR13201	BRALA08589
OG0008081	XENTR10425	BRALA03257
OG0008082	XENTR02138, XENTR02137	BRALA15693
OG0008083	XENTR03038	BRALA28836
OG0008084	XENTR06650	BRALA24665
OG0008085	XENTR06383	BRALA16435, BRALA31770
OG0008086	XENTR10502, XENTR10503	BRALA23988
OG0008087	XENTR08549, XENTR10380	BRALA29708
OG0008088	XENTR09004	BRALA28845
OG0008089	XENTR02865	BRALA20320
OG0008090	XENTR12430	BRALA14829
OG0008092	XENTR16319	BRALA18265, BRALA18266
OG0008098	XENTR08899	BRALA30312
OG0008100	XENTR13894	BRALA16672
OG0008102	XENTR11039	BRALA02796
OG0008103	XENTR14105	BRALA34312
OG0008104	XENTR11834	BRALA06606
OG0008105	XENTR00182	BRALA33680
OG0008106	XENTR11126	BRALA26076
OG0008107	XENTR11212	BRALA07036
OG0008108	XENTR00468	BRALA03352
OG0008109	XENTR06543	BRALA30499
OG0008110	XENTR18890	BRALA13888
OG0008111	XENTR02658	BRALA15647
OG0008112	XENTR02402	BRALA22113
OG0008113	XENTR08629, XENTR10068	BRALA07943
OG0008115	XENTR06677	BRALA20867
OG0008116	XENTR07381, XENTR07380, XENTR01767	BRALA10402
OG0008117	XENTR18637	BRALA02820
OG0008119	XENTR17669, XENTR06528	BRALA28937
OG0008120	XENTR11888	BRALA23874
OG0008123	XENTR12795	BRALA28917, BRALA28916
OG0008124	XENTR07109	BRALA13418
OG0008125	XENTR10329	BRALA35372, BRALA34832
OG0008126	XENTR18938	BRALA14557
OG0008127	XENTR04380	BRALA11884
OG0008136	XENTR02981	BRALA20212
OG0008143	XENTR06411	BRALA28781
OG0008149	XENTR18844, XENTR05479	BRALA10323
OG0008151	XENTR04330	BRALA03631, BRALA03632
OG0008154	XENTR09703, XENTR10116, XENTR10117	BRALA16049, BRALA25137
OG0008156	XENTR08049	BRALA17414, BRALA35179
OG0008194	XENTR09689	BRALA18858, BRALA18857
OG0008196	XENTR05316	BRALA17122
OG0008202	XENTR09753	BRALA16861
OG0008203	XENTR07528	BRALA03991
OG0008204	XENTR08937	BRALA19971
OG0008205	XENTR07731	BRALA21784
OG0008208	XENTR11124	BRALA20062
OG0008209	XENTR15514	BRALA06023
OG0008212	XENTR02920, XENTR13956	BRALA24855, BRALA00330
OG0008213	XENTR12606, XENTR00651	BRALA28821
OG0008215	XENTR08813	BRALA22956
OG0008217	XENTR03890	BRALA06238
OG0008218	XENTR07362	BRALA13067, BRALA13066
OG0008220	XENTR12599	BRALA11793
OG0008221	XENTR00475	BRALA03267
OG0008222	XENTR08273	BRALA16415
OG0008223	XENTR05245	BRALA22730
OG0008224	XENTR03726	BRALA19108
OG0008225	XENTR07518	BRALA08069
OG0008227	XENTR05711	BRALA14669
OG0008228	XENTR11910	BRALA09327
OG0008230	XENTR15917	BRALA28895
OG0008231	XENTR17320	BRALA34426
OG0008232	XENTR01508	BRALA31720
OG0008234	XENTR07376	BRALA06578
OG0008235	XENTR09235	BRALA05497
OG0008236	XENTR12434	BRALA09019
OG0008237	XENTR06770	BRALA07954
OG0008238	XENTR11188	BRALA15105
OG0008239	XENTR07288	BRALA17929
OG0008240	XENTR11069	BRALA09089
OG0008243	XENTR09391	BRALA28205
OG0008244	XENTR01796, XENTR01795	BRALA10429
OG0008246	XENTR05230	BRALA04540
OG0008247	XENTR08654, XENTR08656, XENTR08655	BRALA34550
OG0008249	XENTR17513	BRALA05292
OG0008250	XENTR08113	BRALA22870
OG0008251	XENTR00537	BRALA07938
OG0008252	XENTR00568	BRALA09548
OG0008253	XENTR08756	BRALA16363
OG0008254	XENTR18327	BRALA18783
OG0008256	XENTR12140	BRALA25076
OG0008257	XENTR13641	BRALA06162
OG0008258	XENTR15402	BRALA22506
OG0008259	XENTR12735	BRALA13760
OG0008260	XENTR06274	BRALA22417
OG0008262	XENTR06791	BRALA02776
OG0008263	XENTR14542	BRALA30316
OG0008264	XENTR00573	BRALA08405
OG0008266	XENTR06901	BRALA16480
OG0008267	XENTR01352	BRALA28040
OG0008268	XENTR15406	BRALA03654
OG0008269	XENTR17860	BRALA18372
OG0008271	XENTR04352	BRALA13152
OG0008272	XENTR09866	BRALA16559
OG0008273	XENTR17915	BRALA05439
OG0008274	XENTR13469	BRALA17358
OG0008275	XENTR05891	BRALA28211
OG0008277	XENTR17427	BRALA23402
OG0008278	XENTR10940	BRALA28148
OG0008281	XENTR11627	BRALA11926
OG0008283	XENTR08251	BRALA17761
OG0008286	XENTR02486	BRALA21994
OG0008291	XENTR09122	BRALA06389
OG0008292	XENTR05323	BRALA17573
OG0008294	XENTR18970	BRALA16279
OG0008295	XENTR00184	BRALA31051
OG0008296	XENTR09371	BRALA13383, BRALA17745
OG0008297	XENTR04554	BRALA03422
OG0008298	XENTR14480	BRALA08665
OG0008300	XENTR07452	BRALA03675
OG0008301	XENTR14215	BRALA16291
OG0008303	XENTR08492, XENTR08493	BRALA20895
OG0008304	XENTR06190	BRALA31258
OG0008305	XENTR08211	BRALA04867
OG0008306	XENTR01064, XENTR18942, XENTR14197	BRALA25169
OG0008307	XENTR18959	BRALA26874
OG0008309	XENTR01300	BRALA14664
OG0008312	XENTR06572	BRALA16716
OG0008315	XENTR14695	BRALA26641, BRALA26640
OG0008316	XENTR03153	BRALA31850, BRALA35094
OG0008318	XENTR02401	BRALA10037
OG0008319	XENTR16661	BRALA25887, BRALA25888
OG0008320	XENTR13174	BRALA29154
OG0008323	XENTR04337	BRALA12203
OG0008324	XENTR04032	BRALA28417
OG0008325	XENTR05952	BRALA19943
OG0008328	XENTR12166	BRALA28850
OG0008331	XENTR05539	BRALA15204
OG0008333	XENTR06251	BRALA14313
OG0008334	XENTR16763	BRALA10047
OG0008336	XENTR02376	BRALA15357
OG0008337	XENTR13556	BRALA25417
OG0008338	XENTR02980, XENTR07472	BRALA01559
OG0008339	XENTR09613	BRALA09633
OG0008341	XENTR09053	BRALA24420
OG0008342	XENTR07758, XENTR00242	BRALA22028
OG0008343	XENTR08200	BRALA10295
OG0008345	XENTR01459	BRALA04347
OG0008346	XENTR11364	BRALA10836
OG0008347	XENTR06930	BRALA07053
OG0008349	XENTR05258	BRALA15925
OG0008350	XENTR17287	BRALA06366
OG0008351	XENTR13343	BRALA02173
OG0008352	XENTR00548	BRALA08491
OG0008353	XENTR16294	BRALA20086
OG0008354	XENTR16532	BRALA31017, BRALA32314
OG0008355	XENTR00614	BRALA31283
OG0008357	XENTR11247	BRALA18497
OG0008358	XENTR18534	BRALA33771
OG0008359	XENTR03009	BRALA15128, BRALA15129
OG0008360	XENTR17756	BRALA21258
OG0008361	XENTR12088	BRALA16691
OG0008364	XENTR11314	BRALA09903
OG0008365	XENTR02735	BRALA14255
OG0008368	XENTR01067	BRALA11399
OG0008370	XENTR06937, XENTR19184, XENTR08787	BRALA30620
OG0008371	XENTR00300	BRALA24474
OG0008373	XENTR16024	BRALA02447
OG0008374	XENTR02364	BRALA09241
OG0008376	XENTR13904	BRALA00681, BRALA22097
OG0008377	XENTR10390	BRALA07328
OG0008378	XENTR09428	BRALA00143
OG0008379	XENTR05029	BRALA00924
OG0008381	XENTR07926	BRALA34490
OG0008382	XENTR13570	BRALA03358
OG0008383	XENTR10091	BRALA34425, BRALA34686
OG0008384	XENTR07626	BRALA13373, BRALA13374
OG0008386	XENTR13717	BRALA01056
OG0008387	XENTR06213	BRALA27580
OG0008388	XENTR16568	BRALA22482
OG0008391	XENTR00428	BRALA02821
OG0008392	XENTR00129	BRALA06321
OG0008395	XENTR03353	BRALA06782
OG0008396	XENTR07759	BRALA22030
OG0008399	XENTR00533	BRALA33684
OG0008400	XENTR14794	BRALA29815, BRALA00697
OG0008401	XENTR01244	BRALA17999
OG0008403	XENTR12767	BRALA24505
OG0008404	XENTR06168	BRALA23651
OG0008406	XENTR00299	BRALA01198
OG0008410	XENTR02915	BRALA17049
OG0008412	XENTR12300	BRALA13554
OG0008414	XENTR09684	BRALA04459
OG0008415	XENTR05488	BRALA11890
OG0008416	XENTR12955	BRALA17626
OG0008418	XENTR12382	BRALA06091
OG0008419	XENTR01646	BRALA13393
OG0008421	XENTR13250	BRALA04900, BRALA19165
OG0008422	XENTR09498	BRALA18880
