Orthogroup	XENTR	BRALA
OG0001190	XENTR06259, XENTR16660, XENTR16659	BRALA25890
OG0001191	XENTR02213, XENTR13144, XENTR08963	BRALA27930
OG0001196	XENTR18694, XENTR11054, XENTR19094	BRALA25128
OG0001197	XENTR14109	BRALA24133
OG0001197	XENTR02293, XENTR07184	BRALA01046
OG0001198	XENTR13281	BRALA09601
OG0001198	XENTR16301	BRALA02488
OG0001199	XENTR12723	BRALA15988
OG0001200	XENTR03069	BRALA24997
OG0001202	XENTR11567, XENTR11566	BRALA07019
OG0001204	XENTR13340	BRALA24154, BRALA24153
OG0001205	XENTR14919	BRALA11819
OG0001207	XENTR10602, XENTR06956, XENTR16548	BRALA29973
OG0001208	XENTR05399, XENTR14797	BRALA01086
OG0001209	XENTR17550	BRALA26756
OG0001210	XENTR12983	BRALA17839
OG0001212	XENTR16369, XENTR16368	BRALA15930
OG0001213	XENTR10507	BRALA28371
OG0001213	XENTR01205	BRALA34460
OG0001214	XENTR02921	BRALA28235
OG0001215	XENTR12954, XENTR16550, XENTR16549	BRALA00597
OG0001216	XENTR13109	BRALA05650
OG0001216	XENTR05946	BRALA19958
OG0001217	XENTR07688, XENTR11580, XENTR00148	BRALA28081
OG0001219	XENTR18228	BRALA10294
OG0001220	XENTR06344, XENTR06343	BRALA31139, BRALA34263
OG0001221	XENTR15915	BRALA22011
OG0001223	XENTR07799, XENTR10652, XENTR13605, XENTR02494, XENTR02495	BRALA03165
OG0001224	XENTR18588	BRALA26622
OG0001225	XENTR09310, XENTR06994, XENTR15732	BRALA04168
OG0001226	XENTR11877, XENTR07881	BRALA29243
OG0001227	XENTR05921	BRALA29362
OG0001230	XENTR05023, XENTR07941, XENTR12054, XENTR07940	BRALA09760
OG0001231	XENTR03878, XENTR01648	BRALA31220
OG0001232	XENTR01820	BRALA16719, BRALA06486
OG0001233	XENTR15515	BRALA20387
OG0001237	XENTR03125, XENTR11439, XENTR05845	BRALA07915
OG0001238	XENTR08981	BRALA16537
OG0001238	XENTR12621, XENTR06928, XENTR03786	BRALA10747
OG0001241	XENTR12971	BRALA15125
OG0001241	XENTR07087, XENTR02055	BRALA14260
OG0001243	XENTR17516, XENTR17517	BRALA07764
OG0001245	XENTR09296	BRALA18092
OG0001247	XENTR19062, XENTR18189, XENTR18467, XENTR11045	BRALA17334
OG0001248	XENTR01078, XENTR18804, XENTR03776	BRALA00477
OG0001249	XENTR10238, XENTR10239	BRALA00961
OG0001250	XENTR10529, XENTR04777, XENTR07316	BRALA25027
OG0001251	XENTR12411	BRALA03569
OG0001252	XENTR06520, XENTR03993, XENTR03992, XENTR09825	BRALA05331
OG0001253	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523	BRALA09366
OG0001255	XENTR13075, XENTR00445, XENTR14530, XENTR02994, XENTR07995, XENTR10739	BRALA02813
OG0001256	XENTR12356	BRALA27869
OG0001261	XENTR03563, XENTR16999	BRALA16992, BRALA16993, BRALA34932
OG0001262	XENTR06170, XENTR06171, XENTR19017, XENTR15533	BRALA35145
OG0001263	XENTR06868	BRALA10859
OG0001264	XENTR02490, XENTR03731, XENTR05140	BRALA03222
OG0001267	XENTR14460	BRALA16976
OG0001267	XENTR06333	BRALA24251
OG0001268	XENTR08282	BRALA01606
OG0001270	XENTR01782	BRALA25030
OG0001270	XENTR12521, XENTR12522	BRALA13955
OG0001271	XENTR17754, XENTR02751, XENTR07226	BRALA17017
OG0001273	XENTR13224, XENTR14752, XENTR14082	BRALA23210
OG0001274	XENTR13249, XENTR15210, XENTR15211, XENTR07752	BRALA10091
OG0001276	XENTR09721, XENTR13760	BRALA19427
OG0001278	XENTR09813	BRALA04581, BRALA14775
OG0001279	XENTR11976, XENTR14916	BRALA24710
OG0001280	XENTR13872, XENTR04350, XENTR07156	BRALA09515
OG0001282	XENTR16436, XENTR00274	BRALA02372
OG0001284	XENTR15697	BRALA14486
OG0001284	XENTR01467, XENTR01466	BRALA09529
OG0001286	XENTR12060	BRALA35984
OG0001287	XENTR06418, XENTR10568, XENTR10975, XENTR14177	BRALA08199
OG0001288	XENTR05832, XENTR05833	BRALA01391
OG0001289	XENTR03860	BRALA12193
OG0001290	XENTR08522, XENTR00546, XENTR09553, XENTR04590	BRALA17572
OG0001291	XENTR02209, XENTR05578, XENTR07580, XENTR07579	BRALA17947
OG0001292	XENTR03404, XENTR01086	BRALA14445
OG0001293	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560	BRALA33561, BRALA26881
OG0001294	XENTR08985, XENTR08984	BRALA29575
OG0001295	XENTR07162, XENTR07111	BRALA00094
OG0001296	XENTR10758, XENTR16218, XENTR01664, XENTR01665	BRALA22582
OG0001297	XENTR07068, XENTR07067, XENTR01254, XENTR17500	BRALA23851
OG0001300	XENTR09380, XENTR15087, XENTR13396	BRALA05943, BRALA27824
OG0001302	XENTR00019	BRALA01346
OG0001302	XENTR05127, XENTR05128	BRALA17951
OG0001304	XENTR13603, XENTR09891, XENTR07804, XENTR02497	BRALA22379
OG0001305	XENTR06508, XENTR06784, XENTR15394	BRALA10193
OG0001306	XENTR00068	BRALA05038
OG0001306	XENTR06783	BRALA19534
OG0001308	XENTR08924, XENTR10339, XENTR11736	BRALA03706
OG0001309	XENTR12950	BRALA13335, BRALA13333, BRALA13334, BRALA13338, BRALA13332, BRALA13331
OG0001310	XENTR02393	BRALA22585
OG0001310	XENTR15418	BRALA27863
OG0001311	XENTR11767	BRALA10689, BRALA14115
OG0001311	XENTR16951	BRALA14116
OG0001312	XENTR12977	BRALA29353
OG0001313	XENTR06253	BRALA24478, BRALA24480, BRALA24479, BRALA24001, BRALA11759
OG0001313	XENTR05706, XENTR13563	BRALA24002
OG0001316	XENTR05492, XENTR15964, XENTR00686	BRALA15900, BRALA15901
OG0001317	XENTR06399	BRALA12724
OG0001318	XENTR10187	BRALA08906
OG0001318	XENTR00640	BRALA01956
OG0001319	XENTR00669, XENTR10926, XENTR09062	BRALA24213
OG0001320	XENTR12547	BRALA11528
OG0001320	XENTR13078, XENTR04130	BRALA25109
OG0001321	XENTR11250, XENTR11532, XENTR11534	BRALA08021
OG0001322	XENTR10160, XENTR16770	BRALA09871
OG0001322	XENTR07426	BRALA13321
OG0001324	XENTR08414	BRALA21958, BRALA33648
OG0001326	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848	BRALA24570
OG0001327	XENTR10101, XENTR14547	BRALA19771
OG0001329	XENTR00757	BRALA32195, BRALA12680
OG0001329	XENTR03282, XENTR17153, XENTR17152	BRALA25736
OG0001330	XENTR14976, XENTR11097, XENTR10939	BRALA23942
OG0001331	XENTR14937, XENTR18315	BRALA34572, BRALA33928
OG0001332	XENTR11574, XENTR14153, XENTR14152	BRALA05167
OG0001333	XENTR01835	BRALA25392
OG0001337	XENTR04761, XENTR09361	BRALA01268
OG0001338	XENTR04653, XENTR04924, XENTR09182, XENTR08090, XENTR17819, XENTR00438, XENTR14154	BRALA00398, BRALA09096
OG0001339	XENTR10662, XENTR05180	BRALA35366, BRALA34173, BRALA33697
OG0001341	XENTR17450	BRALA12816
OG0001344	XENTR06464	BRALA03869
OG0001345	XENTR02832	BRALA20076, BRALA00376
OG0001348	XENTR02721, XENTR02053	BRALA16187
OG0001350	XENTR00070	BRALA27720
OG0001351	XENTR06632, XENTR02308	BRALA24199
OG0001352	XENTR02276, XENTR07810	BRALA06260
OG0001353	XENTR09957, XENTR02518	BRALA23222, BRALA23221
OG0001354	XENTR09675	BRALA17798
OG0001354	XENTR12221, XENTR00037, XENTR04304	BRALA25624
OG0001355	XENTR03193, XENTR09059, XENTR08752, XENTR12634, XENTR02287, XENTR14204	BRALA32786
OG0001356	XENTR11301, XENTR02362	BRALA19061
OG0001356	XENTR06819	BRALA17347
OG0001357	XENTR05091, XENTR02425, XENTR12657	BRALA15175
OG0001359	XENTR04346, XENTR10433, XENTR08085, XENTR18085	BRALA16599
OG0001361	XENTR11816, XENTR11817, XENTR17007	BRALA08920
OG0001362	XENTR09103	BRALA29842
OG0001363	XENTR09917, XENTR06150	BRALA22243
OG0001364	XENTR17966, XENTR03257	BRALA08614
OG0001365	XENTR03966, XENTR05559	BRALA19433
OG0001366	XENTR03370	BRALA16997
OG0001367	XENTR02449, XENTR12179, XENTR12890	BRALA15242
OG0001368	XENTR09946, XENTR11688	BRALA10834
OG0001369	XENTR07049, XENTR14549, XENTR14550, XENTR10107	BRALA10956
OG0001370	XENTR01446	BRALA16806
OG0001370	XENTR09409	BRALA14045
OG0001371	XENTR09788	BRALA26374, BRALA06219, BRALA06218, BRALA06220
OG0001373	XENTR01826, XENTR09130, XENTR04806	BRALA10384
OG0001374	XENTR15855, XENTR14140	BRALA26737
OG0001375	XENTR05015	BRALA16842
OG0001375	XENTR07997, XENTR12997	BRALA15116
OG0001376	XENTR13691, XENTR14498, XENTR07143	BRALA20906
OG0001377	XENTR07904, XENTR16306	BRALA25843
OG0001378	XENTR01985, XENTR01998, XENTR11085, XENTR12484	BRALA16333
OG0001379	XENTR05934, XENTR18078, XENTR18079, XENTR06099, XENTR06100	BRALA23817
OG0001380	XENTR13793, XENTR03477, XENTR03478	BRALA19207, BRALA19208
OG0001381	XENTR15731, XENTR09312, XENTR06992	BRALA09523
OG0001382	XENTR05428	BRALA23866
OG0001384	XENTR06196, XENTR07238	BRALA12204
OG0001386	XENTR01734	BRALA07065
OG0001387	XENTR00111, XENTR05202	BRALA12192
OG0001389	XENTR05255, XENTR05190, XENTR01018, XENTR09739	BRALA22941
OG0001390	XENTR03382, XENTR16716, XENTR00398, XENTR02568	BRALA02262
OG0001394	XENTR16874	BRALA31862
OG0001395	XENTR05456, XENTR16923, XENTR11578, XENTR07687	BRALA15754
OG0001397	XENTR17141, XENTR17665	BRALA25855
OG0001397	XENTR11843	BRALA09927
OG0001399	XENTR06193, XENTR06192	BRALA06146
OG0001399	XENTR02498, XENTR09890	BRALA22380
OG0001400	XENTR07182, XENTR03349, XENTR03348	BRALA04732
OG0001401	XENTR11324	BRALA23825
OG0001402	XENTR04534, XENTR14904, XENTR04036	BRALA26708
OG0001403	XENTR06529, XENTR17701, XENTR10933	BRALA14932, BRALA09650, BRALA23378, BRALA25402
OG0001404	XENTR15166, XENTR15165	BRALA06453
OG0001404	XENTR10088	BRALA05435
OG0001405	XENTR07643, XENTR11005	BRALA22383
OG0001405	XENTR16937, XENTR16938	BRALA05583
OG0001406	XENTR09026, XENTR05268	BRALA14289
OG0001408	XENTR06160, XENTR13671, XENTR01315	BRALA20622
OG0001409	XENTR08239	BRALA30797
OG0001410	XENTR04211, XENTR11331	BRALA31201
OG0001410	XENTR08205	BRALA20220
OG0001411	XENTR05513	BRALA11764
OG0001412	XENTR01134	BRALA11457
OG0001413	XENTR10327	BRALA29483
OG0001413	XENTR01450	BRALA13507
OG0001414	XENTR16760	BRALA32132
OG0001414	XENTR03396	BRALA13859
OG0001415	XENTR00799	BRALA28922
OG0001416	XENTR04093, XENTR17575	BRALA05590
OG0001417	XENTR16786	BRALA12517
OG0001417	XENTR13968	BRALA04649
OG0001418	XENTR11447, XENTR00014, XENTR05877, XENTR04739	BRALA01078
OG0001419	XENTR07503, XENTR07502, XENTR02430, XENTR02429	BRALA10891
OG0001420	XENTR12964, XENTR18542, XENTR07058, XENTR02347, XENTR02348	BRALA30793
OG0001421	XENTR11642, XENTR10761, XENTR11862	BRALA21204
OG0001422	XENTR07180, XENTR03319	BRALA00576
OG0001423	XENTR11753, XENTR07724, XENTR12211	BRALA27549
OG0001424	XENTR09472	BRALA07796
OG0001424	XENTR01101	BRALA01936
OG0001425	XENTR00165, XENTR10054, XENTR15292	BRALA01395, BRALA23464
OG0001427	XENTR12966	BRALA18499, BRALA18498
OG0001428	XENTR08058	BRALA05407
OG0001429	XENTR06303, XENTR08005	BRALA31269
OG0001430	XENTR11865, XENTR09506, XENTR03841, XENTR12647	BRALA24398
OG0001431	XENTR12951, XENTR14198, XENTR02286, XENTR13477	BRALA18565
OG0001432	XENTR14704	BRALA35861
OG0001433	XENTR12757, XENTR01397, XENTR08074	BRALA16638
OG0001434	XENTR14256, XENTR14257, XENTR14255	BRALA19313
OG0001437	XENTR07683, XENTR08203	BRALA17173, BRALA21217
OG0001438	XENTR00285	BRALA08586
OG0001439	XENTR02628, XENTR16250	BRALA18888
OG0001440	XENTR02912, XENTR02913, XENTR13967	BRALA04659
OG0001441	XENTR19038, XENTR08191, XENTR08190, XENTR13903, XENTR15537	BRALA01822
OG0001445	XENTR00603, XENTR11995	BRALA11531
OG0001446	XENTR11107	BRALA27673, BRALA02825, BRALA27675, BRALA27676, BRALA24252, BRALA27674
OG0001447	XENTR06688, XENTR11993, XENTR11860	BRALA13329
OG0001447	XENTR09505	BRALA06941, BRALA06898
OG0001449	XENTR18530	BRALA16673
OG0001449	XENTR17594	BRALA07054
OG0001451	XENTR01133	BRALA01804
OG0001451	XENTR09852	BRALA02256
OG0001452	XENTR05846, XENTR01476, XENTR12152	BRALA16822
OG0001455	XENTR00058, XENTR11013, XENTR05881, XENTR12230	BRALA05122
OG0001456	XENTR09379	BRALA15558
OG0001457	XENTR12907	BRALA16646
OG0001458	XENTR03285, XENTR14377, XENTR03961, XENTR03960	BRALA22462, BRALA22464
OG0001459	XENTR19263, XENTR05668	BRALA19924
OG0001460	XENTR14447	BRALA23956
OG0001461	XENTR05990	BRALA06116, BRALA30847
OG0001462	XENTR15395	BRALA13313
OG0001463	XENTR15129, XENTR03741	BRALA20798, BRALA11798, BRALA05503, BRALA20800, BRALA07681, BRALA19623, BRALA19618
OG0001464	XENTR03158, XENTR17134, XENTR06200	BRALA06889
OG0001465	XENTR17228	BRALA08555, BRALA14422
OG0001466	XENTR16300	BRALA02000
OG0001466	XENTR03641	BRALA06618
OG0001467	XENTR16639	BRALA11204, BRALA15279
OG0001468	XENTR04167, XENTR10607	BRALA04572
OG0001469	XENTR01908	BRALA25074
OG0001469	XENTR01260	BRALA11811
OG0001470	XENTR08880, XENTR08883	BRALA29321
OG0001472	XENTR12389	BRALA14063
OG0001472	XENTR13330	BRALA22363
OG0001473	XENTR16670, XENTR04818, XENTR04817	BRALA03292, BRALA33985
OG0001474	XENTR18010	BRALA09018
OG0001474	XENTR01827	BRALA10385
OG0001475	XENTR12916	BRALA05604
OG0001476	XENTR11401	BRALA24804
OG0001477	XENTR00994	BRALA11225
OG0001478	XENTR14390	BRALA15252
OG0001479	XENTR01295, XENTR15874, XENTR09664	BRALA03008
OG0001480	XENTR08394, XENTR12252, XENTR14932	BRALA11374
OG0001481	XENTR08156, XENTR03822	BRALA21598
OG0001482	XENTR16187, XENTR10305, XENTR01513	BRALA29699
OG0001483	XENTR10570	BRALA11722
OG0001484	XENTR07065	BRALA22671
OG0001486	XENTR14269, XENTR05434, XENTR04448, XENTR04449	BRALA08931
OG0001488	XENTR17821	BRALA24192
OG0001489	XENTR00338, XENTR12149	BRALA05316
OG0001490	XENTR16191, XENTR12791, XENTR03053	BRALA26116
OG0001491	XENTR09782, XENTR05675, XENTR00937	BRALA10451
OG0001492	XENTR06535, XENTR01139	BRALA14954
OG0001493	XENTR09429	BRALA03740
OG0001493	XENTR14218, XENTR06696	BRALA03715
OG0001495	XENTR13170	BRALA09380
OG0001496	XENTR07933	BRALA11939, BRALA23998, BRALA33660, BRALA11958, BRALA05423
OG0001498	XENTR17050, XENTR18305	BRALA33873, BRALA16329, BRALA29986
OG0001500	XENTR08590, XENTR12582, XENTR10830	BRALA11705
OG0001501	XENTR06683, XENTR06684, XENTR12986	BRALA26158
OG0001502	XENTR17438	BRALA06307, BRALA06308
OG0001503	XENTR14751	BRALA13476
OG0001503	XENTR05638	BRALA11114
OG0001504	XENTR02517	BRALA28116, BRALA35187
OG0001506	XENTR00266, XENTR08441, XENTR08440	BRALA05725
OG0001507	XENTR08992, XENTR07481	BRALA34079
OG0001508	XENTR15984, XENTR15983, XENTR11480, XENTR11479	BRALA28941
OG0001509	XENTR04021, XENTR04530	BRALA24616
OG0001509	XENTR10571, XENTR03196	BRALA12089
OG0001511	XENTR03205	BRALA35622
OG0001514	XENTR09780, XENTR08966, XENTR10498	BRALA29845
OG0001516	XENTR11018	BRALA05014
OG0001517	XENTR13941, XENTR13905	BRALA15345, BRALA01055, BRALA01054
OG0001518	XENTR06101, XENTR00879	BRALA12776
OG0001519	XENTR04354, XENTR07152, XENTR01425, XENTR01426, XENTR01427	BRALA13551
OG0001520	XENTR12857, XENTR05173	BRALA14767
OG0001521	XENTR14060, XENTR18950	BRALA08916, BRALA27260
OG0001521	XENTR14078	BRALA22864, BRALA07614, BRALA09139, BRALA09147
OG0001522	XENTR15230	BRALA01706, BRALA15136
OG0001523	XENTR10881, XENTR17742	BRALA25534
OG0001524	XENTR09548	BRALA33381
OG0001524	XENTR00484	BRALA27325
OG0001525	XENTR12515, XENTR12514	BRALA14939
OG0001526	XENTR01289, XENTR17681, XENTR16198, XENTR16199	BRALA10086
OG0001527	XENTR01509	BRALA23937
OG0001527	XENTR15735	BRALA19992
OG0001528	XENTR04419	BRALA26789
OG0001529	XENTR02811, XENTR02810, XENTR08383	BRALA15428
OG0001530	XENTR10562	BRALA35388
OG0001531	XENTR12449, XENTR11571, XENTR08724	BRALA21412
OG0001533	XENTR07080, XENTR17861	BRALA11358, BRALA21080, BRALA17503, BRALA03658
OG0001534	XENTR05627, XENTR06763, XENTR05628	BRALA06233
OG0001536	XENTR02934	BRALA13363
OG0001538	XENTR15405	BRALA30154, BRALA10212, BRALA19183
OG0001545	XENTR08623, XENTR05315, XENTR18196	BRALA01668
OG0001546	XENTR02403, XENTR05092	BRALA34422, BRALA33843, BRALA32104, BRALA35704
OG0001549	XENTR06613, XENTR07982, XENTR02588	BRALA09715
OG0001550	XENTR12624	BRALA22178, BRALA33216
OG0001550	XENTR05520	BRALA00672, BRALA22087
OG0001551	XENTR05545, XENTR05547	BRALA31004
OG0001552	XENTR07028, XENTR07027	BRALA12708
OG0001553	XENTR02229, XENTR09430, XENTR09742	BRALA03739
OG0001554	XENTR08488, XENTR05924	BRALA27979
OG0001556	XENTR11981, XENTR12703, XENTR11716, XENTR14115	BRALA21601
OG0001557	XENTR11819	BRALA07630
OG0001558	XENTR16416	BRALA21818
OG0001559	XENTR13444	BRALA10909, BRALA10784
OG0001559	XENTR09039, XENTR06623	BRALA30365
OG0001560	XENTR12473, XENTR04353, XENTR13870, XENTR12299	BRALA27054
OG0001561	XENTR16133, XENTR07954, XENTR01341	BRALA27873, BRALA35814, BRALA27872
OG0001562	XENTR16910	BRALA08590
OG0001563	XENTR12134	BRALA16659, BRALA25832, BRALA18213, BRALA15065
OG0001564	XENTR03255, XENTR05932	BRALA13673
OG0001565	XENTR14497, XENTR14805, XENTR12160	BRALA25777, BRALA28970
OG0001566	XENTR12398, XENTR12399, XENTR04955	BRALA12270
OG0001567	XENTR10094, XENTR00289	BRALA05651
OG0001568	XENTR05615	BRALA13964
OG0001569	XENTR02711, XENTR00703, XENTR00702	BRALA14283, BRALA14287, BRALA06617, BRALA01274, BRALA06766, BRALA06767, BRALA06768, BRALA03911, BRALA06770, BRALA06769
OG0001570	XENTR05431	BRALA17639
OG0001571	XENTR14473	BRALA17050
OG0001572	XENTR14408	BRALA16186
OG0001572	XENTR03742	BRALA31604
OG0001573	XENTR03987, XENTR08694	BRALA01224
OG0001574	XENTR01390, XENTR06575, XENTR18448, XENTR11497, XENTR11496	BRALA10408
OG0001575	XENTR14038, XENTR14037	BRALA12711
OG0001576	XENTR15048, XENTR13227	BRALA09477
OG0001578	XENTR01969, XENTR09544	BRALA11454
OG0001579	XENTR06690	BRALA03709
OG0001580	XENTR13327, XENTR07267	BRALA20586
OG0001581	XENTR07619, XENTR15249	BRALA25126, BRALA24401, BRALA23458, BRALA23457, BRALA23456
OG0001582	XENTR07708, XENTR17762, XENTR01173	BRALA28423
OG0001583	XENTR11561, XENTR14641	BRALA27471
OG0001584	XENTR09628, XENTR09629	BRALA28222
OG0001588	XENTR06850	BRALA12555
OG0001589	XENTR11338	BRALA16725
OG0001590	XENTR10428	BRALA12314, BRALA01640, BRALA01639, BRALA01637
OG0001591	XENTR15863, XENTR18380, XENTR18910, XENTR14328	BRALA08460
OG0001592	XENTR11244, XENTR11243	BRALA04260
OG0001593	XENTR11547, XENTR08681, XENTR08680, XENTR02666, XENTR11433	BRALA07984
OG0001596	XENTR18374, XENTR16155	BRALA09229
OG0001596	XENTR06371	BRALA09232
OG0001597	XENTR05372	BRALA14157
OG0001599	XENTR07390, XENTR07367	BRALA13133
OG0001600	XENTR16112, XENTR13590, XENTR11793	BRALA18552
OG0001603	XENTR12927	BRALA02777
OG0001604	XENTR11091	BRALA34521
OG0001604	XENTR13341	BRALA35748, BRALA35294
OG0001605	XENTR04606	BRALA16476, BRALA16475
OG0001606	XENTR08318	BRALA04341
OG0001606	XENTR10494	BRALA25595
OG0001607	XENTR12492, XENTR00637, XENTR10353, XENTR02637	BRALA24395
OG0001609	XENTR06189	BRALA06092
OG0001609	XENTR11285	BRALA12725
OG0001610	XENTR16107, XENTR10867, XENTR00221	BRALA09621
OG0001611	XENTR13532, XENTR13440, XENTR02083	BRALA15161
OG0001612	XENTR12835	BRALA19006
OG0001612	XENTR11391	BRALA19004
OG0001613	XENTR00997	BRALA15188, BRALA12349, BRALA25328, BRALA25314, BRALA10538, BRALA25329, BRALA25315, BRALA09281, BRALA22849, BRALA18113, BRALA31693
OG0001614	XENTR03364	BRALA18528
OG0001614	XENTR09810	BRALA10392
OG0001615	XENTR04468, XENTR16398	BRALA01957
OG0001617	XENTR11229, XENTR17736, XENTR07959	BRALA17313
OG0001621	XENTR01806, XENTR05633	BRALA34714, BRALA35774
OG0001622	XENTR13104, XENTR02280	BRALA16413
OG0001624	XENTR12858, XENTR07807	BRALA14696
OG0001627	XENTR11789	BRALA29988
OG0001627	XENTR13175, XENTR07907	BRALA29989
OG0001628	XENTR01654	BRALA19573
OG0001629	XENTR01307, XENTR12006	BRALA22213
OG0001630	XENTR18767	BRALA35211
OG0001632	XENTR02813, XENTR01250, XENTR01348	BRALA09279
OG0001634	XENTR15612	BRALA18314
OG0001634	XENTR11998	BRALA31002
OG0001635	XENTR14373	BRALA35025
OG0001636	XENTR00472	BRALA12450
OG0001637	XENTR07980	BRALA23585
OG0001638	XENTR17765, XENTR01518	BRALA28932
OG0001639	XENTR05276, XENTR13285, XENTR13286	BRALA01412
OG0001640	XENTR11286	BRALA28121
OG0001641	XENTR14307	BRALA13229
OG0001642	XENTR09499, XENTR14534, XENTR14535	BRALA26951
OG0001643	XENTR18601	BRALA23075
OG0001644	XENTR02166	BRALA16637
OG0001645	XENTR12345	BRALA33024
OG0001645	XENTR12346, XENTR17188, XENTR03387	BRALA35863
OG0001651	XENTR14299, XENTR16608	BRALA04011
OG0001652	XENTR13535	BRALA23461
OG0001653	XENTR11019	BRALA27722
OG0001654	XENTR17243, XENTR09614	BRALA12938, BRALA10205
OG0001655	XENTR03302, XENTR02328, XENTR08790, XENTR08791	BRALA11878
OG0001659	XENTR00170	BRALA25428
OG0001660	XENTR13183, XENTR03454, XENTR14380	BRALA12583
OG0001661	XENTR10294	BRALA27100
OG0001661	XENTR10421	BRALA11317
OG0001662	XENTR08476	BRALA15661, BRALA15660
OG0001662	XENTR03671, XENTR14025	BRALA19317
OG0001663	XENTR18540, XENTR18541	BRALA31880
OG0001664	XENTR11452	BRALA01214
OG0001665	XENTR01674	BRALA06391
OG0001665	XENTR10394	BRALA16749
OG0001666	XENTR09349	BRALA00367
OG0001667	XENTR12439, XENTR07091	BRALA17019
OG0001668	XENTR00151	BRALA22974
OG0001669	XENTR13897, XENTR13898, XENTR12725	BRALA17904, BRALA23198, BRALA06764, BRALA07347, BRALA17846, BRALA16664
OG0001671	XENTR08372	BRALA17315
OG0001672	XENTR03686, XENTR05392, XENTR14798	BRALA00365
OG0001673	XENTR02411	BRALA23470, BRALA33336
OG0001674	XENTR05318, XENTR08311, XENTR08310, XENTR08309	BRALA04159
OG0001675	XENTR05024, XENTR15538	BRALA16675
OG0001676	XENTR08921	BRALA04014
OG0001676	XENTR08096	BRALA08006
OG0001677	XENTR06345	BRALA31138
OG0001678	XENTR12440, XENTR04156	BRALA00379
OG0001680	XENTR09484, XENTR09485	BRALA32159
OG0001683	XENTR14409, XENTR18194, XENTR05463, XENTR11397	BRALA24816
OG0001684	XENTR12235, XENTR00429	BRALA02822
OG0001686	XENTR10802, XENTR10341, XENTR11738	BRALA04004
OG0001686	XENTR03714	BRALA27285
OG0001687	XENTR07300	BRALA12237, BRALA12238, BRALA12235
OG0001688	XENTR12165, XENTR12164, XENTR17332	BRALA11794
OG0001689	XENTR06536, XENTR01151, XENTR01152	BRALA33853
OG0001690	XENTR07789	BRALA02846
OG0001691	XENTR19286	BRALA07231
OG0001692	XENTR00015, XENTR05878, XENTR04738	BRALA01068
OG0001693	XENTR12044	BRALA14068
OG0001694	XENTR06610, XENTR07039	BRALA29354, BRALA22728, BRALA22418, BRALA27856, BRALA27857, BRALA01227
OG0001695	XENTR18123, XENTR17708	BRALA23301
OG0001695	XENTR18418	BRALA06290
OG0001696	XENTR14126, XENTR08939, XENTR12073, XENTR12074	BRALA02110, BRALA02086
OG0001698	XENTR18270	BRALA19220
OG0001699	XENTR01688, XENTR01687, XENTR17709	BRALA11946, BRALA12563, BRALA12566, BRALA21255, BRALA12561, BRALA12562, BRALA29014, BRALA12564
OG0001703	XENTR02667	BRALA05302, BRALA18278
OG0001704	XENTR03806, XENTR03805	BRALA16941, BRALA16994
OG0001706	XENTR05262, XENTR06974, XENTR05263	BRALA22821
OG0001707	XENTR04513	BRALA12974, BRALA12971, BRALA12976
OG0001709	XENTR06407, XENTR13040, XENTR18243, XENTR18244, XENTR13039, XENTR06408	BRALA11774
OG0001710	XENTR16784, XENTR13163, XENTR16154	BRALA10938
OG0001711	XENTR06620, XENTR13096	BRALA31838, BRALA21578
OG0001713	XENTR06081	BRALA13740
OG0001714	XENTR03907	BRALA13029
OG0001714	XENTR16567	BRALA23437
OG0001716	XENTR15426	BRALA03458
OG0001718	XENTR03869	BRALA10903
OG0001720	XENTR17421, XENTR17422, XENTR01149	BRALA27104
OG0001721	XENTR13555, XENTR07868, XENTR08455	BRALA19032
OG0001724	XENTR07871	BRALA32012
OG0001725	XENTR03645, XENTR08140, XENTR14311	BRALA03656
OG0001726	XENTR10952	BRALA10761
OG0001726	XENTR11726	BRALA03770
OG0001727	XENTR02406, XENTR00200, XENTR00201	BRALA11932
OG0001729	XENTR02877, XENTR02809	BRALA27871
OG0001732	XENTR09057, XENTR03190	BRALA24214
OG0001733	XENTR07919	BRALA27459, BRALA27461, BRALA27460
OG0001734	XENTR17630, XENTR17863, XENTR17864, XENTR17631	BRALA15547, BRALA16158
OG0001735	XENTR05402, XENTR16930	BRALA07452
OG0001736	XENTR10208, XENTR16350	BRALA19982
OG0001737	XENTR19032	BRALA01802
OG0001737	XENTR11412, XENTR11594, XENTR12766	BRALA24508, BRALA24507, BRALA24509
OG0001738	XENTR14124, XENTR16771	BRALA23388
OG0001739	XENTR13668, XENTR18284	BRALA22905
OG0001740	XENTR17497, XENTR16779	BRALA30978, BRALA30517
OG0001742	XENTR08778, XENTR18760	BRALA06826
OG0001743	XENTR07739	BRALA27397, BRALA34917, BRALA27398
OG0001745	XENTR12852	BRALA16660, BRALA16661
OG0001747	XENTR01108, XENTR03213, XENTR03209, XENTR03208, XENTR03210, XENTR03212, XENTR03211, XENTR03203, XENTR03204, XENTR07433	BRALA21850, BRALA18554, BRALA18056, BRALA18055
OG0001748	XENTR08935, XENTR02210	BRALA17956
OG0001749	XENTR08701, XENTR03971, XENTR14372	BRALA08133
