Orthogroup	XENTR	ORYLA
OG0000722	XENTR07504	ORYLA04899
OG0000722	XENTR09493	ORYLA20049
OG0000722	XENTR17327	ORYLA11178
OG0000723	XENTR01819, XENTR06799	ORYLA17129
OG0000724	XENTR15314	ORYLA11470, ORYLA10190
OG0000725	XENTR04435	ORYLA14785
OG0000726	XENTR09424	ORYLA08613
OG0000726	XENTR03808	ORYLA20148
OG0000730	XENTR05215	ORYLA14344
OG0000730	XENTR00132	ORYLA09687
OG0000730	XENTR03375	ORYLA06542, ORYLA08864
OG0000730	XENTR12898	ORYLA13937
OG0000731	XENTR09272	ORYLA04194
OG0000731	XENTR06186	ORYLA09639
OG0000732	XENTR08594	ORYLA12890, ORYLA12891
OG0000732	XENTR13213	ORYLA17078, ORYLA17079, ORYLA00276
OG0000732	XENTR00357	ORYLA13246
OG0000733	XENTR12956	ORYLA10736
OG0000733	XENTR09501	ORYLA07377
OG0000733	XENTR05537	ORYLA11454
OG0000733	XENTR08499	ORYLA10355
OG0000734	XENTR06181	ORYLA02564
OG0000734	XENTR01296	ORYLA06887, ORYLA13266
OG0000735	XENTR03017	ORYLA11819
OG0000735	XENTR00243, XENTR00244	ORYLA05373
OG0000736	XENTR15994	ORYLA05420
OG0000736	XENTR08563	ORYLA15781
OG0000736	XENTR05404	ORYLA06602, ORYLA09862
OG0000736	XENTR02910	ORYLA09293
OG0000737	XENTR14208	ORYLA05282
OG0000737	XENTR06458	ORYLA02387, ORYLA17956
OG0000738	XENTR01705	ORYLA19789
OG0000738	XENTR10746	ORYLA05464
OG0000740	XENTR18507	ORYLA16089
OG0000740	XENTR17533	ORYLA05536
OG0000740	XENTR09702	ORYLA17478
OG0000740	XENTR08917	ORYLA05280
OG0000743	XENTR01379	ORYLA00778
OG0000743	XENTR11189	ORYLA05798
OG0000743	XENTR01696	ORYLA00731
OG0000743	XENTR01380	ORYLA00777
OG0000743	XENTR01695	ORYLA00730
OG0000744	XENTR04571	ORYLA06262, ORYLA06263, ORYLA07597
OG0000744	XENTR16235	ORYLA09281, ORYLA07131
OG0000745	XENTR18661, XENTR01647	ORYLA04864
OG0000746	XENTR13882, XENTR13881, XENTR13885	ORYLA16580, ORYLA00617
OG0000746	XENTR05636	ORYLA17031
OG0000748	XENTR10860, XENTR10861	ORYLA17154
OG0000749	XENTR13529, XENTR13528	ORYLA05251, ORYLA10702
OG0000750	XENTR09003	ORYLA10521
OG0000750	XENTR09731	ORYLA01307
OG0000751	XENTR03358	ORYLA01802
OG0000751	XENTR00118	ORYLA10300, ORYLA09790
OG0000751	XENTR09818	ORYLA06872
OG0000752	XENTR14203	ORYLA05301
OG0000752	XENTR03680	ORYLA04164
OG0000752	XENTR00306	ORYLA06659
OG0000752	XENTR11450	ORYLA00849
OG0000753	XENTR13232	ORYLA12199
OG0000753	XENTR16935	ORYLA15815
OG0000753	XENTR06041, XENTR06042	ORYLA03548, ORYLA04553
OG0000755	XENTR15916	ORYLA06747, ORYLA12885
OG0000755	XENTR06639	ORYLA20285
OG0000755	XENTR08361	ORYLA05462, ORYLA01558
OG0000756	XENTR13774	ORYLA01189
OG0000757	XENTR13722	ORYLA16792
OG0000757	XENTR08421	ORYLA10286
OG0000757	XENTR10378	ORYLA08503
OG0000758	XENTR12870	ORYLA10334
OG0000758	XENTR06058	ORYLA11982, ORYLA10388
OG0000759	XENTR03136, XENTR03134	ORYLA09820, ORYLA08624
OG0000759	XENTR01884	ORYLA09344, ORYLA06968
OG0000759	XENTR05238	ORYLA16111
OG0000759	XENTR18352	ORYLA09359, ORYLA08392, ORYLA09358
OG0000760	XENTR10725	ORYLA11057, ORYLA15061
OG0000760	XENTR13468	ORYLA13778
OG0000761	XENTR17935	ORYLA02885
OG0000761	XENTR15207	ORYLA00688
OG0000761	XENTR01309	ORYLA13190
OG0000762	XENTR07103	ORYLA13918
OG0000762	XENTR01118	ORYLA09624
OG0000762	XENTR14074	ORYLA07099
OG0000763	XENTR05044	ORYLA06579
OG0000763	XENTR08259	ORYLA13087
OG0000763	XENTR10626	ORYLA05555
OG0000764	XENTR06830, XENTR13254	ORYLA06275
OG0000765	XENTR01990	ORYLA06881
OG0000765	XENTR01184	ORYLA17894, ORYLA19781
OG0000766	XENTR13873	ORYLA19966
OG0000766	XENTR17891	ORYLA06092, ORYLA02010
OG0000766	XENTR13807	ORYLA12914
OG0000767	XENTR03830	ORYLA10195
OG0000767	XENTR11683	ORYLA03013, ORYLA03012
OG0000767	XENTR00589	ORYLA11685, ORYLA11686
OG0000768	XENTR00756	ORYLA10953, ORYLA14746
OG0000768	XENTR13472	ORYLA14526
OG0000768	XENTR18974	ORYLA15814
OG0000772	XENTR07457, XENTR07456	ORYLA01171
OG0000772	XENTR07455	ORYLA00334
OG0000772	XENTR08353	ORYLA10027, ORYLA01723
OG0000774	XENTR04669, XENTR14580	ORYLA06329, ORYLA12975
OG0000774	XENTR04231	ORYLA11415
OG0000775	XENTR01130	ORYLA17590
OG0000776	XENTR04910	ORYLA19610
OG0000776	XENTR05244	ORYLA04178
OG0000777	XENTR03884	ORYLA16329
OG0000777	XENTR01854	ORYLA00551, ORYLA16907
OG0000777	XENTR13724	ORYLA17057
OG0000778	XENTR03256	ORYLA03756
OG0000778	XENTR18913	ORYLA07433
OG0000778	XENTR12824	ORYLA05841
OG0000778	XENTR03112	ORYLA03327
OG0000778	XENTR04100	ORYLA15584
OG0000779	XENTR07467	ORYLA11734
OG0000779	XENTR06587	ORYLA09089
OG0000780	XENTR11708	ORYLA10485
OG0000780	XENTR10194	ORYLA03240
OG0000781	XENTR15057	ORYLA16212, ORYLA10368
OG0000782	XENTR15723	ORYLA13009
OG0000782	XENTR08315	ORYLA18096
OG0000782	XENTR12833, XENTR02660	ORYLA14883, ORYLA12161
OG0000784	XENTR09641	ORYLA18769
OG0000784	XENTR15068	ORYLA14498
OG0000784	XENTR00277	ORYLA10206
OG0000784	XENTR07231	ORYLA03150
OG0000784	XENTR13377	ORYLA15503
OG0000786	XENTR02070	ORYLA11530
OG0000786	XENTR07423	ORYLA15686, ORYLA14423
OG0000786	XENTR02335, XENTR02338, XENTR02336	ORYLA13987
OG0000786	XENTR00867	ORYLA17965, ORYLA02761
OG0000786	XENTR12186	ORYLA04402
OG0000787	XENTR02696	ORYLA02400
OG0000787	XENTR08733	ORYLA01292
OG0000787	XENTR12281	ORYLA05190
OG0000787	XENTR08846	ORYLA17517, ORYLA02629
OG0000788	XENTR16399	ORYLA11231
OG0000788	XENTR18205	ORYLA19625
OG0000790	XENTR08093	ORYLA12997, ORYLA12995
OG0000791	XENTR01881	ORYLA06970, ORYLA08877
OG0000791	XENTR06218	ORYLA13748
OG0000791	XENTR04189	ORYLA08756, ORYLA10037
OG0000792	XENTR02294	ORYLA05606
OG0000792	XENTR08546, XENTR07185	ORYLA19740
OG0000792	XENTR01146	ORYLA17605, ORYLA17606, ORYLA02640
OG0000793	XENTR18227	ORYLA01551
OG0000793	XENTR14087	ORYLA02378, ORYLA17395
OG0000793	XENTR10065	ORYLA12138
OG0000793	XENTR12127, XENTR12126	ORYLA14798, ORYLA12617
OG0000794	XENTR04044	ORYLA03967, ORYLA03748
OG0000794	XENTR01141	ORYLA17611
OG0000794	XENTR18009	ORYLA17196
OG0000795	XENTR05266	ORYLA01400
OG0000796	XENTR14737	ORYLA19573
OG0000796	XENTR13815	ORYLA04460
OG0000796	XENTR03253	ORYLA18655, ORYLA06452
OG0000796	XENTR05933	ORYLA01020, ORYLA03940
OG0000797	XENTR01630	ORYLA03892
OG0000797	XENTR05651	ORYLA20421
OG0000798	XENTR07369	ORYLA19766
OG0000798	XENTR01010	ORYLA16855
OG0000798	XENTR13650	ORYLA05822
OG0000799	XENTR08849	ORYLA05059, ORYLA05058
OG0000799	XENTR10335	ORYLA04318, ORYLA01142
OG0000799	XENTR08757	ORYLA07333
OG0000799	XENTR01900	ORYLA17377, ORYLA02682
OG0000801	XENTR05278	ORYLA12136
OG0000801	XENTR05077	ORYLA02996
OG0000802	XENTR07794	ORYLA13155
OG0000802	XENTR06509	ORYLA17098, ORYLA00847
OG0000802	XENTR16777	ORYLA13093
OG0000802	XENTR02068	ORYLA03391, ORYLA03390
OG0000802	XENTR09051, XENTR09050	ORYLA08678
OG0000802	XENTR12147	ORYLA06569, ORYLA13144, ORYLA17423, ORYLA02443
OG0000803	XENTR10876, XENTR10877	ORYLA11169
OG0000805	XENTR06363, XENTR15603, XENTR15604	ORYLA02081, ORYLA06083
OG0000805	XENTR04693	ORYLA16607
OG0000805	XENTR08777	ORYLA07559
OG0000805	XENTR00279	ORYLA10210, ORYLA09316
OG0000809	XENTR14827	ORYLA10307, ORYLA13020
OG0000809	XENTR06847	ORYLA17678
OG0000810	XENTR00056	ORYLA13646
OG0000810	XENTR17048	ORYLA08587
OG0000810	XENTR16257	ORYLA01680
OG0000811	XENTR11168, XENTR16298	ORYLA15042
OG0000813	XENTR13150, XENTR13151	ORYLA05187
OG0000814	XENTR13230	ORYLA12200
OG0000814	XENTR03397	ORYLA05497
OG0000815	XENTR02731	ORYLA09986
OG0000815	XENTR05406	ORYLA09860
OG0000815	XENTR02911	ORYLA09294
OG0000816	XENTR12785	ORYLA07660
OG0000816	XENTR13049	ORYLA04702
OG0000816	XENTR02094	ORYLA03384
OG0000816	XENTR16977	ORYLA04785, ORYLA04786
OG0000817	XENTR05219	ORYLA14347
OG0000817	XENTR09302	ORYLA19483
OG0000817	XENTR17704, XENTR17705	ORYLA07042
OG0000818	XENTR04812	ORYLA00658
OG0000818	XENTR00964	ORYLA16735, ORYLA07797
OG0000818	XENTR01697	ORYLA16670, ORYLA08170
OG0000818	XENTR05672	ORYLA05788
OG0000819	XENTR10193, XENTR10192	ORYLA03241
OG0000820	XENTR03160	ORYLA01765, ORYLA05596
OG0000820	XENTR05390	ORYLA06830, ORYLA09877
OG0000820	XENTR07096	ORYLA16120
OG0000821	XENTR06564, XENTR18975	ORYLA07527, ORYLA18275, ORYLA05300, ORYLA12985, ORYLA18811, ORYLA10853, ORYLA10796
OG0000821	XENTR04313, XENTR12541, XENTR08247, XENTR04314, XENTR10981	ORYLA00180
OG0000821	XENTR04316	ORYLA03294
OG0000821	XENTR07963, XENTR09812	ORYLA08469, ORYLA06934, ORYLA11909, ORYLA14439, ORYLA20377, ORYLA03820, ORYLA01486, ORYLA12448, ORYLA06680, ORYLA03119, ORYLA04417, ORYLA11494, ORYLA15504, ORYLA19402, ORYLA10028, ORYLA18235, ORYLA19250, ORYLA08565, ORYLA04007, ORYLA11080, ORYLA11868, ORYLA04634
OG0000822	XENTR17339	ORYLA10851
OG0000824	XENTR04940, XENTR04939, XENTR11038	ORYLA03257, ORYLA03256, ORYLA04106, ORYLA00161, ORYLA03258
OG0000825	XENTR10589	ORYLA09556
OG0000825	XENTR16089	ORYLA18879
OG0000825	XENTR09274	ORYLA15482, ORYLA14599, ORYLA19869
OG0000826	XENTR02499	ORYLA15838
OG0000827	XENTR18584	ORYLA14107, ORYLA17385
OG0000828	XENTR00582	ORYLA17485, ORYLA17486
OG0000828	XENTR06348	ORYLA02288
OG0000829	XENTR05273	ORYLA12618
OG0000829	XENTR00567	ORYLA07149, ORYLA18066, ORYLA02697
OG0000829	XENTR08272	ORYLA05040, ORYLA00690
OG0000829	XENTR01966	ORYLA14477, ORYLA17994
OG0000829	XENTR19142	ORYLA10790
OG0000830	XENTR01489	ORYLA00649
OG0000830	XENTR18052	ORYLA19799
OG0000831	XENTR00317	ORYLA06570
OG0000831	XENTR15182, XENTR14806, XENTR14807	ORYLA03733, ORYLA03734, ORYLA03683, ORYLA03684
OG0000831	XENTR09776	ORYLA05049, ORYLA01383
OG0000832	XENTR08500	ORYLA11840, ORYLA10353
OG0000833	XENTR05865	ORYLA10222
OG0000833	XENTR12214	ORYLA16558
OG0000833	XENTR04296	ORYLA07322
OG0000833	XENTR00046	ORYLA13638, ORYLA13637
OG0000834	XENTR08567	ORYLA14449, ORYLA15446
OG0000834	XENTR17187	ORYLA00202
OG0000834	XENTR03386	ORYLA06991
OG0000834	XENTR12342	ORYLA09675, ORYLA08609
OG0000835	XENTR16025	ORYLA12380
OG0000835	XENTR16652	ORYLA15340
OG0000836	XENTR10284	ORYLA14809
OG0000836	XENTR11931, XENTR11932	ORYLA13624
OG0000837	XENTR12402	ORYLA19078
OG0000837	XENTR09514	ORYLA04744
OG0000838	XENTR08945	ORYLA11142
OG0000841	XENTR17534	ORYLA01641
OG0000841	XENTR09566	ORYLA15191
OG0000841	XENTR09621	ORYLA11622
OG0000842	XENTR15843	ORYLA06219
OG0000842	XENTR13923	ORYLA06199, ORYLA19377
OG0000842	XENTR01677	ORYLA16490
OG0000842	XENTR11008	ORYLA09015
OG0000844	XENTR17965	ORYLA19051
OG0000844	XENTR18460	ORYLA05848, ORYLA01886
OG0000845	XENTR10269	ORYLA08554
OG0000845	XENTR12604	ORYLA00988
OG0000845	XENTR08484	ORYLA03586
OG0000846	XENTR17745	ORYLA03361
OG0000846	XENTR16919, XENTR16918	ORYLA02305, ORYLA04183
OG0000847	XENTR18143, XENTR18591	ORYLA07949
OG0000848	XENTR13197, XENTR13196	ORYLA04036
OG0000848	XENTR12202	ORYLA00460
OG0000848	XENTR08322	ORYLA17959
OG0000849	XENTR02560	ORYLA15667, ORYLA13688
OG0000849	XENTR07414	ORYLA15402
OG0000849	XENTR04112	ORYLA12370, ORYLA14601
OG0000850	XENTR00057	ORYLA10312, ORYLA12941
OG0000850	XENTR12447	ORYLA04650, ORYLA04651
OG0000851	XENTR10592	ORYLA09558, ORYLA08388
OG0000852	XENTR17178	ORYLA01694, ORYLA05767, ORYLA05768
OG0000852	XENTR02441	ORYLA15572
OG0000852	XENTR15626	ORYLA02133, ORYLA02134
OG0000853	XENTR02400	ORYLA10745
OG0000853	XENTR02063	ORYLA04257, ORYLA03398
OG0000855	XENTR02574, XENTR02573	ORYLA04372
OG0000856	XENTR02561	ORYLA15665, ORYLA15666
OG0000857	XENTR11492	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378
OG0000858	XENTR15971	ORYLA10920
OG0000858	XENTR18845	ORYLA19678
OG0000858	XENTR10077, XENTR10078	ORYLA04524
OG0000859	XENTR19026	ORYLA19103
OG0000859	XENTR03127	ORYLA12697
OG0000859	XENTR05830	ORYLA17341
OG0000859	XENTR10647, XENTR10646	ORYLA07145
OG0000860	XENTR06781	ORYLA02428
OG0000860	XENTR03999	ORYLA13306
OG0000861	XENTR00233	ORYLA05327, ORYLA05326
OG0000863	XENTR05892	ORYLA05318
OG0000866	XENTR12438	ORYLA08411, ORYLA06158, ORYLA08410
OG0000868	XENTR08506	ORYLA11338
OG0000868	XENTR04476	ORYLA08444, ORYLA08443
OG0000869	XENTR08068	ORYLA15399
OG0000869	XENTR11026	ORYLA17511
OG0000871	XENTR14179	ORYLA00978
OG0000872	XENTR10169	ORYLA20287
OG0000872	XENTR12885	ORYLA15006, ORYLA10961
OG0000873	XENTR15243	ORYLA19784
OG0000873	XENTR11936	ORYLA06856, ORYLA13004
OG0000873	XENTR08135	ORYLA12613
OG0000874	XENTR03555	ORYLA00532
OG0000874	XENTR18666	ORYLA03179, ORYLA04048, ORYLA07204
OG0000874	XENTR10470	ORYLA01855
OG0000875	XENTR15432	ORYLA13326, ORYLA07093
OG0000875	XENTR08213	ORYLA03514, ORYLA19061
OG0000876	XENTR06284, XENTR06285	ORYLA06408
OG0000876	XENTR03810	ORYLA15707, ORYLA20147
OG0000876	XENTR01097	ORYLA09773
OG0000877	XENTR19180	ORYLA14210
OG0000878	XENTR00725	ORYLA15008
OG0000878	XENTR09205	ORYLA06030
OG0000879	XENTR10540	ORYLA06599
OG0000879	XENTR03813	ORYLA15760
OG0000880	XENTR11909, XENTR11908	ORYLA13809
OG0000880	XENTR02551	ORYLA14403
OG0000880	XENTR02382	ORYLA10902
OG0000881	XENTR12933, XENTR12934	ORYLA01916, ORYLA05888
OG0000881	XENTR11112, XENTR11328	ORYLA04374, ORYLA03100
OG0000882	XENTR03615	ORYLA11875
OG0000882	XENTR02130	ORYLA08988
OG0000882	XENTR16807	ORYLA13972
OG0000882	XENTR03617, XENTR03616	ORYLA11874
OG0000883	XENTR11240	ORYLA12330
OG0000883	XENTR08110	ORYLA12809
OG0000887	XENTR02978	ORYLA14286, ORYLA15959
OG0000887	XENTR06287	ORYLA06407
OG0000888	XENTR12831	ORYLA05760
OG0000888	XENTR13292, XENTR13291	ORYLA12980, ORYLA06869
OG0000888	XENTR01928	ORYLA17907
OG0000889	XENTR17043	ORYLA11414, ORYLA10267
OG0000890	XENTR18941, XENTR07606, XENTR07605	ORYLA12538, ORYLA11745
OG0000893	XENTR01359	ORYLA14564
OG0000893	XENTR16287	ORYLA14566
OG0000893	XENTR07052, XENTR07051	ORYLA13848
OG0000894	XENTR12194	ORYLA07232, ORYLA00467
OG0000894	XENTR04788	ORYLA07753, ORYLA17007
OG0000894	XENTR16604	ORYLA16512
OG0000895	XENTR05065	ORYLA17230, ORYLA02985
OG0000895	XENTR03123	ORYLA14977
OG0000896	XENTR18869	ORYLA12742
OG0000896	XENTR13448	ORYLA18744
OG0000896	XENTR09474	ORYLA04344
OG0000897	XENTR01334, XENTR01333	ORYLA14707
OG0000897	XENTR01226, XENTR03509	ORYLA15784
OG0000898	XENTR03982	ORYLA08993
OG0000899	XENTR03655	ORYLA20446
OG0000900	XENTR07957	ORYLA14022, ORYLA15794
OG0000900	XENTR08949	ORYLA11145
OG0000900	XENTR16631	ORYLA12323
OG0000900	XENTR11493	ORYLA07973, ORYLA16355
OG0000904	XENTR10340	ORYLA01297
OG0000904	XENTR08923	ORYLA12510
OG0000904	XENTR04176	ORYLA19815
OG0000905	XENTR07482	ORYLA19283, ORYLA19282
OG0000906	XENTR15532, XENTR06172	ORYLA02426
OG0000907	XENTR04660	ORYLA13394
OG0000907	XENTR05742	ORYLA17435
OG0000908	XENTR02189, XENTR02188, XENTR02186, XENTR02187, XENTR02185, XENTR02184	ORYLA04724, ORYLA18118
OG0000908	XENTR04273	ORYLA08105
OG0000909	XENTR10672	ORYLA11368
OG0000909	XENTR12839	ORYLA19848
OG0000909	XENTR08443	ORYLA10623
OG0000911	XENTR18175	ORYLA16469, ORYLA08345
OG0000911	XENTR10007	ORYLA09695
OG0000911	XENTR05207	ORYLA13753
OG0000912	XENTR06455	ORYLA17948
OG0000912	XENTR12826	ORYLA04947, ORYLA00892
OG0000912	XENTR08744	ORYLA01289
OG0000912	XENTR17481	ORYLA00420
OG0000912	XENTR06537	ORYLA03978, ORYLA03457
OG0000913	XENTR01593	ORYLA01511
OG0000914	XENTR11295	ORYLA15437
OG0000914	XENTR10460	ORYLA20258
OG0000914	XENTR02522	ORYLA15690
OG0000914	XENTR02868	ORYLA14695
OG0000915	XENTR06376	ORYLA15453
OG0000915	XENTR07971	ORYLA13698
OG0000915	XENTR14552	ORYLA14400
OG0000915	XENTR15550	ORYLA15346
OG0000921	XENTR08015	ORYLA05705
OG0000921	XENTR09161	ORYLA13652
OG0000923	XENTR08773	ORYLA07886, ORYLA09846
OG0000923	XENTR13432	ORYLA15757, ORYLA14372
OG0000923	XENTR09911	ORYLA10056
OG0000925	XENTR13985	ORYLA19836
OG0000925	XENTR02311	ORYLA09614
OG0000926	XENTR00402	ORYLA14725
OG0000927	XENTR00283	ORYLA13440
OG0000927	XENTR05915	ORYLA04252, ORYLA01277
OG0000927	XENTR18984	ORYLA07282
OG0000928	XENTR05033	ORYLA07148
OG0000928	XENTR05285	ORYLA14647, ORYLA12139
OG0000929	XENTR00682	ORYLA07554
OG0000929	XENTR15957	ORYLA09115, ORYLA04169
OG0000929	XENTR09138	ORYLA11547
OG0000929	XENTR05468, XENTR05469	ORYLA02109
OG0000931	XENTR02004	ORYLA04942, ORYLA19930
OG0000931	XENTR01984	ORYLA17563
OG0000932	XENTR13910	ORYLA17977
OG0000933	XENTR09950	ORYLA04779
OG0000933	XENTR06630	ORYLA04142, ORYLA07694
OG0000933	XENTR08513	ORYLA10078
OG0000934	XENTR14739	ORYLA09601
OG0000934	XENTR18207	ORYLA11859
OG0000934	XENTR11383	ORYLA16233
OG0000934	XENTR18032	ORYLA10870
OG0000935	XENTR06757	ORYLA05774, ORYLA01692
OG0000935	XENTR07228	ORYLA15882, ORYLA14011
OG0000935	XENTR08768	ORYLA09839
OG0000936	XENTR02806	ORYLA15832, ORYLA13766
OG0000938	XENTR09019	ORYLA13059
OG0000938	XENTR09487	ORYLA01073, ORYLA01074
OG0000938	XENTR03541, XENTR03542	ORYLA00524
OG0000943	XENTR19197	ORYLA15376
OG0000943	XENTR06447	ORYLA17852
OG0000944	XENTR14742	ORYLA09043, ORYLA04158
OG0000944	XENTR00679	ORYLA01246
OG0000945	XENTR09889	ORYLA12060
OG0000946	XENTR14125	ORYLA15133, ORYLA11209
OG0000947	XENTR08808	ORYLA08406
OG0000947	XENTR01875	ORYLA19529
OG0000949	XENTR16409	ORYLA02756
OG0000949	XENTR12925	ORYLA01668
OG0000949	XENTR16343	ORYLA19847
OG0000949	XENTR13690	ORYLA10622
OG0000949	XENTR10671	ORYLA11369, ORYLA08705
OG0000950	XENTR06315	ORYLA04359
OG0000950	XENTR14022	ORYLA02766, ORYLA17857
OG0000951	XENTR11436	ORYLA06116
OG0000951	XENTR10439	ORYLA14933
OG0000952	XENTR06419	ORYLA03901
OG0000952	XENTR10974	ORYLA02988
OG0000952	XENTR07516	ORYLA01232
OG0000952	XENTR10972, XENTR10973	ORYLA17229, ORYLA02987
OG0000953	XENTR16006	ORYLA02556
OG0000953	XENTR05020	ORYLA05667
OG0000953	XENTR10025	ORYLA13885
OG0000954	XENTR04163	ORYLA20086
OG0000954	XENTR07349	ORYLA16756
OG0000954	XENTR07350	ORYLA16757, ORYLA16758
OG0000955	XENTR15251	ORYLA17644
OG0000955	XENTR15299	ORYLA19752
OG0000957	XENTR13219, XENTR13218	ORYLA00858
OG0000957	XENTR09672	ORYLA02737
OG0000957	XENTR08642	ORYLA18079
OG0000958	XENTR16151	ORYLA13781
OG0000960	XENTR00488	ORYLA12743, ORYLA15353
OG0000960	XENTR11786	ORYLA05468
OG0000960	XENTR16830	ORYLA14514
OG0000963	XENTR09828	ORYLA13485, ORYLA06840, ORYLA06839
OG0000963	XENTR00065	ORYLA13364
OG0000964	XENTR15845	ORYLA17226
OG0000964	XENTR11986, XENTR11979	ORYLA03089
OG0000965	XENTR14312	ORYLA20470
OG0000965	XENTR16944	ORYLA07478
OG0000966	XENTR04933	ORYLA19569
OG0000966	XENTR10311	ORYLA17821, ORYLA02666
OG0000967	XENTR08823	ORYLA04076
OG0000967	XENTR06702	ORYLA19755
OG0000968	XENTR08955	ORYLA10874
OG0000968	XENTR17733	ORYLA14830
OG0000968	XENTR04535	ORYLA17573
OG0000969	XENTR08014	ORYLA05704
OG0000970	XENTR01182	ORYLA17254, ORYLA02643
OG0000972	XENTR13483, XENTR14024	ORYLA17856
OG0000972	XENTR02207	ORYLA03686, ORYLA18142
OG0000973	XENTR15593	ORYLA01659
OG0000974	XENTR01619	ORYLA03871
OG0000976	XENTR13946	ORYLA14987
OG0000976	XENTR10262	ORYLA12287, ORYLA09719
OG0000978	XENTR01707	ORYLA14000, ORYLA15891
OG0000978	XENTR17274	ORYLA12640
OG0000978	XENTR04595	ORYLA07570
OG0000979	XENTR08662, XENTR08663, XENTR16278	ORYLA04958, ORYLA04959
OG0000981	XENTR14084	ORYLA02383, ORYLA17398
OG0000982	XENTR15733	ORYLA13484
OG0000982	XENTR18658	ORYLA05721
OG0000982	XENTR06997	ORYLA17666, ORYLA02909
OG0000984	XENTR03417	ORYLA14092
OG0000984	XENTR01286, XENTR01285	ORYLA13312
OG0000985	XENTR01934	ORYLA02598
OG0000985	XENTR16979, XENTR16978	ORYLA08267, ORYLA04784
OG0000986	XENTR04261	ORYLA05019, ORYLA08270
OG0000986	XENTR01926	ORYLA02693, ORYLA17557
OG0000987	XENTR03812	ORYLA13755, ORYLA15702
OG0000988	XENTR12762	ORYLA19585
OG0000988	XENTR06777, XENTR06778	ORYLA02424, ORYLA02425
OG0000988	XENTR09929	ORYLA13645
OG0000992	XENTR07391	ORYLA16313, ORYLA19691
OG0000992	XENTR15056, XENTR11894	ORYLA01948
OG0000993	XENTR14928	ORYLA08621
OG0000994	XENTR15055	ORYLA11419
OG0000994	XENTR12451, XENTR12452, XENTR02702, XENTR02703, XENTR02701	ORYLA18398
OG0000995	XENTR04796	ORYLA00280, ORYLA17021
OG0000995	XENTR07312	ORYLA07992
OG0000996	XENTR00689	ORYLA01364
OG0000996	XENTR11665	ORYLA09102
OG0000996	XENTR03250	ORYLA20110
OG0000999	XENTR05421	ORYLA17143, ORYLA07960
OG0000999	XENTR05336	ORYLA15047
OG0001000	XENTR02326	ORYLA09416
OG0001000	XENTR14403	ORYLA00982
OG0001000	XENTR05465	ORYLA02107
OG0001000	XENTR00660, XENTR09708	ORYLA04112, ORYLA03296
OG0001001	XENTR17916	ORYLA04326, ORYLA07294
OG0001001	XENTR02303	ORYLA08735, ORYLA09611
OG0001002	XENTR05426	ORYLA07974
OG0001002	XENTR04429	ORYLA08682
OG0001003	XENTR06440	ORYLA17863
OG0001004	XENTR11947	ORYLA12912
OG0001004	XENTR13944	ORYLA07357
OG0001004	XENTR00348	ORYLA12944
OG0001004	XENTR12222	ORYLA17121, ORYLA00260
OG0001005	XENTR17351	ORYLA13716, ORYLA13692, ORYLA18566, ORYLA18531, ORYLA19208
OG0001006	XENTR01787	ORYLA00587
OG0001006	XENTR11011	ORYLA17469
OG0001006	XENTR09358	ORYLA06935
OG0001007	XENTR03922	ORYLA13224
OG0001007	XENTR07754	ORYLA17845
OG0001008	XENTR01253	ORYLA14021
OG0001008	XENTR07071	ORYLA10968
OG0001008	XENTR13709	ORYLA12088
OG0001009	XENTR09611	ORYLA10070
OG0001009	XENTR19086, XENTR04072	ORYLA02205
OG0001011	XENTR08483	ORYLA04068, ORYLA03585
OG0001011	XENTR04705	ORYLA00313, ORYLA07327
OG0001011	XENTR12721	ORYLA09923
OG0001012	XENTR07888	ORYLA03691
OG0001012	XENTR14475	ORYLA03287
OG0001012	XENTR17590, XENTR17589	ORYLA09576, ORYLA12224
OG0001012	XENTR10096	ORYLA03675, ORYLA04094
OG0001012	XENTR14494, XENTR18695	ORYLA17879, ORYLA02847
OG0001012	XENTR15180	ORYLA04426
OG0001013	XENTR01268	ORYLA17033, ORYLA00289
OG0001013	XENTR12519	ORYLA00568, ORYLA16911
OG0001013	XENTR05681	ORYLA05815, ORYLA01878
OG0001013	XENTR13123	ORYLA08175, ORYLA16273
OG0001015	XENTR16275	ORYLA08292
OG0001016	XENTR06361	ORYLA08912
OG0001016	XENTR11007	ORYLA08838
OG0001017	XENTR06219	ORYLA15745
OG0001018	XENTR12838	ORYLA04621
OG0001019	XENTR19055	ORYLA01968
OG0001019	XENTR18997	ORYLA01969, ORYLA20371, ORYLA16086
OG0001021	XENTR03042	ORYLA19735
OG0001022	XENTR18242	ORYLA13121, ORYLA06595
OG0001022	XENTR09212	ORYLA08639, ORYLA08638, ORYLA08637
OG0001022	XENTR08786	ORYLA01094
OG0001022	XENTR08785	ORYLA01093
OG0001023	XENTR15705, XENTR15704	ORYLA11181
OG0001023	XENTR16017	ORYLA12354
OG0001023	XENTR02520	ORYLA13986
OG0001024	XENTR05573	ORYLA10777
OG0001024	XENTR09290	ORYLA04903
OG0001024	XENTR01956	ORYLA17767
OG0001026	XENTR01794	ORYLA08000
OG0001027	XENTR14946	ORYLA02447
OG0001027	XENTR18376	ORYLA10175
OG0001028	XENTR08088	ORYLA13607, ORYLA13608
OG0001028	XENTR09574	ORYLA17489
