Orthogroup	XENTR	ORYLA
OG0003656	XENTR08122	ORYLA12194
OG0003656	XENTR09683	ORYLA06060
OG0003657	XENTR07176	ORYLA04683, ORYLA09891
OG0003658	XENTR03326	ORYLA05614, ORYLA01831
OG0003659	XENTR06944	ORYLA19260
OG0003660	XENTR09436	ORYLA04982, ORYLA08074
OG0003661	XENTR03758	ORYLA13934
OG0003662	XENTR13147	ORYLA04873
OG0003662	XENTR18370	ORYLA02401
OG0003663	XENTR12741	ORYLA07346
OG0003664	XENTR01685	ORYLA16286
OG0003665	XENTR03871	ORYLA11822
OG0003666	XENTR15411	ORYLA02489
OG0003666	XENTR03926	ORYLA13220, ORYLA06808
OG0003667	XENTR07700	ORYLA03973, ORYLA03463
OG0003667	XENTR00535	ORYLA17623
OG0003668	XENTR02672	ORYLA12159
OG0003669	XENTR08683	ORYLA00310
OG0003671	XENTR13386	ORYLA19913
OG0003671	XENTR15446	ORYLA03950
OG0003672	XENTR07314	ORYLA07781
OG0003673	XENTR07879, XENTR09618, XENTR07880	ORYLA11721
OG0003674	XENTR09128	ORYLA00233
OG0003675	XENTR14931	ORYLA05527
OG0003676	XENTR00677	ORYLA18000
OG0003677	XENTR08610	ORYLA09433
OG0003677	XENTR17285	ORYLA09215
OG0003677	XENTR15109	ORYLA16425
OG0003678	XENTR00079	ORYLA19111
OG0003678	XENTR17514	ORYLA18850
OG0003679	XENTR18397	ORYLA09435
OG0003679	XENTR12379	ORYLA09221
OG0003681	XENTR16296, XENTR16295	ORYLA15043
OG0003681	XENTR04463	ORYLA12095
OG0003682	XENTR13445	ORYLA05336, ORYLA11752
OG0003684	XENTR04969	ORYLA09009
OG0003685	XENTR15247	ORYLA17288
OG0003685	XENTR08131	ORYLA12611
OG0003686	XENTR05887	ORYLA15174, ORYLA15175
OG0003687	XENTR05213	ORYLA16099
OG0003687	XENTR00134	ORYLA09689
OG0003688	XENTR03091, XENTR16481, XENTR16482, XENTR16476	ORYLA15391
OG0003689	XENTR14093	ORYLA00037
OG0003690	XENTR02409	ORYLA10151
OG0003691	XENTR14452	ORYLA00513
OG0003692	XENTR01955	ORYLA17765, ORYLA17766
OG0003693	XENTR10718	ORYLA11068
OG0003693	XENTR18258	ORYLA15548
OG0003694	XENTR17179	ORYLA05766
OG0003695	XENTR07743	ORYLA18026, ORYLA02559
OG0003695	XENTR03931	ORYLA13445
OG0003696	XENTR02869	ORYLA14696
OG0003697	XENTR07348	ORYLA16755
OG0003697	XENTR07379	ORYLA18863
OG0003698	XENTR09545	ORYLA05043
OG0003698	XENTR01970	ORYLA17728
OG0003700	XENTR07388	ORYLA00145
OG0003702	XENTR08512	ORYLA10080
OG0003703	XENTR16337	ORYLA19118
OG0003703	XENTR12841	ORYLA07915
OG0003704	XENTR14777	ORYLA00715
OG0003704	XENTR00061	ORYLA06286
OG0003705	XENTR12388	ORYLA01951
OG0003706	XENTR15599	ORYLA06085
OG0003707	XENTR17466, XENTR01423	ORYLA12453
OG0003708	XENTR08453	ORYLA10235
OG0003709	XENTR16313	ORYLA15349, ORYLA12752
OG0003710	XENTR06304	ORYLA04163, ORYLA08822
OG0003711	XENTR14138	ORYLA12421
OG0003712	XENTR01274	ORYLA16996
OG0003712	XENTR12990	ORYLA19025
OG0003713	XENTR03924	ORYLA13219, ORYLA06802
OG0003714	XENTR10015	ORYLA19329
OG0003716	XENTR10549	ORYLA13136
OG0003720	XENTR01280	ORYLA06376
OG0003720	XENTR11759	ORYLA01596
OG0003721	XENTR07713	ORYLA10476
OG0003721	XENTR09504	ORYLA01061
OG0003722	XENTR13252	ORYLA06277
OG0003722	XENTR06780	ORYLA02448
OG0003724	XENTR10087	ORYLA20221
OG0003725	XENTR00052	ORYLA13642
OG0003725	XENTR12224	ORYLA17118
OG0003726	XENTR05750	ORYLA05127
OG0003727	XENTR08237	ORYLA01928, ORYLA05903
OG0003729	XENTR03157	ORYLA08395
OG0003731	XENTR04923	ORYLA00028
OG0003732	XENTR18126	ORYLA09566
OG0003733	XENTR04294	ORYLA07355
OG0003734	XENTR16422	ORYLA02449
OG0003735	XENTR05792	ORYLA18227
OG0003736	XENTR09558	ORYLA15256
OG0003737	XENTR06182	ORYLA18023
OG0003737	XENTR09163	ORYLA13650
OG0003738	XENTR17869	ORYLA16804
OG0003739	XENTR15714	ORYLA10021
OG0003741	XENTR17057	ORYLA06173
OG0003742	XENTR03179	ORYLA06086, ORYLA02085
OG0003742	XENTR03778	ORYLA16192
OG0003743	XENTR12518	ORYLA02655, ORYLA17586
OG0003744	XENTR06835	ORYLA15613
OG0003744	XENTR16465	ORYLA13913
OG0003745	XENTR00802	ORYLA17929
OG0003746	XENTR04180	ORYLA20093
OG0003746	XENTR06934	ORYLA08232
OG0003746	XENTR16848	ORYLA02028
OG0003748	XENTR00377	ORYLA14739
OG0003749	XENTR16748	ORYLA15075
OG0003750	XENTR02453	ORYLA15854
OG0003751	XENTR09919, XENTR09920	ORYLA12972
OG0003752	XENTR05303	ORYLA14921
OG0003753	XENTR13127	ORYLA16886, ORYLA16887
OG0003754	XENTR10153	ORYLA14867
OG0003755	XENTR04060	ORYLA04416
OG0003756	XENTR06642	ORYLA15160
OG0003757	XENTR15569, XENTR19000	ORYLA03079
OG0003758	XENTR10842, XENTR07110	ORYLA15779
OG0003759	XENTR16557	ORYLA01905
OG0003759	XENTR14606	ORYLA01906
OG0003760	XENTR04510	ORYLA07065
OG0003760	XENTR16728	ORYLA12558
OG0003761	XENTR05309, XENTR05308	ORYLA14667
OG0003761	XENTR07160	ORYLA19588
OG0003762	XENTR07403	ORYLA16316
OG0003763	XENTR17599	ORYLA04822
OG0003764	XENTR10248	ORYLA16406
OG0003765	XENTR13156	ORYLA15485
OG0003765	XENTR06386	ORYLA19638
OG0003766	XENTR01718	ORYLA14216
OG0003768	XENTR08962	ORYLA11127
OG0003769	XENTR12425	ORYLA08980
OG0003770	XENTR14731	ORYLA03596
OG0003771	XENTR13739	ORYLA19264
OG0003771	XENTR03911	ORYLA17030
OG0003772	XENTR05943	ORYLA12463
OG0003773	XENTR13130	ORYLA08369
OG0003776	XENTR07141	ORYLA18575
OG0003777	XENTR01073	ORYLA09626
OG0003778	XENTR10711	ORYLA11149, ORYLA15322
OG0003779	XENTR17121	ORYLA16409
OG0003780	XENTR09649	ORYLA13130
OG0003780	XENTR09270	ORYLA07555
OG0003780	XENTR06188	ORYLA09643
OG0003781	XENTR11089	ORYLA07642
OG0003781	XENTR16719, XENTR16718	ORYLA00185, ORYLA00183, ORYLA04949, ORYLA00184
OG0003794	XENTR06585	ORYLA16150
OG0003794	XENTR05055	ORYLA15350, ORYLA12748
OG0003795	XENTR19254	ORYLA20210
OG0003798	XENTR01114	ORYLA19738
OG0003798	XENTR07104	ORYLA13919
OG0003803	XENTR01279	ORYLA02753, ORYLA02752, ORYLA12969
OG0003806	XENTR07356	ORYLA16763
OG0003807	XENTR01368, XENTR01369, XENTR01367	ORYLA00781
OG0003808	XENTR13676	ORYLA01934
OG0003809	XENTR08847	ORYLA07697
OG0003809	XENTR04264	ORYLA19481, ORYLA19479
OG0003810	XENTR00906	ORYLA09510, ORYLA12262
OG0003811	XENTR05500	ORYLA12803
OG0003813	XENTR10561	ORYLA18042
OG0003813	XENTR06474	ORYLA17950
OG0003816	XENTR07578	ORYLA05294
OG0003817	XENTR01494	ORYLA06447
OG0003818	XENTR08826	ORYLA04078
OG0003820	XENTR15816, XENTR15817	ORYLA07704
OG0003821	XENTR02570	ORYLA13685, ORYLA15681
OG0003821	XENTR07045	ORYLA13807
OG0003823	XENTR12892	ORYLA11357
OG0003823	XENTR11791	ORYLA02152
OG0003824	XENTR02218	ORYLA17763
OG0003826	XENTR01516	ORYLA04385
OG0003827	XENTR18626	ORYLA07017, ORYLA07018, ORYLA13140
OG0003828	XENTR14525	ORYLA02923
OG0003829	XENTR04012	ORYLA06358
OG0003830	XENTR18560, XENTR14254	ORYLA10180
OG0003831	XENTR03490	ORYLA00352
OG0003832	XENTR00382	ORYLA10931
OG0003833	XENTR15540	ORYLA08551
OG0003834	XENTR04978	ORYLA06974, ORYLA12844
OG0003834	XENTR18533	ORYLA15270
OG0003836	XENTR11782	ORYLA00347, ORYLA00348
OG0003836	XENTR15896	ORYLA04611
OG0003837	XENTR02506	ORYLA16787
OG0003838	XENTR00914	ORYLA09504
OG0003838	XENTR03476	ORYLA00494
OG0003839	XENTR13884	ORYLA06804
OG0003840	XENTR12159	ORYLA19338
OG0003841	XENTR12939	ORYLA02082
OG0003842	XENTR06616	ORYLA11223
OG0003843	XENTR12778, XENTR12779	ORYLA00216, ORYLA04760
OG0003844	XENTR07150	ORYLA00410
OG0003845	XENTR04055	ORYLA04421
OG0003846	XENTR02190	ORYLA04676
OG0003847	XENTR05448	ORYLA00209
OG0003848	XENTR09160	ORYLA06527, ORYLA13653
OG0003849	XENTR02659	ORYLA14884
OG0003849	XENTR08320	ORYLA02815
OG0003850	XENTR05454	ORYLA05996
OG0003851	XENTR02901	ORYLA09286, ORYLA06613
OG0003852	XENTR01443, XENTR00580	ORYLA17405
OG0003853	XENTR16563	ORYLA18272
OG0003854	XENTR09846	ORYLA13175
OG0003855	XENTR18199	ORYLA01615, ORYLA19634
OG0003856	XENTR05612	ORYLA17087
OG0003857	XENTR10397	ORYLA19469, ORYLA19468
OG0003859	XENTR18118	ORYLA11310
OG0003860	XENTR06357	ORYLA06391
OG0003861	XENTR12844	ORYLA19849
OG0003862	XENTR03149	ORYLA09814, ORYLA12243
OG0003863	XENTR10491, XENTR10490	ORYLA04629
OG0003863	XENTR02221, XENTR02222	ORYLA17758
OG0003864	XENTR11994	ORYLA03365
OG0003865	XENTR08410	ORYLA09778
OG0003865	XENTR08547	ORYLA13923, ORYLA15980
OG0003866	XENTR06311	ORYLA08827
OG0003867	XENTR02863	ORYLA19092
OG0003868	XENTR14790	ORYLA19824
OG0003868	XENTR09159, XENTR09158	ORYLA12769
OG0003869	XENTR16798	ORYLA08057
OG0003870	XENTR11422	ORYLA16354
OG0003871	XENTR10829	ORYLA09606
OG0003872	XENTR00808	ORYLA17934, ORYLA17933
OG0003873	XENTR00180	ORYLA12547
OG0003874	XENTR15862	ORYLA05727, ORYLA01534
OG0003875	XENTR04436	ORYLA14787
OG0003876	XENTR17136	ORYLA05675
OG0003877	XENTR02745	ORYLA13505
OG0003878	XENTR02554	ORYLA11114, ORYLA15672, ORYLA14414
OG0003879	XENTR11236	ORYLA14824
OG0003880	XENTR06094	ORYLA12824
OG0003881	XENTR04081	ORYLA19792, ORYLA19793
OG0003882	XENTR16402	ORYLA10836, ORYLA15325
OG0003883	XENTR14642, XENTR14643	ORYLA05064, ORYLA00737
OG0003883	XENTR08760	ORYLA07337, ORYLA07336
OG0003884	XENTR02661	ORYLA12146
OG0003885	XENTR05759	ORYLA05118
OG0003885	XENTR02123	ORYLA08990
OG0003886	XENTR01682	ORYLA07850
OG0003887	XENTR11440	ORYLA06119
OG0003888	XENTR15148	ORYLA09457
OG0003890	XENTR06459	ORYLA02702
OG0003890	XENTR12480	ORYLA03959
OG0003892	XENTR00762	ORYLA10862
OG0003893	XENTR13880	ORYLA04836
OG0003894	XENTR06779	ORYLA17746
OG0003895	XENTR15607	ORYLA17184
OG0003896	XENTR17970	ORYLA00246, ORYLA16803
OG0003896	XENTR04800, XENTR16273	ORYLA16688
OG0003897	XENTR09637	ORYLA06606
OG0003898	XENTR00281	ORYLA12764
OG0003899	XENTR07459	ORYLA00332
OG0003900	XENTR06624	ORYLA03942
OG0003901	XENTR10660, XENTR18510	ORYLA11674
OG0003903	XENTR11558	ORYLA00503
OG0003904	XENTR05314	ORYLA12590
OG0003906	XENTR05038	ORYLA19253, ORYLA19252
OG0003907	XENTR03299	ORYLA07524
OG0003908	XENTR12199	ORYLA00464
OG0003908	XENTR15544	ORYLA11218
OG0003909	XENTR13589	ORYLA11744
OG0003910	XENTR07945	ORYLA01842
OG0003911	XENTR02501	ORYLA18945
OG0003912	XENTR07778	ORYLA12465
OG0003913	XENTR15388	ORYLA01416
OG0003914	XENTR02686	ORYLA18672, ORYLA18673
OG0003915	XENTR02712	ORYLA12264
OG0003915	XENTR00701	ORYLA00970
OG0003916	XENTR04593	ORYLA06228
OG0003916	XENTR05144	ORYLA02175
OG0003917	XENTR00420, XENTR10594	ORYLA13507
OG0003918	XENTR06731	ORYLA19012
OG0003920	XENTR12856	ORYLA01688
OG0003921	XENTR04630	ORYLA07105
OG0003922	XENTR08412	ORYLA09787
OG0003923	XENTR04190	ORYLA10036
OG0003925	XENTR05466	ORYLA05435
OG0003927	XENTR06337, XENTR06338	ORYLA17984
OG0003928	XENTR12557, XENTR12558	ORYLA07130
OG0003930	XENTR10794	ORYLA15221
OG0003931	XENTR10403	ORYLA07756
OG0003933	XENTR11134	ORYLA14136
OG0003933	XENTR10793	ORYLA10946
OG0003934	XENTR05679	ORYLA18258
OG0003935	XENTR03877	ORYLA10426
OG0003936	XENTR06644	ORYLA15161
OG0003937	XENTR01997	ORYLA04944
OG0003937	XENTR01986	ORYLA02854, ORYLA17784, ORYLA17785
OG0003938	XENTR15244	ORYLA10357
OG0003939	XENTR04150	ORYLA08294
OG0003940	XENTR04461	ORYLA12099
OG0003941	XENTR10808	ORYLA20161, ORYLA19687
OG0003942	XENTR17940	ORYLA11858
OG0003944	XENTR06236	ORYLA06722
OG0003945	XENTR18416	ORYLA14999
OG0003946	XENTR08261	ORYLA00695
OG0003946	XENTR12173	ORYLA00840
OG0003947	XENTR02239	ORYLA17372
OG0003949	XENTR02519	ORYLA13984
OG0003950	XENTR10159	ORYLA12030
OG0003951	XENTR02805	ORYLA15529
OG0003953	XENTR01614, XENTR03298	ORYLA04609, ORYLA04608
OG0003954	XENTR15739	ORYLA05547
OG0003954	XENTR07597	ORYLA11360
OG0003955	XENTR03281	ORYLA00673
OG0003956	XENTR00432	ORYLA13069
OG0003957	XENTR11174	ORYLA11936
OG0003957	XENTR13241	ORYLA09270
OG0003959	XENTR14787, XENTR19068, XENTR16821	ORYLA02587
OG0003960	XENTR02354	ORYLA14710
OG0003961	XENTR09360	ORYLA06267
OG0003962	XENTR09257	ORYLA04594
OG0003962	XENTR00890	ORYLA08720
OG0003962	XENTR13042	ORYLA03911
OG0003965	XENTR12041	ORYLA10358
OG0003966	XENTR12845	ORYLA18869, ORYLA18868
OG0003967	XENTR01385	ORYLA00887
OG0003968	XENTR09674	ORYLA06246
OG0003969	XENTR09036	ORYLA12575
OG0003970	XENTR06325	ORYLA17540
OG0003971	XENTR16415	ORYLA18033
OG0003972	XENTR02960	ORYLA15470
OG0003973	XENTR02390	ORYLA18600
OG0003973	XENTR13883	ORYLA00775
OG0003974	XENTR07421	ORYLA10919, ORYLA13680
OG0003974	XENTR05432	ORYLA12109, ORYLA14677
OG0003978	XENTR01603	ORYLA14729
OG0003978	XENTR13382	ORYLA05034
OG0003978	XENTR01941	ORYLA02781
OG0003979	XENTR10784	ORYLA09596
OG0003980	XENTR16662, XENTR18634, XENTR16902, XENTR16903	ORYLA14041, ORYLA14040
OG0003981	XENTR10622	ORYLA05552
OG0003981	XENTR15688	ORYLA20386
OG0003981	XENTR07637	ORYLA15252
OG0003982	XENTR05871	ORYLA07158, ORYLA07159
OG0003998	XENTR13053	ORYLA00128
OG0003999	XENTR13639	ORYLA09012
OG0004000	XENTR16850	ORYLA06063
OG0004002	XENTR07505	ORYLA05237
OG0004004	XENTR00508	ORYLA15181
OG0004005	XENTR08022	ORYLA11539
OG0004007	XENTR00335	ORYLA12862
OG0004007	XENTR12145	ORYLA02441
OG0004009	XENTR12738	ORYLA07186, ORYLA18510
OG0004009	XENTR07565	ORYLA05182
OG0004010	XENTR15365	ORYLA12744
OG0004011	XENTR09432	ORYLA08072, ORYLA04979
OG0004011	XENTR02695	ORYLA02389, ORYLA17955
OG0004012	XENTR08974	ORYLA03859, ORYLA03860
OG0004014	XENTR16545	ORYLA09781
OG0004015	XENTR07793	ORYLA13080
OG0004016	XENTR08559	ORYLA15762
OG0004017	XENTR14676	ORYLA16378
OG0004019	XENTR14133	ORYLA07079
OG0004020	XENTR03214	ORYLA03618
OG0004021	XENTR01515	ORYLA04388, ORYLA04386, ORYLA04387
OG0004022	XENTR07692	ORYLA04153
OG0004024	XENTR10419	ORYLA09183
OG0004025	XENTR15063	ORYLA17302
OG0004027	XENTR05193	ORYLA15966
OG0004028	XENTR07292	ORYLA19452
OG0004029	XENTR14070	ORYLA05168
OG0004030	XENTR01775	ORYLA07997
OG0004031	XENTR02095	ORYLA03387
OG0004032	XENTR14175, XENTR14174	ORYLA00963
OG0004032	XENTR10565	ORYLA09486
OG0004033	XENTR07511	ORYLA00102
OG0004034	XENTR01478	ORYLA18076, ORYLA05726, ORYLA18901
OG0004035	XENTR18213	ORYLA13967
OG0004035	XENTR18419	ORYLA19169
OG0004036	XENTR00661	ORYLA03934, ORYLA07549
OG0004037	XENTR08593	ORYLA12889
OG0004038	XENTR14795	ORYLA19827
OG0004039	XENTR14249, XENTR17899	ORYLA05412
OG0004040	XENTR03495	ORYLA00350
OG0004042	XENTR16635	ORYLA12519
OG0004043	XENTR06092	ORYLA11374
OG0004044	XENTR01872	ORYLA06709
OG0004045	XENTR13376	ORYLA05053, ORYLA00018
OG0004047	XENTR09809	ORYLA00724, ORYLA16680
OG0004049	XENTR08475	ORYLA12229
OG0004049	XENTR05908	ORYLA01045
OG0004049	XENTR11386	ORYLA05312, ORYLA11774
OG0004050	XENTR01327, XENTR01326	ORYLA14703
OG0004051	XENTR17604	ORYLA12291
OG0004052	XENTR14748	ORYLA13663
OG0004053	XENTR05712, XENTR12155	ORYLA02143
OG0004054	XENTR03843	ORYLA20246
OG0004055	XENTR07492, XENTR07490, XENTR07491	ORYLA11987
OG0004056	XENTR16767	ORYLA15361
OG0004056	XENTR16960	ORYLA13016
OG0004057	XENTR00723	ORYLA18803
OG0004058	XENTR15687	ORYLA11743
OG0004059	XENTR02089	ORYLA09700
OG0004060	XENTR10032	ORYLA05319
OG0004061	XENTR00001	ORYLA06758
OG0004062	XENTR18647, XENTR08862	ORYLA04662
OG0004062	XENTR10337	ORYLA01143
OG0004063	XENTR04591	ORYLA10971
OG0004064	XENTR04196	ORYLA20087
OG0004065	XENTR13020	ORYLA15637
OG0004067	XENTR14385	ORYLA00948
OG0004068	XENTR08780	ORYLA07587
OG0004069	XENTR09185	ORYLA17225
OG0004069	XENTR08526	ORYLA12171
OG0004070	XENTR11830	ORYLA00593
OG0004071	XENTR01305, XENTR15592, XENTR09667, XENTR09668	ORYLA19319
OG0004072	XENTR02752	ORYLA07888
OG0004073	XENTR11511	ORYLA20307
OG0004073	XENTR02540	ORYLA13758
OG0004074	XENTR11569	ORYLA13537, ORYLA07852
OG0004076	XENTR13769	ORYLA01649, ORYLA01648
OG0004077	XENTR16417	ORYLA02758
OG0004078	XENTR10912	ORYLA04957, ORYLA04956
OG0004079	XENTR01034	ORYLA20439, ORYLA00169
OG0004080	XENTR04210	ORYLA10289
OG0004080	XENTR17702	ORYLA07044
OG0004081	XENTR09630	ORYLA06891
OG0004082	XENTR03276	ORYLA06902
OG0004083	XENTR09602	ORYLA10118
OG0004084	XENTR03635	ORYLA10620, ORYLA11716
OG0004085	XENTR02748	ORYLA12276
OG0004086	XENTR00590	ORYLA05224
OG0004087	XENTR08763	ORYLA09831
OG0004088	XENTR12362	ORYLA13309
OG0004088	XENTR11015	ORYLA20375
OG0004089	XENTR15591	ORYLA03508
OG0004090	XENTR05223	ORYLA13744
OG0004091	XENTR04711	ORYLA17298
OG0004092	XENTR15101	ORYLA16447
OG0004093	XENTR15684	ORYLA19123
OG0004094	XENTR14516	ORYLA18005
OG0004095	XENTR04765	ORYLA14848
OG0004096	XENTR04695	ORYLA06633, ORYLA13446
OG0004097	XENTR14379	ORYLA00951
OG0004098	XENTR00362	ORYLA13241
OG0004099	XENTR07018	ORYLA05808
OG0004099	XENTR03906	ORYLA07729
OG0004100	XENTR15549, XENTR15547	ORYLA14757
OG0004101	XENTR13964	ORYLA00034
OG0004102	XENTR02021	ORYLA08051, ORYLA05259
OG0004103	XENTR02995, XENTR02996	ORYLA16172
OG0004104	XENTR08622	ORYLA17223
OG0004105	XENTR00235	ORYLA05328
OG0004106	XENTR04092	ORYLA14443, ORYLA16021
OG0004107	XENTR09700	ORYLA03667
OG0004108	XENTR07571	ORYLA05030
OG0004110	XENTR18262	ORYLA03874, ORYLA05290
OG0004111	XENTR05171, XENTR05170, XENTR05169, XENTR05168	ORYLA02203, ORYLA05362, ORYLA11476
OG0004112	XENTR18035	ORYLA01550
OG0004113	XENTR11125	ORYLA15528
OG0004114	XENTR11643	ORYLA04348
OG0004115	XENTR10408	ORYLA06190
OG0004116	XENTR06030	ORYLA04207
OG0004117	XENTR06588	ORYLA06456
OG0004118	XENTR00736	ORYLA11078, ORYLA15080
OG0004119	XENTR07270	ORYLA12671
OG0004120	XENTR09438	ORYLA04987
OG0004121	XENTR08429	ORYLA15655
OG0004123	XENTR18443, XENTR02606	ORYLA19290
OG0004124	XENTR02997	ORYLA15467
OG0004124	XENTR06594	ORYLA09082
OG0004125	XENTR09786	ORYLA00144
OG0004126	XENTR17192	ORYLA03650
OG0004127	XENTR09339	ORYLA09061
OG0004128	XENTR07972	ORYLA13697
OG0004128	XENTR04126	ORYLA04740
OG0004129	XENTR05980	ORYLA04726
OG0004131	XENTR00865	ORYLA17963
OG0004132	XENTR08207	ORYLA08928
OG0004133	XENTR08580	ORYLA03520
OG0004133	XENTR08835	ORYLA09449
OG0004134	XENTR10228	ORYLA20471
OG0004135	XENTR14499	ORYLA19702, ORYLA17201
OG0004136	XENTR14548	ORYLA15892
OG0004137	XENTR05727	ORYLA19715
OG0004138	XENTR03975	ORYLA08801
OG0004139	XENTR15382	ORYLA10225, ORYLA13368
OG0004140	XENTR05945	ORYLA15266
OG0004141	XENTR07977	ORYLA15916
OG0004141	XENTR09656	ORYLA20262
OG0004142	XENTR15552	ORYLA19228
OG0004143	XENTR14330	ORYLA14097
OG0004144	XENTR10488	ORYLA06031
OG0004144	XENTR16335	ORYLA09444
OG0004146	XENTR10320	ORYLA17537
OG0004147	XENTR18396	ORYLA09999, ORYLA08535
OG0004148	XENTR06933	ORYLA08231, ORYLA19465
OG0004149	XENTR10834	ORYLA09652
OG0004151	XENTR00487	ORYLA16600
OG0004153	XENTR02143	ORYLA01191
OG0004154	XENTR06055	ORYLA10398
OG0004156	XENTR00751	ORYLA14744, ORYLA14745
OG0004156	XENTR10996	ORYLA14464
OG0004157	XENTR18358	ORYLA20243, ORYLA16041
OG0004159	XENTR12092	ORYLA10140
OG0004159	XENTR07512	ORYLA00101
OG0004160	XENTR00315	ORYLA06641, ORYLA13459
OG0004161	XENTR09910	ORYLA08743
OG0004163	XENTR08707	ORYLA14605
OG0004164	XENTR07551	ORYLA03880
OG0004166	XENTR02693	ORYLA15487
OG0004167	XENTR11620	ORYLA15371
OG0004168	XENTR07704	ORYLA03465
OG0004169	XENTR16574	ORYLA16635
OG0004170	XENTR12679	ORYLA04409
OG0004171	XENTR11673	ORYLA03005
OG0004172	XENTR09863	ORYLA15121
OG0004174	XENTR05736	ORYLA17453
OG0004175	XENTR11021	ORYLA02638
OG0004176	XENTR01051	ORYLA20490
OG0004178	XENTR17208	ORYLA20267, ORYLA16161
OG0004179	XENTR12520	ORYLA15111
OG0004179	XENTR09133	ORYLA16660, ORYLA08320
OG0004180	XENTR17753	ORYLA09252
OG0004180	XENTR17078	ORYLA20090
OG0004181	XENTR05491	ORYLA00305
OG0004182	XENTR11405	ORYLA03175, ORYLA03174
OG0004183	XENTR10310	ORYLA17883
OG0004184	XENTR07501	ORYLA04652, ORYLA04653
OG0004185	XENTR07973	ORYLA13738
OG0004186	XENTR14918	ORYLA10541
OG0004186	XENTR07489	ORYLA04337, ORYLA04880
OG0004187	XENTR07777	ORYLA12466
OG0004187	XENTR12420, XENTR19105	ORYLA09321
OG0004188	XENTR01635	ORYLA18782
OG0004189	XENTR04045	ORYLA03747
OG0004189	XENTR00785	ORYLA17861, ORYLA02777
OG0004190	XENTR07315	ORYLA16767
OG0004197	XENTR07183	ORYLA08401
OG0004197	XENTR03350	ORYLA05626, ORYLA01838
OG0004199	XENTR17789, XENTR13187, XENTR13188, XENTR13189, XENTR17788, XENTR13185, XENTR13186, XENTR01600	ORYLA03857, ORYLA03858, ORYLA04490
OG0004200	XENTR07140	ORYLA03824, ORYLA03283, ORYLA09569, ORYLA18574
OG0004201	XENTR16916, XENTR17133, XENTR16915	ORYLA19344, ORYLA19347, ORYLA19345, ORYLA19346, ORYLA19348
OG0004214	XENTR02140	ORYLA06043
OG0004215	XENTR11110	ORYLA03688
OG0004216	XENTR16489	ORYLA11137
OG0004217	XENTR12749	ORYLA00162
OG0004218	XENTR09333	ORYLA09066
OG0004219	XENTR05410	ORYLA09856
OG0004222	XENTR03863	ORYLA10143
OG0004223	XENTR11343	ORYLA01529
OG0004225	XENTR05236	ORYLA14375
OG0004225	XENTR01889	ORYLA06540
OG0004226	XENTR12961	ORYLA10741, ORYLA01488
OG0004227	XENTR09239	ORYLA15581
OG0004228	XENTR12759	ORYLA10619
OG0004228	XENTR03636	ORYLA11717
OG0004229	XENTR09293	ORYLA04904
OG0004230	XENTR06029, XENTR18693	ORYLA03779
OG0004231	XENTR07588	ORYLA17203
OG0004232	XENTR14755	ORYLA18836
OG0004235	XENTR07323	ORYLA18461, ORYLA18460
OG0004236	XENTR09087	ORYLA18284
OG0004237	XENTR03566	ORYLA00477
OG0004238	XENTR02118	ORYLA02026
OG0004239	XENTR02464	ORYLA15565
OG0004242	XENTR10644	ORYLA13103
OG0004243	XENTR02756	ORYLA08230, ORYLA19467
OG0004244	XENTR15972	ORYLA11023, ORYLA15377
OG0004245	XENTR13102	ORYLA05193
OG0004246	XENTR10841	ORYLA08241
OG0004247	XENTR05707	ORYLA04151
OG0004248	XENTR02442	ORYLA15416
OG0004249	XENTR14714	ORYLA02545
OG0004250	XENTR13434	ORYLA05194
OG0004251	XENTR04013	ORYLA13407, ORYLA06357
OG0004252	XENTR01265	ORYLA11763
OG0004253	XENTR14684	ORYLA08024
OG0004253	XENTR07125	ORYLA03451
OG0004254	XENTR02285	ORYLA02332
OG0004255	XENTR08386	ORYLA14321
OG0004257	XENTR00860	ORYLA13796
OG0004259	XENTR05280	ORYLA14900, ORYLA14901
OG0004260	XENTR08524	ORYLA14804
OG0004261	XENTR17138	ORYLA02160
OG0004262	XENTR03026	ORYLA11314
OG0004263	XENTR18355	ORYLA19672
OG0004264	XENTR11427	ORYLA05100, ORYLA08266
OG0004264	XENTR02228	ORYLA17356
OG0004265	XENTR01292	ORYLA13288
OG0004266	XENTR13919	ORYLA17776
OG0004268	XENTR16315	ORYLA18618
OG0004269	XENTR08648	ORYLA00762
OG0004270	XENTR15859	ORYLA01546, ORYLA05748
OG0004271	XENTR02370	ORYLA10889, ORYLA14724
OG0004272	XENTR04240	ORYLA17688
OG0004273	XENTR07324	ORYLA05805
OG0004274	XENTR00473	ORYLA19950
OG0004274	XENTR15777	ORYLA05643
OG0004275	XENTR02366	ORYLA14720
OG0004275	XENTR11914	ORYLA14202
OG0004276	XENTR15736	ORYLA05549
OG0004277	XENTR14387	ORYLA07503
OG0004278	XENTR18016, XENTR18015	ORYLA02821
OG0004280	XENTR10748	ORYLA16385
OG0004281	XENTR18517	ORYLA02976
OG0004282	XENTR04076	ORYLA01943
OG0004283	XENTR03463	ORYLA01415
OG0004284	XENTR12171, XENTR15187	ORYLA12786
OG0004285	XENTR08748	ORYLA01291
OG0004286	XENTR03668	ORYLA03608
OG0004287	XENTR14573	ORYLA10346
OG0004289	XENTR09034	ORYLA11614
