Orthogroup	XENTR	CAEEL
OG0005553	XENTR15410	CAEEL00572
OG0005554	XENTR05944	CAEEL04828
OG0005556	XENTR14514	CAEEL12122
OG0005558	XENTR03041, XENTR15786	CAEEL01488
OG0005559	XENTR13684	CAEEL02868
OG0005560	XENTR15812, XENTR15811	CAEEL01956
OG0005561	XENTR06582	CAEEL11687
OG0005562	XENTR02636	CAEEL08427
OG0005563	XENTR02726	CAEEL08448
OG0005566	XENTR10299	CAEEL08840
OG0005569	XENTR17293	CAEEL09364
OG0005570	XENTR08831	CAEEL08043
OG0005572	XENTR07077	CAEEL00043
OG0005574	XENTR02685	CAEEL01999
OG0005576	XENTR01506	CAEEL13925
OG0005577	XENTR17396	CAEEL19904
OG0005578	XENTR14508	CAEEL07544
OG0005580	XENTR00171	CAEEL08013
OG0005581	XENTR11345	CAEEL08031
OG0005582	XENTR10959	CAEEL06866
OG0005586	XENTR09184, XENTR16599	CAEEL10986
OG0005587	XENTR09308	CAEEL04788
OG0005588	XENTR12384	CAEEL07160
OG0005589	XENTR05397	CAEEL08776
OG0005592	XENTR06518	CAEEL12369
OG0005595	XENTR11389	CAEEL11031
OG0005597	XENTR02744	CAEEL01169
OG0005598	XENTR10064	CAEEL08627, CAEEL14483
OG0005599	XENTR07033	CAEEL10759
OG0005603	XENTR15261	CAEEL15468
OG0005604	XENTR10587	CAEEL01765
OG0005605	XENTR06732	CAEEL10783
OG0005607	XENTR03976, XENTR15771, XENTR15770	CAEEL05214
OG0005608	XENTR08987	CAEEL07825
OG0005609	XENTR05279	CAEEL08579
OG0005610	XENTR00719	CAEEL00725
OG0005612	XENTR11686	CAEEL17906
OG0005613	XENTR13054	CAEEL14670
OG0005615	XENTR19050	CAEEL04368
OG0005617	XENTR00367, XENTR04722	CAEEL05647
OG0005618	XENTR09196	CAEEL02988
OG0005620	XENTR02818, XENTR00745	CAEEL11400
OG0005622	XENTR09076	CAEEL01750
OG0005623	XENTR00925	CAEEL07150, CAEEL08358
OG0005625	XENTR12463	CAEEL14326
OG0005626	XENTR04034	CAEEL07559
OG0005627	XENTR01364	CAEEL12992
OG0005629	XENTR11616	CAEEL06251
OG0005631	XENTR17147	CAEEL09720
OG0005632	XENTR16922	CAEEL16405
OG0005633	XENTR13094	CAEEL16151
OG0005636	XENTR09495, XENTR18731	CAEEL10088
OG0005639	XENTR09590	CAEEL07472
OG0005640	XENTR12107	CAEEL16150
OG0005641	XENTR13957	CAEEL11862
OG0005644	XENTR06539	CAEEL09242
OG0005646	XENTR01093	CAEEL08001
OG0005648	XENTR10020, XENTR04396	CAEEL04930
OG0005649	XENTR14451, XENTR16243, XENTR16242	CAEEL12678
OG0005650	XENTR07095	CAEEL18626
OG0005652	XENTR02555	CAEEL02073
OG0005656	XENTR15758	CAEEL07991
OG0005661	XENTR16753, XENTR08571	CAEEL05585
OG0005681	XENTR08432	CAEEL18801
OG0005690	XENTR19277	CAEEL07345
OG0005696	XENTR00927	CAEEL12982
OG0005697	XENTR08801	CAEEL02949
OG0005698	XENTR10206	CAEEL01389
OG0005701	XENTR13549	CAEEL20630, CAEEL20628
OG0005702	XENTR05785	CAEEL15894, CAEEL18106
OG0005703	XENTR16414	CAEEL09229
OG0005704	XENTR10783	CAEEL18454
OG0005707	XENTR13799	CAEEL01062
OG0005712	XENTR07393	CAEEL10147
OG0005715	XENTR13785	CAEEL06260
OG0005719	XENTR17722	CAEEL05019
OG0005721	XENTR01507	CAEEL02751
OG0005723	XENTR02798	CAEEL12411
OG0005724	XENTR08971	CAEEL06660
OG0005725	XENTR00954	CAEEL16182
OG0005726	XENTR11215, XENTR18879	CAEEL02137
OG0005728	XENTR13816	CAEEL00225
OG0005729	XENTR17527, XENTR14626	CAEEL01552
OG0005730	XENTR16362, XENTR16363, XENTR03887	CAEEL20471
OG0005731	XENTR07331	CAEEL09042
OG0005732	XENTR01849	CAEEL07314
OG0005733	XENTR12818	CAEEL11874
OG0005734	XENTR16904	CAEEL05372
OG0005737	XENTR14241	CAEEL00178
OG0005738	XENTR03189	CAEEL19157
OG0005744	XENTR14995	CAEEL10825, CAEEL00882
OG0005746	XENTR14223	CAEEL04218
OG0005747	XENTR12914	CAEEL11656
OG0005749	XENTR13666	CAEEL14477
OG0005750	XENTR13184	CAEEL02930
OG0005758	XENTR03080	CAEEL07383, CAEEL07219
OG0005759	XENTR13135	CAEEL04976
OG0005761	XENTR00801	CAEEL02084
OG0005764	XENTR11684	CAEEL00440
OG0005766	XENTR03092	CAEEL03004
OG0005771	XENTR17752	CAEEL18103
OG0005774	XENTR06210	CAEEL07710
OG0005775	XENTR03909	CAEEL08185
OG0005776	XENTR14277, XENTR17148	CAEEL08611, CAEEL02852
OG0005779	XENTR01952	CAEEL11742
OG0005781	XENTR09353	CAEEL16564
OG0005783	XENTR18413	CAEEL15350
OG0005784	XENTR13380	CAEEL06573
OG0005786	XENTR05969	CAEEL10727
OG0005787	XENTR19090	CAEEL09127, CAEEL07672
OG0005788	XENTR18303	CAEEL10819
OG0005789	XENTR00490	CAEEL03291
OG0005790	XENTR09099	CAEEL02850
OG0005792	XENTR15781, XENTR15780	CAEEL16683
OG0005793	XENTR12617	CAEEL01631
OG0005794	XENTR09199	CAEEL07859
OG0005796	XENTR01931	CAEEL03619
OG0005797	XENTR10908	CAEEL01710
OG0005798	XENTR07022	CAEEL07896
OG0005799	XENTR11641	CAEEL16039
OG0005800	XENTR01754	CAEEL07429
OG0005802	XENTR08427	CAEEL08747
OG0005803	XENTR17154	CAEEL05218
OG0005804	XENTR00653, XENTR00022	CAEEL00293
OG0005807	XENTR12847	CAEEL00886
OG0005811	XENTR03035	CAEEL09170
OG0005812	XENTR15789	CAEEL15514
OG0005813	XENTR00797	CAEEL04957
OG0005814	XENTR04732, XENTR04731	CAEEL05572
OG0005815	XENTR06350	CAEEL08558
OG0005816	XENTR00536	CAEEL07974
OG0005817	XENTR13699	CAEEL09003
OG0005818	XENTR10792	CAEEL06548
OG0005819	XENTR13214	CAEEL05194
OG0005821	XENTR10629	CAEEL06500
OG0005822	XENTR08490	CAEEL08544
OG0005823	XENTR09463	CAEEL11398
OG0005824	XENTR08106	CAEEL01511
OG0005827	XENTR01649	CAEEL15915
OG0005829	XENTR09175, XENTR09176	CAEEL01850, CAEEL14048
OG0005831	XENTR13713	CAEEL07627
OG0005832	XENTR09883	CAEEL01641
OG0005833	XENTR12701, XENTR11982	CAEEL14838
OG0005834	XENTR15796	CAEEL18574
OG0005835	XENTR13416	CAEEL06739, CAEEL08580
OG0005836	XENTR01905	CAEEL15554
OG0005837	XENTR12226	CAEEL01073
OG0005838	XENTR15966	CAEEL01222
OG0005840	XENTR11551	CAEEL06791
OG0005843	XENTR06586	CAEEL06200
OG0005845	XENTR09452	CAEEL04187
OG0005846	XENTR08903	CAEEL06779
OG0005847	XENTR15396	CAEEL00400
OG0005848	XENTR01693	CAEEL00240
OG0005849	XENTR16028	CAEEL07640
OG0005850	XENTR09236	CAEEL07059
OG0005851	XENTR00048	CAEEL19454, CAEEL03023
OG0005853	XENTR11690	CAEEL05937
OG0005857	XENTR09453	CAEEL08143
OG0005858	XENTR01140	CAEEL08865
OG0005859	XENTR04008, XENTR19125	CAEEL09237
OG0005860	XENTR17203	CAEEL11464
OG0005861	XENTR00321	CAEEL07847
OG0005863	XENTR16855	CAEEL02059
OG0005864	XENTR01946	CAEEL03066
OG0005865	XENTR18360	CAEEL10526
OG0005866	XENTR14392	CAEEL03116
OG0005869	XENTR02475	CAEEL01472
OG0005870	XENTR03986	CAEEL18863
OG0005871	XENTR03471	CAEEL07046
OG0005874	XENTR12341	CAEEL06734
OG0005875	XENTR08470	CAEEL11121
OG0005876	XENTR11129	CAEEL12583
OG0005877	XENTR09830	CAEEL03535
OG0005878	XENTR04121	CAEEL00506
OG0005879	XENTR00215	CAEEL05884
OG0005880	XENTR06014	CAEEL09863
OG0005883	XENTR00821	CAEEL06255
OG0005884	XENTR05536	CAEEL16531
OG0005886	XENTR11697	CAEEL01824
OG0005888	XENTR04928	CAEEL00435
OG0005889	XENTR00662	CAEEL02553
OG0005890	XENTR17071	CAEEL06540
OG0005892	XENTR09555	CAEEL01618
OG0005893	XENTR00920	CAEEL11380
OG0005895	XENTR04951	CAEEL06441
OG0005897	XENTR08676, XENTR08677	CAEEL01303
OG0005898	XENTR14156	CAEEL01957
OG0005899	XENTR04251	CAEEL11728
OG0005901	XENTR00489	CAEEL01230
OG0005903	XENTR08468	CAEEL02733
OG0005909	XENTR14750	CAEEL09260
OG0005914	XENTR11305	CAEEL12252
OG0005918	XENTR03925	CAEEL07911
OG0005919	XENTR00097, XENTR00096	CAEEL15775
OG0005921	XENTR00634	CAEEL07408
OG0005922	XENTR19143	CAEEL15520
OG0005924	XENTR10424	CAEEL10631
OG0005928	XENTR10650	CAEEL04878
OG0005929	XENTR12228	CAEEL05898
OG0005930	XENTR14085	CAEEL00275
OG0005931	XENTR01406	CAEEL09476
OG0005932	XENTR00959	CAEEL11316
OG0005933	XENTR12800	CAEEL14434
OG0005936	XENTR08342	CAEEL07303
OG0005937	XENTR01329	CAEEL10539
OG0005938	XENTR11016	CAEEL06000, CAEEL09583
OG0005940	XENTR13085	CAEEL04134
OG0005941	XENTR16921	CAEEL08713
OG0005943	XENTR05606	CAEEL02014
OG0005946	XENTR06821	CAEEL11452, CAEEL11968
OG0005947	XENTR09350	CAEEL19240
OG0005949	XENTR12509	CAEEL12005
OG0005950	XENTR08032	CAEEL02721
OG0005952	XENTR01948	CAEEL08042
OG0005953	XENTR07440, XENTR07441, XENTR05811	CAEEL01826
OG0005957	XENTR18017	CAEEL13678, CAEEL02860
OG0005960	XENTR04253, XENTR04254	CAEEL18529, CAEEL16584
OG0005963	XENTR04988	CAEEL02429, CAEEL11102
OG0005965	XENTR11562	CAEEL17925
OG0005966	XENTR07355	CAEEL05490
OG0005967	XENTR04824	CAEEL08429
OG0005968	XENTR13328	CAEEL01646
OG0005969	XENTR16955	CAEEL01577
OG0005970	XENTR04665	CAEEL16383
OG0005973	XENTR10954	CAEEL13364
OG0005974	XENTR04691	CAEEL11184
OG0005975	XENTR02304	CAEEL05822
OG0005976	XENTR10013	CAEEL15581
OG0005977	XENTR12877	CAEEL04186
OG0005978	XENTR14183	CAEEL08320
OG0005980	XENTR02536	CAEEL05471
OG0005982	XENTR04745	CAEEL04709
OG0005984	XENTR12144	CAEEL06514, CAEEL07173
OG0005985	XENTR06983	CAEEL11206
OG0005987	XENTR08582, XENTR11918	CAEEL05677
OG0005989	XENTR16020	CAEEL14108
OG0005991	XENTR15975	CAEEL07604
OG0005992	XENTR07825	CAEEL01122
OG0005993	XENTR12270	CAEEL18661, CAEEL01298, CAEEL08795
OG0005997	XENTR04497, XENTR03748	CAEEL11505, CAEEL13118
OG0005998	XENTR00864	CAEEL12651
OG0006000	XENTR14856	CAEEL06731
OG0006003	XENTR08305	CAEEL12475
OG0006004	XENTR06199	CAEEL01451
OG0006005	XENTR01598	CAEEL08818
OG0006008	XENTR10519	CAEEL11432
OG0006009	XENTR12472	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257
OG0006010	XENTR14270	CAEEL07462
OG0006011	XENTR06316	CAEEL06588
OG0006022	XENTR19044, XENTR09688	CAEEL20451
OG0006025	XENTR15734, XENTR15738, XENTR02470	CAEEL03361, CAEEL12698
OG0006031	XENTR01463	CAEEL00264
OG0006059	XENTR17303	CAEEL09710
OG0006062	XENTR01805	CAEEL08027
OG0006063	XENTR07530	CAEEL09563
OG0006064	XENTR10338	CAEEL11646
OG0006066	XENTR15153	CAEEL07776
OG0006069	XENTR12713	CAEEL08597
OG0006072	XENTR09314, XENTR09315	CAEEL09063
OG0006073	XENTR14776	CAEEL15279
OG0006074	XENTR12108	CAEEL15694
OG0006079	XENTR01421	CAEEL06022
OG0006083	XENTR00742	CAEEL10880
OG0006085	XENTR01611	CAEEL07121
OG0006086	XENTR12930	CAEEL05357
OG0006087	XENTR04594	CAEEL10339
OG0006090	XENTR13443	CAEEL06249
OG0006095	XENTR14710	CAEEL03714
OG0006096	XENTR06329	CAEEL08930
OG0006098	XENTR08186	CAEEL17792
OG0006101	XENTR01439	CAEEL04363
OG0006104	XENTR13714	CAEEL15552
OG0006108	XENTR12923	CAEEL07908
OG0006110	XENTR10136	CAEEL15606
OG0006111	XENTR17823, XENTR17822	CAEEL06592
OG0006113	XENTR04621	CAEEL00297
OG0006116	XENTR14543	CAEEL14600
OG0006117	XENTR13745	CAEEL15839
OG0006118	XENTR03384	CAEEL05175
OG0006120	XENTR09766	CAEEL19875
OG0006121	XENTR10914	CAEEL01535
OG0006122	XENTR13129	CAEEL06423
OG0006124	XENTR07608	CAEEL00683
OG0006125	XENTR12664	CAEEL12098
OG0006127	XENTR07638	CAEEL08699
OG0006128	XENTR13569	CAEEL01734
OG0006129	XENTR03488, XENTR13796	CAEEL15436
OG0006130	XENTR12277	CAEEL19047
OG0006131	XENTR16174	CAEEL08997
OG0006134	XENTR14999	CAEEL05080
OG0006135	XENTR12446	CAEEL16406
OG0006137	XENTR17758	CAEEL01021
OG0006140	XENTR03667	CAEEL06530
OG0006141	XENTR00345	CAEEL00813
OG0006144	XENTR06622, XENTR06621	CAEEL13019, CAEEL12775
OG0006145	XENTR04064	CAEEL00765, CAEEL00923
OG0006147	XENTR13313	CAEEL11314
OG0006152	XENTR07468	CAEEL01636
OG0006153	XENTR05646	CAEEL01203, CAEEL07510, CAEEL11307
OG0006156	XENTR16540	CAEEL13825
OG0006160	XENTR06388	CAEEL08936
OG0006163	XENTR02676	CAEEL00653
OG0006164	XENTR18051	CAEEL01158
OG0006165	XENTR02514	CAEEL15774
OG0006168	XENTR04926	CAEEL05152
OG0006169	XENTR17131	CAEEL08537
OG0006171	XENTR12055	CAEEL01756
OG0006172	XENTR03028	CAEEL14351
OG0006176	XENTR14826	CAEEL05930
OG0006177	XENTR13707	CAEEL04212
OG0006180	XENTR04977	CAEEL09925
OG0006182	XENTR17070	CAEEL06387
OG0006183	XENTR04770	CAEEL19366
OG0006185	XENTR04641	CAEEL01692
OG0006187	XENTR12298, XENTR12297	CAEEL00902
OG0006188	XENTR08108	CAEEL02058
OG0006191	XENTR17542	CAEEL06280, CAEEL06279
OG0006195	XENTR15174	CAEEL08079
OG0006196	XENTR03085	CAEEL06224, CAEEL06189
OG0006202	XENTR15922	CAEEL07568
OG0006208	XENTR05045	CAEEL00204
OG0006209	XENTR08641	CAEEL11287
OG0006210	XENTR02933	CAEEL00160
OG0006213	XENTR08416	CAEEL01145
OG0006214	XENTR11798	CAEEL12120
OG0006215	XENTR04292	CAEEL04734
OG0006216	XENTR14792	CAEEL16326
OG0006217	XENTR09237	CAEEL05235
OG0006224	XENTR13017	CAEEL11548
OG0006226	XENTR04747	CAEEL02716
OG0006229	XENTR03562	CAEEL06963
OG0006230	XENTR04159	CAEEL08542
OG0006231	XENTR07806	CAEEL20582
OG0006234	XENTR00067	CAEEL05918
OG0006235	XENTR16645	CAEEL04462
OG0006237	XENTR16475	CAEEL04160
OG0006239	XENTR09561	CAEEL01539
OG0006240	XENTR14524	CAEEL08852
OG0006245	XENTR10382	CAEEL00941
OG0006247	XENTR15049	CAEEL11988
OG0006248	XENTR02044	CAEEL05883
OG0006249	XENTR18011	CAEEL10060
OG0006254	XENTR04794	CAEEL11539
OG0006257	XENTR14368	CAEEL15240
OG0006259	XENTR15431, XENTR15430	CAEEL09792
OG0006260	XENTR07975	CAEEL09587
OG0006262	XENTR10478	CAEEL01377
OG0006263	XENTR16349	CAEEL09474
OG0006264	XENTR12516	CAEEL11589
OG0006267	XENTR08276	CAEEL09521
OG0006269	XENTR11232	CAEEL11344
OG0006271	XENTR15420	CAEEL08264
OG0006275	XENTR07622	CAEEL01989
OG0006277	XENTR12192	CAEEL08057
OG0006279	XENTR16888	CAEEL00237
OG0006280	XENTR01612	CAEEL17987
OG0006281	XENTR12028	CAEEL04765
OG0006283	XENTR02905	CAEEL00881
OG0006284	XENTR06698	CAEEL08923
OG0006285	XENTR13372	CAEEL04794
OG0006286	XENTR17703	CAEEL00158
OG0006288	XENTR10301	CAEEL08712
OG0006289	XENTR14556	CAEEL07964
OG0006290	XENTR11599	CAEEL04712
OG0006291	XENTR03996	CAEEL00609
OG0006293	XENTR13916	CAEEL07928
OG0006294	XENTR03051	CAEEL14462
OG0006295	XENTR01520	CAEEL09568
OG0006297	XENTR11225	CAEEL11872
OG0006301	XENTR02417	CAEEL17598
OG0006306	XENTR05458	CAEEL01065
OG0006307	XENTR02770	CAEEL06264
OG0006309	XENTR14030	CAEEL05232
OG0006311	XENTR15701, XENTR15702	CAEEL17612
OG0006313	XENTR12867	CAEEL05123
OG0006315	XENTR14232	CAEEL15905
OG0006319	XENTR17260	CAEEL13894
OG0006322	XENTR02812	CAEEL09507
OG0006323	XENTR10824	CAEEL02251
OG0006326	XENTR11955	CAEEL15323
OG0006329	XENTR01907	CAEEL02571
OG0006331	XENTR02078	CAEEL13794
OG0006332	XENTR11820	CAEEL10865
OG0006334	XENTR11454	CAEEL08411, CAEEL18378
OG0006339	XENTR00791	CAEEL08069
OG0006340	XENTR08910	CAEEL11454
OG0006341	XENTR01670	CAEEL06023
OG0006343	XENTR14450	CAEEL05583, CAEEL02498
OG0006344	XENTR15368	CAEEL14876
OG0006345	XENTR09326	CAEEL06549
OG0006346	XENTR17064	CAEEL05783
OG0006347	XENTR05199	CAEEL07567
OG0006350	XENTR13659	CAEEL07674
OG0006352	XENTR04339	CAEEL02603
OG0006353	XENTR02093	CAEEL19140, CAEEL05676
OG0006356	XENTR11146	CAEEL07675
OG0006360	XENTR11510	CAEEL05277
OG0006361	XENTR00506, XENTR00507	CAEEL09060
OG0006362	XENTR05459	CAEEL00998
OG0006363	XENTR09507	CAEEL00971
OG0006365	XENTR05265	CAEEL12631
OG0006370	XENTR06294	CAEEL05220
OG0006372	XENTR08472	CAEEL09848
OG0006375	XENTR01833	CAEEL00741
OG0006376	XENTR07738	CAEEL15051
OG0006377	XENTR13700, XENTR18549, XENTR18550	CAEEL09247
OG0006378	XENTR05710	CAEEL04747
OG0006381	XENTR06606	CAEEL09800
OG0006385	XENTR14544	CAEEL17878
OG0006386	XENTR12059	CAEEL02065
OG0006387	XENTR17469, XENTR08445	CAEEL00319
OG0006389	XENTR16925	CAEEL07348
OG0006390	XENTR00780	CAEEL13360
OG0006391	XENTR02605	CAEEL16380, CAEEL11908
OG0006393	XENTR07149, XENTR11546	CAEEL14337
OG0006395	XENTR18848, XENTR18849	CAEEL11636
OG0006405	XENTR18434	CAEEL04608
OG0006406	XENTR01666, XENTR10929	CAEEL04927, CAEEL07538
OG0006407	XENTR01503, XENTR01502, XENTR14495	CAEEL20555
OG0006414	XENTR06709	CAEEL18847
OG0006415	XENTR14275, XENTR01183, XENTR09445	CAEEL20504
OG0006443	XENTR09473	CAEEL07304
OG0006448	XENTR02943	CAEEL07841
OG0006454	XENTR04050	CAEEL06995
OG0006456	XENTR08352	CAEEL09794
OG0006457	XENTR11459, XENTR11458	CAEEL05605
OG0006459	XENTR08528	CAEEL00244
OG0006461	XENTR07035	CAEEL11863
OG0006462	XENTR01277	CAEEL05709
OG0006464	XENTR10541	CAEEL01413
OG0006465	XENTR07508	CAEEL10921
OG0006468	XENTR05148	CAEEL05183, CAEEL05085, CAEEL16207
OG0006474	XENTR00813	CAEEL07206
OG0006475	XENTR10608	CAEEL07548
OG0006476	XENTR04361	CAEEL12092
OG0006478	XENTR14784	CAEEL06158
OG0006479	XENTR08062	CAEEL05626
OG0006480	XENTR17557	CAEEL10265, CAEEL10266
OG0006481	XENTR02608	CAEEL19099, CAEEL01638
OG0006482	XENTR03862	CAEEL10834
OG0006485	XENTR16219	CAEEL14223
OG0006488	XENTR02069	CAEEL17648
OG0006490	XENTR10811	CAEEL11637
OG0006491	XENTR07123	CAEEL13015
OG0006496	XENTR00108	CAEEL08493
OG0006497	XENTR00921	CAEEL06461
OG0006498	XENTR16311	CAEEL02503
OG0006499	XENTR01284	CAEEL20101
OG0006501	XENTR12662	CAEEL16016
OG0006503	XENTR17521	CAEEL07188
OG0006505	XENTR02899	CAEEL06783
OG0006506	XENTR01492	CAEEL03029
OG0006509	XENTR13835	CAEEL00006, CAEEL15373
OG0006511	XENTR06903	CAEEL02676
OG0006512	XENTR05619	CAEEL07313
OG0006514	XENTR05648	CAEEL07858
OG0006515	XENTR13526	CAEEL02554
OG0006516	XENTR13095	CAEEL15132
OG0006517	XENTR09962	CAEEL01423
OG0006520	XENTR13195	CAEEL13792
OG0006522	XENTR10203	CAEEL07957
OG0006523	XENTR02071	CAEEL15760
OG0006528	XENTR04191	CAEEL14466
OG0006532	XENTR09832	CAEEL05678
OG0006535	XENTR18789	CAEEL19419
OG0006536	XENTR11449	CAEEL05174
OG0006538	XENTR03139	CAEEL07903, CAEEL04060
OG0006540	XENTR11917	CAEEL19898
OG0006542	XENTR13194	CAEEL04749
OG0006543	XENTR05755	CAEEL05304
OG0006544	XENTR15901	CAEEL02597
OG0006545	XENTR06549	CAEEL08394
OG0006546	XENTR13406	CAEEL16446
OG0006550	XENTR00769, XENTR00770	CAEEL02186
OG0006552	XENTR05835	CAEEL02725
OG0006553	XENTR01394	CAEEL06508
OG0006554	XENTR10302	CAEEL09071
OG0006556	XENTR16928	CAEEL00553
OG0006557	XENTR04539	CAEEL07597
OG0006560	XENTR12102	CAEEL14360
OG0006561	XENTR09007	CAEEL16404
OG0006565	XENTR05991, XENTR11310	CAEEL12176
OG0006568	XENTR09608	CAEEL01944
OG0006569	XENTR00615	CAEEL03290
OG0006570	XENTR12937	CAEEL15966
OG0006571	XENTR05803	CAEEL05447
OG0006572	XENTR00004	CAEEL09940, CAEEL09371
OG0006573	XENTR10805	CAEEL05442
OG0006574	XENTR04351	CAEEL01738
OG0006577	XENTR14469	CAEEL15281
OG0006578	XENTR12631, XENTR12630	CAEEL00045
OG0006579	XENTR13945	CAEEL07922
OG0006583	XENTR16033	CAEEL01627
OG0006584	XENTR02296	CAEEL05880
OG0006587	XENTR11980	CAEEL17957
OG0006588	XENTR06817	CAEEL11640
OG0006589	XENTR01351	CAEEL10276
OG0006590	XENTR14263	CAEEL15655
OG0006594	XENTR18025	CAEEL00833
OG0006595	XENTR09437	CAEEL10661
OG0006596	XENTR12773	CAEEL00560
OG0006597	XENTR00700	CAEEL10448
OG0006598	XENTR14326	CAEEL03295
OG0006602	XENTR15212	CAEEL16562
OG0006603	XENTR10213	CAEEL00624
OG0006604	XENTR09447, XENTR09446	CAEEL07198
OG0006606	XENTR05954	CAEEL07376
OG0006607	XENTR13594	CAEEL01560
OG0006608	XENTR00251	CAEEL05698
OG0006609	XENTR06296	CAEEL02187
OG0006610	XENTR07341	CAEEL11386
OG0006611	XENTR05216	CAEEL07953
OG0006614	XENTR18989	CAEEL05124
OG0006615	XENTR06546	CAEEL09131
OG0006621	XENTR16711	CAEEL07639
OG0006622	XENTR12562	CAEEL05834
OG0006624	XENTR01731	CAEEL07631
OG0006625	XENTR04207	CAEEL08791
OG0006626	XENTR04565, XENTR13907	CAEEL07560
OG0006627	XENTR17718	CAEEL11375
OG0006628	XENTR02668	CAEEL07329
OG0006630	XENTR08125	CAEEL11696
OG0006631	XENTR19213	CAEEL00720
OG0006632	XENTR10907, XENTR07445	CAEEL20160, CAEEL00199
OG0006633	XENTR02142	CAEEL00427
OG0006636	XENTR11494	CAEEL07724
OG0006637	XENTR05016	CAEEL12125
OG0006645	XENTR13154	CAEEL17855
OG0006646	XENTR01407	CAEEL15891
OG0006648	XENTR07885	CAEEL01435
OG0006651	XENTR12537	CAEEL09522
OG0006655	XENTR05829	CAEEL00324
OG0006658	XENTR09594	CAEEL00269
OG0006660	XENTR07050	CAEEL09560, CAEEL09561
OG0006662	XENTR02635	CAEEL12773
OG0006663	XENTR03207	CAEEL08458
OG0006664	XENTR06837	CAEEL01906
OG0006666	XENTR04836	CAEEL05999
OG0006667	XENTR11957	CAEEL01250
OG0006668	XENTR10580	CAEEL06992
OG0006669	XENTR13698	CAEEL08205
OG0006670	XENTR03934	CAEEL05160
OG0006673	XENTR06476	CAEEL00769
OG0006678	XENTR13719	CAEEL12368
OG0006680	XENTR02487	CAEEL09390
OG0006681	XENTR03638	CAEEL05335
OG0006683	XENTR10018	CAEEL00441
OG0006684	XENTR16293	CAEEL11224
OG0006686	XENTR06782	CAEEL20085
OG0006690	XENTR13317	CAEEL11346
OG0006691	XENTR10862	CAEEL07500
OG0006692	XENTR13963	CAEEL00770
OG0006693	XENTR12746	CAEEL13049, CAEEL08528, CAEEL19542
OG0006694	XENTR04108	CAEEL01422
OG0006695	XENTR13948	CAEEL17851
OG0006703	XENTR04634	CAEEL00186
OG0006705	XENTR00293	CAEEL04478
OG0006706	XENTR07780	CAEEL11633
OG0006709	XENTR05409	CAEEL07440
OG0006710	XENTR18018	CAEEL07165
OG0006712	XENTR03007	CAEEL01534
OG0006716	XENTR13038	CAEEL01171
OG0006717	XENTR17648	CAEEL00315
OG0006718	XENTR09542	CAEEL08308
OG0006720	XENTR09067	CAEEL09628
OG0006723	XENTR16854	CAEEL07804
OG0006726	XENTR09612	CAEEL18959
OG0006730	XENTR07699	CAEEL07386, CAEEL18705
OG0006732	XENTR17486	CAEEL07406
OG0006735	XENTR05221	CAEEL20573
OG0006736	XENTR09191, XENTR10482	CAEEL01882
OG0006737	XENTR00969	CAEEL18816
OG0006741	XENTR08382	CAEEL11903
OG0006742	XENTR05493	CAEEL06688, CAEEL06689
OG0006749	XENTR01774	CAEEL08028
OG0006750	XENTR07602	CAEEL02998
OG0006752	XENTR02646	CAEEL12417
OG0006753	XENTR11694	CAEEL06421
OG0006754	XENTR18420	CAEEL15551
OG0006755	XENTR10590	CAEEL08754
OG0006757	XENTR12333	CAEEL05691
OG0006758	XENTR19253	CAEEL05308
OG0006760	XENTR04753, XENTR04751, XENTR04752	CAEEL14472
OG0006762	XENTR06563	CAEEL06780, CAEEL14299
OG0006763	XENTR16927, XENTR12254	CAEEL12476
OG0006765	XENTR09754	CAEEL01561
OG0006766	XENTR12590, XENTR12592	CAEEL04604
OG0006768	XENTR17405	CAEEL07976
OG0006769	XENTR18589	CAEEL00344
OG0006772	XENTR06880, XENTR06881	CAEEL06744, CAEEL20464
OG0006777	XENTR14289	CAEEL17985
OG0006780	XENTR12106	CAEEL03293
OG0006784	XENTR17962	CAEEL12328
OG0006791	XENTR09543, XENTR08719	CAEEL11174
OG0006795	XENTR14602, XENTR14603	CAEEL17325, CAEEL03139, CAEEL17385, CAEEL06951, CAEEL03170, CAEEL03151, CAEEL12331, CAEEL03123, CAEEL13163, CAEEL10223, CAEEL17912, CAEEL03163, CAEEL03125, CAEEL03120, CAEEL06506
OG0006807	XENTR15642, XENTR14201	CAEEL10763
OG0006826	XENTR13782	CAEEL07305
OG0006828	XENTR08258	CAEEL01547
OG0006830	XENTR13305	CAEEL01610
OG0006832	XENTR10958	CAEEL18365
OG0006833	XENTR00457	CAEEL01607
OG0006835	XENTR08471	CAEEL10984
OG0006838	XENTR01852	CAEEL04815
OG0006842	XENTR10401	CAEEL01401
OG0006843	XENTR17465	CAEEL01030
OG0006844	XENTR08527	CAEEL01019
OG0006845	XENTR11640	CAEEL16127
OG0006846	XENTR12109	CAEEL15729
OG0006849	XENTR01645	CAEEL06259
OG0006851	XENTR13145	CAEEL12983
OG0006853	XENTR15554	CAEEL10839
OG0006860	XENTR10215	CAEEL08670
OG0006864	XENTR01809	CAEEL08583
OG0006867	XENTR01657	CAEEL15109
OG0006868	XENTR07053	CAEEL07835
OG0006870	XENTR10263	CAEEL08613
OG0006875	XENTR10450	CAEEL10848
