Orthogroup	XENTR	LYTVA_ok
OG0001186	XENTR07680, XENTR03745	LYTVA_28926
OG0001186	XENTR03736	LYTVA_01688
OG0001187	XENTR11283	LYTVA_15913
OG0001188	XENTR12660, XENTR10956, XENTR04124	LYTVA_25404
OG0001190	XENTR06259, XENTR16660, XENTR16659	LYTVA_06830
OG0001196	XENTR18694, XENTR11054, XENTR19094	LYTVA_03677
OG0001197	XENTR14109	LYTVA_08630
OG0001198	XENTR16301	LYTVA_09572, LYTVA_09571
OG0001199	XENTR12723	LYTVA_13204
OG0001201	XENTR17811	LYTVA_16866, LYTVA_02039
OG0001202	XENTR11567, XENTR11566	LYTVA_02469, LYTVA_09875, LYTVA_15508, LYTVA_03546, LYTVA_24829
OG0001204	XENTR13340	LYTVA_12790
OG0001205	XENTR14919	LYTVA_09031
OG0001207	XENTR10602, XENTR06956, XENTR16548	LYTVA_20519, LYTVA_10763
OG0001208	XENTR05399, XENTR14797	LYTVA_13276
OG0001210	XENTR12983	LYTVA_19275
OG0001210	XENTR09378	LYTVA_04311
OG0001211	XENTR04154, XENTR06866	LYTVA_22456, LYTVA_02722
OG0001213	XENTR10507	LYTVA_07548, LYTVA_11628
OG0001213	XENTR01205	LYTVA_18522
OG0001215	XENTR12954, XENTR16550, XENTR16549	LYTVA_14835
OG0001216	XENTR13109	LYTVA_09816
OG0001217	XENTR07688, XENTR11580, XENTR00148	LYTVA_22786
OG0001217	XENTR13893, XENTR11581	LYTVA_21151
OG0001218	XENTR16071, XENTR10134, XENTR14884, XENTR14883, XENTR16396	LYTVA_26113
OG0001219	XENTR03647, XENTR18228, XENTR12113	LYTVA_15579
OG0001220	XENTR06344, XENTR06343	LYTVA_16053
OG0001221	XENTR15915	LYTVA_14047
OG0001223	XENTR07799, XENTR10652, XENTR13605, XENTR02494, XENTR02495	LYTVA_21037
OG0001224	XENTR18588	LYTVA_18212
OG0001225	XENTR09310, XENTR06994, XENTR15732	LYTVA_24620
OG0001227	XENTR05921	LYTVA_10499
OG0001230	XENTR07940	LYTVA_07788
OG0001231	XENTR03878, XENTR01648	LYTVA_07439
OG0001232	XENTR01820	LYTVA_24297
OG0001233	XENTR15515	LYTVA_06716
OG0001238	XENTR12621, XENTR06928, XENTR03786	LYTVA_30061
OG0001239	XENTR05992, XENTR11309	LYTVA_29779
OG0001240	XENTR01403, XENTR05719, XENTR12304, XENTR05718	LYTVA_24587
OG0001241	XENTR12971	LYTVA_01648
OG0001243	XENTR17516, XENTR17517	LYTVA_04835
OG0001245	XENTR09296	LYTVA_16857
OG0001245	XENTR03643, XENTR11740, XENTR09295	LYTVA_16858
OG0001247	XENTR19062, XENTR18189, XENTR18467, XENTR11045	LYTVA_23646
OG0001248	XENTR01078, XENTR18804, XENTR03776	LYTVA_00986, LYTVA_16637
OG0001249	XENTR10238, XENTR10239, XENTR04710, XENTR00318	LYTVA_03472
OG0001250	XENTR10529, XENTR04777, XENTR07316	LYTVA_23037
OG0001251	XENTR12411	LYTVA_12207
OG0001252	XENTR06520, XENTR03993, XENTR03992, XENTR09825	LYTVA_28229, LYTVA_04840
OG0001253	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523	LYTVA_02267
OG0001254	XENTR03435, XENTR01471	LYTVA_26444
OG0001256	XENTR12356	LYTVA_27563
OG0001261	XENTR03563, XENTR16999	LYTVA_10322
OG0001262	XENTR06170, XENTR06171, XENTR19017, XENTR15533	LYTVA_11080, LYTVA_11634, LYTVA_11636, LYTVA_11076, LYTVA_09252
OG0001263	XENTR06868	LYTVA_09084
OG0001264	XENTR02490, XENTR03731, XENTR05140	LYTVA_07325
OG0001267	XENTR14460	LYTVA_08091
OG0001267	XENTR06333	LYTVA_09343
OG0001268	XENTR08282	LYTVA_20779
OG0001270	XENTR12521, XENTR12522	LYTVA_18319
OG0001271	XENTR17754, XENTR02751, XENTR07226	LYTVA_09608
OG0001272	XENTR18340, XENTR09464, XENTR00960	LYTVA_27489
OG0001274	XENTR13249, XENTR15210, XENTR15211, XENTR07752	LYTVA_02869
OG0001275	XENTR14625	LYTVA_16368
OG0001275	XENTR14624	LYTVA_15957
OG0001276	XENTR09721, XENTR13760	LYTVA_24445
OG0001278	XENTR09813	LYTVA_12248, LYTVA_16623
OG0001279	XENTR11976, XENTR14916	LYTVA_22555
OG0001284	XENTR15697	LYTVA_30054, LYTVA_01526
OG0001284	XENTR01467, XENTR01466	LYTVA_15592
OG0001287	XENTR06418, XENTR10568, XENTR10975, XENTR14177	LYTVA_06176
OG0001288	XENTR05832, XENTR05833	LYTVA_10306
OG0001290	XENTR08522, XENTR00546, XENTR09553, XENTR04590	LYTVA_13603
OG0001291	XENTR02209, XENTR05578, XENTR07580, XENTR07579	LYTVA_11712
OG0001292	XENTR03404, XENTR01086	LYTVA_22168
OG0001293	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560	LYTVA_07691
OG0001294	XENTR08985, XENTR08984	LYTVA_19271
OG0001295	XENTR07162, XENTR07111	LYTVA_15580
OG0001296	XENTR10758, XENTR16218, XENTR01664, XENTR01665	LYTVA_20224
OG0001297	XENTR07068, XENTR07067, XENTR01254, XENTR17500	LYTVA_14610
OG0001300	XENTR09380, XENTR15087, XENTR13396	LYTVA_05607, LYTVA_03792
OG0001302	XENTR05127, XENTR05128	LYTVA_08998
OG0001305	XENTR06508, XENTR06784, XENTR15394	LYTVA_15520
OG0001306	XENTR00068	LYTVA_06210
OG0001306	XENTR06783	LYTVA_04350
OG0001308	XENTR08924, XENTR10339, XENTR11736	LYTVA_06427, LYTVA_08159
OG0001309	XENTR12950	LYTVA_11009, LYTVA_28629, LYTVA_28628
OG0001310	XENTR02393	LYTVA_08839
OG0001310	XENTR15418	LYTVA_04185, LYTVA_11415
OG0001311	XENTR11767	LYTVA_28955
OG0001311	XENTR16951	LYTVA_10099
OG0001313	XENTR06253	LYTVA_18781, LYTVA_25650
OG0001316	XENTR05492, XENTR15964, XENTR00686	LYTVA_13297, LYTVA_13299
OG0001318	XENTR10187	LYTVA_16780
OG0001318	XENTR00640	LYTVA_28059
OG0001319	XENTR15508	LYTVA_24409
OG0001319	XENTR00669, XENTR10926, XENTR09062	LYTVA_24410
OG0001320	XENTR12547	LYTVA_21775
OG0001320	XENTR13078, XENTR04130	LYTVA_09922
OG0001322	XENTR10160, XENTR16770	LYTVA_14240, LYTVA_03712
OG0001322	XENTR07426	LYTVA_08843
OG0001324	XENTR08414	LYTVA_00291
OG0001326	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848	LYTVA_02897
OG0001327	XENTR10101, XENTR14547	LYTVA_12279
OG0001329	XENTR00757	LYTVA_29340
OG0001330	XENTR14976, XENTR11097, XENTR10939	LYTVA_04759
OG0001331	XENTR14937, XENTR18315	LYTVA_16616
OG0001332	XENTR11574, XENTR14153, XENTR14152	LYTVA_11322
OG0001333	XENTR01835	LYTVA_22466
OG0001341	XENTR17450	LYTVA_05973
OG0001344	XENTR06464	LYTVA_02352
OG0001345	XENTR02832	LYTVA_20477
OG0001348	XENTR02721, XENTR02053	LYTVA_22256
OG0001350	XENTR00070	LYTVA_08886
OG0001351	XENTR02308	LYTVA_25655
OG0001353	XENTR09948	LYTVA_10030
OG0001353	XENTR09957, XENTR02518	LYTVA_22573
OG0001354	XENTR12221, XENTR00037, XENTR04304	LYTVA_28511
OG0001355	XENTR08752, XENTR12634, XENTR02287, XENTR14204	LYTVA_11629
OG0001356	XENTR11301, XENTR02362, XENTR06819	LYTVA_28992
OG0001357	XENTR05091, XENTR02425, XENTR12657	LYTVA_01328
OG0001360	XENTR05571	LYTVA_28373, LYTVA_27643
OG0001361	XENTR11816, XENTR11817, XENTR17007	LYTVA_24814
OG0001362	XENTR09103	LYTVA_28040
OG0001363	XENTR09917, XENTR06150	LYTVA_09257, LYTVA_18119
OG0001364	XENTR17966, XENTR03257	LYTVA_09892
OG0001365	XENTR03966, XENTR05559	LYTVA_25618, LYTVA_24140, LYTVA_11701, LYTVA_00097, LYTVA_24131
OG0001366	XENTR03370	LYTVA_01522
OG0001367	XENTR02449, XENTR12179, XENTR12890	LYTVA_20815
OG0001369	XENTR07049, XENTR14549, XENTR14550, XENTR10107	LYTVA_05062
OG0001370	XENTR01446	LYTVA_22074
OG0001371	XENTR09788	LYTVA_08478, LYTVA_25037
OG0001372	XENTR17215	LYTVA_11215
OG0001373	XENTR01826, XENTR09130, XENTR04806	LYTVA_08692
OG0001374	XENTR15855, XENTR14140	LYTVA_02702
OG0001375	XENTR05015	LYTVA_04323
OG0001376	XENTR13691, XENTR14498, XENTR07143	LYTVA_29983
OG0001377	XENTR07904, XENTR16306	LYTVA_21846
OG0001378	XENTR01998	LYTVA_17384
OG0001379	XENTR05934	LYTVA_28884
OG0001380	XENTR13793, XENTR03477, XENTR03478	LYTVA_29108
OG0001381	XENTR15731, XENTR09312, XENTR06992	LYTVA_20781
OG0001382	XENTR05428	LYTVA_06738
OG0001389	XENTR05255, XENTR05190, XENTR01018, XENTR09739	LYTVA_23428
OG0001394	XENTR16874	LYTVA_27588
OG0001395	XENTR05456, XENTR16923, XENTR11578, XENTR07687	LYTVA_29626
OG0001397	XENTR17141, XENTR17665	LYTVA_19050
OG0001397	XENTR11843	LYTVA_23784
OG0001399	XENTR06193, XENTR06192	LYTVA_11204
OG0001399	XENTR02498, XENTR09890	LYTVA_26875
OG0001400	XENTR07182, XENTR03349, XENTR03348	LYTVA_25761
OG0001402	XENTR04534, XENTR14904, XENTR04036	LYTVA_01375
OG0001403	XENTR06529, XENTR17701, XENTR10933	LYTVA_25904, LYTVA_16669, LYTVA_07690
OG0001404	XENTR10088	LYTVA_03852
OG0001405	XENTR07643, XENTR11005	LYTVA_11923
OG0001405	XENTR16937, XENTR16938	LYTVA_13898
OG0001406	XENTR09026, XENTR05268	LYTVA_02505
OG0001409	XENTR08239, XENTR15156	LYTVA_11490
OG0001410	XENTR04211, XENTR11331	LYTVA_26149
OG0001412	XENTR01134	LYTVA_29467
OG0001413	XENTR10327	LYTVA_22106
OG0001414	XENTR16760	LYTVA_18745
OG0001414	XENTR03396	LYTVA_15413
OG0001415	XENTR00799	LYTVA_04754
OG0001416	XENTR04093, XENTR17575	LYTVA_10946
OG0001417	XENTR13968	LYTVA_21364
OG0001417	XENTR05604	LYTVA_15358
OG0001418	XENTR11447, XENTR00014, XENTR05877, XENTR04739	LYTVA_00553
OG0001419	XENTR07503, XENTR07502, XENTR02430, XENTR02429	LYTVA_27301
OG0001420	XENTR12964, XENTR18542, XENTR07058, XENTR02347, XENTR02348	LYTVA_11976
OG0001421	XENTR11642, XENTR10761, XENTR11862	LYTVA_26131
OG0001422	XENTR07180, XENTR03319	LYTVA_28672
OG0001423	XENTR11753, XENTR07724, XENTR12211	LYTVA_12091, LYTVA_28484
OG0001424	XENTR09472	LYTVA_01086
OG0001425	XENTR00165, XENTR10054, XENTR15292	LYTVA_20870
OG0001426	XENTR11607	LYTVA_03466
OG0001427	XENTR12966	LYTVA_08328
OG0001428	XENTR08058	LYTVA_04004
OG0001430	XENTR11865, XENTR09506, XENTR03841, XENTR12647	LYTVA_05538
OG0001431	XENTR12951, XENTR14198	LYTVA_23169
OG0001432	XENTR18322, XENTR18323	LYTVA_06531, LYTVA_06533
OG0001434	XENTR14256, XENTR14257, XENTR14255	LYTVA_09215, LYTVA_08418, LYTVA_11544
OG0001437	XENTR08203	LYTVA_02456
OG0001440	XENTR02912, XENTR02913, XENTR13967	LYTVA_21865
OG0001445	XENTR00603, XENTR11995	LYTVA_06306
OG0001446	XENTR11107	LYTVA_05089, LYTVA_00329
OG0001447	XENTR06688, XENTR11993, XENTR11860	LYTVA_08300
OG0001449	XENTR18530	LYTVA_26829
OG0001449	XENTR17594	LYTVA_26490
OG0001451	XENTR01133	LYTVA_28152
OG0001451	XENTR09852	LYTVA_15293, LYTVA_15292
OG0001452	XENTR05846, XENTR01476, XENTR12152	LYTVA_07052
OG0001453	XENTR15215, XENTR02669	LYTVA_25332
OG0001454	XENTR01618, XENTR01050	LYTVA_12706
OG0001455	XENTR00058, XENTR11013, XENTR05881, XENTR12230	LYTVA_29635
OG0001456	XENTR09379	LYTVA_29753
OG0001457	XENTR12907, XENTR05747, XENTR02139, XENTR01401, XENTR05746	LYTVA_23311
OG0001459	XENTR19263, XENTR05668	LYTVA_03447
OG0001460	XENTR14447	LYTVA_25220
OG0001461	XENTR05990	LYTVA_20044
OG0001462	XENTR15395	LYTVA_05319
OG0001463	XENTR15129, XENTR03741	LYTVA_02407, LYTVA_02045
OG0001464	XENTR03158, XENTR17134, XENTR06200	LYTVA_00287
OG0001465	XENTR17228	LYTVA_26108
OG0001466	XENTR03641	LYTVA_06219, LYTVA_06226
OG0001467	XENTR16639	LYTVA_22531
OG0001468	XENTR04167, XENTR10607	LYTVA_26492
OG0001469	XENTR01260	LYTVA_08369
OG0001470	XENTR08880, XENTR08883	LYTVA_05300
OG0001472	XENTR13330	LYTVA_00674, LYTVA_18392
OG0001473	XENTR16670, XENTR04818, XENTR04817	LYTVA_28916, LYTVA_21049, LYTVA_07126, LYTVA_23712
OG0001474	XENTR18010	LYTVA_10100
OG0001474	XENTR01827	LYTVA_01292
OG0001475	XENTR12916	LYTVA_29056, LYTVA_29057, LYTVA_24837
OG0001476	XENTR11401	LYTVA_11849
OG0001478	XENTR14390	LYTVA_27270, LYTVA_05260
OG0001479	XENTR01295, XENTR15874, XENTR09664	LYTVA_06390
OG0001480	XENTR08394, XENTR12252, XENTR14932	LYTVA_01988
OG0001481	XENTR08156, XENTR03822	LYTVA_06316
OG0001483	XENTR10570	LYTVA_11203
OG0001484	XENTR07065	LYTVA_19019, LYTVA_27048
OG0001485	XENTR03119, XENTR03410	LYTVA_14466, LYTVA_27906
OG0001486	XENTR14269, XENTR05434, XENTR04448, XENTR04449	LYTVA_00800
OG0001488	XENTR17821	LYTVA_30042, LYTVA_29707, LYTVA_03629
OG0001489	XENTR00338, XENTR12149	LYTVA_29241
OG0001490	XENTR16191, XENTR12791, XENTR03053	LYTVA_21998
OG0001492	XENTR06535, XENTR01139	LYTVA_23916
OG0001493	XENTR09429	LYTVA_27653
OG0001495	XENTR13170	LYTVA_19058
OG0001496	XENTR07933	LYTVA_02996, LYTVA_18645, LYTVA_00598
OG0001500	XENTR08590, XENTR12582, XENTR10830	LYTVA_09855
OG0001501	XENTR06683, XENTR06684, XENTR12986	LYTVA_20209
OG0001502	XENTR17438	LYTVA_00394
OG0001503	XENTR14751	LYTVA_26157
OG0001503	XENTR05638	LYTVA_21678
OG0001504	XENTR02517	LYTVA_08379, LYTVA_08381
OG0001506	XENTR00266, XENTR08441, XENTR08440	LYTVA_24167
OG0001507	XENTR08992, XENTR07481	LYTVA_01453, LYTVA_12072
OG0001508	XENTR15984, XENTR15983, XENTR11480, XENTR11479	LYTVA_06099
OG0001509	XENTR10571, XENTR03196	LYTVA_07640
OG0001510	XENTR07005, XENTR12209, XENTR00355	LYTVA_28716
OG0001511	XENTR03205	LYTVA_02740
OG0001513	XENTR03148, XENTR05200	LYTVA_00022
OG0001515	XENTR04041, XENTR04537	LYTVA_24782, LYTVA_03977
OG0001516	XENTR11018	LYTVA_11182, LYTVA_25941
OG0001517	XENTR13941, XENTR13905	LYTVA_12522
OG0001518	XENTR06101, XENTR00879	LYTVA_16808
OG0001520	XENTR12857, XENTR05173	LYTVA_23857
OG0001521	XENTR14078	LYTVA_13872
OG0001522	XENTR15230	LYTVA_05588, LYTVA_28109
OG0001523	XENTR10881, XENTR17742	LYTVA_15884
OG0001524	XENTR09548	LYTVA_17084
OG0001524	XENTR00484	LYTVA_25311
OG0001525	XENTR12515, XENTR12514	LYTVA_27481
OG0001526	XENTR01289, XENTR17681, XENTR16198	LYTVA_26761, LYTVA_03589
OG0001527	XENTR01509	LYTVA_20326
OG0001528	XENTR17324, XENTR04419	LYTVA_29398
OG0001531	XENTR12449, XENTR11571, XENTR08724	LYTVA_20110
OG0001532	XENTR11612, XENTR16708, XENTR06237	LYTVA_28949
OG0001533	XENTR07080, XENTR17861	LYTVA_13013
OG0001534	XENTR05627, XENTR06763, XENTR05628	LYTVA_02078
OG0001536	XENTR02934	LYTVA_08488
OG0001538	XENTR15405	LYTVA_03571, LYTVA_23544
OG0001545	XENTR08623, XENTR05315, XENTR18196	LYTVA_21798
OG0001546	XENTR02403, XENTR05092	LYTVA_27645, LYTVA_19517
OG0001549	XENTR06613, XENTR07982, XENTR02588	LYTVA_03281
OG0001550	XENTR12624	LYTVA_01107, LYTVA_29943
OG0001551	XENTR05545, XENTR05547	LYTVA_06090
OG0001552	XENTR07028	LYTVA_02937
OG0001553	XENTR02229, XENTR09430, XENTR09742	LYTVA_29518
OG0001554	XENTR08488, XENTR05924	LYTVA_00642
OG0001557	XENTR11819	LYTVA_30232
OG0001558	XENTR16416, XENTR06488	LYTVA_06196
OG0001559	XENTR09039, XENTR06623	LYTVA_27028
OG0001560	XENTR12473, XENTR04353, XENTR13870, XENTR12299	LYTVA_18843
OG0001561	XENTR16133, XENTR07954, XENTR01341	LYTVA_04106, LYTVA_00921
OG0001562	XENTR16910	LYTVA_19681
OG0001563	XENTR12134	LYTVA_18255, LYTVA_29179, LYTVA_21711
OG0001564	XENTR03255, XENTR05932	LYTVA_04654, LYTVA_21130
OG0001565	XENTR14497, XENTR14805, XENTR12160	LYTVA_00224, LYTVA_00227
OG0001566	XENTR12398, XENTR12399, XENTR04955	LYTVA_01152
OG0001567	XENTR10094, XENTR00289	LYTVA_26978, LYTVA_26194
OG0001568	XENTR05615	LYTVA_29892
OG0001569	XENTR02711, XENTR00703, XENTR00702	LYTVA_20543
OG0001572	XENTR14408	LYTVA_17414
OG0001572	XENTR03742	LYTVA_21491
OG0001573	XENTR03987, XENTR08694	LYTVA_09972
OG0001574	XENTR01390, XENTR06575, XENTR18448, XENTR11497, XENTR11496	LYTVA_26697
OG0001575	XENTR14038, XENTR14037	LYTVA_24682, LYTVA_05900
OG0001576	XENTR15048, XENTR13227	LYTVA_04399
OG0001578	XENTR01969, XENTR09544	LYTVA_07447
OG0001581	XENTR07619, XENTR15249	LYTVA_03103
OG0001582	XENTR07708, XENTR17762, XENTR01173	LYTVA_05770
OG0001583	XENTR11561, XENTR14641	LYTVA_00600
OG0001584	XENTR09628, XENTR09629	LYTVA_16613
OG0001588	XENTR06850	LYTVA_10633, LYTVA_20712, LYTVA_23298, LYTVA_29654, LYTVA_06381
OG0001589	XENTR11338	LYTVA_18831, LYTVA_18102
OG0001590	XENTR10428	LYTVA_06446, LYTVA_02727
OG0001592	XENTR11244, XENTR11243	LYTVA_02711
OG0001596	XENTR06371	LYTVA_22375
OG0001599	XENTR07390, XENTR07367	LYTVA_27246
OG0001600	XENTR16112, XENTR13590, XENTR11793	LYTVA_19566
OG0001604	XENTR11091	LYTVA_15984
OG0001604	XENTR13341	LYTVA_01583
OG0001605	XENTR04606	LYTVA_28463, LYTVA_28464, LYTVA_27230
OG0001606	XENTR08318	LYTVA_00126
OG0001606	XENTR10494	LYTVA_07392
OG0001608	XENTR00220, XENTR05052	LYTVA_12204
OG0001609	XENTR06189	LYTVA_06544
OG0001609	XENTR11285	LYTVA_05376
OG0001610	XENTR16107, XENTR10867, XENTR00221	LYTVA_15773
OG0001611	XENTR13532, XENTR13440, XENTR02083	LYTVA_24498
OG0001612	XENTR11391	LYTVA_09143
OG0001614	XENTR03364	LYTVA_00842, LYTVA_23993
OG0001614	XENTR09810	LYTVA_08406
OG0001615	XENTR04468, XENTR16398	LYTVA_29681, LYTVA_02240
OG0001617	XENTR11229, XENTR17736, XENTR07959	LYTVA_01260
OG0001617	XENTR13009, XENTR13010	LYTVA_18507
OG0001621	XENTR01806, XENTR05633	LYTVA_26251
OG0001622	XENTR13104, XENTR02280	LYTVA_08170, LYTVA_12311
OG0001627	XENTR11789	LYTVA_11632
OG0001627	XENTR13175, XENTR07907	LYTVA_28854, LYTVA_17633
OG0001628	XENTR01654	LYTVA_06351
OG0001634	XENTR11998	LYTVA_20717
OG0001635	XENTR14373	LYTVA_01903
OG0001636	XENTR00472	LYTVA_07956
OG0001638	XENTR17765, XENTR01518	LYTVA_23923, LYTVA_15599, LYTVA_03528
OG0001639	XENTR05276, XENTR13285, XENTR13286	LYTVA_12301
OG0001640	XENTR11286	LYTVA_26720
OG0001641	XENTR14307	LYTVA_15842
OG0001642	XENTR09499, XENTR14534, XENTR14535	LYTVA_25401
OG0001643	XENTR05703, XENTR05702, XENTR14501	LYTVA_10368
OG0001644	XENTR02166	LYTVA_08193
OG0001652	XENTR13535	LYTVA_22143
OG0001653	XENTR11019	LYTVA_15506
OG0001654	XENTR09616, XENTR17243, XENTR09614	LYTVA_27565
OG0001655	XENTR03302, XENTR02328, XENTR08790, XENTR08791	LYTVA_29262
OG0001657	XENTR00532, XENTR17851	LYTVA_24520
OG0001658	XENTR12967	LYTVA_29002
OG0001659	XENTR05457, XENTR00169	LYTVA_27573
OG0001660	XENTR13183, XENTR03454, XENTR14380	LYTVA_26564
OG0001661	XENTR10294	LYTVA_05769
OG0001661	XENTR10421	LYTVA_11532
OG0001662	XENTR08476	LYTVA_14369
OG0001662	XENTR03671, XENTR14025	LYTVA_15998
OG0001663	XENTR16289, XENTR18540, XENTR18541	LYTVA_27998
OG0001664	XENTR11452	LYTVA_11249
OG0001665	XENTR01674	LYTVA_04604
OG0001665	XENTR10394	LYTVA_23642
OG0001666	XENTR09349	LYTVA_03347, LYTVA_19306, LYTVA_17592, LYTVA_28821, LYTVA_28823
OG0001667	XENTR12439, XENTR07091	LYTVA_07623, LYTVA_22490, LYTVA_07621
OG0001668	XENTR00151	LYTVA_02299
OG0001670	XENTR06115, XENTR06114	LYTVA_11070, LYTVA_15894
OG0001671	XENTR08372	LYTVA_19064
OG0001672	XENTR03686, XENTR05392, XENTR14798	LYTVA_03348
OG0001673	XENTR02411	LYTVA_21841
OG0001674	XENTR05318, XENTR08311, XENTR08310, XENTR08309	LYTVA_15682
OG0001675	XENTR05024, XENTR15538	LYTVA_09242
OG0001676	XENTR08921	LYTVA_20615
OG0001676	XENTR08096	LYTVA_04952
OG0001677	XENTR06345	LYTVA_22014
OG0001678	XENTR12440, XENTR04156	LYTVA_28376
OG0001680	XENTR09484, XENTR09485	LYTVA_06347
OG0001682	XENTR12019	LYTVA_08761
OG0001682	XENTR18099	LYTVA_24944
OG0001683	XENTR14409, XENTR18194, XENTR05463, XENTR11397	LYTVA_21742
OG0001685	XENTR03486, XENTR03485	LYTVA_01904
OG0001686	XENTR03714	LYTVA_28929
OG0001687	XENTR07300	LYTVA_18610, LYTVA_22058
OG0001688	XENTR12165, XENTR12164, XENTR17332	LYTVA_10321
OG0001689	XENTR06536, XENTR01151, XENTR01152	LYTVA_05698
OG0001691	XENTR19286	LYTVA_29941
OG0001692	XENTR00015, XENTR05878, XENTR04738	LYTVA_03559
OG0001693	XENTR12044	LYTVA_27901, LYTVA_27900, LYTVA_14436, LYTVA_19948, LYTVA_19947
OG0001694	XENTR06610, XENTR07039	LYTVA_29879
OG0001696	XENTR14126, XENTR08939, XENTR12073, XENTR12074	LYTVA_22806
OG0001703	XENTR02667	LYTVA_28859, LYTVA_21915
OG0001704	XENTR03806, XENTR03805	LYTVA_03750, LYTVA_28208
OG0001706	XENTR05262, XENTR06974, XENTR05263	LYTVA_16433
OG0001707	XENTR04513	LYTVA_02742
OG0001709	XENTR06407, XENTR13040, XENTR18243, XENTR18244, XENTR13039, XENTR06408	LYTVA_16435
OG0001711	XENTR06620, XENTR13096	LYTVA_23582
OG0001712	XENTR05564, XENTR02704	LYTVA_21581
OG0001713	XENTR06081	LYTVA_16987
OG0001714	XENTR03907	LYTVA_26980
OG0001720	XENTR17421, XENTR17422, XENTR01149	LYTVA_14326
OG0001721	XENTR13555, XENTR07868, XENTR08455	LYTVA_12881
OG0001723	XENTR11325, XENTR02045, XENTR09068	LYTVA_03137
OG0001724	XENTR07871	LYTVA_06501, LYTVA_06496, LYTVA_08423
OG0001725	XENTR03645, XENTR08140, XENTR14311	LYTVA_14811, LYTVA_05220
OG0001726	XENTR10952	LYTVA_04764
OG0001726	XENTR11726	LYTVA_24972
OG0001727	XENTR02406, XENTR00200, XENTR00201	LYTVA_24852
OG0001728	XENTR08116, XENTR00572	LYTVA_14622
OG0001729	XENTR02877, XENTR02809	LYTVA_28021
OG0001730	XENTR00053, XENTR16791	LYTVA_03839
OG0001731	XENTR15747	LYTVA_09912, LYTVA_24284, LYTVA_14260
OG0001732	XENTR09057, XENTR03190	LYTVA_22231
OG0001733	XENTR07919	LYTVA_14522, LYTVA_09132
OG0001735	XENTR05402, XENTR16930	LYTVA_17512
OG0001736	XENTR10208, XENTR16350	LYTVA_17235
OG0001737	XENTR19032	LYTVA_15539
OG0001737	XENTR11412, XENTR11594, XENTR12766	LYTVA_29190, LYTVA_24114
OG0001738	XENTR14124, XENTR16771	LYTVA_14239, LYTVA_03711
OG0001739	XENTR13668, XENTR18284	LYTVA_10491
OG0001740	XENTR17497, XENTR16779	LYTVA_07618, LYTVA_17839, LYTVA_21620
OG0001743	XENTR07739	LYTVA_09129
OG0001744	XENTR04185, XENTR01893, XENTR04186, XENTR06221	LYTVA_05535
OG0001745	XENTR09624	LYTVA_07144
OG0001746	XENTR17012	LYTVA_21735
OG0001749	XENTR08701, XENTR03971, XENTR14372	LYTVA_27870
OG0001752	XENTR05862, XENTR05863, XENTR10279	LYTVA_14709
OG0001754	XENTR11387, XENTR08474, XENTR05086	LYTVA_06403
OG0001755	XENTR09873	LYTVA_17842
OG0001756	XENTR08856	LYTVA_10472, LYTVA_10467
OG0001756	XENTR02230	LYTVA_03013
OG0001757	XENTR14855, XENTR13413	LYTVA_12754
OG0001759	XENTR14143	LYTVA_03595
OG0001760	XENTR10103	LYTVA_24245
OG0001768	XENTR00583	LYTVA_02674
OG0001769	XENTR12819	LYTVA_02387
OG0001769	XENTR13309	LYTVA_30216
OG0001770	XENTR05192, XENTR05256, XENTR09738, XENTR01019	LYTVA_06471
OG0001772	XENTR14857, XENTR14769, XENTR13408	LYTVA_23524, LYTVA_22204
OG0001774	XENTR10461	LYTVA_28479
OG0001780	XENTR00800	LYTVA_17770
OG0001781	XENTR01701	LYTVA_04782
OG0001781	XENTR12943	LYTVA_08353
OG0001782	XENTR03438	LYTVA_16503
OG0001782	XENTR07561	LYTVA_03019
OG0001783	XENTR01760, XENTR09127	LYTVA_21718, LYTVA_26895
OG0001785	XENTR09347	LYTVA_20637
OG0001787	XENTR16345, XENTR10666, XENTR10665, XENTR13689	LYTVA_09866, LYTVA_22457
OG0001788	XENTR05179	LYTVA_19848
OG0001789	XENTR01158, XENTR11105	LYTVA_15527, LYTVA_15528
OG0001790	XENTR08234	LYTVA_11313
OG0001792	XENTR11934, XENTR11933	LYTVA_23803
OG0001793	XENTR10072	LYTVA_03112
OG0001794	XENTR10714	LYTVA_04854, LYTVA_26572, LYTVA_03749, LYTVA_20876, LYTVA_03751
OG0001798	XENTR16775, XENTR10051	LYTVA_08013, LYTVA_29031
OG0001799	XENTR03523, XENTR06340	LYTVA_13847
OG0001800	XENTR11113, XENTR10796	LYTVA_21818
OG0001801	XENTR07950, XENTR17423, XENTR17424, XENTR15974, XENTR07415	LYTVA_16627, LYTVA_24616
OG0001802	XENTR18670	LYTVA_26489, LYTVA_26493, LYTVA_26488, LYTVA_22206, LYTVA_08853, LYTVA_29778
OG0001803	XENTR06469, XENTR14813, XENTR04331	LYTVA_26265
OG0001804	XENTR12189, XENTR00869	LYTVA_21220
OG0001805	XENTR07066, XENTR17499	LYTVA_23931, LYTVA_16203, LYTVA_10280
OG0001806	XENTR02566	LYTVA_05536
