Orthogroup	XENTR	LYTVA_ok
OG0003532	XENTR10579	LYTVA_14462
OG0003533	XENTR06013	LYTVA_23225
OG0003534	XENTR09091, XENTR03027	LYTVA_18805
OG0003535	XENTR02215, XENTR09303	LYTVA_10298
OG0003536	XENTR04485, XENTR12968, XENTR16655	LYTVA_11600
OG0003538	XENTR16304	LYTVA_28207, LYTVA_28211
OG0003539	XENTR17518	LYTVA_02480
OG0003541	XENTR10222	LYTVA_21300
OG0003543	XENTR00214	LYTVA_04479
OG0003544	XENTR13004, XENTR07985	LYTVA_29003, LYTVA_27728
OG0003545	XENTR01366, XENTR13128	LYTVA_26703
OG0003546	XENTR06379, XENTR00109	LYTVA_09882
OG0003547	XENTR05429, XENTR12061	LYTVA_02953
OG0003548	XENTR15263	LYTVA_19416
OG0003549	XENTR16034, XENTR03980	LYTVA_16587, LYTVA_02536
OG0003550	XENTR11802, XENTR05398	LYTVA_30065
OG0003552	XENTR01989	LYTVA_11397
OG0003553	XENTR06457	LYTVA_20105
OG0003554	XENTR12448	LYTVA_26313
OG0003555	XENTR10243, XENTR06578, XENTR10244, XENTR10245	LYTVA_22182
OG0003557	XENTR02226	LYTVA_29355
OG0003558	XENTR09307, XENTR11536	LYTVA_28864
OG0003560	XENTR06670	LYTVA_05811
OG0003562	XENTR13770	LYTVA_15863
OG0003563	XENTR00974	LYTVA_28497
OG0003565	XENTR01961	LYTVA_17701, LYTVA_23177, LYTVA_15392
OG0003566	XENTR08703	LYTVA_12411
OG0003567	XENTR12992	LYTVA_13855
OG0003568	XENTR01200	LYTVA_25025
OG0003569	XENTR00379, XENTR02589, XENTR02786	LYTVA_07436
OG0003570	XENTR15222	LYTVA_16300
OG0003571	XENTR05133, XENTR16524	LYTVA_08422
OG0003573	XENTR18024	LYTVA_12228
OG0003576	XENTR04491, XENTR04492, XENTR02968, XENTR03721	LYTVA_25844, LYTVA_11919
OG0003577	XENTR15366	LYTVA_24980
OG0003578	XENTR14689, XENTR00880	LYTVA_14123
OG0003579	XENTR01923, XENTR05581, XENTR05580	LYTVA_21586, LYTVA_25548
OG0003581	XENTR18268	LYTVA_25521
OG0003598	XENTR12005, XENTR01306	LYTVA_20119
OG0003601	XENTR05348, XENTR05349	LYTVA_07545
OG0003603	XENTR07586	LYTVA_20098
OG0003604	XENTR09462, XENTR01204	LYTVA_20248
OG0003608	XENTR09171	LYTVA_23118, LYTVA_24760
OG0003610	XENTR18364	LYTVA_24955
OG0003611	XENTR13792	LYTVA_25213
OG0003612	XENTR12924	LYTVA_13319
OG0003613	XENTR07063, XENTR18350	LYTVA_26048, LYTVA_10701
OG0003615	XENTR11541	LYTVA_26591
OG0003617	XENTR18835	LYTVA_08952, LYTVA_11704
OG0003618	XENTR06591	LYTVA_08987
OG0003619	XENTR14382	LYTVA_29115, LYTVA_05151
OG0003620	XENTR11610	LYTVA_14583
OG0003621	XENTR08477, XENTR08478	LYTVA_14368
OG0003622	XENTR00588	LYTVA_12050
OG0003623	XENTR02019	LYTVA_28352
OG0003626	XENTR09204	LYTVA_29415
OG0003628	XENTR05281	LYTVA_09428
OG0003630	XENTR17948	LYTVA_11059, LYTVA_22109
OG0003631	XENTR01597	LYTVA_17311
OG0003632	XENTR10135, XENTR00270	LYTVA_06045
OG0003635	XENTR09260	LYTVA_24849
OG0003636	XENTR14237	LYTVA_13934
OG0003638	XENTR03036	LYTVA_26670
OG0003639	XENTR09450	LYTVA_10457
OG0003640	XENTR07366, XENTR07389, XENTR15717	LYTVA_28983
OG0003642	XENTR10056, XENTR06735	LYTVA_18053
OG0003643	XENTR16883	LYTVA_23976, LYTVA_22914
OG0003644	XENTR17108	LYTVA_19920
OG0003645	XENTR03915, XENTR07317	LYTVA_01752
OG0003646	XENTR17031, XENTR17030	LYTVA_05796
OG0003647	XENTR05840	LYTVA_17942
OG0003648	XENTR11369	LYTVA_17027
OG0003649	XENTR11535	LYTVA_12300, LYTVA_23539
OG0003650	XENTR18719	LYTVA_04212, LYTVA_28562, LYTVA_28561
OG0003651	XENTR07797	LYTVA_17096
OG0003652	XENTR05790, XENTR01212	LYTVA_28066
OG0003653	XENTR00241, XENTR07273, XENTR15919	LYTVA_15915
OG0003654	XENTR14703	LYTVA_07082
OG0003655	XENTR16032, XENTR04379	LYTVA_23764
OG0003656	XENTR08122, XENTR09683	LYTVA_05217
OG0003657	XENTR07176	LYTVA_11266
OG0003658	XENTR03326	LYTVA_02606
OG0003660	XENTR09436	LYTVA_24357, LYTVA_24356
OG0003662	XENTR13147, XENTR18370	LYTVA_07996
OG0003664	XENTR01685	LYTVA_05022
OG0003665	XENTR03871	LYTVA_24002, LYTVA_20570, LYTVA_22013, LYTVA_13004, LYTVA_23792
OG0003666	XENTR15411, XENTR03926	LYTVA_14443
OG0003668	XENTR02672	LYTVA_23185
OG0003669	XENTR08683	LYTVA_20979, LYTVA_00369
OG0003671	XENTR13386, XENTR15446	LYTVA_20433
OG0003672	XENTR07314	LYTVA_28748
OG0003675	XENTR14931	LYTVA_28295
OG0003676	XENTR01874	LYTVA_11057
OG0003677	XENTR08610, XENTR17285, XENTR15109	LYTVA_29925
OG0003678	XENTR00079, XENTR17514	LYTVA_13504
OG0003680	XENTR05231	LYTVA_20499
OG0003682	XENTR13445	LYTVA_10459
OG0003684	XENTR04969	LYTVA_15283
OG0003685	XENTR08131	LYTVA_22072
OG0003686	XENTR05887	LYTVA_11888, LYTVA_24636
OG0003688	XENTR03091, XENTR16481, XENTR16482, XENTR16476	LYTVA_24642
OG0003690	XENTR02409	LYTVA_15125
OG0003691	XENTR14452	LYTVA_02127, LYTVA_21295
OG0003692	XENTR01955	LYTVA_16704
OG0003693	XENTR10718, XENTR18258	LYTVA_10292
OG0003694	XENTR17179	LYTVA_21490
OG0003695	XENTR07743, XENTR03931	LYTVA_08219
OG0003696	XENTR02869	LYTVA_10724
OG0003697	XENTR07379	LYTVA_24825
OG0003698	XENTR09545, XENTR01970	LYTVA_00449, LYTVA_00450
OG0003700	XENTR15169, XENTR07388	LYTVA_05846
OG0003702	XENTR18826, XENTR08512	LYTVA_26668
OG0003703	XENTR16337, XENTR12841	LYTVA_15204, LYTVA_25249
OG0003704	XENTR14777, XENTR00061	LYTVA_22078
OG0003705	XENTR12388	LYTVA_23338
OG0003706	XENTR15599	LYTVA_04360
OG0003707	XENTR17466, XENTR01423	LYTVA_00064
OG0003709	XENTR16313	LYTVA_22117
OG0003710	XENTR06304	LYTVA_01367
OG0003711	XENTR14138	LYTVA_04221
OG0003712	XENTR01274, XENTR12990	LYTVA_13639, LYTVA_13640
OG0003713	XENTR03924	LYTVA_12799, LYTVA_06866, LYTVA_18223
OG0003716	XENTR10549	LYTVA_00505
OG0003717	XENTR08367	LYTVA_24800
OG0003718	XENTR10379	LYTVA_22052
OG0003721	XENTR09504	LYTVA_29839
OG0003722	XENTR13252, XENTR06780	LYTVA_09208, LYTVA_00262
OG0003724	XENTR10087	LYTVA_28771
OG0003725	XENTR00052, XENTR12224, XENTR12471	LYTVA_16331
OG0003726	XENTR05750	LYTVA_26835
OG0003727	XENTR08237	LYTVA_28311
OG0003729	XENTR03157	LYTVA_20503
OG0003730	XENTR02013	LYTVA_17088
OG0003731	XENTR04923	LYTVA_05810
OG0003732	XENTR18126	LYTVA_20441
OG0003733	XENTR04294	LYTVA_13502, LYTVA_08036
OG0003734	XENTR16422	LYTVA_19044, LYTVA_23146
OG0003735	XENTR05792	LYTVA_11688, LYTVA_28003
OG0003736	XENTR09558	LYTVA_01263
OG0003737	XENTR06182, XENTR09163	LYTVA_04668, LYTVA_07306
OG0003738	XENTR17869	LYTVA_24822
OG0003739	XENTR15714	LYTVA_20011
OG0003740	XENTR15199	LYTVA_26296, LYTVA_17293, LYTVA_16340
OG0003741	XENTR17057	LYTVA_00346
OG0003742	XENTR03179, XENTR03778	LYTVA_26372
OG0003743	XENTR12518	LYTVA_26127, LYTVA_26126
OG0003744	XENTR06835, XENTR16465	LYTVA_06947
OG0003746	XENTR04180, XENTR06934, XENTR16848	LYTVA_21138
OG0003747	XENTR05018	LYTVA_10213
OG0003749	XENTR16748	LYTVA_18850
OG0003750	XENTR02453	LYTVA_02287, LYTVA_01689
OG0003751	XENTR09919, XENTR09920	LYTVA_13457
OG0003752	XENTR05303	LYTVA_01820
OG0003753	XENTR13127	LYTVA_21441
OG0003754	XENTR10153, XENTR11505	LYTVA_22465
OG0003757	XENTR15569, XENTR19000	LYTVA_09213
OG0003758	XENTR10842, XENTR07110	LYTVA_17109
OG0003759	XENTR16557, XENTR14606	LYTVA_26967
OG0003760	XENTR04510, XENTR16728	LYTVA_30090, LYTVA_22219
OG0003761	XENTR05309, XENTR05308, XENTR07160	LYTVA_05534
OG0003762	XENTR07403	LYTVA_17274
OG0003763	XENTR17599	LYTVA_14715, LYTVA_14492, LYTVA_23611
OG0003764	XENTR10248	LYTVA_17144, LYTVA_11016
OG0003766	XENTR01718	LYTVA_05953
OG0003768	XENTR08962	LYTVA_10063, LYTVA_22080, LYTVA_22079, LYTVA_10343
OG0003769	XENTR12425	LYTVA_18678
OG0003770	XENTR14731	LYTVA_21288
OG0003771	XENTR13739, XENTR03911	LYTVA_28045
OG0003772	XENTR05943	LYTVA_21676
OG0003773	XENTR01780, XENTR13130	LYTVA_22099, LYTVA_08704
OG0003777	XENTR01073, XENTR12435	LYTVA_21729
OG0003778	XENTR10711	LYTVA_11821
OG0003779	XENTR17121	LYTVA_10521
OG0003795	XENTR19254	LYTVA_13836
OG0003798	XENTR01114, XENTR07104	LYTVA_21450
OG0003803	XENTR01279	LYTVA_17645
OG0003806	XENTR07356	LYTVA_30001
OG0003807	XENTR01368, XENTR01369, XENTR01367	LYTVA_29933
OG0003808	XENTR13676	LYTVA_19229
OG0003809	XENTR08847, XENTR04264	LYTVA_25226
OG0003810	XENTR00906, XENTR07521, XENTR07515	LYTVA_17312, LYTVA_08092
OG0003811	XENTR05500	LYTVA_01732
OG0003813	XENTR10561, XENTR06474	LYTVA_00532
OG0003816	XENTR07578	LYTVA_21793, LYTVA_08508
OG0003818	XENTR08826	LYTVA_09712
OG0003820	XENTR15816, XENTR15817	LYTVA_01468, LYTVA_10818, LYTVA_04218
OG0003821	XENTR02570, XENTR07045	LYTVA_01898
OG0003823	XENTR12892	LYTVA_28299
OG0003824	XENTR02218	LYTVA_20107, LYTVA_06706
OG0003825	XENTR01217	LYTVA_25095, LYTVA_25100
OG0003826	XENTR01516	LYTVA_13850
OG0003827	XENTR11304, XENTR18626	LYTVA_03265
OG0003828	XENTR14525	LYTVA_13423
OG0003829	XENTR04012	LYTVA_18420
OG0003830	XENTR18560, XENTR14254	LYTVA_12482, LYTVA_28846
OG0003831	XENTR03490	LYTVA_24443
OG0003832	XENTR00382, XENTR01228, XENTR01229	LYTVA_05086
OG0003833	XENTR15540	LYTVA_27868, LYTVA_23190
OG0003834	XENTR04978, XENTR18533	LYTVA_28662
OG0003836	XENTR11782, XENTR15896	LYTVA_24859
OG0003837	XENTR02506	LYTVA_29929
OG0003838	XENTR00914, XENTR03476	LYTVA_17094
OG0003839	XENTR13884	LYTVA_23937, LYTVA_14573
OG0003840	XENTR12159	LYTVA_04824
OG0003841	XENTR12939	LYTVA_09880
OG0003842	XENTR06616	LYTVA_16877
OG0003844	XENTR07150	LYTVA_23802
OG0003845	XENTR04055	LYTVA_09006
OG0003846	XENTR11317	LYTVA_03898
OG0003848	XENTR09160	LYTVA_12543
OG0003849	XENTR02659, XENTR08320	LYTVA_16505
OG0003850	XENTR05454	LYTVA_06404
OG0003851	XENTR02901	LYTVA_26448
OG0003852	XENTR01443, XENTR00580	LYTVA_02920
OG0003853	XENTR16563	LYTVA_09397
OG0003854	XENTR09846, XENTR03116	LYTVA_16966
OG0003855	XENTR18199	LYTVA_19474
OG0003856	XENTR05612	LYTVA_25797
OG0003857	XENTR10397	LYTVA_25796
OG0003859	XENTR18118	LYTVA_21927
OG0003861	XENTR12844	LYTVA_09141
OG0003862	XENTR03149	LYTVA_00702
OG0003863	XENTR10491, XENTR10490, XENTR02221, XENTR02222	LYTVA_25098
OG0003864	XENTR11994	LYTVA_16744
OG0003865	XENTR08410, XENTR08547	LYTVA_06719, LYTVA_29186
OG0003866	XENTR06311	LYTVA_29703
OG0003867	XENTR02863	LYTVA_19438
OG0003868	XENTR14790, XENTR09159, XENTR09158	LYTVA_16042
OG0003869	XENTR16798	LYTVA_12197
OG0003870	XENTR11422	LYTVA_09623, LYTVA_02604
OG0003873	XENTR00180	LYTVA_12402
OG0003876	XENTR17136	LYTVA_08885
OG0003877	XENTR02745	LYTVA_07189, LYTVA_05818
OG0003878	XENTR02554	LYTVA_06775, LYTVA_04340
OG0003880	XENTR13950	LYTVA_19965
OG0003881	XENTR04081	LYTVA_02265
OG0003882	XENTR16402	LYTVA_18048
OG0003883	XENTR14642, XENTR14643, XENTR08760	LYTVA_29680
OG0003884	XENTR02661	LYTVA_04955
OG0003885	XENTR05759, XENTR02123	LYTVA_22856
OG0003886	XENTR01682	LYTVA_00295
OG0003887	XENTR18026	LYTVA_19626
OG0003887	XENTR11440	LYTVA_04461
OG0003888	XENTR15148	LYTVA_27229, LYTVA_07798
OG0003890	XENTR06459, XENTR12480	LYTVA_19129, LYTVA_23306
OG0003892	XENTR00762	LYTVA_28820
OG0003893	XENTR13880	LYTVA_09128
OG0003894	XENTR06779	LYTVA_30206
OG0003895	XENTR15607	LYTVA_16370
OG0003897	XENTR09637	LYTVA_01009, LYTVA_18263
OG0003898	XENTR00281	LYTVA_08754
OG0003899	XENTR07459	LYTVA_01604
OG0003900	XENTR06624	LYTVA_00171, LYTVA_09089
OG0003901	XENTR10660, XENTR18510	LYTVA_25425, LYTVA_13674
OG0003903	XENTR11558	LYTVA_02798, LYTVA_02947, LYTVA_14426
OG0003904	XENTR05314	LYTVA_08407
OG0003906	XENTR05038	LYTVA_00896
OG0003908	XENTR12199	LYTVA_01565
OG0003908	XENTR15544	LYTVA_23240
OG0003909	XENTR13589	LYTVA_04292
OG0003910	XENTR07945	LYTVA_15956
OG0003911	XENTR02501	LYTVA_13769
OG0003912	XENTR18566, XENTR04975, XENTR07778	LYTVA_20384
OG0003913	XENTR15388	LYTVA_01876, LYTVA_18035, LYTVA_17952
OG0003914	XENTR02686	LYTVA_00538
OG0003915	XENTR02712, XENTR00701	LYTVA_03286, LYTVA_20325
OG0003917	XENTR00420, XENTR10594	LYTVA_26563, LYTVA_13069
OG0003918	XENTR06731	LYTVA_03867
OG0003919	XENTR14692	LYTVA_25024
OG0003920	XENTR12856	LYTVA_03736
OG0003921	XENTR04630	LYTVA_29296
OG0003923	XENTR04190	LYTVA_19351
OG0003925	XENTR05466	LYTVA_23157
OG0003927	XENTR06337, XENTR06338	LYTVA_09499, LYTVA_12096
OG0003930	XENTR10794	LYTVA_25579, LYTVA_23488
OG0003931	XENTR10403	LYTVA_22630
OG0003933	XENTR11134, XENTR10793	LYTVA_22915
OG0003935	XENTR03877	LYTVA_23260
OG0003936	XENTR06644	LYTVA_03319
OG0003937	XENTR01997, XENTR01986	LYTVA_23787
OG0003939	XENTR04150	LYTVA_03990, LYTVA_08883
OG0003940	XENTR04461	LYTVA_05716, LYTVA_21871
OG0003942	XENTR17940	LYTVA_19868, LYTVA_04089
OG0003945	XENTR18416	LYTVA_00843
OG0003946	XENTR08261, XENTR12173	LYTVA_00597
OG0003947	XENTR08870, XENTR02239	LYTVA_21166
OG0003948	XENTR01906	LYTVA_00599
OG0003949	XENTR02519	LYTVA_06512, LYTVA_01213
OG0003950	XENTR10159	LYTVA_22866
OG0003953	XENTR01614, XENTR03298	LYTVA_25899
OG0003954	XENTR15739, XENTR07597	LYTVA_08587
OG0003956	XENTR00432	LYTVA_03157, LYTVA_03160
OG0003957	XENTR13241	LYTVA_04850
OG0003958	XENTR08137	LYTVA_10240
OG0003961	XENTR09360	LYTVA_18404
OG0003962	XENTR09257, XENTR00890, XENTR15298, XENTR13042	LYTVA_27585
OG0003966	XENTR12845	LYTVA_08371
OG0003967	XENTR01385	LYTVA_21341
OG0003968	XENTR09674	LYTVA_18737
OG0003970	XENTR06325	LYTVA_27881
OG0003971	XENTR16415	LYTVA_12905
OG0003972	XENTR02960	LYTVA_26756
OG0003973	XENTR02390, XENTR13883	LYTVA_08780
OG0003997	XENTR03284	LYTVA_15918
OG0003998	XENTR13053	LYTVA_04462
OG0003999	XENTR13639	LYTVA_02706
OG0004000	XENTR16850	LYTVA_13016
OG0004001	XENTR03543	LYTVA_22392
OG0004001	XENTR09154	LYTVA_19185, LYTVA_07555
OG0004002	XENTR07505	LYTVA_14687
OG0004004	XENTR09365, XENTR00508	LYTVA_12647
OG0004007	XENTR00335, XENTR12145	LYTVA_16332
OG0004009	XENTR12738, XENTR07565	LYTVA_27360
OG0004010	XENTR15365	LYTVA_14826
OG0004011	XENTR09432, XENTR02695	LYTVA_07133
OG0004012	XENTR08974	LYTVA_26169
OG0004014	XENTR16545	LYTVA_26908, LYTVA_29701
OG0004015	XENTR07793	LYTVA_14499
OG0004016	XENTR08559	LYTVA_04982
OG0004017	XENTR14676	LYTVA_26976
OG0004019	XENTR14133	LYTVA_11599, LYTVA_11549
OG0004021	XENTR01515	LYTVA_07062, LYTVA_20594
OG0004022	XENTR07692	LYTVA_29080, LYTVA_06465
OG0004023	XENTR12549, XENTR09886	LYTVA_16983
OG0004024	XENTR10419	LYTVA_08882, LYTVA_09171
OG0004025	XENTR15063	LYTVA_06115
OG0004028	XENTR07292	LYTVA_25968
OG0004029	XENTR14070	LYTVA_07988, LYTVA_23850
OG0004031	XENTR02095	LYTVA_19098
OG0004035	XENTR18213, XENTR18419	LYTVA_24098
OG0004036	XENTR00661	LYTVA_28065
OG0004037	XENTR08593	LYTVA_20546
OG0004038	XENTR14795	LYTVA_30220
OG0004039	XENTR14249, XENTR17899	LYTVA_09633, LYTVA_14370
OG0004041	XENTR00599	LYTVA_30034, LYTVA_16536
OG0004042	XENTR16635	LYTVA_08337
OG0004043	XENTR06092	LYTVA_08636
OG0004044	XENTR01872	LYTVA_04278
OG0004045	XENTR13376	LYTVA_00602
OG0004047	XENTR09809	LYTVA_22628
OG0004048	XENTR08968, XENTR08876	LYTVA_16472
OG0004049	XENTR08475, XENTR05908, XENTR11386	LYTVA_15049, LYTVA_25674
OG0004052	XENTR14748	LYTVA_04921
OG0004053	XENTR05712, XENTR12155	LYTVA_05254
OG0004055	XENTR07492, XENTR07490, XENTR07491	LYTVA_23038
OG0004057	XENTR00723	LYTVA_23851, LYTVA_02242
OG0004059	XENTR02089	LYTVA_13931
OG0004060	XENTR10032	LYTVA_13733
OG0004061	XENTR00001	LYTVA_04703, LYTVA_20063
OG0004062	XENTR18647, XENTR08862, XENTR10337	LYTVA_10442
OG0004063	XENTR04591	LYTVA_25472
OG0004064	XENTR04196	LYTVA_00970
OG0004065	XENTR13020	LYTVA_23835, LYTVA_06332
OG0004066	XENTR12212	LYTVA_14514
OG0004067	XENTR14385	LYTVA_14146
OG0004068	XENTR08780	LYTVA_11542
OG0004069	XENTR09185	LYTVA_15685
OG0004070	XENTR11830	LYTVA_26461, LYTVA_08824
OG0004071	XENTR01305, XENTR15592, XENTR09667, XENTR09668	LYTVA_15303
OG0004072	XENTR02752	LYTVA_02954
OG0004073	XENTR11511, XENTR02540	LYTVA_02075, LYTVA_02074
OG0004076	XENTR13769	LYTVA_03921
OG0004077	XENTR16417	LYTVA_26904
OG0004078	XENTR10912	LYTVA_09313
OG0004079	XENTR01034	LYTVA_06671
OG0004080	XENTR04210, XENTR17702	LYTVA_29208
OG0004081	XENTR09630, XENTR16082	LYTVA_02736
OG0004082	XENTR03276	LYTVA_06311, LYTVA_06309
OG0004083	XENTR09602	LYTVA_21834, LYTVA_13777
OG0004084	XENTR03635	LYTVA_18649
OG0004085	XENTR02748	LYTVA_08513, LYTVA_28587
OG0004086	XENTR00590	LYTVA_19945
OG0004087	XENTR08763	LYTVA_06772
OG0004088	XENTR12362, XENTR11015	LYTVA_28769, LYTVA_03836
OG0004089	XENTR15591	LYTVA_20890, LYTVA_05104
OG0004090	XENTR05223	LYTVA_01996
OG0004091	XENTR04711	LYTVA_09473
OG0004092	XENTR15001, XENTR15101	LYTVA_11252, LYTVA_08054
OG0004093	XENTR15684	LYTVA_18796
OG0004094	XENTR14516	LYTVA_15767, LYTVA_15263
OG0004095	XENTR04765	LYTVA_27647
OG0004096	XENTR04695	LYTVA_24655
OG0004097	XENTR14379	LYTVA_03615
OG0004098	XENTR09195, XENTR00362	LYTVA_17957
OG0004099	XENTR07018, XENTR03906	LYTVA_16532
OG0004100	XENTR15549, XENTR15547	LYTVA_05542, LYTVA_05543
OG0004101	XENTR13964	LYTVA_16379
OG0004102	XENTR02021	LYTVA_22604
OG0004103	XENTR02995, XENTR02996	LYTVA_10838, LYTVA_14405, LYTVA_25911
OG0004104	XENTR08622	LYTVA_23183
OG0004106	XENTR04092	LYTVA_16270, LYTVA_17077
OG0004110	XENTR18262	LYTVA_17391
OG0004112	XENTR18035	LYTVA_05426
OG0004113	XENTR11125	LYTVA_20632
OG0004114	XENTR11643	LYTVA_09095
OG0004115	XENTR10408	LYTVA_26409
OG0004116	XENTR06030	LYTVA_11277, LYTVA_16339
OG0004117	XENTR06588	LYTVA_06474
OG0004118	XENTR00736	LYTVA_28391
OG0004119	XENTR07270	LYTVA_18575
OG0004121	XENTR08429	LYTVA_26411
OG0004123	XENTR18443, XENTR02606	LYTVA_16672
OG0004124	XENTR02997, XENTR06594	LYTVA_03931
OG0004125	XENTR09786	LYTVA_08831
OG0004126	XENTR02624, XENTR17192	LYTVA_05206
OG0004127	XENTR09339	LYTVA_25845, LYTVA_00859
OG0004128	XENTR07972, XENTR04126	LYTVA_05290, LYTVA_03315, LYTVA_03965
OG0004129	XENTR05980	LYTVA_03964
OG0004132	XENTR08207	LYTVA_24598
OG0004133	XENTR08580, XENTR08835	LYTVA_18548
OG0004134	XENTR10228	LYTVA_23721
OG0004135	XENTR14499	LYTVA_30000
OG0004136	XENTR14548	LYTVA_15507
OG0004137	XENTR05727	LYTVA_06807
OG0004139	XENTR09190, XENTR12366, XENTR15382	LYTVA_12489
OG0004140	XENTR05945	LYTVA_23705
OG0004141	XENTR07977	LYTVA_11419
OG0004142	XENTR15552	LYTVA_07168
OG0004143	XENTR14330	LYTVA_00742, LYTVA_25759
OG0004145	XENTR06685	LYTVA_14753
OG0004146	XENTR10320	LYTVA_19042
OG0004147	XENTR18396	LYTVA_08242
OG0004148	XENTR06933	LYTVA_28754
OG0004149	XENTR10834	LYTVA_02180
OG0004150	XENTR03403	LYTVA_10446, LYTVA_04771
OG0004151	XENTR00487	LYTVA_22027
OG0004153	XENTR02143	LYTVA_24977, LYTVA_14935
OG0004154	XENTR06055	LYTVA_21247
OG0004155	XENTR16141	LYTVA_14865, LYTVA_16237, LYTVA_21944, LYTVA_24904, LYTVA_20646, LYTVA_29083, LYTVA_00588
OG0004156	XENTR00751, XENTR10996	LYTVA_23102
OG0004157	XENTR18358	LYTVA_05077
OG0004158	XENTR18490	LYTVA_10767
OG0004161	XENTR09910	LYTVA_23742
OG0004163	XENTR08707	LYTVA_20307
OG0004166	XENTR02693	LYTVA_05496
OG0004167	XENTR11620	LYTVA_09956
OG0004168	XENTR07704	LYTVA_10352
OG0004169	XENTR16574	LYTVA_22122
OG0004171	XENTR11673	LYTVA_12650, LYTVA_12649, LYTVA_07825
OG0004172	XENTR09863	LYTVA_26615, LYTVA_09161, LYTVA_01569, LYTVA_28749, LYTVA_12991
OG0004174	XENTR05736	LYTVA_29638
OG0004175	XENTR11021	LYTVA_15626, LYTVA_07317
OG0004178	XENTR17208	LYTVA_00771
OG0004180	XENTR17753, XENTR17078	LYTVA_02955
OG0004181	XENTR05491	LYTVA_28184, LYTVA_29381
OG0004182	XENTR11405	LYTVA_02516, LYTVA_26684
OG0004183	XENTR10310	LYTVA_18118, LYTVA_09256
OG0004184	XENTR07501	LYTVA_27243
OG0004185	XENTR07973	LYTVA_00065
OG0004186	XENTR14918, XENTR07489	LYTVA_13218
OG0004187	XENTR07777, XENTR12420, XENTR19105	LYTVA_09899
OG0004188	XENTR09043	LYTVA_09818
OG0004190	XENTR07315	LYTVA_26541
OG0004197	XENTR07183, XENTR03350	LYTVA_24189
OG0004215	XENTR11110	LYTVA_17521, LYTVA_20252
OG0004216	XENTR16489	LYTVA_05046
OG0004217	XENTR12749	LYTVA_10684
OG0004218	XENTR09333	LYTVA_10237
OG0004219	XENTR05410	LYTVA_13015
OG0004220	XENTR19132	LYTVA_12987
OG0004222	XENTR03863	LYTVA_04664
OG0004223	XENTR11343	LYTVA_16944
OG0004225	XENTR05236, XENTR01889	LYTVA_21958
OG0004226	XENTR12961	LYTVA_11757, LYTVA_01757
OG0004227	XENTR09239	LYTVA_12126
OG0004228	XENTR12759, XENTR03636	LYTVA_17820
OG0004229	XENTR09293	LYTVA_15870
OG0004230	XENTR06029, XENTR18693	LYTVA_24896
OG0004231	XENTR07588	LYTVA_21112
OG0004232	XENTR14755	LYTVA_16476
OG0004234	XENTR06240	LYTVA_17567
OG0004235	XENTR07323	LYTVA_20276
OG0004236	XENTR09087	LYTVA_29541
OG0004238	XENTR02118	LYTVA_24752
OG0004239	XENTR02464	LYTVA_15516, LYTVA_12963
OG0004240	XENTR14102	LYTVA_26856
OG0004243	XENTR02756	LYTVA_09481
OG0004245	XENTR13102	LYTVA_24279, LYTVA_26637, LYTVA_24281
OG0004246	XENTR10841	LYTVA_29403, LYTVA_27509
OG0004248	XENTR02442	LYTVA_23168
OG0004249	XENTR14714	LYTVA_11290
OG0004251	XENTR04013	LYTVA_08695, LYTVA_17055
OG0004253	XENTR14684, XENTR07125	LYTVA_27876
OG0004254	XENTR02285	LYTVA_15962
OG0004255	XENTR08386	LYTVA_12403
OG0004257	XENTR00860	LYTVA_15930
OG0004258	XENTR15149	LYTVA_05034
OG0004259	XENTR05280	LYTVA_21802
OG0004260	XENTR08524	LYTVA_22612
OG0004261	XENTR17138	LYTVA_25179, LYTVA_25178, LYTVA_11226, LYTVA_21721
OG0004262	XENTR03026	LYTVA_18711
OG0004263	XENTR18355	LYTVA_29357, LYTVA_12199
OG0004264	XENTR11427, XENTR02228	LYTVA_24355
OG0004265	XENTR01292	LYTVA_15750, LYTVA_15746
OG0004267	XENTR05430, XENTR16646	LYTVA_21270
OG0004269	XENTR08648	LYTVA_07560, LYTVA_28413
OG0004270	XENTR15859	LYTVA_25924
OG0004271	XENTR02370	LYTVA_28380
OG0004272	XENTR04240	LYTVA_26397
OG0004273	XENTR07324	LYTVA_03846
OG0004274	XENTR00473, XENTR15777	LYTVA_00343
OG0004275	XENTR02366, XENTR11914	LYTVA_25889
OG0004276	XENTR15736	LYTVA_00887
OG0004277	XENTR14387	LYTVA_14258, LYTVA_28062
OG0004278	XENTR18016, XENTR18015	LYTVA_21762
OG0004279	XENTR14989	LYTVA_03505, LYTVA_11401
OG0004280	XENTR10748	LYTVA_29508
OG0004281	XENTR18517	LYTVA_15973
OG0004281	XENTR18518	LYTVA_06895
OG0004282	XENTR04076	LYTVA_16737
OG0004283	XENTR03463	LYTVA_10414
OG0004284	XENTR12171, XENTR15187	LYTVA_21849, LYTVA_03684
OG0004285	XENTR08748	LYTVA_14336
OG0004286	XENTR03668	LYTVA_23813
OG0004288	XENTR13701	LYTVA_10116
OG0004289	XENTR09034	LYTVA_15304, LYTVA_08621
OG0004290	XENTR09552, XENTR12944	LYTVA_08795
OG0004291	XENTR07498	LYTVA_26380
OG0004292	XENTR16091	LYTVA_29633
OG0004295	XENTR10638	LYTVA_10836
OG0004296	XENTR04332	LYTVA_05826
