Orthogroup	ASTMX	CAPO3
OG0000566	ASTMX21688, ASTMX02449, ASTMX22106, ASTMX06097, ASTMX02203, ASTMX02202, ASTMX09638	CAPO306820
OG0000567	ASTMX07889, ASTMX10650, ASTMX02913	CAPO300710, CAPO302895
OG0000572	ASTMX14415, ASTMX08526, ASTMX09438, ASTMX05246	CAPO302048
OG0000573	ASTMX14748, ASTMX06784, ASTMX11352, ASTMX15555, ASTMX04860, ASTMX18772, ASTMX02110	CAPO301573
OG0000573	ASTMX02201	CAPO300482
OG0000574	ASTMX11657, ASTMX08559	CAPO303025
OG0000578	ASTMX18006, ASTMX10470, ASTMX08286, ASTMX01576, ASTMX10827, ASTMX04585, ASTMX13822, ASTMX06067	CAPO305505
OG0000583	ASTMX19288, ASTMX12142, ASTMX19104, ASTMX09781, ASTMX15227, ASTMX16808, ASTMX07495	CAPO302594
OG0000585	ASTMX01008, ASTMX17107, ASTMX01746, ASTMX10753, ASTMX02113, ASTMX17466, ASTMX08311, ASTMX20178, ASTMX01009	CAPO302010
OG0000586	ASTMX21165, ASTMX21164, ASTMX06304, ASTMX01062, ASTMX07105, ASTMX02632, ASTMX21166, ASTMX07309, ASTMX21686, ASTMX16567	CAPO304818
OG0000587	ASTMX17633, ASTMX15674, ASTMX05654, ASTMX18684, ASTMX02880	CAPO304868
OG0000588	ASTMX03016	CAPO300701
OG0000590	ASTMX12992, ASTMX20440, ASTMX15142, ASTMX10181, ASTMX04496	CAPO302664
OG0000590	ASTMX11935, ASTMX00513	CAPO307990
OG0000591	ASTMX04992, ASTMX12325, ASTMX06564	CAPO300885
OG0000591	ASTMX06089, ASTMX06091, ASTMX09194, ASTMX03131, ASTMX08773, ASTMX06088	CAPO301508, CAPO306921
OG0000592	ASTMX15625, ASTMX01208, ASTMX00581, ASTMX20394, ASTMX11355	CAPO302552
OG0000593	ASTMX11066, ASTMX07725, ASTMX21954, ASTMX04864, ASTMX09942, ASTMX00591, ASTMX02549, ASTMX05477, ASTMX19749	CAPO303950
OG0000594	ASTMX12792, ASTMX14374, ASTMX18889, ASTMX12791, ASTMX14375, ASTMX18890, ASTMX10755, ASTMX00628, ASTMX18421	CAPO305185
OG0000597	ASTMX09658, ASTMX18806, ASTMX12198, ASTMX07313, ASTMX15757	CAPO305949
OG0000600	ASTMX20643, ASTMX08135, ASTMX01949, ASTMX20647, ASTMX20645, ASTMX04525, ASTMX10693	CAPO302133
OG0000603	ASTMX01585, ASTMX22855, ASTMX10221, ASTMX04851, ASTMX01584, ASTMX06561, ASTMX19202	CAPO300286
OG0000604	ASTMX20952, ASTMX03236, ASTMX19938, ASTMX03235, ASTMX11005, ASTMX17547, ASTMX19569, ASTMX12146, ASTMX03234, ASTMX19571, ASTMX20953, ASTMX20951, ASTMX19937, ASTMX21867, ASTMX19572, ASTMX20954	CAPO304248
OG0000609	ASTMX19499, ASTMX00147, ASTMX19500, ASTMX13250, ASTMX05358	CAPO306415
OG0000611	ASTMX07157, ASTMX09331, ASTMX05615	CAPO305139
OG0000611	ASTMX12827	CAPO302505
OG0000612	ASTMX10076, ASTMX09692, ASTMX18860, ASTMX09749	CAPO308174
OG0000612	ASTMX15804	CAPO300901
OG0000613	ASTMX01217, ASTMX05307, ASTMX07479, ASTMX16319, ASTMX03360	CAPO306741, CAPO303985
OG0000614	ASTMX11010	CAPO306138, CAPO304207
OG0000616	ASTMX03499, ASTMX16225, ASTMX12370, ASTMX03498, ASTMX08899	CAPO301011
OG0000619	ASTMX10497, ASTMX11699, ASTMX15036, ASTMX15037, ASTMX12055, ASTMX11698, ASTMX11697, ASTMX11692, ASTMX15038	CAPO303580
OG0000620	ASTMX19268, ASTMX02620	CAPO300569
OG0000623	ASTMX07600	CAPO306891
OG0000623	ASTMX07831, ASTMX20139, ASTMX15503	CAPO306678
OG0000624	ASTMX13226, ASTMX19412, ASTMX08664	CAPO304034, CAPO304035
OG0000627	ASTMX21721, ASTMX00646, ASTMX01724, ASTMX02960, ASTMX07039, ASTMX06195	CAPO301912
OG0000628	ASTMX05782, ASTMX11840, ASTMX18687, ASTMX03435, ASTMX03434, ASTMX12380, ASTMX18405, ASTMX15898	CAPO306878
OG0000629	ASTMX09268, ASTMX02967, ASTMX18251, ASTMX09266, ASTMX08860, ASTMX17914, ASTMX07251	CAPO304632
OG0000634	ASTMX01056, ASTMX12422	CAPO305866
OG0000636	ASTMX16568, ASTMX15211, ASTMX02467, ASTMX01529, ASTMX19165, ASTMX14950	CAPO300927, CAPO308236
OG0000637	ASTMX21369, ASTMX21579, ASTMX17434	CAPO306492
OG0000639	ASTMX07088, ASTMX03393	CAPO300322
OG0000639	ASTMX02657, ASTMX18519, ASTMX07469, ASTMX21171	CAPO305269
OG0000642	ASTMX01930, ASTMX01929, ASTMX17309, ASTMX04214, ASTMX12313	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430
OG0000642	ASTMX10591	CAPO302566
OG0000643	ASTMX02318, ASTMX01314, ASTMX20408, ASTMX05940, ASTMX03512	CAPO301316
OG0000645	ASTMX12833, ASTMX02606	CAPO306925
OG0000645	ASTMX18567, ASTMX05124	CAPO307784, CAPO304648
OG0000648	ASTMX22428, ASTMX02643	CAPO306715
OG0000648	ASTMX15128, ASTMX02551	CAPO307568
OG0000650	ASTMX12731, ASTMX05353, ASTMX08700, ASTMX08975, ASTMX20574, ASTMX08278, ASTMX16890, ASTMX00837, ASTMX13841	CAPO302429
OG0000651	ASTMX17737, ASTMX05303, ASTMX08641	CAPO301045
OG0000652	ASTMX00762, ASTMX06378, ASTMX06377, ASTMX00760, ASTMX00761, ASTMX07128, ASTMX20824, ASTMX06369, ASTMX00763	CAPO307163
OG0000653	ASTMX20196, ASTMX12008, ASTMX16680, ASTMX08281, ASTMX18100, ASTMX03946, ASTMX02496, ASTMX13550, ASTMX18970, ASTMX13180, ASTMX06484	CAPO304384
OG0000657	ASTMX12483, ASTMX19401	CAPO304462
OG0000660	ASTMX00650, ASTMX17867	CAPO304213
OG0000662	ASTMX17885, ASTMX16404, ASTMX12633, ASTMX19890, ASTMX07727	CAPO308235
OG0000663	ASTMX00870, ASTMX22176	CAPO303713
OG0000664	ASTMX04014, ASTMX05721, ASTMX16074, ASTMX00707, ASTMX05443, ASTMX20094	CAPO305353
OG0000665	ASTMX00639, ASTMX14293, ASTMX19003, ASTMX12074, ASTMX09156, ASTMX14734, ASTMX03383	CAPO304505, CAPO304163
OG0000666	ASTMX04457, ASTMX08317, ASTMX16636, ASTMX13230, ASTMX04456, ASTMX04455, ASTMX12814, ASTMX08397, ASTMX19047	CAPO306172
OG0000667	ASTMX20350, ASTMX23022, ASTMX21283, ASTMX23017	CAPO305865
OG0000672	ASTMX06515, ASTMX05666	CAPO301072
OG0000672	ASTMX04882	CAPO301848
OG0000674	ASTMX09072, ASTMX11026, ASTMX07263, ASTMX16632, ASTMX09005	CAPO303746
OG0000676	ASTMX00864, ASTMX18277	CAPO304343, CAPO305288
OG0000676	ASTMX08754, ASTMX04107, ASTMX12053, ASTMX05384, ASTMX03141	CAPO300920, CAPO304680
OG0000683	ASTMX00004, ASTMX04192	CAPO304912
OG0000683	ASTMX02366, ASTMX20098, ASTMX14160	CAPO305392, CAPO303509
OG0000684	ASTMX02086, ASTMX02670, ASTMX17835, ASTMX13854	CAPO306227
OG0000686	ASTMX05101, ASTMX19072	CAPO300156
OG0000690	ASTMX00910, ASTMX12919	CAPO306653
OG0000690	ASTMX02690	CAPO306445
OG0000690	ASTMX17891, ASTMX22294	CAPO304114
OG0000691	ASTMX15518, ASTMX23065, ASTMX17535, ASTMX19545, ASTMX15604, ASTMX00917, ASTMX18521	CAPO301028
OG0000692	ASTMX05795	CAPO301383, CAPO306980
OG0000693	ASTMX01005, ASTMX05252, ASTMX09341, ASTMX22319, ASTMX13726, ASTMX10635	CAPO300633
OG0000693	ASTMX11362	CAPO307538
OG0000693	ASTMX17297	CAPO305975, CAPO301547
OG0000694	ASTMX03278, ASTMX14068, ASTMX09753, ASTMX09044	CAPO302468
OG0000696	ASTMX10247	CAPO305456
OG0000697	ASTMX20673, ASTMX15925, ASTMX22108, ASTMX19355, ASTMX01748, ASTMX13942, ASTMX09469	CAPO304466, CAPO306724
OG0000699	ASTMX12167, ASTMX03451	CAPO306785, CAPO302735
OG0000701	ASTMX20666, ASTMX10954, ASTMX11996, ASTMX15941	CAPO306727
OG0000703	ASTMX02735, ASTMX03772, ASTMX19327	CAPO308078
OG0000706	ASTMX12909, ASTMX06417, ASTMX00708	CAPO301985
OG0000708	ASTMX20485, ASTMX07401	CAPO302130
OG0000708	ASTMX01986, ASTMX04018	CAPO300640
OG0000709	ASTMX03927, ASTMX01587, ASTMX01677, ASTMX01678, ASTMX12944	CAPO305451
OG0000711	ASTMX10859, ASTMX02221, ASTMX06274, ASTMX00349, ASTMX10858	CAPO304713
OG0000713	ASTMX05607, ASTMX20151, ASTMX06165, ASTMX06166	CAPO302804
OG0000715	ASTMX14672, ASTMX18871, ASTMX22799, ASTMX19603, ASTMX07512, ASTMX20053, ASTMX05364	CAPO305197
OG0000716	ASTMX07959, ASTMX03833, ASTMX05778	CAPO306457
OG0000717	ASTMX09731, ASTMX10325, ASTMX00509, ASTMX05729, ASTMX14194, ASTMX15771, ASTMX00510	CAPO302989
OG0000718	ASTMX00156, ASTMX21497, ASTMX08739, ASTMX06759, ASTMX18042, ASTMX01851, ASTMX22450	CAPO301597, CAPO306021
OG0000721	ASTMX09355, ASTMX10626, ASTMX01119, ASTMX09098, ASTMX11905, ASTMX16534	CAPO305154, CAPO301906
OG0000724	ASTMX14147, ASTMX14520, ASTMX08940, ASTMX16541	CAPO300826
OG0000726	ASTMX13772, ASTMX13000, ASTMX04188, ASTMX09401, ASTMX07399	CAPO302910
OG0000731	ASTMX02541, ASTMX17854, ASTMX16715, ASTMX02722	CAPO304569
OG0000732	ASTMX04110, ASTMX08757, ASTMX08756	CAPO304867
OG0000732	ASTMX19433, ASTMX11592, ASTMX05482	CAPO302445
OG0000733	ASTMX13523, ASTMX10818, ASTMX05629, ASTMX01287, ASTMX12275, ASTMX15113, ASTMX04231	CAPO301695
OG0000735	ASTMX18670, ASTMX15914, ASTMX01829, ASTMX03219	CAPO302824
OG0000736	ASTMX19171, ASTMX16058, ASTMX08660, ASTMX00487	CAPO306770
OG0000737	ASTMX07624, ASTMX11985	CAPO304586
OG0000743	ASTMX19716, ASTMX20693, ASTMX11433, ASTMX04870, ASTMX03638, ASTMX04869, ASTMX21402	CAPO306268
OG0000748	ASTMX16043	CAPO301276
OG0000751	ASTMX20516, ASTMX04152, ASTMX15696	CAPO302771
OG0000751	ASTMX19712, ASTMX07901	CAPO304118
OG0000752	ASTMX06480	CAPO305335
OG0000753	ASTMX22178, ASTMX21967	CAPO301378
OG0000755	ASTMX12763, ASTMX09944, ASTMX09713, ASTMX10144	CAPO300267
OG0000757	ASTMX17086	CAPO307096
OG0000757	ASTMX05445	CAPO300067
OG0000758	ASTMX19954, ASTMX19547, ASTMX16359, ASTMX11953, ASTMX19955, ASTMX17536, ASTMX07595	CAPO305275
OG0000759	ASTMX14677, ASTMX13249, ASTMX18116, ASTMX06445, ASTMX15465, ASTMX13612, ASTMX13613	CAPO300473
OG0000761	ASTMX04074, ASTMX18480, ASTMX02391	CAPO305655
OG0000765	ASTMX18648, ASTMX05048	CAPO301853
OG0000766	ASTMX11015, ASTMX06840, ASTMX04918, ASTMX08201	CAPO300388
OG0000767	ASTMX03288, ASTMX02324, ASTMX18659, ASTMX03804	CAPO305367
OG0000768	ASTMX07141, ASTMX00777, ASTMX22777, ASTMX20032	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904
OG0000772	ASTMX21784	CAPO304708, CAPO302709
OG0000774	ASTMX06458, ASTMX12899, ASTMX04044	CAPO306995
OG0000775	ASTMX08143, ASTMX19025	CAPO306201
OG0000776	ASTMX07839, ASTMX16276, ASTMX00140, ASTMX08791, ASTMX16952	CAPO307356
OG0000779	ASTMX03346	CAPO305943
OG0000779	ASTMX03437, ASTMX00687, ASTMX11032, ASTMX06141	CAPO300301
OG0000788	ASTMX03595, ASTMX18586, ASTMX05072, ASTMX10651, ASTMX11933, ASTMX02454	CAPO304590
OG0000791	ASTMX13100, ASTMX11966, ASTMX00979, ASTMX16746, ASTMX17098	CAPO304699
OG0000792	ASTMX01915, ASTMX11855, ASTMX16348	CAPO305838
OG0000793	ASTMX14223, ASTMX10357, ASTMX01727, ASTMX02233, ASTMX02443, ASTMX05161, ASTMX20115	CAPO301604
OG0000794	ASTMX04449, ASTMX12232, ASTMX04448, ASTMX18972	CAPO304031
OG0000796	ASTMX20325	CAPO301075
OG0000796	ASTMX20326	CAPO301385
OG0000797	ASTMX20588, ASTMX19577	CAPO307534
OG0000803	ASTMX01085, ASTMX17361	CAPO301668
OG0000810	ASTMX22884, ASTMX14057, ASTMX12714, ASTMX07516, ASTMX17120	CAPO305098, CAPO306601
OG0000813	ASTMX04213, ASTMX12845, ASTMX17981	CAPO300040, CAPO308168
OG0000814	ASTMX15594, ASTMX15595	CAPO307227
OG0000815	ASTMX05918, ASTMX00181, ASTMX08658	CAPO300838
OG0000816	ASTMX01604, ASTMX07613, ASTMX14361, ASTMX03674, ASTMX12133	CAPO304990
OG0000818	ASTMX15406	CAPO307028
OG0000818	ASTMX12922, ASTMX22575, ASTMX07670, ASTMX01486, ASTMX09066	CAPO307656
OG0000820	ASTMX12576, ASTMX21202, ASTMX17705, ASTMX08673, ASTMX00527, ASTMX23035, ASTMX11792, ASTMX15475	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452
OG0000824	ASTMX19093, ASTMX19096, ASTMX19094, ASTMX19092, ASTMX12217, ASTMX19091, ASTMX12216, ASTMX19095	CAPO303788
OG0000825	ASTMX14867, ASTMX09792, ASTMX19849, ASTMX06289	CAPO305165, CAPO306157, CAPO306129
OG0000826	ASTMX19669	CAPO306060
OG0000827	ASTMX00352, ASTMX03408, ASTMX03367	CAPO304578
OG0000828	ASTMX13643	CAPO306023
OG0000828	ASTMX19023	CAPO307153
OG0000834	ASTMX06048, ASTMX10777, ASTMX03780, ASTMX11762, ASTMX10829, ASTMX00566	CAPO306233
OG0000836	ASTMX14295, ASTMX00637, ASTMX02859	CAPO306019, CAPO307821
OG0000837	ASTMX11955, ASTMX04294, ASTMX04295, ASTMX04140, ASTMX07602, ASTMX17291	CAPO308104, CAPO303511
OG0000838	ASTMX09271, ASTMX02044, ASTMX09270, ASTMX02043, ASTMX16316	CAPO303856
OG0000841	ASTMX20423	CAPO300281
OG0000841	ASTMX20424, ASTMX10887, ASTMX01216, ASTMX12144	CAPO307470
OG0000844	ASTMX05225, ASTMX06886, ASTMX11513, ASTMX04355, ASTMX10336, ASTMX04359	CAPO306591, CAPO307267
OG0000845	ASTMX11852, ASTMX04520, ASTMX05855	CAPO303615
OG0000847	ASTMX04476	CAPO301759, CAPO307057
OG0000847	ASTMX13199, ASTMX17255	CAPO308298
OG0000849	ASTMX14573, ASTMX21951, ASTMX13338, ASTMX16587, ASTMX06284	CAPO304492
OG0000850	ASTMX16693, ASTMX02820	CAPO302141
OG0000850	ASTMX12095	CAPO306299
OG0000851	ASTMX09788, ASTMX09789, ASTMX17144, ASTMX08263	CAPO304092
OG0000852	ASTMX01973, ASTMX04325	CAPO307622
OG0000857	ASTMX18737, ASTMX15778, ASTMX01089, ASTMX09003	CAPO302559
OG0000858	ASTMX08402	CAPO302161
OG0000858	ASTMX03492	CAPO306693
OG0000860	ASTMX22579, ASTMX13435, ASTMX16785, ASTMX21569, ASTMX19755	CAPO306338
OG0000871	ASTMX22315	CAPO300407
OG0000872	ASTMX20999, ASTMX02605	CAPO308293
OG0000873	ASTMX20798, ASTMX15340, ASTMX21884, ASTMX15339, ASTMX15341, ASTMX18171, ASTMX02450, ASTMX18538, ASTMX22220	CAPO307878
OG0000875	ASTMX10227, ASTMX22128, ASTMX15020	CAPO303418, CAPO302903
OG0000876	ASTMX16792, ASTMX16648, ASTMX15450, ASTMX11061, ASTMX09402, ASTMX16730	CAPO302150
OG0000877	ASTMX02085, ASTMX00683	CAPO304981
OG0000879	ASTMX19602, ASTMX05400	CAPO301982
OG0000881	ASTMX08736, ASTMX09138	CAPO301333, CAPO300020
OG0000881	ASTMX09646, ASTMX05888	CAPO308042
OG0000888	ASTMX14224, ASTMX11928	CAPO300320
OG0000888	ASTMX21100	CAPO301794
OG0000889	ASTMX01303, ASTMX13535	CAPO302257
OG0000889	ASTMX17253, ASTMX13198, ASTMX13987, ASTMX20205	CAPO304144
OG0000890	ASTMX13028, ASTMX21054, ASTMX07291	CAPO304283
OG0000894	ASTMX14915, ASTMX19186	CAPO300968, CAPO300967
OG0000894	ASTMX07726, ASTMX19891, ASTMX11065	CAPO301227
OG0000896	ASTMX08984	CAPO301183
OG0000896	ASTMX03839, ASTMX20490	CAPO304049
OG0000897	ASTMX00619, ASTMX00999, ASTMX08838	CAPO306059
OG0000898	ASTMX07406, ASTMX18529	CAPO302619
OG0000899	ASTMX04348, ASTMX20253, ASTMX02728, ASTMX04745, ASTMX18004	CAPO300655
OG0000904	ASTMX09306, ASTMX14881, ASTMX12135, ASTMX11271	CAPO305539
OG0000909	ASTMX14114, ASTMX08183, ASTMX18935, ASTMX02527	CAPO300878
OG0000911	ASTMX10186, ASTMX20068, ASTMX11057, ASTMX07865, ASTMX06052	CAPO302608
OG0000912	ASTMX10500, ASTMX10501, ASTMX16615, ASTMX11993, ASTMX21776, ASTMX13041, ASTMX04397	CAPO302397
OG0000913	ASTMX04731, ASTMX14355	CAPO300255
OG0000914	ASTMX10770, ASTMX04016, ASTMX01787, ASTMX05533, ASTMX00615	CAPO302002
OG0000915	ASTMX19052, ASTMX06403, ASTMX16161, ASTMX09477, ASTMX05555, ASTMX07212	CAPO306555
OG0000921	ASTMX13599	CAPO300272
OG0000925	ASTMX10561, ASTMX00132, ASTMX00555	CAPO304563
OG0000928	ASTMX22584, ASTMX18625, ASTMX17517, ASTMX00645, ASTMX01726	CAPO301245
OG0000929	ASTMX04114, ASTMX07004, ASTMX06184, ASTMX16944, ASTMX10239, ASTMX04285	CAPO303494
OG0000931	ASTMX03677, ASTMX12585, ASTMX17985, ASTMX22261, ASTMX22383, ASTMX03676, ASTMX14957, ASTMX17984	CAPO303586
OG0000932	ASTMX11726	CAPO306783
OG0000933	ASTMX03259, ASTMX06999, ASTMX13050, ASTMX05807	CAPO304170
OG0000934	ASTMX09810, ASTMX09922	CAPO306946, CAPO300619
OG0000934	ASTMX09273, ASTMX08879, ASTMX19792	CAPO304006
OG0000935	ASTMX04934, ASTMX18192, ASTMX02617, ASTMX18423, ASTMX09074, ASTMX14216, ASTMX00813	CAPO307401
OG0000944	ASTMX07936, ASTMX13997, ASTMX11801, ASTMX01164	CAPO304090
OG0000952	ASTMX04103, ASTMX16768, ASTMX08010, ASTMX16769	CAPO300179
OG0000954	ASTMX15027	CAPO303535
OG0000954	ASTMX21854	CAPO305800
OG0000955	ASTMX18471, ASTMX19384	CAPO303429
OG0000955	ASTMX22024	CAPO301514
OG0000955	ASTMX11621	CAPO308190
OG0000960	ASTMX16444, ASTMX07245, ASTMX15601, ASTMX10147	CAPO304728
OG0000963	ASTMX07918, ASTMX18186, ASTMX05064, ASTMX15961	CAPO303990
OG0000965	ASTMX11644	CAPO305928
OG0000965	ASTMX05585	CAPO302148
OG0000967	ASTMX07666, ASTMX03215	CAPO304786
OG0000970	ASTMX16775, ASTMX10621	CAPO301807
OG0000974	ASTMX15410	CAPO306940
OG0000978	ASTMX10667, ASTMX02304, ASTMX07458, ASTMX17117, ASTMX00202, ASTMX01648	CAPO306307
OG0000982	ASTMX07919, ASTMX18187, ASTMX11536, ASTMX07445, ASTMX13438, ASTMX10025	CAPO301371
OG0000982	ASTMX18188	CAPO305575
OG0000984	ASTMX02397	CAPO307940
OG0000985	ASTMX09768, ASTMX15611, ASTMX12134, ASTMX10557, ASTMX04706	CAPO304864
OG0000986	ASTMX21143, ASTMX19507, ASTMX13383, ASTMX12846, ASTMX17978	CAPO305058
OG0000987	ASTMX15681, ASTMX02636, ASTMX09408, ASTMX04754, ASTMX04880, ASTMX14766	CAPO306365
OG0000992	ASTMX21108, ASTMX16823, ASTMX21083	CAPO308244
OG0000994	ASTMX09930	CAPO306999
OG0000996	ASTMX23040, ASTMX18947, ASTMX18386, ASTMX22748, ASTMX01122, ASTMX09090, ASTMX06171, ASTMX18948	CAPO304603
OG0000997	ASTMX09339	CAPO306501
OG0000999	ASTMX07361, ASTMX15986, ASTMX14492, ASTMX00353, ASTMX16560	CAPO303484, CAPO302236
OG0001006	ASTMX19697, ASTMX13446, ASTMX05959, ASTMX13127	CAPO308145
OG0001009	ASTMX08160, ASTMX00855	CAPO305830
OG0001015	ASTMX04064, ASTMX10509, ASTMX07749	CAPO304771
OG0001016	ASTMX02659	CAPO300038
OG0001016	ASTMX09603	CAPO302596
OG0001018	ASTMX14402	CAPO305732
OG0001024	ASTMX03675, ASTMX18108, ASTMX07995, ASTMX09301, ASTMX15826, ASTMX03255	CAPO300862
OG0001033	ASTMX11272, ASTMX16778, ASTMX20310	CAPO305083
OG0001033	ASTMX02891, ASTMX13562	CAPO300376
OG0001036	ASTMX15297, ASTMX00943, ASTMX04320, ASTMX20857	CAPO301917
OG0001037	ASTMX09605, ASTMX13457, ASTMX18385, ASTMX09123	CAPO306107
OG0001039	ASTMX00965, ASTMX19682	CAPO305080
OG0001042	ASTMX01745, ASTMX19070, ASTMX15836, ASTMX02594, ASTMX01999	CAPO301530
OG0001044	ASTMX11020, ASTMX07810, ASTMX07811	CAPO305401, CAPO306389
OG0001046	ASTMX04989, ASTMX12326, ASTMX15400, ASTMX21403, ASTMX04871	CAPO304357
OG0001048	ASTMX11990, ASTMX19153, ASTMX16464, ASTMX06652, ASTMX16463, ASTMX18179, ASTMX03970	CAPO306868
OG0001049	ASTMX06351, ASTMX20676	CAPO306151
OG0001049	ASTMX15120, ASTMX04802	CAPO305769
OG0001050	ASTMX02532, ASTMX22959	CAPO306892
OG0001050	ASTMX17116, ASTMX01295, ASTMX07885, ASTMX07884, ASTMX00384, ASTMX06846	CAPO306760
OG0001060	ASTMX14477, ASTMX15173	CAPO302777
OG0001062	ASTMX14307, ASTMX08563, ASTMX02379, ASTMX17790, ASTMX22467	CAPO300111
OG0001066	ASTMX20286, ASTMX02069, ASTMX08837, ASTMX00998, ASTMX09220, ASTMX01339	CAPO305156
OG0001072	ASTMX19026, ASTMX07116	CAPO304331
OG0001073	ASTMX00299, ASTMX15138, ASTMX15137, ASTMX15139, ASTMX07175, ASTMX07176, ASTMX07178, ASTMX17875, ASTMX07177	CAPO307880
OG0001075	ASTMX15603, ASTMX17534, ASTMX07596	CAPO305658
OG0001076	ASTMX03684, ASTMX11243, ASTMX11094	CAPO306580
OG0001078	ASTMX14428, ASTMX16990, ASTMX15708, ASTMX07308, ASTMX21162, ASTMX01731	CAPO300211
OG0001082	ASTMX05356	CAPO306944
OG0001083	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493	CAPO306339
OG0001085	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559	CAPO305936
OG0001092	ASTMX11230, ASTMX13973, ASTMX21247, ASTMX01637, ASTMX11224, ASTMX11225, ASTMX11227	CAPO303664
OG0001095	ASTMX01042, ASTMX06668, ASTMX10417, ASTMX04271	CAPO303064
OG0001096	ASTMX18205, ASTMX09790	CAPO308143
OG0001101	ASTMX18645	CAPO301529
OG0001104	ASTMX04326, ASTMX19128	CAPO306923
OG0001106	ASTMX12402, ASTMX00435	CAPO307850
OG0001108	ASTMX10776, ASTMX02283	CAPO300863
OG0001113	ASTMX19887	CAPO302840
OG0001113	ASTMX17433	CAPO304589
OG0001116	ASTMX16860, ASTMX18344, ASTMX17053	CAPO303103
OG0001120	ASTMX04101, ASTMX08003, ASTMX10732, ASTMX16697, ASTMX08805, ASTMX16767	CAPO300555
OG0001121	ASTMX15268, ASTMX07286	CAPO305030
OG0001123	ASTMX11965	CAPO305010
OG0001124	ASTMX11649, ASTMX21249	CAPO307326
OG0001126	ASTMX15842, ASTMX02684	CAPO301067
OG0001126	ASTMX15843	CAPO308119
OG0001128	ASTMX18460, ASTMX16489, ASTMX06330, ASTMX08219, ASTMX03840	CAPO301710
OG0001129	ASTMX10908, ASTMX12420, ASTMX13922, ASTMX10145, ASTMX09711	CAPO306230
OG0001130	ASTMX10575	CAPO305636
OG0001132	ASTMX10021	CAPO303538
OG0001133	ASTMX13789	CAPO302577
OG0001133	ASTMX12861	CAPO300360
OG0001134	ASTMX21574, ASTMX21573, ASTMX07671	CAPO304261
OG0001135	ASTMX18867	CAPO304787
OG0001136	ASTMX03984, ASTMX03125, ASTMX00617, ASTMX01730	CAPO301949
OG0001137	ASTMX12515, ASTMX16194, ASTMX01698	CAPO308164
OG0001139	ASTMX08590, ASTMX08334, ASTMX02193, ASTMX16174	CAPO300537
OG0001140	ASTMX00871, ASTMX01335	CAPO308326
OG0001142	ASTMX06998	CAPO304790
OG0001143	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862	CAPO304300
OG0001144	ASTMX11062, ASTMX09403, ASTMX17694, ASTMX01911, ASTMX19825	CAPO307577
OG0001146	ASTMX16476, ASTMX05676, ASTMX10477, ASTMX20223	CAPO300511
OG0001149	ASTMX19645, ASTMX17794	CAPO305549
OG0001156	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559	CAPO306962
OG0001158	ASTMX02087, ASTMX17173, ASTMX12628	CAPO302639
OG0001160	ASTMX03036, ASTMX02042, ASTMX09272	CAPO304743
OG0001161	ASTMX22922, ASTMX05139, ASTMX19392, ASTMX10567	CAPO301112
OG0001163	ASTMX21149, ASTMX13397, ASTMX06626	CAPO301684, CAPO307755, CAPO304886
OG0001167	ASTMX18844, ASTMX18845, ASTMX07609	CAPO307849
OG0001168	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562	CAPO301546
OG0001169	ASTMX19435, ASTMX04343	CAPO301751
OG0001170	ASTMX22115, ASTMX20679, ASTMX10709, ASTMX11045, ASTMX11046, ASTMX11047	CAPO302766
OG0001171	ASTMX06140, ASTMX11035, ASTMX09871, ASTMX18404, ASTMX03436	CAPO300420
OG0001175	ASTMX15626, ASTMX17938, ASTMX10319	CAPO304133, CAPO306812
OG0001179	ASTMX12400, ASTMX07456	CAPO300184
OG0001181	ASTMX22174, ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260	CAPO301983
OG0001183	ASTMX12002, ASTMX19735, ASTMX17804	CAPO301096
OG0001184	ASTMX19302	CAPO306392
OG0001185	ASTMX07482, ASTMX10936	CAPO303366
OG0001186	ASTMX18547, ASTMX02567	CAPO302303
OG0001186	ASTMX13845	CAPO307451
OG0001188	ASTMX10472, ASTMX16516, ASTMX05803, ASTMX14514, ASTMX03224	CAPO300558
OG0001196	ASTMX11519, ASTMX11174, ASTMX02339	CAPO301570
OG0001197	ASTMX03942	CAPO306552
OG0001199	ASTMX03290, ASTMX03812, ASTMX03813	CAPO305690
OG0001201	ASTMX07237, ASTMX15800, ASTMX18361, ASTMX18598	CAPO302220
OG0001202	ASTMX12631, ASTMX12630	CAPO306186
OG0001207	ASTMX15583	CAPO305627
OG0001207	ASTMX21871, ASTMX07379, ASTMX05452	CAPO302093
OG0001208	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017	CAPO300830
OG0001210	ASTMX01254	CAPO300919
OG0001210	ASTMX10343	CAPO302555
OG0001213	ASTMX13388	CAPO304729
