Orthogroup	ASTMX	LYTVA_ok
OG0003581	ASTMX08220	LYTVA_25521
OG0003598	ASTMX04073, ASTMX02389	LYTVA_20119
OG0003600	ASTMX00592	LYTVA_15659, LYTVA_29737
OG0003601	ASTMX22455, ASTMX05402, ASTMX21482, ASTMX21464, ASTMX21480	LYTVA_07545
OG0003604	ASTMX12235, ASTMX18061, ASTMX05055, ASTMX07337	LYTVA_20248
OG0003608	ASTMX02819	LYTVA_23118, LYTVA_24760
OG0003610	ASTMX10810	LYTVA_24955
OG0003611	ASTMX14877	LYTVA_25213
OG0003612	ASTMX21729	LYTVA_13319
OG0003613	ASTMX04050, ASTMX18610	LYTVA_26048, LYTVA_10701
OG0003615	ASTMX17840, ASTMX02926, ASTMX03022	LYTVA_26591
OG0003617	ASTMX16719	LYTVA_11705, LYTVA_08952, LYTVA_11704
OG0003618	ASTMX06136	LYTVA_08987
OG0003619	ASTMX04527	LYTVA_29115, LYTVA_05151
OG0003620	ASTMX19184	LYTVA_14583
OG0003621	ASTMX03711	LYTVA_14368
OG0003622	ASTMX03803, ASTMX18660	LYTVA_12050
OG0003623	ASTMX09071	LYTVA_28352
OG0003626	ASTMX14928	LYTVA_13770, LYTVA_29415
OG0003628	ASTMX20167, ASTMX05199	LYTVA_09428
OG0003629	ASTMX11708	LYTVA_00401
OG0003630	ASTMX04467	LYTVA_11059, LYTVA_22109
OG0003631	ASTMX03889	LYTVA_17311
OG0003632	ASTMX05268, ASTMX13688, ASTMX16659	LYTVA_06045
OG0003633	ASTMX18125	LYTVA_08775, LYTVA_18589
OG0003635	ASTMX01147	LYTVA_24849
OG0003636	ASTMX14519	LYTVA_13934
OG0003638	ASTMX08095, ASTMX09482	LYTVA_26670
OG0003639	ASTMX13998	LYTVA_10457
OG0003640	ASTMX07846, ASTMX10421	LYTVA_28983
OG0003642	ASTMX13241, ASTMX14005	LYTVA_18053
OG0003643	ASTMX06419	LYTVA_23976, LYTVA_22914
OG0003644	ASTMX11204, ASTMX22672	LYTVA_19920
OG0003645	ASTMX17672	LYTVA_01752
OG0003646	ASTMX07094	LYTVA_05796
OG0003647	ASTMX03340, ASTMX07786	LYTVA_17942
OG0003648	ASTMX04819	LYTVA_17027
OG0003649	ASTMX04920	LYTVA_12300, LYTVA_23539
OG0003650	ASTMX05339	LYTVA_04212, LYTVA_28562, LYTVA_28561
OG0003651	ASTMX06708, ASTMX15249	LYTVA_17096
OG0003652	ASTMX06086, ASTMX01201	LYTVA_28066
OG0003653	ASTMX09844, ASTMX03565, ASTMX07032	LYTVA_15915
OG0003654	ASTMX18752, ASTMX06146	LYTVA_07082
OG0003655	ASTMX09913, ASTMX17372	LYTVA_23764
OG0003656	ASTMX22041, ASTMX06864	LYTVA_05217
OG0003657	ASTMX05415, ASTMX12030	LYTVA_11266
OG0003658	ASTMX01908, ASTMX21818, ASTMX20155	LYTVA_02606
OG0003660	ASTMX02749, ASTMX13404	LYTVA_24357, LYTVA_24356
OG0003661	ASTMX01047	LYTVA_05212
OG0003662	ASTMX08499, ASTMX07814, ASTMX12079	LYTVA_07996
OG0003664	ASTMX21611, ASTMX22165	LYTVA_05022
OG0003664	ASTMX22164	LYTVA_15946
OG0003665	ASTMX19841	LYTVA_24002, LYTVA_20570, LYTVA_22013, LYTVA_13004, LYTVA_23792
OG0003666	ASTMX16764, ASTMX03845, ASTMX03113	LYTVA_14443
OG0003668	ASTMX06218	LYTVA_23185
OG0003669	ASTMX15273	LYTVA_20979, LYTVA_00369
OG0003671	ASTMX16457, ASTMX06659, ASTMX15213	LYTVA_20433
OG0003672	ASTMX07690	LYTVA_28748
OG0003675	ASTMX07427	LYTVA_28295
OG0003676	ASTMX16755	LYTVA_11057
OG0003677	ASTMX08647, ASTMX19744, ASTMX10207	LYTVA_29925
OG0003678	ASTMX03163, ASTMX18968	LYTVA_13504
OG0003680	ASTMX05302, ASTMX19340	LYTVA_20499
OG0003682	ASTMX07505, ASTMX12895	LYTVA_10459
OG0003683	ASTMX21452	LYTVA_14128
OG0003684	ASTMX08680	LYTVA_15283
OG0003685	ASTMX07097	LYTVA_22072
OG0003686	ASTMX06254	LYTVA_11888, LYTVA_24636
OG0003688	ASTMX13333	LYTVA_24642
OG0003690	ASTMX10980, ASTMX10978	LYTVA_15125
OG0003691	ASTMX15904	LYTVA_02127, LYTVA_21295
OG0003692	ASTMX10000, ASTMX15655	LYTVA_16704
OG0003693	ASTMX14396, ASTMX02107	LYTVA_10292
OG0003694	ASTMX09722	LYTVA_21490
OG0003695	ASTMX03315, ASTMX17201, ASTMX12439	LYTVA_08219
OG0003696	ASTMX00614	LYTVA_10724
OG0003697	ASTMX06569	LYTVA_24825
OG0003698	ASTMX02803, ASTMX17268	LYTVA_00449, LYTVA_00450
OG0003700	ASTMX19240, ASTMX07852	LYTVA_05846
OG0003701	ASTMX12710	LYTVA_00297, LYTVA_00298
OG0003702	ASTMX02772, ASTMX05806	LYTVA_26668
OG0003703	ASTMX18566, ASTMX17499	LYTVA_15204, LYTVA_25249
OG0003704	ASTMX13177, ASTMX10331, ASTMX18966	LYTVA_22078
OG0003705	ASTMX08013	LYTVA_23338
OG0003706	ASTMX00898, ASTMX13803	LYTVA_04360
OG0003707	ASTMX04909	LYTVA_00064
OG0003709	ASTMX17645, ASTMX07210	LYTVA_22117
OG0003710	ASTMX20149, ASTMX06151	LYTVA_01367
OG0003711	ASTMX03560	LYTVA_04221
OG0003712	ASTMX14325, ASTMX20985	LYTVA_13639, LYTVA_13640
OG0003713	ASTMX03846, ASTMX03111	LYTVA_12799, LYTVA_06866, LYTVA_18223
OG0003716	ASTMX07172	LYTVA_00505
OG0003717	ASTMX04289, ASTMX13919	LYTVA_24800
OG0003718	ASTMX05446	LYTVA_22052
OG0003719	ASTMX21101	LYTVA_16501
OG0003721	ASTMX22043	LYTVA_29839
OG0003722	ASTMX06501, ASTMX11182	LYTVA_09208, LYTVA_00262
OG0003724	ASTMX05688	LYTVA_28771
OG0003725	ASTMX14050, ASTMX18830	LYTVA_16331
OG0003726	ASTMX20012	LYTVA_26835
OG0003727	ASTMX08742, ASTMX06766	LYTVA_28311
OG0003728	ASTMX20243	LYTVA_22235, LYTVA_05584
OG0003729	ASTMX05387	LYTVA_20503
OG0003731	ASTMX18880	LYTVA_05810
OG0003732	ASTMX00190	LYTVA_20441
OG0003733	ASTMX05574	LYTVA_13502, LYTVA_08036
OG0003734	ASTMX11186	LYTVA_19044, LYTVA_23146
OG0003735	ASTMX02980	LYTVA_11688, LYTVA_28003
OG0003736	ASTMX06261	LYTVA_01263
OG0003737	ASTMX03311, ASTMX02075	LYTVA_04668, LYTVA_07306
OG0003738	ASTMX11368, ASTMX05001, ASTMX11367	LYTVA_24822
OG0003739	ASTMX15585	LYTVA_20011
OG0003740	ASTMX16206	LYTVA_26296, LYTVA_17293, LYTVA_16340
OG0003741	ASTMX19783	LYTVA_18369
OG0003742	ASTMX13806, ASTMX00905	LYTVA_26372
OG0003743	ASTMX18803	LYTVA_26127, LYTVA_26126
OG0003744	ASTMX08863, ASTMX05359	LYTVA_06947
OG0003746	ASTMX16717, ASTMX17153, ASTMX01456, ASTMX21879, ASTMX09875	LYTVA_21138
OG0003747	ASTMX18157	LYTVA_13741
OG0003747	ASTMX18158	LYTVA_10213
OG0003749	ASTMX08310, ASTMX01524	LYTVA_18850
OG0003750	ASTMX18029	LYTVA_02287, LYTVA_01689
OG0003751	ASTMX04007	LYTVA_13457
OG0003752	ASTMX00327, ASTMX00468	LYTVA_01820
OG0003753	ASTMX14862	LYTVA_21441
OG0003754	ASTMX02185, ASTMX21230	LYTVA_22465
OG0003757	ASTMX09893	LYTVA_09213
OG0003758	ASTMX20436, ASTMX20437	LYTVA_17109
OG0003759	ASTMX21302, ASTMX08728, ASTMX08729	LYTVA_26967
OG0003760	ASTMX21160, ASTMX20023	LYTVA_30090, LYTVA_22219
OG0003761	ASTMX13246, ASTMX10082	LYTVA_05534
OG0003762	ASTMX18780, ASTMX07713, ASTMX18085	LYTVA_17274
OG0003763	ASTMX20292, ASTMX20453	LYTVA_14715, LYTVA_14492, LYTVA_23611
OG0003764	ASTMX16449	LYTVA_17144, LYTVA_11016
OG0003766	ASTMX00690	LYTVA_05953
OG0003767	ASTMX00865	LYTVA_08194
OG0003768	ASTMX03041	LYTVA_10063, LYTVA_22080, LYTVA_22079, LYTVA_10343
OG0003769	ASTMX09112	LYTVA_18678
OG0003770	ASTMX04346	LYTVA_21288
OG0003771	ASTMX20761, ASTMX17664	LYTVA_28045
OG0003772	ASTMX02565	LYTVA_21676
OG0003773	ASTMX19481, ASTMX13827	LYTVA_22099, LYTVA_08704
OG0003777	ASTMX15587, ASTMX19161, ASTMX01444, ASTMX00836, ASTMX16256	LYTVA_21729
OG0003778	ASTMX10296, ASTMX01093	LYTVA_11821
OG0003779	ASTMX20791	LYTVA_10521
OG0003795	ASTMX22459, ASTMX04043	LYTVA_13836
OG0003798	ASTMX00649, ASTMX05334	LYTVA_21450
OG0003803	ASTMX15080, ASTMX04008	LYTVA_17645
OG0003806	ASTMX21196	LYTVA_30001
OG0003807	ASTMX03640	LYTVA_29933
OG0003808	ASTMX12243	LYTVA_19229
OG0003809	ASTMX20443, ASTMX12115	LYTVA_25226
OG0003810	ASTMX00551, ASTMX07541, ASTMX08005	LYTVA_17312, LYTVA_08092
OG0003811	ASTMX11112	LYTVA_01732
OG0003813	ASTMX06952, ASTMX11991	LYTVA_00532
OG0003816	ASTMX10485, ASTMX10948	LYTVA_21793, LYTVA_08508
OG0003817	ASTMX18647	LYTVA_02558
OG0003818	ASTMX08224	LYTVA_09712
OG0003820	ASTMX09663	LYTVA_01468, LYTVA_10818, LYTVA_04218
OG0003821	ASTMX15916, ASTMX00789	LYTVA_01898
OG0003823	ASTMX14106	LYTVA_28299
OG0003824	ASTMX15652	LYTVA_20107, LYTVA_06706
OG0003825	ASTMX23005, ASTMX15234, ASTMX01205	LYTVA_25095, LYTVA_25100
OG0003826	ASTMX13299	LYTVA_13850
OG0003827	ASTMX08906, ASTMX01691	LYTVA_03265
OG0003828	ASTMX09777	LYTVA_13423
OG0003829	ASTMX16879	LYTVA_18420
OG0003830	ASTMX09924, ASTMX15222	LYTVA_12482, LYTVA_28846
OG0003831	ASTMX01621	LYTVA_24443
OG0003832	ASTMX16229, ASTMX15146, ASTMX00997	LYTVA_05086
OG0003833	ASTMX08170	LYTVA_27868, LYTVA_23190
OG0003834	ASTMX13103, ASTMX02832, ASTMX21677	LYTVA_28662
OG0003836	ASTMX03922	LYTVA_24859
OG0003837	ASTMX22200	LYTVA_29929
OG0003838	ASTMX07568, ASTMX14008	LYTVA_17094
OG0003839	ASTMX03107	LYTVA_23937, LYTVA_14573
OG0003840	ASTMX21619, ASTMX10569	LYTVA_04824
OG0003841	ASTMX15813	LYTVA_09880
OG0003842	ASTMX02010	LYTVA_16877
OG0003844	ASTMX18569	LYTVA_23802
OG0003845	ASTMX21005	LYTVA_09006
OG0003848	ASTMX03313, ASTMX06535, ASTMX02072	LYTVA_12543
OG0003849	ASTMX06220, ASTMX00255, ASTMX13365	LYTVA_16505
OG0003850	ASTMX17827	LYTVA_06404
OG0003851	ASTMX05745, ASTMX14120	LYTVA_26448
OG0003852	ASTMX13641	LYTVA_02920
OG0003853	ASTMX06603	LYTVA_09397
OG0003855	ASTMX18348	LYTVA_19474
OG0003856	ASTMX11397	LYTVA_25797
OG0003857	ASTMX17813	LYTVA_25796
OG0003858	ASTMX02510	LYTVA_01327, LYTVA_27055
OG0003859	ASTMX19127	LYTVA_21927
OG0003861	ASTMX18934	LYTVA_09141
OG0003862	ASTMX05392	LYTVA_00702
OG0003863	ASTMX05791, ASTMX12495	LYTVA_25098
OG0003864	ASTMX07056	LYTVA_16744
OG0003865	ASTMX14765, ASTMX05719	LYTVA_06719, LYTVA_29186
OG0003866	ASTMX09589	LYTVA_29703
OG0003867	ASTMX14392	LYTVA_19438
OG0003868	ASTMX14524, ASTMX02829	LYTVA_16042
OG0003869	ASTMX17801	LYTVA_12197
OG0003870	ASTMX22404	LYTVA_09623, LYTVA_02604
OG0003873	ASTMX18658	LYTVA_12402
OG0003876	ASTMX14613	LYTVA_08885
OG0003877	ASTMX18203	LYTVA_07189, LYTVA_05818
OG0003878	ASTMX03060, ASTMX08366, ASTMX15924	LYTVA_06775, LYTVA_04340
OG0003881	ASTMX17611	LYTVA_02265
OG0003882	ASTMX10267	LYTVA_18048
OG0003883	ASTMX18101, ASTMX04876, ASTMX10075	LYTVA_29680
OG0003884	ASTMX15152, ASTMX03561	LYTVA_04955
OG0003885	ASTMX08439, ASTMX12624	LYTVA_22856
OG0003886	ASTMX18295	LYTVA_00295
OG0003887	ASTMX22919	LYTVA_04461
OG0003888	ASTMX04862	LYTVA_27229, LYTVA_07798
OG0003890	ASTMX10320, ASTMX10321, ASTMX21516	LYTVA_19129, LYTVA_23306
OG0003892	ASTMX02017	LYTVA_28820
OG0003893	ASTMX12940	LYTVA_09128
OG0003894	ASTMX11183	LYTVA_30206
OG0003895	ASTMX16407	LYTVA_16370
OG0003897	ASTMX15050	LYTVA_01009, LYTVA_18263
OG0003898	ASTMX22794, ASTMX14906	LYTVA_08754
OG0003899	ASTMX15271	LYTVA_01604
OG0003900	ASTMX18534	LYTVA_00171, LYTVA_09089
OG0003901	ASTMX03818	LYTVA_25425, LYTVA_13674
OG0003903	ASTMX01642	LYTVA_02798, LYTVA_02947, LYTVA_14426
OG0003904	ASTMX18259	LYTVA_08407
OG0003906	ASTMX18624	LYTVA_00896
OG0003908	ASTMX14918	LYTVA_01565
OG0003908	ASTMX10495	LYTVA_23240
OG0003909	ASTMX16582	LYTVA_04292
OG0003910	ASTMX12237	LYTVA_15956
OG0003911	ASTMX11470	LYTVA_13769
OG0003912	ASTMX06396, ASTMX11967, ASTMX02561	LYTVA_20384
OG0003913	ASTMX04669	LYTVA_01876, LYTVA_18035, LYTVA_17952
OG0003915	ASTMX09566, ASTMX08815	LYTVA_03286, LYTVA_20325
OG0003917	ASTMX18206	LYTVA_26563, LYTVA_13069
OG0003918	ASTMX12177, ASTMX18541, ASTMX19758	LYTVA_03867
OG0003919	ASTMX12796	LYTVA_25024
OG0003920	ASTMX20009	LYTVA_03736
OG0003921	ASTMX11734	LYTVA_29296
OG0003923	ASTMX17099	LYTVA_19351
OG0003925	ASTMX08709, ASTMX20939	LYTVA_23157
OG0003926	ASTMX05523, ASTMX21916	LYTVA_00309
OG0003927	ASTMX19425	LYTVA_09499, LYTVA_12096
OG0003930	ASTMX19444	LYTVA_25579, LYTVA_23488
OG0003931	ASTMX07722, ASTMX17814	LYTVA_22630
OG0003932	ASTMX07563	LYTVA_00352, LYTVA_14590
OG0003933	ASTMX00968, ASTMX16168	LYTVA_22915
OG0003935	ASTMX04582	LYTVA_23260
OG0003936	ASTMX10900	LYTVA_03319
OG0003937	ASTMX12589, ASTMX18037, ASTMX05114	LYTVA_23787
OG0003939	ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658	LYTVA_03990, LYTVA_08883
OG0003940	ASTMX18138	LYTVA_05716, LYTVA_21871
OG0003942	ASTMX09921	LYTVA_19868, LYTVA_04089
OG0003943	ASTMX00858, ASTMX04844, ASTMX01264, ASTMX22384	LYTVA_15855, LYTVA_00687
OG0003945	ASTMX02597, ASTMX09466	LYTVA_00843
OG0003946	ASTMX13157, ASTMX19007	LYTVA_00597
OG0003947	ASTMX14801, ASTMX09966	LYTVA_21166
OG0003948	ASTMX05108	LYTVA_00599
OG0003949	ASTMX18736	LYTVA_06512, LYTVA_01213
OG0003950	ASTMX01715, ASTMX21177	LYTVA_22866
OG0003953	ASTMX18008, ASTMX14755	LYTVA_25899
OG0003954	ASTMX01818, ASTMX14108	LYTVA_08587
OG0003956	ASTMX02372	LYTVA_03157, LYTVA_03160
OG0003957	ASTMX12337, ASTMX20420	LYTVA_04850
OG0003958	ASTMX06633, ASTMX03960, ASTMX14882, ASTMX09284	LYTVA_10240
OG0003961	ASTMX03170	LYTVA_18404
OG0003962	ASTMX03910, ASTMX14501, ASTMX11620, ASTMX04092	LYTVA_27585
OG0003966	ASTMX07292	LYTVA_08371
OG0003967	ASTMX20908	LYTVA_21341
OG0003968	ASTMX11900, ASTMX00066, ASTMX08898, ASTMX22142	LYTVA_18737
OG0003970	ASTMX20409	LYTVA_27881
OG0003971	ASTMX13704	LYTVA_12905
OG0003972	ASTMX06345	LYTVA_26756
OG0003973	ASTMX20732, ASTMX00524	LYTVA_08780
OG0003997	ASTMX19928	LYTVA_01733, LYTVA_15918
OG0003998	ASTMX11579	LYTVA_04462
OG0003999	ASTMX08675	LYTVA_02706
OG0004000	ASTMX20946, ASTMX22466	LYTVA_13016
OG0004002	ASTMX02497	LYTVA_14687
OG0004004	ASTMX03905, ASTMX06247	LYTVA_12647
OG0004007	ASTMX12778, ASTMX11189	LYTVA_16332
OG0004009	ASTMX13881, ASTMX02524	LYTVA_27360
OG0004010	ASTMX10560	LYTVA_14826
OG0004011	ASTMX20986, ASTMX02746, ASTMX08196, ASTMX11986	LYTVA_07133
OG0004012	ASTMX09322	LYTVA_26169
OG0004014	ASTMX14768	LYTVA_26908, LYTVA_29701
OG0004015	ASTMX06018	LYTVA_14499
OG0004016	ASTMX17626	LYTVA_04982
OG0004017	ASTMX17823	LYTVA_26976
OG0004018	ASTMX08144	LYTVA_07907
OG0004019	ASTMX14129	LYTVA_11599, LYTVA_11549
OG0004020	ASTMX06319	LYTVA_26573, LYTVA_14344
OG0004021	ASTMX13298	LYTVA_07062, LYTVA_20594
OG0004022	ASTMX22526, ASTMX22527	LYTVA_29080, LYTVA_06465
OG0004023	ASTMX00207	LYTVA_16983
OG0004024	ASTMX09124	LYTVA_08882, LYTVA_09171
OG0004025	ASTMX08612	LYTVA_06115
OG0004028	ASTMX12118	LYTVA_25968
OG0004029	ASTMX18232	LYTVA_07988, LYTVA_23850
OG0004031	ASTMX18843, ASTMX17691	LYTVA_19098
OG0004035	ASTMX14250	LYTVA_24098
OG0004036	ASTMX09328, ASTMX07011, ASTMX21036	LYTVA_28065
OG0004037	ASTMX08758	LYTVA_20546
OG0004038	ASTMX17922	LYTVA_30220
OG0004039	ASTMX18412	LYTVA_09633, LYTVA_14370
OG0004040	ASTMX21760, ASTMX21762, ASTMX21761	LYTVA_21043
OG0004041	ASTMX18634	LYTVA_30034, LYTVA_16536
OG0004042	ASTMX03581	LYTVA_08337
OG0004043	ASTMX11048	LYTVA_08636
OG0004044	ASTMX16753, ASTMX06545	LYTVA_04278
OG0004045	ASTMX17396	LYTVA_00602
OG0004047	ASTMX17932	LYTVA_22628
OG0004048	ASTMX09318, ASTMX01185	LYTVA_16472
OG0004049	ASTMX09548, ASTMX22169, ASTMX08049, ASTMX18380	LYTVA_15049, LYTVA_25674
OG0004052	ASTMX04949	LYTVA_04921
OG0004053	ASTMX01877	LYTVA_05254
OG0004055	ASTMX13414	LYTVA_23038
OG0004057	ASTMX03071	LYTVA_23851, LYTVA_02242
OG0004058	ASTMX16580	LYTVA_03959
OG0004059	ASTMX13060	LYTVA_13931
OG0004060	ASTMX14465	LYTVA_13733
OG0004061	ASTMX13867	LYTVA_04703, LYTVA_20063
OG0004062	ASTMX04650, ASTMX06591, ASTMX14820, ASTMX00305	LYTVA_10442
OG0004063	ASTMX13281	LYTVA_25472
OG0004064	ASTMX15012, ASTMX15188	LYTVA_00970
OG0004065	ASTMX04796	LYTVA_23835, LYTVA_06332
OG0004066	ASTMX11405	LYTVA_14514
OG0004067	ASTMX11484	LYTVA_14146
OG0004068	ASTMX02692	LYTVA_11542
OG0004069	ASTMX14586	LYTVA_15685
OG0004070	ASTMX22191	LYTVA_08824
OG0004071	ASTMX15749	LYTVA_15303
OG0004072	ASTMX10447	LYTVA_02954
OG0004073	ASTMX21769, ASTMX21216, ASTMX09434	LYTVA_02075, LYTVA_02074
OG0004074	ASTMX01938	LYTVA_08586
OG0004076	ASTMX04315	LYTVA_03921
OG0004077	ASTMX13699, ASTMX16009	LYTVA_26904
OG0004078	ASTMX20669	LYTVA_09313
OG0004079	ASTMX14875	LYTVA_06671
OG0004080	ASTMX05403, ASTMX19661	LYTVA_29208
OG0004081	ASTMX22659, ASTMX16927	LYTVA_02736
OG0004082	ASTMX18322	LYTVA_06311, LYTVA_06309
OG0004083	ASTMX04555	LYTVA_21834, LYTVA_13777
OG0004084	ASTMX11330, ASTMX08178, ASTMX10797	LYTVA_18649
OG0004085	ASTMX19501	LYTVA_08513, LYTVA_28587
OG0004087	ASTMX10679, ASTMX12061	LYTVA_06772
OG0004088	ASTMX08848, ASTMX05956	LYTVA_28769, LYTVA_03836
OG0004089	ASTMX22983	LYTVA_20890, LYTVA_05104
OG0004090	ASTMX00983, ASTMX04761	LYTVA_01996
OG0004091	ASTMX08610	LYTVA_09473
OG0004092	ASTMX02665, ASTMX15369	LYTVA_11252, LYTVA_08054
OG0004093	ASTMX15171	LYTVA_18796
OG0004094	ASTMX11202, ASTMX15659	LYTVA_15767, LYTVA_15263
OG0004095	ASTMX02227	LYTVA_27647
OG0004096	ASTMX11756, ASTMX12440	LYTVA_24655
OG0004097	ASTMX10694	LYTVA_03615
OG0004098	ASTMX10587, ASTMX05486	LYTVA_17957
OG0004099	ASTMX10113, ASTMX01415	LYTVA_16532
OG0004100	ASTMX07137, ASTMX02215	LYTVA_05542, LYTVA_05543
OG0004101	ASTMX02879	LYTVA_16379
OG0004102	ASTMX01503	LYTVA_22604
OG0004103	ASTMX19598	LYTVA_10838, LYTVA_14405, LYTVA_25911
OG0004104	ASTMX14588, ASTMX02857, ASTMX18263	LYTVA_23183
OG0004106	ASTMX00722, ASTMX04813, ASTMX00723	LYTVA_16270, LYTVA_17077
OG0004110	ASTMX19810, ASTMX07616	LYTVA_17391
OG0004112	ASTMX14225	LYTVA_05426
OG0004114	ASTMX09744	LYTVA_09095
OG0004115	ASTMX13900	LYTVA_26409
OG0004116	ASTMX12803	LYTVA_11277, LYTVA_16339
OG0004117	ASTMX18757	LYTVA_06474
OG0004119	ASTMX07078	LYTVA_18575
OG0004121	ASTMX05251, ASTMX12771, ASTMX15858	LYTVA_26411
OG0004122	ASTMX14333, ASTMX15081	LYTVA_11268, LYTVA_00469
OG0004123	ASTMX10854	LYTVA_16672
OG0004124	ASTMX06394, ASTMX08682	LYTVA_03931
OG0004125	ASTMX07853	LYTVA_08831
OG0004126	ASTMX20128, ASTMX16183	LYTVA_05206
OG0004127	ASTMX22216	LYTVA_25845, LYTVA_00859
OG0004128	ASTMX00947, ASTMX03225	LYTVA_05290, LYTVA_03315, LYTVA_03965
OG0004129	ASTMX00603	LYTVA_03964
OG0004130	ASTMX10123	LYTVA_10134
OG0004132	ASTMX06519, ASTMX02656	LYTVA_24598
OG0004133	ASTMX17631, ASTMX21212	LYTVA_18548
OG0004134	ASTMX11642	LYTVA_23721
OG0004135	ASTMX04961, ASTMX01421, ASTMX16396	LYTVA_30000
OG0004136	ASTMX21158	LYTVA_15507
OG0004137	ASTMX11266	LYTVA_06807
OG0004139	ASTMX10583, ASTMX16679, ASTMX02920	LYTVA_12489
OG0004140	ASTMX22423	LYTVA_23705
OG0004141	ASTMX19067	LYTVA_11419
OG0004142	ASTMX02145	LYTVA_07168
OG0004143	ASTMX08959, ASTMX02134, ASTMX12412	LYTVA_00742, LYTVA_25759
OG0004145	ASTMX13544, ASTMX09506, ASTMX01256	LYTVA_14753
OG0004146	ASTMX19018	LYTVA_19042
OG0004147	ASTMX17723, ASTMX11442	LYTVA_08242
OG0004148	ASTMX01455, ASTMX21880	LYTVA_28754
OG0004149	ASTMX07554, ASTMX11481	LYTVA_02180
OG0004150	ASTMX02487	LYTVA_10446, LYTVA_04771
OG0004151	ASTMX22046, ASTMX22047	LYTVA_22027
OG0004153	ASTMX12182, ASTMX07981, ASTMX12181	LYTVA_24977, LYTVA_14935
OG0004154	ASTMX07593	LYTVA_21247
OG0004156	ASTMX10877, ASTMX15457, ASTMX00963	LYTVA_23102
OG0004157	ASTMX01743, ASTMX08856	LYTVA_05077
OG0004158	ASTMX17963, ASTMX13614	LYTVA_10767
OG0004161	ASTMX05466	LYTVA_23742
OG0004162	ASTMX04954	LYTVA_06423, LYTVA_27144
OG0004163	ASTMX09262, ASTMX16594, ASTMX06280	LYTVA_20307
OG0004166	ASTMX15461	LYTVA_05496
OG0004167	ASTMX03947, ASTMX04645	LYTVA_09956
OG0004168	ASTMX13810	LYTVA_10352
OG0004169	ASTMX13212	LYTVA_22122
OG0004171	ASTMX04439	LYTVA_12650, LYTVA_12649, LYTVA_07825
OG0004172	ASTMX00390	LYTVA_26615, LYTVA_09161, LYTVA_01569, LYTVA_28749, LYTVA_12991
OG0004174	ASTMX15624	LYTVA_29638
OG0004176	ASTMX03670	LYTVA_12701
OG0004178	ASTMX22904, ASTMX19594, ASTMX16994	LYTVA_00771
OG0004180	ASTMX14028, ASTMX15191, ASTMX17155	LYTVA_02955
OG0004181	ASTMX16951, ASTMX11104, ASTMX20353	LYTVA_28184, LYTVA_29381
OG0004182	ASTMX15301, ASTMX20682	LYTVA_02516, LYTVA_26684
OG0004183	ASTMX05065	LYTVA_18118, LYTVA_09256
OG0004184	ASTMX12107	LYTVA_27243
OG0004185	ASTMX12593, ASTMX09426	LYTVA_00065
OG0004186	ASTMX13660, ASTMX03954, ASTMX17709	LYTVA_13218
OG0004187	ASTMX02560, ASTMX16139	LYTVA_09899
OG0004188	ASTMX15241	LYTVA_09818
OG0004190	ASTMX20708, ASTMX20709	LYTVA_26541
OG0004197	ASTMX05399, ASTMX01896	LYTVA_24189
OG0004198	ASTMX14555	LYTVA_17837
OG0004215	ASTMX03007	LYTVA_17521, LYTVA_20252
OG0004216	ASTMX16092	LYTVA_05046
OG0004217	ASTMX14006	LYTVA_10684
OG0004218	ASTMX21114, ASTMX01025, ASTMX12744	LYTVA_10237
OG0004219	ASTMX00489	LYTVA_13015
OG0004220	ASTMX08970	LYTVA_12987
OG0004222	ASTMX08117	LYTVA_04664
OG0004223	ASTMX10659, ASTMX14232	LYTVA_16944
OG0004225	ASTMX05299, ASTMX08023	LYTVA_21958
OG0004226	ASTMX13528, ASTMX10820	LYTVA_11757, LYTVA_01757
OG0004227	ASTMX05705	LYTVA_12126
OG0004228	ASTMX11329, ASTMX10796	LYTVA_17820
OG0004229	ASTMX15829, ASTMX03254, ASTMX15578, ASTMX15577	LYTVA_15870
OG0004230	ASTMX14896, ASTMX12799	LYTVA_24896
OG0004231	ASTMX16394	LYTVA_21112
OG0004232	ASTMX11638	LYTVA_16476
OG0004234	ASTMX14357	LYTVA_17567
OG0004235	ASTMX16132	LYTVA_20276
OG0004236	ASTMX00523	LYTVA_29541
OG0004238	ASTMX21024	LYTVA_24752
OG0004239	ASTMX02083	LYTVA_15516, LYTVA_12963
OG0004240	ASTMX04697	LYTVA_26856
OG0004243	ASTMX13834, ASTMX21975, ASTMX22252	LYTVA_09481
OG0004244	ASTMX14271	LYTVA_01667
OG0004245	ASTMX06607	LYTVA_24279, LYTVA_26637, LYTVA_24281
OG0004246	ASTMX01465	LYTVA_29403, LYTVA_27509
OG0004248	ASTMX01974	LYTVA_23168
OG0004249	ASTMX07753	LYTVA_11290
OG0004251	ASTMX16878, ASTMX16472, ASTMX16877	LYTVA_08695, LYTVA_17055
OG0004253	ASTMX01468, ASTMX09366, ASTMX16197	LYTVA_27876
OG0004254	ASTMX05923	LYTVA_15962
OG0004255	ASTMX08381, ASTMX08382	LYTVA_12403
OG0004257	ASTMX17471	LYTVA_15930
OG0004258	ASTMX13308, ASTMX13309	LYTVA_05034
OG0004259	ASTMX12423, ASTMX06239	LYTVA_21802
