Orthogroup	ASTMX	LYTVA_ok
OG0000623	ASTMX07600	LYTVA_05482
OG0000623	ASTMX07831, ASTMX20139, ASTMX15503	LYTVA_02662
OG0000624	ASTMX13226, ASTMX19412, ASTMX08664	LYTVA_17510, LYTVA_30177, LYTVA_22160, LYTVA_15747
OG0000625	ASTMX11301, ASTMX11304, ASTMX11302, ASTMX16523, ASTMX16522, ASTMX11303, ASTMX14967, ASTMX11878	LYTVA_10178
OG0000627	ASTMX02960, ASTMX07039, ASTMX06195	LYTVA_13220
OG0000628	ASTMX05782, ASTMX11840, ASTMX18687	LYTVA_13954
OG0000628	ASTMX03435, ASTMX03434, ASTMX12380, ASTMX18405, ASTMX15898	LYTVA_03881
OG0000629	ASTMX02967	LYTVA_20124
OG0000629	ASTMX18251	LYTVA_03778, LYTVA_25763
OG0000633	ASTMX11538	LYTVA_19987, LYTVA_05906, LYTVA_01457, LYTVA_01459, LYTVA_22085, LYTVA_22086
OG0000636	ASTMX16568, ASTMX15211, ASTMX02467, ASTMX01529, ASTMX19165, ASTMX14950	LYTVA_29351
OG0000637	ASTMX21579, ASTMX17434	LYTVA_13438
OG0000639	ASTMX07088, ASTMX03393	LYTVA_07276
OG0000639	ASTMX02657, ASTMX18519, ASTMX07469	LYTVA_20363, LYTVA_03919
OG0000642	ASTMX01930, ASTMX01929, ASTMX17309, ASTMX04214, ASTMX12313	LYTVA_03860, LYTVA_03859, LYTVA_07734
OG0000642	ASTMX10591	LYTVA_04785
OG0000643	ASTMX20408, ASTMX05940, ASTMX03512	LYTVA_12786
OG0000646	ASTMX16478, ASTMX02676	LYTVA_01801, LYTVA_17076
OG0000647	ASTMX17066	LYTVA_09133, LYTVA_17054
OG0000647	ASTMX12729, ASTMX12730	LYTVA_07018, LYTVA_08785
OG0000648	ASTMX22428, ASTMX02643	LYTVA_04746
OG0000648	ASTMX15128, ASTMX02551	LYTVA_13183
OG0000649	ASTMX09392, ASTMX04774, ASTMX18484, ASTMX18485, ASTMX01888	LYTVA_10245
OG0000651	ASTMX17737, ASTMX05303, ASTMX08641	LYTVA_21211
OG0000653	ASTMX16680, ASTMX08281, ASTMX18100, ASTMX03946, ASTMX02496, ASTMX13550, ASTMX18970, ASTMX13180, ASTMX06484	LYTVA_17085
OG0000654	ASTMX13738, ASTMX11052, ASTMX19746, ASTMX10206, ASTMX17145, ASTMX00164	LYTVA_28826
OG0000657	ASTMX19395	LYTVA_11565
OG0000657	ASTMX12483, ASTMX19401	LYTVA_09513
OG0000660	ASTMX00650, ASTMX17867	LYTVA_18194
OG0000660	ASTMX14506, ASTMX05874	LYTVA_29081
OG0000662	ASTMX17885	LYTVA_18798
OG0000662	ASTMX16404, ASTMX12633, ASTMX19890, ASTMX07727	LYTVA_15423
OG0000664	ASTMX04014, ASTMX05721, ASTMX16074, ASTMX00707	LYTVA_13239
OG0000664	ASTMX05443, ASTMX20094	LYTVA_20056
OG0000665	ASTMX00639, ASTMX14293, ASTMX19003, ASTMX12074, ASTMX09156, ASTMX14734, ASTMX03383	LYTVA_06571, LYTVA_07973, LYTVA_29574
OG0000666	ASTMX19047	LYTVA_07805
OG0000667	ASTMX20350, ASTMX23022, ASTMX21283	LYTVA_26735, LYTVA_08534, LYTVA_06085, LYTVA_22221
OG0000667	ASTMX23017	LYTVA_06080
OG0000670	ASTMX20785, ASTMX03449, ASTMX08812, ASTMX09574, ASTMX02280, ASTMX21360, ASTMX21701, ASTMX18201	LYTVA_25988
OG0000671	ASTMX06408, ASTMX19050, ASTMX20927, ASTMX00924, ASTMX01022, ASTMX16162, ASTMX15147	LYTVA_27726
OG0000672	ASTMX04882	LYTVA_03099
OG0000674	ASTMX09072, ASTMX11026	LYTVA_07878
OG0000675	ASTMX11306	LYTVA_19260, LYTVA_19252, LYTVA_28356, LYTVA_30111, LYTVA_12674, LYTVA_00152, LYTVA_00074, LYTVA_11140, LYTVA_14374
OG0000676	ASTMX00864, ASTMX18277	LYTVA_14394
OG0000676	ASTMX08754, ASTMX04107, ASTMX12053, ASTMX05384	LYTVA_18544
OG0000680	ASTMX09412	LYTVA_10018, LYTVA_10016, LYTVA_20352
OG0000681	ASTMX09258, ASTMX00394	LYTVA_24742, LYTVA_06870
OG0000682	ASTMX11995, ASTMX12288, ASTMX10499, ASTMX07767	LYTVA_10303
OG0000683	ASTMX00004, ASTMX04192	LYTVA_03132
OG0000683	ASTMX02366, ASTMX20098, ASTMX14160	LYTVA_12146
OG0000684	ASTMX02086, ASTMX02670, ASTMX17835, ASTMX13854	LYTVA_20362
OG0000685	ASTMX21758	LYTVA_15881
OG0000690	ASTMX00910, ASTMX12919	LYTVA_23445
OG0000690	ASTMX02690	LYTVA_06618, LYTVA_16355
OG0000690	ASTMX17891, ASTMX22294	LYTVA_03145
OG0000691	ASTMX15518	LYTVA_25156
OG0000691	ASTMX17535, ASTMX19545, ASTMX15604, ASTMX00917, ASTMX18521	LYTVA_24386, LYTVA_24385
OG0000692	ASTMX05795	LYTVA_10855, LYTVA_24724, LYTVA_10854
OG0000693	ASTMX01005, ASTMX05252, ASTMX09341, ASTMX22319, ASTMX13726, ASTMX10635	LYTVA_30080
OG0000693	ASTMX11362	LYTVA_23568
OG0000694	ASTMX03278, ASTMX14068, ASTMX09753, ASTMX09044	LYTVA_26928
OG0000696	ASTMX10247	LYTVA_27060
OG0000697	ASTMX20673, ASTMX15925, ASTMX22108, ASTMX19355, ASTMX01748, ASTMX13942, ASTMX09469	LYTVA_14530
OG0000698	ASTMX03878	LYTVA_27842
OG0000698	ASTMX11812, ASTMX12891, ASTMX01360, ASTMX12890, ASTMX09372	LYTVA_27841
OG0000700	ASTMX10307, ASTMX02187	LYTVA_17157
OG0000701	ASTMX20666, ASTMX10954, ASTMX11996, ASTMX15941	LYTVA_09841
OG0000702	ASTMX18168, ASTMX02447, ASTMX15168, ASTMX00641, ASTMX14288	LYTVA_26549
OG0000706	ASTMX06417, ASTMX00708	LYTVA_22908
OG0000707	ASTMX06790	LYTVA_16227, LYTVA_05498, LYTVA_07776
OG0000707	ASTMX09856	LYTVA_28879, LYTVA_07704
OG0000709	ASTMX03927, ASTMX01587, ASTMX01677, ASTMX01678, ASTMX12944	LYTVA_00851
OG0000710	ASTMX09787, ASTMX01132, ASTMX21085, ASTMX15140	LYTVA_15658
OG0000711	ASTMX02221, ASTMX06274	LYTVA_01208
OG0000711	ASTMX00349, ASTMX10858	LYTVA_21399
OG0000712	ASTMX22569, ASTMX03963, ASTMX04673, ASTMX01123, ASTMX10729, ASTMX02260, ASTMX21387, ASTMX03749	LYTVA_18517
OG0000713	ASTMX05607, ASTMX20151, ASTMX06165, ASTMX06166	LYTVA_09013, LYTVA_02431, LYTVA_12442, LYTVA_04232, LYTVA_09172
OG0000715	ASTMX14672, ASTMX18871, ASTMX22799, ASTMX19603, ASTMX07512, ASTMX20053, ASTMX05364	LYTVA_20155
OG0000716	ASTMX07959, ASTMX03833, ASTMX05778	LYTVA_00845, LYTVA_04024
OG0000717	ASTMX00510	LYTVA_12572
OG0000718	ASTMX00156, ASTMX21497, ASTMX08739, ASTMX06759, ASTMX18042, ASTMX01851	LYTVA_29448
OG0000721	ASTMX09355, ASTMX10626	LYTVA_10906
OG0000722	ASTMX11006, ASTMX22801, ASTMX12541, ASTMX04707, ASTMX03237, ASTMX11068, ASTMX03598, ASTMX02154, ASTMX08313	LYTVA_26452
OG0000724	ASTMX14147, ASTMX14520, ASTMX08940, ASTMX16541	LYTVA_01400
OG0000726	ASTMX13772, ASTMX13000, ASTMX04188, ASTMX09401	LYTVA_10101
OG0000730	ASTMX18548, ASTMX02642, ASTMX01674, ASTMX00160, ASTMX01043	LYTVA_26781, LYTVA_01238
OG0000731	ASTMX02541, ASTMX17854, ASTMX16715, ASTMX02722	LYTVA_25013
OG0000732	ASTMX04110, ASTMX08757, ASTMX08756	LYTVA_19768
OG0000733	ASTMX13523, ASTMX10818, ASTMX05629, ASTMX01287	LYTVA_09286
OG0000733	ASTMX12275, ASTMX15113, ASTMX04231	LYTVA_18704
OG0000734	ASTMX19512, ASTMX21022, ASTMX19965, ASTMX01932, ASTMX22860	LYTVA_02652
OG0000735	ASTMX18670, ASTMX15914, ASTMX01829, ASTMX03219	LYTVA_27173
OG0000736	ASTMX19171	LYTVA_18375, LYTVA_16120
OG0000736	ASTMX08660, ASTMX00487	LYTVA_27996
OG0000737	ASTMX07624, ASTMX11985	LYTVA_18640
OG0000740	ASTMX14537, ASTMX06828, ASTMX20426, ASTMX10405	LYTVA_20629
OG0000740	ASTMX12672, ASTMX03661, ASTMX07626	LYTVA_24783, LYTVA_24786
OG0000743	ASTMX20693, ASTMX11433, ASTMX04870	LYTVA_16362
OG0000743	ASTMX03638, ASTMX04869, ASTMX21402	LYTVA_16365
OG0000744	ASTMX08430, ASTMX13118, ASTMX02655, ASTMX15516	LYTVA_11555, LYTVA_11561, LYTVA_20158
OG0000745	ASTMX10595	LYTVA_19578
OG0000746	ASTMX14203, ASTMX19139	LYTVA_05928
OG0000746	ASTMX13418	LYTVA_30201, LYTVA_13755
OG0000748	ASTMX16043	LYTVA_10009
OG0000749	ASTMX16104, ASTMX05800, ASTMX02758	LYTVA_19774
OG0000751	ASTMX20516, ASTMX04152, ASTMX15696	LYTVA_23339
OG0000752	ASTMX12098	LYTVA_18382
OG0000753	ASTMX22178, ASTMX21967	LYTVA_08519
OG0000753	ASTMX20031, ASTMX02344, ASTMX11178	LYTVA_11275
OG0000755	ASTMX12763, ASTMX09944, ASTMX09713, ASTMX10144	LYTVA_15623, LYTVA_07352
OG0000757	ASTMX17086	LYTVA_25030
OG0000758	ASTMX19547, ASTMX16359, ASTMX11953, ASTMX19955, ASTMX17536, ASTMX07595	LYTVA_17208
OG0000759	ASTMX14677, ASTMX13249, ASTMX18116, ASTMX06445, ASTMX15465, ASTMX13612, ASTMX13613	LYTVA_17588
OG0000760	ASTMX16638, ASTMX08318, ASTMX02096, ASTMX16846, ASTMX02097	LYTVA_03938, LYTVA_24373
OG0000761	ASTMX04074, ASTMX18480, ASTMX02391	LYTVA_21617
OG0000762	ASTMX05730, ASTMX00651	LYTVA_23402
OG0000763	ASTMX14556, ASTMX10316, ASTMX02051, ASTMX06717	LYTVA_06804
OG0000764	ASTMX06499, ASTMX03308	LYTVA_12373
OG0000765	ASTMX18648, ASTMX05048	LYTVA_14871
OG0000766	ASTMX11015, ASTMX06840, ASTMX04918, ASTMX08201	LYTVA_09454, LYTVA_03504
OG0000767	ASTMX03288, ASTMX02324, ASTMX18659, ASTMX03804	LYTVA_25551
OG0000768	ASTMX07141, ASTMX00777, ASTMX22777, ASTMX20032	LYTVA_13832
OG0000774	ASTMX12899	LYTVA_03484
OG0000774	ASTMX04044	LYTVA_13838
OG0000775	ASTMX08143, ASTMX19025	LYTVA_27239, LYTVA_10620
OG0000777	ASTMX11385	LYTVA_13243, LYTVA_28245
OG0000778	ASTMX18216, ASTMX05703	LYTVA_14479
OG0000779	ASTMX03346	LYTVA_16614, LYTVA_13236
OG0000779	ASTMX03437, ASTMX00687, ASTMX11032, ASTMX06141	LYTVA_13810
OG0000780	ASTMX01363	LYTVA_22148
OG0000781	ASTMX01378	LYTVA_19280, LYTVA_28520, LYTVA_17666, LYTVA_28521, LYTVA_02597, LYTVA_15418, LYTVA_14822
OG0000782	ASTMX02444, ASTMX19387, ASTMX06219, ASTMX00254	LYTVA_07281
OG0000784	ASTMX13104, ASTMX16895, ASTMX00816, ASTMX16655, ASTMX03185, ASTMX16934, ASTMX19363, ASTMX06706	LYTVA_25520
OG0000786	ASTMX08950, ASTMX01793, ASTMX05538, ASTMX15702, ASTMX17407, ASTMX20594, ASTMX20593, ASTMX22132, ASTMX20592, ASTMX16013, ASTMX13074	LYTVA_15530, LYTVA_00077
OG0000787	ASTMX18588, ASTMX20527, ASTMX20528, ASTMX03662, ASTMX06610, ASTMX03035	LYTVA_15690
OG0000788	ASTMX03595, ASTMX18586	LYTVA_13146
OG0000790	ASTMX22472	LYTVA_03392
OG0000791	ASTMX13100, ASTMX11966, ASTMX00979, ASTMX16746, ASTMX17098	LYTVA_30188
OG0000792	ASTMX11855	LYTVA_19484
OG0000792	ASTMX16348	LYTVA_19622
OG0000793	ASTMX14223, ASTMX10357, ASTMX01727, ASTMX02233, ASTMX02443, ASTMX05161, ASTMX20115	LYTVA_16504
OG0000796	ASTMX20325	LYTVA_09463
OG0000796	ASTMX20326	LYTVA_28588
OG0000797	ASTMX20588, ASTMX19577	LYTVA_21230
OG0000798	ASTMX21193, ASTMX11678, ASTMX10211	LYTVA_20461, LYTVA_26245
OG0000800	ASTMX03211	LYTVA_29348
OG0000801	ASTMX01728, ASTMX02234, ASTMX15089	LYTVA_25443
OG0000802	ASTMX06019, ASTMX21699, ASTMX11410, ASTMX02887, ASTMX04926, ASTMX14181, ASTMX13825, ASTMX08074, ASTMX21722, ASTMX16382, ASTMX05118, ASTMX11346	LYTVA_25554
OG0000803	ASTMX01085, ASTMX17361	LYTVA_05329, LYTVA_16205, LYTVA_26582, LYTVA_22233, LYTVA_23793, LYTVA_16598
OG0000810	ASTMX22884, ASTMX14057	LYTVA_24721, LYTVA_23360
OG0000810	ASTMX12714, ASTMX07516, ASTMX17120	LYTVA_29037, LYTVA_14958
OG0000811	ASTMX16565	LYTVA_09348, LYTVA_15071, LYTVA_09345, LYTVA_16981
OG0000813	ASTMX04213	LYTVA_14140
OG0000814	ASTMX15594	LYTVA_14186, LYTVA_14182
OG0000814	ASTMX15595	LYTVA_21141
OG0000815	ASTMX05918	LYTVA_07142
OG0000815	ASTMX00181	LYTVA_15409
OG0000816	ASTMX01604, ASTMX07613, ASTMX14361	LYTVA_27232
OG0000816	ASTMX03674, ASTMX12133	LYTVA_14905
OG0000817	ASTMX22057	LYTVA_09679
OG0000818	ASTMX12922, ASTMX22575, ASTMX07670, ASTMX01486, ASTMX09066	LYTVA_05278
OG0000819	ASTMX14488	LYTVA_08950
OG0000819	ASTMX05872, ASTMX12231	LYTVA_08394
OG0000820	ASTMX08673, ASTMX00527	LYTVA_10071
OG0000821	ASTMX02999, ASTMX14925, ASTMX09163, ASTMX05636, ASTMX01012, ASTMX15915, ASTMX13327, ASTMX02816, ASTMX14482	LYTVA_12456, LYTVA_00220
OG0000822	ASTMX12417	LYTVA_04504
OG0000822	ASTMX10309	LYTVA_11698
OG0000822	ASTMX12605	LYTVA_05511, LYTVA_13033
OG0000824	ASTMX19096, ASTMX19094, ASTMX19092, ASTMX12217, ASTMX19091, ASTMX12216, ASTMX19095	LYTVA_20926
OG0000825	ASTMX19849, ASTMX06289	LYTVA_19124, LYTVA_03163, LYTVA_11026, LYTVA_21185, LYTVA_23313
OG0000826	ASTMX19669	LYTVA_22022, LYTVA_18010
OG0000827	ASTMX03408, ASTMX03367	LYTVA_12934, LYTVA_14206
OG0000828	ASTMX13643	LYTVA_04924
OG0000828	ASTMX19023	LYTVA_16052
OG0000829	ASTMX02806, ASTMX14699, ASTMX09961, ASTMX19415, ASTMX04647, ASTMX18505	LYTVA_16475
OG0000831	ASTMX10322, ASTMX00501	LYTVA_14250, LYTVA_10123
OG0000832	ASTMX15114, ASTMX12276, ASTMX04850	LYTVA_18149, LYTVA_15375, LYTVA_19434, LYTVA_03583, LYTVA_02643, LYTVA_15711
OG0000833	ASTMX16676, ASTMX17036, ASTMX20537, ASTMX17998	LYTVA_23899
OG0000835	ASTMX01087, ASTMX09001, ASTMX07115, ASTMX07230	LYTVA_09567
OG0000836	ASTMX14295, ASTMX00637, ASTMX02859	LYTVA_01338
OG0000837	ASTMX04294, ASTMX04295, ASTMX04140, ASTMX07602, ASTMX17291	LYTVA_07593, LYTVA_20841, LYTVA_20846
OG0000841	ASTMX20424, ASTMX10887, ASTMX01216, ASTMX12144	LYTVA_03788, LYTVA_29116
OG0000842	ASTMX13270, ASTMX14600, ASTMX21767, ASTMX08674, ASTMX22831, ASTMX05913, ASTMX19115, ASTMX09604	LYTVA_06739
OG0000844	ASTMX05225, ASTMX06886, ASTMX11513, ASTMX04355, ASTMX10336, ASTMX04359	LYTVA_20301
OG0000845	ASTMX05855	LYTVA_06450
OG0000847	ASTMX04476	LYTVA_11994
OG0000847	ASTMX13199, ASTMX17255	LYTVA_21656
OG0000848	ASTMX13979, ASTMX14345, ASTMX04742	LYTVA_08343
OG0000848	ASTMX00257, ASTMX06224, ASTMX13366	LYTVA_05722, LYTVA_29062
OG0000849	ASTMX14573	LYTVA_12639
OG0000849	ASTMX21951	LYTVA_10091
OG0000850	ASTMX16693, ASTMX02820	LYTVA_06441
OG0000850	ASTMX12095	LYTVA_26189, LYTVA_27854
OG0000851	ASTMX09788, ASTMX09789, ASTMX17144, ASTMX08263	LYTVA_23092
OG0000852	ASTMX14218, ASTMX09079, ASTMX14219	LYTVA_26709, LYTVA_24264
OG0000852	ASTMX01973, ASTMX04325	LYTVA_07531
OG0000855	ASTMX05866, ASTMX09644	LYTVA_06599, LYTVA_10228
OG0000855	ASTMX09643	LYTVA_20856, LYTVA_26570, LYTVA_26571
OG0000857	ASTMX18737, ASTMX15778, ASTMX01089, ASTMX09003	LYTVA_21736
OG0000858	ASTMX08402	LYTVA_08518
OG0000858	ASTMX03492	LYTVA_00061
OG0000860	ASTMX22579, ASTMX13435, ASTMX16785, ASTMX21569, ASTMX19755	LYTVA_09223
OG0000866	ASTMX16257, ASTMX10404	LYTVA_15837
OG0000868	ASTMX18458, ASTMX16490	LYTVA_29147
OG0000869	ASTMX05238	LYTVA_01155
OG0000869	ASTMX03029, ASTMX03031, ASTMX03030	LYTVA_03148
OG0000871	ASTMX08820	LYTVA_25255, LYTVA_00078, LYTVA_13487
OG0000872	ASTMX20999	LYTVA_18504
OG0000873	ASTMX22220	LYTVA_06765
OG0000874	ASTMX03655, ASTMX07423	LYTVA_26806
OG0000875	ASTMX10227, ASTMX22128	LYTVA_01072
OG0000875	ASTMX15020	LYTVA_12521
OG0000877	ASTMX02085	LYTVA_15271
OG0000878	ASTMX14927	LYTVA_26339
OG0000879	ASTMX19602, ASTMX05400	LYTVA_08681
OG0000881	ASTMX08736, ASTMX09138	LYTVA_04165, LYTVA_11402
OG0000881	ASTMX09646, ASTMX05888	LYTVA_22240, LYTVA_09159
OG0000882	ASTMX12618, ASTMX07464, ASTMX13019, ASTMX05010	LYTVA_14679
OG0000887	ASTMX16791	LYTVA_01759, LYTVA_10208
OG0000888	ASTMX14224, ASTMX11928	LYTVA_24269
OG0000889	ASTMX01303, ASTMX13535	LYTVA_27694, LYTVA_27693
OG0000893	ASTMX16839, ASTMX15713, ASTMX05174, ASTMX05175, ASTMX05176, ASTMX15714	LYTVA_27628
OG0000894	ASTMX14915, ASTMX19186	LYTVA_12588
OG0000894	ASTMX07726, ASTMX19891, ASTMX11065	LYTVA_19786
OG0000896	ASTMX08984	LYTVA_29831
OG0000896	ASTMX03839, ASTMX20490	LYTVA_08568
OG0000897	ASTMX00999, ASTMX08838	LYTVA_25813, LYTVA_12897
OG0000899	ASTMX04348, ASTMX20253, ASTMX02728, ASTMX04745, ASTMX18004	LYTVA_16229
OG0000904	ASTMX09306, ASTMX14881, ASTMX12135	LYTVA_15877, LYTVA_15876
OG0000905	ASTMX00338, ASTMX14498, ASTMX00347	LYTVA_15702, LYTVA_23197
OG0000907	ASTMX06533, ASTMX02843	LYTVA_16710
OG0000908	ASTMX13391, ASTMX06616	LYTVA_03069
OG0000909	ASTMX14114, ASTMX08183, ASTMX18935, ASTMX02527	LYTVA_20165, LYTVA_23767
OG0000911	ASTMX10186, ASTMX20068	LYTVA_15861, LYTVA_05614
OG0000912	ASTMX13041, ASTMX04397	LYTVA_10234
OG0000913	ASTMX04731, ASTMX14355	LYTVA_02832
OG0000915	ASTMX19052, ASTMX06403, ASTMX16161, ASTMX09477, ASTMX05555, ASTMX07212	LYTVA_03342
OG0000921	ASTMX02073	LYTVA_14375
OG0000923	ASTMX14532	LYTVA_21547
OG0000925	ASTMX10561	LYTVA_00188
OG0000925	ASTMX00132, ASTMX00555	LYTVA_25795
OG0000926	ASTMX09727	LYTVA_05296
OG0000926	ASTMX09128	LYTVA_28502
OG0000928	ASTMX22584, ASTMX18625, ASTMX17517, ASTMX00645, ASTMX01726	LYTVA_01217, LYTVA_23596
OG0000929	ASTMX04114, ASTMX07004, ASTMX06184, ASTMX16944, ASTMX10239, ASTMX04285	LYTVA_25470, LYTVA_01755
OG0000931	ASTMX17985, ASTMX22261, ASTMX22383	LYTVA_00992
OG0000931	ASTMX03676	LYTVA_16224
OG0000932	ASTMX11726	LYTVA_26139
OG0000933	ASTMX22463	LYTVA_13372
OG0000934	ASTMX09273, ASTMX08879, ASTMX19792	LYTVA_20397
OG0000936	ASTMX15303, ASTMX09443	LYTVA_09517, LYTVA_12129, LYTVA_29468, LYTVA_11642, LYTVA_02845
OG0000938	ASTMX01692, ASTMX19323, ASTMX19322, ASTMX04693, ASTMX09745, ASTMX01666, ASTMX21733, ASTMX21732	LYTVA_20667, LYTVA_01702
OG0000943	ASTMX21773	LYTVA_14187, LYTVA_14188
OG0000944	ASTMX07936, ASTMX13997, ASTMX11801, ASTMX01164	LYTVA_08967
OG0000945	ASTMX00204, ASTMX12524, ASTMX16834	LYTVA_24430
OG0000946	ASTMX14434	LYTVA_25241, LYTVA_27130, LYTVA_17441
OG0000946	ASTMX18936, ASTMX00332, ASTMX10860	LYTVA_21339, LYTVA_18138
OG0000947	ASTMX10737, ASTMX06666, ASTMX16756, ASTMX11945	LYTVA_21967
OG0000947	ASTMX05367, ASTMX22371, ASTMX07513, ASTMX12713	LYTVA_02610
OG0000949	ASTMX15084, ASTMX08824, ASTMX21187, ASTMX22481, ASTMX19646, ASTMX11332, ASTMX19844, ASTMX08182	LYTVA_25907
OG0000951	ASTMX01864, ASTMX01863, ASTMX22222, ASTMX05129	LYTVA_06560
OG0000952	ASTMX04103, ASTMX16768	LYTVA_15183
OG0000952	ASTMX08010, ASTMX16769	LYTVA_27737
OG0000953	ASTMX18226, ASTMX12548, ASTMX06834, ASTMX00739	LYTVA_04277, LYTVA_28070, LYTVA_09640, LYTVA_21901
OG0000954	ASTMX15027	LYTVA_18195
OG0000954	ASTMX21854	LYTVA_05025
OG0000955	ASTMX11621	LYTVA_15857
OG0000957	ASTMX04943, ASTMX06936	LYTVA_29537
OG0000958	ASTMX06367, ASTMX12813, ASTMX16637	LYTVA_24230
OG0000960	ASTMX16444, ASTMX07245, ASTMX15601, ASTMX10147	LYTVA_21462
OG0000963	ASTMX05064, ASTMX15961	LYTVA_11219
OG0000964	ASTMX14595	LYTVA_26196
OG0000965	ASTMX11644	LYTVA_08512, LYTVA_30143, LYTVA_17394
OG0000965	ASTMX05585	LYTVA_12319
OG0000966	ASTMX02282, ASTMX09390, ASTMX05066, ASTMX09997	LYTVA_03424, LYTVA_03969
OG0000967	ASTMX08221	LYTVA_23088
OG0000967	ASTMX07666, ASTMX03215	LYTVA_06230, LYTVA_06235
OG0000968	ASTMX13057, ASTMX11973	LYTVA_05135
OG0000969	ASTMX01808	LYTVA_21413, LYTVA_24552, LYTVA_21412, LYTVA_21065, LYTVA_13691
OG0000970	ASTMX16775, ASTMX10621	LYTVA_26609
OG0000972	ASTMX18834	LYTVA_27486
OG0000972	ASTMX16325	LYTVA_02986, LYTVA_11435
OG0000973	ASTMX13794, ASTMX13793	LYTVA_03075
OG0000974	ASTMX15410	LYTVA_18520, LYTVA_07191, LYTVA_18514, LYTVA_15617
OG0000979	ASTMX07631	LYTVA_01203, LYTVA_09230
OG0000981	ASTMX07777	LYTVA_29882
OG0000982	ASTMX07919, ASTMX18187, ASTMX11536, ASTMX07445, ASTMX13438, ASTMX10025	LYTVA_01090
OG0000984	ASTMX02397	LYTVA_23816, LYTVA_17983
OG0000985	ASTMX09768, ASTMX15611, ASTMX12134, ASTMX10557, ASTMX04706	LYTVA_22922
OG0000986	ASTMX17978	LYTVA_05339
OG0000987	ASTMX15681, ASTMX02636, ASTMX09408, ASTMX04754, ASTMX04880, ASTMX14766	LYTVA_29210
OG0000988	ASTMX14582, ASTMX10358, ASTMX14055	LYTVA_10317, LYTVA_11083
OG0000989	ASTMX21794, ASTMX21040, ASTMX06443, ASTMX15397, ASTMX15396, ASTMX21290, ASTMX12898, ASTMX04135, ASTMX08566, ASTMX11776, ASTMX03087, ASTMX21439	LYTVA_08033, LYTVA_23587, LYTVA_09009
OG0000992	ASTMX21108	LYTVA_01840
OG0000994	ASTMX09930	LYTVA_00968
OG0000994	ASTMX09998	LYTVA_25056
OG0000995	ASTMX18626, ASTMX17670, ASTMX10200, ASTMX11669, ASTMX21664	LYTVA_15991
OG0000999	ASTMX07361, ASTMX15986, ASTMX14492, ASTMX00353, ASTMX16560	LYTVA_17675, LYTVA_00175
OG0001000	ASTMX00037, ASTMX14963	LYTVA_27555
OG0001001	ASTMX17780, ASTMX06967	LYTVA_02181
OG0001001	ASTMX00557, ASTMX00122	LYTVA_06547, LYTVA_09209
OG0001002	ASTMX03599	LYTVA_01211
OG0001003	ASTMX14461, ASTMX16003	LYTVA_24521
OG0001005	ASTMX01027, ASTMX13959	LYTVA_29339
OG0001006	ASTMX19697	LYTVA_30116
OG0001006	ASTMX13446, ASTMX05959, ASTMX13127	LYTVA_11326
OG0001008	ASTMX17365, ASTMX17759, ASTMX01070	LYTVA_14143
OG0001009	ASTMX08160, ASTMX00855	LYTVA_22507, LYTVA_22506
OG0001016	ASTMX02659	LYTVA_27385, LYTVA_23205
OG0001016	ASTMX09603	LYTVA_10008
OG0001018	ASTMX07293	LYTVA_08364
OG0001018	ASTMX14402	LYTVA_04534
OG0001021	ASTMX08511	LYTVA_30213
OG0001022	ASTMX16902, ASTMX00545, ASTMX07556, ASTMX16176	LYTVA_29702, LYTVA_07313
OG0001023	ASTMX19031, ASTMX20687, ASTMX01426, ASTMX20596, ASTMX06914	LYTVA_29811
OG0001026	ASTMX15598, ASTMX17425, ASTMX16409	LYTVA_26222
OG0001027	ASTMX12602	LYTVA_06336, LYTVA_06330, LYTVA_23368, LYTVA_07523, LYTVA_03025
OG0001028	ASTMX02432, ASTMX02433, ASTMX10276, ASTMX00251	LYTVA_02453
OG0001029	ASTMX06248, ASTMX01653	LYTVA_00344
OG0001029	ASTMX09096, ASTMX11906, ASTMX09903, ASTMX05770, ASTMX16817	LYTVA_09938
OG0001030	ASTMX02452, ASTMX18172	LYTVA_13104
OG0001031	ASTMX07625	LYTVA_13786
OG0001031	ASTMX17308	LYTVA_02087
OG0001032	ASTMX15532, ASTMX03793, ASTMX13164, ASTMX18965, ASTMX09608, ASTMX13460	LYTVA_23396
OG0001033	ASTMX11272, ASTMX16778, ASTMX20310	LYTVA_27425
OG0001034	ASTMX14094, ASTMX17808, ASTMX08019, ASTMX09126	LYTVA_22671, LYTVA_06987, LYTVA_06988, LYTVA_22670
OG0001036	ASTMX15297, ASTMX00943, ASTMX04320, ASTMX20857	LYTVA_01189
OG0001037	ASTMX09605, ASTMX13457, ASTMX18385, ASTMX09123	LYTVA_07115
OG0001039	ASTMX00965	LYTVA_04517
OG0001039	ASTMX19682	LYTVA_01352
OG0001042	ASTMX01745, ASTMX19070, ASTMX15836, ASTMX02594, ASTMX01999	LYTVA_13445
OG0001044	ASTMX11020	LYTVA_06578
OG0001047	ASTMX13719, ASTMX02988, ASTMX09193, ASTMX08799	LYTVA_10366, LYTVA_28083
OG0001048	ASTMX11990, ASTMX19153, ASTMX16464, ASTMX06652, ASTMX16463, ASTMX18179, ASTMX03970	LYTVA_00731, LYTVA_09405
OG0001049	ASTMX16983, ASTMX16917	LYTVA_25001, LYTVA_11198
OG0001049	ASTMX15120, ASTMX04802	LYTVA_09888
