Orthogroup	ASTMX	STRPU_ok
OG0001318	ASTMX07560, ASTMX04187	STRPU_17591
OG0001319	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136	STRPU_06818
OG0001320	ASTMX02658	STRPU_26137, STRPU_26135
OG0001320	ASTMX12886, ASTMX12104	STRPU_21063
OG0001321	ASTMX06232, ASTMX07920, ASTMX01880	STRPU_22556
OG0001322	ASTMX01716, ASTMX07256	STRPU_12583
OG0001322	ASTMX16188	STRPU_21322
OG0001324	ASTMX04156	STRPU_25173
OG0001325	ASTMX19331	STRPU_04898
OG0001326	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581	STRPU_10219
OG0001327	ASTMX01100	STRPU_24460
OG0001327	ASTMX18676, ASTMX05552	STRPU_23965, STRPU_23941
OG0001329	ASTMX07142, ASTMX13340	STRPU_23801
OG0001330	ASTMX04462, ASTMX17075, ASTMX04383, ASTMX12196, ASTMX19685, ASTMX12195	STRPU_14416, STRPU_14419, STRPU_14445
OG0001331	ASTMX11613	STRPU_10147, STRPU_10085, STRPU_10148
OG0001332	ASTMX08248, ASTMX16970	STRPU_19163
OG0001333	ASTMX05919, ASTMX07699	STRPU_12708
OG0001337	ASTMX05953, ASTMX13440, ASTMX17317	STRPU_19080
OG0001339	ASTMX01525	STRPU_10027
OG0001344	ASTMX12839, ASTMX12838	STRPU_04822, STRPU_00738
OG0001345	ASTMX17745	STRPU_23708
OG0001348	ASTMX09799, ASTMX08553, ASTMX19294	STRPU_06494
OG0001350	ASTMX06475	STRPU_00173, STRPU_18483
OG0001350	ASTMX15964	STRPU_18539
OG0001351	ASTMX15206	STRPU_05960
OG0001351	ASTMX00127, ASTMX00552	STRPU_05959
OG0001352	ASTMX15667, ASTMX15246, ASTMX15247, ASTMX00804	STRPU_08735, STRPU_01435
OG0001353	ASTMX14151	STRPU_21554
OG0001353	ASTMX11924, ASTMX13745	STRPU_00577, STRPU_07545
OG0001354	ASTMX11901	STRPU_03356
OG0001354	ASTMX15487, ASTMX02827, ASTMX19253	STRPU_18322, STRPU_01125
OG0001355	ASTMX03894, ASTMX05031, ASTMX05922	STRPU_09877
OG0001356	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094, ASTMX19357	STRPU_23614
OG0001357	ASTMX19807, ASTMX13049, ASTMX01586, ASTMX13683, ASTMX13930	STRPU_20969
OG0001358	ASTMX08140	STRPU_17593, STRPU_17592
OG0001359	ASTMX02428, ASTMX11942, ASTMX17796, ASTMX09162	STRPU_26859
OG0001360	ASTMX19584	STRPU_04909
OG0001361	ASTMX01071, ASTMX20061, ASTMX16172	STRPU_11678
OG0001362	ASTMX11654	STRPU_08359
OG0001363	ASTMX08285, ASTMX10326, ASTMX03420	STRPU_20296
OG0001364	ASTMX17782, ASTMX06972, ASTMX17850	STRPU_10674, STRPU_00565
OG0001365	ASTMX00017, ASTMX18825, ASTMX17303	STRPU_05636, STRPU_05575, STRPU_05635, STRPU_05634, STRPU_05574, STRPU_22631, STRPU_05633, STRPU_05637, STRPU_05578
OG0001366	ASTMX02673	STRPU_13885
OG0001367	ASTMX00960, ASTMX11729, ASTMX19617, ASTMX13008, ASTMX20021	STRPU_24795
OG0001368	ASTMX03257, ASTMX15096, ASTMX16548	STRPU_21464
OG0001369	ASTMX00950, ASTMX16841, ASTMX05553, ASTMX14417	STRPU_23738
OG0001370	ASTMX09028	STRPU_22194
OG0001370	ASTMX12996	STRPU_15723
OG0001371	ASTMX10538	STRPU_08143, STRPU_02082, STRPU_09113
OG0001372	ASTMX06020	STRPU_19138
OG0001373	ASTMX07702, ASTMX20451, ASTMX17338, ASTMX22761, ASTMX07731	STRPU_08670
OG0001374	ASTMX18408, ASTMX04259, ASTMX21457	STRPU_22804, STRPU_01963
OG0001375	ASTMX15348	STRPU_07312
OG0001375	ASTMX12879, ASTMX05755, ASTMX08713	STRPU_07355
OG0001376	ASTMX11290, ASTMX15861, ASTMX00150, ASTMX18887	STRPU_03703
OG0001377	ASTMX02709, ASTMX03269, ASTMX20261, ASTMX18913, ASTMX20260, ASTMX20259, ASTMX21994, ASTMX15701	STRPU_10185
OG0001378	ASTMX05115, ASTMX18038, ASTMX12590, ASTMX15728, ASTMX14012, ASTMX04632	STRPU_09539
OG0001379	ASTMX03133, ASTMX08769, ASTMX08803, ASTMX08802, ASTMX03013, ASTMX03014	STRPU_06776, STRPU_06758
OG0001380	ASTMX17025, ASTMX12187, ASTMX16524, ASTMX23050, ASTMX17026	STRPU_05457
OG0001381	ASTMX02347, ASTMX05157, ASTMX14705, ASTMX10023, ASTMX03370	STRPU_27173, STRPU_27171
OG0001382	ASTMX22770, ASTMX17021	STRPU_12915
OG0001384	ASTMX02250, ASTMX07280	STRPU_06439
OG0001387	ASTMX14247, ASTMX08858	STRPU_24358
OG0001389	ASTMX20254, ASTMX01112, ASTMX08261, ASTMX17570, ASTMX03746	STRPU_05345
OG0001394	ASTMX11802, ASTMX15905	STRPU_05211
OG0001395	ASTMX02518, ASTMX01129, ASTMX06152, ASTMX20147, ASTMX19549	STRPU_17938
OG0001397	ASTMX08012, ASTMX19505	STRPU_09545
OG0001397	ASTMX01488	STRPU_10313
OG0001399	ASTMX06124	STRPU_06787
OG0001399	ASTMX11454, ASTMX00428	STRPU_26081
OG0001400	ASTMX01461, ASTMX15365, ASTMX12046, ASTMX21798, ASTMX01897	STRPU_01874, STRPU_25189
OG0001401	ASTMX22162	STRPU_05958
OG0001402	ASTMX12851, ASTMX11974, ASTMX07328, ASTMX11686	STRPU_02223, STRPU_15580
OG0001403	ASTMX21751, ASTMX11295, ASTMX18514, ASTMX13183	STRPU_14874, STRPU_14258
OG0001404	ASTMX05687	STRPU_10986, STRPU_00324
OG0001405	ASTMX02582, ASTMX17235, ASTMX07521, ASTMX17122, ASTMX07520	STRPU_25512
OG0001405	ASTMX21998	STRPU_02778
OG0001406	ASTMX11154, ASTMX06992, ASTMX15717	STRPU_06123
OG0001408	ASTMX08971, ASTMX19130, ASTMX19997, ASTMX18382, ASTMX18903, ASTMX19996	STRPU_00756, STRPU_19811
OG0001409	ASTMX06764, ASTMX08743, ASTMX16438, ASTMX11918	STRPU_03382
OG0001410	ASTMX14683	STRPU_05515
OG0001410	ASTMX11950	STRPU_25411
OG0001411	ASTMX12471	STRPU_05251, STRPU_05267
OG0001412	ASTMX19015, ASTMX19014	STRPU_09369
OG0001413	ASTMX19024	STRPU_14983, STRPU_14952
OG0001414	ASTMX02756	STRPU_10366
OG0001416	ASTMX16935, ASTMX00724, ASTMX04812	STRPU_10614
OG0001417	ASTMX15359, ASTMX02876	STRPU_24125, STRPU_24112, STRPU_24123, STRPU_24122
OG0001418	ASTMX11591, ASTMX19434, ASTMX05467, ASTMX02896, ASTMX19463	STRPU_01132, STRPU_01131, STRPU_18315
OG0001419	ASTMX03238, ASTMX11069, ASTMX03239, ASTMX17546, ASTMX11003	STRPU_21660, STRPU_21725
OG0001420	ASTMX04576, ASTMX01772, ASTMX08878, ASTMX08385, ASTMX19032, ASTMX19033	STRPU_20535
OG0001421	ASTMX10787, ASTMX08122, ASTMX03810	STRPU_20976
OG0001422	ASTMX17695, ASTMX01913	STRPU_17021
OG0001423	ASTMX01856, ASTMX07807, ASTMX04010, ASTMX11404, ASTMX22608	STRPU_20339
OG0001424	ASTMX17288	STRPU_22200
OG0001425	ASTMX03298, ASTMX08956, ASTMX13239, ASTMX13087, ASTMX06948	STRPU_15993
OG0001426	ASTMX19079	STRPU_10439
OG0001427	ASTMX01765, ASTMX17165	STRPU_07408
OG0001428	ASTMX05247, ASTMX09437, ASTMX16939, ASTMX14746	STRPU_11278, STRPU_11240
OG0001430	ASTMX21020, ASTMX21443, ASTMX04688, ASTMX10990, ASTMX18254, ASTMX13065	STRPU_21288
OG0001431	ASTMX15509, ASTMX15371	STRPU_22263
OG0001432	ASTMX08157, ASTMX21019	STRPU_16417, STRPU_00133, STRPU_16416, STRPU_16413
OG0001433	ASTMX02460, ASTMX00906, ASTMX19534, ASTMX10945	STRPU_07230, STRPU_07255
OG0001434	ASTMX09914, ASTMX09915	STRPU_17872
OG0001436	ASTMX01918	STRPU_24142
OG0001437	ASTMX18553, ASTMX12632	STRPU_25775, STRPU_25792
OG0001440	ASTMX06448, ASTMX19471, ASTMX02877	STRPU_25215
OG0001441	ASTMX07478, ASTMX16318, ASTMX01057, ASTMX00844, ASTMX10140, ASTMX21644, ASTMX03800	STRPU_07157
OG0001445	ASTMX04130, ASTMX07057	STRPU_16668, STRPU_16697
OG0001447	ASTMX09669, ASTMX06060, ASTMX07055, ASTMX19124	STRPU_20657, STRPU_20658
OG0001449	ASTMX21017, ASTMX21018	STRPU_07648
OG0001449	ASTMX16238	STRPU_25089
OG0001450	ASTMX06326	STRPU_23594
OG0001451	ASTMX19016	STRPU_14371
OG0001451	ASTMX00580	STRPU_17131
OG0001452	ASTMX12067, ASTMX20582, ASTMX19197	STRPU_26368
OG0001453	ASTMX22407, ASTMX10274, ASTMX00250	STRPU_24736, STRPU_08563, STRPU_24734
OG0001454	ASTMX18012, ASTMX21139	STRPU_05150, STRPU_05074
OG0001455	ASTMX18526, ASTMX02821, ASTMX21962, ASTMX02358, ASTMX03190, ASTMX04167	STRPU_18159
OG0001456	ASTMX18392, ASTMX18390	STRPU_27191, STRPU_27192, STRPU_27208
OG0001457	ASTMX04194, ASTMX01925, ASTMX22469, ASTMX00888, ASTMX08468, ASTMX19726, ASTMX18878, ASTMX08470	STRPU_07098
OG0001459	ASTMX20587, ASTMX19737	STRPU_12776, STRPU_02363
OG0001460	ASTMX05935	STRPU_04119, STRPU_06222, STRPU_06201
OG0001460	ASTMX06612	STRPU_04118
OG0001461	ASTMX05184	STRPU_23343
OG0001463	ASTMX00203, ASTMX01706	STRPU_25835, STRPU_25655, STRPU_25656
OG0001464	ASTMX08410, ASTMX05385, ASTMX14611, ASTMX17735, ASTMX05304, ASTMX22688	STRPU_25177
OG0001465	ASTMX22228, ASTMX20175, ASTMX20176	STRPU_11188
OG0001466	ASTMX10811	STRPU_07749
OG0001466	ASTMX14884	STRPU_04674
OG0001467	ASTMX14338	STRPU_19577
OG0001467	ASTMX02258	STRPU_05130, STRPU_05054
OG0001468	ASTMX14778, ASTMX06215, ASTMX18545	STRPU_25091
OG0001469	ASTMX05748	STRPU_17361, STRPU_17345
OG0001470	ASTMX22480, ASTMX02997, ASTMX02333	STRPU_02226, STRPU_15577
OG0001472	ASTMX14550	STRPU_27210, STRPU_27194
OG0001472	ASTMX17138	STRPU_25563, STRPU_00832
OG0001473	ASTMX15501, ASTMX19877	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879
OG0001474	ASTMX12989	STRPU_13493
OG0001474	ASTMX07703	STRPU_08774
OG0001475	ASTMX01033, ASTMX04792	STRPU_11303, STRPU_11319, STRPU_11092
OG0001476	ASTMX01244, ASTMX04837, ASTMX14359, ASTMX03706	STRPU_17798
OG0001478	ASTMX12885	STRPU_21182
OG0001478	ASTMX07723	STRPU_09284
OG0001479	ASTMX01954, ASTMX14199, ASTMX14335, ASTMX15077	STRPU_19441
OG0001480	ASTMX00479, ASTMX02869, ASTMX03656, ASTMX07426	STRPU_24164
OG0001481	ASTMX08128, ASTMX08933, ASTMX13517, ASTMX14788	STRPU_20432
OG0001482	ASTMX17250	STRPU_14389
OG0001484	ASTMX17553, ASTMX17552, ASTMX18774	STRPU_13892, STRPU_23212, STRPU_23225
OG0001485	ASTMX04894, ASTMX10882, ASTMX03334, ASTMX21672	STRPU_26365
OG0001486	ASTMX09250, ASTMX10289, ASTMX01104, ASTMX08981	STRPU_11997, STRPU_01663
OG0001487	ASTMX16831, ASTMX00874, ASTMX18578	STRPU_26331
OG0001488	ASTMX18812	STRPU_13616
OG0001489	ASTMX12776, ASTMX12086, ASTMX11213	STRPU_18782
OG0001490	ASTMX07604, ASTMX00526, ASTMX03930, ASTMX19516, ASTMX03287, ASTMX16189	STRPU_20507
OG0001492	ASTMX17077, ASTMX04445	STRPU_14187
OG0001493	ASTMX20989, ASTMX22693	STRPU_04271
OG0001495	ASTMX17637	STRPU_23172
OG0001496	ASTMX09754	STRPU_09305, STRPU_09648, STRPU_09646
OG0001500	ASTMX19077, ASTMX07007, ASTMX07549, ASTMX07006	STRPU_06633
OG0001501	ASTMX09507	STRPU_21031
OG0001502	ASTMX20142, ASTMX07825	STRPU_08256
OG0001503	ASTMX02356	STRPU_26383
OG0001503	ASTMX19525	STRPU_08277
OG0001504	ASTMX13743	STRPU_00235, STRPU_25977, STRPU_00231, STRPU_25973
OG0001505	ASTMX16658, ASTMX10480	STRPU_11360
OG0001506	ASTMX16668, ASTMX02040	STRPU_11331
OG0001507	ASTMX04595, ASTMX10941, ASTMX13047	STRPU_21330
OG0001508	ASTMX16208, ASTMX16207	STRPU_12972
OG0001509	ASTMX18743, ASTMX06334	STRPU_06444
OG0001510	ASTMX01738, ASTMX20539, ASTMX20538, ASTMX05480	STRPU_19269
OG0001511	ASTMX18393, ASTMX02680	STRPU_06130
OG0001513	ASTMX14668, ASTMX14669, ASTMX05393, ASTMX15300	STRPU_23242
OG0001515	ASTMX13055, ASTMX11972	STRPU_15320, STRPU_15319
OG0001516	ASTMX06094, ASTMX22766	STRPU_18551
OG0001517	ASTMX05080, ASTMX07941	STRPU_19850, STRPU_23529
OG0001518	ASTMX10339, ASTMX09456	STRPU_07114
OG0001520	ASTMX04278	STRPU_24561
OG0001521	ASTMX22388, ASTMX03359, ASTMX10387, ASTMX09846, ASTMX06803	STRPU_26866
OG0001522	ASTMX05739	STRPU_03073
OG0001523	ASTMX02548, ASTMX01083, ASTMX17910, ASTMX07261	STRPU_12314
OG0001524	ASTMX02800	STRPU_10326
OG0001524	ASTMX10909	STRPU_25252
OG0001525	ASTMX03602	STRPU_15038, STRPU_15039, STRPU_15040, STRPU_15037
OG0001526	ASTMX08595, ASTMX10378, ASTMX13114	STRPU_20380
OG0001527	ASTMX03505	STRPU_14392
OG0001528	ASTMX05668, ASTMX15564, ASTMX07962, ASTMX15565	STRPU_10769
OG0001529	ASTMX09418, ASTMX00938, ASTMX00780	STRPU_00143
OG0001531	ASTMX12093, ASTMX01941, ASTMX07973, ASTMX13493	STRPU_10272
OG0001532	ASTMX04807, ASTMX04808, ASTMX17443, ASTMX02683, ASTMX09204, ASTMX06449	STRPU_10950
OG0001533	ASTMX12054, ASTMX05383, ASTMX00173	STRPU_24952
OG0001534	ASTMX18082, ASTMX07715, ASTMX20898, ASTMX01419	STRPU_08320, STRPU_08319
OG0001536	ASTMX15808	STRPU_21047
OG0001538	ASTMX10517, ASTMX02477, ASTMX03859	STRPU_12441, STRPU_12432
OG0001545	ASTMX03396, ASTMX18260, ASTMX09148, ASTMX14733	STRPU_27363
OG0001546	ASTMX10973, ASTMX01598	STRPU_20460
OG0001549	ASTMX20825, ASTMX02013, ASTMX05521, ASTMX19063, ASTMX09254	STRPU_24400
OG0001550	ASTMX18336, ASTMX06212	STRPU_21280, STRPU_20475
OG0001551	ASTMX01345, ASTMX03884	STRPU_21860, STRPU_21899, STRPU_21891
OG0001552	ASTMX18767	STRPU_22979
OG0001553	ASTMX13473, ASTMX02742, ASTMX20664	STRPU_04052
OG0001554	ASTMX03717, ASTMX05853, ASTMX03716, ASTMX07008	STRPU_02015, STRPU_16951
OG0001557	ASTMX20060	STRPU_12321
OG0001557	ASTMX08321	STRPU_23129
OG0001558	ASTMX15085, ASTMX15086, ASTMX13703, ASTMX08558	STRPU_20040
OG0001559	ASTMX04609, ASTMX03837, ASTMX21052	STRPU_21439
OG0001560	ASTMX02440	STRPU_22041
OG0001561	ASTMX12815, ASTMX13331, ASTMX05206, ASTMX16235	STRPU_22097
OG0001562	ASTMX18908	STRPU_10858, STRPU_10839
OG0001563	ASTMX16894	STRPU_26909, STRPU_13288, STRPU_13360
OG0001564	ASTMX08775, ASTMX04344, ASTMX08787	STRPU_06537, STRPU_06563
OG0001565	ASTMX15863, ASTMX02963, ASTMX07043, ASTMX09666	STRPU_03587, STRPU_03523, STRPU_03586
OG0001566	ASTMX01234, ASTMX16422	STRPU_17707
OG0001567	ASTMX04861, ASTMX05681	STRPU_14545, STRPU_14538
OG0001568	ASTMX14315	STRPU_08839, STRPU_00977
OG0001569	ASTMX09567, ASTMX00111, ASTMX08814, ASTMX08813	STRPU_06491, STRPU_06672
OG0001570	ASTMX17213	STRPU_25866
OG0001571	ASTMX12366, ASTMX03489	STRPU_03649, STRPU_03634
OG0001572	ASTMX10710	STRPU_17033, STRPU_01799
OG0001572	ASTMX21679	STRPU_25872
OG0001573	ASTMX07410, ASTMX09054	STRPU_18175
OG0001574	ASTMX04955, ASTMX14909, ASTMX14908, ASTMX10114	STRPU_09295
OG0001576	ASTMX04056	STRPU_26967
OG0001577	ASTMX22840	STRPU_09713, STRPU_09757
OG0001578	ASTMX17269	STRPU_09755, STRPU_09711
OG0001579	ASTMX15612, ASTMX02790, ASTMX18014	STRPU_04737, STRPU_04730, STRPU_04736
OG0001579	ASTMX18013	STRPU_04738
OG0001580	ASTMX17141, ASTMX00422, ASTMX07082	STRPU_25493
OG0001581	ASTMX16532	STRPU_21852, STRPU_21108
OG0001582	ASTMX05961, ASTMX13814, ASTMX08233, ASTMX17082	STRPU_15059
OG0001583	ASTMX21750, ASTMX01613, ASTMX19566, ASTMX06604, ASTMX04877	STRPU_09827
OG0001584	ASTMX16901	STRPU_06055
OG0001589	ASTMX19867	STRPU_02158, STRPU_09187, STRPU_02156, STRPU_02159
OG0001590	ASTMX14704	STRPU_17388, STRPU_26879
OG0001592	ASTMX00643, ASTMX07089, ASTMX03557, ASTMX03556, ASTMX19200, ASTMX12025	STRPU_22809, STRPU_22808, STRPU_01967, STRPU_23555
OG0001593	ASTMX21886, ASTMX18436, ASTMX00248, ASTMX04255	STRPU_22521
OG0001595	ASTMX11941	STRPU_18699, STRPU_18697, STRPU_18698, STRPU_19289, STRPU_00397
OG0001596	ASTMX17112	STRPU_23283
OG0001597	ASTMX12010	STRPU_14448, STRPU_14431
OG0001597	ASTMX02205	STRPU_15998
OG0001598	ASTMX20268, ASTMX15183, ASTMX20566, ASTMX05564	STRPU_03397, STRPU_10743, STRPU_20935
OG0001599	ASTMX14693, ASTMX18782	STRPU_08993
OG0001600	ASTMX00827, ASTMX04589, ASTMX16583, ASTMX11957, ASTMX16357	STRPU_07559, STRPU_00590
OG0001601	ASTMX23002, ASTMX19326	STRPU_09446, STRPU_01170, STRPU_09800, STRPU_01037, STRPU_16501, STRPU_10316, STRPU_07134, STRPU_09041, STRPU_00374, STRPU_24759, STRPU_04746, STRPU_07522, STRPU_16198, STRPU_23967, STRPU_11200, STRPU_21470, STRPU_04425, STRPU_10282, STRPU_09360, STRPU_16540, STRPU_25966, STRPU_15454, STRPU_13859, STRPU_15615, STRPU_25833, STRPU_13924, STRPU_13614, STRPU_20414, STRPU_00167
OG0001604	ASTMX20038	STRPU_20664
OG0001604	ASTMX22550, ASTMX05873	STRPU_14571
OG0001605	ASTMX17869, ASTMX10907, ASTMX17438, ASTMX13921	STRPU_25478, STRPU_12565
OG0001606	ASTMX13363	STRPU_00806, STRPU_25539
OG0001606	ASTMX19946	STRPU_09537
OG0001608	ASTMX13914, ASTMX16442, ASTMX00272	STRPU_25716, STRPU_25698
OG0001609	ASTMX05434	STRPU_06891
OG0001609	ASTMX10748	STRPU_23497
OG0001610	ASTMX11326, ASTMX21155, ASTMX22190, ASTMX15390	STRPU_24471
OG0001611	ASTMX19687, ASTMX14783, ASTMX22329, ASTMX10519, ASTMX17389, ASTMX13933	STRPU_20967
OG0001612	ASTMX08047	STRPU_17129
OG0001614	ASTMX11931	STRPU_27003
OG0001614	ASTMX01689	STRPU_00963, STRPU_08858
OG0001615	ASTMX02210, ASTMX03596, ASTMX14419	STRPU_12203
OG0001617	ASTMX09414, ASTMX08375, ASTMX07272, ASTMX08862	STRPU_23604
OG0001620	ASTMX09139, ASTMX06536, ASTMX11560	STRPU_19915
OG0001621	ASTMX22157, ASTMX01413, ASTMX19883	STRPU_05699
OG0001622	ASTMX12674, ASTMX13967, ASTMX13341, ASTMX13342	STRPU_09518
OG0001624	ASTMX01754, ASTMX01222, ASTMX04277, ASTMX13741	STRPU_24187, STRPU_01112
OG0001625	ASTMX01618, ASTMX22203	STRPU_19312, STRPU_01828
OG0001627	ASTMX10150	STRPU_10394
OG0001627	ASTMX14956, ASTMX16098, ASTMX14955, ASTMX18107, ASTMX18106	STRPU_09510
OG0001628	ASTMX10611	STRPU_20435
OG0001628	ASTMX13713	STRPU_21204
OG0001632	ASTMX09246, ASTMX19438, ASTMX01979	STRPU_23809, STRPU_23843
OG0001633	ASTMX13757	STRPU_25219
OG0001633	ASTMX13758	STRPU_24119, STRPU_24126
OG0001634	ASTMX20573, ASTMX09757	STRPU_20042
OG0001634	ASTMX05822, ASTMX13820	STRPU_21767, STRPU_21703
OG0001635	ASTMX10717, ASTMX01151, ASTMX11894	STRPU_05304
OG0001636	ASTMX18724, ASTMX18727, ASTMX18726	STRPU_26253
OG0001637	ASTMX17324	STRPU_08189
OG0001638	ASTMX17085, ASTMX13300, ASTMX13301	STRPU_14215
OG0001639	ASTMX05202, ASTMX20932, ASTMX02862	STRPU_26515
OG0001640	ASTMX10782, ASTMX15950	STRPU_22717, STRPU_00700
OG0001641	ASTMX17044, ASTMX12642, ASTMX21552	STRPU_24984
OG0001642	ASTMX03937, ASTMX06995, ASTMX06996, ASTMX06997	STRPU_21824
OG0001643	ASTMX11887, ASTMX17860, ASTMX01841	STRPU_03592, STRPU_03527
OG0001644	ASTMX13408, ASTMX01826	STRPU_07026
OG0001651	ASTMX03971, ASTMX16462, ASTMX06653	STRPU_04788
OG0001652	ASTMX09489	STRPU_21641, STRPU_00295, STRPU_00191
OG0001653	ASTMX03023	STRPU_18928, STRPU_18930, STRPU_18865
OG0001654	ASTMX03438, ASTMX02489, ASTMX03875	STRPU_24101, STRPU_24566
OG0001655	ASTMX19212, ASTMX01670, ASTMX07000, ASTMX09332	STRPU_05327
OG0001656	ASTMX10174	STRPU_02552, STRPU_14771
OG0001657	ASTMX22284, ASTMX12850, ASTMX15429	STRPU_14732
OG0001658	ASTMX06437, ASTMX01763	STRPU_07439, STRPU_07448
OG0001659	ASTMX08703, ASTMX07489, ASTMX04832, ASTMX01242	STRPU_17531
OG0001660	ASTMX16915, ASTMX11846, ASTMX17881, ASTMX16914	STRPU_04934
OG0001661	ASTMX14504	STRPU_15061
OG0001661	ASTMX12346	STRPU_25156
OG0001662	ASTMX05842	STRPU_01806
OG0001662	ASTMX03470, ASTMX17684, ASTMX18835	STRPU_17153
OG0001663	ASTMX05177, ASTMX19785, ASTMX01771, ASTMX08877	STRPU_22095
OG0001665	ASTMX16406	STRPU_01425, STRPU_08744
OG0001665	ASTMX15478	STRPU_01424, STRPU_08745
OG0001666	ASTMX00039	STRPU_23274, STRPU_05068, STRPU_05143, STRPU_25003
OG0001667	ASTMX01443, ASTMX00838, ASTMX16259, ASTMX21564	STRPU_13327, STRPU_13922, STRPU_13935
OG0001668	ASTMX01187	STRPU_17265
OG0001670	ASTMX16010, ASTMX13698	STRPU_20375
OG0001671	ASTMX22730, ASTMX02090	STRPU_23579
OG0001672	ASTMX12193, ASTMX07934, ASTMX08671, ASTMX18092, ASTMX01458, ASTMX12016	STRPU_23272
OG0001673	ASTMX18919, ASTMX01248, ASTMX09514	STRPU_21686, STRPU_21751
OG0001674	ASTMX22303, ASTMX21243, ASTMX12863	STRPU_23906
OG0001675	ASTMX06836, ASTMX12553, ASTMX10815, ASTMX08168	STRPU_07480
OG0001676	ASTMX02737	STRPU_04793
OG0001676	ASTMX18175	STRPU_22887
OG0001677	ASTMX05947, ASTMX20317	STRPU_14147, STRPU_14173
OG0001678	ASTMX01883, ASTMX00892, ASTMX18976, ASTMX18023	STRPU_22047, STRPU_22048
OG0001680	ASTMX10466	STRPU_20436
OG0001682	ASTMX11437	STRPU_06239
OG0001683	ASTMX09827, ASTMX01135, ASTMX07486, ASTMX08701, ASTMX18381, ASTMX11426	STRPU_17458, STRPU_17475
OG0001684	ASTMX01855, ASTMX02369	STRPU_14381
OG0001685	ASTMX11627, ASTMX01624	STRPU_05303
OG0001686	ASTMX17655	STRPU_26044
OG0001687	ASTMX02771	STRPU_25158, STRPU_24138
OG0001688	ASTMX20357, ASTMX05569, ASTMX09337, ASTMX11298	STRPU_05297
OG0001689	ASTMX04446, ASTMX16343	STRPU_14303
OG0001691	ASTMX01434	STRPU_15006
OG0001692	ASTMX22103, ASTMX18374, ASTMX11541	STRPU_19066
OG0001694	ASTMX03047, ASTMX09475, ASTMX05517	STRPU_01478
OG0001696	ASTMX02062, ASTMX21622, ASTMX00350, ASTMX14493, ASTMX12536	STRPU_01381, STRPU_11566
OG0001700	ASTMX16498	STRPU_20614, STRPU_08174
OG0001703	ASTMX02214	STRPU_01270, STRPU_01272, STRPU_18216, STRPU_20353, STRPU_18217, STRPU_18173, STRPU_22909, STRPU_22894, STRPU_18213, STRPU_18215
OG0001704	ASTMX09400	STRPU_05453
OG0001706	ASTMX05640, ASTMX20258, ASTMX05639	STRPU_05229
OG0001707	ASTMX18307, ASTMX18306	STRPU_24819
OG0001708	ASTMX06200, ASTMX04674	STRPU_06608
OG0001709	ASTMX04095	STRPU_05233
OG0001710	ASTMX07220, ASTMX20214, ASTMX04024, ASTMX02128	STRPU_23701
OG0001711	ASTMX13045, ASTMX17864, ASTMX16102, ASTMX04614, ASTMX04603	STRPU_21095, STRPU_21094
OG0001712	ASTMX02736, ASTMX17679	STRPU_04462
OG0001713	ASTMX02275	STRPU_10631
OG0001713	ASTMX17234	STRPU_25915
OG0001714	ASTMX14531, ASTMX21207	STRPU_08986
OG0001714	ASTMX02509, ASTMX10518	STRPU_20557
OG0001717	ASTMX23057	STRPU_16455
OG0001718	ASTMX04823, ASTMX19689	STRPU_20683
OG0001720	ASTMX02308, ASTMX17599, ASTMX16344	STRPU_14657
OG0001721	ASTMX00052, ASTMX01262, ASTMX09503, ASTMX12296	STRPU_14647
OG0001723	ASTMX12143, ASTMX06027	STRPU_06356
OG0001724	ASTMX09937, ASTMX07584	STRPU_18093, STRPU_01781
OG0001725	ASTMX18543, ASTMX03975, ASTMX17454, ASTMX11276	STRPU_04487, STRPU_04362
OG0001726	ASTMX20123, ASTMX05802	STRPU_20634
OG0001726	ASTMX19585	STRPU_04691
OG0001727	ASTMX18920, ASTMX10976, ASTMX04884, ASTMX01599	STRPU_21219
OG0001728	ASTMX21307, ASTMX13636	STRPU_26695
OG0001729	ASTMX00418, ASTMX17746, ASTMX09227	STRPU_23619
OG0001730	ASTMX20533, ASTMX14053, ASTMX14051, ASTMX02853	STRPU_18631, STRPU_18614
OG0001731	ASTMX15705, ASTMX21816, ASTMX03042	STRPU_12360
OG0001732	ASTMX00146, ASTMX09573, ASTMX02281	STRPU_06110
OG0001733	ASTMX21900, ASTMX21495	STRPU_09898
OG0001735	ASTMX08661, ASTMX00485, ASTMX18296, ASTMX19896	STRPU_02435, STRPU_13629
OG0001736	ASTMX02648	STRPU_25297
OG0001737	ASTMX06149, ASTMX06428	STRPU_07635
OG0001737	ASTMX00074, ASTMX04201, ASTMX13532	STRPU_17777
OG0001738	ASTMX04483, ASTMX07349, ASTMX21178, ASTMX07257	STRPU_12582
OG0001739	ASTMX19266, ASTMX03558, ASTMX00354	STRPU_12635
OG0001740	ASTMX01964, ASTMX16171	STRPU_12729, STRPU_12731
OG0001743	ASTMX13429, ASTMX22574, ASTMX10367	STRPU_19741
