Orthogroup	ASTMX	STRPU_ok
OG0003040	ASTMX06981	STRPU_06235, STRPU_06305, STRPU_06261
OG0003041	ASTMX16824	STRPU_24063
OG0003043	ASTMX12456	STRPU_04974
OG0003044	ASTMX03506	STRPU_02536, STRPU_15154
OG0003045	ASTMX16805	STRPU_02416, STRPU_13648
OG0003045	ASTMX02264	STRPU_05977
OG0003046	ASTMX01068, ASTMX01067, ASTMX21979	STRPU_24271, STRPU_24903
OG0003048	ASTMX18595, ASTMX16216, ASTMX21980	STRPU_25876
OG0003049	ASTMX09040, ASTMX11555	STRPU_18711
OG0003051	ASTMX11688, ASTMX19222	STRPU_09302, STRPU_05961
OG0003052	ASTMX07304	STRPU_09987, STRPU_09966
OG0003053	ASTMX09045	STRPU_19330
OG0003054	ASTMX00110, ASTMX09568	STRPU_06124
OG0003055	ASTMX20532, ASTMX04937, ASTMX14054	STRPU_00401, STRPU_19285
OG0003057	ASTMX04350, ASTMX10250	STRPU_17293
OG0003058	ASTMX12378, ASTMX15897	STRPU_24724
OG0003059	ASTMX11573, ASTMX03262	STRPU_21505
OG0003060	ASTMX14156, ASTMX06493, ASTMX04925	STRPU_18962, STRPU_18976
OG0003061	ASTMX07611, ASTMX14401, ASTMX01235	STRPU_21307
OG0003062	ASTMX08924, ASTMX17139, ASTMX07083	STRPU_25347
OG0003063	ASTMX16164	STRPU_23254
OG0003064	ASTMX02348	STRPU_22511
OG0003065	ASTMX16223, ASTMX11526	STRPU_01676, STRPU_02689
OG0003066	ASTMX01076	STRPU_01624, STRPU_11963
OG0003067	ASTMX07627, ASTMX05938, ASTMX15668	STRPU_09682
OG0003069	ASTMX22072, ASTMX06820	STRPU_00921, STRPU_08896
OG0003072	ASTMX14570, ASTMX08544	STRPU_23989
OG0003073	ASTMX21813	STRPU_14167
OG0003073	ASTMX00976	STRPU_26986
OG0003074	ASTMX14062, ASTMX09834, ASTMX07438	STRPU_25415
OG0003075	ASTMX06177	STRPU_04945
OG0003077	ASTMX14685, ASTMX19234, ASTMX07820, ASTMX21556	STRPU_08797
OG0003078	ASTMX01682, ASTMX01361	STRPU_20765
OG0003079	ASTMX08960, ASTMX02438	STRPU_26570
OG0003084	ASTMX17185, ASTMX09102	STRPU_05898, STRPU_27410, STRPU_27412, STRPU_27413, STRPU_27411, STRPU_27414, STRPU_26950, STRPU_05897
OG0003101	ASTMX19919, ASTMX06150, ASTMX01755	STRPU_24565
OG0003103	ASTMX12562	STRPU_08503
OG0003104	ASTMX09610, ASTMX11561	STRPU_16886
OG0003105	ASTMX00325	STRPU_27399
OG0003106	ASTMX06237	STRPU_26456
OG0003107	ASTMX02590, ASTMX16600	STRPU_25358
OG0003108	ASTMX05191	STRPU_12185
OG0003109	ASTMX18781	STRPU_08990
OG0003110	ASTMX00133	STRPU_06774, STRPU_06764
OG0003111	ASTMX07402, ASTMX11408	STRPU_19102, STRPU_25827
OG0003113	ASTMX13016, ASTMX07578	STRPU_07108
OG0003114	ASTMX02715, ASTMX03943	STRPU_20444
OG0003115	ASTMX18170, ASTMX11011, ASTMX01881	STRPU_26735
OG0003118	ASTMX17621, ASTMX15584, ASTMX10419	STRPU_23100
OG0003119	ASTMX21119	STRPU_02657
OG0003120	ASTMX15617, ASTMX15618	STRPU_04182
OG0003121	ASTMX06230, ASTMX18167, ASTMX02445	STRPU_26433
OG0003122	ASTMX08525	STRPU_20719
OG0003123	ASTMX07429, ASTMX06241	STRPU_25862, STRPU_25863
OG0003124	ASTMX03412	STRPU_15080
OG0003125	ASTMX13117	STRPU_02899
OG0003127	ASTMX04606	STRPU_20645
OG0003128	ASTMX20600	STRPU_14558
OG0003130	ASTMX09888	STRPU_14819
OG0003131	ASTMX13469	STRPU_15359
OG0003132	ASTMX04307	STRPU_24874
OG0003133	ASTMX10906	STRPU_00227, STRPU_25968
OG0003135	ASTMX04429	STRPU_20819
OG0003136	ASTMX13058, ASTMX01379, ASTMX19806	STRPU_20970
OG0003137	ASTMX00586	STRPU_26289, STRPU_26313, STRPU_26314, STRPU_26290
OG0003138	ASTMX06553	STRPU_11161
OG0003140	ASTMX13627, ASTMX15157, ASTMX21926, ASTMX01723	STRPU_27000
OG0003141	ASTMX09233, ASTMX11515, ASTMX10094	STRPU_11150
OG0003142	ASTMX08629, ASTMX09849, ASTMX19194	STRPU_26955
OG0003144	ASTMX08230	STRPU_17154
OG0003145	ASTMX16469, ASTMX16882	STRPU_19761
OG0003146	ASTMX10808	STRPU_24899
OG0003147	ASTMX16613	STRPU_09368
OG0003148	ASTMX12896, ASTMX07507, ASTMX14971	STRPU_21583
OG0003149	ASTMX10129	STRPU_27156, STRPU_27155, STRPU_27224, STRPU_27225
OG0003150	ASTMX11834, ASTMX21211	STRPU_06198, STRPU_06219
OG0003152	ASTMX11668, ASTMX10214	STRPU_09091, STRPU_02064
OG0003153	ASTMX21330	STRPU_25878
OG0003154	ASTMX06476	STRPU_18558
OG0003156	ASTMX18933	STRPU_17108, STRPU_17123
OG0003157	ASTMX06118	STRPU_05197
OG0003158	ASTMX12999, ASTMX02638	STRPU_24600
OG0003159	ASTMX12859, ASTMX09033, ASTMX07619	STRPU_04177
OG0003160	ASTMX02814, ASTMX16455	STRPU_10206
OG0003161	ASTMX13679, ASTMX15650	STRPU_20589
OG0003162	ASTMX10819, ASTMX13525, ASTMX19089	STRPU_10286
OG0003163	ASTMX03994, ASTMX05123, ASTMX14593	STRPU_26676
OG0003164	ASTMX01170, ASTMX15907	STRPU_05342
OG0003165	ASTMX03289, ASTMX04540	STRPU_06042
OG0003166	ASTMX22568, ASTMX04151	STRPU_06374
OG0003167	ASTMX04465, ASTMX17254, ASTMX05894	STRPU_14469, STRPU_14473
OG0003168	ASTMX19879, ASTMX12323	STRPU_00314, STRPU_08598
OG0003169	ASTMX07868	STRPU_18714
OG0003171	ASTMX03122, ASTMX03788	STRPU_20111, STRPU_20089
OG0003172	ASTMX12697	STRPU_13537
OG0003173	ASTMX20601, ASTMX20314, ASTMX05950	STRPU_14274, STRPU_14290
OG0003174	ASTMX07988	STRPU_05745
OG0003175	ASTMX20854, ASTMX00657	STRPU_24658
OG0003176	ASTMX02580	STRPU_25686, STRPU_25705
OG0003177	ASTMX13896	STRPU_09383, STRPU_01573
OG0003178	ASTMX16511, ASTMX15240	STRPU_21387
OG0003179	ASTMX22089	STRPU_04747
OG0003181	ASTMX18964, ASTMX11371	STRPU_08188
OG0003182	ASTMX01957, ASTMX21704	STRPU_25667
OG0003183	ASTMX15472, ASTMX04269	STRPU_23390
OG0003184	ASTMX22723	STRPU_04863
OG0003185	ASTMX08990, ASTMX16307	STRPU_11828
OG0003187	ASTMX04939	STRPU_18755
OG0003188	ASTMX12866, ASTMX05144, ASTMX18728, ASTMX06943	STRPU_27340
OG0003189	ASTMX03737	STRPU_17091
OG0003190	ASTMX21768	STRPU_22540, STRPU_14018, STRPU_13852
OG0003191	ASTMX00980, ASTMX19044	STRPU_02638, STRPU_24024
OG0003192	ASTMX20427, ASTMX05442	STRPU_24110, STRPU_24115
OG0003193	ASTMX04173, ASTMX07557	STRPU_06138
OG0003196	ASTMX13910	STRPU_25955, STRPU_00216, STRPU_09693, STRPU_09736
OG0003197	ASTMX08037	STRPU_06595
OG0003198	ASTMX14796	STRPU_10958, STRPU_10959
OG0003199	ASTMX13735, ASTMX17609	STRPU_22302
OG0003200	ASTMX02514	STRPU_07570
OG0003201	ASTMX21988	STRPU_13530
OG0003202	ASTMX10006	STRPU_04422
OG0003203	ASTMX04267, ASTMX15368	STRPU_22174, STRPU_22167
OG0003204	ASTMX16389, ASTMX01566	STRPU_05884
OG0003205	ASTMX07896, ASTMX13085, ASTMX06944	STRPU_26398
OG0003207	ASTMX00941, ASTMX16303	STRPU_23438, STRPU_00999
OG0003208	ASTMX16806	STRPU_23521
OG0003210	ASTMX10368, ASTMX08853, ASTMX06477	STRPU_20307
OG0003211	ASTMX19437, ASTMX01978	STRPU_23623
OG0003212	ASTMX13329, ASTMX01976	STRPU_23992
OG0003213	ASTMX03983, ASTMX03124	STRPU_27409
OG0003214	ASTMX08653	STRPU_02469, STRPU_13596
OG0003215	ASTMX04892	STRPU_21290
OG0003216	ASTMX04974, ASTMX01453, ASTMX01452, ASTMX19467, ASTMX06867	STRPU_02088, STRPU_09119, STRPU_08679
OG0003217	ASTMX02353, ASTMX14721	STRPU_18366
OG0003218	ASTMX15207	STRPU_05952
OG0003219	ASTMX01631	STRPU_05483
OG0003220	ASTMX21037, ASTMX05784	STRPU_17156
OG0003221	ASTMX04321, ASTMX04290	STRPU_24811
OG0003222	ASTMX08890, ASTMX02588, ASTMX06133	STRPU_25242
OG0003223	ASTMX06346, ASTMX06347	STRPU_08794
OG0003224	ASTMX07863, ASTMX13264, ASTMX05296	STRPU_22186
OG0003225	ASTMX10853, ASTMX22401	STRPU_03637, STRPU_03655
OG0003227	ASTMX00382	STRPU_09523
OG0003228	ASTMX10791, ASTMX02764	STRPU_21707, STRPU_21643
OG0003229	ASTMX17506, ASTMX12857	STRPU_00535, STRPU_15976
OG0003230	ASTMX13387	STRPU_09762, STRPU_09718
OG0003231	ASTMX02884	STRPU_07607
OG0003232	ASTMX11141, ASTMX09493, ASTMX04245, ASTMX01543, ASTMX09741, ASTMX04695	STRPU_21304, STRPU_21303
OG0003234	ASTMX11623	STRPU_08533
OG0003235	ASTMX16993	STRPU_22687
OG0003236	ASTMX07772, ASTMX11384, ASTMX21608, ASTMX21607	STRPU_22602
OG0003237	ASTMX17778, ASTMX02725, ASTMX20917, ASTMX06508	STRPU_08190
OG0003239	ASTMX07187	STRPU_26344
OG0003250	ASTMX10794, ASTMX06685	STRPU_07632
OG0003251	ASTMX09724, ASTMX15809, ASTMX03540	STRPU_26207
OG0003252	ASTMX03281, ASTMX01275	STRPU_20878
OG0003253	ASTMX03410, ASTMX20134, ASTMX07062	STRPU_26823
OG0003254	ASTMX04636, ASTMX03953	STRPU_21153
OG0003255	ASTMX12251	STRPU_22937
OG0003258	ASTMX11167	STRPU_11232, STRPU_11270
OG0003259	ASTMX15657	STRPU_04547
OG0003260	ASTMX03988, ASTMX10584	STRPU_18760
OG0003261	ASTMX19028	STRPU_24777
OG0003262	ASTMX09623, ASTMX05093, ASTMX09613	STRPU_14217
OG0003263	ASTMX06871	STRPU_08829
OG0003264	ASTMX12623, ASTMX02507, ASTMX17172	STRPU_07699, STRPU_07685
OG0003265	ASTMX13950, ASTMX02020	STRPU_23170
OG0003266	ASTMX02992	STRPU_03311
OG0003267	ASTMX07667	STRPU_04175
OG0003268	ASTMX13578	STRPU_26201
OG0003269	ASTMX07746, ASTMX16031	STRPU_08663
OG0003270	ASTMX00434, ASTMX01987	STRPU_23005, STRPU_00880
OG0003271	ASTMX05159	STRPU_27426
OG0003272	ASTMX16097, ASTMX17574	STRPU_05318
OG0003273	ASTMX03258	STRPU_21049
OG0003275	ASTMX20071, ASTMX00521	STRPU_25632
OG0003276	ASTMX09369, ASTMX05594, ASTMX09674, ASTMX01404, ASTMX01283	STRPU_20467
OG0003277	ASTMX08840, ASTMX22126	STRPU_22845
OG0003278	ASTMX13373	STRPU_20470
OG0003279	ASTMX11486, ASTMX04660	STRPU_05246
OG0003280	ASTMX15864	STRPU_03524, STRPU_03588
OG0003282	ASTMX09305, ASTMX07991	STRPU_09679
OG0003283	ASTMX16304	STRPU_23176
OG0003284	ASTMX00092	STRPU_24634
OG0003287	ASTMX06398, ASTMX14109	STRPU_16133, STRPU_16118
OG0003288	ASTMX01172	STRPU_05660
OG0003289	ASTMX09581, ASTMX11746, ASTMX02626, ASTMX12831	STRPU_25492
OG0003290	ASTMX03173	STRPU_19995
OG0003291	ASTMX12200	STRPU_14374
OG0003293	ASTMX14284, ASTMX14283	STRPU_22259
OG0003294	ASTMX12473	STRPU_05613, STRPU_05555
OG0003295	ASTMX10432, ASTMX03897	STRPU_10117, STRPU_10043, STRPU_00141
OG0003296	ASTMX13206, ASTMX05984	STRPU_00434, STRPU_14195
OG0003297	ASTMX17343	STRPU_08868, STRPU_00953
OG0003298	ASTMX04625	STRPU_05740
OG0003299	ASTMX05504	STRPU_19094
OG0003301	ASTMX11883, ASTMX14970, ASTMX10951	STRPU_16244, STRPU_16205
OG0003302	ASTMX03967, ASTMX14885	STRPU_04486
OG0003303	ASTMX20298	STRPU_21624
OG0003304	ASTMX01812	STRPU_02452
OG0003306	ASTMX19066	STRPU_23936, STRPU_23962
OG0003307	ASTMX14758, ASTMX14757, ASTMX04729	STRPU_04904
OG0003311	ASTMX01126, ASTMX10706, ASTMX06164, ASTMX20152	STRPU_24433
OG0003314	ASTMX10703, ASTMX01641, ASTMX12479, ASTMX22732	STRPU_05142, STRPU_05067
OG0003315	ASTMX16859	STRPU_24567
OG0003317	ASTMX17437	STRPU_09007
OG0003318	ASTMX01091, ASTMX15793, ASTMX04784, ASTMX15792, ASTMX15791	STRPU_23527
OG0003319	ASTMX04815, ASTMX06693, ASTMX17160	STRPU_07210
OG0003320	ASTMX17270	STRPU_09402, STRPU_01555
OG0003321	ASTMX15850, ASTMX14606	STRPU_25433
OG0003323	ASTMX20658	STRPU_09684, STRPU_09685
OG0003324	ASTMX00455	STRPU_08869, STRPU_00952
OG0003325	ASTMX13406, ASTMX06639	STRPU_04053
OG0003326	ASTMX09687, ASTMX20074	STRPU_09393, STRPU_01566
OG0003327	ASTMX10363, ASTMX06502	STRPU_19769, STRPU_00800
OG0003329	ASTMX03339, ASTMX07785	STRPU_27327, STRPU_27328
OG0003330	ASTMX05145	STRPU_27339
OG0003331	ASTMX04420, ASTMX08193	STRPU_15371
OG0003332	ASTMX15129, ASTMX08712, ASTMX05756	STRPU_07786
OG0003335	ASTMX10999	STRPU_20823
OG0003336	ASTMX03852, ASTMX14190, ASTMX09729, ASTMX05727	STRPU_20291
OG0003337	ASTMX09237, ASTMX09238	STRPU_11218, STRPU_11255
OG0003340	ASTMX20458, ASTMX04299	STRPU_24554
OG0003341	ASTMX13167	STRPU_21771
OG0003343	ASTMX05881	STRPU_15384
OG0003344	ASTMX13412	STRPU_07542, STRPU_00574
OG0003347	ASTMX17698, ASTMX05419	STRPU_01607, STRPU_13589
OG0003348	ASTMX17460, ASTMX00165	STRPU_24382
OG0003349	ASTMX06632, ASTMX06577	STRPU_04798, STRPU_04805
OG0003350	ASTMX05436, ASTMX17847, ASTMX01138, ASTMX22134	STRPU_06152
OG0003352	ASTMX07532, ASTMX10406, ASTMX00833	STRPU_23063, STRPU_00649
OG0003353	ASTMX08541	STRPU_23410, STRPU_01027
OG0003354	ASTMX21682	STRPU_22433
OG0003355	ASTMX18176, ASTMX06654	STRPU_04134
OG0003356	ASTMX19698, ASTMX21492	STRPU_08703, STRPU_01469
OG0003357	ASTMX00318	STRPU_09879
OG0003358	ASTMX15835	STRPU_01921, STRPU_22765
OG0003359	ASTMX08948	STRPU_12338
OG0003360	ASTMX22262, ASTMX04549, ASTMX22698, ASTMX04548	STRPU_12153, STRPU_12119
OG0003361	ASTMX02459, ASTMX04442	STRPU_21285
OG0003362	ASTMX11242	STRPU_05653
OG0003363	ASTMX05464	STRPU_01592, STRPU_13573
OG0003364	ASTMX06273, ASTMX21297	STRPU_12256
OG0003365	ASTMX03051, ASTMX05516	STRPU_24219, STRPU_01081
OG0003366	ASTMX02786	STRPU_20477, STRPU_20476, STRPU_20479, STRPU_20478
OG0003367	ASTMX22230, ASTMX02176	STRPU_02066, STRPU_09093
OG0003368	ASTMX18958, ASTMX00275	STRPU_09309
OG0003369	ASTMX11987, ASTMX05839	STRPU_04619
OG0003370	ASTMX19055, ASTMX04318	STRPU_24791
OG0003372	ASTMX17792, ASTMX22090	STRPU_18382
OG0003373	ASTMX10290	STRPU_11782, STRPU_11541, STRPU_11733
OG0003374	ASTMX00872, ASTMX16829, ASTMX01333	STRPU_16743, STRPU_01716
OG0003375	ASTMX13635	STRPU_27269, STRPU_27284
OG0003376	ASTMX16960	STRPU_09336
OG0003377	ASTMX18938	STRPU_12932
OG0003378	ASTMX10913, ASTMX18798	STRPU_12591
OG0003379	ASTMX06835, ASTMX12551	STRPU_24222, STRPU_24221, STRPU_01079
OG0003380	ASTMX21115, ASTMX05978, ASTMX21392	STRPU_14745
OG0003381	ASTMX16159, ASTMX08992	STRPU_12349
OG0003382	ASTMX06479, ASTMX06858	STRPU_00632, STRPU_12505
OG0003383	ASTMX04487, ASTMX21389	STRPU_23796
OG0003384	ASTMX13160, ASTMX02808, ASTMX09958	STRPU_01561, STRPU_09397
OG0003385	ASTMX15470	STRPU_22039
OG0003386	ASTMX15558, ASTMX05500	STRPU_10904
OG0003387	ASTMX13211	STRPU_00430, STRPU_14199, STRPU_17499, STRPU_17500, STRPU_17502, STRPU_17498, STRPU_17501
OG0003388	ASTMX07669, ASTMX03217, ASTMX03218	STRPU_04625, STRPU_04647
OG0003391	ASTMX02469	STRPU_21082
OG0003392	ASTMX17435, ASTMX20620	STRPU_08299
OG0003393	ASTMX03585	STRPU_17374
OG0003394	ASTMX12715	STRPU_22083
OG0003419	ASTMX09665, ASTMX22627	STRPU_03427
OG0003420	ASTMX18650, ASTMX10375	STRPU_19692, STRPU_19622, STRPU_19693
OG0003421	ASTMX03751	STRPU_05462
OG0003422	ASTMX16317	STRPU_12647
OG0003424	ASTMX18868	STRPU_08669
OG0003425	ASTMX10571	STRPU_27213
OG0003426	ASTMX04641	STRPU_21596
OG0003428	ASTMX17578	STRPU_04993
OG0003429	ASTMX01780	STRPU_11803
OG0003430	ASTMX03478, ASTMX11528, ASTMX06739	STRPU_03710
OG0003431	ASTMX02037	STRPU_13834
OG0003432	ASTMX19615	STRPU_24262, STRPU_01043
OG0003433	ASTMX18120, ASTMX05648	STRPU_06151
OG0003434	ASTMX16757	STRPU_22971
OG0003435	ASTMX08077, ASTMX01388	STRPU_20684
OG0003437	ASTMX18378, ASTMX16135, ASTMX15000	STRPU_08656, STRPU_08360, STRPU_08658
OG0003439	ASTMX00536, ASTMX08748	STRPU_06448
OG0003440	ASTMX07860, ASTMX13319	STRPU_05917
OG0003441	ASTMX13951	STRPU_23175
OG0003442	ASTMX04859, ASTMX01667, ASTMX05506	STRPU_05359
OG0003443	ASTMX12664, ASTMX04558	STRPU_21532
OG0003444	ASTMX02545, ASTMX01080	STRPU_12122, STRPU_12155
OG0003447	ASTMX07133	STRPU_23990
OG0003448	ASTMX17648	STRPU_25380
OG0003449	ASTMX14031	STRPU_08215
OG0003450	ASTMX21046	STRPU_04502
OG0003451	ASTMX00047, ASTMX22491	STRPU_18049
OG0003453	ASTMX18802	STRPU_15285
OG0003454	ASTMX17262, ASTMX01805, ASTMX17046	STRPU_13689, STRPU_02387
OG0003455	ASTMX03444, ASTMX03446, ASTMX03445	STRPU_21218
OG0003456	ASTMX21655, ASTMX18222, ASTMX04968	STRPU_08652
OG0003457	ASTMX17161, ASTMX01405	STRPU_25059
OG0003458	ASTMX10149	STRPU_07419
OG0003459	ASTMX10610, ASTMX08523	STRPU_21409
OG0003460	ASTMX03204	STRPU_21209
OG0003461	ASTMX15709	STRPU_12813
OG0003462	ASTMX22437	STRPU_01190, STRPU_19960
OG0003463	ASTMX08158, ASTMX19125	STRPU_21459
OG0003464	ASTMX07673	STRPU_08415
OG0003465	ASTMX08614	STRPU_19515
OG0003466	ASTMX18103, ASTMX01489, ASTMX09766, ASTMX12180, ASTMX07980	STRPU_10203, STRPU_09366, STRPU_09367
OG0003467	ASTMX15385	STRPU_04466
OG0003469	ASTMX12242, ASTMX12240, ASTMX12241	STRPU_25927
OG0003470	ASTMX20804	STRPU_27335
OG0003471	ASTMX01577	STRPU_21792
OG0003472	ASTMX00009	STRPU_05425
OG0003473	ASTMX07041, ASTMX19152	STRPU_03744
OG0003474	ASTMX15389, ASTMX12244	STRPU_24367
OG0003475	ASTMX07930	STRPU_18099, STRPU_01787
OG0003476	ASTMX07144	STRPU_22836
OG0003477	ASTMX10944	STRPU_07450, STRPU_07441
OG0003478	ASTMX16545	STRPU_20938
OG0003479	ASTMX08377, ASTMX19369	STRPU_01940, STRPU_22782
OG0003480	ASTMX18358, ASTMX00514	STRPU_25605
OG0003481	ASTMX12699	STRPU_22807, STRPU_01966
OG0003482	ASTMX06291, ASTMX01090, ASTMX09004	STRPU_12951
OG0003483	ASTMX02494	STRPU_04672
OG0003485	ASTMX12594	STRPU_22749, STRPU_01904, STRPU_22750, STRPU_01905, STRPU_23748
OG0003486	ASTMX09925	STRPU_17601
OG0003487	ASTMX11535	STRPU_10374
OG0003488	ASTMX06137	STRPU_07310
OG0003489	ASTMX11315	STRPU_24792
OG0003490	ASTMX12967	STRPU_14276, STRPU_14293
OG0003491	ASTMX11829, ASTMX07278	STRPU_06727
OG0003492	ASTMX15658, ASTMX07661	STRPU_04886
OG0003493	ASTMX11757	STRPU_19324
OG0003495	ASTMX06696, ASTMX17728, ASTMX15254	STRPU_07616
OG0003497	ASTMX09325, ASTMX12800	STRPU_03308
OG0003498	ASTMX01620	STRPU_24846
OG0003499	ASTMX00373	STRPU_05492
OG0003500	ASTMX12903, ASTMX13670	STRPU_02909, STRPU_21217
OG0003501	ASTMX02416	STRPU_18507
OG0003502	ASTMX09364	STRPU_14905
OG0003503	ASTMX17335	STRPU_09082, STRPU_02055
OG0003504	ASTMX10105, ASTMX07823, ASTMX12935	STRPU_08880, STRPU_00941
OG0003505	ASTMX01106	STRPU_26126
OG0003506	ASTMX03887, ASTMX17187, ASTMX15908	STRPU_05341
OG0003507	ASTMX03126, ASTMX03987, ASTMX02892	STRPU_19336
OG0003508	ASTMX08692	STRPU_13552
OG0003509	ASTMX20219	STRPU_10961
OG0003510	ASTMX17133	STRPU_25664
OG0003511	ASTMX12073	STRPU_26830
OG0003512	ASTMX05092, ASTMX09614	STRPU_14597
OG0003513	ASTMX12957, ASTMX10424, ASTMX18403	STRPU_13821
OG0003514	ASTMX08380, ASTMX19372, ASTMX08342	STRPU_22096
OG0003515	ASTMX14872, ASTMX08241	STRPU_05774
OG0003516	ASTMX03270	STRPU_10277
OG0003517	ASTMX02229, ASTMX22733, ASTMX21231	STRPU_12195
OG0003518	ASTMX08720	STRPU_26026
OG0003519	ASTMX21057	STRPU_13946
OG0003520	ASTMX10981	STRPU_20485
OG0003521	ASTMX05860	STRPU_05389
OG0003522	ASTMX09932, ASTMX01391	STRPU_08126, STRPU_08113
OG0003523	ASTMX06451, ASTMX09203	STRPU_11145
OG0003524	ASTMX00697	STRPU_11329
OG0003525	ASTMX03127, ASTMX20265	STRPU_22611
OG0003526	ASTMX04890, ASTMX21723, ASTMX08073	STRPU_21377
OG0003527	ASTMX09189	STRPU_06217, STRPU_06194
OG0003528	ASTMX09805	STRPU_17490, STRPU_17491, STRPU_17489
OG0003529	ASTMX16745, ASTMX14098	STRPU_13249
OG0003530	ASTMX05440, ASTMX20430	STRPU_25170
OG0003531	ASTMX16540, ASTMX22221, ASTMX09746, ASTMX04691	STRPU_20597
OG0003532	ASTMX09797	STRPU_10739
OG0003533	ASTMX14253	STRPU_22386
OG0003534	ASTMX08453, ASTMX01684, ASTMX08487	STRPU_21654, STRPU_21719
OG0003535	ASTMX17766, ASTMX10435, ASTMX12077	STRPU_09979, STRPU_09956
OG0003536	ASTMX04814, ASTMX07581	STRPU_08040
OG0003537	ASTMX10030	STRPU_09412, STRPU_01545
OG0003538	ASTMX21966, ASTMX20518	STRPU_05821
OG0003539	ASTMX01615	STRPU_22523
OG0003541	ASTMX02571	STRPU_25471
OG0003543	ASTMX13907	STRPU_16716
OG0003544	ASTMX05764, ASTMX12377	STRPU_07440, STRPU_07449
OG0003545	ASTMX22856, ASTMX03639, ASTMX14841	STRPU_09297
OG0003546	ASTMX03306, ASTMX06923, ASTMX13133	STRPU_19647, STRPU_19674
OG0003547	ASTMX02604, ASTMX19542, ASTMX19541, ASTMX00359	STRPU_12469
OG0003548	ASTMX10078, ASTMX20604	STRPU_09626
OG0003549	ASTMX09904, ASTMX16803	STRPU_17894
OG0003550	ASTMX12018, ASTMX00483, ASTMX08669	STRPU_01035, STRPU_23404
OG0003551	ASTMX14723, ASTMX11606, ASTMX14724, ASTMX04936	STRPU_18972, STRPU_18959
OG0003552	ASTMX04006	STRPU_20147
OG0003554	ASTMX10001, ASTMX12094	STRPU_09335
OG0003555	ASTMX06580	STRPU_09097, STRPU_02068
OG0003556	ASTMX21299, ASTMX01752, ASTMX13732	STRPU_08012
OG0003557	ASTMX07636, ASTMX17680	STRPU_20157
OG0003558	ASTMX07075, ASTMX08200, ASTMX02922	STRPU_27128
OG0003560	ASTMX20729	STRPU_20500
OG0003561	ASTMX09905, ASTMX06185	STRPU_17360, STRPU_17346
OG0003562	ASTMX19362, ASTMX04310, ASTMX15769	STRPU_24859
OG0003563	ASTMX07743	STRPU_01477, STRPU_08694
OG0003564	ASTMX16336, ASTMX09764, ASTMX04739	STRPU_09624
OG0003565	ASTMX17264	STRPU_15924, STRPU_00493, STRPU_08942, STRPU_12900
OG0003566	ASTMX09006, ASTMX21630	STRPU_11918, STRPU_11878
OG0003567	ASTMX03625	STRPU_02062, STRPU_09090
OG0003568	ASTMX14445	STRPU_14841
OG0003569	ASTMX02172, ASTMX13272, ASTMX09249	STRPU_23349
OG0003570	ASTMX18041	STRPU_02794
OG0003571	ASTMX18396, ASTMX02624	STRPU_26236
OG0003572	ASTMX20122, ASTMX06072, ASTMX07500, ASTMX04640, ASTMX01355	STRPU_21159, STRPU_21167
OG0003573	ASTMX17087	STRPU_14812
OG0003576	ASTMX19656, ASTMX13857	STRPU_25516
OG0003577	ASTMX14615	STRPU_22045
OG0003578	ASTMX15744	STRPU_14245
OG0003579	ASTMX18857, ASTMX05928, ASTMX10482	STRPU_04470
OG0003581	ASTMX08220	STRPU_24378
OG0003582	ASTMX22172, ASTMX05373	STRPU_22683
OG0003597	ASTMX03573	STRPU_01702, STRPU_02662
OG0003598	ASTMX04073	STRPU_00768, STRPU_19800
OG0003600	ASTMX00592	STRPU_25452
OG0003601	ASTMX22455, ASTMX05402, ASTMX21482, ASTMX21464, ASTMX21480	STRPU_13952
OG0003604	ASTMX12235, ASTMX18061, ASTMX05055, ASTMX07337	STRPU_14769, STRPU_02554
OG0003607	ASTMX21385	STRPU_21163, STRPU_21155
OG0003608	ASTMX02819	STRPU_20365
OG0003610	ASTMX10810	STRPU_01053, STRPU_24252
OG0003611	ASTMX14877	STRPU_09452, STRPU_01510
OG0003612	ASTMX21729	STRPU_18969, STRPU_18956
OG0003613	ASTMX04050, ASTMX18610	STRPU_12108, STRPU_12143
OG0003615	ASTMX17840, ASTMX02926, ASTMX03022	STRPU_19046
OG0003616	ASTMX05288, ASTMX16997, ASTMX17937	STRPU_01981
OG0003617	ASTMX16719	STRPU_13092, STRPU_13104
OG0003618	ASTMX06136	STRPU_08027, STRPU_02032
OG0003619	ASTMX04527	STRPU_05456
OG0003620	ASTMX19184	STRPU_00502, STRPU_15940
OG0003621	ASTMX03711	STRPU_17041, STRPU_01807
OG0003622	ASTMX03803, ASTMX18660	STRPU_10952, STRPU_21646, STRPU_21710
OG0003623	ASTMX09071	STRPU_11446
OG0003626	ASTMX14928	STRPU_24928
OG0003627	ASTMX02831, ASTMX03012	STRPU_06634
OG0003628	ASTMX20167, ASTMX05199	STRPU_26819
OG0003629	ASTMX11708	STRPU_06506
OG0003630	ASTMX04467	STRPU_14988, STRPU_14958
OG0003631	ASTMX03889	STRPU_04940
OG0003632	ASTMX05268, ASTMX13688, ASTMX16659	STRPU_11322
OG0003633	ASTMX18125	STRPU_21224, STRPU_22507
OG0003635	ASTMX01147	STRPU_05033, STRPU_05106
OG0003636	ASTMX14519	STRPU_21350
OG0003638	ASTMX08095, ASTMX09482	STRPU_21025
