Orthogroup	ASTMX	APOSC_ok
OG0000799	ASTMX17390, ASTMX14818, ASTMX00307, ASTMX10072, ASTMX09971, ASTMX14456, ASTMX15426	APOSC_20835
OG0000800	ASTMX14154, ASTMX10910, ASTMX21176, ASTMX21175, ASTMX03211	APOSC_27669
OG0000801	ASTMX01728, ASTMX02234, ASTMX15089	APOSC_13410, APOSC_22125
OG0000802	ASTMX06019, ASTMX21699, ASTMX11410, ASTMX02887, ASTMX04926, ASTMX14181, ASTMX13825, ASTMX08074, ASTMX21722, ASTMX16382, ASTMX05118, ASTMX11346	APOSC_16253
OG0000803	ASTMX01085, ASTMX17361	APOSC_18801, APOSC_00365
OG0000809	ASTMX16871, ASTMX20241, ASTMX06550, ASTMX06551, ASTMX02419, ASTMX12066	APOSC_01372
OG0000810	ASTMX22884, ASTMX14057	APOSC_15514
OG0000810	ASTMX12714, ASTMX07516, ASTMX17120	APOSC_02955, APOSC_02954, APOSC_02956
OG0000811	ASTMX16565	APOSC_00986, APOSC_10153, APOSC_10516
OG0000813	ASTMX04213	APOSC_22749, APOSC_28682, APOSC_28679, APOSC_28681, APOSC_28678, APOSC_28677, APOSC_28680
OG0000813	ASTMX12845, ASTMX17981	APOSC_10674, APOSC_03337, APOSC_07707
OG0000814	ASTMX15594	APOSC_22281
OG0000815	ASTMX05918	APOSC_21255
OG0000815	ASTMX00181	APOSC_22617
OG0000816	ASTMX01604, ASTMX07613, ASTMX14361	APOSC_05809
OG0000816	ASTMX03674, ASTMX12133	APOSC_10643, APOSC_15680
OG0000817	ASTMX22057	APOSC_13738
OG0000817	ASTMX12294	APOSC_22901
OG0000817	ASTMX19659	APOSC_07767
OG0000818	ASTMX12922, ASTMX22575, ASTMX07670, ASTMX01486, ASTMX09066	APOSC_14407, APOSC_14408, APOSC_14409
OG0000819	ASTMX14488	APOSC_17700
OG0000819	ASTMX05872, ASTMX12231	APOSC_05516
OG0000820	ASTMX12576, ASTMX21202, ASTMX17705, ASTMX08673, ASTMX00527, ASTMX23035, ASTMX11792, ASTMX15475	APOSC_11841
OG0000822	ASTMX12417	APOSC_20678
OG0000822	ASTMX10309	APOSC_12709
OG0000822	ASTMX12605	APOSC_02360, APOSC_25612
OG0000823	ASTMX19476	APOSC_01112, APOSC_07998, APOSC_25271, APOSC_12349, APOSC_24625, APOSC_19611, APOSC_22625
OG0000824	ASTMX19096, ASTMX19094, ASTMX19092, ASTMX12217, ASTMX19091, ASTMX12216, ASTMX19095	APOSC_26516
OG0000825	ASTMX14867, ASTMX09792	APOSC_17271
OG0000825	ASTMX19849, ASTMX06289	APOSC_03303
OG0000826	ASTMX19669	APOSC_07568, APOSC_07567, APOSC_22497, APOSC_26704
OG0000827	ASTMX03408, ASTMX03367	APOSC_24620, APOSC_19492
OG0000828	ASTMX13643	APOSC_05791
OG0000828	ASTMX19023	APOSC_22977, APOSC_11571
OG0000829	ASTMX02806, ASTMX14699, ASTMX09961, ASTMX19415, ASTMX04647, ASTMX18505	APOSC_25803, APOSC_25804
OG0000830	ASTMX15395, ASTMX17788, ASTMX07267, ASTMX03575	APOSC_14730, APOSC_02445
OG0000831	ASTMX10322, ASTMX00501	APOSC_01145
OG0000832	ASTMX15114, ASTMX12276, ASTMX04850	APOSC_10469, APOSC_10470
OG0000833	ASTMX16676, ASTMX17036, ASTMX20537, ASTMX17998	APOSC_26082, APOSC_26081
OG0000834	ASTMX03780	APOSC_04739, APOSC_27269
OG0000835	ASTMX11779	APOSC_04775, APOSC_05126, APOSC_22110
OG0000835	ASTMX01087, ASTMX09001, ASTMX07115, ASTMX07230	APOSC_18417
OG0000836	ASTMX14295, ASTMX00637, ASTMX02859	APOSC_15778
OG0000837	ASTMX04294, ASTMX04295, ASTMX04140, ASTMX07602, ASTMX17291	APOSC_12041, APOSC_06484, APOSC_27044, APOSC_21308
OG0000838	ASTMX09271, ASTMX02044, ASTMX09270, ASTMX02043, ASTMX16316	APOSC_26520
OG0000841	ASTMX20423	APOSC_26322
OG0000841	ASTMX20424, ASTMX10887, ASTMX01216, ASTMX12144	APOSC_23985, APOSC_23987, APOSC_23986
OG0000842	ASTMX13270, ASTMX14600, ASTMX21767, ASTMX08674, ASTMX22831, ASTMX05913, ASTMX19115, ASTMX09604	APOSC_09796
OG0000844	ASTMX05225, ASTMX06886, ASTMX11513, ASTMX04355, ASTMX10336, ASTMX04359	APOSC_10362
OG0000845	ASTMX05855	APOSC_11449
OG0000846	ASTMX14946, ASTMX06081	APOSC_12791, APOSC_12790
OG0000847	ASTMX04476	APOSC_10143
OG0000847	ASTMX13199, ASTMX17255	APOSC_11562
OG0000848	ASTMX13979, ASTMX14345, ASTMX04742	APOSC_20382
OG0000848	ASTMX00257, ASTMX06224, ASTMX13366	APOSC_28316, APOSC_18151, APOSC_18150
OG0000849	ASTMX14573	APOSC_27634, APOSC_09266
OG0000849	ASTMX21951	APOSC_03689
OG0000850	ASTMX16693, ASTMX02820	APOSC_08264
OG0000850	ASTMX12095	APOSC_23927
OG0000851	ASTMX09788, ASTMX09789, ASTMX17144, ASTMX08263	APOSC_19702, APOSC_19703, APOSC_19701
OG0000852	ASTMX14218, ASTMX09079, ASTMX14219	APOSC_20285, APOSC_20286
OG0000852	ASTMX01973, ASTMX04325	APOSC_02824
OG0000855	ASTMX05866, ASTMX09644, ASTMX09643	APOSC_08922, APOSC_08923, APOSC_26256
OG0000857	ASTMX18737, ASTMX15778, ASTMX01089, ASTMX09003	APOSC_24744
OG0000858	ASTMX14432	APOSC_14953
OG0000858	ASTMX03492	APOSC_23576
OG0000860	ASTMX22579, ASTMX13435, ASTMX16785, ASTMX21569, ASTMX19755	APOSC_17954
OG0000868	ASTMX18458, ASTMX16490	APOSC_13101
OG0000868	ASTMX15068	APOSC_22114
OG0000869	ASTMX05238	APOSC_14843
OG0000869	ASTMX03029, ASTMX03031, ASTMX03030	APOSC_18698
OG0000871	ASTMX08820	APOSC_16796, APOSC_20272, APOSC_28302, APOSC_27777, APOSC_03183
OG0000871	ASTMX22315	APOSC_14488
OG0000872	ASTMX20999	APOSC_01621, APOSC_01620
OG0000873	ASTMX22220	APOSC_27618
OG0000874	ASTMX03695, ASTMX11238, ASTMX21323	APOSC_24109
OG0000874	ASTMX03655, ASTMX07423	APOSC_09520
OG0000875	ASTMX10227, ASTMX22128	APOSC_06925, APOSC_26698, APOSC_26697, APOSC_10108
OG0000875	ASTMX15020	APOSC_05938
OG0000877	ASTMX02085	APOSC_14562, APOSC_05392, APOSC_11159, APOSC_18856, APOSC_22435, APOSC_14561, APOSC_03592, APOSC_03591
OG0000878	ASTMX14927	APOSC_12538
OG0000879	ASTMX07159, ASTMX20218, ASTMX05667	APOSC_26037
OG0000879	ASTMX19602, ASTMX05400	APOSC_25589, APOSC_19618
OG0000880	ASTMX19119, ASTMX05557, ASTMX08534, ASTMX10778	APOSC_11063
OG0000882	ASTMX12618, ASTMX07464, ASTMX13019, ASTMX05010	APOSC_22975
OG0000887	ASTMX05512, ASTMX10768	APOSC_06735
OG0000887	ASTMX16791	APOSC_07943
OG0000888	ASTMX14224, ASTMX11928	APOSC_22842
OG0000888	ASTMX18926	APOSC_02163
OG0000889	ASTMX01303, ASTMX13535	APOSC_15049, APOSC_07753, APOSC_09768
OG0000889	ASTMX17253, ASTMX13198, ASTMX13987, ASTMX20205	APOSC_28468
OG0000890	ASTMX13028, ASTMX21054, ASTMX07291	APOSC_26142, APOSC_26140
OG0000893	ASTMX16839, ASTMX15713, ASTMX05174, ASTMX05175, ASTMX05176, ASTMX15714	APOSC_13888, APOSC_05778
OG0000894	ASTMX14915, ASTMX19186	APOSC_05906, APOSC_06317
OG0000894	ASTMX07726, ASTMX19891, ASTMX11065	APOSC_02796, APOSC_02797
OG0000896	ASTMX03839, ASTMX20490	APOSC_16669
OG0000897	ASTMX00619	APOSC_09636
OG0000897	ASTMX00999, ASTMX08838	APOSC_15460, APOSC_17372
OG0000898	ASTMX07406, ASTMX18529	APOSC_16195
OG0000899	ASTMX04348, ASTMX20253, ASTMX02728, ASTMX04745, ASTMX18004	APOSC_14711
OG0000900	ASTMX07447	APOSC_00837
OG0000904	ASTMX09306, ASTMX14881, ASTMX12135	APOSC_17702, APOSC_14302, APOSC_14303
OG0000904	ASTMX11271	APOSC_06457, APOSC_06456, APOSC_06458
OG0000905	ASTMX00338, ASTMX14498, ASTMX00347	APOSC_09225, APOSC_09226
OG0000906	ASTMX22382	APOSC_07017
OG0000907	ASTMX06533, ASTMX02843	APOSC_00840
OG0000908	ASTMX20519, ASTMX14450	APOSC_14771
OG0000908	ASTMX13391, ASTMX06616	APOSC_27466
OG0000909	ASTMX14114, ASTMX08183, ASTMX18935, ASTMX02527	APOSC_25304, APOSC_25305, APOSC_25306
OG0000911	ASTMX10186, ASTMX20068	APOSC_15133, APOSC_15134
OG0000912	ASTMX10500, ASTMX10501, ASTMX16615	APOSC_27960, APOSC_27961
OG0000912	ASTMX13041, ASTMX04397	APOSC_29074
OG0000913	ASTMX04731, ASTMX14355	APOSC_04388
OG0000915	ASTMX19052, ASTMX06403, ASTMX16161, ASTMX09477, ASTMX05555, ASTMX07212	APOSC_07775
OG0000921	ASTMX13599	APOSC_26555
OG0000921	ASTMX02073	APOSC_24063
OG0000923	ASTMX12705	APOSC_26447
OG0000923	ASTMX21755	APOSC_00356
OG0000925	ASTMX10561	APOSC_04534
OG0000925	ASTMX00132, ASTMX00555	APOSC_05628
OG0000926	ASTMX09128	APOSC_22481
OG0000926	ASTMX20470	APOSC_26871
OG0000928	ASTMX22584, ASTMX18625, ASTMX17517, ASTMX00645, ASTMX01726	APOSC_19235, APOSC_19234, APOSC_19236
OG0000929	ASTMX04114, ASTMX07004, ASTMX06184, ASTMX16944, ASTMX10239, ASTMX04285	APOSC_07152, APOSC_28960
OG0000930	ASTMX02277, ASTMX03926, ASTMX03925	APOSC_24570
OG0000931	ASTMX03676	APOSC_10285
OG0000932	ASTMX05094, ASTMX12156, ASTMX11727	APOSC_20073
OG0000932	ASTMX11726	APOSC_27821, APOSC_27820
OG0000934	ASTMX09810, ASTMX09922	APOSC_15771
OG0000934	ASTMX09273, ASTMX08879, ASTMX19792	APOSC_01130
OG0000935	ASTMX04934, ASTMX18192, ASTMX02617, ASTMX18423, ASTMX09074, ASTMX14216, ASTMX00813	APOSC_07475
OG0000936	ASTMX15303, ASTMX09443	APOSC_27659, APOSC_26821, APOSC_20781, APOSC_04602, APOSC_04603
OG0000943	ASTMX21773	APOSC_16658
OG0000944	ASTMX07936, ASTMX13997, ASTMX11801, ASTMX01164	APOSC_18987
OG0000945	ASTMX00204, ASTMX12524, ASTMX16834	APOSC_00213
OG0000946	ASTMX14434	APOSC_07875
OG0000946	ASTMX18936, ASTMX00332, ASTMX10860	APOSC_29057
OG0000947	ASTMX10737, ASTMX06666, ASTMX16756, ASTMX11945	APOSC_14595
OG0000947	ASTMX05367, ASTMX22371, ASTMX07513, ASTMX12713	APOSC_00712
OG0000949	ASTMX15084, ASTMX08824, ASTMX21187, ASTMX22481, ASTMX19646, ASTMX11332, ASTMX19844, ASTMX08182	APOSC_12498
OG0000951	ASTMX01864, ASTMX01863, ASTMX22222, ASTMX05129	APOSC_13115, APOSC_13394
OG0000951	ASTMX04202	APOSC_06072, APOSC_06068, APOSC_06070, APOSC_06073
OG0000952	ASTMX04103, ASTMX16768	APOSC_07711
OG0000952	ASTMX08010, ASTMX16769	APOSC_03764, APOSC_03765
OG0000953	ASTMX18226, ASTMX12548, ASTMX06834, ASTMX00739	APOSC_11055
OG0000954	ASTMX15027	APOSC_16116, APOSC_16117
OG0000954	ASTMX21854	APOSC_17406, APOSC_17405
OG0000955	ASTMX18471, ASTMX19384	APOSC_05735
OG0000955	ASTMX11621	APOSC_04505
OG0000957	ASTMX04943, ASTMX06936	APOSC_18814
OG0000958	ASTMX06367, ASTMX12813, ASTMX16637	APOSC_18169
OG0000960	ASTMX16444, ASTMX07245, ASTMX15601, ASTMX10147	APOSC_11917, APOSC_11916
OG0000963	ASTMX07918, ASTMX18186	APOSC_02511
OG0000963	ASTMX05064, ASTMX15961	APOSC_02848
OG0000964	ASTMX14595	APOSC_14870, APOSC_13280, APOSC_13279, APOSC_13425, APOSC_28264
OG0000965	ASTMX11644	APOSC_23312, APOSC_23311
OG0000965	ASTMX05585	APOSC_09972
OG0000966	ASTMX02282, ASTMX09390, ASTMX05066, ASTMX09997	APOSC_26602
OG0000967	ASTMX08221	APOSC_19736
OG0000967	ASTMX07666, ASTMX03215	APOSC_16830, APOSC_16829, APOSC_28756
OG0000968	ASTMX00225, ASTMX16299, ASTMX00443	APOSC_16459
OG0000968	ASTMX13057, ASTMX11973	APOSC_20513
OG0000969	ASTMX01808	APOSC_12423, APOSC_09810, APOSC_13652, APOSC_17711, APOSC_15123
OG0000970	ASTMX16775, ASTMX10621	APOSC_22645
OG0000971	ASTMX00664	APOSC_04524
OG0000971	ASTMX14779	APOSC_23034, APOSC_00944, APOSC_00943, APOSC_00942, APOSC_23033
OG0000971	ASTMX00674	APOSC_26928, APOSC_26206
OG0000972	ASTMX18834	APOSC_08203
OG0000972	ASTMX16325	APOSC_06797
OG0000973	ASTMX13794, ASTMX13793	APOSC_02414, APOSC_22199, APOSC_22200, APOSC_22201
OG0000974	ASTMX15410	APOSC_23144, APOSC_06310, APOSC_20150, APOSC_13468
OG0000978	ASTMX10667, ASTMX02304, ASTMX07458, ASTMX17117, ASTMX00202, ASTMX01648	APOSC_07678
OG0000979	ASTMX07631	APOSC_15019, APOSC_17422
OG0000981	ASTMX07777	APOSC_19493
OG0000982	ASTMX07919, ASTMX18187, ASTMX11536, ASTMX07445, ASTMX13438, ASTMX10025	APOSC_05256, APOSC_05255
OG0000984	ASTMX02397	APOSC_05077
OG0000985	ASTMX09768, ASTMX15611, ASTMX12134, ASTMX10557, ASTMX04706	APOSC_19761
OG0000986	ASTMX17978	APOSC_14087, APOSC_17601
OG0000987	ASTMX15681, ASTMX02636, ASTMX09408, ASTMX04754, ASTMX04880, ASTMX14766	APOSC_18102
OG0000988	ASTMX14582, ASTMX10358, ASTMX14055	APOSC_04357, APOSC_13757
OG0000989	ASTMX21040, ASTMX06443, ASTMX15397, ASTMX15396, ASTMX21290, ASTMX12898, ASTMX04135, ASTMX08566, ASTMX11776, ASTMX03087, ASTMX21439	APOSC_10480
OG0000992	ASTMX21108	APOSC_10110
OG0000992	ASTMX16823, ASTMX21083	APOSC_24901
OG0000994	ASTMX09930	APOSC_21838
OG0000994	ASTMX09998	APOSC_16646
OG0000995	ASTMX18626, ASTMX17670, ASTMX10200, ASTMX11669, ASTMX21664	APOSC_26873, APOSC_26872
OG0000996	ASTMX23040, ASTMX18947, ASTMX18386, ASTMX22748, ASTMX01122, ASTMX09090, ASTMX06171, ASTMX18948	APOSC_26134, APOSC_26133
OG0000999	ASTMX07361, ASTMX15986, ASTMX14492, ASTMX00353, ASTMX16560	APOSC_24853, APOSC_24852
OG0001000	ASTMX00037, ASTMX14963	APOSC_22545, APOSC_22546
OG0001001	ASTMX17780, ASTMX06967	APOSC_09664
OG0001002	ASTMX03599	APOSC_12230
OG0001003	ASTMX14461, ASTMX16003	APOSC_02292
OG0001005	ASTMX13958	APOSC_05744
OG0001005	ASTMX01027, ASTMX13959	APOSC_05743, APOSC_05745
OG0001006	ASTMX19697	APOSC_03092, APOSC_20430
OG0001006	ASTMX13446, ASTMX05959, ASTMX13127	APOSC_16381
OG0001007	ASTMX19285, ASTMX05091	APOSC_13458, APOSC_06869
OG0001008	ASTMX17365, ASTMX17759, ASTMX01070	APOSC_08619
OG0001009	ASTMX08160, ASTMX00855	APOSC_07787
OG0001016	ASTMX02659	APOSC_19695
OG0001016	ASTMX09603	APOSC_06741
OG0001017	ASTMX17970, ASTMX04766, ASTMX17968, ASTMX17967, ASTMX13099, ASTMX17966, ASTMX17965	APOSC_27698, APOSC_27697
OG0001018	ASTMX07293	APOSC_00082
OG0001018	ASTMX14402	APOSC_00204
OG0001021	ASTMX08511	APOSC_24595, APOSC_24596, APOSC_10647
OG0001022	ASTMX16902, ASTMX00545, ASTMX07556, ASTMX16176	APOSC_27056, APOSC_27057
OG0001023	ASTMX19031, ASTMX20687, ASTMX01426, ASTMX20596, ASTMX06914	APOSC_14370
OG0001024	ASTMX03675, ASTMX18108, ASTMX07995, ASTMX09301, ASTMX15826, ASTMX03255	APOSC_15001
OG0001026	ASTMX15598, ASTMX17425, ASTMX16409	APOSC_16961, APOSC_16960
OG0001027	ASTMX12602	APOSC_27148, APOSC_06988, APOSC_05293, APOSC_24821, APOSC_27692
OG0001028	ASTMX02432, ASTMX02433, ASTMX10276, ASTMX00251	APOSC_08654
OG0001029	ASTMX06248, ASTMX01653	APOSC_00202
OG0001030	ASTMX02452, ASTMX18172	APOSC_09604
OG0001030	ASTMX14787, ASTMX04535, ASTMX18636	APOSC_11729
OG0001031	ASTMX07625	APOSC_26056
OG0001032	ASTMX15532, ASTMX03793, ASTMX13164, ASTMX18965, ASTMX09608, ASTMX13460	APOSC_22643, APOSC_22642
OG0001033	ASTMX11272, ASTMX16778, ASTMX20310	APOSC_15664
OG0001033	ASTMX02891, ASTMX13562	APOSC_27603
OG0001034	ASTMX14094, ASTMX17808, ASTMX08019, ASTMX09126	APOSC_15657, APOSC_15659, APOSC_15656, APOSC_15658
OG0001036	ASTMX15297, ASTMX00943, ASTMX04320, ASTMX20857	APOSC_22682
OG0001037	ASTMX09605, ASTMX13457, ASTMX18385, ASTMX09123	APOSC_08095, APOSC_08094
OG0001039	ASTMX00965	APOSC_21961, APOSC_21960
OG0001039	ASTMX19682	APOSC_21962
OG0001042	ASTMX01745, ASTMX19070, ASTMX15836, ASTMX02594, ASTMX01999	APOSC_11804, APOSC_11802, APOSC_11803
OG0001044	ASTMX11020	APOSC_09771
OG0001046	ASTMX04989, ASTMX12326, ASTMX15400, ASTMX21403, ASTMX04871	APOSC_10057
OG0001047	ASTMX13719, ASTMX02988, ASTMX09193, ASTMX08799	APOSC_07498, APOSC_07497, APOSC_09711, APOSC_09712
OG0001048	ASTMX11990, ASTMX19153, ASTMX16464, ASTMX06652, ASTMX16463, ASTMX18179, ASTMX03970	APOSC_27676, APOSC_08099
OG0001049	ASTMX16983, ASTMX16917	APOSC_13075
OG0001049	ASTMX15120, ASTMX04802	APOSC_00313
OG0001050	ASTMX17116, ASTMX01295, ASTMX07885, ASTMX07884, ASTMX00384, ASTMX06846	APOSC_28063
OG0001052	ASTMX02792, ASTMX15614	APOSC_21889
OG0001053	ASTMX18300, ASTMX22111, ASTMX05732, ASTMX04777, ASTMX00654	APOSC_25635
OG0001053	ASTMX04746	APOSC_21499
OG0001054	ASTMX11497, ASTMX10102, ASTMX07817, ASTMX12306, ASTMX15402, ASTMX15877, ASTMX07816, ASTMX19836, ASTMX11496, ASTMX10101	APOSC_23483
OG0001057	ASTMX21869, ASTMX11631	APOSC_13058
OG0001058	ASTMX18033, ASTMX05110, ASTMX11885, ASTMX17859	APOSC_03274, APOSC_08093, APOSC_03275
OG0001059	ASTMX17167, ASTMX13012, ASTMX17166, ASTMX13011	APOSC_04077
OG0001060	ASTMX14477, ASTMX15173	APOSC_24256, APOSC_24254, APOSC_24252, APOSC_24253
OG0001062	ASTMX14307, ASTMX08563, ASTMX02379, ASTMX17790	APOSC_18657
OG0001063	ASTMX10605	APOSC_06298, APOSC_18602
OG0001065	ASTMX18463, ASTMX10224	APOSC_06320
OG0001066	ASTMX20286, ASTMX02069, ASTMX08837, ASTMX00998, ASTMX09220	APOSC_18530
OG0001067	ASTMX00002, ASTMX08589	APOSC_06521
OG0001068	ASTMX16663, ASTMX10634	APOSC_05419
OG0001072	ASTMX19026	APOSC_21913
OG0001072	ASTMX07116	APOSC_13810, APOSC_10950, APOSC_17931
OG0001073	ASTMX00299, ASTMX15138, ASTMX15137, ASTMX15139, ASTMX07175	APOSC_26376
OG0001075	ASTMX15603, ASTMX17534, ASTMX07596	APOSC_01609
OG0001076	ASTMX03684, ASTMX11243, ASTMX11094	APOSC_12173
OG0001077	ASTMX08017	APOSC_11437
OG0001077	ASTMX12567	APOSC_00506
OG0001078	ASTMX14428, ASTMX16990, ASTMX15708, ASTMX07308, ASTMX21162, ASTMX01731	APOSC_27568
OG0001079	ASTMX13695, ASTMX07130, ASTMX04052	APOSC_10027
OG0001080	ASTMX20362	APOSC_05170
OG0001080	ASTMX17093, ASTMX00271	APOSC_12416
OG0001081	ASTMX07534, ASTMX20170, ASTMX20169	APOSC_07539
OG0001082	ASTMX05356	APOSC_13677
OG0001083	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493	APOSC_11163
OG0001084	ASTMX13267, ASTMX14596, ASTMX13269	APOSC_05222
OG0001084	ASTMX21978, ASTMX16214	APOSC_23702
OG0001085	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559	APOSC_12993, APOSC_12994
OG0001088	ASTMX09698, ASTMX21365	APOSC_19644
OG0001089	ASTMX21827	APOSC_27366
OG0001090	ASTMX12686	APOSC_17130, APOSC_08889, APOSC_26557, APOSC_00452
OG0001092	ASTMX11230	APOSC_09742
OG0001093	ASTMX12014, ASTMX12657, ASTMX16037, ASTMX04141, ASTMX08672	APOSC_16046, APOSC_16044, APOSC_16045, APOSC_16043
OG0001094	ASTMX20728, ASTMX11817, ASTMX22892	APOSC_16150, APOSC_26607, APOSC_01941
OG0001095	ASTMX01042, ASTMX06668, ASTMX10417, ASTMX04271	APOSC_09493
OG0001101	ASTMX18645	APOSC_01614
OG0001102	ASTMX10946	APOSC_08185
OG0001102	ASTMX06585	APOSC_22291
OG0001103	ASTMX01362	APOSC_04714
OG0001103	ASTMX07925	APOSC_00044
OG0001105	ASTMX06295	APOSC_29086
OG0001105	ASTMX16452	APOSC_22089
OG0001106	ASTMX12402, ASTMX00435	APOSC_10543
OG0001107	ASTMX07155, ASTMX18532, ASTMX08783, ASTMX07277, ASTMX12968	APOSC_02863, APOSC_02862
OG0001108	ASTMX10776	APOSC_04910
OG0001108	ASTMX02283	APOSC_18668
OG0001109	ASTMX22098, ASTMX18693, ASTMX16851, ASTMX20867	APOSC_01699
OG0001110	ASTMX19998, ASTMX20209, ASTMX10366, ASTMX18902, ASTMX13352	APOSC_02158
OG0001112	ASTMX08753, ASTMX12056	APOSC_22649, APOSC_22648, APOSC_22650
OG0001113	ASTMX19887	APOSC_04032
OG0001113	ASTMX17682	APOSC_01852
OG0001113	ASTMX17433	APOSC_23610
OG0001114	ASTMX20168, ASTMX05200, ASTMX10656	APOSC_06726
OG0001115	ASTMX22571, ASTMX01777, ASTMX14280, ASTMX19074, ASTMX15784, ASTMX16079, ASTMX09277	APOSC_20837
OG0001116	ASTMX16860	APOSC_23270, APOSC_23271, APOSC_23272
OG0001119	ASTMX11748	APOSC_27990, APOSC_15333, APOSC_27989
OG0001120	ASTMX04101, ASTMX08003, ASTMX10732, ASTMX16697, ASTMX08805, ASTMX16767	APOSC_17282, APOSC_17283, APOSC_17284, APOSC_17286, APOSC_17285
OG0001121	ASTMX15268, ASTMX07286	APOSC_08497, APOSC_08496
OG0001123	ASTMX11965	APOSC_27910
OG0001123	ASTMX03333	APOSC_06480
OG0001124	ASTMX11649	APOSC_05655
OG0001124	ASTMX21249	APOSC_14707
OG0001126	ASTMX15842	APOSC_00715, APOSC_12884
OG0001126	ASTMX15843	APOSC_12885
OG0001127	ASTMX12680, ASTMX16751, ASTMX02660, ASTMX13770	APOSC_22052
OG0001128	ASTMX18460, ASTMX16489, ASTMX06330, ASTMX08219, ASTMX03840	APOSC_17039
OG0001129	ASTMX10908, ASTMX12420, ASTMX13922	APOSC_09504, APOSC_09503, APOSC_09505
OG0001129	ASTMX10145, ASTMX09711	APOSC_07928
OG0001130	ASTMX10575	APOSC_23929, APOSC_10394
OG0001131	ASTMX07608, ASTMX14403, ASTMX04858	APOSC_10660
OG0001132	ASTMX10021	APOSC_22214
OG0001133	ASTMX13789	APOSC_09462
OG0001133	ASTMX12861	APOSC_26387
OG0001134	ASTMX21574, ASTMX21573, ASTMX07671	APOSC_03277
OG0001135	ASTMX15353, ASTMX19619	APOSC_07139, APOSC_21672
OG0001135	ASTMX18867	APOSC_23479
OG0001136	ASTMX03984, ASTMX03125, ASTMX00617, ASTMX01730	APOSC_27527
OG0001137	ASTMX12515, ASTMX16194, ASTMX01698	APOSC_03121, APOSC_03122
OG0001138	ASTMX18696, ASTMX18698, ASTMX19043, ASTMX13761, ASTMX15448, ASTMX17720	APOSC_17070, APOSC_17069
OG0001139	ASTMX08590	APOSC_20729, APOSC_20730
OG0001139	ASTMX08334, ASTMX02193, ASTMX16174	APOSC_22795
OG0001141	ASTMX18850, ASTMX15737	APOSC_14638, APOSC_05629, APOSC_15128
OG0001142	ASTMX06998	APOSC_21301, APOSC_21304, APOSC_21300, APOSC_21302
OG0001143	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862	APOSC_15154
OG0001144	ASTMX11062, ASTMX09403, ASTMX17694, ASTMX01911, ASTMX19825	APOSC_19392
OG0001148	ASTMX07421	APOSC_26031
OG0001149	ASTMX19645, ASTMX17794	APOSC_21673, APOSC_19665
OG0001155	ASTMX05916	APOSC_09331
OG0001155	ASTMX05884	APOSC_20228
OG0001156	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559	APOSC_02186
OG0001158	ASTMX02087, ASTMX17173, ASTMX12628	APOSC_02675, APOSC_10531
OG0001159	ASTMX04571, ASTMX16858	APOSC_12530
OG0001160	ASTMX03036, ASTMX02042, ASTMX09272	APOSC_19351
OG0001161	ASTMX05139, ASTMX19392, ASTMX10567	APOSC_06253, APOSC_13984, APOSC_06254
OG0001162	ASTMX14904, ASTMX06131, ASTMX00151, ASTMX17408, ASTMX18039	APOSC_12922, APOSC_12923
OG0001163	ASTMX21149, ASTMX13397, ASTMX06626	APOSC_00653, APOSC_10789, APOSC_08646, APOSC_08645, APOSC_17340, APOSC_13361
OG0001164	ASTMX23034	APOSC_13012
OG0001165	ASTMX13025	APOSC_20051
OG0001165	ASTMX00124	APOSC_23971
OG0001166	ASTMX14476, ASTMX21070, ASTMX15099, ASTMX16555, ASTMX04635	APOSC_26232, APOSC_26233, APOSC_26234
OG0001167	ASTMX18844, ASTMX18845, ASTMX07609	APOSC_15750, APOSC_15751
OG0001168	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562	APOSC_07839, APOSC_20079
OG0001169	ASTMX04343	APOSC_16441
OG0001170	ASTMX11047	APOSC_23119, APOSC_09798, APOSC_25465
OG0001171	ASTMX06140	APOSC_10831
OG0001172	ASTMX02640, ASTMX12998	APOSC_01434
OG0001172	ASTMX05444, ASTMX13620, ASTMX07385	APOSC_19424
OG0001173	ASTMX06808	APOSC_12328
OG0001174	ASTMX00942	APOSC_02636, APOSC_02635
OG0001176	ASTMX21031, ASTMX00469, ASTMX18559	APOSC_17966, APOSC_17968, APOSC_17967, APOSC_11811, APOSC_11812
OG0001176	ASTMX10559, ASTMX01481, ASTMX13540	APOSC_09966
OG0001177	ASTMX14125	APOSC_27862
OG0001177	ASTMX15939	APOSC_09067
OG0001178	ASTMX12782, ASTMX12781	APOSC_13380
OG0001178	ASTMX00134, ASTMX00554	APOSC_10092
OG0001179	ASTMX12400	APOSC_24042
OG0001179	ASTMX07456	APOSC_00450
OG0001181	ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260	APOSC_08671
OG0001182	ASTMX12103, ASTMX13653, ASTMX19714, ASTMX07068, ASTMX07067	APOSC_00719, APOSC_23474, APOSC_12486, APOSC_22228
OG0001183	ASTMX19735, ASTMX17804	APOSC_17193, APOSC_17194
OG0001184	ASTMX19302	APOSC_28467
