Orthogroup	ASTMX	APOSC_ok
OG0003159	ASTMX12859, ASTMX09033, ASTMX07619	APOSC_07797
OG0003160	ASTMX02814, ASTMX16455	APOSC_27572
OG0003161	ASTMX13679, ASTMX15650	APOSC_28138
OG0003162	ASTMX10819, ASTMX13525, ASTMX19089	APOSC_02911, APOSC_02912
OG0003163	ASTMX03994, ASTMX05123, ASTMX14593	APOSC_03590
OG0003164	ASTMX01170, ASTMX15907	APOSC_27781
OG0003165	ASTMX03289, ASTMX04540	APOSC_27104
OG0003166	ASTMX22568, ASTMX04151	APOSC_03403
OG0003167	ASTMX04465, ASTMX17254, ASTMX05894	APOSC_14053
OG0003169	ASTMX07868	APOSC_20189
OG0003171	ASTMX03122, ASTMX03788	APOSC_25907
OG0003172	ASTMX12697	APOSC_05273
OG0003173	ASTMX20601, ASTMX20314, ASTMX05950	APOSC_18974
OG0003174	ASTMX07988	APOSC_05372
OG0003175	ASTMX20854, ASTMX00657	APOSC_19430
OG0003176	ASTMX02580	APOSC_04154
OG0003179	ASTMX22089	APOSC_10676
OG0003180	ASTMX09365, ASTMX03476, ASTMX13448	APOSC_00703
OG0003181	ASTMX18964, ASTMX11371	APOSC_25121
OG0003182	ASTMX01957, ASTMX21704	APOSC_25417
OG0003183	ASTMX15472, ASTMX04269	APOSC_12138
OG0003184	ASTMX09649, ASTMX22723	APOSC_10064
OG0003185	ASTMX08990, ASTMX16307	APOSC_17234
OG0003187	ASTMX04939	APOSC_28348, APOSC_06145, APOSC_06146
OG0003188	ASTMX12866, ASTMX05144, ASTMX18728, ASTMX06943	APOSC_27313
OG0003189	ASTMX03737	APOSC_13962
OG0003190	ASTMX21768	APOSC_09818
OG0003191	ASTMX00980, ASTMX19044	APOSC_21528, APOSC_28691
OG0003192	ASTMX20427, ASTMX05442	APOSC_15341
OG0003193	ASTMX04173, ASTMX07557	APOSC_05846
OG0003196	ASTMX13910	APOSC_00552
OG0003197	ASTMX08037	APOSC_23003, APOSC_23004
OG0003198	ASTMX14796	APOSC_27357, APOSC_27358
OG0003199	ASTMX13735, ASTMX17609	APOSC_20188
OG0003200	ASTMX02514	APOSC_27847
OG0003201	ASTMX21988	APOSC_14043
OG0003202	ASTMX10006	APOSC_27051
OG0003203	ASTMX04267, ASTMX15368	APOSC_00928, APOSC_00929
OG0003204	ASTMX16389, ASTMX01566	APOSC_03083
OG0003205	ASTMX07896, ASTMX13085, ASTMX06944	APOSC_24249
OG0003207	ASTMX00941, ASTMX16303	APOSC_24531, APOSC_20290
OG0003208	ASTMX16806	APOSC_22663
OG0003210	ASTMX10368, ASTMX08853, ASTMX06477	APOSC_17493
OG0003211	ASTMX19437, ASTMX01978	APOSC_19199, APOSC_19198, APOSC_19196, APOSC_19197
OG0003212	ASTMX13329, ASTMX01976	APOSC_29099
OG0003213	ASTMX03983, ASTMX03124	APOSC_19508
OG0003214	ASTMX08653	APOSC_18366
OG0003215	ASTMX04892, ASTMX22130	APOSC_16838, APOSC_16839
OG0003216	ASTMX04974, ASTMX01453, ASTMX01452, ASTMX19467, ASTMX06867	APOSC_28257
OG0003217	ASTMX02353, ASTMX14721	APOSC_13005
OG0003218	ASTMX15207	APOSC_15489
OG0003220	ASTMX21037, ASTMX05784	APOSC_10137
OG0003221	ASTMX04321, ASTMX04290	APOSC_10483, APOSC_21165
OG0003222	ASTMX08890, ASTMX02588, ASTMX06133	APOSC_28884
OG0003223	ASTMX06346, ASTMX06347	APOSC_03309
OG0003224	ASTMX07863, ASTMX13264, ASTMX05296	APOSC_27710
OG0003225	ASTMX10853, ASTMX22401	APOSC_01072, APOSC_05344
OG0003227	ASTMX00382	APOSC_14106
OG0003228	ASTMX10791, ASTMX02764	APOSC_12201
OG0003229	ASTMX17506, ASTMX12857	APOSC_02006
OG0003230	ASTMX13387	APOSC_16300
OG0003232	ASTMX11141, ASTMX09493, ASTMX04245, ASTMX01543, ASTMX09741, ASTMX04695	APOSC_03623
OG0003234	ASTMX11623	APOSC_16222
OG0003235	ASTMX16993	APOSC_02018, APOSC_02019
OG0003239	ASTMX07187	APOSC_06158
OG0003240	ASTMX02082, ASTMX01039, ASTMX17067, ASTMX10438	APOSC_19551
OG0003250	ASTMX10794, ASTMX06685	APOSC_14477, APOSC_14476, APOSC_03219
OG0003251	ASTMX09724, ASTMX15809, ASTMX03540	APOSC_01087, APOSC_20351
OG0003252	ASTMX03281, ASTMX01275	APOSC_18332
OG0003253	ASTMX03410, ASTMX20134, ASTMX07062	APOSC_26695
OG0003254	ASTMX04636, ASTMX03953	APOSC_25008
OG0003255	ASTMX12251	APOSC_13275, APOSC_13276
OG0003258	ASTMX11167	APOSC_25989
OG0003259	ASTMX15657	APOSC_04665, APOSC_25225, APOSC_25224, APOSC_04666
OG0003260	ASTMX03988, ASTMX10584	APOSC_01568, APOSC_01569
OG0003261	ASTMX19028	APOSC_23715
OG0003262	ASTMX09623, ASTMX05093, ASTMX09613	APOSC_01608
OG0003263	ASTMX06871	APOSC_06856, APOSC_10864, APOSC_04917, APOSC_05065
OG0003264	ASTMX12623, ASTMX02507, ASTMX17172	APOSC_10052
OG0003265	ASTMX13950, ASTMX02020	APOSC_12648
OG0003266	ASTMX02992	APOSC_02901
OG0003267	ASTMX07667	APOSC_15562
OG0003268	ASTMX13578	APOSC_18926
OG0003269	ASTMX07746, ASTMX16031	APOSC_01010
OG0003270	ASTMX00434, ASTMX01987	APOSC_23736
OG0003271	ASTMX05159	APOSC_18893
OG0003272	ASTMX16097, ASTMX17574	APOSC_11506
OG0003273	ASTMX03258	APOSC_20401, APOSC_15189, APOSC_15132, APOSC_16564, APOSC_05214, APOSC_09042, APOSC_18523, APOSC_15131, APOSC_08864
OG0003275	ASTMX20071, ASTMX00521	APOSC_26815
OG0003276	ASTMX09369, ASTMX05594, ASTMX09674, ASTMX01404, ASTMX01283	APOSC_08702, APOSC_01002, APOSC_13257
OG0003277	ASTMX08840, ASTMX22126	APOSC_19318
OG0003278	ASTMX13373	APOSC_03019, APOSC_03018
OG0003279	ASTMX11486, ASTMX04660	APOSC_03598
OG0003280	ASTMX15864	APOSC_08149
OG0003282	ASTMX09305, ASTMX07991	APOSC_22425, APOSC_22426
OG0003283	ASTMX16304	APOSC_05350
OG0003287	ASTMX06398, ASTMX14109	APOSC_11817, APOSC_11816
OG0003288	ASTMX01172	APOSC_08027, APOSC_08028
OG0003289	ASTMX09581, ASTMX11746, ASTMX02626, ASTMX12831	APOSC_25294
OG0003290	ASTMX03173	APOSC_22357
OG0003291	ASTMX12200	APOSC_19509
OG0003293	ASTMX14284, ASTMX14283	APOSC_18462
OG0003294	ASTMX12473	APOSC_08073, APOSC_03218
OG0003295	ASTMX10432, ASTMX03897	APOSC_13157
OG0003296	ASTMX13206, ASTMX05984	APOSC_20409
OG0003297	ASTMX17343	APOSC_19537
OG0003298	ASTMX04625	APOSC_05046, APOSC_05047
OG0003299	ASTMX05504	APOSC_25288
OG0003301	ASTMX11883, ASTMX14970, ASTMX10951	APOSC_20684
OG0003303	ASTMX21947	APOSC_18665
OG0003303	ASTMX20298	APOSC_00585
OG0003304	ASTMX01812	APOSC_15762
OG0003306	ASTMX19066	APOSC_13804
OG0003307	ASTMX14758, ASTMX14757, ASTMX04729	APOSC_25176
OG0003309	ASTMX02666	APOSC_07262
OG0003311	ASTMX01126, ASTMX10706, ASTMX06164, ASTMX20152	APOSC_08614
OG0003314	ASTMX10703, ASTMX01641, ASTMX12479, ASTMX22732	APOSC_23701
OG0003315	ASTMX16859	APOSC_28652
OG0003316	ASTMX20320	APOSC_24704
OG0003317	ASTMX17437	APOSC_27860
OG0003318	ASTMX01091, ASTMX15793, ASTMX04784, ASTMX15792, ASTMX15791	APOSC_06088
OG0003319	ASTMX04815, ASTMX06693, ASTMX17160	APOSC_26103
OG0003320	ASTMX17270	APOSC_18916
OG0003323	ASTMX20658	APOSC_10997
OG0003324	ASTMX00455	APOSC_15048, APOSC_06758
OG0003325	ASTMX13406, ASTMX06639	APOSC_20628
OG0003326	ASTMX09687, ASTMX20074	APOSC_05346
OG0003327	ASTMX10363, ASTMX06502	APOSC_25953
OG0003328	ASTMX10052	APOSC_07445
OG0003329	ASTMX03339, ASTMX07785	APOSC_17606
OG0003330	ASTMX05145	APOSC_12519, APOSC_12520
OG0003331	ASTMX04420, ASTMX08193	APOSC_14662
OG0003332	ASTMX15129, ASTMX08712, ASTMX05756	APOSC_06501
OG0003335	ASTMX10999	APOSC_22973, APOSC_26808, APOSC_25100
OG0003336	ASTMX03852, ASTMX14190, ASTMX09729, ASTMX05727	APOSC_12100
OG0003337	ASTMX09237, ASTMX09238	APOSC_17322
OG0003340	ASTMX20458, ASTMX04299	APOSC_00595
OG0003341	ASTMX13167	APOSC_08089
OG0003342	ASTMX14553, ASTMX03550, ASTMX03372, ASTMX03371	APOSC_29102, APOSC_29101
OG0003343	ASTMX05881	APOSC_10154
OG0003344	ASTMX13412	APOSC_02014, APOSC_02015
OG0003347	ASTMX17698, ASTMX05419	APOSC_20227
OG0003348	ASTMX17460, ASTMX00165	APOSC_25980
OG0003349	ASTMX06632, ASTMX06577	APOSC_12458
OG0003352	ASTMX07532, ASTMX10406, ASTMX00833	APOSC_05072
OG0003353	ASTMX08541	APOSC_04886, APOSC_04887
OG0003354	ASTMX21682	APOSC_02148
OG0003355	ASTMX18176, ASTMX06654	APOSC_23132
OG0003356	ASTMX19698, ASTMX21492	APOSC_06969
OG0003357	ASTMX00318	APOSC_19085, APOSC_00799, APOSC_00798, APOSC_00797, APOSC_00800
OG0003358	ASTMX15835	APOSC_16536
OG0003359	ASTMX08948	APOSC_26597, APOSC_26598
OG0003360	ASTMX22262, ASTMX04549, ASTMX22698, ASTMX04548	APOSC_10952, APOSC_10953
OG0003361	ASTMX02459, ASTMX04442	APOSC_00516, APOSC_06798
OG0003363	ASTMX05464	APOSC_23809
OG0003364	ASTMX06273, ASTMX21297	APOSC_20943, APOSC_20944
OG0003365	ASTMX03051, ASTMX05516	APOSC_14128
OG0003366	ASTMX02786	APOSC_22846
OG0003367	ASTMX22230, ASTMX02176	APOSC_08856
OG0003368	ASTMX18958, ASTMX00275	APOSC_23104
OG0003369	ASTMX11987, ASTMX05839	APOSC_17312
OG0003370	ASTMX19055, ASTMX04318	APOSC_27440
OG0003371	ASTMX19054, ASTMX00217, ASTMX01969, ASTMX00956	APOSC_19267
OG0003372	ASTMX17792, ASTMX22090	APOSC_25151
OG0003373	ASTMX10290	APOSC_10165, APOSC_15730
OG0003374	ASTMX00872, ASTMX16829, ASTMX01333	APOSC_04421
OG0003375	ASTMX13635	APOSC_12301, APOSC_12302
OG0003376	ASTMX16960	APOSC_26385
OG0003377	ASTMX18938	APOSC_06534
OG0003378	ASTMX10913, ASTMX18798	APOSC_14216
OG0003379	ASTMX06835, ASTMX12551	APOSC_15500
OG0003380	ASTMX21115, ASTMX05978, ASTMX21392	APOSC_06475
OG0003381	ASTMX16159, ASTMX08992	APOSC_25031
OG0003382	ASTMX06479, ASTMX06858	APOSC_14019
OG0003383	ASTMX04487, ASTMX21389	APOSC_25016
OG0003384	ASTMX13160, ASTMX02808, ASTMX09958	APOSC_09692
OG0003385	ASTMX15470	APOSC_14005, APOSC_28819
OG0003386	ASTMX15558, ASTMX05500	APOSC_04892
OG0003387	ASTMX13211	APOSC_15335
OG0003388	ASTMX07669, ASTMX03217, ASTMX03218	APOSC_18890
OG0003391	ASTMX02469	APOSC_07433
OG0003392	ASTMX17435, ASTMX20620	APOSC_15035, APOSC_15037, APOSC_15038, APOSC_15036
OG0003393	ASTMX03585	APOSC_04031, APOSC_10149, APOSC_01176, APOSC_01177
OG0003394	ASTMX12715	APOSC_04303
OG0003419	ASTMX09665, ASTMX22627	APOSC_24829
OG0003420	ASTMX18650, ASTMX10375	APOSC_19215
OG0003421	ASTMX03751	APOSC_20464
OG0003422	ASTMX16317	APOSC_08655, APOSC_12687
OG0003424	ASTMX18868	APOSC_23765
OG0003425	ASTMX10571	APOSC_20861
OG0003426	ASTMX04641	APOSC_14543, APOSC_14542
OG0003428	ASTMX17578	APOSC_11400
OG0003429	ASTMX01780	APOSC_08528, APOSC_02740, APOSC_17184, APOSC_08273
OG0003430	ASTMX03478, ASTMX11528, ASTMX06739	APOSC_02277
OG0003431	ASTMX02037	APOSC_05302
OG0003432	ASTMX19615	APOSC_28050
OG0003433	ASTMX18120, ASTMX05648	APOSC_10843
OG0003434	ASTMX16757	APOSC_08572
OG0003435	ASTMX08077, ASTMX01388	APOSC_16233
OG0003437	ASTMX18378, ASTMX16135, ASTMX15000	APOSC_08994, APOSC_23604
OG0003441	ASTMX13951	APOSC_05349
OG0003443	ASTMX12664, ASTMX04558	APOSC_21858
OG0003444	ASTMX02545, ASTMX01080	APOSC_27190, APOSC_27191
OG0003447	ASTMX07133	APOSC_14224
OG0003448	ASTMX17648	APOSC_12959, APOSC_12960
OG0003449	ASTMX14031	APOSC_17548
OG0003450	ASTMX21046	APOSC_01467
OG0003451	ASTMX00047, ASTMX22491	APOSC_14787
OG0003452	ASTMX07622	APOSC_23506
OG0003453	ASTMX18802	APOSC_24552, APOSC_24553
OG0003454	ASTMX17262, ASTMX01805, ASTMX17046	APOSC_03485
OG0003455	ASTMX03444, ASTMX03446, ASTMX03445	APOSC_04973
OG0003456	ASTMX21655, ASTMX18222, ASTMX04968	APOSC_10391
OG0003457	ASTMX17161, ASTMX01405	APOSC_25499
OG0003458	ASTMX10149	APOSC_17177
OG0003459	ASTMX10610, ASTMX08523	APOSC_19131
OG0003460	ASTMX03204	APOSC_09556
OG0003461	ASTMX15709	APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582
OG0003462	ASTMX22437	APOSC_12605
OG0003463	ASTMX08158, ASTMX19125	APOSC_13277
OG0003464	ASTMX07673	APOSC_02590
OG0003465	ASTMX08614	APOSC_17657
OG0003466	ASTMX18103, ASTMX01489, ASTMX09766, ASTMX12180, ASTMX07980	APOSC_05316, APOSC_03599
OG0003467	ASTMX15385	APOSC_08484, APOSC_08485
OG0003469	ASTMX12242, ASTMX12240, ASTMX12241	APOSC_07978, APOSC_07979
OG0003470	ASTMX20804	APOSC_06657
OG0003471	ASTMX01577	APOSC_19480, APOSC_19479
OG0003472	ASTMX00009	APOSC_28983
OG0003473	ASTMX07041	APOSC_09713
OG0003474	ASTMX15389, ASTMX12244	APOSC_21466
OG0003475	ASTMX07930	APOSC_12044
OG0003476	ASTMX07144	APOSC_18426, APOSC_18425
OG0003477	ASTMX10944	APOSC_28136, APOSC_28137
OG0003478	ASTMX16545	APOSC_06956
OG0003479	ASTMX08377, ASTMX19369	APOSC_11579
OG0003480	ASTMX18358, ASTMX00514	APOSC_22791, APOSC_22792
OG0003481	ASTMX12699	APOSC_05224
OG0003482	ASTMX06291, ASTMX01090, ASTMX09004	APOSC_05017
OG0003483	ASTMX02494	APOSC_24644
OG0003485	ASTMX12594	APOSC_29059
OG0003486	ASTMX09925	APOSC_15150
OG0003487	ASTMX11535	APOSC_24508
OG0003488	ASTMX06137	APOSC_07632
OG0003489	ASTMX11315	APOSC_01163
OG0003490	ASTMX12967	APOSC_17078
OG0003491	ASTMX11829, ASTMX07278	APOSC_27592
OG0003492	ASTMX15658, ASTMX07661	APOSC_12490
OG0003493	ASTMX11757	APOSC_07930
OG0003495	ASTMX06696, ASTMX17728, ASTMX15254	APOSC_13435
OG0003496	ASTMX05843	APOSC_16107
OG0003497	ASTMX09325, ASTMX12800	APOSC_06959
OG0003498	ASTMX01620	APOSC_07920
OG0003499	ASTMX00373	APOSC_23653
OG0003500	ASTMX12903	APOSC_22294, APOSC_22295
OG0003501	ASTMX02416	APOSC_23234
OG0003502	ASTMX09364	APOSC_18703
OG0003503	ASTMX17335	APOSC_02298
OG0003504	ASTMX10105, ASTMX07823, ASTMX12935	APOSC_12706
OG0003505	ASTMX01106	APOSC_27791
OG0003506	ASTMX03887, ASTMX17187, ASTMX15908	APOSC_20588, APOSC_20589
OG0003507	ASTMX03126, ASTMX03987, ASTMX02892	APOSC_14632
OG0003508	ASTMX08692	APOSC_16687
OG0003509	ASTMX20219	APOSC_01600
OG0003510	ASTMX17133	APOSC_02259
OG0003511	ASTMX12073	APOSC_17361
OG0003512	ASTMX05092, ASTMX09614	APOSC_18044
OG0003513	ASTMX12957, ASTMX10424, ASTMX18403	APOSC_23790
OG0003514	ASTMX08380, ASTMX19372, ASTMX08342	APOSC_25842
OG0003515	ASTMX14872, ASTMX08241	APOSC_28363
OG0003516	ASTMX03270	APOSC_07258
OG0003517	ASTMX02229, ASTMX22733, ASTMX21231	APOSC_08762
OG0003518	ASTMX08720	APOSC_13189
OG0003519	ASTMX21057	APOSC_26019, APOSC_26017, APOSC_26018
OG0003520	ASTMX10981	APOSC_27298, APOSC_09597
OG0003521	ASTMX05860	APOSC_19758
OG0003522	ASTMX09932, ASTMX01391	APOSC_15737
OG0003523	ASTMX06451, ASTMX09203	APOSC_24946, APOSC_24945
OG0003524	ASTMX00697	APOSC_25697
OG0003525	ASTMX03127, ASTMX20265	APOSC_00186, APOSC_13006
OG0003526	ASTMX04890, ASTMX21723, ASTMX08073	APOSC_03620
OG0003527	ASTMX22759, ASTMX03019	APOSC_10538, APOSC_10539
OG0003528	ASTMX09805	APOSC_25058
OG0003529	ASTMX16745, ASTMX14098	APOSC_00775, APOSC_00776
OG0003530	ASTMX05440, ASTMX20430	APOSC_01811
OG0003531	ASTMX16540, ASTMX22221, ASTMX09746, ASTMX04691	APOSC_06749
OG0003532	ASTMX09797	APOSC_12900, APOSC_12899, APOSC_18857, APOSC_05700
OG0003533	ASTMX14253	APOSC_20660
OG0003534	ASTMX08453, ASTMX01684, ASTMX08487	APOSC_16413
OG0003535	ASTMX17766, ASTMX10435, ASTMX12077	APOSC_27157
OG0003536	ASTMX04814, ASTMX07581	APOSC_10287
OG0003537	ASTMX10030	APOSC_25691, APOSC_25690, APOSC_25688, APOSC_25689
OG0003538	ASTMX21966, ASTMX20518	APOSC_12153, APOSC_21059
OG0003539	ASTMX01615	APOSC_28124, APOSC_28123
OG0003541	ASTMX02571	APOSC_12528, APOSC_12526, APOSC_12527
OG0003543	ASTMX13907	APOSC_20594
OG0003544	ASTMX05764, ASTMX12377	APOSC_15667
OG0003545	ASTMX22856, ASTMX03639, ASTMX14841	APOSC_01423
OG0003546	ASTMX03306, ASTMX06923, ASTMX13133	APOSC_23945
OG0003547	ASTMX02604, ASTMX19542, ASTMX19541, ASTMX00359	APOSC_28667, APOSC_28666
OG0003548	ASTMX10078, ASTMX20604	APOSC_05144
OG0003549	ASTMX09904, ASTMX16803	APOSC_15888
OG0003550	ASTMX12018, ASTMX00483, ASTMX08669	APOSC_23937
OG0003551	ASTMX14723, ASTMX11606, ASTMX14724, ASTMX04936	APOSC_24999
OG0003552	ASTMX04006	APOSC_13079
OG0003554	ASTMX10001, ASTMX12094	APOSC_07264
OG0003556	ASTMX21299, ASTMX01752, ASTMX13732	APOSC_16589
OG0003557	ASTMX07636, ASTMX17680	APOSC_02465
OG0003558	ASTMX07075, ASTMX08200, ASTMX02922	APOSC_07078
OG0003560	ASTMX20729	APOSC_23803
OG0003561	ASTMX09905, ASTMX06185	APOSC_05634, APOSC_05633
OG0003562	ASTMX19362, ASTMX04310, ASTMX15769	APOSC_04504
OG0003563	ASTMX07743	APOSC_21769
OG0003564	ASTMX16336, ASTMX09764, ASTMX04739	APOSC_26128
OG0003565	ASTMX17264	APOSC_05654
OG0003566	ASTMX09006, ASTMX21630	APOSC_14118
OG0003567	ASTMX03625	APOSC_27651
OG0003568	ASTMX14445	APOSC_24669
OG0003569	ASTMX02172, ASTMX13272, ASTMX09249	APOSC_26818
OG0003570	ASTMX18041	APOSC_11684
OG0003571	ASTMX18396, ASTMX02624	APOSC_19334
OG0003572	ASTMX20122, ASTMX06072, ASTMX07500, ASTMX04640, ASTMX01355	APOSC_10707, APOSC_10706
OG0003573	ASTMX17087	APOSC_22721
OG0003576	ASTMX19656, ASTMX13857	APOSC_06059
OG0003577	ASTMX14615	APOSC_13313
OG0003578	ASTMX15744	APOSC_25298, APOSC_25297, APOSC_25299
OG0003579	ASTMX18857, ASTMX05928, ASTMX10482	APOSC_20893
OG0003581	ASTMX08220	APOSC_04452
OG0003582	ASTMX22172, ASTMX05373	APOSC_10258
OG0003597	ASTMX03573	APOSC_28836
OG0003598	ASTMX04073	APOSC_04757
OG0003600	ASTMX00592	APOSC_08059
OG0003601	ASTMX22455, ASTMX05402, ASTMX21482, ASTMX21464, ASTMX21480	APOSC_25575, APOSC_25576
OG0003604	ASTMX12235, ASTMX18061, ASTMX05055, ASTMX07337	APOSC_19879
OG0003607	ASTMX21385	APOSC_08230
OG0003608	ASTMX02819	APOSC_20138
OG0003610	ASTMX10810	APOSC_06489
OG0003611	ASTMX14877	APOSC_27392
OG0003612	ASTMX21729	APOSC_26359
OG0003613	ASTMX04050, ASTMX18610	APOSC_02881
OG0003615	ASTMX17840, ASTMX02926, ASTMX03022	APOSC_11360
OG0003616	ASTMX05288, ASTMX16997, ASTMX17937	APOSC_26238
OG0003617	ASTMX16719	APOSC_11452
OG0003618	ASTMX06136	APOSC_27107
OG0003619	ASTMX04527	APOSC_04035, APOSC_04036
OG0003620	ASTMX19184	APOSC_04440
OG0003621	ASTMX03711	APOSC_23124, APOSC_23123
OG0003622	ASTMX03803, ASTMX18660	APOSC_16583
OG0003623	ASTMX09071	APOSC_05900
OG0003626	ASTMX14928	APOSC_07159
OG0003627	ASTMX02831, ASTMX03012	APOSC_10236
OG0003628	ASTMX20167, ASTMX05199	APOSC_05325, APOSC_09088, APOSC_05324
OG0003629	ASTMX11708	APOSC_26137
OG0003630	ASTMX04467	APOSC_17756, APOSC_17755, APOSC_17757
OG0003631	ASTMX03889	APOSC_17097
OG0003632	ASTMX05268, ASTMX13688, ASTMX16659	APOSC_29018, APOSC_16472
OG0003633	ASTMX18125	APOSC_17860
OG0003635	ASTMX01147	APOSC_21380
OG0003636	ASTMX14519	APOSC_19330
OG0003638	ASTMX08095, ASTMX09482	APOSC_04672
OG0003639	ASTMX13998	APOSC_03331
OG0003640	ASTMX07846, ASTMX10421	APOSC_20632
OG0003641	ASTMX06736, ASTMX00519	APOSC_28507
OG0003642	ASTMX13241, ASTMX14005	APOSC_21992
OG0003643	ASTMX06419	APOSC_14666, APOSC_10990, APOSC_10989
OG0003644	ASTMX11204, ASTMX22672	APOSC_13766
OG0003645	ASTMX17672	APOSC_17297
OG0003647	ASTMX03340, ASTMX07786	APOSC_13796
OG0003648	ASTMX04819	APOSC_26289
OG0003649	ASTMX04920	APOSC_04280, APOSC_04281
OG0003650	ASTMX05339	APOSC_01121, APOSC_01120
OG0003651	ASTMX06708, ASTMX15249	APOSC_22893
OG0003652	ASTMX06086, ASTMX01201	APOSC_11361
OG0003653	ASTMX09844, ASTMX03565, ASTMX07032	APOSC_06361
OG0003654	ASTMX18752, ASTMX06146, ASTMX18753	APOSC_10366
OG0003655	ASTMX09913, ASTMX17372	APOSC_11993
OG0003656	ASTMX22041, ASTMX06864	APOSC_18739
OG0003657	ASTMX05415, ASTMX12030	APOSC_24280
OG0003658	ASTMX01908, ASTMX21818, ASTMX20155	APOSC_03798
OG0003659	ASTMX22182, ASTMX21660, ASTMX21661	APOSC_18860
OG0003660	ASTMX02749, ASTMX13404	APOSC_09904, APOSC_09903
OG0003661	ASTMX01047	APOSC_25047, APOSC_25048
OG0003662	ASTMX08499, ASTMX07814, ASTMX12079	APOSC_21598
OG0003663	ASTMX03968, ASTMX09648, ASTMX02779, ASTMX14887	APOSC_10877
OG0003664	ASTMX21611, ASTMX22165	APOSC_08966
OG0003665	ASTMX19841	APOSC_04754, APOSC_25726
OG0003666	ASTMX16764, ASTMX03845, ASTMX03113	APOSC_05812
OG0003668	ASTMX06218	APOSC_25254
OG0003669	ASTMX15273	APOSC_15477
OG0003671	ASTMX16457, ASTMX06659, ASTMX15213	APOSC_08142
OG0003672	ASTMX07690	APOSC_19065
OG0003674	ASTMX11388	APOSC_28516, APOSC_28518
OG0003675	ASTMX07427	APOSC_28034
OG0003676	ASTMX16755	APOSC_19440
OG0003677	ASTMX08647, ASTMX19744, ASTMX10207	APOSC_09551
OG0003678	ASTMX03163, ASTMX18968	APOSC_24849
OG0003679	ASTMX00166, ASTMX14038	APOSC_05717
OG0003680	ASTMX05302, ASTMX19340	APOSC_16106
OG0003681	ASTMX16563, ASTMX18250, ASTMX18137	APOSC_15622, APOSC_06679
OG0003682	ASTMX07505, ASTMX12895	APOSC_08734, APOSC_08733
OG0003683	ASTMX21452	APOSC_17206
OG0003684	ASTMX08680	APOSC_26190
OG0003685	ASTMX07097	APOSC_09627
OG0003686	ASTMX06254	APOSC_08575
OG0003687	ASTMX17726, ASTMX07873	APOSC_02961
OG0003688	ASTMX13333	APOSC_12988, APOSC_12989
OG0003689	ASTMX02872, ASTMX21294, ASTMX05418, ASTMX17697	APOSC_14402
OG0003690	ASTMX10980, ASTMX10978	APOSC_12760
OG0003691	ASTMX15904	APOSC_18065, APOSC_08084, APOSC_08085
OG0003692	ASTMX10000, ASTMX15655	APOSC_29035
OG0003693	ASTMX14396, ASTMX02107	APOSC_02780
OG0003694	ASTMX09722	APOSC_22584, APOSC_22583
OG0003695	ASTMX03315, ASTMX17201, ASTMX12439	APOSC_04824
OG0003696	ASTMX00614	APOSC_01727
OG0003697	ASTMX06569	APOSC_19087
OG0003698	ASTMX02803, ASTMX17268	APOSC_02793, APOSC_02794
OG0003700	ASTMX19240, ASTMX07852	APOSC_13023
OG0003701	ASTMX12710	APOSC_12893
OG0003702	ASTMX02772, ASTMX05806	APOSC_17129
OG0003703	ASTMX18566, ASTMX17499	APOSC_27805
OG0003704	ASTMX13177, ASTMX10331, ASTMX18966	APOSC_20184
OG0003705	ASTMX08013	APOSC_05948
OG0003706	ASTMX00898, ASTMX13803	APOSC_20014
OG0003707	ASTMX04909	APOSC_05582, APOSC_05581
OG0003709	ASTMX17645, ASTMX07210	APOSC_15334, APOSC_13159, APOSC_12769
OG0003710	ASTMX20149, ASTMX06151	APOSC_14492, APOSC_14493
OG0003711	ASTMX03560	APOSC_11492
OG0003712	ASTMX14325, ASTMX20985	APOSC_02385
OG0003713	ASTMX03846, ASTMX03111	APOSC_27942
OG0003714	ASTMX17749	APOSC_14044, APOSC_17805, APOSC_10687, APOSC_05091, APOSC_29083, APOSC_21985, APOSC_29084, APOSC_01371
OG0003716	ASTMX07172	APOSC_21311
OG0003717	ASTMX04289, ASTMX13919	APOSC_07881
OG0003718	ASTMX05446	APOSC_00053
OG0003719	ASTMX21101	APOSC_22019
OG0003720	ASTMX03119, ASTMX19301	APOSC_08724
OG0003721	ASTMX22043	APOSC_17333
OG0003722	ASTMX06501, ASTMX11182	APOSC_05010
OG0003724	ASTMX05688	APOSC_21114
OG0003725	ASTMX14050, ASTMX18830	APOSC_21258
OG0003726	ASTMX20012	APOSC_23965, APOSC_27271
OG0003727	ASTMX08742, ASTMX06766	APOSC_07996
OG0003728	ASTMX20243	APOSC_04359
OG0003729	ASTMX05387	APOSC_17222
OG0003731	ASTMX18880	APOSC_22671
OG0003733	ASTMX05574	APOSC_16729
OG0003734	ASTMX11186	APOSC_26658, APOSC_13258, APOSC_04893
OG0003735	ASTMX02980	APOSC_04977, APOSC_04976, APOSC_04975
OG0003736	ASTMX06261	APOSC_13821
OG0003737	ASTMX03311, ASTMX02075	APOSC_02922
OG0003738	ASTMX11368, ASTMX05001, ASTMX11367	APOSC_26676
OG0003739	ASTMX15585	APOSC_28370
OG0003740	ASTMX16206	APOSC_10911, APOSC_12585, APOSC_18389, APOSC_07561
OG0003742	ASTMX13806, ASTMX00905	APOSC_22045
