Orthogroup	CAPO3	NEMVE
OG0001604	CAPO303898	NEMVE11011, NEMVE01133
OG0001605	CAPO307473	NEMVE21422, NEMVE17315
OG0001609	CAPO304683	NEMVE17441
OG0001609	CAPO302057	NEMVE13471
OG0001610	CAPO301483	NEMVE21979
OG0001611	CAPO305038	NEMVE04740
OG0001612	CAPO302202	NEMVE00995, NEMVE00916
OG0001614	CAPO303895	NEMVE02024
OG0001614	CAPO307630	NEMVE09707, NEMVE14265
OG0001615	CAPO300749	NEMVE00681, NEMVE24769
OG0001617	CAPO302798	NEMVE00005, NEMVE24839, NEMVE25980
OG0001621	CAPO302875	NEMVE07688
OG0001628	CAPO300760, CAPO302722	NEMVE19330
OG0001634	CAPO305688	NEMVE13518
OG0001634	CAPO305614	NEMVE22588
OG0001638	CAPO303528	NEMVE24596
OG0001641	CAPO303281	NEMVE14484, NEMVE06204, NEMVE20026
OG0001643	CAPO306838	NEMVE20743, NEMVE11046
OG0001644	CAPO303665	NEMVE22640
OG0001652	CAPO302838	NEMVE12395, NEMVE00956, NEMVE05109
OG0001653	CAPO305118	NEMVE00904
OG0001655	CAPO302812	NEMVE19053
OG0001657	CAPO304165, CAPO303952	NEMVE13455
OG0001657	CAPO300404	NEMVE14680
OG0001660	CAPO305930	NEMVE15239
OG0001661	CAPO302789	NEMVE07312, NEMVE10092, NEMVE22246
OG0001661	CAPO304920	NEMVE01351, NEMVE13539
OG0001663	CAPO301057	NEMVE21018, NEMVE23853
OG0001664	CAPO303152	NEMVE25426
OG0001665	CAPO302331	NEMVE09117, NEMVE05163
OG0001672	CAPO301880	NEMVE22147
OG0001673	CAPO305520	NEMVE07546
OG0001674	CAPO301357	NEMVE25306
OG0001675	CAPO307574	NEMVE03414
OG0001676	CAPO300524	NEMVE11180, NEMVE13897
OG0001676	CAPO305992	NEMVE17801
OG0001676	CAPO305255	NEMVE10188, NEMVE14059
OG0001677	CAPO307978	NEMVE08811
OG0001679	CAPO302155, CAPO305784	NEMVE06179
OG0001680	CAPO304235, CAPO304477	NEMVE10805
OG0001685	CAPO307707	NEMVE22402
OG0001686	CAPO307138	NEMVE12538, NEMVE21686, NEMVE15921
OG0001687	CAPO302907	NEMVE13557, NEMVE13398, NEMVE20346
OG0001688	CAPO300133	NEMVE01983
OG0001690	CAPO304820	NEMVE10364
OG0001691	CAPO307420	NEMVE08246
OG0001699	CAPO306472, CAPO300057	NEMVE01135, NEMVE21954, NEMVE24398
OG0001704	CAPO304434	NEMVE21188, NEMVE00356, NEMVE24161, NEMVE25865, NEMVE23380, NEMVE07682
OG0001706	CAPO301033	NEMVE23731
OG0001706	CAPO304012, CAPO300702	NEMVE05030
OG0001707	CAPO303836	NEMVE04981, NEMVE14075
OG0001708	CAPO303804	NEMVE12748, NEMVE25417, NEMVE11609, NEMVE25416, NEMVE10072
OG0001709	CAPO304969	NEMVE00183, NEMVE02103, NEMVE13278
OG0001711	CAPO301872	NEMVE10176, NEMVE10178
OG0001713	CAPO308041	NEMVE19673
OG0001713	CAPO302278	NEMVE15326
OG0001714	CAPO306669	NEMVE20785, NEMVE14822
OG0001714	CAPO300188	NEMVE15425
OG0001718	CAPO301559, CAPO301838	NEMVE25579
OG0001720	CAPO303957	NEMVE00978, NEMVE05172
OG0001721	CAPO302302	NEMVE14398
OG0001723	CAPO308089	NEMVE01559, NEMVE07760
OG0001724	CAPO306474	NEMVE13963
OG0001727	CAPO301729	NEMVE05094, NEMVE01092
OG0001728	CAPO304086	NEMVE01564
OG0001730	CAPO303469	NEMVE00988
OG0001732	CAPO304710	NEMVE08717
OG0001733	CAPO306615	NEMVE04835
OG0001735	CAPO301389	NEMVE08944, NEMVE20783
OG0001736	CAPO300355	NEMVE14430
OG0001738	CAPO301655	NEMVE05920
OG0001739	CAPO304154	NEMVE22586, NEMVE20891
OG0001743	CAPO306128	NEMVE08168
OG0001746	CAPO306662	NEMVE17218, NEMVE19788, NEMVE19907, NEMVE12201
OG0001750	CAPO304954	NEMVE21750
OG0001755	CAPO300413	NEMVE14907
OG0001756	CAPO301153	NEMVE14922
OG0001756	CAPO306605	NEMVE13947
OG0001769	CAPO300754	NEMVE10615
OG0001769	CAPO306748	NEMVE24301
OG0001770	CAPO304551	NEMVE14281, NEMVE00088
OG0001772	CAPO303731	NEMVE05103
OG0001774	CAPO302411	NEMVE14068, NEMVE25139
OG0001775	CAPO300385, CAPO303998	NEMVE13368, NEMVE02560, NEMVE03860
OG0001780	CAPO305647	NEMVE15664, NEMVE22327
OG0001781	CAPO304059	NEMVE14316, NEMVE13106
OG0001783	CAPO302497	NEMVE25002
OG0001787	CAPO302384	NEMVE06362
OG0001789	CAPO303597	NEMVE02570
OG0001792	CAPO305067	NEMVE17254
OG0001793	CAPO302934	NEMVE22918
OG0001793	CAPO300098	NEMVE14464
OG0001797	CAPO305230	NEMVE05370
OG0001799	CAPO307439	NEMVE02952
OG0001800	CAPO302099, CAPO301494	NEMVE12705, NEMVE21805
OG0001804	CAPO307706	NEMVE23206
OG0001805	CAPO301307	NEMVE14596
OG0001807	CAPO305640	NEMVE03359, NEMVE21133
OG0001808	CAPO300354	NEMVE06614
OG0001809	CAPO307543	NEMVE14997, NEMVE12260
OG0001811	CAPO304043	NEMVE04624, NEMVE00892
OG0001814	CAPO305508	NEMVE08912, NEMVE24451
OG0001816	CAPO300431	NEMVE16539
OG0001818	CAPO302088	NEMVE14370
OG0001819	CAPO307172	NEMVE23893
OG0001820	CAPO300515	NEMVE14972
OG0001822	CAPO301119	NEMVE13743
OG0001825	CAPO306238	NEMVE05416, NEMVE05456
OG0001827	CAPO303060	NEMVE06953, NEMVE22019, NEMVE13541
OG0001828	CAPO305081	NEMVE13351
OG0001830	CAPO300316	NEMVE00966, NEMVE10828
OG0001831	CAPO306824	NEMVE08518, NEMVE11776
OG0001832	CAPO300612	NEMVE03259
OG0001834	CAPO301512	NEMVE20987, NEMVE01038
OG0001850	CAPO301689	NEMVE05785, NEMVE03645
OG0001851	CAPO303828	NEMVE24064, NEMVE20602, NEMVE20160, NEMVE21455, NEMVE21091
OG0001852	CAPO303604	NEMVE23749
OG0001857	CAPO306766	NEMVE23842
OG0001859	CAPO304942	NEMVE23690
OG0001860	CAPO306960	NEMVE22498
OG0001863	CAPO300966	NEMVE04600
OG0001864	CAPO300448	NEMVE08923
OG0001866	CAPO306683	NEMVE00845, NEMVE00644, NEMVE18906
OG0001867	CAPO302026	NEMVE05147
OG0001870	CAPO303422	NEMVE21714
OG0001873	CAPO305494	NEMVE21702, NEMVE17269, NEMVE13980
OG0001875	CAPO303129	NEMVE13467
OG0001875	CAPO300770	NEMVE24956
OG0001877	CAPO305419	NEMVE14312
OG0001878	CAPO300594	NEMVE04635
OG0001879	CAPO302675	NEMVE20764, NEMVE13735
OG0001879	CAPO304068	NEMVE13330, NEMVE07077
OG0001882	CAPO302587	NEMVE14336
OG0001883	CAPO304395	NEMVE23661
OG0001886	CAPO301013	NEMVE14073
OG0001888	CAPO307373	NEMVE14388
OG0001894	CAPO305070	NEMVE14144
OG0001895	CAPO300178	NEMVE08995, NEMVE08991
OG0001898	CAPO303887	NEMVE05042, NEMVE00078, NEMVE11971, NEMVE10699
OG0001900	CAPO306468, CAPO308362	NEMVE02795, NEMVE14738
OG0001901	CAPO302174	NEMVE04718
OG0001903	CAPO301651	NEMVE23014, NEMVE15464
OG0001913	CAPO308270	NEMVE05008
OG0001914	CAPO308187	NEMVE24283, NEMVE00127, NEMVE16870
OG0001915	CAPO305922	NEMVE01292, NEMVE15067
OG0001917	CAPO303937	NEMVE22972, NEMVE06545, NEMVE09944
OG0001919	CAPO305966	NEMVE14664
OG0001919	CAPO300799	NEMVE06104
OG0001923	CAPO300364	NEMVE13404
OG0001926	CAPO308203	NEMVE14562
OG0001927	CAPO303832	NEMVE05097, NEMVE10782, NEMVE00298, NEMVE10781
OG0001928	CAPO303627	NEMVE07338, NEMVE05794
OG0001930	CAPO301567	NEMVE13232, NEMVE09148
OG0001932	CAPO304653	NEMVE10249
OG0001935	CAPO301339	NEMVE11819, NEMVE13529, NEMVE10442
OG0001937	CAPO301986	NEMVE01966, NEMVE01539, NEMVE05349, NEMVE21633, NEMVE24993, NEMVE15387, NEMVE23172
OG0001938	CAPO303883	NEMVE14591
OG0001939	CAPO304703	NEMVE08131, NEMVE13358, NEMVE20322, NEMVE14627, NEMVE14690, NEMVE08857, NEMVE22666
OG0001940	CAPO307447	NEMVE13882
OG0001941	CAPO303660	NEMVE10103
OG0001943	CAPO306393	NEMVE12989
OG0001943	CAPO304272	NEMVE07567
OG0001945	CAPO302125, CAPO302413	NEMVE08582
OG0001947	CAPO306182	NEMVE14499
OG0001948	CAPO307548	NEMVE06973
OG0001949	CAPO303945	NEMVE23793
OG0001951	CAPO305792	NEMVE12966, NEMVE23680, NEMVE18054
OG0001953	CAPO306993	NEMVE09970
OG0001956	CAPO302405	NEMVE25992, NEMVE20264, NEMVE01458
OG0001957	CAPO307027	NEMVE08808
OG0001961	CAPO301591	NEMVE05332, NEMVE05331
OG0001963	CAPO304558	NEMVE05882
OG0001963	CAPO304559	NEMVE05900
OG0001964	CAPO306144	NEMVE13227
OG0001965	CAPO305377	NEMVE22556
OG0001966	CAPO308069	NEMVE05589, NEMVE18674
OG0001968	CAPO303436	NEMVE00494
OG0001969	CAPO301897	NEMVE21988, NEMVE15841
OG0001972	CAPO302726	NEMVE06243, NEMVE11911
OG0001985	CAPO307425	NEMVE14018, NEMVE09656
OG0001988	CAPO301454	NEMVE13461, NEMVE20802, NEMVE11686
OG0001989	CAPO303699	NEMVE06852
OG0001992	CAPO301694	NEMVE10979
OG0001994	CAPO307422	NEMVE19315, NEMVE05452
OG0001998	CAPO304168	NEMVE25642
OG0001999	CAPO303159	NEMVE06295, NEMVE03425
OG0002000	CAPO305912	NEMVE05625, NEMVE16765
OG0002001	CAPO301730, CAPO305766	NEMVE14609
OG0002003	CAPO306645	NEMVE20343, NEMVE13572
OG0002004	CAPO305661, CAPO300359	NEMVE24875, NEMVE22284
OG0002006	CAPO302881	NEMVE18013
OG0002007	CAPO301764	NEMVE21286, NEMVE10091
OG0002008	CAPO308237	NEMVE21351, NEMVE07071
OG0002009	CAPO305521	NEMVE16636
OG0002009	CAPO304107	NEMVE14215
OG0002010	CAPO303286	NEMVE02123, NEMVE02132, NEMVE20902
OG0002011	CAPO305222	NEMVE07404, NEMVE13629, NEMVE13630
OG0002014	CAPO305309	NEMVE23062
OG0002015	CAPO304377	NEMVE17796, NEMVE22689
OG0002016	CAPO300736, CAPO303360	NEMVE07667
OG0002019	CAPO303943, CAPO301189	NEMVE13416
OG0002020	CAPO301809, CAPO306607	NEMVE04992
OG0002024	CAPO300776	NEMVE25593
OG0002025	CAPO301502	NEMVE09569
OG0002026	CAPO307889, CAPO306582	NEMVE05540
OG0002027	CAPO307021	NEMVE24604
OG0002029	CAPO303181	NEMVE16639
OG0002029	CAPO304041	NEMVE13568
OG0002031	CAPO300135	NEMVE22573
OG0002032	CAPO304689	NEMVE22365
OG0002034	CAPO306318	NEMVE07403, NEMVE13257
OG0002042	CAPO300525	NEMVE22387
OG0002043	CAPO306649	NEMVE21953
OG0002062	CAPO301382	NEMVE07454
OG0002063	CAPO302417	NEMVE21994
OG0002066	CAPO300576	NEMVE22624, NEMVE06128
OG0002068	CAPO303650	NEMVE21886
OG0002069	CAPO306402	NEMVE18129, NEMVE24957
OG0002073	CAPO302333	NEMVE08047
OG0002074	CAPO304152	NEMVE22585, NEMVE24126, NEMVE24125, NEMVE23976
OG0002074	CAPO307137	NEMVE06023, NEMVE06035
OG0002076	CAPO303117	NEMVE01949
OG0002078	CAPO302217	NEMVE06296
OG0002079	CAPO301402	NEMVE21701
OG0002080	CAPO307474, CAPO307552	NEMVE01454, NEMVE01941
OG0002087	CAPO306536	NEMVE06824
OG0002093	CAPO304254	NEMVE26014
OG0002097	CAPO302111	NEMVE13006, NEMVE08209
OG0002099	CAPO306675	NEMVE11724, NEMVE05667
OG0002101	CAPO307803	NEMVE18728
OG0002103	CAPO305235	NEMVE24638
OG0002107	CAPO302852	NEMVE13149
OG0002108	CAPO303834	NEMVE14269, NEMVE14369, NEMVE00973
OG0002122	CAPO300191	NEMVE24209
OG0002123	CAPO303373	NEMVE15053
OG0002124	CAPO300980	NEMVE16310, NEMVE04865
OG0002129	CAPO305068	NEMVE23727
OG0002130	CAPO301943	NEMVE19758
OG0002131	CAPO302159	NEMVE04261, NEMVE14040
OG0002135	CAPO300616, CAPO300802	NEMVE08407, NEMVE00050
OG0002136	CAPO300292	NEMVE23649
OG0002137	CAPO306593	NEMVE20092, NEMVE08641, NEMVE14838
OG0002138	CAPO304101	NEMVE07042
OG0002140	CAPO300489	NEMVE22622
OG0002141	CAPO300491	NEMVE14733
OG0002144	CAPO308205	NEMVE24612
OG0002145	CAPO305963	NEMVE22803
OG0002146	CAPO303694	NEMVE14303, NEMVE22492
OG0002147	CAPO307247	NEMVE14395
OG0002148	CAPO301311	NEMVE17376, NEMVE13123
OG0002150	CAPO305991	NEMVE13668
OG0002151	CAPO300513	NEMVE14212
OG0002152	CAPO305214	NEMVE13660
OG0002156	CAPO307789	NEMVE22212
OG0002158	CAPO300426	NEMVE23716
OG0002159	CAPO301618	NEMVE22508
OG0002160	CAPO306354	NEMVE14377
OG0002165	CAPO306860	NEMVE13553
OG0002166	CAPO300536	NEMVE07576
OG0002168	CAPO305846	NEMVE23404, NEMVE16843
OG0002169	CAPO305188, CAPO305186	NEMVE25833, NEMVE01480, NEMVE01816
OG0002170	CAPO306065	NEMVE13172, NEMVE13595
OG0002171	CAPO300657	NEMVE18921
OG0002172	CAPO300117	NEMVE04603
OG0002173	CAPO300163	NEMVE21933, NEMVE09938
OG0002177	CAPO303715	NEMVE06715
OG0002178	CAPO300762	NEMVE08226
OG0002179	CAPO301344	NEMVE05933
OG0002182	CAPO300304	NEMVE24371
OG0002184	CAPO302808	NEMVE24412
OG0002185	CAPO306894	NEMVE15000, NEMVE23238
OG0002187	CAPO303260	NEMVE22527
OG0002188	CAPO307308	NEMVE13879
OG0002189	CAPO302919, CAPO302901	NEMVE23618, NEMVE19763
OG0002190	CAPO305794	NEMVE00300
OG0002191	CAPO306349	NEMVE25926, NEMVE16582
OG0002193	CAPO307827, CAPO303661	NEMVE14485, NEMVE13347
OG0002199	CAPO306236, CAPO308165	NEMVE05728, NEMVE04819, NEMVE10032, NEMVE10038, NEMVE16712, NEMVE08406, NEMVE04936, NEMVE11271, NEMVE19723, NEMVE21038, NEMVE17123
OG0002199	CAPO302045, CAPO307109	NEMVE16231, NEMVE17101, NEMVE04892, NEMVE17124, NEMVE04944, NEMVE00776, NEMVE17225, NEMVE10045, NEMVE16232, NEMVE17399, NEMVE16659, NEMVE17223, NEMVE16881
OG0002201	CAPO305256	NEMVE04881
OG0002213	CAPO301692	NEMVE01046
OG0002216	CAPO308083	NEMVE08163, NEMVE08160, NEMVE13762
OG0002219	CAPO301953	NEMVE15819, NEMVE02183
OG0002222	CAPO300961	NEMVE18035
OG0002224	CAPO304952	NEMVE14874
OG0002224	CAPO304640	NEMVE12524
OG0002225	CAPO301769	NEMVE06935
OG0002226	CAPO307804	NEMVE12046, NEMVE13683
OG0002227	CAPO307820, CAPO307799	NEMVE05812, NEMVE00081
OG0002228	CAPO301630, CAPO300068	NEMVE07969
OG0002229	CAPO308040	NEMVE01194, NEMVE20352, NEMVE14661
OG0002237	CAPO306506	NEMVE14800
OG0002239	CAPO301966	NEMVE19625
OG0002240	CAPO306707	NEMVE13693
OG0002241	CAPO303979	NEMVE24926
OG0002243	CAPO301335, CAPO300484	NEMVE14204
OG0002244	CAPO303840	NEMVE19154, NEMVE14375
OG0002245	CAPO302737	NEMVE25535
OG0002246	CAPO301929	NEMVE14848
OG0002251	CAPO302537	NEMVE09002
OG0002252	CAPO304306	NEMVE13916
OG0002255	CAPO301475, CAPO302337	NEMVE07533, NEMVE08622
OG0002258	CAPO300693	NEMVE03440, NEMVE05385
OG0002258	CAPO302229	NEMVE22688
OG0002261	CAPO303559	NEMVE22484
OG0002263	CAPO304694	NEMVE18735, NEMVE18736, NEMVE20565
OG0002264	CAPO304810	NEMVE14171
OG0002266	CAPO307392	NEMVE25497, NEMVE10301
OG0002270	CAPO302042	NEMVE06470, NEMVE23940, NEMVE05227
OG0002272	CAPO301905	NEMVE09465, NEMVE09461
OG0002279	CAPO304874	NEMVE10911, NEMVE10903, NEMVE00393
OG0002282	CAPO300014	NEMVE22583
OG0002284	CAPO304167	NEMVE21975
OG0002287	CAPO306430	NEMVE18229
OG0002288	CAPO306855	NEMVE11591
OG0002292	CAPO308118, CAPO308288	NEMVE25224
OG0002293	CAPO302207	NEMVE02991
OG0002294	CAPO300522	NEMVE23623
OG0002312	CAPO305339	NEMVE14597
OG0002316	CAPO302192	NEMVE13597
OG0002317	CAPO301129	NEMVE00994
OG0002318	CAPO302292	NEMVE14046
OG0002319	CAPO306342	NEMVE14710
OG0002321	CAPO300390	NEMVE08031
OG0002322	CAPO300979	NEMVE15288, NEMVE21771, NEMVE17651
OG0002323	CAPO308299	NEMVE23408
OG0002324	CAPO301866	NEMVE12958, NEMVE13483
OG0002325	CAPO300458	NEMVE08574
OG0002326	CAPO302239	NEMVE13090
OG0002327	CAPO302954	NEMVE02446, NEMVE05520, NEMVE13392
OG0002330	CAPO300172	NEMVE22193, NEMVE18821
OG0002331	CAPO302246	NEMVE00902
OG0002332	CAPO300761	NEMVE13746
OG0002337	CAPO307155	NEMVE20707, NEMVE07310
OG0002340	CAPO307906	NEMVE14889
OG0002341	CAPO300617	NEMVE07364, NEMVE21241
OG0002343	CAPO303889	NEMVE21898
OG0002344	CAPO307434	NEMVE13994
OG0002345	CAPO304277	NEMVE15311
OG0002346	CAPO307106	NEMVE22393
OG0002354	CAPO306383	NEMVE25207
OG0002356	CAPO305051	NEMVE14410
OG0002357	CAPO302341	NEMVE10988, NEMVE16493
OG0002358	CAPO307788	NEMVE00249, NEMVE05922
OG0002359	CAPO302128	NEMVE15077
OG0002361	CAPO304727	NEMVE23990
OG0002362	CAPO301902	NEMVE14488
OG0002363	CAPO302980	NEMVE13201
OG0002367	CAPO304316	NEMVE09858, NEMVE01094
OG0002368	CAPO301447	NEMVE14745
OG0002369	CAPO301279	NEMVE02379, NEMVE20377, NEMVE23831
OG0002370	CAPO303015	NEMVE21773
OG0002371	CAPO304426	NEMVE14124, NEMVE15035
OG0002372	CAPO303540	NEMVE14910
OG0002372	CAPO303041	NEMVE22880, NEMVE20712
OG0002373	CAPO306145	NEMVE03888
OG0002373	CAPO306206	NEMVE25614, NEMVE10608, NEMVE07946
OG0002374	CAPO302309	NEMVE08260
OG0002375	CAPO305178, CAPO300285	NEMVE09792
OG0002376	CAPO304863	NEMVE06579, NEMVE00678, NEMVE06595
OG0002377	CAPO301847	NEMVE25018
OG0002379	CAPO301214	NEMVE18344
OG0002383	CAPO302731	NEMVE21384, NEMVE21336, NEMVE10697, NEMVE12671, NEMVE06163, NEMVE05679, NEMVE22335, NEMVE15818
OG0002396	CAPO302410	NEMVE25624, NEMVE06812, NEMVE00769
OG0002398	CAPO306938	NEMVE14290, NEMVE07791
OG0002405	CAPO308161	NEMVE22447
OG0002406	CAPO304138	NEMVE05742
OG0002407	CAPO301366	NEMVE24388
OG0002409	CAPO301533	NEMVE15101, NEMVE13448
OG0002410	CAPO305170	NEMVE22081, NEMVE07328, NEMVE02435
OG0002411	CAPO305052	NEMVE10406
OG0002412	CAPO302706	NEMVE02018, NEMVE25047, NEMVE09211, NEMVE01529
OG0002413	CAPO307797	NEMVE25129
OG0002414	CAPO304631	NEMVE21892
OG0002415	CAPO304905	NEMVE13203
OG0002417	CAPO307671	NEMVE13114, NEMVE14320, NEMVE06835, NEMVE06864, NEMVE24442, NEMVE04824
OG0002419	CAPO303825	NEMVE22379, NEMVE09803, NEMVE05203
OG0002421	CAPO305365	NEMVE14459
OG0002422	CAPO302014	NEMVE02831, NEMVE10635
OG0002425	CAPO304491	NEMVE14584, NEMVE13513, NEMVE21194, NEMVE19459
OG0002426	CAPO303294	NEMVE22514
OG0002429	CAPO305260	NEMVE07411, NEMVE09741
OG0002433	CAPO302444	NEMVE20617, NEMVE15590
OG0002435	CAPO304613	NEMVE23060, NEMVE13959
OG0002436	CAPO307054	NEMVE06541
OG0002437	CAPO303352	NEMVE13512
OG0002439	CAPO302565	NEMVE04556
OG0002441	CAPO304429	NEMVE24762
OG0002442	CAPO300535	NEMVE21948
OG0002443	CAPO301424	NEMVE14202
OG0002445	CAPO304782	NEMVE13825
OG0002446	CAPO303707	NEMVE13007
OG0002448	CAPO308204	NEMVE13491
OG0002453	CAPO305834	NEMVE11318
OG0002454	CAPO305157	NEMVE08809, NEMVE11711, NEMVE14844
OG0002466	CAPO305593	NEMVE15736, NEMVE01969
OG0002467	CAPO302869	NEMVE22035, NEMVE06453
OG0002476	CAPO307617	NEMVE14890
OG0002484	CAPO305360	NEMVE06285, NEMVE16323
OG0002486	CAPO303598	NEMVE16930
OG0002489	CAPO304231	NEMVE24996
OG0002490	CAPO307409, CAPO300849	NEMVE02204
OG0002492	CAPO305743	NEMVE04398, NEMVE15055
OG0002494	CAPO307620	NEMVE15130
OG0002495	CAPO306559	NEMVE25970, NEMVE11239, NEMVE11237
OG0002497	CAPO301629	NEMVE06652
OG0002499	CAPO308309	NEMVE12047, NEMVE05319
OG0002500	CAPO305159	NEMVE21891
OG0002501	CAPO305150	NEMVE07528
OG0002502	CAPO304947	NEMVE16269
OG0002503	CAPO301024	NEMVE17773, NEMVE24712, NEMVE23269
OG0002505	CAPO302692	NEMVE19951, NEMVE01459, NEMVE03128, NEMVE20815, NEMVE17116
OG0002506	CAPO305033, CAPO301029	NEMVE04873
OG0002507	CAPO303215	NEMVE14545
OG0002509	CAPO305905, CAPO306732	NEMVE25172
OG0002510	CAPO305793	NEMVE25080
OG0002511	CAPO303146	NEMVE22149
OG0002516	CAPO307569	NEMVE22681
OG0002518	CAPO304200	NEMVE14734
OG0002519	CAPO302874	NEMVE24207
OG0002523	CAPO301008	NEMVE25812
OG0002525	CAPO300787	NEMVE17542
OG0002526	CAPO303145	NEMVE05239
OG0002527	CAPO306066	NEMVE14552
OG0002528	CAPO301891	NEMVE14679
OG0002529	CAPO301231, CAPO301232	NEMVE05888
OG0002531	CAPO304673	NEMVE13170
OG0002532	CAPO307265	NEMVE05153
OG0002533	CAPO302353	NEMVE03417
OG0002534	CAPO302248	NEMVE24013
OG0002539	CAPO305908	NEMVE22213
OG0002542	CAPO300062	NEMVE22658
OG0002543	CAPO306889, CAPO301493	NEMVE17118
OG0002548	CAPO303502	NEMVE06587
OG0002555	CAPO301095	NEMVE13837
OG0002556	CAPO306661	NEMVE14415, NEMVE13533, NEMVE12299, NEMVE14944, NEMVE09666, NEMVE02136, NEMVE06014
OG0002557	CAPO302757	NEMVE14082
OG0002558	CAPO301820	NEMVE19105
OG0002559	CAPO306363	NEMVE14223
OG0002561	CAPO306761	NEMVE05064
OG0002562	CAPO305283	NEMVE07092, NEMVE01906
OG0002563	CAPO307417	NEMVE08352
OG0002564	CAPO307297	NEMVE00075, NEMVE01546
OG0002565	CAPO302611	NEMVE13158
OG0002566	CAPO303827	NEMVE14051
OG0002567	CAPO304319	NEMVE00969, NEMVE13679
OG0002570	CAPO307215	NEMVE13046, NEMVE14150
OG0002585	CAPO304733, CAPO306606, CAPO302856	NEMVE08616, NEMVE23678, NEMVE25329, NEMVE22669, NEMVE22558, NEMVE12436, NEMVE22764, NEMVE10423, NEMVE24786, NEMVE16858, NEMVE24094, NEMVE24093, NEMVE18017, NEMVE22539, NEMVE22673
OG0002587	CAPO300512	NEMVE09616, NEMVE03334
OG0002589	CAPO302447	NEMVE08810, NEMVE18480, NEMVE02141
OG0002592	CAPO300278	NEMVE17971
OG0002594	CAPO304177	NEMVE07262
OG0002598	CAPO300566	NEMVE22416
OG0002599	CAPO303706	NEMVE17323
OG0002600	CAPO305861	NEMVE24873
OG0002601	CAPO300675	NEMVE06924
OG0002602	CAPO303637	NEMVE05264, NEMVE15576
OG0002603	CAPO302609	NEMVE17855, NEMVE02290, NEMVE17152, NEMVE16277, NEMVE17858, NEMVE18982, NEMVE25596, NEMVE15054, NEMVE00474
OG0002605	CAPO303522	NEMVE01455
OG0002608	CAPO303192	NEMVE02967
OG0002609	CAPO304999	NEMVE14492
OG0002610	CAPO307043	NEMVE22485, NEMVE22440
OG0002611	CAPO302425	NEMVE06962
OG0002617	CAPO307606	NEMVE13584
OG0002621	CAPO305708, CAPO305709, CAPO305858	NEMVE01523, NEMVE05356, NEMVE04815
OG0002624	CAPO307642	NEMVE05771
OG0002629	CAPO306781	NEMVE25616, NEMVE10618, NEMVE12665
OG0002630	CAPO300618	NEMVE25025
OG0002631	CAPO302228	NEMVE05706
OG0002632	CAPO301605	NEMVE00534, NEMVE10587, NEMVE10788, NEMVE11872
OG0002633	CAPO301845	NEMVE07535, NEMVE07536, NEMVE07534
OG0002634	CAPO303763	NEMVE06072, NEMVE06052
OG0002636	CAPO302443	NEMVE09564, NEMVE09568
OG0002638	CAPO302461	NEMVE16638
OG0002642	CAPO302887	NEMVE14573
OG0002643	CAPO305403	NEMVE08951, NEMVE12990
OG0002644	CAPO300686	NEMVE04724
OG0002645	CAPO302012	NEMVE01929, NEMVE09904
OG0002646	CAPO300302	NEMVE07455
OG0002651	CAPO307502	NEMVE03413
OG0002656	CAPO301386	NEMVE15375, NEMVE15374
OG0002657	CAPO301921	NEMVE22821
OG0002659	CAPO302308	NEMVE10090, NEMVE05819
OG0002661	CAPO300165	NEMVE13146
OG0002662	CAPO307949	NEMVE13719
OG0002663	CAPO308163	NEMVE25219
OG0002665	CAPO307055	NEMVE09436, NEMVE09422
OG0002666	CAPO308350	NEMVE21724, NEMVE11065
OG0002668	CAPO301754	NEMVE14931
OG0002669	CAPO301762	NEMVE14602
OG0002672	CAPO307527	NEMVE22653
OG0002677	CAPO303005	NEMVE12505, NEMVE16320, NEMVE14524, NEMVE13048
OG0002682	CAPO301064	NEMVE13468, NEMVE05362
OG0002705	CAPO303959	NEMVE14386
OG0002706	CAPO306125	NEMVE20591, NEMVE05114, NEMVE13185
OG0002708	CAPO306708	NEMVE05514
OG0002715	CAPO303783	NEMVE05588
OG0002716	CAPO302306	NEMVE15936
OG0002717	CAPO307873	NEMVE22661
OG0002718	CAPO306705	NEMVE13409
OG0002720	CAPO304077	NEMVE22329, NEMVE14278
OG0002722	CAPO300697	NEMVE25372
OG0002726	CAPO303092	NEMVE07352
OG0002728	CAPO304582	NEMVE23767
OG0002730	CAPO300185	NEMVE18936, NEMVE10147
OG0002731	CAPO304916	NEMVE23784
OG0002732	CAPO305751	NEMVE09100
OG0002736	CAPO302364	NEMVE17741
OG0002739	CAPO303462	NEMVE01084, NEMVE21818
OG0002740	CAPO303044	NEMVE10432
OG0002741	CAPO305001	NEMVE14870
OG0002743	CAPO305659	NEMVE14452, NEMVE13517
OG0002744	CAPO307532	NEMVE05534
OG0002745	CAPO302960	NEMVE14885
OG0002746	CAPO301404	NEMVE14034
OG0002747	CAPO308121	NEMVE10058
OG0002749	CAPO305516	NEMVE18522
OG0002750	CAPO305820	NEMVE06505
OG0002751	CAPO300590	NEMVE13229, NEMVE05459
OG0002752	CAPO306571	NEMVE14798
OG0002753	CAPO301419	NEMVE01848
OG0002755	CAPO303504	NEMVE14620, NEMVE21361
OG0002756	CAPO302206	NEMVE15690
OG0002757	CAPO301022	NEMVE17082, NEMVE24251
OG0002758	CAPO302892, CAPO307678	NEMVE19236, NEMVE14585
OG0002760	CAPO306120	NEMVE15085
OG0002763	CAPO301217	NEMVE22020
