Orthogroup	CAPO3	NEMVE
OG0006198	CAPO306368	NEMVE13914
OG0006199	CAPO307861	NEMVE13782
OG0006200	CAPO306047	NEMVE24742
OG0006202	CAPO307311	NEMVE13627
OG0006204	CAPO307074	NEMVE14772
OG0006205	CAPO306928	NEMVE24610, NEMVE08234
OG0006206	CAPO308060	NEMVE22988
OG0006210	CAPO301051, CAPO305579	NEMVE01490
OG0006211	CAPO305755	NEMVE02354, NEMVE06731
OG0006213	CAPO301176	NEMVE01050
OG0006214	CAPO305313	NEMVE08088
OG0006216	CAPO304328	NEMVE22955
OG0006225	CAPO307529	NEMVE12661, NEMVE14367, NEMVE20774
OG0006226	CAPO303955	NEMVE09907, NEMVE06472
OG0006227	CAPO304192	NEMVE15408
OG0006230	CAPO303003	NEMVE16928
OG0006233	CAPO307263	NEMVE12454, NEMVE11317
OG0006234	CAPO305546	NEMVE25467
OG0006235	CAPO300217	NEMVE24526
OG0006237	CAPO302524	NEMVE06237, NEMVE00882
OG0006239	CAPO305262	NEMVE18923
OG0006243	CAPO301646	NEMVE08148
OG0006244	CAPO306900	NEMVE14135
OG0006245	CAPO307777	NEMVE04926, NEMVE04589
OG0006248	CAPO307601	NEMVE22580
OG0006249	CAPO304667	NEMVE21889
OG0006250	CAPO301165	NEMVE01589
OG0006251	CAPO302342	NEMVE05445
OG0006252	CAPO304131	NEMVE23338, NEMVE21684
OG0006253	CAPO307341	NEMVE10852
OG0006254	CAPO305073	NEMVE08534, NEMVE22025
OG0006257	CAPO305440	NEMVE06919, NEMVE09259
OG0006258	CAPO300398	NEMVE12417, NEMVE14713
OG0006260	CAPO300587	NEMVE24580
OG0006261	CAPO305676	NEMVE10883, NEMVE12471
OG0006262	CAPO307596	NEMVE09180
OG0006263	CAPO307994	NEMVE25155
OG0006264	CAPO304943	NEMVE15072
OG0006267	CAPO300629	NEMVE00987
OG0006268	CAPO305663	NEMVE19453, NEMVE00515
OG0006271	CAPO306714	NEMVE12840
OG0006275	CAPO304219	NEMVE12634
OG0006276	CAPO306041	NEMVE24771
OG0006277	CAPO307602	NEMVE22696
OG0006278	CAPO305153	NEMVE13767
OG0006279	CAPO307288	NEMVE08460, NEMVE03244
OG0006280	CAPO308182	NEMVE13464
OG0006281	CAPO302129	NEMVE17531
OG0006284	CAPO301681	NEMVE09500
OG0006285	CAPO301258	NEMVE22191
OG0006287	CAPO302795	NEMVE20843, NEMVE02387
OG0006288	CAPO300129	NEMVE14534
OG0006289	CAPO306652	NEMVE07416
OG0006291	CAPO308081	NEMVE06491
OG0006293	CAPO307067	NEMVE01946
OG0006294	CAPO301151	NEMVE05761
OG0006295	CAPO307143	NEMVE17572
OG0006297	CAPO301937	NEMVE12058
OG0006298	CAPO306805	NEMVE23496
OG0006299	CAPO305899	NEMVE16974
OG0006301	CAPO306072	NEMVE14030, NEMVE10171
OG0006305	CAPO303850	NEMVE22239
OG0006306	CAPO303905	NEMVE07331
OG0006309	CAPO304441	NEMVE14028
OG0006311	CAPO300748	NEMVE19440, NEMVE17820, NEMVE19918
OG0006313	CAPO306539	NEMVE22686
OG0006314	CAPO308085, CAPO301326	NEMVE24333, NEMVE21005
OG0006317	CAPO301551	NEMVE22179, NEMVE24570
OG0006319	CAPO306239	NEMVE06270
OG0006320	CAPO303864	NEMVE02287
OG0006322	CAPO305971	NEMVE11564, NEMVE20664
OG0006323	CAPO300361	NEMVE24425
OG0006324	CAPO307431	NEMVE23239
OG0006329	CAPO306283	NEMVE21689, NEMVE02772
OG0006330	CAPO301590	NEMVE14456
OG0006331	CAPO301721	NEMVE13643
OG0006332	CAPO306801	NEMVE08037
OG0006334	CAPO302140	NEMVE13329
OG0006335	CAPO305790	NEMVE23896
OG0006338	CAPO300367	NEMVE24080
OG0006339	CAPO306751	NEMVE23824
OG0006340	CAPO306725	NEMVE10948
OG0006341	CAPO303256	NEMVE12553, NEMVE14094
OG0006344	CAPO307345	NEMVE22317
OG0006346	CAPO305832	NEMVE05891
OG0006347	CAPO305184	NEMVE21968
OG0006349	CAPO304057	NEMVE06197
OG0006350	CAPO302433	NEMVE14391
OG0006352	CAPO301346	NEMVE14684
OG0006353	CAPO301517	NEMVE13981, NEMVE21258
OG0006355	CAPO307129	NEMVE20104, NEMVE11281, NEMVE04679
OG0006356	CAPO305164	NEMVE09654
OG0006358	CAPO303299	NEMVE22790
OG0006359	CAPO300583	NEMVE21463, NEMVE10116
OG0006360	CAPO304103	NEMVE11945, NEMVE14950, NEMVE09722
OG0006361	CAPO308070	NEMVE01570, NEMVE24246
OG0006362	CAPO308308	NEMVE15117
OG0006363	CAPO301002	NEMVE09625
OG0006365	CAPO300671	NEMVE21950
OG0006370	CAPO300348	NEMVE05218
OG0006371	CAPO302658	NEMVE22625
OG0006372	CAPO304608	NEMVE09290
OG0006375	CAPO306256	NEMVE11513
OG0006377	CAPO307494	NEMVE16226
OG0006378	CAPO304918	NEMVE15636
OG0006381	CAPO301472	NEMVE22611
OG0006383	CAPO303174	NEMVE13729
OG0006384	CAPO305941	NEMVE25542
OG0006385	CAPO301074	NEMVE19329
OG0006386	CAPO303165	NEMVE01150, NEMVE00239
OG0006387	CAPO306319	NEMVE24021
OG0006389	CAPO302170	NEMVE21903
OG0006392	CAPO305806	NEMVE14704, NEMVE12102
OG0006394	CAPO302470	NEMVE15490
OG0006395	CAPO300149	NEMVE21779
OG0006399	CAPO304307	NEMVE21124, NEMVE12570
OG0006399	CAPO307228	NEMVE05412
OG0006443	CAPO300234	NEMVE24139
OG0006447	CAPO302283	NEMVE14227
OG0006448	CAPO301094	NEMVE14631
OG0006449	CAPO305961	NEMVE11606, NEMVE14465
OG0006456	CAPO300992	NEMVE14689
OG0006457	CAPO306648	NEMVE02219
OG0006459	CAPO307843	NEMVE15405
OG0006460	CAPO308313	NEMVE05063
OG0006461	CAPO306350	NEMVE25171
OG0006462	CAPO300662	NEMVE13915
OG0006464	CAPO307754	NEMVE13731
OG0006467	CAPO301292	NEMVE22709
OG0006468	CAPO303390	NEMVE22441, NEMVE22470
OG0006469	CAPO302486	NEMVE10571
OG0006470	CAPO300984	NEMVE04834
OG0006471	CAPO303440	NEMVE11087, NEMVE19585
OG0006474	CAPO300155	NEMVE04607
OG0006475	CAPO301888	NEMVE13355
OG0006476	CAPO300216	NEMVE13672
OG0006478	CAPO301079	NEMVE08604
OG0006479	CAPO304002	NEMVE25506
OG0006480	CAPO300197	NEMVE14859
OG0006481	CAPO307580	NEMVE14750
OG0006482	CAPO305654	NEMVE04768, NEMVE03006
OG0006485	CAPO307612	NEMVE22268
OG0006487	CAPO300649	NEMVE07085
OG0006488	CAPO301772	NEMVE02068
OG0006490	CAPO301539	NEMVE14501
OG0006491	CAPO300606	NEMVE05407
OG0006493	CAPO306548	NEMVE19349
OG0006496	CAPO304473	NEMVE00019
OG0006498	CAPO301440	NEMVE14543
OG0006501	CAPO307734	NEMVE11638, NEMVE12339, NEMVE13908
OG0006502	CAPO301087	NEMVE23114
OG0006503	CAPO304660	NEMVE13506
OG0006504	CAPO302154	NEMVE14016
OG0006505	CAPO301510	NEMVE14629
OG0006507	CAPO301032	NEMVE00425, NEMVE01835
OG0006508	CAPO301635	NEMVE08993, NEMVE21341
OG0006509	CAPO304681	NEMVE24726
OG0006510	CAPO300081	NEMVE14264, NEMVE15703
OG0006512	CAPO301701	NEMVE22978
OG0006514	CAPO304095	NEMVE21783
OG0006515	CAPO306459	NEMVE04937
OG0006516	CAPO305607	NEMVE06592
OG0006517	CAPO300477	NEMVE18893, NEMVE20520
OG0006519	CAPO308006	NEMVE13465
OG0006520	CAPO300668	NEMVE22333
OG0006523	CAPO302914	NEMVE25529
OG0006526	CAPO303623	NEMVE14152
OG0006532	CAPO304147	NEMVE08321
OG0006533	CAPO305463	NEMVE13804, NEMVE21453, NEMVE20690, NEMVE04409
OG0006534	CAPO305714	NEMVE19297
OG0006536	CAPO305735	NEMVE17923
OG0006538	CAPO305091	NEMVE23417
OG0006540	CAPO304760	NEMVE14709
OG0006541	CAPO302376, CAPO304688, CAPO300243	NEMVE16807
OG0006542	CAPO305168	NEMVE14992, NEMVE10018
OG0006543	CAPO305452	NEMVE14466, NEMVE04354
OG0006544	CAPO306101	NEMVE14328
OG0006545	CAPO307929	NEMVE18966
OG0006546	CAPO305234	NEMVE05077
OG0006547	CAPO301259	NEMVE14179
OG0006549	CAPO306040	NEMVE14235, NEMVE01817, NEMVE19827
OG0006550	CAPO307487	NEMVE08614
OG0006552	CAPO301957	NEMVE14982
OG0006553	CAPO308128	NEMVE08520
OG0006554	CAPO306525	NEMVE11077
OG0006555	CAPO305951	NEMVE16609
OG0006556	CAPO304941	NEMVE14156
OG0006557	CAPO300124	NEMVE13737
OG0006561	CAPO300890	NEMVE13352
OG0006562	CAPO303607	NEMVE14938
OG0006566	CAPO303944	NEMVE18626
OG0006568	CAPO303043	NEMVE19392, NEMVE19291
OG0006569	CAPO300856	NEMVE17890
OG0006570	CAPO302571	NEMVE14036
OG0006571	CAPO306740	NEMVE19259
OG0006572	CAPO302175	NEMVE16268
OG0006573	CAPO306413	NEMVE24473
OG0006575	CAPO304950	NEMVE17612
OG0006577	CAPO300858	NEMVE17589
OG0006578	CAPO303393	NEMVE14360
OG0006580	CAPO306179	NEMVE13359
OG0006581	CAPO300223	NEMVE04969
OG0006582	CAPO305399	NEMVE10731
OG0006583	CAPO308147	NEMVE06578
OG0006584	CAPO304380	NEMVE13873
OG0006586	CAPO300241	NEMVE02913, NEMVE05314
OG0006590	CAPO304634	NEMVE05361
OG0006591	CAPO306654	NEMVE14253, NEMVE07569
OG0006592	CAPO302105	NEMVE02392
OG0006594	CAPO305352	NEMVE14133
OG0006595	CAPO306726	NEMVE14900
OG0006596	CAPO305496	NEMVE21882
OG0006597	CAPO306143	NEMVE08474, NEMVE00517
OG0006598	CAPO303505	NEMVE20869, NEMVE13702
OG0006600	CAPO300993	NEMVE09809, NEMVE00613
OG0006602	CAPO306545	NEMVE22737
OG0006603	CAPO305246	NEMVE13346
OG0006604	CAPO301632	NEMVE25234
OG0006606	CAPO300627, CAPO305047	NEMVE08978
OG0006607	CAPO302836	NEMVE07507
OG0006608	CAPO304829	NEMVE25300, NEMVE11908
OG0006609	CAPO304156	NEMVE01863, NEMVE08901
OG0006610	CAPO305635	NEMVE05164
OG0006611	CAPO303370	NEMVE03049, NEMVE05376, NEMVE20908
OG0006612	CAPO303674	NEMVE25494
OG0006613	CAPO305926	NEMVE23363
OG0006614	CAPO307923	NEMVE04847
OG0006615	CAPO300892	NEMVE08793
OG0006616	CAPO302496	NEMVE20547, NEMVE13459
OG0006619	CAPO305225	NEMVE24711
OG0006622	CAPO307274	NEMVE14827
OG0006625	CAPO304287	NEMVE16423
OG0006627	CAPO300634	NEMVE24706, NEMVE17757
OG0006630	CAPO301318	NEMVE14529
OG0006631	CAPO302816	NEMVE21598, NEMVE22840
OG0006633	CAPO306794	NEMVE10562
OG0006636	CAPO304383	NEMVE02023
OG0006637	CAPO304312	NEMVE09116
OG0006638	CAPO302167	NEMVE10130
OG0006640	CAPO308241	NEMVE12612, NEMVE12487, NEMVE16586
OG0006642	CAPO303206	NEMVE24819, NEMVE00921
OG0006646	CAPO308061	NEMVE12960
OG0006648	CAPO300638	NEMVE20212
OG0006651	CAPO306376	NEMVE24687
OG0006655	CAPO306982	NEMVE21990
OG0006657	CAPO304665	NEMVE07568
OG0006658	CAPO301723	NEMVE08447, NEMVE14700
OG0006662	CAPO305585	NEMVE14723
OG0006663	CAPO301399	NEMVE25118
OG0006664	CAPO302941	NEMVE00897
OG0006666	CAPO301682	NEMVE15097
OG0006667	CAPO305573	NEMVE14509
OG0006668	CAPO301053	NEMVE13784
OG0006669	CAPO301280	NEMVE01621, NEMVE12149
OG0006670	CAPO306366	NEMVE14438
OG0006671	CAPO307485	NEMVE22584
OG0006673	CAPO302685	NEMVE13899
OG0006677	CAPO304250	NEMVE22635
OG0006678	CAPO300092	NEMVE15058
OG0006681	CAPO305354	NEMVE24851
OG0006684	CAPO305512	NEMVE17767
OG0006686	CAPO307531	NEMVE25052
OG0006688	CAPO302794	NEMVE20158
OG0006690	CAPO302172	NEMVE23260
OG0006691	CAPO305670	NEMVE14331
OG0006692	CAPO302647	NEMVE14555
OG0006693	CAPO302616	NEMVE15971
OG0006694	CAPO302438	NEMVE06376
OG0006695	CAPO302533	NEMVE19387
OG0006696	CAPO303681	NEMVE22693, NEMVE17934
OG0006698	CAPO305852	NEMVE24243
OG0006702	CAPO307269	NEMVE14025
OG0006703	CAPO302601	NEMVE06399
OG0006704	CAPO305136	NEMVE09753
OG0006706	CAPO303773	NEMVE08399
OG0006707	CAPO304129	NEMVE18156, NEMVE12324
OG0006708	CAPO304327	NEMVE23781
OG0006709	CAPO302993	NEMVE06920
OG0006710	CAPO307958	NEMVE10954
OG0006712	CAPO307469	NEMVE05787
OG0006714	CAPO301000	NEMVE13528
OG0006716	CAPO302196	NEMVE16253
OG0006717	CAPO305633	NEMVE17875
OG0006718	CAPO306293	NEMVE09098
OG0006719	CAPO302454	NEMVE25006
OG0006721	CAPO307315	NEMVE24868
OG0006722	CAPO304555	NEMVE03981, NEMVE22551
OG0006723	CAPO300019	NEMVE13754
OG0006724	CAPO300231	NEMVE17764, NEMVE10359
OG0006725	CAPO301206	NEMVE05867
OG0006726	CAPO303375	NEMVE06858
OG0006727	CAPO306447	NEMVE14653
OG0006728	CAPO303411	NEMVE16075
OG0006729	CAPO302448	NEMVE17861
OG0006730	CAPO307696	NEMVE16598
OG0006732	CAPO301757	NEMVE14487
OG0006733	CAPO306420	NEMVE15467
OG0006735	CAPO307764	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806
OG0006736	CAPO301670	NEMVE24623
OG0006737	CAPO302977	NEMVE09025
OG0006738	CAPO305285	NEMVE17102
OG0006740	CAPO304581	NEMVE17377, NEMVE12915
OG0006741	CAPO306132	NEMVE13385
OG0006745	CAPO304913	NEMVE24739
OG0006750	CAPO306076	NEMVE25037
OG0006751	CAPO305160	NEMVE07529
OG0006752	CAPO301753	NEMVE20853, NEMVE23516
OG0006753	CAPO304199	NEMVE10471
OG0006754	CAPO307231	NEMVE23232
OG0006755	CAPO304099	NEMVE22112
OG0006757	CAPO308250	NEMVE06921
OG0006758	CAPO303486	NEMVE23646
OG0006759	CAPO301178	NEMVE13478
OG0006760	CAPO300357	NEMVE21302, NEMVE15995
OG0006766	CAPO300327	NEMVE03175
OG0006769	CAPO304104	NEMVE01196, NEMVE13150
OG0006772	CAPO306103	NEMVE25240
OG0006775	CAPO303956	NEMVE15139
OG0006776	CAPO307354, CAPO307229	NEMVE15379
OG0006777	CAPO308320	NEMVE10884
OG0006791	CAPO302265	NEMVE14989
OG0006826	CAPO306575	NEMVE13284
OG0006827	CAPO306579	NEMVE02172
OG0006830	CAPO304885	NEMVE08915
OG0006833	CAPO307011	NEMVE24233
OG0006838	CAPO304346	NEMVE13721
OG0006842	CAPO303033	NEMVE22104, NEMVE04435
OG0006843	CAPO301783	NEMVE13226
OG0006844	CAPO303858	NEMVE13224
OG0006845	CAPO304222	NEMVE17371
OG0006846	CAPO305985, CAPO301436	NEMVE24794
OG0006848	CAPO302750	NEMVE16167
OG0006849	CAPO306709	NEMVE22050
OG0006850	CAPO300307	NEMVE06805
OG0006853	CAPO305011	NEMVE23764
OG0006856	CAPO306926	NEMVE09221
OG0006857	CAPO304592	NEMVE25407
OG0006860	CAPO304880	NEMVE18531
OG0006862	CAPO306834	NEMVE23812
OG0006864	CAPO300266	NEMVE08355, NEMVE16255
OG0006865	CAPO300579	NEMVE25822
OG0006867	CAPO304561	NEMVE03866, NEMVE14363
OG0006869	CAPO303718	NEMVE16212, NEMVE00422
OG0006875	CAPO300245	NEMVE25510
OG0006876	CAPO301384	NEMVE02088
OG0006877	CAPO303758	NEMVE14455
OG0006880	CAPO300637	NEMVE06819
OG0006881	CAPO307302	NEMVE07356
OG0006886	CAPO308008	NEMVE21731
OG0006887	CAPO303330	NEMVE06955
OG0006888	CAPO300481	NEMVE13701, NEMVE21293
OG0006889	CAPO305411	NEMVE13933
OG0006890	CAPO301774	NEMVE05014
OG0006892	CAPO306271	NEMVE24012, NEMVE20580
OG0006893	CAPO308281	NEMVE17795
OG0006894	CAPO305493	NEMVE06286, NEMVE11857
OG0006895	CAPO305321	NEMVE06846, NEMVE12809
OG0006897	CAPO305270	NEMVE10415
OG0006898	CAPO307616	NEMVE19257
OG0006901	CAPO301222	NEMVE14333
OG0006904	CAPO301235	NEMVE14542
OG0006906	CAPO307116	NEMVE13236
OG0006912	CAPO306387	NEMVE18786, NEMVE18787
OG0006914	CAPO302212	NEMVE06049
OG0006915	CAPO305363	NEMVE09886
OG0006916	CAPO306266	NEMVE23817
OG0006918	CAPO303362	NEMVE15078
OG0006923	CAPO302381, CAPO303076	NEMVE13295
OG0006924	CAPO304320	NEMVE01464
OG0006925	CAPO306734	NEMVE13382, NEMVE02521
OG0006926	CAPO303493	NEMVE23407
OG0006927	CAPO303700	NEMVE24367
OG0006930	CAPO301522	NEMVE25703, NEMVE25702
OG0006931	CAPO300460	NEMVE13787
OG0006932	CAPO305813	NEMVE05137
OG0006934	CAPO304656	NEMVE24344
OG0006935	CAPO305404	NEMVE13070
OG0006936	CAPO301255	NEMVE03459
OG0006937	CAPO300724	NEMVE21757
OG0006938	CAPO307064	NEMVE06983
OG0006940	CAPO308295	NEMVE13137
OG0006942	CAPO305131	NEMVE13642
OG0006943	CAPO300653	NEMVE05334
OG0006944	CAPO301423	NEMVE06196
OG0006945	CAPO304257	NEMVE08899
OG0006947	CAPO303778	NEMVE24776, NEMVE01200, NEMVE05807
OG0006948	CAPO307507	NEMVE13841, NEMVE20539
OG0006949	CAPO300866	NEMVE22705
OG0006951	CAPO302915	NEMVE22939
OG0006952	CAPO308002	NEMVE05912
OG0006953	CAPO302825	NEMVE17873
OG0006957	CAPO304410	NEMVE04985
OG0006959	CAPO305847	NEMVE12151
OG0006960	CAPO306688	NEMVE13244
OG0006962	CAPO307572	NEMVE14216
OG0006964	CAPO306352	NEMVE09836
OG0006966	CAPO304695	NEMVE24481
OG0006967	CAPO303820	NEMVE19421
OG0006968	CAPO301435	NEMVE00056
OG0006969	CAPO306618	NEMVE15089
OG0006970	CAPO304851	NEMVE23188
OG0006971	CAPO303658	NEMVE23702, NEMVE20470
OG0006973	CAPO306305	NEMVE21823
OG0006975	CAPO306893	NEMVE13294
OG0006977	CAPO305268	NEMVE15122
OG0006978	CAPO304336	NEMVE08429, NEMVE20677
OG0006979	CAPO300168	NEMVE07666
OG0006980	CAPO305562	NEMVE14898
OG0006982	CAPO305716	NEMVE06872
OG0006983	CAPO300916	NEMVE25267
OG0006989	CAPO302679	NEMVE14102
OG0006990	CAPO300763	NEMVE23992
OG0006991	CAPO303392	NEMVE25869
OG0006992	CAPO305740	NEMVE06904
OG0006993	CAPO305954	NEMVE25888
OG0006994	CAPO306564	NEMVE06963
OG0006995	CAPO306435	NEMVE10340
OG0006997	CAPO304873	NEMVE23283
OG0006998	CAPO301390	NEMVE20185, NEMVE21505
OG0006999	CAPO303913	NEMVE22370, NEMVE03933
OG0007001	CAPO305444	NEMVE01106, NEMVE12371
OG0007002	CAPO304225	NEMVE25316
OG0007003	CAPO302304	NEMVE18273
OG0007005	CAPO303654	NEMVE06529
OG0007007	CAPO302408	NEMVE06743
OG0007009	CAPO305960	NEMVE17080
OG0007010	CAPO301780	NEMVE07154
OG0007011	CAPO301128	NEMVE14439
OG0007012	CAPO304946	NEMVE08741
OG0007013	CAPO303300	NEMVE23027, NEMVE20235
OG0007015	CAPO305278	NEMVE01530
OG0007016	CAPO304972	NEMVE14954
OG0007017	CAPO301345	NEMVE09597
OG0007019	CAPO304408	NEMVE19601
OG0007020	CAPO303562, CAPO308296	NEMVE13872
OG0007021	CAPO306622	NEMVE19842, NEMVE16021
OG0007022	CAPO303253	NEMVE13989
OG0007024	CAPO302054	NEMVE22348
OG0007025	CAPO302785	NEMVE24902
OG0007026	CAPO304159	NEMVE10600
OG0007029	CAPO302104	NEMVE14776
OG0007030	CAPO303845	NEMVE25363
OG0007032	CAPO304830	NEMVE08495
OG0007033	CAPO305180	NEMVE13356
OG0007034	CAPO306932	NEMVE13497
OG0007038	CAPO302068	NEMVE05760
OG0007040	CAPO306537	NEMVE13790
OG0007042	CAPO307996	NEMVE18027
OG0007043	CAPO305780	NEMVE05818
OG0007044	CAPO307221	NEMVE13670
OG0007045	CAPO305958	NEMVE11946, NEMVE11342
OG0007047	CAPO305693	NEMVE23774
OG0007048	CAPO302164	NEMVE22617
OG0007049	CAPO305031	NEMVE24890
OG0007050	CAPO307898	NEMVE01542
OG0007055	CAPO304778	NEMVE15080
OG0007057	CAPO304630	NEMVE14004
OG0007058	CAPO301734, CAPO304572	NEMVE17442
OG0007059	CAPO303590, CAPO303318	NEMVE21382, NEMVE22940
OG0007061	CAPO305340	NEMVE02935, NEMVE18869
OG0007062	CAPO302545	NEMVE24553
OG0007063	CAPO308261	NEMVE09723
OG0007065	CAPO301537	NEMVE22963
OG0007068	CAPO307887	NEMVE19134
OG0007069	CAPO307200	NEMVE22785
OG0007071	CAPO301761	NEMVE18624
OG0007073	CAPO302936	NEMVE14833
OG0007074	CAPO306910	NEMVE25050
OG0007076	CAPO300474	NEMVE07000, NEMVE20249
OG0007084	CAPO307673	NEMVE22005
OG0007086	CAPO306079	NEMVE14980, NEMVE19924
OG0007089	CAPO300706	NEMVE11263
OG0007090	CAPO300368	NEMVE05876
OG0007091	CAPO304945	NEMVE13797
OG0007092	CAPO304498, CAPO305528	NEMVE07545
OG0007093	CAPO308175	NEMVE13401
OG0007094	CAPO301835	NEMVE07935
OG0007095	CAPO304293	NEMVE15027
OG0007097	CAPO302515	NEMVE14580
OG0007098	CAPO301993	NEMVE13689
OG0007099	CAPO304218	NEMVE24293, NEMVE20476
OG0007100	CAPO302645	NEMVE06130
OG0007105	CAPO303780	NEMVE17115
OG0007106	CAPO302226	NEMVE14945
OG0007112	CAPO303793	NEMVE10814
OG0007114	CAPO305243	NEMVE09146
OG0007118	CAPO306502	NEMVE02206
OG0007119	CAPO303656	NEMVE02886, NEMVE13562
OG0007121	CAPO305337	NEMVE25193
OG0007122	CAPO302728	NEMVE14233
OG0007124	CAPO307876	NEMVE10468
OG0007127	CAPO305077	NEMVE13588
OG0007128	CAPO303539	NEMVE13615
OG0007130	CAPO302224	NEMVE25495, NEMVE21143
OG0007131	CAPO304315	NEMVE23758, NEMVE12360
OG0007132	CAPO301608	NEMVE06535, NEMVE12522
OG0007133	CAPO305338	NEMVE11996, NEMVE06036
OG0007134	CAPO302517	NEMVE13156
OG0007137	CAPO303287	NEMVE14801
OG0007138	CAPO307436	NEMVE09440, NEMVE12478
OG0007139	CAPO302325	NEMVE09713
OG0007141	CAPO306130	NEMVE14565
OG0007143	CAPO307276	NEMVE08778, NEMVE20919
OG0007145	CAPO305008	NEMVE19580
OG0007146	CAPO306800	NEMVE18006
OG0007147	CAPO305032	NEMVE13817
OG0007150	CAPO304704	NEMVE11424
OG0007151	CAPO304299	NEMVE22467
OG0007154	CAPO302715	NEMVE23811
OG0007158	CAPO303011	NEMVE25894
OG0007162	CAPO305815	NEMVE16258
OG0007163	CAPO306908	NEMVE16742
OG0007165	CAPO300764	NEMVE14929
OG0007166	CAPO301841	NEMVE07634
OG0007173	CAPO300679	NEMVE10079
OG0007174	CAPO304732	NEMVE07400
OG0007175	CAPO300929	NEMVE21931
OG0007176	CAPO305825	NEMVE05885
OG0007178	CAPO306843	NEMVE09946
OG0007180	CAPO300869	NEMVE22211
OG0007181	CAPO302549	NEMVE22672, NEMVE11674
OG0007182	CAPO302258	NEMVE25249
OG0007183	CAPO303453	NEMVE01494, NEMVE21223
OG0007184	CAPO304626	NEMVE13898
OG0007186	CAPO306272	NEMVE16937
OG0007191	CAPO307327	NEMVE04826
OG0007192	CAPO307148	NEMVE12614
OG0007199	CAPO300510	NEMVE05797
OG0007201	CAPO305686	NEMVE15153, NEMVE03813
OG0007202	CAPO307173	NEMVE12584
OG0007202	CAPO305202	NEMVE02900
OG0007202	CAPO307014	NEMVE21082
OG0007202	CAPO301887, CAPO303248, CAPO302882, CAPO304706	NEMVE20108, NEMVE12216
OG0007202	CAPO305939	NEMVE03801, NEMVE12996
OG0007204	CAPO305874	NEMVE22074
OG0007208	CAPO306253	NEMVE19982
OG0007248	CAPO305807	NEMVE05909
OG0007249	CAPO304279	NEMVE03114
OG0007251	CAPO307515	NEMVE08156, NEMVE08153
OG0007254	CAPO300342	NEMVE23140
OG0007258	CAPO301895	NEMVE00047, NEMVE14648
OG0007261	CAPO306348	NEMVE06464, NEMVE10739
OG0007266	CAPO305560	NEMVE15550, NEMVE00843
OG0007272	CAPO303817, CAPO303673	NEMVE17086
OG0007273	CAPO305134	NEMVE22414, NEMVE22011
OG0007279	CAPO302557	NEMVE24542
OG0007281	CAPO304423	NEMVE23664
OG0007282	CAPO300960	NEMVE13645
OG0007291	CAPO307621	NEMVE14746
OG0007292	CAPO302024	NEMVE08212
OG0007293	CAPO301970	NEMVE13245
OG0007297	CAPO305876	NEMVE05122
OG0007299	CAPO308254	NEMVE17700
OG0007300	CAPO301046	NEMVE10414
OG0007301	CAPO301996	NEMVE05910
OG0007302	CAPO307174	NEMVE24421
OG0007303	CAPO302064	NEMVE21168, NEMVE21934
OG0007304	CAPO306505	NEMVE19345
OG0007305	CAPO303443	NEMVE18637
OG0007307	CAPO304518, CAPO304185	NEMVE15849
OG0007309	CAPO300726	NEMVE10518, NEMVE20201
OG0007313	CAPO302761	NEMVE13991, NEMVE11990
OG0007314	CAPO307151	NEMVE14601
OG0007317	CAPO306655	NEMVE07571
OG0007319	CAPO300742	NEMVE13526
OG0007320	CAPO300324	NEMVE13887
OG0007321	CAPO307651	NEMVE14743
OG0007322	CAPO301300	NEMVE13884
OG0007325	CAPO305675	NEMVE14080
OG0007326	CAPO304342	NEMVE02450
OG0007329	CAPO306408	NEMVE24680
OG0007335	CAPO304929	NEMVE13032, NEMVE10469
OG0007336	CAPO304895	NEMVE22461
OG0007339	CAPO300192	NEMVE04953
OG0007341	CAPO300898	NEMVE14964
OG0007342	CAPO300397	NEMVE14032
OG0007343	CAPO305744	NEMVE06113
OG0007347	CAPO302872	NEMVE05928
OG0007348	CAPO307161	NEMVE25081
OG0007352	CAPO306052	NEMVE22263
OG0007353	CAPO302025	NEMVE09891
OG0007354	CAPO303485	NEMVE12447, NEMVE22312
OG0007355	CAPO307111	NEMVE26015, NEMVE24494
OG0007356	CAPO306331	NEMVE22435
OG0007357	CAPO304967	NEMVE03442
OG0007358	CAPO304741	NEMVE22472
OG0007361	CAPO305039	NEMVE21896
OG0007363	CAPO304834	NEMVE07823
OG0007364	CAPO303075	NEMVE14072, NEMVE12530
OG0007365	CAPO306500	NEMVE02500
OG0007366	CAPO305485	NEMVE10651
OG0007367	CAPO305088	NEMVE14913
OG0007368	CAPO305250	NEMVE21985
OG0007369	CAPO300391	NEMVE09186, NEMVE04959
OG0007371	CAPO305453	NEMVE22865
OG0007372	CAPO307960	NEMVE14160
OG0007373	CAPO301099	NEMVE22902
OG0007376	CAPO302556	NEMVE14158
OG0007377	CAPO306927	NEMVE01324
OG0007378	CAPO307557	NEMVE23117
OG0007380	CAPO300141	NEMVE06086, NEMVE12199
OG0007381	CAPO303646	NEMVE23101
OG0007382	CAPO305525	NEMVE14758
OG0007385	CAPO304120	NEMVE14990
OG0007387	CAPO304030	NEMVE23956
OG0007388	CAPO306166	NEMVE05194
OG0007391	CAPO304827	NEMVE08201
OG0007392	CAPO303501	NEMVE13961
OG0007393	CAPO301859	NEMVE00582, NEMVE21768
